Orthogroup	Eutrema_salsugineum	Arabidopsis_lyrata_Rawat
OG0016371	XP_006416724.1	AL1G29500
OG0016372	XP_006416718.2	AL1G29580
OG0016373	XP_024007204.1	AL6G40570
OG0016374	XP_006416703.1	AL1G29720
OG0016375	XP_024008695.1	AL1G29750
OG0016376	XP_006416698.1	AL1G29770
OG0016377	XP_024009083.1	AL1G29780
OG0016378	XP_006416691.1	AL1G29840
OG0016379	XP_006416687.1	AL1G29890
OG0016380	XP_006416669.1	AL1G30090
OG0016382	XP_006416668.1	nbis-gene-99
OG0016384	XP_024008504.1	AL1G30380
OG0016385	XP_006416644.1	nbis-gene-100
OG0016386	XP_006416641.1	AL1G30470
OG0016387	XP_006416639.1	AL1G30510
OG0016388	XP_006416637.1	AL1G30530
OG0016389	XP_006416632.2	AL1G30550
OG0016390	XP_006416625.1	AL1G30640
OG0016391	XP_024010487.1, XP_024010486.1	AL6G41200
OG0016392	XP_024012643.1	AL8G26550
OG0016393	XP_006416578.1	AL1G31130
OG0016394	XP_006416567.1	AL1G31300
OG0016395	XP_006416563.1	AL1G31320
OG0016396	XP_006416547.1	AL1G31520
OG0016397	XP_024008813.1	AL1G31660
OG0016398	XP_006418764.2	AL1G31700
OG0016399	XP_006416529.2	AL1G31780
OG0016400	XP_006416521.1	AL1G31880
OG0016401	XP_006416519.1	AL1G31900
OG0016402	XP_024009208.1	AL1G31930
OG0016403	XP_024008657.1	AL1G31960
OG0016404	XP_006416500.2	AL1G32240
OG0016405	XP_024008265.1	AL1G32370
OG0016406	XP_006416461.1	AL1G32530
OG0016407	XP_006418611.1	AL3G41710
OG0016408	XP_006416441.1	AL1G32850
OG0016409	XP_024009197.1	AL1G32860
OG0016410	XP_006416431.1	AL1G32940
OG0016411	XP_006416388.1	AL1G33460
OG0016412	XP_006416384.1	AL1G33490
OG0016413	XP_006416354.1	AL1G33890
OG0016414	XP_006416336.1	AL1G34100
OG0016415	XP_006416316.1	AL1G34420
OG0016416	XP_006404853.1	AL4G13660
OG0016417	XP_006416290.1	AL1G34700
OG0016418	XP_006416289.1	AL1G34710
OG0016419	XP_024008891.1	AL1G34740
OG0016420	XP_006416282.1	AL1G34780
OG0016421	XP_024008117.1	AL1G34790
OG0016422	XP_024008118.1	AL1G34800
OG0016423	XP_006416269.1	AL1G34920
OG0016424	XP_006416268.2	AL1G34940, AL3G43350
OG0016425	XP_024008180.1	AL1G34960
OG0016426	XP_006416264.1	AL1G34980
OG0016427	XP_006416227.1	AL1G35610
OG0016428	XP_006416224.1	AL1G35630
OG0016429	XP_006416222.1	AL1G35640
OG0016430	XP_006416197.1	AL1G35980
OG0016431	XP_006416195.1	AL1G36000
OG0016432	XP_006416189.1	AL1G36070
OG0016433	XP_006416188.1	AL1G36080
OG0016434	XP_006416181.2	AL1G36140
OG0016435	XP_024008600.1	AL1G36230
OG0016436	XP_006416160.1	AL1G36320
OG0016438	XP_024008267.1	AL1G36350
OG0016439	XP_006416132.1	AL1G36570
OG0016440	XP_006416128.1	AL1G36630
OG0016441	XP_006390733.1	AL2G31430
OG0016442	XP_024007505.1	AL2G31380
OG0016443	XP_006390747.1	AL2G31320
OG0016444	XP_006390749.1	AL2G31300
OG0016445	XP_006390759.1	AL2G31200
OG0016446	XP_006390764.1	AL2G31160
OG0016447	XP_006390765.1	AL6G46970, AL2G31150
OG0016448	XP_006390769.1	AL2G31120
OG0016449	XP_006390772.1	AL2G31100
OG0016450	XP_006390788.1	AL2G30870
OG0016451	XP_006390790.1	AL2G30850
OG0016452	XP_006390793.1	AL2G30820
OG0016453	XP_006393685.1	AL1G52610
OG0016454	XP_006390801.1	AL2G30700
OG0016455	XP_006390804.1	AL2G30680
OG0016456	XP_006390805.1	AL2G30670
OG0016458	XP_006390825.1	nbis-gene-588
OG0016459	XP_024012574.1	AL2G30080
OG0016460	XP_006390864.1	AL2G30010
OG0016461	XP_006390873.1	AL2G29930
OG0016462	XP_024009526.1	AL2G29640
OG0016463	XP_006390913.1	AL2G29500
OG0016464	XP_006390922.1	AL2G29430
OG0016465	XP_006390925.1	AL2G29350
OG0016466	XP_006390929.1	AL2G29320
OG0016468	XP_006415147.1	AL1G47110
OG0016469	XP_024008188.1	AL1G47220
OG0016470	XP_024008222.1	AL1G47360
OG0016471	XP_006415121.1	AL1G47510
OG0016472	XP_024009006.1	AL1G47630
OG0016473	XP_006415111.1, XP_006415114.1	AL1G47660
OG0016474	XP_006415109.1	AL1G47690
OG0016476	XP_024015677.1	AL2G11730
OG0016477	XP_006391747.1	AL2G11810
OG0016478	XP_006391748.1	AL2G11820
OG0016479	XP_024012557.1	AL8G36770
OG0016480	XP_006391785.1	nbis-gene-379
OG0016481	XP_006391715.1	AL2G12680
OG0016482	XP_024015569.1	AL2G12910
OG0016483	XP_006391818.1	AL2G12960
OG0016484	XP_006391823.1	AL2G13000
OG0016485	XP_006391824.1	AL2G13010
OG0016486	XP_006391825.1	AL2G13020
OG0016488	XP_006391827.1	AL2G13040
OG0016489	XP_006391855.1	AL2G13350
OG0016490	XP_006391865.1	AL2G13400
OG0016491	XP_006397315.1	AL6G42030
OG0016492	XP_006391948.1	AL2G14140
OG0016493	XP_006391955.1	AL2G14200
OG0016494	XP_006391966.1	AL2G14330
OG0016495	XP_006391989.1	AL2G14640
OG0016496	XP_006392008.1	AL2G14980
OG0016497	XP_006397122.1	AL6G43680
OG0016499	XP_006392029.2	AL2G15140
OG0016500	XP_024004100.1	AL2G15150
OG0016501	XP_006392061.1	AL2G15290
OG0016502	XP_006392105.1	AL2G15640
OG0016503	XP_024013652.1	AL2G15820
OG0016504	XP_006392143.1	AL2G16000
OG0016505	XP_006392152.1	AL2G16040
OG0016506	XP_006392163.1	AL2G16220
OG0016507	XP_024004010.1	AL2G16270
OG0016508	XP_006392177.1	AL2G16430
OG0016509	XP_006405973.1	AL3G53380
OG0016510	XP_006392187.1	AL2G16620
OG0016511	XP_006392190.1	AL2G16640
OG0016513	XP_006392225.1	AL2G16930
OG0016514	XP_006392247.1	AL2G17200
OG0016515	XP_006392274.1	AL2G17470
OG0016516	XP_024004915.1	AL2G17550
OG0016517	XP_006413043.1	AL7G24990
OG0016518	XP_006392287.1	AL2G17740
OG0016519	XP_024004449.1	AL2G17870
OG0016520	XP_006392202.1	AL2G17880
OG0016521	XP_024015246.1	AL2G18140
OG0016522	XP_006392326.1	AL2G18110
OG0016523	XP_006392342.1	AL2G18050
OG0016524	XP_006392386.1	AL3G45510
OG0016525	XP_006392382.1	AL1G67520
OG0016526	XP_006392024.1, XP_024014157.1	AL2G19510
OG0016527	XP_006392394.1	AL1G67180
OG0016528	XP_006392401.1	AL1G66670
OG0016529	XP_006392408.1	AL1G66480
OG0016530	XP_006392430.1	AL1G66100
OG0016531	XP_024015521.1	AL1G65930
OG0016532	XP_006392442.1	AL1G65920
OG0016533	XP_006392453.1	AL1G65880
OG0016534	XP_006392459.1	AL1G65780
OG0016535	XP_024004938.1	AL1G65720
OG0016536	XP_006392464.1	AL1G65690
OG0016537	XP_024003729.1	AL2G10940
OG0016538	XP_006391655.1	AL2G10790
OG0016540	XP_006395073.1	AL8G22960
OG0016541	XP_024004749.1	AL2G10620
OG0016542	XP_006391622.1	AL2G10470
OG0016543	XP_006391617.1	AL2G10410
OG0016544	XP_006391616.1	AL2G10400
OG0016545	XP_006391609.1	AL2G10270
OG0016547	XP_006391598.1	AL2G10140
OG0016548	XP_006391589.1	AL2G10030
OG0016549	XP_006398333.1	AL8G12020
OG0016550	XP_006398334.1	AL8G12010
OG0016551	XP_024007189.1	AL5G10760
OG0016552	XP_006398377.1	AL8G11500
OG0016553	XP_006398379.2	AL8G11450
OG0016554	XP_006398437.1	AL8G10600
OG0016555	XP_006398481.1	AL8G11090
OG0016556	XP_006398483.1	AL1G55010
OG0016557	XP_006398115.1	AL8G14720
OG0016558	XP_024011117.1	AL8G14780
OG0016559	XP_006398103.1	AL8G14790
OG0016560	XP_024005414.1	AL7G26340
OG0016561	XP_006398089.1	AL8G14900
OG0016562	XP_006403103.2	AL8G15520
OG0016563	XP_006395728.1	AL5G12900
OG0016564	XP_006396620.1	AL6G48820
OG0016565	XP_006396642.1	AL6G48570
OG0016566	XP_024010026.1	AL6G48490
OG0016567	XP_006412852.1	AL7G23100
OG0016568	XP_024004610.1	AL7G22860
OG0016569	XP_006412824.1	AL7G22790
OG0016570	XP_006412813.1	AL7G22560
OG0016571	XP_006412812.1	AL7G22550
OG0016572	XP_006404445.2	AL5G25890
OG0016573	XP_006395187.2	AL8G21200
OG0016574	XP_006414370.2	AL7G38760
OG0016575	XP_006393502.1	AL1G54500
OG0016576	XP_006393479.1	AL1G54670
OG0016577	XP_006393478.1	AL1G54680
OG0016578	XP_006393476.1	AL1G54690
OG0016579	XP_024005950.1	AL1G54910
OG0016580	XP_024006654.1	AL1G54960
OG0016581	XP_006393420.1	AL1G54980
OG0016582	XP_006393385.2	AL6G50210
OG0016583	XP_006393338.1	AL1G55660
OG0016584	XP_006393321.1	AL1G55870
OG0016585	XP_006393308.1	AL1G55990
OG0016586	XP_006396953.1	AL6G45300
OG0016587	XP_006393299.1	AL1G56040
OG0016588	XP_006393273.2, XP_006393280.1	AL1G56140
OG0016589	XP_006393258.1	AL1G56580
OG0016590	XP_006393256.1	AL1G56610
OG0016591	XP_006393255.1	AL1G56790
OG0016592	XP_006393254.1	AL1G56810
OG0016593	XP_006393251.2	AL5G22400
OG0016594	XP_024006192.1	AL5G22390
OG0016595	XP_024011019.1	AL2G34890
OG0016596	XP_006390364.1	AL2G34870
OG0016597	XP_006390370.1	AL2G34800
OG0016598	XP_024005192.1	AL7G10020
OG0016599	XP_006411598.1	AL7G10030
OG0016600	XP_006394459.2	AL7G10050
OG0016601	XP_006411599.2	AL7G10080
OG0016602	XP_006411618.2	AL7G10190
OG0016603	XP_006411620.1	AL7G10210
OG0016604	XP_006395043.1	AL7G10240
OG0016605	XP_006411624.1	AL7G10250
OG0016606	XP_006411625.1	AL7G10260
OG0016607	XP_006411638.1	AL7G10340
OG0016608	XP_006411640.1	AL7G10350
OG0016609	XP_006411654.1	AL7G10530, AL7G44960
OG0016610	XP_006411655.1	AL7G10540
OG0016611	XP_006411656.1	AL7G10550
OG0016612	XP_006411657.1	AL7G10560
OG0016613	XP_006411678.1	AL7G10770
OG0016614	XP_006411696.1	AL7G10920
OG0016615	XP_006411725.1	AL7G11200
OG0016616	XP_006411731.2	AL7G11260
OG0016617	XP_006411735.1	AL7G11310
OG0016618	XP_006411741.1	AL7G11400
OG0016619	XP_006411754.1	AL7G11750
OG0016620	XP_006411763.1	AL7G11890
OG0016621	XP_006411767.1	AL7G11910
OG0016622	XP_006411775.1	AL7G12000
OG0016623	XP_006411780.1	AL7G12040
OG0016624	XP_006411783.1	AL7G12080
OG0016625	XP_024005274.1	AL7G12090
OG0016626	XP_006411786.1	AL7G12130
OG0016627	XP_006411798.1, XP_006404949.1	AL7G12240
OG0016628	XP_006411809.1	AL7G12400
OG0016629	XP_006411817.1	AL7G12530
OG0016630	XP_006411831.1	AL7G12680
OG0016631	XP_006411837.1	AL7G12730
OG0016632	XP_006411851.1	AL7G12870
OG0016633	XP_024005383.1	AL7G13140
OG0016634	XP_006411907.1	AL7G13560
OG0016635	XP_006411910.1	AL7G13590
OG0016636	XP_006411923.1	AL7G13730
OG0016638	XP_006411949.1	AL7G14020
OG0016639	XP_006411953.1	AL7G15130
OG0016640	XP_006411955.1	AL7G14120
OG0016641	XP_006411956.1	AL7G14130
OG0016642	XP_006411957.1	AL7G14160
OG0016643	XP_006411961.1	AL7G14210
OG0016644	XP_006411997.1	AL7G14600
OG0016645	XP_006412003.1	AL7G14670
OG0016646	XP_006412005.1	AL7G14680
OG0016647	XP_024005640.1	AL7G14870
OG0016648	XP_024004592.1	AL7G14950
OG0016649	XP_024005494.1	AL7G14970
OG0016650	XP_024005770.1	AL7G15000
OG0016651	XP_006412030.1	AL7G15020
OG0016652	XP_006412038.1	AL7G15080
OG0016653	XP_006412041.1	AL7G15110
OG0016654	XP_006412046.1	AL7G15140
OG0016655	XP_006412050.1	AL7G15180
OG0016656	XP_006412483.1	AL7G19490
OG0016657	XP_006412061.1	AL7G15330
OG0016658	XP_006412078.1	AL7G15490
OG0016659	XP_024005481.1	AL7G15530
OG0016660	XP_006412085.1	AL7G15560
OG0016661	XP_006412105.1	AL7G15730
OG0016662	XP_006412106.1	AL7G15740
OG0016663	XP_024005241.1	AL7G15780
OG0016664	XP_006412128.1	AL7G15930
OG0016665	XP_024010655.1	nbis-gene-220
OG0016666	XP_006412119.1	AL7G15850
OG0016667	XP_006412113.1	AL7G15810
OG0016668	XP_024005102.1	AL7G15960
OG0016669	XP_006412204.1	AL7G16580
OG0016670	XP_006412205.1	AL7G16590
OG0016671	XP_006412216.1	AL7G16680
OG0016672	XP_006412238.1	AL7G16930
OG0016673	XP_006412244.1	AL7G16990
OG0016674	XP_006412252.1	AL7G17050
OG0016675	XP_006412485.1	AL7G19500
OG0016676	XP_024005132.1	AL7G19420
OG0016677	XP_006402147.1	AL8G24320
OG0016678	XP_006402145.2, XP_006392081.2	AL8G24330
OG0016679	XP_024005703.1	AL7G19130
OG0016680	XP_006412431.1	AL7G18940
OG0016681	XP_006412415.1	AL7G18810
OG0016682	XP_006412412.1	AL7G18800
OG0016683	XP_024005650.1	AL7G18270
OG0016684	XP_006393876.1	AL8G44640
OG0016685	XP_006412355.1	AL7G18080
OG0016686	XP_006412354.1	AL7G18070
OG0016687	XP_006412352.1	AL7G18060
OG0016688	XP_006412351.1	AL7G18050
OG0016689	XP_006391059.1	AL2G28120
OG0016690	XP_006412348.1	AL7G18030
OG0016691	XP_006395388.1	nbis-gene-1234
OG0016692	XP_006412345.1	AL7G17980
OG0016693	XP_024005611.1	AL7G24440
OG0016694	XP_006412294.1	AL7G17470
OG0016695	XP_006412519.1	AL7G19830
OG0016696	XP_006413425.1	AL1G17900
OG0016697	XP_024004669.1	AL7G19840
OG0016698	XP_006412535.1	AL7G19960
OG0016699	XP_006412537.1	AL7G19980
OG0016700	XP_006412539.1	AL7G20050
OG0016701	XP_006412552.1	AL7G20170
OG0016702	XP_006412551.1	AL7G20200
OG0016703	XP_006412571.1	AL7G20380
OG0016704	XP_006412986.1	AL7G24420
OG0016705	XP_006412594.1	AL7G20640
OG0016706	XP_024005264.1	nbis-gene-1740
OG0016707	XP_024005430.1	AL7G20860
OG0016708	XP_006412617.1	AL7G20880
OG0016709	XP_006412633.1	AL7G20980
OG0016710	XP_006412645.1	AL7G21100
OG0016711	XP_006412660.1	AL7G21270
OG0016712	XP_006412664.1	AL7G21290
OG0016713	XP_006412666.2	AL7G21300
OG0016714	XP_024013479.1	AL5G27000
OG0016715	XP_006404351.2	AL5G26980
OG0016716	XP_024009228.1	AL3G38900
OG0016717	XP_024009743.1	AL3G39050
OG0016718	XP_024009546.1	AL3G39340
OG0016719	XP_024009539.1	nbis-gene-778
OG0016720	XP_006390634.1	AL2G32360
OG0016721	XP_006390652.1	AL2G32170
OG0016722	XP_006390653.1	AL2G32160
OG0016723	XP_006390707.1	AL2G31720
OG0016724	XP_006416117.1	AL1G36850
OG0016725	XP_006416081.1	AL1G37250
OG0016726	XP_006416059.1	AL1G37480
OG0016727	XP_006416034.1	AL1G37790
OG0016728	XP_006416030.1	AL1G37900
OG0016729	XP_006415967.1	AL1G38770
OG0016730	XP_024007725.1	AL1G38900
OG0016731	XP_006415954.1	AL1G38950
OG0016732	XP_006415943.1	AL1G39080
OG0016733	XP_006415925.1	AL1G39280
OG0016734	XP_006415913.1	AL1G39410
OG0016735	XP_006396396.1	AL6G51260
OG0016736	XP_024009803.1	AL6G51500
OG0016737	XP_024009965.1	AL6G52010
OG0016738	XP_006396320.1	AL6G52450
OG0016739	XP_024009807.1	AL6G52360
OG0016740	XP_006396304.1	AL6G52280
OG0016741	XP_024009785.1	AL7G39210, AL6G52150
OG0016742	XP_024009784.1	AL6G52140
OG0016743	XP_006396247.1	AL6G52980
OG0016744	XP_006396234.1	AL6G53150
OG0016745	XP_006396220.1	AL6G53290
OG0016746	XP_006390441.1	AL2G19130
OG0016747	XP_006396207.1	AL6G53420
OG0016748	XP_006396205.1	AL6G53450
OG0016749	XP_006404530.1	AL4G40370
OG0016750	XP_024013865.1	AL4G47010
OG0016751	XP_006404534.2	AL1G28330
OG0016752	XP_006404541.1	AL4G10090
OG0016753	XP_006404542.1	AL4G10110
OG0016754	XP_006409311.1	AL4G10130
OG0016755	XP_006415816.1	AL1G40370
OG0016756	XP_006415892.1	AL1G39690
OG0016757	XP_024004692.1	AL7G26720
OG0016758	XP_006413160.1	AL7G26270
OG0016759	XP_024005174.1	AL7G26080
OG0016760	XP_006413082.1	AL7G25410
OG0016761	XP_024005087.1	AL7G24960
OG0016762	XP_006413029.1	AL7G24870
OG0016763	XP_006413028.1	AL7G24860
OG0016764	XP_006413026.1	AL7G24840
OG0016765	XP_024005279.1	AL7G24730
OG0016766	XP_006413004.1	AL7G24610
OG0016767	XP_024005815.1	AL7G24540
OG0016768	XP_006412982.1	AL7G24380
OG0016769	XP_006412969.1	AL7G24260
OG0016770	XP_006395649.1	AL5G14010
OG0016771	XP_024008674.1	AL1G15820
OG0016772	XP_006417722.1	nbis-gene-51
OG0016773	XP_006416941.1	AL1G27190
OG0016774	XP_024008057.1	AL1G31690
OG0016775	XP_006416210.2	AL1G35760
OG0016777	XP_006416087.1	AL1G37180
OG0016778	XP_006416057.1	AL1G37500
OG0016780	XP_006415993.1	AL1G38440
OG0016781	XP_006415962.1	AL1G38880
OG0016782	XP_006415900.1	AL1G39590
OG0016783	XP_024008420.1	AL1G39990
OG0016784	XP_006415753.1	AL1G40930
OG0016785	XP_006415752.1	AL1G40980, AL1G40940
OG0016786	XP_006415751.1	AL1G40950
OG0016787	XP_006395627.1, XP_006414967.1	AL1G42060
OG0016788	XP_024007962.1	AL1G44990
OG0016789	XP_006415355.1	AL1G49250
OG0016790	XP_024009018.1	AL1G46840
OG0016794	XP_024006251.1	AL1G58990
OG0016795	XP_006392589.1	AL1G64030
OG0016797	XP_006391346.1	AL2G23710
OG0016798	XP_006391347.1	AL2G23730
OG0016800	XP_006390830.2	AL173U10010, AL2G30280, AL173U10030, AL2G30300
OG0016801	XP_024012727.1	AL2G36070
OG0016802	XP_006390234.1	AL2G36170
OG0016803	XP_006390102.1	AL2G37500
OG0016804	XP_024006444.1, XP_024008780.1	AL3G21440
OG0016805	XP_006407513.1	AL3G22190
OG0016806	XP_006407257.1	AL3G24890
OG0016808	XP_006406414.1	AL3G33870
OG0016809	XP_006406035.1	AL3G38030
OG0016811	XP_024009597.1	AL3G43270
OG0016812	XP_006396101.1	AL3G43880
OG0016814	XP_006409672.1	AL3G45710
OG0016815	XP_006409602.1	AL3G46900
OG0016816	XP_024016610.1	AL3G47600
OG0016817	XP_006409245.1	AL3G50810
OG0016818	XP_006409215.1	AL3G51010
OG0016819	XP_006408944.2	AL3G47800
OG0016820	XP_006404547.1	AL4G10180
OG0016821	XP_006404644.1	AL4G11210
OG0016822	XP_006404738.2	AL4G12280
OG0016823	XP_006404924.1	AL4G14470
OG0016824	XP_006404956.1	AL4G14680
OG0016825	XP_024014007.1	AL4G17000
OG0016826	XP_006405155.1	AL4G17020
OG0016827	XP_006408862.1	AL4G18620
OG0016828	XP_006410063.1	AL59U10050, AL4G24870
OG0016829	XP_006410228.1	AL4G26170
OG0016830	XP_024004218.1	AL4G27200
OG0016831	XP_006410513.1	AL4G29370
OG0016832	XP_006410755.2	AL4G31960
OG0016833	XP_006410781.1	AL4G32180
OG0016835	XP_006411136.1	AL92U10090, AL4G36420
OG0016836	XP_006397599.1	AL4G43160
OG0016837	XP_006404358.1	AL5G26910
OG0016838	XP_006397789.1	AL4G45270
OG0016839	XP_006397988.2	AL39U10120, AL4G47520
OG0016840	XP_006395857.1	AL5G10830
OG0016841	XP_006395668.1	AL5G13630, AL5G13660
OG0016842	XP_006395639.1	AL5G14140
OG0016843	XP_006395584.1	AL5G14840
OG0016844	XP_006395346.1	AL5G18460
OG0016845	XP_006395259.1	AL5G19870
OG0016846	XP_024006853.1	AL5G20020
OG0016849	XP_006404466.1	AL5G22500
OG0016850	XP_024013723.1	AL5G22570
OG0016851	XP_006419053.1	AL5G23860
OG0016852	XP_006418884.1	AL5G25450
OG0016853	XP_024013770.1	AL5G25910
OG0016854	XP_006404416.1	AL5G26320
OG0016855	XP_006404375.1	AL5G26710
OG0016856	XP_006404080.1	AL5G30050
OG0016857	XP_006404010.1	AL5G30860
OG0016858	XP_006403804.2	AL5G33090
OG0016859	XP_006403697.1	AL5G34290
OG0016860	XP_006398674.1	AL6G11310
OG0016861	XP_006399723.1	nbis-gene-1509, nbis-gene-1508
OG0016862	XP_006400593.2	AL6G31810
OG0016863	XP_006394730.2	AL6G36430
OG0016864	XP_006397190.2	AL6G43010
OG0016865	XP_006397126.1	AL6G43670
OG0016866	XP_024009880.1	AL6G44780
OG0016867	XP_006396925.1	AL6G45670
OG0016868	XP_024010102.1	AL6G46770
OG0016869	XP_006396504.1	AL6G50130
OG0016870	XP_006396570.1	nbis-gene-1656
OG0016871	XP_006411674.1	AL7G10720
OG0016872	XP_006411973.1	AL7G14330
OG0016874	XP_006417292.1	AL7G24620
OG0016875	XP_006413072.1	AL7G25310
OG0016876	XP_006413123.2	AL7G25890
OG0016877	XP_006413140.2	AL7G26050
OG0016878	XP_006413186.2	AL7G26540
OG0016879	XP_006413218.1	AL7G26790
OG0016881	XP_006413223.1	AL7G26850
OG0016882	XP_006413231.1	AL7G26880
OG0016883	XP_006413237.1	AL7G26920
OG0016884	XP_006413244.1	AL7G27010
OG0016885	XP_006413250.1	AL7G27060
OG0016886	XP_006413273.1	AL7G27270
OG0016887	XP_006413417.1	AL7G28670
OG0016888	XP_024004508.1	AL4G33900, AL7G29930, AL7G29910
OG0016889	XP_006413549.1	AL7G29960
OG0016890	XP_006413807.1	AL7G32930
OG0016891	XP_006413984.1	AL7G34790
OG0016892	XP_024005874.1	AL7G35040
OG0016893	XP_006414064.1	AL7G35510
OG0016894	XP_006405735.1	AL7G45090
OG0016896	XP_006405965.1	AL7G45560
OG0016897	XP_006405779.1	AL7G52510
OG0016898	XP_006405744.1	AL7G51920
OG0016899	XP_006405397.1	AL7G48490
OG0016900	XP_024011008.1	AL8G13160, AL8G13180
OG0016901	XP_006403107.1	AL8G15570
OG0016902	XP_006395198.1	AL8G21040
OG0016903	XP_006395139.1	AL8G21840
OG0016904	XP_006402144.1	AL8G24340, AL6G39810
OG0016905	XP_006402080.1	AL8G24800
OG0016906	XP_006402058.1	AL8G24990
OG0016907	XP_006401967.2	AL8G25820
OG0016908	XP_006401928.1	AL8G25920
OG0016909	XP_006401897.1	AL8G26230
OG0016910	XP_006401812.1	AL8G27010
OG0016912	XP_006401262.2	AL290U10010
OG0016915	XP_006393860.1	AL8G44810
OG0016917	XP_024004689.1	AL1G67110
OG0016919	XP_006413142.1	AL7G26070
OG0016920	XP_006400132.2	nbis-gene-1526
OG0016921	XP_024012354.1	AL6G29530, AL6G29200
OG0016938	XP_006418889.1	AL5G25400
OG0016939	XP_006404429.1	AL5G26180
OG0016940	XP_006404247.1	AL5G27940
OG0016941	XP_006404281.1	AL5G27660
OG0016942	XP_006404295.1	AL5G27450
OG0016943	XP_006404292.1	AL5G27500
OG0016944	XP_006404320.1	AL5G27200
OG0016945	XP_006398521.1	AL5G10290
OG0016946	XP_006395839.1	AL5G11020
OG0016947	XP_024014604.1	AL7G45890
OG0016948	XP_006400355.1	AL6G29300
OG0016949	XP_006400340.1	AL6G29080
OG0016950	XP_024012111.1	AL6G28870
OG0016951	XP_006400309.1	AL6G28760
OG0016952	XP_006400306.1	AL6G28720
OG0016953	XP_006396197.1	AL6G53510
OG0016954	XP_006400275.1	AL6G28450
OG0016955	XP_024012329.1	AL6G28230
OG0016956	XP_006400191.1	AL6G27460
OG0016957	XP_024011915.1	nbis-gene-1528
OG0016958	XP_006400159.1	AL6G27150
OG0016959	XP_006400153.1	AL6G27080
OG0016960	XP_006400034.1	AL6G25990
OG0016961	XP_006400018.1	AL6G25770
OG0016962	XP_006409693.1	AL3G45230
OG0016963	XP_024014783.1	nbis-gene-1934
OG0016964	XP_024011655.1	AL6G25180
OG0016965	XP_006393769.1	AL1G51870
OG0016966	XP_006399888.1	AL6G24500
OG0016967	XP_006399885.1	AL6G24470
OG0016968	XP_006399864.2	AL6G24300
OG0016969	XP_006399863.1	AL6G24290
OG0016970	XP_006399858.1	AL6G24240
OG0016971	XP_006399854.1	AL6G24210
OG0016972	XP_006395918.1	AL7G45100
OG0016974	XP_024012215.1	AL6G23180
OG0016975	XP_006399732.1	AL6G22930
OG0016977	XP_006399704.1	AL6G22620
OG0016978	XP_006399664.1	AL6G22270
OG0016979	XP_006399661.1	AL6G22210
OG0016980	XP_006399651.1	AL6G22110
OG0016981	XP_006399615.1	AL6G21770
OG0016982	XP_006399595.1	AL6G21570
OG0016983	XP_024012497.1	AL6G21450
OG0016984	XP_006399580.1	AL6G21410
OG0016985	XP_024012651.1	AL6G21250
OG0016986	XP_006399512.1	AL6G20680
OG0016987	XP_006399511.1	AL6G20670
OG0016988	XP_006399497.1	AL6G20520
OG0016989	XP_006399487.1	AL6G20430
OG0016990	XP_006399481.1	AL6G20390
OG0016991	XP_006397508.2	AL6G20370
OG0016992	XP_006399450.1	AL6G20100
OG0016993	XP_006407041.1	AL3G27130
OG0016994	XP_006399437.1	nbis-gene-1498
OG0016995	XP_006399434.1	AL6G19940
OG0016996	XP_006399418.1	AL6G19800
OG0016997	XP_024012209.1	AL6G19720
OG0016998	XP_024011518.1	AL6G19680
OG0016999	XP_006399395.1	AL6G19620
OG0017000	XP_006399389.1	AL6G19520
OG0017001	XP_006399344.2	AL6G18930
OG0017002	XP_006399320.1	AL6G18710
OG0017003	XP_024011537.1	AL6G18620
OG0017004	XP_006399294.1	AL6G18440
OG0017005	XP_006399288.1	AL6G18360
OG0017006	XP_006399285.1	AL6G18330
OG0017007	XP_006399249.1	AL6G18040
OG0017008	XP_006413356.1	AL7G28170
OG0017009	XP_006398946.1	AL4G19620
OG0017010	XP_006398332.1, XP_024016729.1	AL4G19530
OG0017011	XP_006409726.1	AL4G19550
OG0017012	XP_006409728.1	AL4G19640
OG0017013	XP_006408722.1, XP_006392437.1	AL4G19680
OG0017014	XP_024015984.1	AL4G20170
OG0017015	XP_006408658.1	AL4G20800
OG0017016	XP_006408649.2	AL4G20840
OG0017017	XP_006409734.1	AL4G21470
OG0017018	XP_006409784.1	AL4G22530
OG0017019	XP_006409831.1	AL4G22050
OG0017020	XP_006409835.1	AL4G22010
OG0017021	XP_006409865.1	AL4G21630
OG0017024	XP_006409897.1	AL4G23160
OG0017025	XP_024004055.1	AL4G23230
OG0017026	XP_006409927.1	AL4G23490
OG0017029	XP_006410159.2	AL4G25430
OG0017030	XP_006410185.1	AL4G25820
OG0017031	XP_024003924.1	AL4G26280
OG0017032	XP_006411819.1	AL7G12550
OG0017033	XP_024004262.1	AL4G26890
OG0017034	XP_006410304.1	AL4G27000
OG0017035	XP_006410340.1	AL4G27410
OG0017036	XP_006410402.1	AL4G28180
OG0017037	XP_006403246.2	AL8G16980
OG0017039	XP_006403205.2	AL8G16610
OG0017040	XP_006418201.1	AL1G13370
OG0017041	XP_006403123.1	AL8G15770
OG0017042	XP_024005697.1	AL7G27920
OG0017043	XP_006413302.1	AL7G27640
OG0017044	XP_006401423.1	AL8G31270
OG0017045	XP_006403381.1	AL8G18690
OG0017046	XP_006393581.1	AL1G53700
OG0017047	XP_006393594.1	AL1G53440
OG0017048	XP_006415741.1	AL1G41200
OG0017049	XP_006415742.1	AL1G41190
