Orthogroup	Eutrema_salsugineum	Euclidium_syriacum
OG0012985	XP_006393243.1	ESY2_g37653_DN3_SP3_c0.t1
OG0012986	XP_006393233.1	ESY2_g37640_DN3_SP0_c0.t1
OG0012987	XP_024006019.1	ESY2_g37614_DN3_SP0_c0.t1
OG0012988	XP_006393176.1	ESY2_g37494_DN3_SP3_c0.t1
OG0012989	XP_024005351.1	ESY6_g50520_DN3_SP0_c0.t1
OG0012990	XP_024006003.1	ESY2_g37435_DN3_SP0_c0.t1
OG0012991	XP_024006031.1	ESY2_g37431_DN3_SP0_c0.t1
OG0012992	XP_006393100.1	ESY2_g37392_DN3_SP0_c0.t1
OG0012993	XP_006393084.1	ESY2_g37343_DN3_SP0_c0.t1
OG0012994	XP_006393085.1	ESY2_g37342_DN3_SP0_c0.t1
OG0012995	XP_006393083.1	ESY2_g37341_DN3_SP0_c0.t1
OG0012996	XP_024006340.1	ESY2_g37317_DN3_SP8_c0.t1
OG0012997	XP_006393063.1	ESY2_g37291_DN3_SP5_c0.t1
OG0012998	XP_006393035.1	ESY2_g37252_DN3_SP3_c0.t1
OG0012999	XP_006393034.1	ESY2_g37251_DN3_SP5_c0.t1
OG0013000	XP_006392952.1	ESY2_g37129_DN2_SP8_c0.t1
OG0013001	XP_006392951.1	ESY2_g37126_DN3_SP0_c0.t1
OG0013002	XP_006392931.1	ESY2_g37083_DN3_SP0_c0.t1
OG0013003	XP_006395273.1	ESY2_g35111_DN3_SP0_c0.t1
OG0013004	XP_006392868.1	ESY2_g37007_DN2_SP1_c0.t1
OG0013005	XP_006392854.1	ESY2_g36986_DN3_SP3_c0.t1
OG0013006	XP_006392843.2	ESY2_g36975_DN2_SP0_c0.t1
OG0013007	XP_006403353.1	ESY1_g6231_DN3_SP0_c0.t1
OG0013008	XP_006403327.1	ESY1_g6186_DN3_SP0_c0.t1
OG0013009	XP_006403311.1	ESY3_g31015_DN3_SP0_c0.t1, ESY3_g31087_DN3_SP1_c19.t1
OG0013010	XP_006403309.1	ESY5_g5446_DN3_SP0_c0.t1
OG0013011	XP_024005253.1, XP_006403297.1	ESY1_g5963_DN3_SP2_c0.t1
OG0013012	XP_006410503.2	ESY7_g18341_DN3_SP0_c0.t1
OG0013013	XP_006410505.1	ESY6_g50657_DN3_SP0_c0.t1, ESY16_g61721_DN3_SP0_c0.t1
OG0013015	XP_006402002.1	ESY6_g46017_DN3_SP3_c0.t1
OG0013016	XP_006410592.1	ESY12_g51526_DN3_SP8_c0.t1
OG0013017	XP_024003681.1	ESY1_g5700_DN3_SP0_c0.t1, ESY4_g26377_DN3_SP0_c0.t1
OG0013018	XP_006410616.1	ESY1_g5676_DN3_SP8_c0.t1
OG0013019	XP_006410631.1	ESY4_g26370_DN2_SP8_c0.t1
OG0013020	XP_006410651.1	ESY2_g33543_DN3_SP0_c0.t1, ESY2_g33471_DN3_SP0_c0.t1
OG0013021	XP_006410656.1	ESY8_g59405_DN2_SP0_c0.t1
OG0013022	XP_006410667.1	ESY9_g43863_DN3_SP5_c0.t1
OG0013024	XP_006410693.1	ESY9_g43886_DN3_SP6_c0.t1
OG0013025	XP_006410696.1	ESY9_g43891_DN3_SP2_c0.t1
OG0013026	XP_006410707.1	ESY9_g43907_DN3_SP3_c0.t1, ESY10_g14960_DN2_SP0_c0.t1
OG0013027	XP_006403396.1	ESY1_g6575_DN3_SP0_c0.t1
OG0013029	XP_006410741.1	ESY9_g44028_DN3_SP6_c0.t1
OG0013030	XP_006410746.1	ESY9_g44039_DN3_SP1_c0.t1
OG0013031	XP_024004698.1	ESY9_g42965_DN3_SP8_c0.t1
OG0013034	XP_006414040.1	ESY9_g42793_DN3_SP5_c0.t1
OG0013035	XP_006414027.2	ESY9_g42821_DN3_SP0_c0.t1
OG0013036	XP_006414021.2	ESY9_g42856_DN3_SP0_c0.t1
OG0013037	XP_024004750.1	ESY9_g42852_DN2_SP0_c0.t1, ESY9_g42862_DN1_SP0_c0.t1
OG0013038	XP_024007168.1	ESY2_g34587_DN3_SP0_c0.t1
OG0013039	XP_006414059.1	ESY9_g42742_DN3_SP8_c0.t1
OG0013040	XP_006414074.1	ESY9_g42694_DN3_SP1_c0.t1
OG0013041	XP_006414075.1	ESY9_g42695_DN3_SP0_c0.t1
OG0013042	XP_024016585.1, XP_006414090.2	ESY9_g42713_DN3_SP4_c10.t1
OG0013043	XP_024005551.1	ESY9_g42635_DN1_SP0_c0.t1
OG0013044	XP_006414132.1	ESY9_g42616_DN3_SP7_c0.t1
OG0013045	XP_024005052.1, XP_006395109.1	ESY7_g17852_DN3_SP1_c0.t1
OG0013046	XP_006390936.1	ESY2_g35487_DN2_SP1_c44.t1
OG0013047	XP_006414182.1	ESY9_g42504_DN3_SP8_c0.t1
OG0013048	XP_006414189.1	ESY9_g42496_DN3_SP8_c0.t1
OG0013049	XP_006414192.1	ESY9_g42493_DN3_SP0_c0.t1, ESY9_g42780_DN3_SP0_c0.t1
OG0013050	XP_024004764.1	ESY3_g31391_DN3_SP0_c0.t1, ESY1_g11080_DN3_SP0_c0.t1, ESY2_g33572_DN3_SP0_c0.t1
OG0013051	XP_024005166.1	ESY9_g42467_DN3_SP0_c0.t1
OG0013052	XP_024005047.1	ESY9_g42456_DN3_SP2_c0.t1
OG0013054	XP_006414237.1	ESY9_g42434_DN3_SP4_c0.t1
OG0013055	XP_006398485.1	ESY10_g14738_DN3_SP7_c0.t1
OG0013056	XP_006403959.1	ESY1_g10103_DN3_SP8_c0.t1
OG0013057	XP_006403963.1	ESY1_g10102_DN3_SP0_c0.t1
OG0013058	XP_006403979.1	ESY1_g10088_DN3_SP0_c0.t1
OG0013059	XP_006403989.1	ESY1_g10077_DN3_SP8_c0.t1
OG0013060	XP_024013453.1, XP_024005366.1	ESY4_g26285_DN3_SP0_c0.t1
OG0013063	XP_006404021.1	ESY1_g9995_DN3_SP8_c0.t1
OG0013064	XP_006404025.1	ESY1_g9960_DN3_SP8_c0.t1
OG0013065	XP_006404031.1	ESY1_g9936_DN3_SP0_c0.t1
OG0013066	XP_006404040.1	ESY1_g9894_DN3_SP0_c0.t1
OG0013067	XP_024004506.1	ESY23_g159_DN3_SP0_c0.t1
OG0013068	XP_006413540.1	ESY23_g148_DN3_SP8_c0.t1
OG0013069	XP_006413543.1	ESY23_g106_DN3_SP0_c0.t1
OG0013070	XP_024011667.1	ESY6_g46757_DN3_SP0_c0.t1, ESY6_g46768_DN2_SP0_c0.t1
OG0013071	XP_024011462.1	ESY12_g50881_DN3_SP3_c0.t1
OG0013072	XP_006401908.1	ESY6_g49410_DN3_SP0_c0.t1
OG0013073	XP_006401924.1	ESY6_g46476_DN2_SP0_c0.t1
OG0013074	XP_006401961.1	ESY6_g46412_DN3_SP4_c14.t1
OG0013075	XP_006401981.1	ESY6_g46201_DN3_SP8_c0.t1
OG0013076	XP_006401992.1	ESY3_g31282_DN3_SP3_c0.t1
OG0013077	XP_006402025.1	ESY24_g33238_DN3_SP8_c0.t1
OG0013078	XP_006402007.1	ESY6_g45979_DN3_SP0_c0.t1
OG0013079	XP_024016357.1	ESY11_g53259_DN3_SP8_c0.t1
OG0013080	XP_006409701.1	ESY11_g52948_DN3_SP0_c0.t1
OG0013081	XP_006409659.1	ESY11_g53370_DN3_SP0_c0.t1
OG0013083	XP_006409603.1	ESY11_g53544_DN3_SP0_c0.t1
OG0013084	XP_006409573.1	ESY11_g53585_DN3_SP4_c0.t1
OG0013085	XP_006409545.1	ESY11_g53659_DN3_SP0_c0.t1
OG0013086	XP_006409544.1	ESY11_g53664_DN3_SP0_c0.t1
OG0013087	XP_006409534.1	ESY11_g53676_DN3_SP0_c0.t1
OG0013088	XP_024016464.1	ESY11_g53720_DN3_SP0_c0.t1
OG0013089	XP_024016644.1	ESY11_g53725_DN3_SP1_c0.t1
OG0013090	XP_006409496.1	ESY11_g53734_DN3_SP0_c0.t1
OG0013091	XP_006409473.1	ESY29_g13626_DN3_SP7_c0.t1
OG0013092	XP_006409406.1	ESY11_g53870_DN3_SP5_c0.t1
OG0013093	XP_006409383.1	ESY11_g53920_DN2_SP0_c0.t1
OG0013094	XP_006409369.1	ESY11_g53932_DN3_SP0_c0.t1
OG0013095	XP_006413502.1	ESY23_g297_DN2_SP0_c0.t1
OG0013096	XP_006413500.1	ESY23_g298_DN3_SP2_c0.t1
OG0013097	XP_006413506.1	ESY23_g287_DN3_SP0_c0.t1
OG0013098	XP_006413507.1	ESY23_g286_DN3_SP8_c0.t1
OG0013099	XP_006413524.1	ESY23_g207_DN3_SP0_c0.t1
OG0013100	XP_006413545.1	ESY23_g110_DN3_SP0_c0.t1
OG0013101	XP_006411793.1	ESY4_g26686_DN3_SP0_c0.t1
OG0013102	XP_006413611.1	ESY26_g42322_DN3_SP0_c0.t1
OG0013103	XP_006413612.1	ESY26_g42318_DN3_SP8_c0.t1
OG0013104	XP_006413630.1	ESY9_g43846_DN3_SP1_c0.t1
OG0013105	XP_024005908.1	ESY9_g43805_DN3_SP0_c0.t1
OG0013106	XP_006413654.2	ESY9_g43775_DN2_SP0_c0.t1
OG0013107	XP_006413662.2	ESY9_g43764_DN3_SP0_c0.t1
OG0013108	XP_006413681.1	ESY9_g43743_DN3_SP3_c0.t1
OG0013109	XP_006413687.1	ESY9_g43739_DN3_SP6_c0.t1
OG0013110	XP_006402422.1	ESY1_g12402_DN3_SP0_c0.t1
OG0013111	XP_006413696.1	ESY9_g43693_DN3_SP8_c26.t1
OG0013112	XP_006413703.1	ESY9_g43686_DN3_SP8_c0.t1
OG0013113	XP_024004567.1	ESY9_g43684_DN3_SP0_c0.t1
OG0013114	XP_006413915.1	ESY9_g43220_DN3_SP1_c0.t1
OG0013115	XP_024005429.1, XP_024005194.1	ESY9_g43236_DN3_SP7_c10.t1
OG0013116	XP_006404148.1	ESY9_g43243_DN2_SP0_c0.t1
OG0013117	XP_006413899.1	ESY9_g43253_DN3_SP8_c0.t1
OG0013118	XP_024005081.1	ESY9_g43254_DN3_SP6_c0.t1, ESY9_g42691_DN3_SP0_c0.t1
OG0013119	XP_006393699.1	ESY6_g48909_DN2_SP0_c0.t1, ESY24_g32912_DN1_SP0_c0.t1
OG0013120	XP_006413858.1	ESY9_g43322_DN3_SP0_c0.t1
OG0013121	XP_024004526.1	ESY9_g43362_DN3_SP0_c0.t1
OG0013122	XP_024012003.1	ESY22_g40934_DN3_SP0_c0.t1
OG0013123	XP_006413800.1	ESY9_g43456_DN3_SP6_c0.t1
OG0013124	XP_006413797.1	ESY9_g43464_DN3_SP7_c0.t1
OG0013125	XP_024007635.1	ESY4_g21721_DN3_SP8_c0.t1
OG0013126	XP_024005764.1	ESY9_g43631_DN3_SP0_c0.t1
OG0013127	XP_006413746.1	ESY9_g43608_DN2_SP0_c0.t1
OG0013128	XP_006413745.1	ESY9_g43604_DN3_SP0_c0.t1
OG0013129	XP_024005200.1	ESY9_g43571_DN3_SP1_c0.t1
OG0013130	XP_006413941.1	ESY9_g43060_DN3_SP0_c0.t1
OG0013131	XP_006397132.1	ESY10_g14931_DN3_SP0_c0.t1
OG0013132	XP_006397214.1	ESY19_g41354_DN3_SP0_c0.t1
OG0013133	XP_006397202.1	ESY19_g41356_DN3_SP2_c0.t1
OG0013134	XP_006397198.1	ESY19_g41386_DN3_SP5_c0.t1
OG0013135	XP_006395462.1	ESY1_g6630_DN3_SP0_c0.t1
OG0013136	XP_006405262.1	ESY1_g6618_DN3_SP8_c0.t1
OG0013137	XP_006403398.2	ESY1_g6576_DN3_SP2_c0.t1
OG0013138	XP_006411153.1	ESY1_g6540_DN3_SP0_c0.t1
OG0013139	XP_006403391.1	ESY1_g6536_DN3_SP8_c0.t1
OG0013140	XP_006403374.1	ESY1_g6460_DN3_SP2_c0.t1
OG0013141	XP_024013256.1	ESY1_g6459_DN3_SP0_c0.t1
OG0013142	XP_006403368.1	ESY1_g6194_DN3_SP1_c0.t1
OG0013143	XP_006402041.1	ESY1_g6198_DN3_SP1_c0.t1
OG0013144	XP_006403364.1	ESY1_g6210_DN3_SP0_c0.t1
OG0013145	XP_006414364.1	ESY16_g61455_DN3_SP1_c0.t1
OG0013146	XP_006414357.1	ESY16_g61460_DN3_SP0_c0.t1
OG0013147	XP_006414354.2	ESY16_g61468_DN1_SP0_c0.t1
OG0013148	XP_006414339.1	ESY16_g61483_DN3_SP0_c36.t1
OG0013149	XP_006414331.1	ESY16_g61491_DN3_SP0_c0.t1
OG0013150	XP_024005513.1	ESY10_g14948_DN3_SP4_c0.t1
OG0013151	XP_006414308.1	ESY16_g61525_DN3_SP8_c8.t1
OG0013152	XP_006414288.1	ESY16_g61594_DN3_SP0_c0.t1
OG0013153	XP_006414284.1	ESY16_g61607_DN3_SP2_c0.t1
OG0013154	XP_006414273.1	ESY16_g61627_DN3_SP0_c0.t1
OG0013155	XP_006408580.1	ESY3_g32695_DN3_SP8_c0.t1
OG0013156	XP_006408576.1	ESY3_g32693_DN3_SP8_c0.t1
OG0013157	XP_006408573.2	ESY6_g50768_DN3_SP8_c0.t1
OG0013158	XP_006408562.1	ESY3_g32686_DN3_SP0_c0.t1
OG0013159	XP_024014308.1	ESY5_g4854_DN3_SP5_c0.t1
OG0013160	XP_006408549.1	ESY3_g32665_DN3_SP4_c0.t1
OG0013161	XP_006408547.1	ESY3_g32663_DN3_SP8_c0.t1
OG0013162	XP_006408528.2	ESY3_g32643_DN3_SP0_c0.t1
OG0013163	XP_006408514.1	ESY3_g32631_DN3_SP2_c0.t1
OG0013164	XP_006393851.1	ESY6_g50279_DN3_SP3_c0.t1
OG0013165	XP_006414439.1	ESY6_g50277_DN3_SP7_c0.t1
OG0013166	XP_006393845.1	ESY6_g50272_DN3_SP5_c12.t1
OG0013167	XP_024007343.1	ESY6_g50268_DN3_SP0_c0.t1
OG0013168	XP_006393821.1	ESY6_g50235_DN3_SP5_c0.t1
OG0013169	XP_006393825.1	ESY6_g50247_DN3_SP0_c0.t1
OG0013170	XP_006400262.1	ESY7_g17192_DN2_SP0_c0.t1
OG0013171	XP_006393807.1	ESY6_g50225_DN3_SP8_c0.t1
OG0013172	XP_006408976.1	ESY11_g54923_DN3_SP2_c0.t1
OG0013174	XP_006393791.1	ESY6_g50753_DN2_SP0_c0.t1
OG0013175	XP_024006692.1	ESY6_g50764_DN3_SP6_c0.t1
OG0013176	XP_006393780.1	ESY6_g50767_DN3_SP8_c0.t1
OG0013178	XP_006392235.1	ESY3_g32091_DN3_SP5_c0.t1
OG0013179	XP_006405525.1, XP_006391482.1	ESY2_g33267_DN3_SP0_c0.t1
OG0013180	XP_006402275.1	ESY1_g12581_DN3_SP0_c0.t1
OG0013181	XP_006402281.1	ESY1_g12577_DN2_SP0_c0.t1
OG0013182	XP_024013005.1	ESY1_g12572_DN3_SP0_c0.t1, ESY5_g3346_DN3_SP0_c0.t1
OG0013183	XP_006402290.1	ESY1_g12568_DN3_SP0_c0.t1, ESY1_g10287_DN1_SP0_c0.t1, ESY1_g10288_DN2_SP0_c0.t1
OG0013184	XP_024012783.1	ESY1_g10282_DN2_SP0_c0.t1, ESY1_g10286_DN3_SP0_c16.t1, ESY1_g12567_DN3_SP5_c0.t1
OG0013185	XP_006402304.1	ESY1_g12554_DN3_SP8_c0.t1
OG0013186	XP_006402306.1	ESY1_g12553_DN3_SP3_c0.t1
OG0013187	XP_024012907.1	ESY1_g12535_DN3_SP0_c0.t1
OG0013188	XP_006402339.1	ESY1_g12509_DN3_SP6_c0.t1
OG0013189	XP_006402349.1	ESY1_g12496_DN3_SP0_c0.t1
OG0013190	XP_006402350.1	ESY1_g12495_DN3_SP0_c0.t1
OG0013191	XP_006402406.1	ESY1_g12419_DN2_SP0_c0.t1
OG0013192	XP_006402416.1	ESY1_g12413_DN2_SP0_c7.t1
OG0013193	XP_006402440.1	ESY13_g57596_DN2_SP0_c0.t1, ESY1_g12363_DN3_SP0_c0.t1
OG0013194	XP_006402441.1	ESY1_g12361_DN3_SP8_c0.t1
OG0013195	XP_006402456.1	ESY1_g12344_DN3_SP2_c0.t1
OG0013196	XP_006402472.1	ESY1_g12314_DN3_SP0_c0.t1
OG0013197	XP_006401965.2	ESY6_g46408_DN3_SP0_c0.t1
OG0013198	XP_006402521.1	ESY1_g12222_DN3_SP2_c0.t1
OG0013200	XP_006402586.1	ESY1_g12062_DN3_SP5_c0.t1
OG0013201	XP_006402595.1	ESY1_g12034_DN3_SP0_c0.t1
OG0013202	XP_024014178.1	ESY8_g59605_DN3_SP0_c0.t1
OG0013203	XP_006402615.2	ESY1_g11990_DN3_SP0_c0.t1
OG0013204	XP_024012779.1	ESY1_g11972_DN3_SP0_c0.t1
OG0013205	XP_006402646.2	ESY1_g11903_DN3_SP0_c0.t1
OG0013206	XP_024012857.1	ESY1_g11885_DN3_SP8_c0.t1
OG0013207	XP_006402665.1	ESY1_g11873_DN3_SP0_c0.t1
OG0013208	XP_024007403.1	ESY1_g12134_DN3_SP0_c0.t1
OG0013209	XP_006402687.1	ESY1_g11211_DN3_SP0_c0.t1
OG0013210	XP_006392469.1	ESY2_g34238_DN3_SP2_c0.t1
OG0013211	XP_006402729.2	ESY1_g11299_DN3_SP2_c0.t1
OG0013212	XP_006391345.1	ESY2_g35274_DN2_SP5_c0.t1
OG0013213	XP_006413173.1	ESY16_g62529_DN3_SP0_c0.t1
OG0013214	XP_006402770.2	ESY1_g11414_DN3_SP0_c0.t1
OG0013215	XP_024013017.1	ESY1_g11429_DN3_SP3_c0.t1
OG0013216	XP_024013350.1	ESY1_g6714_DN1_SP0_c0.t1, ESY1_g8393_DN3_SP7_c0.t1
OG0013217	XP_006402802.1	ESY1_g11500_DN3_SP8_c24.t1
OG0013218	XP_006402804.1, XP_006390393.2	ESY1_g11502_DN3_SP3_c0.t1
OG0013219	XP_024012738.1	ESY1_g11517_DN3_SP0_c0.t1
OG0013220	XP_006402825.1	ESY1_g11551_DN3_SP0_c0.t1
OG0013221	XP_006402826.1	ESY1_g11552_DN3_SP5_c0.t1
OG0013222	XP_006402842.1	ESY1_g11575_DN3_SP1_c0.t1
OG0013223	XP_006402873.1	ESY1_g11656_DN2_SP5_c0.t1
OG0013225	XP_024012789.1	ESY1_g11711_DN3_SP4_c0.t1
OG0013226	XP_024013001.1	ESY1_g11758_DN3_SP0_c0.t1
OG0013227	XP_006402937.1	ESY1_g11780_DN3_SP1_c0.t1
OG0013228	XP_006402946.1	ESY1_g11794_DN3_SP1_c0.t1
OG0013230	XP_006402960.1	ESY1_g11818_DN3_SP0_c0.t1
OG0013231	XP_024012862.1	ESY1_g11841_DN3_SP0_c0.t1
OG0013232	XP_006402978.1	ESY1_g10515_DN3_SP0_c0.t1
OG0013233	XP_006403003.1	ESY1_g10546_DN2_SP0_c0.t1
OG0013234	XP_006403004.1	ESY1_g10547_DN3_SP0_c0.t1
OG0013235	XP_006403011.1	ESY1_g10560_DN3_SP2_c0.t1
OG0013236	XP_006395140.1	ESY15_g64466_DN3_SP6_c0.t1
OG0013237	XP_006403025.1	ESY1_g10581_DN2_SP0_c0.t1
OG0013238	XP_024012955.1	ESY1_g10642_DN3_SP0_c0.t1
OG0013239	XP_006403449.1	ESY1_g10725_DN3_SP8_c0.t1
OG0013240	XP_006403450.1	ESY1_g10728_DN3_SP8_c0.t1
OG0013241	XP_006403463.1	ESY1_g10758_DN3_SP4_c0.t1
OG0013242	XP_024013535.1	ESY1_g10764_DN3_SP0_c0.t1
OG0013243	XP_006403508.1	ESY1_g10808_DN3_SP5_c0.t1
OG0013244	XP_006403525.1	ESY1_g10826_DN3_SP8_c0.t1
OG0013245	XP_006403526.1	ESY1_g10829_DN3_SP2_c0.t1
OG0013246	XP_006403538.1	ESY1_g10866_DN3_SP2_c0.t1
OG0013247	XP_024013769.1	ESY1_g10876_DN3_SP0_c0.t1
OG0013248	XP_006403564.1	ESY1_g10944_DN3_SP7_c0.t1
OG0013249	XP_006403597.1, XP_006391872.1	ESY1_g10977_DN3_SP0_c0.t1
OG0013250	XP_006403602.1	ESY1_g10981_DN3_SP0_c0.t1
OG0013252	XP_006403618.1	ESY1_g10996_DN3_SP8_c0.t1
OG0013253	XP_024004778.1, XP_006414351.1	ESY16_g61471_DN3_SP1_c0.t1
OG0013254	XP_006403651.1	ESY1_g11043_DN3_SP5_c0.t1
OG0013256	XP_006403689.1	ESY1_g11109_DN3_SP0_c0.t1, ESY4_g26606_DN3_SP0_c0.t1
OG0013257	XP_006403693.1	ESY1_g11115_DN3_SP0_c0.t1
OG0013258	XP_006403701.1	ESY1_g11121_DN2_SP0_c13.t1
OG0013259	XP_006403702.2	ESY1_g11122_DN3_SP0_c0.t1
OG0013260	XP_006403734.1	ESY1_g11180_DN3_SP0_c0.t1, ESY1_g11181_DN3_SP0_c0.t1
OG0013261	XP_006403756.1	ESY1_g10492_DN3_SP8_c0.t1
OG0013262	XP_006403759.1	ESY1_g10488_DN3_SP8_c20.t1
OG0013263	XP_006403761.1	ESY1_g10481_DN3_SP8_c0.t1
OG0013264	XP_006403796.1	ESY1_g10406_DN3_SP0_c0.t1
OG0013265	XP_006401642.1	ESY6_g47542_DN3_SP8_c0.t1
OG0013266	XP_024012267.1	ESY6_g47535_DN3_SP0_c0.t1
OG0013267	XP_006401644.1	ESY6_g47534_DN3_SP1_c0.t1
OG0013268	XP_006401648.1	ESY6_g47528_DN3_SP7_c0.t1
OG0013269	XP_006401700.1	ESY6_g47413_DN3_SP8_c0.t1
OG0013271	XP_006401731.1	ESY6_g47232_DN1_SP5_c0.t1
OG0013272	XP_006414386.2	ESY2_g38403_DN3_SP8_c0.t1
OG0013273	XP_006414390.1	ESY2_g38417_DN3_SP8_c0.t1
OG0013274	XP_006413423.2	ESY13_g57598_DN3_SP4_c0.t1
OG0013275	XP_006414397.1	ESY2_g38447_DN3_SP2_c0.t1
OG0013276	XP_024009222.1	ESY3_g27857_DN3_SP0_c0.t1
OG0013277	XP_006418696.1	ESY3_g27789_DN2_SP0_c0.t1
OG0013278	XP_006418643.1	ESY3_g27522_DN3_SP8_c0.t1
OG0013279	XP_006418633.1	ESY3_g27564_DN3_SP5_c0.t1
OG0013280	XP_006418632.1	ESY3_g27494_DN3_SP7_c0.t1
OG0013281	XP_006418616.1	ESY3_g27416_DN3_SP3_c0.t1
OG0013282	XP_006418567.1	ESY3_g27149_DN2_SP8_c0.t1
OG0013283	XP_006418541.1	ESY5_g4671_DN3_SP8_c0.t1
OG0013284	XP_006418542.1	ESY9_g43699_DN3_SP0_c0.t1, ESY3_g27007_DN3_SP0_c0.t1
OG0013285	XP_006418534.1	ESY3_g28749_DN3_SP0_c0.t1
OG0013286	XP_006396146.1	ESY11_g52650_DN3_SP7_c0.t1
OG0013287	XP_006396126.1	ESY11_g52448_DN3_SP8_c0.t1
OG0013288	XP_006418586.1	ESY6_g47277_DN3_SP1_c0.t1
OG0013289	XP_006418587.1	ESY3_g31404_DN3_SP0_c0.t1
OG0013290	XP_006408983.1	ESY11_g52924_DN3_SP0_c0.t1
OG0013291	XP_006418767.2	ESY3_g28016_DN2_SP0_c0.t1
OG0013292	XP_006396125.1	ESY3_g27988_DN3_SP8_c0.t1
OG0013293	XP_006418748.1	ESY3_g27987_DN3_SP0_c0.t1
OG0013294	XP_006418747.1	ESY3_g27966_DN3_SP6_c0.t1
OG0013295	XP_006391427.1	ESY2_g35220_DN3_SP7_c0.t1
OG0013296	XP_006391449.1	ESY2_g35203_DN3_SP0_c0.t1
OG0013297	XP_024013274.1	ESY15_g64604_DN2_SP0_c0.t1
OG0013298	XP_006391466.1	ESY2_g35193_DN3_SP8_c0.t1
OG0013299	XP_006391470.1	ESY2_g35190_DN3_SP5_c0.t1
OG0013300	XP_006391481.1	ESY2_g35181_DN3_SP0_c0.t1
OG0013301	XP_006391485.1	ESY2_g35180_DN3_SP0_c0.t1
OG0013302	XP_006391510.1	ESY19_g42216_DN3_SP6_c0.t1
OG0013303	XP_006391259.1	ESY19_g41968_DN3_SP8_c0.t1
OG0013304	XP_006391253.1	ESY19_g41936_DN3_SP0_c0.t1
OG0013305	XP_006391243.1	ESY19_g42005_DN3_SP0_c0.t1
OG0013306	XP_024012358.1	ESY19_g41885_DN3_SP0_c0.t1
OG0013307	XP_006391200.1	ESY2_g34526_DN3_SP3_c0.t1
OG0013308	XP_006391185.1	ESY2_g34507_DN3_SP1_c0.t1
OG0013309	XP_006391148.1	ESY2_g34473_DN2_SP0_c0.t1
OG0013310	XP_006391135.1	ESY2_g34455_DN3_SP2_c0.t1
OG0013311	XP_006395914.1	ESY17_g40047_DN3_SP3_c0.t1
OG0013312	XP_006409214.1	ESY11_g54176_DN3_SP0_c0.t1
OG0013313	XP_006409171.1	ESY11_g54263_DN3_SP7_c0.t1
OG0013314	XP_024016149.1	ESY11_g54271_DN3_SP0_c0.t1
OG0013315	XP_006405412.1	ESY8_g60166_DN3_SP0_c0.t1, ESY16_g62203_DN3_SP0_c0.t1
OG0013316	XP_006409145.1	ESY11_g54301_DN3_SP5_c0.t1
OG0013317	XP_006409126.2	ESY11_g54338_DN2_SP0_c0.t1
OG0013318	XP_006409122.1	ESY11_g54351_DN3_SP8_c0.t1
OG0013319	XP_006409121.1	ESY11_g54352_DN3_SP8_c0.t1
OG0013320	XP_006409097.1	ESY11_g54427_DN2_SP0_c0.t1
OG0013321	XP_006409095.1	ESY11_g54433_DN3_SP5_c0.t1
OG0013322	XP_006409083.1	ESY11_g54511_DN3_SP0_c17.t1, ESY11_g54607_DN2_SP0_c16.t1
OG0013323	XP_006409076.1	ESY11_g54544_DN3_SP1_c0.t1
OG0013324	XP_006409060.2	ESY11_g54605_DN3_SP7_c0.t1
OG0013325	XP_006409036.1	ESY11_g54635_DN3_SP8_c0.t1
OG0013326	XP_006408880.1	ESY11_g54655_DN3_SP8_c0.t1
OG0013327	XP_006408888.1	ESY11_g54671_DN3_SP0_c0.t1
OG0013328	XP_006411383.1	ESY12_g51056_DN3_SP0_c0.t1
OG0013329	XP_006411382.1	ESY12_g51055_DN3_SP3_c0.t1
OG0013330	XP_006411367.1	ESY12_g51035_DN3_SP3_c0.t1
OG0013331	XP_006418712.1	ESY12_g51034_DN3_SP0_c0.t1
OG0013332	XP_024003775.1	ESY12_g51029_DN2_SP1_c0.t1
OG0013333	XP_006411363.1	ESY12_g51026_DN3_SP0_c0.t1
OG0013334	XP_006411353.1	ESY12_g51010_DN3_SP4_c0.t1
OG0013335	XP_006411348.1	ESY12_g50995_DN3_SP8_c0.t1
OG0013336	XP_006411330.1	ESY12_g50952_DN3_SP8_c0.t1
OG0013337	XP_024004224.1	ESY12_g50934_DN3_SP1_c0.t1
OG0013338	XP_006411319.1	ESY12_g50937_DN3_SP7_c0.t1
OG0013339	XP_006411298.1	ESY12_g50876_DN3_SP7_c0.t1
OG0013340	XP_006411269.1	ESY12_g50817_DN3_SP0_c0.t1, ESY12_g50818_DN3_SP0_c0.t1
OG0013341	XP_006411250.1	ESY9_g45670_DN3_SP0_c0.t1
OG0013342	XP_006411237.1	ESY9_g45643_DN3_SP0_c4.t1, ESY9_g45640_DN3_SP0_c0.t1, ESY9_g45646_DN3_SP8_c3.t1
OG0013343	XP_024004208.1	ESY9_g45596_DN3_SP0_c0.t1
OG0013344	XP_006411197.2	ESY9_g45573_DN3_SP6_c0.t1
OG0013345	XP_024003852.1	ESY9_g45553_DN3_SP0_c0.t1
OG0013346	XP_006411152.1	ESY9_g45477_DN3_SP7_c0.t1
OG0013347	XP_006411140.1	ESY9_g45454_DN2_SP0_c0.t1
OG0013348	XP_006411139.1	ESY9_g45453_DN3_SP1_c0.t1
OG0013349	XP_024003864.1	ESY9_g45442_DN3_SP0_c0.t1, ESY9_g45438_DN3_SP0_c0.t1
