Orthogroup	Eutrema_salsugineum	Arabidopsis_arenosa
OG0013760	XP_006392543.2	jg1579
OG0013761	XP_006392513.1	jg1532
OG0013762	XP_006392507.1	jg1527
OG0013763	XP_006400448.1	jg5745
OG0013764	XP_006400408.1	jg5705
OG0013765	XP_006400403.1	jg5700
OG0013766	XP_006400398.1	jg5694
OG0013767	XP_006400391.1	jg5687
OG0013768	XP_006400387.1	jg5685
OG0013769	XP_006408845.1	jg17240
OG0013770	XP_006404887.1	jg16854
OG0013771	XP_006400367.1	jg5661
OG0013772	XP_006395071.1	jg21567
OG0013773	XP_006395063.1	jg21573
OG0013774	XP_006395193.1	jg21369
OG0013775	XP_024007072.1	jg21368
OG0013776	XP_006403800.1	jg15160
OG0013777	XP_006403817.1	jg15138
OG0013778	XP_006403821.1	jg15133
OG0013779	XP_006403822.1	jg15132
OG0013780	XP_006403824.1	jg15131
OG0013781	XP_006403825.1	jg15130
OG0013782	XP_024013495.1	jg15129
OG0013783	XP_006403855.1	jg15103
OG0013784	XP_006403859.1	jg15102
OG0013785	XP_024013401.1	jg15098
OG0013786	XP_006403873.1	jg15091
OG0013787	XP_024013419.1	jg15082
OG0013788	XP_006403884.1	jg15075
OG0013789	XP_024013512.1	jg15048
OG0013790	XP_006403911.1	jg15034
OG0013791	XP_024013743.1	jg15021
OG0013792	XP_006398520.1	jg12922
OG0013793	XP_006418507.1	jg28397
OG0013794	XP_006390342.1	jg14617
OG0013795	XP_006418470.1	jg28431
OG0013796	XP_024007820.1	jg28437
OG0013797	XP_006418451.1	jg28447
OG0013799	XP_006418433.1	jg28465
OG0013801	XP_006418401.1	jg28504
OG0013802	XP_006418396.1	jg28509
OG0013803	XP_006418384.1	jg28516
OG0013804	XP_006418369.1	jg28524
OG0013805	XP_006418363.1	jg19444
OG0013806	XP_006406959.1	jg25598
OG0013807	XP_006418335.1	jg28556
OG0013808	XP_024008278.1	jg28563
OG0013809	XP_006418324.1	jg28567
OG0013810	XP_024008582.1	jg28573
OG0013811	XP_006418295.1	jg28599
OG0013812	XP_006418287.1	jg28605
OG0013813	XP_006418275.1	jg28617
OG0013814	XP_006418271.1	jg28620
OG0013815	XP_006418260.1	jg28633
OG0013816	XP_006418232.1	jg28660
OG0013817	XP_024008825.1	jg28691
OG0013818	XP_006418182.2	jg28717
OG0013819	XP_024008493.1	jg28722
OG0013820	XP_006418120.1	jg28771
OG0013821	XP_024008643.1	jg28778
OG0013822	XP_006418098.1	jg28795
OG0013823	XP_006418080.2	jg28816
OG0013824	XP_024008314.1	jg28817
OG0013825	XP_006417970.1	jg28944
OG0013826	XP_006417968.1	jg28946
OG0013827	XP_006417939.2	jg28980
OG0013828	XP_006417910.1	jg29000
OG0013829	XP_006417867.2	jg29042
OG0013830	XP_006417865.1	jg29045
OG0013831	XP_006417854.1	jg29036
OG0013832	XP_006417842.1	jg29063
OG0013833	XP_006417819.1	jg29082
OG0013834	XP_006417808.2	jg29092
OG0013835	XP_006405871.1	jg12200
OG0013836	XP_006417748.1	jg29157
OG0013838	XP_006417706.1	jg29194
OG0013839	XP_006417695.1	jg29201
OG0013840	XP_006418818.1	jg1736, jg1727
OG0013841	XP_006417692.1	jg29203
OG0013842	XP_006417636.1	jg29247
OG0013843	XP_024009076.1	jg29257
OG0013844	XP_006417613.2	jg29267
OG0013845	XP_024008199.1	jg29278
OG0013846	XP_006417590.1	jg29286
OG0013847	XP_006417587.1	jg29291
OG0013848	XP_006417582.1	jg29296
OG0013849	XP_006417573.1	jg29308
OG0013850	XP_024008900.1	jg29312
OG0013851	XP_006417560.1	jg29323
OG0013852	XP_006417546.1	jg29342
OG0013853	XP_006417534.1	jg29352
OG0013854	XP_006417525.1	jg29361
OG0013855	XP_006417492.1	jg29392
OG0013856	XP_006417473.1	jg29422
OG0013857	XP_024008302.1	jg29432
OG0013858	XP_006417462.1	jg29438
OG0013859	XP_006417457.1	jg29443
OG0013860	XP_006415887.1	jg31155
OG0013861	XP_024009136.1	jg29472
OG0013862	XP_006417417.1	jg29482
OG0013863	XP_006417404.1	jg29501
OG0013864	XP_006417398.1	jg29510
OG0013865	XP_006417395.2	jg29513
OG0013866	XP_024009124.1	jg29518
OG0013867	XP_006417389.1	jg29521
OG0013868	XP_006417377.1	jg29538
OG0013869	XP_006417376.1	jg29539
OG0013870	XP_006417354.1	jg29508
OG0013871	XP_006404757.1	jg16729
OG0013872	XP_006417325.1	jg29610
OG0013874	XP_006417317.1	jg29614
OG0013875	XP_006417311.1	jg29619
OG0013876	XP_006417295.1	jg29629
OG0013877	XP_006417293.1	jg29630
OG0013878	XP_006417283.1	jg29638
OG0013879	XP_006417280.1	jg29641
OG0013880	XP_006417279.1	jg29642
OG0013881	XP_006417202.1	jg29730
OG0013882	XP_006417195.1	jg29736
OG0013883	XP_006417187.1	jg29744
OG0013884	XP_006417184.1	jg29747
OG0013885	XP_006417173.1	jg29751
OG0013886	XP_006417167.1	jg29758
OG0013887	XP_006415827.2	jg31210
OG0013888	XP_006417147.1	jg29779
OG0013889	XP_006417136.1	jg29792
OG0013890	XP_006401855.1	jg21911
OG0013891	XP_024008699.1	jg29804
OG0013892	XP_006417099.1	jg29835
OG0013893	XP_006417095.2	jg29838
OG0013894	XP_006417049.1	jg29887
OG0013895	XP_006417041.1	jg29894
OG0013897	XP_006417030.1	jg29901
OG0013898	XP_006417025.1	jg29907
OG0013899	XP_006417023.1	jg29908
OG0013900	XP_006417011.1	jg29919
OG0013901	XP_006416985.1	jg29951
OG0013902	XP_006416984.1	jg29953
OG0013903	XP_006416945.1	jg29994
OG0013904	XP_006416932.1	jg30010
OG0013905	XP_006395127.1	jg21459
OG0013906	XP_006416886.1	jg30057
OG0013907	XP_006416860.1	jg30086
OG0013910	XP_024008764.1	jg30115
OG0013911	XP_006416823.1	jg30124
OG0013912	XP_006416812.1	jg30134
OG0013913	XP_006416808.1	jg30137
OG0013914	XP_006416806.1	jg30139
OG0013915	XP_006416786.2	jg30178, jg30166, jg30155
OG0013916	XP_006416784.1	jg30180, jg30168, jg30157
OG0013917	XP_006416774.1	jg30189, jg30202
OG0013918	XP_006416733.1	jg30240
OG0013919	XP_006416719.2	jg30256
OG0013920	XP_006398781.1, XP_024010209.1	jg22011
OG0013921	XP_006416707.1	jg30265
OG0013922	XP_006416705.1	jg30266
OG0013923	XP_006416704.1	jg30267
OG0013924	XP_006416695.1	jg30276
OG0013925	XP_024008339.1	jg30282
OG0013926	XP_006416659.1	jg30312
OG0013927	XP_006416652.1	jg30323
OG0013928	XP_006416648.1	jg30325
OG0013929	XP_006416640.1	jg30333
OG0013930	XP_006416627.1	jg30346
OG0013931	XP_006416624.1	jg30349
OG0013933	XP_006416589.1	jg30383
OG0013934	XP_006416542.1	jg30427
OG0013935	XP_006416538.1	jg30434
OG0013936	XP_006416532.1	jg30440
OG0013937	XP_006416531.1	jg30443
OG0013939	XP_006416510.1	jg30464
OG0013940	XP_006416505.1	jg30471
OG0013941	XP_006416495.1	jg30481
OG0013942	XP_006416485.1	jg30488
OG0013943	XP_006416474.1	jg30494
OG0013944	XP_006416471.1	jg30496
OG0013945	XP_006416525.1	jg30451
OG0013946	XP_006416463.1	jg30503
OG0013947	XP_006416455.1	jg30514
OG0013948	XP_006395714.1, XP_006395718.2	jg13130
OG0013949	XP_006416435.1	jg30538
OG0013950	XP_006416430.2	jg30542
OG0013951	XP_006405593.1	jg12558
OG0013952	XP_006416410.1	jg30560
OG0013953	XP_006416406.1	jg30574, jg30564
OG0013954	XP_006416390.1	jg30588
OG0013955	XP_006416362.1	jg30626
OG0013956	XP_006416312.1	jg30681
OG0013957	XP_024008968.1	jg30682
OG0013958	XP_006416310.1	jg30683
OG0013959	XP_006416303.1	jg30689
OG0013960	XP_006416301.1	jg30691
OG0013961	XP_006416278.1	jg30717
OG0013962	XP_006416254.2	jg30740
OG0013963	XP_006416235.1	jg30765
OG0013964	XP_024008876.1	jg30773
OG0013965	XP_006416218.1	jg30784
OG0013966	XP_006395220.1	jg21307
OG0013967	XP_006416163.1	jg30838
OG0013968	XP_006416150.1	jg30846
OG0013969	XP_006416141.1	jg30852
OG0013970	XP_006416138.1	jg30854
OG0013971	XP_006416136.1	jg30855
OG0013972	XP_024010159.1	jg17481
OG0013973	XP_006390734.2	jg2809
OG0013974	XP_006390742.1	jg2802
OG0013975	XP_006390746.2	jg2798
OG0013976	XP_006390750.1	jg2794
OG0013977	XP_024012600.1	jg2791
OG0013978	XP_006390758.1	jg2787
OG0013979	XP_006390774.1	jg2774
OG0013980	XP_006390780.1	jg2766
OG0013981	XP_006390784.1	jg2754
OG0013982	XP_006390802.2	jg2732
OG0013983	XP_006390842.1	jg2690
OG0013984	XP_006390848.1	jg2686
OG0013985	XP_006390857.1	jg2678
OG0013986	XP_006390871.2	jg2668
OG0013987	XP_006390874.1	jg2665
OG0013988	XP_006390875.1	jg2664
OG0013989	XP_006390887.1	jg2655
OG0013990	XP_006390919.1	jg2628
OG0013991	XP_006413473.1	jg10072
OG0013992	XP_006413470.1	jg10069
OG0013993	XP_006415143.1	jg31937
OG0013994	XP_006391675.1	jg448
OG0013995	XP_006391676.2	jg449
OG0013996	XP_006391677.1	jg450
OG0013997	XP_006391737.1	jg524
OG0013998	XP_006391746.2	jg532
OG0013999	XP_006413127.1	jg9761
OG0014001	XP_006391776.1	jg569
OG0014002	XP_006398506.1	jg12912
OG0014003	XP_006391801.1	jg602
OG0014004	XP_006391805.1	jg607
OG0014005	XP_006400199.1	jg5488
OG0014006	XP_006391828.1, XP_024010515.1	jg637
OG0014007	XP_006391868.1	jg679
OG0014008	XP_006391899.1	jg689
OG0014009	XP_006391919.1	jg718
OG0014010	XP_024015413.1	jg779
OG0014011	XP_006391986.1	jg789
OG0014012	XP_006392059.1	jg861
OG0014013	XP_006392065.1	jg871
OG0014014	XP_006392066.1	jg872
OG0014015	XP_024013307.1	jg892
OG0014016	XP_006392115.1	jg906
OG0014017	XP_006409704.1, XP_006408827.1	jg27370
OG0014018	XP_006392134.1	jg923
OG0014019	XP_006392160.1	jg954
OG0014020	XP_006392179.1	jg981
OG0014021	XP_006392195.1	jg998
OG0014022	XP_006392240.1	jg1048
OG0014023	XP_006392280.1	jg1109
OG0014024	XP_006392317.1	jg1181
OG0014026	XP_024004458.1	jg1207
OG0014027	XP_006392417.1	jg1365
OG0014028	XP_006392429.1	jg1411
OG0014029	XP_024016273.1	jg1422
OG0014030	XP_006392468.1	jg1460
OG0014031	XP_024003711.1	jg446
OG0014032	XP_024003862.1	jg423
OG0014033	XP_006391641.1, XP_024016269.1	jg399
OG0014034	XP_006391619.1	jg391
OG0014036	XP_006391615.1	jg388
OG0014037	XP_006391614.1	jg387
OG0014038	XP_006391593.1	jg362
OG0014039	XP_024015661.1	jg360
OG0014041	XP_006398378.1	jg20377
OG0014042	XP_006398444.1	jg20292
OG0014043	XP_006398447.1	jg20289
OG0014044	XP_006398477.1	jg20261
OG0014045	XP_024010951.1	jg20656
OG0014046	XP_006398092.1	jg20667
OG0014047	XP_006398088.1	jg20672
OG0014048	XP_006398057.1	jg20720
OG0014049	XP_006398055.1	jg20729
OG0014050	XP_006396633.1	jg7773
OG0014051	XP_006396640.2	jg7755
OG0014052	XP_006396646.1	jg7754
OG0014053	XP_006396651.1	jg7749
OG0014054	XP_006412841.1	jg9493
OG0014055	XP_006412835.1	jg9486
OG0014056	XP_006412831.1	jg9483
OG0014057	XP_024005317.1	jg9441
OG0014058	XP_006412799.1	jg9433
OG0014059	XP_006412797.1	jg9431
OG0014060	XP_006414383.1	jg11047
OG0014061	XP_006414372.1	jg11026
OG0014062	XP_024006344.1	jg32851, jg32870
OG0014063	XP_006393490.1	jg32879
OG0014064	XP_024006496.1	jg32880
OG0014065	XP_024006193.1	jg32937
OG0014066	XP_006393446.1	jg32904
OG0014067	XP_006393445.1	jg32905
OG0014068	XP_006393395.1	jg32935
OG0014070	XP_024005943.1	jg32938
OG0014071	XP_006393351.1	jg32968
OG0014073	XP_006393332.1	jg32975
OG0014074	XP_006393326.1	jg32979
OG0014075	XP_024006007.1	jg32997
OG0014076	XP_006393315.1	jg32998
OG0014077	XP_006393262.1	jg33042, jg6885
OG0014078	XP_006393260.1	jg33055
OG0014080	XP_006393257.1	jg33057
OG0014081	XP_024006419.1	jg3142
OG0014082	XP_006390378.1	jg3140
OG0014083	XP_006411601.1	jg8277
OG0014084	XP_006411605.1	jg12875, jg8280
OG0014085	XP_024005356.1	jg8284
OG0014086	XP_006411627.1	jg8297, jg8304
OG0014087	XP_006411634.1	jg8301, jg8308
OG0014088	XP_006411639.1	jg8312
OG0014089	XP_006411650.1	jg8322
OG0014090	XP_006411661.1	jg8339
OG0014091	XP_006411670.1	jg8347
OG0014092	XP_024004525.1	jg8350
OG0014093	XP_006411686.2	jg8363
OG0014094	XP_006411693.1	jg8366
OG0014095	XP_006411700.1	jg8373, jg32607
OG0014096	XP_006411708.1	jg8379
OG0014097	XP_006411711.1	jg8382
OG0014098	XP_006411738.2	jg8405
OG0014099	XP_006411745.1	jg8412
OG0014100	XP_024005826.1	jg8413
OG0014101	XP_006411759.1	jg8436
OG0014102	XP_006395224.1	jg21296
OG0014103	XP_006411800.1	jg8502
OG0014104	XP_006411805.1	jg8507
OG0014105	XP_006411808.1	jg8510
OG0014106	XP_006411815.1	jg8518
OG0014107	XP_006405971.1	jg8519
OG0014108	XP_006418543.1	jg27005
OG0014109	XP_006401204.1, XP_006411838.1	jg8542
OG0014110	XP_024004327.1	jg8546
OG0014111	XP_006411846.1	jg8550
OG0014112	XP_006411858.1	jg8563
OG0014113	XP_006411888.1	jg8589
OG0014114	XP_006411893.1	jg8594
OG0014115	XP_006411921.1	jg8620
OG0014116	XP_006411930.1	jg8627
OG0014117	XP_024005728.1	jg8644
OG0014118	XP_006411975.1	jg8671
OG0014119	XP_006411976.1	jg8672
OG0014120	XP_006411980.1	jg8674
OG0014121	XP_006411993.1	jg8684
OG0014122	XP_006412000.1, XP_006404941.1	jg8692
OG0014123	XP_006412006.1, XP_024013923.1	jg8696
OG0014124	XP_006412008.1, XP_006404935.1	jg8697
OG0014125	XP_024005338.1	jg8709
OG0014126	XP_024005285.1	jg8728
OG0014127	XP_006412049.1	jg8746
OG0014128	XP_006412076.1	jg8781
OG0014129	XP_006412092.1	jg8793
OG0014130	XP_024007459.1	jg12021
OG0014131	XP_006412109.1	jg8806
OG0014132	XP_006412141.2, XP_024004408.1	jg8839
OG0014133	XP_006412155.1	jg8848
OG0014134	XP_006412181.1	jg8870
OG0014135	XP_006412220.1	jg8903
OG0014136	XP_006412230.1	jg8913
OG0014137	XP_024005752.1	jg8925
OG0014138	XP_006412260.1	jg8942, jg21666
OG0014139	XP_006412495.1	jg9166
OG0014141	XP_006412466.1	jg9510
OG0014142	XP_006412454.1	jg9131
OG0014143	XP_024005910.1	jg9128
OG0014144	XP_006412444.1	jg9124
OG0014145	XP_006412433.1	jg9112, jg9053
OG0014146	XP_006412429.1	jg9108
OG0014147	XP_006412426.1	jg9104
OG0014148	XP_006412410.1	jg9095
OG0014149	XP_006412406.1	jg9091
OG0014150	XP_006412390.1	jg9070
OG0014151	XP_006412384.1	jg9066
OG0014152	XP_006412382.1	jg9064
OG0014153	XP_006412366.1	jg9047
OG0014154	XP_006412357.1	jg9037
OG0014155	XP_024005395.1	jg9019
OG0014156	XP_006412331.1	jg9009
OG0014157	XP_006412297.1	jg8974
OG0014158	XP_006412285.1	jg8964
OG0014159	XP_006395761.1	jg13073
OG0014161	XP_024005244.1	jg9257
OG0014162	XP_006412598.1	jg9263
OG0014163	XP_006412613.1	jg9274
OG0014164	XP_006402006.1	jg21777
OG0014165	XP_006412643.1	jg9300
OG0014166	XP_006412655.1	jg9306
OG0014167	XP_006412659.1	jg9318
OG0014168	XP_006412663.1	jg9321
OG0014169	XP_006404353.1	jg14571
OG0014170	XP_024003698.1	jg18607
OG0014171	XP_024015037.1	jg26676
OG0014172	XP_006418793.1	jg26711
OG0014173	XP_006390639.1	jg2897
OG0014174	XP_006390648.1	jg2886
OG0014175	XP_006390654.1	jg2880
OG0014176	XP_006390660.1	jg2875
OG0014177	XP_006390673.1	jg2867
OG0014179	XP_006390719.1	jg2828
OG0014180	XP_006390720.1	jg2827
OG0014181	XP_006416119.1	jg30877
OG0014182	XP_006416092.1	jg30908
OG0014183	XP_006391337.1	jg12432
OG0014184	XP_006416049.1	jg30955
OG0014185	XP_006416029.1	jg30980
OG0014186	XP_006416027.1	jg30982
OG0014187	XP_006415957.1	jg31076
OG0014188	XP_006415942.1	jg31092
OG0014189	XP_024008914.1	jg31103
OG0014190	XP_006415907.1	jg31134
OG0014191	XP_006415906.1	jg31135
OG0014192	XP_006415902.1	jg31140
OG0014193	XP_006398042.1	jg18080
OG0014194	XP_006418608.1	jg26911, jg26912
OG0014195	XP_006396420.1	jg8008
OG0014196	XP_006396415.1	jg8010
OG0014197	XP_006396408.1	jg8017
OG0014198	XP_006396405.1	jg8027
OG0014199	XP_006396398.1	jg8033
OG0014200	XP_024010033.1	jg8034
OG0014201	XP_024010077.1	jg8044
OG0014202	XP_006396386.2	jg8048
OG0014203	XP_006396384.1, XP_006396379.1	jg8050
OG0014204	XP_006396368.1	jg8066
OG0014205	XP_006396367.1	jg8067
OG0014206	XP_006396364.1	jg8070
OG0014207	XP_006396358.1	jg8077
OG0014208	XP_006396354.1	jg8082
OG0014209	XP_024009966.1	jg8098
OG0014210	XP_006396322.1	jg8143
OG0014211	XP_024005800.1	jg9840
OG0014212	XP_006396298.1	jg8119
OG0014213	XP_006396271.1	jg8166
OG0014214	XP_006396270.1	jg8167
OG0014215	XP_006396255.1	jg8184
OG0014216	XP_006396249.2	jg8192
OG0014217	XP_006396245.1	jg8196
OG0014218	XP_006396235.1	jg8212
OG0014219	XP_006396233.1	jg8214
OG0014220	XP_006396232.1	jg8215
OG0014221	XP_006396216.1	jg8229
OG0014222	XP_006396213.1	jg8231
OG0014223	XP_006404532.1	jg19497
OG0014224	XP_024014603.1	jg13226
OG0014225	XP_024008586.1	jg31246
OG0014226	XP_006415891.1	jg31150
OG0014227	XP_006396004.1	jg32470
OG0014228	XP_006396003.1	jg32471, jg32472
OG0014229	XP_006395997.1	jg32480
OG0014230	XP_006413144.1	jg9775
OG0014231	XP_006413076.1	jg9708
OG0014232	XP_006413065.2	jg9697
OG0014233	XP_006413064.1	jg9696
OG0014234	XP_006413033.1	jg9668
OG0014235	XP_006413031.1	jg9667
OG0014236	XP_024005168.1	jg9653
OG0014237	XP_006395666.1	jg13189
OG0014238	XP_006412993.1	jg9625
OG0014239	XP_006412992.1	jg9624
OG0014240	XP_006412981.1	jg9613
OG0014241	XP_006395665.1	jg13190
OG0014242	XP_006395648.1	jg13213
OG0014243	XP_006417125.2	jg29803
OG0014245	XP_006417100.1	jg29833
OG0014246	XP_006416486.2	jg30487
OG0014247	XP_006416342.1	jg30643
OG0014248	XP_006416025.1	jg30984
OG0014249	XP_006415886.1	jg31156
OG0014250	XP_006415871.1	jg31171
OG0014251	XP_006415867.1	jg31176
OG0014252	XP_006415858.1	jg31183, jg31185
OG0014253	XP_006415822.1	jg31216
OG0014254	XP_006415756.1	jg31275
OG0014255	XP_006415151.1	jg31931
OG0014258	XP_024015271.1	jg405
OG0014259	XP_006392323.2	jg1192
OG0014259	XP_006392322.2	jg1190, jg1187
OG0014261	XP_006390258.1	jg3245
OG0014262	XP_006390156.1	jg3341
OG0014263	XP_006389883.1	jg3639
OG0014264	XP_006408393.1	jg24089
OG0014265	XP_006407275.1	jg25260
OG0014266	XP_006407256.1	jg25286
OG0014267	XP_006406188.1	jg26454
OG0014268	XP_006418796.1	jg21320, jg26708
OG0014271	XP_006409543.1	jg27582
OG0014273	XP_024016406.1	jg28115
OG0014274	XP_006404569.1	jg16542
OG0014275	XP_006404784.1	jg16763
OG0014276	XP_006404855.1	jg16832
OG0014277	XP_006404904.2	jg16871
OG0014278	XP_024016003.1, XP_024016005.1	jg17316
OG0014279	XP_006401598.1	jg17817
OG0014280	XP_024003958.1	jg18154
OG0014281	XP_006410534.1	jg18492
OG0014282	XP_006410681.1	jg18642
OG0014283	XP_006410700.1	jg18665
OG0014284	XP_006410711.1	jg18678
OG0014286	XP_006411331.1	jg19329
OG0014287	XP_006398504.1	jg12910
OG0014288	XP_024011072.1	jg12940
OG0014289	XP_006395695.1	jg13154, jg13156
OG0014290	XP_006395525.1	jg13369
OG0014291	XP_024007554.1	jg13789, jg13787
OG0014292	XP_006395276.1	jg13804
OG0014293	XP_006395252.1	jg13867
OG0014294	XP_024016639.1	jg14272
OG0014295	XP_006404352.1	jg14573
OG0014296	XP_006404081.1	jg14859
OG0014297	XP_024013853.1	jg14871
OG0014298	XP_006403649.1	jg15318
OG0014299	XP_006402767.1	jg15888
OG0014300	XP_024007982.1	jg4152, jg4151
OG0014301	XP_006398971.1	jg4265
OG0014302	XP_006399109.1	jg4415
OG0014303	XP_006399739.1	jg5065
OG0014304	XP_006400049.1	jg5356
OG0014306	XP_006397314.1	jg7058
OG0014307	XP_006397243.1	jg7209
OG0014308	XP_006397201.1	jg7234
OG0014309	XP_006397023.1	jg7417
OG0014311	XP_024010074.1	jg8045
OG0014312	XP_024009898.1	jg8189
OG0014313	XP_024005196.1	jg8952
OG0014314	XP_006412675.1	jg9339
OG0014315	XP_006413189.1	jg9816
OG0014316	XP_006413240.1	jg9855
OG0014317	XP_006414099.2	jg10746
OG0014318	XP_024004770.1	jg10948
OG0014320	XP_024013078.1	jg11928
OG0014321	XP_006395928.1	jg11994
OG0014322	XP_024014461.1	jg12351
OG0014323	XP_006398257.1	jg20508
OG0014324	XP_006403266.1	jg20906, jg20905
OG0014325	XP_006403270.1	jg20915
OG0014326	XP_006403323.1	jg20987
OG0014327	XP_006395097.1	jg21519
OG0014328	XP_006402189.2	jg21661
OG0014329	XP_024011551.1	jg21715
OG0014330	XP_006402070.2	jg21733
OG0014331	XP_024012110.1	jg21734
OG0014332	XP_006402061.1	jg21739
OG0014333	XP_024012558.1	jg21856
OG0014334	XP_006401562.1	jg22257
OG0014335	XP_006401536.2	jg22303
OG0014336	XP_006394393.1	jg23198
OG0014373	XP_006419132.1	jg14005
OG0014374	XP_006418858.1	jg14464
OG0014375	XP_006404431.1	jg14489
OG0014376	XP_006404426.1	jg14493
OG0014377	XP_006404425.1	jg14494
OG0014378	XP_006404422.1	jg14495
OG0014379	XP_006404408.1	jg14515
OG0014380	XP_006401575.2	jg22235
OG0014381	XP_006404250.1	jg14667
OG0014382	XP_006404259.1	jg14660
OG0014383	XP_006404262.1	jg14657
OG0014384	XP_006404268.1	jg14652
OG0014385	XP_006404274.1	jg14648
OG0014386	XP_006404283.1	jg14638
OG0014387	XP_006404287.1	jg14630
OG0014388	XP_006404315.1	jg14595
OG0014389	XP_006404307.1	jg14602
OG0014390	XP_006415800.1	jg31236
OG0014391	XP_006404324.1	jg14589
OG0014392	XP_006404334.2	jg14585
OG0014393	XP_006404339.1	jg14583
OG0014394	XP_006398492.1	jg12898
OG0014395	XP_006398499.1	jg12906
OG0014396	XP_006395810.1	jg13025
OG0014397	XP_006405490.1	jg12660
OG0014398	XP_024014784.1	jg12658
OG0014399	XP_024014622.1	jg12652
OG0014400	XP_006412676.1	jg9342
OG0014401	XP_024013086.1	jg11880
OG0014402	XP_024003709.1	jg32788
OG0014403	XP_006400338.1	jg5629
OG0014404	XP_024012710.1	jg5620
OG0014405	XP_006400308.1	jg5600
OG0014406	XP_006400305.1	jg5598
OG0014407	XP_006400299.1	jg5590
OG0014408	XP_024012177.1	jg5579
OG0014409	XP_006400278.1	jg5574
OG0014410	XP_006400273.1	jg5569
OG0014411	XP_006400256.1	jg5551
OG0014412	XP_006400229.1	jg5517
OG0014413	XP_006400227.1	jg5515
OG0014414	XP_006400222.1	jg5511
OG0014415	XP_006400216.1	jg5504
OG0014416	XP_006400201.1	jg5490
OG0014418	XP_006400146.1	jg5438
OG0014419	XP_024007507.1	jg21384, jg2718
OG0014420	XP_006400092.1	jg5395
OG0014421	XP_006412962.1	jg9599
OG0014422	XP_024012282.1	jg5376
OG0014423	XP_006400065.1	jg5369
OG0014424	XP_006400057.1	jg5360
OG0014425	XP_006400041.1	jg5350
OG0014426	XP_006400022.1	jg5325
OG0014427	XP_024012634.1	jg5321
OG0014428	XP_006400019.1	jg5320
OG0014429	XP_006399994.2	jg5301
OG0014430	XP_006399982.1	jg5291
OG0014431	XP_006399979.1	jg5288
OG0014432	XP_006399969.1	jg5278
OG0014433	XP_006414823.1	jg11391
OG0014434	XP_006399968.1	jg5277
OG0014435	XP_024011955.1	jg5275
OG0014436	XP_006399963.1	jg5273
OG0014437	XP_006399952.1	jg5260
OG0014438	XP_006399938.1	jg5245
OG0014439	XP_024012509.1	jg5238
OG0014440	XP_006399924.1	jg5229
OG0014441	XP_006399918.1	jg5224
OG0014442	XP_006399916.1	jg5222
OG0014443	XP_006399892.1	jg5200
OG0014444	XP_006399891.1	jg5199
OG0014445	XP_006399884.1	jg5194
OG0014446	XP_006399876.1	jg5187
OG0014447	XP_006399832.2	jg5154
OG0014448	XP_006399831.1	jg5153
OG0014449	XP_006399800.1	jg5126
OG0014450	XP_024012211.1	jg5102
OG0014451	XP_006414153.1	jg452, jg10797
OG0014452	XP_006399750.1	jg5076
OG0014453	XP_006399744.1	jg5072
OG0014454	XP_024012328.1	jg5061
OG0014455	XP_006399733.1	jg5056
OG0014456	XP_006399691.1	jg5012
OG0014457	XP_006399685.1	jg5004
OG0014458	XP_006412936.1	jg9573
OG0014459	XP_006399668.1	jg4992
OG0014460	XP_024007657.1	jg13657
OG0014461	XP_024012353.1	jg4966
OG0014462	XP_006399629.1	jg4955
OG0014463	XP_024012074.1	jg4940
OG0014464	XP_006399603.1	jg4934
OG0014465	XP_024011419.1	jg4933
OG0014466	XP_006399600.2	jg4932
OG0014467	XP_006399589.1	jg4923
OG0014468	XP_006399586.1	jg4920
OG0014470	XP_006399566.1	jg4899
OG0014471	XP_006399563.2	jg4898
OG0014472	XP_024012372.1	jg4893
OG0014473	XP_006399554.1	jg4885
OG0014474	XP_024011632.1	jg4884
OG0014475	XP_006399548.1	jg4879
OG0014476	XP_006399533.1	jg4869
OG0014477	XP_006399513.1	jg4850
OG0014478	XP_024012603.1	jg4836
OG0014479	XP_006399501.1	jg4835
OG0014480	XP_006399486.1	jg4823
OG0014481	XP_006403091.1	jg11939
OG0014482	XP_006399441.1	jg4778
OG0014483	XP_006399424.1	jg4762
OG0014484	XP_006399423.1	jg4761
OG0014485	XP_006399387.1	jg4731
OG0014486	XP_024012633.1	jg4718
OG0014487	XP_006399356.1	jg4711
OG0014488	XP_024011635.1	jg4695
OG0014489	XP_006418674.1	jg26844
OG0014490	XP_006399325.1	jg4682
OG0014491	XP_006399322.1	jg4680
OG0014493	XP_006399292.1	jg4644
OG0014494	XP_024015015.1, XP_024012102.1	jg4633
OG0014495	XP_006399242.1	jg4603
OG0014496	XP_024012618.1	jg4592
OG0014497	XP_006396516.2	jg7877
OG0014498	XP_024005128.1	jg9958
OG0014499	XP_006413349.1	jg9967
OG0014500	XP_006413363.1	jg9979
OG0014501	XP_006413365.1	jg9980
OG0014502	XP_006413383.1	jg9992
OG0014503	XP_006413388.1	jg9998
OG0014504	XP_006413395.2	jg10004, jg10002
OG0014505	XP_006408729.1	jg17436
OG0014506	XP_024009647.1	jg14367
OG0014507	XP_024009778.1	jg21781
OG0014508	XP_006408728.1	jg17515
OG0014509	XP_006409720.1	jg17444
OG0014510	XP_006397283.1	jg17451
OG0014511	XP_006397374.1	jg17504
OG0014512	XP_024006382.1	jg17506
OG0014513	XP_006408611.1	jg17525
OG0014514	XP_006408610.1	jg17534
