Orthogroup	Eutrema_salsugineum	Rorippa_islandica
OG0018184	XP_006412961.1	Roisl.0022s0516.1.p
OG0018185	XP_006412989.1	Roisl.0022s0487.1.p
OG0018186	XP_006413022.2	Roisl.0022s0454.1.p
OG0018187	XP_006413060.1	Roisl.0022s0420.1.p
OG0018188	XP_024005122.1	Roisl.0022s0352.1.p
OG0018189	XP_006413152.2	Roisl.0022s0331.1.p
OG0018190	XP_006413174.1	Roisl.0022s0309.1.p
OG0018191	XP_024013734.1, XP_006413179.1	Roisl.0022s0303.1.p
OG0018192	XP_006413221.1	Roisl.0022s0274.1.p
OG0018193	XP_006413293.1	Roisl.0022s0206.1.p
OG0018194	XP_024005079.1	Roisl.0022s0089.1.p
OG0018196	XP_006413744.1	Roisl.0091s0157.1.p
OG0018197	XP_024004488.1	Roisl.0091s0259.1.p
OG0018198	XP_006414107.1	Roisl.0091s0478.1.p
OG0018199	XP_006414239.2	Roisl.0091s0603.1.p
OG0018200	XP_006414751.1	Roisl.0075s0164.1.p
OG0018201	XP_006395963.1	Roisl.0043s0019.1.p
OG0018202	XP_006395929.1	Roisl.0053s0081.1.p
OG0018203	XP_024014775.1	Roisl.0210s2184.1.p
OG0018204	XP_006405704.1	Roisl.0213s0817.1.p
OG0018205	XP_006405638.1	Roisl.0022s0085.1.p
OG0018206	XP_006405637.1	Roisl.0022s0086.1.p
OG0018207	XP_006405601.1	Roisl.0009s0306.1.p
OG0018208	XP_006405392.1	Roisl.0009s0116.1.p
OG0018209	XP_024014761.1	Roisl.0009s0064.1.p
OG0018210	XP_006405311.1	Roisl.0009s0035.1.p
OG0018211	XP_006394496.1	Roisl.0080s0101.1.p
OG0018212	XP_024011027.1	Roisl.0005s0034.1.p
OG0018213	XP_006403187.1	Roisl.0012s0171.1.p
OG0018214	XP_024013272.1	Roisl.0012s0075.1.p
OG0018215	XP_006395225.1	Roisl.0041s0020.1.p
OG0018216	XP_006395218.1	Roisl.0184s0168.1.p
OG0018217	XP_024007323.1	Roisl.0014s0066.1.p
OG0018218	XP_006395048.1	Roisl.0068s0011.1.p
OG0018219	XP_006402148.1	Roisl.0214s0149.1.p
OG0018220	XP_024011841.1	Roisl.0214s0200.1.p
OG0018221	XP_006402045.1	Roisl.0012s0026.1.p
OG0018222	XP_006402038.1	Roisl.0012s0016.1.p
OG0018223	XP_006401920.1	Roisl.0189s0200.1.p
OG0018224	XP_006401916.1	Roisl.0189s0197.1.p
OG0018225	XP_024011956.1	Roisl.0189s0182.1.p
OG0018226	XP_006401773.1	Roisl.0031s0047.1.p
OG0018227	XP_006394515.1	Roisl.0080s0118.1.p
OG0018228	XP_006394451.1	Roisl.0080s0060.1.p
OG0018229	XP_006394043.1	Roisl.0024s0430.1.p
OG0018230	XP_006393857.1	Roisl.0024s0615.1.p
OG0018236	XP_024007463.1	Roisl.0046s0336.1.p
OG0018237	XP_006400570.1	Roisl.0210s1728.1.p
OG0018240	XP_024016623.1	Roisl.0045s0030.1.p
OG0018241	XP_024010542.1	Roisl.0009s0282.1.p, Roisl.0005s0166.1.p
OG0018262	XP_006404443.1	Roisl.0209s0393.1.p
OG0018263	XP_006405484.1	Roisl.0009s0186.1.p
OG0018264	XP_006400316.1	Roisl.0210s1471.1.p
OG0018265	XP_006400290.1	Roisl.0210s1449.1.p
OG0018267	XP_006400050.1	Roisl.0210s1234.1.p
OG0018268	XP_006400038.1	Roisl.0210s1224.1.p
OG0018269	XP_006418296.1, XP_024011865.1	Roisl.0189s0270.1.p
OG0018270	XP_024012403.1	Roisl.0210s1166.1.p
OG0018271	XP_024004685.1	Roisl.0075s0129.1.p
OG0018273	XP_006399927.2	Roisl.0210s1117.1.p
OG0018274	XP_006399897.2	Roisl.0210s1092.1.p
OG0018275	XP_006399818.1	Roisl.0210s1017.1.p
OG0018276	XP_006399789.1	Roisl.0210s0993.1.p
OG0018280	XP_006399544.1	Roisl.0210s0764.1.p
OG0018281	XP_024012216.1	Roisl.0210s0743.1.p
OG0018282	XP_024003960.1	Roisl.0210s0698.1.p
OG0018283	XP_024012050.1	Roisl.0210s0696.1.p
OG0018284	XP_006399442.1	Roisl.0210s0674.1.p
OG0018285	XP_006399411.1	Roisl.0210s0642.1.p
OG0018286	XP_006399390.2	Roisl.0210s0626.1.p
OG0018287	XP_006399350.2	Roisl.0210s0602.1.p
OG0018288	XP_006399316.1	Roisl.0210s0570.1.p
OG0018289	XP_006399233.1	Roisl.0210s0491.1.p
OG0018292	XP_006408680.2	Roisl.0204s0129.1.p
OG0018293	XP_024016080.1	Roisl.0204s0123.1.p
OG0018294	XP_006408688.1	Roisl.0204s0112.1.p
OG0018295	XP_006409817.1	Roisl.0082s0546.1.p
OG0018296	XP_006409948.1	Roisl.0082s0694.1.p
OG0018297	XP_006409959.1	Roisl.0082s0704.1.p
OG0018299	XP_024003732.1	Roisl.0033s0002.1.p
OG0018300	XP_024003978.1	Roisl.0033s0008.1.p
OG0018301	XP_024003872.1	Roisl.0033s0091.1.p
OG0018303	XP_006410310.1	Roisl.0017s0471.1.p
OG0018305	XP_006403174.1	Roisl.0012s0183.1.p
OG0018306	XP_006413428.1	Roisl.0022s0090.1.p
OG0018307	XP_006413321.1	Roisl.0022s0173.1.p
OG0018309	XP_006413276.1	Roisl.0022s0226.1.p
OG0018310	XP_006393530.1	Roisl.0013s0181.1.p
OG0018311	XP_006393625.1	Roisl.0066s0342.1.p
OG0018312	XP_006415547.1	Roisl.0213s0238.1.p
OG0018313	XP_006415460.1	Roisl.0213s0313.1.p
OG0018314	XP_006415452.1	Roisl.0213s0318.1.p
OG0018315	XP_006415430.1	Roisl.0213s0336.1.p
OG0018316	XP_006415279.1	Roisl.0213s0472.1.p
OG0018317	XP_006415222.1	Roisl.0209s0199.1.p
OG0018318	XP_006415198.1	Roisl.0209s0181.1.p
OG0018319	XP_006395738.1	Roisl.0011s0198.1.p
OG0018320	XP_006395709.2	Roisl.0011s0244.1.p
OG0018321	XP_006400631.1	Roisl.0210s1831.1.p
OG0018322	XP_006394078.1	Roisl.0024s0399.1.p
OG0018323	XP_006394149.1	Roisl.0024s0329.1.p
OG0018324	XP_006394257.1	Roisl.0024s0240.1.p
OG0018325	XP_024006805.1	Roisl.0080s0007.1.p
OG0018327	XP_006394439.1	Roisl.0080s0044.1.p
OG0018328	XP_006394445.1	Roisl.0080s0052.1.p
OG0018329	XP_006394464.1	Roisl.0080s0069.1.p
OG0018330	XP_006394512.1	Roisl.0080s0115.1.p
OG0018331	XP_006394516.1	Roisl.0080s0120.1.p
OG0018332	XP_006394521.1	Roisl.0080s0128.1.p
OG0018333	XP_006394610.1	Roisl.0210s2012.1.p
OG0018334	XP_006394665.1	Roisl.0046s0077.1.p
OG0018335	XP_024006820.1	Roisl.0046s0107.1.p
OG0018336	XP_006394692.1	Roisl.0046s0110.1.p
OG0018337	XP_006394803.1	Roisl.0046s0233.1.p
OG0018339	XP_024006994.1	Roisl.0046s0246.1.p
OG0018340	XP_006400509.1	Roisl.0210s1667.1.p
OG0018341	XP_024012692.1	Roisl.0210s1687.1.p
OG0018342	XP_006400640.1	Roisl.0210s1797.1.p
OG0018343	XP_006400940.1	Roisl.0080s0319.1.p
OG0018344	XP_006400999.1	Roisl.0080s0374.1.p
OG0018345	XP_006401000.1	Roisl.0080s0375.1.p
OG0018346	XP_024012312.1	Roisl.0080s0398.1.p
OG0018347	XP_006401060.1	Roisl.0080s0429.1.p
OG0018348	XP_006401149.1	Roisl.0080s0502.1.p
OG0018349	XP_006401179.1	Roisl.0080s0530.1.p
OG0018350	XP_024011627.1	Roisl.0080s0555.1.p
OG0018351	XP_006401208.2	Roisl.0080s0561.1.p
OG0018352	XP_006401350.1	Roisl.0080s0696.1.p
OG0018353	XP_006404122.1	Roisl.0046s0900.1.p
OG0018354	XP_006404151.1	Roisl.0046s0868.1.p
OG0018355	XP_006396479.1	Roisl.0082s0411.1.p
OG0018356	XP_006399206.1	Roisl.0210s0460.1.p
OG0018359	XP_024012330.1	Roisl.0030s0203.1.p
OG0018360	XP_006398549.1	Roisl.0034s0003.1.p
OG0018361	XP_006398704.1	Roisl.0034s0145.1.p
OG0018362	XP_006398671.1	Roisl.0034s0113.1.p
OG0018363	XP_006398647.1	Roisl.0034s0091.1.p
OG0018365	XP_006398612.2	Roisl.0034s0056.1.p
OG0018366	XP_006398607.1	Roisl.0034s0053.1.p
OG0018367	XP_024012073.1	Roisl.0034s0037.1.p
OG0018368	XP_006398560.1	Roisl.0034s0011.1.p
OG0018370	XP_006405367.2	Roisl.0009s0094.1.p
OG0018371	XP_006405348.1	Roisl.0009s0082.1.p
OG0018372	XP_006389710.2	Roisl.0115s0027.1.p
OG0018373	XP_006389714.1	Roisl.0115s0023.1.p
OG0018374	XP_024011214.1	Roisl.0115s0149.1.p
OG0018375	XP_006389891.1	Roisl.0115s0187.1.p
OG0018378	XP_006390014.1	Roisl.0004s0080.1.p
OG0018379	XP_006390070.1	Roisl.0004s0135.1.p
OG0018380	XP_006390096.1	Roisl.0004s0160.1.p
OG0018381	XP_006404263.1	Roisl.0191s0143.1.p
OG0018382	XP_006390114.1	Roisl.0004s0177.1.p
OG0018383	XP_006390123.2	Roisl.0004s0184.1.p
OG0018384	XP_006409538.1	Roisl.0045s0046.1.p
OG0018385	XP_006390204.1	Roisl.0004s0253.1.p
OG0018386	XP_024009362.1	Roisl.0004s0259.1.p
OG0018387	XP_006390340.1	Roisl.0004s0381.1.p
OG0018388	XP_006390347.1	Roisl.0004s0384.1.p
OG0018389	XP_006409291.1	Roisl.0066s0190.1.p
OG0018390	XP_006409267.1	Roisl.0066s0174.1.p
OG0018391	XP_024006346.1	Roisl.0007s0802.1.p
OG0018392	XP_006391540.1	Roisl.0209s0005.1.p
OG0018394	XP_006392727.1	Roisl.0006s0474.1.p
OG0018395	XP_006392747.1	Roisl.0006s0458.1.p
OG0018396	XP_006410800.1	Roisl.0028s1058.1.p
OG0018398	XP_006410847.1	Roisl.0017s0002.1.p
OG0018400	XP_006395972.1	Roisl.0015s0150.1.p
OG0018401	XP_006403089.1	Roisl.0015s0175.1.p
OG0018402	XP_024007408.1	Roisl.0202s0009.1.p
OG0018403	XP_006391711.1	Roisl.0179s0006.1.p
OG0018404	XP_006414983.1	Roisl.0082s0019.1.p
OG0018405	XP_006414881.2	Roisl.0075s0063.1.p
OG0018406	XP_006414813.1	Roisl.0075s0131.1.p
OG0018407	XP_006414764.1	Roisl.0075s0152.1.p
OG0018408	XP_006414741.1	Roisl.0075s0172.1.p
OG0018409	XP_006414652.1	Roisl.0002s0255.1.p
OG0018410	XP_006414633.1	Roisl.0002s0240.1.p
OG0018411	XP_006390569.1	Roisl.0019s0149.1.p
OG0018412	XP_024009697.1	Roisl.0019s0124.1.p
OG0018413	XP_006415788.1	Roisl.0015s0087.1.p
OG0018415	XP_006390412.1	Roisl.0004s0445.1.p
OG0018416	XP_006390398.2	Roisl.0004s0429.1.p
OG0018417	XP_006390396.1	Roisl.0004s0427.1.p
OG0018418	XP_006397505.1	Roisl.0028s0269.1.p
OG0018419	XP_024006313.1	Roisl.0019s0674.1.p
OG0018420	XP_006391057.2	Roisl.0019s0635.1.p
OG0018421	XP_024006190.1	Roisl.0019s0609.1.p
OG0018422	XP_006412959.1	Roisl.0022s0519.1.p
OG0018424	XP_006412922.1	Roisl.0044s0016.1.p
OG0018425	XP_024014399.1	Roisl.0009s0273.1.p
OG0018427	XP_024013527.1	Roisl.0037s0022.1.p
OG0018428	XP_006395394.1	Roisl.0025s0006.1.p
OG0018430	XP_024007625.1	Roisl.0025s0040.1.p
OG0018431	XP_006398266.1	Roisl.0005s0258.1.p
OG0018432	XP_024013784.1	Roisl.0209s0435.1.p, Roisl.0209s0434.1.p
OG0018434	XP_006398161.2	Roisl.0012s0391.1.p
OG0018436	XP_006393110.1	Roisl.0006s0136.1.p
OG0018437	XP_006393074.1	Roisl.0006s0179.1.p
OG0018438	XP_006392974.1	Roisl.0006s0255.1.p
OG0018440	XP_024006266.1	Roisl.0006s0284.1.p
OG0018441	XP_006392929.2	Roisl.0006s0277.1.p
OG0018442	XP_006392870.1	Roisl.0006s0340.1.p
OG0018443	XP_006403314.1	Roisl.0214s0271.1.p
OG0018444	XP_006410547.1	Roisl.0028s0806.1.p
OG0018445	XP_006410659.1	Roisl.0028s0918.1.p
OG0018446	XP_006410679.1	Roisl.0028s0936.1.p
OG0018447	XP_006410703.1	Roisl.0028s0963.1.p
OG0018448	XP_006410712.1	Roisl.0028s0971.1.p
OG0018449	XP_024005336.1	Roisl.0091s0455.1.p
OG0018450	XP_006414152.2	Roisl.0091s0516.1.p
OG0018451	XP_006414156.1	Roisl.0091s0518.1.p
OG0018452	XP_006414168.1	Roisl.0091s0527.1.p
OG0018453	XP_006405615.1	Roisl.0009s0318.1.p
OG0018454	XP_006414173.1	Roisl.0091s0537.1.p
OG0018455	XP_024005778.1	Roisl.0091s0563.1.p
OG0018456	XP_024004350.1	Roisl.0091s0596.1.p
OG0018457	XP_006398329.1	Roisl.0005s0182.1.p
OG0018458	XP_006403992.2	Roisl.0046s1037.1.p
OG0018459	XP_006404026.1	Roisl.0046s0992.1.p
OG0018460	XP_006395849.1	Roisl.0011s0083.1.p
OG0018461	XP_006404049.1	Roisl.0046s0957.1.p
OG0018462	XP_006401845.1	Roisl.0189s0132.1.p
OG0018463	XP_006409689.1	Roisl.0188s0044.1.p
OG0018464	XP_006396093.1	Roisl.0038s0011.1.p
OG0018465	XP_024016590.1	Roisl.0066s0438.1.p
OG0018466	XP_024016428.1	Roisl.0066s0260.1.p
OG0018467	XP_006413614.1	Roisl.0091s0038.1.p
OG0018468	XP_006413642.1	Roisl.0091s0065.1.p
OG0018469	XP_006395319.1	Roisl.0188s0088.1.p
OG0018470	XP_006413926.2	Roisl.0091s0315.1.p
OG0018471	XP_006408526.1	Roisl.0016s0054.1.p
OG0018472	XP_006413897.2	Roisl.0091s0290.1.p
OG0018473	XP_024005563.1	Roisl.0091s0273.1.p
OG0018474	XP_006397211.1	Roisl.0032s0070.1.p
OG0018475	XP_006413796.1	Roisl.0091s0200.1.p
OG0018476	XP_006413945.1	Roisl.0091s0334.1.p
OG0018477	XP_006414294.1	Roisl.0091s0678.1.p
OG0018478	XP_024004310.1	Roisl.0091s0628.1.p
OG0018479	XP_024015108.1	Roisl.0016s0008.1.p
OG0018480	XP_006408561.1	Roisl.0016s0014.1.p
OG0018482	XP_006408557.1	Roisl.0016s0020.1.p
OG0018483	XP_024015074.1	Roisl.0016s0038.1.p
OG0018484	XP_006408541.2	Roisl.0016s0040.1.p
OG0018485	XP_006408523.1	Roisl.0016s0057.1.p
OG0018486	XP_006408519.1	Roisl.0016s0061.1.p
OG0018487	XP_006408511.1	Roisl.0016s0068.1.p
OG0018488	XP_006393823.1	Roisl.0024s0642.1.p
OG0018489	XP_006393818.1	Roisl.0024s0652.1.p
OG0018490	XP_024007115.1	Roisl.0024s0655.1.p
OG0018491	XP_006393801.2	Roisl.0024s0664.1.p
OG0018492	XP_006402269.1	Roisl.0018s0489.1.p
OG0018493	XP_006402282.1	Roisl.0018s0479.1.p
OG0018494	XP_024014217.1	Roisl.0018s0478.1.p
OG0018495	XP_006402367.1	Roisl.0018s0392.1.p
OG0018496	XP_006402418.2	Roisl.0018s0333.1.p
OG0018497	XP_006396202.2	Roisl.0015s0016.1.p
OG0018498	XP_006402473.1	Roisl.0018s0272.1.p
OG0018499	XP_024012786.1	Roisl.0018s0266.1.p
OG0018500	XP_006402689.1	Roisl.0018s0056.1.p
OG0018501	XP_006402723.1	Roisl.0018s0025.1.p
OG0018502	XP_006402780.1	Roisl.0026s0038.1.p
OG0018503	XP_006402840.2	Roisl.0026s0110.1.p
OG0018505	XP_006402986.1	Roisl.0046s1648.1.p
OG0018506	XP_024013014.1	Roisl.0046s1619.1.p
OG0018507	XP_006403511.1	Roisl.0046s1486.1.p
OG0018509	XP_006403663.1	Roisl.0046s1348.1.p
OG0018510	XP_006403725.2	Roisl.0046s1286.1.p
OG0018511	XP_024013728.1	Roisl.0046s1250.1.p
OG0018512	XP_024013697.1	Roisl.0046s1232.1.p
OG0018513	XP_024009550.1	Roisl.0049s0032.1.p
OG0018515	XP_006391424.1	Roisl.0024s0037.1.p
OG0018516	XP_024006165.1, XP_024006194.1, XP_024016081.1	Roisl.0058s0071.1.p
OG0018517	XP_006391222.1	Roisl.0019s0788.1.p
OG0018519	XP_006409111.1	Roisl.0066s0022.1.p
OG0018520	XP_006409068.1	Roisl.0206s0017.1.p
OG0018521	XP_006411366.1	Roisl.0028s0520.1.p
OG0018522	XP_006403086.1	Roisl.0015s0167.1.p
OG0018523	XP_024004002.1	Roisl.0017s0328.1.p
OG0018524	XP_024003916.1	Roisl.0017s0170.1.p
OG0018525	XP_006410971.1	Roisl.0017s0133.1.p
OG0018526	XP_006396830.1	Roisl.0213s0527.1.p
OG0018528	XP_006404692.1	Roisl.0046s0601.1.p
OG0018529	XP_006401381.1	Roisl.0208s0053.1.p
OG0018530	XP_006393752.2	Roisl.0179s0089.1.p
OG0018532	XP_024008645.1	Roisl.0048s0041.1.p
OG0018533	XP_006397426.1	Roisl.0048s0036.1.p, Roisl.0048s0037.1.p
OG0018534	XP_006415085.1	Roisl.0040s0075.1.p
OG0018535	XP_006397087.1	Roisl.0020s0093.1.p
OG0018536	XP_006396919.1	Roisl.0213s0569.1.p
OG0018537	XP_006394917.1	Roisl.0046s0345.1.p
OG0018538	XP_024007661.1	Roisl.0046s0361.1.p
OG0018539	XP_024007557.1	Roisl.0046s0389.1.p
OG0018540	XP_006394967.1	Roisl.0046s0408.1.p
OG0018541	XP_006395015.1	Roisl.0046s0464.1.p
OG0018542	XP_006408950.1	Roisl.0214s0437.1.p
OG0018543	XP_006408998.1	Roisl.0214s0488.1.p
OG0018544	XP_006407523.1	Roisl.0014s0027.1.p
OG0018545	XP_006398006.2	Roisl.0067s0005.1.p
OG0018546	XP_006397879.1	Roisl.0035s0050.1.p
OG0018547	XP_006397715.2	Roisl.0028s0049.1.p
OG0018548	XP_006403365.2, XP_006391491.1	Roisl.0036s0112.1.p
OG0018549	XP_006398136.1	Roisl.0039s0006.1.p
OG0018550	XP_024003895.1	Roisl.0075s0075.1.p
OG0018551	XP_006411585.1	Roisl.0037s0034.1.p
OG0018552	XP_006411570.1	Roisl.0028s0316.1.p
OG0018553	XP_006411565.2	Roisl.0028s0321.1.p
OG0018554	XP_006411549.1	Roisl.0028s0335.1.p
OG0018555	XP_006411453.1	Roisl.0028s0435.1.p
OG0018556	XP_024004180.1	Roisl.0028s0426.1.p
OG0018557	XP_024003854.1	Roisl.0028s0494.1.p
OG0018558	XP_006408448.2	Roisl.0016s0131.1.p
OG0018561	XP_006408398.1	Roisl.0016s0195.1.p
OG0018562	XP_024014834.1	Roisl.0016s0210.1.p
OG0018563	XP_006408374.1	Roisl.0016s0217.1.p
OG0018564	XP_006408318.1	Roisl.0016s0266.1.p
OG0018565	XP_006408299.1	Roisl.0016s0283.1.p
OG0018566	XP_006408295.2	Roisl.0016s0286.1.p
OG0018567	XP_006408289.1	Roisl.0016s0293.1.p
OG0018568	XP_024014878.1	Roisl.0016s0383.1.p
OG0018569	XP_006408181.1	Roisl.0016s0394.1.p
OG0018572	XP_024015017.1	Roisl.0039s0058.1.p
OG0018573	XP_024015016.1	Roisl.0039s0059.1.p
OG0018574	XP_006408049.1	Roisl.0039s0092.1.p
OG0018575	XP_006408033.1	Roisl.0039s0111.1.p
OG0018578	XP_006407830.2	Roisl.0079s0148.1.p
OG0018579	XP_006409431.1	Roisl.0079s0236.1.p
OG0018582	XP_006407620.1	Roisl.0074s1028.1.p
OG0018583	XP_024015056.1	Roisl.0074s0909.1.p
OG0018584	XP_006405620.1	Roisl.0009s0321.1.p
OG0018585	XP_006407413.1	Roisl.0074s0828.1.p
OG0018586	XP_006407306.1	Roisl.0074s0738.1.p
OG0018587	XP_006407296.1	Roisl.0074s0729.1.p
OG0018588	XP_006407279.1	Roisl.0074s0706.1.p
OG0018589	XP_006407253.1	Roisl.0074s0678.1.p
OG0018590	XP_006407246.1	Roisl.0074s0668.1.p
OG0018591	XP_006407245.1	Roisl.0074s0667.1.p
OG0018592	XP_006407152.1	Roisl.0074s0588.1.p
OG0018593	XP_006407087.1	Roisl.0074s0524.1.p
OG0018594	XP_024015253.1	Roisl.0074s0453.1.p
OG0018595	XP_024015043.1	Roisl.0074s0427.1.p
OG0018596	XP_024014850.1	Roisl.0074s0417.1.p
OG0018597	XP_006406834.1	Roisl.0074s0296.1.p
OG0018599	XP_006406604.1	Roisl.0074s0086.1.p
OG0018600	XP_006398526.2	Roisl.0011s0033.1.p
OG0018601	XP_006406527.1	Roisl.0074s0014.1.p
OG0018602	XP_006406523.1	Roisl.0074s0010.1.p
OG0018603	XP_024016604.1	Roisl.0069s0018.1.p
OG0018605	XP_024014882.1	Roisl.0115s0271.1.p
OG0018606	XP_024015804.1	Roisl.0115s0275.1.p
OG0018607	XP_006406425.1	Roisl.0115s0319.1.p
OG0018608	XP_006406330.1	Roisl.0115s0431.1.p
OG0018609	XP_024011235.1	Roisl.0031s0028.1.p
OG0018610	XP_024014627.1	Roisl.0009s0319.1.p
OG0018611	XP_006405657.1	Roisl.0022s0064.1.p
OG0018612	XP_006395231.1	Roisl.0008s0055.1.p
OG0018614	XP_024014981.1	Roisl.0115s0487.1.p
OG0018615	XP_024009542.1	Roisl.0011s0099.1.p
OG0018616	XP_006391534.1	Roisl.0209s0010.1.p
OG0018617	XP_006397384.1	Roisl.0083s0013.1.p
OG0018619	XP_024011769.1	Roisl.0210s1605.1.p
OG0018620	XP_006400377.1	Roisl.0210s1538.1.p
OG0018621	XP_006403807.1	Roisl.0046s1209.1.p
OG0018622	XP_006403834.1	Roisl.0046s1182.1.p
OG0018623	XP_006418478.1	Roisl.0210s0027.1.p
OG0018624	XP_006418474.2	Roisl.0210s0032.1.p
OG0018625	XP_006418473.1	Roisl.0210s0033.1.p
OG0018626	XP_006418359.2	Roisl.0210s0156.1.p
OG0018627	XP_006404782.1	Roisl.0210s0290.1.p
OG0018628	XP_006418186.1	Roisl.0210s0327.1.p
OG0018630	XP_006418166.1	Roisl.0210s0346.1.p
OG0018631	XP_024008113.1	Roisl.0210s0374.1.p
OG0018632	XP_006418081.1	Roisl.0091s0739.1.p
OG0018633	XP_006418070.1	Roisl.0091s0751.1.p
OG0018634	XP_006418064.2	Roisl.0091s0758.1.p, Roisl.0028s0644.1.p
OG0018635	XP_006418024.1	Roisl.0091s0802.1.p
OG0018636	XP_006417987.1	Roisl.0091s0841.1.p
OG0018637	XP_006417878.2	Roisl.0091s0946.1.p
OG0018638	XP_006417860.1	Roisl.0091s0964.1.p
OG0018639	XP_006417835.2	Roisl.0091s0984.1.p
OG0018640	XP_006417810.1	Roisl.0091s1006.1.p
OG0018641	XP_006417788.1	Roisl.0091s1037.1.p
OG0018642	XP_006417772.1	Roisl.0091s1052.1.p
OG0018643	XP_006417737.2	Roisl.0091s1082.1.p
OG0018644	XP_006417732.1	Roisl.0021s0102.1.p, Roisl.0091s1088.1.p
OG0018645	XP_006417629.1	Roisl.0091s1178.1.p
OG0018646	XP_006417598.2	Roisl.0091s1201.1.p
OG0018647	XP_024009182.1	Roisl.0091s1224.1.p
OG0018648	XP_006417536.1	Roisl.0021s0020.1.p
OG0018649	XP_024008435.1	Roisl.0021s0034.1.p
OG0018650	XP_006417447.1	Roisl.0021s0128.1.p
OG0018651	XP_006403276.1	Roisl.0012s0079.1.p
OG0018652	XP_006393717.1	Roisl.0021s0207.1.p
OG0018653	XP_006417334.1	Roisl.0021s0245.1.p
OG0018654	XP_006417265.1	Roisl.0021s0302.1.p
OG0018655	XP_006417141.1	Roisl.0021s0424.1.p
OG0018656	XP_024008070.1	Roisl.0021s0462.1.p
OG0018657	XP_006417008.1	Roisl.0007s0699.1.p
OG0018659	XP_006416922.1	Roisl.0007s0602.1.p
OG0018660	XP_006416898.1	Roisl.0007s0578.1.p
OG0018661	XP_006416897.1	Roisl.0007s0577.1.p
OG0018662	XP_006416885.1	Roisl.0007s0562.1.p
OG0018663	XP_006416809.1	Roisl.0007s0483.1.p
OG0018664	XP_006416760.2	Roisl.0007s0439.1.p
OG0018666	XP_006416741.1	Roisl.0007s0418.1.p
OG0018667	XP_024008240.1	Roisl.0007s0364.1.p
OG0018668	XP_006416475.1	Roisl.0007s0166.1.p
OG0018671	XP_006416420.1	Roisl.0007s0108.1.p
OG0018672	XP_006416418.1	Roisl.0007s0107.1.p
OG0018673	XP_006416414.1	Roisl.0007s0104.1.p
OG0018674	XP_006411358.1	Roisl.0189s0019.1.p
OG0018675	XP_006416152.1	Roisl.0191s0116.1.p
OG0018676	XP_006416147.1	Roisl.0191s0120.1.p
OG0018677	XP_006390748.1	Roisl.0019s0348.1.p
OG0018679	XP_024008495.1	Roisl.0209s0122.1.p
OG0018680	XP_006391232.1	Roisl.0006s0160.1.p
OG0018681	XP_024004808.1	Roisl.0010s0153.1.p
OG0018682	XP_006391789.1	Roisl.0010s0102.1.p
OG0018685	XP_006391831.1	Roisl.0010s0067.1.p
OG0018686	XP_006391910.1	Roisl.0209s0579.1.p
OG0018687	XP_006392108.1	Roisl.0214s0549.1.p
OG0018688	XP_006392146.1	Roisl.0214s0583.1.p
OG0018689	XP_006392197.1	Roisl.0214s0633.1.p
OG0018690	XP_006392206.1	Roisl.0214s0739.1.p
OG0018691	XP_006392413.1	Roisl.0008s0057.1.p
OG0018692	XP_006392427.1	Roisl.0008s0029.1.p
OG0018693	XP_006408800.1	Roisl.0009s0204.1.p
OG0018694	XP_006391628.1	Roisl.0050s0057.1.p
OG0018695	XP_006398372.1	Roisl.0005s0114.1.p
OG0018696	XP_006398482.1	Roisl.0005s0002.1.p
OG0018697	XP_006396655.1	Roisl.0082s0247.1.p
OG0018699	XP_024005475.1	Roisl.0002s0075.1.p
OG0018700	XP_024006328.1	Roisl.0013s0097.1.p
OG0018701	XP_006393375.1	Roisl.0013s0083.1.p
OG0018702	XP_024006282.1	Roisl.0013s0053.1.p
OG0018703	XP_006393313.2	Roisl.0013s0041.1.p
OG0018704	XP_006393309.1	Roisl.0013s0038.1.p, Roisl.0020s0107.1.p, Roisl.0013s0040.1.p
OG0018705	XP_006393298.2	Roisl.0013s0031.1.p
OG0018706	XP_006411600.1	Roisl.0115s0775.1.p
OG0018707	XP_006411608.1	Roisl.0115s0770.1.p
OG0018709	XP_006411752.1	Roisl.0001s0519.1.p
OG0018713	XP_006411859.1	Roisl.0001s0400.1.p
OG0018714	XP_006411881.1	Roisl.0001s0379.1.p
OG0018716	XP_006411913.1	Roisl.0001s0350.1.p
OG0018717	XP_006411926.1	Roisl.0001s0333.1.p
OG0018718	XP_006412037.1	Roisl.0001s0222.1.p
OG0018719	XP_006412052.1	Roisl.0001s0207.1.p
OG0018721	XP_006412074.1	Roisl.0001s0188.1.p
OG0018722	XP_006412144.1	Roisl.0001s0124.1.p
OG0018723	XP_006412180.1	Roisl.0001s0090.1.p
OG0018724	XP_006412182.1	Roisl.0001s0088.1.p
OG0018725	XP_006412272.1	Roisl.0008s0364.1.p
OG0018726	XP_006412544.1	Roisl.0003s0201.1.p
OG0018728	XP_006404340.1	Roisl.0046s0683.1.p
OG0018730	XP_006418828.1	Roisl.0053s0292.1.p
OG0018731	XP_006390633.1	Roisl.0019s0226.1.p
OG0018732	XP_024009048.1	Roisl.0019s0234.1.p
OG0018733	XP_006416115.1	Roisl.0191s0159.1.p
OG0018734	XP_006415949.1	Roisl.0191s0343.1.p
OG0018735	XP_006396297.1	Roisl.0191s0539.1.p
OG0018736	XP_024010010.1	Roisl.0015s0015.1.p
