Orthogroup	Eutrema_salsugineum	Alyssum_gmelinii
OG0013925	XP_024008339.1	Ag034G3925400
OG0013926	XP_006416659.1	Ag034G3934200
OG0013927	XP_006416652.1	Ag034G3935400
OG0013928	XP_006416648.1	Ag034G3936700
OG0013929	XP_006416640.1	Ag034G3938700
OG0013930	XP_006416627.1	Ag034G3940700
OG0013931	XP_006416624.1	Ag034G3941700
OG0013932	XP_006416609.1	Ag034G3943600
OG0013933	XP_006416589.1	Ag034G3947500, Ag034G3947700
OG0013934	XP_006416542.1	Ag034G3957900
OG0013935	XP_006416538.1	Ag034G3959300
OG0013936	XP_006416532.1	Ag034G3959800
OG0013937	XP_006416531.1	Ag034G3959900
OG0013939	XP_006416510.1	Ag034G3962700
OG0013940	XP_006416505.1	Ag034G3963100
OG0013941	XP_006416495.1	Ag034G3964800
OG0013942	XP_006416485.1	Ag034G3965600
OG0013943	XP_006416474.1	Ag034G3966400
OG0013944	XP_006416471.1	Ag034G3966600
OG0013945	XP_006416525.1	Ag034G3967200
OG0013946	XP_006416463.1	Ag034G3968300
OG0013947	XP_006416455.1	Ag034G3970400
OG0013948	XP_006395714.1, XP_006395718.2	Ag034G3971200
OG0013949	XP_006416435.1	Ag034G3975100
OG0013950	XP_006416430.2	Ag034G3975400
OG0013951	XP_006405593.1	Ag034G3976200
OG0013952	XP_006416410.1	Ag034G3979300
OG0013953	XP_006416406.1	Ag034G3980000
OG0013954	XP_006416390.1	Ag034G3982500
OG0013955	XP_006416362.1	Ag034G3988400
OG0013956	XP_006416312.1	Ag034G4001200
OG0013957	XP_024008968.1	Ag034G4001500
OG0013958	XP_006416310.1	Ag034G4001700
OG0013959	XP_006416303.1	Ag034G4003000
OG0013960	XP_006416301.1	Ag034G4003100
OG0013961	XP_006416278.1	Ag034G4008600
OG0013962	XP_006416254.2	Ag034G4011200
OG0013963	XP_006416235.1	Ag034G4014100
OG0013964	XP_024008876.1	Ag034G4015000
OG0013965	XP_006416218.1	Ag034G4016900
OG0013966	XP_006395220.1	Ag034G4017700
OG0013967	XP_006416163.1	Ag034G4026700
OG0013968	XP_006416150.1	Ag034G4029600
OG0013969	XP_006416141.1	Ag034G4031800
OG0013970	XP_006416138.1	Ag034G4032200
OG0013971	XP_006416136.1	Ag034G4032300
OG0013972	XP_024010159.1	Ag034G4033000
OG0013973	XP_006390734.2	Ag034G4039600
OG0013974	XP_006390742.1	Ag034G4041100
OG0013975	XP_006390746.2	Ag025G2932800, Ag034G4041900
OG0013976	XP_006390750.1	Ag034G4042300
OG0013977	XP_024012600.1	Ag034G4042600
OG0013978	XP_006390758.1	Ag034G4043400
OG0013979	XP_006390774.1	Ag034G4046200
OG0013980	XP_006390780.1	Ag034G4046800
OG0013981	XP_006390784.1	Ag034G4047200
OG0013982	XP_006390802.2	Ag034G4049700
OG0013983	XP_006390842.1	Ag034G4056000
OG0013984	XP_006390848.1	Ag034G4056700
OG0013985	XP_006390857.1	Ag034G4058800
OG0013986	XP_006390871.2	Ag034G4061400
OG0013987	XP_006390874.1	Ag034G4062000
OG0013988	XP_006390875.1	Ag034G4062100
OG0013989	XP_006390887.1	Ag034G4063900
OG0013990	XP_006390919.1	Ag034G4069700
OG0013991	XP_006413473.1	Ag052G4848800
OG0013992	XP_006413470.1	Ag052G4850000, Ag052G4850100
OG0013993	XP_006415143.1	Ag052G4852100
OG0013994	XP_006391675.1	Ag002G0092600, Ag024G2858100
OG0013995	XP_006391676.2	Ag002G0092800, Ag024G2857900
OG0013996	XP_006391677.1	Ag002G0093100, Ag024G2857700
OG0013997	XP_006391737.1	Ag002G0127700
OG0013998	XP_006391746.2	Ag002G0132000
OG0013999	XP_006413127.1	Ag002G0134900
OG0014001	XP_006391776.1	Ag002G0151300
OG0014002	XP_006398506.1	Ag002G0160000
OG0014003	XP_006391801.1	Ag002G0165000
OG0014004	XP_006391805.1	Ag002G0167100
OG0014005	XP_006400199.1	Ag002G0167700
OG0014006	XP_006391828.1, XP_024010515.1	Ag002G0174000
OG0014007	XP_006391868.1	Ag002G0181100
OG0014008	XP_006391899.1	Ag002G0182400
OG0014009	XP_006391919.1	Ag002G0189700
OG0014010	XP_024015413.1	Ag002G0199400
OG0014011	XP_006391986.1	Ag002G0201000
OG0014012	XP_006392059.1	Ag002G0216900
OG0014013	XP_006392065.1	Ag002G0218600
OG0014014	XP_006392066.1	Ag002G0219100
OG0014015	XP_024013307.1	Ag002G0223000
OG0014016	XP_006392115.1	Ag002G0226300
OG0014017	XP_006409704.1, XP_006408827.1	Ag002G0229000
OG0014018	XP_006392134.1	Ag002G0229400
OG0014019	XP_006392160.1	Ag002G0234600
OG0014020	XP_006392179.1	Ag002G0239500
OG0014021	XP_006392195.1	Ag002G0243400
OG0014022	XP_006392240.1	Ag002G0248300
OG0014023	XP_006392280.1	Ag002G0251700
OG0014024	XP_006392317.1	Ag002G0257300
OG0014026	XP_024004458.1	Ag002G0260800
OG0014027	XP_006392417.1	Ag002G0267500
OG0014028	XP_006392429.1	Ag002G0269500
OG0014029	XP_024016273.1	Ag002G0269800
OG0014030	XP_006392468.1	Ag002G0273100
OG0014031	XP_024003711.1	Ag024G2862600
OG0014032	XP_024003862.1	Ag024G2868800, Ag024G2869000
OG0014033	XP_006391641.1, XP_024016269.1	Ag024G2884200
OG0014034	XP_006391619.1	Ag024G2885600
OG0014035	XP_006391618.1	Ag024G2886100
OG0014036	XP_006391615.1	Ag024G2890800
OG0014037	XP_006391614.1	Ag024G2891100, Ag024G2890900
OG0014038	XP_006391593.1	Ag024G2898200
OG0014039	XP_024015661.1	Ag024G2898700
OG0014041	XP_006398378.1	Ag016G2311500
OG0014042	XP_006398444.1	Ag016G2331300
OG0014043	XP_006398447.1	Ag016G2331600
OG0014044	XP_006398477.1	Ag016G2334400
OG0014045	XP_024010951.1	Ag016G2342300, Ag016G2340000
OG0014046	XP_006398092.1	Ag016G2344700
OG0014047	XP_006398088.1	Ag016G2345500
OG0014048	XP_006398057.1	Ag016G2356100
OG0014049	XP_006398055.1	Ag016G2357400
OG0014050	XP_006396633.1	Ag016G2388100
OG0014051	XP_006396640.2	Ag016G2395900
OG0014052	XP_006396646.1	Ag016G2396000
OG0014053	XP_006396651.1	Ag016G2397200
OG0014054	XP_006412841.1	Ag065G5120100
OG0014055	XP_006412835.1	Ag065G5121400
OG0014056	XP_006412831.1	Ag065G5122500
OG0014057	XP_024005317.1	Ag065G5126100
OG0014058	XP_006412799.1	Ag065G5127500
OG0014059	XP_006412797.1	Ag065G5127700
OG0014060	XP_006414383.1	Ag025G2908100
OG0014061	XP_006414372.1	Ag025G2913200
OG0014062	XP_024006344.1	Ag025G2918500
OG0014063	XP_006393490.1	Ag025G2921700
OG0014064	XP_024006496.1	Ag025G2921800
OG0014065	XP_024006193.1	Ag025G2922100, Ag025G2939300
OG0014066	XP_006393446.1	Ag025G2929700
OG0014067	XP_006393445.1	Ag025G2929900
OG0014068	XP_006393395.1	Ag025G2936600
OG0014069	XP_006393404.1	Ag025G2938800
OG0014070	XP_024005943.1	Ag025G2940200
OG0014071	XP_006393351.1	Ag025G2945300
OG0014073	XP_006393332.1	Ag025G2951800, Ag025G2949400
OG0014074	XP_006393326.1	Ag025G2950100
OG0014075	XP_024006007.1	Ag025G2955600
OG0014076	XP_006393315.1	Ag025G2955700
OG0014077	XP_006393262.1	Ag025G2969800
OG0014078	XP_006393260.1	Ag025G2969900
OG0014079	XP_006393259.1	Ag025G2970000
OG0014080	XP_006393257.1	Ag025G2970200
OG0014081	XP_024006419.1	Ag072G5255400
OG0014082	XP_006390378.1	Ag072G5255600
OG0014083	XP_006411601.1	Ag011G1026600
OG0014084	XP_006411605.1	Ag011G1026800
OG0014085	XP_024005356.1	Ag011G1027300
OG0014086	XP_006411627.1	Ag011G1028600
OG0014087	XP_006411634.1	Ag011G1029000
OG0014088	XP_006411639.1	Ag011G1029400
OG0014089	XP_006411650.1	Ag011G1030900
OG0014090	XP_006411661.1	Ag011G1032200
OG0014091	XP_006411670.1	Ag011G1034100
OG0014092	XP_024004525.1	Ag011G1034300
OG0014093	XP_006411686.2	Ag011G1037600
OG0014094	XP_006411693.1	Ag011G1038000
OG0014095	XP_006411700.1	Ag011G1039800
OG0014096	XP_006411708.1	Ag011G1040800
OG0014097	XP_006411711.1	Ag011G1041100
OG0014098	XP_006411738.2	Ag011G1044800
OG0014099	XP_006411745.1	Ag011G1046300
OG0014100	XP_024005826.1	Ag011G1046400
OG0014101	XP_006411759.1	Ag011G1052900
OG0014102	XP_006395224.1	Ag011G1057600
OG0014103	XP_006411800.1	Ag011G1060800
OG0014104	XP_006411805.1	Ag011G1062300
OG0014105	XP_006411808.1	Ag011G1062700
OG0014106	XP_006411815.1	Ag011G1064300
OG0014107	XP_006405971.1	Ag011G1064700
OG0014108	XP_006418543.1	Ag011G1065500
OG0014109	XP_006401204.1, XP_006411838.1	Ag011G1068000
OG0014110	XP_024004327.1	Ag011G1068700
OG0014111	XP_006411846.1	Ag011G1069600
OG0014112	XP_006411858.1	Ag011G1072500
OG0014113	XP_006411888.1	Ag011G1078200
OG0014114	XP_006411893.1	Ag011G1078800
OG0014115	XP_006411921.1	Ag011G1084100
OG0014116	XP_006411930.1	Ag011G1085100
OG0014117	XP_024005728.1	Ag011G1090400
OG0014118	XP_006411975.1	Ag011G1095000
OG0014119	XP_006411976.1	Ag011G1095100
OG0014120	XP_006411980.1	Ag011G1096300
OG0014121	XP_006411993.1	Ag011G1098200
OG0014122	XP_006412000.1, XP_006404941.1	Ag011G1100000
OG0014123	XP_006412006.1, XP_024013923.1	Ag011G1100400
OG0014124	XP_006412008.1, XP_006404935.1	Ag011G1100500
OG0014125	XP_024005338.1	Ag011G1102600
OG0014126	XP_024005285.1	Ag011G1107300
OG0014127	XP_006412049.1	Ag011G1113700
OG0014128	XP_006412076.1	Ag011G1120200
OG0014129	XP_006412092.1	Ag011G1122600
OG0014130	XP_024007459.1	Ag011G1124500
OG0014131	XP_006412109.1	Ag011G1125600
OG0014132	XP_006412141.2, XP_024004408.1	Ag011G1136200
OG0014133	XP_006412155.1	Ag011G1140900
OG0014134	XP_006412181.1	Ag011G1146300
OG0014135	XP_006412220.1	Ag011G1151700
OG0014136	XP_006412230.1	Ag011G1154500
OG0014137	XP_024005752.1	Ag011G1156700
OG0014138	XP_006412260.1	Ag011G1161500
OG0014139	XP_006412495.1	Ag011G1169900, Ag011G1170200
OG0014140	XP_024005422.1	Ag011G1173700
OG0014141	XP_006412466.1	Ag011G1175800
OG0014142	XP_006412454.1	Ag011G1177300
OG0014143	XP_024005910.1	Ag011G1178000
OG0014144	XP_006412444.1	Ag011G1179400
OG0014145	XP_006412433.1	Ag011G1182700
OG0014146	XP_006412429.1	Ag011G1183100
OG0014147	XP_006412426.1	Ag011G1183500
OG0014148	XP_006412410.1	Ag011G1185700
OG0014149	XP_006412406.1	Ag011G1187100
OG0014150	XP_006412390.1	Ag011G1191500
OG0014151	XP_006412384.1	Ag011G1192600, Ag011G1192700
OG0014152	XP_006412382.1	Ag011G1194500
OG0014153	XP_006412366.1	Ag011G1196500
OG0014154	XP_006412357.1	Ag011G1199100, Ag011G1198700
OG0014155	XP_024005395.1	Ag011G1202800
OG0014156	XP_006412331.1	Ag011G1206100
OG0014157	XP_006412297.1	Ag011G1217600
OG0014158	XP_006412285.1	Ag011G1220200
OG0014159	XP_006395761.1	Ag011G1239100
OG0014160	XP_006412588.1	Ag011G1254600
OG0014161	XP_024005244.1	Ag011G1254700
OG0014162	XP_006412598.1	Ag011G1256300
OG0014163	XP_006412613.1	Ag011G1260300
OG0014164	XP_006402006.1	Ag011G1261000
OG0014165	XP_006412643.1	Ag011G1266600
OG0014166	XP_006412655.1	Ag011G1268600
OG0014167	XP_006412659.1	Ag011G1270300
OG0014168	XP_006412663.1	Ag011G1270700
OG0014169	XP_006404353.1	Ag098G5475800
OG0014170	XP_024003698.1	Ag064G5103500
OG0014171	XP_024015037.1	Ag064G5106700
OG0014172	XP_006418793.1	Ag064G5110200
OG0014173	XP_006390639.1	Ag018G2436700
OG0014174	XP_006390648.1	Ag018G2438200
OG0014175	XP_006390654.1	Ag018G2440500
OG0014176	XP_006390660.1	Ag018G2441200
OG0014177	XP_006390673.1	Ag018G2442700
OG0014178	XP_006390680.1	Ag018G2443400
OG0014179	XP_006390719.1	Ag018G2449900
OG0014180	XP_006390720.1	Ag018G2450100
OG0014181	XP_006416119.1	Ag018G2452400
OG0014182	XP_006416092.1	Ag018G2456900
OG0014183	XP_006391337.1	Ag018G2460500
OG0014184	XP_006416049.1	Ag018G2461800
OG0014185	XP_006416029.1	Ag018G2464100
OG0014186	XP_006416027.1	Ag018G2464400
OG0014187	XP_006415957.1	Ag018G2474500
OG0014188	XP_006415942.1	Ag018G2477600
OG0014189	XP_024008914.1	Ag018G2478600
OG0014190	XP_006415907.1	Ag018G2481300
OG0014191	XP_006415906.1	Ag018G2481400
OG0014192	XP_006415902.1	Ag018G2481800
OG0014193	XP_006398042.1	Ag018G2485600
OG0014194	XP_006418608.1	Ag019G2489400
OG0014195	XP_006396420.1	Ag019G2492900
OG0014196	XP_006396415.1	Ag019G2493100
OG0014197	XP_006396408.1	Ag019G2495300
OG0014198	XP_006396405.1	Ag019G2495600
OG0014199	XP_006396398.1	Ag019G2496300
OG0014200	XP_024010033.1	Ag019G2496400
OG0014201	XP_024010077.1	Ag019G2497800
OG0014202	XP_006396386.2	Ag019G2499600
OG0014203	XP_006396384.1, XP_006396379.1	Ag019G2500200
OG0014204	XP_006396368.1	Ag019G2502800
OG0014205	XP_006396367.1	Ag019G2503600
OG0014206	XP_006396364.1	Ag019G2504600
OG0014207	XP_006396358.1	Ag019G2506000
OG0014208	XP_006396354.1	Ag019G2507700
OG0014209	XP_024009966.1	Ag019G2512500
OG0014210	XP_006396322.1	Ag019G2515200
OG0014211	XP_024005800.1	Ag019G2518500
OG0014212	XP_006396298.1	Ag019G2519600
OG0014213	XP_006396271.1	Ag019G2528600
OG0014214	XP_006396270.1	Ag019G2528700
OG0014215	XP_006396255.1	Ag019G2530500
OG0014216	XP_006396249.2	Ag019G2531600, Ag019G2532100
OG0014217	XP_006396245.1	Ag019G2532500
OG0014218	XP_006396235.1	Ag019G2536700
OG0014219	XP_006396233.1	Ag019G2537000
OG0014220	XP_006396232.1	Ag019G2537300
OG0014221	XP_006396216.1	Ag019G2542500
OG0014222	XP_006396213.1	Ag019G2543700
OG0014223	XP_006404532.1	Ag019G2549400
OG0014225	XP_024008586.1	Ag010G0983900
OG0014226	XP_006415891.1	Ag010G0988700
OG0014227	XP_006396004.1	Ag010G0990000
OG0014228	XP_006396003.1	Ag010G0990100
OG0014229	XP_006395997.1	Ag010G0999200
OG0014230	XP_006413144.1	Ag010G1003200
OG0014231	XP_006413076.1	Ag010G1009400
OG0014232	XP_006413065.2	Ag010G1011700
OG0014233	XP_006413064.1	Ag010G1011800
OG0014234	XP_006413033.1	Ag010G1015600
OG0014235	XP_006413031.1	Ag010G1015700
OG0014236	XP_024005168.1	Ag010G1016900
OG0014237	XP_006395666.1	Ag010G1020700
OG0014238	XP_006412993.1	Ag010G1021700
OG0014239	XP_006412992.1	Ag010G1022100
OG0014240	XP_006412981.1	Ag010G1023700
OG0014241	XP_006395665.1	Ag085G5415800
OG0014242	XP_006395648.1	Ag085G5417900
OG0014373	XP_006419132.1	Ag055G4900900
OG0014374	XP_006418858.1	Ag055G4903900
OG0014375	XP_006404431.1	Ag055G4907100
OG0014376	XP_006404426.1	Ag055G4907600
OG0014377	XP_006404425.1	Ag055G4908000
OG0014378	XP_006404422.1	Ag055G4908100
OG0014379	XP_006404408.1	Ag055G4908600
OG0014380	XP_006401575.2	Ag055G4912100
OG0014381	XP_006404250.1	Ag055G4917500
OG0014382	XP_006404259.1	Ag055G4919100
OG0014383	XP_006404262.1	Ag055G4919600
OG0014384	XP_006404268.1	Ag055G4920000
OG0014385	XP_006404274.1	Ag055G4920900
OG0014386	XP_006404283.1	Ag055G4922300
OG0014387	XP_006404287.1	Ag055G4923200
OG0014388	XP_006404315.1	Ag055G4923700
OG0014389	XP_006404307.1	Ag055G4925200
OG0014390	XP_006415800.1	Ag055G4926700
OG0014391	XP_006404324.1	Ag055G4930700
OG0014392	XP_006404334.2	Ag055G4931300
OG0014393	XP_006404339.1	Ag055G4932000, Ag055G4932100
OG0014394	XP_006398492.1	Ag074G5266400, Ag035G4082400
OG0014395	XP_006398499.1	Ag011G1166500, Ag074G5267700
OG0014396	XP_006395810.1	Ag074G5272200
OG0014397	XP_006405490.1	Ag005G0787500
OG0014398	XP_024014784.1	Ag005G0788100
OG0014399	XP_024014622.1	Ag005G0789200
OG0014400	XP_006412676.1	Ag047G4548100
OG0014401	XP_024013086.1	Ag013G1342500
OG0014402	XP_024003709.1	Ag013G1344000
OG0014403	XP_006400338.1	Ag013G1344800
OG0014404	XP_024012710.1	Ag013G1346400
OG0014405	XP_006400308.1	Ag013G1355700
OG0014406	XP_006400305.1	Ag013G1355900
OG0014407	XP_006400299.1	Ag013G1358400
OG0014408	XP_024012177.1	Ag013G1363600, Ag013G1363500
OG0014409	XP_006400278.1	Ag013G1364700
OG0014410	XP_006400273.1	Ag013G1365300
OG0014411	XP_006400256.1	Ag013G1369100
OG0014412	XP_006400229.1	Ag013G1375000
OG0014413	XP_006400227.1	Ag013G1375200
OG0014414	XP_006400222.1	Ag013G1376500
OG0014415	XP_006400216.1	Ag013G1380700, Ag013G1380600
OG0014416	XP_006400201.1	Ag013G1383200
OG0014418	XP_006400146.1	Ag013G1396200
OG0014419	XP_024007507.1	Ag013G1397400
OG0014420	XP_006400092.1	Ag013G1407200
OG0014421	XP_006412962.1	Ag013G1409200
OG0014422	XP_024012282.1	Ag013G1412000
OG0014423	XP_006400065.1	Ag013G1413500
OG0014424	XP_006400057.1	Ag013G1416400
OG0014425	XP_006400041.1	Ag013G1419000
OG0014426	XP_006400022.1	Ag013G1425000
OG0014427	XP_024012634.1	Ag013G1425500
OG0014428	XP_006400019.1	Ag013G1425600
OG0014429	XP_006399994.2	Ag013G1433900
OG0014430	XP_006399982.1	Ag013G1439000
OG0014431	XP_006399979.1	Ag013G1441200
OG0014432	XP_006399969.1	Ag013G1442200
OG0014433	XP_006414823.1	Ag013G1443100
OG0014434	XP_006399968.1	Ag013G1443300
OG0014435	XP_024011955.1	Ag013G1443900
OG0014436	XP_006399963.1	Ag013G1444700
OG0014437	XP_006399952.1	Ag013G1446200
OG0014438	XP_006399938.1	Ag013G1448600
OG0014439	XP_024012509.1	Ag013G1450300
OG0014440	XP_006399924.1	Ag013G1452000
OG0014441	XP_006399918.1	Ag013G1452500
OG0014442	XP_006399916.1	Ag013G1452800
OG0014443	XP_006399892.1	Ag013G1455700
OG0014444	XP_006399891.1	Ag013G1455800
OG0014445	XP_006399884.1	Ag013G1456300
OG0014446	XP_006399876.1	Ag013G1459600
OG0014447	XP_006399832.2	Ag013G1467000
OG0014448	XP_006399831.1	Ag013G1467100
OG0014449	XP_006399800.1	Ag013G1476700
OG0014450	XP_024012211.1	Ag013G1480400
OG0014451	XP_006414153.1	Ag013G1482300, Ag013G1483100
OG0014452	XP_006399750.1	Ag013G1486600
OG0014453	XP_006399744.1	Ag013G1487200
OG0014454	XP_024012328.1	Ag013G1488700
OG0014455	XP_006399733.1	Ag013G1489300
OG0014456	XP_006399691.1	Ag013G1497200
OG0014457	XP_006399685.1	Ag013G1498400, Ag013G1498200
OG0014458	XP_006412936.1	Ag013G1499600
OG0014459	XP_006399668.1	Ag013G1499800, Ag013G1500000
OG0014460	XP_024007657.1	Ag013G1504300
OG0014461	XP_024012353.1	Ag013G1504500
OG0014462	XP_006399629.1	Ag013G1506400
OG0014463	XP_024012074.1	Ag013G1511400
OG0014464	XP_006399603.1	Ag013G1513000
OG0014465	XP_024011419.1	Ag013G1513100
OG0014466	XP_006399600.2	Ag013G1513300
OG0014467	XP_006399589.1	Ag013G1514900
OG0014468	XP_006399586.1	Ag013G1515200
OG0014469	XP_006399582.1	Ag013G1515800
OG0014470	XP_006399566.1	Ag013G1519500
OG0014471	XP_006399563.2	Ag013G1519600
OG0014472	XP_024012372.1	Ag013G1521000
OG0014473	XP_006399554.1	Ag013G1522500
OG0014474	XP_024011632.1	Ag013G1522600
OG0014475	XP_006399548.1	Ag013G1523600
OG0014476	XP_006399533.1	Ag013G1526000
OG0014477	XP_006399513.1	Ag013G1529100
OG0014478	XP_024012603.1	Ag013G1530500
OG0014479	XP_006399501.1	Ag013G1530600
OG0014480	XP_006399486.1	Ag013G1533200
OG0014481	XP_006403091.1	Ag007G0863600, Ag013G1538100
OG0014482	XP_006399441.1	Ag013G1542400
OG0014483	XP_006399424.1	Ag013G1545200
OG0014484	XP_006399423.1	Ag013G1545300
OG0014485	XP_006399387.1	Ag013G1549500
OG0014486	XP_024012633.1	Ag013G1551200
OG0014487	XP_006399356.1	Ag013G1552600
OG0014488	XP_024011635.1	Ag013G1554600
OG0014489	XP_006418674.1	Ag013G1556100
OG0014490	XP_006399325.1	Ag013G1556900
OG0014491	XP_006399322.1	Ag013G1557200
OG0014493	XP_006399292.1	Ag013G1562000
OG0014494	XP_024015015.1, XP_024012102.1	Ag013G1563100
OG0014495	XP_006399242.1	Ag013G1568400
OG0014496	XP_024012618.1	Ag013G1570700
OG0014497	XP_006396516.2	Ag013G1571600
OG0014498	XP_024005128.1	Ag013G1577800
OG0014499	XP_006413349.1	Ag013G1578600
OG0014500	XP_006413363.1	Ag013G1579700
OG0014501	XP_006413365.1	Ag013G1579900
OG0014502	XP_006413383.1	Ag013G1581700
OG0014503	XP_006413388.1	Ag013G1581900
OG0014504	XP_006413395.2	Ag013G1582300
OG0014505	XP_006408729.1	Ag013G1582700
OG0014506	XP_024009647.1	Ag013G1584400
OG0014507	XP_024009778.1	Ag013G1584500
OG0014508	XP_006408728.1	Ag013G1585000
OG0014509	XP_006409720.1	Ag013G1585100
OG0014510	XP_006397283.1	Ag013G1585300
OG0014511	XP_006397374.1	Ag013G1586300
OG0014512	XP_024006382.1	Ag013G1586400
OG0014513	XP_006408611.1	Ag013G1587000
OG0014514	XP_006408610.1	Ag013G1587100
OG0014515	XP_024015827.1	Ag013G1590400
OG0014516	XP_006408622.1	Ag013G1590900
OG0014517	XP_024016078.1	Ag013G1593400
OG0014518	XP_006408712.1	Ag013G1593700
OG0014519	XP_006408713.1	Ag013G1593800
OG0014520	XP_006409754.1	Ag013G1596500
OG0014521	XP_006409796.1	Ag013G1598700
OG0014522	XP_006409810.1	Ag013G1599500
OG0014523	XP_006409826.1	Ag013G1601400
OG0014524	XP_024003636.1	Ag013G1601800
OG0014525	XP_006409836.1	Ag013G1602400
OG0014526	XP_024016854.1	Ag013G1602700
OG0014527	XP_024003820.1	Ag013G1603800
OG0014528	XP_006415101.2, XP_024016856.1	Ag013G1604400
OG0014529	XP_006409860.1	Ag013G1604900
OG0014530	XP_006409876.1	Ag013G1606500
OG0014531	XP_024016675.1	Ag013G1607500
OG0014532	XP_024003723.1	Ag013G1608200
OG0014533	XP_006409898.1	Ag013G1608800
OG0014534	XP_006409899.1	Ag013G1608900
OG0014535	XP_024004261.1	Ag013G1610900
OG0014536	XP_006409946.1	Ag013G1613700
OG0014537	XP_006409950.1	Ag013G1614000
OG0014538	XP_006410008.1	Ag013G1620700
OG0014539	XP_006410019.1	Ag013G1621800
OG0014540	XP_006410024.1	Ag013G1622000
OG0014541	XP_006410047.1	Ag013G1624500
OG0014542	XP_006410061.1	Ag013G1625700
OG0014543	XP_006410080.1	Ag013G1630600
OG0014544	XP_006410090.1	Ag013G1631600
OG0014545	XP_006410136.1	Ag013G1633000
OG0014546	XP_006410132.1	Ag013G1633400
OG0014547	XP_006410188.2	Ag013G1639800
OG0014548	XP_006410247.1	Ag013G1643600
OG0014549	XP_006402846.2	Ag013G1645500
OG0014550	XP_006410263.1	Ag013G1645800
OG0014551	XP_006410264.2	Ag013G1645900
OG0014552	XP_006410265.1	Ag013G1646000
OG0014553	XP_006410281.1	Ag013G1647800
OG0014554	XP_006410283.2	Ag013G1648600, Ag013G1648700, Ag031G3409100
OG0014555	XP_006413461.1	Ag013G1650400
OG0014556	XP_024003761.1	Ag013G1654400
OG0014557	XP_006410327.1	Ag013G1655500
OG0014558	XP_006410337.1	Ag013G1656900
OG0014559	XP_006410341.1	Ag013G1658300
OG0014560	XP_006410346.1	Ag013G1659000
OG0014561	XP_006410393.1	Ag013G1660300
OG0014562	XP_006410380.1	Ag013G1661600
OG0014563	XP_006410364.1	Ag013G1663600
OG0014564	XP_024004256.1	Ag013G1664900
OG0014565	XP_006410407.1	Ag013G1668000
OG0014566	XP_006410409.1	Ag013G1668400
OG0014567	XP_006410429.1	Ag013G1670200
OG0014568	XP_006410430.2	Ag013G1670300
OG0014569	XP_006410482.1	Ag013G1675300
OG0014570	XP_006403239.1	Ag013G1677900
OG0014571	XP_024013286.1, XP_006409823.2	Ag013G1681000
OG0014572	XP_006403192.1	Ag013G1682600
OG0014573	XP_024013249.1	Ag013G1682700
OG0014574	XP_006403176.1	Ag013G1682900
OG0014575	XP_006403175.1	Ag013G1683100
OG0014576	XP_006403164.1	Ag013G1684700
OG0014577	XP_006403155.1	Ag013G1685400
OG0014578	XP_006403135.1	Ag013G1688300
OG0014579	XP_024013273.1	Ag013G1688400
OG0014580	XP_006403132.2	Ag013G1688600
OG0014581	XP_006403125.1	Ag013G1689300
OG0014582	XP_006413323.1	Ag013G1694200
OG0014583	XP_006413317.1	Ag013G1694700
OG0014584	XP_006413313.1	Ag013G1695400
OG0014585	XP_006413305.1	Ag013G1696600
OG0014586	XP_024005592.1	Ag013G1696700
OG0014587	XP_006413297.1	Ag013G1698800
OG0014588	XP_006413295.1	Ag013G1699000
OG0014589	XP_006393531.1	Ag013G1702600
OG0014590	XP_006393556.1	Ag013G1703000
OG0014591	XP_006393565.2	Ag013G1703800
OG0014592	XP_024006240.1	Ag013G1705500
OG0014593	XP_006393596.1	Ag013G1706000
OG0014594	XP_006415746.1	Ag013G1707100
OG0014595	XP_006393684.1	Ag013G1707200
OG0014596	XP_006390169.1	Ag048G4654700, Ag013G1707800
OG0014597	XP_006393673.1	Ag013G1708200
OG0014598	XP_006393667.1	Ag013G1708700
OG0014599	XP_024006262.1	Ag013G1709600
OG0014600	XP_006393637.1	Ag013G1710100
OG0014601	XP_006415732.1	Ag013G1713300
OG0014602	XP_006415731.1	Ag013G1713400
OG0014603	XP_006415720.1	Ag013G1714100
OG0014604	XP_006415713.2	Ag013G1715000
OG0014605	XP_006415693.1	Ag013G1716900
OG0014606	XP_006415684.1	Ag013G1718100
OG0014607	XP_006415670.1	Ag013G1720300
OG0014608	XP_006415667.1	Ag013G1720400
OG0014609	XP_006415656.1	Ag013G1721400
OG0014610	XP_024008925.1	Ag013G1726100
OG0014611	XP_006415596.1	Ag013G1728500
OG0014612	XP_006415577.1	Ag013G1730700
OG0014613	XP_006415564.1	Ag013G1732600
OG0014614	XP_006415555.1	Ag013G1734200
OG0014615	XP_006415544.1	Ag013G1736400
OG0014616	XP_006415538.1	Ag013G1737500
OG0014617	XP_006415525.1	Ag013G1740200
OG0014618	XP_006418917.2, XP_024008559.1	Ag013G1741000
OG0014619	XP_006415514.1	Ag013G1741200
OG0014620	XP_006415464.2	Ag013G1745700
OG0014621	XP_006415459.1	Ag013G1746000
OG0014622	XP_006415457.1	Ag013G1746200
OG0014623	XP_006413418.1	Ag013G1746600
OG0014624	XP_006415446.1	Ag013G1747200
OG0014625	XP_006415440.1	Ag013G1747800
OG0014626	XP_006415437.1	Ag013G1748300
OG0014627	XP_006415408.1	Ag013G1752100
OG0014628	XP_006415402.1	Ag013G1752300
