Orthogroup	Eutrema_salsugineum	Arabidopsis_lyrata_NCBI
OG0015397	XP_006413812.1	XP_020875590.1
OG0015398	XP_006413810.1	XP_020875589.1
OG0015399	XP_006413803.1	XP_002869899.1
OG0015400	XP_006413798.1	XP_002869895.2
OG0015401	XP_006413795.2	XP_020872902.1
OG0015402	XP_006413790.1	XP_020872906.1
OG0015403	XP_006413788.1	XP_002867854.1
OG0015404	XP_006414447.1	XP_002871951.1
OG0015405	XP_006413772.1	XP_020873714.1
OG0015406	XP_006413771.1	XP_020873497.1
OG0015407	XP_024005516.1	XP_002869877.1
OG0015408	XP_006413749.1	XP_020873257.1
OG0015409	XP_024011022.1	XP_020881291.1
OG0015410	XP_006413733.1	XP_020873824.1
OG0015411	XP_024005159.1	XP_020873234.1
OG0015412	XP_006393748.1	XP_002893977.1
OG0015413	XP_006413724.1	XP_020873270.1
OG0015414	XP_024005651.1	XP_002867926.1
OG0015415	XP_006413956.2	XP_020872090.1
OG0015417	XP_006405268.1	XP_020876968.1
OG0015419	XP_006405260.1	XP_002865541.1
OG0015420	XP_006403394.1	XP_020869468.1
OG0015421	XP_006414365.1	XP_020873958.1
OG0015422	XP_006414341.1	XP_002868130.1
OG0015423	XP_006414329.1	XP_020873961.1
OG0015424	XP_006414361.1	XP_002868139.1
OG0015425	XP_006414326.1	XP_002870144.1
OG0015426	XP_024004679.1	XP_002868107.1
OG0015427	XP_006414304.1	XP_020875164.1
OG0015428	XP_024005861.1	XP_020875277.1
OG0015429	XP_006414285.1	XP_020874001.1
OG0015430	XP_006408558.1	XP_002882155.1
OG0015431	XP_006408554.1	XP_020887055.1
OG0015432	XP_006408552.1	XP_020887054.1
OG0015433	XP_006408551.1	XP_020886462.1
OG0015434	XP_006408540.1	XP_020885946.1
OG0015435	XP_006408525.1	XP_020887463.1
OG0015436	XP_006408516.2	XP_020886090.1
OG0015437	XP_024007377.1	XP_020867755.1
OG0015438	XP_006393846.1	XP_002865061.1
OG0015439	XP_006393835.1	XP_020881924.1
OG0015440	XP_024007178.1	XP_002887679.1
OG0015441	XP_006393830.1	XP_020887408.1
OG0015442	XP_006406769.1	XP_020880290.1
OG0015443	XP_024006689.1	XP_002866769.1
OG0015444	XP_006393803.2	XP_020883927.1
OG0015445	XP_024007481.1	XP_002866775.1
OG0015446	XP_006393792.1	XP_020871739.1
OG0015447	XP_006403739.1	XP_020881767.1
OG0015448	XP_024012771.1	XP_002878522.1
OG0015449	XP_024012795.1	XP_002878521.1
OG0015450	XP_006402267.1	XP_002876725.1
OG0015451	XP_006402270.1	XP_020881763.1
OG0015452	XP_006402277.1	XP_002876721.1
OG0015453	XP_024012808.1	XP_020882106.1
OG0015454	XP_006402289.1	XP_002878509.1
OG0015455	XP_006402288.1	XP_020882118.1
OG0015456	XP_006402307.2	XP_020882169.1
OG0015457	XP_006402309.1	XP_002876708.1
OG0015458	XP_006402321.1	XP_002876698.1
OG0015459	XP_006402332.1	XP_020879708.1
OG0015460	XP_006402338.1	XP_002876691.1
OG0015461	XP_006402342.2	XP_020882155.1
OG0015462	XP_006402348.2	XP_002878474.1
OG0015463	XP_024012886.1	XP_002876681.1
OG0015464	XP_006402381.1	XP_002876671.1
OG0015465	XP_024012784.1	XP_020879869.1
OG0015466	XP_006402397.1	XP_002878444.1
OG0015467	XP_024012798.1	XP_020880148.1
OG0015468	XP_006402421.1	XP_002878427.2
OG0015470	XP_006402434.1	XP_020880836.1
OG0015471	XP_006402436.2	XP_020880842.1
OG0015472	XP_006401900.2	XP_002864138.1
OG0015473	XP_006402460.2	XP_020881594.1
OG0015474	XP_006402471.2	XP_002876620.1
OG0015475	XP_006402475.1	XP_002876618.1
OG0015476	XP_006402485.2	XP_002876611.1
OG0015477	XP_024012888.1	XP_020880200.1
OG0015478	XP_006402516.1	XP_002876596.1
OG0015479	XP_024012912.1	XP_020880419.1
OG0015480	XP_006402534.1	XP_020881140.1
OG0015481	XP_006402535.1	XP_020881141.1
OG0015482	XP_024016084.1	XP_002878899.1
OG0015483	XP_006402575.1	XP_020880429.1
OG0015484	XP_006402581.1	XP_020881182.1
OG0015485	XP_006402591.1	XP_020880135.1
OG0015486	XP_006415870.1	XP_002893427.1
OG0015487	XP_006402597.1	XP_020882180.1
OG0015488	XP_024012832.1	XP_020880874.1
OG0015489	XP_006402616.1	XP_020880110.1
OG0015490	XP_006402631.1	XP_002878307.1
OG0015491	XP_006402638.1	XP_020880249.1
OG0015492	XP_006402657.1	XP_020880117.1
OG0015493	XP_006402680.1	XP_020879720.1
OG0015494	XP_006402693.1	XP_002876501.1
OG0015495	XP_006414489.1	XP_002876500.1
OG0015496	XP_006396136.1	XP_020888163.1
OG0015497	XP_024012987.1	XP_020880538.1
OG0015498	XP_006402745.2	XP_002878242.1
OG0015500	XP_006402763.1	XP_002878232.1
OG0015501	XP_006402774.1	XP_002878227.1
OG0015502	XP_006402778.1	XP_020880569.1
OG0015503	XP_006402782.1	XP_020880557.1
OG0015504	XP_006402785.1	XP_002878223.1
OG0015505	XP_024012846.1	XP_002878222.2
OG0015506	XP_006402816.1	XP_002878182.1
OG0015507	XP_024013031.1	XP_020880799.1
OG0015508	XP_006402838.1	XP_020880800.1
OG0015509	XP_024012964.1	XP_020881357.1
OG0015510	XP_006402860.1	XP_020881228.1
OG0015511	XP_024012799.1	XP_020879754.1
OG0015512	XP_006402867.1	XP_020882244.1
OG0015513	XP_006402881.1	XP_020880872.1
OG0015514	XP_024008045.1	XP_020875634.1
OG0015515	XP_006408799.1	XP_020883625.1
OG0015516	XP_006402917.1	XP_020881229.1
OG0015517	XP_006402957.1	XP_020881517.1
OG0015518	XP_006402963.1	XP_002876377.1
OG0015519	XP_006402970.1	XP_020880242.1
OG0015520	XP_006419082.2	XP_020881127.1
OG0015521	XP_006402985.1	XP_002876367.1
OG0015522	XP_006402989.1	XP_020882575.1
OG0015523	XP_024013004.1	XP_002878074.2
OG0015524	XP_006403015.1	XP_020880891.1
OG0015525	XP_006403020.1	XP_020882511.1
OG0015526	XP_006403032.1	XP_020879841.1
OG0015527	XP_006403035.1	XP_002878056.1
OG0015528	XP_006403401.1	XP_002878051.1
OG0015529	XP_006403414.1	XP_020880202.1
OG0015530	XP_006403413.1	XP_020880203.1
OG0015531	XP_006403434.1	XP_002876318.1
OG0015532	XP_006391742.1	XP_020890195.1
OG0015533	XP_006403464.1	XP_002876299.1
OG0015534	XP_006403467.1	XP_002878031.1
OG0015535	XP_006403471.1	XP_020882367.1
OG0015536	XP_006403480.1	XP_020881586.1
OG0015537	XP_006403483.1	XP_002876289.1
OG0015538	XP_006395332.1	XP_020882278.1
OG0015539	XP_006403487.1	XP_002876285.1
OG0015540	XP_006403496.1	XP_020881542.1
OG0015541	XP_006403510.1	XP_002878009.1
OG0015542	XP_006403514.1	XP_002878006.1
OG0015543	XP_006403521.1	XP_020882158.1
OG0015544	XP_006403524.2	XP_002876276.1
OG0015545	XP_006403529.1	XP_020880470.1
OG0015546	XP_006391187.1	XP_002888640.1
OG0015547	XP_006403552.1	XP_020881312.1
OG0015548	XP_006403557.1	XP_002876261.1
OG0015549	XP_024013429.1	XP_020879943.1
OG0015550	XP_006403573.1	XP_020880618.1
OG0015551	XP_006403578.1	XP_020879620.1
OG0015552	XP_006403581.1	XP_020881773.1
OG0015553	XP_006403582.1	XP_002877974.1
OG0015554	XP_006391874.1, XP_006403600.1	XP_002876249.1
OG0015555	XP_024007003.1	XP_020891123.1
OG0015556	XP_024014709.1	XP_002883685.1
OG0015557	XP_006403633.1	XP_020881463.1
OG0015558	XP_006403637.1	XP_020882458.1
OG0015559	XP_006403644.1	XP_002876230.1
OG0015560	XP_024013832.1	XP_020881323.1
OG0015561	XP_006403675.1	XP_002877926.1
OG0015562	XP_006409010.1	XP_002886301.1
OG0015563	XP_024013439.1	XP_020881158.1
OG0015564	XP_006403735.1	XP_020881378.1
OG0015565	XP_024013547.1	XP_002877896.1
OG0015566	XP_024013698.1	XP_002877889.1
OG0015567	XP_006403780.1	XP_002876165.1
OG0015568	XP_024013521.1	XP_020880194.1
OG0015569	XP_006403785.1	XP_002876159.1
OG0015570	XP_006403797.1	XP_020881999.1
OG0015571	XP_006401652.1	XP_020884385.1
OG0015572	XP_006401666.1	XP_020885719.1
OG0015573	XP_006401702.1	XP_020888513.1
OG0015574	XP_006401705.1	XP_002864243.1
OG0015575	XP_006401720.1	XP_002865969.1
OG0015576	XP_006401721.1	XP_002864235.1
OG0015577	XP_006414396.1	XP_002868163.1
OG0015578	XP_006418742.1	XP_002883522.1
OG0015579	XP_006418741.2	XP_020887939.1
OG0015580	XP_006418731.1	XP_020888495.1
OG0015581	XP_006418721.1	XP_020886160.1
OG0015582	XP_006418716.1	XP_020888777.1
OG0015583	XP_006418701.1	XP_002885671.1
OG0015584	XP_006418697.2	XP_020886071.1
OG0015585	XP_006418686.1	XP_020889352.1
OG0015586	XP_024009649.1	XP_002883574.1
OG0015587	XP_006418656.1	XP_002863091.1
OG0015588	XP_006418648.1	XP_002883590.1
OG0015589	XP_024009561.1	XP_002883591.1
OG0015590	XP_006418630.2	XP_020887961.1
OG0015591	XP_024009714.1	XP_020887963.1
OG0015592	XP_006418578.1	XP_002883636.1
OG0015593	XP_006418576.1	XP_002885751.1
OG0015594	XP_006418568.1	XP_002883646.1
OG0015595	XP_006418561.1	XP_020888098.1
OG0015596	XP_006418560.1	XP_002883649.2
OG0015597	XP_006418554.1	XP_020888955.1
OG0015598	XP_006418545.1	XP_002885774.1
OG0015599	XP_006418528.1	XP_002885787.1
OG0015600	XP_006395112.1	XP_020886020.1
OG0015601	XP_006396162.1	XP_020888659.1
OG0015602	XP_006396141.1	XP_020889007.1
OG0015603	XP_006419140.2	XP_020880971.1
OG0015604	XP_006396130.1	XP_002885803.1
OG0015605	XP_006418760.1	XP_020887401.1
OG0015606	XP_006391437.1	XP_002888549.1
OG0015607	XP_024012409.1	XP_020865625.1
OG0015608	XP_006391474.1	XP_020889597.1
OG0015609	XP_024010550.1	XP_020865655.1
OG0015610	XP_006391295.1	XP_020891445.1
OG0015611	XP_006391284.1	XP_020891139.1
OG0015612	XP_024007952.1	XP_020891365.1
OG0015613	XP_024014016.1	XP_020890213.1
OG0015614	XP_006391214.1	XP_002888627.1
OG0015615	XP_006391205.1	XP_020890715.1
OG0015616	XP_006391192.2	XP_002887160.2
OG0015617	XP_006391186.1	XP_002887157.1
OG0015618	XP_006391174.1	XP_020865904.1
OG0015619	XP_006391167.1	XP_020865664.1
OG0015620	XP_006397362.1	XP_002872352.1
OG0015621	XP_006395206.1	XP_020890594.1
OG0015622	XP_024007372.1	XP_002863924.1
OG0015623	XP_006395116.1	XP_002865670.1
OG0015624	XP_006395153.2	XP_020891769.1
OG0015625	XP_006395162.1	XP_002863907.1, XP_002863048.1
OG0015626	XP_006409198.1	XP_020886670.1
OG0015627	XP_006403052.1	XP_002868396.1
OG0015628	XP_006409176.1	XP_020887658.1
OG0015629	XP_006409172.1	XP_002886163.1
OG0015630	XP_006409161.1	XP_020886332.1
OG0015631	XP_006409156.1	XP_020889459.1
OG0015632	XP_024016552.1	XP_020888398.1
OG0015633	XP_024016566.1	XP_020886325.1
OG0015634	XP_006409110.1	XP_020889316.1
OG0015635	XP_006409106.1	XP_002884187.1
OG0015636	XP_006409093.1	XP_020888883.1
OG0015637	XP_006409066.1	XP_002886048.1
OG0015638	XP_006409062.1	XP_002886044.1
OG0015639	XP_006409058.1	XP_020888902.1
OG0015640	XP_006411386.1	XP_020884355.1
OG0015641	XP_006411377.1	XP_020884139.1
OG0015642	XP_024003860.1	XP_020883991.1
OG0015643	XP_006411362.1	XP_002881752.1
OG0015644	XP_024003784.1	XP_002881749.1
OG0015645	XP_006400215.1	XP_020879714.1
OG0015646	XP_024016762.1	XP_020883143.1
OG0015647	XP_006411337.1	XP_020885435.1
OG0015648	XP_024016724.1	XP_002879883.1
OG0015649	XP_006411295.1	XP_020883742.1
OG0015650	XP_024014809.1	XP_020874923.1
OG0015651	XP_006411284.1	XP_002881711.1
OG0015652	XP_006411282.1	XP_020882950.1
OG0015653	XP_006411259.1	XP_002879844.1
OG0015654	XP_024016813.1	XP_020883995.1
OG0015655	XP_006411236.1	XP_020884180.1
OG0015656	XP_006411235.1	XP_020884179.1
OG0015657	XP_006411228.1	XP_002881682.1
OG0015658	XP_006411194.1	XP_020883513.1
OG0015659	XP_006411191.1	XP_002881668.1
OG0015660	XP_006411183.1	XP_002879805.2
OG0015661	XP_006411168.1	XP_020883745.1
OG0015662	XP_006411133.2	XP_002881630.1
OG0015663	XP_006411120.1	XP_020883464.1
OG0015664	XP_024004243.1	XP_020885531.1
OG0015665	XP_006397356.1	XP_002882775.1
OG0015666	XP_006411110.2	XP_002881620.1
OG0015668	XP_024003963.1	XP_002879762.1
OG0015669	XP_006411084.1	XP_020882889.1
OG0015670	XP_024004292.1	XP_020882920.1
OG0015671	XP_024007534.1	XP_020880915.1
OG0015672	XP_006411070.1	XP_002879752.1
OG0015673	XP_006411053.1	XP_002881591.1
OG0015674	XP_006411048.1	XP_020882755.1
OG0015675	XP_024003859.1	XP_020882883.1
OG0015676	XP_024003827.1	XP_002879729.2
OG0015677	XP_006411015.1	XP_002881566.1
OG0015678	XP_006397260.1	XP_002874554.1
OG0015679	XP_006411006.1	XP_002881561.1
OG0015680	XP_006410972.1, XP_006410973.1	XP_020885383.1
OG0015681	XP_024004201.1	XP_002879707.1
OG0015682	XP_006408048.1	XP_002875637.1
OG0015683	XP_006410956.1	XP_020883399.1
OG0015684	XP_006410954.1	XP_002881524.1, XP_020884288.1
OG0015685	XP_006410917.1	XP_020883378.1
OG0015686	XP_006410904.1	XP_020885180.1
OG0015687	XP_006410903.1	XP_002881498.1
OG0015688	XP_006410899.1	XP_002879656.1
OG0015689	XP_006410890.1	XP_020883613.1
OG0015690	XP_006410889.1	XP_002881489.1
OG0015691	XP_024003969.1	XP_020883838.1
OG0015692	XP_006410878.1	XP_020883893.1
OG0015693	XP_024003914.1	XP_020884578.1
OG0015694	XP_006410861.1	XP_020885770.1
OG0015695	XP_006396744.1	XP_020877638.1
OG0015696	XP_024010117.1	XP_020877662.1
OG0015697	XP_006396703.1	XP_002874794.1
OG0015698	XP_006396696.1	XP_020877636.1
OG0015699	XP_006396691.1	XP_002874798.1
OG0015700	XP_006396680.1	XP_002874804.1
OG0015701	XP_006403300.1	XP_002865455.1
OG0015702	XP_006408596.2, XP_006412681.1	XP_020874796.1
OG0015703	XP_006396797.1	XP_020877743.1
OG0015704	XP_006403278.1	XP_020879625.1
OG0015705	XP_006396837.1	XP_020875880.1
OG0015706	XP_024010108.1	XP_020877647.1
OG0015707	XP_006404568.1	XP_002880372.2
OG0015708	XP_024014333.1	XP_002880377.1
OG0015709	XP_024014166.1	XP_002878549.1
OG0015710	XP_006404603.1	XP_020884479.1
OG0015711	XP_006404617.1	XP_020884185.1
OG0015712	XP_024014298.1	XP_002878563.1
OG0015713	XP_006404650.1	XP_002878582.1
OG0015714	XP_006404649.1	XP_020883046.1
OG0015715	XP_006404659.2	XP_002878587.2
OG0015716	XP_024014192.1	XP_002878604.2
OG0015717	XP_006404701.1	XP_020884637.1
OG0015718	XP_006404720.1	XP_002880452.1
OG0015719	XP_006404750.1	XP_002878638.1
OG0015720	XP_006404778.1	XP_020885240.1
OG0015721	XP_006404816.1	XP_002878677.1
OG0015722	XP_024014120.1	XP_020884086.1
OG0015723	XP_006404822.1	XP_020884080.1
OG0015724	XP_006404835.1	XP_002878687.2
OG0015725	XP_006404871.1	XP_002878705.1
OG0015726	XP_024014201.1	XP_002878860.1
OG0015727	XP_006405190.1	XP_020883315.1
OG0015728	XP_006408836.1	XP_002878909.1
OG0015729	XP_006408850.1	XP_002880742.1
OG0015730	XP_006405055.2	XP_020883036.1
OG0015731	XP_024016089.1	XP_020884531.1
OG0015732	XP_006408736.1	XP_020884449.1
OG0015733	XP_006408793.1	XP_020885109.1
OG0015734	XP_006405048.1	XP_002880634.1
OG0015735	XP_006408783.1	XP_020885374.1
OG0015736	XP_006398022.1	XP_020884954.1
OG0015737	XP_024013864.1	XP_002878748.1
OG0015738	XP_006405226.1	XP_020885415.1
OG0015739	XP_024007634.1	XP_020869343.1
OG0015740	XP_006395995.1	XP_002893943.1
OG0015741	XP_006393775.1	XP_020868437.1
OG0015742	XP_006393751.1	XP_002893975.1
OG0015743	XP_006393744.1	XP_002891285.2
OG0015744	XP_006393728.2	XP_002893987.1
OG0015745	XP_006396015.1	XP_002891225.1
OG0015746	XP_006396020.1	XP_002893915.1
OG0015747	XP_006396024.1	XP_020868905.1
OG0015748	XP_024013098.1	XP_020870094.1
OG0015749	XP_024010627.1	XP_002891198.1
OG0015750	XP_006397450.1	XP_020868625.1
OG0015751	XP_006397449.1	XP_020866466.1
OG0015752	XP_006397442.1	XP_002891182.1
OG0015753	XP_006397418.1	XP_020869397.1
OG0015754	XP_006397416.1	XP_002891108.1
OG0015755	XP_006396047.1	XP_020867439.1
OG0015756	XP_006396048.1	XP_002891102.1
OG0015757	XP_006396063.2	XP_020867316.1
OG0015758	XP_006396070.1	XP_020868951.1
OG0015759	XP_006396075.1	XP_002891089.1
OG0015760	XP_006396079.1	XP_002891083.1
OG0015761	XP_006415086.1	XP_002893769.1
OG0015762	XP_006397272.1	XP_020877488.1
OG0015763	XP_024010404.1	XP_020877458.1
OG0015764	XP_006397254.1	XP_020877463.1
OG0015765	XP_006397108.1	XP_002874604.1
OG0015766	XP_006397107.1	XP_002872489.1
OG0015767	XP_006397097.1	XP_020876794.1
OG0015768	XP_006397094.1	XP_002872493.1
OG0015769	XP_006397091.1	XP_020876854.1
OG0015770	XP_006397090.1	XP_020876855.1
OG0015771	XP_006397088.1	XP_002874613.1
OG0015772	XP_006397082.1	XP_020878560.1
OG0015773	XP_006397076.1	XP_020876688.1
OG0015774	XP_006397061.1	XP_002872516.1
OG0015775	XP_006397027.1	XP_002874639.1
OG0015776	XP_006396990.1	XP_020879098.1
OG0015777	XP_024009870.1	XP_020876555.1
OG0015778	XP_006396982.1	XP_002874661.1
OG0015779	XP_006396954.1	XP_020878808.1
OG0015780	XP_006396937.1	XP_002872555.1
OG0015781	XP_006396931.1	XP_020876071.1
OG0015782	XP_006396926.1	XP_002872570.1
OG0015783	XP_006396904.2	XP_002872587.1
OG0015784	XP_006396903.1	XP_020878318.1
OG0015785	XP_024010533.1	XP_020877443.1
OG0015786	XP_006396869.1	XP_020876523.1
OG0015787	XP_024009824.1	XP_020877024.1
OG0015788	XP_006396865.1	XP_002874711.1
OG0015789	XP_006400475.1	XP_002871866.1
OG0015790	XP_024006970.1	XP_002872208.1
OG0015791	XP_006398040.1	XP_020883562.1
OG0015792	XP_006395183.1	XP_002865635.1
OG0015793	XP_006394903.1	XP_020879589.1
OG0015794	XP_024007177.1	XP_020879101.1
OG0015795	XP_024007175.1	XP_020878668.1
OG0015796	XP_024006906.1	XP_002872245.1
OG0015797	XP_006394945.1	XP_020876950.1
OG0015798	XP_024007122.1	XP_002872272.1
OG0015799	XP_024007166.1	XP_002872273.1
OG0015800	XP_024007208.1	XP_020876910.1
OG0015801	XP_006408912.1	XP_020886939.1
OG0015802	XP_024014296.1, XP_006408914.1	XP_020888177.1
OG0015803	XP_006408915.1	XP_002883952.1
OG0015804	XP_006408925.1	XP_020887986.1
OG0015805	XP_006408926.1	XP_002883944.1
OG0015806	XP_006408941.1	XP_020886993.1
OG0015807	XP_006395993.1	XP_020887686.1
OG0015808	XP_024015998.1	XP_020887325.1
OG0015809	XP_024013491.1	XP_020879856.1
OG0015810	XP_024005570.1	XP_002869350.1
OG0015811	XP_006418985.1	XP_020880656.1
OG0015812	XP_006418989.1	XP_002877438.2
OG0015813	XP_024009638.1	XP_020880442.1
OG0015814	XP_006397998.1	XP_002880341.1
OG0015815	XP_024016697.1	XP_002880339.1
OG0015816	XP_006390324.1	XP_020883162.1
OG0015817	XP_006397977.1	XP_002882134.1
OG0015818	XP_006397973.1	XP_002882132.1
OG0015819	XP_006397972.1	XP_020883154.1
OG0015820	XP_006397971.1	XP_002882131.2
OG0015821	XP_006397965.1	XP_002882127.1
OG0015822	XP_006397955.1	XP_002882124.1
OG0015823	XP_006397949.1	XP_002880311.1
OG0015824	XP_024010687.1	XP_020883416.1
OG0015825	XP_006397898.1	XP_020883222.1
OG0015826	XP_006397886.1	XP_002882095.1
OG0015827	XP_006397882.1	XP_020884265.1
OG0015828	XP_006397880.1	XP_002880272.1
OG0015829	XP_024006148.1	XP_020885020.1, XP_002862756.1
OG0015830	XP_006397861.1	XP_020882876.1
OG0015831	XP_006397856.1	XP_020885069.1
OG0015832	XP_006397822.2	XP_020884943.1
OG0015833	XP_006397794.1	XP_020884050.1
OG0015834	XP_006397762.1	XP_002882038.1
OG0015835	XP_006397751.1	XP_020884250.1
OG0015836	XP_006397741.1	XP_002880188.1
OG0015837	XP_006397740.1	XP_002880187.1
OG0015838	XP_006397738.1	XP_002880185.1
OG0015839	XP_006397704.1	XP_002880167.1
OG0015840	XP_006397701.1	XP_002880165.1
OG0015841	XP_024010818.1	XP_020882744.1
OG0015842	XP_006397696.1	XP_020883937.1
OG0015843	XP_006409216.1	XP_020886293.1
OG0015844	XP_006397684.1	XP_020883047.1
OG0015845	XP_006397682.1	XP_002880151.1
OG0015846	XP_006397677.1	XP_002881992.1
OG0015847	XP_006397672.1	XP_020885644.1
OG0015849	XP_006396583.2	XP_020876343.1
OG0015850	XP_024010888.1	XP_002881980.2
OG0015851	XP_006397651.1	XP_020882768.1
OG0015852	XP_006397612.1	XP_002881961.1
OG0015853	XP_006397573.1	XP_002880076.1
OG0015854	XP_006397559.1	XP_002881935.1
OG0015855	XP_006397545.1	XP_002880064.1
OG0015856	XP_006397527.1	XP_020883600.1
OG0015857	XP_024010792.1	XP_020884207.1
OG0015858	XP_006397507.1	XP_020884586.1
OG0015859	XP_006397495.1	XP_020883302.1
OG0015860	XP_006397488.1	XP_020883354.1
OG0015861	XP_006411582.1	XP_002881886.1
OG0015862	XP_006411569.2	XP_020885319.1
OG0015863	XP_006411562.1	XP_020885410.1
OG0015864	XP_006411558.1	XP_002880007.1
OG0015865	XP_006411556.1	XP_002880006.2
OG0015866	XP_006411544.1	XP_020882992.1
OG0015867	XP_006411535.1	XP_002881866.1
OG0015868	XP_006411533.1	XP_002881865.1
OG0015869	XP_006411521.1	XP_020883439.1
OG0015870	XP_006411486.1	XP_002881828.1
OG0015871	XP_006411465.1	XP_002879962.1
OG0015872	XP_006411441.1	XP_020883757.1
OG0015873	XP_006411458.1	XP_020885343.1
OG0015874	XP_006411460.1	XP_002881807.1
OG0015875	XP_006411461.1	XP_020883576.1
OG0015876	XP_006411422.1	XP_020884164.1
OG0015877	XP_006411419.2	XP_002879936.1
OG0015878	XP_024003816.1	XP_020883865.1
OG0015879	XP_006398432.2	XP_020882605.1
OG0015880	XP_006398398.1	XP_020888114.1
OG0015881	XP_006408476.1	XP_002884288.1
OG0015882	XP_006408473.1	XP_020888148.1
OG0015883	XP_006408470.1	XP_020888142.1
OG0015884	XP_024015417.1	XP_002884292.1
OG0015885	XP_006408459.1	XP_002884294.1
OG0015886	XP_006408457.1	XP_020888161.1
OG0015887	XP_006408447.1	XP_002884303.1
OG0015889	XP_006408446.1	XP_020886123.1
OG0015890	XP_006408438.1	XP_020886917.1
OG0015891	XP_006408428.1	XP_002882219.1
OG0015892	XP_006408427.1	XP_020886900.1
OG0015893	XP_006408417.1	XP_002884320.1
OG0015894	XP_006408409.1	XP_020887332.1
OG0015895	XP_006408392.1	XP_020888067.1
OG0015896	XP_006408391.1	XP_020888068.1
OG0015897	XP_006408390.1	XP_020888066.1
OG0015898	XP_024015344.1	XP_002882249.1
OG0015900	XP_006408380.1	XP_020889330.1
OG0015901	XP_006408362.1	XP_020887903.1
OG0015902	XP_006408355.1	XP_020889456.1
OG0015903	XP_006408353.1	XP_020885900.1, XP_020886485.1
OG0015904	XP_006408331.1	XP_020887190.1
OG0015905	XP_006408321.1	XP_002884367.1
OG0015906	XP_006408294.1	XP_020888894.1
OG0015907	XP_006408278.1	XP_002884404.1
OG0015908	XP_006408270.1	XP_020888933.1
OG0015909	XP_024015468.1	XP_002882306.1
OG0015911	XP_024015395.1	XP_002884417.1
OG0015912	XP_006408236.1	XP_002884422.1
OG0015913	XP_006408232.1	XP_002884423.1
OG0015914	XP_006408220.1	XP_020887016.1
OG0015915	XP_006408219.1	XP_020887013.1
OG0015916	XP_006408205.1	XP_020887001.1
OG0015917	XP_006408193.1	XP_020889021.1
OG0015918	XP_006408183.1	XP_020889341.1
OG0015919	XP_006408146.1	XP_020889398.1
OG0015920	XP_006408142.2	XP_020886522.1
OG0015921	XP_006408105.1	XP_002882400.1
OG0015922	XP_006408101.1	XP_002882403.1
OG0015923	XP_006408093.1	XP_020886780.1
OG0015924	XP_006408081.1	XP_002882410.2
OG0015925	XP_006406070.2	XP_020874229.1
OG0015926	XP_024015347.1	XP_002882420.1
OG0015927	XP_024015791.1	XP_020886155.1
OG0015928	XP_006408037.1	XP_020887211.1
OG0015929	XP_006408035.1	XP_020886802.1
OG0015930	XP_024015416.1	XP_002882434.1
OG0015931	XP_006408025.1	XP_002884536.1
OG0015932	XP_006408024.1	XP_020887893.1
OG0015933	XP_006405874.2	XP_020875666.1
OG0015934	XP_006407977.2	XP_020889250.1
OG0015936	XP_006407954.1	XP_020887551.1
OG0015937	XP_006407947.1	XP_002884579.1
OG0015938	XP_006407946.1	XP_020887526.1
OG0015939	XP_006397255.1	XP_020886787.1
OG0015940	XP_006407897.1	XP_020887995.1
OG0015941	XP_006407886.1	XP_002884616.1
OG0015942	XP_024015239.1	XP_020889275.1
OG0015943	XP_024015315.1	XP_002882508.1
OG0015944	XP_024015593.1	XP_020887080.1
OG0015945	XP_006407825.1	XP_002882535.1
OG0015946	XP_006407823.1	XP_020889567.1
OG0015947	XP_006407816.1	XP_020885964.1
OG0015948	XP_006407813.1	XP_002882540.1
OG0015949	XP_006407809.1	XP_002882542.1
OG0015950	XP_024014874.1	XP_020889303.1
OG0015951	XP_006407798.1	XP_002882550.1
OG0015952	XP_006407788.1	XP_020888868.1
OG0015953	XP_006407787.1	XP_020888508.1
OG0015954	XP_006407772.1	XP_002882566.1
OG0015955	XP_024014862.1	XP_020887358.1
OG0015956	XP_006407724.1	XP_002882594.1
OG0015957	XP_024015125.1	XP_020888742.1
OG0015958	XP_006407716.1	XP_020887582.1
OG0015959	XP_006407714.1	XP_002884709.1
OG0015960	XP_024015552.1	XP_020885929.1
OG0015961	XP_006407704.1	XP_002884721.1
OG0015962	XP_006407703.1	XP_020886086.1
OG0015963	XP_006407699.1	XP_020886213.1
OG0015964	XP_006407691.2	XP_020886600.1
OG0015965	XP_006407674.1	XP_002882620.1
OG0015966	XP_006407668.1	XP_002882623.1
OG0015967	XP_006418812.1	XP_002884742.1
OG0015968	XP_006407656.1	XP_020885886.1
OG0015969	XP_006407649.1	XP_020885881.1
OG0015970	XP_006407645.2	XP_020887507.1
OG0015971	XP_006407644.1	XP_002882635.1
OG0015972	XP_006407631.1	XP_002884758.1
OG0015973	XP_006407629.1	XP_002882641.1
OG0015974	XP_006407624.1	XP_020888374.1
OG0015975	XP_006407610.1	XP_002882651.1
OG0015976	XP_006407609.1	XP_020886400.1
OG0015977	XP_006391131.1	XP_002887186.1
OG0015978	XP_006407594.1	XP_002882657.1
OG0015979	XP_006407584.1	XP_002884789.1
OG0015980	XP_006407578.1	XP_002884790.1
OG0015981	XP_006407573.1	XP_002882666.1
OG0015982	XP_006407574.1	XP_020886488.1
OG0015983	XP_006407560.1	XP_020886650.1
OG0015984	XP_006407521.1	XP_020886855.1
