Orthogroup	Aethionema_saxatile	Alyssum_gmelinii
OG0012882	As008G187250, As003G072380, As001G014950	Ag003G287870
OG0012883	As001G015090	Ag003G284170
OG0012884	As001G015140	Ag003G292670
OG0012885	As001G015680	Ag007G579700
OG0012886	As004G078740, As001G015700	Ag007G579670
OG0012887	As004G078990, As001G015910	Ag007G579320
OG0012888	As001G015960	Ag007G579180
OG0012889	As001G016910	Ag007G578190
OG0012890	As001G016940	Ag007G578150
OG0012892	As001G017610	Ag001G101610
OG0012893	As001G017840	Ag001G101810
OG0012894	As001G017870	Ag001G101870
OG0012895	As001G017880	Ag001G101880
OG0012896	As001G018010, As004G083020	Ag001G101950
OG0012897	As001G018090	Ag001G074390
OG0012898	As001G018230	Ag001G101830
OG0012899	As001G018370	Ag004G364590
OG0012900	As001G018490	Ag004G364640
OG0012901	As001G018520	Ag004G365340, Ag004G364750
OG0012902	As001G018680	Ag004G365570, Ag004G365030
OG0012903	As001G018750	Ag004G365760, Ag004G365220
OG0012904	As001G018780	Ag004G365250, Ag004G365790, Ag001G090580
OG0012905	As001G018800	Ag004G365820
OG0012906	As001G018970	Ag004G366370
OG0012907	As001G019020	Ag004G366400
OG0012908	As001G019030	Ag004G366450
OG0012909	As001G019380	Ag004G367380
OG0012910	As001G019390	Ag004G367470
OG0012911	As001G019670	Ag004G368320
OG0012912	As001G019760	Ag004G368690
OG0012913	As001G019920	Ag004G369040
OG0012914	As001G020050, As001G019940	Ag004G369140
OG0012915	As001G020170	Ag004G369750
OG0012916	As001G020240	Ag004G369450
OG0012917	As001G020360	Ag004G370020
OG0012918	As001G020390	Ag004G370110
OG0012919	As001G020880	Ag004G371870
OG0012920	As001G020940	Ag004G372120
OG0012921	As001G020970	Ag004G372300
OG0012922	As001G021020	Ag004G373080
OG0012923	As001G021140	Ag004G372520
OG0012924	As001G021180	Ag004G373500
OG0012925	As001G021450	Ag004G374250, Ag005G420040
OG0012927	As001G021470	Ag004G374410
OG0012928	As001G021520	Ag004G313110
OG0012929	As001G021570	Ag004G374880
OG0012930	As001G021600	Ag004G375140
OG0012931	As001G021990	Ag004G377850
OG0012932	As001G022280	Ag008G658400, Ag003G280130
OG0012934	As001G022340	Ag004G382670
OG0012935	As001G022430	Ag001G067590
OG0012936	As001G022730	Ag005G469950
OG0012937	As001G022770	Ag008G657920, Ag008G659120
OG0012938	As001G022790	Ag007G608030
OG0012939	As001G022890	Ag008G658890, Ag008G659550
OG0012940	As001G023060	Ag008G660260
OG0012941	As001G023130	Ag001G032700
OG0012942	As001G023500	Ag004G385190
OG0012943	As001G023580	Ag008G660800
OG0012944	As001G023810	Ag008G661570
OG0012945	As001G023840	Ag008G661750
OG0012946	As001G023980, As008G183430	Ag004G319470
OG0012947	As001G023990	Ag004G333060
OG0012948	As001G024290	Ag008G662750, Ag005G471810
OG0012949	As001G024440	Ag008G663190
OG0012950	As001G024540	Ag008G663440
OG0012951	As001G024920	Ag008G665120
OG0012953	As001G025140	Ag008G665970
OG0012954	As001G025180	Ag008G666120
OG0012955	As001G025320	Ag008G666360
OG0012957	As001G025490	Ag008G666990
OG0012958	As001G025600	Ag008G667230
OG0012959	As001G025620, As001G025630	Ag008G667250
OG0012960	As001G025860	Ag008G667960
OG0012961	As001G025900	Ag008G668300
OG0012962	As001G026010	Ag008G668610
OG0012963	As001G026020, As005G112790	Ag008G668690
OG0012964	As001G026050	Ag008G668780
OG0012965	As001G026210	Ag008G669060
OG0012966	As001G026300	Ag007G654160
OG0012967	As001G026440	Ag008G669750
OG0012968	As001G026690	Ag008G670940
OG0012969	As001G026700	Ag008G671060
OG0012970	As001G026790	Ag008G671860
OG0012971	As001G026950	Ag005G435870, Ag005G415500
OG0012972	As001G027170	Ag008G725040
OG0012973	As001G027180	Ag008G672230
OG0012974	As001G027210	Ag004G342830
OG0012975	As001G027410	Ag001G077370
OG0012976	As001G027660	Ag007G584400
OG0012977	As001G027710	Ag008G699830
OG0012980	As001G028280, As004G077830	Ag007G647200
OG0012981	As001G028310	Ag004G356610
OG0012982	As001G028320	Ag004G356660
OG0012983	As001G028420	Ag004G357180
OG0012984	As001G028430, As004G077710	Ag004G357270
OG0012985	As001G028490	Ag004G357700
OG0012986	As001G028670	Ag004G358240
OG0012987	As001G028970	Ag004G359640
OG0012988	As001G029050	Ag004G359900, Ag002G193810
OG0012989	As001G029060	Ag004G359980
OG0012990	As001G029360	Ag004G362490
OG0012991	As001G029440	Ag004G363670
OG0012992	As001G029490	Ag004G364120
OG0012993	As001G029500	Ag004G364100
OG0012994	As001G029580	Ag004G363880
OG0012995	As001G029970	Ag007G645800
OG0012996	As001G030060	Ag004G364370
OG0012997	As001G030140	Ag006G539070, Ag006G536540
OG0012998	As001G030240	Ag004G401970
OG0012999	As001G030390	Ag004G401650
OG0013000	As001G030650	Ag004G400020
OG0013002	As001G030720	Ag004G397990, Ag004G397970
OG0013003	As001G030730	Ag004G397980, Ag004G397950
OG0013004	As001G030820, As001G030830	Ag004G397070
OG0013005	As001G030860	Ag004G396990
OG0013006	As001G030890	Ag004G396530, Ag004G392000
OG0013007	As001G030920	Ag004G396510, Ag004G391980
OG0013008	As001G030930	Ag004G396490, Ag004G391920
OG0013009	As001G030960	Ag004G395400, Ag004G390610
OG0013010	As001G031120	Ag004G394410, Ag004G389440
OG0013011	As001G031190	Ag004G388850, Ag004G393800
OG0013012	As001G031260	Ag004G386980
OG0013013	As001G031360	Ag004G386470
OG0013014	As001G031390	Ag004G386120
OG0013015	As001G031500	Ag004G316680
OG0013016	As001G031620	Ag004G382530
OG0013017	As001G031720	Ag004G381900
OG0013018	As001G031900	Ag004G380860
OG0013019	As001G031930	Ag004G380820
OG0013020	As001G032100	Ag004G379680
OG0013021	As001G032130, As008G185320	Ag004G315150
OG0013022	As001G032170	Ag004G379490
OG0013023	As001G032180	Ag004G379450
OG0013024	As002G032520	Ag001G008460
OG0013028	As002G032830	Ag006G515580
OG0013029	As002G032870	Ag007G644890
OG0013030	As002G033090, As002G038070	Ag002G190230
OG0013031	As002G033220	Ag002G189600
OG0013032	As002G033470	Ag002G188780, Ag002G188770
OG0013033	As002G033480	Ag002G188820
OG0013034	As002G033600	Ag003G241020, Ag002G188420
OG0013035	As002G033820	Ag002G187860
OG0013036	As002G033870	Ag002G187450
OG0013037	As002G033910	Ag005G478190
OG0013038	As002G034060, As002G034050	Ag005G477890
OG0013039	As002G034100	Ag005G477790
OG0013040	As002G034450	Ag005G476760
OG0013041	As002G034460, As002G034620, As002G034550	Ag005G476750
OG0013042	As002G035000	Ag005G476260
OG0013043	As002G035180	Ag005G476050
OG0013044	As002G035240	Ag002G118900
OG0013045	As002G035270	Ag005G475980
OG0013046	As002G035330	Ag005G475920
OG0013047	As002G035350	Ag005G475900
OG0013048	As002G035360	Ag005G475890
OG0013049	As002G035640	Ag005G475660, Ag004G360630
OG0013050	As002G035660	Ag005G475640
OG0013051	As002G035730	Ag008G719430
OG0013052	As002G036090	Ag005G474820
OG0013053	As002G036100	Ag005G474780
OG0013054	As002G036160	Ag005G474730, Ag002G106720
OG0013055	As002G036430	Ag005G474470
OG0013056	As008G186240, As002G036600	Ag004G313370
OG0013057	As002G037040	Ag005G473680
OG0013058	As002G037400	Ag005G472720
OG0013059	As002G037430	Ag005G472660
OG0013060	As002G038180	Ag005G471840
OG0013061	As002G038190	Ag005G471830
OG0013062	As002G038480	Ag005G471740
OG0013063	As002G038730	Ag005G471700
OG0013064	As007G177910, As002G038790	Ag007G591500
OG0013065	As002G038880	Ag005G471400
OG0013066	As002G039180	Ag007G582350
OG0013067	As002G039600	Ag002G176700
OG0013068	As002G040090	Ag001G041320
OG0013069	As002G040170	Ag001G041340
OG0013070	As002G040200	Ag001G047110, Ag001G045680
OG0013071	As002G040650	Ag001G046870, Ag001G044570
OG0013072	As002G040860	Ag001G040640
OG0013073	As002G041340	Ag004G326830
OG0013074	As002G041650	Ag001G040980
OG0013075	As002G041750	Ag001G040390
OG0013076	As002G041920	Ag003G278550
OG0013077	As002G041970	Ag001G041080
OG0013078	As002G042200	Ag004G384740
OG0013080	As002G042410, As011G257720	Ag005G427210
OG0013081	As002G042880	Ag008G677130
OG0013082	As002G043140	Ag008G676600, Ag008G676590
OG0013083	As002G043260	Ag002G160170
OG0013084	As002G043460	Ag001G094810
OG0013085	As002G043590	Ag008G680270
OG0013088	As002G043890	Ag008G681220
OG0013089	As002G044050	Ag008G681610, Ag008G668450
OG0013090	As002G044140	Ag008G681750
OG0013092	As002G044690	Ag008G684640
OG0013093	As002G045230	Ag008G686480
OG0013094	As002G045280	Ag003G252640
OG0013095	As002G045550	Ag008G690150, Ag008G688280
OG0013096	As002G045560	Ag008G690160, Ag008G688270
OG0013098	As002G045640	Ag008G688210, Ag008G690240
OG0013099	As002G045670	Ag008G687980
OG0013100	As002G045680	Ag008G687970
OG0013101	As002G045690	Ag008G687850
OG0013102	As002G046020	Ag008G688610, Ag008G689880
OG0013103	As002G046080	Ag008G689590, Ag008G688910
OG0013104	As002G046290	Ag001G057760, Ag008G685470
OG0013105	As002G046320	Ag002G104720
OG0013107	As002G046610	Ag008G694020
OG0013108	As002G046620	Ag008G694030
OG0013109	As002G046630	Ag008G694040
OG0013110	As002G046660	Ag008G694100
OG0013111	As002G046670	Ag008G694110
OG0013112	As002G046960, As004G086310, As002G046940, As002G046750	Ag008G694320
OG0013113	As002G047050	Ag008G694950
OG0013114	As002G047080, As006G134560	Ag003G250690
OG0013115	As002G047100	Ag008G695180
OG0013116	As002G047260	Ag008G695640
OG0013117	As002G047420	Ag008G696200
OG0013118	As002G047520	Ag008G697180, Ag008G696360
OG0013119	As002G047700	Ag008G696830
OG0013120	As002G047850	Ag008G697550
OG0013121	As002G047910	Ag008G698270
OG0013122	As002G048080	Ag008G698440
OG0013123	As002G048180	Ag008G699280
OG0013124	As002G048850	Ag008G701230
OG0013125	As002G048940	Ag008G702020
OG0013126	As002G048960	Ag008G702140
OG0013127	As002G049040	Ag008G702390
OG0013128	As002G049050	Ag008G702400
OG0013129	As002G049190	Ag008G703120
OG0013130	As002G049430	Ag008G704350
OG0013131	As002G049550	Ag008G704560
OG0013132	As002G049880	Ag008G705210
OG0013133	As002G049910	Ag008G705250
OG0013134	As002G050020	Ag001G039890
OG0013135	As002G050090	Ag008G724340
OG0013136	As002G050130	Ag007G644300
OG0013137	As002G050340	Ag007G611490
OG0013138	As002G050390	Ag007G611380
OG0013139	As002G050410	Ag007G611310
OG0013141	As002G050790	Ag007G609680
OG0013142	As002G050830	Ag007G609610
OG0013143	As002G050940	Ag007G609390
OG0013144	As002G051970, As002G050960	Ag007G609370
OG0013145	As002G051050	Ag007G609220
OG0013146	As002G051070	Ag007G609190
OG0013147	As002G051110	Ag007G609120
OG0013148	As002G051390	Ag007G608210
OG0013149	As002G051490	Ag007G608070
OG0013150	As002G051590	Ag007G607870
OG0013151	As002G051610	Ag007G607840
OG0013152	As002G051640	Ag007G607710
OG0013153	As002G051760	Ag007G607510
OG0013154	As002G051880	Ag007G607320
OG0013155	As002G051890	Ag007G607260
OG0013156	As002G051980	Ag007G607090
OG0013157	As002G051990	Ag007G607080
OG0013158	As002G052350	Ag007G605880
OG0013159	As002G052370	Ag007G605850
OG0013160	As002G053120	Ag007G604360
OG0013161	As002G053500	Ag007G603350
OG0013162	As002G053530	Ag007G603270
OG0013163	As002G053770	Ag007G602460
OG0013164	As002G053850	Ag007G602240
OG0013165	As002G053880	Ag007G602220
OG0013166	As002G053970	Ag007G602120
OG0013167	As002G054090	Ag007G601930
OG0013168	As002G054110	Ag007G601890
OG0013169	As002G054120	Ag007G601830
OG0013170	As002G054160	Ag002G108140, Ag007G601760
OG0013171	As002G054380	Ag007G601400
OG0013172	As009G217140, As002G054500	Ag008G724010
OG0013173	As002G054580	Ag007G601100
OG0013174	As002G054750	Ag007G600750
OG0013175	As002G054760	Ag007G600740
OG0013176	As002G055010	Ag007G600280
OG0013177	As002G055060	Ag007G600110
OG0013178	As002G055070	Ag007G600090
OG0013179	As002G055460	Ag006G507390
OG0013180	As002G055530	Ag008G726940
OG0013181	As002G055570	Ag006G506710
OG0013182	As003G055720	Ag006G577700
OG0013183	As003G055890	Ag006G577460
OG0013184	As003G055980	Ag006G577260
OG0013185	As003G056080	Ag006G577140
OG0013186	As003G056090	Ag006G577130
OG0013187	As003G056370	Ag006G576430
OG0013188	As003G056610	Ag006G575440
OG0013189	As003G056640	Ag006G575330
OG0013190	As003G056650	Ag006G575320
OG0013191	As003G056910	Ag002G107610, Ag002G111220
OG0013192	As003G057010	Ag006G574390
OG0013193	As003G057120	Ag006G574200
OG0013194	As003G057200	Ag006G573950
OG0013195	As003G057240	Ag006G573900
OG0013196	As004G088190, As003G057280	Ag006G573800
OG0013197	As003G057360	Ag006G572690, Ag006G572660
OG0013198	As003G057470	Ag006G573370
OG0013199	As003G057500	Ag006G573500, Ag006G573490
OG0013201	As003G057720	Ag006G571290
OG0013202	As003G058300	Ag006G559700
OG0013203	As003G058310	Ag001G084790
OG0013204	As003G058330	Ag006G559710
OG0013205	As003G058370	Ag003G291150
OG0013206	As003G058700, As003G058660	Ag006G561510
OG0013207	As003G059160	Ag006G564460
OG0013208	As003G059390	Ag006G564880
OG0013209	As003G059650	Ag006G565950
OG0013210	As003G060040	Ag006G555450, Ag006G555510
OG0013211	As003G060270	Ag006G553800
OG0013212	As003G060300	Ag004G347680
OG0013213	As003G060440	Ag006G552800
OG0013214	As003G060600	Ag006G551790
OG0013216	As003G061820	Ag006G545160, Ag006G542460
OG0013217	As003G061880	Ag006G545010, Ag006G542610
OG0013219	As003G062000	Ag006G544480, Ag006G543110
OG0013220	As003G062190	Ag006G541680
OG0013221	As003G062350	Ag006G541090
OG0013222	As003G062450	Ag006G540740
OG0013223	As003G062750	Ag006G538150, Ag006G540160
OG0013224	As003G062780	Ag006G540140, Ag006G538130
OG0013225	As003G062890	Ag008G718490
OG0013226	As003G062900	Ag007G585520
OG0013227	As003G062920	Ag006G506240
OG0013228	As003G062990	Ag006G536930, Ag006G539450
OG0013229	As003G063230	Ag006G536510, Ag006G539060
OG0013230	As003G063250	Ag006G538990, Ag006G536470
OG0013231	As003G063320	Ag006G538770, Ag006G536270
OG0013232	As003G063400	Ag006G536030
OG0013233	As003G063480	Ag006G535780
OG0013234	As003G063610	Ag006G535420
OG0013235	As003G063780	Ag006G535350
OG0013236	As003G063860	Ag006G535070
OG0013237	As003G063920, As004G080210	Ag006G535010
OG0013238	As003G064220	Ag006G533910
OG0013239	As003G064460	Ag006G532550
OG0013240	As003G064740	Ag005G478110
OG0013241	As003G064940	Ag007G579830
OG0013242	As003G064950	Ag006G531030
OG0013243	As003G065250	Ag007G584590
OG0013244	As003G065350	Ag004G357430
OG0013245	As003G065440	Ag007G585220
OG0013246	As003G065510	Ag007G585090
OG0013247	As003G066020	Ag003G249790
OG0013248	As003G066040	Ag003G248090
OG0013249	As003G066060	Ag003G248080
OG0013250	As003G066370, As003G066380	Ag007G584540
OG0013251	As003G066640	Ag007G584320
OG0013252	As003G067320	Ag007G583980
OG0013253	As003G067640	Ag007G584000
OG0013254	As003G068480	Ag007G583650
OG0013255	As003G068580	Ag007G583560
OG0013256	As003G068630	Ag007G583540
OG0013257	As003G069200	Ag007G583020
OG0013258	As003G069290	Ag007G582790
OG0013259	As003G069500	Ag007G582590
OG0013260	As003G069700	Ag007G582460
OG0013261	As003G069710	Ag008G713710, Ag005G428910
OG0013262	As003G069860	Ag007G582320
OG0013263	As003G070010	Ag007G582120
OG0013264	As003G070280	Ag007G581530
OG0013265	As003G070830	Ag007G580800
OG0013266	As003G071670	Ag003G285440
OG0013267	As005G105870, As003G071700	Ag003G285480
OG0013268	As003G071940	Ag003G286030
OG0013269	As003G072170	Ag003G286890
OG0013270	As003G072210	Ag003G286940
OG0013271	As003G072260	Ag003G287020
OG0013272	As011G264800, As003G072280	Ag005G414680
OG0013273	As003G072470	Ag003G288340
OG0013274	As003G072570	Ag003G288600
OG0013275	As003G072580	Ag002G166170, Ag003G288610
OG0013276	As003G072610	Ag003G288640
OG0013277	As003G072630	Ag003G288740
OG0013278	As003G072690	Ag003G288880
OG0013279	As003G072820	Ag003G289080
OG0013280	As003G072850	Ag003G289180
OG0013281	As003G073160	Ag003G289680
OG0013282	As003G073310	Ag003G290290
OG0013283	As003G073320	Ag003G290300
OG0013284	As003G073380	Ag003G290410
OG0013285	As003G073700	Ag003G291230
OG0013286	As003G074200	Ag003G292340
OG0013287	As003G074220	Ag001G072530
OG0013288	As003G074610	Ag003G293000, Ag003G292990
OG0013289	As003G074620	Ag003G293030
OG0013290	As003G074660	Ag003G293070
OG0013291	As003G074830	Ag003G293430
OG0013292	As003G074840	Ag003G293450
OG0013293	As003G074850	Ag003G293460
OG0013294	As003G074870	Ag007G584120
OG0013295	As003G074880	Ag003G293510
OG0013296	As003G075400	Ag003G294780
OG0013297	As003G075410	Ag003G294890
OG0013298	As003G075420	Ag003G294900
OG0013299	As003G075580, As003G075570	Ag003G295110
OG0013300	As012G273680, As003G075610	Ag003G295190
OG0013301	As003G075730	Ag003G295480
OG0013302	As003G076060	Ag003G296370
OG0013303	As003G076120	Ag003G296550
OG0013304	As003G076170	Ag003G296610
OG0013305	As003G076370	Ag003G296840
OG0013306	As003G076380	Ag003G297040
OG0013307	As003G076470	Ag003G296960
OG0013308	As003G076510	Ag003G296920
OG0013309	As003G076590	Ag003G297090
OG0013310	As004G076720	Ag006G521770
OG0013311	As004G076830	Ag003G285540
OG0013312	As004G076950	Ag007G644870
OG0013313	As004G076990	Ag007G583190
OG0013314	As004G077050	Ag007G645000
OG0013315	As004G077120	Ag007G645480
OG0013316	As004G077230	Ag004G307000
OG0013317	As004G077280	Ag007G645730
OG0013318	As004G077300	Ag007G645770
OG0013319	As004G077330	Ag007G645870
OG0013321	As004G077460	Ag007G646220
OG0013322	As004G077660	Ag007G646700
OG0013323	As004G077730	Ag007G646880
OG0013324	As004G077770	Ag007G647060
OG0013325	As004G077840	Ag007G647240
OG0013326	As004G077870	Ag007G647250
OG0013327	As004G077880	Ag007G647260
OG0013328	As004G078030	Ag007G647750
OG0013329	As004G078180	Ag007G648070
OG0013330	As004G078510	Ag007G649090
OG0013331	As004G078590	Ag004G333730
OG0013332	As004G078600	Ag007G649470, Ag005G462980
OG0013333	As004G078850	Ag007G629560
OG0013334	As004G079230	Ag007G578850
OG0013335	As004G079250	Ag002G197740
OG0013336	As004G079330	Ag002G146100
OG0013337	As004G079410	Ag007G643700
OG0013339	As004G079570	Ag002G163240
OG0013340	As004G079780	Ag002G162860
OG0013341	As004G080070	Ag009G736880, Ag002G151900
OG0013342	As004G080180	Ag002G153520, Ag002G156070
OG0013343	As004G080290	Ag002G155930, Ag002G153310
OG0013345	As004G080310	Ag002G155860, Ag002G153280
OG0013346	As004G080360	Ag002G155790, Ag002G153130
OG0013347	As004G080380	Ag002G149270, Ag002G155670
OG0013348	As004G080530	Ag008G719070
OG0013349	As004G080590	Ag002G120260
OG0013350	As004G080720	Ag005G415090
OG0013351	As004G080770	Ag006G533410
OG0013352	As004G080800	Ag002G107780, Ag002G111330
OG0013353	As004G080820	Ag004G313160
OG0013355	As004G081160	Ag002G160220
OG0013356	As004G081640	Ag002G158760
OG0013357	As004G081650	Ag002G158750
OG0013358	As004G081690	Ag002G158630
OG0013359	As004G081850	Ag002G163550
OG0013360	As004G081890	Ag003G256630
OG0013363	As004G082030	Ag002G158250
OG0013365	As004G082190	Ag002G157700
OG0013366	As004G082200	Ag007G584420
OG0013367	As004G082350	Ag002G157280
OG0013368	As004G082440	Ag002G154630, Ag002G157090
OG0013369	As004G082490	Ag001G024930
OG0013370	As004G082520	Ag002G156950, Ag002G154520
OG0013371	As004G082600	Ag002G156810, Ag002G154400
OG0013372	As004G082660	Ag002G156520, Ag002G154070
OG0013373	As004G082670	Ag002G156410, Ag002G153980
OG0013374	As004G082700	Ag002G163740
OG0013375	As004G082730	Ag007G587310
OG0013376	As004G082770	Ag002G153970, Ag002G156390
OG0013377	As004G082790	Ag002G174970
OG0013378	As004G082800	Ag002G153960, Ag002G156350
OG0013379	As004G082820	Ag002G153920, Ag002G156310
OG0013380	As004G082870	Ag002G153870, Ag002G156260
OG0013381	As004G083000	Ag008G724480
OG0013382	As004G083060	Ag002G164600
OG0013383	As004G083160	Ag002G152670
OG0013384	As004G083260	Ag004G375440
OG0013385	As004G083310	Ag002G149080
OG0013386	As004G083390	Ag002G148560
OG0013387	As004G083430	Ag002G148510
OG0013388	As004G083500	Ag006G540110, Ag006G538110
OG0013389	As004G083610	Ag002G148090
OG0013390	As004G084170	Ag002G146850
OG0013391	As004G084270	Ag002G146490
OG0013392	As004G084440	Ag002G146070
OG0013393	As004G084460	Ag002G145990
OG0013394	As004G084510	Ag002G145660, Ag004G383970
OG0013395	As004G084550	Ag002G145630
OG0013396	As004G084600	Ag002G145370
OG0013397	As004G084670	Ag002G145110
OG0013398	As004G084700	Ag002G144970
OG0013399	As004G084770	Ag002G143330
OG0013400	As004G084890	Ag002G143720
OG0013401	As004G085060	Ag002G143100
OG0013402	As004G085540	Ag002G140560
OG0013403	As004G085580	Ag002G140440
OG0013404	As004G085980	Ag002G133350
OG0013405	As004G086020	Ag002G133190
OG0013406	As004G086130	Ag002G131810
OG0013407	As004G086260	Ag002G133180
OG0013408	As004G086490	Ag002G128710
OG0013409	As004G086570, As006G134200	Ag002G127670
OG0013410	As004G087060	Ag002G125360
OG0013412	As004G087190	Ag002G124420
OG0013413	As004G087670	Ag002G103780
OG0013414	As008G186220, As004G087770	Ag002G103590
OG0013415	As004G087780, As004G093230	Ag002G103600
OG0013416	As004G087810	Ag002G103730
OG0013418	As004G088060	Ag002G104710
OG0013419	As004G088140	Ag002G104950
OG0013420	As004G088170	Ag002G105260
OG0013422	As004G088240	Ag002G106080
OG0013423	As004G088570	Ag002G108050, Ag002G111580
OG0013424	As004G088880	Ag002G116220
OG0013425	As004G089300	Ag008G718820
OG0013426	As004G091180	Ag002G114730, Ag002G122960
OG0013427	As004G091190	Ag002G122860, Ag002G114670
OG0013428	As004G091320	Ag001G042060
OG0013429	As004G092310, As004G092410	Ag005G425770
OG0013430	As006G141320, As004G092770	Ag001G043050
OG0013431	As004G092870	Ag001G043100
OG0013432	As004G092970, As011G258550	Ag005G426830
OG0013433	As004G093000	Ag001G043310
OG0013434	As004G093440, As011G257580	Ag005G427500
OG0013435	As004G093750	Ag001G043960, Ag001G039310
OG0013436	As004G094000, As011G256570	Ag005G429740
OG0013437	As004G094530	Ag001G038390
OG0013438	As004G094630	Ag001G038130
OG0013439	As004G095050	Ag001G037870
OG0013440	As004G095130	Ag001G037730
OG0013441	As004G095200	Ag001G037460
OG0013442	As004G095430	Ag002G146730
OG0013443	As004G095480	Ag001G036800
OG0013444	As004G095640	Ag001G036550
OG0013445	As004G095980	Ag001G035020
OG0013446	As004G096080	Ag004G349020
OG0013447	As004G096120	Ag001G034540
OG0013448	As004G096160	Ag001G034440
OG0013449	As004G096170	Ag001G034410
OG0013450	As004G096590	Ag001G033560
OG0013451	As004G096610	Ag001G033520
OG0013452	As004G096820	Ag007G649950
OG0013453	As004G096970	Ag007G650820
OG0013454	As004G097160	Ag007G651750
OG0013455	As004G097490	Ag007G653890
OG0013456	As004G097810	Ag007G655740
OG0013457	As004G098010	Ag007G656280
OG0013458	As004G098320	Ag001G065350
OG0013459	As004G098410	Ag002G186010
OG0013460	As004G098490	Ag007G592820
OG0013461	As005G098690	Ag002G206600
OG0013462	As005G098980	Ag002G206400
OG0013463	As005G099040	Ag002G206310
OG0013464	As005G099160	Ag002G206210
OG0013465	As005G099180	Ag002G206190
OG0013466	As005G099300	Ag002G206080
OG0013467	As005G099400	Ag002G205990
OG0013468	As005G099600	Ag002G205720
OG0013469	As005G099960	Ag002G204600
OG0013470	As005G099980	Ag002G204590
OG0013471	As005G100080, As005G100050, As005G100070, As005G100060	Ag002G204440
OG0013472	As005G100100	Ag002G204420
OG0013473	As005G100440	Ag002G203720
OG0013474	As005G100680	Ag002G203440
OG0013475	As005G100740	Ag002G203380
OG0013476	As005G100770	Ag002G203340
OG0013477	As005G100790	Ag002G203320
OG0013478	As005G100820	Ag002G203250
OG0013479	As005G100980	Ag002G202950
OG0013480	As005G101100	Ag002G202810
OG0013481	As005G101120	Ag002G202780
OG0013482	As005G101210	Ag002G202680
OG0013483	As005G101220	Ag002G202660
OG0013484	As005G101490	Ag002G202000
OG0013485	As005G101830	Ag002G201470
OG0013486	As005G102450	Ag002G200070
OG0013487	As005G102500, As005G102510	Ag001G092510
OG0013488	As005G102530	Ag002G199840
OG0013489	As005G102590	Ag002G199790
OG0013490	As005G102660	Ag002G199530
OG0013491	As005G102810	Ag002G199390
OG0013492	As005G102830	Ag002G199370
OG0013493	As005G102910	Ag002G199120
OG0013494	As005G103170	Ag002G198590, Ag007G648850
OG0013495	As005G103320	Ag002G198380
OG0013496	As005G103530	Ag002G197920
OG0013497	As005G103790	Ag002G197300
OG0013498	As005G103930	Ag002G197070
OG0013499	As005G103990	Ag002G196790
OG0013500	As005G104060	Ag002G196700
OG0013501	As005G104270	Ag002G196140
OG0013502	As005G104350	Ag002G196030
OG0013503	As005G104400	Ag002G195880
OG0013504	As005G104650	Ag002G195100
OG0013505	As012G284770, As005G104860	Ag001G088000
OG0013506	As005G105120	Ag002G193230
OG0013507	As005G105200	Ag002G193340
OG0013508	As005G105780	Ag002G192560
OG0013509	As005G105790	Ag002G192580
OG0013510	As005G106680, As006G142210	Ag006G491680
OG0013511	As005G106770	Ag006G491800
OG0013512	As005G106950	Ag006G492180
OG0013513	As005G107000	Ag006G492320
OG0013514	As005G107090	Ag006G492430
OG0013515	As005G107170	Ag006G492730
OG0013516	As005G107220	Ag006G492800
OG0013517	As005G107320	Ag006G492920
OG0013518	As005G107370	Ag006G492980
OG0013519	As005G107660	Ag006G493520
OG0013520	As005G107880	Ag006G494040
OG0013521	As005G107890	Ag006G494030
OG0013522	As005G108330	Ag006G495600
OG0013523	As005G108350	Ag006G495620
OG0013524	As005G108430	Ag006G495860
OG0013525	As005G108530	Ag006G496080
OG0013526	As005G108540	Ag006G496090
OG0013527	As005G108670	Ag006G496530
OG0013529	As005G108950	Ag006G496940
OG0013530	As005G108960	Ag006G496960
OG0013531	As005G109160	Ag006G497310
OG0013532	As005G109240	Ag006G497390
OG0013533	As005G109270	Ag006G497440
OG0013534	As005G109320	Ag006G497480
OG0013535	As005G109350	Ag006G497570
OG0013536	As005G109360	Ag006G497580
OG0013537	As005G110400	Ag008G718710
OG0013539	As005G110580	Ag008G719350
OG0013540	As005G111850	Ag008G717720
OG0013541	As005G111940	Ag008G717710
OG0013542	As005G112550	Ag008G716590
OG0013543	As005G112980	Ag008G716260
OG0013544	As005G113090	Ag008G716170
OG0013545	As005G113100	Ag008G716140
OG0013546	As005G113200	Ag008G715990
OG0013547	As005G113690	Ag008G714020
OG0013548	As005G113700	Ag008G714010
OG0013549	As005G113760, As005G113740	Ag008G713700
OG0013550	As005G113970	Ag008G712900
OG0013551	As005G113990	Ag008G712770
OG0013552	As005G114000	Ag008G712760
OG0013553	As005G114110	Ag008G712540
OG0013554	As005G114190	Ag008G712310
OG0013555	As005G114550	Ag008G710650
OG0013556	As005G115580	Ag008G709060
OG0013557	As005G115640	Ag008G708930
OG0013558	As005G115650	Ag008G708900
OG0013559	As005G115780	Ag007G583850
OG0013561	As005G116140	Ag008G729130
OG0013562	As005G116210	Ag008G729220
OG0013563	As005G116470	Ag008G729620
OG0013564	As005G116600	Ag008G729770
OG0013565	As005G116710	Ag008G730210
OG0013566	As005G116930	Ag008G730570
OG0013567	As005G117020	Ag008G730630
OG0013569	As005G117170	Ag008G730860
