Orthogroup	Aethionema_saxatile	Eutrema_salsugineum
OG0016750	As002G032790	XP_006413223.1
OG0016752	As002G033750	XP_006411338.1
OG0016753	As002G033990	XP_006407709.1
OG0016754	As002G034370	XP_006407666.1
OG0016755	As002G034440	XP_006407656.1
OG0016756	As002G034800	XP_006407639.2
OG0016758	As002G034920	XP_006398780.1
OG0016759	As002G035200	XP_006407614.1
OG0016760	As002G035620	XP_006407575.1
OG0016761	As002G036080	XP_006407527.1
OG0016762	As002G036710, As002G036690	XP_024015056.1
OG0016763	As002G036790	XP_006397508.2
OG0016764	As002G037250	XP_006407445.1
OG0016765	As002G038970	XP_006409688.1
OG0016766	As002G039210	XP_006394229.2
OG0016767	As002G039380	XP_006397349.1
OG0016768	As002G041330	XP_006402189.2
OG0016769	As002G041370	XP_006402186.2
OG0016770	As002G042210	XP_024011841.1
OG0016771	As002G042270	XP_024011551.1
OG0016772	As002G042760	XP_006402038.1
OG0016773	As002G042830	XP_024012397.1
OG0016774	As002G043650	XP_006401917.1
OG0016775	As002G043660	XP_006401916.1
OG0016776	As002G043750	XP_006401906.1
OG0016777	As002G043780	XP_024011956.1
OG0016778	As002G044000	XP_006401857.1
OG0016779	As002G044060	XP_006401848.1
OG0016780	As002G044450	XP_024012703.1
OG0016781	As002G044480	XP_006401781.2
OG0016782	As002G044930	XP_006401747.1
OG0016783	As002G045250	XP_006401698.1
OG0016784	As002G047030	XP_006401480.1
OG0016785	As002G047600	XP_006401410.2
OG0016786	As002G048070, As007G157400	XP_006401350.1
OG0016787	As002G048290	XP_006401303.1
OG0016788	As002G048520	XP_006401278.1
OG0016789	As002G048790	XP_006401245.1
OG0016790	As002G049120	XP_006401207.2
OG0016791	As002G049170	XP_024012662.1
OG0016792	As002G049630	XP_006401147.2
OG0016793	As002G050900	XP_006399753.1
OG0016794	As002G051670	XP_006399664.1
OG0016795	As002G051830	XP_006399651.1
OG0016796	As002G051940	XP_006399632.1
OG0016797	As002G052090	XP_006399615.1
OG0016798	As002G052240	XP_006399595.1
OG0016799	As002G052320	XP_024011287.1
OG0016800	As002G052380	XP_024011825.1
OG0016801	As002G052530	XP_024012651.1
OG0016802	As002G052810	XP_006399544.1
OG0016803	As002G052980	XP_006399524.1
OG0016804	As002G052990	XP_006399523.1
OG0016805	As002G053240	XP_006399497.1
OG0016806	As002G053390	XP_006399481.1
OG0016807	As002G053840	XP_006399418.1
OG0016808	As002G053950	XP_024012209.1
OG0016809	As002G054030	XP_006399395.1
OG0016810	As002G054060	XP_006399390.2
OG0016811	As002G054070	XP_006399389.1
OG0016812	As002G054590	XP_006399320.1
OG0016813	As002G054790	XP_006399294.1
OG0016814	As002G054850	XP_006399288.1
OG0016815	As002G054870	XP_006399285.1
OG0016816	As002G055360	XP_006399222.1
OG0016817	As003G056490	XP_006414145.2
OG0016818	As003G056540	XP_024004759.1
OG0016819	As003G056680	XP_006414123.1
OG0016820	As003G057100	XP_024004753.1
OG0016821	As003G057460	XP_006414022.1
OG0016823	As003G057750	XP_024004700.1
OG0016824	As003G057940	XP_006413945.1
OG0016825	As004G087100, As003G058350	XP_006413897.2
OG0016826	As003G058380	XP_024005664.1
OG0016827	As003G058540	XP_024005563.1
OG0016828	As003G058620	XP_006413867.1
OG0016829	As003G058980	XP_006413828.1
OG0016830	As003G059110	XP_006413803.1
OG0016831	As003G059510	XP_006413773.2
OG0016832	As003G059730	XP_006413744.1
OG0016833	As003G059950	XP_006413723.2
OG0016834	As003G060410	XP_006413665.1
OG0016835	As003G062820	XP_006415081.1
OG0016836	As003G063200	XP_024007707.1
OG0016837	As003G063260	XP_006415018.1
OG0016838	As003G063490	XP_006397419.1
OG0016839	As003G063520	XP_006397423.1
OG0016840	As003G064010	XP_024010610.1
OG0016841	As003G064360	XP_006405263.1
OG0016842	As003G064420	XP_006393702.1
OG0016843	As003G065050	XP_006395995.1
OG0016844	As003G065100	XP_006395999.1
OG0016845	As003G065210	XP_006401145.1
OG0016846	As003G065490	XP_006393565.2
OG0016847	As003G065600	XP_006393581.1
OG0016848	As003G065610	XP_024006240.1
OG0016849	As003G065640	XP_006393594.1
OG0016850	As003G065890	XP_006415742.1
OG0016851	As003G065920	XP_006415743.1
OG0016852	As003G066400	XP_006393672.1
OG0016853	As003G066840	XP_006415717.1
OG0016854	As003G067950	XP_006415739.1
OG0016855	As003G068940	XP_024008696.1
OG0016856	As003G068960	XP_006415670.1
OG0016857	As003G069120, As003G069130	XP_006415651.2
OG0016858	As003G069240	XP_006415623.1
OG0016859	As003G070080	XP_006415564.1
OG0016860	As003G070160	XP_024008343.1
OG0016861	As003G070180	XP_006392329.1
OG0016862	As003G070190	XP_006405155.1
OG0016863	As003G070260	XP_006415547.1
OG0016864	As003G070310	XP_006415543.2
OG0016865	As003G070780	XP_006415497.1
OG0016866	As003G071090	XP_006415462.1
OG0016867	As003G071180	XP_006415447.1
OG0016868	As003G071310	XP_006415430.1
OG0016869	As003G071830	XP_006412089.1
OG0016870	As003G072070	XP_006412061.1
OG0016871	As003G072140	XP_006412052.1
OG0016872	As003G072500	XP_006412016.1
OG0016873	As003G072970	XP_006411963.1
OG0016874	As003G073180	XP_006411944.1
OG0016875	As003G073390	XP_006411920.2
OG0016876	As007G180030, As003G074210	XP_006404728.1
OG0016877	As003G074360	XP_006411827.1
OG0016878	As003G074670	XP_006411804.1
OG0016879	As003G074920	XP_006411775.1
OG0016880	As003G075010	XP_006411764.1
OG0016881	As003G075100	XP_006411755.1
OG0016883	As003G075680	XP_006411719.1
OG0016884	As003G075860	XP_006411696.1
OG0016885	As003G076050	XP_006411672.1
OG0016886	As003G076130	XP_006410704.2, XP_006411660.1
OG0016887	As003G076300	XP_024004701.1
OG0016888	As003G076360	XP_006411641.1
OG0016889	As003G076450	XP_024004493.1
OG0016890	As003G076580	XP_024005357.1
OG0016891	As003G076600	XP_024005294.1
OG0016892	As004G076760	XP_006403052.1
OG0016893	As004G076810	XP_024007167.1
OG0016895	As004G077310	XP_006405848.2
OG0016896	As004G077340	XP_006405842.1
OG0016897	As004G078250	XP_006405638.1
OG0016898	As004G078270	XP_006405637.1
OG0016899	As004G078330	XP_006405631.1
OG0016900	As004G078580	XP_024014694.1
OG0016901	As004G078620	XP_006405586.1
OG0016902	As004G078630	XP_006410649.1
OG0016903	As004G078930	XP_006417488.1
OG0016904	As004G079110	XP_006408530.2
OG0016905	As004G079240	XP_024009647.1
OG0016906	As004G079290	XP_006415290.1
OG0016907	As004G080760	XP_006397331.1
OG0016908	As004G080880	XP_006397309.1
OG0016909	As004G080930	XP_006404408.1
OG0016910	As004G081060	XP_006410577.1
OG0016911	As004G081530	XP_006410519.1
OG0016912	As004G081630	XP_006410507.1
OG0016913	As004G081840	XP_006403267.1
OG0016914	As004G081940	XP_006403277.1
OG0016915	As004G082290	XP_006403344.1
OG0016916	As004G082880	XP_006405268.1
OG0016917	As004G082900	XP_006401863.2
OG0016918	As004G083250	XP_006397126.1
OG0016919	As004G083320	XP_006397111.1
OG0016920	As004G084090	XP_006396989.1
OG0016921	As004G084540	XP_006396904.2
OG0016922	As004G085150	XP_006396767.1
OG0016923	As004G085430	XP_024010161.1
OG0016924	As004G085510	XP_006396721.1
OG0016925	As004G086040	XP_006396645.1
OG0016926	As004G086190	XP_006396624.2
OG0016927	As004G086340	XP_006396605.1
OG0016928	As004G086540	XP_006417702.1
OG0016929	As004G086730	XP_006398065.1
OG0016930	As004G088100	XP_006398243.1
OG0016931	As004G089800	XP_006407092.2
OG0016932	As004G090060	XP_006403062.1
OG0016934	As004G090310	XP_024011039.1
OG0016935	As004G090330	XP_006398421.1
OG0016936	As004G090560	XP_006398481.1
OG0016937	As004G090790	XP_006395968.1
OG0016938	As004G091010	XP_024011027.1
OG0016939	As004G091450	XP_006403096.1
OG0016940	As004G091660	XP_006403072.1
OG0016941	As004G091720	XP_024009676.1
OG0016942	As004G091820	XP_006418585.1
OG0016943	As004G091880	XP_006403089.1
OG0016945	As004G092170	XP_006395947.1
OG0016946	As004G092800	XP_006403056.1
OG0016948	As004G093610	XP_006414966.1
OG0016949	As004G094450	XP_024004673.1
OG0016950	As004G094570	XP_006414864.1
OG0016951	As004G095120	XP_006414813.1
OG0016952	As004G095190	XP_024005242.1
OG0016953	As004G095990	XP_006414633.1
OG0016954	As004G096010	XP_006414631.1
OG0016955	As004G096030	XP_006414626.1
OG0016956	As004G096060	XP_006414619.1
OG0016957	As004G096180	XP_006414563.1
OG0016958	As004G096530	XP_006414508.1
OG0016959	As004G096750	XP_006405584.1
OG0016960	As004G096770	XP_024014783.1
OG0016961	As004G097130	XP_006393793.1
OG0016962	As004G097300	XP_006405490.1
OG0016963	As004G097520	XP_006405449.1
OG0016965	As004G098050	XP_006405332.1
OG0016966	As004G098090	XP_006405324.1
OG0016967	As004G098190	XP_006405311.1
OG0016968	As004G098240	XP_024014777.1
OG0016969	As004G098250	XP_006405302.1
OG0016971	As005G098600, As005G103060	XP_024010813.1
OG0016972	As005G098630	XP_006398000.1
OG0016973	As005G098950	XP_006394774.1
OG0016974	As005G099350	XP_006397948.2
OG0016975	As005G099500	XP_006397936.1
OG0016976	As005G100110	XP_006397883.1
OG0016977	As005G100180	XP_006397876.1
OG0016978	As005G100450	XP_024010866.1
OG0016979	As005G100850	XP_006397810.1
OG0016980	As005G101660	XP_006397730.1
OG0016981	As005G102130	XP_006397680.2
OG0016982	As005G102440, As005G102430	XP_024010851.1
OG0016983	As005G103120	XP_006397583.1
OG0016984	As005G103220	XP_006397572.1
OG0016985	As005G103290	XP_006397563.1
OG0016986	As012G285470, As005G103980	XP_006402689.1
OG0016987	As005G104030	XP_006397497.1
OG0016988	As005G104130	XP_006397481.1
OG0016989	As005G104480	XP_006411558.1
OG0016990	As005G105390	XP_006411460.1
OG0016991	As005G105990	XP_006411422.1
OG0016992	As005G106160	XP_024003816.1
OG0016993	As005G106290	XP_006398587.1
OG0016994	As005G106300	XP_006398589.2
OG0016995	As005G106370	XP_006398596.1
OG0016996	As005G106560	XP_006398613.1
OG0016997	As005G106600	XP_006398616.1
OG0016998	As005G106630	XP_024011513.1
OG0016999	As005G106660	XP_006398621.1
OG0017000	As005G106900	XP_006398645.1
OG0017001	As005G106940	XP_006398648.1
OG0017002	As005G107150	XP_024011161.1
OG0017003	As005G107290	XP_006398683.1
OG0017004	As005G107300	XP_024012202.1
OG0017005	As005G107450	XP_006398700.1
OG0017006	As005G107940	XP_006392262.1
OG0017007	As005G108320	XP_006398795.1
OG0017008	As005G109050	XP_024011696.1
OG0017009	As005G110420	XP_006400525.2
OG0017010	As005G110920	XP_006400589.1
OG0017011	As005G111080	XP_006400603.1
OG0017012	As005G111590	XP_006400598.1
OG0017014	As005G112590	XP_006400678.1
OG0017015	As005G113310	XP_006400739.1
OG0017016	As005G113580	XP_006400769.1
OG0017017	As005G113680	XP_006400789.2
OG0017018	As005G114710	XP_006410780.1
OG0017019	As005G115540	XP_006400951.1
OG0017020	As005G115990	XP_006394314.1
OG0017021	As010G225570, As005G116530	XP_006394257.1
OG0017022	As005G116680	XP_006394245.2
OG0017023	As005G116960	XP_006394216.1
OG0017024	As005G117050	XP_024007519.1
OG0017025	As005G117840	XP_006394107.1
OG0017026	As005G117980	XP_006394093.1
OG0017027	As005G118130	XP_006394084.1
OG0017028	As005G118240	XP_024007528.1
OG0017029	As005G118250	XP_006394072.1
OG0017030	As005G118590	XP_006394023.1
OG0017031	As005G118640	XP_006394013.1
OG0017032	As005G118780	XP_024007331.1
OG0017033	As005G118880	XP_006393982.2
OG0017034	As005G118950	XP_024006924.1, XP_024006849.1
OG0017035	As005G119050	XP_006393964.1
OG0017036	As005G119080	XP_024006964.1
OG0017037	As005G119460	XP_006393916.2
OG0017038	As005G119680	XP_006393896.2
OG0017039	As005G119930	XP_006393868.1
OG0017040	As005G120160	XP_024007377.1
OG0017041	As005G120460	XP_024007178.1
OG0017043	As005G120810	XP_006393791.1
OG0017044	As006G121000	XP_006396197.1
OG0017045	As006G121600	XP_024010133.1
OG0017046	As006G121950	XP_006396296.1
OG0017047	As006G122170	XP_006396324.1
OG0017048	As006G122190	XP_006396325.2
OG0017049	As006G122270, As008G198440	XP_006396335.1
OG0017050	As006G122360	XP_024010079.1
OG0017051	As006G122510	XP_006415741.1
OG0017052	As006G122910	XP_006396408.1
OG0017053	As006G123320	XP_006396464.1
OG0017054	As006G124300	XP_006403123.1
OG0017055	As006G124810	XP_006403187.1
OG0017056	As006G124870	XP_006403205.2
OG0017057	As006G124880	XP_006403206.1
OG0017059	As006G125850	XP_006410407.1
OG0017060	As006G126890	XP_024003761.1
OG0017061	As006G126910	XP_006410313.1
OG0017062	As006G127170	XP_006410283.2
OG0017063	As006G127560	XP_024003924.1
OG0017064	As006G127800	XP_006410185.1
OG0017065	As006G128000	XP_006410159.2
OG0017066	As006G128410	XP_006410063.1
OG0017067	As006G128920	XP_006409984.1
OG0017068	As006G129230	XP_006409927.1
OG0017069	As006G129540	XP_024004055.1
OG0017070	As006G129580	XP_006409897.1
OG0017071	As006G129860	XP_006409865.1
OG0017072	As006G130050	XP_006409835.1
OG0017073	As006G130090	XP_006409831.1
OG0017074	As006G130330	XP_006409784.1
OG0017075	As006G130620	XP_006408658.1
OG0017076	As006G130960	XP_024015984.1
OG0017077	As006G131280	XP_006408722.1, XP_006392437.1
OG0017078	As006G131290	XP_006409728.1
OG0017079	As006G131300	XP_006409726.1
OG0017080	As006G131530	XP_006398034.1
OG0017082	As006G131660	XP_006408753.2
OG0017083	As006G131760	XP_024016089.1
OG0017084	As006G131830	XP_006408862.1
OG0017085	As006G131880	XP_006408849.2
OG0017086	As006G132150	XP_006408800.1
OG0017087	As006G132170	XP_006408813.1
OG0017088	As006G132240	XP_006413067.1
OG0017089	As006G132270	XP_006413069.1
OG0017090	As006G132300	XP_006413072.1
OG0017091	As006G132390	XP_006413082.1
OG0017092	As006G132400	XP_006413083.1
OG0017093	As006G132430	XP_006413088.1
OG0017094	As006G132940	XP_006408535.1
OG0017095	As006G132960	XP_006408531.1
OG0017096	As006G133190	XP_024015074.1
OG0017097	As006G133260	XP_006408550.1
OG0017098	As006G133440	XP_006408559.1
OG0017099	As006G133580	XP_006408574.1
OG0017100	As006G134120	XP_006413186.2
OG0017101	As006G134220	XP_006413174.1
OG0017102	As006G134340	XP_006413160.1
OG0017103	As006G134470	XP_024005122.1
OG0017104	As006G134650	XP_006413152.2
OG0017105	As006G135110	XP_006408446.1
OG0017106	As006G135210	XP_006408435.1
OG0017107	As006G135790	XP_024014834.1
OG0017108	As006G135870	XP_024015432.1
OG0017109	As006G135900	XP_024015602.1
OG0017110	As006G136210	XP_006408331.1
OG0017111	As006G136350	XP_006408317.1
OG0017112	As006G136490	XP_006408301.1
OG0017113	As006G136710	XP_006408282.1
OG0017114	As006G137280	XP_006408232.1
OG0017115	As006G137840	XP_024015740.1
OG0017116	As006G137980	XP_024015501.1
OG0017117	As006G138060	XP_006408142.2
OG0017118	As006G138690	XP_006408098.1
OG0017119	As006G138820	XP_024015575.1
OG0017120	As006G139210	XP_006408025.1
OG0017121	As006G139220	XP_006408024.1
OG0017122	As006G139430	XP_006408007.1
OG0017123	As006G139530	XP_006407993.1
OG0017124	As006G139550	XP_006407989.1
OG0017125	As006G140100	XP_006407945.1
OG0017126	As006G140150	XP_006407938.1
OG0017128	As006G140480	XP_006407896.1
OG0017129	As006G140590	XP_006407887.1
OG0017131	As006G141140	XP_006407840.1
OG0017132	As006G141270	XP_006407823.1
OG0017133	As006G141430	XP_006407807.1
OG0017134	As006G141730	XP_006407773.1
OG0017135	As006G141780	XP_006407771.1
OG0017136	As006G142130	XP_006407738.1
OG0017137	As006G142600	XP_006411289.1
OG0017138	As006G143060	XP_006411236.1
OG0017139	As006G143460	XP_006411188.2
OG0017140	As006G143480	XP_006411185.1
OG0017141	As006G143530	XP_024004002.1
OG0017142	As006G143650	XP_006411143.1
OG0017143	As006G143960	XP_006411136.1
OG0017144	As006G144180	XP_006411116.1
OG0017145	As006G144200	XP_024004243.1
OG0017146	As006G144670	XP_006410786.1
OG0017147	As006G145290	XP_006410847.1
OG0017148	As006G145620	XP_024003969.1
OG0017149	As006G146250	XP_024003988.1
OG0017150	As006G146750	XP_006410960.1
OG0017151	As006G146790	XP_006410964.1
OG0017152	As006G148310	XP_024016706.1
OG0017153	As007G151960	XP_006416921.1
OG0017154	As007G152150	XP_006416897.1
OG0017155	As007G152450	XP_006416857.1
OG0017156	As007G152990	XP_006416809.1
OG0017157	As007G153060	XP_006416802.1
OG0017158	As007G153450	XP_006416750.1
OG0017159	As007G153540	XP_006416741.1
OG0017160	As007G153660	XP_024008918.1
OG0017161	As007G154060	XP_006416685.1
OG0017162	As007G154440	XP_024008762.1
OG0017163	As007G154650	XP_006416639.1
OG0017164	As007G154900	XP_024008710.1
OG0017165	As007G154960	XP_006416594.1
OG0017166	As007G155020	XP_006416590.1
OG0017167	As007G155150	XP_006416576.1
OG0017168	As007G155520	XP_006416535.1
OG0017169	As007G155810	XP_006416500.2
OG0017170	As007G155880	XP_006416491.2
OG0017171	As007G156220	XP_006393110.1
OG0017172	As007G156980	XP_006416347.2
OG0017173	As007G157450	XP_006416294.1
OG0017174	As007G157650	XP_024008118.1
OG0017175	As007G157690	XP_006416277.1
OG0017176	As007G157730	XP_006416272.1
OG0017177	As007G157830	XP_006416263.1
OG0017178	As007G158320	XP_006416210.2
OG0017179	As007G158570	XP_006416188.1
OG0017180	As007G158640	XP_006416179.1
OG0017181	As007G158790	XP_006416168.1
OG0017182	As007G158810	XP_006416166.1
OG0017183	As007G158970	XP_006416149.1
OG0017184	As007G159180	XP_006416131.1
OG0017185	As007G159240	XP_006416124.1
OG0017186	As007G159860	XP_024008721.1
OG0017187	As007G159910	XP_006416030.1
OG0017188	As007G160220	XP_006415993.1
OG0017189	As007G160540	XP_006415955.1
OG0017190	As007G161050	XP_006415901.2
OG0017191	As007G161370	XP_006415865.1
OG0017192	As007G161690	XP_024008793.1
OG0017193	As007G162600	XP_006415752.1
OG0017194	As007G162610	XP_006415753.1
OG0017195	As007G162620	XP_006415754.1
OG0017196	As007G162930	XP_024005079.1
OG0017197	As007G164370	XP_006411375.1
OG0017198	As007G164650	XP_006413323.1
OG0017199	As007G165210	XP_006413293.1
OG0017200	As007G166030	XP_006413029.1
OG0017202	As007G177070	XP_006405056.1
OG0017203	As007G177680	XP_006405109.1
OG0017204	As007G178110	XP_006404973.1
OG0017205	As007G178390	XP_006404924.1
OG0017206	As007G179560	XP_024014120.1
OG0017207	As007G179810	XP_006404771.1
OG0017209	As007G180170	XP_006404716.1
OG0017210	As007G180550	XP_006404655.1
OG0017211	As007G180620	XP_024014253.1
OG0017212	As007G180890	XP_006404604.1
OG0017213	As007G180940	XP_006404597.1
OG0017214	As007G181050	XP_006404580.1
OG0017215	As007G181870	XP_006404560.1
OG0017216	As007G181890	XP_006404557.1
OG0017217	As008G182750	XP_006416986.1
OG0017218	As008G183290	XP_006417050.1
OG0017219	As008G183810	XP_006417108.1
OG0017220	As008G184090	XP_024008699.1
OG0017221	As008G184430	XP_006417179.1
OG0017222	As008G184450	XP_006417186.2
OG0017223	As008G184650	XP_006417218.1
OG0017224	As008G185990	XP_006417351.1
OG0017225	As008G186100	XP_024007721.1
OG0017226	As008G186700	XP_006417409.2
OG0017227	As008G186760	XP_006417416.1
OG0017228	As008G186800	XP_006417421.1
OG0017229	As008G187320	XP_006417480.1
OG0017230	As008G187530	XP_006417529.2
OG0017231	As008G187610	XP_024008435.1
OG0017232	As008G188360	XP_024009121.1
OG0017233	As008G188680	XP_006417594.1
OG0017234	As008G188690	XP_006392430.1
OG0017235	As008G188720	XP_006417598.2
OG0017237	As008G188910	XP_006417606.2
OG0017239	As008G190440	XP_006417678.1
OG0017240	As008G192960	XP_006417822.1
OG0017241	As008G193710	XP_006417927.1
OG0017242	As008G193920	XP_006417942.1
OG0017243	As008G194300	XP_006417974.1
OG0017244	As008G194670	XP_024008972.1
OG0017245	As008G194900	XP_006418032.1
OG0017246	As008G195450	XP_006418070.1
OG0017247	As008G195490	XP_006418073.1
OG0017248	As008G195960	XP_006418108.1
OG0017249	As008G196200	XP_024008113.1
OG0017250	As008G196510	XP_024007835.1
OG0017251	As008G196570	XP_024007688.1
OG0017252	As008G196860	XP_006418216.1
OG0017253	As008G196880	XP_006418213.1
OG0017254	As008G196890	XP_006418212.1
OG0017255	As008G196930	XP_006418207.1
OG0017256	As008G196980	XP_006418201.1
OG0017257	As008G197170	XP_006418246.1
OG0017258	As008G197310	XP_006418258.1
OG0017259	As008G197940	XP_006418350.1
OG0017260	As008G198140	XP_006418354.1
OG0017261	As008G199140	XP_006418455.1
OG0017262	As008G199230	XP_006418464.1
OG0017263	As008G199590	XP_006418491.1
OG0017264	As008G199640	XP_006418504.1
OG0017265	As009G199890	XP_006399969.1
OG0017266	As009G199920	XP_024011955.1
OG0017267	As009G199950	XP_006399963.1
OG0017268	As009G199980	XP_024011655.1
OG0017269	As009G200720	XP_006400019.1
OG0017270	As009G200730	XP_024012634.1
OG0017271	As009G200740	XP_006400022.1
OG0017272	As009G201210	XP_006400058.1
OG0017273	As009G201340	XP_006400041.1
OG0017274	As009G202090	XP_006400153.1
OG0017275	As009G202380	XP_024011915.1
OG0017276	As009G202690	XP_006400216.1
OG0017277	As009G203580	XP_006400306.1
OG0017278	As009G203620	XP_006400309.1
OG0017279	As009G203730	XP_024012111.1
OG0017280	As009G203930	XP_006391157.1
OG0017281	As009G204720	XP_006400446.1
OG0017282	As009G204850	XP_024012360.1
OG0017283	As009G204870	XP_006400458.1
OG0017284	As009G205140	XP_024012017.1
OG0017285	As009G206520	XP_024006951.1, XP_024010645.1
OG0017286	As009G206880	XP_006394995.1
OG0017287	As009G207120	XP_006395028.1
OG0017288	As009G207250	XP_006395047.1
OG0017290	As009G207980	XP_006395087.1
OG0017291	As009G209130	XP_006395192.1
OG0017292	As009G210070	XP_006395170.1
OG0017293	As009G210230	XP_006399863.1
OG0017294	As009G210260	XP_006399858.1
OG0017295	As009G210700	XP_006399159.1
OG0017296	As009G211790	XP_006395725.1
OG0017297	As009G211880	XP_006392575.1
OG0017298	As009G212130	XP_006395225.1
OG0017299	As009G213680	XP_006398993.1
OG0017301	As009G213840	XP_006398987.1
OG0017302	As009G213950	XP_006398976.1
OG0017303	As009G214100	XP_006398945.2
OG0017304	As009G215040	XP_006394801.1
OG0017305	As009G215250	XP_006394807.1
OG0017306	As009G215290	XP_024007119.1
OG0017307	As009G215540	XP_006416655.1
OG0017308	As009G215770	XP_006394735.1
OG0017309	As009G215860	XP_024007035.1
OG0017310	As009G216090	XP_024006820.1
OG0017311	As009G216180	XP_006394695.1
OG0017312	As009G216360	XP_006394683.1
OG0017313	As009G216550	XP_006394665.1
OG0017314	As009G216620	XP_006394659.1
OG0017315	As009G216630	XP_024006679.1
OG0017316	As009G217330	XP_006394584.2
OG0017317	As009G217380	XP_006394579.1
OG0017318	As009G217920	XP_006394521.1
OG0017319	As009G218100	XP_006401523.1
OG0017320	As009G218130	XP_006394497.1
OG0017321	As009G218420	XP_006394461.1
OG0017322	As009G218470	XP_006394451.1
OG0017323	As009G218520	XP_006394445.1
OG0017324	As009G218580	XP_006394439.1
OG0017325	As009G218650	XP_024007570.1
OG0017326	As009G219430	XP_006394325.1
OG0017327	As009G219790	XP_006401066.1
OG0017328	As009G219850	XP_006401072.1
OG0017329	As009G219880	XP_006401074.1
OG0017330	As010G220330	XP_024013463.1
OG0017331	As010G220570	XP_006403968.1
OG0017332	As010G220660	XP_006403987.1
OG0017333	As010G220760	XP_006404004.1
OG0017334	As010G220880	XP_006404016.1
OG0017335	As010G221220	XP_006404048.1
OG0017336	As010G221300	XP_006404070.2
OG0017337	As010G221680	XP_006400514.1
OG0017338	As010G222310	XP_006404203.1
OG0017339	As010G222380	XP_006404212.1
OG0017340	As010G222650	XP_006404250.1
OG0017341	As010G222870	XP_006404281.1
OG0017342	As010G222970	XP_006404287.1
OG0017343	As010G223300	XP_006404320.1
OG0017344	As010G223390	XP_006404340.1
OG0017345	As010G223590	XP_006404373.1
OG0017346	As010G224100	XP_006404429.1
OG0017347	As010G224250	XP_006418855.1
OG0017348	As010G224520	XP_006418889.1
OG0017349	As010G224840	XP_006414782.1
OG0017350	As010G225360	XP_024009628.1
OG0017351	As010G226160	XP_024013723.1
OG0017352	As010G226190	XP_024013767.1
OG0017353	As010G226300	XP_024013527.1
OG0017354	As010G226990	XP_006419129.1
OG0017355	As010G227400	XP_006395243.1
OG0017356	As010G227670	XP_006391222.1
OG0017357	As010G227870	XP_006391230.1
OG0017358	As010G229080	XP_006399876.1
OG0017359	As010G229700	XP_006391206.1
OG0017360	As010G230590	XP_006391213.1
OG0017361	As010G231350	XP_006391090.1
OG0017362	As010G232110	XP_024007404.1
OG0017363	As010G232210	XP_006391044.1
OG0017364	As010G232530	XP_006404712.1
OG0017365	As010G232580	XP_006391011.1
OG0017366	As010G232600	XP_006391009.1
OG0017367	As010G232780	XP_006390980.2
OG0017368	As010G233550	XP_006390860.1
OG0017369	As010G233560	XP_024004094.1
OG0017370	As010G233670	XP_024006864.1
OG0017371	As010G233870	XP_006390821.1
OG0017372	As010G233990	XP_024007638.1
OG0017373	As010G234010	XP_006390807.1
OG0017374	As010G234330	XP_006390765.1
OG0017375	As010G235480	XP_006390037.1
OG0017376	As010G235520	XP_006390040.1
OG0017377	As010G235990	XP_006390085.1
OG0017378	As010G236020	XP_024011774.1
OG0017379	As010G236110	XP_006390097.1
OG0017380	As010G236440	XP_006390130.1
OG0017381	As010G236720	XP_006390160.1
OG0017382	As010G236820	XP_006390169.1
OG0017383	As010G236840	XP_006390171.1
OG0017384	As010G237310	XP_006390221.1
OG0017385	As010G237630	XP_006390259.2
OG0017386	As010G237700	XP_006390272.1
OG0017387	As010G238070	XP_006416468.1
OG0017388	As010G238560	XP_006390363.1
OG0017389	As010G238860	XP_006390402.1
OG0017390	As010G239180	XP_024016144.1
OG0017391	As010G239320	XP_006400501.2
OG0017392	As010G239420	XP_006390469.1
OG0017393	As010G239520	XP_006414795.1
OG0017394	As010G239810	XP_024007515.1
OG0017396	As010G240210	XP_006390560.1
OG0017397	As010G240300	XP_006390569.1
OG0017398	As010G240530	XP_006390585.1
OG0017399	As010G240810	XP_006390604.1
OG0017400	As010G241210	XP_006390646.1
OG0017401	As010G241910	XP_024006368.1
OG0017402	As010G242120	XP_024006487.1, XP_024008175.1
OG0017403	As010G242500	XP_006389920.1
OG0017404	As010G242890	XP_006389884.1
OG0017405	As010G242950	XP_006389878.1
OG0017406	As010G243120	XP_024010035.1
OG0017407	As010G243240	XP_006389843.1
OG0017408	As010G243360	XP_024007674.1
OG0017409	As010G244090	XP_006389759.1
OG0017410	As010G244270	XP_006389739.1
OG0017411	As010G244440	XP_006389717.1
OG0017412	As010G244460	XP_006389720.2
OG0017413	As010G244580	XP_006389723.1
OG0017414	As011G244800	XP_024015488.1
OG0017415	As011G245010	XP_006407255.1
OG0017416	As011G245220	XP_006407234.1
OG0017417	As011G245530	XP_006407197.1
OG0017418	As011G245660	XP_006407179.1
OG0017419	As011G245740	XP_006407169.1
OG0017420	As011G246720	XP_006407067.1
OG0017421	As011G246730	XP_006407066.1
OG0017422	As011G247160	XP_024015348.1
OG0017423	As011G247250	XP_024015252.1
OG0017424	As011G247270	XP_006407006.1
OG0017426	As011G247820	XP_024014849.1
OG0017427	As011G248460	XP_006406850.1
OG0017428	As011G248670	XP_006406834.1
OG0017429	As011G248990	XP_006406806.1
OG0017430	As011G249950	XP_006406677.1
OG0017431	As011G250500	XP_006406604.1
OG0017432	As011G250530	XP_006406602.2, XP_006406603.1
