Orthogroup	Aethionema_saxatile	Cochlearia_excelsa
OG0014101	As009G218310	g9885
OG0014102	As009G218330	g23572, g47658
OG0014103	As009G218560	g383
OG0014104	As009G218610	g9871
OG0014105	As009G218830	g364
OG0014106	As009G219100	g341
OG0014107	As009G219150	g337
OG0014108	As009G219180	g335
OG0014109	As009G219240	g333
OG0014110	As009G219340	g9835
OG0014111	As009G219440	g322, g9831
OG0014112	As009G219450	g321, g9830
OG0014113	As009G219620	g28716
OG0014114	As009G219750	g1204
OG0014115	As009G220020	g1165
OG0014116	As010G220230	g19309
OG0014117	As010G220260	g2474
OG0014118	As010G220300	g19315
OG0014119	As010G220350	g2485
OG0014120	As010G220510	g2507
OG0014121	As010G220680	g2525
OG0014122	As010G220820	g19351
OG0014123	As010G220830	g18254
OG0014124	As010G220980	g2565
OG0014125	As010G221080	g2581
OG0014126	As010G221390	g19382
OG0014127	As010G221450	g19385, g2605
OG0014128	As010G221520	g19391
OG0014129	As010G221810	g2627
OG0014130	As010G221890	g19407
OG0014131	As010G222130	g11386
OG0014132	As010G222180	g2645
OG0014133	As010G222480	g11387
OG0014134	As010G222590	g2705
OG0014135	As010G222880	g2725
OG0014136	As010G222980	g2728
OG0014137	As010G223070	g2763
OG0014138	As010G223130	g25747
OG0014139	As010G223360	g19499
OG0014140	As010G223450	g2736
OG0014141	As010G223610	g2773
OG0014142	As010G223670	g2781
OG0014143	As010G223680	g2782, g2784
OG0014144	As010G224070	g2809
OG0014145	As010G224080	g11410
OG0014146	As010G224430	g11431
OG0014147	As010G224560	g2879
OG0014148	As010G224690	g19566
OG0014149	As010G224760, As010G239800	g46090
OG0014150	As010G224910	g19581
OG0014151	As010G224950	g19582
OG0014152	As010G225130	g2945
OG0014153	As010G225300	g2991
OG0014154	As010G225330	g11444
OG0014155	As010G225640	g3008
OG0014156	As010G225710	g3015
OG0014157	As010G225910	g19600
OG0014158	As010G226360	g11470
OG0014159	As010G226380	g3411
OG0014160	As010G226390	g3412
OG0014161	As010G226450	g19612
OG0014162	As010G226470	g52271
OG0014163	As010G227120	g25943
OG0014164	As010G227490	g36740
OG0014165	As010G228100	g41651
OG0014166	As010G228260	g44895
OG0014167	As010G228610	g41616
OG0014168	As010G229030	g40870
OG0014169	As010G229940	g44871
OG0014170	As010G230020	g41588, g41586
OG0014171	As010G231210	g45755, g41504
OG0014172	As010G231600	g44819
OG0014173	As010G231660	g44293
OG0014174	As010G232280	g45784
OG0014175	As010G232400	g45790
OG0014176	As010G232460	g45793
OG0014177	As010G232480	g45795
OG0014178	As010G232660	g44754
OG0014179	As010G232980	g18015
OG0014180	As010G233270	g45848
OG0014181	As010G233520	g45869
OG0014182	As010G233580	g45871
OG0014183	As010G234030	g45905
OG0014184	As010G234120	g44661
OG0014185	As010G234200	g45916
OG0014186	As010G234270	g3816, g45923, g3817
OG0014187	As010G234310	g45928
OG0014188	As010G234500	g44639
OG0014189	As010G234660	g44630
OG0014190	As010G234670	g45992
OG0014191	As010G234830	g45974
OG0014192	As010G234840	g44621
OG0014193	As010G235250	g46428
OG0014194	As010G235700	g17960
OG0014195	As010G235750	g13614
OG0014196	As010G235850	g46372
OG0014197	As010G236170	g46340
OG0014198	As010G236210	g46337
OG0014199	As010G236330	g13618
OG0014200	As010G236400	g46306
OG0014201	As010G236510	g44374
OG0014202	As010G236710	g46319
OG0014203	As010G236900	g46288
OG0014204	As010G237150	g44401
OG0014205	As010G237430	g44415
OG0014207	As010G237480	g46246
OG0014208	As010G237620	g44419, g46239
OG0014209	As010G237720, As010G237730	g46231
OG0014210	As010G237950	g46215
OG0014211	As010G238240	g46193
OG0014212	As010G238250	g44469
OG0014213	As010G238460	g44480
OG0014215	As010G238660	g46173
OG0014216	As010G238750	g44503
OG0014217	As010G238840	g44511
OG0014218	As010G239070	g44521
OG0014219	As010G239120	g44530
OG0014220	As010G239190	g44535
OG0014221	As010G239250	g46131
OG0014222	As010G239310	g46128, g44543
OG0014223	As010G239370	g46125
OG0014224	As010G239500	g46110
OG0014225	As010G239550	g46108
OG0014226	As010G239640	g46102
OG0014227	As010G239680	g46100
OG0014228	As010G239710	g46097
OG0014229	As010G239780	g46092
OG0014230	As010G239840	g44560
OG0014231	As010G240170	g44567
OG0014232	As010G240460	g46055
OG0014233	As010G240520	g46049
OG0014235	As010G241000	g46017
OG0014236	As010G241090	g46009
OG0014237	As010G241110	g46007
OG0014238	As010G241140	g27372
OG0014239	As010G241290	g45998
OG0014240	As010G241300	g44604
OG0014241	As010G241360	g44607
OG0014242	As010G241540	g44614
OG0014243	As010G242280	g36056, g46490, g22310
OG0014244	As010G242370	g46494
OG0014245	As010G242460	g44338
OG0014246	As010G242520	g46504
OG0014248	As010G242730	g46519
OG0014249	As010G242740	g46518
OG0014250	As010G242820	g44323
OG0014251	As010G242840	g25757
OG0014252	As010G243300	g44300
OG0014254	As010G243810	g46583
OG0014255	As010G243820	g44285
OG0014256	As010G243870	g46587
OG0014257	As010G243880	g46588
OG0014258	As010G243930	g46591
OG0014259	As010G244260	g46602
OG0014260	As010G244320	g46606
OG0014262	As010G244400	g46609
OG0014263	As010G244520	g44266
OG0014264	As010G244540	g14654, g17996
OG0014265	As011G244620	g7291
OG0014266	As011G244770	g12257
OG0014267	As011G245060	g13161
OG0014268	As011G245830	g13202
OG0014269	As011G245850	g7207
OG0014270	As011G246030	g908
OG0014271	As011G246090	g12204
OG0014272	As011G246100	g12203
OG0014273	As011G246150	g7191
OG0014274	As011G246740	g7150
OG0014275	As011G247010	g7137
OG0014276	As011G247030	g7136
OG0014277	As011G247070	g19161
OG0014278	As011G247260	g12147
OG0014279	As011G247390	g7102
OG0014280	As011G247780	g7066
OG0014281	As011G247810	g7065
OG0014282	As011G248110	g12105
OG0014283	As011G248170	g26001
OG0014284	As011G248250	g13251
OG0014285	As011G248270	g7044
OG0014286	As011G248530	g7016
OG0014287	As011G248810	g13263
OG0014288	As011G249010	g12072
OG0014289	As011G249160	g6983
OG0014290	As011G249310	g13277
OG0014291	As011G249390	g13280
OG0014292	As011G249690	g6929
OG0014293	As011G249720	g13292
OG0014294	As011G249890	g6917
OG0014295	As011G250090	g12021
OG0014296	As011G250310	g6890
OG0014297	As011G250510	g40035
OG0014298	As011G250580	g12006
OG0014300	As011G250890	g11990
OG0014301	As011G251000	g11983
OG0014303	As011G251290	g11970
OG0014304	As011G251300	g6820
OG0014305	As011G251310	g6819
OG0014306	As011G251430, As012G272630	g54151
OG0014307	As011G251500	g11957
OG0014308	As011G251560	g6800
OG0014309	As011G251670, As012G272520	g54154
OG0014310	As011G251870	g11952
OG0014311	As011G251960	g6771
OG0014313	As011G252530	g11924
OG0014314	As011G252540	g6747
OG0014315	As011G252650	g6740
OG0014316	As011G252760	g11913, g25078
OG0014317	As011G252790	g11912
OG0014318	As011G252810	g11909
OG0014319	As011G253030	g11897
OG0014320	As011G253090	g11893
OG0014321	As011G253100	g11891
OG0014322	As011G253120	g6699
OG0014324	As011G253560	g6674
OG0014325	As011G253580	g13388
OG0014326	As011G253640	g13384
OG0014327	As011G253660	g6678, g13383
OG0014328	As011G253780	g6634
OG0014330	As011G254550	g11807
OG0014331	As011G254770	g41415
OG0014332	As011G254790	g6565
OG0014333	As011G254940	g6558
OG0014334	As011G255360	g11757
OG0014335	As011G255450	g6524
OG0014336	As011G255470	g6521
OG0014337	As011G255650	g11749
OG0014338	As011G255740	g24576
OG0014339	As011G256210, As011G256220	g13484
OG0014340	As011G256380	g11726
OG0014341	As011G256480	g13586
OG0014342	As011G256500	g6456
OG0014343	As011G256510	g6455
OG0014344	As011G256810	g13515
OG0014345	As011G256930	g13518
OG0014346	As011G257740	g6409
OG0014347	As011G257750	g13522, g6408
OG0014348	As011G258100	g6398
OG0014349	As011G258780	g13562
OG0014350	As011G258790	g6366
OG0014351	As011G258880	g13550
OG0014352	As011G259220	g13666
OG0014353	As011G260760	g6020
OG0014354	As011G260990	g7478
OG0014355	As011G261150	g11579
OG0014356	As011G261300	g13417
OG0014357	As011G261310	g13416
OG0014358	As011G261430	g11596, g13584
OG0014359	As011G261500	g13582
OG0014360	As011G261560	g13579
OG0014361	As011G261670	g13573
OG0014362	As011G261790	g13672
OG0014363	As011G261840	g14242
OG0014364	As011G261870	g13664
OG0014365	As011G262050	g14569
OG0014366	As011G262170	g14450
OG0014367	As011G262210	g13679
OG0014368	As011G262330	g6196
OG0014369	As011G262340	g13684
OG0014370	As011G262390	g23188
OG0014371	As011G262400	g6192
OG0014372	As011G262460	g6188
OG0014373	As011G262570	g13686
OG0014374	As011G262660	g31095
OG0014375	As011G262940	g6151
OG0014376	As011G262990	g14232
OG0014378	As011G263350	g39562, g6137
OG0014379	As011G263450	g28246
OG0014380	As011G263560	g14085
OG0014381	As011G263770	g14059
OG0014382	As011G263860	g14051
OG0014383	As011G264380	g6094
OG0014384	As011G264520	g6081
OG0014385	As011G264700	g6050
OG0014386	As011G265310	g13958
OG0014387	As011G265540	g13782
OG0014388	As011G265550	g5993
OG0014389	As011G265670	g13936
OG0014390	As011G265700	g5987
OG0014391	As011G265710	g5986
OG0014392	As011G265990	g13916
OG0014393	As011G266210	g13910
OG0014394	As011G266320	g13902
OG0014395	As011G266620	g13871
OG0014396	As011G266670	g13869
OG0014397	As011G266890	g5921, g13862
OG0014398	As011G267190	g5903
OG0014399	As011G267260	g13847, g5897
OG0014400	As011G267370	g13844
OG0014401	As011G267500	g5876
OG0014402	As011G267530	g5888
OG0014403	As012G267690	g27972
OG0014404	As012G267740	g39449
OG0014405	As012G268050	g36736, g54363
OG0014406	As012G268070	g54362
OG0014407	As012G268440	g54320
OG0014408	As012G268600	g36712
OG0014409	As012G268630	g54322
OG0014410	As012G268670	g10843
OG0014411	As012G268780	g36704
OG0014412	As012G269440	g36664
OG0014413	As012G269480	g54303
OG0014414	As012G269640	g36637
OG0014415	As012G269840	g36618
OG0014417	As012G270340, As012G270390	g54277
OG0014418	As012G270480	g54270
OG0014419	As012G270640	g36574
OG0014420	As012G270650	g36573
OG0014421	As012G270660	g36572
OG0014422	As012G270730	g36562
OG0014423	As012G270910	g36554
OG0014424	As012G271270	g36523
OG0014425	As012G271340	g54229
OG0014426	As012G271480	g54214
OG0014427	As012G271590	g36470
OG0014428	As012G271700	g54194
OG0014429	As012G271820	g28036
OG0014430	As012G272040	g44862
OG0014431	As012G272060	g54181, g36454
OG0014434	As012G272330	g36430, g54164
OG0014435	As012G272360	g28058
OG0014436	As012G272610	g36411
OG0014437	As012G272680	g43449, g36405
OG0014438	As012G272790	g54139
OG0014439	As012G272820	g6833
OG0014440	As012G272940	g36395
OG0014441	As012G272960	g54124
OG0014442	As012G273210	g36382
OG0014443	As012G273260	g36374
OG0014444	As012G273390	g54106
OG0014445	As012G273450	g54118
OG0014446	As012G273650	g36328
OG0014447	As012G273830	g36321
OG0014448	As012G273910	g28107
OG0014449	As012G274230	g47147
OG0014450	As012G274370	g24393
OG0014451	As012G277900, As012G274400	g2303
OG0014452	As012G274430	g24398
OG0014453	As012G274550	g17610
OG0014454	As012G274640	g47127
OG0014455	As012G274710	g24417
OG0014456	As012G275090	g37100
OG0014457	As012G275110	g51461
OG0014458	As012G275250	g51455
OG0014459	As012G275490	g11339
OG0014460	As012G275530	g11336
OG0014461	As012G275770	g3237
OG0014462	As012G275780	g2420
OG0014463	As012G275790	g2419
OG0014464	As012G275800	g2418
OG0014465	As012G275900	g2414
OG0014466	As012G275960	g19251
OG0014467	As012G276070	g19240
OG0014468	As012G276200	g19226
OG0014469	As012G276210	g19224
OG0014470	As012G276840	g13638
OG0014471	As012G276970	g11314
OG0014472	As012G277110	g19198
OG0014473	As012G277720	g11305
OG0014474	As012G278180	g19168
OG0014475	As012G278600	g2445
OG0014476	As012G278810	g29282
OG0014477	As012G278870	g19293
OG0014478	As012G278900	g11341
OG0014479	As012G279510	g19304
OG0014480	As012G280110	g2289
OG0014481	As012G280250	g11297
OG0014482	As012G280870	g2242
OG0014483	As012G281500	g2233
OG0014484	As012G281610	g2222
OG0014485	As012G281620	g2221, g19108
OG0014486	As012G281730	g19100
OG0014487	As012G282010	g2192
OG0014488	As012G282660	g2165
OG0014489	As012G282700	g2163
OG0014490	As012G282780	g51920
OG0014492	As012G283170	g19014
OG0014493	As012G283230	g2055
OG0014494	As012G283250	g2058
OG0014495	As012G283690, As012G283730	g18996
OG0014496	As012G284320	g18971
OG0014497	As012G284520	g11222
OG0014499	As012G284750	g18954
OG0014500	As012G284880	g1988
OG0014501	As012G285220	g2005
OG0014502	As012G285240	g2007
OG0014503	As012G285250	g18906
OG0014504	As012G285430	g2020
OG0014505	As012G285450	g18895
OG0014506	As012G285860	g1957
OG0014507	As012G285900	g1952
OG0014508	As012G286000	g18870
OG0014509	As012G286230	g1925
OG0014510	As012G286300	g18825
OG0014511	As012G286620	g19016
OG0014512	As012G286740	g1901
OG0014513	As012G286800	g1897, g18801
OG0014514	As012G286980, As012G287000	g1885
OG0014515	As012G287090	g1880
OG0014516	As012G287520	g1842
OG0014517	As012G287690	g1826
OG0014518	As012G287810	g1813
OG0014520	As012G287970	g11159
OG0014521	As012G287980	g11158
OG0014522	As012G287990	g11157
OG0014523	As012G288090	g1774
OG0014524	As012G288360	g11150
OG0014525	As012G288530	g18740
OG0014526	As012G289020	g18766
OG0014527	As012G289030	g1741
OG0014528	As012G289190	g18780
OG0014529	As012G289290	g18787
OG0014530	As012G289320	g18699
OG0014531	As012G289440	g44659
OG0014532	As012G289450	g44660
OG0014533	As012G289500	g18711
OG0014637	As001G000280	g23555
OG0014638	As001G000430	g17034, g44093
OG0014639	As001G000490	g23543
OG0014640	As001G000510	g23540
OG0014641	As001G000560	g23536
OG0014643	As001G000670	g17025
OG0014644	As001G000810	g44366
OG0014645	As001G000830	g23515
OG0014646	As001G000840	g23514
OG0014647	As001G000900	g17015
OG0014648	As001G000980	g23498
OG0014649	As001G001010	g23496
OG0014650	As001G001150	g23484
OG0014651	As001G001160	g23478
OG0014652	As001G001250	g23469
OG0014653	As001G001350	g23466
OG0014654	As001G001390	g23463
OG0014655	As001G001400	g23462
OG0014656	As001G001530	g25217
OG0014657	As001G001550	g47703
OG0014659	As001G001700	g17001
OG0014660	As001G001710	g17000
OG0014661	As001G002320	g23415
OG0014662	As001G002960	g23377
OG0014663	As001G002990	g16969
OG0014665	As001G003050	g23367
OG0014666	As001G003100	g53552
OG0014667	As001G003340	g23351
OG0014668	As001G003420	g23346
OG0014669	As001G003460	g47775
OG0014670	As001G003670	g23330
OG0014671	As001G003700	g23328
OG0014672	As001G003910	g31134
OG0014673	As001G003920	g23315
OG0014674	As001G004060	g23308
OG0014675	As001G004100	g23306
OG0014676	As001G004110	g47793
OG0014677	As001G004270	g23297
OG0014678	As001G004290	g23295
OG0014679	As001G004520	g23289
OG0014680	As001G004830	g16923
OG0014682	As001G004960	g23273
OG0014683	As001G005090	g38325
OG0014684	As001G005340	g23251
OG0014685	As001G005800	g16909
OG0014686	As001G006080	g23240
OG0014687	As001G006240	g23242
OG0014689	As001G009970	g47873
OG0014690	As001G010050	g23177
OG0014691	As001G010380	g23174
OG0014692	As001G010460	g18162
OG0014693	As001G010510	g23170
OG0014694	As001G011180	g20667
OG0014694	As224G297330	g19686, g20910, g19729, g19781, g19777, g19733, g20907
OG0014695	As001G012190	g23158
OG0014696	As001G012730	g23106
OG0014697	As001G013580	g18197
OG0014698	As001G013750	g776
OG0014699	As001G013810	g23143
OG0014700	As001G013910	g18207
OG0014701	As001G014070	g18204
OG0014702	As001G014240	g47882
OG0014703	As001G014330	g23069
OG0014704	As001G014900, As001G014910	g13717
OG0014705	As001G014940, As001G018320	g36245
OG0014706	As001G015520	g23016
OG0014707	As001G015610	g23011
OG0014708	As001G015650	g23008
OG0014709	As001G015790	g50578
OG0014710	As001G015930	g32525
OG0014711	As001G015990	g27743
OG0014712	As001G016240	g50610
OG0014713	As001G016250	g32539
OG0014714	As001G016410	g27724
OG0014715	As001G016420	g27723
OG0014716	As001G016730	g32595
OG0014717	As001G016770	g32600
OG0014718	As001G016790	g32606
OG0014719	As001G016800	g50633
OG0014720	As001G016900	g32611
OG0014721	As001G017020	g32621
OG0014722	As001G017040	g27780
OG0014723	As001G017390	g24305
OG0014724	As001G017410	g47193
OG0014725	As001G017480	g47188
OG0014726	As001G017520	g47185
OG0014727	As001G017530	g47184
OG0014728	As001G017550	g47182
OG0014729	As001G017640	g24322
OG0014730	As001G017860	g24333
OG0014731	As001G018120	g24358
OG0014732	As001G018300	g47156
OG0014733	As001G018350	g43822
OG0014734	As001G018510	g43873
OG0014735	As001G018640	g41130
OG0014736	As001G018810	g44899
OG0014737	As001G018820	g41125
OG0014738	As001G018850	g1695
OG0014740	As001G019150	g41104
OG0014742	As001G019580	g1712
OG0014743	As001G020150	g44071
OG0014744	As001G020320, As001G020330	g37236
OG0014745	As001G020460	g47704
OG0014746	As001G020650	g44122
OG0014747	As001G020860	g41022
OG0014748	As001G021170	g44143
OG0014749	As001G021290	g40985
OG0014750	As001G021560	g40975
OG0014751	As001G022030	g40934
OG0014752	As001G022140	g40929
OG0014753	As001G022210	g10828
OG0014754	As001G022470	g10805
OG0014755	As001G022490	g10803
OG0014756	As001G022580	g10799
OG0014758	As001G022780	g10773
OG0014759	As001G022800	g10771
OG0014760	As001G022820	g10767
OG0014761	As001G022860	g50606
OG0014763	As001G023000	g10746
OG0014764	As001G023300	g10731
OG0014765	As001G023660	g10697
OG0014766	As001G023760	g10687
OG0014767	As001G023770	g10686
OG0014768	As001G023860	g10677
OG0014769	As001G024060	g1544
OG0014770	As001G024080	g10663
OG0014771	As001G024230	g1551
OG0014772	As001G024280	g1557
OG0014773	As001G024430	g10647
OG0014774	As001G024790	g10612
OG0014775	As001G024990	g10597
OG0014776	As001G025010	g10596
OG0014777	As001G025070	g1583
OG0014778	As001G025090	g10589
OG0014779	As001G025170	g10584
OG0014780	As001G025470	g16613
OG0014781	As001G025590	g1596
OG0014782	As001G025640	g10550
OG0014783	As001G025790	g10539
OG0014784	As001G025850	g1604
OG0014785	As001G025950	g10523
OG0014786	As001G026000	g10519
OG0014787	As001G026160	g10504
OG0014788	As001G026400	g16566
OG0014789	As001G026540	g10474
OG0014790	As001G026670	g18228
OG0014791	As001G026820	g4326
OG0014792	As001G026830	g10450
OG0014793	As001G027070	g4305
OG0014794	As001G027230	g10403
OG0014795	As001G027260	g4294
OG0014797	As001G027890	g10351
OG0014798	As001G028090	g10324
OG0014800	As001G028200	g40962
OG0014801	As001G028270	g41782
OG0014802	As001G028370	g44921
OG0014803	As001G028400	g44928, g44927
OG0014804	As001G028560	g41833
OG0014806	As001G028900	g45001
OG0014807	As001G029010	g45016
OG0014808	As001G029090	g45023
OG0014809	As001G029190	g41914
OG0014810	As001G029240	g42007
OG0014811	As001G029270	g45046
OG0014812	As001G029310	g45056
OG0014813	As001G029390	g45071
OG0014814	As001G029540	g45099
OG0014815	As001G029640	g45102
OG0014816	As001G029670	g53640
OG0014817	As001G029780	g49534
OG0014819	As001G029830	g45130
OG0014820	As001G029850	g18065
OG0014821	As001G029900	g45138
OG0014822	As001G029910	g45140
OG0014823	As001G029960	g41232
OG0014824	As001G029980	g45234
OG0014825	As001G030030	g53688
OG0014826	As001G030170	g40731
OG0014827	As001G030260	g19344
OG0014828	As001G030380	g10644
OG0014829	As001G030440	g40757
OG0014830	As001G030490	g40762
OG0014831	As001G030510	g40764
OG0014832	As001G030580	g40770
OG0014833	As001G031010	g44263
OG0014834	As001G031090	g40797
OG0014835	As001G031200	g40786
OG0014836	As001G031290	g1736
OG0014837	As001G031320	g40840
OG0014838	As001G031330, As001G031340	g40841
OG0014839	As001G031370	g37127
OG0014840	As001G031380	g40843
OG0014841	As001G031530	g40851
OG0014842	As001G031740	g40868
OG0014844	As001G031870	g40882
OG0014845	As001G031890	g40884
OG0014846	As001G031910	g40885
OG0014847	As001G032040	g40892
OG0014848	As002G032410	g13141
OG0014849	As002G032480	g23583
OG0014850	As002G032590	g23727
OG0014852	As002G032840	g23712
OG0014853	As002G032880	g17140
OG0014854	As002G033180	g51978
OG0014855	As002G033260	g46852
OG0014856	As002G033290	g38153
OG0014857	As002G033380	g51965
OG0014858	As002G033490	g51970
OG0014859	As002G033620	g37369
OG0014860	As002G033760	g51946
OG0014861	As002G033800	g51944
OG0014862	As002G033940	g7515
OG0014863	As002G033960	g12410
OG0014864	As002G034040	g7511
OG0014865	As002G034090	g7508
OG0014866	As002G034180	g12403
OG0014867	As002G034310	g7491
OG0014868	As002G034400	g7482
OG0014869	As002G034490	g13059
OG0014870	As002G034670	g7475
OG0014871	As002G034680	g7474
OG0014872	As002G034930	g7464
OG0014873	As002G034940	g7463
OG0014874	As002G034990	g7459
OG0014875	As002G035040, As005G108510	g29834
OG0014876	As002G035230	g7447
OG0014877	As002G035250	g7446
OG0014878	As002G035460	g7442
OG0014879	As002G035560	g13082, g7438
OG0014880	As002G035590	g7435
OG0014881	As002G035630	g13086
OG0014882	As002G036170	g7416
OG0014883	As002G040530, As002G036390	g1071
OG0014885	As002G036780	g13111
OG0014886	As002G036830	g12337
OG0014887	As002G036930	g12334
OG0014888	As002G037110, As002G037100	g7386
OG0014889	As002G038310	g7336
OG0014891	As002G038750	g12295
OG0014892	As002G038920	g7314
OG0014893	As002G039340	g25946
OG0014894	As002G039430	g1505
OG0014895	As002G039440	g25976
OG0014896	As002G039880	g1482
OG0014897	As002G041360	g13395
OG0014898	As002G041960	g1410
OG0014899	As002G042150	g31111
OG0014900	As002G042300	g1390
OG0014901	As002G042320	g28280
OG0014902	As002G042390	g1388
OG0014903	As002G042600	g1367
OG0014904	As002G042780	g1346
OG0014905	As002G043290	g41161
OG0014906	As002G043490	g41170
OG0014907	As002G043500	g28344
OG0014908	As002G043580	g41173
OG0014909	As002G043600	g28348
OG0014910	As002G043620	g44216
OG0014911	As002G043860	g1306
OG0014912	As002G043950	g865
OG0014913	As002G043960	g866
OG0014914	As002G043990	g868
OG0014915	As002G044010	g870
OG0014916	As002G044020	g28362
OG0014917	As002G044190	g28367
OG0014918	As006G143690, As002G044300	g41226
OG0014919	As002G044330	g884
OG0014920	As002G044510	g892
OG0014921	As002G044720	g41279
OG0014922	As002G044870	g28406
OG0014923	As002G045010	g41253
OG0014924	As002G045190	g28423
OG0014925	As002G045220	g28424
OG0014926	As002G045350	g41294
OG0014927	As002G045740	g935
OG0014928	As002G046160	g957
OG0014929	As002G046600	g977
OG0014930	As002G046980	g31808
OG0014931	As002G047140	g39376
OG0014932	As002G047230	g39374
OG0014933	As002G047290	g1018
OG0014934	As002G047360	g28517
OG0014935	As002G047870	g28543
OG0014936	As002G047960	g28550
OG0014937	As002G048060	g1062
OG0014939	As002G048270	g28562
OG0014940	As002G048370	g1081
OG0014941	As002G048380	g1082
OG0014942	As002G048720	g1098
OG0014943	As002G048740	g39326
OG0014944	As002G048750	g28600
OG0014945	As002G049100	g1108
OG0014946	As002G049310	g39299
OG0014947	As002G049340	g1120
OG0014949	As002G049530	g1140
OG0014950	As002G049610	g28669
OG0014951	As002G049930	g28687
OG0014952	As002G049950	g1154
OG0014953	As002G050010	g41147
OG0014954	As002G050080	g45666
OG0014955	As002G050250	g29358
OG0014956	As002G050260	g29357
OG0014957	As002G050540	g45614
OG0014958	As002G050740	g5299
OG0014959	As002G051100	g29403
OG0014960	As002G051360	g45581
OG0014962	As002G051740	g29439
OG0014963	As002G051850	g5373
OG0014964	As002G051900	g29447
OG0014965	As002G051920	g45565
OG0014966	As002G052130	g5389
OG0014967	As002G052180	g29465
OG0014968	As002G052190	g29466
OG0014969	As002G052220	g51700
OG0014970	As002G052280	g29471
OG0014971	As002G052310	g5394
OG0014973	As002G052540	g29486
OG0014974	As002G052560	g29487
OG0014975	As002G052760	g45542
OG0014976	As002G052800	g5409
OG0014977	As002G052830	g45538
OG0014979	As002G053100	g5423
OG0014980	As002G053110	g29509
OG0014981	As002G053320	g5432
OG0014982	As002G053600	g45520
OG0014983	As002G053650	g5450
OG0014984	As002G053780	g29560
OG0014985	As002G053790	g29561
OG0014986	As002G054080	g5474
OG0014987	As002G054540	g29588
OG0014988	As002G054570	g5506
OG0014989	As002G054810	g29602
OG0014990	As002G055170	g5537
OG0014991	As002G055260	g5540, g29625
OG0014992	As002G055340	g5546
OG0014993	As002G055420	g5552
OG0014994	As003G055600	g17555
OG0014995	As003G055730	g24267
OG0014996	As003G055750	g47204
OG0014997	As003G056110	g17526
OG0014998	As003G056130	g24236
OG0014999	As003G056770	g47265
OG0015000	As003G056950	g17479
OG0015001	As003G057060	g47278
OG0015002	As003G057080	g24175
OG0015003	As003G057130	g24171
OG0015004	As003G057250	g47286
OG0015005	As003G057270	g17459
OG0015006	As003G057520	g47295
OG0015007	As003G057590	g43474, g24150
OG0015008	As003G057740	g47311, g17432
OG0015009	As003G057950	g47318
OG0015010	As003G057960	g24117
OG0015011	As003G058020	g24108
OG0015012	As003G058260	g17387
OG0015013	As003G058670, As003G058710	g47346
OG0015014	As003G058780	g47349
OG0015016	As003G058880	g31747
OG0015017	As003G059070	g47367
OG0015018	As003G059140	g24024
OG0015019	As003G059260, As009G200120	g5200
OG0015020	As003G059280	g24016
OG0015021	As003G059490	g24007
OG0015022	As003G059550	g47378
OG0015023	As003G059580	g47381
OG0015024	As003G059700	g23991
OG0015025	As003G059820	g17321
OG0015026	As003G059870	g23984
OG0015027	As003G059990	g47404, g17313
OG0015029	As003G060660	g47432
OG0015030	As003G060860	g17277
OG0015031	As003G060910	g47446
OG0015032	As003G061040	g23916
OG0015034	As003G062250	g17227
OG0015035	As003G062320	g32637
OG0015036	As003G062360	g27793
OG0015037	As003G062390	g50670
OG0015038	As003G062440	g32649
OG0015039	As003G062460	g27796
OG0015040	As003G062610	g27800
OG0015041	As003G062630	g50689
OG0015042	As003G062670	g50692
OG0015043	As003G062730	g32664
OG0015044	As003G063280	g32747
OG0015045	As003G063310	g27812
OG0015046	As003G063350	g50751
OG0015047	As003G063460	g27864
OG0015048	As003G063800	g27884
OG0015049	As003G063840	g33009
OG0015050	As003G063850	g33023
OG0015051	As003G063960	g27910
OG0015052	As003G064090	g27913
OG0015053	As003G064180	g35929, g27923
OG0015054	As003G064190	g27928
OG0015055	As003G064200	g35928
OG0015056	As003G064230	g27955
OG0015057	As003G064580	g53844
OG0015058	As003G064600	g28155
OG0015059	As003G064650	g28173
OG0015060	As003G064830	g28204
OG0015061	As003G064890	g35934
OG0015062	As003G064970	g32290
OG0015063	As003G065040	g28217
OG0015064	As003G065110	g28237
OG0015065	As003G065220	g36175
OG0015066	As003G065290	g47154
OG0015067	As003G065400	g54011
OG0015068	As003G065470	g36259
OG0015069	As003G065560	g28118
OG0015070	As003G065820	g53986
OG0015071	As003G066010	g28240, g28241
OG0015072	As003G066280	g36195
OG0015073	As003G066290	g36196
OG0015074	As003G066300	g28136
OG0015075	As003G066550	g37009
OG0015076	As003G066600	g54023
OG0015077	As003G067310	g27642
OG0015078	As003G067480	g6572
OG0015079	As003G068120	g50436
OG0015080	As003G068230	g32295
OG0015081	As003G068390, As009G218090	g420
OG0015082	As003G068640	g27650
OG0015083	As003G068970	g32339
OG0015084	As003G069850	g50502
OG0015085	As003G070140	g32409
OG0015086	As003G070300	g50517
OG0015087	As003G070450	g32428
OG0015088	As003G070490	g32431
OG0015089	As003G070650	g32436
OG0015090	As003G070670	g27694
OG0015091	As003G071110	g32472
OG0015092	As003G071230	g50551
OG0015093	As003G071250	g32479
OG0015094	As003G071660	g23006, g18227
OG0015095	As003G071880	g22986
OG0015096	As003G072160	g18236
OG0015097	As003G072230	g47943
OG0015098	As003G072270	g47949
OG0015099	As003G072330	g22957
OG0015100	As003G072350	g47951
OG0015101	As003G072450	g47954
