Orthogroup	Aethionema_saxatile	Brassica_oleracea
OG0012556	As011G246560	XP_013585565.1, XP_013626252.1
OG0012557	As011G246870	XP_013638603.1
OG0012558	As011G247290	XP_013586660.1
OG0012559	As011G247310	XP_013586659.1
OG0012560	As011G247350	XP_013584761.1
OG0012561	As011G247990	XP_013609977.1
OG0012562	As011G248200	XP_013623114.1
OG0012563	As011G248770	XP_013622320.1
OG0012564	As011G249030	XP_013609509.1
OG0012565	As011G249090	XP_013613067.1
OG0012566	As011G249200	XP_013587374.1
OG0012567	As011G249240	XP_013638612.1
OG0012568	As011G249250	XP_013623077.1, XP_013609482.1
OG0012569	As011G249440	XP_013585736.1
OG0012570	As011G249730	XP_013637804.1
OG0012571	As011G249740	XP_013637805.1
OG0012572	As011G249750	XP_013637803.1
OG0012573	As011G249810	XP_013587133.1
OG0012574	As011G250350	XP_013638673.1
OG0012575	As011G250420	XP_013592495.1
OG0012576	As011G250480	XP_013615385.1, XP_013583895.1, XP_013614990.1
OG0012577	As011G250630	XP_013587473.1
OG0012578	As011G250800	XP_013637976.1
OG0012579	As011G251020	XP_013587236.1
OG0012580	As011G257310, As011G251260	XP_013587420.1
OG0012581	As011G251330	XP_013586665.1
OG0012582	As011G251490	XP_013638436.1
OG0012583	As011G251950	XP_013615991.1
OG0012584	As011G252130	XP_013638437.1
OG0012585	As011G252350	XP_013622073.1
OG0012586	As011G252700	XP_013586586.1
OG0012587	As011G253060	XP_013638935.1
OG0012588	As012G271750, As011G253070	XP_013587853.1
OG0012589	As011G253190	XP_013584017.1
OG0012590	As011G253720	XP_013638845.1
OG0012591	As011G254350	XP_013599872.1, XP_013617546.1
OG0012592	As011G254870	XP_013607335.1
OG0012593	As011G255000	XP_013586334.1, XP_013639455.1
OG0012594	As011G255140	XP_013597004.1
OG0012595	As011G255460	XP_013598381.1
OG0012596	As011G255690	XP_013593240.1
OG0012597	As011G255720	XP_013623165.1
OG0012598	As011G255820	XP_013598120.1
OG0012599	As011G255850	XP_013593871.1
OG0012600	As011G255960	XP_013638383.1
OG0012601	As011G255990	XP_013597431.1
OG0012602	As011G256290	XP_013595394.1
OG0012603	As011G256350	XP_013607300.1, XP_013628885.1
OG0012604	As011G256860	XP_013627290.1
OG0012605	As011G258290	XP_013630708.1
OG0012606	As011G258460	XP_013614926.1
OG0012607	As011G259040, As011G258870	XP_013625144.1
OG0012608	As011G260580	XP_013629607.1
OG0012609	As011G260770	XP_013599042.1
OG0012610	As011G261240	XP_013628134.1
OG0012611	As011G261480	XP_013598017.1
OG0012612	As011G261570	XP_013595848.1, XP_013622985.1
OG0012613	As011G261640	XP_013630309.1
OG0012614	As011G261890	XP_013613085.1
OG0012615	As011G261960	XP_013610125.1
OG0012616	As011G261970	XP_013629875.1
OG0012617	As011G262410	XP_013610129.1
OG0012618	As011G262520	XP_013613246.1
OG0012619	As011G262640	XP_013595405.1
OG0012620	As011G263000	XP_013597601.1
OG0012621	As011G263010	XP_013622876.1
OG0012622	As011G263080	XP_013596458.1, XP_013596456.1
OG0012623	As011G263410	XP_013609098.1
OG0012624	As011G263610	XP_013609843.1, XP_013593736.1
OG0012625	As011G263660	XP_013609161.1
OG0012626	As011G263690	XP_013629728.1
OG0012627	As011G263720	XP_013592993.1
OG0012628	As011G264290	XP_013625482.1, XP_013594400.1
OG0012629	As011G264470	XP_013612613.1
OG0012630	As011G264480	XP_013629272.1
OG0012631	As011G264600	XP_013598696.1
OG0012632	As011G264900	XP_013593243.1
OG0012633	As011G264970	XP_013606838.1
OG0012634	As011G265020	XP_013611581.1
OG0012635	As011G265250, As011G265240	XP_013609224.1
OG0012636	As011G265470	XP_013609838.1, XP_013595980.1
OG0012637	As011G265740	XP_013597085.1
OG0012638	As011G265970	XP_013615737.1
OG0012640	As011G266330	XP_013606350.1
OG0012641	As011G266550	XP_013611914.1
OG0012642	As011G266770	XP_013593129.1
OG0012643	As011G267160	XP_013595868.1
OG0012644	As011G267460	XP_013594284.1
OG0012645	As012G267780	XP_013625045.1
OG0012646	As012G267830	XP_013625046.1
OG0012647	As012G268000	XP_013592024.1
OG0012649	As012G268450	XP_013629408.1
OG0012650	As012G269350	XP_013630261.1
OG0012651	As012G269580	XP_013588030.1
OG0012652	As012G269680	XP_013589959.1
OG0012654	As012G269990	XP_013590104.1
OG0012655	As012G270220, As012G270210	XP_013592705.1
OG0012656	As012G270400	XP_013590365.1
OG0012657	As012G270720	XP_013589044.1
OG0012658	As012G270990	XP_013624971.1, XP_013589792.1
OG0012659	As012G271330	XP_013591953.1, XP_013592759.1
OG0012660	As012G271350	XP_013588414.1, XP_013628705.1
OG0012661	As012G271450	XP_013629320.1
OG0012662	As012G271640	XP_013613697.1
OG0012663	As012G271690	XP_013608909.1, XP_013613874.1
OG0012664	As012G271930	XP_013587833.1
OG0012665	As012G271970	XP_013589965.1
OG0012666	As012G271980	XP_013591975.1
OG0012667	As012G272170, As012G272160	XP_013588678.1
OG0012668	As012G272500	XP_013630375.1
OG0012669	As012G272560	XP_013626586.1
OG0012670	As012G272620	XP_013603820.1
OG0012671	As012G272900	XP_013587368.1
OG0012672	As012G272910	XP_013625944.1
OG0012673	As012G273180	XP_013586255.1
OG0012674	As012G273360	XP_013605644.1
OG0012675	As012G273410	XP_013592213.1
OG0012676	As012G273660	XP_013592027.1
OG0012677	As012G273770	XP_013588043.1
OG0012678	As012G273890	XP_013605543.1
OG0012679	As012G273900	XP_013588619.1
OG0012680	As012G274280	XP_013593286.1
OG0012681	As012G274330	XP_013591284.1
OG0012682	As012G274510	XP_013595807.1
OG0012683	As012G274660	XP_013598023.1, XP_013614594.1
OG0012684	As012G274690	XP_013619621.1
OG0012685	As012G274700	XP_013593580.1
OG0012686	As012G274870	XP_013633573.1
OG0012688	As012G275360	XP_013636410.1
OG0012689	As012G275510	XP_013631502.1
OG0012690	As012G275520	XP_013600205.1
OG0012691	As012G275680	XP_013605821.1
OG0012692	As012G275880	XP_013631802.1
OG0012693	As012G275930	XP_013636219.1
OG0012694	As012G276010	XP_013602477.1
OG0012695	As012G276090	XP_013602016.1
OG0012696	As012G276350, As012G276340, As012G283430	XP_013602797.1
OG0012697	As012G276580	XP_013634974.1, XP_013604351.1
OG0012698	As012G277030	XP_013605891.1
OG0012699	As012G277210	XP_013619776.1, XP_013602989.1
OG0012700	As012G277380, As012G277220	XP_013597941.1
OG0012701	As012G277790	XP_013636259.1
OG0012702	As012G278050	XP_013637628.1
OG0012703	As012G279200	XP_013596244.1
OG0012704	As012G279920	XP_013633656.1
OG0012705	As012G280160	XP_013604658.1
OG0012706	As012G280920	XP_013605516.1
OG0012707	As012G281140	XP_013602443.1
OG0012708	As012G281800	XP_013605341.1
OG0012709	As012G282000	XP_013602533.1
OG0012710	As012G282040	XP_013600939.1
OG0012711	As012G282140	XP_013600880.1
OG0012712	As012G282210	XP_013599758.1
OG0012713	As012G282800	XP_013605089.1
OG0012714	As012G282820	XP_013600360.1, XP_013627756.1, XP_013602276.1
OG0012715	As012G283410, As012G283010	XP_013601971.1
OG0012716	As012G283020	XP_013601977.1
OG0012717	As012G283050	XP_013604122.1
OG0012718	As012G283260	XP_013602705.1
OG0012720	As012G283400	XP_013633679.1
OG0012721	As012G283650	XP_013600905.1, XP_013588137.1
OG0012722	As012G283710	XP_013599811.1
OG0012723	As012G283740	XP_013602090.1
OG0012724	As012G283830	XP_013604582.1
OG0012725	As012G284330	XP_013591803.1
OG0012726	As012G284850	XP_013637078.1
OG0012727	As012G284860	XP_013594747.1, XP_013637080.1
OG0012728	As012G284970	XP_013633526.1
OG0012729	As012G285170	XP_013605254.1, XP_013590739.1
OG0012730	As012G285190	XP_013634260.1, XP_013605267.1
OG0012731	As012G285700	XP_013602787.1
OG0012732	As012G285760	XP_013592311.1
OG0012733	As012G286560, As012G286500	XP_013602749.1
OG0012734	As012G286590	XP_013591012.1, XP_013603208.1
OG0012735	As012G286960	XP_013630853.1
OG0012736	As012G288030	XP_013599576.1
OG0012737	As012G288270	XP_013605848.1
OG0012738	As012G288400	XP_013605285.1
OG0012739	As012G288610	XP_013634208.1
OG0012740	As012G289060	XP_013635704.1
OG0012741	As012G289130	XP_013599636.1
OG0012836	As001G000020	XP_013617156.1
OG0012837	As001G000120	XP_013621708.1
OG0012838	As001G000230	XP_013605769.1
OG0012839	As001G000500	XP_013598489.1
OG0012840	As001G000690	XP_013596821.1
OG0012841	As001G000950	XP_013587875.1
OG0012842	As001G001240	XP_013619698.1
OG0012843	As001G001380	XP_013638434.1
OG0012844	As001G001450	XP_013633441.1
OG0012845	As001G001760	XP_013593311.1
OG0012846	As001G002370	XP_013600763.1
OG0012847	As001G002540	XP_013597683.1
OG0012848	As001G002650	XP_013593531.1
OG0012849	As001G002980	XP_013595359.1
OG0012850	As001G003010	XP_013626034.1
OG0012851	As001G003230	XP_013627930.1
OG0012852	As001G003330	XP_013622386.1
OG0012853	As001G003480	XP_013625517.1
OG0012854	As001G003750	XP_013598592.1
OG0012855	As001G004360	XP_013595943.1
OG0012856	As001G004490	XP_013618431.1
OG0012857	As001G004740, As006G131340	XP_013600348.1
OG0012858	As001G004800	XP_013595697.1
OG0012859	As001G004970	XP_013595780.1
OG0012860	As001G005080	XP_013601264.1
OG0012861	As001G005290	XP_013595956.1
OG0012862	As001G005410	XP_013607132.1
OG0012863	As001G005620	XP_013595433.1
OG0012864	As001G005790	XP_013611489.1
OG0012865	As001G006360	XP_013593603.1
OG0012866	As001G006470	XP_013587232.1
OG0012867	As001G006730	XP_013606630.1
OG0012868	As001G010040, As001G015380	XP_013604411.1
OG0012869	As001G010180	XP_013605960.1
OG0012870	As001G010240	XP_013639218.1
OG0012871	As001G010370	XP_013607751.1
OG0012872	As001G010540	XP_013626253.1
OG0012873	As001G010710	XP_013607000.1
OG0012875	As001G012610	XP_013585885.1
OG0012876	As001G012780	XP_013591234.1
OG0012877	As001G013730	XP_013618235.1
OG0012878	As001G014090	XP_013603409.1
OG0012879	As001G014530	XP_013596931.1, XP_013635667.1
OG0012880	As001G014540	XP_013635615.1
OG0012881	As001G014860	XP_013620738.1
OG0012882	As008G187250, As003G072380, As001G014950	XP_013608054.1
OG0012883	As001G015090	XP_013612883.1
OG0012884	As001G015140	XP_013623722.1
OG0012885	As001G015680	XP_013584335.1
OG0012886	As004G078740, As001G015700	XP_013584174.1
OG0012887	As004G078990, As001G015910	XP_013595802.1
OG0012888	As001G015960	XP_013584604.1, XP_013604030.1
OG0012889	As001G016910	XP_013637727.1
OG0012890	As001G016940	XP_013586228.1
OG0012891	As001G017100	XP_013585234.1
OG0012892	As001G017610	XP_013620161.1
OG0012893	As001G017840	XP_013593659.1
OG0012894	As001G017870	XP_013619941.1
OG0012895	As001G017880	XP_013618678.1
OG0012896	As001G018010, As004G083020	XP_013601461.1
OG0012897	As001G018090	XP_013601476.1
OG0012898	As001G018230	XP_013604377.1
OG0012899	As001G018370	XP_013612358.1
OG0012900	As001G018490	XP_013611859.1
OG0012901	As001G018520	XP_013612392.1
OG0012902	As001G018680	XP_013585758.1
OG0012903	As001G018750	XP_013610188.1
OG0012904	As001G018780	XP_013633632.1
OG0012905	As001G018800	XP_013613590.1
OG0012906	As001G018970	XP_013613577.1
OG0012907	As001G019020	XP_013614918.1
OG0012908	As001G019030	XP_013611397.1
OG0012909	As001G019380	XP_013611970.1
OG0012910	As001G019390	XP_013611971.1
OG0012911	As001G019670	XP_013605055.1
OG0012912	As001G019760	XP_013607396.1
OG0012913	As001G019920	XP_013637230.1, XP_013607078.1
OG0012914	As001G020050, As001G019940	XP_013615946.1
OG0012915	As001G020170	XP_013612512.1
OG0012916	As001G020240	XP_013611454.1
OG0012917	As001G020360	XP_013594531.1
OG0012918	As001G020390	XP_013636121.1, XP_013605398.1
OG0012919	As001G020880	XP_013612673.1
OG0012920	As001G020940	XP_013597112.1
OG0012921	As001G020970	XP_013617366.1
OG0012922	As001G021020	XP_013605997.1
OG0012923	As001G021140	XP_013605810.1, XP_013634368.1
OG0012924	As001G021180	XP_013612280.1
OG0012925	As001G021450	XP_013606019.1
OG0012926	As001G021460	XP_013594977.1, XP_013607711.1
OG0012927	As001G021470	XP_013614938.1
OG0012928	As001G021520	XP_013585224.1, XP_013603868.1
OG0012929	As001G021570	XP_013632163.1, XP_013621063.1
OG0012930	As001G021600	XP_013606605.1
OG0012931	As001G021990	XP_013637285.1, XP_013606477.1
OG0012932	As001G022280	XP_013620531.1
OG0012933	As001G022320	XP_013612413.1, XP_013598092.1
OG0012934	As001G022340	XP_013593674.1
OG0012935	As001G022430	XP_013621120.1
OG0012936	As001G022730	XP_013618527.1
OG0012937	As001G022770	XP_013620754.1
OG0012938	As001G022790	XP_013599323.1
OG0012939	As001G022890	XP_013599192.1
OG0012940	As001G023060	XP_013597747.1
OG0012941	As001G023130	XP_013611678.1
OG0012942	As001G023500	XP_013599282.1
OG0012943	As001G023580	XP_013593265.1
OG0012944	As001G023810	XP_013598948.1
OG0012945	As001G023840	XP_013593571.1
OG0012946	As001G023980, As008G183430	XP_013585931.1
OG0012947	As001G023990	XP_013609261.1
OG0012948	As001G024290	XP_013607115.1
OG0012949	As001G024440	XP_013597926.1
OG0012950	As001G024540	XP_013593383.1
OG0012951	As001G024920	XP_013593803.1
OG0012952	As001G025000	XP_013616685.1
OG0012953	As001G025140	XP_013595765.1
OG0012954	As001G025180	XP_013596684.1
OG0012955	As001G025320	XP_013612549.1
OG0012956	As001G025440	XP_013606396.1, XP_013607142.1
OG0012957	As001G025490	XP_013606351.1
OG0012958	As001G025600	XP_013613421.1
OG0012959	As001G025620, As001G025630	XP_013597306.1
OG0012960	As001G025860	XP_013593321.1
OG0012961	As001G025900	XP_013593496.1
OG0012962	As001G026010	XP_013621077.1
OG0012963	As001G026020, As005G112790	XP_013595986.1
OG0012964	As001G026050	XP_013598233.1
OG0012965	As001G026210	XP_013595490.1
OG0012966	As001G026300, As004G097540	XP_013632318.1
OG0012967	As001G026440	XP_013606737.1
OG0012968	As001G026690	XP_013616475.1
OG0012969	As001G026700	XP_013619674.1
OG0012970	As001G026790	XP_013599426.1
OG0012971	As001G026950	XP_013596154.1
OG0012972	As001G027170	XP_013593650.1
OG0012973	As001G027180	XP_013594022.1
OG0012974	As001G027210	XP_013595326.1
OG0012975	As001G027410	XP_013597894.1
OG0012976	As001G027660	XP_013595994.1
OG0012977	As001G027710	XP_013593958.1
OG0012978	As001G028110	XP_013598014.1, XP_013620766.1
OG0012979	As001G028130	XP_013609301.1, XP_013596216.1
OG0012980	As001G028280, As004G077830	XP_013636957.1
OG0012981	As001G028310	XP_013592644.1
OG0012982	As001G028320	XP_013618489.1
OG0012983	As001G028420	XP_013618389.1
OG0012984	As001G028430, As004G077710	XP_013618077.1
OG0012985	As001G028490	XP_013590321.1
OG0012986	As001G028670	XP_013589858.1
OG0012987	As001G028970	XP_013621498.1
OG0012988	As001G029050	XP_013616635.1
OG0012989	As001G029060	XP_013591285.1
OG0012990	As001G029360	XP_013591726.1
OG0012991	As001G029440	XP_013588425.1
OG0012992	As001G029490	XP_013621378.1
OG0012993	As001G029500	XP_013592355.1
OG0012994	As001G029580	XP_013620916.1
OG0012995	As001G029970	XP_013631536.1
OG0012996	As001G030060	XP_013626803.1
OG0012997	As001G030140	XP_013593549.1
OG0012998	As001G030240	XP_013607282.1
OG0012999	As001G030390	XP_013611603.1
OG0013000	As001G030650	XP_013610315.1
OG0013001	As001G030670	XP_013607200.1
OG0013002	As001G030720	XP_013610649.1
OG0013003	As001G030730	XP_013606970.1
OG0013004	As001G030820, As001G030830	XP_013606809.1
OG0013005	As001G030860	XP_013609160.1
OG0013006	As001G030890	XP_013612441.1
OG0013007	As001G030920	XP_013612695.1
OG0013008	As001G030930	XP_013606156.1
OG0013009	As001G030960	XP_013606274.1
OG0013010	As001G031120	XP_013611232.1
OG0013011	As001G031190	XP_013613010.1
OG0013012	As001G031260	XP_013609562.1
OG0013013	As001G031360	XP_013631201.1, XP_013612758.1
OG0013015	As001G031500	XP_013586086.1
OG0013016	As001G031620	XP_013610617.1
OG0013017	As001G031720	XP_013609548.1
OG0013018	As001G031900	XP_013607206.1, XP_013632858.1
OG0013019	As001G031930	XP_013608805.1
OG0013020	As001G032100	XP_013631683.1, XP_013606151.1
OG0013021	As001G032130, As008G185320	XP_013585436.1
OG0013022	As001G032170	XP_013607364.1
OG0013023	As001G032180	XP_013583831.1
OG0013024	As002G032520	XP_013637303.1
OG0013025	As002G032630	XP_013593682.1, XP_013621179.1
OG0013026	As002G032660	XP_013595813.1
OG0013027	As002G032690	XP_013599863.1
OG0013028	As002G032830	XP_013625967.1
OG0013029	As002G032870	XP_013636960.1
OG0013030	As002G033090, As002G038070	XP_013626626.1, XP_013631892.1
OG0013031	As002G033220	XP_013631667.1
OG0013032	As002G033470	XP_013631057.1
OG0013033	As002G033480	XP_013590323.1
OG0013034	As002G033600	XP_013621953.1
OG0013035	As002G033820	XP_013629864.1
OG0013036	As002G033870	XP_013634023.1
OG0013037	As002G033910	XP_013638041.1
OG0013038	As002G034060, As002G034050	XP_013583973.1
OG0013039	As002G034100	XP_013589152.1
OG0013040	As002G034450	XP_013586459.1
OG0013041	As002G034460, As002G034620, As002G034550	XP_013586456.1
OG0013042	As002G035000	XP_013586711.1
OG0013044	As002G035240	XP_013584760.1
OG0013045	As002G035270	XP_013583291.1
OG0013046	As002G035330	XP_013583549.1
OG0013047	As002G035350	XP_013585145.1, XP_013587738.1
OG0013048	As002G035360	XP_013630370.1
OG0013049	As002G035640	XP_013628591.1
OG0013050	As002G035660	XP_013586953.1
OG0013051	As002G035730	XP_013611113.1, XP_013629424.1
OG0013052	As002G036090	XP_013583502.1
OG0013053	As002G036100	XP_013627964.1
OG0013054	As002G036160	XP_013630314.1
OG0013055	As002G036430	XP_013585723.1
OG0013056	As008G186240, As002G036600	XP_013583516.1
OG0013057	As002G037040	XP_013583807.1
OG0013058	As002G037400	XP_013586614.1
OG0013059	As002G037430	XP_013585717.1
OG0013060	As002G038180	XP_013583396.1, XP_013621720.1
OG0013061	As002G038190	XP_013586529.1, XP_013611619.1
OG0013062	As002G038480	XP_013586842.1
OG0013063	As002G038730	XP_013586351.1
OG0013064	As007G177910, As002G038790	XP_013634062.1
OG0013065	As002G038880	XP_013626142.1, XP_013587493.1
OG0013066	As002G039180	XP_013595584.1
OG0013067	As002G039600	XP_013597018.1, XP_013637634.1
OG0013068	As002G040090	XP_013615428.1
OG0013069	As002G040170	XP_013613077.1
OG0013070	As002G040200	XP_013613239.1
OG0013071	As002G040650	XP_013614303.1
OG0013072	As002G040860	XP_013614305.1
OG0013073	As002G041340	XP_013609122.1
OG0013074	As002G041650	XP_013606033.1
OG0013075	As002G041750	XP_013611604.1
OG0013076	As002G041920	XP_013628351.1
OG0013077	As002G041970	XP_013628353.1
OG0013078	As002G042200	XP_013628438.1
OG0013079	As002G042400	XP_013626366.1
OG0013080	As002G042410, As011G257720	XP_013599216.1
OG0013081	As002G042880	XP_013611611.1, XP_013628903.1
OG0013082	As002G043140	XP_013622836.1
OG0013083	As002G043260	XP_013608758.1
OG0013084	As002G043460	XP_013623449.1
OG0013085	As002G043590	XP_013609867.1
OG0013086	As002G043680	XP_013609939.1, XP_013619554.1
OG0013087	As002G043830	XP_013616648.1
OG0013088	As002G043890	XP_013616075.1
OG0013089	As002G044050	XP_013613073.1
OG0013090	As002G044140	XP_013627724.1
OG0013091	As002G044460	XP_013609878.1
OG0013092	As002G044690	XP_013608913.1
OG0013093	As002G045230	XP_013608642.1
OG0013094	As002G045280	XP_013610212.1
OG0013095	As002G045550	XP_013620844.1
OG0013096	As002G045560	XP_013620845.1
OG0013097	As002G045580	XP_013611083.1, XP_013633259.1
OG0013098	As002G045640	XP_013621677.1
OG0013099	As002G045670	XP_013621135.1
OG0013100	As002G045680	XP_013621136.1
OG0013101	As002G045690	XP_013615476.1
OG0013102	As002G046020	XP_013626820.1
OG0013103	As002G046080	XP_013612373.1
OG0013104	As002G046290	XP_013623330.1
OG0013105	As002G046320	XP_013593607.1
OG0013106	As002G046570	XP_013610707.1, XP_013617011.1
OG0013107	As002G046610	XP_013605952.1
OG0013108	As002G046620	XP_013605954.1
OG0013109	As002G046630	XP_013608766.1
OG0013110	As002G046660	XP_013620836.1
OG0013111	As002G046670	XP_013618584.1
OG0013112	As002G046960, As004G086310, As002G046940, As002G046750	XP_013623875.1
OG0013113	As002G047050	XP_013621683.1
OG0013114	As002G047080, As006G134560	XP_013600536.1
OG0013115	As002G047100	XP_013607418.1
OG0013116	As002G047260	XP_013621807.1
OG0013117	As002G047420	XP_013613199.1, XP_013608213.1
OG0013118	As002G047520	XP_013612604.1
OG0013119	As002G047700	XP_013607181.1
OG0013120	As002G047850	XP_013621607.1
OG0013121	As002G047910	XP_013612612.1
OG0013122	As002G048080	XP_013609998.1, XP_013618789.1
OG0013123	As002G048180	XP_013606786.1
OG0013124	As002G048850	XP_013613138.1
OG0013125	As002G048940	XP_013609807.1
OG0013126	As002G048960	XP_013611715.1
OG0013127	As002G049040	XP_013616697.1
OG0013128	As002G049050	XP_013618108.1
OG0013129	As002G049190	XP_013619482.1
OG0013130	As002G049430	XP_013609267.1, XP_013626909.1
OG0013131	As002G049550	XP_013620275.1
OG0013132	As002G049880	XP_013619374.1
OG0013133	As002G049910	XP_013608702.1
OG0013134	As002G050020	XP_013601744.1
OG0013135	As002G050090	XP_013595641.1
OG0013136	As002G050130	XP_013597666.1
OG0013137	As002G050340	XP_013607185.1
OG0013138	As002G050390	XP_013611991.1
OG0013139	As002G050410	XP_013613281.1, XP_013619477.1
OG0013140	As002G050690	XP_013622905.1, XP_013611075.1
OG0013141	As002G050790	XP_013611274.1
OG0013142	As002G050830	XP_013611225.1
OG0013143	As002G050940	XP_013609775.1
OG0013144	As002G051970, As002G050960	XP_013611523.1
OG0013145	As002G051050	XP_013629154.1
OG0013146	As002G051070	XP_013606352.1
OG0013147	As002G051110	XP_013611371.1
OG0013148	As002G051390	XP_013629177.1
OG0013149	As002G051490	XP_013609318.1
OG0013150	As002G051590	XP_013619046.1, XP_013628977.1
OG0013151	As002G051610	XP_013606660.1
OG0013152	As002G051640	XP_013609672.1
OG0013153	As002G051760	XP_013621277.1, XP_013629543.1
OG0013154	As002G051880	XP_013613148.1
OG0013155	As002G051890	XP_013611733.1
OG0013156	As002G051980	XP_013609092.1
OG0013157	As002G051990	XP_013608670.1
OG0013158	As002G052350	XP_013618347.1, XP_013606505.1
OG0013159	As002G052370	XP_013620150.1
OG0013160	As002G053120	XP_013620785.1
OG0013161	As002G053500	XP_013625775.1
OG0013162	As002G053530	XP_013613068.1
OG0013163	As002G053770	XP_013626522.1
OG0013164	As002G053850	XP_013629374.1
OG0013165	As002G053880	XP_013609501.1
OG0013166	As002G053970	XP_013621906.1
OG0013167	As002G054090	XP_013613204.1
OG0013168	As002G054110	XP_013606017.1
OG0013169	As002G054120	XP_013616007.1
OG0013170	As002G054160	XP_013621223.1
OG0013171	As002G054380	XP_013612316.1
OG0013172	As009G217140, As002G054500	XP_013599134.1
OG0013174	As002G054750	XP_013608834.1
OG0013175	As002G054760	XP_013612582.1
OG0013176	As002G055010	XP_013629901.1
OG0013177	As002G055060	XP_013623516.1
OG0013178	As002G055070	XP_013612408.1
OG0013179	As002G055460	XP_013611749.1
OG0013180	As002G055530	XP_013621071.1
OG0013181	As002G055570	XP_013623764.1
OG0013182	As003G055720	XP_013593814.1
OG0013183	As003G055890	XP_013601089.1
OG0013184	As003G055980	XP_013597718.1
OG0013185	As003G056080	XP_013636680.1, XP_013598916.1
OG0013186	As003G056090	XP_013598915.1
OG0013187	As003G056370	XP_013594006.1
OG0013188	As003G056610	XP_013604226.1
OG0013189	As003G056640	XP_013624160.1, XP_013593579.1
OG0013190	As003G056650	XP_013593692.1
OG0013191	As003G056910	XP_013621585.1
OG0013192	As003G057010	XP_013627490.1, XP_013591110.1
OG0013193	As003G057120	XP_013608943.1
OG0013194	As003G057200	XP_013597071.1
OG0013195	As003G057240	XP_013598772.1
OG0013196	As004G088190, As003G057280	XP_013601048.1
OG0013197	As003G057360	XP_013597154.1
OG0013198	As003G057470	XP_013597188.1
OG0013199	As003G057500	XP_013597204.1
OG0013200	As003G057510	XP_013597264.1
OG0013202	As003G058300	XP_013597816.1
OG0013203	As003G058310	XP_013605379.1
OG0013204	As003G058330	XP_013616516.1
OG0013205	As003G058370	XP_013593070.1
OG0013206	As003G058700, As003G058660	XP_013603370.1
OG0013207	As003G059160	XP_013602070.1
OG0013208	As003G059390	XP_013598059.1
OG0013209	As003G059650	XP_013626604.1
OG0013210	As003G060040	XP_013609451.1
OG0013211	As003G060270	XP_013603709.1
OG0013212	As003G060300	XP_013591805.1
OG0013213	As003G060440	XP_013600200.1
OG0013214	As003G060600	XP_013627311.1
OG0013215	As003G061510	XP_013592199.1, XP_013627432.1
OG0013216	As003G061820	XP_013593457.1
OG0013217	As003G061880	XP_013597885.1
OG0013218	As003G061990	XP_013597305.1
OG0013219	As003G062000	XP_013595778.1
OG0013220	As003G062190	XP_013599321.1
OG0013221	As003G062350	XP_013585972.1
OG0013222	As003G062450	XP_013584247.1
OG0013223	As003G062750	XP_013588281.1
OG0013224	As003G062780	XP_013586065.1
OG0013225	As003G062890	XP_013622739.1
OG0013226	As003G062900	XP_013607547.1
OG0013227	As003G062920	XP_013607144.1
OG0013228	As003G062990	XP_013592558.1
OG0013229	As003G063230	XP_013637987.1
OG0013230	As003G063250	XP_013591962.1
OG0013231	As003G063320	XP_013591510.1
OG0013232	As003G063400	XP_013589810.1
OG0013233	As003G063480	XP_013639059.1
OG0013234	As003G063610	XP_013584420.1
OG0013235	As003G063780	XP_013591148.1
OG0013236	As003G063860	XP_013587693.1
OG0013237	As003G063920, As004G080210	XP_013637761.1
OG0013239	As003G064460	XP_013587824.1
OG0013240	As003G064740	XP_013623657.1
OG0013241	As003G064940	XP_013584588.1
OG0013242	As003G064950	XP_013588154.1
OG0013243	As003G065250	XP_013592042.1
OG0013245	As003G065440	XP_013590549.1
OG0013246	As003G065510	XP_013587769.1
OG0013247	As003G066020	XP_013604510.1
OG0013248	As003G066040	XP_013604563.1
OG0013249	As003G066060	XP_013605091.1
OG0013250	As003G066370, As003G066380	XP_013604817.1
OG0013251	As003G066640	XP_013602644.1
OG0013252	As003G067320	XP_013593910.1
OG0013253	As003G067640	XP_013586490.1
OG0013254	As003G068480	XP_013583623.1
OG0013255	As003G068580	XP_013622970.1
OG0013256	As003G068630	XP_013596995.1
OG0013257	As003G069200	XP_013629687.1
OG0013258	As003G069290	XP_013638333.1
OG0013259	As003G069500	XP_013596777.1
OG0013260	As003G069700	XP_013597199.1
OG0013261	As003G069710	XP_013615070.1
OG0013262	As003G069860	XP_013637813.1
OG0013263	As003G070010	XP_013586393.1
OG0013264	As003G070280	XP_013628335.1
OG0013265	As003G070830	XP_013587409.1
OG0013266	As003G071670	XP_013585252.1
OG0013267	As005G105870, As003G071700	XP_013596547.1
OG0013268	As003G071940	XP_013623125.1
OG0013269	As003G072170	XP_013617461.1
OG0013270	As003G072210	XP_013595974.1
OG0013271	As003G072260	XP_013618352.1
OG0013272	As011G264800, As003G072280	XP_013593316.1
OG0013273	As003G072470	XP_013610838.1
OG0013274	As003G072570	XP_013593216.1
OG0013275	As003G072580	XP_013588202.1
OG0013276	As003G072610	XP_013635734.1
OG0013277	As003G072630	XP_013593570.1
OG0013278	As003G072690	XP_013610249.1
OG0013279	As003G072820	XP_013598746.1
OG0013280	As003G072850	XP_013597636.1
OG0013281	As003G073160	XP_013593210.1
OG0013282	As003G073310	XP_013628224.1
OG0013283	As003G073320	XP_013584591.1
OG0013284	As003G073380	XP_013585817.1
