Orthogroup	Aethionema_saxatile	Arabis_alpina
OG0015332	As005G103880	Aa_G125300.h1.t1
OG0015333	As005G103910	Aa_G125320.h1.t1
OG0015334	As005G104080	Aa_G125570.h1.t1
OG0015335	As005G104240	Aa_G280630.h1.t1
OG0015336	As005G104390	Aa_G454750.h1.t1
OG0015337	As005G104440	Aa_G488910.h1.t1
OG0015338	As005G104490	Aa_G200000.h1.t1
OG0015339	As005G104620	Aa_G374590.h1.t1
OG0015340	As005G104630	Aa_G374600.h1.t1
OG0015341	As005G104690	Aa_G374670.h1.t1
OG0015342	As005G104760	Aa_G415320.h1.t1
OG0015343	As005G104910	Aa_G599350.h1.t1
OG0015344	As005G105030	Aa_G67250.h1.t1
OG0015345	As005G105230	Aa_G230810.h1.t1
OG0015346	As005G106030	Aa_G188400.h1.t1
OG0015347	As005G106520	Aa_G54000.h1.t1
OG0015348	As005G106530	Aa_G54010.h1.t1
OG0015349	As005G106850	Aa_G612100.h1.t1
OG0015350	As005G106890	Aa_G490120.h1.t1
OG0015351	As005G106990	Aa_G18630.h1.t1
OG0015352	As005G107080	Aa_G18690.h1.t1
OG0015353	As005G107130	Aa_G18770.h1.t1
OG0015354	As005G107270	Aa_G274530.h1.t1
OG0015355	As005G107350	Aa_G274590.h1.t1
OG0015356	As005G107690	Aa_G260610.h1.t1
OG0015357	As005G107750	Aa_G260660.h1.t1
OG0015358	As005G107990	Aa_G456510.h1.t1
OG0015359	As005G108010	Aa_G469770.h1.t1
OG0015360	As005G108030	Aa_G451880.h1.t1
OG0015361	As005G108160	Aa_G259850.h1.t1
OG0015362	As005G108250	Aa_G170220.h1.t1
OG0015363	As005G108300	Aa_G170170.h1.t1
OG0015364	As005G108340	Aa_G170130.h1.t1
OG0015365	As005G108560	Aa_G519970.h1.t1
OG0015366	As005G108570	Aa_G152780.h1.t1
OG0015367	As005G108650	Aa_G556550.h1.t1
OG0015368	As005G108780	Aa_G226340.h1.t1
OG0015369	As005G108830	Aa_G337180.h1.t1
OG0015370	As005G108900	Aa_G337120.h1.t1
OG0015371	As005G109080	Aa_G140810.h1.t1
OG0015372	As005G109400	Aa_G181620.h1.t1
OG0015373	As005G109420	Aa_G181610.h1.t1
OG0015374	As005G109950	Aa_G181330.h1.t1
OG0015375	As005G110890	Aa_G68110.h1.t1
OG0015376	As005G111250	Aa_G68220.h1.t1
OG0015377	As005G112330	Aa_G501660.h1.t1
OG0015378	As005G112380	Aa_G672090.h1.t1
OG0015379	As005G112440	Aa_G578680.h1.t1
OG0015380	As005G112530	Aa_G404780.h1.t1
OG0015381	As005G112560	Aa_G404740.h1.t1
OG0015382	As005G112890	Aa_G9080.h1.t1
OG0015383	As005G113120	Aa_G8840.h1.t1
OG0015384	As005G113190	Aa_G8760.h1.t1
OG0015385	As005G113260	Aa_G459200.h1.t1
OG0015387	As005G113430	Aa_G692850.h1.t1
OG0015388	As005G113650	Aa_G173800.h1.t1
OG0015389	As005G113980	Aa_G127260.h1.t1
OG0015390	As005G114130	Aa_G127120.h1.t1
OG0015391	As005G114170	Aa_G127090.h1.t1
OG0015392	As005G114260	Aa_G323930.h1.t1
OG0015393	As005G114530	Aa_G260.h1.t1, Aa_G304750.h1.t1
OG0015394	As005G114570	Aa_G34000.h1.t1
OG0015395	As005G114780	Aa_G33780.h1.t1
OG0015396	As005G114880	Aa_G448460.h1.t1
OG0015397	As005G115170	Aa_G28020.h1.t1
OG0015398	As005G115420	Aa_G345490.h1.t1
OG0015399	As005G115630	Aa_G28080.h1.t1
OG0015400	As005G115730	Aa_G297080.h1.t1
OG0015401	As005G116010	Aa_G320910.h1.t1
OG0015402	As005G116180	Aa_G75400.h1.t1
OG0015403	As005G116220	Aa_G75360.h1.t1
OG0015404	As005G116270	Aa_G75290.h1.t1
OG0015405	As005G116280	Aa_G75280.h1.t1
OG0015406	As005G116300	Aa_G75260.h1.t1
OG0015407	As005G116310	Aa_G75230.h1.t1
OG0015408	As005G116330	Aa_G75220.h1.t1
OG0015409	As005G116590	Aa_G75940.h1.t1
OG0015410	As005G116860	Aa_G76190.h1.t1
OG0015411	As005G116890	Aa_G76230.h1.t1
OG0015413	As005G117210	Aa_G51700.h1.t1
OG0015414	As005G117320	Aa_G51580.h1.t1
OG0015415	As005G117340	Aa_G51560.h1.t1
OG0015416	As005G117360	Aa_G51530.h1.t1
OG0015417	As005G117420	Aa_G51440.h1.t1
OG0015418	As005G117470	Aa_G51410.h1.t1
OG0015419	As005G117510	Aa_G306150.h1.t1
OG0015420	As005G117590	Aa_G21100.h1.t1
OG0015421	As005G117660	Aa_G21040.h1.t1
OG0015422	As005G117860	Aa_G20830.h1.t1
OG0015423	As005G117910	Aa_G20780.h1.t1
OG0015425	As005G118390	Aa_G37310.h1.t1
OG0015426	As005G118480	Aa_G292860.h1.t1
OG0015427	As005G118610	Aa_G81490.h1.t1
OG0015428	As005G118660	Aa_G81410.h1.t1
OG0015429	As005G118750	Aa_G81310.h1.t1
OG0015430	As005G118940	Aa_G23430.h1.t1
OG0015431	As005G118960	Aa_G23450.h1.t1
OG0015432	As005G119010	Aa_G23510.h1.t1
OG0015433	As005G119090	Aa_G23590.h1.t1
OG0015434	As005G119130	Aa_G23640.h1.t1
OG0015435	As005G119190	Aa_G23690.h1.t1
OG0015436	As005G119300	Aa_G383100.h1.t1
OG0015437	As005G119310	Aa_G383110.h1.t1
OG0015438	As005G119350	Aa_G165760.h1.t1
OG0015439	As005G119620	Aa_G649320.h1.t1
OG0015440	As005G119740	Aa_G87230.h1.t1
OG0015441	As005G119770	Aa_G180740.h1.t1
OG0015442	As005G119810	Aa_G180710.h1.t1
OG0015443	As005G120010	Aa_G146990.h1.t1
OG0015444	As005G120220	Aa_G43740.h1.t1
OG0015445	As005G120260	Aa_G43770.h1.t1
OG0015446	As005G120380	Aa_G43880.h1.t1
OG0015447	As005G120530	Aa_G44050.h1.t1
OG0015448	As005G120580	Aa_G44110.h1.t1
OG0015449	As005G120620	Aa_G113950.h1.t1
OG0015450	As005G120670	Aa_G113900.h1.t1
OG0015451	As005G120800	Aa_G113780.h1.t1
OG0015452	As005G120900	Aa_G113670.h1.t1
OG0015453	As006G121080	Aa_G136130.h1.t1
OG0015454	As006G121230	Aa_G78470.h1.t1
OG0015455	As006G121470	Aa_G511720.h1.t1
OG0015456	As006G121620	Aa_G242190.h1.t1
OG0015458	As006G121900	Aa_G53290.h1.t1
OG0015459	As006G122010	Aa_G67930.h1.t1
OG0015461	As006G122140	Aa_G67800.h1.t1
OG0015462	As006G122600	Aa_G46780.h1.t1
OG0015463	As006G122740	Aa_G46630.h1.t1
OG0015464	As006G122820	Aa_G191460.h1.t1
OG0015465	As006G122890	Aa_G191350.h1.t1
OG0015466	As006G123280	Aa_G197370.h1.t1
OG0015467	As006G123420	Aa_G180000.h1.t1
OG0015468	As006G123440	Aa_G180020.h1.t1
OG0015469	As006G123450	Aa_G180030.h1.t1
OG0015470	As006G123710	Aa_G189000.h1.t1
OG0015471	As006G123730	Aa_G189020.h1.t1
OG0015472	As006G124310	Aa_G215360.h1.t1
OG0015473	As006G124360	Aa_G215300.h1.t1
OG0015474	As006G124380	Aa_G215280.h1.t1
OG0015475	As006G124390	Aa_G215270.h1.t1
OG0015476	As006G124540	Aa_G89560.h1.t1
OG0015477	As006G124630	Aa_G89680.h1.t1
OG0015478	As006G124660	Aa_G89710.h1.t1
OG0015479	As006G124780	Aa_G316830.h1.t1
OG0015480	As006G124800	Aa_G316860.h1.t1
OG0015481	As006G124820	Aa_G316880.h1.t1
OG0015482	As006G125070	Aa_G219590.h1.t1
OG0015483	As006G125700	Aa_G424800.h1.t1
OG0015484	As006G126020	Aa_G148680.h1.t1
OG0015485	As006G126180	Aa_G346450.h1.t1
OG0015486	As006G126400	Aa_G346360.h1.t1
OG0015487	As006G126440	Aa_G346330.h1.t1
OG0015489	As006G126810	Aa_G154680.h1.t1
OG0015490	As006G127190	Aa_G167440.h1.t1
OG0015491	As006G127340	Aa_G167530.h1.t1
OG0015492	As006G127360	Aa_G343060.h1.t1
OG0015494	As006G128200	Aa_G119360.h1.t1
OG0015495	As006G128320	Aa_G35490.h1.t1
OG0015496	As006G128570	Aa_G470540.h1.t1
OG0015497	As006G129100	Aa_G425730.h1.t1
OG0015498	As006G129410	Aa_G248290.h1.t1
OG0015499	As006G129570	Aa_G60270.h1.t1
OG0015500	As006G129620	Aa_G598720.h1.t1
OG0015501	As006G129690	Aa_G60010.h1.t1
OG0015502	As006G129930	Aa_G18060.h1.t1
OG0015503	As006G129990	Aa_G182050.h1.t1
OG0015504	As006G130040	Aa_G504030.h1.t1
OG0015505	As006G130060	Aa_G430670.h1.t1
OG0015506	As006G130100	Aa_G347850.h1.t1
OG0015507	As006G130130	Aa_G202220.h1.t1
OG0015510	As006G130600	Aa_G606190.h1.t1
OG0015511	As006G130670	Aa_G685770.h1.t1
OG0015512	As006G130730	Aa_G257330.h1.t1
OG0015513	As006G130780	Aa_G155810.h1.t1
OG0015514	As006G130870	Aa_G63180.h1.t1
OG0015515	As006G131000	Aa_G59490.h1.t1
OG0015516	As006G131010	Aa_G59520.h1.t1
OG0015517	As006G131200	Aa_G463320.h1.t1
OG0015518	As006G131230	Aa_G362560.h1.t1
OG0015519	As006G131240	Aa_G202880.h1.t1
OG0015520	As006G131310	Aa_G536210.h1.t1
OG0015521	As006G131350	Aa_G320840.h1.t1
OG0015522	As006G131440	Aa_G112800.h1.t1
OG0015523	As006G131470	Aa_G136150.h1.t1
OG0015524	As006G131500	Aa_G363370.h1.t1, Aa_G363370.h2.t1
OG0015525	As006G131590	Aa_G363320.h1.t1
OG0015526	As006G131690	Aa_G506520.h1.t1
OG0015527	As006G131700	Aa_G506510.h1.t1
OG0015528	As006G131730	Aa_G506480.h1.t1
OG0015529	As006G131810	Aa_G290480.h1.t1
OG0015530	As006G131840	Aa_G290450.h1.t1
OG0015531	As006G131890	Aa_G495970.h1.t1
OG0015532	As006G132010	Aa_G480930.h1.t1
OG0015533	As006G132120	Aa_G35720.h1.t1
OG0015534	As006G132340	Aa_G77870.h1.t1
OG0015535	As006G132880	Aa_G593170.h1.t1
OG0015536	As006G133040	Aa_G451750.h1.t1
OG0015537	As006G133280	Aa_G52560.h1.t1
OG0015538	As006G133320	Aa_G52530.h1.t1
OG0015539	As006G133350	Aa_G48100.h1.t1
OG0015540	As006G133410	Aa_G52450.h1.t1
OG0015541	As006G133460	Aa_G52410.h1.t1
OG0015542	As006G133530	Aa_G52360.h1.t1
OG0015543	As006G133550	Aa_G52350.h1.t1
OG0015544	As006G133590	Aa_G52310.h1.t1
OG0015545	As006G133670	Aa_G271700.h1.t1
OG0015546	As006G133760	Aa_G271730.h1.t1
OG0015547	As006G133790	Aa_G271760.h1.t1
OG0015548	As006G133820	Aa_G271790.h1.t1
OG0015549	As006G133840	Aa_G271810.h1.t1
OG0015550	As006G133860	Aa_G271820.h1.t1
OG0015551	As006G133870	Aa_G271830.h1.t1
OG0015552	As006G133950	Aa_G264600.h1.t1
OG0015553	As006G133980	Aa_G264620.h1.t1
OG0015554	As006G134000	Aa_G264630.h1.t1
OG0015555	As006G134270	Aa_G69740.h1.t1
OG0015556	As006G134520	Aa_G86630.h1.t1
OG0015557	As006G134820	Aa_G14730.h1.t1
OG0015558	As006G134860	Aa_G14680.h1.t1
OG0015559	As006G135090	Aa_G71710.h1.t1
OG0015560	As006G135100	Aa_G71700.h1.t1
OG0015561	As006G135120	Aa_G71690.h1.t1
OG0015562	As006G135180	Aa_G71630.h1.t1
OG0015563	As006G135290	Aa_G934960.h1.t1
OG0015564	As006G135300	Aa_G743970.h1.t1
OG0015565	As006G135430	Aa_G42510.h1.t1
OG0015567	As006G135690	Aa_G42210.h1.t1
OG0015568	As006G135710	Aa_G42190.h1.t1
OG0015569	As006G135820	Aa_G250330.h1.t1
OG0015570	As006G135940	Aa_G111930.h1.t1
OG0015572	As006G136040	Aa_G111860.h1.t1
OG0015573	As006G136300	Aa_G267890.h1.t1
OG0015574	As006G136580	Aa_G47540.h1.t1
OG0015576	As006G136850	Aa_G45070.h1.t1
OG0015577	As006G137160	Aa_G185530.h1.t1
OG0015578	As006G137400	Aa_G217220.h1.t1
OG0015579	As006G137470	Aa_G526020.h1.t1
OG0015580	As006G137510	Aa_G304970.h1.t1
OG0015581	As006G137950	Aa_G4430.h1.t1
OG0015582	As006G138030	Aa_G4510.h1.t1
OG0015583	As006G138410	Aa_G4920.h1.t1
OG0015584	As006G138660	Aa_G5090.h1.t1
OG0015585	As006G138790	Aa_G75780.h1.t1
OG0015586	As006G138880	Aa_G75610.h1.t1
OG0015587	As006G138990	Aa_G51070.h1.t1
OG0015588	As006G139000	Aa_G51080.h1.t1
OG0015589	As006G139100	Aa_G51170.h1.t1
OG0015590	As006G139140	Aa_G51230.h1.t1
OG0015591	As012G286110	Aa_G103350.h1.t1
OG0015592	As006G139950	Aa_G47800.h1.t1
OG0015593	As006G140040	Aa_G49800.h1.t1
OG0015594	As006G140470	Aa_G47050.h1.t1
OG0015595	As006G140600	Aa_G47850.h1.t1
OG0015596	As012G267700, As006G140670	Aa_G40150.h1.t1
OG0015597	As006G140700	Aa_G78920.h1.t1
OG0015598	As006G140750	Aa_G78880.h1.t1
OG0015599	As006G140820	Aa_G78800.h1.t1
OG0015600	As006G140840	Aa_G78780.h1.t1
OG0015601	As006G141040	Aa_G174740.h1.t1
OG0015602	As006G141070	Aa_G174690.h1.t1
OG0015603	As006G141190	Aa_G174550.h1.t1
OG0015604	As006G141240	Aa_G174430.h1.t1
OG0015605	As006G141380	Aa_G174310.h1.t1
OG0015606	As006G141410	Aa_G174280.h1.t1
OG0015607	As006G141440	Aa_G174250.h1.t1
OG0015608	As006G141520	Aa_G174140.h1.t1
OG0015609	As006G141610	Aa_G767410.h1.t1
OG0015610	As006G141620	Aa_G765540.h1.t1
OG0015611	As006G141770	Aa_G301990.h1.t1
OG0015612	As006G142250	Aa_G24130.h1.t1
OG0015613	As006G142270	Aa_G24100.h1.t1
OG0015614	As006G142640	Aa_G340380.h1.t1
OG0015615	As006G142660	Aa_G340390.h1.t1
OG0015616	As006G142870	Aa_G224190.h1.t1
OG0015617	As006G143020	Aa_G38330.h1.t1
OG0015618	As006G143080	Aa_G38290.h1.t1
OG0015619	As006G143380	Aa_G599840.h1.t1
OG0015620	As006G143400	Aa_G599860.h1.t1
OG0015621	As006G143660	Aa_G202480.h1.t1
OG0015622	As006G143910	Aa_G357500.h1.t1
OG0015623	As006G143990	Aa_G202400.h1.t1
OG0015624	As006G144080, As007G166830	Aa_G216800.h2.t1, Aa_G216800.h1.t1
OG0015625	As006G144130	Aa_G216830.h1.t1
OG0015626	As006G144470	Aa_G286520.h1.t1
OG0015627	As006G144860	Aa_G282250.h1.t1
OG0015628	As006G144940	Aa_G507380.h1.t1
OG0015629	As006G144980	Aa_G12240.h1.t1
OG0015630	As006G145160	Aa_G402660.h1.t1
OG0015631	As006G145360	Aa_G25300.h1.t1
OG0015632	As006G145550	Aa_G135700.h1.t1
OG0015633	As006G145580	Aa_G135660.h1.t1
OG0015634	As006G145670	Aa_G548150.h1.t1
OG0015635	As006G145680	Aa_G548140.h1.t1
OG0015636	As006G145750, As011G258620	Aa_G680680.h1.t1
OG0015637	As006G145830	Aa_G457190.h1.t1
OG0015638	As006G145880	Aa_G29970.h1.t1
OG0015639	As006G145890	Aa_G29980.h1.t1
OG0015640	As006G146020	Aa_G30110.h1.t1
OG0015641	As006G146320, As006G146310	Aa_G197090.h1.t1
OG0015642	As006G146660	Aa_G576760.h1.t1
OG0015643	As006G146680	Aa_G487720.h1.t1
OG0015647	As006G147490	Aa_G172160.h1.t1
OG0015648	As006G147510	Aa_G172210.h1.t1
OG0015649	As006G147890	Aa_G150760.h1.t1
OG0015651	As006G148780	Aa_G24600.h1.t1
OG0015652	As007G152230	Aa_G525770.h1.t1
OG0015653	As007G152250	Aa_G606310.h1.t1
OG0015655	As007G152780, As012G282080	Aa_G66480.h1.t1
OG0015656	As007G152920	Aa_G377610.h1.t1
OG0015657	As007G153100	Aa_G103840.h1.t1
OG0015658	As007G153410	Aa_G126430.h1.t1
OG0015659	As007G153490	Aa_G274970.h1.t1
OG0015660	As007G153690	Aa_G496820.h1.t1
OG0015661	As007G153830	Aa_G788280.h1.t1
OG0015662	As007G153840	Aa_G188630.h1.t1
OG0015663	As007G153860	Aa_G188650.h1.t1
OG0015664	As007G153890	Aa_G188690.h1.t1
OG0015665	As007G153930	Aa_G631850.h1.t1
OG0015666	As007G154000	Aa_G278540.h1.t1
OG0015667	As007G154170	Aa_G454430.h1.t1
OG0015668	As007G154530	Aa_G55180.h1.t1
OG0015669	As007G154610	Aa_G379800.h1.t1
OG0015670	As007G154630	Aa_G190810.h1.t1
OG0015671	As007G154710	Aa_G583600.h1.t1
OG0015672	As007G154720	Aa_G342670.h1.t1
OG0015673	As007G155130	Aa_G119150.h1.t1
OG0015674	As007G155240	Aa_G548290.h1.t1
OG0015675	As007G155280	Aa_G627740.h1.t1
OG0015676	As007G155380	Aa_G493840.h1.t1
OG0015677	As007G155470	Aa_G313750.h1.t1
OG0015678	As007G155510	Aa_G192230.h1.t1
OG0015679	As007G155670	Aa_G407790.h1.t1
OG0015680	As007G155710	Aa_G407760.h1.t1
OG0015681	As007G155740	Aa_G407730.h1.t1
OG0015682	As007G155770	Aa_G323700.h1.t1
OG0015683	As007G156290	Aa_G266360.h1.t1
OG0015684	As007G156650	Aa_G148850.h1.t1
OG0015685	As007G156680	Aa_G148890.h1.t1
OG0015686	As007G156750	Aa_G119520.h1.t1
OG0015687	As007G156910	Aa_G334100.h1.t1
OG0015688	As007G157080	Aa_G60700.h1.t1
OG0015689	As007G157560	Aa_G86950.h1.t1
OG0015690	As007G157630	Aa_G86870.h1.t1
OG0015691	As007G157640	Aa_G86860.h1.t1
OG0015692	As007G157750	Aa_G454150.h1.t1
OG0015693	As007G157800	Aa_G444740.h1.t1
OG0015694	As007G157820	Aa_G444750.h1.t1
OG0015696	As007G158140	Aa_G166080.h1.t1
OG0015697	As007G158190	Aa_G479840.h1.t1
OG0015698	As007G158520	Aa_G198690.h1.t1
OG0015699	As007G158620	Aa_G372720.h1.t1
OG0015700	As007G158710	Aa_G371910.h1.t1
OG0015701	As007G158910	Aa_G121810.h1.t1
OG0015702	As007G159100	Aa_G399800.h1.t1
OG0015703	As007G159110	Aa_G399810.h1.t1
OG0015704	As007G159170	Aa_G653380.h1.t1
OG0015705	As007G159230	Aa_G367270.h1.t1
OG0015706	As007G159320	Aa_G62640.h1.t1
OG0015707	As007G159540	Aa_G62420.h1.t1
OG0015708	As007G159780	Aa_G487320.h2.t1, Aa_G487320.h1.t1
OG0015709	As007G159870	Aa_G274000.h1.t1
OG0015710	As007G159950	Aa_G274090.h1.t1
OG0015711	As007G160240	Aa_G429760.h1.t1
OG0015712	As007G160550	Aa_G579810.h1.t1
OG0015713	As007G160620	Aa_G469120.h1.t1
OG0015714	As007G160780	Aa_G539020.h1.t1
OG0015715	As007G160910	Aa_G283300.h1.t1
OG0015716	As007G160970	Aa_G283560.h1.t1
OG0015717	As007G161110	Aa_G395940.h1.t1
OG0015718	As007G161130	Aa_G587370.h1.t1
OG0015719	As007G161230	Aa_G684770.h1.t1
OG0015720	As007G161330	Aa_G442230.h1.t1
OG0015721	As007G161680	Aa_G431840.h1.t1
OG0015722	As007G161870	Aa_G61720.h1.t1
OG0015723	As007G161920	Aa_G61750.h1.t1
OG0015724	As007G162300	Aa_G266440.h1.t1
OG0015725	As007G162310	Aa_G415710.h1.t1
OG0015726	As007G162360	Aa_G475080.h1.t1
OG0015727	As007G162640	Aa_G92310.h1.t1
OG0015728	As007G162690	Aa_G460460.h1.t1
OG0015729	As007G162750	Aa_G24120.h1.t1
OG0015730	As007G162830	Aa_G516770.h1.t1
OG0015732	As007G163010	Aa_G318000.h1.t1
OG0015733	As007G163090	Aa_G311340.h1.t1
OG0015734	As007G163190	Aa_G494170.h1.t1
OG0015735	As007G163330	Aa_G15700.h1.t1
OG0015736	As007G163490	Aa_G130160.h1.t1
OG0015737	As007G163560	Aa_G335010.h1.t1
OG0015739	As007G163740	Aa_G480430.h1.t1, Aa_G480420.h1.t1
OG0015740	As007G164320	Aa_G353690.h1.t1
OG0015741	As007G164380	Aa_G208640.h1.t1
OG0015742	As007G164660	Aa_G90890.h1.t1
OG0015743	As007G164780	Aa_G90970.h1.t1
OG0015744	As007G165360	Aa_G29750.h1.t1
OG0015745	As007G165640	Aa_G29840.h1.t1
OG0015746	As007G165700	Aa_G29860.h1.t1
OG0015747	As007G165750	Aa_G261130.h1.t1
OG0015748	As007G165970	Aa_G512760.h1.t1
OG0015749	As007G166010	Aa_G212550.h1.t1
OG0015750	As007G166990	Aa_G133100.h1.t1
OG0015751	As009G207500, As007G167110	Aa_G373590.h1.t1
OG0015752	As007G177490	Aa_G155620.h1.t1
OG0015753	As007G177560	Aa_G393130.h1.t1
OG0015754	As007G177840	Aa_G41520.h1.t1
OG0015755	As007G179090	Aa_G217930.h1.t1
OG0015756	As007G179260	Aa_G11820.h1.t1
OG0015758	As007G179550	Aa_G253080.h1.t1
OG0015759	As007G179600	Aa_G204720.h1.t1
OG0015760	As007G179710	Aa_G360400.h1.t1
OG0015761	As007G179750	Aa_G418330.h1.t1
OG0015762	As007G179890	Aa_G389580.h1.t1
OG0015763	As007G180140	Aa_G311510.h1.t1
OG0015764	As007G180180	Aa_G300540.h1.t1
OG0015765	As007G180270	Aa_G313870.h1.t1
OG0015766	As007G180540	Aa_G100260.h1.t1
OG0015767	As007G180600	Aa_G100350.h1.t1
OG0015768	As007G180610	Aa_G100360.h1.t1
OG0015769	As007G180730	Aa_G279250.h1.t1
OG0015770	As007G180790	Aa_G77600.h1.t1
OG0015771	As007G180900	Aa_G287840.h1.t1
OG0015772	As007G181930	Aa_G10150.h1.t1
OG0015774	As007G182100	Aa_G36560.h1.t1
OG0015775	As007G182210	Aa_G36410.h1.t1
OG0015776	As008G182870	Aa_G393280.h1.t1
OG0015777	As008G183020	Aa_G117760.h1.t1
OG0015778	As008G183100	Aa_G93040.h1.t1
OG0015779	As008G183110	Aa_G93030.h1.t1
OG0015780	As008G183130	Aa_G93010.h1.t1
OG0015781	As008G183190	Aa_G658800.h1.t1
OG0015782	As008G183380	Aa_G585770.h1.t1
OG0015783	As008G183420	Aa_G599490.h1.t1
OG0015784	As008G183540	Aa_G437640.h1.t1
OG0015785	As008G183670	Aa_G569550.h1.t1
OG0015786	As008G183710	Aa_G118540.h1.t1
OG0015787	As008G183870	Aa_G109580.h1.t1
OG0015788	As008G183920	Aa_G616300.h1.t1
OG0015789	As008G184080	Aa_G563220.h1.t1
OG0015790	As008G184170	Aa_G726110.h1.t1
OG0015791	As008G184360	Aa_G26620.h1.t1
OG0015792	As008G184620	Aa_G319800.h1.t1
OG0015793	As008G184670	Aa_G710450.h1.t1
OG0015794	As008G184740	Aa_G10800.h1.t1
OG0015795	As008G184780	Aa_G10870.h1.t1
OG0015796	As008G184870	Aa_G246100.h1.t1
OG0015797	As008G185070	Aa_G193690.h1.t1
OG0015798	As008G185080	Aa_G193660.h1.t1
OG0015799	As008G185280	Aa_G298890.h1.t1
OG0015800	As008G185610	Aa_G338970.h2.t1, Aa_G338970.h1.t1
OG0015801	As008G185760	Aa_G307210.h1.t1
OG0015802	As008G185930	Aa_G469920.h1.t1
OG0015803	As008G185940	Aa_G593000.h1.t1
OG0015804	As008G186070	Aa_G89330.h1.t1
OG0015805	As008G186280	Aa_G232700.h1.t1
OG0015806	As008G186670	Aa_G43390.h1.t1
OG0015807	As008G186730	Aa_G43320.h1.t1
OG0015808	As008G186750	Aa_G43270.h1.t1
OG0015809	As008G186860	Aa_G353480.h1.t1
OG0015810	As008G187050	Aa_G427960.h1.t1
OG0015811	As008G187080	Aa_G427940.h1.t1
OG0015812	As008G187210	Aa_G318480.h1.t1
OG0015813	As008G187360	Aa_G446380.h1.t1
OG0015814	As008G187500	Aa_G160800.h1.t1
OG0015815	As008G187520	Aa_G635800.h1.t1
OG0015816	As008G187570	Aa_G463960.h1.t1
OG0015817	As008G187620	Aa_G307130.h1.t1, Aa_G550190.h1.t1
OG0015818	As008G187790	Aa_G171340.h1.t1
OG0015819	As008G188100	Aa_G160990.h1.t1, Aa_G160970.h1.t1
OG0015820	As008G188330	Aa_G194030.h1.t1, Aa_G193990.h1.t1
OG0015821	As008G188340	Aa_G193980.h1.t1
OG0015822	As008G188490	Aa_G394770.h1.t1
OG0015823	As008G188620	Aa_G592410.h1.t1
OG0015824	As008G188700	Aa_G19040.h1.t1
OG0015825	As008G188800	Aa_G19140.h1.t1
OG0015827	As008G189510	Aa_G80760.h1.t1
OG0015828	As008G189900	Aa_G442590.h1.t1
OG0015830	As008G190890	Aa_G369440.h1.t1
OG0015831	As008G191890	Aa_G375850.h1.t1
OG0015833	As008G192290	Aa_G534690.h1.t1
OG0015834	As008G192560	Aa_G310510.h1.t1
OG0015835	As008G192900	Aa_G275820.h1.t1
OG0015836	As008G193090	Aa_G663670.h1.t1
OG0015837	As008G193170	Aa_G429820.h1.t1
OG0015838	As008G193190	Aa_G429860.h1.t1
OG0015839	As008G193290	Aa_G22690.h1.t1
OG0015840	As008G193310	Aa_G22370.h1.t1
OG0015841	As008G193320	Aa_G22390.h1.t1
OG0015842	As008G193420	Aa_G22510.h1.t1
OG0015843	As008G193480	Aa_G22530.h1.t1
OG0015844	As008G193580	Aa_G22720.h1.t1, Aa_G22730.h1.t1
OG0015845	As008G193590	Aa_G22740.h1.t1
OG0015846	As008G193610	Aa_G22760.h1.t1
OG0015847	As008G193670	Aa_G22810.h1.t1
OG0015848	As008G194250	Aa_G140010.h1.t1
OG0015849	As008G194350	Aa_G220670.h1.t1
OG0015850	As008G194360	Aa_G28580.h1.t1
OG0015851	As008G194370	Aa_G220680.h1.t1
OG0015852	As008G194390	Aa_G220700.h1.t1
OG0015853	As008G194860	Aa_G79300.h1.t1
OG0015854	As008G194910	Aa_G219100.h1.t1
OG0015855	As008G195260	Aa_G534160.h1.t1
OG0015856	As008G195290	Aa_G600520.h1.t1
OG0015857	As008G195430	Aa_G493560.h1.t1
OG0015858	As008G195480	Aa_G286340.h1.t1
OG0015859	As008G195540	Aa_G286310.h1.t1
OG0015860	As008G195550	Aa_G286300.h1.t1
OG0015861	As008G195640	Aa_G217810.h1.t1
OG0015862	As008G196010	Aa_G38890.h1.t1
OG0015863	As008G196120	Aa_G127570.h1.t1
OG0015864	As008G196580	Aa_G400320.h1.t1
OG0015865	As008G196620	Aa_G400290.h1.t1
OG0015867	As008G196800	Aa_G134850.h1.t1
OG0015868	As008G197000	Aa_G134600.h1.t1
OG0015869	As008G197110	Aa_G134990.h1.t1
OG0015870	As008G197120	Aa_G135000.h1.t1
OG0015871	As008G197130	Aa_G135010.h1.t1
OG0015872	As008G197250	Aa_G135140.h1.t1
OG0015873	As008G197400	Aa_G228330.h1.t1
OG0015874	As008G197670	Aa_G6730.h1.t1
OG0015875	As008G197810	Aa_G6590.h1.t1
OG0015876	As008G197860	Aa_G6530.h1.t1
OG0015877	As008G197960	Aa_G452110.h1.t1
OG0015878	As008G198050	Aa_G6410.h1.t1
OG0015879	As008G198150	Aa_G687290.h1.t1
OG0015880	As008G198170	Aa_G325290.h1.t1
OG0015881	As008G198600	Aa_G325170.h1.t1
OG0015882	As008G198940	Aa_G105890.h1.t1
OG0015883	As008G199100	Aa_G94360.h1.t1
OG0015884	As008G199150	Aa_G94410.h1.t1
OG0015885	As008G199250	Aa_G94500.h1.t1
OG0015886	As008G199260	Aa_G94510.h1.t1
OG0015887	As008G199280	Aa_G94530.h1.t1
