Orthogroup	Aethionema_saxatile	Brassica_rapa
OG0014020	As009G203000	XP_009126154.1
OG0014021	As009G203030	XP_009126163.1
OG0014022	As009G203140	XP_009121403.1
OG0014023	As009G203270	XP_009126184.2, XP_009131595.2
OG0014024	As009G203280	XP_009131594.1
OG0014025	As009G203560	XP_009126195.1
OG0014026	As009G204020	XP_009121006.1
OG0014027	As009G204070	XP_009128208.1
OG0014028	As009G204080	XP_009121002.1
OG0014029	As009G204290	XP_009126251.1
OG0014030	As009G204360	XP_009120969.1
OG0014031	As009G204450	XP_009126267.1
OG0014032	As009G204570	XP_033137926.1
OG0014033	As009G204750	XP_009120932.1
OG0014034	As009G205040	XP_009120909.1
OG0014035	As009G205160	XP_009120899.2
OG0014036	As009G205480	XP_009151146.1
OG0014037	As009G205580	XP_009111715.1
OG0014038	As009G205600	XP_033135110.1
OG0014039	As009G205620	XP_009129907.1
OG0014040	As009G205690	XP_009129905.1
OG0014041	As009G205770	XP_009111732.1
OG0014042	As009G205960	XP_009101771.1
OG0014043	As009G206140	XP_009151193.1
OG0014044	As009G206610	XP_033136595.1
OG0014045	As009G207020	XP_009151251.1
OG0014046	As009G208120	XP_009151696.1
OG0014047	As009G208180	XP_009151731.2, XP_009151692.1
OG0014048	As009G208390	XP_009151685.1
OG0014049	As009G208670	XP_009151678.1
OG0014050	As009G209110	XP_009151637.1
OG0014051	As009G209440	XP_009151669.1
OG0014052	As009G210490	XP_009131350.1
OG0014053	As009G210740	XP_009125667.1
OG0014054	As009G211140	XP_009122386.1
OG0014055	As009G211410	XP_009122308.1
OG0014056	As009G211610	XP_018512366.1
OG0014057	As009G211770	XP_009122280.1
OG0014058	As009G211800	XP_009125657.1
OG0014059	As009G211810	XP_009130951.2
OG0014060	As009G211920	XP_009122265.1
OG0014061	As009G212020	XP_009151600.1
OG0014062	As009G212520	XP_009125638.1
OG0014063	As009G212590	XP_009122219.1
OG0014064	As009G212680	XP_009122211.1
OG0014065	As009G212760	XP_009122200.2
OG0014066	As009G212810	XP_009122195.1, XP_009130904.1
OG0014067	As009G212940	XP_009122184.1
OG0014068	As009G213020	XP_009130899.1
OG0014069	As009G213090	XP_009122162.2
OG0014070	As009G213210	XP_009122156.1
OG0014071	As009G213240	XP_009130883.1
OG0014072	As009G213830	XP_033137340.1
OG0014073	As009G213880	XP_009122129.1
OG0014074	As009G214040	XP_009122562.1
OG0014075	As009G214060	XP_009122560.1
OG0014076	As009G214110	XP_009122552.1
OG0014077	As009G214120	XP_009122551.2
OG0014078	As009G214340	XP_009130836.1
OG0014079	As009G214370	XP_009122574.1
OG0014080	As009G214430	XP_009130830.1
OG0014081	As009G214460	XP_009122577.1
OG0014082	As009G214480	XP_009122582.1
OG0014083	As009G214660	XP_033137364.1
OG0014084	As009G214880	XP_033129676.1
OG0014085	As009G215130	XP_009129953.1
OG0014086	As009G215200	XP_009151091.1
OG0014087	As009G215380	XP_009151056.1
OG0014088	As009G216320, As009G216050	XP_033129292.1
OG0014089	As009G216160, As011G256820	XP_009150963.1
OG0014090	As009G216190	XP_009150967.1
OG0014091	As009G216350	XP_009150951.1
OG0014092	As009G216390	XP_009141975.1
OG0014093	As009G216720	XP_009141829.1
OG0014094	As009G216890	XP_009150901.1
OG0014095	As010G222020, As009G216940	XP_009136133.1
OG0014096	As009G217430	XP_009136395.1
OG0014097	As009G217460	XP_009130132.1
OG0014098	As009G217720	XP_009136428.2
OG0014099	As009G218060	XP_009136473.1
OG0014100	As009G218110	XP_033142393.1
OG0014101	As009G218310	XP_009112000.1
OG0014102	As009G218330	XP_033140148.1
OG0014103	As009G218560	XP_009151327.1
OG0014104	As009G218610	XP_033140936.1
OG0014105	As009G218830	XP_018513042.2
OG0014106	As009G219100	XP_009151386.1
OG0014107	As009G219150	XP_018514945.1
OG0014108	As009G219180	XP_009151399.1
OG0014109	As009G219240	XP_009151407.1
OG0014110	As009G219340	XP_009151412.1
OG0014111	As009G219440	XP_009112054.1
OG0014112	As009G219450	XP_009112053.1
OG0014113	As009G219620	XP_009120388.1
OG0014114	As009G219750	XP_009120375.1
OG0014115	As009G220020	XP_009120346.1
OG0014116	As010G220230	XP_033136974.1
OG0014117	As010G220260	XP_033144798.1, XP_033137069.1
OG0014118	As010G220300	XP_009115814.1
OG0014119	As010G220350	XP_009115810.1
OG0014120	As010G220510	XP_009149321.1
OG0014121	As010G220680	XP_009136564.1
OG0014122	As010G220820	XP_009115732.1
OG0014123	As010G220830	XP_009143008.1
OG0014124	As010G220980	XP_033143941.1, XP_009101936.1
OG0014125	As010G221080	XP_009101795.1
OG0014126	As010G221390	XP_009136522.1
OG0014127	As010G221450	XP_009101436.1
OG0014128	As010G221520	XP_009149706.1
OG0014129	As010G221810	XP_009152072.1
OG0014130	As010G221890	XP_009151958.1
OG0014131	As010G222130	XP_009151832.1
OG0014132	As010G222180	XP_009149767.2
OG0014133	As010G222480	XP_009150179.1
OG0014134	As010G222590	XP_009151390.1
OG0014135	As010G222880	XP_009150201.1
OG0014136	As010G222980	XP_009150205.1
OG0014137	As010G223070	XP_009149845.2
OG0014138	As010G223130	XP_009108193.1
OG0014139	As010G223360	XP_033129041.1
OG0014140	As010G223450	XP_009149878.1
OG0014141	As010G223610	XP_009149909.1, XP_009150233.1
OG0014142	As010G223670	XP_009149916.1
OG0014143	As010G223680	XP_033128019.1
OG0014144	As010G224070	XP_009149943.1
OG0014145	As010G224080	XP_009149944.1
OG0014146	As010G224430	XP_009150374.1
OG0014147	As010G224560	XP_009150247.1
OG0014148	As010G224690	XP_009149983.1
OG0014149	As010G224760, As010G239800	XP_009106034.1
OG0014150	As010G224910	XP_009150058.1
OG0014151	As010G224950	XP_009150256.1
OG0014152	As010G225130	XP_009150063.2
OG0014153	As010G225300	XP_009150082.1
OG0014154	As010G225330	XP_009150167.1, XP_033128510.1
OG0014155	As010G225640	XP_009150092.1
OG0014156	As010G225710	XP_009150318.1
OG0014157	As010G225910	XP_009149728.1
OG0014158	As010G226360	XP_009123301.1
OG0014159	As010G226380	XP_009123291.1
OG0014160	As010G226390	XP_009123290.1
OG0014161	As010G226450	XP_009123284.1
OG0014162	As010G226470	XP_009142356.1
OG0014163	As010G227120	XP_033134165.1
OG0014164	As010G227490	XP_009124119.1
OG0014165	As010G228100	XP_009127568.1
OG0014166	As010G228260	XP_009127562.1
OG0014167	As010G228610	XP_009105337.1
OG0014168	As010G229030	XP_009112708.1
OG0014169	As010G229940	XP_009105342.1
OG0014170	As010G230020	XP_009105344.1
OG0014171	As010G231210	XP_009105411.1
OG0014172	As010G231600	XP_009105026.1
OG0014173	As010G231660	XP_009106735.1
OG0014174	As010G232280	XP_009127716.2
OG0014175	As010G232400	XP_009105476.1
OG0014176	As010G232460	XP_009105483.1
OG0014177	As010G232480	XP_009127726.1
OG0014178	As010G232660	XP_018508498.1, XP_018508551.2
OG0014179	As010G232980	XP_009104977.1
OG0014180	As010G233270	XP_009127788.1
OG0014181	As010G233520	XP_009105728.1
OG0014182	As010G233580	XP_009105733.2
OG0014183	As010G234030	XP_009105782.1
OG0014184	As010G234120	XP_009105789.1
OG0014185	As010G234200	XP_009104920.1
OG0014186	As010G234270	XP_009105809.1
OG0014187	As010G234310	XP_033130212.1
OG0014188	As010G234500	XP_009105829.1
OG0014189	As010G234660	XP_009105847.1
OG0014190	As010G234670	XP_009105848.1
OG0014191	As010G234830	XP_009105862.1
OG0014192	As010G234840	XP_009105863.1
OG0014193	As010G235250	XP_009104581.1
OG0014194	As010G235700	XP_009128248.1
OG0014195	As010G235750	XP_009128242.1
OG0014196	As010G235850	XP_018508797.1
OG0014197	As010G236170	XP_009106393.1
OG0014198	As010G236210	XP_009106390.1
OG0014199	As010G236330	XP_018508291.1
OG0014200	As010G236400	XP_009104633.1
OG0014201	As010G236510	XP_033132028.1
OG0014202	As010G236710	XP_009106336.1
OG0014203	As010G236900	XP_009128183.1
OG0014204	As010G237150	XP_009106294.1
OG0014205	As010G237430	XP_009106259.1
OG0014206	As010G237450	XP_033132298.1
OG0014207	As010G237480	XP_009106253.2
OG0014208	As010G237620	XP_009128142.1
OG0014209	As010G237720, As010G237730	XP_009106232.1
OG0014210	As010G237950	XP_009106206.1, XP_033141527.1
OG0014211	As010G238240	XP_009104711.1
OG0014212	As010G238250	XP_009106186.1
OG0014213	As010G238460	XP_009106169.1
OG0014214	As010G238490	XP_009106168.1
OG0014215	As010G238660	XP_009106148.1
OG0014216	As010G238750	XP_009106135.1
OG0014217	As010G238840	XP_009128057.1
OG0014218	As010G239070	XP_009106110.1
OG0014219	As010G239120	XP_009106104.1
OG0014220	As010G239190	XP_009106094.1, XP_009128040.1
OG0014221	As010G239250	XP_009106085.1
OG0014222	As010G239310	XP_033141671.1
OG0014223	As010G239370	XP_009106069.1
OG0014224	As010G239500	XP_033139001.1
OG0014225	As010G239550	XP_009106051.1
OG0014226	As010G239640	XP_009106044.1
OG0014227	As010G239680	XP_009106043.1
OG0014228	As010G239710	XP_009106039.1
OG0014229	As010G239780	XP_033141314.1
OG0014230	As010G239840	XP_009106029.1
OG0014231	As010G240170	XP_018511771.1
OG0014232	As010G240460	XP_009105975.1
OG0014233	As010G240520	XP_009104827.1
OG0014234	As010G240910, As010G240870, As010G240930	XP_009104841.1
OG0014235	As010G241000	XP_009105943.1
OG0014236	As010G241090	XP_009105929.2
OG0014237	As010G241110	XP_009105923.1
OG0014238	As010G241140	XP_009149193.1
OG0014239	As010G241290	XP_009104855.1
OG0014240	As010G241300	XP_009104857.1
OG0014241	As010G241360	XP_009105898.1
OG0014242	As010G241540	XP_009105886.1
OG0014243	As010G242280	XP_009104560.1
OG0014244	As010G242370	XP_009104554.1
OG0014245	As010G242460	XP_009106628.1
OG0014246	As010G242520	XP_009106634.1
OG0014247	As010G242700	XP_009106653.1
OG0014248	As010G242730	XP_009106656.1
OG0014249	As010G242740	XP_009106657.1, XP_009128350.1
OG0014250	As010G242820	XP_009106666.1
OG0014251	As010G242840	XP_009106668.1
OG0014252	As010G243300	XP_009128387.1
OG0014253	As010G243500	XP_018512117.1
OG0014254	As010G243810	XP_009128425.1
OG0014255	As010G243820	XP_009106752.1
OG0014256	As010G243870	XP_009128433.1
OG0014257	As010G243880	XP_009128435.1
OG0014258	As010G243930	XP_009128437.1
OG0014259	As010G244260	XP_009104440.1
OG0014260	As010G244320	XP_009104434.1
OG0014261	As010G244350	XP_018508688.1
OG0014262	As010G244400	XP_009129157.1
OG0014263	As010G244520	XP_009104422.1
OG0014264	As010G244540	XP_018508583.1
OG0014265	As011G244620	XP_033147409.1
OG0014266	As011G244770	XP_009146567.1
OG0014267	As011G245060	XP_018511612.1
OG0014268	As011G245830	XP_009135334.1
OG0014269	As011G245850	XP_009117391.1
OG0014270	As011G246030	XP_009132497.1
OG0014271	As011G246090	XP_009117197.1
OG0014272	As011G246100	XP_009117189.1, XP_009146419.1
OG0014273	As011G246150	XP_009146417.2
OG0014274	As011G246740	XP_033148659.1, XP_009116753.1
OG0014275	As011G247010	XP_009146508.1
OG0014276	As011G247030	XP_009146309.2
OG0014277	As011G247070	XP_033148691.1
OG0014278	As011G247260	XP_009146282.2
OG0014279	As011G247390	XP_009146270.1
OG0014280	As011G247780	XP_033148677.1
OG0014281	As011G247810	XP_009115379.1
OG0014282	As011G248110	XP_009115163.1
OG0014283	As011G248170	XP_009134071.1
OG0014284	As011G248250	XP_033128853.1, XP_009146174.1
OG0014285	As011G248270	XP_033128806.1
OG0014286	As011G248530	XP_033143240.1, XP_009146146.2
OG0014287	As011G248810	XP_009146077.1
OG0014288	As011G249010	XP_009146058.1
OG0014289	As011G249160	XP_009135508.1
OG0014290	As011G249310	XP_009114415.1
OG0014291	As011G249390	XP_033148276.1
OG0014292	As011G249690	XP_018512859.2
OG0014293	As011G249720	XP_009113839.1
OG0014294	As011G249890	XP_009145969.1
OG0014295	As011G250090	XP_033148105.1
OG0014296	As011G250310	XP_009145919.1
OG0014297	As011G250510	XP_009103687.1
OG0014298	As011G250580	XP_009145888.1
OG0014299	As011G250790	XP_033146041.1, XP_018514736.1, XP_033143071.1
OG0014300	As011G250890	XP_009145859.1, XP_033146021.1
OG0014301	As011G251000	XP_009145846.1
OG0014303	As011G251290	XP_009145820.1
OG0014304	As011G251300	XP_009145819.1
OG0014305	As011G251310	XP_009145817.1
OG0014306	As011G251430, As012G272630	XP_009107285.1
OG0014307	As011G251500	XP_009145785.1
OG0014308	As011G251560	XP_009135634.2
OG0014309	As011G251670, As012G272520	XP_009147867.1
OG0014310	As011G251870	XP_009145745.1
OG0014311	As011G251960	XP_009111451.1
OG0014312	As011G251990	XP_009111439.1
OG0014313	As011G252530	XP_009145653.1
OG0014314	As011G252540	XP_009145652.2
OG0014315	As011G252650	XP_009145638.1
OG0014316	As011G252760	XP_009124916.1
OG0014317	As011G252790	XP_033148746.1
OG0014318	As011G252810	XP_009145621.1
OG0014319	As011G253030	XP_009145586.1
OG0014320	As011G253090	XP_033146926.1
OG0014321	As011G253100	XP_009145541.1
OG0014322	As011G253120	XP_009145540.1
OG0014323	As011G253430	XP_009109477.1
OG0014324	As011G253560	XP_009145480.2
OG0014325	As011G253580	XP_009145483.1
OG0014326	As011G253640	XP_009145492.1
OG0014327	As011G253660	XP_009145493.1
OG0014328	As011G253780	XP_033134694.1, XP_009123485.1
OG0014329	As011G253990	XP_009145444.1
OG0014330	As011G254550	XP_009145311.1
OG0014331	As011G254770	XP_009120842.1
OG0014332	As011G254790	XP_009135832.1
OG0014333	As011G254940	XP_009145245.1
OG0014334	As011G255360	XP_009102622.1
OG0014335	As011G255450	XP_033130728.1
OG0014336	As011G255470	XP_033130293.1
OG0014337	As011G255650	XP_009102590.1
OG0014338	As011G255740	XP_009139570.1
OG0014339	As011G256210, As011G256220	XP_033144224.1
OG0014340	As011G256380	XP_033130370.1
OG0014341	As011G256480	XP_009137808.1
OG0014342	As011G256500	XP_009102510.1
OG0014344	As011G256810	XP_009102477.1
OG0014345	As011G256930	XP_009102465.1
OG0014346	As011G257740	XP_009136107.1
OG0014347	As011G257750	XP_009136108.1
OG0014348	As011G258100	XP_009102415.1
OG0014349	As011G258780	XP_009136147.1
OG0014350	As011G258790	XP_009136146.1
OG0014351	As011G258880	XP_009136143.1
OG0014352	As011G259220	XP_009136214.1
OG0014354	As011G260990	XP_009146907.1
OG0014355	As011G261150	XP_009102340.1
OG0014356	As011G261300	XP_009102343.1
OG0014357	As011G261310	XP_009102344.1
OG0014358	As011G261430	XP_009102353.1
OG0014359	As011G261500	XP_009102356.1
OG0014360	As011G261560	XP_009102359.1
OG0014361	As011G261670	XP_009136170.1
OG0014362	As011G261790	XP_009136207.2
OG0014363	As011G261840	XP_009119405.1
OG0014364	As011G261870	XP_009150284.1
OG0014365	As011G262050	XP_009136228.1
OG0014366	As011G262170	XP_009112235.1
OG0014367	As011G262210	XP_009112234.1
OG0014368	As011G262330	XP_009102311.2
OG0014369	As011G262340	XP_033131047.1
OG0014370	As011G262390	XP_009138184.1
OG0014371	As011G262400	XP_009123215.1
OG0014372	As011G262460	XP_018509386.1
OG0014373	As011G262570	XP_009136265.1
OG0014374	As011G262660	XP_009148042.1
OG0014375	As011G262940	XP_009119390.1
OG0014376	As011G262990	XP_009136285.1
OG0014377	As011G263040	XP_033131518.1, XP_009136290.1
OG0014378	As011G263350	XP_009136303.1
OG0014379	As011G263450	XP_009123631.1
OG0014380	As011G263560	XP_009136324.1
OG0014381	As011G263770	XP_009121177.1
OG0014382	As011G263860	XP_009112412.2
OG0014383	As011G264380	XP_009121127.1
OG0014384	As011G264520	XP_009121100.2
OG0014385	As011G264700	XP_009121092.1
OG0014386	As011G265310	XP_033130608.1
OG0014387	As011G265540	XP_009112558.1
OG0014388	As011G265550	XP_033130676.1
OG0014389	As011G265670	XP_009102213.1
OG0014390	As011G265700	XP_009150711.1
OG0014391	As011G265710	XP_033131399.1
OG0014392	As011G265990	XP_009102183.2
OG0014393	As011G266210	XP_033130146.1
OG0014394	As011G266320	XP_009117528.1
OG0014395	As011G266620	XP_009102124.1
OG0014396	As011G266670	XP_033130567.1
OG0014398	As011G267190	XP_009132352.1
OG0014399	As011G267260	XP_009117478.2
OG0014400	As011G267370	XP_009101998.2
OG0014401	As011G267500	XP_009121193.1
OG0014402	As011G267530	NP_001288938.1
OG0014403	As012G267690	XP_009146314.1
OG0014404	As012G267740	XP_009145421.2
OG0014405	As012G268050	XP_009147476.1
OG0014406	As012G268070	XP_009106827.1
OG0014407	As012G268440	XP_009103726.2
OG0014408	As012G268600	XP_009147504.1
OG0014409	As012G268630	XP_009147506.1
OG0014410	As012G268670	XP_009114254.1
OG0014411	As012G268780	XP_009106892.1
OG0014412	As012G269440	XP_009147582.1
OG0014413	As012G269480	XP_009106961.1
OG0014414	As012G269640	XP_009144766.1
OG0014415	As012G269840	XP_009106986.2, XP_009147614.1
OG0014416	As012G270260, As012G270320	XP_009147656.1
OG0014417	As012G270340, As012G270390	XP_009147658.1
OG0014418	As012G270480	XP_009144819.1
OG0014419	As012G270640	XP_009144836.1
OG0014420	As012G270650	XP_009144839.1
OG0014421	As012G270660	XP_009144837.1
OG0014423	As012G270910	XP_009147708.1
OG0014424	As012G271270	XP_009144877.1
OG0014425	As012G271340	XP_009107166.1
OG0014426	As012G271480	XP_009135729.1
OG0014427	As012G271590	XP_009144937.2
OG0014428	As012G271700	XP_009147786.1
OG0014429	As012G271820	XP_009147773.1
OG0014430	As012G272040	XP_009105064.1
OG0014431	As012G272060	XP_009147822.1, XP_009149055.2
OG0014432	As012G272090	XP_009147832.1
OG0014433	As012G272180	XP_009144956.1
OG0014434	As012G272330	XP_009107230.1
OG0014435	As012G272360	XP_009107234.1
OG0014436	As012G272610	XP_009147893.1
OG0014437	As012G272680	XP_018508016.1
OG0014438	As012G272790	XP_009107290.1
OG0014439	As012G272820	XP_009145829.1
OG0014441	As012G272960	XP_009107305.1
OG0014442	As012G273210	XP_009144991.3
OG0014443	As012G273260	XP_009147917.1
OG0014444	As012G273390	XP_009147932.2
OG0014445	As012G273450	XP_009144990.1
OG0014446	As012G273650	XP_009147963.1
OG0014448	As012G273910	XP_009147978.1
OG0014449	As012G274230	XP_009146295.1
OG0014450	As012G274370	XP_009136745.2
OG0014451	As012G277900, As012G274400	XP_009116113.1
OG0014452	As012G274430	XP_009146438.2
OG0014453	As012G274550	XP_033132746.1
OG0014454	As012G274640	XP_009146587.1
OG0014455	As012G274710	XP_009146678.1
OG0014456	As012G275090	XP_009132996.1
OG0014457	As012G275110	XP_009132995.1
OG0014458	As012G275250	XP_009141391.1
OG0014459	As012G275490	XP_009115897.1
OG0014460	As012G275530	XP_009115903.1
OG0014461	As012G275770	XP_009151785.1
OG0014462	As012G275780	XP_009115930.1
OG0014463	As012G275790	XP_009115929.1
OG0014464	As012G275800	XP_009115931.1
OG0014465	As012G275900	XP_009139470.1
OG0014466	As012G275960	XP_033137084.1, XP_033144801.1
OG0014467	As012G276070	XP_033137079.1
OG0014468	As012G276200	XP_009115963.1
OG0014469	As012G276210	XP_033137071.1
OG0014470	As012G276840	XP_009105352.1
OG0014471	As012G276970	XP_009116030.1
OG0014472	As012G277110	XP_009139414.2
OG0014473	As012G277720	XP_009116084.1
OG0014474	As012G278180	XP_009116097.1
OG0014475	As012G278600	XP_009139502.1
OG0014476	As012G278810	XP_009121627.1
OG0014477	As012G278870	XP_009115880.2
OG0014478	As012G278900	XP_009115878.1
OG0014479	As012G279510	XP_009136620.1
OG0014480	As012G280110	XP_009139239.1
OG0014481	As012G280250	XP_009116132.1
OG0014482	As012G280870	XP_009116165.1
OG0014483	As012G281500	XP_009139194.1
OG0014484	As012G281610	XP_009139188.1
OG0014485	As012G281620	XP_009139186.1
OG0014486	As012G281730	XP_009116227.1
OG0014487	As012G282010	XP_009116252.1
OG0014488	As012G282660	XP_009116315.1
OG0014489	As012G282700	XP_009116318.1
OG0014490	As012G282780	XP_009141918.1
OG0014491	As012G282970	XP_009139094.1
OG0014492	As012G283170	XP_009116371.1
OG0014493	As012G283230	XP_009139074.1
OG0014494	As012G283250	XP_009116378.2
OG0014495	As012G283690, As012G283730	XP_009116425.1
OG0014496	As012G284320	XP_009104083.1
OG0014498	As012G284560	XP_009138979.1
OG0014499	As012G284750	XP_009138959.1
OG0014500	As012G284880	XP_009116538.1
OG0014501	As012G285220	XP_009104185.1
OG0014502	As012G285240	XP_009116582.2
OG0014503	As012G285250	XP_033145802.1
OG0014504	As012G285430	XP_009104204.1
OG0014505	As012G285450	XP_009116600.2
OG0014506	As012G285860	XP_009116656.1
OG0014507	As012G285900	XP_009116666.1
OG0014508	As012G286000	XP_009116683.2
OG0014509	As012G286230	XP_033145923.1
OG0014510	As012G286300	XP_009116721.1
OG0014511	As012G286620	XP_009116367.2
OG0014512	As012G286740	XP_009116744.1
OG0014513	As012G286800	XP_009116749.1
OG0014514	As012G286980, As012G287000	XP_009138808.1
OG0014515	As012G287090	XP_009104289.1
OG0014516	As012G287520	XP_009104314.1
OG0014517	As012G287690	XP_009138759.1
OG0014518	As012G287810	XP_009104350.1
OG0014519	As012G287910	XP_009116860.1, XP_009104354.2
OG0014520	As012G287970	XP_009116869.1
OG0014521	As012G287980	XP_033134748.1
OG0014522	As012G287990	XP_009116873.2
OG0014523	As012G288090	XP_009104371.1
OG0014524	As012G288360	XP_009116914.1
OG0014525	As012G288530	XP_009138708.1
OG0014526	As012G289020	XP_009138636.2
OG0014527	As012G289030	XP_009138638.2
OG0014528	As012G289190	XP_009138653.3
OG0014529	As012G289290	XP_009116995.2
OG0014531	As012G289440	XP_009104923.2
OG0014532	As012G289450	XP_009105786.1
OG0014533	As012G289500	XP_033132313.1, XP_009110146.1
OG0014637	As001G000280	XP_009144429.1
OG0014638	As001G000430	XP_009137797.1
OG0014639	As001G000490	XP_009129536.1
OG0014640	As001G000510	XP_009109082.1
OG0014641	As001G000560	XP_009129466.1
OG0014642	As001G000590	XP_009129414.1
OG0014643	As001G000670	XP_009137806.1
OG0014644	As001G000810	XP_009106381.1
OG0014645	As001G000830	XP_009129108.1
OG0014646	As001G000840	XP_009129100.1
OG0014647	As001G000900	XP_009129008.1
OG0014648	As001G000980	XP_009137830.1
OG0014649	As001G001010	XP_009137832.1
OG0014650	As001G001150	XP_009128862.2
OG0014651	As001G001160	XP_009128855.1
OG0014652	As001G001250	XP_033128359.1
OG0014653	As001G001350	XP_009128635.1
OG0014654	As001G001390	XP_009109029.1
OG0014655	As001G001400	XP_009137852.1
OG0014656	As001G001530	XP_009139720.1
OG0014657	As001G001550	XP_009137860.1
OG0014658	As001G001630, As001G001590	XP_009137862.1, XP_033131604.1
OG0014659	As001G001700	XP_009128460.1
OG0014660	As001G001710	XP_009128448.1
OG0014661	As001G002320	XP_009137910.1
OG0014662	As001G002960	XP_009127486.1
OG0014663	As001G002990	XP_009137976.1
OG0014664	As001G003040	XP_009117241.2
OG0014665	As001G003050	XP_009127415.1
OG0014666	As001G003100	XP_009133360.1
OG0014667	As001G003340	XP_009137990.1
OG0014668	As001G003420	XP_009127174.1
OG0014669	As001G003460	XP_009127161.1
OG0014670	As001G003670	XP_009127022.1
OG0014671	As001G003700	XP_009126994.1
OG0014672	As001G003910	XP_009118353.1
OG0014673	As001G003920	XP_009108919.1
OG0014674	As001G004060	XP_009126649.1
OG0014675	As001G004100	XP_009138038.1
OG0014676	As001G004110	XP_009108901.1
OG0014677	As001G004270	XP_009126559.2
OG0014678	As001G004290	XP_009138053.1
OG0014679	As001G004520	XP_009126406.1
OG0014680	As001G004830	XP_009126132.1
OG0014681	As001G004870	XP_009126121.1
OG0014682	As001G004960	XP_033135307.1
OG0014683	As001G005090	XP_009117045.1
OG0014684	As001G005340	XP_009125724.1
OG0014685	As001G005800	XP_009125275.1
OG0014686	As001G006080	XP_009125426.2
OG0014687	As001G006240	XP_009108830.1
OG0014689	As001G009970	NP_001288985.1
OG0014690	As001G010050	XP_009121783.1
OG0014691	As001G010380	XP_009121487.1
OG0014692	As001G010460	XP_009121393.1
OG0014693	As001G010510	XP_009121254.1
OG0014695	As001G012190	XP_033136847.1
OG0014696	As001G012730	XP_009114233.1
OG0014697	As001G013580	XP_009115988.1
OG0014698	As001G013750	XP_009126525.1
OG0014699	As001G013810	XP_009118392.1
OG0014700	As001G013910	XP_009113576.1
OG0014701	As001G014070	XP_009113781.2
OG0014702	As001G014240	XP_009111793.1
OG0014703	As001G014330	XP_033142435.1
OG0014704	As001G014900, As001G014910, As011G263760	XP_009121183.1
OG0014705	As001G014940, As001G018320	XP_009119359.1
OG0014706	As001G015520	XP_009108619.1
OG0014707	As001G015610	XP_009103156.1
OG0014708	As001G015650	XP_009102734.1
OG0014709	As001G015790	XP_009102671.1
OG0014710	As001G015930	XP_009108119.2
OG0014711	As001G015990	XP_009114986.1
OG0014712	As001G016240	XP_009114966.1
OG0014713	As001G016250	XP_009108103.2
OG0014714	As001G016410	XP_009108002.1
OG0014715	As001G016420	XP_009145219.1
OG0014716	As001G016730	XP_009114905.1
OG0014717	As001G016770	XP_009114899.1
OG0014718	As001G016790	XP_009123086.1
OG0014719	As001G016800	XP_009114894.1
OG0014720	As001G016900	XP_018509533.2, XP_018510221.1
OG0014721	As001G017020	XP_009151436.1
OG0014722	As001G017040	XP_009114877.1
OG0014723	As001G017390	XP_009145261.2
OG0014724	As001G017410	XP_009145275.1
OG0014725	As001G017480	XP_009145326.1
OG0014726	As001G017520	XP_009108282.1
OG0014727	As001G017530	XP_009108274.1
OG0014728	As001G017550	XP_009145468.1
OG0014729	As001G017640	XP_009145596.1
OG0014730	As001G017860	XP_009145712.1
OG0014731	As001G018120	XP_009136760.1, XP_018510243.1
OG0014732	As001G018300	XP_033136679.1
OG0014733	As001G018350	XP_009119377.1
OG0014734	As001G018510	XP_033145185.1
OG0014735	As001G018640	XP_009119522.1
OG0014736	As001G018810	XP_018508789.1
OG0014737	As001G018820	XP_009113402.1
OG0014738	As001G018850	XP_009122993.1
OG0014739	As001G019070	XP_009122974.1
OG0014740	As001G019150	XP_009113369.2
OG0014741	As001G019190	XP_009113373.1
OG0014742	As001G019580	XP_009113333.1
OG0014743	As001G020150	XP_009103028.1
OG0014744	As001G020320, As001G020330	XP_033146946.1
OG0014745	As001G020460	XP_009137866.1
OG0014746	As001G020650	XP_009113218.1
OG0014747	As001G020860	XP_009113209.1
OG0014748	As001G021170	XP_009123495.1
OG0014749	As001G021250, As001G021290	XP_009104253.1
OG0014750	As001G021560	XP_009104461.1
OG0014751	As001G022030	XP_033135774.1
OG0014752	As001G022140	XP_009123359.1
OG0014753	As001G022210	XP_009101374.1
OG0014754	As001G022470	XP_009129248.1
OG0014755	As001G022490	XP_009129246.1
OG0014756	As001G022580	XP_009129234.1
OG0014757	As001G022720	XP_033135784.1, XP_009101332.1
OG0014758	As001G022780	XP_009129216.1
OG0014759	As001G022800	XP_009101325.1
OG0014760	As001G022820	XP_009101323.1
OG0014761	As001G022860	XP_009129209.1
OG0014762	As001G022930	XP_009101317.1, XP_009129196.1
OG0014763	As001G023000	XP_009101302.2
OG0014764	As001G023300	XP_009114207.1
OG0014765	As001G023660	XP_009101241.1
OG0014766	As001G023760	XP_009129112.1
OG0014767	As001G023770	XP_009129109.1
OG0014768	As001G023860	XP_033136469.1
OG0014769	As001G024060	XP_009114155.1
OG0014770	As001G024080	XP_009129089.2
OG0014771	As001G024230	XP_009152160.1
OG0014772	As001G024280	XP_009152155.1
OG0014773	As001G024430	XP_033139872.1
OG0014774	As001G024790	XP_009114114.1
OG0014775	As001G024990	XP_009152095.1
OG0014776	As001G025010	XP_009114102.2
OG0014777	As001G025070	XP_009129569.1
OG0014778	As001G025090	XP_009152087.1
OG0014779	As001G025170	XP_009114095.1
