Orthogroup	Aethionema_saxatile	Arabidopsis_thaliana
OG0015280	As004G096000	AT4G14860.1
OG0015281	As004G096480	AT4G15420.2
OG0015282	As004G096580	AT3G21540.1
OG0015283	As004G096760	AT5G39900.1
OG0015284	As004G096860	AT5G40030.1
OG0015285	As004G097120	AT5G40280.2
OG0015286	As004G097140	AT5G40300.1
OG0015288	As004G097670	AT5G40800.1
OG0015289	As004G097940	AT5G41330.1
OG0015290	As004G098470	AT2G05260.1
OG0015291	As005G098640	AT2G48070.3
OG0015293	As005G098740	AT2G47960.1
OG0015294	As005G098780	AT2G47920.1
OG0015295	As005G099030	AT2G47790.1
OG0015296	As005G099050	AT2G47770.1
OG0015297	As005G099060	AT2G47760.5
OG0015298	As005G099270	AT2G47600.1
OG0015299	As005G099280	AT2G47590.1
OG0015300	As005G099340	AT2G47540.1
OG0015301	As005G099370	AT2G40940.1
OG0015302	As005G099410	AT2G47490.1
OG0015303	As005G099890	AT3G15580.1
OG0015304	As005G099920	AT2G47070.1
OG0015305	As005G100120	AT2G46915.1
OG0015306	As005G100140	AT2G46900.1
OG0015307	As005G100310	AT2G46700.1
OG0015308	As005G100370	AT2G46640.4
OG0015309	As005G100490	AT2G46530.3
OG0015310	As005G100660	AT2G46470.1
OG0015311	As005G100760	AT2G46360.1
OG0015312	As005G101050	AT2G46050.1
OG0015313	As005G101200	AT2G45880.1
OG0015314	As005G101470	AT2G45620.1
OG0015315	As005G101480	AT2G45610.1
OG0015316	As005G101500	AT2G45590.1
OG0015317	As005G101760	AT2G45380.1
OG0015318	As005G101890	AT2G45240.1
OG0015319	As005G101920	AT2G45210.1
OG0015320	As005G101950	AT2G45180.1
OG0015321	As005G101980	AT2G45150.1
OG0015322	As005G102090	AT2G45040.1
OG0015323	As005G102110	AT2G45010.1
OG0015324	As005G102240	AT2G44920.2
OG0015325	As005G102290	AT2G44850.1
OG0015326	As005G102460	AT2G44710.1
OG0015327	As005G102870	AT2G44360.1
OG0015328	As005G103100	AT2G44110.2
OG0015329	As005G103210	AT2G43990.1
OG0015330	As005G103600	AT2G43650.1
OG0015331	As005G103760	AT2G43560.1
OG0015332	As005G103880	AT2G43465.1
OG0015333	As005G103910	AT2G43420.1
OG0015334	As005G104080	AT2G43235.1
OG0015335	As005G104240	AT2G43070.4
OG0015336	As005G104390	AT2G42960.1
OG0015337	As005G104440	AT2G42900.1
OG0015338	As005G104490	AT2G42850.1
OG0015339	As005G104620	AT2G42760.1
OG0015340	As005G104630	AT2G42750.1
OG0015341	As005G104690	AT2G42670.2
OG0015342	As005G104760	AT2G42590.3
OG0015343	As005G104910	AT2G42450.1
OG0015344	As005G105030	AT2G41950.1
OG0015345	As005G105230	AT2G42250.1
OG0015346	As005G106030	AT2G41520.1
OG0015347	As005G106520	AT5G01510.1
OG0015348	As005G106530	AT5G01500.1
OG0015349	As005G106850	AT5G01240.1
OG0015350	As005G106890	AT5G01210.1
OG0015351	As005G106990	AT5G01075.1
OG0015352	As005G107080	AT5G01030.1
OG0015353	As005G107130	AT5G02040.1
OG0015354	As005G107270	AT5G02180.1
OG0015355	As005G107350	AT5G02250.1
OG0015356	As005G107690	AT5G02620.2
OG0015357	As005G107750	AT5G02740.1
OG0015358	As005G107990	AT5G03070.1
OG0015359	As005G108010	AT5G03110.1
OG0015360	As005G108030	AT5G03140.1
OG0015361	As005G108160	AT5G03280.1
OG0015362	As005G108250	AT5G52970.1
OG0015363	As005G108300	AT5G03420.1
OG0015364	As005G108340	AT5G03455.1
OG0015365	As005G108560	AT5G03660.1
OG0015366	As005G108570	AT5G09860.1
OG0015367	As005G108650	AT5G03700.1
OG0015368	As005G108780	AT5G03800.1
OG0015369	As005G108830	AT5G03860.1
OG0015370	As005G108900	AT5G03910.1
OG0015371	As005G109080	AT5G04080.1
OG0015372	As005G109400	AT5G04280.1
OG0015373	As005G109420	AT5G04290.1
OG0015374	As005G109950	AT5G19380.2
OG0015375	As005G110890	AT5G20230.1
OG0015376	As005G111250	AT5G20120.1
OG0015377	As005G112330	AT5G20860.2
OG0015378	As005G112380	AT5G20910.1
OG0015379	As005G112440	AT4G27670.1
OG0015380	As005G112530	AT5G20990.1
OG0015381	As005G112560	AT5G21060.2
OG0015382	As005G112890	AT5G21430.1
OG0015383	As005G113120	AT5G22050.2
OG0015384	As005G113190	AT5G22120.1
OG0015385	As005G113260	AT5G22300.1
OG0015386	As005G113350	AT5G22410.1
OG0015387	As005G113430	AT5G22470.1
OG0015388	As005G113650	AT5G22750.1
OG0015389	As005G113980	AT5G60740.1
OG0015390	As005G114130	AT5G60600.1
OG0015391	As005G114170	AT5G60570.1
OG0015392	As005G114260	AT3G20935.1
OG0015393	As005G114530	AT1G67300.2
OG0015394	As005G114570	AT5G60050.1
OG0015395	As005G114780	AT5G59830.1
OG0015396	As005G114880	AT5G59770.1
OG0015397	As005G115170	AT5G59400.1
OG0015398	As005G115420	AT5G59250.1
OG0015399	As005G115630	AT5G59450.1
OG0015400	As005G115730	AT5G59070.1
OG0015401	As005G116010	AT5G63120.2
OG0015402	As005G116180	AT5G63260.2
OG0015403	As005G116220	AT5G63300.2
OG0015404	As005G116270	AT5G63380.1
OG0015405	As005G116280	AT5G63390.1
OG0015406	As005G116300	AT5G63410.1
OG0015407	As005G116310	AT5G63420.1
OG0015408	As005G116330	AT5G63440.2
OG0015409	As005G116590	AT5G63630.2
OG0015410	As005G116860	AT5G63910.1
OG0015411	As005G116890	AT5G63950.1
OG0015412	As005G116980	AT2G38410.1
OG0015413	As005G117210	AT5G64220.1
OG0015414	As005G117320	AT5G64320.1
OG0015415	As005G117340	AT5G64340.1
OG0015416	As005G117360	AT5G64360.2
OG0015417	As005G117420	AT5G64420.1
OG0015418	As005G117470	AT5G64460.1
OG0015419	As005G117510	AT5G64510.1
OG0015420	As005G117590	AT5G64600.1
OG0015421	As005G117660	AT5G64660.1
OG0015422	As005G117860	AT5G64830.1
OG0015423	As005G117910	AT5G64880.1
OG0015424	As005G118260	AT5G65165.1
OG0015425	As005G118390	AT5G65280.1
OG0015426	As005G118480	AT5G65400.2
OG0015427	As005G118610	AT5G65520.1
OG0015428	As005G118660	AT5G65613.1
OG0015429	As005G118750	AT5G65685.5
OG0015430	As005G118940	AT5G65890.1
OG0015431	As005G118960	AT5G65910.1
OG0015432	As005G119010	AT5G67610.2
OG0015433	As005G119090	AT5G67530.1
OG0015434	As005G119130	AT5G67480.2
OG0015435	As005G119190	AT5G67430.1
OG0015436	As005G119300	AT5G67330.1
OG0015437	As005G119310	AT5G67320.1
OG0015438	As005G119350	AT5G67280.1
OG0015439	As005G119620	AT5G67050.1
OG0015440	As005G119740	AT2G25490.1
OG0015441	As005G119770	AT5G66860.1
OG0015442	As005G119810	AT5G66820.1
OG0015443	As005G120010	AT5G66675.1
OG0015444	As005G120220	AT5G49555.1
OG0015445	As005G120260	AT5G66530.1
OG0015446	As005G120380	AT5G66420.2
OG0015447	As005G120530	AT5G66300.1
OG0015448	As005G120580	AT5G66240.2
OG0015449	As005G120620	AT5G66200.1
OG0015450	As005G120670	AT5G66160.1
OG0015451	As005G120800	AT5G66050.1
OG0015452	As005G120900	AT5G65950.1
OG0015453	As006G121080	AT4G00060.1
OG0015454	As006G121230	AT4G00750.1
OG0015455	As006G121470	AT4G00490.1
OG0015456	As006G121620	AT4G00335.1
OG0015457	As006G121890	AT4G01240.1
OG0015458	As006G121900	AT4G01230.2
OG0015459	As006G122010	AT4G01080.1
OG0015460	As006G122070	AT4G01030.1
OG0015461	As006G122140	AT4G00940.1
OG0015462	As006G122600	AT4G01700.1
OG0015463	As006G122740	AT4G01810.1
OG0015464	As006G122820	AT4G01990.1
OG0015465	As006G122890	AT4G02075.1
OG0015466	As006G123280	AT4G02485.1
OG0015467	As006G123420	AT4G02610.1
OG0015468	As006G123440	AT4G02630.1
OG0015469	As006G123450	AT4G02640.2
OG0015470	As006G123710	AT5G64980.1
OG0015471	As006G123730	AT4G02900.1
OG0015472	As006G124310	AT5G44240.1
OG0015473	As006G124360	AT5G44180.1
OG0015475	As006G124390	AT5G44150.1
OG0015476	As006G124540	AT5G44030.2
OG0015477	As006G124630	AT5G43950.1
OG0015478	As006G124660	AT5G43920.1
OG0015479	As006G124780	AT5G43830.1
OG0015480	As006G124800	AT5G43810.1
OG0015481	As006G124820	AT5G43780.1
OG0015482	As006G125070	AT5G43420.1
OG0015483	As006G125700	AT2G32250.1
OG0015484	As006G126020	AT2G32930.2
OG0015485	As006G126180	AT2G32640.1
OG0015486	As006G126400	AT2G32090.1
OG0015487	As006G126440	AT2G32040.1
OG0015488	As006G126450	AT2G32030.1
OG0015489	As006G126810	AT2G31940.1
OG0015490	As006G127190	AT2G31440.1
OG0015491	As006G127340	AT2G31340.1
OG0015492	As006G127360	AT2G31320.1
OG0015493	As006G127780	AT2G30890.1
OG0015494	As006G128200	AT2G30320.1
OG0015495	As006G128320	AT2G30170.1
OG0015496	As006G128570	AT2G29970.1
OG0015497	As006G129100	AT2G29070.2
OG0015498	As006G129410	AT2G28810.1
OG0015499	As006G129570	AT2G28660.1
OG0015500	As006G129620	AT2G28620.1
OG0015501	As006G129690	AT2G28570.1
OG0015502	As006G129930	AT2G28320.1
OG0015503	As006G129990	AT2G28190.1
OG0015504	As006G130040	AT2G28150.1
OG0015505	As006G130060	AT2G28130.1
OG0015506	As006G130100	AT2G28100.1
OG0015507	As006G130130	AT2G28080.1
OG0015508	As006G130260	AT2G27840.3
OG0015509	As006G130580	AT2G27060.1
OG0015510	As006G130600	AT2G27090.1
OG0015511	As006G130670	AT2G27150.1
OG0015512	As006G130730	AT2G27200.1
OG0015513	As006G130780	AT2G27250.3
OG0015514	As006G130870	AT2G27380.1
OG0015515	As006G131000	AT2G26890.1
OG0015516	As006G131010	AT2G26870.1
OG0015517	As006G131200	AT2G26710.1
OG0015518	As006G131230	AT2G26695.1
OG0015519	As006G131240	AT2G26830.1
OG0015520	As006G131310	AT2G26590.1
OG0015521	As006G131350	AT2G42160.1
OG0015522	As006G131440	AT1G07700.3
OG0015523	As006G131470	AT4G00090.1
OG0015524	As006G131500	AT2G26530.1
OG0015525	As006G131590	AT2G26460.1
OG0015526	As006G131690	AT2G26300.1
OG0015527	As006G131700	AT2G26290.1
OG0015528	As006G131730	AT2G26260.1
OG0015529	As006G131810	AT2G26200.1
OG0015530	As006G131840	AT2G26170.1
OG0015531	As006G131890	AT2G26100.1
OG0015532	As006G132010	AT2G25890.2
OG0015533	As006G132120	AT2G25800.1
OG0015534	As006G132340	AT4G27430.1
OG0015535	As006G132880	AT3G01510.1
OG0015536	As006G133040	AT3G01570.1
OG0015537	As006G133280	AT3G01820.1
OG0015538	As006G133320	AT3G01860.1
OG0015539	As006G133350	AT1G28120.1
OG0015540	As006G133410	AT3G01960.1
OG0015541	As006G133460	AT3G02000.1
OG0015542	As006G133530	AT3G02040.1
OG0015543	As006G133550	AT3G19340.1
OG0015544	As006G133590	AT3G02060.1
OG0015545	As006G133670	AT5G01980.1
OG0015546	As006G133760	AT3G08560.1
OG0015547	As006G133790	AT5G01950.7
OG0015548	As006G133820	AT5G01920.1
OG0015549	As006G133840	AT5G01910.1
OG0015550	As006G133860	AT2G30290.2
OG0015551	As006G133870	AT5G01890.1
OG0015552	As006G133950	AT5G01840.1
OG0015553	As006G133980	AT5G01820.1
OG0015554	As006G134000	AT5G01810.1
OG0015555	As006G134270	AT4G26555.1
OG0015556	As006G134520	AT4G26790.1
OG0015557	As006G134820	AT3G01210.1
OG0015558	As006G134860	AT3G01170.1
OG0015559	As006G135090	AT3G02110.1
OG0015560	As006G135100	AT3G02120.1
OG0015561	As006G135120	AT3G02130.1
OG0015562	As006G135180	AT3G02180.1
OG0015563	As006G135290	AT3G02290.5
OG0015564	As006G135300	AT3G02300.2
OG0015565	As006G135430	AT3G02450.1
OG0015566	As006G135650	AT3G02645.1
OG0015567	As006G135690	AT3G02690.1
OG0015568	As006G135710	AT3G02710.1
OG0015569	As006G135820	AT3G02820.2
OG0015570	As006G135940	AT3G02920.1
OG0015571	As006G136030	AT3G03000.1
OG0015572	As006G136040	AT3G03010.1
OG0015573	As006G136300	AT3G03270.1
OG0015574	As006G136580	AT3G03520.1
OG0015575	As006G136740	AT3G03670.1
OG0015576	As006G136850	AT3G03750.2
OG0015577	As006G137160	AT3G03880.1
OG0015578	As006G137400	AT3G04140.1
OG0015579	As006G137470	AT3G04260.1
OG0015580	As006G137510	AT3G04350.1
OG0015581	As006G137950	AT3G04740.1
OG0015582	As006G138030	AT3G04820.1
OG0015583	As006G138410	AT3G05150.2
OG0015584	As006G138660	AT3G05270.1
OG0015585	As006G138790	AT3G05510.1
OG0015586	As006G138880	AT3G05410.2
OG0015587	As006G138990	AT3G05625.1
OG0015588	As006G139000	AT3G05630.1
OG0015589	As006G139100	AT3G05720.1
OG0015590	As006G139140	AT3G05760.1
OG0015591	As012G286110	AT3G60961.1, AT3G60180.1
OG0015592	As006G139950	AT3G06380.1
OG0015593	As006G140040	AT3G06430.1
OG0015594	As006G140470	AT3G06840.1
OG0015595	As006G140600	AT3G06960.1
OG0015596	As012G267700, As006G140670	AT3G12685.1
OG0015597	As006G140700	AT3G07030.5
OG0015598	As006G140750	AT3G07060.1
OG0015599	As006G140820	AT3G07130.2
OG0015600	As006G140840	AT3G07150.1
OG0015601	As006G141040	AT3G07310.1
OG0015602	As006G141070	AT3G07340.1
OG0015603	As006G141190	AT3G07480.1
OG0015604	As006G141240	AT3G07550.1
OG0015605	As006G141380	AT3G07640.1
OG0015606	As006G141410	AT3G07670.1
OG0015607	As006G141440	AT3G07700.3
OG0015608	As006G141520	AT3G07780.2
OG0015609	As006G141610	AT3G07860.1
OG0015610	As006G141620	AT3G07870.1
OG0015611	As006G141770	AT3G08010.1
OG0015612	As006G142250	AT3G08970.1
OG0015613	As006G142270	AT3G08990.1
OG0015614	As006G142640	AT2G40280.1
OG0015615	As006G142660	AT2G40270.1
OG0015616	As006G142870	AT2G40110.1
OG0015617	As006G143020	AT2G39950.1
OG0015618	As006G143080	AT2G39910.1
OG0015619	As006G143380	AT2G39670.2
OG0015620	As006G143400	AT2G39650.1
OG0015621	As006G143660	AT2G39190.2
OG0015622	As006G143910	AT2G39435.1
OG0015623	As006G143990	AT2G39090.1
OG0015624	As006G144080, As007G166830	AT2G39040.1
OG0015625	As006G144130	AT2G39000.1
OG0015626	As006G144470	AT2G35920.3
OG0015627	As006G144860	AT2G36305.1
OG0015628	As006G144940	AT3G12350.1
OG0015629	As006G144980	AT2G36370.1
OG0015630	As006G145160	AT2G36610.1
OG0015631	As006G145360	AT2G36810.1
OG0015632	As006G145550	AT2G36980.1
OG0015633	As006G145580	AT2G37010.1
OG0015634	As006G145670	AT2G37100.1
OG0015635	As006G145680	AT2G37090.1
OG0015636	As006G145750, As011G258620	AT3G25440.1
OG0015637	As006G145830	AT2G37195.2
OG0015638	As006G145880	AT2G37230.1
OG0015639	As006G145890	AT2G37240.1
OG0015640	As006G146020	AT2G37340.1
OG0015641	As006G146320, As006G146310	AT2G37530.1
OG0015642	As006G146660	AT2G37640.1
OG0015643	As006G146680	AT2G37660.1
OG0015644	As006G147180	AT2G38660.1
OG0015645	As006G147330	AT2G38580.1
OG0015646	As006G147340	AT2G38550.1
OG0015647	As006G147490	AT2G38160.3
OG0015648	As006G147510	AT2G38140.1
OG0015649	As006G147890	AT2G38070.1
OG0015651	As006G148780	AT2G35780.1
OG0015652	As007G152230	AT1G15700.1
OG0015653	As007G152250	AT1G15740.1
OG0015654	As007G152570	AT1G16070.1
OG0015655	As007G152780, As012G282080	AT1G16280.1
OG0015656	As007G152920	AT1G16445.1
OG0015657	As007G153100	AT1G16650.3
OG0015658	As007G153410	AT1G16960.1
OG0015659	As007G153490	AT1G17080.1
OG0015660	As007G153690	AT1G17260.1
OG0015661	As007G153830	AT1G17490.1
OG0015662	As007G153840	AT1G17480.1
OG0015663	As007G153860	AT1G17460.2
OG0015664	As007G153890	AT1G17430.1
OG0015665	As007G153930	AT1G17370.1
OG0015666	As007G154000	AT1G17580.1
OG0015667	As007G154170	AT1G17745.2
OG0015668	As007G154530	AT1G18265.1
OG0015669	As007G154610	AT1G18180.1
OG0015670	As007G154630	AT1G18160.1
OG0015671	As007G154710	AT1G18030.1
OG0015672	As007G154720	AT1G73720.1
OG0015673	As007G155130	AT1G18680.1
OG0015674	As007G155240	AT1G18810.1
OG0015675	As007G155280	AT1G18850.1
OG0015676	As007G155380	AT1G18960.1
OG0015677	As007G155470	AT1G19090.1
OG0015678	As007G155510	AT1G19120.1
OG0015679	As007G155670	AT1G19310.1
OG0015680	As007G155710	AT1G19340.1
OG0015681	As007G155740	AT1G19370.1
OG0015682	As007G155770	AT1G19430.1
OG0015683	As007G156290	AT1G20120.1
OG0015684	As007G156650	AT1G20530.1
OG0015685	As007G156680	AT1G20560.1
OG0015686	As007G156750	AT1G20650.1
OG0015687	As007G156910	AT1G20870.1
OG0015688	As007G157080	AT1G21060.1
OG0015689	As007G157560	AT1G21560.2
OG0015690	As007G157630	AT1G21640.2
OG0015691	As007G157640	AT1G21650.3
OG0015692	As007G157750	AT1G21722.1
OG0015693	As007G157800	AT1G21760.1
OG0015694	As007G157820	AT1G21780.1
OG0015695	As007G157860, As007G157970, As007G157870	AT1G05330.1
OG0015696	As007G158140	AT1G22140.1
OG0015697	As007G158190	AT1G22190.1
OG0015698	As007G158520	AT1G22480.1
OG0015699	As007G158620	AT1G22610.1
OG0015700	As007G158710	AT1G22690.1
OG0015701	As007G158910	AT1G22800.1
OG0015702	As007G159100	AT1G22930.1
OG0015703	As007G159110	AT1G22940.1
OG0015704	As007G159170	AT1G23000.2
OG0015705	As007G159230	AT1G23100.1
OG0015706	As007G159320	AT1G23180.1
OG0015707	As007G159540	AT1G23390.1
OG0015708	As007G159780	AT1G23860.1
OG0015709	As007G159870	AT1G24040.1
OG0015710	As007G159950	AT1G24130.1
OG0015711	As007G160240	AT1G07040.1
OG0015712	As007G160550	AT1G26760.1
OG0015713	As007G160620	AT1G26650.1
OG0015714	As007G160780	AT1G26460.1
OG0015715	As007G160910	AT1G69070.2
OG0015716	As007G160970	AT1G26220.1
OG0015717	As007G161110	AT1G68780.1
OG0015718	As007G161130	AT1G26090.1
OG0015719	As007G161230	AT1G25500.2
OG0015720	As007G161330	AT1G25420.1
OG0015721	As007G161680	AT1G24706.2
OG0015722	As007G161870	AT1G24450.1
OG0015723	As007G161920	AT1G24420.1
OG0015724	As007G162300	AT1G20050.1
OG0015725	As007G162310	AT1G44960.1
OG0015726	As007G162360	AT1G44920.1
OG0015727	As007G162640	AT1G27460.1
OG0015728	As007G162690	AT4G24210.1
OG0015729	As007G162750	AT4G24270.2
OG0015730	As007G162830	AT4G24370.1
OG0015731	As007G162960	AT4G24480.1
OG0015732	As007G163010	AT4G24530.1
OG0015733	As007G163090	AT4G24610.2
OG0015734	As007G163190	AT2G25530.1
OG0015735	As007G163330	AT4G24710.3
OG0015736	As007G163490	AT4G24750.1
OG0015737	As007G163560	AT4G24800.1
OG0015738	As007G163570	AT4G24805.1
OG0015739	As007G163740	AT4G24930.1
OG0015740	As007G164320	AT4G25070.2
OG0015741	As007G164380	AT4G25120.1
OG0015742	As007G164660	AT4G25280.1
OG0015743	As007G164780	AT4G25370.1
OG0015744	As007G165360	AT4G25540.1
OG0015745	As007G165640	AT4G25450.1
OG0015746	As007G165700	AT4G25434.8
OG0015747	As007G165750	AT5G51880.1
OG0015748	As007G165970	AT1G08460.1
OG0015749	As007G166010	AT4G27790.1
OG0015750	As007G166990	AT4G27700.1
OG0015751	As009G207500, As007G167110	AT2G25270.1
OG0015752	As007G177490	AT2G24800.1
OG0015753	As007G177560	AT2G24860.1
OG0015754	As007G177840	AT2G24580.1
OG0015755	As007G179090	AT2G23890.2
OG0015756	As007G179260	AT2G23660.1
OG0015757	As007G179480	AT2G23460.1
OG0015758	As007G179550	AT2G23380.1
OG0015759	As007G179600	AT2G23320.1
OG0015760	As007G179710	AT4G27800.1
OG0015761	As007G179750	AT2G23093.1
OG0015762	As007G179890	AT2G22840.1
OG0015763	As007G180140	AT2G22570.1
OG0015764	As007G180180	AT3G54380.1
OG0015765	As007G180270	AT2G22450.1
OG0015766	As007G180540	AT2G22080.1
OG0015767	As007G180600	AT2G21970.1
OG0015768	As007G180610	AT2G21960.1
OG0015769	As007G180730	AT2G21710.1
OG0015770	As007G180790	AT2G21620.2
OG0015771	As007G180900	AT2G21520.2
OG0015772	As007G181930	AT2G21140.1
OG0015773	As007G182020	AT2G21045.1
OG0015774	As007G182100	AT2G20980.1
OG0015775	As007G182210	AT5G40820.2
OG0015776	As008G182870	AT1G14520.3
OG0015777	As008G183020	AT1G14390.1
OG0015778	As008G183100	AT1G14310.1
OG0015779	As008G183110	AT1G14300.2
OG0015780	As008G183130	AT1G14280.1
OG0015781	As008G183190	AT1G14205.1
OG0015782	As008G183380	AT1G14030.1
OG0015783	As008G183420	AT1G13990.3
OG0015784	As008G183540	AT1G13820.1
OG0015785	As008G183670	AT1G13890.1
OG0015786	As008G183710	AT1G13670.1
OG0015787	As008G183870	AT1G13570.1
OG0015788	As008G183920	AT1G13220.3
OG0015789	As008G184080	AT1G13400.1
OG0015790	As008G184170	AT1G13170.2
OG0015791	As008G184360	AT1G12970.1
OG0015792	As008G184620	AT1G12650.1
OG0015793	As008G184670	AT1G12570.1
OG0015794	As008G184740	AT1G12480.1
OG0015795	As008G184780	AT1G12430.2
OG0015796	As008G184870	AT1G12370.2
OG0015797	As008G185070	AT1G12244.1
OG0015798	As008G185080	AT1G12250.1
OG0015799	As008G185280	AT1G12050.1
OG0015800	As008G185610	AT1G11760.1
OG0015801	As008G185760	AT1G11660.1
OG0015802	As008G185930	AT1G11545.1
OG0015803	As008G185940	AT1G61780.1
OG0015804	As008G186070	AT1G11380.1
OG0015805	As008G186280	AT1G11200.1
OG0015806	As008G186670	AT1G10880.1
OG0015807	As008G186730	AT1G10830.1
OG0015808	As008G186750	AT1G10800.2
OG0015809	As008G186860	AT1G10700.1
OG0015810	As008G187050	AT1G10550.1
OG0015811	As008G187080	AT1G10530.1
OG0015812	As008G187210	AT1G10385.1
OG0015813	As008G187360	AT1G10240.1
OG0015814	As008G187500	AT1G09810.1
OG0015815	As008G187520	AT1G09815.1
OG0015816	As008G187570	AT1G09850.1
OG0015817	As008G187620	AT1G09900.1
OG0015818	As008G187790	AT1G10050.3
OG0015819	As008G188100	AT1G09680.1
OG0015820	As008G188330	AT1G09450.1
OG0015821	As008G188340	AT1G09440.1
OG0015822	As008G188490	AT1G09300.1
OG0015823	As008G188620	AT1G09250.1
OG0015824	As008G188700	AT1G09240.1
OG0015825	As008G188800	AT1G09160.1
OG0015826	As008G189010	AT1G09030.1
OG0015827	As008G189510	AT1G08770.1
OG0015828	As008G189900	AT1G08590.1
OG0015829	As008G189950	AT1G08670.1
OG0015830	As008G190890	AT1G08125.2
OG0015831	As008G191890	AT1G07710.1
OG0015832	As008G192030	AT1G07725.1
OG0015833	As008G192290	AT3G32940.1
OG0015834	As008G192560	AT1G07530.1
OG0015835	As008G192900	AT1G07320.1
OG0015836	As008G193090	AT1G07060.2
OG0015837	As008G193170	AT1G07000.1
OG0015838	As008G193190	AT1G06970.1
OG0015839	As008G193290	AT1G06550.1
OG0015840	As008G193310	AT1G06840.1
OG0015841	As008G193320	AT1G06820.1
OG0015842	As008G193420	AT1G06710.1
OG0015843	As008G193480	AT1G06690.1
OG0015844	As008G193580	AT1G06520.1
OG0015845	As008G193590	AT1G06510.1
OG0015846	As008G193610	AT1G06500.1
OG0015847	As008G193670	AT1G06450.1
OG0015848	As008G194250	AT1G05950.1
OG0015849	As008G194350	AT1G05840.1
OG0015850	As008G194360	AT5G48440.1
OG0015851	As008G194370	AT1G05835.1
OG0015852	As008G194390	AT1G05820.1
OG0015853	As008G194860	AT1G05440.1
OG0015854	As008G194910	AT1G05380.1
OG0015856	As008G195290	AT1G05100.1
OG0015857	As008G195430	AT1G05055.1
OG0015858	As008G195480	AT1G04990.1
OG0015859	As008G195540	AT1G04970.1
OG0015860	As008G195550	AT1G04960.2
OG0015861	As008G195640	AT1G04890.1
OG0015862	As008G196010	AT1G04570.1
OG0015863	As008G196120	AT5G20660.1
OG0015864	As008G196580	AT1G04020.1
OG0015865	As008G196620	AT1G03990.1
OG0015866	As008G196630	AT1G03982.1
OG0015867	As008G196800	AT1G03560.1
OG0015868	As008G197000	AT1G03830.2
OG0015869	As008G197110	AT1G03430.1
OG0015870	As008G197120	AT1G03390.1
OG0015871	As008G197130	AT1G03380.1
OG0015872	As008G197250	AT1G03250.2
OG0015873	As008G197400	AT1G03090.2
OG0015874	As008G197670	AT1G02820.1
OG0015875	As008G197810	AT1G02700.1
OG0015876	As008G197860	AT1G02640.1
OG0015877	As008G197960	AT1G02390.1
OG0015878	As008G198050	AT1G02475.1
OG0015879	As008G198150	AT1G02330.1
OG0015880	As008G198170	AT1G02310.2
OG0015881	As008G198600	AT1G01280.1
OG0015882	As008G198940	AT1G01430.1
OG0015883	As008G199100	AT1G01720.1
OG0015884	As008G199150	AT1G01770.1
OG0015885	As008G199250	AT1G01880.1
OG0015886	As008G199260	AT1G01900.1
OG0015887	As008G199280	AT1G01910.1
OG0015888	As008G199320	AT1G01940.1
OG0015889	As008G199360	AT1G01970.1
OG0015890	As008G199370	AT1G01990.1
OG0015891	As008G199440	AT1G02060.1
OG0015892	As008G199570	AT1G02120.1
OG0015893	As008G199660	AT1G02170.1
OG0015894	As009G199730	AT5G13890.1
OG0015895	As009G199900	AT5G14550.1
OG0015896	As009G200020	AT5G14410.2
OG0015897	As009G200180	AT5G14220.4
OG0015898	As009G200260	AT5G14140.1
OG0015899	As009G200320	AT5G14080.1
OG0015900	As009G200400	AT5G14660.1
OG0015901	As009G200500	AT5G14740.1
OG0015902	As009G200540	AT5G14770.1
OG0015903	As009G201040	AT5G15510.2
OG0015904	As009G201100	AT5G15440.1
OG0015905	As009G201220	AT5G15330.2
OG0015906	As009G201290	AT5G15280.1
OG0015907	As009G201430	AT5G15170.1
OG0015908	As009G201700	AT5G15900.2
OG0015909	As009G202160, As009G201880	AT5G16260.1
OG0015910	As009G201980	AT3G02540.1
OG0015911	As009G202030	AT5G16140.1
OG0015912	As009G202470	AT5G16510.1
OG0015913	As009G202580	AT5G16630.1
OG0015914	As009G202770	AT5G16810.1
OG0015915	As009G202830	AT5G16870.1
OG0015916	As009G202870	AT5G16920.1
OG0015917	As009G203130	AT5G17240.1
OG0015918	As009G203320	AT5G17380.1
OG0015919	As009G203360	AT5G17360.1
OG0015920	As009G203410	AT5G17460.1
OG0015921	As009G203510	AT5G17570.1
OG0015922	As009G203590	AT5G17640.1
OG0015923	As009G203610	AT5G17660.1
OG0015924	As009G203920	AT5G17930.1
OG0015925	As009G203950	AT5G17980.1
OG0015926	As009G204100	AT5G18210.2
OG0015927	As009G204110	AT5G18220.1
OG0015928	As009G204200	AT5G18390.1
OG0015929	As009G204250	AT5G18410.1
OG0015930	As009G204270	AT1G08610.1
OG0015931	As009G204530	AT5G18660.1
OG0015932	As009G204590	AT5G18750.1
OG0015933	As009G204610	AT5G18760.1
OG0015934	As009G204660	AT5G18840.1
OG0015935	As009G205030	AT5G19151.1
OG0015936	As009G205210	AT5G26240.1
OG0015937	As009G205590	AT5G26600.1
OG0015938	As009G205670, As009G205660	AT5G26805.1
OG0015939	As009G205680	AT5G26810.1
OG0015940	As009G206060	AT5G27710.1
OG0015941	As009G206200	AT5G27560.1
OG0015942	As009G206530	AT5G27390.2
OG0015943	As009G206540	AT5G27395.1
OG0015944	As009G206970	AT5G28080.2
OG0015945	As009G207240	AT5G49600.1
