Orthogroup	Aethionema_saxatile	Odontarrhena_muralis
OG0015433	As005G119090	Om006G230970
OG0015434	As005G119130	Om006G230910
OG0015435	As005G119190	Om006G230860
OG0015436	As005G119300	Om006G230720
OG0015437	As005G119310	Om006G230700
OG0015438	As005G119350	Om006G230610
OG0015439	As005G119620	Om006G230300
OG0015440	As005G119740	Om006G270980
OG0015441	As005G119770	Om006G230090
OG0015442	As005G119810	Om006G230060
OG0015443	As005G120010	Om006G229830
OG0015444	As005G120220	Om006G229670
OG0015445	As005G120260	Om006G229630
OG0015446	As005G120380	Om006G229490
OG0015447	As005G120530	Om006G229330
OG0015448	As005G120580	Om006G229270
OG0015449	As005G120620	Om006G229230
OG0015450	As005G120670	Om006G229180
OG0015451	As005G120800	Om006G229070
OG0015452	As005G120900	Om006G228970
OG0015453	As006G121080	Om004G157100
OG0015454	As006G121230	Om004G157900
OG0015455	As006G121470	Om004G157640
OG0015456	As006G121620	Om004G157440
OG0015458	As006G121900	Om004G158120
OG0015459	As006G122010	Om004G158270
OG0015460	As006G122070	Om004G158340
OG0015461	As006G122140	Om004G158430
OG0015462	As006G122600	Om004G158910
OG0015463	As006G122740	Om004G136270
OG0015464	As006G122820	Om004G159200
OG0015465	As006G122890	Om004G159300
OG0015466	As006G123280	Om004G159950
OG0015467	As006G123420	Om004G160090
OG0015468	As006G123440	Om004G160110
OG0015469	As006G123450	Om004G160130
OG0015470	As006G123710	Om006G232190
OG0015471	As006G123730	Om004G160490
OG0015472	As006G124310	Om007G293000
OG0015473	As006G124360	Om007G292920
OG0015474	As006G124380	Om007G292890
OG0015475	As006G124390	Om007G292880
OG0015476	As006G124540	Om007G277420
OG0015477	As006G124630	Om007G277520
OG0015478	As006G124660	Om007G277540
OG0015479	As006G124780	Om007G277640
OG0015480	As006G124800	Om007G277690
OG0015481	As006G124820	Om007G277710
OG0015482	As006G125070	Om007G278030
OG0015483	As006G125700	Om007G279220
OG0015484	As006G126020	Om007G278790
OG0015485	As006G126180	Om007G279580
OG0015486	As006G126400	Om007G279690
OG0015487	As006G126440	Om007G279760
OG0015488	As006G126450	Om007G279770
OG0015489	As006G126810	Om007G279920
OG0015490	As006G127190	Om007G280440
OG0015491	As006G127340	Om007G280590
OG0015492	As006G127360	Om007G280620
OG0015493	As006G127780	Om007G281150
OG0015494	As006G128200	Om007G281720
OG0015495	As006G128320	Om007G281840
OG0015496	As006G128570	Om007G282110
OG0015497	As006G129100	Om007G282950
OG0015498	As006G129410	Om007G283220
OG0015499	As006G129570	Om007G283380
OG0015500	As006G129620	Om007G283430
OG0015501	As006G129690	Om007G283480
OG0015502	As006G129930	Om007G283760
OG0015503	As006G129990	Om007G283900
OG0015504	As006G130040	Om007G283930
OG0015505	As006G130060	Om007G283950
OG0015506	As006G130100	Om007G283990
OG0015507	As006G130130	Om007G284050
OG0015508	As006G130260	Om007G284270
OG0015509	As006G130580	Om007G285110
OG0015510	As006G130600	Om007G285090
OG0015511	As006G130670	Om007G285010
OG0015512	As006G130730	Om007G284930
OG0015514	As006G130870	Om007G284770
OG0015515	As006G131000	Om007G285290
OG0015516	As006G131010	Om007G285300
OG0015517	As006G131200	Om007G285430
OG0015518	As006G131230	Om007G285450
OG0015519	As006G131240	Om007G285460
OG0015520	As006G131310	Om007G285540
OG0015521	As006G131350	Om006G234300
OG0015522	As006G131440	Om001G028820
OG0015523	As006G131470	Om004G157120
OG0015524	As006G131500	Om005G199380
OG0015525	As006G131590	Om004G149390
OG0015526	As006G131690	Om004G151030
OG0015528	As006G131730	Om002G062040
OG0015529	As006G131810	Om004G150970
OG0015530	As006G131840	Om002G059890
OG0015531	As006G131890	Om004G150380
OG0015532	As006G132010	Om003G125840
OG0015533	As006G132120	Om004G150890
OG0015534	As006G132340	Om001G020370
OG0015535	As006G132880	Om002G042650
OG0015536	As006G133040	Om002G042570
OG0015537	As006G133280	Om002G042310
OG0015538	As006G133320	Om002G042260
OG0015539	As006G133350	Om007G288380
OG0015540	As006G133410	Om002G042160
OG0015541	As006G133460	Om002G042090
OG0015542	As006G133530	Om002G042040
OG0015543	As006G133550	Om002G042030
OG0015544	As006G133590	Om002G042000
OG0015545	As006G133670	Om004G177460
OG0015546	As006G133760	Om004G177420
OG0015547	As006G133790	Om004G177390
OG0015548	As006G133820	Om004G177360
OG0015549	As006G133840	Om004G177350
OG0015550	As006G133860	Om004G177320
OG0015551	As006G133870	Om004G177310
OG0015552	As006G133950	Om004G177220
OG0015553	As006G133980	Om004G177170
OG0015554	As006G134000	Om004G177150
OG0015555	As006G134270	Om002G065070
OG0015556	As006G134520	Om006G233940
OG0015557	As006G134820	Om002G043010
OG0015558	As006G134860	Om002G043060
OG0015559	As006G135090	Om002G043390
OG0015560	As006G135100	Om002G043400
OG0015561	As006G135120	Om002G043420
OG0015562	As006G135180	Om002G043470
OG0015563	As006G135290	Om002G043600
OG0015564	As006G135300	Om002G043610
OG0015565	As006G135430	Om002G043750
OG0015566	As006G135650	Om002G043980, Om006G272850
OG0015567	As006G135690	Om002G044020
OG0015568	As006G135710	Om002G044040
OG0015569	As006G135820	Om002G044180
OG0015570	As006G135940	Om002G044310
OG0015571	As006G136030	Om002G044430
OG0015572	As006G136040	Om002G044440
OG0015573	As006G136300	Om002G044710
OG0015574	As006G136580	Om002G045050
OG0015575	As006G136740	Om002G045230
OG0015576	As006G136850	Om002G045300
OG0015577	As006G137160	Om002G045510
OG0015578	As006G137400	Om002G045860
OG0015579	As006G137470	Om002G045940
OG0015580	As006G137510	Om002G046220
OG0015581	As006G137950	Om002G046560
OG0015582	As006G138030	Om002G046630
OG0015583	As006G138410	Om002G047140
OG0015584	As006G138660	Om002G047330
OG0015585	As006G138790	Om002G047620
OG0015586	As006G138880	Om002G047530
OG0015587	As006G138990	Om002G047820
OG0015588	As006G139000	Om002G047830
OG0015589	As006G139100	Om002G048000
OG0015590	As006G139140	Om002G048080
OG0015591	As006G139420, As012G286110	Om003G124750
OG0015592	As006G139950	Om002G048960
OG0015593	As006G140040	Om002G049020
OG0015594	As006G140470	Om002G049520
OG0015595	As006G140600	Om002G049670
OG0015596	As012G267700, As006G140670	Om002G056470, Om001G039140
OG0015597	As006G140700	Om002G049740
OG0015598	As006G140750	Om002G049770
OG0015599	As006G140820	Om002G049840
OG0015600	As006G140840	Om002G049860
OG0015601	As006G141040	Om002G050020
OG0015602	As006G141070	Om002G050050
OG0015603	As006G141190	Om002G050210
OG0015604	As006G141240	Om002G050300
OG0015605	As006G141380	Om002G050420
OG0015606	As006G141410	Om002G050450
OG0015607	As006G141440	Om002G050480
OG0015608	As006G141520	Om002G050580
OG0015609	As006G141610	Om002G050650
OG0015610	As006G141620	Om002G050660
OG0015611	As006G141770	Om002G050830
OG0015612	As006G142250	Om002G051410
OG0015613	As006G142270	Om002G051450
OG0015614	As006G142640	Om008G330160
OG0015615	As006G142660	Om008G330190
OG0015616	As006G142870	Om008G330600
OG0015617	As006G143020	Om008G331280
OG0015618	As006G143080	Om008G331240
OG0015619	As006G143380	Om008G331640
OG0015620	As006G143400	Om008G331670
OG0015621	As006G143660	Om008G332340
OG0015622	As006G143910	Om008G331970
OG0015623	As006G143990	Om008G332520
OG0015624	As006G144080, As007G166830	Om008G332610
OG0015625	As006G144130	Om008G332650
OG0015626	As006G144470	Om008G337970
OG0015627	As006G144860	Om008G337380
OG0015628	As006G144940	Om008G332970
OG0015629	As006G144980	Om008G337210
OG0015630	As006G145160	Om008G336880
OG0015631	As006G145360	Om008G336580
OG0015632	As006G145550	Om008G336340
OG0015633	As006G145580	Om008G336270
OG0015634	As006G145670	Om008G336100
OG0015635	As006G145680	Om008G336110
OG0015636	As006G145750, As011G258620	Om002G075310
OG0015637	As006G145830	Om008G335970
OG0015638	As006G145880	Om008G335930
OG0015639	As006G145890	Om008G335920
OG0015640	As006G146020	Om008G335800
OG0015641	As006G146320, As006G146310	Om008G335430
OG0015642	As006G146660	Om008G335240
OG0015643	As006G146680	Om008G335220
OG0015644	As006G147180	Om008G333340
OG0015645	As006G147330	Om008G333430
OG0015646	As006G147340	Om008G333540
OG0015647	As006G147490	Om008G334250
OG0015648	As006G147510	Om008G334300
OG0015649	As006G147890	Om008G334560
OG0015651	As006G148780	Om008G338120
OG0015652	As007G152230	Om005G196450
OG0015653	As007G152250	Om005G196490
OG0015655	As007G152780, As012G282080	Om005G197180
OG0015656	As007G152920	Om005G197390
OG0015657	As007G153100	Om005G197610
OG0015658	As007G153410	Om005G198020
OG0015659	As007G153490	Om005G198100
OG0015660	As007G153690	Om005G198390
OG0015661	As007G153830	Om005G198780
OG0015662	As007G153840	Om005G198770
OG0015663	As007G153860	Om005G198750
OG0015664	As007G153890	Om005G198710
OG0015665	As007G153930	Om005G198630
OG0015666	As007G154000	Om005G198870
OG0015667	As007G154170	Om005G199160
OG0015668	As007G154530	Om005G199810
OG0015669	As007G154610	Om005G199700
OG0015670	As007G154630	Om005G199670
OG0015671	As007G154710	Om005G199560
OG0015672	As007G154720	Om004G140700
OG0015673	As007G155130	Om005G200470
OG0015674	As007G155240	Om005G200680
OG0015675	As007G155280	Om005G200720
OG0015676	As007G155380	Om005G200840
OG0015677	As007G155470	Om005G200930
OG0015678	As007G155510	Om005G200970
OG0015679	As007G155670	Om005G201230
OG0015680	As007G155710	Om005G201260
OG0015681	As007G155740	Om005G201290
OG0015682	As007G155770	Om005G201390
OG0015683	As007G156290	Om005G202260
OG0015684	As007G156650	Om005G202610
OG0015685	As007G156680	Om005G202640
OG0015686	As007G156750	Om005G202710
OG0015687	As007G156910	Om005G203030
OG0015688	As007G157080	Om005G203260
OG0015689	As007G157560	Om005G203890
OG0015690	As007G157630	Om005G203960
OG0015691	As007G157640	Om005G203970
OG0015692	As007G157750	Om005G204140
OG0015693	As007G157800	Om005G204180
OG0015694	As007G157820	Om005G204200
OG0015695	As007G157860, As007G157970, As007G157870	Om005G182660
OG0015696	As007G158140	Om005G204630
OG0015697	As007G158190	Om005G204680
OG0015698	As007G158520	Om005G204980
OG0015699	As007G158620	Om005G205120
OG0015700	As007G158710	Om005G205200
OG0015701	As007G158910	Om005G205330
OG0015702	As007G159100	Om005G205550
OG0015703	As007G159110	Om005G205570
OG0015704	As007G159170	Om005G205630
OG0015705	As007G159230, As010G233830	Om005G206950
OG0015706	As007G159320	Om004G143400
OG0015707	As007G159540	Om004G143760
OG0015708	As007G159780	Om004G144460
OG0015709	As007G159870	Om004G144550
OG0015710	As007G159950	Om004G144690
OG0015711	As007G160240	Om005G184550
OG0015712	As007G160550	Om004G145510
OG0015713	As007G160620	Om004G145990
OG0015714	As007G160780	Om004G146220
OG0015715	As007G160910	Om005G209830
OG0015716	As007G160970	Om004G146590
OG0015717	As007G161110	Om005G210360
OG0015718	As007G161130	Om004G146780
OG0015719	As007G161230	Om004G147020
OG0015720	As007G161330	Om003G124950
OG0015721	As007G161680	Om004G147610
OG0015722	As007G161870	Om004G131990
OG0015723	As007G161920	Om006G263420
OG0015724	As007G162300	Om005G202140
OG0015725	As007G162310	Om004G149350
OG0015726	As007G162360	Om006G238540
OG0015727	As007G162640	Om004G151810
OG0015728	As007G162690	Om007G280240
OG0015729	As007G162750	Om002G051420
OG0015730	As007G162830	Om005G185130
OG0015732	As007G163010	Om007G291210
OG0015733	As007G163090	Om007G315270
OG0015734	As007G163190	Om004G150560
OG0015735	As007G163330	Om007G285620
OG0015736	As007G163490	Om007G285670
OG0015737	As007G163560	Om007G285690
OG0015738	As007G163570	Om008G333230
OG0015739	As007G163740	Om006G273970
OG0015740	As007G164320	Om007G285930
OG0015741	As007G164380	Om007G286000
OG0015743	As007G164780	Om007G286320
OG0015744	As007G165360	Om007G286560
OG0015745	As007G165640	Om007G286430, Om011G365030
OG0015746	As007G165700	Om007G286400
OG0015747	As007G165750	Om003G127070
OG0015748	As007G165970	Om005G186450
OG0015749	As007G166010	Om001G021450
OG0015750	As007G166990	Om001G021270
OG0015751	As009G207500, As007G167110	Om004G151690
OG0015752	As007G177490	Om004G154600
OG0015753	As007G177560	Om001G007990
OG0015754	As007G177840	Om003G095560
OG0015755	As007G179090	Om004G152330, Om004G155250
OG0015756	As007G179260	Om002G046770
OG0015757	As007G179480	Om004G152090
OG0015758	As007G179550	Om004G152020
OG0015759	As007G179600	Om004G151310
OG0015760	As007G179710	Om001G021460
OG0015761	As007G179750	Om004G154470
OG0015762	As007G179890	Om004G154340
OG0015763	As007G180140	Om004G154050
OG0015764	As007G180180	Om006G253350
OG0015765	As007G180270	Om004G153820
OG0015766	As007G180540	Om004G153550
OG0015767	As007G180600	Om004G153500
OG0015768	As007G180610	Om004G153490
OG0015769	As007G180730	Om004G155840
OG0015770	As007G180790	Om004G155890
OG0015771	As007G180900	Om004G156000
OG0015772	As007G181930	Om004G156420
OG0015773	As007G182020	Om001G033090
OG0015774	As007G182100	Om004G156570
OG0015775	As007G182210	Om004G156680
OG0015776	As008G182870	Om005G194750
OG0015777	As008G183020	Om005G194510
OG0015778	As008G183100	Om005G194420
OG0015779	As008G183110	Om005G194410
OG0015780	As008G183130	Om005G194390
OG0015781	As008G183190	Om005G194270
OG0015782	As008G183380	Om005G193980
OG0015783	As008G183420	Om005G194020
OG0015784	As008G183540	Om005G193810
OG0015785	As008G183670	Om005G193860
OG0015786	As008G183710	Om005G193650
OG0015787	As008G183870	Om005G193390
OG0015788	As008G183920	Om005G192940
OG0015790	As008G184170	Om005G192860
OG0015791	As008G184360	Om005G192540
OG0015792	As008G184620	Om005G192130
OG0015793	As008G184670	Om005G192040
OG0015794	As008G184740	Om005G191950
OG0015795	As008G184780	Om005G191880
OG0015796	As008G184870	Om005G191790
OG0015797	As008G185070	Om005G191590
OG0015798	As008G185080	Om005G191600
OG0015799	As008G185280	Om005G191380
OG0015800	As008G185610	Om005G190940
OG0015801	As008G185760	Om005G190810
OG0015802	As008G185930	Om005G190560
OG0015803	As008G185940	Om005G223560
OG0015804	As008G186070	Om005G190290
OG0015805	As008G186280	Om005G190020
OG0015806	As008G186670	Om005G189650
OG0015807	As008G186730	Om005G189530
OG0015808	As008G186750	Om005G189510
OG0015809	As008G186860	Om005G189380
OG0015810	As008G187050	Om005G189170
OG0015811	As008G187080	Om005G189150
OG0015812	As008G187210	Om005G188910, Om002G078120
OG0015813	As008G187360	Om005G188770
OG0015814	As008G187500	Om005G188130
OG0015815	As008G187520	Om005G188160
OG0015816	As008G187570	Om005G188210
OG0015817	As008G187620	Om005G188260
OG0015818	As008G187790	Om005G188520
OG0015819	As008G188100	Om005G187940
OG0015820	As008G188330	Om005G187550
OG0015821	As008G188340	Om005G187540
OG0015822	As008G188490	Om005G187390
OG0015823	As008G188620	Om005G187320
OG0015824	As008G188700	Om005G187300
OG0015825	As008G188800	Om005G187150
OG0015826	As008G189010	Om005G187040
OG0015827	As008G189510	Om005G186810
OG0015828	As008G189900	Om005G186620
OG0015829	As008G189950	Om005G186720
OG0015830	As008G190890	Om005G186050
OG0015831	As008G191890	Om005G185530
OG0015832	As008G192030	Om005G185560
OG0015833	As008G192290	Om002G082350
OG0015834	As008G192560	Om005G185300
OG0015835	As008G192900	Om005G184990
OG0015836	As008G193090	Om005G184570
OG0015837	As008G193170	Om005G184470
OG0015838	As008G193190	Om005G184440
OG0015839	As008G193290	Om005G184050
OG0015840	As008G193310	Om005G184330
OG0015841	As008G193320	Om005G184310
OG0015842	As008G193420	Om005G184180
OG0015843	As008G193480	Om005G184160
OG0015844	As008G193580	Om005G184020
OG0015845	As008G193590	Om005G184010
OG0015846	As008G193610	Om005G183970
OG0015847	As008G193670	Om005G183920
OG0015848	As008G194250	Om005G183390
OG0015849	As008G194350	Om005G183250
OG0015850	As008G194360	Om007G309140
OG0015851	As008G194370	Om005G183240
OG0015852	As008G194390	Om005G183220
OG0015853	As008G194860	Om005G182800
OG0015854	As008G194910	Om005G182750
OG0015855	As008G195260	Om005G182340
OG0015856	As008G195290	Om005G182320
OG0015857	As008G195430	Om005G185840
OG0015858	As008G195480	Om005G182200
OG0015859	As008G195540	Om005G182160
OG0015860	As008G195550	Om005G182150
OG0015861	As008G195640	Om005G182030
OG0015862	As008G196010	Om005G181550
OG0015863	As008G196120	Om001G016900
OG0015864	As008G196580	Om005G181070
OG0015865	As008G196620	Om005G181040
OG0015866	As008G196630	Om005G181030
OG0015867	As008G196800	Om005G180490
OG0015868	As008G197000	Om005G180830
OG0015869	As008G197110	Om005G180330
OG0015870	As008G197120	Om005G180300
OG0015871	As008G197130	Om005G180290
OG0015872	As008G197250	Om005G180150
OG0015873	As008G197400	Om005G179960
OG0015874	As008G197670	Om005G179620
OG0015875	As008G197810	Om005G179480
OG0015876	As008G197860	Om005G179410
OG0015877	As008G197960	Om005G179170
OG0015878	As008G198050	Om005G179310
OG0015879	As008G198150	Om005G179100
OG0015880	As008G198170	Om005G179080
OG0015881	As008G198600	Om005G178610
OG0015882	As008G198940	Om005G178480
OG0015883	As008G199100	Om005G178090
OG0015884	As008G199150	Om005G178140
OG0015885	As008G199250	Om005G177900
OG0015886	As008G199260	Om005G177890
OG0015887	As008G199280	Om005G177880
OG0015888	As008G199320	Om005G177840
OG0015889	As008G199360	Om005G177810
OG0015890	As008G199370	Om005G177790
OG0015891	As008G199440	Om005G177720
OG0015892	As008G199570	Om005G177650
OG0015893	As008G199660	Om005G177570
OG0015894	As009G199730	Om007G302100
OG0015895	As009G199900	Om007G301170
OG0015896	As009G200020	Om007G301360
OG0015897	As009G200180	Om007G301620
OG0015898	As009G200260	Om007G301700
OG0015899	As009G200320	Om007G301790
OG0015900	As009G200400	Om007G301030
OG0015901	As009G200500	Om007G300900
OG0015902	As009G200540	Om007G300810
OG0015903	As009G201040	Om007G299750
OG0015904	As009G201100	Om007G299830
OG0015905	As009G201220	Om007G299980
OG0015906	As009G201290	Om007G300070
OG0015908	As009G201700	Om007G299140
OG0015909	As009G202160, As009G201880	Om007G298640
OG0015910	As009G201980	Om002G043840
OG0015911	As009G202030	Om007G298830
OG0015912	As009G202470	Om007G298210
OG0015913	As009G202580	Om007G298050
OG0015914	As009G202770	Om007G297740
OG0015915	As009G202830	Om007G297640
OG0015917	As009G203130	Om007G297310
OG0015918	As009G203320	Om007G297150
OG0015919	As009G203360	Om007G297170
OG0015920	As009G203410	Om007G297060
OG0015921	As009G203510	Om007G296830
OG0015922	As009G203590	Om007G296720
OG0015923	As009G203610	Om007G296700
OG0015924	As009G203920	Om007G296360
OG0015925	As009G203950	Om007G296290
OG0015926	As009G204100	Om007G296060
OG0015927	As009G204110	Om007G296050
OG0015928	As009G204200	Om007G295900
OG0015929	As009G204250	Om007G295870
OG0015930	As009G204270	Om005G186640
OG0015931	As009G204530	Om007G295420
OG0015932	As009G204590	Om007G295320
OG0015933	As009G204610	Om007G295310
OG0015934	As009G204660	Om007G295180
OG0015935	As009G205030	Om007G294860
OG0015936	As009G205210	Om007G294660
OG0015937	As009G205590	Om007G294330
OG0015939	As009G205680	Om007G294280
OG0015940	As009G206060	Om007G293870
OG0015941	As009G206200	Om004G131440
OG0015942	As009G206530	Om007G293570
OG0015943	As009G206540	Om007G293560
OG0015944	As009G206970	Om007G293300
OG0015946	As009G207330	Om006G261320
OG0015947	As009G207340	Om007G303540
OG0015948	As009G207550	Om002G061350
OG0015950	As009G208690	Om007G305980, Om009G363090
OG0015951	As009G208910	Om010G364920, Om007G309280
OG0015952	As009G209100	Om007G308030
OG0015953	As009G209240	Om007G308240
OG0015954	As009G210020	Om007G297660
OG0015955	As009G210720	Om004G169760
OG0015956	As009G210770	Om004G169690
OG0015957	As009G211440	Om007G302140
OG0015958	As009G211450	Om007G302150
OG0015959	As009G211510	Om004G169900
OG0015960	As009G211930	Om004G170170
OG0015961	As009G212040	Om002G084040
OG0015962	As009G212050	Om001G015250
OG0015963	As009G212070	Om008G358740
OG0015964	As009G212300	Om004G170390
OG0015965	As009G212430	Om004G170480
OG0015966	As009G212600	Om004G170660
OG0015967	As009G212640	Om004G170720
OG0015968	As009G212750	Om004G170960
OG0015969	As009G212770	Om004G170980
OG0015970	As009G212790	Om004G170990
OG0015971	As009G212970	Om004G171140
OG0015972	As009G212990	Om004G171160
OG0015973	As009G213030	Om004G171210
OG0015974	As009G213060	Om004G171240
OG0015975	As009G213080	Om004G171260
OG0015976	As009G213340	Om004G171660
OG0015977	As009G213850	Om002G060310
OG0015978	As009G213870	Om004G171890
OG0015979	As009G213940	Om004G171960
OG0015980	As009G213990	Om004G172050
OG0015981	As009G214090	Om004G172400
OG0015982	As009G214280	Om005G198110
OG0015983	As009G214450	Om004G172680
OG0015984	As009G214540	Om004G172780
OG0015985	As009G214630	Om004G172900
OG0015986	As009G214840	Om006G240720
OG0015987	As009G214850	Om006G240710
OG0015988	As009G214870	Om006G240690
OG0015989	As009G214940	Om006G240640
OG0015990	As009G215370	Om006G240050
OG0015991	As009G215470	Om006G239920
OG0015992	As009G215700	Om006G239620
OG0015993	As009G215750	Om006G239510
OG0015994	As009G215780	Om006G239460
OG0015995	As009G215840	Om006G239410
OG0015996	As009G216100	Om006G238970
OG0015997	As009G216150	Om006G239000
OG0015998	As009G216270	Om006G239160
OG0015999	As009G216280	Om006G239170
OG0016000	As009G216480	Om006G238750
OG0016001	As009G216530	Om006G238700
OG0016002	As009G216780	Om006G238410
OG0016003	As009G216800	Om006G238370
OG0016004	As009G216870	Om006G238300
OG0016005	As009G216950	Om002G076000
OG0016006	As009G217060	Om006G238060
OG0016007	As009G217100	Om006G237970
OG0016008	As009G217370	Om006G237590
OG0016009	As009G217420	Om006G237510
OG0016010	As009G217630	Om006G237280
OG0016011	As009G217650	Om006G237250
OG0016012	As009G217660	Om006G237240
OG0016013	As009G217790	Om006G237020
OG0016014	As009G217970	Om006G236750
OG0016015	As009G217990	Om006G236730
OG0016016	As009G218190	Om006G236520
OG0016017	As009G218260	Om006G236400
OG0016018	As009G218550	Om006G236010
OG0016019	As009G218590	Om006G235960
OG0016020	As009G218690	Om006G235730
OG0016021	As009G218790	Om006G235650
OG0016022	As009G218810	Om006G235640
OG0016023	As009G219030	Om006G235330
OG0016024	As009G219080	Om006G235170
OG0016025	As009G219170	Om006G235040
OG0016026	As009G219320	Om006G234890
OG0016027	As009G219400	Om006G234800
OG0016028	As009G219460	Om006G234650
OG0016029	As009G219590	Om006G247330
OG0016030	As009G219740	Om006G247520
OG0016031	As009G219820	Om006G247610
OG0016032	As009G219830	Om006G247620
OG0016033	As009G219890	Om006G247690
OG0016034	As009G219930	Om006G247750
OG0016035	As009G220140	Om006G247960
OG0016036	As009G220160	Om006G247980
OG0016037	As010G220340	Om006G257430
OG0016038	As010G220380	Om006G257510
OG0016039	As010G220500	Om006G257720
OG0016040	As010G220750	Om006G258230
OG0016042	As010G221060	Om006G258690
OG0016043	As010G221100	Om006G258760
OG0016044	As010G221210	Om006G259030
OG0016045	As010G221260	Om006G259160
OG0016046	As010G221320	Om006G259290
OG0016047	As010G221540	Om006G259980
OG0016048	As010G221630	Om006G260140
OG0016049	As010G221670	Om006G260220
OG0016050	As010G221780	Om006G239200
OG0016051	As010G221910	Om006G260440
OG0016052	As010G222190	Om006G260920
OG0016053	As010G222250	Om006G261040
OG0016054	As010G222270	Om006G261070
OG0016055	As010G222470	Om007G290350
OG0016056	As010G222730	Om006G262490
OG0016057	As010G222750	Om006G262530
OG0016058	As010G222790	Om006G262630
OG0016059	As010G222850	Om006G262770
OG0016060	As010G222890	Om006G262920
OG0016061	As010G222950	Om006G263030
OG0016062	As010G222960	Om006G234780
OG0016063	As010G223020	Om006G263170
OG0016064	As010G223060	Om006G263300
OG0016065	As010G223150	Om007G295190
OG0016066	As010G223270	Om006G263710
OG0016067	As010G223330	Om006G263750
OG0016068	As010G223380	Om004G134580, Om006G263910
OG0016069	As010G223460	Om006G264060
OG0016070	As010G223500	Om006G264300
OG0016071	As010G223510	Om006G264410
OG0016072	As010G223600	Om006G265640
OG0016073	As010G223640	Om006G265750
OG0016074	As010G223650	Om006G265760
OG0016075	As010G223660	Om006G265770
OG0016076	As010G223690	Om006G265860
OG0016077	As010G224090	Om006G266450
OG0016078	As010G224180	Om006G266660
OG0016079	As010G224280	Om006G266860
OG0016080	As010G224480	Om006G267110
OG0016081	As010G224980	Om006G268100
OG0016082	As010G225260	Om004G174430
OG0016083	As010G225320	Om001G040130
OG0016084	As010G226200	Om006G247340
OG0016085	As010G226850	Om002G077560
OG0016086	As010G226900	Om006G268380
OG0016087	As010G227020	Om006G268570
OG0016088	As010G227060	Om008G328940
OG0016090	As010G227190	Om006G268540
OG0016091	As010G227480	Om005G179400
OG0016092	As010G228590	Om005G211340
OG0016093	As010G229120	Om005G212350
OG0016094	As010G229300	Om005G211520
OG0016095	As010G229620	Om005G211280
OG0016096	As010G229760	Om005G211790
OG0016097	As010G231290	Om005G210580
OG0016098	As010G231330	Om005G210280
OG0016099	As010G231500	Om002G056250
OG0016100	As010G231570	Om005G210470
OG0016101	As010G231710	Om005G210040
OG0016102	As010G231820	Om005G209950
OG0016103	As010G231830	Om005G209940
OG0016104	As010G231870	Om005G209890
OG0016105	As010G232010	Om007G301960, Om005G209880
OG0016106	As010G232200	Om005G209720
OG0016107	As010G232430	Om005G209490
OG0016108	As010G232440	Om004G150580, Om005G209480
OG0016109	As010G232610	Om005G209320
OG0016110	As010G232620	Om005G209310
OG0016111	As010G232710	Om005G209170
OG0016112	As010G232890	Om005G208540
OG0016113	As010G233020	Om005G208390
OG0016114	As010G233070	Om005G208320
OG0016115	As010G233150	Om005G208190
OG0016116	As010G233200	Om005G208090
OG0016117	As010G233370	Om006G240770
OG0016118	As010G233570	Om005G207360
OG0016119	As010G233590	Om005G207330
OG0016120	As010G233740	Om005G207100
OG0016121	As010G233820	Om005G206960
OG0016122	As010G234020	Om005G206700
OG0016123	As010G234040	Om005G206680
OG0016124	As010G234150	Om005G206560
OG0016125	As010G234170	Om005G206520
OG0016126	As010G234220	Om005G206460
OG0016127	As010G234290	Om005G206330
OG0016128	As010G234340	Om005G206220
OG0016129	As010G234390	Om005G206150, Om006G266870
OG0016130	As010G234470	Om005G206080
OG0016131	As010G234480	Om005G206070
OG0016132	As010G234510	Om005G206030
OG0016133	As010G234530	Om005G206010
OG0016134	As010G234570	Om005G205960
OG0016135	As010G234600	Om005G205930
OG0016136	As010G234920	Om004G143120
OG0016137	As010G235300	Om004G133770
OG0016138	As010G235440	Om004G134030
OG0016139	As010G235470	Om004G134050
OG0016140	As010G235540	Om004G134110
OG0016141	As010G235760	Om004G134450
OG0016142	As010G235800	Om004G134530
OG0016143	As010G236030	Om004G134800
OG0016144	As010G236100	Om004G134870
OG0016145	As010G236230	Om004G135050
OG0016146	As010G236550	Om004G135440
OG0016148	As010G236730	Om004G135670
OG0016149	As010G236830	Om004G135780
OG0016150	As010G236910	Om004G135890
OG0016151	As010G236960	Om002G076580
OG0016152	As010G237000	Om004G136020
OG0016153	As010G237020	Om004G136040
OG0016154	As010G237090	Om004G136160
OG0016155	As010G237100	Om004G136170
OG0016156	As010G237270	Om004G136580
OG0016157	As010G237300	Om004G136620
OG0016158	As010G237350	Om004G136720
OG0016159	As010G237400	Om004G137000
OG0016160	As010G237640	Om004G137090
OG0016161	As010G237840	Om004G137630
OG0016162	As010G237870	Om004G138440
OG0016163	As010G237940	Om004G138330
OG0016164	As010G237960	Om007G287740
OG0016165	As010G238130	Om004G138080
OG0016166	As010G238150	Om004G138060
OG0016167	As010G238180	Om004G138000
OG0016168	As010G238290	Om004G137830
OG0016169	As010G238500	Om004G138900
OG0016170	As010G238550	Om004G138790
OG0016171	As010G238640	Om004G138660
OG0016172	As010G238670	Om004G138600
OG0016173	As010G238760	Om004G138960
OG0016174	As010G238850	Om004G139090
OG0016175	As010G238890	Om004G139170
