Orthogroup	Aethionema_saxatile	Erysimum_linariifolium
OG0013850	As007G157030	El002G105360
OG0013851	As007G157270	El002G105780
OG0013852	As007G157360	El002G105870
OG0013853	As007G157370	El002G105880, El002G105890
OG0013854	As007G157520	El002G106010
OG0013855	As007G157600	El002G106050
OG0013856	As007G157680, As009G209870	El002G106140
OG0013857	As007G157760	El002G106550, El002G106220
OG0013858	As007G158100	El002G106530
OG0013860	As007G158830	El002G107920
OG0013861	As007G158850	El002G107940
OG0013862	As007G158870, As010G234440	El002G107960
OG0013863	As007G159510	El002G108700
OG0013864	As007G159930, As007G159920	El002G109420
OG0013865	As007G159940	El002G109490
OG0013866	As007G160200, As007G163880	El002G109950
OG0013867	As007G160450	El002G110590, El002G110330
OG0013868	As007G160470	El002G110610, El002G110720
OG0013869	As007G160500	El002G110640
OG0013870	As007G160630	El002G111300
OG0013871	As007G160740	El002G111180
OG0013872	As007G161040	El002G111700
OG0013873	As007G161060	El002G111720, El002G110440
OG0013874	As007G161160	El002G111870
OG0013875	As007G161790	El002G112570
OG0013876	As007G161990	El004G217960
OG0013877	As007G162020	El002G112800
OG0013878	As007G162120	El002G112930
OG0013879	As007G162340	El002G128400
OG0013880	As007G162880	El003G160320
OG0013881	As007G163020	El003G160170
OG0013882	As007G163460	El003G159990
OG0013883	As007G163480	El003G159980
OG0013884	As007G163720	El003G159810
OG0013885	As007G164350	El003G159520
OG0013886	As007G164420	El003G159470
OG0013887	As007G164460	El003G159440
OG0013888	As007G166900	El003G150130
OG0013889	As007G167130	El006G315120
OG0013890	As007G176850	El006G315800
OG0013891	As007G176860	El006G315780
OG0013892	As007G176890	El006G315840
OG0013893	As007G176960	El003G149560
OG0013894	As007G177050	El006G315930
OG0013895	As007G177060	El006G315940
OG0013896	As007G177140	El001G052260
OG0013897	As007G177550	El006G316050
OG0013898	As007G177690	El006G315850, El006G315580
OG0013899	As007G177720	El006G315470
OG0013900	As007G179250	El006G318250
OG0013901	As007G179820	El006G319060
OG0013902	As007G179990, As010G237370	El004G228920
OG0013903	As010G237390, As007G180000	El004G228910
OG0013904	As007G180040	El006G319540
OG0013905	As007G180260	El006G319810
OG0013906	As007G180410	El006G320060
OG0013907	As007G180570	El006G320330
OG0013908	As007G180590	El006G320350
OG0013909	As007G180630	El006G320390
OG0013910	As007G180700	El006G320580
OG0013911	As007G180930	El006G321100
OG0013912	As007G181750, As007G181400	El006G321290
OG0013913	As007G181980	El006G321610
OG0013914	As007G182270	El002G100210
OG0013915	As008G182290	El002G099260
OG0013916	As008G182730	El002G098730
OG0013917	As008G182740	El002G098710
OG0013918	As008G182840	El002G098570
OG0013919	As008G183060	El002G098250
OG0013920	As008G183170	El002G098080
OG0013921	As008G183550	El002G097470
OG0013922	As008G183570	El002G097430
OG0013924	As008G183800	El002G097280, El002G097710
OG0013925	As008G183900	El002G097140
OG0013926	As008G183970	El002G096950
OG0013927	As008G184330	El002G096570
OG0013928	As008G184540	El002G096300
OG0013929	As008G184570	El002G096280
OG0013930	As008G185340	El002G095400
OG0013931	As008G185470	El002G095290
OG0013932	As008G185480	El002G095280
OG0013933	As008G185630	El002G095100
OG0013934	As008G185700	El002G095020
OG0013935	As008G186520	El002G094160
OG0013936	As008G186580	El002G094060
OG0013937	As008G186770	El002G093850
OG0013938	As008G186890	El005G269930
OG0013939	As008G186900	El005G269920
OG0013940	As008G187070	El001G047970
OG0013941	As008G187580	El002G092820
OG0013942	As008G187630	El002G092870
OG0013943	As008G188160	El002G092420
OG0013944	As008G188210	El002G092380
OG0013945	As008G188310	El002G092280
OG0013946	As008G188350	El002G092240
OG0013947	As008G188370	El002G092170
OG0013948	As008G188420	El002G092120
OG0013949	As008G188510	El002G092060
OG0013950	As008G190280	El002G091370
OG0013951	As008G190340	El002G091250
OG0013952	As008G190650	El002G091200
OG0013953	As008G190930	El002G091140
OG0013954	As008G191740	El001G029280
OG0013955	As008G191810	El002G090510
OG0013956	As008G192690	El002G090010
OG0013957	As008G192820	El002G089880
OG0013958	As008G192950	El002G089730
OG0013959	As008G193040	El002G089570
OG0013960	As008G193150	El002G089460
OG0013961	As008G193160	El002G089450
OG0013962	As008G193390	El002G088390, El002G089110
OG0013963	As008G193690	El002G088810
OG0013964	As008G193880	El002G088660
OG0013965	As008G194070	El002G088530
OG0013966	As008G194420	El002G088100
OG0013967	As008G194600	El002G087920
OG0013968	As008G194700	El002G087830
OG0013969	As008G194950	El002G087530
OG0013970	As008G195380	El002G087190
OG0013971	As008G195590	El002G087030
OG0013972	As008G195630	El002G086990, El002G089930
OG0013973	As008G195860	El002G086790
OG0013974	As008G196050	El002G086540
OG0013975	As008G196280	El002G086270
OG0013976	As008G196360	El002G086140
OG0013977	As008G196430	El002G086100
OG0013978	As008G197020	El002G085290
OG0013979	As008G197330	El002G084990
OG0013980	As008G197450	El002G084850
OG0013981	As008G197480	El002G084820
OG0013982	As008G197830	El002G084360
OG0013983	As008G198220	El006G287760
OG0013984	As008G198360	El002G083850
OG0013985	As008G198500	El002G083690
OG0013986	As008G198520	El002G083670
OG0013987	As008G198550	El002G083640
OG0013988	As008G198570	El002G083620
OG0013989	As008G198610	El002G083560
OG0013990	As008G198710	El002G083220
OG0013991	As008G198750	El002G083310
OG0013992	As008G199020	El002G083120
OG0013993	As008G199210	El002G082820
OG0013994	As008G199240	El002G082800
OG0013995	As008G199270	El006G287160
OG0013996	As008G199300	El002G082750
OG0013997	As008G199560	El001G017660
OG0013998	As008G199670	El002G082420
OG0013999	As009G199800	El001G067630
OG0014000	As009G199870	El001G066900
OG0014001	As009G199940	El001G061270
OG0014002	As009G199970	El001G067030
OG0014003	As009G200000	El001G067060
OG0014004	As009G200300	El001G067470
OG0014005	As009G200520	El001G066710
OG0014006	As009G201060	El001G065970
OG0014007	As009G201480	El001G065700
OG0014008	As009G201490	El001G065690
OG0014009	As009G201500	El001G065680
OG0014010	As009G201540	El001G065620
OG0014011	As009G201570	El001G065590
OG0014012	As009G201730	El001G065430
OG0014013	As009G201740	El001G065420
OG0014014	As009G201970	El001G065260
OG0014015	As009G202080	El001G065160
OG0014016	As009G202100	El001G065120
OG0014017	As009G202460	El001G064500
OG0014018	As009G202620	El001G064250
OG0014019	As009G202730	El001G064170
OG0014020	As009G203000	El001G063950
OG0014021	As009G203030	El001G063820
OG0014022	As009G203140	El001G063730
OG0014023	As009G203270	El001G063540
OG0014024	As009G203280	El001G063550
OG0014025	As009G203560	El001G063260
OG0014026	As009G204020	El001G062520
OG0014027	As009G204070	El004G230170
OG0014028	As009G204080	El001G062460
OG0014029	As009G204290	El001G062260
OG0014030	As009G204360	El001G062160
OG0014031	As009G204450	El001G062070
OG0014032	As009G204570	El001G061940, El001G061900
OG0014033	As009G204750	El001G061580
OG0014034	As009G205040	El001G061230
OG0014035	As009G205160	El001G061040
OG0014036	As009G205480	El001G051260
OG0014037	As009G205580	El001G051090
OG0014038	As009G205600	El001G051050
OG0014039	As009G205620	El001G051030
OG0014040	As009G205690	El001G050870
OG0014041	As009G205770	El001G050730
OG0014042	As009G205960	El007G359290
OG0014043	As009G206140	El001G049710
OG0014044	As009G206610	El001G049170, El001G049180, El001G049190
OG0014045	As009G207020	El001G048110
OG0014046	As009G208120	El007G346900
OG0014047	As009G208180	El007G346950
OG0014048	As009G208390	El007G347020
OG0014049	As009G208670	El007G347080
OG0014050	As009G209110	El007G349110
OG0014051	As009G209440	El007G347540
OG0014052	As009G210490	El001G068130
OG0014053	As009G210740	El001G074950
OG0014054	As009G211140	El001G074790
OG0014055	As009G211410	El001G074900
OG0014056	As009G211610	El001G066660
OG0014058	As009G211800	El001G075270
OG0014059	As009G211810	El001G075300
OG0014060	As009G211920	El001G075360
OG0014061	As009G212020	El007G351220
OG0014062	As009G212520	El001G075980
OG0014063	As009G212590	El001G076060
OG0014064	As009G212680	El001G076180
OG0014065	As009G212760	El001G075670, El001G076270
OG0014066	As009G212810	El001G039310
OG0014067	As009G212940	El001G076390
OG0014068	As009G213020	El001G076480
OG0014069	As009G213090	El001G076580
OG0014070	As009G213210	El001G076770
OG0014071	As009G213240	El001G076800, El003G181180
OG0014072	As009G213830	El001G077010
OG0014073	As009G213880	El001G077070
OG0014074	As009G214040	El001G077720
OG0014075	As009G214060	El001G077660
OG0014076	As009G214110	El001G077510, El001G077470
OG0014077	As009G214120	El001G077460, El001G077500
OG0014078	As009G214340	El001G077800
OG0014079	As009G214370	El001G077830
OG0014080	As009G214430	El001G077900
OG0014081	As009G214460	El001G077930
OG0014083	As009G214660	El001G078170
OG0014084	As009G214880	El001G051850
OG0014085	As009G215130	El001G052600
OG0014086	As009G215200	El001G052590
OG0014087	As009G215380	El001G053050
OG0014088	As009G216320, As009G216050	El001G055580
OG0014089	As009G216160, As011G256820	El001G055450
OG0014090	As009G216190	El001G055420
OG0014091	As009G216350	El006G313010, El001G055620
OG0014092	As009G216390	El001G055680
OG0014093	As009G216720	El001G056110
OG0014094	As009G216890	El002G129820
OG0014095	As010G222020, As009G216940	El007G345380
OG0014096	As009G217430	El001G057120
OG0014097	As009G217460	El001G057140
OG0014098	As009G217720	El007G329870
OG0014099	As009G218060	El007G329370
OG0014100	As009G218110	El007G329310
OG0014101	As009G218310	El007G329070
OG0014102	As009G218330	El003G155780
OG0014103	As009G218560	El007G328670
OG0014104	As009G218610	El007G328590
OG0014105	As009G218830	El007G328330
OG0014106	As009G219100	El007G327990
OG0014107	As009G219150	El007G327880
OG0014108	As009G219180	El007G327850
OG0014109	As009G219240	El007G327780
OG0014110	As009G219340	El007G327710
OG0014111	As009G219440	El007G327560
OG0014112	As009G219450	El007G327550
OG0014113	As009G219620	El007G332700
OG0014114	As009G219750	El007G332830
OG0014115	As009G220020	El007G333120
OG0014116	As010G220230	El001G021740
OG0014117	As010G220260	El001G021670
OG0014118	As010G220300	El001G021610
OG0014119	As010G220350	El001G021560
OG0014120	As010G220510	El001G021310
OG0014121	As010G220680	El001G021070
OG0014122	As010G220820	El001G020800
OG0014123	As010G220830	El001G020790
OG0014124	As010G220980	El001G020590
OG0014125	As010G221080	El001G020460, El001G039330
OG0014126	As010G221390	El001G019960
OG0014127	As010G221450	El001G019730
OG0014128	As010G221520	El001G019640
OG0014129	As010G221810	El001G019340
OG0014130	As010G221890	El001G019270
OG0014131	As010G222130	El001G019020
OG0014132	As010G222180	El001G018840
OG0014133	As010G222480	El001G018350
OG0014134	As010G222590	El001G018210
OG0014135	As010G222880	El001G017850
OG0014136	As010G222980	El001G017770
OG0014137	As010G223070	El001G017630
OG0014138	As010G223130	El001G007890
OG0014139	As010G223360	El001G017310, El003G181460
OG0014140	As010G223450	El001G017240
OG0014141	As010G223610	El001G016810
OG0014142	As010G223670	El001G016730
OG0014143	As010G223680	El001G016720
OG0014144	As010G224070	El001G016370, El001G016410
OG0014145	As010G224080	El001G016400, El001G016360
OG0014146	As010G224430	El001G015840
OG0014147	As010G224560	El001G015660
OG0014148	As010G224690	El001G015360
OG0014149	As010G224760, As010G239800	El004G226130
OG0014150	As010G224910	El001G014860
OG0014151	As010G224950	El001G014800
OG0014152	As010G225130	El001G014600
OG0014153	As010G225300	El001G014240
OG0014154	As010G225330	El001G014110
OG0014155	As010G225640	El001G013950
OG0014156	As010G225710	El001G013840
OG0014157	As010G225910	El001G013650
OG0014158	As010G226360	El001G012470
OG0014159	As010G226380	El001G012400
OG0014160	As010G226390	El001G012390
OG0014161	As010G226450	El001G012260
OG0014162	As010G226470	El006G282640
OG0014163	As010G227120	El001G011470
OG0014164	As010G227490	El001G012080
OG0014165	As010G228100	El004G218040
OG0014166	As010G228260	El004G217790
OG0014167	As010G228610	El004G218290
OG0014168	As010G229030	El004G197240
OG0014169	As010G229940	El004G218500
OG0014170	As010G230020	El004G218480
OG0014171	As010G231210	El004G219440
OG0014172	As010G231600	El004G219510
OG0014173	As010G231660	El003G183300, El004G233870
OG0014174	As010G232280	El004G220310
OG0014175	As010G232400	El004G220400
OG0014176	As010G232460	El004G220460
OG0014177	As010G232480	El002G112240, El004G220490
OG0014178	As010G232660	El004G220740
OG0014179	As010G232980	El004G221230
OG0014180	As010G233270	El004G221860
OG0014181	As010G233520	El004G222230
OG0014182	As010G233580	El004G222280
OG0014183	As010G234030	El004G223000
OG0014184	As010G234120	El004G223120
OG0014185	As010G234200	El004G223190
OG0014186	As010G234270	El004G223280
OG0014187	As010G234310	El004G223320
OG0014188	As010G234500	El004G223510
OG0014189	As010G234660	El004G223660
OG0014190	As010G234670	El004G223670
OG0014191	As010G234830	El004G223830
OG0014192	As010G234840	El004G223840
OG0014193	As010G235250	El004G231530
OG0014194	As010G235700	El004G230840
OG0014195	As010G235750	El004G230780
OG0014196	As010G235850	El004G230650
OG0014197	As010G236170	El004G230350
OG0014198	As010G236210	El004G230320
OG0014199	As010G236330	El004G230110
OG0014200	As010G236400	El004G230050
OG0014202	As010G236710	El004G229680
OG0014203	As010G236900	El004G229500
OG0014204	As010G237150	El004G229210, El004G229200
OG0014205	As010G237430	El004G228870
OG0014206	As010G237450	El004G228850
OG0014207	As010G237480	El004G228820
OG0014208	As010G237620	El004G228640
OG0014209	As010G237720, As010G237730	El004G228420
OG0014210	As010G237950	El004G228150
OG0014211	As010G238240	El004G227880
OG0014212	As010G238250	El004G227870
OG0014213	As010G238460	El004G227660
OG0014214	As010G238490	El004G227630
OG0014215	As010G238660	El004G227440
OG0014216	As010G238750	El004G227330
OG0014217	As010G238840	El004G227240
OG0014218	As010G239070	El004G226990
OG0014219	As010G239120	El004G226950
OG0014220	As010G239190	El004G226880
OG0014221	As010G239250	El004G226790
OG0014222	As010G239310	El004G226710
OG0014223	As010G239370	El004G226680
OG0014224	As010G239500	El004G226420
OG0014225	As010G239550	El004G226380
OG0014226	As010G239640	El004G226280
OG0014227	As010G239680	El004G226250
OG0014228	As010G239710	El004G226210
OG0014229	As010G239780	El004G226150
OG0014230	As010G239840	El004G226090
OG0014231	As010G240170	El004G225720
OG0014232	As010G240460	El004G225410
OG0014233	As010G240520	El004G225310
OG0014237	As010G241110	El004G224730
OG0014238	As010G241140	El002G101550
OG0014239	As010G241290	El004G224540
OG0014240	As010G241300	El004G224530
OG0014241	As010G241360	El004G224450
OG0014242	As010G241540	El004G224220
OG0014243	As010G242280	El004G232350
OG0014244	As010G242370	El004G232440
OG0014245	As010G242460	El004G232530
OG0014246	As010G242520	El006G318620, El004G232620
OG0014247	As010G242700	El004G232800
OG0014248	As010G242730	El004G232860
OG0014249	As010G242740	El004G232870
OG0014250	As010G242820	El004G232950, El004G234420
OG0014251	As010G242840	El004G232970
OG0014252	As010G243300	El004G233460
OG0014253	As010G243500	El004G233730
OG0014254	As010G243810	El004G234100
OG0014255	As010G243820	El004G234110
OG0014256	As010G243870	El004G234160
OG0014257	As010G243880	El004G234190
OG0014258	As010G243930	El004G234230
OG0014259	As010G244260	El004G234520
OG0014260	As010G244320	El004G234580
OG0014261	As010G244350	El004G234620, El004G234640
OG0014262	As010G244400	El004G234660
OG0014263	As010G244520	El004G234790
OG0014264	As010G244540	El004G234770
OG0014265	As011G244620	El005G248480
OG0014266	As011G244770	El005G248750
OG0014267	As011G245060	El005G249140
OG0014268	As011G245830	El005G249930
OG0014269	As011G245850	El005G249950
OG0014270	As011G246030	El007G339990
OG0014271	As011G246090	El005G250200
OG0014272	As011G246100	El005G250210
OG0014273	As011G246150	El001G062810, El005G250250
OG0014274	As011G246740	El005G250890
OG0014275	As011G247010	El005G251230
OG0014276	As011G247030	El005G251260
OG0014277	As011G247070	El005G251290
OG0014278	As011G247260	El005G251580
OG0014279	As011G247390	El005G251750
OG0014280	As011G247780	El005G252220
OG0014281	As011G247810	El005G252270
OG0014282	As011G248110	El005G252620
OG0014283	As011G248170	El001G011560
OG0014284	As011G248250	El005G252770
OG0014285	As011G248270	El005G252810
OG0014286	As011G248530	El005G253100
OG0014287	As011G248810	El005G253330
OG0014288	As011G249010	El005G253610
OG0014289	As011G249160	El005G253840
OG0014290	As011G249310	El005G254050
OG0014291	As011G249390	El005G254170
OG0014292	As011G249690	El005G254540
OG0014293	As011G249720	El005G254580
OG0014294	As011G249890	El005G254750
OG0014295	As011G250090	El005G255130, El005G255090
OG0014296	As011G250310	El005G255390
OG0014297	As011G250510	El006G305190
OG0014298	As011G250580	El005G255800
OG0014300	As011G250890	El005G256090
OG0014301	As011G251000	El005G256280
OG0014302	As011G251030	El001G048770
OG0014303	As011G251290	El005G256620
OG0014304	As011G251300	El005G256640
OG0014305	As011G251310	El005G256650
OG0014306	As011G251430, As012G272630	El002G133970
OG0014307	As011G251500	El005G256950
OG0014308	As011G251560	El005G256970
OG0014309	As011G251670, As012G272520	El002G134140
OG0014310	As011G251870	El005G257320
OG0014311	As011G251960	El005G257420
OG0014312	As011G251990	El005G257470
OG0014313	As011G252530	El005G258020
OG0014314	As011G252540	El005G243980
OG0014315	As011G252650	El005G258140
OG0014316	As011G252760	El005G258320
OG0014317	As011G252790	El005G258330
OG0014318	As011G252810	El005G258350
OG0014319	As011G253030	El005G258740
OG0014320	As011G253090	El005G258810
OG0014321	As011G253100	El005G258850
OG0014322	As011G253120	El005G258870
OG0014323	As011G253430	El005G259760
OG0014324	As011G253560	El005G259550
OG0014325	As011G253580	El005G259490
OG0014326	As011G253640	El005G259420
OG0014327	As011G253660	El005G259410
OG0014328	As011G253780	El005G260050
OG0014329	As011G253990	El005G260300
OG0014330	As011G254550	El005G261510
OG0014331	As011G254770	El001G060190, El001G076310
OG0014332	As011G254790	El005G262260, El005G262000
OG0014333	As011G254940	El005G262830
OG0014334	As011G255360	El005G264900
OG0014335	As011G255450	El005G265150, El005G265160
OG0014336	As011G255470	El005G265190
OG0014337	As011G255650	El005G265600
OG0014338	As011G255740	El003G176040, El003G176010
OG0014339	As011G256210, As011G256220	El005G267130
OG0014340	As011G256380	El005G267540
OG0014341	As011G256480	El005G267620
OG0014342	As011G256500	El005G267640
OG0014343	As011G256510	El005G267660
OG0014344	As011G256810	El005G268070
OG0014345	As011G256930	El005G268190
OG0014346	As011G257740	El005G268780
OG0014347	As011G257750	El005G268790
OG0014348	As011G258100	El005G268920
OG0014349	As011G258780	El005G269770, El005G269760
OG0014350	As011G258790	El005G269740
OG0014351	As011G258880	El005G269570
OG0014352	As011G259220	El005G271830
OG0014353	As011G260760	El005G276500
OG0014354	As011G260990	El005G271290
OG0014355	As011G261150	El005G271080
OG0014356	As011G261300	El005G270900
OG0014357	As011G261310	El005G270890
OG0014358	As011G261430	El005G270780
OG0014359	As011G261500	El005G270760
OG0014360	As011G261560	El005G270640
OG0014361	As011G261670	El005G270210
OG0014362	As011G261790	El005G271650
OG0014363	As011G261840	El005G272970
OG0014364	As011G261870	El005G271510
OG0014365	As011G262050	El005G271960
OG0014366	As011G262170	El005G272180
OG0014367	As011G262210	El005G272210
OG0014368	As011G262330	El005G272370
OG0014369	As011G262340	El005G272380
OG0014370	As011G262390	El003G149330
OG0014371	As011G262400	El005G272450
OG0014372	As011G262460	El001G080040
OG0014373	As011G262570	El005G272600
OG0014374	As011G262660	El002G090640
OG0014375	As011G262940	El005G273210
OG0014376	As011G262990	El005G273260
OG0014377	As011G263040	El005G273310
OG0014378	As011G263350	El005G273640
OG0014379	As011G263450	El002G125950
OG0014380	As011G263560	El005G273910
OG0014381	As011G263770	El002G125350, El005G265800
OG0014382	As011G263860	El005G274310
OG0014383	As011G264380	El005G274780
OG0014384	As011G264520	El005G275030
OG0014385	As011G264700	El005G275240
OG0014386	As011G265310	El005G276750, El005G276070
OG0014387	As011G265540	El005G277120
OG0014388	As011G265550	El005G277130
OG0014389	As011G265670	El005G277340
OG0014390	As011G265700	El005G277380
OG0014391	As011G265710	El005G277390
OG0014392	As011G265990	El005G277740
OG0014394	As011G266320	El005G278070
OG0014395	As011G266620	El005G278450
OG0014396	As011G266670	El005G278490
OG0014397	As011G266890	El005G278660
OG0014398	As011G267190	El005G278970
OG0014399	As011G267260	El005G279120
OG0014400	As011G267370	El005G279210
OG0014401	As011G267500	El005G279430
OG0014402	As011G267530	El005G279400
OG0014403	As012G267690	El002G141530
OG0014404	As012G267740	El002G141490
OG0014405	As012G268050	El002G140940
OG0014406	As012G268070	El002G140890
OG0014407	As012G268440	El002G140460
OG0014408	As012G268600	El002G140390
OG0014409	As012G268630	El002G140360
OG0014410	As012G268670	El007G366910
OG0014411	As012G268780	El002G140250
OG0014412	As012G269440	El002G139350
OG0014413	As012G269480	El002G127300, El002G139190
OG0014414	As012G269640	El002G139060
OG0014415	As012G269840	El002G138360
OG0014416	As012G270260, As012G270320	El002G137800
OG0014417	As012G270340, As012G270390	El002G137780
OG0014418	As012G270480	El002G137630
OG0014419	As012G270640	El002G137260
OG0014420	As012G270650	El002G137250
OG0014421	As012G270660	El002G137240
OG0014422	As012G270730	El002G137120
OG0014423	As012G270910	El002G136770
OG0014424	As012G271270	El002G136340
OG0014425	As012G271340	El002G136240
OG0014426	As012G271480	El002G135930
OG0014427	As012G271590	El002G135150
OG0014428	As012G271700	El002G135380
OG0014429	As012G271820	El002G135670
OG0014430	As012G272040	El004G218710
OG0014431	As012G272060	El002G134810
OG0014432	As012G272090	El005G260770, El002G134760
OG0014433	As012G272180	El002G134650
OG0014434	As012G272330	El002G134490
OG0014435	As012G272360	El002G134440
OG0014436	As012G272610	El002G133990
OG0014437	As012G272680	El002G133920
OG0014438	As012G272790	El002G133700
OG0014439	As012G272820	El005G256500
OG0014440	As012G272940	El002G133380
OG0014441	As012G272960	El002G133350
OG0014442	As012G273210	El002G133020
OG0014443	As012G273260	El002G132940
OG0014444	As012G273390	El002G132730
OG0014445	As012G273450	El002G133110
OG0014446	As012G273650	El002G132200
OG0014447	As012G273830	El002G131830, El001G047560
OG0014448	As012G273910	El002G131740
OG0014449	As012G274230	El003G171400
OG0014450	As012G274370	El003G171560
OG0014451	As012G277900, As012G274400	El001G024970
OG0014452	As012G274430	El003G171600
OG0014453	As012G274550	El003G171960
OG0014454	As012G274640	El003G172110
OG0014455	As012G274710	El003G172220, El003G172240
OG0014456	As012G275090	El006G296510
OG0014457	As012G275110	El006G296520
OG0014458	As012G275250	El006G296700
OG0014459	As012G275490	El001G022290
OG0014460	As012G275530	El001G022340
OG0014461	As012G275770	El001G045200
OG0014462	As012G275780	El001G022580
OG0014463	As012G275790	El001G022590
OG0014464	As012G275800	El001G022600
OG0014465	As012G275900	El001G022660
OG0014466	As012G275960	El001G022780
OG0014467	As012G276070	El001G022950
OG0014468	As012G276200	El001G023070
OG0014469	As012G276210	El001G023160
OG0014470	As012G276840	El004G218600, El004G218620
OG0014471	As012G276970	El001G023960
OG0014472	As012G277110	El001G024000
OG0014473	As012G277720	El001G024530
OG0014474	As012G278180	El001G024790
OG0014475	As012G278600	El001G022200
OG0014476	As012G278810	El001G066640
OG0014477	As012G278870	El001G022050
OG0014478	As012G278900	El001G022030
OG0014479	As012G279510	El001G021850
OG0014480	As012G280110	El001G025230, El005G262900
OG0014481	As012G280250	El001G025280
OG0014482	As012G280870	El001G025690
OG0014483	As012G281500	El001G026150, El001G026040
OG0014484	As012G281610	El001G026170
OG0014485	As012G281620	El001G026180
OG0014486	As012G281730	El001G026270
OG0014487	As012G282010	El001G026540
OG0014488	As012G282660	El001G011570, El001G027470
OG0014489	As012G282700	El001G027510
OG0014490	As012G282780	El006G288980
OG0014491	As012G282970	El001G027840
OG0014492	As012G283170	El001G028090
OG0014493	As012G283230	El001G028140
OG0014494	As012G283250	El001G028170
OG0014495	As012G283690, As012G283730	El001G028650
OG0014496	As012G284320	El001G029410
OG0014497	As012G284520	El001G029640
OG0014498	As012G284560	El001G029720
OG0014499	As012G284750	El001G030100
OG0014500	As012G284880	El001G030240
OG0014501	As012G285220	El001G030690
OG0014502	As012G285240	El001G030710
OG0014503	As012G285250	El001G030720
OG0014504	As012G285430	El001G030980
OG0014505	As012G285450	El001G031000
OG0014506	As012G285860	El001G031530
OG0014508	As012G286000	El001G031770
OG0014509	As012G286230	El001G032010
OG0014510	As012G286300	El001G032110
OG0014511	As012G286620	El001G028030
OG0014512	As012G286740	El001G032380
OG0014513	As012G286800	El001G032440
OG0014514	As012G286980, As012G287000	El001G032800
OG0014515	As012G287090	El001G032960
OG0014516	As012G287520	El001G033540
OG0014517	As012G287690	El001G033830
OG0014518	As012G287810	El001G033970
OG0014520	As012G287970	El001G034250
OG0014521	As012G287980	El001G034270
OG0014522	As012G287990	El001G034280
OG0014523	As012G288090	El001G034410
OG0014524	As012G288360	El001G034740
OG0014525	As012G288530	El001G035160
OG0014526	As012G289020	El001G035470
OG0014527	As012G289030	El001G035480
OG0014528	As012G289190	El001G035650
OG0014529	As012G289290	El001G035770
OG0014530	As012G289320	El001G035800
OG0014531	As012G289440	El001G035900
OG0014532	As012G289450	El001G035910
OG0014533	As012G289500	El001G035950
OG0014637	As001G000280	El003G155540
OG0014638	As001G000430	El005G277200
OG0014639	As001G000490	El003G155300
OG0014640	As001G000510	El003G155270
OG0014641	As001G000560	El003G155220
OG0014642	As001G000590	El003G155190
OG0014643	As001G000670	El003G155100
OG0014644	As001G000810	El004G230190
OG0014645	As001G000830	El003G154840
OG0014646	As001G000840	El003G154830
OG0014647	As001G000900	El003G154650
OG0014648	As001G000980	El003G154560
OG0014649	As001G001010	El003G154540
OG0014650	As001G001150	El003G154360
OG0014651	As001G001160	El003G154350
OG0014652	As001G001250	El003G154220
OG0014653	As001G001350	El003G154160
OG0014654	As001G001390	El003G153800, El003G153960
OG0014655	As001G001400	El003G153930, El003G154050
OG0014656	As001G001530	El004G230630
OG0014657	As001G001550	El003G153580
OG0014658	As001G001630, As001G001590	El005G260310
OG0014659	As001G001700	El003G153370
OG0014660	As001G001710	El003G153360
OG0014661	As001G002320	El003G152760
OG0014662	As001G002960	El003G152210
OG0014663	As001G002990	El003G152180
OG0014664	As001G003040	El006G317440
OG0014665	As001G003050	El003G152120
OG0014666	As001G003100	El003G141640
OG0014667	As001G003340	El003G151840
OG0014668	As001G003420	El003G151750
OG0014669	As001G003460	El003G151720
OG0014670	As001G003670	El003G151570
OG0014671	As001G003700	El003G151540
OG0014672	As001G003910	El002G091480
OG0014673	As001G003920	El003G151340
OG0014674	As001G004060	El003G151140
OG0014675	As001G004100	El003G151120
OG0014676	As001G004110	El003G151110
OG0014677	As001G004270	El003G151010
OG0014678	As001G004290	El003G150960
OG0014679	As001G004520	El003G150800
OG0014680	As001G004830	El003G150520
OG0014681	As001G004870	El003G150490
OG0014682	As001G004960	El003G150420
OG0014683	As001G005090	El006G314090
OG0014684	As001G005340	El003G150120
OG0014685	As001G005800	El003G149780
OG0014686	As001G006080	El003G149890
OG0014687	As001G006240	El003G149930
OG0014689	As001G009970	El003G148250
OG0014690	As001G010050	El003G149190
OG0014691	As001G010380	El003G149160
OG0014692	As001G010460	El003G149150
OG0014693	As001G010510	El003G149130
OG0014694	As001G011180	El028G373580
OG0014694	As224G297330	El043G375030, El036G374350, El043G375000
OG0014695	As001G012190	El003G148900
OG0014696	As001G012730	El003G148190
OG0014697	As001G013580	El003G148380
OG0014698	As001G013750	El003G148550, El003G148540
OG0014699	As001G013810	El003G148680
OG0014700	As001G013910	El003G148130
OG0014701	As001G014070	El003G148150
OG0014702	As001G014240	El003G147900
OG0014703	As001G014330	El003G147790
OG0014704	As001G014900, As001G014910, As011G263760	El005G274180
OG0014705	As001G014940, As001G018320	El005G278850
OG0014706	As001G015520	El003G147140
OG0014707	As001G015610	El003G146980
OG0014708	As001G015650	El003G146940
OG0014709	As001G015790	El002G118190
OG0014710	As001G015930	El002G118580, El002G118560
OG0014711	As001G015990	El002G118720
OG0014712	As001G016240	El002G118950
OG0014713	As001G016250	El002G118970
OG0014714	As001G016410	El002G119120
OG0014715	As001G016420	El002G119130
