Orthogroup	Aethionema_saxatile	Euclidium_syriacum
OG0014454	As012G274640	ESY2_g38567_DN3_SP0_c0.t1
OG0014455	As012G274710	ESY2_g38587_DN1_SP0_c0.t1
OG0014456	As012G275090	ESY1_g5676_DN3_SP8_c0.t1
OG0014457	As012G275110	ESY1_g5700_DN3_SP0_c0.t1, ESY4_g26377_DN3_SP0_c0.t1
OG0014458	As012G275250	ESY1_g5707_DN3_SP0_c0.t1
OG0014459	As012G275490	ESY1_g10292_DN3_SP0_c0.t1
OG0014460	As012G275530	ESY1_g10309_DN3_SP0_c0.t1
OG0014461	As012G275770	ESY2_g34578_DN2_SP0_c0.t1
OG0014462	As012G275780	ESY1_g10348_DN3_SP8_c0.t1
OG0014463	As012G275790	ESY1_g10349_DN3_SP7_c0.t1
OG0014465	As012G275900	ESY1_g10362_DN3_SP0_c0.t1
OG0014466	As012G275960	ESY1_g10389_DN3_SP0_c0.t1
OG0014467	As012G276070	ESY1_g10406_DN3_SP0_c0.t1
OG0014468	As012G276200	ESY1_g10442_DN3_SP7_c0.t1
OG0014469	As012G276210	ESY1_g10450_DN3_SP0_c0.t1
OG0014470	As012G276840	ESY2_g34515_DN3_SP0_c0.t1
OG0014471	As012G276970	ESY1_g11121_DN2_SP0_c13.t1
OG0014472	As012G277110	ESY1_g11115_DN3_SP0_c0.t1
OG0014473	As012G277720	ESY1_g11032_DN3_SP8_c0.t1
OG0014474	As012G278180	ESY1_g10996_DN3_SP8_c0.t1
OG0014475	As012G278600	ESY1_g10258_DN3_SP5_c0.t1
OG0014476	As012G278810	ESY16_g61694_DN3_SP8_c0.t1
OG0014477	As012G278870	ESY1_g10236_DN3_SP0_c0.t1
OG0014478	As012G278900	ESY1_g10234_DN3_SP0_c0.t1
OG0014479	As012G279510	ESY1_g10180_DN3_SP0_c0.t1
OG0014480	As012G280110	ESY1_g10952_DN3_SP0_c0.t1
OG0014481	As012G280250	ESY1_g10944_DN3_SP7_c0.t1
OG0014482	As012G280870	ESY1_g10829_DN3_SP2_c0.t1
OG0014483	As012G281500	ESY1_g10780_DN3_SP8_c0.t1
OG0014484	As012G281610	ESY1_g10770_DN3_SP8_c6.t1
OG0014485	As012G281620	ESY1_g10769_DN3_SP5_c0.t1
OG0014486	As012G281730	ESY1_g10764_DN3_SP0_c0.t1
OG0014487	As012G282010	ESY1_g10725_DN3_SP8_c0.t1
OG0014488	As012G282660	ESY1_g10564_DN3_SP0_c0.t1
OG0014489	As012G282700	ESY1_g10560_DN3_SP2_c0.t1
OG0014490	As012G282780	ESY12_g50937_DN3_SP7_c0.t1
OG0014491	As012G282970	ESY1_g10515_DN3_SP0_c0.t1
OG0014492	As012G283170	ESY1_g11802_DN3_SP0_c0.t1
OG0014494	As012G283250	ESY1_g11794_DN3_SP1_c0.t1
OG0014495	As012G283690, As012G283730	ESY1_g11730_DN3_SP5_c0.t1
OG0014496	As012G284320	ESY1_g11552_DN3_SP5_c0.t1
OG0014497	As012G284520	ESY1_g11517_DN3_SP0_c0.t1
OG0014498	As012G284560	ESY1_g11502_DN3_SP3_c0.t1
OG0014499	As012G284750	ESY1_g11429_DN3_SP3_c0.t1
OG0014500	As012G284880	ESY1_g11410_DN3_SP0_c0.t1
OG0014501	As012G285220	ESY1_g11293_DN3_SP7_c11.t1
OG0014502	As012G285240	ESY1_g11282_DN3_SP4_c0.t1
OG0014504	As012G285430	ESY1_g11216_DN3_SP5_c0.t1
OG0014505	As012G285450	ESY1_g11214_DN3_SP5_c0.t1, ESY3_g32521_DN1_SP0_c0.t1
OG0014506	As012G285860	ESY1_g11909_DN2_SP0_c0.t1
OG0014507	As012G285900	ESY1_g11915_DN3_SP3_c0.t1
OG0014508	As012G286000	ESY1_g11972_DN3_SP0_c0.t1
OG0014509	As012G286230	ESY1_g12032_DN3_SP0_c0.t1
OG0014510	As012G286300	ESY1_g12062_DN3_SP5_c0.t1
OG0014511	As012G286620	ESY1_g11818_DN3_SP0_c0.t1
OG0014512	As012G286740	ESY1_g12128_DN3_SP7_c0.t1
OG0014513	As012G286800	ESY1_g12147_DN2_SP0_c0.t1
OG0014514	As012G286980, As012G287000	ESY1_g12184_DN3_SP8_c0.t1
OG0014515	As012G287090	ESY1_g12222_DN3_SP2_c0.t1
OG0014516	As012G287520	ESY1_g12314_DN3_SP0_c0.t1
OG0014517	As012G287690	ESY1_g12344_DN3_SP2_c0.t1
OG0014518	As012G287810	ESY13_g57596_DN2_SP0_c0.t1, ESY1_g12363_DN3_SP0_c0.t1
OG0014519	As012G287910	ESY1_g12384_DN2_SP2_c0.t1
OG0014521	As012G287980	ESY1_g12402_DN3_SP0_c0.t1
OG0014522	As012G287990	ESY1_g12404_DN3_SP8_c0.t1
OG0014523	As012G288090	ESY1_g12419_DN2_SP0_c0.t1
OG0014524	As012G288360	ESY1_g11821_DN3_SP2_c0.t1
OG0014525	As012G288530	ESY1_g12515_DN3_SP2_c0.t1
OG0014526	As012G289020	ESY1_g12553_DN3_SP3_c0.t1
OG0014527	As012G289030	ESY1_g12554_DN3_SP8_c0.t1
OG0014528	As012G289190	ESY1_g12567_DN3_SP5_c0.t1, ESY1_g10286_DN3_SP0_c16.t1, ESY1_g10282_DN2_SP0_c0.t1
OG0014529	As012G289290	ESY1_g12577_DN2_SP0_c0.t1
OG0014530	As012G289320	ESY1_g12580_DN3_SP5_c0.t1
OG0014531	As012G289440	ESY2_g33267_DN3_SP0_c0.t1
OG0014532	As012G289450	ESY3_g32091_DN3_SP5_c0.t1
OG0014533	As012G289500	ESY1_g12597_DN3_SP5_p0.t1
OG0014637	As001G000280	ESY4_g23989_DN3_SP0_c0.t1
OG0014638	As001G000430	ESY4_g24067_DN3_SP1_c0.t1
OG0014639	As001G000490	ESY4_g24074_DN3_SP0_c0.t1
OG0014640	As001G000510	ESY4_g24124_DN3_SP5_c0.t1
OG0014641	As001G000560	ESY4_g24132_DN3_SP6_c0.t1
OG0014642	As001G000590	ESY4_g24134_DN3_SP0_c0.t1
OG0014643	As001G000670	ESY4_g24181_DN3_SP5_c0.t1
OG0014645	As001G000830	ESY4_g24211_DN3_SP8_c0.t1
OG0014646	As001G000840	ESY4_g24213_DN3_SP3_c0.t1
OG0014647	As001G000900	ESY4_g24229_DN3_SP0_c0.t1
OG0014648	As001G000980	ESY4_g24299_DN3_SP0_c0.t1
OG0014649	As001G001010	ESY4_g24301_DN3_SP5_c0.t1
OG0014650	As001G001150	ESY4_g24326_DN3_SP8_c0.t1
OG0014651	As001G001160	ESY4_g24340_DN3_SP2_c0.t1
OG0014653	As001G001350	ESY34_g45724_DN3_SP8_c0.t1
OG0014654	As001G001390	ESY4_g24370_DN3_SP7_c0.t1
OG0014655	As001G001400	ESY4_g24377_DN3_SP3_c0.t1
OG0014656	As001G001530	ESY17_g39851_DN3_SP0_c0.t1
OG0014657	As001G001550	ESY4_g24409_DN3_SP0_c0.t1
OG0014659	As001G001700	ESY4_g24429_DN3_SP8_c0.t1
OG0014660	As001G001710	ESY4_g24431_DN3_SP0_c0.t1
OG0014661	As001G002320	ESY4_g24583_DN3_SP0_c0.t1, ESY4_g24584_DN3_SP8_c0.t1
OG0014662	As001G002960	ESY4_g24731_DN3_SP0_c0.t1
OG0014663	As001G002990	ESY4_g24735_DN2_SP0_c0.t1
OG0014664	As007G178450, As007G178500, As001G003040	ESY8_g59489_DN3_SP8_c0.t1
OG0014665	As001G003050	ESY4_g24746_DN3_SP8_c0.t1
OG0014667	As001G003340	ESY4_g24820_DN3_SP0_c0.t1
OG0014668	As001G003420	ESY4_g24846_DN3_SP8_c0.t1
OG0014669	As001G003460	ESY4_g24849_DN3_SP6_c0.t1
OG0014670	As001G003670	ESY4_g24888_DN3_SP8_c0.t1
OG0014671	As001G003700	ESY4_g24892_DN3_SP0_c0.t1
OG0014672	As001G003910	ESY5_g3189_DN3_SP5_c19.t1
OG0014673	As001G003920	ESY4_g24931_DN3_SP8_c0.t1
OG0014674	As001G004060	ESY4_g25000_DN3_SP8_c0.t1
OG0014675	As001G004100	ESY4_g25006_DN3_SP0_c0.t1
OG0014676	As001G004110	ESY4_g25007_DN3_SP8_c0.t1
OG0014677	As001G004270	ESY4_g25024_DN3_SP7_c0.t1
OG0014678	As001G004290	ESY4_g25031_DN3_SP0_c0.t1
OG0014679	As001G004520	ESY4_g25062_DN3_SP1_c0.t1
OG0014680	As001G004830	ESY4_g25252_DN3_SP0_c0.t1
OG0014681	As001G004870	ESY4_g25302_DN3_SP0_c0.t1, ESY4_g25250_DN3_SP0_c0.t1
OG0014682	As001G004960	ESY4_g25226_DN3_SP1_c0.t1
OG0014683	As001G005090	ESY8_g59301_DN3_SP6_c0.t1
OG0014684	As001G005340	ESY4_g25183_DN3_SP0_c0.t1
OG0014685	As001G005800	ESY4_g25118_DN3_SP2_c0.t1
OG0014686	As001G006080	ESY4_g25142_DN3_SP6_c0.t1
OG0014687	As001G006240	ESY4_g25157_DN3_SP0_c0.t1
OG0014689	As001G009970	ESY4_g25713_DN3_SP1_c0.t1
OG0014690	As001G010050	ESY4_g25867_DN3_SP8_c0.t1
OG0014691	As001G010380	ESY4_g25864_DN3_SP8_c0.t1
OG0014692	As001G010460	ESY4_g25863_DN3_SP7_c0.t1
OG0014693	As001G010510	ESY4_g25861_DN3_SP0_c0.t1
OG0014695	As001G012190	ESY4_g25814_DN2_SP0_c0.t1
OG0014696	As001G012730	ESY4_g25700_DN3_SP0_c0.t1
OG0014697	As001G013580	ESY4_g25737_DN3_SP0_c0.t1
OG0014699	As001G013810	ESY4_g25675_DN3_SP4_c0.t1
OG0014700	As001G013910	ESY4_g25655_DN3_SP4_c0.t1
OG0014701	As001G014070	ESY4_g25668_DN3_SP0_c0.t1
OG0014702	As001G014240	ESY4_g25586_DN3_SP0_c0.t1
OG0014703	As001G014330	ESY4_g25572_DN3_SP1_c0.t1
OG0014704	As001G014900, As001G014910, As011G263760	ESY11_g53931_DN3_SP7_c0.t1
OG0014705	As001G014940, As001G018320	ESY2_g34297_DN3_SP1_c0.t1
OG0014706	As001G015520	ESY4_g25436_DN3_SP8_c0.t1
OG0014707	As001G015610	ESY4_g25403_DN3_SP8_c0.t1
OG0014708	As001G015650	ESY4_g25391_DN3_SP7_c0.t1
OG0014709	As001G015790	ESY16_g61989_DN3_SP3_c0.t1
OG0014710	As001G015930	ESY16_g61926_DN3_SP8_c0.t1
OG0014711	As001G015990	ESY16_g61909_DN3_SP0_c0.t1
OG0014712	As001G016240	ESY16_g61836_DN3_SP8_c0.t1
OG0014713	As001G016250	ESY16_g61834_DN3_SP8_c0.t1
OG0014714	As001G016410	ESY16_g61809_DN3_SP7_c0.t1
OG0014716	As001G016730	ESY16_g61747_DN3_SP2_c0.t1
OG0014717	As001G016770	ESY16_g61740_DN3_SP0_c0.t1
OG0014718	As001G016790	ESY16_g61736_DN3_SP6_c0.t1
OG0014719	As001G016800	ESY16_g61733_DN3_SP3_c10.t1
OG0014720	As001G016900	ESY16_g61713_DN3_SP0_c0.t1
OG0014721	As001G017020	ESY16_g61671_DN3_SP7_c0.t1
OG0014722	As001G017040	ESY16_g61669_DN3_SP7_c0.t1
OG0014723	As001G017390	ESY16_g61614_DN3_SP8_c0.t1
OG0014724	As001G017410	ESY16_g61607_DN3_SP2_c0.t1
OG0014726	As001G017520	ESY16_g61547_DN3_SP0_c0.t1
OG0014727	As001G017530	ESY16_g61545_DN3_SP3_c0.t1
OG0014728	As001G017550	ESY16_g61543_DN3_SP8_c0.t1
OG0014729	As001G017640	ESY16_g61514_DN3_SP1_c0.t1
OG0014730	As001G017860	ESY16_g61492_DN3_SP0_c0.t1
OG0014731	As001G018120	ESY16_g61468_DN1_SP0_c0.t1
OG0014732	As001G018300	ESY16_g61454_DN3_SP8_c0.t1
OG0014733	As001G018350	ESY2_g34290_DN3_SP8_c0.t1
OG0014734	As001G018510	ESY2_g34274_DN3_SP0_c0.t1
OG0014735	As001G018640	ESY2_g34253_DN3_SP8_c0.t1
OG0014736	As001G018810	ESY2_g34235_DN3_SP0_c0.t1
OG0014737	As001G018820	ESY2_g34232_DN3_SP0_c0.t1
OG0014738	As001G018850	ESY2_g34227_DN3_SP0_c0.t1
OG0014739	As001G019070	ESY2_g34201_DN3_SP0_c0.t1
OG0014740	As001G019150	ESY2_g34184_DN3_SP8_c0.t1
OG0014741	As001G019190	ESY2_g34176_DN3_SP3_c0.t1
OG0014742	As001G019580	ESY2_g34121_DN2_SP0_c0.t1
OG0014743	As001G020150	ESY2_g34068_DN3_SP5_c11.t1
OG0014744	As001G020320, As001G020330	ESY31_g32722_DN2_SP0_c0.t1
OG0014745	As001G020460	ESY4_g24410_DN3_SP0_c0.t1
OG0014746	As001G020650	ESY2_g34001_DN3_SP4_c0.t1
OG0014747	As001G020860	ESY2_g33982_DN3_SP7_c0.t1
OG0014748	As001G021170	ESY2_g33935_DN3_SP2_c0.t1
OG0014749	As001G021250, As001G021290	ESY2_g33914_DN3_SP4_c0.t1
OG0014750	As001G021560	ESY2_g33878_DN3_SP0_c0.t1
OG0014751	As001G022030	ESY2_g33778_DN3_SP0_c0.t1
OG0014752	As001G022140	ESY2_g33745_DN3_SP7_c0.t1
OG0014753	As001G022210	ESY10_g14669_DN3_SP8_c0.t1
OG0014754	As001G022470	ESY10_g14636_DN3_SP8_c0.t1
OG0014755	As001G022490	ESY10_g14631_DN3_SP0_c0.t1
OG0014756	As001G022580	ESY10_g14620_DN3_SP8_c0.t1
OG0014757	As001G022720	ESY10_g14601_DN3_SP0_c0.t1
OG0014758	As001G022780	ESY10_g14592_DN3_SP0_c0.t1
OG0014759	As001G022800	ESY10_g14590_DN2_SP0_c0.t1
OG0014760	As001G022820	ESY10_g14583_DN3_SP8_c0.t1
OG0014761	As001G022860	ESY10_g14565_DN3_SP8_c0.t1, ESY12_g52338_DN3_SP0_c0.t1
OG0014763	As001G023000	ESY10_g14539_DN3_SP0_c0.t1
OG0014764	As001G023300	ESY10_g14451_DN3_SP8_c0.t1
OG0014765	As001G023660	ESY10_g14350_DN3_SP0_c0.t1
OG0014766	As001G023760	ESY10_g14332_DN3_SP1_c0.t1
OG0014767	As001G023770	ESY10_g14324_DN3_SP6_c0.t1
OG0014768	As001G023860	ESY10_g14307_DN3_SP2_c0.t1
OG0014769	As001G024060	ESY10_g14209_DN3_SP1_c0.t1
OG0014770	As001G024080	ESY10_g14206_DN3_SP3_c0.t1
OG0014771	As001G024230	ESY10_g14189_DN3_SP8_c0.t1
OG0014772	As001G024280	ESY10_g14178_DN3_SP0_c0.t1
OG0014773	As001G024430	ESY10_g14124_DN2_SP0_c0.t1
OG0014774	As001G024790	ESY10_g14028_DN3_SP8_c0.t1
OG0014775	As001G024990	ESY10_g13994_DN3_SP0_c0.t1
OG0014776	As001G025010	ESY10_g13992_DN3_SP8_c0.t1
OG0014777	As001G025070	ESY10_g13981_DN3_SP0_c0.t1
OG0014778	As001G025090	ESY10_g13979_DN3_SP0_c0.t1
OG0014779	As001G025170	ESY10_g13968_DN3_SP0_c0.t1
OG0014780	As001G025470	ESY10_g13900_DN3_SP3_c0.t1
OG0014781	As001G025590	ESY10_g13844_DN3_SP8_c0.t1
OG0014782	As001G025640	ESY10_g13862_DN3_SP0_c0.t1
OG0014783	As001G025790	ESY10_g13818_DN3_SP0_c0.t1
OG0014784	As001G025850	ESY10_g13810_DN3_SP7_c0.t1
OG0014785	As001G025950	ESY10_g13777_DN3_SP7_c0.t1
OG0014786	As001G026000	ESY10_g13769_DN3_SP8_c0.t1
OG0014787	As001G026160	ESY10_g13723_DN3_SP0_c0.t1
OG0014788	As001G026400	ESY21_g55874_DN3_SP7_c0.t1
OG0014789	As001G026540	ESY21_g55834_DN3_SP5_c0.t1
OG0014790	As001G026670	ESY21_g55755_DN3_SP8_c0.t1
OG0014791	As001G026820	ESY21_g55674_DN3_SP0_c0.t1
OG0014792	As001G026830	ESY21_g55673_DN3_SP8_c0.t1
OG0014793	As001G027070	ESY21_g55407_DN3_SP6_c0.t1
OG0014794	As001G027230	ESY21_g55280_DN3_SP0_c0.t1
OG0014795	As001G027260	ESY21_g55254_DN3_SP0_c0.t1
OG0014796	As001G027770, As004G078300	ESY8_g60841_DN2_SP0_c0.t1
OG0014797	As001G027890	ESY2_g35103_DN3_SP1_c0.t1
OG0014798	As001G028090	ESY2_g35153_DN3_SP7_c0.t1
OG0014799	As004G077960, As001G028170	ESY2_g35162_DN1_SP0_c0.t1
OG0014800	As001G028200	ESY2_g35170_DN3_SP0_c0.t1
OG0014801	As001G028270	ESY2_g35177_DN3_SP0_c0.t1
OG0014802	As001G028370	ESY2_g35185_DN2_SP7_c0.t1
OG0014803	As001G028400	ESY2_g35190_DN3_SP5_c0.t1
OG0014804	As001G028560	ESY2_g35214_DN3_SP0_c0.t1
OG0014805	As001G028800	ESY2_g35238_DN3_SP0_c0.t1
OG0014806	As001G028900	ESY2_g35248_DN2_SP0_c0.t1
OG0014807	As001G029010	ESY2_g35260_DN1_SP0_c0.t1
OG0014808	As001G029090	ESY2_g35272_DN3_SP0_c0.t1
OG0014809	As001G029190	ESY2_g35294_DN3_SP8_c0.t1
OG0014810	As001G029240	ESY2_g35299_DN3_SP8_c0.t1
OG0014812	As001G029310	ESY2_g35319_DN3_SP8_c0.t1
OG0014813	As001G029390	ESY2_g35331_DN3_SP8_c0.t1
OG0014814	As001G029540	ESY2_g34374_DN3_SP8_c0.t1
OG0014815	As001G029640	ESY2_g34368_DN3_SP7_c0.t1
OG0014816	As001G029670	ESY2_g34364_DN3_SP0_c0.t1
OG0014817	As001G029780	ESY2_g34351_DN3_SP0_c0.t1
OG0014818	As001G029810	ESY2_g34348_DN3_SP0_c0.t1
OG0014819	As001G029830	ESY2_g34345_DN3_SP4_c0.t1
OG0014820	As001G029850	ESY2_g34339_DN3_SP4_c0.t1
OG0014822	As001G029910	ESY2_g34324_DN3_SP8_c1.t1
OG0014823	As001G029960	ESY2_g34304_DN3_SP2_c0.t1
OG0014824	As001G029980	ESY2_g34299_DN3_SP2_c0.t1
OG0014825	As001G030030	ESY2_g34312_DN3_SP0_c0.t1
OG0014826	As001G030170	ESY2_g33244_DN3_SP6_c0.t1
OG0014827	As001G030260	ESY1_g10055_DN3_SP3_c55.t1
OG0014829	As001G030440	ESY2_g33274_DN3_SP5_c0.t1
OG0014830	As001G030490	ESY2_g33279_DN3_SP8_c0.t1
OG0014831	As001G030510	ESY2_g33281_DN3_SP0_c0.t1
OG0014832	As001G030580	ESY2_g33293_DN3_SP0_c0.t1
OG0014833	As001G031010	ESY2_g33372_DN3_SP0_c0.t1
OG0014834	As001G031090	ESY2_g33401_DN3_SP0_c0.t1
OG0014835	As001G031200	ESY2_g33443_DN3_SP8_c0.t1
OG0014836	As001G031290	ESY2_g33498_DN3_SP1_c0.t1
OG0014837	As001G031320	ESY2_g33492_DN3_SP6_c0.t1
OG0014839	As001G031370	ESY2_g33484_DN3_SP0_c7.t1
OG0014840	As001G031380	ESY2_g33480_DN3_SP0_c0.t1, ESY2_g33483_DN3_SP1_c0.t1
OG0014841	As001G031530	ESY2_g33552_DN3_SP8_c0.t1
OG0014842	As001G031740	ESY2_g37163_DN1_SP0_c0.t1
OG0014843	As001G031820	ESY2_g33612_DN3_SP6_c0.t1
OG0014844	As001G031870	ESY2_g33624_DN3_SP0_c0.t1
OG0014845	As001G031890	ESY2_g33626_DN3_SP0_c0.t1
OG0014846	As001G031910	ESY2_g33631_DN3_SP8_c0.t1
OG0014847	As001G032040	ESY2_g33662_DN3_SP0_c0.t1
OG0014848	As002G032410	ESY3_g30082_DN3_SP0_c0.t1
OG0014849	As002G032480	ESY4_g23868_DN3_SP0_c0.t1
OG0014850	As002G032590	ESY12_g51393_DN3_SP6_c0.t1
OG0014851	As002G032680	ESY6_g48374_DN3_SP1_c0.t1
OG0014852	As002G032840	ESY13_g56091_DN3_SP8_c0.t1
OG0014853	As002G032880	ESY13_g55960_DN3_SP0_c0.t1
OG0014854	As002G033180	ESY12_g51061_DN2_SP0_c22.t1
OG0014855	As002G033260	ESY7_g19104_DN3_SP0_c0.t1
OG0014856	As002G033290	ESY12_g51048_DN3_SP0_c0.t1
OG0014857	As002G033380	ESY12_g51021_DN3_SP7_c0.t1
OG0014858	As002G033490	ESY12_g51036_DN3_SP0_c0.t1
OG0014859	As002G033620	ESY12_g51002_DN3_SP8_c0.t1
OG0014860	As002G033760	ESY12_g50963_DN3_SP7_c0.t1
OG0014861	As002G033800	ESY12_g50956_DN3_SP1_c0.t1
OG0014862	As002G033940	ESY3_g30847_DN3_SP0_c0.t1
OG0014863	As002G033960	ESY3_g30849_DN3_SP0_c0.t1
OG0014864	As002G034040	ESY3_g30876_DN3_SP2_c0.t1
OG0014865	As002G034090	ESY3_g30882_DN2_SP2_c0.t1
OG0014866	As002G034180	ESY3_g30910_DN3_SP3_c0.t1
OG0014867	As002G034310	ESY3_g30935_DN3_SP0_c0.t1
OG0014868	As002G034400	ESY3_g30959_DN3_SP0_c0.t1
OG0014869	As002G034490	ESY3_g30975_DN3_SP0_c0.t1
OG0014870	As002G034670	ESY3_g30979_DN3_SP7_c0.t1
OG0014871	As002G034680	ESY3_g30980_DN3_SP0_c0.t1
OG0014872	As002G034930	ESY3_g31000_DN3_SP0_c0.t1
OG0014873	As002G034940	ESY3_g31001_DN3_SP7_c0.t1
OG0014874	As002G034990	ESY3_g31025_DN3_SP3_c0.t1
OG0014875	As002G035040, As005G108510	ESY7_g19260_DN3_SP0_c9.t1
OG0014876	As002G035230	ESY6_g49313_DN3_SP8_c0.t1
OG0014877	As002G035250	ESY6_g49312_DN3_SP0_c0.t1
OG0014878	As002G035460	ESY3_g31057_DN3_SP0_c0.t1
OG0014879	As002G035560	ESY3_g31071_DN3_SP0_c0.t1
OG0014880	As002G035590	ESY3_g31076_DN3_SP5_c0.t1
OG0014881	As002G035630	ESY3_g31080_DN3_SP0_c0.t1
OG0014882	As002G036170	ESY3_g31142_DN3_SP8_c0.t1
OG0014883	As002G040530, As002G036390	ESY6_g48243_DN3_SP0_c0.t1
OG0014884	As002G036630	ESY3_g31198_DN3_SP6_c0.t1
OG0014885	As002G036780	ESY3_g31181_DN3_SP6_c0.t1
OG0014886	As002G036830	ESY3_g31204_DN3_SP0_c0.t1
OG0014887	As002G036930	ESY3_g31218_DN2_SP0_c0.t1
OG0014889	As002G038310	ESY3_g31356_DN3_SP6_c0.t1
OG0014890	As002G038630	ESY3_g31337_DN3_SP2_c0.t1
OG0014891	As002G038750	ESY3_g31347_DN3_SP8_c0.t1
OG0014892	As002G038920	ESY3_g30060_DN3_SP0_c0.t1
OG0014893	As002G039340	ESY15_g64890_DN3_SP8_c0.t1
OG0014894	As002G039430	ESY15_g64956_DN3_SP4_c0.t1
OG0014895	As002G039440	ESY15_g65061_DN3_SP0_c0.t1
OG0014896	As002G039880	ESY15_g65163_DN3_SP8_c0.t1
OG0014897	As002G041360	ESY3_g29004_DN3_SP7_c0.t1
OG0014898	As002G041960	ESY15_g65390_DN3_SP0_c0.t1
OG0014899	As002G042150	ESY5_g3092_DN3_SP8_c0.t1
OG0014900	As002G042300	ESY7_g16487_DN2_SP1_c0.t1
OG0014901	As002G042320	ESY3_g31646_DN3_SP8_c6.t1
OG0014902	As002G042390	ESY24_g32876_DN3_SP0_c0.t1
OG0014903	As002G042600	ESY11_g52583_DN3_SP0_c0.t1
OG0014904	As002G042780	ESY24_g33216_DN3_SP8_c0.t1
OG0014905	As002G043290	ESY3_g31282_DN3_SP3_c0.t1
OG0014906	As002G043490	ESY6_g46412_DN3_SP4_c14.t1
OG0014907	As002G043500	ESY6_g46414_DN3_SP8_c11.t1
OG0014908	As002G043580	ESY6_g46455_DN3_SP1_c0.t1
OG0014909	As002G043600	ESY6_g46477_DN3_SP5_c0.t1
OG0014910	As002G043620	ESY6_g46496_DN3_SP8_c0.t1
OG0014911	As002G043860	ESY2_g35171_DN3_SP8_c0.t1
OG0014912	As002G043950	ESY6_g46693_DN3_SP8_c0.t1
OG0014913	As002G043960	ESY6_g46694_DN3_SP0_c0.t1
OG0014914	As002G043990	ESY2_g38600_DN3_SP0_c0.t1
OG0014915	As002G044010	ESY6_g46722_DN3_SP0_c0.t1
OG0014916	As002G044020	ESY6_g46728_DN3_SP0_c0.t1
OG0014919	As002G044330	ESY6_g46860_DN3_SP2_c0.t1
OG0014920	As002G044510	ESY6_g46927_DN3_SP5_c0.t1
OG0014921	As002G044720	ESY6_g47355_DN3_SP0_c0.t1
OG0014922	As002G044870	ESY6_g47217_DN3_SP3_c0.t1
OG0014923	As002G045010	ESY6_g47187_DN3_SP0_c0.t1
OG0014924	As002G045190	ESY6_g47411_DN3_SP7_c0.t1
OG0014925	As002G045220	ESY6_g47412_DN3_SP3_c0.t1
OG0014926	As002G045350	ESY6_g47462_DN3_SP8_c0.t1
OG0014927	As002G045740	ESY6_g47520_DN3_SP8_c0.t1
OG0014928	As002G046160	ESY6_g47858_DN3_SP8_c0.t1
OG0014929	As002G046600	ESY6_g47954_DN3_SP3_c0.t1
OG0014931	As002G047140	ESY6_g48012_DN3_SP1_c0.t1
OG0014932	As002G047230	ESY6_g48037_DN3_SP7_c0.t1
OG0014934	As002G047360	ESY6_g48065_DN3_SP8_c0.t1
OG0014935	As002G047870	ESY6_g48162_DN1_SP0_c0.t1
OG0014936	As002G047960	ESY6_g48174_DN3_SP0_c0.t1
OG0014937	As002G048060	ESY6_g48201_DN3_SP0_c0.t1
OG0014938	As002G048130	ESY6_g48216_DN3_SP0_c0.t1, ESY6_g48220_DN3_SP0_c0.t1
OG0014939	As002G048270	ESY6_g48274_DN3_SP5_c0.t1
OG0014940	As002G048370	ESY6_g48292_DN3_SP0_c0.t1
OG0014941	As002G048380	ESY6_g48293_DN3_SP8_c0.t1
OG0014942	As002G048720	ESY6_g48368_DN3_SP0_c0.t1
OG0014943	As002G048740	ESY6_g48370_DN3_SP5_c0.t1
OG0014944	As002G048750	ESY6_g48371_DN3_SP0_c0.t1
OG0014945	As002G049100	ESY6_g48431_DN3_SP2_c0.t1
OG0014946	As002G049310	ESY6_g48476_DN3_SP8_c15.t1
OG0014947	As002G049340	ESY6_g48481_DN3_SP0_c0.t1
OG0014949	As002G049530	ESY6_g48518_DN3_SP0_c0.t1
OG0014950	As002G049610	ESY6_g48528_DN3_SP8_c0.t1
OG0014951	As002G049930	ESY6_g48553_DN3_SP0_c0.t1
OG0014952	As002G049950	ESY6_g48555_DN3_SP0_c0.t1
OG0014953	As002G050010	ESY15_g64876_DN3_SP0_c0.t1
OG0014954	As002G050080	ESY15_g64859_DN3_SP3_c0.t1
OG0014955	As002G050250	ESY7_g17764_DN3_SP8_c0.t1
OG0014956	As002G050260	ESY7_g17757_DN3_SP0_c0.t1
OG0014957	As002G050540	ESY7_g18407_DN3_SP8_c25.t1
OG0014958	As002G050740	ESY7_g18379_DN3_SP0_c0.t1
OG0014959	As002G051100	ESY7_g18311_DN3_SP2_c0.t1
OG0014960	As002G051360	ESY7_g18259_DN3_SP1_c0.t1
OG0014961	As002G051710, As002G051690	ESY7_g18209_DN3_SP0_c8.t1
OG0014962	As002G051740	ESY7_g18201_DN3_SP3_c0.t1
OG0014963	As002G051850	ESY7_g18183_DN3_SP1_c0.t1
OG0014964	As002G051900	ESY7_g18168_DN3_SP0_c0.t1
OG0014965	As002G051920	ESY7_g18166_DN3_SP0_c0.t1
OG0014966	As002G052130	ESY7_g18136_DN3_SP8_c0.t1
OG0014967	As002G052180	ESY7_g18126_DN3_SP0_c0.t1
OG0014968	As002G052190	ESY7_g18123_DN3_SP2_c16.t1
OG0014969	As002G052220	ESY9_g45237_DN3_SP7_c0.t1
OG0014970	As002G052280	ESY7_g18109_DN3_SP7_c0.t1
