Orthogroup	Aethionema_saxatile	Arabidopsis_arenosa
OG0014391	As011G265710	jg28071
OG0014392	As011G265990	jg28115
OG0014393	As011G266210	jg26379
OG0014394	As011G266320	jg28158
OG0014395	As011G266620	jg28209
OG0014396	As011G266670	jg28216
OG0014397	As011G266890	jg28235
OG0014398	As011G267190	jg28271
OG0014399	As011G267260	jg28281
OG0014400	As011G267370	jg28291
OG0014401	As011G267500	jg28301
OG0014402	As011G267530	jg28298
OG0014403	As012G267690	jg33824
OG0014404	As012G267740	jg33818
OG0014405	As012G268050	jg33761
OG0014406	As012G268070	jg33759
OG0014407	As012G268440	jg33705
OG0014408	As012G268600	jg33698
OG0014409	As012G268630	jg33695
OG0014410	As012G268670	jg20264
OG0014411	As012G268780	jg33685
OG0014412	As012G269440	jg33602
OG0014413	As012G269480	jg33597
OG0014414	As012G269640	jg33574
OG0014415	As012G269840	jg33532
OG0014416	As012G270260, As012G270320	jg33480
OG0014417	As012G270340, As012G270390	jg33478
OG0014418	As012G270480	jg33466
OG0014419	As012G270640	jg33442
OG0014420	As012G270650	jg33441
OG0014421	As012G270660	jg33440
OG0014422	As012G270730	jg33421
OG0014423	As012G270910	jg33395
OG0014424	As012G271270	jg33342
OG0014425	As012G271340	jg33332
OG0014426	As012G271480	jg33314
OG0014427	As012G271590	jg33225
OG0014428	As012G271700	jg33251
OG0014429	As012G271820	jg33277
OG0014430	As012G272040	jg2361
OG0014431	As012G272060	jg33196
OG0014432	As012G272090	jg33192
OG0014433	As012G272180	jg33181
OG0014434	As012G272330	jg33154
OG0014435	As012G272360	jg33149
OG0014436	As012G272610	jg33109
OG0014437	As012G272680	jg33097
OG0014438	As012G272790	jg33076
OG0014439	As012G272820	jg26045
OG0014440	As012G272940	jg33055
OG0014441	As012G272960	jg6885, jg33042
OG0014442	As012G273210	jg33010
OG0014443	As012G273260	jg32997
OG0014444	As012G273390	jg32975
OG0014445	As012G273450	jg33015
OG0014446	As012G273650	jg32935
OG0014447	As012G273830	jg32911
OG0014448	As012G273910	jg32904
OG0014449	As012G274230	jg11026
OG0014450	As012G274370	jg11050
OG0014451	As012G277900, As012G274400	jg15363
OG0014452	As012G274430	jg11053
OG0014453	As012G274550	jg11075
OG0014454	As012G274640	jg11093
OG0014455	As012G274710	jg11105
OG0014456	As012G275090	jg18572
OG0014457	As012G275110	jg18571
OG0014458	As012G275250	jg18561
OG0014459	As012G275490	jg15098
OG0014460	As012G275530	jg15103
OG0014461	As012G275770	jg13757
OG0014462	As012G275780	jg15129
OG0014463	As012G275790	jg15130
OG0014464	As012G275800	jg15131
OG0014465	As012G275900	jg15138
OG0014466	As012G275960	jg15154
OG0014467	As012G276070	jg15175
OG0014468	As012G276200	jg15187
OG0014469	As012G276210	jg15193
OG0014470	As012G276840	jg2365
OG0014471	As012G276970	jg15267
OG0014472	As012G277110	jg15271
OG0014473	As012G277720	jg15324
OG0014474	As012G278180	jg15345
OG0014475	As012G278600	jg15091
OG0014476	As012G278810	jg5308
OG0014477	As012G278870	jg15077
OG0014478	As012G278900	jg15075
OG0014479	As012G279510	jg15044
OG0014480	As012G280110	jg15379
OG0014481	As012G280250	jg15384
OG0014482	As012G280870	jg15422
OG0014483	As012G281500	jg15452
OG0014484	As012G281610	jg15464
OG0014485	As012G281620	jg15465
OG0014486	As012G281730	jg15472
OG0014487	As012G282010	jg15493
OG0014488	As012G282660	jg15585
OG0014489	As012G282700	jg15591
OG0014490	As012G282780	jg19319
OG0014491	As012G282970	jg15622
OG0014492	As012G283170	jg15642
OG0014493	As012G283230	jg15646, jg15714
OG0014494	As012G283250	jg15704
OG0014496	As012G284320	jg15810
OG0014497	As012G284520	jg15830
OG0014498	As012G284560	jg15835
OG0014499	As012G284750	jg15874
OG0014500	As012G284880	jg15888
OG0014501	As012G285220	jg15951
OG0014502	As012G285240	jg15954
OG0014503	As012G285250	jg15955
OG0014504	As012G285430	jg15984
OG0014505	As012G285450	jg15986
OG0014506	As012G285860	jg16038
OG0014507	As012G285900	jg16041
OG0014508	As012G286000	jg16064
OG0014509	As012G286230	jg16087
OG0014510	As012G286300	jg16096
OG0014511	As012G286620	jg15637
OG0014512	As012G286740	jg16121
OG0014513	As012G286800	jg16127
OG0014514	As012G286980, As012G287000	jg16143
OG0014515	As012G287090	jg16156
OG0014516	As012G287520	jg16209
OG0014517	As012G287690	jg16230
OG0014518	As012G287810	jg16244
OG0014519	As012G287910	jg16254
OG0014520	As012G287970	jg16262
OG0014521	As012G287980	jg16264
OG0014522	As012G287990	jg16265
OG0014523	As012G288090	jg16283
OG0014524	As012G288360	jg16318
OG0014526	As012G289020	jg16386
OG0014527	As012G289030	jg16387
OG0014528	As012G289190	jg16417
OG0014529	As012G289290	jg16435
OG0014530	As012G289320	jg16437
OG0014531	As012G289440	jg16446
OG0014532	As012G289450	jg16447
OG0014533	As012G289500	jg16451
OG0014637	As001G000280	jg9599
OG0014638	As001G000430	jg28055
OG0014639	As001G000490	jg9575
OG0014640	As001G000510	jg9571
OG0014641	As001G000560	jg9567
OG0014642	As001G000590	jg9564
OG0014643	As001G000670	jg9557
OG0014644	As001G000810	jg3384
OG0014645	As001G000830	jg9536
OG0014646	As001G000840	jg9535
OG0014647	As001G000900	jg9525
OG0014648	As001G000980	jg9519
OG0014649	As001G001010	jg9517
OG0014650	As001G001150	jg9504
OG0014651	As001G001160	jg9503
OG0014652	As001G001250	jg9491
OG0014653	As001G001350	jg9486
OG0014654	As001G001390	jg9482
OG0014655	As001G001400	jg9473
OG0014656	As001G001530	jg3424
OG0014657	As001G001550	jg9454
OG0014658	As001G001630, As001G001590	jg9448, jg17061, jg17058
OG0014659	As001G001700	jg9438
OG0014660	As001G001710	jg9437
OG0014661	As001G002320	jg9381
OG0014662	As001G002960	jg9324
OG0014663	As001G002990	jg9320
OG0014664	As001G003040	jg16887
OG0014665	As001G003050	jg9309
OG0014666	As001G003100	jg8276
OG0014667	As001G003340	jg9288
OG0014668	As001G003420	jg9280
OG0014669	As001G003460	jg9277
OG0014670	As001G003670	jg9263
OG0014671	As001G003700	jg9260
OG0014672	As001G003910	jg29234
OG0014673	As001G003920	jg9242
OG0014675	As001G004100	jg9220
OG0014676	As001G004110	jg9219
OG0014677	As001G004270	jg9210
OG0014678	As001G004290	jg9207
OG0014679	As001G004520	jg9193
OG0014680	As001G004830	jg9160
OG0014682	As001G004960	jg9151
OG0014684	As001G005340	jg9127
OG0014685	As001G005800	jg9098
OG0014686	As001G006080	jg9108
OG0014687	As001G006240	jg9110
OG0014689	As001G009970	jg8934
OG0014690	As001G010050	jg9032
OG0014691	As001G010380	jg9029
OG0014692	As001G010460	jg9027
OG0014693	As001G010510	jg9021
OG0014694	As001G011180	jg23826, jg23833
OG0014695	As001G012190	jg8996
OG0014696	As001G012730	jg8928
OG0014697	As001G013580	jg8951
OG0014698	As001G013750	jg8966
OG0014699	As001G013810	jg8971
OG0014700	As001G013910	jg8920
OG0014701	As001G014070	jg8922
OG0014702	As001G014240	jg8899
OG0014703	As001G014330	jg8888
OG0014705	As001G014940, As001G018320	jg28257
OG0014706	As001G015520	jg8825
OG0014707	As001G015610	jg8816
OG0014708	As001G015650	jg8811
OG0014709	As001G015790	jg31722
OG0014710	As001G015930	jg31755
OG0014711	As001G015990	jg31774
OG0014712	As001G016240	jg31808
OG0014713	As001G016250	jg31810
OG0014714	As001G016410	jg31823
OG0014715	As001G016420	jg31824
OG0014716	As001G016730	jg31863
OG0014717	As001G016770	jg31872
OG0014718	As001G016790	jg31879
OG0014719	As001G016800	jg31881
OG0014720	As001G016900	jg31885
OG0014722	As001G017040	jg31904
OG0014723	As001G017390	jg10918
OG0014724	As001G017410	jg10919
OG0014725	As001G017480	jg10929
OG0014726	As001G017520	jg10933
OG0014727	As001G017530	jg10934
OG0014728	As001G017550	jg10936
OG0014729	As001G017640	jg10951
OG0014730	As001G017860	jg10964
OG0014731	As001G018120	jg11008
OG0014732	As001G018300	jg11018
OG0014733	As001G018350	jg1558
OG0014734	As001G018510	jg15774
OG0014735	As001G018640	jg1507
OG0014736	As001G018810	jg2282
OG0014737	As001G018820	jg1454
OG0014738	As001G018850	jg1447
OG0014739	As001G019070	jg1407
OG0014740	As001G019150	jg1361
OG0014741	As001G019190	jg1349
OG0014742	As001G019580	jg1201
OG0014743	As001G020150	jg1100
OG0014744	As001G020320, As001G020330	jg18947
OG0014745	As001G020460	jg9453
OG0014746	As001G020650	jg979
OG0014747	As001G020860	jg956
OG0014748	As001G021170	jg895
OG0014749	As001G021290	jg880
OG0014750	As001G021560	jg848
OG0014751	As001G022030	jg753
OG0014752	As001G022140	jg718
OG0014753	As001G022210	jg12898
OG0014754	As001G022470	jg12925
OG0014755	As001G022490	jg12928
OG0014756	As001G022580	jg12934
OG0014757	As001G022720	jg12958
OG0014758	As001G022780	jg1732, jg12965
OG0014759	As001G022800	jg12967
OG0014760	As001G022820	jg12969
OG0014761	As001G022860	jg12974
OG0014763	As001G023000	jg12990
OG0014764	As001G023300	jg13025
OG0014765	As001G023660	jg13076
OG0014766	As001G023760	jg13086
OG0014767	As001G023770	jg13093
OG0014768	As001G023860	jg13104
OG0014769	As001G024060	jg13143
OG0014770	As001G024080	jg13146
OG0014771	As001G024230	jg13165
OG0014772	As001G024280	jg13168
OG0014773	As001G024430	jg13186
OG0014774	As001G024790	jg13241
OG0014775	As001G024990	jg13273
OG0014776	As001G025010	jg13275
OG0014777	As001G025070	jg13282
OG0014778	As001G025090	jg13291
OG0014779	As001G025170	jg13297
OG0014780	As001G025470	jg13346
OG0014781	As001G025590	jg13363
OG0014782	As001G025640	jg13368
OG0014783	As001G025790	jg13385
OG0014784	As001G025850	jg13399
OG0014785	As001G025950	jg13409
OG0014786	As001G026000	jg13414
OG0014788	As001G026400	jg13490
OG0014789	As001G026540	jg13514
OG0014790	As001G026670	jg13530
OG0014791	As001G026820	jg13557
OG0014792	As001G026830	jg13558
OG0014793	As001G027070	jg13617
OG0014794	As001G027230	jg13653
OG0014795	As001G027260	jg13657
OG0014796	As001G027770, As004G078300	jg12502
OG0014797	As001G027890	jg13804
OG0014798	As001G028090	jg13860
OG0014799	As004G077960, As001G028170	jg12419
OG0014800	As001G028200	jg796
OG0014801	As001G028270	jg2241
OG0014802	As001G028370	jg2230
OG0014803	As001G028400	jg2226
OG0014804	As001G028560	jg2175
OG0014805	As001G028800	jg2105
OG0014806	As001G028900	jg2087
OG0014807	As001G029010	jg2059
OG0014808	As001G029090	jg2049
OG0014809	As001G029190	jg2019
OG0014810	As001G029240	jg2008
OG0014811	As001G029270	jg1985
OG0014812	As001G029310	jg1965
OG0014813	As001G029390	jg1934
OG0014814	As001G029540	jg1857
OG0014815	As001G029640	jg1818
OG0014816	As001G029670	jg1808
OG0014817	As001G029780	jg1763
OG0014818	As001G029810	jg1753
OG0014819	As001G029830	jg1747
OG0014820	As001G029850	jg1744
OG0014821	As001G029900	jg23380
OG0014822	As001G029910	jg1725
OG0014823	As001G029960	jg1587
OG0014824	As001G029980	jg1584
OG0014825	As001G030030	jg1717
OG0014826	As001G030170	jg356
OG0014827	As001G030260	jg14953
OG0014828	As001G030380	jg13189
OG0014829	As001G030440	jg377
OG0014830	As001G030490	jg387
OG0014831	As001G030510	jg389
OG0014832	As001G030580	jg394
OG0014833	As001G031010	jg469
OG0014834	As001G031090	jg483
OG0014835	As001G031200	jg502
OG0014836	As001G031290	jg526
OG0014837	As001G031320	jg529
OG0014838	As001G031330, As001G031340	jg530
OG0014839	As001G031370	jg535
OG0014840	As001G031380	jg536
OG0014841	As001G031530	jg569
OG0014842	As001G031740	jg603
OG0014843	As001G031820	jg624
OG0014844	As001G031870	jg631
OG0014845	As001G031890	jg633
OG0014846	As001G031910	jg635
OG0014847	As001G032040	jg671
OG0014848	As002G032410	jg25210
OG0014849	As002G032480	jg9636
OG0014850	As002G032590	jg9869
OG0014852	As002G032840	jg9839
OG0014853	As002G032880	jg9830
OG0014854	As002G033180	jg19396
OG0014855	As002G033260	jg12027
OG0014856	As002G033290	jg19388
OG0014857	As002G033380	jg19368
OG0014858	As002G033490	jg19383
OG0014859	As002G033620	jg19353
OG0014860	As002G033760	jg19335
OG0014861	As002G033800	jg19332
OG0014862	As002G033940	jg24827
OG0014863	As002G033960	jg24829
OG0014864	As002G034040	jg24844
OG0014865	As002G034090	jg24848
OG0014866	As002G034180	jg24854
OG0014867	As002G034310	jg24872
OG0014868	As002G034400	jg24884
OG0014869	As002G034490	jg24895
OG0014870	As002G034670	jg24898
OG0014871	As002G034680	jg24899
OG0014872	As002G034930	jg24912
OG0014873	As002G034940	jg24913
OG0014874	As002G034990	jg24917
OG0014875	As002G035040, As005G108510	jg4106
OG0014876	As002G035230	jg24937
OG0014877	As002G035250	jg24938
OG0014878	As002G035460	jg24958
OG0014879	As002G035560	jg24966
OG0014880	As002G035590	jg24970
OG0014881	As002G035630	jg24974
OG0014883	As002G040530, As002G036390	jg22514
OG0014884	As002G036630	jg25054
OG0014885	As002G036780	jg25040
OG0014886	As002G036830	jg25057
OG0014887	As002G036930	jg25062
OG0014888	As002G037110, As002G037100	jg25081
OG0014889	As002G038310	jg25157
OG0014890	As002G038630	jg25173
OG0014891	As002G038750	jg25165
OG0014892	As002G038920	jg25190
OG0014893	As002G039340	jg7026
OG0014894	As002G039430	jg21608
OG0014895	As002G039440	jg6970
OG0014896	As002G039880	jg21629
OG0014897	As002G041360	jg26354
OG0014898	As002G041960	jg21688
OG0014899	As002G042150	jg29181
OG0014900	As002G042300	jg21723
OG0014901	As002G042320	jg21725
OG0014902	As002G042390	jg21733
OG0014903	As002G042600	jg21741
OG0014904	As002G042780	jg21759
OG0014905	As002G043290	jg21790
OG0014906	As002G043490	jg21827
OG0014907	As002G043500	jg21828
OG0014908	As002G043580	jg21843
OG0014909	As002G043600	jg21845
OG0014910	As002G043620	jg21847
OG0014911	As002G043860	jg21880
OG0014912	As002G043950	jg21896
OG0014913	As002G043960	jg21897
OG0014914	As002G043990	jg21908
OG0014915	As002G044010	jg21910
OG0014916	As002G044020	jg21911
OG0014917	As002G044190	jg21931
OG0014918	As006G143690, As002G044300	jg21948
OG0014919	As002G044330	jg21952
OG0014920	As002G044510	jg21990
OG0014921	As002G044720	jg22053
OG0014922	As002G044870	jg22038
OG0014923	As002G045010	jg22025
OG0014924	As002G045190	jg22065
OG0014926	As002G045350	jg22081
OG0014927	As002G045740	jg22148
OG0014928	As002G046160	jg22235
OG0014929	As002G046600	jg22309
OG0014930	As002G046980	jg30406, jg30404
OG0014931	As002G047140	jg22357
OG0014932	As002G047230	jg22378
OG0014933	As002G047290	jg22386
OG0014934	As002G047360	jg22394
OG0014935	As002G047870	jg22460
OG0014936	As002G047960	jg22470
OG0014937	As002G048060	jg22481
OG0014939	As002G048270	jg22541
OG0014940	As002G048370	jg22555
OG0014941	As002G048380	jg22556
OG0014942	As002G048720	jg22595
OG0014943	As002G048740	jg22598
OG0014944	As002G048750	jg22599
OG0014945	As002G049100	jg22641
OG0014946	As002G049310	jg22668
OG0014947	As002G049340	jg22670
OG0014949	As002G049530	jg22687
OG0014950	As002G049610	jg22695
OG0014951	As002G049930	jg22718
OG0014952	As002G049950	jg22720
OG0014954	As002G050080	jg6955
OG0014955	As002G050250	jg5153
OG0014956	As002G050260	jg5154
OG0014957	As002G050540	jg5126
OG0014958	As002G050740	jg5102
OG0014959	As002G051100	jg5056
OG0014960	As002G051360	jg5025
OG0014961	As002G051710, As002G051690	jg4989
OG0014962	As002G051740	jg4986
OG0014963	As002G051850	jg4975
OG0014964	As002G051900	jg4966
OG0014965	As002G051920	jg4962
OG0014966	As002G052130	jg4940
OG0014967	As002G052180	jg4933
OG0014968	As002G052190	jg4932
OG0014969	As002G052220	jg18981
OG0014970	As002G052280	jg4923
OG0014971	As002G052310	jg4920
OG0014972	As002G052340	jg4916
OG0014973	As002G052540	jg4899
OG0014974	As002G052560	jg4898
OG0014975	As002G052760	jg4879
OG0014976	As002G052800	jg4876
OG0014977	As002G052830	jg4873
OG0014978	As002G052920	jg4869
OG0014979	As002G053100	jg4851
OG0014980	As002G053110	jg4850
OG0014981	As002G053320	jg4823
OG0014982	As002G053600	jg4783
OG0014983	As002G053650	jg4778
OG0014984	As002G053780	jg4762
OG0014985	As002G053790	jg4761
OG0014986	As002G054080	jg4731
OG0014987	As002G054540	jg4682
OG0014988	As002G054570	jg4680
OG0014989	As002G054810	jg4644
OG0014990	As002G055170	jg4603
OG0014991	As002G055260	jg4592
OG0014992	As002G055340	jg4581
OG0014993	As002G055420	jg4571
OG0014994	As003G055600	jg10902
OG0014995	As003G055730	jg10882
OG0014996	As003G055750	jg10880
OG0014997	As003G056110	jg10838
OG0014998	As003G056130	jg10837
OG0014999	As003G056770	jg10753
OG0015000	As003G056950	jg10745
OG0015001	As003G057060	jg10730
OG0015002	As003G057080	jg10728
OG0015003	As003G057130	jg10722
OG0015005	As003G057270	jg10707
OG0015006	As003G057520	jg10675
OG0015007	As003G057590	jg10663
OG0015008	As003G057740	jg10646
OG0015009	As003G057950	jg10611
OG0015010	As003G057960	jg10610
OG0015011	As003G058020	jg10604
OG0015012	As003G058260	jg10561
OG0015013	As003G058670, As003G058710	jg10499
OG0015014	As003G058780	jg10493
OG0015015	As003G058830	jg10487
OG0015016	As003G058880	jg30329
OG0015017	As003G059070	jg10451
OG0015018	As003G059140	jg10441
OG0015019	As003G059260, As009G200120	jg5245
OG0015020	As003G059280	jg10431
OG0015021	As003G059490	jg10418
OG0015022	As003G059550	jg10412
OG0015023	As003G059580	jg10407
OG0015024	As003G059700	jg10395
OG0015025	As003G059820	jg10381
OG0015026	As003G059870	jg10377
OG0015027	As003G059990	jg10345
OG0015028	As003G060500	jg10279
OG0015029	As003G060660	jg10257
OG0015030	As003G060860	jg10239
OG0015031	As003G060910	jg10235
OG0015032	As003G061040	jg10216
OG0015033	As003G062040	jg10092
OG0015034	As003G062250	jg10069
OG0015035	As003G062320	jg31934
OG0015036	As003G062360	jg31941
OG0015037	As003G062390	jg31945
OG0015038	As003G062440	jg31957
OG0015039	As003G062460	jg31958
OG0015040	As003G062610	jg31975
OG0015041	As003G062630	jg31977
OG0015042	As003G062670	jg31980
OG0015043	As003G062730	jg31984
OG0015044	As003G063280	jg32098
OG0015046	As003G063350	jg32107
OG0015047	As003G063460	jg32138
OG0015048	As003G063800	jg32211
OG0015049	As003G063840	jg32218
OG0015050	As003G063850	jg32219
OG0015051	As003G063960	jg32241
OG0015052	As003G064090	jg32271
OG0015053	As003G064180	jg32297
OG0015055	As003G064200	jg32299
OG0015056	As003G064230	jg32329
OG0015057	As003G064580	jg32614
OG0015058	As003G064600	jg32603
OG0015059	As003G064650	jg32595
OG0015060	As003G064830	jg32534
OG0015061	As003G064890	jg32518
OG0015062	As003G064970	jg32514
OG0015063	As003G065040	jg32503, jg32511
OG0015064	As003G065110	jg32492
OG0015065	As003G065220	jg32660
OG0015066	As003G065290	jg11021
OG0015067	As003G065400	jg32811
OG0015068	As003G065470	jg32799
OG0015069	As003G065560	jg32779
OG0015070	As003G065820	jg32755
OG0015071	As003G066010	jg32481
OG0015072	As003G066280	jg32706
OG0015073	As003G066290	jg32707
OG0015074	As003G066300	jg32713
OG0015075	As003G066550	jg21064
OG0015076	As003G066600	jg32833
OG0015077	As003G067310	jg31306
OG0015078	As003G067480	jg26498
OG0015079	As003G068120	jg31298
OG0015080	As003G068230	jg31299
OG0015081	As003G068390, As009G218090	jg23095
OG0015082	As003G068640	jg31343
OG0015084	As003G069850	jg31445
OG0015085	As003G070140	jg31500
OG0015086	As003G070300	jg31522
OG0015087	As003G070450	jg31542
OG0015088	As003G070490	jg31545
OG0015089	As003G070650	jg31549
OG0015090	As003G070670	jg31551
OG0015091	As003G071110	jg31609
OG0015092	As003G071230	jg31622
OG0015093	As003G071250	jg31626
OG0015094	As003G071660	jg8807
OG0015095	As003G071880	jg8789
OG0015096	As003G072160	jg8747
OG0015097	As003G072230	jg8740
OG0015098	As003G072270	jg8736
OG0015099	As003G072330	jg8731
OG0015100	As003G072350	jg8729
OG0015101	As003G072450	jg8712
OG0015102	As003G072590	jg8694
OG0015103	As003G072990	jg8658
OG0015104	As003G073030	jg8654
OG0015105	As003G073040	jg8652
OG0015106	As003G073050	jg8651
OG0015107	As003G073080	jg8742
OG0015108	As003G073370	jg8621
OG0015109	As003G073430	jg8615
OG0015110	As003G073480	jg8610
OG0015111	As003G073510	jg8607
OG0015112	As003G073660	jg8593
OG0015113	As003G073820	jg11939
OG0015114	As003G073910	jg8572
OG0015115	As003G074100	jg8554
OG0015116	As003G074270	jg8541
OG0015117	As003G074340	jg8535
OG0015118	As003G074420	jg8527
OG0015119	As003G074450	jg8523
OG0015120	As003G074470	jg8521
OG0015121	As003G074680	jg8505
OG0015122	As003G075000	jg8467
OG0015123	As003G075030	jg8465
OG0015124	As003G075110	jg8431
OG0015125	As003G075470	jg8408
OG0015126	As003G075540	jg8402
OG0015127	As003G075720	jg8383
OG0015128	As003G075830	jg8373, jg32607
OG0015129	As003G076000	jg8356
OG0015130	As003G076040	jg8350
OG0015131	As003G076110	jg8340
OG0015132	As003G076140	jg8337
OG0015133	As003G076160	jg8335
OG0015134	As003G076420	jg8288
OG0015135	As003G076440	jg8290
OG0015136	As003G076480	jg8294
OG0015137	As003G076490	jg8295
OG0015138	As003G076550	jg8308, jg8301
OG0015139	As003G076570	jg8310
OG0015140	As003G076640	jg8271
OG0015141	As004G076680	jg11840
OG0015142	As004G076750	jg12168
OG0015143	As004G076850	jg12038
OG0015144	As004G076880	jg12028
OG0015145	As004G076960	jg12052
OG0015146	As004G076970	jg1906
OG0015147	As004G077210	jg12198
OG0015148	As004G077240	jg12204
OG0015149	As004G077440	jg12254
OG0015150	As004G077470	jg12258
OG0015151	As004G077510	jg12302
OG0015152	As004G077810	jg12385
OG0015153	As004G077850	jg12402
OG0015154	As004G077910	jg12415
OG0015155	As004G078220	jg12485
OG0015156	As004G078420	jg12534
OG0015157	As004G078560	jg12553
OG0015158	As004G078570	jg12554
OG0015159	As004G078640	jg20516
OG0015160	As004G078700	jg31683
OG0015161	As004G078840	jg18627
OG0015162	As004G078870	jg18629
OG0015163	As004G078890	jg18631
OG0015164	As004G079220	jg14366
OG0015165	As004G079260	jg14369
OG0015166	As004G079310	jg31820
OG0015167	As004G079440	jg18679
OG0015168	As004G079470	jg18674
OG0015169	As004G079500	jg18672
OG0015170	As004G079550	jg18663
OG0015171	As004G079610	jg18659
OG0015172	As004G080130	jg32122
OG0015173	As004G080240	jg7253
OG0015174	As004G080520	jg7181
OG0015175	As004G080540	jg7176
OG0015176	As004G080560	jg7119
OG0015178	As004G080620	jg7102, jg7137
OG0015179	As004G080630	jg32291
OG0015180	As004G080830	jg7057
OG0015181	As004G081070	jg18532
OG0015182	As004G081120	jg18518
OG0015183	As004G081180	jg18516
OG0015184	As004G081380	jg18493
OG0015185	As004G081430	jg18488
OG0015186	As004G081550	jg18475
OG0015187	As004G081560	jg18474
OG0015188	As004G081670	jg18457
OG0015189	As004G081800	jg18446
OG0015190	As004G081950	jg20926
OG0015191	As004G081980	jg20930
OG0015192	As004G081990	jg20931
OG0015193	As004G082160	jg20987
OG0015194	As004G082170	jg20986
OG0015195	As004G082230	jg21004
OG0015196	As004G082360	jg21026
OG0015197	As004G082380	jg21027
OG0015198	As004G082590	jg21077
OG0015199	As004G082680	jg21115
OG0015200	As004G082690	jg5846
OG0015201	As004G082720	jg20824
OG0015202	As004G082780	jg21131
OG0015203	As004G082810	jg21133
OG0015204	As004G083350	jg7341
OG0015205	As004G083420	jg7354
OG0015206	As004G083460	jg7363
OG0015207	As004G083540	jg7364
OG0015208	As004G083550	jg7366
OG0015209	As004G083630	jg7379
OG0015210	As004G083730	jg7393
OG0015211	As004G083890	jg7414
OG0015212	As004G083930	jg7425
OG0015213	As004G083980	jg7431
OG0015214	As004G084080	jg7447
OG0015215	As004G084100	jg7450
OG0015216	As004G084120	jg7451
OG0015217	As004G084220	jg7469
OG0015218	As004G084340	jg7483
OG0015219	As004G084390	jg7489
OG0015220	As004G084420	jg7494
OG0015221	As004G084620	jg7550
OG0015222	As004G084630	jg7553
OG0015223	As004G084780	jg7586
OG0015224	As004G084880	jg7600
OG0015225	As004G084990	jg7610
OG0015226	As004G085050	jg21338
OG0015227	As004G085210	jg10277
OG0015228	As004G085490	jg7682
OG0015229	As004G085520	jg7685
OG0015230	As004G085590	jg7693
OG0015231	As004G085610	jg7695
OG0015232	As004G085660	jg7700
OG0015234	As004G085810	jg7733
OG0015235	As004G086060	jg7760
OG0015236	As004G086250	jg7786
OG0015237	As004G086640	jg20729
OG0015238	As004G087020	jg20672
OG0015240	As004G087140	jg20661
OG0015241	As004G087800	jg20562
OG0015242	As004G088080	jg20524
OG0015243	As004G088220	jg20507
OG0015244	As004G088270	jg20500
OG0015245	As004G088320	jg20495
OG0015246	As004G088390, As010G240070	jg2999
OG0015247	As004G088450	jg20484
OG0015248	As004G088460	jg20483
OG0015249	As012G268470, As004G088490	jg33700
OG0015251	As004G088800	jg20435
OG0015252	As004G088890	jg20427
OG0015253	As004G088920	jg28654
OG0015254	As004G089280	jg21796
OG0015255	As004G089630	jg20358
OG0015256	As004G090730	jg11915
OG0015257	As004G090770	jg11943
OG0015258	As004G091080	jg20302
OG0015259	As004G091110	jg20303
OG0015260	As004G092140	jg11961
OG0015261	As004G092160	jg26969
OG0015262	As004G092270	jg11970
OG0015263	As004G092440	jg27011
OG0015264	As004G092490	jg11980
OG0015265	As004G093010	jg11661
OG0015266	As004G093170	jg26879
OG0015267	As004G093410	jg10065
OG0015268	As004G093450	jg11623
OG0015269	As004G093670	jg26823
OG0015270	As004G093680	jg26822
OG0015271	As004G093890	jg11546
OG0015272	As004G094480	jg11463
OG0015273	As004G094560	jg11447
OG0015274	As004G094940	jg11403
OG0015275	As004G095070	jg11391
OG0015276	As004G095320	jg11347
OG0015277	As004G095580	jg11322
OG0015278	As004G095590	jg11321
OG0015279	As004G095600, As011G255090	jg26561
OG0015280	As004G096000	jg11254
OG0015281	As004G096480	jg11172
OG0015282	As004G096580	jg26350
OG0015283	As004G096760	jg12569
OG0015284	As004G096860	jg12606
OG0015285	As004G097120	jg12634
OG0015286	As004G097140	jg12637
OG0015288	As004G097670	jg12701
OG0015289	As004G097940	jg12758
OG0015290	As004G098470	jg27039
OG0015291	As005G098640	jg20221
OG0015293	As005G098740	jg20211
OG0015295	As005G099030	jg20193
OG0015296	As005G099050	jg20191
OG0015297	As005G099060	jg20190
OG0015298	As005G099270	jg20175
OG0015299	As005G099280	jg20174
OG0015300	As005G099340	jg20167
OG0015301	As005G099370	jg19370
OG0015302	As005G099410	jg20162
OG0015304	As005G099920	jg20114
OG0015305	As005G100120	jg20097
OG0015306	As005G100140	jg20095
OG0015307	As005G100310	jg20076
OG0015308	As005G100370	jg20071
OG0015309	As005G100490	jg20060
OG0015310	As005G100660	jg20047
OG0015311	As005G100760	jg20037
OG0015312	As005G101050	jg20003
OG0015313	As005G101200	jg19985
OG0015314	As005G101470	jg19956
OG0015315	As005G101480	jg19955
OG0015316	As005G101500	jg19953, jg27438
OG0015317	As005G101760	jg19917, jg19930
OG0015318	As005G101890	jg19911
OG0015319	As005G101920	jg19909
OG0015320	As005G101950	jg19906
OG0015321	As005G101980	jg19902
OG0015322	As005G102090	jg19871
OG0015323	As005G102110	jg19868
OG0015324	As005G102240	jg19856
OG0015325	As005G102290	jg19848
OG0015326	As005G102460	jg19830
OG0015327	As005G102870	jg19786
OG0015328	As005G103100	jg19758
OG0015329	As005G103210	jg19747
OG0015330	As005G103600	jg19706
OG0015331	As005G103760	jg19692
OG0015332	As005G103880	jg19680
OG0015333	As005G103910	jg19676
