Orthogroup	Aethionema_saxatile	Noccaea_praecox
OG0015392	As005G114260	Np007G384780, Np007G398690, Np002G084990, Np003G160090, Np007G379620, Np007G379630, Np002G084970, Np005G305160
OG0015393	As005G114530	Np002G092140
OG0015394	As005G114570	Np003G152220
OG0015395	As005G114780	Np003G152510
OG0015396	As005G114880	Np003G152580
OG0015397	As005G115170	Np003G153090
OG0015398	As005G115420	Np003G153630
OG0015399	As005G115630	Np003G153040
OG0015400	As005G115730	Np003G153310
OG0015401	As005G116010	Np001G006550
OG0015402	As005G116180	Np001G006150
OG0015403	As005G116220	Np001G006110
OG0015404	As005G116270	Np001G006070
OG0015405	As005G116280	Np001G006060
OG0015406	As005G116300	Np001G006040
OG0015407	As005G116310	Np001G005990
OG0015408	As005G116330	Np001G005980
OG0015409	As005G116590	Np001G005640
OG0015410	As005G116860	Np001G005220
OG0015411	As005G116890	Np001G005180
OG0015412	As005G116980	Np006G335480
OG0015413	As005G117210	Np001G004800
OG0015414	As005G117320	Np001G004660
OG0015415	As005G117340	Np001G004630
OG0015416	As005G117360	Np001G004570
OG0015417	As005G117420	Np001G004510
OG0015418	As005G117470	Np001G004460
OG0015419	As005G117510	Np001G004360
OG0015420	As005G117590	Np001G004270
OG0015421	As005G117660	Np001G004220
OG0015422	As005G117860	Np001G003950
OG0015423	As005G117910	Np001G003840
OG0015424	As005G118260	Np001G003500
OG0015426	As005G118480	Np001G003100
OG0015427	As005G118610	Np001G002930
OG0015428	As005G118660	Np001G002870
OG0015430	As005G118940	Np001G002490
OG0015431	As005G118960	Np001G002460
OG0015432	As005G119010	Np001G002410
OG0015433	As005G119090	Np001G002330
OG0015434	As005G119130	Np001G002280
OG0015435	As005G119190	Np001G002220
OG0015436	As005G119300	Np001G002030
OG0015437	As005G119310	Np001G002020
OG0015438	As005G119350	Np001G001960
OG0015439	As005G119620	Np001G001610
OG0015440	As005G119740	Np006G363890
OG0015441	As005G119770	Np001G001430
OG0015442	As005G119810	Np001G001380
OG0015443	As005G120010	Np001G000960
OG0015444	As005G120220	Np003G175650
OG0015445	As005G120260	Np001G000760
OG0015446	As005G120380	Np001G000640
OG0015447	As005G120530	Np001G000600
OG0015448	As005G120580	Np001G000400
OG0015449	As005G120620	Np001G000340
OG0015450	As005G120670	Np001G000300
OG0015451	As005G120800	Np001G000170
OG0015452	As005G120900	Np001G000040
OG0015453	As006G121080	Np003G189810
OG0015454	As006G121230	Np003G189060
OG0015455	As006G121470	Np003G189270
OG0015456	As006G121620	Np003G189510
OG0015457	As006G121890	Np003G188790
OG0015458	As006G121900	Np003G188780
OG0015459	As006G122010	Np003G188450
OG0015460	As006G122070	Np003G188390
OG0015461	As006G122140	Np003G188290
OG0015462	As006G122600	Np003G187650
OG0015463	As006G122740	Np003G187500
OG0015464	As006G122820	Np003G187230
OG0015465	As006G122890	Np003G187120
OG0015466	As006G123280	Np003G186580
OG0015467	As006G123420	Np003G186390
OG0015468	As006G123440	Np003G186370
OG0015469	As006G123450	Np003G186340
OG0015470	As006G123710	Np003G185930
OG0015472	As006G124310	Np001G040110
OG0015473	As006G124360	Np001G040170
OG0015475	As006G124390	Np001G040220
OG0015476	As006G124540	Np001G040420
OG0015477	As006G124630	Np001G040550
OG0015478	As006G124660	Np001G040600
OG0015479	As006G124780	Np001G040760
OG0015480	As006G124800	Np001G040790
OG0015481	As006G124820	Np001G040810
OG0015482	As006G125070	Np001G041280
OG0015483	As006G125700	Np006G356470, Np006G356330
OG0015484	As006G126020	Np006G357530
OG0015485	As006G126180	Np006G357050
OG0015486	As006G126400	Np006G356080
OG0015487	As006G126440	Np006G356030
OG0015488	As006G126450	Np006G356020
OG0015489	As006G126810	Np006G355810
OG0015490	As006G127190	Np006G355190
OG0015491	As006G127340	Np006G355050
OG0015492	As006G127360	Np006G355020
OG0015493	As006G127780	Np006G346720, Np006G354030
OG0015494	As006G128200	Np006G347930, Np006G352760
OG0015495	As006G128320	Np006G352470
OG0015496	As006G128570	Np006G352200
OG0015497	As006G129100	Np006G360230
OG0015498	As006G129410	Np006G359910
OG0015499	As006G129570	Np006G359740
OG0015500	As006G129620	Np006G359600
OG0015501	As006G129690	Np006G359550
OG0015502	As006G129930	Np006G359090
OG0015503	As006G129990	Np006G358940
OG0015504	As006G130040	Np006G358890
OG0015505	As006G130060	Np006G358870
OG0015506	As006G130100	Np006G358820
OG0015507	As006G130130	Np006G358760
OG0015509	As006G130580	Np006G361490
OG0015510	As006G130600	Np006G361430
OG0015511	As006G130670	Np006G361270
OG0015512	As006G130730	Np006G361210
OG0015514	As006G130870	Np006G360880
OG0015515	As006G131000	Np006G361760
OG0015516	As006G131010	Np006G361770, Np006G361800
OG0015517	As006G131200	Np006G362020
OG0015518	As006G131230	Np006G362060
OG0015519	As006G131240	Np006G362090
OG0015520	As006G131310	Np004G191080
OG0015521	As006G131350	Np001G006440
OG0015522	As006G131440	Np006G362330
OG0015523	As006G131470	Np002G074540
OG0015524	As006G131500	Np006G362410
OG0015525	As006G131590	Np006G362520
OG0015526	As006G131690	Np006G362710
OG0015527	As006G131700	Np006G362750
OG0015528	As006G131730	Np006G362780
OG0015529	As006G131810	Np006G362860
OG0015530	As006G131840	Np006G362910
OG0015531	As006G131890	Np006G363030
OG0015532	As006G132010	Np006G363150
OG0015533	As006G132120	Np006G363230
OG0015534	As006G132340	Np005G278000
OG0015535	As006G132880	Np007G424820
OG0015536	As006G133040	Np007G424890
OG0015537	As006G133280	Np007G425200
OG0015538	As006G133320	Np007G425250
OG0015539	As006G133350	Np004G210930
OG0015540	As006G133410	Np007G425360
OG0015541	As006G133460	Np007G425420
OG0015542	As006G133530	Np007G425450
OG0015543	As006G133550	Np007G425460
OG0015544	As006G133590	Np007G425490, Np004G189960
OG0015545	As006G133670	Np003G124880
OG0015546	As006G133760	Np001G060480
OG0015547	As006G133790	Np003G124940
OG0015548	As006G133820	Np003G124960
OG0015549	As006G133840	Np003G124970
OG0015550	As006G133860	Np003G125000
OG0015551	As006G133870	Np003G125010
OG0015552	As006G133950	Np003G125070
OG0015553	As006G133980	Np003G125080
OG0015554	As006G134000	Np003G125090
OG0015555	As006G134270	Np005G279070
OG0015556	As006G134520	Np005G278760
OG0015557	As006G134820	Np007G424440
OG0015558	As006G134860	Np007G424370
OG0015559	As006G135090	Np007G423900
OG0015560	As006G135100	Np007G423870
OG0015561	As006G135120	Np007G423850
OG0015562	As006G135180	Np007G423780
OG0015563	As006G135290	Np007G423660
OG0015564	As006G135300	Np007G423590
OG0015565	As006G135430	Np007G423430
OG0015566	As006G135650	Np007G423180
OG0015567	As006G135690	Np007G423140
OG0015568	As006G135710	Np007G423120
OG0015569	As006G135820	Np007G422990
OG0015570	As006G135940	Np007G422850
OG0015571	As006G136030	Np007G422760
OG0015572	As006G136040	Np007G422710
OG0015573	As006G136300	Np007G422400
OG0015574	As006G136580	Np007G422020
OG0015575	As006G136740	Np007G421700
OG0015576	As006G136850	Np007G421610
OG0015577	As006G137160	Np007G421420
OG0015578	As006G137400	Np007G420910
OG0015579	As006G137470	Np007G420830
OG0015580	As006G137510	Np007G420730
OG0015581	As006G137950	Np007G420150
OG0015582	As006G138030	Np007G420010
OG0015583	As006G138410	Np007G419280
OG0015584	As006G138660	Np007G419090
OG0015585	As006G138790	Np007G418750
OG0015586	As006G138880	Np007G418890
OG0015587	As006G138990	Np007G418520
OG0015588	As006G139000	Np007G418510
OG0015589	As006G139100	Np007G418370
OG0015590	As006G139140	Np007G418230
OG0015591	As012G286110	Np001G065630
OG0015592	As006G139950	Np007G417220
OG0015593	As006G140040	Np007G417130
OG0015594	As006G140470	Np007G416370
OG0015595	As006G140600	Np007G416240
OG0015596	As012G267700, As006G140670	Np007G408700
OG0015597	As006G140700	Np007G416150
OG0015598	As006G140750	Np007G416040
OG0015599	As006G140820	Np007G415960
OG0015600	As006G140840	Np007G415910
OG0015601	As006G141040	Np007G415740
OG0015603	As006G141190	Np007G415410
OG0015604	As006G141240	Np007G415310
OG0015605	As006G141380	Np007G415180
OG0015606	As006G141410	Np007G415150
OG0015607	As006G141440	Np007G415120
OG0015608	As006G141520	Np007G415000
OG0015609	As006G141610	Np007G414850
OG0015610	As006G141620	Np007G414820
OG0015611	As006G141770	Np007G414600
OG0015612	As006G142250	Np007G413950
OG0015613	As006G142270	Np007G413910
OG0015614	As006G142640	Np006G331860
OG0015615	As006G142660	Np006G331950
OG0015616	As006G142870	Np006G332370
OG0015617	As006G143020	Np006G332760
OG0015618	As006G143080	Np006G332830
OG0015619	As006G143380	Np006G333400
OG0015620	As006G143400	Np006G333420
OG0015621	As006G143660	Np006G334150
OG0015622	As006G143910	Np006G333780
OG0015623	As006G143990	Np006G334360
OG0015625	As006G144130	Np006G334500
OG0015626	As006G144470	Np006G339810
OG0015627	As006G144860	Np006G339330
OG0015628	As006G144940	Np001G014860
OG0015629	As006G144980	Np006G339210
OG0015631	As006G145360	Np006G338390
OG0015632	As006G145550	Np006G338080
OG0015633	As006G145580	Np006G338010
OG0015634	As006G145670	Np006G337800
OG0015635	As006G145680	Np006G337830
OG0015636	As006G145750, As011G258620	Np007G388080
OG0015637	As006G145830	Np006G337690
OG0015638	As006G145880	Np006G337640
OG0015639	As006G145890	Np006G337630
OG0015640	As006G146020	Np006G337520
OG0015641	As006G146320, As006G146310	Np006G337080
OG0015642	As006G146660	Np006G336910
OG0015643	As006G146680	Np006G336890
OG0015644	As006G147180	Np006G335090
OG0015645	As006G147330	Np006G335180
OG0015646	As006G147340	Np006G335220
OG0015647	As006G147490	Np006G335870
OG0015648	As006G147510	Np006G335930
OG0015649	As006G147890	Np006G336090
OG0015650	As006G148120	Np007G402500, Np002G102230
OG0015651	As006G148780	Np006G339990
OG0015652	As007G152230	Np004G240650
OG0015653	As007G152250	Np004G240620
OG0015654	As007G152570	Np004G240160
OG0015655	As007G152780, As012G282080	Np004G240000
OG0015656	As007G152920	Np004G239750
OG0015657	As007G153100	Np004G239570
OG0015658	As007G153410	Np004G239240
OG0015659	As007G153490	Np004G239090
OG0015660	As007G153690	Np004G238900
OG0015661	As007G153830	Np004G238550
OG0015662	As007G153840	Np004G238560
OG0015663	As007G153860	Np004G238580
OG0015664	As007G153890	Np004G238620
OG0015665	As007G153930	Np004G238710
OG0015666	As007G154000	Np004G238450
OG0015667	As007G154170	Np004G238260
OG0015668	As007G154530	Np004G237630
OG0015669	As007G154610	Np004G237710
OG0015670	As007G154630	Np004G237740
OG0015671	As007G154710	Np004G237870
OG0015672	As007G154720	Np002G080400, Np002G080360
OG0015673	As007G155130	Np004G237040
OG0015674	As007G155240	Np004G236880
OG0015675	As007G155280	Np004G236810
OG0015676	As007G155380	Np004G236700
OG0015677	As007G155470	Np004G236620
OG0015678	As007G155510	Np004G236580
OG0015679	As007G155670	Np004G236340
OG0015680	As007G155710	Np004G236240
OG0015681	As007G155740	Np004G236210
OG0015682	As007G155770	Np004G236120
OG0015683	As007G156290	Np004G235370
OG0015684	As007G156650	Np004G234970
OG0015685	As007G156680	Np004G234940
OG0015686	As007G156750	Np004G234840
OG0015687	As007G156910	Np004G234570
OG0015688	As007G157080	Np004G234310
OG0015689	As007G157560	Np004G233790
OG0015690	As007G157630	Np004G233730
OG0015691	As007G157640	Np004G233690
OG0015692	As007G157750	Np004G233490
OG0015693	As007G157800	Np004G233380
OG0015694	As007G157820	Np004G233360
OG0015695	As007G157860, As007G157970, As007G157870	Np004G254640
OG0015696	As007G158140	Np004G232660
OG0015697	As007G158190	Np004G232580
OG0015698	As007G158520	Np004G232160
OG0015699	As007G158620	Np004G231970
OG0015700	As007G158710	Np004G231850
OG0015701	As007G158910	Np004G231390
OG0015702	As007G159100	Np004G231200
OG0015703	As007G159110	Np004G231190
OG0015704	As007G159170	Np004G231090
OG0015705	As007G159230	Np004G230960
OG0015706	As007G159320	Np004G230680
OG0015707	As007G159540	Np004G230250
OG0015708	As007G159780	Np004G229490
OG0015709	As007G159870	Np004G229200
OG0015710	As007G159950	Np004G228840
OG0015711	As007G160240	Np004G252590
OG0015712	As007G160550	Np004G226620
OG0015713	As007G160620	Np004G226230
OG0015714	As007G160780	Np004G225810
OG0015715	As007G160910	Np002G087590
OG0015716	As007G160970	Np004G224760
OG0015717	As007G161110	Np002G088360
OG0015718	As007G161130	Np004G208940
OG0015719	As007G161230	Np004G209090
OG0015720	As007G161330	Np004G209180
OG0015721	As007G161680	Np004G209550
OG0015722	As007G161870	Np004G209840
OG0015723	As007G161920	Np004G209880
OG0015724	As007G162300	Np004G235460
OG0015725	As007G162310	Np004G202060
OG0015726	As007G162360	Np004G202100
OG0015727	As007G162640	Np004G210280
OG0015728	As007G162690	Np005G282650
OG0015729	As007G162750	Np005G282570
OG0015730	As007G162830	Np005G282350
OG0015731	As007G162960	Np005G282230
OG0015732	As007G163010	Np005G282080
OG0015733	As007G163090	Np005G282010
OG0015734	As007G163190	Np006G363860
OG0015735	As007G163330	Np005G281780
OG0015736	As007G163490	Np005G281730
OG0015737	As007G163560	Np005G281620
OG0015738	As007G163570	Np005G280430, Np005G281610
OG0015739	As007G163740	Np005G281470
OG0015740	As007G164320	Np005G281250
OG0015741	As007G164380	Np005G281180
OG0015742	As007G164660	Np005G281000
OG0015743	As007G164780	Np005G280860
OG0015744	As007G165360	Np005G280630, Np005G280590
OG0015745	As007G165640	Np005G280720
OG0015746	As007G165700	Np005G280740
OG0015747	As007G165750	Np003G167310
OG0015748	As007G165970	Np004G250890
OG0015749	As007G166010	Np005G277250
OG0015750	As007G166990	Np005G277330
OG0015751	As009G207500, As007G167110	Np006G364170
OG0015752	As007G177490	Np006G364840
OG0015753	As007G177560	Np006G364760
OG0015754	As007G177840	Np006G365540
OG0015755	As007G179090	Np006G366640
OG0015756	As007G179260	Np006G366820
OG0015757	As007G179480	Np006G367080, Np006G367140
OG0015758	As007G179550	Np006G367400
OG0015759	As007G179600	Np006G367480
OG0015760	As007G179710	Np005G277230
OG0015761	As007G179750	Np006G367810
OG0015762	As007G179890	Np006G368170
OG0015763	As007G180140	Np006G368710
OG0015764	As007G180180	Np001G057460
OG0015765	As007G180270	Np006G368920
OG0015766	As007G180540	Np006G369370
OG0015768	As007G180610	Np006G369510
OG0015769	As007G180730	Np006G370120
OG0015770	As007G180790	Np006G370020
OG0015771	As007G180900	Np006G370480
OG0015772	As007G181930	Np006G371090
OG0015773	As007G182020	Np007G375940, Np006G371230
OG0015774	As007G182100	Np006G371270
OG0015776	As008G182870	Np004G242130
OG0015777	As008G183020	Np004G242310
OG0015778	As008G183100	Np004G242420
OG0015779	As008G183110	Np004G242440
OG0015780	As008G183130	Np004G242460
OG0015781	As008G183190	Np004G242580
OG0015782	As008G183380	Np004G242800
OG0015783	As008G183420	Np004G242840
OG0015784	As008G183540	Np004G243020
OG0015785	As008G183670	Np004G242980, Np004G202550
OG0015786	As008G183710	Np004G243190
OG0015787	As008G183870	Np004G243420
OG0015788	As008G183920	Np004G244110
OG0015789	As008G184080	Np004G243690
OG0015790	As008G184170	Np004G244200
OG0015791	As008G184360	Np004G244520
OG0015792	As008G184620	Np004G245010, Np004G245060
OG0015793	As008G184670	Np004G245160
OG0015794	As008G184740	Np004G245310
OG0015795	As008G184780	Np004G245420
OG0015796	As008G184870	Np004G245510
OG0015797	As008G185070	Np004G245670
OG0015798	As008G185080	Np004G245660
OG0015799	As008G185280	Np004G245850
OG0015800	As008G185610	Np004G246370
OG0015801	As008G185760	Np004G246590
OG0015802	As008G185930	Np004G246820
OG0015803	As008G185940	Np002G118720
OG0015804	As008G186070	Np004G247030
OG0015805	As008G186280	Np004G247380
OG0015806	As008G186670	Np004G247730
OG0015807	As008G186730	Np004G247790
OG0015808	As008G186750	Np004G247810
OG0015809	As008G186860	Np004G247940
OG0015810	As008G187050	Np004G248180
OG0015811	As008G187080	Np004G248200
OG0015812	As008G187210	Np004G248430
OG0015813	As008G187360	Np004G248630
OG0015814	As008G187500	Np004G249240
OG0015815	As008G187520	Np004G249220
OG0015816	As008G187570	Np004G249170
OG0015817	As008G187620	Np004G249110
OG0015818	As008G187790	Np004G248840
OG0015819	As008G188100	Np004G249440, Np004G249400
OG0015820	As008G188330	Np004G249710
OG0015821	As008G188340	Np004G249720
OG0015822	As008G188490	Np004G249840
OG0015823	As008G188620	Np004G249890
OG0015824	As008G188700	Np004G249910
OG0015825	As008G188800	Np004G250060
OG0015826	As008G189010	Np004G250180
OG0015827	As008G189510	Np004G250470
OG0015828	As008G189900	Np004G250680
OG0015829	As008G189950	Np004G250570
OG0015830	As008G190890	Np004G251250
OG0015831	As008G191890	Np004G251750
OG0015832	As008G192030	Np004G251730
OG0015833	As008G192290	Np001G018300
OG0015834	As008G192560	Np004G251970
OG0015835	As008G192900	Np004G252230
OG0015836	As008G193090	Np004G252570
OG0015837	As008G193170	Np004G252650
OG0015838	As008G193190	Np004G252690
OG0015839	As008G193290	Np004G253130
OG0015840	As008G193310	Np004G252800
OG0015841	As008G193320	Np004G252870
OG0015842	As008G193420	Np004G253020
OG0015843	As008G193480	Np004G253040
OG0015844	As008G193580	Np004G253170
OG0015845	As008G193590	Np004G253180
OG0015846	As008G193610	Np004G253200
OG0015847	As008G193670	Np004G253280
OG0015848	As008G194250	Np004G253770
OG0015849	As008G194350	Np004G253890
OG0015850	As008G194360	Np001G017710
OG0015851	As008G194370	Np004G253900
OG0015852	As008G194390	Np004G253920
OG0015853	As008G194860	Np004G254490
OG0015854	As008G194910	Np004G254550
OG0015855	As008G195260	Np004G254980
OG0015856	As008G195290	Np004G255000
OG0015857	As008G195430	Np004G251440
OG0015858	As008G195480	Np004G255140
OG0015859	As008G195540	Np004G255210
OG0015860	As008G195550	Np004G255220
OG0015861	As008G195640	Np004G255300
OG0015862	As008G196010	Np004G255700
OG0015863	As008G196120	Np005G302060
OG0015864	As008G196580	Np004G256300
OG0015865	As008G196620	Np004G256330
OG0015867	As008G196800	Np004G256830
OG0015868	As008G197000	Np004G244360, Np004G256540
OG0015869	As008G197110	Np004G257010
OG0015870	As008G197120	Np004G257020
OG0015871	As008G197130	Np004G257030
OG0015872	As008G197250	Np004G257150
OG0015873	As008G197400	Np004G257310
OG0015874	As008G197670	Np004G257610
OG0015875	As008G197810	Np004G257720
OG0015876	As008G197860	Np004G257790, Np004G257780
OG0015877	As008G197960	Np004G258070
OG0015878	As008G198050	Np004G257930
OG0015879	As008G198150	Np004G258240
OG0015880	As008G198170	Np004G258260
OG0015881	As008G198600	Np004G258690
OG0015882	As008G198940	Np004G258860
OG0015883	As008G199100	Np004G259340
OG0015884	As008G199150	Np004G259400
OG0015885	As008G199250	Np004G259540
OG0015886	As008G199260	Np004G259560
OG0015887	As008G199280	Np004G259580
OG0015888	As008G199320	Np004G259620
OG0015889	As008G199360	Np004G259660
OG0015890	As008G199370	Np004G259680
OG0015891	As008G199440	Np004G259750
OG0015892	As008G199570	Np004G259840
OG0015893	As008G199660	Np004G259910
OG0015894	As009G199730	Np003G140760
OG0015895	As009G199900	Np003G141480
OG0015896	As009G200020	Np003G141300
OG0015897	As009G200180	Np003G141100
OG0015898	As009G200260	Np003G141030
OG0015899	As009G200320	Np003G140950
OG0015900	As009G200400	Np003G141580
OG0015901	As009G200500	Np003G141660
OG0015902	As009G200540	Np003G141690
OG0015903	As009G201040	Np003G142440
OG0015904	As009G201100	Np003G142360
OG0015905	As009G201220	Np003G142280
OG0015906	As009G201290	Np003G142200
OG0015907	As009G201430	Np003G142050
OG0015908	As009G201700	Np003G142860
OG0015909	As009G202160, As009G201880	Np003G143290
OG0015910	As009G201980	Np007G423320
OG0015911	As009G202030	Np003G143160
OG0015912	As009G202470	Np003G143600
OG0015913	As009G202580	Np003G143750
OG0015914	As009G202770	Np003G143970
OG0015915	As009G202830	Np003G144070
OG0015916	As009G202870	Np003G144110
OG0015917	As009G203130	Np003G144410
OG0015918	As009G203320	Np003G144690
OG0015919	As009G203360	Np003G144670
OG0015920	As009G203410	Np003G144780
OG0015921	As009G203510	Np003G144920
OG0015922	As009G203590	Np003G144990
OG0015923	As009G203610	Np003G145010
OG0015924	As009G203920	Np003G145310
OG0015925	As009G203950	Np003G145370
OG0015926	As009G204100	Np003G145720
OG0015927	As009G204110	Np003G145730
OG0015928	As009G204200	Np003G145940
OG0015929	As009G204250	Np003G145960
OG0015930	As009G204270	Np004G250660
OG0015931	As009G204530	Np003G146480
OG0015932	As009G204590	Np003G146620
OG0015933	As009G204610	Np003G146630
OG0015934	As009G204660	Np003G146690
OG0015935	As009G205030	Np003G147040
OG0015936	As009G205210	Np001G013880
OG0015937	As009G205590	Np001G014250
OG0015939	As009G205680	Np001G014330
OG0015940	As009G206060	Np001G014770
OG0015941	As009G206200	Np001G014910
OG0015942	As009G206530	Np001G015100
OG0015943	As009G206540	Np001G015110
OG0015944	As009G206970	Np001G015560
OG0015945	As009G207240	Np001G016200
OG0015946	As009G207330	Np001G049470
OG0015947	As009G207340	Np001G016220
OG0015948	As009G207550	Np007G402770
OG0015949	As009G207910	Np001G016760
OG0015950	As009G208690	Np001G017200
OG0015951	As009G208910	Np001G017680
OG0015952	As009G209100	Np001G017840
OG0015953	As009G209240	Np001G017760
OG0015954	As009G210020	Np003G144030
OG0015955	As009G210720	Np003G132560
OG0015956	As009G210770	Np002G117960
OG0015957	As009G211440	Np003G140700
OG0015958	As009G211450	Np003G140690
OG0015959	As009G211510	Np003G132480
OG0015960	As009G211930	Np003G132110, Np003G135540
OG0015961	As009G212040	Np001G018120
OG0015962	As009G212050	Np004G202530
OG0015963	As009G212070	Np001G018080
OG0015964	As009G212300	Np003G131740
OG0015966	As009G212600	Np003G131440
OG0015967	As009G212640	Np003G131370
OG0015968	As009G212750	Np003G131190
OG0015969	As009G212770	Np003G131170
OG0015970	As009G212790	Np003G131160
OG0015971	As009G212970	Np003G130800
OG0015972	As009G212990	Np003G130780
OG0015973	As009G213030	Np003G130730
OG0015974	As009G213060	Np003G130700
OG0015975	As009G213080	Np003G130680
OG0015976	As009G213340	Np003G130380
OG0015977	As009G213850	Np007G404600
OG0015978	As009G213870	Np003G130060
OG0015979	As009G213940	Np003G129960
OG0015980	As009G213990	Np003G129880
OG0015981	As009G214090	Np003G129550
OG0015982	As009G214280	Np004G239100
OG0015983	As009G214450	Np003G129230
OG0015984	As009G214540	Np003G129160
OG0015985	As009G214630	Np003G129010
OG0015986	As009G214840	Np001G013670
OG0015987	As009G214850	Np001G013650
OG0015988	As009G214870	Np001G013630
OG0015989	As009G214940	Np001G013540
OG0015990	As009G215370	Np001G012790
OG0015991	As009G215470	Np001G012560
OG0015992	As009G215700	Np001G012250
OG0015993	As009G215750	Np001G012160
OG0015994	As009G215780	Np001G012100
OG0015995	As009G215840	Np001G012040
OG0015996	As009G216100	Np001G011600
OG0015997	As009G216150	Np001G011680
OG0015998	As009G216270	Np001G011820
OG0015999	As009G216280	Np001G011830
OG0016000	As009G216480	Np001G011330
OG0016001	As009G216530	Np001G011240
OG0016002	As009G216780	Np001G011000
OG0016003	As009G216800	Np001G010970
OG0016004	As009G216870	Np001G010920
OG0016005	As009G216950	Np007G388590
OG0016006	As009G217060	Np001G010630
OG0016007	As009G217100	Np001G010550
OG0016008	As009G217370	Np001G010160
OG0016009	As009G217420	Np001G010040
OG0016010	As009G217630	Np001G009800
OG0016011	As009G217650	Np001G009780
OG0016012	As009G217660	Np001G009760
OG0016013	As009G217790	Np001G009560
OG0016014	As009G217970	Np001G009300
OG0016015	As009G217990	Np001G009280
OG0016016	As009G218190	Np001G008930
OG0016017	As009G218260	Np001G008820
OG0016018	As009G218550	Np001G007930
OG0016019	As009G218590	Np001G007890
OG0016020	As009G218690	Np001G007670
OG0016021	As009G218790	Np001G007540
OG0016022	As009G218810	Np001G007530
OG0016023	As009G219030	Np001G007200
OG0016024	As009G219080	Np001G007110
OG0016025	As009G219170	Np001G006980
OG0016026	As009G219320	Np001G006810
OG0016027	As009G219400	Np001G006680
OG0016028	As009G219460	Np001G006590
OG0016029	As009G219590	Np003G154050
OG0016030	As009G219740	Np003G154240
OG0016031	As009G219820	Np003G154350
OG0016032	As009G219830	Np003G154360
OG0016033	As009G219890	Np003G154460
OG0016034	As009G219930	Np003G154520
OG0016035	As009G220140	Np003G154760
OG0016036	As009G220160	Np003G154780
OG0016037	As010G220340	Np001G053070
OG0016038	As010G220380	Np001G052990
OG0016039	As010G220500	Np001G052740
OG0016040	As010G220750	Np001G052370
OG0016041	As010G221020	Np001G051950
OG0016042	As010G221060	Np001G051830
OG0016043	As010G221100	Np001G051750
OG0016044	As010G221210	Np001G051530
OG0016045	As010G221260	Np001G051310
OG0016046	As010G221320	Np001G051180
OG0016047	As010G221540	Np001G050800
OG0016048	As010G221630	Np001G050660
OG0016049	As010G221670	Np001G050610
OG0016050	As010G221780	Np001G011850
OG0016051	As010G221910	Np001G050280
OG0016052	As010G222190	Np001G049930
OG0016053	As010G222250	Np001G049820
OG0016054	As010G222270	Np001G049780
OG0016055	As010G222470	Np004G213100
OG0016056	As010G222730	Np001G048520
OG0016057	As010G222750	Np001G048490
OG0016058	As010G222790	Np001G048440
OG0016059	As010G222850	Np001G048390
OG0016060	As010G222890	Np001G048250
OG0016061	As010G222950	Np001G048210
OG0016062	As010G222960	Np001G006670
OG0016063	As010G223020	Np001G048110
OG0016064	As010G223060	Np001G048070
OG0016065	As010G223150	Np001G047960
OG0016066	As010G223270	Np001G047840
OG0016067	As010G223330	Np001G047710
OG0016068	As010G223380	Np001G047640
OG0016069	As010G223460	Np001G047540
OG0016070	As010G223500	Np001G047470
OG0016071	As010G223510	Np001G047460
OG0016072	As010G223600	Np001G047210
OG0016073	As010G223640	Np001G047160
OG0016074	As010G223650	Np001G047150
OG0016075	As010G223660	Np001G047140
OG0016076	As010G223690	Np001G047090
OG0016077	As010G224090	Np001G046750
OG0016078	As010G224180	Np001G046640
OG0016079	As010G224280	Np001G046590
OG0016080	As010G224480	Np001G046290
OG0016081	As010G224980	Np001G045460
OG0016082	As010G225260	Np001G045060
OG0016083	As010G225320	Np005G307270
OG0016084	As010G226200	Np001G044060
OG0016085	As010G226850	Np001G043490
OG0016086	As010G226900	Np001G043470
OG0016087	As010G227020	Np001G043170
OG0016088	As010G227060	Np003G143890
OG0016089	As010G227080	Np001G043150
OG0016090	As010G227190	Np001G043120
OG0016091	As010G227480	Np004G257800
OG0016092	As010G228590	Np002G089770
OG0016093	As010G229120	Np002G091760
OG0016094	As010G229300	Np002G089960
OG0016095	As010G229620	Np002G089710
OG0016096	As010G229760	Np002G090620
OG0016097	As010G231290	Np002G088820
OG0016098	As010G231330	Np002G088300
OG0016099	As010G231500	Np007G408910
OG0016100	As010G231570	Np002G088700
OG0016101	As010G231710	Np002G088140
OG0016102	As010G231820	Np002G087780
OG0016103	As010G231830	Np002G087770
OG0016104	As010G231870	Np002G087650
OG0016105	As010G232010	Np002G087630
OG0016106	As010G232200	Np002G087420
OG0016107	As010G232430	Np002G087200
OG0016108	As010G232440	Np001G007410, Np002G087210
OG0016109	As010G232610	Np002G086950
OG0016110	As010G232620	Np002G086940
OG0016111	As010G232710	Np002G086740
OG0016112	As010G232890	Np002G086200
OG0016113	As010G233020	Np002G086040
OG0016114	As010G233070	Np002G085860
OG0016115	As010G233150	Np002G085740
OG0016116	As010G233200	Np002G085660
OG0016118	As010G233570	Np002G085040
OG0016119	As010G233590	Np002G084840
OG0016120	As010G233740	Np002G084550
OG0016121	As010G233820	Np002G084410
OG0016122	As010G234020	Np002G084040
OG0016123	As010G234040	Np002G084020
OG0016124	As010G234150	Np002G083880
OG0016125	As010G234170	Np002G083850
OG0016126	As010G234220	Np002G083800
OG0016127	As010G234290	Np002G083670
OG0016128	As010G234340	Np002G083620
OG0016129	As010G234390	Np002G083580
