Orthogroup	Aethionema_saxatile	Capsella_rubella
OG0013684	As006G129760	XP_023633979.1
OG0013685	As006G129910	XP_006293778.1
OG0013686	As006G129980	XP_006293920.1
OG0013687	As006G130140	XP_006293759.1
OG0013688	As006G130160	XP_006295262.1
OG0013689	As006G130210	XP_006293360.1
OG0013690	As006G130230	XP_006295521.1
OG0013691	As006G130390	XP_006294094.1
OG0013692	As006G130510	XP_023641041.1
OG0013693	As006G130550	XP_006303765.2
OG0013694	As006G130770	XP_023640681.1
OG0013695	As006G130840	XP_006295999.1
OG0013696	As006G131150, As006G131120	XP_023639453.1
OG0013697	As006G131160, As006G131180	XP_023639809.1
OG0013698	As006G131210	XP_006294000.1
OG0013699	As006G131270	XP_023636694.1
OG0013700	As006G131320	XP_006294379.1
OG0013701	As006G131370	XP_006293431.1
OG0013702	As006G131390	XP_006294073.1
OG0013703	As006G131410	XP_006307435.1
OG0013704	As006G131450	XP_006293713.1
OG0013705	As006G131540	XP_006295237.1
OG0013706	As006G131620	XP_023639872.1
OG0013707	As006G131680	XP_006294416.1
OG0013708	As006G131750	XP_006295273.1
OG0013709	As006G137250, As006G131770	XP_023641400.1
OG0013710	As006G131850	XP_006296521.1
OG0013711	As006G131910	XP_006294876.1
OG0013712	As006G131960	XP_006295006.1
OG0013713	As006G131990	XP_023640627.1
OG0013714	As006G132200	XP_006293422.1
OG0013715	As006G132220	XP_023632571.1, XP_006284446.1
OG0013716	As006G132700	XP_006284048.1
OG0013717	As006G132750	XP_006296749.1
OG0013719	As006G133250	XP_006298338.1
OG0013720	As006G133290	XP_006299725.1
OG0013721	As006G133300	XP_006297134.1
OG0013722	As006G133370	XP_023641462.1
OG0013723	As006G133810	XP_006279332.2
OG0013724	As006G133910	XP_006279330.1
OG0013725	As006G133960	XP_006306935.1
OG0013726	As006G134010	XP_006288609.1
OG0013727	As006G134150	XP_006282277.1
OG0013728	As006G134450	XP_023638269.1
OG0013729	As006G134990	XP_006297602.1
OG0013730	As006G135010	XP_006297653.1
OG0013731	As006G135220	XP_006298466.1
OG0013733	As006G135420	XP_006299851.1
OG0013734	As006G135570	XP_006280626.2
OG0013735	As006G135700	XP_006298406.1, XP_006302698.1
OG0013736	As006G135980	XP_023641230.1
OG0013737	As006G136230	XP_006297951.1
OG0013738	As006G136320	XP_006299661.1
OG0013739	As006G136370	XP_006298986.1
OG0013740	As006G136450	XP_006284022.1
OG0013741	As006G136610	XP_006298972.1
OG0013742	As006G136810	XP_006297551.1
OG0013743	As006G136910	XP_006298626.2
OG0013744	As006G136930	XP_006296880.1
OG0013745	As006G137170	XP_006300208.1
OG0013746	As006G137180	XP_006298545.1
OG0013747	As006G137390	XP_006298882.2
OG0013748	As006G137500	XP_006297897.1
OG0013749	As006G137540	XP_006298330.1
OG0013750	As006G137720	XP_006299269.1
OG0013751	As006G137730	XP_006297764.1
OG0013752	As006G137810, As012G286990	XP_006297308.1
OG0013753	As006G137850	XP_006297533.1
OG0013754	As006G138020	XP_006296690.1
OG0013755	As006G138080	XP_006297343.1
OG0013756	As006G138190	XP_006298480.1
OG0013757	As006G138280	XP_023642421.1
OG0013758	As006G138480, As006G138520	XP_023641689.1
OG0013759	As006G138560	XP_006299176.1
OG0013760	As006G138670	XP_006298292.1
OG0013761	As006G139050	XP_006297685.1
OG0013762	As006G139120	XP_006297250.1
OG0013763	As006G139380	XP_006299402.1
OG0013764	As006G139400	XP_006297751.1
OG0013765	As006G139730	XP_023642283.1
OG0013766	As006G139990	XP_023642124.1
OG0013767	As006G140120	XP_006296874.1
OG0013768	As006G140300	XP_006297269.1
OG0013769	As006G140330	XP_023641423.1
OG0013770	As006G140410	XP_006297459.2
OG0013771	As006G140830	XP_023641756.1
OG0013772	As006G141130	XP_006296894.1
OG0013773	As006G141310	XP_023636590.1
OG0013774	As006G141460	XP_023642367.1
OG0013775	As006G141480	XP_006297371.1
OG0013776	As006G141760	XP_006298743.1
OG0013777	As006G141830	XP_006298302.1
OG0013778	As006G141970	XP_006297193.1
OG0013779	As006G142170	XP_023641221.1
OG0013780	As006G142530	XP_006294080.1
OG0013781	As006G142790	XP_006294274.1
OG0013782	As006G142880	XP_006294771.1
OG0013783	As006G142970	XP_006291460.1
OG0013784	As006G143050	XP_006295820.1
OG0013785	As006G143300	XP_023639489.1
OG0013786	As006G143370	XP_006294071.2
OG0013787	As006G143470	XP_023639396.1
OG0013788	As006G143500	XP_006296026.1
OG0013789	As006G143750	XP_023639660.1
OG0013790	As006G143820	XP_006294930.1
OG0013791	As006G143940	XP_006294188.2
OG0013792	As006G144040	XP_006294584.1
OG0013793	As006G144060	XP_023639455.1
OG0013794	As006G144150	XP_006294116.2
OG0013795	As006G144240	XP_006294278.2
OG0013796	As006G144390	XP_023639643.1
OG0013797	As006G144540	XP_006296315.1
OG0013798	As006G144830	XP_006294483.1
OG0013799	As006G145130	XP_006293797.1
OG0013800	As006G145210	XP_023640509.1
OG0013801	As006G145300	XP_006294477.1
OG0013802	As006G145390	XP_006294313.1
OG0013803	As006G145450	XP_006294787.2
OG0013804	As006G145510	XP_023640301.1
OG0013805	As006G145590	XP_006294661.1
OG0013806	As006G145940	XP_006295864.1
OG0013807	As006G146360	XP_006295492.1
OG0013808	As006G146380	XP_006294388.1
OG0013809	As006G146730	XP_006293640.2
OG0013810	As006G147910	XP_006294026.1
OG0013811	As006G147930	XP_006295771.1
OG0013812	As006G147950	XP_006296131.1
OG0013813	As006G148390	XP_006283483.1
OG0013814	As006G148770	XP_006294164.1
OG0013816	As007G151890	XP_006304599.1
OG0013817	As007G152790	XP_006307632.2
OG0013818	As007G153000, As010G242510	XP_006305342.1
OG0013819	As007G153020	XP_006305925.1
OG0013820	As007G153080	XP_006303905.1
OG0013821	As007G153160	XP_006306547.1
OG0013822	As007G153240	XP_006303936.1
OG0013823	As007G153550	XP_023633040.1
OG0013824	As007G153600	XP_006305063.1
OG0013825	As007G153750	XP_006305901.1
OG0013826	As007G153760	XP_006304130.2
OG0013828	As007G153900	XP_006304233.1
OG0013829	As007G154180	XP_023644771.1
OG0013830	As007G154340	XP_006303992.1
OG0013831	As007G154520	XP_006306068.1
OG0013832	As007G154680	XP_006307108.1
OG0013833	As007G154740	XP_006307453.1
OG0013834	As007G154770	XP_006305158.1
OG0013835	As007G154800	XP_006305468.2
OG0013836	As007G155030	XP_006305296.1
OG0013837	As007G155500	XP_023632879.1
OG0013838	As007G155540	XP_006306445.1
OG0013839	As007G155550	XP_006304975.1
OG0013840	As007G155610	XP_006303454.1
OG0013842	As007G155750	XP_006305739.1
OG0013843	As007G155890	XP_006305200.1
OG0013844	As007G155910	XP_006307378.1
OG0013845	As007G156030	XP_006306683.2
OG0013846	As007G156080	XP_023645878.1
OG0013847	As007G156230	XP_023633121.1
OG0013848	As007G156640	XP_006303947.1
OG0013849	As007G156850	XP_006305569.1
OG0013850	As007G157030	XP_006303847.1, XP_006306653.1
OG0013851	As007G157270	XP_006304824.1
OG0013852	As007G157360	XP_006304951.1
OG0013853	As007G157370	XP_006305284.1
OG0013854	As007G157520	XP_006306114.1
OG0013855	As007G157600	XP_006305337.1
OG0013856	As007G157680, As009G209870	XP_023645775.1
OG0013857	As007G157760	XP_023644849.1
OG0013858	As007G158100	XP_006303132.1
OG0013860	As007G158830	XP_006305542.1
OG0013861	As007G158850	XP_006306336.1
OG0013862	As007G158870, As010G234440	XP_006305604.1
OG0013863	As007G159510	XP_006303280.1
OG0013864	As007G159930, As007G159920	XP_006307446.1
OG0013865	As007G159940	XP_006307557.1
OG0013866	As007G160200, As007G163880	XP_006304587.1
OG0013867	As007G160450	XP_023645894.1
OG0013868	As007G160470	XP_023645027.1
OG0013869	As007G160500	XP_006305125.1
OG0013870	As007G160630	XP_006305323.1
OG0013871	As007G160740	XP_006305149.1
OG0013872	As007G161040	XP_006305377.2
OG0013873	As007G161060	XP_023646013.1
OG0013874	As007G161160	XP_006306989.1
OG0013875	As007G161790	XP_006303857.1
OG0013876	As007G161990	XP_006300623.1
OG0013877	As007G162020	XP_023644642.1
OG0013878	As007G162120	XP_006303762.1
OG0013879	As007G162340	XP_023644835.1
OG0013880	As007G162880	XP_006286257.1
OG0013881	As007G163020	XP_023635073.1
OG0013882	As007G163460	XP_006284164.1
OG0013883	As007G163480	XP_006282618.1
OG0013884	As007G163720	XP_023634778.1
OG0013885	As007G164350	XP_006283769.1
OG0013886	As007G164420	XP_006283114.1
OG0013887	As007G164460	XP_006284135.1
OG0013888	As007G166900	XP_023635320.1
OG0013889	As007G167130	XP_006293492.1
OG0013890	As007G176850	XP_006294163.1
OG0013891	As007G176860	XP_006294587.2
OG0013892	As007G176890	XP_023639804.1
OG0013893	As007G176960	XP_023634463.1
OG0013894	As007G177050	XP_006295170.1
OG0013895	As007G177060	XP_023639963.1
OG0013896	As007G177140	XP_023638429.1, XP_023641348.1
OG0013897	As007G177550	XP_006296432.1
OG0013898	As007G177690	XP_006293620.1
OG0013899	As007G177720	XP_006293853.1
OG0013900	As007G179250	XP_006295132.1
OG0013901	As007G179820	XP_023639921.1
OG0013902	As007G179990, As010G237370	XP_006302322.1
OG0013903	As010G237390, As007G180000	XP_006302223.1
OG0013904	As007G180040	XP_006296451.1
OG0013905	As007G180260	XP_006293410.1
OG0013906	As007G180410	XP_006294704.1
OG0013907	As007G180570	XP_006293356.1
OG0013908	As007G180590	XP_006296067.1
OG0013909	As007G180630	XP_023641011.1
OG0013910	As007G180700	XP_006294485.1
OG0013912	As007G181750, As007G181400	XP_006295119.1
OG0013913	As007G181980	XP_006296137.1
OG0013914	As007G182270	XP_006303332.1
OG0013915	As008G182290	XP_006306125.1
OG0013916	As008G182730	XP_006304780.1
OG0013917	As008G182740	XP_006305721.1
OG0013918	As008G182840	XP_006305322.1
OG0013919	As008G183060	XP_006304693.2
OG0013920	As008G183170	XP_006307116.2
OG0013921	As008G183550	XP_023645652.1
OG0013922	As008G183570	XP_023645316.1
OG0013924	As008G183800	XP_006304034.1
OG0013925	As008G183900	XP_006303630.1
OG0013926	As008G183970	XP_006304718.1
OG0013927	As008G184330	XP_006303581.1
OG0013928	As008G184540	XP_006307184.1
OG0013929	As008G184570	XP_006304679.1
OG0013930	As008G185340	XP_006307130.1
OG0013931	As008G185470	XP_006303826.1
OG0013932	As008G185480	XP_006306261.2
OG0013933	As008G185630	XP_006303268.1
OG0013934	As008G185700	XP_006305623.1
OG0013935	As008G186520	XP_006303706.1
OG0013936	As008G186580	XP_023645563.1
OG0013937	As008G186770	XP_023645667.1
OG0013938	As008G186890	XP_006297821.1
OG0013939	As008G186900	XP_006298487.2
OG0013940	As008G187070	XP_023637270.1
OG0013941	As008G187580	XP_006304482.1
OG0013942	As008G187630	XP_006306941.1
OG0013943	As008G188160	XP_006303671.1
OG0013944	As008G188210	XP_023645680.1
OG0013945	As008G188310	XP_023632815.1
OG0013946	As008G188350	XP_006307607.1
OG0013947	As008G188370	XP_006303656.1
OG0013948	As008G188420	XP_006305088.1
OG0013949	As008G188510	XP_023644726.1
OG0013950	As008G190280	XP_006304054.1
OG0013951	As008G190340	XP_006306844.1
OG0013952	As008G190650	XP_006305032.1
OG0013953	As008G190930	XP_006303811.1
OG0013954	As008G191740	XP_006291458.1
OG0013955	As008G191810	XP_006303625.1
OG0013956	As008G192690	XP_006305830.2
OG0013957	As008G192820	XP_023645338.1
OG0013958	As008G192950	XP_006307401.1
OG0013959	As008G193040	XP_006306364.1
OG0013960	As008G193150	XP_006304886.2
OG0013961	As008G193160	XP_023645917.1
OG0013962	As008G193390	XP_023644689.1
OG0013963	As008G193690	XP_006304785.1
OG0013964	As008G193880	XP_006305261.1
OG0013965	As008G194070	XP_023644653.1
OG0013966	As008G194420	XP_006305016.2
OG0013967	As008G194600	XP_006303916.2
OG0013968	As008G194700	XP_006306345.1
OG0013969	As008G194950	XP_023645241.1
OG0013970	As008G195380	XP_006303288.1
OG0013971	As008G195590	XP_023644966.1
OG0013972	As008G195630	XP_006305960.1
OG0013973	As008G195860	XP_023632922.1
OG0013974	As008G196050	XP_006303252.1
OG0013975	As008G196280	XP_006303192.1
OG0013976	As008G196360	XP_006305659.1
OG0013977	As008G196430	XP_006303915.1
OG0013978	As008G197020	XP_006307466.2
OG0013979	As008G197330	XP_006306709.1
OG0013980	As008G197450	XP_006303275.1
OG0013981	As008G197480	XP_006305457.1
OG0013982	As008G197830	XP_006305967.1
OG0013983	As008G198220	XP_006303697.1
OG0013984	As008G198360	XP_006306578.1
OG0013985	As008G198500	XP_006305435.1
OG0013986	As008G198520	XP_006305568.1
OG0013987	As008G198550	XP_006305677.2, XP_006279525.1
OG0013988	As008G198570	XP_023645242.1
OG0013989	As008G198610	XP_006307379.1
OG0013990	As008G198710	XP_006303976.1
OG0013991	As008G198750	XP_006304974.1
OG0013992	As008G199020	XP_023645161.1
OG0013993	As008G199210	XP_023633250.1
OG0013994	As008G199240	XP_006305307.1
OG0013995	As008G199270	XP_023639867.1
OG0013996	As008G199300	XP_006307173.1
OG0013997	As008G199560	XP_023638013.1
OG0013998	As008G199670	XP_023644678.1
OG0013999	As009G199800	XP_006287880.1
OG0014000	As009G199870	XP_006287601.1
OG0014001	As009G199940	XP_006287172.1
OG0014002	As009G199970	XP_006289729.1
OG0014003	As009G200000	XP_006287310.1
OG0014004	As009G200300	XP_006289122.1
OG0014005	As009G200520	XP_006290180.1
OG0014006	As009G201060	XP_006289258.1
OG0014007	As009G201480	XP_023636513.1
OG0014008	As009G201490	XP_023637104.1
OG0014009	As009G201500	XP_006288000.1
OG0014010	As009G201540	XP_006286391.1
OG0014011	As009G201570	XP_006288594.1
OG0014012	As009G201730	XP_006288450.1
OG0014013	As009G201740	XP_006289468.1
OG0014014	As009G201970	XP_006290116.1, XP_006279217.2
OG0014015	As009G202080	XP_006287146.2
OG0014016	As009G202100	XP_023637068.1
OG0014017	As009G202460	XP_023637081.1
OG0014018	As009G202620	XP_006287003.1
OG0014019	As009G202730	XP_006287074.1
OG0014020	As009G203000	XP_023637221.1
OG0014021	As009G203030	XP_006288445.1
OG0014022	As009G203140	XP_006289856.1
OG0014023	As009G203270	XP_006286973.1
OG0014024	As009G203280	XP_006286784.1
OG0014025	As009G203560	XP_006290015.1
OG0014026	As009G204020	XP_006288137.1
OG0014027	As009G204070	XP_023643221.1
OG0014028	As009G204080	XP_023636400.1
OG0014029	As009G204290	XP_006287983.1
OG0014030	As009G204360	XP_006287419.1
OG0014031	As009G204450	XP_006287205.1
OG0014032	As009G204570	XP_006286401.1
OG0014033	As009G204750	XP_006288098.1
OG0014034	As009G205040	XP_006287694.1
OG0014035	As009G205160	XP_006287435.1
OG0014036	As009G205480	XP_023637524.1
OG0014037	As009G205580	XP_006288219.2
OG0014038	As009G205600	XP_006286854.1
OG0014039	As009G205620	XP_023636707.1
OG0014040	As009G205690	XP_006286480.1
OG0014041	As009G205770	XP_006287857.1
OG0014042	As009G205960	XP_006280033.1
OG0014043	As009G206140	XP_006287782.1
OG0014044	As009G206610	XP_023636613.1
OG0014045	As009G207020	XP_006287784.1
OG0014046	As009G208120	XP_006281891.1
OG0014047	As009G208180	XP_006281977.1
OG0014048	As009G208390	XP_006280795.2
OG0014049	As009G208670	XP_006281736.1
OG0014050	As009G209110	XP_006280032.2
OG0014051	As009G209440	XP_006281015.2
OG0014052	As009G210490	XP_023636695.1
OG0014053	As009G210740	XP_006289503.1, XP_006279170.1
OG0014054	As009G211140	XP_006289981.1
OG0014055	As009G211410	XP_006287021.2
OG0014056	As009G211610	XP_006287443.1
OG0014058	As009G211800	XP_006290152.1
OG0014059	As009G211810	XP_023637410.1
OG0014060	As009G211920	XP_006289834.1
OG0014061	As009G212020	XP_006280050.1
OG0014062	As009G212520	XP_006288807.2
OG0014063	As009G212590	XP_006286510.1
OG0014064	As009G212680	XP_006287196.1
OG0014065	As009G212760	XP_006289597.1
OG0014067	As009G212940	XP_006286686.1
OG0014068	As009G213020	XP_006288127.1
OG0014069	As009G213090	XP_006289514.2
OG0014070	As009G213210	XP_006287676.1
OG0014071	As009G213240	XP_006290079.1
OG0014072	As009G213830	XP_006288659.1
OG0014073	As009G213880	XP_006288752.1
OG0014074	As009G214040	XP_006288293.1
OG0014075	As009G214060	XP_006287110.1
OG0014076	As009G214110	XP_006288639.1
OG0014077	As009G214120	XP_023636394.1, XP_006279451.1
OG0014078	As009G214340	XP_023636908.1
OG0014079	As009G214370	XP_006287486.1
OG0014080	As009G214430	XP_006287109.1
OG0014081	As009G214460	XP_023636264.1
OG0014082	As009G214480	XP_006286880.1
OG0014083	As009G214660	XP_006287006.1
OG0014084	As009G214880	XP_006287655.1
OG0014085	As009G215130	XP_023637675.1
OG0014086	As009G215200	XP_006288961.1
OG0014087	As009G215380	XP_006287596.1
OG0014088	As009G216320, As009G216050	XP_006288825.1
OG0014089	As009G216160, As011G256820	XP_006287038.1
OG0014090	As009G216190	XP_006287482.1
OG0014091	As009G216350	XP_023636686.1
OG0014092	As009G216390	XP_006287125.1
OG0014093	As009G216720	XP_006288580.1
OG0014095	As010G222020, As009G216940	XP_023641108.1
OG0014096	As009G217430	XP_023635729.1
OG0014097	As009G217460	XP_006289382.1
OG0014098	As009G217720	XP_006280169.1
OG0014099	As009G218060	XP_006280469.1
OG0014100	As009G218110	XP_006281868.1
OG0014101	As009G218310	XP_006280873.1
OG0014102	As009G218330	XP_006284356.1
OG0014103	As009G218560	XP_006281443.1
OG0014104	As009G218610	XP_006281008.1
OG0014105	As009G218830	XP_006282365.1
OG0014106	As009G219100	XP_006282111.1
OG0014107	As009G219150	XP_006280210.2
OG0014108	As009G219180	XP_006280167.1
OG0014109	As009G219240	XP_006280891.1
OG0014110	As009G219340	XP_006281027.1
OG0014111	As009G219440	XP_006280741.1
OG0014112	As009G219450	XP_006280971.1
OG0014113	As009G219620	XP_006280710.1
OG0014114	As009G219750	XP_006280567.1
OG0014115	As009G220020	XP_006280420.1, XP_006307548.1
OG0014116	As010G220230	XP_006292183.1
OG0014117	As010G220260	XP_006292663.2
OG0014118	As010G220300	XP_006292525.2
OG0014119	As010G220350	XP_023639307.1
OG0014120	As010G220510	XP_006292255.1
OG0014121	As010G220680	XP_006291952.1
OG0014122	As010G220820	XP_006291095.1
OG0014123	As010G220830	XP_023638027.1
OG0014124	As010G220980	XP_006291791.1
OG0014125	As010G221080	XP_023639114.1
OG0014126	As010G221390	XP_006292011.2
OG0014127	As010G221450	XP_006291017.2
OG0014128	As010G221520	XP_006292687.2
OG0014129	As010G221810	XP_006290585.1
OG0014130	As010G221890	XP_006290862.1
OG0014131	As010G222130	XP_023638230.1
OG0014132	As010G222180	XP_006291178.1
OG0014133	As010G222480	XP_006291042.1
OG0014134	As010G222590	XP_006292410.1
OG0014135	As010G222880	XP_006290749.1
OG0014136	As010G222980	XP_023639170.1
OG0014137	As010G223070	XP_006291901.2
OG0014138	As010G223130	XP_006286933.2
OG0014139	As010G223360	XP_006290871.1
OG0014140	As010G223450	XP_006290257.1
OG0014141	As010G223610	XP_006292661.1
OG0014142	As010G223670	XP_006290898.1
OG0014143	As010G223680	XP_006292312.1
OG0014144	As010G224070	XP_006292660.1
OG0014145	As010G224080	XP_023639068.1
OG0014146	As010G224430	XP_006290802.1
OG0014147	As010G224560	XP_006291002.1
OG0014148	As010G224690	XP_006291764.1
OG0014149	As010G224760, As010G239800	XP_023643197.1
OG0014150	As010G224910	XP_006290504.1
OG0014151	As010G224950	XP_006292321.1
OG0014152	As010G225130	XP_006291331.1
OG0014153	As010G225300	XP_023637957.1
OG0014154	As010G225330	XP_006291100.1
OG0014155	As010G225640	XP_006290667.1
OG0014156	As010G225710	XP_006290935.1
OG0014157	As010G225910	XP_006290724.1
OG0014158	As010G226360	XP_006293325.2, XP_023634671.1
OG0014159	As010G226380	XP_006291366.1
OG0014160	As010G226390	XP_006291737.1
OG0014161	As010G226450	XP_006291975.1
OG0014162	As010G226470	XP_006293744.1
OG0014163	As010G227120	XP_023636941.1
OG0014164	As010G227490	XP_023633622.1
OG0014165	As010G228100	XP_006300633.2
OG0014166	As010G228260	XP_006300904.1
OG0014167	As010G228610	XP_006302412.1
OG0014168	As010G229030	XP_006301277.1
OG0014169	As010G229940	XP_006300889.1
OG0014170	As010G230020	XP_006302704.1
OG0014171	As010G231210	XP_006301542.1
OG0014172	As010G231600	XP_006303087.1
OG0014173	As010G231660	XP_006302258.1
OG0014174	As010G232280	XP_006301086.1
OG0014175	As010G232400	XP_006302697.1
OG0014176	As010G232460	XP_006302411.1
OG0014177	As010G232480	XP_006301939.1
OG0014178	As010G232660	XP_006300946.2
OG0014179	As010G232980	XP_006300627.2
OG0014180	As010G233270	XP_006302287.1
OG0014181	As010G233520	XP_006302440.2
OG0014182	As010G233580	XP_006302894.1
OG0014183	As010G234030	XP_006302096.1
OG0014184	As010G234120	XP_006301839.1
OG0014185	As010G234200	XP_023643288.1
OG0014186	As010G234270	XP_006301205.1
OG0014187	As010G234310	XP_006301077.1
OG0014188	As010G234500	XP_006301141.1
OG0014189	As010G234660	XP_023643670.1
OG0014190	As010G234670	XP_006301391.1
OG0014191	As010G234830	XP_006302261.1
OG0014192	As010G234840	XP_006302340.1
OG0014193	As010G235250	XP_006300322.1
OG0014194	As010G235700	XP_006301156.1
OG0014195	As010G235750	XP_006300671.1
OG0014196	As010G235850	XP_023643679.1
OG0014197	As010G236170	XP_006300361.1
OG0014198	As010G236210	XP_006301565.1
OG0014199	As010G236330	XP_006302073.1
OG0014200	As010G236400	XP_006300947.1
OG0014201	As010G236510	XP_023644012.1
OG0014202	As010G236710	XP_023644327.1
OG0014203	As010G236900	XP_006302513.2
OG0014204	As010G237150	XP_006300747.1
OG0014205	As010G237430	XP_006302606.1
OG0014206	As010G237450	XP_006303067.1
OG0014207	As010G237480	XP_006302092.1
OG0014208	As010G237620	XP_006300917.1, XP_023644522.1
OG0014209	As010G237720, As010G237730	XP_023643875.1
OG0014210	As010G237950	XP_023644068.1
OG0014211	As010G238240	XP_006301043.1
OG0014212	As010G238250	XP_006300584.1
OG0014213	As010G238460	XP_006302160.1
OG0014214	As010G238490	XP_006300802.1
OG0014215	As010G238660	XP_023643368.1
OG0014216	As010G238750	XP_006300805.1
OG0014217	As010G238840	XP_006300841.2
OG0014218	As010G239070	XP_023643262.1
OG0014219	As010G239120	XP_023643704.1
OG0014220	As010G239190	XP_006301356.1
OG0014221	As010G239250	XP_006302425.1
OG0014222	As010G239310	XP_006300384.1
OG0014223	As010G239370	XP_006301424.1
OG0014224	As010G239500	XP_023643507.1
OG0014225	As010G239550	XP_023642958.1
OG0014226	As010G239640	XP_023642899.1
OG0014227	As010G239680	XP_023643538.1
OG0014228	As010G239710	XP_006300364.2
OG0014229	As010G239780	XP_006302836.1
OG0014230	As010G239840	XP_006300679.1
OG0014231	As010G240170	XP_006302464.1
OG0014232	As010G240460	XP_006302144.1
OG0014233	As010G240520	XP_023642943.1
OG0014237	As010G241110	XP_006301633.1
OG0014238	As010G241140	XP_006306911.1
OG0014239	As010G241290	XP_006300828.2
OG0014240	As010G241300	XP_006301629.1
OG0014241	As010G241360	XP_023643622.1
OG0014242	As010G241540	XP_006302221.1
OG0014243	As010G242280	XP_006301306.1
OG0014244	As010G242370	XP_006302947.1
OG0014245	As010G242460	XP_023643577.1
OG0014246	As010G242520	XP_006300395.2
OG0014247	As010G242700	XP_023643993.1
OG0014248	As010G242730	XP_023644070.1
OG0014249	As010G242740	XP_006301897.1
OG0014250	As010G242820	XP_006302130.1
OG0014251	As010G242840	XP_023643190.1
OG0014252	As010G243300	XP_006302925.1
OG0014253	As010G243500	XP_023643492.1
OG0014254	As010G243810	XP_023644378.1
OG0014255	As010G243820	XP_023643882.1
OG0014256	As010G243870	XP_006301281.1
OG0014257	As010G243880	XP_006301563.1
OG0014258	As010G243930	XP_006299931.2
OG0014259	As010G244260	XP_006300794.1
OG0014260	As010G244320	XP_006300386.2
OG0014261	As010G244350	XP_023644149.1
OG0014262	As010G244400	XP_006301441.1
OG0014263	As010G244520	XP_006301640.1
OG0014264	As010G244540	XP_023644167.1
OG0014265	As011G244620	XP_023641285.1
OG0014266	As011G244770	XP_006291014.1
OG0014267	As011G245060	XP_006300234.1
OG0014268	As011G245830	XP_006296696.1
OG0014269	As011G245850	XP_023642612.1
OG0014270	As011G246030	XP_023642597.1
OG0014271	As011G246090	XP_006298801.1
OG0014272	As011G246100	XP_006298979.1
OG0014273	As011G246150	XP_006297223.1
OG0014274	As011G246740	XP_006296603.2
OG0014275	As011G247010	XP_006300241.1
OG0014276	As011G247030	XP_006297254.1
OG0014277	As011G247070	XP_023642386.1
OG0014278	As011G247260	XP_006298313.2
OG0014279	As011G247390	XP_023642145.1
OG0014280	As011G247780	XP_023642684.1
OG0014281	As011G247810	XP_006299359.1
OG0014282	As011G248110	XP_023642716.1
OG0014283	As011G248170	XP_006288571.1
OG0014284	As011G248250	XP_006300103.1
OG0014285	As011G248270	XP_023641599.1
OG0014286	As011G248530	XP_006297882.1
OG0014287	As011G248810	XP_006297304.2
OG0014288	As011G249010	XP_006297187.1
OG0014289	As011G249160	XP_006298483.1
OG0014290	As011G249310	XP_006298043.2
OG0014291	As011G249390	XP_006297734.1
OG0014292	As011G249690	XP_006297014.1
OG0014293	As011G249720	XP_006298790.1
OG0014294	As011G249890	XP_006299054.1
OG0014295	As011G250090	XP_006297202.1
OG0014296	As011G250310	XP_006298957.1
OG0014297	As011G250510	XP_023640869.1
OG0014298	As011G250580	XP_023642702.1
OG0014299	As011G250790	XP_006299264.1
OG0014300	As011G250890	XP_006299842.1
OG0014301	As011G251000	XP_006299375.1
OG0014303	As011G251290	XP_006298745.1
OG0014304	As011G251300	XP_006296929.2
OG0014305	As011G251310	XP_023641830.1
OG0014306	As011G251430, As012G272630	XP_006306175.1
OG0014307	As011G251500	XP_006297988.1
OG0014308	As011G251560	XP_006299232.1
OG0014309	As011G251670, As012G272520	XP_006303249.1
OG0014310	As011G251870	XP_006296879.1
OG0014311	As011G251960	XP_006296869.1
OG0014312	As011G251990	XP_006297358.1
OG0014313	As011G252530	XP_023641204.1
OG0014314	As011G252540	XP_006297113.1
OG0014315	As011G252650	XP_006296624.1
OG0014316	As011G252760	XP_006297622.1
OG0014317	As011G252790	XP_006297698.1
OG0014318	As011G252810	XP_006297062.1
OG0014319	As011G253030	XP_006297133.1
OG0014320	As011G253090	XP_006299878.1
OG0014321	As011G253100	XP_006297730.1
OG0014322	As011G253120	XP_006298296.1
OG0014323	As011G253430	XP_006298732.1
OG0014324	As011G253560	XP_006298007.2
OG0014325	As011G253580	XP_006298250.2
OG0014326	As011G253640	XP_006297135.1
OG0014327	As011G253660	XP_023641159.1
OG0014328	As011G253780	XP_023642664.1
OG0014329	As011G253990	XP_006298586.1
OG0014330	As011G254550	XP_023642494.1
OG0014331	As011G254770	XP_023636648.1
OG0014332	As011G254790	XP_006299940.1
OG0014333	As011G254940	XP_006297648.1
OG0014334	As011G255360	XP_006298259.1
OG0014335	As011G255450	XP_023642508.1
OG0014336	As011G255470	XP_023641770.1
OG0014337	As011G255650	XP_006297744.2
OG0014338	As011G255740	XP_006284234.1
OG0014339	As011G256210, As011G256220	XP_006298301.1
OG0014340	As011G256380	XP_006299509.1
OG0014341	As011G256480	XP_006297413.1
OG0014342	As011G256500	XP_006297253.1
OG0014343	As011G256510	XP_006298632.2
OG0014344	As011G256810	XP_023641990.1
OG0014345	As011G256930	XP_006297695.2
OG0014346	As011G257740	XP_006298734.1
OG0014347	As011G257750	XP_023642023.1
OG0014348	As011G258100	XP_006299062.1
OG0014349	As011G258780	XP_023641573.1
OG0014350	As011G258790	XP_006297309.1
OG0014351	As011G258880	XP_006298032.1
OG0014352	As011G259220	XP_006296972.1
