Orthogroup	Aethionema_saxatile	Raphanus_sativus
OG0017136	As006G142130	XP_018434431.1
OG0017137	As006G142600	XP_018458710.1
OG0017138	As006G143060	XP_018440567.1
OG0017139	As006G143460	XP_018474405.1
OG0017140	As006G143480	XP_018485067.1
OG0017141	As006G143530	XP_018437448.1
OG0017142	As006G143650	XP_018475866.1
OG0017143	As006G143960	XP_018478442.1
OG0017144	As006G144180	XP_018458035.1
OG0017145	As006G144200	XP_018458418.1, XP_018464164.1
OG0017146	As006G144670	XP_018477537.1
OG0017147	As006G145290	XP_018433708.1
OG0017148	As006G145620	XP_018474061.1
OG0017149	As006G146250	XP_018438057.1, XP_018476974.1
OG0017150	As006G146750	XP_018459354.1
OG0017151	As006G146790	XP_018438411.1
OG0017152	As006G148310	XP_018439792.1
OG0017153	As007G151960	XP_018472491.1
OG0017154	As007G152150	XP_018435982.1
OG0017155	As007G152450	XP_018488906.1
OG0017156	As007G152990	XP_018465318.1, XP_018459776.1, XP_018484539.1
OG0017157	As007G153060	XP_018460754.1, XP_018459790.1
OG0017158	As007G153450	XP_018481228.1
OG0017159	As007G153540	XP_018467120.1
OG0017160	As007G153660	XP_018440858.1
OG0017161	As007G154060	XP_018490832.1
OG0017162	As007G154440	XP_018451668.1
OG0017163	As007G154650	XP_018450241.1
OG0017164	As007G154900	XP_018467829.1
OG0017165	As007G154960	XP_018441947.1
OG0017166	As007G155020	XP_018475174.1
OG0017167	As007G155150	XP_018441395.1
OG0017168	As007G155520	XP_018451576.1, XP_018451172.1
OG0017169	As007G155810	XP_018438214.1
OG0017170	As007G155880	XP_018447494.1
OG0017171	As007G156220	XP_018484449.1, XP_018484415.1
OG0017172	As007G156980	XP_018487856.1
OG0017173	As007G157450	XP_018482682.1
OG0017174	As007G157650	XP_018433109.1
OG0017175	As007G157690	XP_018488642.1
OG0017176	As007G157730	XP_018488665.1
OG0017177	As007G157830	XP_018488691.1
OG0017178	As007G158320	XP_018440775.1
OG0017179	As007G158570	XP_018433573.1
OG0017180	As007G158640	XP_018449404.1
OG0017181	As007G158790	XP_018441206.1
OG0017182	As007G158810	XP_018433858.1
OG0017183	As007G158970	XP_018440569.1
OG0017184	As007G159180	XP_018491845.1
OG0017185	As007G159240	XP_018437941.1
OG0017186	As007G159860	XP_018440344.1
OG0017187	As007G159910	XP_018449834.1
OG0017189	As007G160540	XP_018470427.1
OG0017190	As007G161050	XP_018485785.1, XP_018485791.1
OG0017191	As007G161370	XP_018442534.1
OG0017192	As007G161690	XP_018490158.1
OG0017193	As007G162600	XP_018451445.1, XP_018451435.1
OG0017194	As007G162610	XP_018451444.1, XP_018451434.1, XP_018434549.1
OG0017195	As007G162620	XP_018493453.1
OG0017196	As007G162930	XP_018469917.1
OG0017197	As007G164370	XP_018435219.1
OG0017198	As007G164650	XP_018459285.1, XP_018472398.1
OG0017199	As007G165210	XP_018482344.1
OG0017200	As007G166030	XP_018471283.1
OG0017203	As007G177680	XP_018437303.1
OG0017204	As007G178110	XP_018477821.1
OG0017205	As007G178390	XP_018478092.1
OG0017206	As007G179560	XP_018441945.1, XP_018437348.1
OG0017207	As007G179810	XP_018480933.1
OG0017208	As007G180050	XP_018480274.1
OG0017209	As007G180170	XP_018434310.1
OG0017210	As007G180550	XP_018440309.1, XP_018440278.1
OG0017211	As007G180620	XP_018484490.1
OG0017212	As007G180890	XP_018438979.1
OG0017213	As007G180940	XP_018438651.1
OG0017214	As007G181050	XP_018439372.1
OG0017215	As007G181870	XP_018481285.1
OG0017216	As007G181890	XP_018436721.1
OG0017217	As008G182750	XP_018482015.1
OG0017218	As008G183290	XP_018437016.1
OG0017219	As008G183810	XP_018479862.1
OG0017220	As008G184090	XP_018450403.1, XP_018464559.1
OG0017221	As008G184430	XP_018439956.1
OG0017222	As008G184450	XP_018451066.1, XP_018451071.1
OG0017223	As008G184650	XP_018449402.1
OG0017225	As008G186100	XP_018484154.1
OG0017226	As008G186700	XP_018488644.1
OG0017227	As008G186760	XP_018486959.1
OG0017228	As008G186800	XP_018486764.1
OG0017229	As008G187320	XP_018440616.1
OG0017230	As008G187530	XP_018438302.1
OG0017231	As008G187610	XP_018470257.1
OG0017232	As008G188360	XP_018451100.1, XP_018451091.1
OG0017233	As008G188680	XP_018480313.1
OG0017234	As008G188690	XP_018434811.1
OG0017235	As008G188720	XP_018434571.1
OG0017237	As008G188910	XP_018464820.1, XP_018466924.1
OG0017238	As008G189080	XP_018475656.1
OG0017239	As008G190440	XP_018480526.1
OG0017240	As008G192960	XP_018492533.1, XP_018492546.1
OG0017241	As008G193710	XP_018486130.1, XP_018486099.1
OG0017242	As008G193920	XP_018447159.1
OG0017243	As008G194300	XP_018451235.1
OG0017244	As008G194670	XP_018434700.1
OG0017245	As008G194900	XP_018436950.1
OG0017246	As008G195450	XP_018441128.1
OG0017247	As008G195490	XP_018451324.1
OG0017248	As008G195960	XP_018435517.1
OG0017249	As008G196200	XP_018488081.1
OG0017251	As008G196570	XP_018492999.1
OG0017252	As008G196860	XP_018491840.1, XP_018491841.1
OG0017253	As008G196880	XP_018491848.1
OG0017254	As008G196890	XP_018485372.1
OG0017255	As008G196930	XP_018485618.1
OG0017256	As008G196980	XP_018447679.1
OG0017257	As008G197170	XP_018470872.1
OG0017258	As008G197310	XP_018449373.1
OG0017259	As008G197940	XP_018435014.1
OG0017260	As008G198140	XP_018470534.1
OG0017261	As008G199140	XP_018434858.1
OG0017262	As008G199230	XP_018481161.1
OG0017263	As008G199590	XP_018493376.1
OG0017264	As008G199640	XP_018433677.1
OG0017265	As009G199890	XP_018454227.1
OG0017266	As009G199920	XP_018468186.1
OG0017267	As009G199950	XP_018473327.1
OG0017268	As009G199980	XP_018446552.1
OG0017269	As009G200720	XP_018468628.1
OG0017270	As009G200730	XP_018467630.1
OG0017271	As009G200740	XP_018470607.1
OG0017272	As009G201210	XP_018446972.1
OG0017273	As009G201340	XP_018468641.1
OG0017275	As009G202380	XP_018464748.1, XP_018472779.1
OG0017276	As009G202690	XP_018470005.1
OG0017277	As009G203580	XP_018445860.1
OG0017279	As009G203730	XP_018442107.1
OG0017280	As009G203930	XP_018457590.1
OG0017281	As009G204720	XP_018474673.1
OG0017282	As009G204850	XP_018446488.1
OG0017283	As009G204870	XP_018476599.1
OG0017284	As009G205140	XP_018446399.1
OG0017285	As009G206520	XP_018484308.1
OG0017286	As009G206880	XP_018484729.1
OG0017287	As009G207120	XP_018482342.1
OG0017288	As009G207250	XP_018434481.1
OG0017289	As009G207400	XP_018453113.1
OG0017290	As009G207980	XP_018481317.1
OG0017291	As009G209130	XP_018458024.1
OG0017292	As009G210070	XP_018478552.1
OG0017293	As009G210230	XP_018445731.1
OG0017294	As009G210260	XP_018476065.1
OG0017295	As009G210700	XP_018445827.1
OG0017296	As009G211790	XP_018457722.1
OG0017297	As009G211880	XP_018433598.1
OG0017298	As009G212130	XP_018480384.1
OG0017299	As009G213680	XP_018442551.1
OG0017300	As009G213800	XP_018442135.1, XP_018442141.1
OG0017301	As009G213840	XP_018444411.1
OG0017302	As009G213950	XP_018475436.1
OG0017303	As009G214100	XP_018475450.1
OG0017304	As009G215040	XP_018480855.1
OG0017305	As009G215250	XP_018481806.1
OG0017306	As009G215290	XP_018462563.1, XP_018479304.1
OG0017307	As009G215540	XP_018468544.1
OG0017308	As009G215770	XP_018485091.1
OG0017309	As009G215860	XP_018482719.1
OG0017311	As009G216180	XP_018477619.1
OG0017312	As009G216360	XP_018480206.1
OG0017313	As009G216550	XP_018483101.1
OG0017314	As009G216620	XP_018460748.1, XP_018461453.1
OG0017315	As009G216630	XP_018460747.1, XP_018461451.1
OG0017316	As009G217330	XP_018438600.1
OG0017317	As009G217380	XP_018480425.1
OG0017318	As009G217920	XP_018460507.1, XP_018490382.1
OG0017319	As009G218100	XP_018471449.1
OG0017320	As009G218130	XP_018457956.1
OG0017321	As009G218420	XP_018485836.1
OG0017322	As009G218470	XP_018456409.1
OG0017323	As009G218520	XP_018492792.1
OG0017324	As009G218580	XP_018491730.1
OG0017325	As009G218650	XP_018487004.1
OG0017326	As009G219430	XP_018457585.1
OG0017327	As009G219790	XP_018473161.1
OG0017328	As009G219850	XP_018476949.1, XP_018473726.1
OG0017329	As009G219880	XP_018456696.1
OG0017330	As010G220330	XP_018437908.1
OG0017331	As010G220570	XP_018437463.1
OG0017332	As010G220660	XP_018433717.1
OG0017333	As010G220760	XP_018478195.1
OG0017334	As010G220880	XP_018436113.1
OG0017335	As010G221220	XP_018468666.1, XP_018461861.1
OG0017336	As010G221300	XP_018469391.1
OG0017337	As010G221680	XP_018470486.1
OG0017338	As010G222310	XP_018434281.1
OG0017339	As010G222380	XP_018492450.1, XP_018492449.1
OG0017340	As010G222650	XP_018472395.1
OG0017341	As010G222870	XP_018458327.1
OG0017342	As010G222970	XP_018471860.1
OG0017343	As010G223300	XP_018488791.1
OG0017344	As010G223390	XP_018488782.1, XP_018488783.1
OG0017345	As010G223590	XP_018441626.1
OG0017346	As010G224100	XP_018440442.1
OG0017347	As010G224250	XP_018472358.1
OG0017348	As010G224520	XP_018442007.1
OG0017349	As010G224840	XP_018458329.1
OG0017350	As010G225360	XP_018436684.1
OG0017351	As010G226160	XP_018437731.1, XP_018437699.1
OG0017352	As010G226190	XP_018434828.1, XP_018434812.1
OG0017353	As010G226300	XP_018485518.1
OG0017354	As010G226990	XP_018490906.1
OG0017355	As010G227400	XP_018484012.1
OG0017356	As010G227670	XP_018444776.1
OG0017357	As010G227870	XP_018445268.1
OG0017358	As010G229080	XP_018471645.1
OG0017359	As010G229700	XP_018446614.1
OG0017360	As010G230590	XP_018442092.1
OG0017361	As010G231350	XP_018451996.1
OG0017362	As010G232110	XP_018455362.1
OG0017363	As010G232210	XP_018468549.1
OG0017364	As010G232530	XP_018483958.1
OG0017365	As010G232580	XP_018462191.1, XP_018455937.1
OG0017366	As010G232600	XP_018452012.1
OG0017367	As010G232780	XP_018472214.1
OG0017368	As010G233550	XP_018446296.1
OG0017369	As010G233560	XP_018471505.1, XP_018470887.1
OG0017370	As010G233670	XP_018456097.1
OG0017371	As010G233870	XP_018456046.1
OG0017372	As010G233990	XP_018447793.1
OG0017373	As010G234010	XP_018456986.1
OG0017374	As010G234330	XP_018445252.1, XP_018460191.1
OG0017375	As010G235480	XP_018455254.1
OG0017376	As010G235520	XP_018442171.1
OG0017377	As010G235990	XP_018453054.1
OG0017378	As010G236020	XP_018445482.1
OG0017379	As010G236110	XP_018470170.1
OG0017380	As010G236440	XP_018442525.1
OG0017381	As010G236720	XP_018443871.1
OG0017382	As010G236820	XP_018445854.1
OG0017383	As010G236840	XP_018444280.1
OG0017384	As010G237310	XP_018444704.1
OG0017385	As010G237630	XP_018445115.1
OG0017386	As010G237700	XP_018468718.1
OG0017387	As010G238070	XP_018475076.1
OG0017388	As010G238560	XP_018445148.1
OG0017389	As010G238860	XP_018468455.1
OG0017390	As010G239180	XP_018446864.1
OG0017391	As010G239320	XP_018443955.1
OG0017392	As010G239420	XP_018469832.1
OG0017393	As010G239520	XP_018456932.1
OG0017394	As010G239810	XP_018456637.1
OG0017395	As010G239930	XP_018442182.1
OG0017396	As010G240210	XP_018452294.1
OG0017397	As010G240300	XP_018456765.1
OG0017398	As010G240530	XP_018444343.1, XP_018465327.1, XP_018472052.1
OG0017399	As010G240810	XP_018470655.1, XP_018460503.1
OG0017400	As010G241210	XP_018457384.1
OG0017401	As010G241910	XP_018455907.1
OG0017403	As010G242500	XP_018454964.1
OG0017404	As010G242890	XP_018446651.1
OG0017405	As010G242950	XP_018457625.1
OG0017406	As010G243120	XP_018457265.1
OG0017407	As010G243240	XP_018471115.1
OG0017408	As010G243360	XP_018457646.1
OG0017409	As010G244090	XP_018459582.1
OG0017410	As010G244270	XP_018445353.1
OG0017411	As010G244440	XP_018444531.1
OG0017412	As010G244460	XP_018445476.1
OG0017413	As010G244580	XP_018445247.1
OG0017414	As011G244800	XP_018438830.1, XP_018437677.1
OG0017415	As011G245010	XP_018441839.1
OG0017416	As011G245220	XP_018488492.1
OG0017417	As011G245530	XP_018493223.1
OG0017418	As011G245660	XP_018490839.1
OG0017419	As011G245740	XP_018487520.1
OG0017420	As011G246720	XP_018491629.1
OG0017421	As011G246730	XP_018486831.1
OG0017422	As011G247160	XP_018441080.1
OG0017423	As011G247250	XP_018492261.1, XP_018488845.1
OG0017424	As011G247270	XP_018486310.1
OG0017425	As011G247530	XP_018489788.1, XP_018490788.1
OG0017426	As011G247820	XP_018490711.1, XP_018489080.1
OG0017427	As011G248460	XP_018491015.1
OG0017428	As011G248670	XP_018491620.1
OG0017429	As011G248990	XP_018492803.1
OG0017430	As011G249950	XP_018489349.1, XP_018460932.1
OG0017431	As011G250500	XP_018441556.1
OG0017432	As011G250530	XP_018490125.1
OG0017433	As011G251100	XP_018492007.1
OG0017434	As011G251320, As011G257260	XP_018487585.1
OG0017435	As011G251690	XP_018491117.1, XP_018465648.1
OG0017436	As011G251730	XP_018458848.1, XP_018492676.1
OG0017437	As011G251800	XP_018490226.1, XP_018490206.1
OG0017438	As011G251830	XP_018440695.1
OG0017439	As011G251850	XP_018441473.1
OG0017440	As011G253410	XP_018490567.1
OG0017441	As011G253620	XP_018492735.1
OG0017442	As011G253630	XP_018492736.1, XP_018490152.1
OG0017443	As011G253740	XP_018486461.1
OG0017444	As011G253750	XP_018485898.1
OG0017445	As011G254470	XP_018459677.1
OG0017446	As011G254660	XP_018453651.1, XP_018474632.1
OG0017447	As011G254670	XP_018486516.1
OG0017448	As011G255200	XP_018438400.1, XP_018489994.1
OG0017449	As011G255660	XP_018440039.1
OG0017450	As011G256590	XP_018487238.1
OG0017451	As011G256600	XP_018485486.1
OG0017452	As011G256900	XP_018485595.1
OG0017453	As011G257510	XP_018485460.1
OG0017454	As011G258860	XP_018483242.1
OG0017455	As011G259390	XP_018492320.1
OG0017456	As011G259850	XP_018472234.1
OG0017457	As011G260710	XP_018452077.1
OG0017458	As011G260920	XP_018491584.1
OG0017459	As011G261410	XP_018492564.1
OG0017460	As011G262020	XP_018433966.1
OG0017461	As011G262190	XP_018460358.1
OG0017462	As011G263070	XP_018435178.1
OG0017463	As011G263370	XP_018492363.1
OG0017464	As011G264230	XP_018437363.1
OG0017465	As011G264420	XP_018455133.1
OG0017466	As011G264660	XP_018486814.1
OG0017467	As011G264750	XP_018434123.1
OG0017468	As011G265270	XP_018491774.1
OG0017469	As011G265620	XP_018434486.1
OG0017470	As011G266090	XP_018439097.1, XP_018465859.1
OG0017472	As011G267000	XP_018439880.1
OG0017473	As011G267080	XP_018440135.1
OG0017474	As011G267310	XP_018449790.1
OG0017475	As011G267470	XP_018440786.1
OG0017476	As011G267490	XP_018472548.1
OG0017477	As011G267540	XP_018440639.1, XP_018434256.1
OG0017478	As011G267600	XP_018437956.1
OG0017479	As011G267610	XP_018439195.1
OG0017480	As012G267760	XP_018435215.1
OG0017481	As012G267990	XP_018432912.1
OG0017482	As012G268170	XP_018450671.1
OG0017483	As012G268300	XP_018483336.1
OG0017484	As012G268760	XP_018441346.1
OG0017485	As012G268860	XP_018433146.1
OG0017486	As012G268880	XP_018447291.1
OG0017487	As012G268890	XP_018448162.1
OG0017488	As012G269090	XP_018451213.1
OG0017489	As012G269340	XP_018447791.1
OG0017490	As012G269510	XP_018489936.1
OG0017491	As012G270000	XP_018467161.1
OG0017492	As012G270020	XP_018491608.1
OG0017493	As012G270550	XP_018441959.1
OG0017494	As012G270610	XP_018462990.1
OG0017495	As012G272020	XP_018470138.1
OG0017496	As012G272070	XP_018468767.1
OG0017497	As012G272300	XP_018447549.1
OG0017498	As012G272490	XP_018468404.1
OG0017499	As012G273340	XP_018463800.1
OG0017500	As012G273400	XP_018447785.1
OG0017501	As012G273420	XP_018483297.1
OG0017502	As012G273520	XP_018436222.1
OG0017503	As012G273580	XP_018489378.1, XP_018439727.1
OG0017504	As012G273840	XP_018448136.1
OG0017505	As012G274210	XP_018467668.1
OG0017506	As012G274240	XP_018448067.1
OG0017507	As012G274740	XP_018462777.1, XP_018449223.1
OG0017508	As012G274840	XP_018455419.1
OG0017509	As012G274850	XP_018477476.1
OG0017510	As012G275060	XP_018447077.1, XP_018447088.1
OG0017511	As012G275330	XP_018441221.1
OG0017512	As012G275390	XP_018479885.1
OG0017513	As012G275720	XP_018482799.1
OG0017514	As012G275730	XP_018458895.1
OG0017515	As012G276220	XP_018487278.1
OG0017516	As012G276290	XP_018482034.1
OG0017517	As012G276550	XP_018464535.1, XP_018480086.1
OG0017518	As012G276570	XP_018485865.1
OG0017519	As012G277530	XP_018483825.1
OG0017520	As012G277590	XP_018485703.1
OG0017521	As012G277600	XP_018464118.1
OG0017522	As012G277660	XP_018464825.1
OG0017523	As012G278100	XP_018458892.1
OG0017524	As012G279520	XP_018483245.1
OG0017525	As012G279810	XP_018480120.1
OG0017526	As012G280000	XP_018490976.1
OG0017527	As012G281010	XP_018489768.1
OG0017528	As012G281300	XP_018432671.1
OG0017529	As012G281340	XP_018491622.1
OG0017530	As012G281740	XP_018485923.1
OG0017531	As012G281930	XP_018483403.1, XP_018477188.1
OG0017532	As012G281950	XP_018492794.1
OG0017533	As012G282090	XP_018492303.1
OG0017534	As012G282370	XP_018490674.1
OG0017535	As012G282420	XP_018463161.1, XP_018490748.1
OG0017536	As012G282570	XP_018484819.1
OG0017537	As012G282840	XP_018489893.1
OG0017539	As012G283850	XP_018444775.1, XP_018437314.1
OG0017540	As012G284040	XP_018492209.1
OG0017541	As012G284930	XP_018442264.1
OG0017542	As012G285060	XP_018486266.1
OG0017543	As012G285160	XP_018460414.1
OG0017544	As012G285820	XP_018444873.1
OG0017545	As012G285830	XP_018488671.1
OG0017546	As012G286320	XP_018492662.1
OG0017547	As012G286730	XP_018482792.1
OG0017548	As012G286890	XP_018488049.1
OG0017549	As012G286940	XP_018486064.1
OG0017550	As012G287820	XP_018444918.1
OG0017551	As012G288120	XP_018488815.1
OG0017552	As012G288460	XP_018490225.1
OG0017553	As012G288680	XP_018460341.1
OG0017554	As012G289260	XP_018488890.1
OG0017556	As012G289400	XP_018442229.1
OG0017751	As001G000580	XP_018467779.1
OG0017752	As001G000610	XP_018468992.1, XP_018468997.1
OG0017753	As001G001420	XP_018471913.1
OG0017754	As001G003390	XP_018450422.1
OG0017755	As001G004160	XP_018483921.1
OG0017756	As001G004690	XP_018471545.1
OG0017757	As209G297110	YP_009046974.1, YP_009046960.1
OG0017758	As001G013660	XP_018445270.1
OG0017759	As001G014550	XP_018451780.1
OG0017760	As001G015100	XP_018471340.1
OG0017761	As001G016170	XP_018469007.1
OG0017762	As001G016780	XP_018475063.1
OG0017763	As001G016950	XP_018441345.1
OG0017764	As001G017030	XP_018449878.1
OG0017765	As001G017220	XP_018449412.1
OG0017766	As001G018460	XP_018456557.1
OG0017768	As001G020500	XP_018457572.1
OG0017769	As001G020560	XP_018435538.1
OG0017770	As001G020980	XP_018433467.1
OG0017771	As001G022000	XP_018441895.1, XP_018433112.1
OG0017772	As001G022330	XP_018464029.1, XP_018434358.1
OG0017773	As001G022390	XP_018441692.1
OG0017774	As001G022440	XP_018455235.1
OG0017775	As001G022510	XP_018441225.1, XP_018481402.1
OG0017776	As001G022640	XP_018461687.1, XP_018481360.1
OG0017777	As001G022880	XP_018452936.1
OG0017778	As001G023820	XP_018434448.1
OG0017779	As001G023890	XP_018481133.1
OG0017781	As001G024030	XP_018478996.1
OG0017782	As001G025500	XP_018481086.1
OG0017783	As001G025670	XP_018441583.1
OG0017784	As001G026190	XP_018456078.1
OG0017785	As001G026220	XP_018439071.1
OG0017786	As001G026760	XP_018484373.1
OG0017787	As001G027160	XP_018454111.1, XP_018454109.1
OG0017788	As001G027740	XP_018480402.1, XP_018458466.1
OG0017789	As001G028890	XP_018447161.1
OG0017790	As001G028930	XP_018471619.1
OG0017791	As001G029180	XP_018468102.1
OG0017792	As001G029340	XP_018457563.1
OG0017793	As001G029350	XP_018442381.1
OG0017794	As001G030080	XP_018473420.1
OG0017795	As001G030620	XP_018452264.1
OG0017796	As001G031410	XP_018454891.1
OG0017797	As002G034690	XP_018437653.1
OG0017798	As002G035490	XP_018471282.1
OG0017799	As002G037590	XP_018441555.1
OG0017800	As002G039270	XP_018473528.1
OG0017801	As002G041910	XP_018449481.1, XP_018475848.1
OG0017802	As002G042770	XP_018452878.1
OG0017803	As002G043470	XP_018471916.1
OG0017804	As002G044490	XP_018467026.1
OG0017805	As002G044580	XP_018450809.1
OG0017806	As003G057210, As002G045270	XP_018470774.1
OG0017807	As002G045440	XP_018473491.1
OG0017808	As002G045720	XP_018458639.1
OG0017809	As002G048870	XP_018456999.1
OG0017810	As002G049360	XP_018475398.1
OG0017811	As002G050380	XP_018445364.1
OG0017812	As002G050620	XP_018445598.1
OG0017813	As002G051650	XP_018454066.1
OG0017814	As002G053060	XP_018444098.1
OG0017815	As002G053360, As002G053380	XP_018444241.1, XP_018475555.1
OG0017816	As002G053910	XP_018444349.1
OG0017817	As002G054300	XP_018446592.1
OG0017818	As002G054350	XP_018443365.1
OG0017819	As002G054370	XP_018446181.1
OG0017820	As002G054830	XP_018444395.1
OG0017821	As002G055250	XP_018444955.1
OG0017822	As002G055270	XP_018467314.1
OG0017823	As003G056020	XP_018449421.1, XP_018449422.1
OG0017824	As003G056300	XP_018458763.1
OG0017825	As003G056940	XP_018486992.1
OG0017826	As003G057310	XP_018450721.1
OG0017827	As003G057790	XP_018447196.1
OG0017828	As003G059180	XP_018482836.1
OG0017829	As003G060560	XP_018444908.1
OG0017830	As003G061150	XP_018436353.1
OG0017831	As003G061670	XP_018467741.1
OG0017832	As003G062790	XP_018469216.1
OG0017834	As003G063980	XP_018490466.1
OG0017836	As003G064280	XP_018448644.1
OG0017837	As003G064570	XP_018480955.1
OG0017838	As003G064660	XP_018476743.1
OG0017839	As003G064880	XP_018448959.1, XP_018448730.1
OG0017840	As003G069280	XP_018447754.1
OG0017841	As003G070390	XP_018469342.1, XP_018469171.1
OG0017842	As003G070610	XP_018449881.1
OG0017843	As003G071100	XP_018481713.1
OG0017844	As003G071150	XP_018493395.1
OG0017845	As003G071800	XP_018484068.1, XP_018484064.1
OG0017846	As003G071980	XP_018481759.1, XP_018464270.1, XP_018467573.1, XP_018469705.1
OG0017847	As003G073350	XP_018471772.1
OG0017848	As003G073450	XP_018471617.1
OG0017849	As003G073610	XP_018484880.1
OG0017850	As003G073750	XP_018447251.1
OG0017851	As003G074080	XP_018468738.1, XP_018468751.1
OG0017852	As003G074370	XP_018450211.1
OG0017853	As003G074740	XP_018455672.1
OG0017854	As003G075140	XP_018459478.1, XP_018477316.1
OG0017855	As004G077270	XP_018481181.1
OG0017856	As004G077320	XP_018481959.1, XP_018480892.1
OG0017857	As004G077760	XP_018481249.1, XP_018481239.1
OG0017859	As004G078680	XP_018484194.1
OG0017860	As004G079810	XP_018437907.1
OG0017861	As004G080340	XP_018455846.1, XP_018455669.1
OG0017862	As004G080510	XP_018443253.1
OG0017863	As004G081010	XP_018479884.1
OG0017864	As004G081610	XP_018433246.1
OG0017865	As004G082460	XP_018450041.1
OG0017866	As004G082620	XP_018449484.1
OG0017867	As004G082640	XP_018477919.1
OG0017868	As004G083290	XP_018469954.1
OG0017869	As004G083560	XP_018475821.1
OG0017870	As004G083580	XP_018475099.1
OG0017871	As004G083910	XP_018454745.1
OG0017872	As004G084070	XP_018459673.1
OG0017873	As004G084110	XP_018457706.1
OG0017874	As004G084470	XP_018452337.1
OG0017875	As004G084840	XP_018454923.1
OG0017876	As004G085320	XP_018472440.1
OG0017877	As004G087610	XP_018455731.1
OG0017878	As004G088030	XP_018477465.1
OG0017879	As004G088280	XP_018466609.1
OG0017881	As004G089080	XP_018481035.1
OG0017882	As004G089160	XP_018453078.1
OG0017883	As004G089540	XP_018485322.1
OG0017884	As004G090170	XP_018458106.1
OG0017885	As004G090570	XP_018439857.1
OG0017887	As004G092010	XP_018451554.1
OG0017888	As004G092540	XP_018445487.1
OG0017889	As004G092760	XP_018436125.1
OG0017890	As004G093190	XP_018449445.1
OG0017891	As004G093400	XP_018442043.1
OG0017892	As004G093470	XP_018477800.1
OG0017893	As004G093760	XP_018444634.1
OG0017894	As004G094490	XP_018480956.1
OG0017895	As004G094830	XP_018482453.1, XP_018482476.1
OG0017896	As004G095090	XP_018447982.1
OG0017897	As004G095100	XP_018484960.1
OG0017898	As004G095250	XP_018477813.1
OG0017899	As004G095310	XP_018484124.1
OG0017900	As004G095630	XP_018470899.1
OG0017901	As004G096650	XP_018472019.1
OG0017902	As004G096840	XP_018489544.1, XP_018493337.1
OG0017903	As004G097370	XP_018484838.1
OG0017904	As004G097740	XP_018484742.1
OG0017905	As005G099870	XP_018464506.1, XP_018473210.1
OG0017906	As005G100150	XP_018434441.1
OG0017907	As005G100470	XP_018437894.1
OG0017908	As005G101690	XP_018440277.1
OG0017909	As005G101780	XP_018440255.1
OG0017910	As005G102410	XP_018436405.1
OG0017911	As005G102970	XP_018433678.1
OG0017912	As005G104210	XP_018434011.1
OG0017913	As005G104340	XP_018440469.1
OG0017914	As005G104420	XP_018440465.1
OG0017915	As005G104570	XP_018439153.1
OG0017916	As005G105090	XP_018474828.1
OG0017917	As005G105220	XP_018474822.1, XP_018474720.1
OG0017919	As005G106350	XP_018474422.1
OG0017920	As005G106360	XP_018442101.1
OG0017921	As005G106510	XP_018466559.1
OG0017922	As005G106910	XP_018467983.1
OG0017923	As005G108240	XP_018492661.1
OG0017924	As005G108460	XP_018474346.1, XP_018474349.1, XP_018469833.1
OG0017925	As005G110150	XP_018442175.1
OG0017926	As005G112220	XP_018444621.1
OG0017927	As005G114540	XP_018452322.1, XP_018452310.1
OG0017928	As005G115480	XP_018452465.1
OG0017929	As005G115920	XP_018455594.1
OG0017930	As005G117490	XP_018490685.1
OG0017931	As005G117740	XP_018434353.1
OG0017932	As005G120290	XP_018433021.1
OG0017933	As005G120430	XP_018433601.1
OG0017934	As005G120600	XP_018456209.1
OG0017935	As005G120760, As010G220320	XP_018454219.1
OG0017936	As006G121040	XP_018453218.1
OG0017937	As006G121050	XP_018458933.1
OG0017938	As006G121160	XP_018455484.1
OG0017939	As006G121500	XP_018453915.1
OG0017940	As006G121930	XP_018457543.1
OG0017941	As006G121960	XP_018473436.1
OG0017942	As006G122340	XP_018461991.1, XP_018461993.1
OG0017943	As006G123210	XP_018476367.1, XP_018474540.1
OG0017944	As006G125580	XP_018485368.1
OG0017945	As006G126920	XP_018439590.1
OG0017946	As006G128580	XP_018439091.1
OG0017947	As006G128660	XP_018473911.1
OG0017948	As006G129660	XP_018450798.1, XP_018447179.1
OG0017949	As006G130630	XP_018436688.1
OG0017950	As006G131380	XP_018490222.1
OG0017951	As006G131640	XP_018490696.1
OG0017952	As006G132110	XP_018487965.1
OG0017953	As006G132850	XP_018485947.1
OG0017954	As006G133060	XP_018490990.1
OG0017955	As006G133140, As006G139910	XP_018493066.1
OG0017956	As006G133160	XP_018492776.1
OG0017957	As006G133450	XP_018486788.1
OG0017958	As006G133510	XP_018438889.1
OG0017959	As006G133620	XP_018475900.1
OG0017960	As006G133770	XP_018459323.1
OG0017961	As006G133800	XP_018475812.1
OG0017962	As006G133940	XP_018465347.1, XP_018471372.1, XP_018471369.1
OG0017963	As006G134390	XP_018482648.1, XP_018483187.1
OG0017965	As006G134540	XP_018448479.1
OG0017966	As006G135860	XP_018493542.1
OG0017967	As006G136360	XP_018491393.1
OG0017968	As006G136520	XP_018486533.1
OG0017969	As006G136570	XP_018493273.1, XP_018490128.1
OG0017970	As006G136640	XP_018487330.1
OG0017971	As006G136650	XP_018485494.1
OG0017972	As006G137710	XP_018491431.1
OG0017973	As006G137800	XP_018441458.1, XP_018485766.1
