Orthogroup	Aethionema_saxatile	Brassica_napus
OG0014427	As012G271590	XP_013727285.2, XP_048637034.1
OG0014428	As012G271700	XP_013640772.2, XP_048637766.1
OG0014429	As012G271820	XP_013685528.2, XP_013640763.2
OG0014430	As012G272040	XP_022568799.2, XP_048591866.1
OG0014431	As012G272060	XP_013664903.2, XP_013701895.2
OG0014432	As012G272090	XP_013702499.2, XP_013702480.2
OG0014433	As012G272180	XP_013664337.1, XP_048637013.1
OG0014434	As012G272330	XP_013735835.1, XP_013712706.2
OG0014435	As012G272360	XP_013714922.2, XP_013735841.1
OG0014436	As012G272610	XP_013640835.2, XP_013642793.1
OG0014437	As012G272680	XP_013640836.2, XP_013701696.2
OG0014438	As012G272790	XP_013740907.2, XP_013720051.1
OG0014439	As012G272820	XP_013706408.1, XP_048630741.1, XP_048635572.1
OG0014440	As012G272940	XP_013719996.1, XP_013735882.2
OG0014441	As012G272960	XP_013720059.1, XP_013735885.2
OG0014442	As012G273210	XP_048635550.1, XP_022575174.1, XP_013749144.1
OG0014443	As012G273260	XP_013701936.2, XP_013640828.2
OG0014444	As012G273390	XP_048637951.1, XP_013675128.2
OG0014445	As012G273450	XP_022576043.1, XP_013749143.1, XP_048635549.1
OG0014446	As012G273650	XP_048637967.1, XP_022560525.1
OG0014447	As012G273830	XP_013655606.2, XP_013719935.2
OG0014448	As012G273910	XP_013649073.1, XP_013641191.2
OG0014449	As012G274230	XP_013658527.3, XP_048626098.1
OG0014450	As012G274370	XP_048618828.1, XP_013699218.2
OG0014451	As012G277900, As012G274400	XP_048620583.1, XP_013711478.1
OG0014452	As012G274430	XP_048626914.1, XP_013702270.1
OG0014453	As012G274550	XP_013654721.2, XP_013721164.3
OG0014454	As012G274640	XP_022574191.1, XP_013691119.1
OG0014455	As012G274710	XP_013744031.3, XP_013692873.2
OG0014456	As012G275090	XP_013701680.1, XP_013734272.1
OG0014457	As012G275110	XP_013734271.2, XP_048608437.1
OG0014458	As012G275250	XP_048634427.1, XP_013729065.1
OG0014459	As012G275490	XP_013663179.1, XP_013699000.2
OG0014460	As012G275530	XP_013698947.2, XP_013663172.2
OG0014461	As012G275770	XP_013707045.1, XP_013644488.2
OG0014462	As012G275780	XP_013698728.2, XP_013663148.2
OG0014463	As012G275790	XP_013698739.1, XP_013663149.1
OG0014464	As012G275800	XP_048597040.1, XP_013663150.1
OG0014465	As012G275900	XP_013686686.1, XP_013742735.2
OG0014466	As012G275960	XP_048620537.1, XP_048597046.1, XP_048632728.1, XP_013705781.1
OG0014467	As012G276070	XP_013659853.2, XP_013659809.1
OG0014468	As012G276200	XP_013672178.2, XP_022546809.2
OG0014469	As012G276210	XP_013689836.2, XP_013659807.2, XP_013659849.2
OG0014470	As012G276840	XP_013702161.2, XP_013649285.1
OG0014471	As012G276970	XP_013730235.1, XP_013731122.1
OG0014472	As012G277110	XP_013666964.2, XP_048633958.1
OG0014473	As012G277720	XP_022564474.2, XP_022568699.2
OG0014474	As012G278180	XP_013710876.2, XP_013710875.1
OG0014475	As012G278600	XP_013742698.2, XP_013686712.1
OG0014476	As012G278810	XP_013714161.1, XP_013666008.1
OG0014477	As012G278870	XP_022559215.1, XP_013699137.2
OG0014478	As012G278900	XP_013721195.2, XP_048597026.1
OG0014479	As012G279510	XP_048618593.1, XP_013737140.2, XP_013745611.2
OG0014480	As012G280110	XP_013742487.2, XP_013727631.1
OG0014481	As012G280250	XP_013711021.2, XP_022546839.1
OG0014482	As012G280870	XP_013711326.2
OG0014483	As012G281500	XP_013742322.1, XP_013677432.1
OG0014484	As012G281610	XP_048633914.1, XP_013662762.1
OG0014485	As012G281620	XP_013662763.2, XP_013742329.1
OG0014486	As012G281730	XP_013711784.2, XP_013691986.2
OG0014487	As012G282010	XP_013712073.2, XP_048620625.1
OG0014488	As012G282660	XP_013663443.2, XP_013663275.2
OG0014489	As012G282700	XP_013659879.2, XP_013663279.1
OG0014490	As012G282780	XP_013744911.2, XP_013687746.2
OG0014491	As012G282970	XP_022573654.1, XP_013746407.1
OG0014492	As012G283170	XP_013663395.2, XP_048620671.1
OG0014493	As012G283230	XP_022573644.1, XP_013746408.1
OG0014494	As012G283250	XP_048597157.1, XP_013663388.2
OG0014495	As012G283690, As012G283730	XP_013712206.2, XP_013663339.2
OG0014496	As012G284320	XP_013648385.2, XP_013728412.1
OG0014497	As012G284520	XP_013687240.1, XP_048634848.1
OG0014498	As012G284560	XP_013675399.1, XP_013690998.1
OG0014499	As012G284750	XP_022570055.1, XP_013728898.1
OG0014500	As012G284880	XP_013663655.1, XP_013663490.2
OG0014501	As012G285220	XP_013724427.2, XP_048591594.1
OG0014502	As012G285240	XP_013663694.2, XP_048597218.1
OG0014503	As012G285250	XP_048634281.1, XP_048609671.1, XP_013746375.1
OG0014504	As012G285430	XP_013648305.2, XP_013654471.1
OG0014505	As012G285450	XP_048597231.1, XP_048620764.1
OG0014506	As012G285860	XP_013659987.2, XP_013710082.1
OG0014507	As012G285900	XP_013711482.1, XP_013663837.1
OG0014508	As012G286000	XP_013663822.1, XP_013708106.1
OG0014509	As012G286230	XP_013742055.1, XP_022568953.2, XP_022574200.2
OG0014510	As012G286300	XP_013708394.1, XP_013708352.1
OG0014511	As012G286620	XP_013663400.2, XP_013663316.2
OG0014512	As012G286740	XP_048597288.1, XP_013711812.1
OG0014513	As012G286800	XP_013712461.1, XP_013707885.2
OG0014514	As012G286980, As012G287000	XP_013701365.2, XP_013741978.2
OG0014515	As012G287090	XP_013648427.1, XP_013750202.1
OG0014516	As012G287520	XP_013702742.2, XP_013648446.2
OG0014517	As012G287690	XP_048609846.1, XP_013741914.2
OG0014518	As012G287810	XP_013730228.1, XP_013648481.2
OG0014519	As012G287910	XP_013710674.2, XP_013660012.1, XP_013648488.2, XP_013730214.1
OG0014520	As012G287970	XP_013709955.1, XP_013663926.2
OG0014521	As012G287980	XP_013708353.2, XP_022563246.1
OG0014522	As012G287990	XP_013663928.2, XP_048620853.1
OG0014523	As012G288090	XP_013648503.1, XP_022568117.1
OG0014524	As012G288360	XP_013749444.1, XP_013663966.2
OG0014525	As012G288530	XP_013746273.1, XP_048609808.1
OG0014526	As012G289020	XP_013692661.1, XP_013664899.1
OG0014527	As012G289030	XP_013692660.1, XP_013664897.1
OG0014528	As012G289190	XP_022556531.1, XP_022573534.1
OG0014529	As012G289290	XP_022547037.2, XP_013712189.1
OG0014530	As012G289320	XP_013712190.1, XP_022547038.1, XP_013741821.1
OG0014531	As012G289440	XP_048616061.1, XP_013648970.2
OG0014532	As012G289450	XP_013701604.1, XP_013649454.2
OG0014533	As012G289500	XP_013692706.3, XP_013672722.1, XP_048594000.1
OG0014637	As001G000280	XP_013668886.1, XP_013659318.3
OG0014638	As001G000430	XP_013706312.2, XP_013685571.2
OG0014639	As001G000490	XP_022558679.2, XP_013697197.2
OG0014640	As001G000510	XP_013656358.2, XP_013712343.1
OG0014641	As001G000560	XP_048637769.1, XP_022558764.1
OG0014642	As001G000590	XP_022559005.1, XP_013697982.2
OG0014643	As001G000670	XP_013685580.1, XP_013706838.2
OG0014644	As001G000810	XP_013650064.2, XP_048617475.1
OG0014645	As001G000830	XP_048637669.1, XP_013669813.1
OG0014646	As001G000840	XP_048637644.1, XP_013670956.1
OG0014647	As001G000900	XP_013670894.2, XP_013695002.2
OG0014648	As001G000980	XP_048620447.1, XP_013659295.2
OG0014649	As001G001010	XP_013685594.2
OG0014650	As001G001150	XP_022570560.2, XP_013692690.2
OG0014651	As001G001160	XP_022570562.1, XP_013725392.1
OG0014652	As001G001250	XP_048607509.1, XP_048637372.1, XP_013693529.2
OG0014653	As001G001350	XP_048601341.1, XP_048637333.1
OG0014654	As001G001390	XP_013656332.2, XP_013685928.2
OG0014655	As001G001400	XP_048619167.1, XP_013681610.1
OG0014656	As001G001530	XP_013741958.2, XP_048610713.1
OG0014657	As001G001550	XP_048620480.1, XP_013705579.2
OG0014658	As001G001630, As001G001590	XP_013685924.2, XP_048619175.1, XP_013738238.1, XP_048619178.1, XP_048637096.1
OG0014659	As001G001700	NP_001303055.1, XP_048637184.1
OG0014660	As001G001710	XP_048637239.1, XP_013712989.2
OG0014661	As001G002320	XP_013707134.1, XP_013738276.1
OG0014662	As001G002960	XP_013670864.1, XP_013730770.2
OG0014663	As001G002990	XP_013706525.2, XP_013648037.1
OG0014664	As001G003040	XP_013707884.1, XP_013664088.2
OG0014665	As001G003050	XP_013730760.2, XP_013671393.1
OG0014666	As001G003100	XP_022571708.2
OG0014667	As001G003340	XP_013750419.1, XP_048619227.1
OG0014668	As001G003420	XP_013650179.2, XP_013679386.2
OG0014669	As001G003460	XP_048601242.1, XP_048636678.1
OG0014670	As001G003670	XP_013650196.2, XP_013670782.1
OG0014671	As001G003700	XP_048636539.1, XP_013670776.2
OG0014672	As001G003910	XP_013672624.2, XP_013716426.2
OG0014673	As001G003920	XP_022555931.2, XP_013720300.2
OG0014674	As001G004060	XP_048601213.1, XP_013668436.2
OG0014675	As001G004100	XP_013719536.2, XP_013716678.1
OG0014676	As001G004110	XP_013685839.2, XP_048594860.1
OG0014677	As001G004270	XP_048601207.1, XP_013650227.2
OG0014678	As001G004290	XP_013716686.1, XP_013751256.2
OG0014679	As001G004520	XP_013666843.2, XP_048636368.1
OG0014680	As001G004830	XP_013696959.1, XP_013664658.3
OG0014681	As001G004870	XP_013664556.2, XP_013697704.1
OG0014682	As001G004960	XP_022552715.2, XP_048601180.1
OG0014683	As001G005090	XP_013664008.1, XP_013709880.2
OG0014684	As001G005340	XP_013670111.2, XP_022546280.2
OG0014685	As001G005800	XP_013670461.1, XP_013666613.1
OG0014686	As001G006080	XP_013670658.2, XP_013666651.2
OG0014687	As001G006240	XP_013733077.1, XP_013656277.2
OG0014689	As001G009970	XP_013697686.2, XP_013652122.2
OG0014690	As001G010050	XP_013735183.2, XP_013664202.2
OG0014691	As001G010380	XP_013664199.1, XP_013735189.2
OG0014692	As001G010460	XP_048635522.1, XP_013664197.2
OG0014693	As001G010510	XP_013735193.2, XP_013664196.1
OG0014695	As001G012190	XP_013666243.1, XP_022571570.1, XP_048619296.1
OG0014696	As001G012730	XP_022550195.1, XP_013650507.2
OG0014697	As001G013580	XP_013692406.1, XP_048601129.1
OG0014698	As001G013750	XP_048602496.1, XP_048605673.1
OG0014699	As001G013810	XP_013743290.1, XP_013735212.2
OG0014700	As001G013910	XP_048635123.1, XP_013693542.2
OG0014701	As001G014070	XP_013651223.2, XP_013697228.1
OG0014702	As001G014240	XP_048601116.1, XP_013649706.2
OG0014703	As001G014330	XP_022569994.1, XP_013649123.1
OG0014704	As001G014900, As001G014910, As011G263760	XP_022562180.1, XP_013724900.2
OG0014705	As001G014940, As001G018320	XP_013740329.1
OG0014706	As001G015520	XP_013730947.2, XP_048594785.1
OG0014707	As001G015610	XP_013751773.1, XP_013670579.2
OG0014708	As001G015650	XP_013670576.1, XP_013752127.2
OG0014709	As001G015790	XP_013653080.1, XP_013722643.1
OG0014710	As001G015930	XP_013693262.2
OG0014711	As001G015990	XP_013750175.2, XP_022559208.1
OG0014712	As001G016240	XP_013662323.1, XP_048614715.1
OG0014713	As001G016250	XP_013710860.2, XP_048594551.1
OG0014714	As001G016410	XP_013715142.2, XP_022564065.1
OG0014715	As001G016420	XP_013749171.2, XP_048626485.1, XP_013749172.1, XP_013660502.2
OG0014716	As001G016730	XP_048595003.1, XP_013733835.1
OG0014717	As001G016770	XP_013740365.1, XP_013659578.2
OG0014718	As001G016790	XP_013728671.1, XP_048635162.1, XP_022576013.1
OG0014719	As001G016800	XP_048594996.1, XP_013733845.1
OG0014720	As001G016900	XP_022546443.2, XP_022546635.2, XP_048615051.1
OG0014721	As001G017020	XP_022571386.1, XP_048635493.1, XP_013742642.2
OG0014722	As001G017040	XP_013656873.1, XP_013662286.2
OG0014723	As001G017390	XP_048623167.1, XP_048601845.1
OG0014724	As001G017410	XP_013671353.1
OG0014725	As001G017480	XP_013733745.2, XP_013721554.2, XP_048626203.1, XP_013671360.1
OG0014726	As001G017520	XP_013710287.1, XP_013654734.2
OG0014727	As001G017530	XP_048594632.1, XP_048622087.1
OG0014728	As001G017550	XP_013671709.1, XP_013733810.2
OG0014729	As001G017640	XP_013733800.1, XP_022550563.1
OG0014730	As001G017860	XP_013743388.1, XP_022550577.1
OG0014731	As001G018120	XP_013706197.2, XP_013737376.2
OG0014732	As001G018300	XP_048602198.1, XP_048625879.1
OG0014733	As001G018350	XP_013733224.1, XP_013712600.2
OG0014734	As001G018510	XP_013710919.1, XP_013740738.2
OG0014735	As001G018640	XP_022556505.1, XP_022569141.1
OG0014736	As001G018810	XP_048591885.1, XP_048616132.1
OG0014737	As001G018820	XP_013681995.2, XP_013730053.2
OG0014738	As001G018850	XP_013671856.1, XP_013730270.2
OG0014739	As001G019070	XP_022571461.1, XP_022556475.1
OG0014740	As001G019150	XP_048595887.1
OG0014741	As001G019190	XP_013728917.2, XP_013746304.1
OG0014742	As001G019580	XP_022570249.2, XP_013661720.2
OG0014743	As001G020150	XP_013748739.2, XP_022550782.1
OG0014744	As001G020320, As001G020330	XP_013752261.2, XP_013740203.2
OG0014745	As001G020460	XP_013707084.2, XP_013738242.1
OG0014746	As001G020650	XP_013677363.1, XP_013725318.1
OG0014747	As001G020860	XP_013725304.1, XP_013675085.1
OG0014748	As001G021170	XP_013750178.1, XP_013661654.2
OG0014749	As001G021250, As001G021290	XP_022575561.2, XP_048592130.1
OG0014750	As001G021560	XP_048592186.1, XP_013711312.2
OG0014751	As001G022030	XP_013668739.1, XP_048626025.1
OG0014752	As001G022140	XP_013739810.1, XP_013692449.2
OG0014753	As001G022210	XP_013706034.1, XP_048637313.1
OG0014754	As001G022470	XP_048604242.1, XP_013684338.1
OG0014755	As001G022490	XP_013684357.1, XP_013734430.1
OG0014756	As001G022580	XP_013724228.1, XP_013684431.1
OG0014757	As001G022720	XP_013746499.2, XP_013705509.2, XP_013714246.2
OG0014758	As001G022780	XP_048615163.1, XP_013729243.1
OG0014759	As001G022800	XP_013684793.2, XP_013703724.2
OG0014760	As001G022820	XP_013684776.2
OG0014761	As001G022860	XP_048607807.1, XP_013729224.2
OG0014762	As001G022930	XP_022570690.2, XP_013714197.1, XP_048599737.1, XP_013729230.1
OG0014763	As001G023000	XP_048637254.1, XP_048619633.1
OG0014764	As001G023300	XP_048624478.1, XP_013687365.2
OG0014765	As001G023660	XP_013706770.1, XP_013664937.2
OG0014766	As001G023760	XP_048600080.1, XP_048627383.1, XP_048602306.1
OG0014767	As001G023770	XP_048627381.1, XP_022572240.1, XP_048602304.1
OG0014768	As001G023860	XP_013687344.3, XP_013712741.2
OG0014769	As001G024060	XP_013734418.1, XP_022570144.1
OG0014770	As001G024080	XP_048630050.1, XP_048631312.1, XP_013677486.1
OG0014771	As001G024230	XP_013686207.1, XP_013692513.2
OG0014772	As001G024280	XP_013692780.2, XP_048619663.1
OG0014773	As001G024430	XP_013697519.1, XP_048602319.1
OG0014774	As001G024790	XP_013713000.2, NP_001302773.1
OG0014775	As001G024990	XP_013675100.1, XP_048637171.1
OG0014776	As001G025010	XP_013710077.1, XP_013714399.1
OG0014777	As001G025070	XP_022552781.1, XP_013697272.1
OG0014778	As001G025090	XP_013644839.2, XP_013677389.2
OG0014779	As001G025170	XP_013713888.2, XP_048596702.1
OG0014780	As001G025470	XP_013644731.2, XP_013706055.1
OG0014781	As001G025590	XP_048618034.1, XP_013644715.2
OG0014782	As001G025640	XP_013644713.2, XP_022562491.2
OG0014783	As001G025790	XP_013706213.2, XP_048591356.1
OG0014784	As001G025850	XP_013672573.2, XP_013644699.1
OG0014785	As001G025950	XP_013710166.2, XP_013725042.2
OG0014786	As001G026000	XP_013672562.2, XP_013644680.2
OG0014787	As001G026160	XP_048628329.1, XP_013698014.1, XP_013670869.1
OG0014788	As001G026400	XP_013691471.1, XP_048595259.1
OG0014789	As001G026540	XP_022543587.2, XP_013703940.2
OG0014790	As001G026670	XP_013677559.2
OG0014791	As001G026820	XP_048602937.1, XP_048600935.1
OG0014792	As001G026830	XP_022562855.2, XP_048591314.1
OG0014793	As001G027070	XP_013707835.2, XP_013691216.2
OG0014794	As001G027230	XP_013687500.2, XP_013644540.2
OG0014795	As001G027260	XP_013644526.2, XP_013687497.1
OG0014796	As001G027770, As004G078300	XP_013722693.1, XP_013743067.1
OG0014797	As001G027890	XP_013666585.2, XP_013677599.1
OG0014798	As001G028090	XP_013706428.2, XP_013644469.1
OG0014800	As001G028200	XP_022556558.2, XP_013723388.1
OG0014801	As001G028270	XP_022557660.2, XP_013676366.1
OG0014802	As001G028370	XP_013688093.1, XP_013674777.2
OG0014803	As001G028400	XP_013688059.1
OG0014804	As001G028560	XP_013649176.2, XP_013698639.2
OG0014805	As001G028800	XP_022544814.2, XP_013643335.1
OG0014806	As001G028900	XP_013722589.1, XP_013688807.3
OG0014807	As001G029010	XP_013669877.1, XP_013674855.2
OG0014808	As001G029090	XP_022544805.2, XP_013722465.1
OG0014809	As001G029190	XP_022559842.1, XP_013722381.3
OG0014810	As001G029240	XP_048604187.1, XP_013676684.2
OG0014811	As001G029270	XP_022560478.1, XP_022544790.2
OG0014812	As001G029310	XP_048627485.1, XP_013722464.1, XP_022544785.1
OG0014813	As001G029390	XP_013722449.1, XP_022544782.2
OG0014814	As001G029540	XP_013706361.1, XP_013702130.1
OG0014815	As001G029640	XP_013704451.2, XP_013702399.2
OG0014816	As001G029670	XP_013702589.2, XP_013641936.2
OG0014818	As001G029810	XP_013701826.1, XP_013717971.1
OG0014819	As001G029830	XP_013683666.2, XP_013686267.2
OG0014820	As001G029850	XP_013649879.1, XP_048615946.1
OG0014821	As001G029900	XP_022554740.2, XP_013686378.2
OG0014822	As001G029910	XP_013686365.2, XP_048604081.1
OG0014823	As001G029960	XP_013677991.1, XP_013750272.2
OG0014824	As001G029980	XP_022567425.2, XP_048595065.1
OG0014825	As001G030030	XP_048637455.1, XP_013692301.2
OG0014826	As001G030170	XP_048596656.1, XP_013701766.1
OG0014827	As001G030260	XP_013697892.1, XP_048596986.1
OG0014828	As001G030380	XP_013684917.2, XP_013644797.1
OG0014829	As001G030440	XP_013661515.2, XP_013644779.1
OG0014830	As001G030490	XP_048625941.1, XP_013660218.2
OG0014831	As001G030510	XP_013661520.2, XP_048625957.1
OG0014832	As001G030580	XP_048625936.1, XP_048595677.1
OG0014833	As001G031010	XP_013747662.1, XP_013687947.2
OG0014834	As001G031090	XP_048625974.1, XP_013674926.1
OG0014835	As001G031200	XP_013686143.1, XP_013747890.1
OG0014836	As001G031290	XP_022550902.1, XP_013748048.1
OG0014837	As001G031320	XP_013733384.1, XP_013748097.1
OG0014838	As001G031330, As001G031340	XP_022570434.2, XP_013658120.2
OG0014839	As001G031370	XP_048595669.1, XP_013716816.2
OG0014840	As001G031380	XP_013659332.2, XP_048595719.1
OG0014841	As001G031530	XP_013748273.1
OG0014842	As001G031740	XP_013661603.1, XP_013726448.2
OG0014843	As001G031820	XP_013696896.1, XP_013661607.1
OG0014844	As001G031870	XP_048626003.1, XP_048595728.1
OG0014845	As001G031890	XP_013695311.2, XP_013659344.1
OG0014846	As001G031910	XP_013695243.1, XP_048595730.1
OG0014847	As001G032040	XP_013705694.1, XP_013675871.2
OG0014848	As002G032410	XP_013729720.1, XP_013749932.1
OG0014849	As002G032480	XP_013708744.1, XP_048593684.1
OG0014850	As002G032590	XP_013741566.1, XP_048600181.1
OG0014851	As002G032680	XP_022572648.1, XP_022561381.1, XP_022552943.1, XP_022545770.1
OG0014852	As002G032840	XP_013697990.1, XP_013741313.2
OG0014853	As002G032880	XP_013705199.1, XP_013738096.1
OG0014854	As002G033180	XP_048612698.1, XP_013740571.1
OG0014856	As002G033290	XP_013687787.1, XP_048634630.1
OG0014857	As002G033380	XP_013687768.2, XP_013727386.2
OG0014858	As002G033490	XP_013686028.1, XP_048635445.1
OG0014859	As002G033620	XP_013691772.1, XP_013747853.2
OG0014860	As002G033760	XP_013747859.2, XP_013692501.1
OG0014861	As002G033800	XP_013747860.2, XP_013692731.1
OG0014862	As002G033940	XP_013736068.2, XP_013648096.1
OG0014863	As002G033960	XP_048600756.1, XP_013724083.1
OG0014864	As002G034040	XP_048612222.1, XP_048600761.1
OG0014865	As002G034090	XP_048612003.1, XP_013724160.2
OG0014866	As002G034180	XP_013750457.2, XP_022575595.1
OG0014867	As002G034310	XP_022575585.2, XP_013750366.1
OG0014868	As002G034400	XP_022559240.1, XP_013750375.3
OG0014869	As002G034490	XP_013724113.2, XP_048600736.1
OG0014870	As002G034670	XP_013724126.2, XP_048610904.1
OG0014871	As002G034680	XP_048610967.1, XP_048600732.1
OG0014872	As002G034930	XP_022559230.1, XP_013750401.3
OG0014873	As002G034940	XP_013750402.1, XP_022559232.1
OG0014874	As002G034990	XP_022559228.1, XP_013750410.2
OG0014875	As002G035040, As005G108510	XP_013720231.1
OG0014876	As002G035230	XP_013706219.1, XP_048635970.1
OG0014877	As002G035250	XP_048615268.1, XP_013706218.2
OG0014878	As002G035460	NP_001303063.1, XP_048615253.1
OG0014879	As002G035560	XP_013672801.1, XP_048635957.1
OG0014880	As002G035590	XP_048632319.1, XP_013648133.2
OG0014881	As002G035630	XP_048635954.1, XP_022567756.1
OG0014882	As002G036170	XP_013672769.1, XP_013750231.2
OG0014883	As002G040530, As002G036390	XP_013685238.2, XP_013725338.1
OG0014884	As002G036630	XP_013750156.1, XP_013640206.2
OG0014885	As002G036780	XP_013750348.2, XP_013750252.2
OG0014886	As002G036830	XP_013750153.1, XP_022575540.1
OG0014887	As002G036930	XP_013729575.1, XP_048609042.1
OG0014888	As002G037110, As002G037100	XP_022558516.1, XP_013750140.2
OG0014889	As002G038310	XP_048635898.1, XP_013640162.1
OG0014890	As002G038630	XP_013712975.1, XP_013646973.1
OG0014891	As002G038750	XP_013750119.1, XP_022575482.1
OG0014892	As002G038920	XP_013749944.1, XP_013731739.1
OG0014893	As002G039340	XP_013680909.1, XP_013680900.2
OG0014894	As002G039430	XP_022567744.2, XP_022548826.2
OG0014895	As002G039440	XP_013683963.1, XP_013683986.1
OG0014896	As002G039880	XP_013641944.2, XP_013701607.2
OG0014897	As002G041360	XP_013685059.1, XP_013736599.1
OG0014898	As002G041960	XP_048625438.1, XP_013705810.2
OG0014899	As002G042150	XP_013641106.2, XP_013711344.2
OG0014900	As002G042300	XP_013641956.1, XP_013702298.2
OG0014901	As002G042320	XP_013702297.1, XP_013641958.1
OG0014902	As002G042390	XP_013682836.1, XP_013683291.1
OG0014903	As002G042600	XP_013659277.1, XP_022574563.2
OG0014904	As002G042780	XP_013683304.1, XP_013682857.1
OG0014905	As002G043290	XP_048608343.1, XP_013640538.1
OG0014906	As002G043490	XP_013720123.1, XP_013701995.2
OG0014907	As002G043500	XP_013640550.1, XP_013683329.1
OG0014908	As002G043580	XP_013676309.2, XP_013708709.2
OG0014909	As002G043600	XP_013676312.2, XP_048610280.1
OG0014910	As002G043620	XP_048609733.1, XP_013707735.1
OG0014911	As002G043860	XP_048598706.1
OG0014912	As002G043950	XP_013683351.1, XP_013712599.1
OG0014913	As002G043960	XP_013683352.1, XP_013708276.2
OG0014914	As002G043990	XP_013709256.1, XP_013691653.1, XP_048630024.1
OG0014915	As002G044010	XP_013686468.2, XP_013642863.1
OG0014916	As002G044020	XP_022554664.1, XP_013683355.1
OG0014917	As002G044190	XP_013708691.2, XP_013713076.2
OG0014918	As006G143690, As002G044300	XP_013714261.1, XP_013687527.2
OG0014919	As002G044330	XP_013714263.1, XP_013715397.2
OG0014920	As002G044510	XP_013687742.1, XP_013680634.1
OG0014921	As002G044720	XP_013680904.1, XP_013740379.1
OG0014922	As002G044870	XP_013733853.1, XP_013733921.2
OG0014923	As002G045010	XP_013726821.2, XP_013709657.1
OG0014924	As002G045190	XP_013714512.1, XP_013666799.2
OG0014925	As002G045220	XP_013698775.2, XP_013686574.1
OG0014926	As002G045350	XP_013714723.1, XP_013666785.2
OG0014927	As002G045740	XP_048623778.1, XP_013727385.1
OG0014928	As002G046160	XP_022551691.2, XP_013714752.3
OG0014929	As002G046600	XP_013687080.1, XP_013666733.1
OG0014930	As002G046980	XP_048593489.1, XP_048622411.1
OG0014931	As002G047140	XP_013666941.1, XP_013726218.2
OG0014932	As002G047230	XP_013713952.1, XP_013666937.1
OG0014933	As002G047290	XP_013676187.1, XP_048607239.1
OG0014934	As002G047360	XP_048629286.1, XP_013640668.2
OG0014935	As002G047870	XP_013675656.1, XP_013693289.2
OG0014936	As002G047960	XP_013740448.2, XP_022566852.1
OG0014937	As002G048060	XP_022570741.2, XP_022569846.2
OG0014938	As002G048130	XP_013701619.2
OG0014939	As002G048270	XP_048624734.1, XP_048598854.1
OG0014940	As002G048370	XP_013729133.1, XP_013667006.1
OG0014941	As002G048380	XP_013729134.2, XP_048598857.1
OG0014942	As002G048720	XP_048608218.1, XP_013732944.2
OG0014943	As002G048740	XP_013714793.1, XP_048598875.1
OG0014944	As002G048750	XP_048598877.1, XP_048624757.1
OG0014945	As002G049100	XP_048606795.1, XP_022551943.2
OG0014946	As002G049310	XP_013656867.1, XP_013697264.1
OG0014947	As002G049340	XP_013695477.2, XP_013665831.2
OG0014948	As002G049440	XP_013665834.1, XP_013690524.1, XP_013740326.1, XP_013680600.1
OG0014949	As002G049530	XP_048628595.1, XP_013733184.1, XP_013679134.3
OG0014950	As002G049610	XP_013683161.2, XP_013684076.2
OG0014951	As002G049930	XP_013722227.1, XP_048598920.1
OG0014952	As002G049950	XP_013682445.2, XP_013731993.1
OG0014953	As002G050010	XP_013702531.1, XP_013671081.1
OG0014954	As002G050080	XP_013714905.1, XP_013712851.1
OG0014955	As002G050250	XP_048604047.1, XP_013640509.1
OG0014956	As002G050260	XP_013679619.1, XP_013646290.1
OG0014957	As002G050540	XP_048625864.1, XP_013752339.1
OG0014958	As002G050740	XP_013728190.1, XP_013674551.1
OG0014959	As002G051100	XP_013676087.2, XP_013679334.1
OG0014960	As002G051360	XP_013727128.1, XP_013720834.1
OG0014961	As002G051710, As002G051690	XP_013666102.2, XP_022565676.1
OG0014962	As002G051740	XP_048602774.1, XP_013678770.2, XP_013679100.1
OG0014963	As002G051850	XP_048625242.1, XP_048598359.1
OG0014964	As002G051900	XP_013668073.2, XP_013687389.1
OG0014965	As002G051920	XP_013668079.1, XP_013687392.1
OG0014966	As002G052130	XP_013712436.1
OG0014967	As002G052180	XP_013708690.1, XP_013668100.2
OG0014968	As002G052190	XP_013668102.2, XP_013708244.1
OG0014969	As002G052220	XP_013725526.1, XP_022574901.2
OG0014970	As002G052280	XP_013711444.1, XP_048598367.1
OG0014971	As002G052310	XP_013668114.2, XP_013711238.1
OG0014972	As002G052340	XP_013678953.1
OG0014973	As002G052540	XP_013726440.2, XP_013680257.1
OG0014974	As002G052560	XP_022554234.1, XP_048626237.1
OG0014975	As002G052760	XP_048625315.1, XP_022567239.2
OG0014976	As002G052800	XP_022566768.2
OG0014977	As002G052830	XP_013699354.1, XP_013666125.2
OG0014978	As002G052920	XP_048625332.1, XP_013668151.2
OG0014979	As002G053100	XP_048598404.1, XP_013723229.1
OG0014980	As002G053110	XP_013668162.1, XP_022568626.1
OG0014981	As002G053320	XP_013722877.1, XP_013715755.1
OG0014982	As002G053600	XP_048602700.1, XP_013680718.2
OG0014983	As002G053650	XP_013737491.1, XP_013715641.2
OG0014984	As002G053780	XP_013715658.2, XP_013737484.1
OG0014985	As002G053790	XP_048603455.1, XP_013692546.1
OG0014986	As002G054080	XP_013715485.2, XP_048625375.1
OG0014987	As002G054540	XP_022566582.2, XP_013680356.1
OG0014988	As002G054570	XP_013675754.2, XP_013690651.1
OG0014989	As002G054810	XP_013680413.2, XP_013680373.1
