Orthogroup	Aethionema_saxatile	Arabidopsis_lyrata_NCBI
OG0015957	As009G211440	XP_020879434.1
OG0015958	As009G211450	XP_002871589.1
OG0015959	As009G211510	XP_002873280.2
OG0015960	As009G211930	XP_002873264.1
OG0015961	As009G212040	XP_002865587.1
OG0015962	As009G212050	XP_020869228.1
OG0015963	As009G212070	XP_002863847.1
OG0015964	As009G212300	XP_020878940.1
OG0015965	As009G212430	XP_002871208.1
OG0015966	As009G212600	XP_020876010.1
OG0015967	As009G212640	XP_002871197.1
OG0015968	As009G212750	XP_020876054.1
OG0015969	As009G212770	XP_002871189.1
OG0015970	As009G212790	XP_020876019.1
OG0015971	As009G212970	XP_002871181.2
OG0015972	As009G212990	XP_002873224.1
OG0015973	As009G213030	XP_002873222.1
OG0015974	As009G213060	XP_020875941.1
OG0015975	As009G213080	XP_002871176.1
OG0015976	As009G213340	XP_002871154.1
OG0015977	As009G213850	XP_020886299.1
OG0015978	As009G213870	XP_020876003.1
OG0015979	As009G213940	XP_002871141.1
OG0015980	As009G213990	XP_020876008.1
OG0015981	As009G214090	XP_020875911.1
OG0015982	As009G214280	XP_020866812.1
OG0015983	As009G214450	XP_002873158.2
OG0015984	As009G214540	XP_002873153.1
OG0015985	As009G214630	XP_020876998.1
OG0015986	As009G214840	XP_002874297.1
OG0015987	As009G214850	XP_020877863.1
OG0015988	As009G214870	XP_020877867.1
OG0015989	As009G214940	XP_002874285.1
OG0015990	As009G215370	XP_002874251.1
OG0015991	As009G215470	XP_020879061.1
OG0015992	As009G215700	XP_020876188.1
OG0015993	As009G215750	XP_020878643.1
OG0015994	As009G215780	XP_002872128.1
OG0015995	As009G215840	XP_020878658.1
OG0015996	As009G216100	XP_002874189.1
OG0015997	As009G216150	XP_020877413.1
OG0015998	As009G216270	XP_020877943.1
OG0015999	As009G216280	XP_002874202.2
OG0016000	As009G216480	XP_002874171.2
OG0016001	As009G216530	XP_020876298.1
OG0016002	As009G216780	XP_020877897.1
OG0016003	As009G216800	XP_002872075.1
OG0016004	As009G216870	XP_002872071.1
OG0016005	As009G216950	XP_002885751.1
OG0016006	As009G217060	XP_002874133.1
OG0016007	As009G217100	XP_020878485.1
OG0016008	As009G217370	XP_020877404.1
OG0016009	As009G217420	XP_002874110.1
OG0016010	As009G217630	XP_020878496.1
OG0016011	As009G217650	XP_002866406.1
OG0016012	As009G217660	XP_002876993.1
OG0016013	As009G217790	XP_020871858.1
OG0016014	As009G217970	XP_020871239.1
OG0016015	As009G217990	XP_020871240.1
OG0016016	As009G218190	XP_020882381.1
OG0016017	As009G218260	XP_020868741.1
OG0016018	As009G218550	XP_020865862.1
OG0016019	As009G218590	XP_020883417.1
OG0016020	As009G218690	XP_002866480.1
OG0016021	As009G218790	XP_002864783.1
OG0016022	As009G218810	XP_002866484.1
OG0016023	As009G219030	XP_020871223.1
OG0016024	As009G219080	XP_002866503.1
OG0016025	As009G219170	XP_002866508.1
OG0016026	As009G219320	XP_020890309.1
OG0016027	As009G219400	XP_020881576.1
OG0016028	As009G219460	XP_020871872.1
OG0016029	As009G219590	XP_020866380.1
OG0016030	As009G219740	XP_020867476.1
OG0016031	As009G219820	XP_020886848.1
OG0016032	As009G219830	XP_020886863.1
OG0016033	As009G219890	XP_002866270.2
OG0016034	As009G219930	XP_020886357.1
OG0016035	As009G220140	XP_020878393.1
OG0016036	As009G220160	XP_020878324.1
OG0016037	As010G220340	XP_002877796.1
OG0016038	As010G220380	XP_002876076.1
OG0016039	As010G220500	XP_002876065.1
OG0016040	As010G220750	XP_002876048.2
OG0016041	As010G221020	XP_020880698.1
OG0016042	As010G221060	XP_002876029.2
OG0016043	As010G221100	XP_020879856.1
OG0016044	As010G221210	XP_020881929.1
OG0016045	As010G221260	XP_020882419.1
OG0016046	As010G221320	XP_002877717.1
OG0016047	As010G221540	XP_002875992.1
OG0016048	As010G221630	XP_020881965.1
OG0016049	As010G221670	XP_020882142.1
OG0016050	As010G221780	XP_020877597.1
OG0016051	As010G221910	XP_002877665.1
OG0016052	As010G222190	XP_002877644.1
OG0016053	As010G222250	XP_002877640.1
OG0016054	As010G222270	XP_002875936.2
OG0016055	As010G222470	XP_002890837.1
OG0016056	As010G222730	XP_020880366.1
OG0016057	As010G222750	XP_020880371.1
OG0016058	As010G222790	XP_020880359.1
OG0016059	As010G222850	XP_002877607.2
OG0016060	As010G222890	XP_002875889.1
OG0016061	As010G222950	XP_020880351.1
OG0016062	As010G222960	XP_002866527.1
OG0016063	As010G223020	XP_002877599.1
OG0016064	As010G223060	XP_002875879.1
OG0016065	As010G223150	XP_002877591.1
OG0016066	As010G223270	XP_020880761.1
OG0016067	As010G223330	XP_020881064.1
OG0016068	As010G223380	XP_002875866.1
OG0016069	As010G223460	XP_020880904.1
OG0016070	As010G223500	XP_020881278.1
OG0016071	As010G223510	XP_020881664.1
OG0016072	As010G223600	XP_002875842.1
OG0016073	As010G223640	XP_020881010.1
OG0016074	As010G223650	XP_002875840.1
OG0016075	As010G223660	XP_020881011.1
OG0016076	As010G223690	XP_002875838.1
OG0016077	As010G224090	XP_002877534.1
OG0016078	As010G224180	XP_020882495.1
OG0016079	As010G224280	XP_002875803.1
OG0016080	As010G224480	XP_020882528.1
OG0016081	As010G224980	XP_020880435.1
OG0016082	As010G225260	XP_002875730.1
OG0016083	As010G225320	XP_002877397.2
OG0016084	As010G226200	XP_002877338.1
OG0016085	As010G226850	XP_020880971.1
OG0016086	As010G226900	XP_020879949.1
OG0016087	As010G227020	XP_002875601.1
OG0016088	As010G227060	XP_020879714.1
OG0016089	As010G227080	XP_020880290.1
OG0016090	As010G227190	XP_002877258.1
OG0016091	As010G227480	XP_020869574.1
OG0016092	As010G228590	XP_020865904.1
OG0016093	As010G229120	XP_020891365.1
OG0016094	As010G229300	XP_002887157.1
OG0016095	As010G229620	XP_020865664.1
OG0016096	As010G229760	XP_020890715.1
OG0016097	As010G231290	XP_020889619.1
OG0016098	As010G231330	XP_002887207.2
OG0016099	As010G231500	XP_002884909.1
OG0016100	As010G231570	XP_020865731.1
OG0016101	As010G231710	XP_002887211.1
OG0016102	As010G231820	XP_002887214.1
OG0016103	As010G231830	XP_002888693.1
OG0016104	As010G231870	XP_020890488.1
OG0016105	As010G232010	XP_002888697.1
OG0016106	As010G232200	XP_020889980.1
OG0016107	As010G232430	XP_020889917.1
OG0016108	As010G232440	XP_002888716.1
OG0016109	As010G232610	XP_002887240.1
OG0016110	As010G232620	XP_020889787.1
OG0016111	As010G232710	XP_002887247.1
OG0016112	As010G232890	XP_002863114.2
OG0016113	As010G233020	XP_002888748.1
OG0016114	As010G233070	XP_002888753.1
OG0016115	As010G233150	XP_002887282.2
OG0016116	As010G233200	XP_002888760.1
OG0016117	As010G233370	XP_020882154.1
OG0016118	As010G233570	XP_020891072.1
OG0016119	As010G233590	XP_002887320.1
OG0016120	As010G233740	XP_020890155.1
OG0016121	As010G233820	XP_020865596.1
OG0016122	As010G234020	XP_002887345.1
OG0016123	As010G234040	XP_002888822.1
OG0016124	As010G234150	XP_002887357.1
OG0016125	As010G234170	XP_002888827.1
OG0016126	As010G234220	XP_002888831.1
OG0016127	As010G234290	XP_020865933.1
OG0016128	As010G234340	XP_002887376.1
OG0016129	As010G234390	XP_002887380.2
OG0016130	As010G234470	XP_002887382.1
OG0016131	As010G234480	XP_002887383.1
OG0016132	As010G234510	XP_020889976.1
OG0016133	As010G234530	XP_002888845.2
OG0016134	As010G234570	XP_020865884.1
OG0016135	As010G234600	XP_020865881.1
OG0016136	As010G234920	XP_020890861.1
OG0016137	As010G235300	XP_002887723.1
OG0016138	As010G235440	XP_002889172.1
OG0016139	As010G235470	XP_020891026.1
OG0016140	As010G235540	XP_020865639.1
OG0016141	As010G235760	XP_002889153.2
OG0016142	As010G235800	XP_002887693.1
OG0016143	As010G236030	XP_002887684.1
OG0016144	As010G236100	XP_020890656.1
OG0016145	As010G236230	XP_002887673.1
OG0016146	As010G236550	XP_002887662.1
OG0016147	As010G236650	XP_020890639.1
OG0016148	As010G236730	XP_020891691.1
OG0016149	As010G236830	XP_020890182.1
OG0016150	As010G236910	XP_002887645.1
OG0016151	As010G236960	XP_020886020.1
OG0016152	As010G237000	XP_002889086.1
OG0016153	As010G237020	XP_002887641.2
OG0016154	As010G237090	XP_002889080.1
OG0016155	As010G237100	XP_020889843.1
OG0016156	As010G237270	XP_020889608.1
OG0016157	As010G237300	XP_002889067.1
OG0016158	As010G237350	XP_002889062.1
OG0016159	As010G237400	XP_020890863.1
OG0016160	As010G237640	XP_002889047.1
OG0016161	As010G237840	XP_002889036.1
OG0016162	As010G237870	XP_002889035.1
OG0016163	As010G237940	XP_020890224.1
OG0016164	As010G237960	XP_002891322.1
OG0016165	As010G238130	XP_020890245.1
OG0016166	As010G238150	XP_002889025.1
OG0016167	As010G238180	XP_002887593.1
OG0016168	As010G238290	XP_020889648.1
OG0016169	As010G238500	XP_020889992.1
OG0016170	As010G238550	XP_002889005.1
OG0016171	As010G238640	XP_002889000.1
OG0016172	As010G238670	XP_020865802.1
OG0016173	As010G238760	XP_002887558.1
OG0016174	As010G238850	XP_020889973.1
OG0016175	As010G238890	XP_020891188.1
OG0016176	As010G238900	XP_020891187.1
OG0016177	As010G238960	XP_002887547.1
OG0016178	As010G238990	XP_020889778.1
OG0016179	As010G239200	XP_020865591.1
OG0016180	As010G239210	XP_002887536.1
OG0016181	As010G239240	XP_002887534.1
OG0016182	As010G239460	XP_002888960.1
OG0016183	As010G239540	XP_020891476.1
OG0016184	As010G239770	XP_020891785.1
OG0016185	As010G239950	XP_020891513.1
OG0016186	As010G240230	XP_002887480.1
OG0016187	As010G240270	XP_002887479.1
OG0016188	As010G240310	XP_020890375.1
OG0016189	As010G240540	XP_002888910.2
OG0016190	As010G240570	XP_002888908.1
OG0016191	As010G240600	XP_020889760.1
OG0016192	As010G240620	XP_020889761.1
OG0016193	As010G240680, As010G240660	XP_002887468.1
OG0016194	As010G240820	XP_002888901.1
OG0016195	As010G241080	XP_002888888.1
OG0016196	As010G241240	XP_020890236.1
OG0016197	As010G241260	XP_002888881.1
OG0016198	As010G241280	XP_002888879.1
OG0016199	As010G242130	XP_020890450.1
OG0016200	As010G242250	XP_002887761.1
OG0016201	As010G242260	XP_002889219.1
OG0016202	As010G242290	XP_020890442.1
OG0016203	As010G242350	XP_020890437.1
OG0016204	As010G242640, As010G242630	XP_002887775.1
OG0016205	As010G242970	XP_020865651.1
OG0016206	As010G243150	XP_002887801.1
OG0016207	As010G243250	XP_002889270.1
OG0016208	As010G244050	XP_002887841.1
OG0016209	As010G244060	XP_002887842.1
OG0016210	As010G244170	XP_020891577.1
OG0016211	As010G244200	XP_002887846.2
OG0016212	As010G244240	XP_002887850.1
OG0016213	As010G244390	XP_002887854.1
OG0016214	As010G244500	XP_002887860.1
OG0016215	As010G244550	XP_002889324.1
OG0016216	As010G244560	XP_002875401.1
OG0016217	As010G244570	XP_020891112.1
OG0016218	As011G244690	XP_020886349.1
OG0016219	As011G244780	XP_020886441.1
OG0016220	As011G244950	XP_002884944.1
OG0016221	As011G244990	XP_002884947.1
OG0016222	As011G245520	XP_002884971.1
OG0016223	As011G245620	XP_020888601.1
OG0016224	As011G245640	XP_020888910.1
OG0016225	As011G245730	XP_002882845.1
OG0016226	As011G246040	XP_002882865.1
OG0016227	As011G246260	XP_020888129.1
OG0016228	As011G246880	XP_002882892.1
OG0016229	As011G246980	XP_002885058.1
OG0016230	As011G247190	XP_020888078.1
OG0016231	As011G247590	XP_020886836.1
OG0016232	As011G247700	XP_002885091.1
OG0016233	As011G247880	XP_002885104.2
OG0016234	As011G248100	XP_020889478.1
OG0016235	As011G248130	XP_002885116.1
OG0016236	As011G248350	XP_002885128.1
OG0016237	As011G248430	XP_002882993.1
OG0016238	As011G248440	XP_002882994.1
OG0016239	As011G248450	XP_002882995.1
OG0016240	As011G248480	XP_020887441.1
OG0016241	As011G248790, As011G248800	XP_020866841.1
OG0016242	As011G248820	XP_020889208.1
OG0016243	As011G248960	XP_020889138.1
OG0016244	As011G249100	XP_002883033.1
OG0016245	As011G249110	XP_020889127.1
OG0016246	As011G249130	XP_002883035.1
OG0016247	As011G249170	XP_020889197.1
OG0016248	As011G249190	XP_020889121.1
OG0016249	As011G249320	XP_002885191.1
OG0016250	As011G249480	XP_002883058.1
OG0016251	As011G249550	XP_020889096.1
OG0016252	As011G249580	XP_002883062.1
OG0016253	As011G249650	XP_020889211.1
OG0016254	As011G249940	XP_020889171.1
OG0016255	As011G249990	XP_002885234.1
OG0016256	As011G250060	XP_002883101.1
OG0016257	As011G250110	XP_002883105.1
OG0016258	As011G250160	XP_020887102.1
OG0016259	As011G250430	XP_002883128.1
OG0016260	As011G250640	XP_020888948.1
OG0016261	As011G250750	XP_020886170.1
OG0016262	As011G250960	XP_002883154.2
OG0016263	As011G251050	XP_020886740.1
OG0016264	As011G251210	XP_020887466.1
OG0016265	As011G257300, As011G251280	XP_020886283.1
OG0016266	As011G251680	XP_020887494.1
OG0016267	As011G251700	XP_020887492.1
OG0016268	As011G251810	XP_020887978.1
OG0016269	As011G251890	XP_002883204.1
OG0016270	As011G251900	XP_020886422.1
OG0016271	As011G252000	XP_020889032.1
OG0016272	As011G252770	XP_002885378.1
OG0016273	As011G252900	XP_020891366.1
OG0016274	As011G252940	XP_002885395.1
OG0016275	As011G252960	XP_002883265.1
OG0016276	As011G253040	XP_020888535.1
OG0016277	As011G253250	XP_002885671.1
OG0016278	As011G253380	XP_002885449.1
OG0016279	As011G253500	XP_020887223.1
OG0016280	As011G253540	XP_020888460.1
OG0016281	As011G254020	XP_020889061.1
OG0016282	As011G254210	XP_002885487.1
OG0016283	As011G254460	XP_020886700.1
OG0016284	As011G255100	XP_020888899.1
OG0016285	As011G255240	XP_002883413.1
OG0016286	As011G255390	XP_020887667.1
OG0016287	As011G255940	XP_002885610.1
OG0016288	As011G256190	XP_002883495.1, XP_002865598.2
OG0016289	As011G256230	XP_020887698.1
OG0016290	As011G256250	XP_020886999.1
OG0016291	As011G256580	XP_020887939.1
OG0016292	As011G256710	XP_020886160.1
OG0016293	As011G256740	XP_020888777.1
OG0016294	As011G256790	XP_002878867.1
OG0016295	As011G257160	XP_020888541.1
OG0016296	As011G257500	XP_002883567.1
OG0016297	As011G257620	XP_002863091.1
OG0016298	As011G258430	XP_002883625.1
OG0016299	As011G258650	XP_020887961.1
OG0016300	As011G258660	XP_002885774.1
OG0016301	As011G258930	XP_020888098.1
OG0016302	As011G259270	XP_020887123.1
OG0016303	As011G260650	XP_020886660.1
OG0016304	As011G260930	XP_002885884.1
OG0016305	As011G261100	XP_020887677.1
OG0016306	As011G261580	XP_020889353.1
OG0016307	As011G261770	XP_002883801.1
OG0016308	As011G261860	XP_002885842.1
OG0016309	As011G262040	XP_002883812.1
OG0016310	As011G262060	XP_002885895.1
OG0016311	As011G262090	XP_020889495.1
OG0016312	As011G262100	XP_002883819.2
OG0016313	As011G262110	XP_002885903.1
OG0016314	As011G262120	XP_020887198.1
OG0016315	As011G262200	XP_020886131.1
OG0016316	As011G262220	XP_020887294.1
OG0016317	As011G262290	XP_020888996.1
OG0016318	As011G262300	XP_020888086.1
OG0016319	As011G262360	XP_020873171.1
OG0016320	As011G262580	XP_002883879.2
OG0016321	As011G262620	XP_002883884.1
OG0016322	As011G262650	XP_020889535.1
OG0016323	As011G262700	XP_020887938.1
OG0016324	As011G262710	XP_002885955.1
OG0016325	As011G262860	XP_020887388.1
OG0016326	As011G263400	XP_020889070.1
OG0016327	As011G263540	XP_002884011.2
OG0016328	As011G263680	XP_020888609.1
OG0016329	As011G263710	XP_020887486.1
OG0016330	As011G264160	XP_020888184.1
OG0016331	As011G264250	XP_020888491.1
OG0016332	As011G264640	XP_020889309.1
OG0016333	As011G264890	XP_020886293.1
OG0016334	As011G264910	XP_020886294.1
OG0016335	As011G265030	XP_020886670.1
OG0016336	As011G265180	XP_020886325.1
OG0016337	As011G265350	XP_020886332.1
OG0016338	As011G265400	XP_002884127.1
OG0016339	As011G265430	XP_002886163.1
OG0016340	As011G265480	XP_002884119.1
OG0016341	As011G265650	XP_020889316.1
OG0016342	As011G265850	XP_020887455.1
OG0016343	As011G266030	XP_002886048.1
OG0016344	As011G266050	XP_002886044.1
OG0016345	As011G266400	XP_020886244.1
OG0016346	As011G266530	XP_020886943.1
OG0016347	As011G266580	XP_002883966.1
OG0016348	As011G266630	XP_002883952.1
OG0016349	As011G266740	XP_020887986.1
OG0016350	As011G266750	XP_002883944.1
OG0016351	As011G266940	XP_020886993.1
OG0016352	As011G267410	XP_002886309.2
OG0016353	As011G267550	XP_002886301.1
OG0016354	As011G267590	XP_002886312.1
OG0016355	As012G267940	XP_002891860.1
OG0016356	As012G267970	XP_002894537.1
OG0016357	As012G268040	XP_020867341.1
OG0016358	As012G268120	XP_002894527.1
OG0016359	As012G268290	XP_020868928.1
OG0016360	As012G268360	XP_002894510.1
OG0016361	As012G268710	XP_020867594.1
OG0016362	As012G268850	XP_002894492.1
OG0016363	As012G268920	XP_002891812.1
OG0016364	As012G268940	XP_020885982.1
OG0016365	As012G269190	XP_020868448.1
OG0016366	As012G269230	XP_020887169.1
OG0016367	As012G269420	XP_002891772.1
OG0016368	As012G269520	XP_002891765.1
OG0016369	As012G269850	XP_002891739.1
OG0016370	As012G269950	XP_002891732.2
OG0016371	As012G270100	XP_002891724.1
OG0016372	As012G270420	XP_002891716.1
OG0016373	As012G270430	XP_002891715.2
OG0016374	As012G270450	XP_002894401.1
OG0016375	As012G270530	XP_002894392.1
OG0016376	As012G270570	XP_002894389.1
OG0016377	As012G270630	XP_020868134.1
OG0016378	As012G270740	XP_020868204.1
OG0016379	As012G270770	XP_020869167.1
OG0016380	As012G270860	XP_002894367.1
OG0016381	As012G270880	XP_002891678.1
OG0016382	As012G270900	XP_020869243.1
OG0016383	As012G271630	XP_002894284.1
OG0016384	As012G271710	XP_020869713.1
OG0016385	As012G271720	XP_002891617.1
OG0016386	As012G271780	XP_020883254.1
OG0016387	As012G271850	XP_020867311.1
OG0016388	As012G271910	XP_002891640.1
OG0016389	As012G271920	XP_020869126.1
OG0016390	As012G271990	XP_002894266.1
OG0016391	As012G272030	XP_020868250.1
OG0016392	As012G272080	XP_020867977.1
OG0016393	As012G272370	XP_002894234.1
OG0016394	As012G272460	XP_002894226.1
OG0016395	As012G272480	XP_020866704.1
OG0016396	As012G272510	XP_020866709.1
OG0016397	As012G272580	XP_020866697.1
OG0016398	As012G272850	XP_020881815.1
OG0016399	As012G272870	XP_020866754.1
OG0016400	As012G272880	XP_020866734.1
OG0016401	As012G272890	XP_020869683.1
OG0016402	As012G272930	XP_002894180.1
OG0016403	As012G273040	XP_002894165.1
OG0016404	As012G273630	XP_002894118.1
OG0016405	As012G273740	XP_020868740.1
OG0016406	As012G273800	XP_020868381.1
OG0016407	As012G273880	XP_020868369.1
OG0016408	As012G273970, As022G292030	XP_002891414.1
OG0016409	As012G274020	XP_020868365.1
OG0016410	As012G274030	XP_002891410.1
OG0016411	As012G274050	XP_002891405.1
OG0016412	As012G274140	XP_002891403.1
OG0016413	As012G274220	XP_002870166.1
OG0016414	As012G274350	XP_002870178.1
OG0016415	As012G274500	XP_002868163.1
OG0016416	As012G274750	XP_002868180.1
OG0016417	As012G274770	XP_020874416.1
OG0016418	As012G274780	XP_002868183.1
OG0016419	As012G275010	XP_020884733.1
OG0016420	As012G275020	XP_020866937.1
OG0016421	As012G275370	XP_002879500.2
OG0016422	As012G275470	XP_002877832.1
OG0016423	As012G275560	XP_020882534.1
OG0016424	As012G275760	XP_020879657.1
OG0016425	As012G275910	XP_002877853.1
OG0016426	As012G276050	XP_020881999.1
OG0016427	As012G276170	XP_002876159.1
OG0016428	As012G276180	XP_020880198.1
OG0016429	As012G276190	XP_020880194.1
OG0016430	As012G276610	XP_020881158.1
OG0016431	As012G276810, As012G276650	XP_020887274.1
OG0016432	As012G277080	XP_002892966.1
OG0016433	As012G277100	XP_002877915.1
OG0016434	As012G277870	XP_020882458.1
OG0016435	As012G277890	XP_020880645.1
OG0016436	As012G278500	XP_020882616.1
OG0016437	As012G278550	XP_020880432.1
OG0016438	As012G278860	XP_020880126.1
OG0016439	As012G279010	XP_020881152.1
OG0016440	As012G279080	XP_020880405.1
OG0016441	As012G279420	XP_002890585.1
OG0016442	As012G279460	XP_002877814.1
OG0016443	As012G279750	XP_020880403.1
OG0016444	As012G280170	XP_020879943.1
OG0016445	As012G280290	XP_020881312.1
OG0016446	As012G280720	XP_020880470.1
OG0016447	As012G280880	XP_020880473.1
OG0016448	As012G280930	XP_020882158.1
OG0016449	As012G281720	XP_020882367.1
OG0016450	As012G281750	XP_002878031.1
OG0016451	As012G281790	XP_002876299.1
OG0016452	As012G282550	XP_020879841.1
OG0016453	As012G282640	XP_020882511.1
OG0016454	As012G282720	XP_002878074.2
OG0016455	As012G282750	XP_020881984.1
OG0016456	As012G282900	XP_020882575.1
OG0016457	As012G283090	XP_002876377.1
OG0016458	As012G283180	XP_002876380.1
OG0016459	As012G283340	XP_020880747.1
OG0016460	As012G283570	XP_002878128.1
OG0016461	As012G283660	XP_002878133.1
OG0016462	As012G284060	XP_020882244.1
OG0016463	As012G284080	XP_020879754.1
OG0016464	As012G284110	XP_020881228.1
OG0016465	As012G284210	XP_020881357.1
OG0016466	As012G284250	XP_020880800.1
OG0016467	As012G284260	XP_020880799.1
OG0016468	As012G284420	XP_002878182.1
OG0016469	As012G284710	XP_002876261.1
OG0016470	As012G284730	XP_002878222.2
OG0016471	As012G284740	XP_002878223.1
OG0016472	As012G284810	XP_020880569.1
OG0016473	As012G285070	XP_002878242.1
OG0016474	As012G285420	XP_002876500.1
OG0016475	As012G285570	XP_020879720.1
OG0016476	As012G285740	XP_002878288.1
OG0016477	As012G285780	XP_002885787.1
OG0016478	As012G285920	XP_020880249.1
OG0016479	As012G285950	XP_002878307.1
OG0016480	As012G286100	XP_020880110.1
OG0016481	As012G286260	XP_020880135.1
OG0016482	As012G286610	XP_020880429.1
OG0016483	As012G286970	XP_020881141.1
OG0016484	As012G287160	XP_020880200.1
OG0016485	As012G287410	XP_002876611.1
OG0016486	As012G287470	XP_002876618.1
OG0016487	As012G287530	XP_002876620.1
OG0016488	As012G287650	XP_020881594.1
OG0016489	As012G287790	XP_002878412.1
OG0016490	As012G287870	XP_020880836.1
OG0016491	As012G288000	XP_002878427.2
OG0016492	As012G288110	XP_020880148.1
OG0016493	As012G288290	XP_020879869.1
OG0016494	As012G288300	XP_002876671.1
OG0016495	As012G288600	XP_002876691.1
OG0016496	As012G288620	XP_020882155.1
OG0016497	As012G288930	XP_020882620.1
OG0016498	As012G288960	XP_002876708.1
OG0016499	As012G289000	XP_020882169.1
OG0016500	As012G289180	XP_020879984.1
OG0016501	As012G289200	XP_020882119.1
OG0016502	As012G289210	XP_020882118.1
OG0016503	As012G289220	XP_002878509.1
OG0016504	As012G289300	XP_020882106.1
OG0016505	As012G289330	XP_020880302.1
OG0016506	As012G289410	XP_020881763.1
OG0016507	As012G289430	XP_002876725.1
OG0016508	As012G289480	XP_002878521.1
OG0016509	As012G289490	XP_002878522.1
OG0016657	As001G000110	XP_002869514.1
OG0016658	As001G000300	XP_020874884.1
OG0016659	As001G000320	XP_020874424.1
OG0016660	As001G000340	XP_002867449.1
OG0016661	As001G000380	XP_002869498.1
OG0016662	As001G000710	XP_020873896.1
OG0016663	As001G000940	XP_020875655.1
OG0016664	As001G001060	XP_002867420.1
OG0016665	As001G001690	XP_020872852.1
OG0016666	As001G001910	XP_002867373.1
OG0016667	As001G002050	XP_020875625.1
OG0016668	As001G002060	XP_020874826.1
OG0016669	As001G003520	XP_020874010.1
OG0016670	As001G003610	XP_002869332.1
OG0016671	As001G004170	XP_020872180.1
OG0016672	As001G004980	XP_002867243.1
OG0016673	As001G006280	XP_002869245.2
OG0016675	As001G010140	XP_020875385.1
OG0016676	As001G010490	XP_002867173.1
OG0016677	As001G010550	XP_002869206.2
OG0016679	As001G012920	XP_020873074.1
OG0016680	As011G246940, As001G014100	XP_002882894.2
OG0016681	As001G014450	XP_020874313.1
OG0016682	As001G015800	XP_020870584.1
OG0016683	As001G015940	XP_020868798.1
OG0016684	As001G016000	XP_002891142.1
OG0016685	As001G016020	XP_002891141.1
OG0016686	As001G016760	XP_002890977.1
OG0016687	As001G016860	XP_002893720.1
OG0016688	As001G018340	XP_002870416.1
OG0016689	As001G018470	XP_002894589.1
OG0016690	As001G018650	XP_020868332.1
OG0016691	As001G018930	XP_002894634.1
OG0016692	As001G019010	XP_020868292.1
OG0016693	As001G019130	XP_002891984.1
OG0016694	As001G019610	XP_020865643.1
OG0016695	As001G019730	XP_020891506.1
OG0016696	As001G020000	XP_020891443.1
OG0016697	As001G020100	XP_002888203.2
OG0016698	As001G020540	XP_002886638.1
OG0016699	As001G020810	XP_020889969.1
OG0016700	As001G020820	XP_002886619.1
OG0016701	As001G020850	XP_020891213.1
OG0016702	As001G021010	XP_020890062.1
OG0016703	As001G021430	XP_002886567.1
OG0016704	As001G022100	XP_020891024.1
OG0016705	As001G022870	XP_020882319.1
OG0016706	As001G023040	XP_020880007.1
OG0016707	As001G023140	XP_020879761.1
OG0016708	As001G023560	XP_020881091.1
OG0016709	As001G023920	XP_002876870.2
OG0016710	As001G023930	XP_020880940.1
OG0016711	As001G024160	XP_020881751.1
OG0016712	As001G024530	XP_020882384.1
OG0016714	As001G025060	XP_002875299.2
OG0016715	As001G025390	XP_020882407.1
OG0016716	As001G025550	XP_020880229.1
OG0016717	As001G026610	XP_020880866.1
OG0016718	As001G026800	XP_020882137.1
OG0016719	As001G026890	XP_002875422.1
OG0016720	As001G027060	XP_002877109.1
OG0016721	As001G027790	XP_002875510.2
OG0016722	As001G027830, As011G255950	XP_020885998.1
OG0016723	As001G027880	XP_020881629.1, XP_020881777.1, XP_002877183.2
OG0016724	As001G028160	XP_020882331.1
OG0016725	As001G028380	XP_002887102.1
OG0016726	As001G028460	XP_020889946.1
OG0016727	As001G028580	XP_002888548.1
OG0016728	As001G028770	XP_002888502.1
OG0016729	As001G028910	XP_020891032.1
OG0016730	As001G029170	XP_020891352.1
OG0016731	As001G029380	XP_002888424.1
OG0016732	As001G029410	XP_002886947.1
OG0016733	As001G029550	XP_002888327.1
OG0016734	As001G029680	XP_020890902.1
OG0016735	As001G029740	XP_002886790.1
OG0016736	As001G029860	XP_002886767.1
OG0016737	As001G030040	XP_002891990.2
OG0016738	As001G030070	XP_020868341.1
OG0016739	As001G030190	XP_020889713.1
OG0016740	As001G030250	XP_002891507.1
OG0016741	As001G030530	XP_020890676.1
OG0016742	As001G031810	XP_020865598.1
OG0016743	As001G031880	XP_002886454.1
OG0016744	As001G032150	XP_002888031.1
OG0016745	As001G032200	XP_020865662.1
OG0016746	As001G032240	XP_020891320.1
OG0016747	As002G032420	XP_002882778.2
OG0016748	As002G032490	XP_002869656.1
OG0016749	As002G032780	XP_002869629.1
OG0016750	As002G032790	XP_020873661.1
OG0016751	As002G032820	XP_020873727.1
OG0016752	As002G033750	XP_020883632.1
OG0016753	As002G033990	XP_020889485.1
OG0016754	As002G034370	XP_020887230.1
OG0016755	As002G034440	XP_020885886.1
OG0016756	As002G034800	XP_002884755.1
OG0016758	As002G034920	XP_020878459.1
OG0016759	As002G035200	XP_020888387.1
OG0016760	As002G035620	XP_002882665.2
OG0016761	As002G036080	XP_002882689.1
OG0016762	As002G036710, As002G036690	XP_002884827.1
OG0016763	As002G036790	XP_020878187.1
OG0016764	As002G037250	XP_002882733.1
OG0016765	As002G038970	XP_020889322.1
OG0016766	As002G039210	XP_020881787.1
OG0016767	As002G039380	XP_020877456.1
