Orthogroup	Cardamine_hirsuta	Camelina_sativa
OG0012462	CARHR031270	XP_010478615.1, XP_010499742.1
OG0012463	CARHR031420	XP_010499751.1, XP_010461026.1, XP_010478624.1
OG0012464	CARHR031440	XP_010478627.1, XP_010461028.1, XP_010499754.1
OG0012465	CARHR031550	XP_010461034.1, XP_010478639.1, XP_019099339.1
OG0012466	CARHR031890	XP_010461067.1, XP_010499793.1, XP_010478665.1
OG0012467	CARHR031750	XP_010461057.1, XP_010499781.1
OG0012468	CARHR031860, CARHR031840	XP_010478664.1, XP_010499790.1, XP_010461065.1
OG0012469	CARHR032070	XP_010478689.2, XP_010461111.1
OG0012470	CARHR145060	XP_010514024.1, XP_010502265.1, XP_010425029.1
OG0012471	CARHR145100	XP_010425035.1, XP_010502269.1, XP_010514027.1
OG0012472	CARHR145390	XP_010514066.1, XP_010425073.1, XP_010502309.1
OG0012473	CARHR213680	XP_019102151.1, XP_010425086.1, XP_010502316.1
OG0012474	CARHR145760	XP_010425127.1, XP_010514110.1, XP_010502353.1
OG0012475	CARHR146000	XP_010502387.1, XP_010425166.1, XP_010514135.1
OG0012476	CARHR281000	XP_010484599.1, XP_010444748.1, XP_010465009.1
OG0012477	CARHR280520	XP_010464487.1, XP_010444691.1, XP_010484546.1
OG0012478	CARHR280460	XP_010464381.1, XP_019087118.1
OG0012479	CARHR280420	XP_010464334.1, XP_010484528.1, XP_010444678.1
OG0012480	CARHR280270	XP_010484515.1, XP_010464193.1, XP_010444662.1
OG0012481	CARHR280070	XP_010444636.1, XP_010484485.1, XP_010463950.1
OG0012482	CARHR280050	XP_010463919.1, XP_010484481.1, XP_010444631.1
OG0012483	CARHR279890	XP_010484442.1, XP_010463740.1, XP_010444610.1
OG0012484	CARHR279720	XP_010484416.1, XP_010463515.1, XP_010444587.1
OG0012485	CARHR279670	XP_010444581.1, XP_010463484.1, XP_010484409.1
OG0012486	CARHR279590	XP_010484395.1, XP_019088261.1, XP_010463416.1
OG0012487	CARHR279440	XP_010484356.1, XP_010444521.1, XP_010463037.1
OG0012488	CARHR279430	XP_010484359.1, XP_010444522.1, XP_010463054.1
OG0012489	CARHR259950	XP_010455303.1, XP_010421808.1, XP_010436153.1
OG0012490	CARHR279190	XP_010463273.1, XP_010450598.2, XP_019092670.1, XP_010444552.1, XP_010484394.1
OG0012491	CARHR279110	XP_010484329.1, XP_010462160.1, XP_019088579.1
OG0012492	CARHR293800	XP_010462527.1, XP_010484294.1, XP_010444458.1
OG0012493	CARHR278870	XP_010444442.1, XP_010462642.1, XP_010484284.1
OG0012494	CARHR278770	XP_010462762.1, XP_010444425.1, XP_010484271.1
OG0012495	CARHR278550	XP_010444395.1, XP_010489179.1, XP_010461995.1, XP_010484243.1
OG0012496	CARHR278490	XP_010461923.1, XP_010446267.1
OG0012497	CARHR278460	XP_010444386.1, XP_010484233.1, XP_010461880.1
OG0012498	CARHR278430	XP_010444381.1, XP_010461842.1, XP_010484230.1
OG0012499	CARHR278300	XP_010461700.1, XP_010484216.1, XP_010444368.1
OG0012500	CARHR278270	XP_019094121.1, XP_019096009.1, XP_010444365.2
OG0012501	CARHR278160	XP_010484200.1
OG0012502	CARHR278100	XP_010485309.1
OG0012503	CARHR278080	XP_019094084.1, XP_010444345.1, XP_010484187.1
OG0012504	CARHR278060	XP_010444343.1, XP_010461442.1, XP_010484185.1
OG0012505	CARHR277960	XP_010484177.1, XP_010444331.1, XP_010461351.1
OG0012506	CARHR277520	XP_010484118.1, XP_010444280.1, XP_010460837.1
OG0012507	CARHR277500	XP_010460818.1, XP_010484117.1, XP_010444275.1
OG0012508	CARHR277400	XP_010444255.1, XP_010460418.1, XP_010484096.1
OG0012509	CARHR104840	XP_010488845.1, XP_010518464.1, XP_010467253.1
OG0012510	CARHR277170	XP_010460112.1, XP_010484059.1, XP_010444218.1
OG0012511	CARHR277150, CARHR277160	XP_010460062.1, XP_010484053.1, XP_010444214.1
OG0012512	CARHR277130	XP_010444211.1, XP_010484054.1, XP_010460074.1
OG0012513	CARHR043650, CARHR277060	XP_010459963.1, XP_010484046.1, XP_010444205.1
OG0012514	CARHR276860	XP_010459733.1, XP_010444167.1, XP_010484024.1
OG0012515	CARHR276850	XP_010484025.1, XP_010444166.1, XP_010459745.1
OG0012516	CARHR276740	XP_010444158.1, XP_010484007.1, XP_010478124.1
OG0012517	CARHR276730	XP_010459459.1, XP_010484006.1, XP_010444157.1
OG0012518	CARHR276620	XP_010459368.1, XP_010444138.1, XP_010483996.1
OG0012519	CARHR276550	XP_010444129.1, XP_010483989.1, XP_019093682.1
OG0012520	CARHR276520	XP_019088370.1, XP_010483984.1, XP_019093673.1
OG0012521	CARHR276500	XP_010459245.1, XP_010444123.1, XP_010483983.1
OG0012522	CARHR276460	XP_019093652.1, XP_010444118.1, XP_010483979.1
OG0012523	CARHR276330	XP_010444104.1, XP_010483969.1, XP_010459021.1
OG0012524	CARHR019500	XP_010459532.1, XP_010498292.1, XP_010477087.1
OG0012525	CARHR276280	XP_010458970.1, XP_010444098.1, XP_010483961.1
OG0012526	CARHR276150	XP_010458868.1, XP_010485284.2, XP_010444082.1
OG0012527	CARHR275830	XP_010444040.1, XP_010458097.1, XP_010483896.1
OG0012528	CARHR275650	XP_010444024.1, XP_010483875.1, XP_010457918.1
OG0012529	CARHR038550, CARHR056670, CARHR275740	XP_019087010.1, XP_010478210.1
OG0012529	CARHR056750, CARHR038510	XP_010470407.1, XP_010470395.1
OG0012530	CARHR275390	XP_010483842.1, XP_010457538.1
OG0012531	CARHR275280	XP_010443971.1, XP_010483823.1, XP_010457409.1
OG0012532	CARHR275260, CARHR234670	XP_010483820.1, XP_010457400.1, XP_010443970.2
OG0012533	CARHR275210	XP_010483815.1, XP_010443966.1, XP_010457362.1
OG0012534	CARHR275010	XP_019095470.1, XP_010443942.1, XP_010457101.1
OG0012535	CARHR274810	XP_010456974.1, XP_010483774.1, XP_010443928.1
OG0012536	CARHR274780	XP_010456953.1, XP_010483772.2, XP_010443926.1
OG0012537	CARHR274750	XP_010443919.1, XP_010483765.1, XP_010456926.1
OG0012538	CARHR274720	XP_010443917.1, XP_010483763.1, XP_010456909.1
OG0012539	CARHR286660	XP_010425639.1, XP_010514567.1
OG0012540	CARHR190500	XP_010454583.1, XP_010493414.1, XP_010421101.1
OG0012541	CARHR190480	XP_010424243.1, XP_010493417.1, XP_010454585.1
OG0012542	CARHR190460	XP_010493419.1, XP_010421104.1, XP_010454586.1
OG0012543	CARHR190360	XP_010454598.1, XP_019084538.1, XP_010493432.1
OG0012544	CARHR190330	XP_010421120.1, XP_010493441.1, XP_010454603.1
OG0012545	CARHR190110	XP_010493462.1, XP_010454618.1, XP_010421140.1
OG0012546	CARHR190080	XP_010454622.1, XP_010493465.1, XP_010421144.1
OG0012547	CARHR189770	XP_010454664.1, XP_010493499.1, XP_010421185.1
OG0012548	CARHR189640	XP_010421199.1, XP_010454676.1, XP_010493522.1
OG0012549	CARHR189500	XP_010454698.1, XP_010421218.1, XP_010493540.1
OG0012550	CARHR189300	XP_010493567.2
OG0012551	CARHR189270	XP_010421242.1, XP_010493569.1, XP_010454721.1, XP_010454718.1
OG0012552	CARHR189060	XP_010454745.1, XP_010493591.1, XP_010421268.1
OG0012553	CARHR189030	XP_010421269.1, XP_010493594.1, XP_010454746.1
OG0012554	CARHR149900	XP_010514899.1, XP_010426005.1, XP_010503186.1
OG0012555	CARHR188740	XP_010454801.1, XP_010421314.1, XP_010493722.1
OG0012556	CARHR207180	XP_010452514.1, XP_010491150.1
OG0012557	CARHR188600	XP_010454813.1, XP_010493728.1, XP_010421332.2
OG0012558	CARHR188280	XP_010421368.1, XP_010493769.1, XP_010454841.1
OG0012559	CARHR188250	XP_010421371.1, XP_010454844.1, XP_010493772.1
OG0012560	CARHR188210	XP_019083947.1, XP_010454849.1, XP_010493777.1
OG0012561	CARHR188150	XP_010493785.1, XP_010421383.1, XP_010454855.1
OG0012562	CARHR188100	XP_010493795.1, XP_010421390.1, XP_010454866.1
OG0012563	CARHR188010	XP_010454873.1, XP_010421393.1, XP_010495500.1
OG0012564	CARHR187810	XP_019083953.1, XP_010493817.1, XP_010454896.1
OG0012565	CARHR187800	XP_010493818.1, XP_010454899.1, XP_010421417.1
OG0012566	CARHR187280	XP_010454950.1, XP_010421466.1, XP_010493860.1
OG0012567	CARHR232040	XP_010433740.1, XP_010438996.1, XP_010448536.1
OG0012568	CARHR193430	XP_010420756.1, XP_010493020.1, XP_010454228.1
OG0012569	CARHR193450	XP_010493016.1, XP_010420753.1, XP_010454225.1
OG0012570	CARHR193290	XP_010493038.1, XP_010454246.1, XP_010420773.1
OG0012571	CARHR192950	XP_010493081.1, XP_010454281.1, XP_019083898.1, XP_010420814.1
OG0012572	CARHR192920	XP_010420817.1, XP_010493083.1, XP_010454283.1
OG0012573	CARHR192880	XP_010420823.1
OG0012574	CARHR192750	XP_010420842.1, XP_010493103.1, XP_010454305.1
OG0012575	CARHR192710	XP_010454310.1, XP_010493117.1, XP_010420848.1
OG0012576	CARHR192550	XP_010420869.1, XP_010454335.1, XP_010493137.1
OG0012577	CARHR192470	XP_010454341.1, XP_010493142.1
OG0012578	CARHR191990	XP_010493198.1, XP_010454395.1, XP_010420931.1
OG0012579	CARHR191830	XP_010420953.1, XP_010493222.1, XP_010454424.1
OG0012580	CARHR191750	XP_019097395.1, XP_010420961.1, XP_010454435.1
OG0012581	CARHR191700	XP_010493239.1, XP_010456618.1, XP_010420965.1
OG0012582	CARHR191670	XP_010493242.1, XP_010420969.1
OG0012583	CARHR191600	NP_001289916.1, XP_010493252.1, XP_010454455.1
OG0012584	CARHR191560	XP_010496784.1, XP_010420985.1, XP_010454457.1
OG0012585	CARHR191510	XP_010493259.1, XP_010420991.1, XP_010454464.1
OG0012586	CARHR191490	XP_010420993.1, XP_010454467.1, XP_010493262.1
OG0012587	CARHR118350	XP_010472673.1, XP_010417436.1, XP_010429665.1
OG0012588	CARHR191370	XP_010495351.1
OG0012589	CARHR191340	XP_019090326.1, XP_019084770.1, XP_019097775.1
OG0012590	CARHR191300	XP_010421013.1, XP_010493299.1, XP_010454488.1
OG0012591	CARHR190960	XP_010421055.1, XP_010493353.1, XP_010454527.1
OG0012592	CARHR085950	XP_010468123.1, XP_010489780.1
OG0012593	CARHR190750	XP_010421077.1, XP_010454558.1, XP_010495384.1
OG0012594	CARHR190740	XP_010493382.1, XP_010493513.1, XP_010454560.1, XP_010421080.1
OG0012595	CARHR274430	XP_010483728.1, XP_010443878.1, XP_010456718.1
OG0012596	CARHR274410	XP_010456712.1, XP_010443876.1, XP_010483726.1
OG0012597	CARHR274400	XP_010456698.1, XP_010443875.1, XP_010483724.1
OG0012598	CARHR274330	XP_010456638.1, XP_010483714.1, XP_010443866.1
OG0012599	CARHR274310	XP_010483711.1, XP_010443864.1, XP_010456615.1
OG0012600	CARHR274250	XP_010443860.1, XP_010456581.1, XP_010483708.1
OG0012601	CARHR274120	XP_010443846.1, XP_010456451.1
OG0012602	CARHR273690	XP_019095500.1, XP_019088110.1, XP_010443799.1
OG0012603	CARHR273670	XP_010443796.1, XP_010455877.1, XP_010483651.1
OG0012604	CARHR273660	XP_010455868.1, XP_010443797.1, XP_010483650.1
OG0012605	CARHR273160	XP_019095503.1
OG0012606	CARHR285870	XP_019095505.1, XP_010443708.1, XP_010455094.1
OG0012607	CARHR285810	XP_010443700.1, XP_010483570.1, XP_010455008.1
OG0012608	CARHR272830	XP_010483498.1, XP_019087956.1, XP_010446187.1, XP_019092843.1
OG0012609	CARHR272670	XP_010483481.1, XP_010454232.1, XP_010443626.1
OG0012610	CARHR272660	XP_010454212.1, XP_019087919.1, XP_010483479.1
OG0012611	CARHR272460	XP_010443602.1
OG0012612	CARHR272210	XP_010483439.1, XP_010443566.1, XP_010453646.1
OG0012613	CARHR272200	XP_010469274.1, XP_010512252.1, XP_010413647.1
OG0012614	CARHR032820	XP_010483386.1, XP_010453310.1
OG0012615	CARHR271940	XP_010443527.1, XP_010453234.1, XP_010483377.1
OG0012616	CARHR271770	XP_010443508.1, XP_010483355.1, XP_010453016.1
OG0012617	CARHR056570	XP_010511396.1, XP_010470389.1, XP_010415050.1
OG0012618	CARHR271700	XP_010452945.1, XP_010419549.1, XP_010443502.1, XP_010497472.1, XP_010483348.1
OG0012619	CARHR271610, CARHR271630	XP_010443497.1, XP_010452883.1
OG0012620	CARHR271570	XP_010452821.1, XP_010483330.1
OG0012621	CARHR271510	XP_010483310.1, XP_010443483.1, XP_010452769.1
OG0012622	CARHR271360	XP_010483288.1, XP_010452517.1
OG0012623	CARHR271290	XP_010452169.1, XP_010443437.1, XP_010483274.1
OG0012624	CARHR153610	XP_010425785.1, XP_010496533.1
OG0012625	CARHR271140	XP_010483246.1, XP_010452008.1, XP_010443419.1
OG0012626	CARHR271130	XP_010443418.1, XP_010451998.1
OG0012627	CARHR271050	XP_010451905.1, XP_010483229.1, XP_010443404.1
OG0012628	CARHR169540	XP_010512144.1
OG0012629	CARHR270790	XP_010451758.1, XP_010443372.1, XP_010483198.1
OG0012630	CARHR270800	XP_010483199.1, XP_010451765.1, XP_010443371.1
OG0012631	CARHR270910	XP_010451824.1, XP_010483212.1, XP_010443387.1
OG0012632	CARHR270920	XP_010451836.1, XP_010443390.1, XP_010483215.1
OG0012633	CARHR152350	XP_010502868.1, XP_010425721.1, XP_010514636.1
OG0012634	CARHR270070	XP_010483120.1, XP_010483121.1, XP_010451156.1, XP_010443294.1
OG0012636	CARHR098400	XP_010466536.1, XP_010488282.1, XP_010511434.1
OG0012637	CARHR269720	XP_010450942.1, XP_010483107.1
OG0012638	CARHR269530	XP_010450723.1, XP_019095893.1, XP_010443258.1
OG0012639	CARHR100400	XP_010412724.1, XP_010467088.1
OG0012640	CARHR269630	XP_010443271.1, XP_010483092.1
OG0012641	CARHR269700	XP_010443281.1, XP_010450918.1, XP_010483105.1
OG0012642	CARHR269500	XP_010450688.1, XP_010443250.1, XP_010483080.1
OG0012643	CARHR269070	XP_010443219.1, XP_010483046.1, XP_010450144.1
OG0012644	CARHR269050	XP_010450108.2, XP_010485145.1
OG0012645	CARHR268960	XP_010443204.1, XP_010483020.1, XP_010449998.1
OG0012646	CARHR268610	XP_010482959.1, XP_010443148.1, XP_010449321.1, XP_019087255.1
OG0012647	CARHR268640	XP_010482963.1, XP_010443150.1, XP_010449352.1
OG0012648	CARHR268580	XP_010449281.1, XP_010482955.1, XP_010443142.1
OG0012649	CARHR268440	XP_010449040.1, XP_010443111.1, XP_010485136.1
OG0012650	CARHR268280	XP_010448878.1, XP_010443083.1, XP_010482910.1
OG0012651	CARHR268200	XP_010443068.1, XP_010448741.1, XP_010482894.1
OG0012652	CARHR268190	XP_010482893.1, XP_010443067.1, XP_010448729.1
OG0012653	CARHR268180	XP_010448709.1, XP_010482891.1, XP_010443065.1
OG0012654	CARHR268110	XP_010443055.1, XP_010448642.1
OG0012655	CARHR268000	XP_010482877.1, XP_010443047.1
OG0012656	CARHR024820	XP_010498968.1, XP_010477772.1, XP_010460223.1
OG0012657	CARHR158370	XP_010503596.1, XP_010426449.1
OG0012658	CARHR158290	XP_010503591.1, XP_010515281.1, XP_010426444.1
OG0012659	CARHR158270	XP_010426442.1, XP_010515277.1, XP_010503594.1
OG0012660	CARHR157920	XP_010503556.1, XP_010426411.1, XP_010515253.1
OG0012661	CARHR157750	XP_019085540.1, XP_010503541.1, XP_010450744.1
OG0012662	CARHR157460	XP_010426369.1, XP_010515189.1, XP_010503511.1
OG0012663	CARHR267270	XP_010482815.1, XP_010446433.1, XP_010442982.1
OG0012664	CARHR267280	XP_010482814.1, XP_010446422.1, XP_010442981.1
OG0012665	CARHR267490	XP_010446672.1, XP_010482830.1, XP_010442999.1
OG0012666	CARHR267580	XP_010482839.1, XP_010443011.1, XP_010446780.1
OG0012667	CARHR250550	XP_010429541.1, XP_010456045.1, XP_010422604.1
OG0012668	CARHR250600	XP_010429595.1, XP_010456040.1
OG0012669	CARHR250690	XP_010456030.1, XP_010456032.1, XP_010429661.1, XP_010422592.1
OG0012670	CARHR250710	XP_010429697.1, XP_010456029.1, XP_010422587.1
OG0012671	CARHR250790	XP_010422580.1, XP_010429769.1, XP_010456022.1
OG0012672	CARHR250900	XP_010422567.1, XP_010429918.1, XP_010456008.1
OG0012673	CARHR250920	XP_010422566.1, XP_010429930.1, XP_010456007.1
OG0012674	CARHR250940	XP_010429966.1, XP_010456003.1, XP_010422561.1
OG0012675	CARHR250970	XP_010430007.1, XP_010455998.1, XP_010422558.1
OG0012676	CARHR205730	XP_010491360.1, XP_010452709.1, XP_010423211.1
OG0012677	CARHR205760	XP_010491345.1, XP_010452698.1
OG0012678	CARHR205780	XP_010491352.1, XP_010423213.1, XP_019089995.1
OG0012679	CARHR205860	XP_010491333.1, XP_010452684.1, XP_010423231.1
OG0012680	CARHR205960	XP_019084475.1, XP_010452675.1, XP_010491323.1, XP_010424739.1
OG0012681	CARHR206060, CARHR206070	XP_010491307.1, XP_010452656.1, XP_010423257.1, XP_010452655.2
OG0012682	CARHR206210	XP_010423284.1, XP_010452639.1, XP_010491287.1
OG0012683	CARHR206220	XP_010491284.1, XP_010452641.1, XP_010423278.1
OG0012684	CARHR206250, CARHR207100	XP_010452636.2, XP_010424745.1, XP_010491275.1
OG0012685	CARHR206490	XP_010423311.1, XP_010491249.1, XP_010452611.1
OG0012686	CARHR104680	XP_010488869.1, XP_019098750.1, XP_010467208.1, XP_010518318.1
OG0012687	CARHR206510	XP_010424749.1, XP_010491245.1, XP_010452607.1
OG0012688	CARHR206540	XP_010491243.1, XP_010452605.1, XP_010423314.1
OG0012689	CARHR206560	XP_010491242.1, XP_010423315.1
OG0012690	CARHR206580	XP_010452603.1, XP_010491241.1, XP_010423316.1
OG0012691	CARHR206590	XP_010423317.1, XP_010491238.1, XP_010452602.1
OG0012692	CARHR206610	XP_010491231.1, XP_010424750.1, XP_010452598.1
OG0012693	CARHR206650	XP_010491224.1, XP_010423324.1, XP_010423325.1, XP_010452594.1
OG0012694	CARHR206680	XP_010491214.1, XP_010423331.1, XP_010452583.1, XP_010491217.1
OG0012695	CARHR207150	XP_019097299.1, XP_019084384.1
OG0012696	CARHR207120	XP_010491195.1, XP_010423347.1, XP_010452562.1
OG0012697	CARHR233490	XP_010438817.2, XP_010433567.1, XP_010448342.1
OG0012698	CARHR207050	XP_010491188.1, XP_010452557.1, XP_010423356.1, XP_010423354.1
OG0012699	CARHR206910	XP_010491168.1, XP_010423380.2, XP_010452534.1
OG0012700	CARHR206850	XP_010491160.1, XP_010423384.2, XP_010452531.1
OG0012701	CARHR207300	XP_010452500.1, XP_010423410.1, XP_010491135.1
OG0012702	CARHR207280	XP_010491138.1, XP_010452503.1, XP_010423405.1
OG0012703	CARHR207410	XP_010491130.1, XP_010423419.1, XP_010452491.1
OG0012704	CARHR207620	XP_010423446.1, XP_010491105.1, XP_019090669.1
OG0012705	CARHR207680	XP_010423451.1
OG0012706	CARHR153600	XP_010514703.1, XP_010425786.1
OG0012707	CARHR207800	XP_010491079.1, XP_010452449.1
OG0012708	CARHR207960	XP_010423486.1, XP_010452429.1, XP_010491060.1
OG0012709	CARHR208290	XP_010452398.1, XP_010423511.1, XP_010491028.1
OG0012710	CARHR137110	XP_010508627.1, XP_010506009.2
OG0012710	CARHR248320	XP_010517711.1
OG0012711	CARHR208350	XP_010491020.1, XP_010423517.1, XP_010452393.1
OG0012712	CARHR208420	XP_010491010.1, XP_010423526.1, XP_010452387.1
OG0012713	CARHR208440	XP_010491005.1, XP_010423530.1, XP_010452385.1
OG0012714	CARHR208580	XP_010490993.1, XP_010423546.1, XP_010452373.1
OG0012715	CARHR208630	XP_010423553.1, XP_010490981.1, XP_010452368.1
OG0012716	CARHR208670	XP_010490978.1, XP_010452363.1, XP_010423556.1
OG0012717	CARHR208680	XP_010452361.1, XP_010423558.1, XP_010490976.1
OG0012718	CARHR209010	XP_010490935.1, XP_010423598.1, XP_019090500.1
OG0012719	CARHR209020	XP_010490933.1, XP_010452321.1, XP_010423599.1
OG0012720	CARHR209040	XP_010490928.1, XP_010423602.1, XP_010452318.1
OG0012721	CARHR209070	XP_010495067.1, XP_010490924.1, XP_010423615.1
OG0012722	CARHR209120	XP_010490919.1, XP_010423622.1, XP_010452311.1
OG0012723	CARHR209280	XP_010423644.1, XP_010495065.1, XP_010490894.1
OG0012724	CARHR209290	XP_010490891.1, XP_010423645.1, XP_010452293.1
OG0012725	CARHR209460	XP_010452278.1, XP_010490873.1, XP_010423659.1
OG0012726	CARHR209580	XP_019084541.1, XP_019098645.1, XP_010490864.1, XP_019089984.1
OG0012727	CARHR209660	XP_010423684.1, XP_010452257.1, XP_010490855.1
OG0012728	CARHR209770	XP_010490841.1, XP_010452235.1, XP_010423698.1
OG0012729	CARHR209880	XP_010452228.1, XP_010423707.1
OG0012730	CARHR209890	XP_010452226.1, XP_010423709.1, XP_010490824.1
OG0012731	CARHR210030	XP_010490802.1, XP_010452204.1, XP_010423737.1
OG0012732	CARHR184130	XP_010482067.1, XP_010493635.1
OG0012733	CARHR210240	XP_010452171.1, XP_010423757.1, XP_010490777.1
OG0012734	CARHR210260	XP_010452168.1, XP_010423779.1, XP_010490774.2
OG0012735	CARHR210750	XP_019084717.1, XP_010490722.1, XP_010452106.1
OG0012736	CARHR211100	XP_019090604.1
OG0012737	CARHR211200	XP_010452047.1, XP_010490631.1, XP_010423894.1
OG0012738	CARHR211390	XP_010490611.1, XP_010423910.1, XP_010452032.1
OG0012739	CARHR211530	XP_010423921.1, XP_010452013.1, XP_010490597.1
OG0012740	CARHR211540	XP_010490596.1, XP_010452012.1, XP_010423922.1
OG0012741	CARHR211580	XP_010452009.1, XP_010490591.1, XP_010423925.1
OG0012742	CARHR211660	XP_010423940.1, XP_010452000.1, XP_010490581.1
OG0012743	CARHR212070	XP_010490518.1, XP_010423986.1, XP_010451944.1
OG0012744	CARHR212190	XP_010456346.1, XP_010451932.1, XP_010424000.1, XP_010490501.1
OG0012745	CARHR212170	XP_010423996.1, XP_010456347.1, XP_010490504.1
OG0012746	CARHR212160	XP_010490506.1, XP_010451934.1, XP_010423995.1
OG0012747	CARHR212280	XP_010497721.1, XP_019097282.1, XP_010424014.1, XP_010496823.1
OG0012748	CARHR212360	XP_010496822.1, XP_010490476.1
OG0012749	CARHR261330	XP_010496579.1, XP_010441217.1, XP_010435999.1
OG0012750	CARHR261320	XP_010450635.1, XP_010436002.1, XP_010441222.1
OG0012751	CARHR261310	XP_019088869.1, XP_010436001.1
OG0012752	CARHR213820	XP_010441227.1, XP_010450629.1, XP_010436007.1
OG0012753	CARHR294470	XP_010438766.1, XP_010421726.1, XP_010455221.1
OG0012754	CARHR213230	XP_010436059.1, XP_010441281.1, XP_010450557.1
OG0012755	CARHR213000	XP_019086980.1, XP_010436858.1, XP_019091738.1
OG0012756	CARHR291900	XP_010447528.1, XP_010436096.1, XP_010441307.1
OG0012757	CARHR212790	XP_019086615.1, XP_019087958.1, XP_019086708.1
OG0012758	CARHR074470	XP_010430024.1, XP_019083580.1
OG0012759	CARHR074530	XP_010430037.1, XP_010473005.1, XP_010417768.1
OG0012760	CARHR074600	XP_010430047.1, XP_010417779.1
OG0012761	CARHR063820	XP_010430062.1, XP_010417790.1, XP_010473027.1
OG0012762	CARHR074750, CARHR049040	XP_010473029.1, XP_010417792.1, XP_010430063.1
OG0012763	CARHR104860, CARHR074710	XP_010417795.1, XP_010473031.1, XP_010430066.1
OG0012765	CARHR074380	XP_010417747.1
OG0012766	CARHR074280	XP_010472969.1, XP_010431658.1, XP_010417738.1, XP_010429993.1
OG0012767	CARHR074120	XP_010429972.1, XP_019082819.1, XP_010472941.1
OG0012768	CARHR074000	XP_019083565.1, XP_019093858.1, XP_019085185.1
OG0012769	CARHR288700	XP_010480285.1, XP_010511320.1, XP_010415024.1
OG0012770	CARHR073690	XP_010429902.1, XP_010417660.1, XP_010472874.1
OG0012771	CARHR073350	XP_010429861.1, XP_019093445.1, XP_010417632.1
OG0012772	CARHR266810	XP_019095750.1, XP_019088700.1, XP_019091594.1
OG0012773	CARHR073120	XP_010429831.1, XP_010429829.1, XP_019083544.1, XP_010472801.1
OG0012774	CARHR073060	XP_010472793.1, XP_010419373.1
OG0012775	CARHR073010	XP_010472790.1, XP_019082728.1, XP_010429815.1
OG0012776	CARHR072830	XP_019093680.1
OG0012777	CARHR072740	XP_010472746.1, XP_010417524.1, XP_010429779.1
OG0012778	CARHR072660	XP_010472738.1, XP_010417517.1, XP_010429768.1
OG0012779	CARHR072530	XP_010417505.1, XP_010429756.1, XP_019093990.1
OG0012780	CARHR072470	XP_010429748.1, XP_010472719.1, XP_010417497.1
OG0012781	CARHR072370	XP_010431639.1, XP_019082725.1, XP_010431638.1, XP_010474481.1
OG0012783	CARHR072050	XP_010429683.1, XP_010474476.2, XP_010417455.1
OG0012784	CARHR071780	XP_010416814.1, XP_010472046.1, XP_010428954.1
OG0012785	CARHR071710	XP_010472035.1, XP_010416803.1, XP_010428947.1
OG0012786	CARHR071680	XP_010428943.1, XP_010472031.1, XP_010416797.1
OG0012787	CARHR071650	XP_010416792.1, XP_010472025.1, XP_010428936.1
OG0012788	CARHR071610	XP_010416786.1, XP_010472022.1, XP_010428933.1
OG0012789	CARHR071390	XP_010471992.1, XP_010416756.1, XP_010428879.1
OG0012790	CARHR071310	XP_010471977.1, XP_010428865.1, XP_010416737.1
OG0012791	CARHR071100	XP_010471955.1, XP_010416710.1, XP_010428841.1
OG0012792	CARHR071000	XP_010428825.1, XP_010471942.1, XP_010416691.1
OG0012793	CARHR070800	XP_010471916.1, XP_010416662.1, XP_010428802.1
OG0012794	CARHR070630	XP_010471901.1, XP_010416644.1, XP_010428782.1
OG0012795	CARHR158720	XP_010471877.1, XP_010428778.1, XP_010419235.2
OG0012796	CARHR070560	XP_010471872.1, XP_019083411.1, XP_010428771.1
OG0012797	CARHR070550	XP_010471871.1, XP_010428770.1, XP_010416627.1
OG0012798	CARHR070300	XP_010471837.1, XP_010428740.1, XP_010416600.1
OG0012799	CARHR070120	XP_010470961.1, XP_010471810.1, XP_010428721.1, XP_019083402.1
OG0012800	CARHR069920	XP_010428694.1, XP_010471787.1, XP_010416553.1
OG0012801	CARHR069620	XP_010428659.1, XP_010416519.1, XP_010471757.1
OG0012802	CARHR107340	XP_010489315.1, XP_010467451.1, XP_010515738.1
OG0012803	CARHR069130	XP_010471697.1, XP_010428606.1, XP_010416466.1
OG0012804	CARHR217120	XP_010435376.1, XP_010496615.1, XP_010440674.1
OG0012805	CARHR068660	XP_010474346.1, XP_010428546.1, XP_010416406.1
OG0012806	CARHR068460	XP_010471616.1, XP_010416375.1, XP_010428520.1
OG0012807	CARHR182800, CARHR284650	XP_010445960.1, XP_010442342.1, XP_010482160.1
OG0012808	CARHR068420	XP_019093944.1, XP_010428515.1, XP_010416374.1
OG0012809	CARHR293660	XP_010489351.1, XP_010467486.1, XP_010515344.1
OG0012811	CARHR107530	XP_010489363.1, XP_010515116.1, XP_010467508.1
OG0012812	CARHR107610	XP_010489370.1, XP_010515048.1, XP_010467514.1
OG0012813	CARHR107680	XP_010467524.1, XP_010514917.1, XP_010489381.1
OG0012814	CARHR149860	XP_010502822.1, XP_010425602.1, XP_010514528.1
OG0012815	CARHR107990	XP_010467562.1, XP_010514708.1, XP_010489397.1
OG0012816	CARHR108400	XP_010467589.1, XP_010489431.1
OG0012817	CARHR158970	XP_010426518.1, XP_010503657.1, XP_010515357.1
OG0012818	CARHR158920	XP_010515349.1
OG0012819	CARHR158870	XP_010503647.1, XP_010515343.2, XP_010426506.1
OG0012820	CARHR132590	XP_010509236.1, XP_010505412.1, XP_010517084.1
