Orthogroup	Cardamine_hirsuta	Conringia_planisiliqua
OG0013211	CARHR169460	CP3_g13467_DN3_SP8_c.t1
OG0013212	CARHR058040	CP9_g28150_DN3_SP6_c.t1
OG0013213	CARHR234090	CP19_g17988_DN3_SP0_c.t1
OG0013214	CARHR168980, CARHR184080	CP3_g13498_DN1_SP0_c.t1
OG0013215	CARHR168870	CP3_g13509_DN3_SP6_c.t1
OG0013216	CARHR156030	CP3_g14665_DN3_SP8_c.t1
OG0013218	CARHR168520	CP3_g13527_DN3_SP5_c.t1
OG0013219	CARHR168440	CP3_g13535_DN3_SP0_c.t1
OG0013220	CARHR168220	CP3_g13557_DN3_SP0_c.t1
OG0013221	CARHR168210	CP3_g13558_DN3_SP7_c.t1
OG0013222	CARHR168100	CP3_g13571_DN3_SP1_c.t1
OG0013223	CARHR167700	CP3_g13599_DN3_SP4_c.t1
OG0013224	CARHR167630	CP3_g13603_DN2_SP0_c.t1
OG0013225	CARHR167500	CP3_g13618_DN3_SP5_c.t1
OG0013226	CARHR167220	CP3_g13644_DN3_SP2_c.t1
OG0013227	CARHR167040	CP3_g13663_DN3_SP4_c.t1
OG0013228	CARHR166970	CP3_g13672_DN3_SP0_c.t1
OG0013229	CARHR159450, CARHR166930	CP3_g13676_DN3_SP0_c.t1
OG0013230	CARHR166810	CP3_g13682_DN3_SP2_c.t1
OG0013231	CARHR166680	CP3_g13693_DN3_SP0_c.t1
OG0013232	CARHR166640, CARHR166620	CP3_g13697_DN3_SP0_c.t1
OG0013233	CARHR166430	CP3_g13719_DN3_SP0_c.t1
OG0013234	CARHR166420	CP3_g13720_DN3_SP0_c.t1
OG0013235	CARHR166360	CP3_g13726_DN3_SP7_c.t1
OG0013237	CARHR166140	CP3_g13742_DN3_SP0_c.t1
OG0013238	CARHR166030	CP3_g13756_DN3_SP0_c.t1
OG0013239	CARHR165590	CP3_g13796_DN3_SP7_c.t1
OG0013240	CARHR165580	CP3_g13797_DN3_SP8_c.t1
OG0013241	CARHR284680, CARHR165410	CP3_g13809_DN3_SP8_c.t1
OG0013242	CARHR165350	CP3_g13818_DN3_SP0_c.t1
OG0013243	CARHR164990	CP3_g13850_DN3_SP2_c.t1
OG0013244	CARHR164840	CP3_g13862_DN3_SP8_c.t1
OG0013245	CARHR164830	CP3_g13863_DN3_SP8_c.t1
OG0013246	CARHR164720	CP3_g13874_DN3_SP7_c.t1
OG0013247	CARHR164630	CP3_g13883_DN3_SP0_c.t1
OG0013248	CARHR164410	CP3_g13908_DN3_SP6_c.t1
OG0013249	CARHR164180	CP3_g13932_DN3_SP3_c.t1
OG0013250	CARHR164150	CP3_g13935_DN3_SP2_c.t1
OG0013252	CARHR163980	CP3_g13951_DN3_SP8_c.t1
OG0013253	CARHR222790	CP5_g1576_DN3_SP0_c.t1, CP6_g7204_DN3_SP6_c.t1
OG0013254	CARHR163710	CP3_g13978_DN3_SP4_c.t1
OG0013256	CARHR163340	CP3_g14016_DN3_SP0_c.t1
OG0013257	CARHR163310	CP3_g14020_DN3_SP0_c.t1
OG0013258	CARHR163210	CP3_g14025_DN3_SP0_c.t1
OG0013259	CARHR163220	CP3_g14026_DN3_SP1_c.t1
OG0013260	CARHR162930	CP3_g14057_DN3_SP1_c.t1
OG0013262	CARHR162750	CP3_g14074_DN3_SP8_c.t1
OG0013263	CARHR162720	CP3_g14077_DN3_SP8_c.t1
OG0013264	CARHR162320	CP3_g14105_DN2_SP0_c.t1
OG0013265	CARHR267080	CP8_g53369_DN3_SP8_c.t1
OG0013266	CARHR267070	CP8_g53368_DN3_SP0_c.t1
OG0013267	CARHR267060	CP8_g53367_DN3_SP3_c.t1
OG0013268	CARHR267020	CP8_g53366_DN3_SP8_c.t1
OG0013269	CARHR266610	CP8_g53312_DN3_SP8_c.t1
OG0013271	CARHR266260	CP8_g53283_DN3_SP5_c.t1
OG0013272	CARHR222450	CP6_g7255_DN3_SP8_c.t1
OG0013273	CARHR222420	CP12_g30861_DN3_SP0_c.t1, CP6_g7259_DN3_SP8_c.t1
OG0013274	CARHR218950, CARHR231870	CP19_g18204_DN3_SP4_c.t1
OG0013275	CARHR290680	CP6_g7265_DN3_SP6_c.t1
OG0013276	CARHR100960	CP12_g30855_DN3_SP0_c.t1
OG0013277	CARHR101120	CP12_g30865_DN2_SP0_c.t1
OG0013278	CARHR101590	CP12_g30911_DN3_SP8_c.t1
OG0013279	CARHR101700	CP12_g30929_DN3_SP5_c.t1
OG0013280	CARHR101710	CP12_g30933_DN3_SP7_c.t1
OG0013281	CARHR101810	CP12_g30989_DN3_SP7_c.t1
OG0013282	CARHR102430	CP12_g31068_DN3_SP8_c.t1
OG0013283	CARHR102860	CP12_g31140_DN3_SP8_c.t1
OG0013284	CARHR102840	CP12_g31139_DN3_SP2_c.t1
OG0013285	CARHR102900	CP12_g31144_DN3_SP1_c.t1
OG0013286	CARHR103270	CP12_g31655_DN3_SP6_c.t1
OG0013287	CARHR103580	CP17_g6000_DN3_SP8_c.t1
OG0013288	CARHR103710	CP17_g5134_DN3_SP6_c.t1
OG0013289	CARHR103720	CP17_g5135_DN3_SP0_c.t1
OG0013290	CARHR103830	CP17_g5404_DN3_SP3_c.t1
OG0013291	CARHR100430	CP12_g30824_DN3_SP0_c.t1
OG0013292	CARHR100520	CP17_g5986_DN3_SP8_c.t1
OG0013293	CARHR100530	CP12_g30831_DN3_SP0_c.t1
OG0013294	CARHR100540	CP12_g30832_DN3_SP8_c.t1
OG0013295	CARHR058850	CP9_g28214_DN3_SP7_c.t1
OG0013296	CARHR059040	CP9_g28231_DN3_SP0_c.t1
OG0013298	CARHR059480	CP39_g21143_DN3_SP8_c.t1
OG0013299	CARHR059530	CP39_g21145_DN3_SP2_c.t1
OG0013300	CARHR059630	CP9_g28255_DN3_SP0_c.t1
OG0013301	CARHR059640	CP9_g28256_DN3_SP0_c.t1
OG0013302	CARHR059760	CP9_g28270_DN3_SP8_c.t1
OG0013303	CARHR060120	CP9_g28311_DN3_SP8_c.t1
OG0013304	CARHR060160	CP9_g28318_DN3_SP1_c.t1
OG0013305	CARHR058070, CARHR060210	CP9_g28324_DN3_SP4_c.t1
OG0013306	CARHR058060, CARHR060420	CP9_g28350_DN3_SP0_c.t1
OG0013307	CARHR060600	CP9_g28367_DN3_SP8_c.t1
OG0013308	CARHR060770	CP9_g28382_DN3_SP4_c.t1
OG0013309	CARHR061060	CP9_g28410_DN2_SP0_c.t1
OG0013310	CARHR061260	CP9_g28428_DN3_SP3_c.t1
OG0013311	CARHR216570	CP5_g2008_DN3_SP7_c.t1
OG0013312	CARHR108460	CP10_g43723_DN3_SP0_c.t1
OG0013313	CARHR108870	CP10_g43685_DN3_SP7_c.t1
OG0013314	CARHR108910	CP10_g43682_DN3_SP0_c.t1
OG0013315	CARHR213470, CARHR253380	CP19_g17943_DN3_SP0_c.t1
OG0013316	CARHR109080	CP10_g43665_DN2_SP4_c.t1
OG0013317	CARHR109240	CP10_g43648_DN3_SP0_c.t1
OG0013318	CARHR109290	CP10_g43644_DN3_SP6_c.t1
OG0013319	CARHR109300	CP10_g43643_DN3_SP8_c.t1, CP6_g8097_DN2_SP0_c.t1
OG0013320	CARHR109480	CP10_g43626_DN2_SP0_c.t1
OG0013321	CARHR109490	CP10_g43625_DN3_SP8_c.t1
OG0013323	CARHR109730	CP10_g43601_DN3_SP0_c.t1
OG0013324	CARHR109850	CP10_g43585_DN3_SP8_c.t1
OG0013325	CARHR109990	CP10_g43572_DN3_SP8_c.t1
OG0013326	CARHR110060	CP10_g43566_DN3_SP8_c.t1
OG0013327	CARHR110160	CP10_g43561_DN3_SP0_c.t1
OG0013328	CARHR136260	CP4_g24603_DN3_SP0_c.t1
OG0013329	CARHR136250	CP4_g24604_DN3_SP5_c.t1
OG0013330	CARHR136150	CP4_g24617_DN3_SP6_c.t1
OG0013331	CARHR136140	CP4_g24618_DN3_SP1_c.t1
OG0013332	CARHR136120	CP4_g24620_DN3_SP3_c.t1
OG0013333	CARHR136090	CP4_g24622_DN3_SP6_c.t1
OG0013334	CARHR135980	CP4_g24632_DN3_SP3_c.t1
OG0013335	CARHR135920	CP4_g24638_DN3_SP8_c.t1
OG0013337	CARHR135670	CP4_g24665_DN3_SP2_c.t1
OG0013338	CARHR135660	CP4_g24664_DN3_SP7_c.t1
OG0013339	CARHR135520	CP4_g24679_DN3_SP5_c.t1
OG0013340	CARHR135190, CARHR135160	CP4_g24703_DN3_SP0_c.t1
OG0013341	CARHR134990	CP4_g24720_DN3_SP1_c.t1
OG0013342	CARHR134850	CP4_g24732_DN3_SP8_c.t1
OG0013343	CARHR134590	CP4_g24751_DN3_SP2_c.t1
OG0013344	CARHR134520	CP4_g24758_DN3_SP3_c.t1
OG0013345	CARHR134450	CP4_g24766_DN3_SP0_c.t1
OG0013346	CARHR134020	CP4_g24797_DN3_SP8_c.t1
OG0013347	CARHR133920	CP4_g24806_DN2_SP0_c.t1
OG0013348	CARHR133910	CP4_g24807_DN3_SP4_c.t1
OG0013349	CARHR121200	CP4_g24816_DN3_SP1_c.t1
OG0013350	CARHR133790	CP4_g24819_DN3_SP8_c.t1
OG0013351	CARHR133780	CP4_g24820_DN3_SP5_c.t1
OG0013352	CARHR133350	CP4_g24857_DN3_SP4_c.t1
OG0013353	CARHR156060	CP3_g14662_DN3_SP8_c.t1
OG0013354	CARHR117670, CARHR151900	CP16_g55113_DN3_SP0_c.t1
OG0013355	CARHR133200	CP4_g24873_DN3_SP8_c.t1
OG0013357	CARHR132040	CP4_g24975_DN3_SP0_c.t1
OG0013358	CARHR132880	CP4_g24898_DN3_SP0_c.t1
OG0013359	CARHR132640	CP4_g24919_DN3_SP6_c.t1
OG0013360	CARHR132600	CP4_g24922_DN3_SP7_c.t1
OG0013361	CARHR132470	CP4_g24934_DN3_SP0_c.t1
OG0013362	CARHR143980	CP13_g19671_DN3_SP8_c.t1
OG0013363	CARHR131880	CP4_g24963_DN3_SP8_c.t1
OG0013364	CARHR132010, CARHR131990	CP4_g24973_DN3_SP8_c.t1
OG0013365	CARHR132170	CP4_g24993_DN3_SP4_c.t1
OG0013367	CARHR132300	CP4_g25008_DN3_SP2_c.t1
OG0013369	CARHR131530	CP4_g25037_DN3_SP0_c.t1
OG0013370	CARHR131500	CP4_g25040_DN3_SP8_c.t1
OG0013372	CARHR096240	CP13_g20173_DN3_SP0_c.t1
OG0013373	CARHR131360	CP4_g25052_DN3_SP4_c.t1
OG0013374	CARHR233380	CP19_g18049_DN3_SP6_c.t1
OG0013375	CARHR253430	CP16_g55504_DN2_SP0_c.t1
OG0013376	CARHR253340	CP11_g31820_DN3_SP3_c.t1
OG0013377	CARHR006050	CP1_g36929_DN3_SP0_c.t1
OG0013378	CARHR095380	CP12_g30331_DN3_SP8_c.t1
OG0013379	CARHR095390	CP12_g30332_DN3_SP4_c.t1
OG0013380	CARHR113920	CP16_g54897_DN3_SP0_c.t1
OG0013381	CARHR252740	CP11_g31873_DN3_SP1_c.t1
OG0013382	CARHR254200	CP20_g4408_DN3_SP4_c.t1
OG0013383	CARHR254280	CP20_g4405_DN3_SP1_c.t1
OG0013384	CARHR254440	CP20_g4392_DN3_SP3_c.t1
OG0013385	CARHR254020	CP20_g4429_DN3_SP8_c.t1
OG0013386	CARHR253750	CP20_g4458_DN1_SP0_c.t1
OG0013387	CARHR112000	CP16_g54740_DN3_SP8_c.t1
OG0013388	CARHR112350	CP16_g54773_DN3_SP3_c.t1
OG0013389	CARHR112560	CP16_g54790_DN3_SP5_c.t1
OG0013390	CARHR112700	CP16_g54800_DN3_SP6_c.t1
OG0013392	CARHR113020	CP16_g54822_DN3_SP5_c.t1
OG0013393	CARHR113070	CP16_g54826_DN2_SP0_c.t1
OG0013394	CARHR113090	CP16_g54828_DN3_SP8_c.t1
OG0013395	CARHR113240	CP16_g54840_DN3_SP8_c.t1
OG0013396	CARHR113500	CP16_g54855_DN3_SP1_c.t1
OG0013397	CARHR113530	CP16_g54857_DN3_SP7_c.t1
OG0013398	CARHR113650	CP16_g54876_DN2_SP0_c.t1
OG0013399	CARHR113750	CP16_g54889_DN3_SP6_c.t1
OG0013400	CARHR113860	CP16_g54895_DN3_SP3_c.t1
OG0013401	CARHR114520	CP16_g54935_DN3_SP7_c.t1
OG0013402	CARHR184810	CP16_g55028_DN1_SP0_c.t1
OG0013403	CARHR114600	CP16_g55025_DN3_SP0_c.t1
OG0013404	CARHR116280	CP16_g55276_DN3_SP8_c.t1
OG0013405	CARHR115990	CP16_g55322_DN3_SP0_c.t1
OG0013406	CARHR116480	CP16_g55248_DN3_SP3_c.t1
OG0013407	CARHR115360	CP18_g12624_DN3_SP4_c.t1
OG0013408	CARHR115280	CP18_g12587_DN3_SP8_c.t1
OG0013409	CARHR114930	CP18_g12476_DN3_SP7_c.t1
OG0013410	CARHR118500	CP18_g11721_DN3_SP0_c.t1
OG0013411	CARHR116600	CP16_g55228_DN3_SP5_c.t1
OG0013412	CARHR116660	CP16_g55222_DN3_SP7_c.t1
OG0013413	CARHR116750	CP16_g55195_DN3_SP6_c.t1
OG0013414	CARHR115240	CP18_g12129_DN3_SP1_c.t1
OG0013415	CARHR115530	CP16_g55631_DN3_SP7_c.t1
OG0013416	CARHR115480	CP16_g55685_DN3_SP8_c.t1
OG0013417	CARHR036140	CP1_g38748_DN3_SP4_c.t1
OG0013418	CARHR027060	CP7_g45133_DN3_SP2_c.t1
OG0013419	CARHR035650	CP1_g39944_DN3_SP8_c.t1
OG0013420	CARHR026900	CP7_g45151_DN3_SP8_c.t1
OG0013421	CARHR035610	CP291_g50943_DN3_SP8_c.t1
OG0013422	CARHR035400	CP1_g40845_DN3_SP8_c.t1
OG0013423	CARHR036020	CP1_g39013_DN3_SP5_c.t1
OG0013424	CARHR036050	CP1_g39030_DN3_SP3_c.t1
OG0013425	CARHR034690	CP1_g41429_DN3_SP8_c.t1
OG0013426	CARHR034420	CP7_g44163_DN3_SP5_c.t1
OG0013427	CARHR034280	CP7_g44213_DN3_SP0_c.t1
OG0013428	CARHR034170	CP7_g44329_DN3_SP3_c.t1
OG0013429	CARHR034130	CP7_g44334_DN3_SP0_c.t1
OG0013430	CARHR287280	CP7_g44386_DN3_SP0_c.t1
OG0013431	CARHR033830	CP7_g44459_DN2_SP0_c.t1
OG0013432	CARHR033770	CP7_g44465_DN3_SP0_c.t1
OG0013433	CARHR033660	CP7_g44484_DN3_SP3_c.t1
OG0013434	CARHR033620	CP7_g44487_DN3_SP1_c.t1
OG0013435	CARHR103400	CP5_g2123_DN3_SP0_c.t1, CP12_g30715_DN3_SP7_c.t1
OG0013436	CARHR033210	CP7_g44516_DN3_SP8_c.t1
OG0013437	CARHR032940	CP7_g44538_DN3_SP2_c.t1
OG0013438	CARHR032910	CP7_g44545_DN2_SP0_c.t1
OG0013439	CARHR032900	CP7_g44546_DN3_SP7_c.t1
OG0013440	CARHR032770	CP7_g44554_DN3_SP0_c.t1
OG0013441	CARHR032750	CP7_g44556_DN2_SP0_c.t1
OG0013442	CARHR260650	CP20_g4107_DN3_SP8_c.t1
OG0013443	CARHR260080	CP20_g3956_DN3_SP8_c.t1
OG0013444	CARHR260970	CP20_g4149_DN3_SP6_c.t1
OG0013445	CARHR261150	CP20_g4179_DN3_SP3_c.t1
OG0013446	CARHR261220	CP20_g4181_DN3_SP0_c.t1
OG0013447	CARHR256270	CP20_g4215_DN3_SP8_c.t1
OG0013448	CARHR255800	CP20_g4254_DN1_SP0_c.t1
OG0013449	CARHR255580	CP20_g4304_DN3_SP8_c.t1
OG0013450	CARHR255550	CP20_g4307_DN3_SP7_c.t1
OG0013452	CARHR255320	CP20_g4327_DN3_SP3_c.t1
OG0013453	CARHR255280	CP20_g4330_DN3_SP0_c.t1
OG0013454	CARHR255250	CP20_g4335_DN3_SP8_c.t1, CP59_g6668_DN2_SP0_c.t1
OG0013455	CARHR193820	CP8_g54421_DN3_SP8_c.t1
OG0013456	CARHR193790	CP8_g54418_DN3_SP3_c.t1
OG0013458	CARHR186910	CP2_g48540_DN3_SP8_c.t1
OG0013459	CARHR186850	CP2_g48548_DN3_SP7_c.t1
OG0013460	CARHR186830	CP2_g48550_DN3_SP0_c.t1
OG0013461	CARHR186810	CP2_g48552_DN3_SP0_c.t1
OG0013462	CARHR186340	CP2_g48577_DN3_SP6_c.t1
OG0013463	CARHR186250	CP2_g48583_DN3_SP8_c.t1
OG0013464	CARHR186210	CP2_g48588_DN3_SP2_c.t1
OG0013465	CARHR186180	CP2_g48592_DN3_SP1_c.t1
OG0013466	CARHR186130	CP2_g48597_DN3_SP2_c.t1
OG0013467	CARHR104080	CP6_g7012_DN3_SP1_c.t1
OG0013468	CARHR110670, CARHR110660	CP9_g28093_DN3_SP0_c.t1
OG0013469	CARHR110730	CP10_g43512_DN3_SP0_c.t1
OG0013470	CARHR111170	CP12_g29837_DN3_SP1_c.t1
OG0013471	CARHR111520	CP12_g29815_DN2_SP6_c.t1
OG0013472	CARHR155380	CP3_g14778_DN3_SP8_c.t1
OG0013473	CARHR154140	CP3_g14848_DN3_SP0_c.t1
OG0013474	CARHR143300	CP4_g23932_DN3_SP1_c.t1
OG0013475	CARHR143260	CP3_g14557_DN3_SP3_c.t1
OG0013476	CARHR143190	CP4_g23942_DN3_SP0_c.t1
OG0013477	CARHR143170	CP4_g23945_DN2_SP0_c.t1
OG0013478	CARHR143090	CP4_g23952_DN3_SP0_c.t1
OG0013479	CARHR142990	CP4_g23962_DN3_SP8_c.t1
OG0013480	CARHR142980	CP4_g23963_DN3_SP1_c.t1
OG0013481	CARHR142920	CP4_g23969_DN3_SP8_c.t1
OG0013482	CARHR142890	CP4_g23972_DN3_SP8_c.t1
OG0013483	CARHR142720	CP4_g23987_DN3_SP8_c.t1
OG0013484	CARHR142710	CP4_g23988_DN3_SP7_c.t1
OG0013485	CARHR142700	CP4_g23989_DN3_SP0_c.t1
OG0013486	CARHR142390	CP4_g24018_DN3_SP8_c.t1
OG0013487	CARHR142380	CP4_g24020_DN3_SP5_c.t1
OG0013488	CARHR142280	CP4_g24026_DN3_SP3_c.t1
OG0013489	CARHR142090	CP4_g24047_DN3_SP0_c.t1
OG0013491	CARHR141930	CP4_g24060_DN2_SP4_c.t1
OG0013492	CARHR141920	CP4_g24061_DN3_SP8_c.t1
OG0013493	CARHR141910, CARHR141900	CP4_g24062_DN3_SP1_c.t1
OG0013494	CARHR141770	CP4_g24078_DN3_SP6_c.t1
OG0013495	CARHR141660	CP4_g24083_DN3_SP0_c.t1
OG0013496	CARHR141620	CP4_g24087_DN3_SP6_c.t1
OG0013497	CARHR141600	CP4_g24089_DN3_SP8_c.t1
OG0013498	CARHR141540	CP4_g24094_DN3_SP8_c.t1
OG0013499	CARHR141480	CP4_g24102_DN3_SP0_c.t1
OG0013500	CARHR141260	CP4_g24122_DN3_SP8_c.t1
OG0013501	CARHR141240	CP4_g24124_DN3_SP0_c.t1
OG0013502	CARHR141130	CP4_g24136_DN3_SP8_c.t1
OG0013503	CARHR141120	CP4_g24137_DN3_SP5_c.t1
OG0013504	CARHR140820	CP4_g24164_DN3_SP0_c.t1
OG0013505	CARHR140710	CP4_g24178_DN3_SP5_c.t1
OG0013506	CARHR140520	CP4_g24200_DN3_SP3_c.t1, CP16_g55204_DN3_SP1_c.t1
OG0013507	CARHR140490	CP4_g24204_DN3_SP8_c.t1
OG0013508	CARHR140260	CP2_g49332_DN3_SP0_c.t1, CP4_g24229_DN3_SP1_c.t1
OG0013510	CARHR139870	CP4_g24263_DN3_SP4_c.t1
OG0013511	CARHR139820	CP4_g24267_DN3_SP0_c.t1
OG0013512	CARHR139800	CP4_g24269_DN3_SP2_c.t1
OG0013513	CARHR139680	CP4_g24278_DN3_SP8_c.t1
OG0013514	CARHR139590	CP4_g24287_DN3_SP0_c.t1
OG0013515	CARHR139570	CP4_g24289_DN2_SP0_c.t1
OG0013516	CARHR139480	CP4_g24298_DN3_SP0_c.t1
OG0013518	CARHR139180	CP4_g24325_DN3_SP0_c.t1
OG0013519	CARHR138830	CP4_g24361_DN3_SP0_c.t1
OG0013520	CARHR154550, CARHR154220	CP3_g14844_DN3_SP4_c.t1
OG0013521	CARHR138660	CP4_g24376_DN2_SP0_c.t1
OG0013522	CARHR138510	CP4_g24386_DN3_SP2_c.t1
OG0013523	CARHR138340	CP4_g24402_DN3_SP0_c.t1
OG0013525	CARHR138100, CARHR283820	CP4_g24424_DN2_SP0_c.t1
OG0013526	CARHR138070	CP4_g24426_DN3_SP0_c.t1
OG0013527	CARHR138030	CP4_g24430_DN3_SP0_c.t1
OG0013528	CARHR137860	CP4_g24451_DN3_SP0_c.t1
OG0013529	CARHR137800	CP4_g24456_DN3_SP8_c.t1
OG0013530	CARHR057610	CP4_g24458_DN3_SP3_c.t1
OG0013531	CARHR137490	CP4_g24482_DN3_SP4_c.t1
OG0013532	CARHR182840	CP2_g48741_DN3_SP8_c.t1
OG0013533	CARHR137300	CP4_g24498_DN3_SP5_c.t1
OG0013534	CARHR137260	CP4_g24502_DN3_SP7_c.t1
OG0013535	CARHR137170	CP4_g24513_DN3_SP4_c.t1
OG0013536	CARHR136750	CP4_g24555_DN3_SP8_c.t1
OG0013537	CARHR136760	CP4_g24554_DN3_SP8_c.t1
OG0013538	CARHR136770	CP4_g24553_DN2_SP3_c.t1
OG0013539	CARHR136790	CP4_g24552_DN3_SP8_c.t1
OG0013540	CARHR136800	CP4_g24551_DN3_SP3_c.t1
OG0013541	CARHR136490	CP4_g24582_DN3_SP8_c.t1
OG0013542	CARHR136430	CP4_g24586_DN3_SP0_c.t1
OG0013543	CARHR075610	CP10_g42162_DN3_SP5_c.t1
OG0013544	CARHR075620	CP10_g42163_DN3_SP0_c.t1
OG0013545	CARHR075690	CP10_g42166_DN3_SP0_c.t1
OG0013546	CARHR075870	CP10_g42182_DN3_SP0_c.t1
OG0013547	CARHR288440	CP30_g9994_DN3_SP8_c.t1
OG0013548	CARHR076190	CP10_g42216_DN3_SP3_c.t1
OG0013549	CARHR076400	CP10_g42238_DN3_SP0_c.t1
OG0013551	CARHR076750	CP10_g42265_DN3_SP2_c.t1
OG0013552	CARHR076970	CP10_g42289_DN3_SP7_c.t1
OG0013553	CARHR077310	CP10_g42324_DN3_SP0_c.t1
OG0013554	CARHR077360	CP10_g42329_DN3_SP0_c.t1
OG0013555	CARHR077570	CP10_g42348_DN3_SP6_c.t1
OG0013556	CARHR077680	CP10_g42356_DN3_SP7_c.t1
OG0013557	CARHR077740	CP10_g42361_DN3_SP0_c.t1
OG0013558	CARHR077750	CP10_g42362_DN3_SP8_c.t1
OG0013559	CARHR077760	CP10_g42363_DN3_SP5_c.t1
OG0013560	CARHR077860	CP10_g42372_DN3_SP3_c.t1
OG0013561	CARHR077990	CP10_g42383_DN3_SP0_c.t1
OG0013562	CARHR078010	CP10_g42386_DN3_SP6_c.t1
OG0013563	CARHR078490	CP10_g42423_DN3_SP0_c.t1
OG0013564	CARHR078540	CP10_g42428_DN3_SP0_c.t1
OG0013565	CARHR078740	CP10_g42441_DN3_SP0_c.t1
OG0013566	CARHR078730	CP10_g42442_DN3_SP4_c.t1
OG0013568	CARHR078850	CP10_g42453_DN3_SP8_c.t1
OG0013569	CARHR078970	CP10_g42460_DN3_SP5_c.t1
OG0013570	CARHR079030	CP10_g42466_DN3_SP8_c.t1
OG0013571	CARHR079140	CP10_g42474_DN3_SP8_c.t1
OG0013572	CARHR079160	CP10_g42475_DN3_SP0_c.t1
OG0013573	CARHR079260	CP10_g42482_DN3_SP6_c.t1
OG0013574	CARHR079320	CP10_g42488_DN3_SP3_c.t1
OG0013575	CARHR079590	CP10_g42514_DN3_SP0_c.t1
OG0013576	CARHR079710	CP10_g42526_DN3_SP5_c.t1
OG0013577	CARHR079740	CP10_g42530_DN3_SP2_c.t1
OG0013578	CARHR080070	CP10_g42554_DN3_SP8_c.t1
OG0013579	CARHR080180	CP10_g42565_DN3_SP2_c.t1
OG0013580	CARHR080370	CP10_g42590_DN3_SP8_c.t1
OG0013581	CARHR080410	CP10_g42593_DN2_SP0_c.t1
OG0013582	CARHR080430	CP10_g42595_DN3_SP8_c.t1
OG0013583	CARHR080610	CP10_g42612_DN3_SP8_c.t1
OG0013584	CARHR080690	CP10_g42623_DN3_SP8_c.t1
OG0013585	CARHR080920	CP10_g42641_DN3_SP0_c.t1
OG0013587	CARHR081070	CP3_g16464_DN1_SP0_c.t1, CP3_g16466_DN3_SP0_c.t1
OG0013588	CARHR081120	CP10_g42661_DN3_SP8_c.t1
OG0013589	CARHR081220	CP10_g42673_DN3_SP8_c.t1
OG0013590	CARHR081390	CP10_g42684_DN3_SP2_c.t1
OG0013591	CARHR081670	CP10_g42715_DN3_SP7_c.t1
OG0013592	CARHR081730	CP10_g42720_DN3_SP8_c.t1
OG0013593	CARHR081740	CP10_g42721_DN3_SP1_c.t1
OG0013594	CARHR081820	CP10_g42725_DN3_SP4_c.t1
OG0013595	CARHR082040	CP10_g42747_DN3_SP8_c.t1, CP20_g4071_DN2_SP0_c.t1
OG0013596	CARHR082100	CP10_g42752_DN1_SP0_c.t1
OG0013598	CARHR082450	CP10_g42785_DN3_SP3_c.t1
OG0013599	CARHR082790	CP10_g42815_DN3_SP0_c.t1
OG0013600	CARHR082850	CP10_g42820_DN3_SP8_c.t1
OG0013601	CARHR082980	CP10_g42831_DN3_SP8_c.t1
OG0013602	CARHR083250	CP10_g42856_DN3_SP2_c.t1
OG0013603	CARHR083300	CP10_g42862_DN3_SP8_c.t1
OG0013604	CARHR231700	CP19_g18223_DN3_SP3_c.t1
OG0013606	CARHR083370	CP10_g42870_DN3_SP0_c.t1
OG0013607	CARHR083480	CP10_g42881_DN3_SP8_c.t1
OG0013609	CARHR083950	CP10_g42914_DN3_SP5_c.t1
OG0013610	CARHR084060	CP10_g42925_DN3_SP0_c.t1
OG0013611	CARHR084430	CP10_g42958_DN3_SP8_c.t1
OG0013612	CARHR084460	CP10_g42960_DN3_SP0_c.t1
OG0013613	CARHR084580	CP10_g42972_DN2_SP0_c.t1
OG0013614	CARHR084630	CP10_g42976_DN3_SP0_c.t1
OG0013615	CARHR084660	CP10_g42979_DN3_SP4_c.t1
OG0013616	CARHR084910	CP10_g43003_DN3_SP8_c.t1
OG0013618	CARHR085210	CP10_g43028_DN3_SP0_c.t1
OG0013619	CARHR085360	CP10_g43047_DN3_SP0_c.t1
OG0013620	CARHR085370	CP10_g43048_DN3_SP0_c.t1
OG0013621	CARHR085390	CP10_g43049_DN3_SP0_c.t1
OG0013622	CARHR085420	CP10_g43052_DN3_SP8_c.t1
OG0013623	CARHR085480	CP10_g43057_DN3_SP0_c.t1
OG0013624	CARHR085640	CP10_g43074_DN3_SP0_c.t1
OG0013625	CARHR085670	CP10_g43077_DN2_SP0_c.t1
OG0013626	CARHR085750	CP10_g43084_DN3_SP1_c.t1
OG0013627	CARHR085780	CP10_g43087_DN3_SP8_c.t1
OG0013628	CARHR086110	CP10_g43117_DN3_SP2_c.t1
OG0013629	CARHR086190	CP10_g43125_DN3_SP0_c.t1
OG0013630	CARHR086570	CP10_g43166_DN3_SP6_c.t1
OG0013631	CARHR086640	CP10_g43173_DN3_SP8_c.t1
OG0013632	CARHR086680	CP10_g43177_DN3_SP0_c.t1
OG0013633	CARHR086760	CP10_g43184_DN3_SP8_c.t1
OG0013634	CARHR086910	CP10_g43198_DN3_SP0_c.t1
OG0013635	CARHR086930	CP10_g43201_DN3_SP0_c.t1
OG0013636	CARHR087050	CP10_g43211_DN3_SP1_c.t1
OG0013637	CARHR087190	CP10_g43226_DN3_SP4_c.t1
OG0013638	CARHR087310	CP10_g43236_DN2_SP0_c.t1
OG0013639	CARHR087460	CP10_g43250_DN3_SP7_c.t1
