Orthogroup	Cardamine_hirsuta	Arabidopsis_lyrata_Rawat
OG0016390	CARHR018820	AL1G30640
OG0016391	CARHR264230	AL6G41200
OG0016392	CARHR265080	AL8G26550
OG0016393	CARHR019310	AL1G31130
OG0016394	CARHR019440	AL1G31300
OG0016395	CARHR019460	AL1G31320
OG0016396	CARHR019590	AL1G31520
OG0016397	CARHR019680	AL1G31660
OG0016398	CARHR019720	AL1G31700
OG0016399	CARHR019800	AL1G31780
OG0016400	CARHR019880	AL1G31880
OG0016401	CARHR019900	AL1G31900
OG0016402	CARHR019930	AL1G31930
OG0016403	CARHR019960	AL1G31960
OG0016404	CARHR020060	AL1G32240
OG0016405	CARHR020170	AL1G32370
OG0016406	CARHR020320	AL1G32530
OG0016407	CARHR101970	AL3G41710
OG0016408	CARHR020520	AL1G32850
OG0016409	CARHR020530	AL1G32860
OG0016410	CARHR020610	AL1G32940
OG0016411	CARHR021000	AL1G33460
OG0016412	CARHR021030	AL1G33490
OG0016413	CARHR021300	AL1G33890
OG0016414	CARHR021500	AL1G34100
OG0016415	CARHR021710	AL1G34420
OG0016416	CARHR114700	AL4G13660
OG0016417	CARHR021920	AL1G34700
OG0016418	CARHR021930	AL1G34710
OG0016419	CARHR021960	AL1G34740
OG0016420	CARHR021990	AL1G34780
OG0016421	CARHR022000	AL1G34790
OG0016423	CARHR022110	AL1G34920
OG0016424	CARHR022130	AL1G34940, AL3G43350
OG0016425	CARHR022150	AL1G34960
OG0016426	CARHR022160	AL1G34980
OG0016427	CARHR022510	AL1G35610
OG0016428	CARHR022530	AL1G35630
OG0016429	CARHR022540	AL1G35640
OG0016430	CARHR022800	AL1G35980
OG0016431	CARHR022820	AL1G36000
OG0016432	CARHR022890	AL1G36070
OG0016433	CARHR035320, CARHR022910	AL1G36080
OG0016434	CARHR022980	AL1G36140
OG0016435	CARHR023060	AL1G36230
OG0016436	CARHR023130	AL1G36320
OG0016437	CARHR023150	AL1G36340
OG0016438	CARHR023160	AL1G36350
OG0016439	CARHR023380	AL1G36570
OG0016440	CARHR023440	AL1G36630
OG0016441	CARHR290930	AL2G31430
OG0016442	CARHR290970	AL2G31380
OG0016443	CARHR291040	AL2G31320
OG0016444	CARHR291060	AL2G31300
OG0016445	CARHR291140	AL2G31200
OG0016446	CARHR291180	AL2G31160
OG0016447	CARHR291190	AL6G46970, AL2G31150
OG0016448	CARHR291210	AL2G31120
OG0016449	CARHR291240	AL2G31100
OG0016450	CARHR064580	AL2G30870
OG0016451	CARHR064540	AL2G30850
OG0016452	CARHR064510	AL2G30820
OG0016453	CARHR036160	AL1G52610
OG0016454	CARHR064410	AL2G30700
OG0016455	CARHR064390	AL2G30680
OG0016456	CARHR064380	AL2G30670
OG0016457	CARHR057220	AL2G22410
OG0016458	CARHR064180	nbis-gene-588
OG0016459	CARHR063900	AL2G30080
OG0016460	CARHR063810	AL2G30010
OG0016461	CARHR063750	AL2G29930
OG0016462	CARHR063510	AL2G29640
OG0016463	CARHR063320	AL2G29500
OG0016465	CARHR063190	AL2G29350
OG0016466	CARHR063170	AL2G29320
OG0016467	CARHR032170	AL1G47100
OG0016468	CARHR032180	AL1G47110
OG0016469	CARHR032260	AL1G47220
OG0016470	CARHR032380	AL1G47360
OG0016471	CARHR032510	AL1G47510
OG0016472	CARHR032610	AL1G47630
OG0016473	CARHR032630	AL1G47660
OG0016474	CARHR032670	AL1G47690
OG0016476	CARHR047880	AL2G11730
OG0016477	CARHR047930	AL2G11810
OG0016478	CARHR047940	AL2G11820
OG0016479	CARHR273810	AL8G36770
OG0016480	CARHR048550	nbis-gene-379
OG0016481	CARHR048690	AL2G12680
OG0016482	CARHR048890	AL2G12910
OG0016483	CARHR049020	AL2G12960
OG0016484	CARHR049050	AL2G13000
OG0016485	CARHR049060	AL2G13010
OG0016486	CARHR049070	AL2G13020
OG0016487	CARHR049080	AL2G13030
OG0016488	CARHR049090	AL2G13040
OG0016489	CARHR049400	AL2G13350
OG0016491	CARHR259370	AL6G42030
OG0016492	CARHR050400	AL2G14140
OG0016493	CARHR050460	AL2G14200
OG0016494	CARHR050560	AL2G14330
OG0016495	CARHR050780	AL2G14640
OG0016496	CARHR051290	AL2G14980
OG0016497	CARHR260960	AL6G43680
OG0016498	CARHR051350, CARHR051360	AL2G15070
OG0016499	CARHR051450	AL2G15140
OG0016500	CARHR051460	AL2G15150
OG0016501	CARHR051670	AL2G15290
OG0016502	CARHR051910	AL2G15640
OG0016503	CARHR051730	AL2G15820
OG0016504	CARHR052370	AL2G16000
OG0016505	CARHR052430	AL2G16040
OG0016506	CARHR052560	AL2G16220
OG0016507	CARHR052620	AL2G16270
OG0016508	CARHR052730	AL2G16430
OG0016509	CARHR110960	AL3G53380
OG0016510	CARHR052880	AL2G16620
OG0016511	CARHR052900	AL2G16640
OG0016513	CARHR053250	AL2G16930
OG0016514	CARHR053470	AL2G17200
OG0016515	CARHR283790	AL2G17470
OG0016516	CARHR283850	AL2G17550
OG0016517	CARHR235400	AL7G24990
OG0016518	CARHR283940	AL2G17740
OG0016519	CARHR284170	AL2G17870
OG0016520	CARHR284180	AL2G17880
OG0016521	CARHR053820, CARHR278220	AL2G18140
OG0016522	CARHR053910	AL2G18110
OG0016523	CARHR053950	AL2G18050
OG0016524	CARHR104770	AL3G45510
OG0016525	CARHR054430	AL1G67520
OG0016526	CARHR056360	AL2G19510
OG0016527	CARHR054720	AL1G67180
OG0016528	CARHR054800	AL1G66670
OG0016529	CARHR054920	AL1G66480
OG0016530	CARHR055230	AL1G66100
OG0016531	CARHR289860	AL1G65930
OG0016532	CARHR289850	AL1G65920
OG0016533	CARHR289820	AL1G65880
OG0016534	CARHR289770	AL1G65780
OG0016535	CARHR289740	AL1G65720
OG0016536	CARHR289670	AL1G65690
OG0016537	CARHR046810	AL2G10940
OG0016538	CARHR046720	AL2G10790
OG0016539	CARHR257730, CARHR257740	AL8G24790
OG0016540	CARHR182240	AL8G22960
OG0016541	CARHR046640	AL2G10620
OG0016542	CARHR046550	AL2G10470
OG0016543	CARHR046490	AL2G10410
OG0016544	CARHR046480	AL2G10400
OG0016545	CARHR046420	AL2G10270
OG0016547	CARHR046300	AL2G10140
OG0016548	CARHR046180	AL2G10030
OG0016549	CARHR175380	AL8G12020
OG0016550	CARHR175370	AL8G12010
OG0016551	CARHR144230	AL5G10760
OG0016552	CARHR174620	AL8G11500
OG0016553	CARHR174600	AL8G11450
OG0016554	CARHR173940	AL8G10600
OG0016555	CARHR216590, CARHR173540	AL8G11090
OG0016556	CARHR066190	AL1G55010
OG0016557	CARHR178070	AL8G14720
OG0016558	CARHR178150	AL8G14780
OG0016559	CARHR178160	AL8G14790
OG0016560	CARHR234140	AL7G26340
OG0016561	CARHR178230	AL8G14900
OG0016562	CARHR178760	AL8G15520
OG0016563	CARHR145590	AL5G12900
OG0016564	CARHR252340	AL6G48820
OG0016566	CARHR252570	AL6G48490
OG0016567	CARHR237120	AL7G23100
OG0016568	CARHR237370	AL7G22860
OG0016569	CARHR237420	AL7G22790
OG0016570	CARHR237620	AL7G22560
OG0016571	CARHR237630	AL7G22550
OG0016572	CARHR155520	AL5G25890
OG0016573	CARHR183800	AL8G21200
OG0016574	CARHR222660	AL7G38760
OG0016575	CARHR037620	AL1G54500
OG0016576	CARHR037740	AL1G54670
OG0016577	CARHR037750	AL1G54680
OG0016578	CARHR037760	AL1G54690
OG0016579	CARHR037930	AL1G54910
OG0016580	CARHR037970	AL1G54960
OG0016581	CARHR037990	AL1G54980
OG0016582	CARHR251090	AL6G50210
OG0016583	CARHR038860	AL1G55660
OG0016584	CARHR039030	AL1G55870
OG0016585	CARHR039110	AL1G55990
OG0016586	CARHR255450	AL6G45300
OG0016587	CARHR039170, CARHR057290	AL1G56040
OG0016588	CARHR039260	AL1G56140
OG0016589	CARHR039430	AL1G56580
OG0016590	CARHR039460	AL1G56610
OG0016591	CARHR039470	AL1G56790
OG0016592	CARHR039480	AL1G56810
OG0016593	CARHR039510	AL5G22400
OG0016594	CARHR039520	AL5G22390
OG0016595	CARHR068320	AL2G34890
OG0016596	CARHR068300	AL2G34870
OG0016597	CARHR068240	AL2G34800
OG0016598	CARHR293890	AL7G10020
OG0016599	CARHR293900	AL7G10030
OG0016600	CARHR293910	AL7G10050
OG0016601	CARHR293950	AL7G10080
OG0016602	CARHR294040	AL7G10190
OG0016603	CARHR294080	AL7G10210
OG0016604	CARHR294110	AL7G10240
OG0016605	CARHR294120	AL7G10250
OG0016606	CARHR294130	AL7G10260
OG0016607	CARHR294200	AL7G10340
OG0016608	CARHR294210	AL7G10350
OG0016609	CARHR294360	AL7G10530
OG0016610	CARHR294370	AL7G10540
OG0016611	CARHR294380	AL7G10550
OG0016612	CARHR294390	AL7G10560
OG0016613	CARHR247870	AL7G10770
OG0016614	CARHR247760	AL7G10920
OG0016615	CARHR247470	AL7G11200
OG0016616	CARHR247420	AL7G11260
OG0016617	CARHR247380	AL7G11310
OG0016618	CARHR247330	AL7G11400
OG0016619	CARHR247120	AL7G11750
OG0016620	CARHR247030	AL7G11890
OG0016621	CARHR247010	AL7G11910
OG0016622	CARHR246920	AL7G12000
OG0016623	CARHR246880	AL7G12040
OG0016624	CARHR246850	AL7G12080
OG0016625	CARHR246840	AL7G12090
OG0016626	CARHR246810	AL7G12130
OG0016627	CARHR246730	AL7G12240
OG0016628	CARHR246600	AL7G12400
OG0016629	CARHR246490	AL7G12530
OG0016630	CARHR246380	AL7G12680
OG0016631	CARHR246330	AL7G12730
OG0016632	CARHR246190	AL7G12870
OG0016633	CARHR246010	AL7G13140
OG0016634	CARHR245670	AL7G13560
OG0016635	CARHR245640	AL7G13590
OG0016636	CARHR245540	AL7G13730
OG0016638	CARHR245280	AL7G14020
OG0016639	CARHR244310	AL7G15130
OG0016640	CARHR245220	AL7G14120
OG0016641	CARHR245200	AL7G14130
OG0016642	CARHR245190	AL7G14160
OG0016643	CARHR245150	AL7G14210
OG0016644	CARHR244800	AL7G14600
OG0016645	CARHR244750	AL7G14670
OG0016646	CARHR244740	AL7G14680
OG0016647	CARHR244590	AL7G14870
OG0016648	CARHR244490	AL7G14950
OG0016649	CARHR244470	AL7G14970
OG0016650	CARHR244450	AL7G15000
OG0016651	CARHR244430	AL7G15020
OG0016652	CARHR244360	AL7G15080
OG0016653	CARHR244330	AL7G15110
OG0016654	CARHR244300	AL7G15140
OG0016655	CARHR244260	AL7G15180
OG0016656	CARHR240260	AL7G19490
OG0016657	CARHR244120	AL7G15330
OG0016658	CARHR243990	AL7G15490
OG0016659	CARHR243960	AL7G15530
OG0016660	CARHR243930	AL7G15560
OG0016661	CARHR243750	AL7G15730
OG0016662	CARHR243740	AL7G15740
OG0016663	CARHR243700	AL7G15780
OG0016664	CARHR243570	AL7G15930
OG0016666	CARHR243630	AL7G15850
OG0016667	CARHR243670	AL7G15810
OG0016668	CARHR243520	AL7G15960
OG0016669	CARHR242930	AL7G16580
OG0016670	CARHR242790	AL7G16590
OG0016671	CARHR242870	AL7G16680
OG0016672	CARHR242440	AL7G16930
OG0016673	CARHR242490	AL7G16990
OG0016674	CARHR242550	AL7G17050
OG0016675	CARHR240240	AL7G19500
OG0016676	CARHR240340	AL7G19420
OG0016677	CARHR258300	AL8G24320
OG0016678	CARHR258290	AL8G24330
OG0016679	CARHR240600	AL7G19130
OG0016680	CARHR240780	AL7G18940
OG0016681	CARHR240900	AL7G18810
OG0016682	CARHR240910	AL7G18800
OG0016683	CARHR241360	AL7G18270
OG0016684	CARHR280890	AL8G44640
OG0016685	CARHR241550	AL7G18080
OG0016686	CARHR241560	AL7G18070
OG0016687	CARHR241570	AL7G18060
OG0016688	CARHR241580	AL7G18050
OG0016689	CARHR061950	AL2G28120
OG0016690	CARHR241610	AL7G18030
OG0016691	CARHR149610	nbis-gene-1234
OG0016692	CARHR241640	AL7G17980
OG0016693	CARHR235870	AL7G24440
OG0016694	CARHR242070	AL7G17470
OG0016695	CARHR239960	AL7G19830
OG0016696	CARHR007470	AL1G17900
OG0016697	CARHR239950	AL7G19840
OG0016698	CARHR239850	AL7G19960
OG0016699	CARHR239830	AL7G19980
OG0016700	CARHR239820	AL7G20050
OG0016701	CARHR239730	AL7G20170
OG0016702	CARHR239720	AL7G20200
OG0016703	CARHR239550	AL7G20380
OG0016704	CARHR235890	AL7G24420
OG0016705	CARHR239300	AL7G20640
OG0016706	CARHR239130	nbis-gene-1740
OG0016707	CARHR239120	AL7G20860
OG0016708	CARHR239100	AL7G20880
OG0016709	CARHR238990	AL7G20980
OG0016711	CARHR238720	AL7G21270
OG0016712	CARHR238680	AL7G21290
OG0016713	CARHR238690	AL7G21300
OG0016714	CARHR156410	AL5G27000
OG0016715	CARHR156380	AL5G26980
OG0016717	CARHR100010	AL3G39050
OG0016718	CARHR100190	AL3G39340
OG0016719	CARHR100220	nbis-gene-778
OG0016720	CARHR065600	AL2G32360
OG0016721	CARHR065410	AL2G32170
OG0016722	CARHR065420	AL2G32160
OG0016723	CARHR064910	AL2G31720
OG0016724	CARHR023620	AL1G36850
OG0016725	CARHR023900	AL1G37250
OG0016726	CARHR024120	AL1G37480
OG0016727	CARHR024340	AL1G37790
OG0016728	CARHR024380	AL1G37900
OG0016729	CARHR025110	AL1G38770
OG0016730	CARHR025150	AL1G38900
OG0016731	CARHR025200	AL1G38950
OG0016732	CARHR025320	AL1G39080
OG0016733	CARHR025500	AL1G39280
OG0016734	CARHR025580	AL1G39410
OG0016735	CARHR249690	AL6G51260
OG0016736	CARHR249770	AL6G51500
OG0016737	CARHR250280	AL6G52010
OG0016738	CARHR249400	AL6G52450
OG0016739	CARHR249300	AL6G52360
OG0016740	CARHR249210	AL6G52280
OG0016741	CARHR249070	AL7G39210, AL6G52150
OG0016742	CARHR249060	AL6G52140
OG0016743	CARHR248610	AL6G52980
OG0016744	CARHR248420	AL6G53150
OG0016745	CARHR248260	AL6G53290
OG0016746	CARHR287400	AL2G19130
OG0016747	CARHR248130	AL6G53420
OG0016748	CARHR248110	AL6G53450
OG0016749	CARHR245000	AL4G40370
OG0016750	CARHR142840	AL4G47010
OG0016751	CARHR016680	AL1G28330
OG0016752	CARHR111850	AL4G10090
OG0016753	CARHR111860	AL4G10110
OG0016754	CARHR111880	AL4G10130
OG0016755	CARHR026530	AL1G40370
OG0016756	CARHR025840	AL1G39690
OG0016757	CARHR233790	AL7G26720
OG0016758	CARHR234200	AL7G26270
OG0016759	CARHR234370	AL7G26080
OG0016760	CARHR235060	AL7G25410
OG0016761	CARHR235430	AL7G24960
OG0016762	CARHR235500	AL7G24870
OG0016763	CARHR235510	AL7G24860
OG0016764	CARHR235530	AL7G24840
OG0016765	CARHR235600	AL7G24730
OG0016766	CARHR235700	AL7G24610
OG0016767	CARHR235770	AL7G24540
OG0016768	CARHR235930	AL7G24380
OG0016769	CARHR236060, CARHR236050	AL7G24260
OG0016770	CARHR146460	AL5G14010
OG0016771	CARHR005420	AL1G15820
OG0016772	CARHR007980	nbis-gene-51
OG0016773	CARHR015670	AL1G27190
OG0016774	CARHR019710	AL1G31690
OG0016775	CARHR022690	AL1G35760
OG0016777	CARHR023830	AL1G37180
OG0016778	CARHR024170	AL1G37500
OG0016780	CARHR024860	AL1G38440
OG0016781	CARHR025130	AL1G38880
OG0016782	CARHR025750	AL1G39590
OG0016783	CARHR026150	AL1G39990
OG0016784	CARHR027090	AL1G40930
OG0016785	CARHR027110	AL1G40980, AL1G40940
OG0016786	CARHR027120	AL1G40950
OG0016789	CARHR030710, CARHR118950	AL1G49250
OG0016790	CARHR032030	AL1G46840
OG0016792	CARHR039960, CARHR039970	AL1G57450, AL1G57440
OG0016794	CARHR041230	AL1G58990
OG0016795	CARHR045600	AL1G64030
OG0016796	CARHR062720	AL2G28890
OG0016797	CARHR058090	AL2G23710
OG0016798	CARHR058100	AL2G23730
OG0016801	CARHR069580	AL2G36070
OG0016802	CARHR069670	AL2G36170
OG0016803	CARHR070780	AL2G37500
OG0016805	CARHR085300	AL3G22190
OG0016806	CARHR087740	AL3G24890
OG0016808	CARHR095760	AL3G33870
OG0016809	CARHR099340	AL3G38030
OG0016810	CARHR099930	AL8G18970, AL3G39000
OG0016811	CARHR103340	AL3G43270
OG0016812	CARHR103890	AL3G43880
OG0016814	CARHR104660	AL3G45710
OG0016815	CARHR105550	AL3G46900
OG0016816	CARHR106190	AL3G47600
OG0016817	CARHR108180	AL3G50810
OG0016818	CARHR108450	AL3G51010
OG0016819	CARHR110780	AL3G47800
OG0016820	CARHR111930	AL4G10180
OG0016821	CARHR112940	AL4G11210
OG0016822	CARHR114030	AL4G12280
OG0016823	CARHR117920	AL4G14470
OG0016824	CARHR117760	AL4G14680
OG0016826	CARHR115760	AL4G17020
OG0016827	CARHR114950	AL4G18620
OG0016828	CARHR123400	AL59U10050, AL4G24870
OG0016830	CARHR125610	AL4G27200
OG0016831	CARHR127700	AL4G29370
OG0016832	CARHR130110	AL4G31960
OG0016833	CARHR130340	AL4G32180
OG0016834	CARHR234650	AL358U10010
OG0016835	CARHR133900	AL92U10090, AL4G36420
OG0016836	CARHR139360	AL4G43160
OG0016837	CARHR156300	AL5G26910
OG0016838	CARHR141320	AL4G45270
OG0016839	CARHR143320	AL39U10120, AL4G47520
OG0016840	CARHR144300	AL5G10830
OG0016841	CARHR146240	AL5G13630, AL5G13660
OG0016842	CARHR146610	AL5G14140
OG0016843	CARHR147130	AL5G14840
OG0016844	CARHR151720	AL5G18460
OG0016846	CARHR153420	AL5G20020
OG0016849	CARHR104510	AL5G22500
OG0016850	CARHR104460	AL5G22570
OG0016851	CARHR150650	AL5G23860
OG0016852	CARHR155230	AL5G25450
OG0016853	CARHR155500	AL5G25910
OG0016854	CARHR155680	AL5G26320
OG0016855	CARHR156120	AL5G26710
OG0016856	CARHR159060	AL5G30050
OG0016857	CARHR160240, CARHR160210	AL5G30860
OG0016858	CARHR162210	AL5G33090
OG0016859	CARHR163260	AL5G34290
OG0016860	CARHR211270	AL6G11310
OG0016861	CARHR259490, CARHR201070	nbis-gene-1509, nbis-gene-1508
OG0016862	CARHR192570	AL6G31810
OG0016863	CARHR188670	AL6G36430
OG0016864	CARHR260370	AL6G43010
OG0016865	CARHR260950	AL6G43670
OG0016866	CARHR255870	AL6G44780
OG0016867	CARHR255290	AL6G45670
OG0016868	CARHR254300	AL6G46770
OG0016869	CARHR251170	AL6G50130
OG0016870	CARHR251800	nbis-gene-1656
OG0016871	CARHR247900	AL7G10720
OG0016872	CARHR245040	AL7G14330
OG0016874	CARHR235710	AL7G24620
OG0016875	CARHR235140	AL7G25310
OG0016876	CARHR234550	AL7G25890
OG0016877	CARHR234400	AL7G26050
OG0016878	CARHR233970	AL7G26540
OG0016879	CARHR233710	AL7G26790
OG0016880	CARHR233680, CARHR256870, CARHR035500	nbis-gene-1777
OG0016881	CARHR233650	AL7G26850
OG0016882	CARHR233620	AL7G26880
OG0016883	CARHR233570	AL7G26920
OG0016884	CARHR233500	AL7G27010
OG0016885	CARHR233450	AL7G27060
OG0016886	CARHR233220	AL7G27270
OG0016887	CARHR231940	AL7G28670
OG0016888	CARHR230870	AL4G33900, AL7G29930, AL7G29910
OG0016889	CARHR230830	AL7G29960
OG0016890	CARHR227770	AL7G32930
OG0016891	CARHR226160	AL7G34790
OG0016892	CARHR225960	AL7G35040
OG0016893	CARHR225590	AL7G35510
OG0016896	CARHR216150	AL7G45560
OG0016897	CARHR214300	AL7G52510
OG0016898	CARHR214060	AL7G51920
OG0016899	CARHR213310	AL7G48490
OG0016900	CARHR176500	AL8G13160, AL8G13180
OG0016902	CARHR183980	AL8G21040
OG0016903	CARHR183120	AL8G21840
OG0016904	CARHR258250	AL8G24340, AL6G39810
OG0016905	CARHR257720	AL8G24800
OG0016906	CARHR257430	AL8G24990
OG0016907	CARHR264300	AL8G25820
OG0016908	CARHR264450	AL8G25920
OG0016909	CARHR264850	AL8G26230
OG0016910	CARHR265530	AL8G27010
OG0016912	CARHR270700	AL290U10010
OG0016913	CARHR270730	AL8G32860, AL8G32880
OG0016914	CARHR277450	AL8G40690
OG0016915	CARHR281050	AL8G44810
OG0016917	CARHR288710	AL1G67110
OG0016919	CARHR234380	AL7G26070
OG0016920	CARHR197290	nbis-gene-1526
OG0016938	CARHR155260	AL5G25400
OG0016939	CARHR155590	AL5G26180
OG0016941	CARHR157020	AL5G27660
OG0016942	CARHR156850	AL5G27450
OG0016943	CARHR156890	AL5G27500
OG0016944	CARHR156600	AL5G27200
OG0016945	CARHR143850	AL5G10290
OG0016946	CARHR144480	AL5G11020
OG0016947	CARHR216100	AL7G45890
OG0016948	CARHR194970	AL6G29300
OG0016949	CARHR195090	AL6G29080
OG0016950	CARHR195390	AL6G28870
OG0016951	CARHR195510	AL6G28760
OG0016952	CARHR195550	AL6G28720
OG0016953	CARHR248030	AL6G53510
OG0016954	CARHR195830	AL6G28450
OG0016955	CARHR196030	AL6G28230
OG0016956	CARHR196720	AL6G27460
OG0016957	CARHR196830	nbis-gene-1528
OG0016958	CARHR197050	AL6G27150
OG0016960	CARHR198140	AL6G25990
OG0016961	CARHR198340	AL6G25770
OG0016962	CARHR105120	AL3G45230
OG0016963	CARHR262260	nbis-gene-1934
OG0016964	CARHR198860	AL6G25180
OG0016965	CARHR035510, CARHR035490	AL1G51870
OG0016966	CARHR199570	AL6G24500
OG0016967	CARHR199590	AL6G24470
OG0016968	CARHR199750	AL6G24300
OG0016969	CARHR199760	AL6G24290
OG0016970	CARHR199810	AL6G24240
OG0016971	CARHR199840	AL6G24210
OG0016974	CARHR200730	AL6G23180
OG0016975	CARHR200970	AL6G22930
OG0016976	CARHR201120	AL6G22800
OG0016977	CARHR201300	AL6G22620
OG0016978	CARHR201640	AL6G22270
OG0016979	CARHR201680	AL6G22210
OG0016980	CARHR201780	AL6G22110
OG0016981	CARHR202150	AL6G21770
OG0016982	CARHR202320	AL6G21570
OG0016983	CARHR202400	AL6G21450
OG0016984	CARHR202450	AL6G21410
OG0016985	CARHR202610	AL6G21250
OG0016986	CARHR203100	AL6G20680
OG0016987	CARHR203110	AL6G20670
OG0016988	CARHR203220	AL6G20520
OG0016989	CARHR203330	AL6G20430
OG0016990	CARHR203360	AL6G20390
OG0016991	CARHR203380	AL6G20370
OG0016992	CARHR203720	AL6G20100
OG0016993	CARHR221260, CARHR089760	AL3G27130
OG0016995	CARHR203850	AL6G19940
OG0016996	CARHR203990	AL6G19800
OG0016997	CARHR204080	AL6G19720
OG0016998	CARHR204120	AL6G19680
OG0016999	CARHR204190	AL6G19620
OG0017000	CARHR204240	AL6G19520
OG0017001	CARHR204540	AL6G18930
OG0017002	CARHR204820	AL6G18710
OG0017003	CARHR204950	AL6G18620
OG0017004	CARHR205110	AL6G18440
OG0017005	CARHR205170	AL6G18360
OG0017006	CARHR205200	AL6G18330
OG0017007	CARHR205490	AL6G18040
OG0017008	CARHR232390	AL7G28170
OG0017009	CARHR118530	AL4G19620
OG0017010	CARHR118490	AL4G19530
OG0017011	CARHR118520	AL4G19550
OG0017012	CARHR118550	AL4G19640
OG0017013	CARHR118580	AL4G19680
OG0017014	CARHR119100	AL4G20170
OG0017015	CARHR119430	AL4G20800
OG0017016	CARHR119480	AL4G20840
OG0017017	CARHR120130	AL4G21470
OG0017018	CARHR120470	AL4G22530
OG0017019	CARHR120870	AL4G22050
OG0017020	CARHR120990	AL4G22010
OG0017021	CARHR121350	AL4G21630
OG0017024	CARHR121750	AL4G23160
OG0017025	CARHR121800	AL4G23230
OG0017026	CARHR122110	AL4G23490
OG0017027	CARHR123100	AL4G24540, AL4G24530
OG0017028	CARHR046230	AL1G56680
OG0017029	CARHR124020	AL4G25430
OG0017030	CARHR124350	AL4G25820
OG0017031	CARHR124680	AL4G26280
OG0017033	CARHR125270	AL4G26890
OG0017034	CARHR125430	AL4G27000
OG0017035	CARHR125820	AL4G27410
OG0017036	CARHR126630	AL4G28180
OG0017037	CARHR180230	AL8G16980
OG0017038	CARHR180100	AL8G16770
OG0017039	CARHR179910	AL8G16610
OG0017041	CARHR178980	AL8G15770
OG0017042	CARHR232630	AL7G27920
OG0017043	CARHR232880	AL7G27640
OG0017044	CARHR269010	AL8G31270
OG0017045	CARHR181800	AL8G18690
OG0017046	CARHR037020	AL1G53700
OG0017047	CARHR036860	AL1G53440
OG0017048	CARHR027170	AL1G41200
OG0017049	CARHR027160	AL1G41190
OG0017050	CARHR027150	AL1G41180
OG0017051	CARHR036190	AL1G52650
OG0017052	CARHR036240	AL1G52790
OG0017053	CARHR036370	AL1G52910
OG0017054	CARHR144310	AL5G10840
OG0017055	CARHR027180	AL1G41210
OG0017056	CARHR027290	AL1G41320
OG0017057	CARHR027350	AL1G41400
OG0017058	CARHR027810	AL1G41900
OG0017059	CARHR028170	AL1G42580
OG0017060	CARHR028180	AL1G42680
OG0017061	CARHR028590	AL1G43060
OG0017062	CARHR029050, CARHR029040	AL1G43530
OG0017063	CARHR029620	AL1G43650
OG0017064	CARHR029420	AL1G43850
OG0017065	CARHR029380	AL1G43900
OG0017066	CARHR029230	AL1G44100
OG0017067	CARHR029850	AL1G44410
OG0017068	CARHR217170	AL7G43950
OG0017069	CARHR029920	AL1G44540
OG0017070	CARHR030040	AL1G44640
OG0017071	CARHR030490	AL1G45360
OG0017072	CARHR030900	AL1G49640
OG0017073	CARHR287050	AL1G49580
OG0017074	CARHR031170	AL1G45920
OG0017076	CARHR031720	AL1G46540
OG0017077	CARHR031740	AL1G46560
OG0017078	CARHR031950	AL1G46750
OG0017079	CARHR145320	AL5G12440
OG0017080	CARHR145610	AL5G12910
OG0017081	CARHR145750	AL5G13160
OG0017082	CARHR145820	AL5G13230
OG0017083	CARHR145870	AL5G13290
OG0017084	CARHR280910	AL8G44660
OG0017085	CARHR280720	AL8G44420
OG0017086	CARHR280500	AL8G44210
OG0017087	CARHR280450	AL8G44170
OG0017088	CARHR280060	AL8G43760
OG0017089	CARHR280020	AL8G43730
OG0017090	CARHR279950	AL8G43660
OG0017091	CARHR052380	AL2G18300
OG0017092	CARHR279810	AL8G43540
OG0017093	CARHR279700	AL8G43420
OG0017095	CARHR279490	AL8G43100
OG0017097	CARHR279370, CARHR279380	AL8G42970
OG0017098	CARHR279230	AL8G42850
OG0017099	CARHR279170	AL8G42770
OG0017100	CARHR279070	AL8G42660
OG0017101	CARHR279060	nbis-gene-2210
OG0017102	CARHR293740	AL8G42540
OG0017103	CARHR293830	AL8G42440
OG0017104	CARHR278820	AL8G42290
OG0017105	CARHR278480	AL8G41900
OG0017106	CARHR278250	AL8G41680
OG0017107	CARHR278000	AL8G41360
OG0017109	CARHR277840	AL8G41160
OG0017110	CARHR277820	AL8G41140
OG0017111	CARHR277630	AL8G40860
OG0017112	CARHR277140	AL8G40380
OG0017113	CARHR276880	AL8G40100
OG0017114	CARHR276840	AL3G51110
OG0017115	CARHR276710	AL8G39920
OG0017116	CARHR276440	AL8G39610
OG0017117	CARHR275960	AL8G38980
OG0017118	CARHR275400	AL8G38350
OG0017119	CARHR275310	AL8G38240
OG0017120	CARHR275250	AL8G38170
OG0017121	CARHR190470	AL6G34230
OG0017122	CARHR190420	AL6G34300
OG0017123	CARHR190370	AL6G34350
OG0017124	CARHR190120	AL6G34650
OG0017125	CARHR189860	AL6G34960
OG0017126	CARHR189710	AL6G35110
OG0017127	CARHR189570	AL6G35320
OG0017128	CARHR189550	AL6G35330
OG0017129	CARHR189040	AL6G35960
OG0017130	CARHR188890	AL6G36150, AL6G36140
OG0017131	CARHR188760	AL6G36330
OG0017132	CARHR188610	AL6G36490
OG0017133	CARHR143240	AL4G47420
OG0017134	CARHR187910	AL6G37280
OG0017135	CARHR187830	AL6G37370
OG0017137	CARHR187380	AL5G44720
OG0017138	CARHR193540	AL6G30900
