Orthogroup	Cardamine_hirsuta	Rorippa_islandica
OG0017062	CARHR029050	Roisl.0213s0225.1.p
OG0017063	CARHR029620	Roisl.0213s0244.1.p
OG0017064	CARHR029420	Roisl.0213s0263.1.p
OG0017066	CARHR029230	Roisl.0213s0281.1.p
OG0017067	CARHR029850	Roisl.0213s0305.1.p
OG0017068	CARHR217170	Roisl.0015s0149.1.p
OG0017069	CARHR029920	Roisl.0213s0312.1.p
OG0017070	CARHR030040	Roisl.0213s0323.1.p
OG0017071	CARHR030490	Roisl.0213s0372.1.p
OG0017072	CARHR030900	Roisl.0213s0425.1.p
OG0017073	CARHR287050	Roisl.0213s0431.1.p
OG0017074	CARHR031170	Roisl.0213s0462.1.p
OG0017075	CARHR033090	Roisl.0209s0196.1.p
OG0017076	CARHR031720	Roisl.0209s0190.1.p
OG0017077	CARHR031740	Roisl.0209s0188.1.p
OG0017078	CARHR031950	Roisl.0209s0172.1.p
OG0017079	CARHR145320	Roisl.0011s0183.1.p
OG0017080	CARHR145610	Roisl.0011s0213.1.p
OG0017081	CARHR145750	Roisl.0011s0246.1.p
OG0017082	CARHR145820	Roisl.0011s0251.1.p
OG0017083	CARHR145870	Roisl.0011s0261.1.p, Roisl.0011s0256.1.p
OG0017084	CARHR280910	Roisl.0024s0594.1.p
OG0017085	CARHR280720	Roisl.0024s0572.1.p
OG0017086	CARHR280500	Roisl.0024s0551.1.p
OG0017087	CARHR280450	Roisl.0024s0548.1.p
OG0017088	CARHR280060	Roisl.0024s0506.1.p
OG0017089	CARHR280020	Roisl.0024s0502.1.p
OG0017090	CARHR279950	Roisl.0024s0493.1.p
OG0017092	CARHR279810	Roisl.0024s0481.1.p
OG0017093	CARHR279700	Roisl.0024s0470.1.p
OG0017095	CARHR279490	Roisl.0024s0447.1.p
OG0017097	CARHR279370, CARHR279380	Roisl.0024s0433.1.p
OG0017098	CARHR279230	Roisl.0024s0421.1.p
OG0017099	CARHR279170	Roisl.0024s0415.1.p
OG0017100	CARHR279070	Roisl.0024s0405.1.p
OG0017101	CARHR279060	Roisl.0024s0404.1.p
OG0017102	CARHR293740	Roisl.0024s0394.1.p
OG0017103	CARHR293830	Roisl.0024s0384.1.p
OG0017104	CARHR278820	Roisl.0024s0370.1.p
OG0017105	CARHR278480	Roisl.0024s0334.1.p
OG0017106	CARHR278250	Roisl.0024s0312.1.p
OG0017107	CARHR278000	Roisl.0024s0289.1.p
OG0017109	CARHR277840	Roisl.0024s0272.1.p
OG0017110	CARHR277820	Roisl.0024s0269.1.p
OG0017111	CARHR277630	Roisl.0024s0251.1.p
OG0017112	CARHR277140	Roisl.0024s0206.1.p
OG0017113	CARHR276880	Roisl.0024s0180.1.p
OG0017114	CARHR276840	Roisl.0024s0175.1.p
OG0017115	CARHR276710	Roisl.0024s0161.1.p
OG0017116	CARHR276440	Roisl.0024s0134.1.p
OG0017117	CARHR275960	Roisl.0080s0031.1.p
OG0017118	CARHR275400	Roisl.0080s0089.1.p
OG0017119	CARHR275310	Roisl.0080s0098.1.p
OG0017120	CARHR275250	Roisl.0080s0105.1.p
OG0017121	CARHR190470	Roisl.0210s1971.1.p
OG0017122	CARHR190420	Roisl.0210s1976.1.p
OG0017123	CARHR190370	Roisl.0210s1981.1.p
OG0017124	CARHR190120	Roisl.0210s2005.1.p
OG0017125	CARHR189860	Roisl.0210s2034.1.p
OG0017126	CARHR189710	Roisl.0210s2051.1.p
OG0017127	CARHR189570	Roisl.0046s0071.1.p
OG0017128	CARHR189550	Roisl.0046s0072.1.p
OG0017129	CARHR189040	Roisl.0046s0116.1.p
OG0017130	CARHR188890	Roisl.0046s0136.1.p
OG0017131	CARHR188760	Roisl.0046s0149.1.p
OG0017132	CARHR188610	Roisl.0046s0163.1.p
OG0017133	CARHR143240	Roisl.0067s0034.1.p
OG0017134	CARHR187910	Roisl.0046s0231.1.p
OG0017135	CARHR187830	Roisl.0046s0239.1.p
OG0017136	CARHR187360	Roisl.0046s0287.1.p
OG0017137	CARHR187380	Roisl.0046s0288.1.p, Roisl.0014s0038.1.p
OG0017138	CARHR193540	Roisl.0210s1658.1.p
OG0017139	CARHR193360	Roisl.0210s1673.1.p
OG0017140	CARHR193270	Roisl.0210s1683.1.p
OG0017141	CARHR193040	Roisl.0210s1704.1.p
OG0017142	CARHR192900	Roisl.0210s1718.1.p
OG0017143	CARHR192610	Roisl.0210s1749.1.p
OG0017144	CARHR192530	Roisl.0210s1758.1.p
OG0017145	CARHR192480	Roisl.0210s1763.1.p
OG0017146	CARHR191900	Roisl.0210s1819.1.p
OG0017147	CARHR191850	Roisl.0210s1824.1.p
OG0017149	CARHR191200	Roisl.0210s1896.1.p
OG0017150	CARHR190940	Roisl.0210s1925.1.p
OG0017151	CARHR190760	Roisl.0210s1940.1.p
OG0017152	CARHR190610	Roisl.0210s1954.1.p
OG0017153	CARHR273730	Roisl.0080s0260.1.p
OG0017154	CARHR273510	Roisl.0080s0277.1.p
OG0017155	CARHR273330	Roisl.0080s0299.1.p
OG0017156	CARHR272840	Roisl.0080s0399.1.p
OG0017157	CARHR104480	Roisl.0037s0010.1.p
OG0017158	CARHR272410	Roisl.0080s0435.1.p
OG0017159	CARHR272350	Roisl.0080s0441.1.p
OG0017160	CARHR272320	Roisl.0080s0444.1.p
OG0017161	CARHR272310	Roisl.0080s0445.1.p
OG0017162	CARHR272010	Roisl.0080s0474.1.p
OG0017163	CARHR271740	Roisl.0080s0500.1.p
OG0017164	CARHR271590	Roisl.0080s0511.1.p
OG0017165	CARHR271520	Roisl.0080s0519.1.p
OG0017166	CARHR271270	Roisl.0080s0552.1.p
OG0017167	CARHR271020	Roisl.0080s0581.1.p
OG0017168	CARHR233560	Roisl.0022s0263.1.p
OG0017169	CARHR270870	Roisl.0080s0595.1.p
OG0017170	CARHR015290	Roisl.0007s0655.1.p, Roisl.0007s0660.1.p
OG0017171	CARHR270650	Roisl.0080s0619.1.p
OG0017173	CARHR270300	Roisl.0080s0655.1.p
OG0017174	CARHR269990	Roisl.0080s0679.1.p
OG0017176	CARHR268560	Roisl.0080s0812.1.p
OG0017177	CARHR268300	Roisl.0080s0842.1.p
OG0017178	CARHR268230	Roisl.0080s0848.1.p
OG0017179	CARHR268220	Roisl.0080s0849.1.p
OG0017180	CARHR268160	Roisl.0080s0856.1.p
OG0017181	CARHR157910	Roisl.0046s0829.1.p
OG0017182	CARHR157880, CARHR057370	Roisl.0046s0827.1.p
OG0017183	CARHR157740	Roisl.0046s0816.1.p
OG0017184	CARHR157720	Roisl.0046s0814.1.p
OG0017185	CARHR205770	Roisl.0210s0477.1.p
OG0017186	CARHR205990	Roisl.0210s0450.1.p
OG0017187	CARHR206010	Roisl.0210s0448.1.p
OG0017188	CARHR206040	Roisl.0210s0446.1.p
OG0017189	CARHR206030	Roisl.0210s0445.1.p
OG0017190	CARHR206090	Roisl.0210s0441.1.p
OG0017191	CARHR206100	Roisl.0210s0440.1.p
OG0017192	CARHR206340	Roisl.0210s0416.1.p
OG0017193	CARHR206400	Roisl.0210s0411.1.p
OG0017194	CARHR206730	Roisl.0042s0014.1.p
OG0017195	CARHR216510	Roisl.0053s0126.1.p
OG0017196	CARHR206980	Roisl.0042s0036.1.p
OG0017197	CARHR207400	Roisl.0042s0082.1.p
OG0017198	CARHR207520	Roisl.0042s0094.1.p
OG0017199	CARHR207930	Roisl.0042s0133.1.p
OG0017200	CARHR207970	Roisl.0042s0136.1.p, Roisl.0018s0049.1.p
OG0017201	CARHR207980	Roisl.0042s0140.1.p
OG0017202	CARHR208110	Roisl.0042s0151.1.p
OG0017203	CARHR208140	Roisl.0056s0024.1.p
OG0017204	CARHR208360	Roisl.0030s0217.1.p
OG0017206	CARHR209740	Roisl.0030s0083.1.p
OG0017207	CARHR209900	Roisl.0030s0066.1.p
OG0017208	CARHR210080	Roisl.0030s0052.1.p
OG0017209	CARHR210310	Roisl.0030s0015.1.p
OG0017210	CARHR210340	Roisl.0030s0013.1.p
OG0017211	CARHR210480	Roisl.0030s0002.1.p
OG0017212	CARHR173770	Roisl.0005s0023.1.p
OG0017216	CARHR211150	Roisl.0034s0126.1.p
OG0017217	CARHR211380	Roisl.0034s0104.1.p
OG0017218	CARHR211520	Roisl.0034s0090.1.p
OG0017219	CARHR211840	Roisl.0034s0058.1.p
OG0017220	CARHR212010	Roisl.0034s0041.1.p
OG0017221	CARHR212030	Roisl.0034s0039.1.p
OG0017222	CARHR212080	Roisl.0034s0033.1.p
OG0017223	CARHR212090	Roisl.0034s0032.1.p
OG0017224	CARHR212200	Roisl.0034s0021.1.p
OG0017225	CARHR212230	Roisl.0034s0018.1.p
OG0017226	CARHR261290	Roisl.0009s0165.1.p
OG0017227	CARHR213300	Roisl.0009s0120.1.p
OG0017228	CARHR287610	Roisl.0009s0070.1.p
OG0017229	CARHR212700	Roisl.0009s0023.1.p
OG0017230	CARHR074630	Roisl.0115s0021.1.p
OG0017231	CARHR074650	Roisl.0115s0019.1.p
OG0017232	CARHR074770	Roisl.0115s0008.1.p
OG0017234	CARHR074350	Roisl.0115s0051.1.p
OG0017235	CARHR074180	Roisl.0115s0069.1.p
OG0017236	CARHR074810	Roisl.0115s0079.1.p
OG0017237	CARHR073670	Roisl.0115s0130.1.p
OG0017238	CARHR073600	Roisl.0115s0138.1.p
OG0017239	CARHR073590	Roisl.0115s0139.1.p
OG0017240	CARHR073470	Roisl.0115s0150.1.p
OG0017241	CARHR073230	Roisl.0115s0173.1.p
OG0017242	CARHR036700	Roisl.0066s0338.1.p
OG0017243	CARHR073150	Roisl.0115s0180.1.p
OG0017244	CARHR072970	Roisl.0115s0196.1.p
OG0017245	CARHR072350	Roisl.0115s0253.1.p
OG0017246	CARHR072040	Roisl.0004s0041.1.p
OG0017247	CARHR071590	Roisl.0004s0085.1.p
OG0017248	CARHR071440	Roisl.0004s0099.1.p
OG0017249	CARHR071400	Roisl.0004s0103.1.p
OG0017250	CARHR071340	Roisl.0004s0109.1.p
OG0017251	CARHR071140	Roisl.0004s0136.1.p
OG0017252	CARHR071010	Roisl.0004s0149.1.p
OG0017253	CARHR070980	Roisl.0004s0152.1.p
OG0017254	CARHR070900	Roisl.0004s0156.1.p
OG0017255	CARHR070840	Roisl.0004s0162.1.p
OG0017256	CARHR070520	Roisl.0004s0193.1.p
OG0017257	CARHR070420	Roisl.0004s0203.1.p
OG0017258	CARHR070270	Roisl.0004s0218.1.p
OG0017259	CARHR070170	Roisl.0004s0228.1.p
OG0017260	CARHR148570	Roisl.0011s0523.1.p
OG0017261	CARHR069490	Roisl.0004s0298.1.p
OG0017262	CARHR069410	Roisl.0004s0306.1.p
OG0017263	CARHR069240	Roisl.0004s0310.1.p
OG0017264	CARHR069210	Roisl.0004s0313.1.p
OG0017265	CARHR068950	Roisl.0004s0339.1.p
OG0017266	CARHR054840	Roisl.0214s0883.1.p
OG0017267	CARHR107600	Roisl.0066s0199.1.p
OG0017268	CARHR108210	Roisl.0066s0144.1.p
OG0017269	CARHR156090	Roisl.0209s0452.1.p
OG0017270	CARHR156040	Roisl.0209s0443.1.p
OG0017271	CARHR045970	Roisl.0007s0804.1.p
OG0017272	CARHR045770	Roisl.0007s0774.1.p
OG0017273	CARHR045750	Roisl.0007s0771.1.p
OG0017274	CARHR045570	Roisl.0021s0504.1.p
OG0017275	CARHR111350	Roisl.0214s0494.1.p
OG0017276	CARHR045400	Roisl.0021s0522.1.p
OG0017277	CARHR045280	Roisl.0021s0535.1.p
OG0017278	CARHR045120, CARHR045090	Roisl.0021s0550.1.p
OG0017279	CARHR045150	Roisl.0021s0547.1.p
OG0017280	CARHR044920	Roisl.0006s0536.1.p
OG0017281	CARHR044810	Roisl.0006s0527.1.p
OG0017282	CARHR044790	Roisl.0006s0524.1.p
OG0017283	CARHR044740	Roisl.0006s0521.1.p
OG0017285	CARHR044430	Roisl.0006s0487.1.p
OG0017286	CARHR044230	Roisl.0006s0467.1.p
OG0017287	CARHR043970	Roisl.0006s0446.1.p
OG0017288	CARHR043860	Roisl.0006s0432.1.p
OG0017289	CARHR217390	Roisl.0015s0164.1.p
OG0017290	CARHR117660	Roisl.0051s0013.1.p
OG0017291	CARHR043330	Roisl.0006s0381.1.p
OG0017292	CARHR130380	Roisl.0028s1044.1.p
OG0017293	CARHR130890	Roisl.0054s0035.1.p
OG0017294	CARHR131190	Roisl.0017s0014.1.p
OG0017295	CARHR266100	Roisl.0031s0080.1.p
OG0017296	CARHR259210	Roisl.0020s0011.1.p
OG0017297	CARHR258960	Roisl.0189s0108.1.p
OG0017298	CARHR217230	Roisl.0015s0153.1.p
OG0017299	CARHR217280	Roisl.0015s0156.1.p
OG0017300	CARHR217300	Roisl.0015s0158.1.p
OG0017301	CARHR217310	Roisl.0015s0160.1.p
OG0017302	CARHR217680	Roisl.0043s0021.1.p
OG0017303	CARHR217620	Roisl.0043s0023.1.p
OG0017304	CARHR217590	Roisl.0015s0184.1.p
OG0017305	CARHR218170	Roisl.0082s0042.1.p
OG0017306	CARHR218610	Roisl.0058s0068.1.p
OG0017307	CARHR218720	Roisl.0058s0056.1.p
OG0017308	CARHR219180	Roisl.0075s0057.1.p
OG0017309	CARHR013220	Roisl.0021s0382.1.p
OG0017310	CARHR219560, CARHR219530	Roisl.0075s0086.1.p
OG0017311	CARHR220200	Roisl.0075s0141.1.p
OG0017312	CARHR220210	Roisl.0075s0142.1.p
OG0017313	CARHR220730	Roisl.0075s0202.1.p
OG0017314	CARHR221400	Roisl.0002s0241.1.p
OG0017315	CARHR221470	Roisl.0002s0237.1.p
OG0017316	CARHR221490	Roisl.0002s0234.1.p
OG0017317	CARHR221550	Roisl.0002s0225.1.p
OG0017318	CARHR289990	Roisl.0002s0140.1.p
OG0017319	CARHR290140	Roisl.0002s0119.1.p
OG0017320	CARHR290250	Roisl.0002s0106.1.p
OG0017321	CARHR258520	Roisl.0214s0103.1.p
OG0017323	CARHR065970	Roisl.0019s0190.1.p
OG0017324	CARHR066010	Roisl.0019s0186.1.p
OG0017325	CARHR066030	Roisl.0019s0182.1.p
OG0017326	CARHR066080	Roisl.0019s0177.1.p
OG0017327	CARHR117160	Roisl.0051s0056.1.p
OG0017328	CARHR066430	Roisl.0019s0144.1.p
OG0017329	CARHR066460	Roisl.0019s0142.1.p
OG0017330	CARHR066620	Roisl.0019s0120.1.p
OG0017331	CARHR066680	Roisl.0019s0116.1.p
OG0017332	CARHR066740	Roisl.0019s0111.1.p
OG0017333	CARHR066810	Roisl.0019s0102.1.p
OG0017334	CARHR067230	Roisl.0004s0496.1.p
OG0017335	CARHR067960	Roisl.0004s0432.1.p
OG0017336	CARHR061670	Roisl.0019s0668.1.p
OG0017337	CARHR061680	Roisl.0019s0666.1.p
OG0017338	CARHR061750	Roisl.0019s0657.1.p
OG0017339	CARHR061900	Roisl.0019s0643.1.p
OG0017340	CARHR062090	Roisl.0019s0601.1.p
OG0017341	CARHR236200	Roisl.0022s0524.1.p
OG0017343	CARHR212710	Roisl.0009s0024.1.p
OG0017345	CARHR262290	Roisl.0009s0276.1.p
OG0017346	CARHR262080	Roisl.0009s0252.1.p
OG0017347	CARHR153450	Roisl.0208s0025.1.p
OG0017348	CARHR153440	Roisl.0208s0024.1.p
OG0017349	CARHR292500	Roisl.0025s0072.1.p
OG0017351	CARHR149500	Roisl.0025s0021.1.p
OG0017352	CARHR149120	Roisl.0011s0564.1.p
OG0017353	CARHR147850	Roisl.0011s0460.1.p
OG0017354	CARHR147690	Roisl.0011s0443.1.p
OG0017355	CARHR147470	Roisl.0011s0423.1.p
OG0017356	CARHR288530	Roisl.0011s0329.1.p
OG0017357	CARHR062700	Roisl.0019s0566.1.p
OG0017358	CARHR062560	Roisl.0019s0576.1.p
OG0017359	CARHR062510	Roisl.0019s0582.1.p
OG0017360	CARHR062470	Roisl.0019s0585.1.p
OG0017361	CARHR062430	Roisl.0019s0589.1.p
OG0017362	CARHR062200	Roisl.0019s0613.1.p
OG0017363	CARHR176290	Roisl.0005s0207.1.p
OG0017364	CARHR176350	Roisl.0005s0281.1.p
OG0017365	CARHR176480	Roisl.0005s0294.1.p
OG0017366	CARHR177700	Roisl.0012s0371.1.p
OG0017367	CARHR040620	Roisl.0006s0113.1.p
OG0017368	CARHR040680, CARHR040600	Roisl.0006s0121.1.p
OG0017369	CARHR041520	Roisl.0006s0194.1.p
OG0017370	CARHR041680	Roisl.0006s0208.1.p
OG0017372	CARHR042330, CARHR091350	Roisl.0006s0294.1.p
OG0017373	CARHR042630	Roisl.0006s0307.1.p
OG0017374	CARHR042650	Roisl.0006s0309.1.p
OG0017375	CARHR042670	Roisl.0006s0312.1.p
OG0017376	CARHR042780	Roisl.0006s0321.1.p
OG0017377	CARHR042910	Roisl.0006s0334.1.p
OG0017378	CARHR181460	Roisl.0214s0310.1.p
OG0017379	CARHR181310	Roisl.0214s0297.1.p
OG0017380	CARHR216700	Roisl.0053s0089.1.p
OG0017381	CARHR180490	Roisl.0012s0089.1.p
OG0017383	CARHR127640	Roisl.0028s0762.1.p
OG0017384	CARHR127650	Roisl.0028s0763.1.p
OG0017385	CARHR127830	Roisl.0028s0777.1.p
OG0017386	CARHR127980	Roisl.0028s0793.1.p
OG0017387	CARHR128530	Roisl.0028s0849.1.p
OG0017389	CARHR129120	Roisl.0028s0910.1.p
OG0017390	CARHR129290	Roisl.0028s0930.1.p
OG0017391	CARHR129520	Roisl.0028s0954.1.p
OG0017392	CARHR129630	Roisl.0028s0965.1.p
OG0017394	CARHR226190	Roisl.0091s0372.1.p
OG0017395	CARHR123800, CARHR226070	Roisl.0091s0383.1.p
OG0017396	CARHR225920	Roisl.0091s0406.1.p
OG0017397	CARHR225970	Roisl.0091s0401.1.p
OG0017398	CARHR225640	Roisl.0091s0433.1.p
OG0017399	CARHR225480	Roisl.0091s0451.1.p
OG0017400	CARHR225100	Roisl.0091s0488.1.p
OG0017401	CARHR154870	Roisl.0209s0386.1.p
OG0017402	CARHR292820	Roisl.0046s0533.1.p
OG0017403	CARHR115270	Roisl.0029s0083.1.p
OG0017404	CARHR160430	Roisl.0046s1042.1.p
OG0017405	CARHR160270	Roisl.0046s1023.1.p
OG0017406	CARHR160150	Roisl.0046s1004.1.p
OG0017408	CARHR264610	Roisl.0189s0198.1.p
OG0017409	CARHR104090	Roisl.0214s0136.1.p
OG0017410	CARHR104000	Roisl.0038s0002.1.p
OG0017411	CARHR104740	Roisl.0066s0439.1.p
OG0017412	CARHR106170	Roisl.0045s0027.1.p
OG0017413	CARHR106340	Roisl.0045s0007.1.p
OG0017414	CARHR106800	Roisl.0066s0321.1.p
OG0017415	CARHR106910	Roisl.0066s0311.1.p
OG0017416	CARHR293400	Roisl.0066s0234.1.p
OG0017417	CARHR229720	Roisl.0091s0045.1.p
OG0017418	CARHR229440	Roisl.0091s0068.1.p
OG0017419	CARHR027100	Roisl.0015s0116.1.p
OG0017420	CARHR229250	Roisl.0091s0086.1.p
OG0017421	CARHR183490	Roisl.0014s0076.1.p
OG0017422	CARHR226990	Roisl.0091s0288.1.p
OG0017423	CARHR227260	Roisl.0091s0264.1.p
OG0017424	CARHR105070	Roisl.0188s0015.1.p
OG0017425	CARHR154000	Roisl.0184s0198.1.p
OG0017426	CARHR227640	Roisl.0091s0228.1.p
OG0017427	CARHR228140	Roisl.0091s0185.1.p
OG0017428	CARHR228160	Roisl.0091s0182.1.p
OG0017429	CARHR228480	Roisl.0091s0151.1.p
OG0017430	CARHR228650	Roisl.0091s0135.1.p
OG0017431	CARHR226530	Roisl.0091s0327.1.p
OG0017433	CARHR093600	Roisl.0074s0106.1.p
OG0017434	CARHR074880	Roisl.0016s0004.1.p
OG0017435	CARHR074920	Roisl.0016s0007.1.p
OG0017436	CARHR074980	Roisl.0016s0015.1.p
OG0017438	CARHR075120	Roisl.0016s0032.1.p
OG0017439	CARHR075260	Roisl.0016s0046.1.p
OG0017440	CARHR075280	Roisl.0016s0048.1.p
OG0017441	CARHR075290	Roisl.0016s0049.1.p
OG0017442	CARHR163090	Roisl.0046s1297.1.p
OG0017444	CARHR281450	Roisl.0024s0651.1.p
OG0017445	CARHR281480	Roisl.0024s0653.1.p
OG0017446	CARHR281530	Roisl.0024s0658.1.p
OG0017447	CARHR281640	Roisl.0024s0668.1.p
OG0017449	CARHR281700	Roisl.0024s0673.1.p
OG0017450	CARHR281750	Roisl.0024s0678.1.p
OG0017451	CARHR291530	Roisl.0018s0485.1.p
OG0017452	CARHR291610	Roisl.0018s0477.1.p
OG0017453	CARHR291620	Roisl.0018s0476.1.p
OG0017455	CARHR173360	Roisl.0018s0446.1.p
OG0017456	CARHR173340	Roisl.0018s0443.1.p
OG0017457	CARHR172910	Roisl.0018s0397.1.p
OG0017458	CARHR172530	Roisl.0018s0349.1.p
OG0017459	CARHR172140	Roisl.0018s0308.1.p
OG0017460	CARHR172110	Roisl.0018s0305.1.p
OG0017461	CARHR171300	Roisl.0018s0214.1.p
OG0017462	CARHR171270	Roisl.0018s0212.1.p
OG0017463	CARHR171200	Roisl.0018s0204.1.p
OG0017464	CARHR171170	Roisl.0018s0201.1.p
OG0017465	CARHR170730	Roisl.0018s0155.1.p
OG0017466	CARHR170690	Roisl.0018s0151.1.p
OG0017467	CARHR170500	Roisl.0018s0129.1.p
OG0017468	CARHR170200	Roisl.0018s0095.1.p
OG0017469	CARHR170180	Roisl.0018s0093.1.p
OG0017470	CARHR169440	Roisl.0018s0019.1.p
OG0017471	CARHR169190	Roisl.0026s0005.1.p
OG0017472	CARHR167880	Roisl.0026s0127.1.p
OG0017473	CARHR167740	Roisl.0026s0141.1.p
OG0017474	CARHR167570	Roisl.0026s0158.1.p
OG0017475	CARHR167510	Roisl.0026s0164.1.p
OG0017476	CARHR167360	Roisl.0026s0176.1.p
OG0017478	CARHR166520	Roisl.0046s1641.1.p
OG0017479	CARHR166500	Roisl.0046s1639.1.p
OG0017480	CARHR166150	Roisl.0046s1610.1.p
OG0017481	CARHR165930	Roisl.0046s1575.1.p
OG0017482	CARHR165690	Roisl.0046s1554.1.p
OG0017483	CARHR165530	Roisl.0046s1538.1.p
OG0017484	CARHR165480	Roisl.0046s1536.1.p
OG0017486	CARHR165060	Roisl.0046s1499.1.p
OG0017487	CARHR164920	Roisl.0046s1484.1.p
OG0017488	CARHR164340	Roisl.0046s1427.1.p
OG0017489	CARHR164210	Roisl.0046s1414.1.p
OG0017490	CARHR163930	Roisl.0046s1381.1.p
OG0017491	CARHR163850	Roisl.0046s1372.1.p
OG0017492	CARHR163740	Roisl.0046s1358.1.p
OG0017493	CARHR163650	Roisl.0046s1353.1.p
OG0017494	CARHR163510	Roisl.0046s1337.1.p
OG0017495	CARHR163050	Roisl.0046s1301.1.p
OG0017496	CARHR163140	Roisl.0046s1293.1.p
OG0017498	CARHR162890	Roisl.0046s1276.1.p
OG0017499	CARHR162690	Roisl.0046s1253.1.p
OG0017500	CARHR162670	Roisl.0046s1251.1.p
OG0017501	CARHR162590	Roisl.0046s1239.1.p
OG0017502	CARHR162440	Roisl.0046s1234.1.p
OG0017504	CARHR266630	Roisl.0031s0122.1.p
OG0017505	CARHR100610	Roisl.0053s0226.1.p
OG0017506	CARHR100620	Roisl.0053s0225.1.p
OG0017507	CARHR101050	Roisl.0053s0196.1.p
OG0017508	CARHR101280	Roisl.0053s0175.1.p
OG0017509	CARHR101200	Roisl.0053s0179.1.p
OG0017510	CARHR101440	Roisl.0053s0164.1.p
OG0017511	CARHR101780	Roisl.0001s0528.1.p
OG0017512	CARHR102110	Roisl.0049s0029.1.p
OG0017513	CARHR102180	Roisl.0049s0024.1.p
OG0017514	CARHR103040	Roisl.0213s0720.1.p
OG0017515	CARHR103620	Roisl.0038s0055.1.p
OG0017516	CARHR058930	Roisl.0024s0046.1.p
OG0017517	CARHR059420	Roisl.0024s0086.1.p
OG0017518	CARHR059550	Roisl.0024s0097.1.p
OG0017519	CARHR060310	Roisl.0019s0796.1.p
OG0017520	CARHR060480	Roisl.0019s0779.1.p
OG0017521	CARHR060530	Roisl.0019s0774.1.p
OG0017522	CARHR060670	Roisl.0019s0759.1.p
OG0017523	CARHR060700	Roisl.0019s0757.1.p
OG0017524	CARHR060970	Roisl.0019s0730.1.p
OG0017525	CARHR061200	Roisl.0019s0715.1.p
OG0017526	CARHR108850, CARHR108820	Roisl.0066s0080.1.p
OG0017527	CARHR109050	Roisl.0066s0061.1.p
OG0017528	CARHR109410	Roisl.0066s0017.1.p
OG0017529	CARHR104130	Roisl.0066s0408.1.p
OG0017530	CARHR144130	Roisl.0011s0055.1.p
OG0017531	CARHR183840	Roisl.0014s0034.1.p
OG0017533	CARHR135930	Roisl.0028s0541.1.p
OG0017534	CARHR135810	Roisl.0028s0553.1.p
OG0017535	CARHR265730	Roisl.0031s0037.1.p
OG0017536	CARHR135550	Roisl.0028s0588.1.p
OG0017537	CARHR135490	Roisl.0028s0593.1.p
OG0017538	CARHR135400	Roisl.0028s0605.1.p
OG0017539	CARHR210370	Roisl.0030s0010.1.p
OG0017539	CARHR210360	Roisl.0030s0011.1.p
OG0017540	CARHR135070	Roisl.0017s0400.1.p
OG0017541	CARHR135040	Roisl.0017s0397.1.p
OG0017542	CARHR134460	Roisl.0017s0335.1.p
OG0017543	CARHR134440	Roisl.0017s0333.1.p
OG0017544	CARHR134150	Roisl.0017s0308.1.p
OG0017545	CARHR133930	Roisl.0017s0288.1.p
OG0017546	CARHR133800	Roisl.0017s0275.1.p
OG0017547	CARHR133640	Roisl.0017s0261.1.p
OG0017548	CARHR133250	Roisl.0017s0223.1.p
OG0017549	CARHR133150	Roisl.0017s0212.1.p
OG0017550	CARHR133130	Roisl.0017s0210.1.p
OG0017551	CARHR133120	Roisl.0017s0209.1.p
OG0017553	CARHR131800	Roisl.0017s0122.1.p
OG0017554	CARHR131860	Roisl.0017s0117.1.p
OG0017555	CARHR132080	Roisl.0017s0097.1.p
OG0017556	CARHR253610	Roisl.0082s0156.1.p
OG0017557	CARHR253530	Roisl.0082s0165.1.p
OG0017558	CARHR253500	Roisl.0082s0167.1.p
OG0017559	CARHR253460	Roisl.0082s0172.1.p
OG0017560	CARHR253410	Roisl.0082s0177.1.p
OG0017562	CARHR253800	Roisl.0209s0238.1.p
OG0017563	CARHR026110	Roisl.0191s0434.1.p
OG0017564	CARHR112030	Roisl.0063s0035.1.p
OG0017565	CARHR112060	Roisl.0063s0039.1.p
OG0017566	CARHR112180	Roisl.0063s0051.1.p
OG0017567	CARHR112260	Roisl.0082s0148.1.p
OG0017568	CARHR112410	Roisl.0082s0133.1.p
OG0017569	CARHR112460	Roisl.0082s0128.1.p
OG0017570	CARHR113030	Roisl.0046s0645.1.p
OG0017571	CARHR113200	Roisl.0046s0629.1.p
OG0017572	CARHR113720	Roisl.0046s0584.1.p
OG0017574	CARHR116270	Roisl.0023s0052.1.p
OG0017575	CARHR115400	Roisl.0118s0005.1.p
OG0017576	CARHR114940	Roisl.0082s0462.1.p
OG0017577	CARHR287290	Roisl.0029s0091.1.p
OG0017578	CARHR115590	Roisl.0189s0083.1.p
OG0017579	CARHR035640	Roisl.0179s0104.1.p
OG0017580	CARHR034580	Roisl.0210s2123.1.p
OG0017581	CARHR034040	Roisl.0048s0018.1.p
OG0017582	CARHR033950	Roisl.0048s0022.1.p
OG0017583	CARHR033680	Roisl.0082s0528.1.p
OG0017584	CARHR033460	Roisl.0193s0021.1.p
OG0017585	CARHR032930	Roisl.0040s0069.1.p
OG0017586	CARHR032870	Roisl.0040s0077.1.p
OG0017587	CARHR032850	Roisl.0040s0079.1.p
OG0017588	CARHR255890	Roisl.0057s0029.1.p
OG0017589	CARHR255730	Roisl.0213s0654.1.p
OG0017590	CARHR255680	Roisl.0213s0650.1.p
