Orthogroup	Cardamine_hirsuta	Arabis_alpina
OG0014899	CARHR209050	Aa_G140670.h1.t1
OG0014900	CARHR209130	Aa_G140770.h1.t1
OG0014901	CARHR209180	Aa_G140810.h1.t1
OG0014902	CARHR209310	Aa_G259050.h1.t1
OG0014903	CARHR209340	Aa_G337120.h1.t1
OG0014904	CARHR209400	Aa_G337180.h1.t1
OG0014905	CARHR216840	Aa_G44180.h1.t1
OG0014906	CARHR209600	Aa_G556550.h1.t1
OG0014907	CARHR209640	Aa_G519970.h1.t1
OG0014908	CARHR209650	Aa_G519990.h1.t1
OG0014909	CARHR209680	Aa_G520020.h1.t1
OG0014910	CARHR209870	Aa_G170130.h1.t1
OG0014911	CARHR210000	Aa_G259930.h1.t1
OG0014912	CARHR210060	Aa_G259850.h1.t1
OG0014913	CARHR210220	Aa_G451880.h1.t1
OG0014914	CARHR210500	Aa_G260780.h1.t1
OG0014915	CARHR210510	Aa_G260770.h1.t1
OG0014916	CARHR210570	Aa_G260720.h1.t1
OG0014917	CARHR210710	Aa_G260630.h1.t1
OG0014918	CARHR211010	Aa_G85280.h1.t1
OG0014919	CARHR211120	Aa_G274590.h1.t1
OG0014920	CARHR211170	Aa_G274540.h1.t1
OG0014921	CARHR211180	Aa_G274530.h1.t1
OG0014922	CARHR211290	Aa_G18790.h1.t1
OG0014923	CARHR211320	Aa_G18770.h1.t1
OG0014924	CARHR211360	Aa_G18690.h1.t1
OG0014925	CARHR211400	Aa_G18630.h1.t1
OG0014926	CARHR211430	Aa_G18600.h1.t1
OG0014927	CARHR211490	Aa_G443030.h1.t1
OG0014928	CARHR211620	Aa_G420200.h1.t1, Aa_G420200.h2.t1
OG0014930	CARHR211750	Aa_G54110.h1.t1
OG0014931	CARHR211780	Aa_G54080.h1.t1
OG0014932	CARHR211800	Aa_G54060.h1.t1
OG0014933	CARHR211820	Aa_G54050.h1.t1
OG0014934	CARHR211860	Aa_G54010.h1.t1
OG0014935	CARHR211870	Aa_G54000.h1.t1
OG0014936	CARHR211930	Aa_G53910.h1.t1
OG0014937	CARHR211950	Aa_G53890.h1.t1
OG0014938	CARHR212020	Aa_G626100.h1.t1
OG0014939	CARHR212240	Aa_G271830.h1.t1
OG0014940	CARHR212260	Aa_G271810.h1.t1
OG0014941	CARHR212270	Aa_G271790.h1.t1
OG0014942	CARHR212300	Aa_G271760.h1.t1
OG0014943	CARHR082860	Aa_G271730.h1.t1
OG0014944	CARHR212330	Aa_G271700.h1.t1
OG0014945	CARHR213710	Aa_G352950.h1.t1
OG0014946	CARHR213200	Aa_G298250.h1.t1
OG0014947	CARHR212990	Aa_G547880.h1.t1
OG0014948	CARHR212860	Aa_G201100.h1.t1
OG0014949	CARHR074480	Aa_G738070.h1.t1
OG0014950	CARHR074520	Aa_G239020.h1.t1
OG0014951	CARHR074590	Aa_G239090.h1.t1
OG0014952	CARHR074760	Aa_G239170.h1.t1
OG0014953	CARHR122860	Aa_G239190.h1.t1
OG0014954	CARHR049030	Aa_G239200.h1.t1
OG0014955	CARHR074690	Aa_G239250.h1.t1
OG0014956	CARHR074450	Aa_G706640.h1.t1
OG0014957	CARHR074400	Aa_G389020.h1.t1
OG0014958	CARHR074310	Aa_G385700.h1.t1
OG0014959	CARHR074200	Aa_G497430.h1.t1
OG0014960	CARHR074170	Aa_G312140.h1.t1
OG0014961	CARHR074840	Aa_G312080.h1.t1
OG0014962	CARHR073870	Aa_G21580.h1.t1
OG0014963	CARHR073610	Aa_G462550.h1.t1
OG0014964	CARHR073550	Aa_G293590.h1.t1
OG0014965	CARHR186120	Aa_G25920.h1.t1
OG0014966	CARHR073220	Aa_G457390.h1.t1
OG0014967	CARHR073130	Aa_G145400.h1.t1
OG0014968	CARHR073100	Aa_G145370.h1.t1
OG0014969	CARHR026680	Aa_G61720.h1.t1
OG0014970	CARHR072800	Aa_G80390.h1.t1
OG0014971	CARHR072790	Aa_G80380.h1.t1
OG0014972	CARHR072750	Aa_G444600.h1.t1
OG0014973	CARHR114840	Aa_G495960.h1.t1
OG0014974	CARHR072640	Aa_G293170.h1.t1
OG0014975	CARHR072540	Aa_G293070.h1.t1
OG0014976	CARHR072510	Aa_G293050.h1.t1
OG0014977	CARHR072500	Aa_G370310.h1.t1
OG0014978	CARHR072360	Aa_G457930.h1.t1
OG0014979	CARHR072310	Aa_G457980.h1.t1
OG0014980	CARHR072100	Aa_G656410.h1.t1
OG0014981	CARHR071470	Aa_G204310.h1.t1
OG0014982	CARHR071450	Aa_G204290.h1.t1
OG0014983	CARHR071380	Aa_G787050.h1.t1
OG0014984	CARHR071240	Aa_G121540.h1.t1
OG0014985	CARHR071190	Aa_G314190.h1.t1
OG0014986	CARHR071170	Aa_G314210.h1.t1
OG0014987	CARHR071090	Aa_G129430.h1.t1
OG0014988	CARHR071020	Aa_G129370.h1.t1
OG0014989	CARHR070970	Aa_G129290.h1.t1
OG0014990	CARHR216820	Aa_G44190.h1.t1
OG0014991	CARHR070750	Aa_G104310.h1.t1
OG0014992	CARHR070700	Aa_G104350.h1.t1
OG0014994	CARHR070260	Aa_G418910.h1.t1
OG0014995	CARHR070220	Aa_G418940.h1.t1
OG0014996	CARHR070180	Aa_G418990.h1.t1
OG0014998	CARHR070060	Aa_G111060.h1.t1
OG0014999	CARHR070030	Aa_G111100.h1.t1, Aa_G111090.h1.t1
OG0015000	CARHR070010	Aa_G111120.h1.t1
OG0015001	CARHR069950	Aa_G111190.h1.t1
OG0015002	CARHR069940	Aa_G111200.h1.t1
OG0015003	CARHR069900	Aa_G757930.h1.t1
OG0015004	CARHR249790	Aa_G46630.h1.t1
OG0015005	CARHR069800	Aa_G87750.h1.t1
OG0015006	CARHR069700	Aa_G87820.h1.t1
OG0015007	CARHR069660	Aa_G87850.h1.t1
OG0015008	CARHR069650	Aa_G87860.h1.t1
OG0015009	CARHR069570	Aa_G410760.h1.t1
OG0015010	CARHR069400	Aa_G281730.h1.t1
OG0015011	CARHR069190	Aa_G656120.h1.t1
OG0015012	CARHR069060	Aa_G64870.h1.t1
OG0015013	CARHR069040	Aa_G64850.h1.t1
OG0015014	CARHR068960	Aa_G64760.h1.t1
OG0015015	CARHR068930	Aa_G533860.h1.t1
OG0015016	CARHR068850	Aa_G198500.h1.t1
OG0015017	CARHR068830	Aa_G198480.h1.t1
OG0015018	CARHR068780	Aa_G198420.h1.t1
OG0015019	CARHR068730	Aa_G348690.h1.t1
OG0015020	CARHR068590	Aa_G348820.h1.t1
OG0015022	CARHR068480	Aa_G259390.h1.t1
OG0015023	CARHR068410	Aa_G259450.h1.t1
OG0015024	CARHR107410	Aa_G383790.h1.t1
OG0015025	CARHR107730	Aa_G344710.h1.t1
OG0015026	CARHR107900	Aa_G329610.h1.t1
OG0015027	CARHR108230	Aa_G459740.h1.t1
OG0015029	CARHR158890	Aa_G52850.h1.t1
OG0015030	CARHR055680	Aa_G256330.h1.t1
OG0015031	CARHR158780	Aa_G342160.h1.t1
OG0015032	CARHR158800	Aa_G342180.h1.t1
OG0015033	CARHR156130	Aa_G518110.h1.t1
OG0015034	CARHR156080	Aa_G207430.h1.t1
OG0015035	CARHR156070	Aa_G207420.h1.t1
OG0015036	CARHR156140	Aa_G487880.h1.t1
OG0015037	CARHR156290	Aa_G296260.h1.t1
OG0015038	CARHR045980	Aa_G205520.h1.t1
OG0015039	CARHR045740	Aa_G108910.h1.t1
OG0015040	CARHR045620	Aa_G109010.h1.t1
OG0015041	CARHR045580	Aa_G109040.h1.t1
OG0015042	CARHR045530	Aa_G378670.h1.t1
OG0015043	CARHR045440	Aa_G420920.h1.t1
OG0015044	CARHR045290	Aa_G193180.h1.t1
OG0015046	CARHR044970	Aa_G231470.h1.t1
OG0015047	CARHR044800	Aa_G375440.h1.t1
OG0015048	CARHR044750	Aa_G112370.h1.t1, Aa_G375390.h1.t1
OG0015049	CARHR044700	Aa_G184690.h1.t1
OG0015050	CARHR044610	Aa_G118210.h1.t1
OG0015051	CARHR044010	Aa_G504520.h1.t1
OG0015052	CARHR043960	Aa_G643170.h1.t1
OG0015053	CARHR043850	Aa_G613350.h1.t1
OG0015054	CARHR043560	Aa_G74110.h1.t1
OG0015055	CARHR043500	Aa_G501510.h1.t1
OG0015056	CARHR043380	Aa_G381980.h1.t1
OG0015057	CARHR043340	Aa_G381940.h1.t1
OG0015059	CARHR130550	Aa_G282210.h1.t1
OG0015060	CARHR130580	Aa_G282250.h1.t1
OG0015061	CARHR130620	Aa_G12290.h1.t1
OG0015062	CARHR130670	Aa_G12240.h1.t1
OG0015063	CARHR130930	Aa_G402620.h1.t1
OG0015064	CARHR131100	Aa_G25230.h1.t1
OG0015065	CARHR131300	Aa_G25350.h1.t1
OG0015066	CARHR149920	Aa_G597790.h1.t1
OG0015067	CARHR150430	Aa_G436390.h1.t1
OG0015068	CARHR150590, CARHR150580	Aa_G436370.h1.t1
OG0015069	CARHR266030	Aa_G636620.h1.t1
OG0015072	CARHR293020	Aa_G82870.h1.t1
OG0015073	CARHR287310	Aa_G96350.h1.t1
OG0015074	CARHR259260	Aa_G90040.h1.t1
OG0015075	CARHR259230	Aa_G177200.h1.t1
OG0015076	CARHR258740	Aa_G201710.h1.t1
OG0015077	CARHR293250	Aa_G17360.h1.t1
OG0015078	CARHR286870	Aa_G298700.h1.t1
OG0015079	CARHR217370	Aa_G70880.h1.t1
OG0015080	CARHR217410	Aa_G70840.h1.t1
OG0015081	CARHR217050	Aa_G246620.h1.t1
OG0015082	CARHR217970	Aa_G255320.h1.t1
OG0015083	CARHR218160	Aa_G391450.h1.t1
OG0015084	CARHR218330	Aa_G573130.h1.t1, Aa_G531590.h1.t1
OG0015085	CARHR259270	Aa_G488450.h1.t1
OG0015086	CARHR218750	Aa_G183990.h1.t1
OG0015087	CARHR218820	Aa_G126900.h1.t1
OG0015088	CARHR219230	Aa_G198100.h1.t1
OG0015089	CARHR219440	Aa_G79850.h1.t1
OG0015090	CARHR219460	Aa_G79840.h1.t1
OG0015091	CARHR219940	Aa_G341610.h1.t1
OG0015092	CARHR219970	Aa_G367920.h1.t1
OG0015093	CARHR220500	Aa_G518250.h1.t1
OG0015094	CARHR220670	Aa_G270810.h1.t1
OG0015095	CARHR220680	Aa_G270790.h1.t1
OG0015096	CARHR220700	Aa_G362620.h1.t1
OG0015097	CARHR221730	Aa_G418490.h1.t1
OG0015098	CARHR221820	Aa_G346170.h1.t1
OG0015099	CARHR221860	Aa_G795570.h1.t1
OG0015100	CARHR221880	Aa_G764520.h1.t1
OG0015101	CARHR222170	Aa_G295140.h1.t1
OG0015102	CARHR222210	Aa_G496660.h1.t1
OG0015103	CARHR097490	Aa_G37900.h1.t1
OG0015104	CARHR222310	Aa_G37880.h1.t1
OG0015105	CARHR144580	Aa_G448990.h1.t1
OG0015106	CARHR105310	Aa_G105110.h1.t1
OG0015107	CARHR290240	Aa_G727550.h1.t1
OG0015108	CARHR290270	Aa_G565100.h1.t1
OG0015109	CARHR290290	Aa_G565090.h1.t1
OG0015110	CARHR290330	Aa_G550970.h1.t1
OG0015111	CARHR290360	Aa_G550990.h1.t1
OG0015113	CARHR065690	Aa_G433610.h1.t1
OG0015114	CARHR065950	Aa_G579210.h1.t1
OG0015115	CARHR065960	Aa_G579200.h1.t1
OG0015116	CARHR066050	Aa_G341790.h1.t1
OG0015117	CARHR066060	Aa_G341800.h1.t1
OG0015118	CARHR066100	Aa_G341840.h1.t1
OG0015119	CARHR066110	Aa_G341850.h1.t1
OG0015121	CARHR066370	Aa_G708440.h1.t1
OG0015122	CARHR183210	Aa_G139080.h1.t1
OG0015123	CARHR066390	Aa_G303360.h1.t1
OG0015124	CARHR066670	Aa_G203200.h1.t1
OG0015125	CARHR066720	Aa_G203160.h1.t1
OG0015126	CARHR066790	Aa_G342670.h1.t1
OG0015128	CARHR066820	Aa_G567820.h1.t1
OG0015129	CARHR066950	Aa_G30360.h1.t1
OG0015130	CARHR067070	Aa_G30480.h1.t1
OG0015131	CARHR067110	Aa_G30530.h1.t1
OG0015132	CARHR067170	Aa_G30590.h1.t1
OG0015133	CARHR115710	Aa_G35850.h1.t1
OG0015134	CARHR294560	Aa_G155620.h1.t1
OG0015135	CARHR067510	Aa_G449840.h1.t1
OG0015136	CARHR067580	Aa_G639690.h1.t1
OG0015137	CARHR067600	Aa_G283760.h1.t1
OG0015138	CARHR067670	Aa_G283700.h1.t1
OG0015139	CARHR067850	Aa_G492850.h1.t1
OG0015140	CARHR144420	Aa_G609700.h1.t1
OG0015141	CARHR067930	Aa_G492800.h1.t1
OG0015142	CARHR067910	Aa_G492790.h1.t1
OG0015143	CARHR067970	Aa_G64600.h1.t1
OG0015144	CARHR068040	Aa_G64540.h1.t1
OG0015145	CARHR068060	Aa_G64530.h1.t1
OG0015146	CARHR068080	Aa_G64500.h1.t1
OG0015147	CARHR061430	Aa_G634600.h1.t1
OG0015148	CARHR061440	Aa_G634610.h1.t1
OG0015149	CARHR061530	Aa_G182950.h1.t1
OG0015150	CARHR061540	Aa_G182960.h1.t1
OG0015151	CARHR061600	Aa_G395940.h1.t1
OG0015152	CARHR061660	Aa_G299430.h1.t1
OG0015153	CARHR061720	Aa_G405650.h1.t1
OG0015155	CARHR061810	Aa_G305290.h1.t1
OG0015156	CARHR061960	Aa_G283290.h1.t1
OG0015157	CARHR062050	Aa_G690520.h1.t1
OG0015158	CARHR062080	Aa_G538490.h1.t1
OG0015159	CARHR236220	Aa_G44700.h1.t1
OG0015160	CARHR236380	Aa_G339380.h1.t1
OG0015161	CARHR236390	Aa_G339370.h1.t1
OG0015162	CARHR236430	Aa_G317850.h1.t1
OG0015163	CARHR236460	Aa_G209140.h1.t1
OG0015164	CARHR236530	Aa_G182770.h1.t1
OG0015165	CARHR236700	Aa_G237180.h1.t1
OG0015166	CARHR236710	Aa_G186700.h1.t1
OG0015167	CARHR236820	Aa_G304540.h1.t1
OG0015168	CARHR236850	Aa_G2780.h1.t1
OG0015169	CARHR236880	Aa_G343410.h1.t1
OG0015170	CARHR236970	Aa_G69570.h1.t1
OG0015171	CARHR266250	Aa_G378700.h1.t1
OG0015172	CARHR047660	Aa_G234470.h1.t1
OG0015174	CARHR047040	Aa_G361600.h1.t1
OG0015175	CARHR262280	Aa_G459980.h1.t1
OG0015176	CARHR262070	Aa_G151470.h1.t1
OG0015177	CARHR261800	Aa_G744220.h1.t1
OG0015178	CARHR261770	Aa_G247540.h1.t1
OG0015179	CARHR261750	Aa_G545960.h1.t1
OG0015180	CARHR152510	Aa_G252670.h1.t1
OG0015181	CARHR153370	Aa_G337510.h1.t1
OG0015182	CARHR153340	Aa_G263600.h1.t1
OG0015183	CARHR292490	Aa_G185340.h1.t1
OG0015184	CARHR151700	Aa_G142420.h1.t1
OG0015185	CARHR149620	Aa_G34260.h1.t1
OG0015186	CARHR149220	Aa_G570780.h1.t1
OG0015187	CARHR148960	Aa_G27390.h1.t1
OG0015188	CARHR148810	Aa_G27510.h1.t1
OG0015189	CARHR148770	Aa_G27530.h1.t1
OG0015190	CARHR148680	Aa_G437800.h1.t1
OG0015191	CARHR148530	Aa_G424610.h1.t1
OG0015192	CARHR148380	Aa_G508050.h1.t1
OG0015193	CARHR148340	Aa_G508090.h1.t1
OG0015194	CARHR148330	Aa_G508100.h1.t1
OG0015195	CARHR148320	Aa_G120800.h1.t1
OG0015196	CARHR148270	Aa_G120850.h1.t1
OG0015197	CARHR148130	Aa_G247920.h1.t1
OG0015198	CARHR147990	Aa_G248010.h1.t1
OG0015199	CARHR147820	Aa_G25530.h1.t1
OG0015200	CARHR147750	Aa_G25560.h1.t1
OG0015201	CARHR147740	Aa_G25570.h1.t1
OG0015202	CARHR147570	Aa_G25710.h1.t1
OG0015203	CARHR147490	Aa_G276880.h1.t1
OG0015204	CARHR147140	Aa_G83270.h1.t1
OG0015205	CARHR147070	Aa_G83330.h1.t1
OG0015206	CARHR147040	Aa_G83350.h1.t1
OG0015207	CARHR147030	Aa_G83360.h1.t1
OG0015208	CARHR019010	Aa_G132330.h1.t1
OG0015209	CARHR146680	Aa_G409710.h1.t1
OG0015210	CARHR146660	Aa_G409760.h1.t1
OG0015211	CARHR288540	Aa_G227100.h1.t1
OG0015212	CARHR063040	Aa_G510890.h1.t1
OG0015213	CARHR062940	Aa_G144570.h1.t1
OG0015215	CARHR062440	Aa_G335310.h1.t1
OG0015216	CARHR062400	Aa_G665520.h1.t1
OG0015217	CARHR221600	Aa_G594600.h1.t1
OG0015218	CARHR062260	Aa_G553950.h1.t1
OG0015220	CARHR176010	Aa_G385530.h1.t1
OG0015221	CARHR176170	Aa_G650020.h1.t1
OG0015222	CARHR176220	Aa_G220200.h1.t1
OG0015223	CARHR176410	Aa_G117990.h1.t1, Aa_G118000.h1.t1
OG0015224	CARHR176840	Aa_G149540.h1.t1
OG0015225	CARHR176850	Aa_G149550.h1.t1
OG0015226	CARHR176860	Aa_G149560.h1.t1
OG0015227	CARHR293540	Aa_G421720.h1.t1
OG0015228	CARHR177370	Aa_G254510.h1.t1
OG0015229	CARHR039850	Aa_G92650.h1.t1
OG0015230	CARHR039880	Aa_G92610.h1.t1
OG0015231	CARHR039920	Aa_G92570.h1.t1
OG0015232	CARHR039980	Aa_G92520.h1.t1
OG0015233	CARHR039990	Aa_G92510.h1.t1
OG0015234	CARHR040010	Aa_G656540.h1.t1
OG0015235	CARHR040030	Aa_G656560.h1.t1
OG0015236	CARHR040100	Aa_G180980.h1.t1
OG0015237	CARHR040190	Aa_G459430.h1.t1
OG0015238	CARHR040340	Aa_G416520.h1.t1
OG0015239	CARHR040450	Aa_G178270.h1.t1
OG0015240	CARHR040460	Aa_G178280.h1.t1
OG0015241	CARHR040550	Aa_G178390.h1.t1
OG0015242	CARHR040570	Aa_G178400.h1.t1
OG0015243	CARHR040700	Aa_G36860.h1.t1
OG0015244	CARHR040980	Aa_G410600.h1.t1
OG0015245	CARHR041120	Aa_G431680.h1.t1
OG0015246	CARHR041130	Aa_G431670.h1.t1
OG0015247	CARHR041310	Aa_G415040.h1.t1
OG0015248	CARHR041610	Aa_G370050.h1.t1
OG0015249	CARHR041620	Aa_G370060.h1.t1
OG0015250	CARHR041630	Aa_G370070.h1.t1
OG0015251	CARHR074070	Aa_G21430.h1.t1
OG0015252	CARHR117360	Aa_G41520.h1.t1
OG0015254	CARHR041940	Aa_G166370.h1.t1
OG0015255	CARHR042350	Aa_G568110.h1.t1
OG0015256	CARHR042420	Aa_G256060.h1.t1
OG0015257	CARHR042440	Aa_G256030.h1.t1
OG0015258	CARHR233280	Aa_G740.h1.t1
OG0015259	CARHR042600	Aa_G386180.h1.t1
OG0015260	CARHR042610	Aa_G386160.h1.t1
OG0015261	CARHR042720	Aa_G465570.h1.t1
OG0015262	CARHR042740	Aa_G465550.h1.t1
OG0015263	CARHR042760	Aa_G465530.h1.t1
OG0015264	CARHR042860	Aa_G173640.h1.t1
OG0015265	CARHR042930	Aa_G173590.h1.t1
OG0015266	CARHR042960	Aa_G173580.h1.t1
OG0015267	CARHR043040	Aa_G625060.h1.t1
OG0015268	CARHR043090	Aa_G173500.h1.t1
OG0015269	CARHR043110	Aa_G173480.h1.t1
OG0015270	CARHR181660	Aa_G150480.h1.t1
OG0015271	CARHR181720	Aa_G150470.h1.t1
OG0015272	CARHR181260	Aa_G581120.h1.t1
OG0015273	CARHR181120	Aa_G492550.h1.t1
OG0015274	CARHR180800	Aa_G32670.h1.t1
OG0015275	CARHR180760	Aa_G32650.h1.t1
OG0015276	CARHR127620	Aa_G113360.h1.t1
OG0015277	CARHR127690	Aa_G113430.h1.t1
OG0015278	CARHR127750	Aa_G113490.h1.t1
OG0015279	CARHR127760	Aa_G113500.h1.t1
OG0015280	CARHR127920	Aa_G438770.h1.t1
OG0015281	CARHR128190	Aa_G464410.h1.t1
OG0015282	CARHR128240	Aa_G464430.h1.t1
OG0015283	CARHR128260	Aa_G339560.h1.t1
OG0015284	CARHR128280	Aa_G339540.h1.t1
OG0015286	CARHR128560, CARHR272540	Aa_G12140.h1.t1
OG0015287	CARHR128740	Aa_G713010.h1.t1
OG0015288	CARHR151910	Aa_G234260.h1.t1
OG0015289	CARHR129170	Aa_G263990.h1.t1
OG0015290	CARHR129200	Aa_G263960.h1.t1
OG0015291	CARHR129210	Aa_G263950.h1.t1
OG0015292	CARHR129260	Aa_G344510.h1.t1
OG0015293	CARHR129270	Aa_G344530.h1.t1
OG0015294	CARHR135180	Aa_G344550.h1.t1
OG0015295	CARHR129560	Aa_G11130.h1.t1
OG0015296	CARHR129600	Aa_G11100.h1.t1
OG0015297	CARHR129650	Aa_G502530.h1.t1
OG0015298	CARHR129770	Aa_G24930.h1.t1
OG0015299	CARHR284960	Aa_G39420.h1.t1
OG0015300	CARHR130030	Aa_G24600.h1.t1
OG0015301	CARHR130170	Aa_G286520.h1.t1
OG0015302	CARHR226230	Aa_G299710.h1.t1
OG0015305	CARHR226130	Aa_G357030.h1.t1
OG0015306	CARHR226050	Aa_G78210.h1.t1
OG0015307	CARHR226020	Aa_G78170.h1.t1
OG0015308	CARHR225980	Aa_G78120.h1.t1
OG0015309	CARHR225880	Aa_G244610.h1.t1
OG0015310	CARHR225680	Aa_G150230.h1.t1
OG0015311	CARHR225670	Aa_G150220.h1.t1
OG0015312	CARHR225510	Aa_G743150.h1.t1
OG0015313	CARHR225460	Aa_G345120.h1.t1
OG0015314	CARHR225310	Aa_G340000.h1.t1
OG0015315	CARHR225130	Aa_G155390.h1.t1
OG0015316	CARHR225070	Aa_G176500.h1.t1
OG0015317	CARHR225060	Aa_G176490.h1.t1
OG0015318	CARHR224930	Aa_G176350.h1.t1
OG0015320	CARHR224870	Aa_G176300.h1.t1
OG0015321	CARHR116530	Aa_G169110.h1.t1
OG0015322	CARHR224710	Aa_G575620.h1.t1
OG0015323	CARHR224480	Aa_G267130.h1.t1
OG0015324	CARHR224460	Aa_G267150.h1.t1
OG0015325	CARHR224450	Aa_G267160.h1.t1
OG0015326	CARHR224340	Aa_G520150.h1.t1
OG0015327	CARHR223990	Aa_G96160.h1.t1
OG0015328	CARHR223750	Aa_G96370.h1.t1
OG0015329	CARHR223720	Aa_G96390.h1.t1
OG0015330	CARHR216780	Aa_G44230.h1.t1
OG0015331	CARHR175480	Aa_G524900.h1.t1
OG0015332	CARHR152240	Aa_G486780.h1.t1
OG0015334	CARHR160330	Aa_G620610.h1.t1
OG0015335	CARHR160280	Aa_G515870.h1.t1
OG0015336	CARHR160200	Aa_G491060.h1.t1
OG0015337	CARHR159910	Aa_G109740.h1.t1
OG0015338	CARHR159890	Aa_G177180.h1.t1
OG0015339	CARHR159830	Aa_G177160.h1.t1
OG0015340	CARHR159600	Aa_G131540.h1.t1
OG0015341	CARHR159590	Aa_G131550.h1.t1
OG0015342	CARHR159170	Aa_G124690.h1.t1
OG0015343	CARHR265340	Aa_G396930.h1.t1
OG0015344	CARHR265150	Aa_G247220.h1.t1
OG0015345	CARHR265100	Aa_G247170.h1.t1
OG0015346	CARHR265040	Aa_G310400.h1.t1
OG0015347	CARHR265020	Aa_G310390.h1.t1
OG0015348	CARHR264940	Aa_G375190.h1.t1
OG0015349	CARHR264910	Aa_G375220.h1.t1
OG0015350	CARHR264700	Aa_G348270.h1.t1
OG0015351	CARHR264400	Aa_G101910.h1.t1
OG0015352	CARHR264520	Aa_G101870.h1.t1
OG0015353	CARHR264570	Aa_G101850.h1.t1
OG0015354	CARHR264370	Aa_G101960.h1.t1
OG0015355	CARHR257180	Aa_G577680.h1.t1
OG0015356	CARHR257030	Aa_G153070.h1.t1
OG0015357	CARHR257040	Aa_G153060.h1.t1
OG0015358	CARHR104040	Aa_G194490.h1.t1
OG0015359	CARHR104670	Aa_G105210.h1.t1
OG0015360	CARHR104240	Aa_G105190.h1.t1
OG0015361	CARHR104210	Aa_G105180.h1.t1
OG0015362	CARHR104200	Aa_G105170.h1.t1
OG0015363	CARHR104700	Aa_G105230.h1.t1
OG0015364	CARHR105340	Aa_G105120.h1.t1
OG0015365	CARHR105280	Aa_G105090.h1.t1
OG0015366	CARHR105220	Aa_G105050.h1.t1
OG0015367	CARHR105200	Aa_G395310.h1.t1
OG0015368	CARHR286390	Aa_G395340.h1.t1
OG0015369	CARHR284790	Aa_G409900.h1.t1
OG0015370	CARHR105620	Aa_G675140.h1.t1
OG0015371	CARHR105690	Aa_G246810.h1.t1
OG0015372	CARHR105700	Aa_G246780.h1.t1
OG0015373	CARHR106280	Aa_G81690.h1.t1
OG0015374	CARHR153580	Aa_G534690.h1.t1
OG0015375	CARHR106620	Aa_G110270.h1.t1
OG0015376	CARHR106680	Aa_G543470.h1.t1
OG0015377	CARHR107130	Aa_G70100.h1.t1
OG0015378	CARHR107140	Aa_G70080.h1.t1
OG0015379	CARHR231370	Aa_G500510.h1.t1
OG0015380	CARHR231180	Aa_G692590.h1.t1
OG0015383	CARHR229980	Aa_G19990.h1.t1
OG0015384	CARHR229940	Aa_G19950.h1.t1
OG0015385	CARHR229710	Aa_G6200.h1.t1
OG0015387	CARHR229420	Aa_G736890.h1.t1
OG0015388	CARHR228990	Aa_G371070.h1.t1
OG0015389	CARHR226660	Aa_G448190.h1.t1
OG0015390	CARHR226870	Aa_G204000.h1.t1
OG0015391	CARHR227130	Aa_G221290.h1.t1
OG0015392	CARHR227300	Aa_G581660.h1.t1
OG0015393	CARHR227360	Aa_G422640.h1.t1
OG0015394	CARHR227420	Aa_G68830.h1.t1, Aa_G581820.h1.t1
OG0015395	CARHR227490	Aa_G621210.h1.t1
OG0015396	CARHR227510	Aa_G621220.h1.t1
OG0015397	CARHR227750	Aa_G37610.h1.t1
OG0015398	CARHR227760	Aa_G37620.h1.t1
OG0015399	CARHR227800	Aa_G37660.h1.t1
OG0015400	CARHR227870	Aa_G59050.h1.t1
OG0015402	CARHR227930	Aa_G59000.h1.t1
OG0015403	CARHR227940	Aa_G58990.h1.t1
OG0015404	CARHR290280	Aa_G127570.h1.t1
OG0015405	CARHR228170	Aa_G398700.h1.t1
OG0015406	CARHR228180	Aa_G398690.h1.t1
OG0015407	CARHR228320	Aa_G599220.h1.t1
OG0015408	CARHR228390	Aa_G472150.h1.t1
OG0015409	CARHR143870	Aa_G251490.h1.t1
OG0015410	CARHR228520	Aa_G298560.h1.t1
OG0015411	CARHR228530	Aa_G213280.h1.t1
OG0015412	CARHR035770	Aa_G369230.h1.t1
OG0015413	CARHR228640	Aa_G213400.h1.t1
OG0015414	CARHR226480	Aa_G148310.h1.t1
OG0015415	CARHR226380	Aa_G148400.h1.t1
OG0015417	CARHR185890	Aa_G652000.h1.t1
OG0015418	CARHR047740	Aa_G39390.h1.t1
OG0015419	CARHR284920	Aa_G39400.h1.t1
OG0015420	CARHR285100	Aa_G39490.h1.t1
OG0015421	CARHR222710	Aa_G49570.h1.t1
OG0015422	CARHR222890	Aa_G49380.h1.t1
OG0015423	CARHR223060	Aa_G49270.h1.t1
OG0015424	CARHR222740	Aa_G49540.h1.t1
OG0015425	CARHR223090	Aa_G49250.h1.t1
OG0015426	CARHR223230	Aa_G406650.h1.t1
OG0015427	CARHR223400	Aa_G296040.h1.t1
OG0015428	CARHR223420	Aa_G296020.h1.t1
OG0015429	CARHR223580	Aa_G173270.h1.t1
OG0015430	CARHR075000	Aa_G52450.h1.t1
OG0015431	CARHR075070	Aa_G52530.h1.t1
OG0015432	CARHR075090	Aa_G52550.h1.t1
OG0015433	CARHR075110	Aa_G52560.h1.t1
OG0015434	CARHR075210	Aa_G52680.h1.t1
OG0015435	CARHR075360	Aa_G451750.h1.t1
OG0015436	CARHR075440	Aa_G593170.h1.t1
OG0015437	CARHR281150	Aa_G43640.h1.t1, Aa_G43650.h1.t1
OG0015438	CARHR281220	Aa_G43770.h1.t1
