Orthogroup	Cardamine_hirsuta	Alyssum_gmelinii
OG0015366	CARHR105220	Ag044G4478800
OG0015367	CARHR105200	Ag044G4478900
OG0015368	CARHR286390	Ag044G4479200
OG0015369	CARHR284790	Ag044G4480600
OG0015370	CARHR105620	Ag044G4482400
OG0015371	CARHR105690	Ag044G4483700
OG0015372	CARHR105700	Ag044G4483900
OG0015373	CARHR106280	Ag044G4488800
OG0015374	CARHR153580	Ag044G4492100
OG0015375	CARHR106620	Ag044G4492900
OG0015376	CARHR106680	Ag044G4493600
OG0015377	CARHR107130	Ag044G4497000
OG0015378	CARHR107140	Ag044G4497300
OG0015379	CARHR231370	Ag033G3482100, Ag052G4841800
OG0015380	CARHR231180	Ag033G3484200, Ag052G4839200
OG0015381	CARHR231170	Ag052G4838900, Ag033G3484400
OG0015383	CARHR229980	Ag033G3508000
OG0015384	CARHR229940	Ag033G3508500
OG0015385	CARHR229710	Ag033G3512800
OG0015386	CARHR229450	Ag033G3518800
OG0015387	CARHR229420	Ag033G3519700
OG0015388	CARHR228990	Ag033G3533400
OG0015389	CARHR226660	Ag033G3549900
OG0015390	CARHR226870	Ag033G3568500
OG0015391	CARHR227130	Ag033G3578600
OG0015392	CARHR227300	Ag033G3583700
OG0015393	CARHR227360	Ag033G3587500
OG0015394	CARHR227420	Ag033G3589800
OG0015395	CARHR227490	Ag033G3591800
OG0015396	CARHR227510	Ag033G3592200
OG0015397	CARHR227750	Ag033G3601000
OG0015398	CARHR227760	Ag033G3601100
OG0015399	CARHR227800	Ag033G3601500
OG0015400	CARHR227870	Ag033G3604000
OG0015401	CARHR227900	Ag033G3604300
OG0015402	CARHR227930	Ag033G3604700
OG0015403	CARHR227940	Ag033G3604800
OG0015404	CARHR290280	Ag033G3610600
OG0015405	CARHR228170	Ag033G3612200, Ag064G5104200, Ag064G5104100
OG0015406	CARHR228180	Ag033G3612300
OG0015407	CARHR228320	Ag033G3614300
OG0015408	CARHR228390	Ag033G3615300
OG0015409	CARHR143870	Ag033G3616900
OG0015410	CARHR228520	Ag033G3621500
OG0015411	CARHR228530	Ag033G3622600
OG0015412	CARHR035770	Ag033G3624300, Ag033G3624200
OG0015413	CARHR228640	Ag033G3624900
OG0015414	CARHR226480	Ag033G3642000
OG0015415	CARHR226380	Ag033G3645600
OG0015416	CARHR007100	Ag027G3028400
OG0015416	CARHR182210, CARHR185720	Ag002G0129100, Ag034G3922100, Ag034G3741200, Ag034G3741400, Ag016G2359300
OG0015417	CARHR185890	Ag028G3080300, Ag026G2981700
OG0015418	CARHR047740	Ag028G3081400, Ag026G2981200
OG0015419	CARHR284920	Ag028G3081700
OG0015420	CARHR285100	Ag028G3083400, Ag026G2980100
OG0015421	CARHR222710	Ag031G3138000
OG0015422	CARHR222890	Ag031G3139500
OG0015423	CARHR223060	Ag031G3140400
OG0015424	CARHR222740	Ag031G3140700
OG0015425	CARHR223090	Ag031G3140900
OG0015426	CARHR223230	Ag031G3142900
OG0015427	CARHR223400	Ag031G3144100
OG0015428	CARHR223420	Ag031G3144300
OG0015429	CARHR223580	Ag031G3146200
OG0015430	CARHR075000	Ag031G3150000
OG0015431	CARHR075070	Ag031G3151100
OG0015432	CARHR075090	Ag031G3151400
OG0015433	CARHR075110	Ag031G3151600
OG0015434	CARHR075210	Ag031G3152500
OG0015435	CARHR075360	Ag031G3154200
OG0015436	CARHR075440	Ag031G3155100
OG0015437	CARHR281150	Ag031G3158400
OG0015438	CARHR281220	Ag031G3159400
OG0015439	CARHR034750	Ag031G3160700
OG0015440	CARHR070850	Ag031G3162700
OG0015441	CARHR281410	Ag031G3163300
OG0015442	CARHR147050	Ag031G3163900
OG0015443	CARHR281560	Ag031G3165000
OG0015444	CARHR281580	Ag031G3165200
OG0015445	CARHR281660	Ag031G3166000
OG0015446	CARHR281710	Ag031G3166500
OG0015447	CARHR291420	Ag031G3168300
OG0015448	CARHR291430	Ag031G3168400
OG0015449	CARHR291440	Ag031G3168500
OG0015450	CARHR291480	Ag031G3168900
OG0015451	CARHR291500	Ag031G3169100
OG0015452	CARHR291560	Ag031G3169800
OG0015453	CARHR291570	Ag031G3170000
OG0015454	CARHR291650	Ag031G3170800
OG0015455	CARHR291640	Ag031G3170900
OG0015456	CARHR173430	Ag031G3173200
OG0015457	CARHR173400	Ag031G3173600
OG0015458	CARHR173260	Ag031G3175500
OG0015459	CARHR173140	Ag014G1800900, Ag031G3176300
OG0015460	CARHR173090	Ag031G3176900
OG0015461	CARHR173050	Ag031G3177400
OG0015462	CARHR173000	Ag031G3178200
OG0015463	CARHR172890	Ag031G3179800
OG0015464	CARHR172700	Ag031G3183500
OG0015465	CARHR172690	Ag031G3183600
OG0015466	CARHR172570	Ag031G3188900
OG0015467	CARHR172540	Ag031G3189200
OG0015468	CARHR172370	Ag031G3193000
OG0015470	CARHR172210	Ag031G3196700
OG0015471	CARHR172170	Ag031G3197500
OG0015472	CARHR264790	Ag031G3200500
OG0015473	CARHR171970	Ag031G3203100
OG0015474	CARHR171870	Ag031G3205200
OG0015475	CARHR171830	Ag031G3206000
OG0015476	CARHR171750	Ag031G3208000
OG0015477	CARHR171460	Ag031G3213000, Ag031G3212700
OG0015478	CARHR171430	Ag031G3213200
OG0015479	CARHR171310	Ag031G3214700
OG0015480	CARHR171250	Ag031G3215400
OG0015481	CARHR171240	Ag031G3215500
OG0015482	CARHR115320	Ag031G3216300
OG0015483	CARHR170910	Ag031G3220500
OG0015484	CARHR170790	Ag031G3221900
OG0015485	CARHR170660	Ag031G3223700
OG0015486	CARHR026070	Ag031G3223900
OG0015487	CARHR170620	Ag031G3224200
OG0015488	CARHR170550	Ag031G3225600
OG0015489	CARHR170470	Ag031G3227200
OG0015490	CARHR170300	Ag031G3231800
OG0015491	CARHR170270	Ag031G3232300
OG0015492	CARHR170120	Ag031G3234900
OG0015493	CARHR169900	Ag031G3241200
OG0015494	CARHR169780	Ag031G3243100
OG0015495	CARHR169760	Ag031G3243200
OG0015496	CARHR103380	Ag031G3247400
OG0015497	CARHR169550	Ag031G3250500
OG0015498	CARHR169230	Ag031G3258600
OG0015500	CARHR169040	Ag031G3262000
OG0015501	CARHR168950	Ag031G3265400
OG0015502	CARHR168930	Ag031G3265600
OG0015503	CARHR168890	Ag031G3266000
OG0015504	CARHR168860	Ag031G3266400
OG0015505	CARHR168850	Ag031G3266500
OG0015506	CARHR168330	Ag031G3284600
OG0015507	CARHR168150	Ag031G3287500
OG0015508	CARHR168140	Ag031G3287600
OG0015509	CARHR168050, CARHR168080	Ag031G3289500
OG0015510	CARHR167930	Ag031G3292600
OG0015511	CARHR167810, CARHR167800	Ag031G3293900
OG0015512	CARHR167760	Ag031G3294200
OG0015513	CARHR167610	Ag031G3296400
OG0015514	CARHR237470, CARHR120310, CARHR237440	Ag031G3301100
OG0015515	CARHR115440	Ag031G3305400
OG0015516	CARHR167240	Ag031G3305500
OG0015517	CARHR166860	Ag031G3314200
OG0015518	CARHR166760	Ag031G3316600
OG0015519	CARHR166720	Ag031G3317600
OG0015520	CARHR150960	Ag031G3318300
OG0015521	CARHR166570	Ag031G3320700
OG0015522	CARHR166540	Ag031G3321000
OG0015523	CARHR166390	Ag031G3325600
OG0015524	CARHR166320	Ag031G3326200
OG0015525	CARHR166280	Ag031G3327600
OG0015526	CARHR166110	Ag031G3329900
OG0015527	CARHR166080	Ag031G3330200
OG0015528	CARHR166010	Ag031G3333000
OG0015529	CARHR165950	Ag031G3333500
OG0015530	CARHR165940	Ag031G3333600
OG0015531	CARHR165700	Ag031G3339700
OG0015532	CARHR047900	Ag002G0130400, Ag031G3344500
OG0015533	CARHR165400	Ag031G3345100
OG0015534	CARHR165370	Ag031G3346500
OG0015535	CARHR165310	Ag031G3347000
OG0015536	CARHR165260	Ag031G3353300
OG0015537	CARHR165230	Ag031G3353700
OG0015538	CARHR165190	Ag031G3354100
OG0015539	CARHR165170	Ag031G3354500
OG0015540	CARHR165080	Ag031G3357500
OG0015541	CARHR164970	Ag031G3359200
OG0015542	CARHR164910	Ag031G3360100
OG0015543	CARHR164860	Ag031G3360500
OG0015544	CARHR164850	Ag031G3360600
OG0015545	CARHR164780	Ag031G3362200
OG0015546	CARHR060740	Ag031G3363300
OG0015547	CARHR164550	Ag031G3365300
OG0015548	CARHR164500	Ag031G3365800
OG0015549	CARHR164400	Ag031G3368700
OG0015550	CARHR164360	Ag031G3369200
OG0015551	CARHR164320	Ag031G3370100
OG0015552	CARHR164300	Ag031G3370300
OG0015553	CARHR164290	Ag031G3370400
OG0015554	CARHR164160	Ag031G3373600
OG0015555	CARHR034830	Ag031G3379800
OG0015556	CARHR103070	Ag031G3381300
OG0015557	CARHR163870	Ag031G3382400
OG0015558	CARHR163840	Ag031G3383000
OG0015559	CARHR163780	Ag031G3384200, Ag031G3384300
OG0015560	CARHR163760	Ag031G3384600
OG0015561	CARHR163460	Ag031G3387700
OG0015562	CARHR111400	Ag031G3391700
OG0015563	CARHR162940	Ag031G3400100
OG0015564	CARHR162920	Ag031G3404400
OG0015565	CARHR162870	Ag031G3405000
OG0015566	CARHR162700	Ag031G3410600
OG0015567	CARHR162580	Ag031G3412600
OG0015568	CARHR162460	Ag031G3416200
OG0015569	CARHR162430	Ag031G3416500
OG0015570	CARHR162280	Ag031G3417900
OG0015571	CARHR266990	Ag020G2563100
OG0015572	CARHR266910	Ag020G2564500
OG0015573	CARHR266590	Ag020G2571100
OG0015574	CARHR266570	Ag020G2572200
OG0015575	CARHR266360	Ag020G2575000
OG0015576	CARHR266350	Ag020G2575100
OG0015577	CARHR290690	Ag025G2904400, Ag053G4871900
OG0015578	CARHR100590	Ag029G3087700
OG0015579	CARHR100600	Ag029G3087800
OG0015580	CARHR100670	Ag029G3088900
OG0015581	CARHR100790	Ag029G3094500
OG0015582	CARHR100870	Ag029G3094800
OG0015583	CARHR101060	Ag029G3098200
OG0015584	CARHR101080	Ag029G3098700
OG0015585	CARHR101170	Ag029G3101000
OG0015586	CARHR101450	Ag029G3103500
OG0015587	CARHR101470	Ag029G3103700
OG0015588	CARHR101560	Ag029G3105200
OG0015589	CARHR101570	Ag029G3105300
OG0015590	CARHR101730	Ag029G3107300
OG0015591	CARHR101740	Ag029G3107400
OG0015592	CARHR102210	Ag029G3110400
OG0015593	CARHR102220	Ag029G3110500
OG0015594	CARHR102420	Ag029G3112400
OG0015595	CARHR102490	Ag029G3113100
OG0015596	CARHR102500	Ag029G3113200
OG0015597	CARHR102750	Ag029G3114600
OG0015598	CARHR102830	Ag029G3115000
OG0015599	CARHR102970	Ag029G3116100
OG0015600	CARHR103010	Ag029G3116200
OG0015601	CARHR103100	Ag029G3117800
OG0015602	CARHR103360	Ag029G3118900
OG0015603	CARHR098710	Ag029G3119100
OG0015604	CARHR103520	Ag029G3120200
OG0015605	CARHR100420	Ag095G5469900
OG0015606	CARHR058940	Ag067G5174200
OG0015607	CARHR059460	Ag067G5177500
OG0015608	CARHR059560	Ag067G5179600
OG0015609	CARHR059670	Ag067G5181600
OG0015610	CARHR059780	Ag067G5183300
OG0015611	CARHR059920	Ag067G5185800
OG0015612	CARHR060060	Ag067G5187200
OG0015613	CARHR060080	Ag067G5187300
OG0015614	CARHR060460	Ag067G5194200
OG0015615	CARHR060550	Ag067G5195400
OG0015616	CARHR060680	Ag067G5197100
OG0015617	CARHR060760	Ag067G5198100
OG0015618	CARHR060870	Ag067G5200600
OG0015619	CARHR060910	Ag067G5201100
OG0015620	CARHR260060	Ag081G5398400
OG0015621	CARHR184070	Ag081G5400200
OG0015622	CARHR182940	Ag081G5400500
OG0015623	CARHR182950	Ag081G5400800
OG0015624	CARHR183310	Ag081G5403100
OG0015625	CARHR291970	Ag081G5403300
OG0015626	CARHR108580	Ag042G4379300
OG0015627	CARHR217070	Ag042G4380300
OG0015628	CARHR108770	Ag042G4386700
OG0015629	CARHR108880	Ag042G4387200
OG0015630	CARHR108960	Ag042G4388900
OG0015631	CARHR109010	Ag042G4390300
OG0015632	CARHR109060	Ag042G4391100
OG0015633	CARHR109140	Ag042G4392400
OG0015634	CARHR109440	Ag042G4403100
OG0015635	CARHR109460	Ag042G4403500
OG0015636	CARHR109510	Ag042G4405800
OG0015637	CARHR109780	Ag042G4416500
OG0015638	CARHR109830	Ag042G4418200
OG0015639	CARHR109870	Ag042G4420400
OG0015640	CARHR136300	Ag039G4182300
OG0015641	CARHR136210	Ag039G4185100
OG0015642	CARHR136160	Ag039G4186200
OG0015643	CARHR136080	Ag039G4189300
OG0015644	CARHR136040	Ag039G4190000
OG0015645	CARHR152570	Ag039G4191100
OG0015646	CARHR135960	Ag039G4192100
OG0015647	CARHR135800	Ag039G4195600
OG0015648	CARHR135770	Ag039G4196200
OG0015649	CARHR135470	Ag039G4206400
OG0015650	CARHR212550	Ag039G4210200
OG0015651	CARHR135350	Ag039G4210300
OG0015652	CARHR135330	Ag039G4211700
OG0015653	CARHR135080	Ag039G4217700
OG0015654	CARHR134870	Ag039G4224400
OG0015655	CARHR134840	Ag039G4224800
OG0015656	CARHR134830	Ag039G4224900
OG0015657	CARHR134800	Ag039G4225600
OG0015658	CARHR134510	Ag039G4236800
OG0015659	CARHR134490	Ag039G4237100
OG0015660	CARHR134420	Ag039G4240100
OG0015661	CARHR134280	Ag039G4244300
OG0015662	CARHR133850	Ag039G4254600
OG0015663	CARHR133700	Ag039G4260700
OG0015664	CARHR133620	Ag039G4263200
OG0015665	CARHR287100	Ag039G4265200
OG0015666	CARHR133580	Ag039G4266700
OG0015667	CARHR292910, CARHR133560	Ag039G4266900
OG0015668	CARHR133410	Ag039G4270700
OG0015669	CARHR133330	Ag039G4272100
OG0015670	CARHR133260	Ag039G4274700
OG0015671	CARHR144210	Ag039G4276300
OG0015672	CARHR133230, CARHR035360	Ag039G4277600
OG0015673	CARHR133030	Ag039G4282700
OG0015674	CARHR132960	Ag039G4284400
OG0015675	CARHR132760	Ag039G4289400
OG0015676	CARHR132730	Ag039G4289700
OG0015677	CARHR132720	Ag039G4289800
OG0015678	CARHR259750	Ag039G4290800
OG0015679	CARHR132620	Ag039G4292100
OG0015680	CARHR131730	Ag039G4297100
OG0015681	CARHR131770	Ag039G4299600
OG0015682	CARHR152710	Ag039G4302600
OG0015683	CARHR131920	Ag039G4305800
OG0015684	CARHR131940	Ag039G4306500
OG0015685	CARHR132250	Ag039G4314800
OG0015686	CARHR132350	Ag039G4317200
OG0015687	CARHR132360	Ag039G4318000
OG0015688	CARHR131710	Ag039G4319100
OG0015689	CARHR131610	Ag039G4321600
OG0015690	CARHR131600	Ag039G4322300
OG0015691	CARHR131510	Ag039G4324600
OG0015692	CARHR131490	Ag039G4324900
OG0015693	CARHR131420	Ag039G4327800
OG0015694	CARHR131340	Ag039G4331600
OG0015695	CARHR253600	Ag066G5131000
OG0015696	CARHR253140	Ag066G5141000
OG0015697	CARHR253150	Ag066G5141100
OG0015698	CARHR253090	Ag066G5141900
OG0015699	CARHR253040	Ag066G5142400
OG0015700	CARHR252930	Ag066G5145500
OG0015701	CARHR180910	Ag066G5150400
OG0015703	CARHR254130	Ag030G3125300, Ag021G2626400
OG0015704	CARHR180720	Ag030G3128100
OG0015705	CARHR254430	Ag030G3130200
OG0015706	CARHR253740	Ag030G3136900
OG0015707	CARHR112150	Ag015G2179200
OG0015708	CARHR112250	Ag015G2180100
OG0015709	CARHR112270	Ag015G2181000
OG0015710	CARHR112450	Ag015G2183100
OG0015711	CARHR112610	Ag015G2184400
OG0015712	CARHR112630	Ag015G2184600
OG0015713	CARHR113040	Ag015G2187500
OG0015714	CARHR113050, CARHR113060	Ag015G2187600
OG0015715	CARHR113210	Ag015G2188200
OG0015716	CARHR113490	Ag015G2190400
OG0015717	CARHR113630	Ag015G2192500
OG0015718	CARHR113760	Ag015G2193900
OG0015719	CARHR114150	Ag015G2197000
OG0015720	CARHR114450	Ag015G2198200
OG0015721	CARHR292960	Ag015G2198800
OG0015722	CARHR293000	Ag015G2199400
OG0015723	CARHR293010	Ag015G2199500
OG0015724	CARHR293100	Ag015G2199900
OG0015725	CARHR184860	Ag015G2200800
OG0015726	CARHR115890	Ag015G2206700
OG0015727	CARHR115980	Ag015G2206800
OG0015728	CARHR287330	Ag015G2209500
OG0015729	CARHR114820	Ag015G2209600
OG0015730	CARHR116800	Ag015G2214100
OG0015731	CARHR115040	Ag015G2215100
OG0015732	CARHR115230	Ag015G2215600
OG0015733	CARHR115020	Ag015G2216000
OG0015734	CARHR294580	Ag015G2216200
OG0015735	CARHR115100	Ag015G2218300
OG0015736	CARHR114530	Ag015G2219600
OG0015737	CARHR117720	Ag015G2222000
OG0015738	CARHR115680	Ag015G2234900
OG0015739	CARHR035390	Ag015G2235600
OG0015740	CARHR035330	Ag015G2236300
OG0015741	CARHR035580	Ag015G2238800
OG0015742	CARHR035760	Ag015G2241300
OG0015743	CARHR035810	Ag015G2241800
OG0015744	CARHR035910	Ag015G2242900
OG0015745	CARHR034780	Ag015G2249600
OG0015746	CARHR034990	Ag015G2252500
OG0015747	CARHR034980	Ag015G2252600
OG0015748	CARHR034670	Ag015G2254400
OG0015749	CARHR034470	Ag015G2257600
OG0015750	CARHR034260	Ag015G2258600
OG0015751	CARHR034250	Ag015G2258700
OG0015752	CARHR034180	Ag015G2259800
OG0015753	CARHR033940	Ag015G2262800
OG0015754	CARHR033900	Ag015G2263100
OG0015755	CARHR033860	Ag015G2264100
OG0015756	CARHR033850	Ag015G2264200
OG0015757	CARHR033840	Ag015G2264600
OG0015758	CARHR033780	Ag015G2265400
OG0015759	CARHR033740	Ag052G4868400, Ag015G2266300
OG0015760	CARHR033710	Ag052G4868100, Ag015G2266600
OG0015761	CARHR032880	Ag052G4859500, Ag015G2277700
OG0015762	CARHR259660	Ag021G2584700, Ag026G2998300
OG0015763	CARHR259580	Ag021G2586300, Ag026G2996400
OG0015764	CARHR259780	Ag021G2594600, Ag026G2987900
OG0015766	CARHR261110	Ag021G2599500
OG0015767	CARHR261210	Ag021G2599800
OG0015768	CARHR261230	Ag021G2600000
OG0015769	CARHR256650	Ag021G2600900
OG0015770	CARHR256640	Ag021G2601400
OG0015771	CARHR256620	Ag021G2601500
OG0015772	CARHR256370	Ag021G2602500
OG0015773	CARHR256310	Ag021G2602900
OG0015774	CARHR256180	Ag021G2603900
OG0015775	CARHR255960	Ag021G2606100
OG0015776	CARHR255690	Ag021G2609900
OG0015777	CARHR255670	Ag021G2610200
OG0015778	CARHR255630	Ag021G2610700
OG0015779	CARHR255460	Ag021G2613800
OG0015780	CARHR255400	Ag021G2614600
OG0015781	CARHR255350	Ag021G2615300
OG0015782	CARHR255310	Ag021G2616000
OG0015783	CARHR255110	Ag021G2618700
OG0015784	CARHR255100	Ag021G2618800
OG0015785	CARHR254840	Ag021G2621300
OG0015786	CARHR254730	Ag021G2623100
OG0015787	CARHR254700	Ag021G2623700
OG0015788	CARHR254690	Ag021G2623800
OG0015789	CARHR193780	Ag038G4147000
OG0015790	CARHR187130	Ag038G4153300
OG0015791	CARHR115260	Ag038G4155400
OG0015792	CARHR183670	Ag038G4158600
OG0015793	CARHR186840	Ag038G4159100
OG0015794	CARHR186720	Ag038G4159900
OG0015795	CARHR186710	Ag038G4160800
OG0015796	CARHR186640	Ag038G4162900
OG0015797	CARHR186230	Ag038G4168700
OG0015798	CARHR185990	Ag038G4172600
OG0015799	CARHR185980	Ag038G4172700
OG0015800	CARHR185010	Ag038G4178000
OG0015802	CARHR110420	Ag088G5427500
OG0015803	CARHR110480	Ag088G5429200
OG0015804	CARHR110630	Ag088G5431800
OG0015805	CARHR110640	Ag088G5431900
OG0015806	CARHR110750	Ag088G5433800
OG0015807	CARHR111450	Ag088G5438100
OG0015808	CARHR111050	Ag088G5438200
OG0015809	CARHR159850	Ag088G5442500
OG0015810	CARHR238930	Ag011G1266200, Ag089G5448600
OG0015811	CARHR154260	Ag089G5451300
OG0015812	CARHR154150	Ag089G5451900
OG0015813	CARHR149890	Ag089G5452600
OG0015814	CARHR143460	Ag003G0279000
OG0015815	CARHR143400	Ag003G0279500
OG0015816	CARHR143350	Ag003G0279900
OG0015817	CARHR143220	Ag003G0281200
OG0015818	CARHR143160	Ag003G0281800
OG0015819	CARHR143140	Ag003G0282000
OG0015820	CARHR143130	Ag003G0282100
OG0015821	CARHR143070	Ag003G0283000
OG0015822	CARHR143000	Ag003G0284000
OG0015823	CARHR142950	Ag003G0284600
OG0015824	CARHR142470	Ag003G0296000
OG0015825	CARHR142430	Ag003G0296300
OG0015826	CARHR142300	Ag003G0297900
OG0015827	CARHR142270	Ag003G0298300
OG0015828	CARHR142250	Ag003G0298500
OG0015829	CARHR142230	Ag003G0298800
OG0015830	CARHR142050	Ag003G0301600
OG0015831	CARHR141980	Ag003G0303100
OG0015832	CARHR141630	Ag003G0307300
OG0015833	CARHR141360	Ag003G0311200
OG0015834	CARHR141150	Ag003G0313300
OG0015835	CARHR140930	Ag003G0317400
OG0015836	CARHR140840	Ag003G0318800
OG0015837	CARHR140830	Ag003G0318900
OG0015838	CARHR140810	Ag003G0319100
OG0015839	CARHR140460	Ag003G0324500
OG0015840	CARHR140440	Ag003G0325100
OG0015841	CARHR140400	Ag003G0326000
OG0015842	CARHR140370	Ag003G0326300
OG0015843	CARHR108440	Ag003G0326800
OG0015844	CARHR140290	Ag003G0328700
OG0015845	CARHR140270	Ag003G0328900
OG0015846	CARHR140200	Ag003G0329300
OG0015847	CARHR140160	Ag003G0331100
OG0015848	CARHR140110	Ag003G0332100
OG0015849	CARHR251980	Ag014G2057600, Ag003G0333400
OG0015850	CARHR139980	Ag003G0334700
OG0015851	CARHR139930	Ag003G0336500
OG0015852	CARHR139520	Ag003G0344800
OG0015853	CARHR139160	Ag003G0349900
OG0015854	CARHR139050	Ag003G0351500
OG0015855	CARHR138910	Ag003G0355600
OG0015856	CARHR138670	Ag003G0361200
OG0015857	CARHR138550	Ag003G0363200
OG0015858	CARHR138470	Ag003G0363900
OG0015859	CARHR138400	Ag003G0366400
OG0015860	CARHR138310	Ag003G0367200
OG0015861	CARHR138150	Ag003G0370600
OG0015862	CARHR138020	Ag003G0372600
OG0015863	CARHR137970	Ag003G0374000, Ag003G0373000, Ag003G0373200
OG0015865	CARHR137930	Ag003G0375300
OG0015866	CARHR137840	Ag003G0377200
OG0015867	CARHR137780	Ag003G0380800
OG0015868	CARHR137770	Ag003G0380900
OG0015869	CARHR137730	Ag003G0381800
OG0015870	CARHR137290	Ag003G0394100
OG0015871	CARHR137070	Ag003G0397900
OG0015872	CARHR136830	Ag003G0401500
OG0015873	CARHR136960	Ag003G0404900
OG0015874	CARHR136980	Ag003G0405100
OG0015875	CARHR136990	Ag003G0405200
OG0015876	CARHR136680	Ag003G0407800
OG0015877	CARHR136650	Ag003G0408400
OG0015878	CARHR136560	Ag003G0411100
OG0015879	CARHR173970	Ag037G4125700, Ag016G2329100
OG0015880	CARHR174430	Ag037G4137900, Ag016G2316500
OG0015881	CARHR075820	Ag014G1773000
OG0015882	CARHR075830	Ag014G1773100
OG0015883	CARHR075860	Ag014G1773600
OG0015884	CARHR075880	Ag014G1773800
OG0015885	CARHR075990	Ag014G1775000
OG0015886	CARHR076010	Ag014G1775300
OG0015887	CARHR076070	Ag014G1776800
OG0015888	CARHR076080	Ag014G1776900
OG0015889	CARHR076090	Ag014G1777000
OG0015890	CARHR076150	Ag014G1777700
OG0015891	CARHR076250	Ag014G1778800
OG0015892	CARHR076260	Ag014G1778900
OG0015893	CARHR076420	Ag014G1783200
OG0015894	CARHR076540	Ag014G1785000
OG0015895	CARHR076690	Ag014G1788500, Ag014G1786900
OG0015896	CARHR076700	Ag014G1789200
OG0015897	CARHR076710	Ag014G1790000
OG0015898	CARHR076720	Ag014G1790100
OG0015900	CARHR076830	Ag014G1791600
OG0015901	CARHR076950	Ag014G1793200
OG0015902	CARHR077020	Ag014G1794700
OG0015903	CARHR077030	Ag014G1794900
OG0015904	CARHR077210	Ag014G1797100
OG0015905	CARHR077290	Ag014G1798000
OG0015906	CARHR077530	Ag014G1803400
OG0015907	CARHR077730	Ag014G1806500
OG0015908	CARHR077800	Ag014G1807400
OG0015909	CARHR077840	Ag014G1808000
OG0015910	CARHR078000	Ag014G1810900
OG0015911	CARHR078020	Ag014G1811100
OG0015912	CARHR078110	Ag014G1812000
OG0015913	CARHR078140	Ag014G1812700
OG0015914	CARHR078260	Ag014G1814500
OG0015915	CARHR078270	Ag014G1814600
OG0015916	CARHR078410	Ag014G1816100
OG0015917	CARHR078530	Ag014G1817600
OG0015918	CARHR078690	Ag014G1819200
OG0015919	CARHR079060	Ag014G1824500
OG0015920	CARHR079120, CARHR079110	Ag014G1824900
OG0015921	CARHR079510	Ag014G1830500
OG0015922	CARHR079550	Ag014G1831000
OG0015923	CARHR079610	Ag014G1831700
OG0015924	CARHR079750	Ag014G1833900
OG0015925	CARHR286880	Ag014G1834000
OG0015926	CARHR079900	Ag014G1837300
OG0015927	CARHR080080	Ag014G1839500
OG0015928	CARHR080170	Ag014G1841700
OG0015929	CARHR080210	Ag014G1842300
OG0015930	CARHR080230	Ag014G1842500
OG0015931	CARHR080270	Ag014G1843300
OG0015932	CARHR080290	Ag014G1843600
OG0015933	CARHR215460	Ag014G1844400, Ag014G1844100
OG0015934	CARHR080650	Ag014G1850300
OG0015936	CARHR080900	Ag014G1855000
OG0015937	CARHR080960	Ag014G1855700
OG0015938	CARHR080970	Ag014G1856000
OG0015939	CARHR103050	Ag014G1859400
OG0015940	CARHR081450	Ag014G1862100
OG0015941	CARHR081560	Ag014G1863500
OG0015942	CARHR081620	Ag014G1864700
OG0015943	CARHR081650	Ag014G1865000
OG0015944	CARHR082130	Ag014G1873300
OG0015945	CARHR082230	Ag014G1874300
OG0015946	CARHR082260	Ag014G1874600
OG0015947	CARHR082320	Ag014G1875200
OG0015948	CARHR082340	Ag014G1875400
OG0015949	CARHR082380	Ag014G1875800
OG0015950	CARHR082410	Ag014G1876400
OG0015951	CARHR082490	Ag014G1877200
OG0015952	CARHR082580	Ag014G1878100
OG0015953	CARHR082600	Ag014G1878200
OG0015954	CARHR082760	Ag014G1880000
OG0015955	CARHR082960	Ag014G1882700
OG0015956	CARHR083310	Ag014G1886800
OG0015957	CARHR083330	Ag014G1887100
OG0015958	CARHR083400	Ag014G1888300
OG0015959	CARHR083420	Ag014G1888500
OG0015960	CARHR083450	Ag014G1888700
OG0015961	CARHR083550	Ag014G1891300
OG0015962	CARHR083560	Ag014G1891500
OG0015963	CARHR083600	Ag014G1891800
OG0015964	CARHR083670	Ag014G1893400
OG0015965	CARHR083860	Ag014G1897700
OG0015966	CARHR083940	Ag014G1898700
OG0015967	CARHR083990	Ag014G1899200
OG0015968	CARHR084050	Ag014G1900200
OG0015969	CARHR084110	Ag014G1900700
OG0015970	CARHR084140	Ag014G1901400
OG0015971	CARHR084150	Ag014G1901600
OG0015972	CARHR084360	Ag014G1903500
OG0015973	CARHR084370	Ag014G1903600
OG0015974	CARHR084420	Ag014G1904600
OG0015975	CARHR084560	Ag014G1907200
OG0015976	CARHR084570	Ag014G1907300
OG0015977	CARHR061290	Ag014G1907800
OG0015978	CARHR084710	Ag014G1908900
OG0015979	CARHR084800	Ag014G1909700
OG0015980	CARHR084840	Ag014G1910200
OG0015981	CARHR084880	Ag014G1910700
OG0015982	CARHR084890	Ag014G1910800
OG0015983	CARHR085010	Ag014G1912900
OG0015984	CARHR085250	Ag014G1919800
OG0015985	CARHR085270	Ag014G1920000
OG0015986	CARHR085280	Ag014G1920100
OG0015987	CARHR085410	Ag014G1922200
OG0015988	CARHR085520	Ag014G1924600
OG0015989	CARHR085630	Ag014G1925800
OG0015990	CARHR085730	Ag014G1929200
OG0015991	CARHR085820	Ag014G1931000
