Orthogroup	Cardamine_hirsuta	Arabidopsis_thaliana
OG0017630	CARHR136890	AT2G41810.1
OG0017631	CARHR174120	AT5G47240.2
OG0017632	CARHR076100	AT3G02130.1
OG0017633	CARHR076180	AT3G02210.1
OG0017634	CARHR076650	AT3G02645.1
OG0017635	CARHR076890	AT3G02875.1
OG0017636	CARHR076920	AT3G02890.1
OG0017637	CARHR174190	AT5G47170.1, AT1G01130.1
OG0017638	CARHR077340	AT3G03305.1
OG0017639	CARHR077350	AT3G03310.1
OG0017640	CARHR077470	AT3G03450.1
OG0017641	CARHR077600	AT3G03590.1
OG0017642	CARHR077690	AT3G03640.1
OG0017643	CARHR280970	AT5G65650.1
OG0017644	CARHR078770	AT3G04590.2
OG0017645	CARHR078990	AT3G04740.1
OG0017647	CARHR079470	AT3G05150.2
OG0017648	CARHR079580	AT3G05240.1
OG0017649	CARHR079860	AT3G05480.3
OG0017651	CARHR080540	AT3G06040.1
OG0017652	CARHR026430	AT1G24650.1
OG0017653	CARHR080880	AT3G06360.1
OG0017654	CARHR080990	AT3G06450.1
OG0017655	CARHR081040	AT3G06500.1
OG0017656	CARHR081110	AT3G06560.1, AT5G02670.1
OG0017657	CARHR081190	AT3G66652.1
OG0017658	CARHR081460	AT3G06850.1
OG0017659	CARHR081550	AT3G06950.1
OG0017660	CARHR081750	AT3G07150.1
OG0017661	CARHR081990	AT3G07340.1
OG0017662	CARHR082050	AT3G07410.1
OG0017663	CARHR082400	AT3G07690.1
OG0017664	CARHR192690	AT5G20140.2
OG0017665	CARHR082630	AT3G07900.1
OG0017666	CARHR082730	AT3G07990.1
OG0017667	CARHR082750	AT3G08020.1
OG0017668	CARHR083110	AT3G08790.1
OG0017669	CARHR083140	AT3G08820.1
OG0017670	CARHR083190	AT3G08870.2
OG0017671	CARHR103250	AT2G05580.1
OG0017672	CARHR083960	AT3G09550.2
OG0017673	CARHR084070	AT3G09660.1
OG0017674	CARHR084160	AT3G09735.1
OG0017675	CARHR084230	AT3G09780.1
OG0017676	CARHR084530	AT3G10030.1
OG0017677	CARHR084650	AT3G10185.1
OG0017678	CARHR084700	AT3G10210.1
OG0017679	CARHR084720	AT3G10230.1
OG0017680	CARHR084870	AT3G10390.3
OG0017681	CARHR085200	AT3G10620.1
OG0017682	CARHR085400	AT3G10820.2
OG0017683	CARHR086020	AT3G11460.1
OG0017684	CARHR087040	AT3G12540.1
OG0017685	CARHR087070	AT3G12570.1
OG0017686	CARHR087340	AT3G12810.1
OG0017687	CARHR087750	AT3G13170.1
OG0017688	CARHR087940	AT3G13330.1
OG0017689	CARHR088230	AT3G13560.1
OG0017690	CARHR088420	AT3G13682.1
OG0017691	CARHR088490	AT3G13770.1
OG0017692	CARHR088520	AT3G13782.1
OG0017693	CARHR088910	AT3G14067.1
OG0017694	CARHR088950	AT3G14090.1
OG0017695	CARHR089460	AT3G14330.1
OG0017696	CARHR089530	AT3G14570.1
OG0017697	CARHR089540	AT3G14580.1
OG0017699	CARHR090010	AT3G15050.1
OG0017700	CARHR090110	AT3G15130.1
OG0017701	CARHR090120	AT3G15140.1
OG0017702	CARHR090140	AT3G15160.1
OG0017705	CARHR090680	AT3G15605.4
OG0017706	CARHR090720	AT3G15630.1
OG0017707	CARHR091320	AT3G16160.1
OG0017708	CARHR091500	AT3G16290.1
OG0017709	CARHR092010	AT3G16760.1
OG0017710	CARHR092040	AT3G16785.4
OG0017711	CARHR092900	AT3G17590.2
OG0017712	CARHR093220	AT3G17880.1
OG0017713	CARHR233600	AT4G26090.1
OG0017714	CARHR094090	AT3G18715.1
OG0017715	CARHR095170	AT3G19690.1
OG0017716	CARHR095250	AT3G19720.1
OG0017717	CARHR095260	AT3G19740.1
OG0017718	CARHR003970	AT1G04620.1
OG0017719	CARHR095320	AT3G19810.1
OG0017720	CARHR217250	AT5G35170.1
OG0017721	CARHR096620	AT3G20790.1
OG0017723	CARHR262320	AT5G39865.1
OG0017724	CARHR262420	AT5G39820.1
OG0017725	CARHR262710	AT5G39580.1
OG0017726	CARHR262950	AT5G39410.1
OG0017727	CARHR291850	AT5G38460.1
OG0017728	CARHR291860	AT5G38450.1
OG0017729	CARHR215140	AT5G37690.1
OG0017730	CARHR215160	AT5G37670.1
OG0017731	CARHR215190	AT5G37660.2
OG0017732	CARHR215350	AT5G37550.1
OG0017733	CARHR215880, CARHR215870	AT5G37180.1
OG0017734	CARHR216430	AT5G36740.1, AT5G36670.1
OG0017735	CARHR099700	AT3G23710.1
OG0017736	CARHR099170	AT3G23220.1
OG0017737	CARHR099080	AT3G23150.1
OG0017738	CARHR098920	AT3G22980.1
OG0017739	CARHR098360	AT3G22450.1
OG0017740	CARHR098100	AT3G22210.1
OG0017741	CARHR098020, CARHR098030	AT3G22150.1
OG0017742	CARHR097920	AT3G22060.1
OG0017743	CARHR020670	AT1G20160.1
OG0017744	CARHR097400	AT3G21430.2
OG0017745	CARHR097230	AT3G21300.1
OG0017746	CARHR238030	AT4G30130.1
OG0017748	CARHR238010	AT4G30100.1
OG0017749	CARHR238000	AT4G30090.1
OG0017751	CARHR237890	AT4G29980.1
OG0017752	CARHR275630	AT5G61865.1
OG0017753	CARHR058220	AT1G66340.1
OG0017754	CARHR057470	AT1G65650.1
OG0017755	CARHR057340	AT1G65590.1
OG0017756	CARHR056450, CARHR057330	AT1G65000.1
OG0017757	CARHR056850	AT1G65240.1
OG0017758	CARHR056900	AT1G65260.1
OG0017759	CARHR057090	AT1G65430.1
OG0017760	CARHR268340	AT5G55000.2
OG0017761	CARHR055620	AT1G54530.1
OG0017762	CARHR055630	AT1G54540.1
OG0017763	CARHR055920	AT1G54790.2
OG0017764	CARHR181680, CARHR056070	AT1G54890.1
OG0017765	CARHR193960	AT5G19030.1
OG0017766	CARHR194100	AT5G18920.2
OG0017767	CARHR194450	AT5G18570.1
OG0017768	CARHR194820	AT5G18240.1
OG0017770	CARHR185300	AT5G28690.1
OG0017771	CARHR183620	AT5G48460.1
OG0017772	CARHR110330	AT2G19900.1
OG0017773	CARHR161900	AT3G52155.1
OG0017774	CARHR161660	AT3G52030.1
OG0017775	CARHR160820	AT3G51240.1
OG0017776	CARHR160810	AT3G51230.1
OG0017777	CARHR000170	AT1G02150.1
OG0017778	CARHR000220	AT1G02110.1
OG0017779	CARHR000280	AT1G02060.1
OG0017780	CARHR000490	AT1G01840.1
OG0017781	CARHR000560	AT1G01760.3
OG0017782	CARHR000620	AT1G01720.1
OG0017783	CARHR259160	AT5G49680.2
OG0017784	CARHR001650	AT1G02335.1
OG0017785	CARHR001690	AT1G02370.1
OG0017786	CARHR002520	AT1G03180.1
OG0017787	CARHR002700, CARHR002630	AT1G03320.1
OG0017788	CARHR003030	AT1G03700.1
OG0017789	CARHR003330	AT1G03982.1
OG0017790	CARHR003340	AT1G03990.1
OG0017791	CARHR003440	AT1G04100.1
OG0017792	CARHR003480	AT1G04130.1
OG0017793	CARHR003530	AT1G04200.1
OG0017794	CARHR003710, CARHR102190	AT1G04380.1
OG0017795	CARHR004230	AT1G04840.1
OG0017796	CARHR004410	AT1G04990.1
OG0017798	CARHR184180	AT5G48160.1
OG0017799	CARHR004820	AT1G05330.1
OG0017800	CARHR004900	AT1G05385.1
OG0017801	CARHR005090	AT1G05590.1
OG0017802	CARHR005210	AT1G05690.1
OG0017803	CARHR005380	AT1G05835.1
OG0017804	CARHR005460	AT1G05900.2
OG0017805	CARHR005570	AT1G06050.1
OG0017806	CARHR005670	AT1G06140.1
OG0017807	CARHR005780	AT1G06240.1
OG0017808	CARHR005890	AT1G06330.1
OG0017810	CARHR006960	AT1G07240.1
OG0017811	CARHR007030	AT1G07320.1
OG0017812	CARHR007480	AT1G07705.2
OG0017813	CARHR007670	AT1G07860.1
OG0017814	CARHR007690	AT1G07880.2
OG0017815	CARHR008230	AT1G08350.2
OG0017816	CARHR265490	AT5G52520.1
OG0017817	CARHR008340	AT1G08460.1
OG0017818	CARHR008430	AT1G08530.1
OG0017819	CARHR009010	AT1G09140.1
OG0017820	CARHR009190	AT1G09230.1
OG0017821	CARHR009250	AT1G09280.1
OG0017822	CARHR009270	AT1G09300.1
OG0017823	CARHR178500, CARHR178520	AT1G09360.1
OG0017824	CARHR009350	AT1G09390.1
OG0017825	CARHR009380	AT1G09420.2
OG0017826	CARHR009830	AT1G09820.1
OG0017827	CARHR010280	AT1G10180.1
OG0017828	CARHR010440	AT1G10310.1
OG0017829	CARHR010520	AT1G10385.1
OG0017830	CARHR010970	AT1G10750.1
OG0017831	CARHR011010	AT1G10790.1
OG0017832	CARHR011050	AT1G10830.1
OG0017833	CARHR011080	AT1G10865.1
OG0017834	CARHR011180	AT1G10970.1
OG0017835	CARHR011600	AT1G11360.1
OG0017836	CARHR011760	AT1G11490.1
OG0017837	CARHR011940	AT1G11650.2
OG0017838	CARHR012310	AT1G11960.1
OG0017839	CARHR013180, CARHR120940	AT1G12850.1
OG0017840	CARHR013660	AT1G13280.1
OG0017841	CARHR116770	AT2G24940.1
OG0017842	CARHR013950	AT1G13610.1
OG0017843	CARHR014020	AT1G13640.1
OG0017844	CARHR014160	AT1G13770.1
OG0017845	CARHR014400	AT1G14030.1
OG0017846	CARHR014560	AT1G14160.1
OG0017847	CARHR014620	AT1G14205.1
OG0017848	CARHR014830	AT1G14390.1
OG0017849	CARHR015200	AT1G14686.1
OG0017850	CARHR015820	AT1G15290.1
OG0017851	CARHR016100	AT1G15540.3
OG0017852	CARHR016120	AT1G15570.1
OG0017853	CARHR016480	AT1G15980.1
OG0017854	CARHR016520	AT1G16020.1
OG0017855	CARHR016750	AT1G16280.1
OG0017856	CARHR017560	AT1G17030.1
OG0017857	CARHR017840	AT1G17230.2
OG0017858	CARHR017970	AT1G17370.1
OG0017859	CARHR018240, CARHR033600	AT1G17630.1
OG0017860	CARHR018440	AT1G17830.1
OG0017861	CARHR018550	AT1G17930.1
OG0017862	CARHR018920	AT1G18335.2
OG0017863	CARHR018950	AT1G18360.1
OG0017864	CARHR019110	AT1G18490.1
OG0017865	CARHR019170	AT1G18550.1
OG0017866	CARHR019210, CARHR274870	AT1G18590.1
OG0017867	CARHR019180	AT1G18560.1
OG0017868	CARHR019320	AT1G18700.5
OG0017869	CARHR019650	AT1G19025.1
OG0017870	CARHR019730	AT1G19130.1
OG0017871	CARHR020130	AT1G19580.1
OG0017872	CARHR020260	AT1G19730.1
OG0017873	CARHR217000	AT5G35690.1
OG0017874	CARHR021110	AT1G20650.1
OG0017875	CARHR021390	AT1G20925.1
OG0017876	CARHR021870	AT1G21510.1
OG0017877	CARHR022030	AT1G21680.1
OG0017878	CARHR022070	AT1G21710.1
OG0017879	CARHR022100	AT1G21722.1
OG0017880	CARHR022170	AT1G21790.1
OG0017881	CARHR022370	AT1G22020.1
OG0017882	CARHR022490	AT1G22140.1
OG0017883	CARHR022810	AT1G22470.1
OG0017884	CARHR022970	AT1G22600.1
OG0017885	CARHR023000	AT1G22630.1
OG0017886	CARHR023090	AT1G22730.1
OG0017887	CARHR032220	AT1G32870.3
OG0017888	CARHR023120	AT1G22760.1
OG0017889	CARHR023210	AT1G22860.1
OG0017890	CARHR290990	AT1G71790.1
OG0017891	CARHR291090	AT1G71697.1
OG0017892	CARHR064620	AT1G71340.1
OG0017893	CARHR064520	AT1G71220.3
OG0017894	CARHR064370	AT1G71080.1
OG0017895	CARHR064220	AT1G70950.1
OG0017896	CARHR023480	AT1G23100.1
OG0017897	CARHR064080	AT1G70820.1
OG0017898	CARHR064010	AT1G70750.1
OG0017899	CARHR063860	AT1G70630.3
OG0017900	CARHR063850	AT1G70620.3
OG0017901	CARHR063840	AT1G70610.1
OG0017902	CARHR063660	AT1G70500.1
OG0017903	CARHR032230	AT1G32900.1
OG0017904	CARHR032320, CARHR032350	AT1G33030.1
OG0017905	CARHR032390	AT1G33060.2
OG0017906	CARHR032620	AT1G33260.1
OG0017907	CARHR287640	AT5G41590.1
OG0017908	CARHR262300	AT5G39880.1
OG0017909	CARHR049480	AT1G62420.1
OG0017910	CARHR049550	AT1G62370.1
OG0017911	CARHR049740	AT1G62330.1
OG0017912	CARHR049810	AT1G62305.1
OG0017913	CARHR049870	AT1G62260.1
OG0017915	CARHR050130	AT1G62050.1
OG0017916	CARHR050350	AT1G61950.1
OG0017917	CARHR050450	AT1G61870.1
OG0017918	CARHR052190	AT1G61065.1
OG0017921	CARHR051810	AT1G60800.1
OG0017922	CARHR052570	AT1G60460.1
OG0017923	CARHR052610	AT1G60440.1
OG0017924	CARHR057300	AT1G65570.1
OG0017925	CARHR283840	AT1G59530.1
OG0017926	CARHR283960	AT1G58440.1
OG0017927	CARHR053900	AT1G58180.2
OG0017928	CARHR054810	AT1G56700.1
OG0017929	CARHR057260	AT1G65560.1
OG0017930	CARHR055120	AT1G56460.3
OG0017931	CARHR055360	AT1G56345.1
OG0017932	CARHR046780	AT1G64160.1
OG0017933	CARHR153890	AT3G29230.1
OG0017934	CARHR286340	AT2G14660.1
OG0017935	CARHR046200	AT1G64700.1
OG0017936	CARHR174980	AT5G46600.1
OG0017937	CARHR174910	AT5G46610.1
OG0017938	CARHR174780	AT5G46720.1
OG0017940	CARHR173690	AT5G47630.1
OG0017941	CARHR027000	AT1G27410.1
OG0017942	CARHR178580	AT5G44530.2
OG0017943	CARHR178890	AT5G44300.1
OG0017944	CARHR252190	AT4G05390.1
OG0017945	CARHR252380	AT4G05170.1
OG0017946	CARHR237110	AT4G29310.1
OG0017947	CARHR237260	AT4G29440.1
OG0017948	CARHR237710	AT4G29810.2
OG0017949	CARHR237720	AT4G29820.1
OG0017951	CARHR222670	AT4G16280.2
OG0017952	CARHR035240	AT1G42990.1
OG0017953	CARHR290870, CARHR037810	AT1G48170.1
OG0017954	CARHR037960	AT1G48350.1
OG0017955	CARHR038110	AT1G48480.1
OG0017956	CARHR038080	AT1G48450.1
OG0017957	CARHR038300	AT1G48650.2
OG0017958	CARHR038880	AT1G48880.1
OG0017959	CARHR038980	AT1G48970.1
OG0017960	CARHR068310	AT1G75000.1
OG0017961	CARHR293970	AT4G38200.1
OG0017962	CARHR294010	AT4G38225.3
OG0017963	CARHR294090	AT4G38350.2
OG0017964	CARHR294220	AT4G38500.1
OG0017965	CARHR294260	AT4G38530.1
OG0017966	CARHR294410	AT4G38690.1
OG0017968	CARHR294430	AT4G38730.1
OG0017969	CARHR247920	AT4G38810.2
OG0017971	CARHR247580	AT4G39170.1
OG0017972	CARHR247190	AT4G39540.3
OG0017973	CARHR150610	AT3G45280.1
OG0017974	CARHR247110	AT4G39620.1
OG0017975	CARHR247020	AT4G39700.1
OG0017976	CARHR246680	AT4G40000.1
OG0017977	CARHR246660	AT4G40010.1
OG0017978	CARHR118430	AT2G26360.1
OG0017979	CARHR246420	AT4G38000.1
OG0017980	CARHR245810	AT4G37430.1
OG0017981	CARHR245600	AT4G36910.1
OG0017982	CARHR245560	AT4G36945.1
OG0017983	CARHR245340	AT4G37170.1
OG0017984	CARHR245130	AT4G36770.1
OG0017985	CARHR244640	AT4G36240.1
OG0017986	CARHR243900	AT4G35560.2
OG0017987	CARHR243490	AT4G35170.1
OG0017988	CARHR243050	AT4G34750.1
OG0017989	CARHR242400	AT4G34370.1
OG0017990	CARHR242580	AT4G34215.1
OG0017991	CARHR240370	AT4G32460.1
OG0017993	CARHR240770	AT4G32780.2
OG0017994	CARHR241030	AT4G33020.2
OG0017995	CARHR241630	AT4G33530.1
OG0017996	CARHR241670	AT4G33565.1
OG0017997	CARHR241830	AT4G33730.1
OG0017998	CARHR235650, CARHR241960	AT4G33870.1
OG0017999	CARHR242130	AT4G33990.1
OG0018000	CARHR239770	AT4G31860.1
OG0018001	CARHR239690	AT4G31790.1
OG0018002	CARHR239480	AT4G31600.1
OG0018003	CARHR239360	AT4G31470.1
OG0018004	CARHR235880	AT4G28170.1
OG0018005	CARHR239230	AT4G31350.1
OG0018006	CARHR239180	AT4G31310.2
OG0018007	CARHR239020	AT4G31115.2
OG0018008	CARHR238800	AT4G30900.1
OG0018009	CARHR099900	AT3G24240.1
OG0018010	CARHR099940	AT3G24210.1
OG0018011	CARHR100180	AT3G24050.1
OG0018012	CARHR065590	AT1G72670.1
OG0018013	CARHR065500	AT1G72560.1
OG0018014	CARHR065440	AT1G72500.1
OG0018015	CARHR024330	AT1G24030.1
OG0018016	CARHR024420	AT1G24130.1
OG0018017	CARHR025270	AT1G26690.1
OG0018018	CARHR025740	AT1G26170.1
OG0018019	CARHR233230	AT4G25780.1
OG0018020	CARHR118370	AT2G26420.2
OG0018021	CARHR115770	AT2G25570.1
OG0018022	CARHR249600	AT4G02075.1
OG0018023	CARHR249510	AT4G00820.1
OG0018024	CARHR212650	AT4G00890.1
OG0018025	CARHR249430	AT4G00900.1
OG0018026	CARHR249140	AT4G01140.1
OG0018027	CARHR248440	AT4G00350.1
OG0018029	CARHR111970	AT2G21140.1
OG0018030	CARHR025960	AT1G25500.2
OG0018031	CARHR035230	AT1G42970.1
OG0018032	CARHR234410	AT4G26790.1
OG0018033	CARHR234750	AT4G27100.1
OG0018034	CARHR235050	AT4G27380.1
OG0018035	CARHR234990	AT4G27340.1
OG0018036	CARHR235170	AT4G27490.1
OG0018037	CARHR235190	AT4G27510.1
OG0018038	CARHR235320	AT4G27620.1
OG0018039	CARHR235560	AT4G27860.3
OG0018040	CARHR235680	AT4G27980.2
OG0018043	CARHR002650	AT1G03340.1
OG0018044	CARHR008280	AT1G08400.1
OG0018045	CARHR009960	AT1G09900.1
OG0018046	CARHR010890	AT1G10710.1
OG0018047	CARHR012870	AT1G12600.1
OG0018051	CARHR023490	AT1G23110.1
OG0018052	CARHR024830	AT1G27070.1
OG0018053	CARHR025180	AT1G26761.1
OG0018054	CARHR025470	AT1G26500.1
OG0018055	CARHR029640	AT1G30250.1
OG0018056	CARHR032010	AT1G32560.1
OG0018057	CARHR035260	AT1G43020.1
OG0018058	CARHR035370	AT1G43245.2
OG0018059	CARHR035620	AT1G43650.1
OG0018060	CARHR036090	AT1G44830.1
OG0018061	CARHR036360	AT1G45231.2
OG0018063	CARHR046820	AT1G64107.1
OG0018064	CARHR181010	AT1G66030.1
OG0018067	CARHR056540	AT1G65060.1
OG0018068	CARHR057250	AT1G65540.1
OG0018069	CARHR057820	AT1G65920.1
OG0018070	CARHR058250	AT1G66350.1
OG0018071	CARHR060790	AT1G68120.1
OG0018072	CARHR060930	AT1G68238.1
OG0018073	CARHR061590	AT1G68765.1
OG0018074	CARHR062240	AT1G69360.1
OG0018075	CARHR064350	AT1G71060.1
OG0018076	CARHR064890	AT1G72070.1
OG0018077	CARHR067080	AT1G73965.1
OG0018078	CARHR067240	AT1G74080.1
OG0018079	CARHR067680	AT1G74420.3
OG0018080	CARHR067890	AT1G74600.1
OG0018081	CARHR069780	AT1G76220.1
OG0018083	CARHR071670	AT1G78200.1
OG0018084	CARHR072780	AT1G79120.1
OG0018085	CARHR205690	AT1G80555.2
OG0018087	CARHR082070	AT3G07425.1
OG0018088	CARHR082190	AT3G07530.4
OG0018089	CARHR087490	AT3G12960.1
OG0018090	CARHR093350	AT3G18035.1
OG0018091	CARHR093820	AT3G18470.1
OG0018092	CARHR094330	AT3G18890.1
OG0018093	CARHR094400	AT3G18970.1
OG0018094	CARHR099330	AT3G23360.1
OG0018095	CARHR099400	AT3G23440.1
OG0018096	CARHR101600	AT3G25240.1
OG0018097	CARHR102400	AT2G04495.1, AT2G04515.1
OG0018098	CARHR104800	AT2G13600.1
OG0018099	CARHR284750	AT2G14760.3
OG0018100	CARHR074950	AT3G02010.1
OG0018101	CARHR105420	AT2G14960.1
OG0018102	CARHR106650	AT2G16400.1
OG0018103	CARHR293510	AT2G17210.1
OG0018104	CARHR109130	AT2G18520.1
OG0018105	CARHR111410	AT2G20740.1
OG0018106	CARHR111560	AT2G20835.1
OG0018107	CARHR113550	AT2G22320.1
OG0018108	CARHR113930	AT2G22670.4
OG0018109	CARHR113940	AT2G22680.1
OG0018110	CARHR114100	AT2G22800.1
OG0018111	CARHR114510	AT2G23050.1
OG0018112	CARHR292940	AT2G23300.1
OG0018114	CARHR293140	AT2G23530.1
OG0018115	CARHR262860	AT2G23640.1
OG0018116	CARHR114670	AT2G23680.1
OG0018117	CARHR184630	AT2G23950.1
OG0018118	CARHR118150	AT2G24140.2
OG0018119	CARHR117800	AT2G24300.3
OG0018120	CARHR294540	AT2G24790.1
OG0018121	CARHR116650	AT2G25060.1
OG0018122	CARHR116540	AT2G25130.1
OG0018123	CARHR115450	AT2G25790.1
OG0018124	CARHR127490	AT2G33480.1
OG0018125	CARHR128140	AT2G34060.1
OG0018126	CARHR132280	AT2G37310.1
OG0018128	CARHR137330	AT2G42290.1
OG0018129	CARHR141780	AT2G46480.4
OG0018130	CARHR143750	AT2G01200.1
OG0018131	CARHR116400	AT2G25125.1
OG0018131	CARHR143880	AT2G01379.1
OG0018132	CARHR143940	AT2G01420.2
OG0018133	CARHR144070	AT2G01510.1
OG0018134	CARHR144470	AT2G01900.3
OG0018135	CARHR144590	AT2G01990.2
OG0018136	CARHR144990	AT2G02410.6
OG0018137	CARHR145340	AT2G02910.1
OG0018138	CARHR146940	AT3G25950.1
OG0018139	CARHR147520	AT3G26540.1
OG0018140	CARHR148600	AT3G27320.1
OG0018141	CARHR148910	AT3G27540.1
OG0018142	CARHR149330	AT3G27860.1
OG0018145	CARHR153630	AT3G42180.1
OG0018146	CARHR104390	AT3G44510.2
OG0018147	CARHR151480	AT3G44716.1
OG0018148	CARHR151470	AT3G44720.1
OG0018149	CARHR151450	AT3G44730.2
OG0018150	CARHR150740	AT3G45230.1
OG0018151	CARHR157140	AT3G48360.1
OG0018152	CARHR157510	AT3G15910.1
OG0018153	CARHR157660	AT3G48850.1
OG0018154	CARHR159100	AT3G50030.1
OG0018155	CARHR167050	AT3G56900.1
OG0018156	CARHR162350	AT3G52561.1
OG0018157	CARHR165210	AT3G55190.1
OG0018158	CARHR209450	AT5G03810.1, AT5G03820.2
OG0018159	CARHR205820	AT5G07330.1
OG0018160	CARHR205150	AT5G08030.2
OG0018161	CARHR203000	AT5G10300.1
OG0018163	CARHR201960	AT5G11310.1
OG0018164	CARHR199000	AT5G14330.1
OG0018165	CARHR198770	AT5G14540.1
OG0018166	CARHR193970	AT5G19020.1
OG0018167	CARHR193080	AT5G19810.1, AT5G19800.1
OG0018168	CARHR187760	AT5G25440.2
OG0018169	CARHR259420	AT4G08330.1
OG0018170	CARHR259990	AT4G08980.1
OG0018171	CARHR260350	AT4G09340.1
OG0018172	CARHR261020	AT4G10020.1
OG0018173	CARHR255700	AT4G10910.1
OG0018174	CARHR249860	AT4G01890.1
OG0018175	CARHR248230	AT4G00180.1
OG0018176	CARHR247620	AT4G39130.1
OG0018177	CARHR242410	AT4G34360.1
OG0018178	CARHR241620	AT4G33520.2
OG0018180	CARHR237690	AT4G29790.1
OG0018181	CARHR236840	AT4G29110.1
OG0018182	CARHR236570	AT4G28780.1
OG0018183	CARHR236270	AT4G28490.1
OG0018184	CARHR236130	AT4G28390.1
OG0018185	CARHR235860	AT4G28150.1
OG0018187	CARHR235290	AT4G27590.2
OG0018188	CARHR234480	AT4G26860.2
OG0018189	CARHR234290	AT4G26680.1
OG0018190	CARHR234080	AT4G26490.1
OG0018191	CARHR234040	AT4G26466.1
OG0018192	CARHR233670	AT4G26150.1
OG0018193	CARHR233000	AT4G25580.1
OG0018194	CARHR231840	AT4G24450.1
OG0018195	CARHR230850, CARHR230860	AT4G23515.1
OG0018196	CARHR228420	AT4G21705.1
OG0018197	CARHR227310	AT4G20770.1
OG0018198	CARHR225210	AT4G18395.1
OG0018199	CARHR223970	AT4G17360.1
OG0018200	CARHR220420	AT4G14270.1
OG0018201	CARHR217710	AT5G35580.2
OG0018202	CARHR216760	AT5G35840.1
OG0018203	CARHR215820	AT5G37260.1
OG0018204	CARHR291810, CARHR264040	AT5G38770.1
OG0018205	CARHR263040	AT5G39350.1
OG0018206	CARHR263030	AT5G39360.1
OG0018207	CARHR262550	AT5G39710.1
OG0018208	CARHR213260	AT5G41110.1
OG0018209	CARHR212870	AT5G41620.1
OG0018210	CARHR212810	AT5G41761.1
OG0018211	CARHR275290	AT5G61520.1
OG0018212	CARHR173900	AT5G47460.1
OG0018213	CARHR179690	AT5G43790.1
OG0018214	CARHR180670	AT5G43190.1
OG0018215	CARHR184300	AT5G47960.1
OG0018216	CARHR184220, CARHR226110, CARHR178910	AT5G48100.1
OG0018217	CARHR183630	AT5G48450.1
OG0018218	CARHR185570	AT5G49600.1
OG0018219	CARHR258350	AT5G50260.1
OG0018220	CARHR258120	AT5G50370.1
OG0018221	CARHR257350	AT5G50915.1
OG0018222	CARHR257220	AT5G50970.1
OG0018223	CARHR264580	AT5G51720.1
OG0018224	CARHR264640	AT5G51760.1
OG0018225	CARHR264740	AT5G51850.1
OG0018226	CARHR265800	AT5G52860.1
OG0018227	CARHR275130	AT5G61370.1
OG0018228	CARHR275690	AT5G61930.1
OG0018229	CARHR279330, CARHR279340	AT5G65370.1
OG0018230	CARHR281110	AT5G66631.1
OG0018231	CARHR282420	ATCG01050.1
OG0018232	CARHR194660	AT5G18360.1
OG0018234	CARHR220510	AT4G14315.1
OG0018236	CARHR186770	AT5G26790.1
OG0018237	CARHR192790	AT5G20045.1
OG0018238	CARHR282070	ATCG00480.1
OG0018240	CARHR106110	AT2G15770.1
OG0018262	CARHR155510	AT3G46890.1
OG0018264	CARHR195460	AT5G17720.1
OG0018266	CARHR293320	AT2G26480.1
OG0018267	CARHR198010	AT5G15300.1
OG0018268	CARHR198100	AT5G15210.1
OG0018270	CARHR198670	AT5G14650.1
OG0018271	CARHR220060	AT4G14070.1
OG0018272	CARHR198980	AT5G14345.1
OG0018273	CARHR199180	AT5G14150.1
OG0018274	CARHR199490	AT5G13940.1
OG0018275	CARHR200180	AT5G13270.1
OG0018276	CARHR200420	AT5G13050.1
OG0018277	CARHR200750	AT5G12360.1
OG0018279	CARHR031640	AT1G32270.1
OG0018280	CARHR202830	AT5G10460.1
OG0018281	CARHR203050	AT5G10250.2
OG0018282	CARHR203470	AT5G09876.1
OG0018283	CARHR203490	AT5G09860.1
OG0018284	CARHR203750	AT5G09630.1
OG0018286	CARHR204230	AT5G08780.1
OG0018287	CARHR204480	AT5G08510.1
OG0018289	CARHR205630	AT5G07500.1
OG0018292	CARHR119720	AT2G27220.2
OG0018293	CARHR119740	AT2G27240.1
OG0018294	CARHR119780	AT2G27270.1
OG0018295	CARHR120730	AT2G28050.1
OG0018296	CARHR122330	AT2G29065.1
OG0018297	CARHR122430	AT2G29130.1
OG0018298	CARHR122650	AT2G29380.1
OG0018299	CARHR123120	AT2G29890.3
OG0018300	CARHR123200	AT2G29960.1
OG0018301	CARHR124190	AT2G30695.1
OG0018302	CARHR124240	AT2G30766.1
OG0018303	CARHR125520	AT2G31830.2
OG0018305	CARHR179600	AT5G43840.1
OG0018306	CARHR231850	AT4G24460.1
OG0018307	CARHR232700	AT4G25290.1
OG0018308	CARHR232800	AT4G25390.1
OG0018309	CARHR233200	AT4G25750.1
OG0018310	CARHR037320	AT1G47710.2
OG0018311	CARHR036670	AT1G47056.1
OG0018312	CARHR029150	AT1G29780.1
OG0018313	CARHR029930	AT1G30515.1
OG0018314	CARHR030020	AT1G30570.1
OG0018315	CARHR030210	AT1G30740.2
OG0018316	CARHR031260	AT1G31920.1
OG0018317	CARHR031620	AT1G32250.1
OG0018318	CARHR031870	AT1G32415.1
OG0018320	CARHR145740	AT2G03380.1
OG0018322	CARHR279010	AT5G65100.1
OG0018323	CARHR278450	AT5G64480.2
OG0018324	CARHR277490	AT5G63610.1
OG0018325	CARHR276180	AT5G62400.1
OG0018326	CARHR276000	AT5G62220.1
