Orthogroup	Cardamine_hirsuta	Raphanus_sativus
OG0012568	CARHR193430	XP_018442260.1, XP_018449444.1
OG0012569	CARHR193450	XP_018442360.1, XP_018475519.1
OG0012570	CARHR193290	XP_018442277.1
OG0012571	CARHR192950	XP_018443117.1
OG0012572	CARHR192920	XP_018444291.1, XP_018446373.1
OG0012573	CARHR192880	XP_018459101.1
OG0012574	CARHR192750	XP_018465765.1
OG0012575	CARHR192710	XP_018451835.1
OG0012576	CARHR192550	XP_018472489.1, XP_018445832.1
OG0012577	CARHR192470	XP_018469460.1
OG0012578	CARHR191990	XP_018470507.1, XP_018461948.1
OG0012579	CARHR191830	XP_018461659.1, XP_018442710.1
OG0012580	CARHR191750	XP_018469819.1
OG0012581	CARHR191700	XP_018444114.1
OG0012582	CARHR191670	XP_018444111.1, XP_018468541.1
OG0012583	CARHR191600	XP_018456860.1, XP_018442631.1
OG0012584	CARHR191560	XP_018464845.1, XP_018463871.1
OG0012585	CARHR191510	XP_018445222.1
OG0012586	CARHR191490	XP_018474262.1, XP_018466651.1
OG0012587	CARHR118350	XP_018472946.1
OG0012588	CARHR191370	XP_018443263.1, XP_018443262.1
OG0012589	CARHR191340	XP_018443942.1, XP_018445785.1
OG0012590	CARHR191300	XP_018444384.1, XP_018445772.1
OG0012591	CARHR190960	XP_018447627.1, XP_018446733.1
OG0012593	CARHR190750	XP_018471494.1
OG0012594	CARHR190740	XP_018445853.1
OG0012595	CARHR274430	XP_018471669.1
OG0012596	CARHR274410	XP_018465696.1, XP_018468248.1
OG0012597	CARHR274400	XP_018473453.1
OG0012598	CARHR274330	XP_018475080.1, XP_018464211.1
OG0012599	CARHR274310	XP_018476948.1
OG0012600	CARHR274250	XP_018444047.1
OG0012601	CARHR274120	XP_018473088.1
OG0012602	CARHR273690	XP_018474237.1
OG0012603	CARHR273670	XP_018470219.1
OG0012604	CARHR273660	XP_018470216.1
OG0012605	CARHR273160	XP_018461508.1
OG0012605	CARHR122210	XP_018487951.1
OG0012606	CARHR285870	XP_018462054.1, XP_018456196.1
OG0012607	CARHR285810	XP_018462850.1, XP_018452915.1
OG0012608	CARHR272830	XP_018453520.1
OG0012609	CARHR272670	XP_018468946.1, XP_018468947.1
OG0012610	CARHR272660	XP_018456363.1, XP_018455835.1
OG0012611	CARHR272460	XP_018457815.1, XP_018465514.1
OG0012612	CARHR272210	XP_018456745.1
OG0012613	CARHR272200	XP_018456742.1
OG0012614	CARHR272000, CARHR032820	XP_018471836.1
OG0012615	CARHR271940	XP_018456374.1
OG0012616	CARHR271770	XP_018475113.1
OG0012617	CARHR056570	XP_018462912.1, XP_018457700.1
OG0012618	CARHR271700	XP_018475114.1
OG0012619	CARHR271610, CARHR271630	XP_018470939.1
OG0012620	CARHR271570	XP_018455729.1, XP_018451180.1
OG0012621	CARHR271510	XP_018454563.1
OG0012622	CARHR271360	XP_018458026.1
OG0012623	CARHR271290	XP_018465357.1
OG0012624	CARHR153610	XP_018436082.1
OG0012625	CARHR271140	XP_018456234.1, XP_018470732.1
OG0012626	CARHR271130	XP_018457844.1, XP_018470733.1
OG0012627	CARHR271050	XP_018454327.1, XP_018454326.1
OG0012628	CARHR169540	XP_018462897.1, XP_018492329.1
OG0012629	CARHR270790	XP_018476588.1
OG0012630	CARHR270800	XP_018476590.1
OG0012631	CARHR270910	XP_018457077.1
OG0012632	CARHR270920	XP_018464655.1, XP_018456296.1
OG0012633	CARHR152350	XP_018458474.1, XP_018483899.1
OG0012634	CARHR270070	XP_018453005.1
OG0012635	CARHR269880	XP_018475432.1
OG0012636	CARHR098400	XP_018487645.1
OG0012637	CARHR269720	XP_018458030.1, XP_018454956.1
OG0012638	CARHR269530	XP_018455850.1, XP_018455847.1
OG0012639	CARHR100400	XP_018432917.1
OG0012640	CARHR269630	XP_018453571.1
OG0012641	CARHR269700	XP_018474980.1
OG0012642	CARHR269500	XP_018452448.1, XP_018455852.1
OG0012643	CARHR269070	XP_018473457.1
OG0012644	CARHR269050	XP_018457515.1
OG0012645	CARHR268960	XP_018457793.1
OG0012646	CARHR268610	XP_018456505.1
OG0012647	CARHR268640	XP_018452533.1
OG0012648	CARHR268580	XP_018450635.1
OG0012649	CARHR268440	XP_018471194.1
OG0012650	CARHR268280	XP_018453238.1, XP_018476735.1
OG0012651	CARHR268200	XP_018453020.1, XP_018462803.1
OG0012652	CARHR268190	XP_018457981.1, XP_018462804.1
OG0012653	CARHR268180	XP_018462805.1, XP_018457980.1
OG0012654	CARHR268110	XP_018475094.1, XP_018466635.1
OG0012655	CARHR268000	XP_018461973.1
OG0012656	CARHR024820	XP_018437588.1
OG0012657	CARHR158370	XP_018448628.1
OG0012658	CARHR158290	XP_018471992.1
OG0012659	CARHR158270	XP_018437205.1
OG0012660	CARHR157920	XP_018440441.1, XP_018433649.1
OG0012661	CARHR157750	XP_018438212.1
OG0012662	CARHR157460	XP_018462176.1, XP_018485829.1
OG0012663	CARHR267270	XP_018471425.1
OG0012664	CARHR267280	XP_018471422.1
OG0012665	CARHR267490	XP_018474754.1
OG0012666	CARHR267580	XP_018448078.1
OG0012667	CARHR250550	XP_018465896.1, XP_018455263.1
OG0012668	CARHR250600	XP_018476367.1, XP_018474540.1
OG0012669	CARHR250690	XP_018462034.1, XP_018458842.1
OG0012670	CARHR250710	XP_018457183.1
OG0012671	CARHR250790	XP_018453138.1
OG0012672	CARHR250900	XP_018452129.1
OG0012673	CARHR250920	XP_018457606.1
OG0012674	CARHR250940	XP_018452028.1
OG0012675	CARHR250970	XP_018469337.1
OG0012676	CARHR205730	XP_018444321.1
OG0012677	CARHR205760	XP_018442994.1
OG0012678	CARHR205780	XP_018446845.1
OG0012679	CARHR205860	XP_018446293.1
OG0012680	CARHR205960	XP_018444843.1
OG0012681	CARHR206060, CARHR206070	XP_018444303.1
OG0012682	CARHR206210	XP_018445332.1, XP_018445158.1
OG0012683	CARHR206220	XP_018445333.1, XP_018445160.1
OG0012684	CARHR206250, CARHR207100	XP_018469799.1
OG0012685	CARHR206490	XP_018442295.1
OG0012686	CARHR104680	XP_018487290.1
OG0012687	CARHR206510	XP_018442367.1
OG0012688	CARHR206540	XP_018469747.1
OG0012689	CARHR206560	XP_018469746.1
OG0012690	CARHR206580	XP_018469744.1
OG0012691	CARHR206590	XP_018472787.1
OG0012692	CARHR206610	XP_018445480.1
OG0012693	CARHR206650	XP_018446739.1
OG0012694	CARHR206680	XP_018443987.1
OG0012695	CARHR207150	XP_018443378.1, XP_018473577.1, XP_018473476.1
OG0012696	CARHR207120	XP_018474338.1, XP_018472615.1
OG0012697	CARHR233490	XP_018470529.1
OG0012698	CARHR207050	XP_018442847.1
OG0012699	CARHR206910	XP_018470181.1
OG0012700	CARHR206850	XP_018468697.1, XP_018445709.1
OG0012701	CARHR207300	XP_018445983.1
OG0012702	CARHR207280	XP_018446940.1
OG0012703	CARHR207410	XP_018442797.1
OG0012704	CARHR207620	XP_018445046.1
OG0012705	CARHR207680	XP_018454687.1, XP_018473361.1
OG0012706	CARHR153600	XP_018447720.1
OG0012707	CARHR207800	XP_018476869.1
OG0012708	CARHR207960	XP_018442140.1, XP_018442134.1
OG0012709	CARHR208290	XP_018475834.1, XP_018444232.1
OG0012710	CARHR137110, CARHR248320	XP_018462727.1
OG0012711	CARHR208350	XP_018443905.1
OG0012712	CARHR208420	XP_018446339.1, XP_018446338.1
OG0012713	CARHR208440	XP_018442824.1
OG0012714	CARHR208580	XP_018442444.1
OG0012715	CARHR208630	XP_018475777.1
OG0012716	CARHR208670	XP_018443270.1, XP_018445462.1
OG0012717	CARHR208680	XP_018445615.1, XP_018442288.1
OG0012718	CARHR209010	XP_018442822.1, XP_018442675.1
OG0012719	CARHR209020	XP_018442674.1, XP_018442820.1
OG0012720	CARHR209040	XP_018446140.1
OG0012721	CARHR209070	XP_018445409.1
OG0012722	CARHR209120	XP_018474933.1
OG0012723	CARHR209280	XP_018444055.1
OG0012724	CARHR209290	XP_018442598.1
OG0012725	CARHR209460	XP_018459494.1
OG0012726	CARHR209580	XP_018445490.1
OG0012727	CARHR209660	XP_018445507.1
OG0012728	CARHR209770	XP_018476411.1, XP_018475978.1
OG0012729	CARHR209880	XP_018444124.1, XP_018470959.1
OG0012730	CARHR209890	XP_018470956.1, XP_018470955.1
OG0012731	CARHR210030	XP_018446946.1
OG0012732	CARHR184130	XP_018481686.1
OG0012733	CARHR210240	XP_018475169.1
OG0012734	CARHR210260	XP_018470611.1
OG0012735	CARHR210750	XP_018442960.1
OG0012736	CARHR211100	XP_018464805.1, XP_018445670.1
OG0012737	CARHR211200	XP_018443068.1
OG0012738	CARHR211390	XP_018444725.1, XP_018475230.1
OG0012739	CARHR211530	XP_018458248.1
OG0012740	CARHR211540	XP_018471574.1
OG0012741	CARHR211580, CARHR132710	XP_018446501.1
OG0012742	CARHR211660	XP_018464099.1, XP_018443225.1
OG0012743	CARHR212070	XP_018470014.1
OG0012744	CARHR212190	XP_018471371.1
OG0012745	CARHR212170	XP_018472213.1
OG0012746	CARHR212160	XP_018471713.1, XP_018471807.1
OG0012747	CARHR212280	XP_018475810.1
OG0012748	CARHR212360	XP_018477020.1, XP_018458937.1
OG0012749	CARHR261330	XP_018482192.1, XP_018481868.1
OG0012750	CARHR261320	XP_018442608.1
OG0012751	CARHR261310	XP_018442609.1, XP_018467600.1
OG0012752	CARHR213820	XP_018466957.1
OG0012753	CARHR294470	XP_018440563.1, XP_018441213.1
OG0012754	CARHR213230	XP_018483221.1
OG0012755	CARHR213000	XP_018483581.1
OG0012756	CARHR291900	XP_018460160.1, XP_018442294.1
OG0012757	CARHR212790	XP_018444264.1
OG0012758	CARHR074470	XP_018445352.1
OG0012759	CARHR074530	XP_018469392.1, XP_018456729.1
OG0012760	CARHR074600	XP_018462614.1, XP_018441685.1
OG0012761	CARHR063820	XP_018477911.1
OG0012762	CARHR074750, CARHR049040	XP_018442363.1
OG0012763	CARHR104860, CARHR074710	XP_018444318.1
OG0012765	CARHR074380	XP_018462403.1, XP_018475726.1, XP_018449830.1
OG0012766	CARHR074280	XP_018444279.1
OG0012767	CARHR074120	XP_018453392.1, XP_018455098.1
OG0012768	CARHR074000	XP_018472176.1
OG0012769	CARHR288700	XP_018453355.1
OG0012770	CARHR073690	XP_018446573.1, XP_018466042.1
OG0012771	CARHR073350	XP_018463294.1, XP_018470830.1
OG0012772	CARHR266810	XP_018473564.1
OG0012773	CARHR073120	XP_018455703.1
OG0012775	CARHR073010	XP_018456517.1, XP_018456515.1
OG0012776	CARHR072840	XP_018453408.1
OG0012777	CARHR072740	XP_018456495.1
OG0012778	CARHR072660	XP_018442191.1, XP_018463882.1
OG0012779	CARHR072530	XP_018444783.1
OG0012780	CARHR072470	XP_018456184.1, XP_018456183.1
OG0012781	CARHR072370	XP_018466021.1, XP_018459806.1
OG0012783	CARHR072050	XP_018455905.1
OG0012784	CARHR071780	XP_018453418.1
OG0012785	CARHR071710	XP_018445762.1, XP_018452765.1
OG0012786	CARHR071680	XP_018452903.1
OG0012787	CARHR071650	XP_018445469.1, XP_018446264.1
OG0012788	CARHR071610	XP_018450152.1, XP_018450142.1
OG0012789	CARHR071390	XP_018452469.1, XP_018443022.1
OG0012790	CARHR071310	XP_018467355.1, XP_018452752.1
OG0012791	CARHR071100	XP_018446486.1
OG0012792	CARHR071000	XP_018457699.1
OG0012793	CARHR070800	XP_018456000.1, XP_018464128.1
OG0012794	CARHR070630	XP_018446333.1, XP_018442632.1
OG0012795	CARHR158720, CARHR070590	XP_018442901.1
OG0012796	CARHR070560	XP_018446418.1
OG0012797	CARHR070550	XP_018444211.1
OG0012798	CARHR070300	XP_018466983.1, XP_018445729.1
OG0012799	CARHR070120	XP_018478069.1
OG0012800	CARHR069920	XP_018443549.1, XP_018443422.1
OG0012801	CARHR069620	XP_018442265.1
OG0012802	CARHR107340	XP_018456394.1
OG0012803	CARHR069130	XP_018463658.1, XP_018468669.1
OG0012804	CARHR217120	XP_018433412.1
OG0012805	CARHR068660	XP_018445676.1, XP_018445651.1
OG0012806	CARHR068460	XP_018445972.1
OG0012807	CARHR182800, CARHR284650	XP_018477705.1
OG0012808	CARHR068420	XP_018446816.1, XP_018446810.1, XP_018443063.1
OG0012809	CARHR293660	XP_018493259.1, XP_018439299.1
OG0012811	CARHR107530	XP_018465645.1, XP_018433610.1
OG0012812	CARHR107610	XP_018493302.1
OG0012813	CARHR107680	XP_018457001.1, XP_018492690.1
OG0012814	CARHR149860	XP_018483524.1
OG0012815	CARHR107990	XP_018440665.1, XP_018433428.1
OG0012816	CARHR108400	XP_018434814.1
OG0012817	CARHR158970	XP_018481053.1, XP_018481070.1
OG0012818	CARHR158920	XP_018469190.1, XP_018438130.1
OG0012819	CARHR158870	XP_018472114.1
OG0012820	CARHR132590	XP_018476428.1
OG0012821	CARHR156050	XP_018438389.1
OG0012822	CARHR046020	XP_018481318.1, XP_018482437.1
OG0012823	CARHR045920	XP_018450470.1
OG0012824	CARHR045800	XP_018480346.1
OG0012826	CARHR045520	XP_018442628.1
OG0012827	CARHR045510	XP_018450841.1
OG0012828	CARHR045230	XP_018450864.1
OG0012829	CARHR045140	XP_018469872.1, XP_018464279.1
OG0012830	CARHR045040	XP_018469854.1
OG0012831	CARHR045010	XP_018492009.1
OG0012832	CARHR044900	XP_018451626.1
OG0012833	CARHR044400	XP_018438185.1
OG0012834	CARHR044220	XP_018493222.1, XP_018451660.1
OG0012835	CARHR044080	XP_018465730.1, XP_018476558.1
OG0012836	CARHR043810	XP_018446208.1, XP_018481584.1
OG0012837	CARHR043590	XP_018441397.1, XP_018451382.1
OG0012838	CARHR060110	XP_018469601.1, XP_018444751.1
OG0012839	CARHR043510	XP_018479498.1
OG0012840	CARHR043360	XP_018486245.1
OG0012841	CARHR043310	XP_018491608.1
OG0012842	CARHR130230	XP_018483558.1
OG0012843	CARHR130250	XP_018481663.1, XP_018479903.1
OG0012844	CARHR130360	XP_018433485.1
OG0012845	CARHR130480, CARHR182760	XP_018434084.1
OG0012846	CARHR130860	XP_018476474.1, XP_018476503.1
OG0012847	CARHR130910	XP_018434709.1, XP_018434728.1
OG0012848	CARHR128170	XP_018484351.1, XP_018437879.1
OG0012849	CARHR130960	XP_018433390.1
OG0012850	CARHR130980	XP_018480861.1
OG0012851	CARHR131060	XP_018484727.1
OG0012852	CARHR131290	XP_018436836.1
OG0012853	CARHR149990	XP_018436502.1
OG0012854	CARHR011620	XP_018443551.1
OG0012855	CARHR150780	XP_018440789.1
OG0012856	CARHR150850	XP_018440973.1
OG0012857	CARHR151160	XP_018472299.1
OG0012858	CARHR151220	XP_018472103.1
OG0012859	CARHR258850	XP_018458020.1
OG0012860	CARHR258790	XP_018461024.1, XP_018461568.1
OG0012861	CARHR265930	XP_018455874.1, XP_018455785.1
OG0012862	CARHR258720	XP_018453354.1, XP_018452318.1
OG0012863	CARHR258490	XP_018452004.1
OG0012864	CARHR258240	XP_018465703.1
OG0012865	CARHR293240	XP_018439384.1
OG0012866	CARHR259180	XP_018454288.1
OG0012867	CARHR258950	XP_018447837.1, XP_018472568.1
OG0012868	CARHR258860	XP_018458017.1
OG0012869	CARHR258890	XP_018457003.1
OG0012870	CARHR217160	XP_018448625.1
OG0012871	CARHR218100	XP_018449192.1
OG0012872	CARHR218600	XP_018484275.1
OG0012873	CARHR101160	XP_018487186.1
OG0012874	CARHR218710	XP_018449742.1
OG0012875	CARHR219160	XP_018445266.1, XP_018442311.1
OG0012876	CARHR219330	XP_018481819.1
OG0012877	CARHR219340	XP_018480050.1, XP_018480049.1, XP_018484393.1
OG0012878	CARHR219680	XP_018482476.1, XP_018482453.1
OG0012879	CARHR219750	XP_018480461.1
OG0012880	CARHR219770	XP_018480627.1
OG0012881	CARHR219960	XP_018447692.1, XP_018447685.1
OG0012882	CARHR220120	XP_018449627.1, XP_018464188.1
OG0012883	CARHR220230	XP_018440092.1
OG0012884	CARHR220610	XP_018477622.1
OG0012885	CARHR220740	XP_018448075.1
OG0012887	CARHR221430, CARHR221440	XP_018470164.1
OG0012888	CARHR221700	XP_018470780.1
OG0012889	CARHR221780	XP_018471512.1
OG0012890	CARHR221850	XP_018450757.1
OG0012891	CARHR222140	XP_018451628.1
OG0012892	CARHR222350	XP_018468232.1, XP_018462963.1
OG0012893	CARHR040580, CARHR040610	XP_018449297.1
OG0012894	CARHR290340	XP_018461769.1, XP_018484697.1
OG0012895	CARHR290370	XP_018484694.1, XP_018461766.1
OG0012896	CARHR290450	XP_018468601.1
OG0012897	CARHR290620	XP_018448553.1
OG0012898	CARHR065930	XP_018443515.1, XP_018457751.1
OG0012899	CARHR066180	XP_018463364.1, XP_018444310.1
OG0012900	CARHR066250	XP_018452295.1, XP_018452305.1
OG0012901	CARHR066500	XP_018457038.1
OG0012902	CARHR066570	XP_018469975.1, XP_018455671.1
OG0012903	CARHR066780	XP_018461940.1, XP_018458771.1
OG0012904	CARHR066840	XP_018460145.1
OG0012905	CARHR066980	XP_018453297.1
OG0012906	CARHR066990	XP_018442586.1
OG0012907	CARHR067120	XP_018456062.1, XP_018456054.1
OG0012908	CARHR067280	XP_018443927.1
OG0012909	CARHR067310	XP_018471043.1
OG0012910	CARHR111420	XP_018434563.1, XP_018434584.1
OG0012911	CARHR067590, CARHR089230	XP_018445593.1
OG0012912	CARHR067720	XP_018446665.1
OG0012913	CARHR067810	XP_018446560.1
OG0012914	CARHR067980	XP_018468454.1, XP_018460278.1
OG0012915	CARHR068090	XP_018445565.1, XP_018445546.1
OG0012916	CARHR061390	XP_018453328.1
OG0012917	CARHR061410	XP_018455668.1
OG0012918	CARHR061490	XP_018444935.1
OG0012919	CARHR061580	XP_018468190.1
OG0012920	CARHR061630	XP_018469472.1
OG0012921	CARHR062140	XP_018472195.1
OG0012922	CARHR236180	XP_018463886.1, XP_018481522.1, XP_018479078.1
OG0012923	CARHR109360	XP_018482530.1, XP_018482533.1
OG0012924	CARHR236490	XP_018470537.1, XP_018470531.1
OG0012925	CARHR236550	XP_018453991.1, XP_018447240.1
OG0012926	CARHR180640	XP_018480660.1
OG0012927	CARHR236900	XP_018483514.1, XP_018483513.1
OG0012928	CARHR237000	XP_018460074.1, XP_018477276.1
OG0012929	CARHR047680	XP_018457754.1
OG0012930	CARHR047650	XP_018456483.1
OG0012931	CARHR098720	XP_018434272.1
OG0012932	CARHR046990	XP_018454277.1
OG0012933	CARHR262150	XP_018442958.1
OG0012934	CARHR262140	XP_018442247.1
OG0012935	CARHR102610	XP_018480605.1, XP_018481248.1
OG0012936	CARHR261810	XP_018477492.1
OG0012937	CARHR257500	XP_018476645.1, XP_018475042.1
OG0012938	CARHR153970	XP_018433714.1
OG0012939	CARHR152690	XP_018437695.1
OG0012940	CARHR152940	XP_018437691.1
OG0012941	CARHR286650	XP_018482462.1, XP_018480387.1
OG0012942	CARHR149490	XP_018477762.1
OG0012943	CARHR152880	XP_018434937.1
OG0012944	CARHR149200	XP_018479381.1, XP_018433929.1
OG0012945	CARHR149190	XP_018441291.1
OG0012946	CARHR142570	XP_018441748.1
OG0012947	CARHR152930	XP_018437692.1
OG0012948	CARHR148850	XP_018457988.1
OG0012949	CARHR148750	XP_018435670.1, XP_018482670.1
OG0012950	CARHR148590	XP_018480863.1, XP_018478790.1
OG0012951	CARHR148350	XP_018436691.1, XP_018477534.1
OG0012952	CARHR265140	XP_018452795.1
OG0012953	CARHR148170	XP_018484563.1
OG0012954	CARHR147610	XP_018456835.1
OG0012955	CARHR147390	XP_018467387.1, XP_018466536.1
OG0012956	CARHR147240	XP_018441402.1, XP_018462419.1
OG0012957	CARHR147120	XP_018480637.1
OG0012958	CARHR147020	XP_018441243.1, XP_018482730.1
OG0012959	CARHR146890	XP_018438353.1, XP_018466008.1
OG0012960	CARHR146880	XP_018477776.1, XP_018462351.1
OG0012961	CARHR260190, CARHR288520	XP_018457120.1
OG0012962	CARHR062990	XP_018446747.1, XP_018446760.1
OG0012963	CARHR062910	XP_018457801.1, XP_018457712.1
OG0012964	CARHR062860	XP_018460413.1, XP_018452866.1
OG0012965	CARHR062360	XP_018443490.1, XP_018462358.1
OG0012966	CARHR062280	XP_018468834.1, XP_018461480.1
OG0012967	CARHR062230	XP_018457132.1
OG0012968	CARHR062220	XP_018452665.1
OG0012969	CARHR175610	XP_018482908.1
OG0012970	CARHR259350	XP_018455658.1
OG0012971	CARHR175980	XP_018433690.1
OG0012972	CARHR176050	XP_018482454.1
OG0012973	CARHR176110	XP_018460585.1, XP_018483179.1
OG0012974	CARHR176120	XP_018437410.1
OG0012975	CARHR176180	XP_018484692.1, XP_018478044.1
OG0012976	CARHR176190	XP_018465689.1, XP_018478708.1
OG0012977	CARHR176270	XP_018480561.1, XP_018480575.1
OG0012978	CARHR176320	XP_018461600.1, XP_018477837.1
OG0012979	CARHR105110	XP_018433420.1
OG0012980	CARHR176450	XP_018481284.1, XP_018480474.1
OG0012982	CARHR176830	XP_018455894.1
OG0012983	CARHR177360	XP_018484185.1
OG0012984	CARHR039610	XP_018450078.1
OG0012985	CARHR039630, CARHR039620	XP_018447131.1
OG0012986	CARHR039660	XP_018480924.1
OG0012987	CARHR039770	XP_018438103.1
OG0012988	CARHR111710	XP_018462923.1
OG0012989	CARHR231820	XP_018472341.1
OG0012990	CARHR040640	XP_018486508.1, XP_018436740.1
OG0012991	CARHR040590, CARHR040670	XP_018493422.1
OG0012992	CARHR040930	XP_018485571.1
OG0012993	CARHR041090	XP_018493058.1
OG0012994	CARHR041100	XP_018472797.1
OG0012995	CARHR041110	XP_018449371.1
OG0012996	CARHR041180	XP_018470783.1
OG0012997	CARHR041420	XP_018478287.1, XP_018486532.1
OG0012998	CARHR041700	XP_018486452.1, XP_018493027.1
OG0012999	CARHR041710, CARHR216830	XP_018492785.1
OG0013000	CARHR042290	XP_018439431.1
OG0013001	CARHR042320	XP_018439412.1, XP_018466371.1
OG0013002	CARHR042460	XP_018486443.1, XP_018465801.1
OG0013004	CARHR042970	XP_018486826.1
OG0013005	CARHR043120	XP_018488780.1, XP_018490570.1
OG0013006	CARHR043230	XP_018489769.1, XP_018442488.1
OG0013007	CARHR181710	XP_018456608.1, XP_018456606.1
OG0013008	CARHR181170	XP_018478767.1, XP_018484147.1
OG0013009	CARHR180950	XP_018485301.1
OG0013010	CARHR186790	XP_018455084.1
OG0013011	CARHR180880	XP_018484584.1
OG0013012	CARHR127600	XP_018484364.1
OG0013013	CARHR127630	XP_018477285.1
OG0013015	CARHR256800	XP_018464144.1, XP_018454685.1
OG0013016	CARHR128550	XP_018483124.1, XP_018483123.1
OG0013017	CARHR128790	XP_018476385.1
OG0013018	CARHR128800, CARHR128810	XP_018476056.1
OG0013019	CARHR128950	XP_018484003.1, XP_018460978.1, XP_018441060.1
OG0013020	CARHR129110	XP_018484192.1
OG0013021	CARHR129160	XP_018434772.1
OG0013023	CARHR129370	XP_018482056.1
OG0013024	CARHR129510	XP_018477741.1, XP_018478947.1
OG0013025	CARHR129540	XP_018442009.1, XP_018442008.1
OG0013026	CARHR129640	XP_018441940.1
OG0013027	CARHR285020	XP_018452991.1
OG0013028	CARHR129680	XP_018483542.1
OG0013029	CARHR129960	XP_018477694.1
OG0013030	CARHR130020	XP_018459732.1, XP_018480533.1
OG0013031	CARHR226200	XP_018451824.1
OG0013033	CARHR226060	XP_018449051.1, XP_018449246.1
OG0013035	CARHR225850, CARHR290430	XP_018436346.1
OG0013036	CARHR225930	XP_018472179.1
OG0013037	CARHR225950	XP_018471293.1
OG0013038	CARHR154090	XP_018479367.1, XP_018458459.1, XP_018440116.1
OG0013039	CARHR225630	XP_018483188.1
OG0013040	CARHR225500	XP_018472481.1
OG0013041	CARHR225490	XP_018472457.1
OG0013042	CARHR225390	XP_018469737.1
OG0013043	CARHR225120	XP_018462848.1, XP_018481873.1
OG0013044	CARHR224990	XP_018461959.1, XP_018447233.1
OG0013045	CARHR284600	XP_018480804.1
OG0013046	CARHR063080, CARHR292590	XP_018453185.1
OG0013047	CARHR224550	XP_018483855.1
OG0013048	CARHR224490	XP_018483770.1
OG0013049	CARHR224470	XP_018472086.1
OG0013050	CARHR224430	XP_018449376.1, XP_018449374.1
OG0013051	CARHR224310	XP_018471738.1
OG0013052	CARHR224240	XP_018461954.1, XP_018468496.1
OG0013053	CARHR224160	XP_018458401.1
OG0013054	CARHR223980	XP_018481970.1, XP_018481972.1
OG0013055	CARHR002750	XP_018440615.1
OG0013056	CARHR160630	XP_018480367.1
OG0013057	CARHR160620	XP_018454354.1
OG0013059	CARHR160410	XP_018436697.1
OG0013060	CARHR160190	XP_018485350.1
OG0013061	CARHR172340	XP_018488643.1
OG0013062	CARHR160140	XP_018441370.1
OG0013063	CARHR160100	XP_018436114.1, XP_018439631.1
OG0013064	CARHR160020	XP_018468043.1
OG0013065	CARHR159940	XP_018450889.1
OG0013066	CARHR159790	XP_018438373.1, XP_018469336.1
OG0013067	CARHR230990	XP_018467741.1
OG0013069	CARHR230910	XP_018471329.1
OG0013070	CARHR265270	XP_018473506.1
OG0013071	CARHR264970	XP_018447467.1
OG0013072	CARHR264680	XP_018455567.1, XP_018463685.1
OG0013073	CARHR264530	XP_018455071.1
OG0013074	CARHR264360	XP_018457018.1, XP_018457017.1
OG0013075	CARHR264130	XP_018476227.1, XP_018456282.1
OG0013076	CARHR256750	XP_018475818.1, XP_018459282.1
OG0013077	CARHR257020	XP_018476241.1
OG0013078	CARHR256890	XP_018472730.1
OG0013079	CARHR104780	XP_018435404.1, XP_018455790.1
OG0013080	CARHR104890	XP_018492562.1
OG0013081	CARHR105290	XP_018452271.1
OG0013082	CARHR210470	XP_018433383.1
OG0013083	CARHR105450	XP_018488489.1
OG0013084	CARHR105640	XP_018434247.1
OG0013085	CARHR105840	XP_018438661.1, XP_018438659.1
OG0013086	CARHR105850	XP_018459202.1
OG0013087	CARHR106030	XP_018461389.1
OG0013088	CARHR106180	XP_018433473.1
OG0013089	CARHR106220	XP_018485967.1
OG0013090	CARHR106240	XP_018440956.1, XP_018440299.1
OG0013091	CARHR106350, CARHR106360	XP_018437654.1
OG0013092	CARHR106950	XP_018464333.1, XP_018486751.1
OG0013093	CARHR107150	XP_018433652.1
OG0013094	CARHR033820	XP_018433024.1
OG0013095	CARHR231290	XP_018470088.1
OG0013096	CARHR231300	XP_018463404.1
OG0013097	CARHR231240	XP_018470083.1
OG0013098	CARHR231230	XP_018470323.1
OG0013099	CARHR231110	XP_018483564.1, XP_018478106.1
OG0013100	CARHR230900	XP_018461539.1
OG0013101	CARHR246770	XP_018477681.1
OG0013102	CARHR229880	XP_018472442.1
OG0013103	CARHR229870	XP_018484108.1
OG0013104	CARHR229650	XP_018447545.1
OG0013106	CARHR229390	XP_018482140.1
OG0013107	CARHR229280	XP_018448443.1
OG0013108	CARHR229090	XP_018448483.1, XP_018472434.1
OG0013109	CARHR228980	XP_018468431.1, XP_018468432.1
OG0013110	CARHR172350	XP_018488933.1
OG0013111	CARHR228820	XP_018471921.1, XP_018470397.1
OG0013112	CARHR228770	XP_018463051.1
OG0013113	CARHR228730	XP_018463050.1
OG0013114	CARHR226760	XP_018464342.1, XP_018464345.1
OG0013115	CARHR226880	XP_018485287.1
OG0013116	CARHR226930	XP_018450362.1
OG0013117	CARHR226950	XP_018450851.1
OG0013118	CARHR226960	XP_018447125.1
OG0013119	CARHR036110	XP_018492042.1
OG0013120	CARHR227330	XP_018471227.1, XP_018485255.1
OG0013121	CARHR227460	XP_018479192.1
OG0013122	CARHR258370	XP_018473124.1
OG0013123	CARHR227840	XP_018470307.1
OG0013124	CARHR227880	XP_018448566.1
OG0013125	CARHR292370	XP_018448658.1
OG0013126	CARHR228220	XP_018471231.1
OG0013127	CARHR228410	XP_018450271.1, XP_018448491.1
