Orthogroup	Cardamine_hirsuta	Arabidopsis_lyrata_NCBI
OG0016189	CARHR000450	XP_020867970.1
OG0016190	CARHR000460	XP_002892038.1
OG0016191	CARHR000470	XP_020867965.1
OG0016192	CARHR000480	XP_020867972.1
OG0016193	CARHR000550	XP_020870062.1
OG0016194	CARHR000630	XP_020870069.1
OG0016196	CARHR000690	XP_020869665.1
OG0016197	CARHR000790	XP_002892055.1
OG0016198	CARHR000900	XP_002889364.1
OG0016199	CARHR001010	XP_020869315.1
OG0016200	CARHR001150	XP_020870179.1
OG0016201	CARHR001190	XP_020870178.1
OG0016202	CARHR001220	XP_020870010.1
OG0016203	CARHR001550	XP_020868096.1
OG0016204	CARHR104150	XP_002885842.1
OG0016205	CARHR001620	XP_020868090.1
OG0016206	CARHR001640	XP_002892100.1
OG0016207	CARHR001710	XP_002889399.1
OG0016208	CARHR001820	XP_002892112.1
OG0016209	CARHR001920	XP_020869574.1
OG0016210	CARHR001930	XP_020868989.1
OG0016211	CARHR002000	XP_002889416.2
OG0016212	CARHR002140	XP_002892126.1
OG0016213	CARHR002440	XP_020868323.1
OG0016214	CARHR002550	XP_020869285.1
OG0016215	CARHR002760	XP_002889457.1
OG0016216	CARHR002770	XP_002892159.1
OG0016217	CARHR002780	XP_002889458.1
OG0016218	CARHR002920	XP_002892169.1
OG0016219	CARHR002980	XP_002892172.2
OG0016220	CARHR003020	XP_020870437.1
OG0016221	CARHR003080	XP_002889473.1
OG0016222	CARHR003160	XP_020869188.1
OG0016223	CARHR003380	XP_002889489.1
OG0016225	CARHR003650	XP_002892209.1
OG0016226	CARHR003890	XP_020869407.1
OG0016227	CARHR003920	XP_002892226.1
OG0016228	CARHR003990	XP_020867467.1
OG0016229	CARHR004280	XP_020867914.1
OG0016230	CARHR004300	XP_020867915.1
OG0016231	CARHR004370	XP_020870369.1
OG0016232	CARHR004380	XP_002889530.1
OG0016233	CARHR004400	XP_002892257.1
OG0016234	CARHR004510	XP_020867986.1
OG0016235	CARHR004560	XP_002889536.1
OG0016236	CARHR004610	XP_020867248.1
OG0016237	CARHR004800	XP_002892282.1
OG0016238	CARHR004830	XP_002892283.1
OG0016239	CARHR004870	XP_002889546.1
OG0016240	CARHR004890	XP_020866998.1
OG0016241	CARHR004930	XP_002892290.2
OG0016242	CARHR005110	XP_020867981.1
OG0016243	CARHR005190	XP_020869869.1
OG0016244	CARHR005350	XP_002889569.1
OG0016245	CARHR005360	XP_020867687.1
OG0016246	CARHR005370	XP_002892309.1
OG0016247	CARHR005430	XP_002889574.1
OG0016248	CARHR055910	XP_002891911.1
OG0016249	CARHR006010	XP_002892339.1
OG0016250	CARHR006060	XP_002889604.1
OG0016251	CARHR006130	XP_002889608.1
OG0016252	CARHR006140	XP_002892346.1
OG0016253	CARHR006160	XP_020869234.1
OG0016254	CARHR006370	XP_002892353.1
OG0016255	CARHR006390	XP_002892355.2
OG0016256	CARHR006420	XP_002889615.1
OG0016257	CARHR006510	XP_002892360.1
OG0016258	CARHR006530	XP_020868593.1
OG0016259	CARHR006590	XP_002892365.1
OG0016260	CARHR006640	XP_002889627.1
OG0016261	CARHR006680	XP_002892371.1
OG0016262	CARHR006730	XP_002892376.1
OG0016263	CARHR006750	XP_020868783.1
OG0016264	CARHR006970	XP_002889638.1
OG0016265	CARHR106260	XP_020886988.1
OG0016266	CARHR231780	XP_020873779.1
OG0016267	CARHR007200	XP_020870900.1
OG0016268	CARHR007300	XP_020870887.1
OG0016269	CARHR007310	XP_002892405.1
OG0016270	CARHR007490	XP_020868738.1
OG0016271	CARHR007520	XP_002892415.1
OG0016272	CARHR007660	XP_020868704.1
OG0016273	CARHR004500	XP_020867985.1
OG0016274	CARHR007930	XP_020867839.1
OG0016275	CARHR008000	XP_002892444.1
OG0016276	CARHR008020	XP_002889681.1
OG0016277	CARHR008130	XP_020869183.1
OG0016278	CARHR008360	XP_020866922.1
OG0016279	CARHR008420	XP_020868664.1
OG0016280	CARHR008490	XP_020869740.1
OG0016281	CARHR008520	XP_020866311.1
OG0016282	CARHR008550	XP_020866321.1
OG0016283	CARHR008600	XP_002892468.1
OG0016284	CARHR008640	XP_020869692.1
OG0016285	CARHR008680	XP_002889713.1
OG0016286	CARHR008690	XP_002889714.1
OG0016287	CARHR008930	XP_002892478.1
OG0016288	CARHR009090	XP_020867885.1
OG0016289	CARHR009100	XP_020866284.1
OG0016290	CARHR009200	XP_002889737.1
OG0016291	CARHR006410	XP_020866211.1
OG0016292	CARHR009410	XP_020867579.1
OG0016293	CARHR009420	XP_020867578.1
OG0016294	CARHR009590	XP_002889761.1
OG0016295	CARHR009650	XP_002892516.1
OG0016296	CARHR009800	XP_020868178.1
OG0016297	CARHR009810	XP_002889771.1
OG0016298	CARHR009820	XP_020868201.1
OG0016299	CARHR009870	XP_020868181.1
OG0016300	CARHR009950	XP_002892534.1
OG0016301	CARHR010360	XP_020867583.1
OG0016302	CARHR010450	XP_020867793.1
OG0016303	CARHR010680	XP_020868840.1
OG0016304	CARHR010710	XP_020868837.1
OG0016305	CARHR011020	XP_002892600.2
OG0016306	CARHR011090	XP_002892606.1
OG0016307	CARHR011100	XP_020870709.1
OG0016308	CARHR259360	XP_002872387.1
OG0016309	CARHR011430	XP_020867851.1
OG0016310	CARHR218370	XP_020876939.1
OG0016311	CARHR011830	XP_002892650.1
OG0016312	CARHR011970	XP_020866928.1
OG0016313	CARHR012000	XP_002889888.1
OG0016314	CARHR012080	XP_020870791.1
OG0016315	CARHR012360	XP_020891480.1
OG0016316	CARHR012410	XP_020867844.1
OG0016317	CARHR012550	XP_020870206.1
OG0016318	CARHR012560	XP_020870203.1
OG0016319	CARHR012660	XP_002892684.1
OG0016320	CARHR012720	XP_020869022.1
OG0016321	CARHR012780	XP_020867855.1
OG0016323	CARHR012850	XP_002892695.1
OG0016324	CARHR012940	XP_020868676.1
OG0016325	CARHR013110	XP_002892714.1
OG0016326	CARHR013310	XP_002889977.1
OG0016327	CARHR013500	XP_002889989.1
OG0016328	CARHR013540	XP_020867291.1
OG0016329	CARHR013600	XP_002889994.2
OG0016330	CARHR013620	XP_020870882.1
OG0016331	CARHR013890	XP_020866958.1
OG0016332	CARHR014010	XP_020868023.1
OG0016333	CARHR014070	XP_002890015.1
OG0016334	CARHR014100	XP_002892767.1
OG0016335	CARHR014210	XP_020869153.1
OG0016336	CARHR014260	XP_002890026.1
OG0016337	CARHR014360	XP_002890034.1
OG0016338	CARHR014350	XP_002890033.1
OG0016339	CARHR014530	XP_002892790.1
OG0016340	CARHR014570	XP_020869270.1
OG0016341	CARHR014600	XP_002890042.1
OG0016342	CARHR014700	XP_002890047.1
OG0016343	CARHR014720	XP_002892799.1
OG0016344	CARHR014730	XP_002890048.1
OG0016345	CARHR014790	XP_020870391.1
OG0016346	CARHR015000	XP_002892814.1
OG0016347	CARHR015060	XP_002890063.1
OG0016348	CARHR015720	XP_002892852.1
OG0016349	CARHR015860	XP_002890098.1
OG0016350	CARHR015920	XP_020871004.1
OG0016351	CARHR015960	XP_020866838.1
OG0016352	CARHR016020	XP_002890105.1
OG0016353	CARHR016190	XP_002892875.1
OG0016354	CARHR016230	XP_020870649.1
OG0016355	CARHR071080	XP_020890269.1
OG0016356	CARHR016540	XP_020867554.1
OG0016357	CARHR016580	XP_002892894.1
OG0016358	CARHR016820	XP_002890160.1
OG0016359	CARHR016920	XP_002890167.1
OG0016360	CARHR016950	XP_020868559.1
OG0016361	CARHR017060	XP_020870429.1
OG0016362	CARHR017100	XP_020866906.1
OG0016363	CARHR017120	XP_002890179.1
OG0016364	CARHR017140	XP_020867778.1
OG0016365	CARHR017470	XP_002890195.1
OG0016366	CARHR017610	XP_020866813.1
OG0016367	CARHR017760	XP_020870696.1
OG0016368	CARHR017770	XP_020870978.1
OG0016369	CARHR017790	XP_002892939.1
OG0016370	CARHR258530	XP_002864035.1
OG0016371	CARHR017850	XP_002890215.2
OG0016372	CARHR017920	XP_002890219.1
OG0016373	CARHR185140	XP_020878381.1
OG0016374	CARHR018030	XP_020867513.1
OG0016375	CARHR018060	XP_020867515.1
OG0016376	CARHR018080	XP_002892953.1
OG0016377	CARHR018090	XP_002890229.1
OG0016378	CARHR018140	XP_002892956.1
OG0016379	CARHR018180	XP_020868333.1
OG0016380	CARHR018350	XP_020866901.1
OG0016381	CARHR018360	XP_002890247.1
OG0016382	CARHR018370	XP_002892966.1
OG0016383	CARHR120050	XP_020884808.1
OG0016384	CARHR018620	XP_002890258.2
OG0016385	CARHR018640	XP_002892981.1
OG0016386	CARHR018680	XP_002890260.1
OG0016387	CARHR018700	XP_002892984.1
OG0016388	CARHR018720	XP_020869029.1
OG0016389	CARHR018750	XP_002890265.1
OG0016390	CARHR018820	XP_020869708.1
OG0016391	CARHR264230	XP_002872348.2
OG0016392	CARHR265080	XP_002864156.1
OG0016393	CARHR019310	XP_002893008.1
OG0016394	CARHR019440	XP_020870007.1
OG0016395	CARHR019460	XP_002893017.1
OG0016396	CARHR019590	XP_020870013.1
OG0016397	CARHR019680	XP_020869374.1
OG0016398	CARHR019720	XP_020867022.1
OG0016399	CARHR019800	XP_002893032.2
OG0016400	CARHR019880	XP_002890327.1
OG0016401	CARHR019900	XP_002893041.1
OG0016402	CARHR019930	XP_020868411.1
OG0016403	CARHR019960	XP_002893044.1
OG0016404	CARHR020060	XP_020870087.1
OG0016405	CARHR020170	XP_020867330.1
OG0016406	CARHR020320	XP_002890355.1
OG0016407	CARHR101970	XP_002883625.1
OG0016408	CARHR020520	XP_020869313.1
OG0016409	CARHR020530	XP_020869293.1
OG0016410	CARHR020610	XP_020870856.1
OG0016411	CARHR021000	XP_002893116.1
OG0016412	CARHR021030	XP_020866957.1
OG0016413	CARHR021300	XP_020870738.1
OG0016414	CARHR021500	XP_002890424.2
OG0016415	CARHR021710	XP_020869337.1
OG0016416	CARHR114700	XP_020884950.1
OG0016417	CARHR021920	XP_020871013.1
OG0016418	CARHR021930	XP_002890445.1
OG0016419	CARHR021960	XP_020867727.1
OG0016420	CARHR021990	XP_002890449.2
OG0016421	CARHR022000	XP_020867398.1
OG0016423	CARHR022110	XP_020866887.1
OG0016424	CARHR022130	XP_002890461.1
OG0016425	CARHR022150	XP_002890463.1
OG0016426	CARHR022160	XP_002890464.1
OG0016427	CARHR022510	XP_002890496.1
OG0016428	CARHR022530	XP_002893215.1
OG0016429	CARHR022540	XP_020867712.1
OG0016430	CARHR022800	XP_020868432.1
OG0016431	CARHR022820	XP_002893232.1
OG0016432	CARHR022890	XP_002893236.1
OG0016433	CARHR035320, CARHR022910	XP_020866447.1
OG0016434	CARHR022980	XP_002890521.1
OG0016435	CARHR023060	XP_020870985.1
OG0016436	CARHR023130	XP_002890532.1
OG0016437	CARHR023150	XP_002890534.1
OG0016438	CARHR023160	XP_002890535.1
OG0016439	CARHR023380	XP_002890548.1
OG0016440	CARHR023440	XP_020869404.1
OG0016441	CARHR290930	XP_020865927.1
OG0016442	CARHR290970	XP_020865881.1
OG0016443	CARHR291040	XP_002888845.2
OG0016444	CARHR291060	XP_020889976.1
OG0016445	CARHR291140	XP_002887380.2
OG0016446	CARHR291180	XP_002887376.1
OG0016447	CARHR291190	XP_020890592.1
OG0016448	CARHR291210	XP_020891628.1
OG0016449	CARHR291240	XP_020865933.1
OG0016450	CARHR064580	XP_002888827.1
OG0016451	CARHR064540	XP_002887357.1
OG0016452	CARHR064510	XP_002888826.1
OG0016453	CARHR036160	XP_020869945.1
OG0016454	CARHR064410	XP_002888822.1
OG0016455	CARHR064390	XP_002887345.1
OG0016456	CARHR064380	XP_020889708.1
OG0016458	CARHR064180	XP_020865596.1
OG0016459	CARHR063900	XP_002887320.1
OG0016460	CARHR063810	XP_020891533.1
OG0016461	CARHR063750	XP_020889886.1
OG0016462	CARHR063510	XP_002887293.1
OG0016463	CARHR063320	XP_002888760.1
OG0016465	CARHR063190	XP_020891451.1
OG0016466	CARHR063170	XP_002888753.1
OG0016467	CARHR032170	XP_020868992.1
OG0016468	CARHR032180	XP_002891011.1
OG0016469	CARHR032260	XP_020870159.1
OG0016470	CARHR032380	XP_020866610.1
OG0016471	CARHR032510	XP_002891032.2
OG0016472	CARHR032610	XP_002893759.1
OG0016473	CARHR032630	XP_020867958.1
OG0016474	CARHR032670	XP_020870499.1
OG0016476	CARHR047880	XP_002886399.2
OG0016477	CARHR047930	XP_002887961.1
OG0016478	CARHR047940	XP_002886401.1
OG0016479	CARHR273810	XP_002866374.1
OG0016480	CARHR048550	XP_002887981.1
OG0016481	CARHR048690	XP_020889872.1
OG0016482	CARHR048890	XP_020890420.1
OG0016483	CARHR049020	XP_020865851.1
OG0016484	CARHR049050	XP_020865854.1
OG0016485	CARHR049060	XP_002886454.1
OG0016486	CARHR049070	XP_020865853.1
OG0016487	CARHR049080	XP_020889702.1
OG0016488	CARHR049090	XP_020890771.1
OG0016489	CARHR049400	XP_020865920.1
OG0016491	CARHR259370	XP_002872388.1
OG0016492	CARHR050400	XP_020889716.1
OG0016493	CARHR050460	XP_020891313.1
OG0016494	CARHR050560	XP_020891341.1
OG0016495	CARHR050780	XP_002888081.1
OG0016496	CARHR051290	XP_002888089.1
OG0016497	CARHR260960	XP_020877342.1
OG0016498	CARHR051350, CARHR051360	XP_002886555.1
OG0016499	CARHR051450	XP_002888100.1
OG0016500	CARHR051460	XP_020890030.1
OG0016501	CARHR051670	XP_020890042.1
OG0016502	CARHR051910	XP_002888122.1
OG0016503	CARHR051730	XP_002888125.1
OG0016504	CARHR052370	XP_020891735.1
OG0016505	CARHR052430	XP_002886608.1
OG0016506	CARHR052560	XP_020891214.1
OG0016507	CARHR052620	XP_020889969.1
OG0016508	CARHR052730	XP_002886632.1
OG0016509	CARHR110960	XP_002884200.1
OG0016510	CARHR052880	XP_020890491.1
OG0016511	CARHR052900	XP_002886638.1
OG0016512	CARHR053170	XP_020890308.1
OG0016513	CARHR053250	XP_002888168.2
OG0016514	CARHR053470	XP_020890318.1
OG0016515	CARHR283790	XP_002886674.1
OG0016516	CARHR283850	XP_020890301.1
OG0016517	CARHR235400	XP_002867485.1
OG0016518	CARHR283940	XP_002888211.1
OG0016519	CARHR284170	XP_020891369.1
OG0016520	CARHR284180	XP_002888219.1
OG0016521	CARHR053820, CARHR278220	XP_020890560.1
OG0016522	CARHR053910	XP_002886706.1
OG0016523	CARHR053950	XP_020891334.1
OG0016524	CARHR104770	XP_020888842.1
OG0016525	CARHR054430	XP_020868777.1
OG0016526	CARHR056360	XP_020890878.1
OG0016527	CARHR054720	XP_020869189.1
OG0016528	CARHR054800	XP_020868946.1
OG0016529	CARHR054920	XP_002894659.1
OG0016530	CARHR055230	XP_020868305.1
OG0016531	CARHR289860	XP_002894636.1
OG0016532	CARHR289850	XP_002891950.2
OG0016533	CARHR289820	XP_020868314.1
OG0016534	CARHR289770	XP_020868278.1
OG0016535	CARHR289740	XP_020868274.1
OG0016536	CARHR289670	XP_020868276.1
OG0016537	CARHR046810	XP_020890397.1
OG0016538	CARHR046720	XP_002887913.1
OG0016539	CARHR257730, CARHR257740	XP_002865816.1
OG0016540	CARHR182240	XP_002865728.1
OG0016541	CARHR046640	XP_002887902.2
OG0016542	CARHR046550	XP_020891424.1
OG0016543	CARHR046490	XP_002887887.1
OG0016544	CARHR046480	XP_020891095.1
OG0016545	CARHR046420	XP_020891096.1
OG0016546	CARHR047530	XP_020886576.1
OG0016547	CARHR046300	XP_002887870.1
OG0016548	CARHR046180	XP_002886329.1
OG0016549	CARHR175380	XP_020871304.1
OG0016550	CARHR175370	XP_020881063.1
OG0016551	CARHR144230	XP_020880914.1
OG0016552	CARHR174620	XP_002865159.2
OG0016553	CARHR174600	XP_020866797.1
OG0016554	CARHR173940	XP_020889777.1
OG0016555	CARHR216590, CARHR173540	XP_020871866.1
OG0016556	CARHR066190	XP_020868374.1
OG0016557	CARHR178070	XP_020871660.1
OG0016558	CARHR178150	XP_020868991.1
OG0016559	CARHR178160	XP_020871640.1
OG0016560	CARHR234140	XP_020873752.1
OG0016561	CARHR178230	XP_020891077.1
OG0016562	CARHR178760	XP_002863586.1
OG0016563	CARHR145590	XP_020882584.1
OG0016564	CARHR252340	XP_002874838.1
OG0016566	CARHR252570	XP_020876396.1
OG0016567	CARHR237120	XP_002869440.1
OG0016568	CARHR237370	XP_002869427.1
OG0016569	CARHR237420	XP_002867401.1
OG0016570	CARHR237620	XP_002869416.1
OG0016571	CARHR237630	XP_020874682.1
OG0016572	CARHR155520	XP_020882495.1
OG0016573	CARHR183800	XP_020878184.1
OG0016574	CARHR222660	XP_002870166.1
OG0016575	CARHR037620	XP_002891403.1
OG0016576	CARHR037740	XP_002891410.1
OG0016577	CARHR037750	XP_020868371.1
OG0016578	CARHR037760	XP_020868365.1
OG0016579	CARHR037930	XP_020868369.1
OG0016580	CARHR037970	XP_020868368.1
OG0016581	CARHR037990	XP_020868381.1
OG0016582	CARHR251090	XP_002872815.1
OG0016583	CARHR038860	XP_020866339.1
OG0016584	CARHR039030	XP_002894152.1
OG0016585	CARHR039110	XP_002894160.1
OG0016586	CARHR255450	XP_002872551.1
OG0016587	CARHR039170, CARHR057290	XP_020868141.1
OG0016588	CARHR039260	XP_002894165.1
OG0016589	CARHR039430	XP_002894181.2
OG0016590	CARHR039460	XP_020869683.1
OG0016591	CARHR039470	XP_020866734.1
OG0016592	CARHR039480	XP_020866754.1
OG0016593	CARHR039510	XP_020881815.1
OG0016594	CARHR039520	XP_020881515.1
OG0016595	CARHR068320	XP_002889005.1
OG0016596	CARHR068300	XP_002889004.1
OG0016597	CARHR068240	XP_002889000.1
OG0016598	CARHR293890	XP_020872833.1
OG0016599	CARHR293900	XP_020872840.1
OG0016600	CARHR293910	XP_020872836.1
OG0016601	CARHR293950	XP_020872827.1
OG0016602	CARHR294040	XP_002866790.1
OG0016603	CARHR294080	XP_002866792.1
OG0016604	CARHR294110	XP_002868843.1
OG0016605	CARHR294120	XP_020872867.1
OG0016606	CARHR294130	XP_020872868.1
OG0016607	CARHR294200	XP_020873873.1
OG0016608	CARHR294210	XP_002866802.1
OG0016609	CARHR294360	XP_002868851.1
OG0016610	CARHR294370	XP_020874422.1
OG0016611	CARHR294380	XP_002868852.1
OG0016612	CARHR294390	XP_002868853.1
OG0016613	CARHR247870	XP_002868869.1
OG0016614	CARHR247760	XP_002868878.1
OG0016615	CARHR247470	XP_020872545.1
OG0016616	CARHR247420	XP_020874822.1
OG0016617	CARHR247380	XP_002866841.1
OG0016618	CARHR247330	XP_020875420.1
OG0016619	CARHR247120	XP_002868920.2
OG0016620	CARHR247030	XP_020872269.1
OG0016621	CARHR247010	XP_020875133.1
OG0016622	CARHR246920	XP_002868929.1
OG0016623	CARHR246880	XP_020874613.1
OG0016624	CARHR246850	XP_020872596.1
OG0016625	CARHR246840	XP_002866889.1
OG0016626	CARHR246810	XP_002866892.1
OG0016627	CARHR246730	XP_002866899.1
OG0016628	CARHR246600	XP_020874605.1
OG0016629	CARHR246490	XP_002866916.1
OG0016630	CARHR246380	XP_002868956.1
OG0016631	CARHR246330	XP_020873028.1
OG0016632	CARHR246190	XP_002866931.1
OG0016633	CARHR246010	XP_020872541.1
OG0016634	CARHR245670	XP_002866959.1
OG0016635	CARHR245640	XP_002866961.1
OG0016636	CARHR245540	XP_020873203.1
OG0016638	CARHR245280	XP_002866982.1
OG0016639	CARHR244310	XP_020873055.1
OG0016640	CARHR245220	XP_002866988.1
OG0016641	CARHR245200	XP_020873916.1
OG0016642	CARHR245190	XP_002869018.1
OG0016643	CARHR245150	XP_002869023.1
OG0016644	CARHR244800	XP_002867012.1
OG0016645	CARHR244750	XP_002867017.1
OG0016646	CARHR244740	XP_002869037.1
OG0016647	CARHR244590	XP_002867031.1
OG0016648	CARHR244490	XP_020875019.1
OG0016649	CARHR244470	XP_020874033.1
OG0016650	CARHR244450	XP_020874031.1
OG0016651	CARHR244430	XP_020874929.1
OG0016652	CARHR244360	XP_020875263.1
OG0016653	CARHR244330	XP_020873048.1
OG0016654	CARHR244300	XP_002867048.1
OG0016655	CARHR244260	XP_020874218.1
OG0016656	CARHR240260	XP_002869281.1
OG0016657	CARHR244120	XP_002869062.1
OG0016658	CARHR243990	XP_002869074.1
OG0016659	CARHR243960	XP_020873085.1
OG0016660	CARHR243930	XP_002869079.2
OG0016661	CARHR243750	XP_002867073.1
OG0016662	CARHR243740	XP_020875130.1
OG0016663	CARHR243700	XP_002869091.1
OG0016664	CARHR243570	XP_002867083.1
OG0016666	CARHR243630	XP_020872787.1
OG0016667	CARHR243670	XP_002869093.1
OG0016668	CARHR243520	XP_020875201.1
OG0016669	CARHR242930	XP_002867110.1
OG0016670	CARHR242790	XP_002867111.1
OG0016671	CARHR242870	XP_002869140.1
OG0016672	CARHR242440	XP_002867123.1
OG0016673	CARHR242490	XP_002869159.1
OG0016674	CARHR242550	XP_002869163.1
OG0016675	CARHR240240	XP_020872082.1
OG0016676	CARHR240340	XP_020873907.1
OG0016677	CARHR258300	XP_002864050.1
OG0016678	CARHR258290	XP_002864051.1
OG0016679	CARHR240600	XP_020872344.1
OG0016680	CARHR240780	XP_020875006.1
OG0016681	CARHR240900	XP_020872726.1
OG0016682	CARHR240910	XP_020872725.1
OG0016683	CARHR241360	XP_020872332.1
OG0016684	CARHR280890	XP_020866110.1
OG0016685	CARHR241550	XP_020875383.1
OG0016686	CARHR241560	XP_020875385.1
OG0016687	CARHR241570	XP_002867175.1
OG0016688	CARHR241580	XP_020875384.1
OG0016689	CARHR061950	XP_002888698.1
OG0016690	CARHR241610	XP_020875382.1
OG0016691	CARHR149610	XP_020881749.1
OG0016692	CARHR241640	XP_002869209.1
OG0016693	CARHR235870	XP_020874939.1
OG0016694	CARHR242070	XP_020874427.1
OG0016695	CARHR239960	XP_002869294.1
OG0016696	CARHR007470	XP_020884662.1, XP_002889657.1
OG0016697	CARHR239950	XP_020874418.1
OG0016698	CARHR239850	XP_002867268.1
OG0016699	CARHR239830	XP_002869305.1
OG0016700	CARHR239820	XP_020875460.1
OG0016701	CARHR239730	XP_020872890.1
OG0016702	CARHR239720	XP_020872891.1
OG0016703	CARHR239550	XP_002867287.1
OG0016704	CARHR235890	XP_002867462.2
OG0016705	CARHR239300	XP_020873142.1
OG0016706	CARHR239130	XP_020873034.1, XP_002867308.1
OG0016707	CARHR239120	XP_002867309.1
OG0016708	CARHR239100	XP_020875702.1
OG0016709	CARHR238990	XP_020873218.1
OG0016711	CARHR238720	XP_020872125.1
OG0016712	CARHR238680	XP_020872117.1
OG0016713	CARHR238690	XP_002869359.1
OG0016714	CARHR156410	XP_002877573.1
OG0016715	CARHR156380	XP_020880904.1
OG0016717	CARHR100010	XP_020885997.1
OG0016718	CARHR100190	XP_020887698.1
OG0016719	CARHR100220	XP_020886999.1
OG0016720	CARHR065600	XP_002888888.1
OG0016721	CARHR065410	XP_002888879.1
OG0016722	CARHR065420	XP_002887435.1
OG0016723	CARHR064910	XP_020890861.1
OG0016724	CARHR023620	XP_020867429.1
OG0016725	CARHR023900	XP_002890585.1
OG0016726	CARHR024120	XP_002890592.1
OG0016727	CARHR024340	XP_002893318.1
OG0016728	CARHR024380	XP_020868087.1
OG0016729	CARHR025110	XP_020866647.1
OG0016730	CARHR025150	XP_020866527.1
OG0016731	CARHR025200	XP_020868964.1
OG0016732	CARHR025320	XP_020870504.1
OG0016733	CARHR025500	XP_002893403.1
OG0016734	CARHR025580	XP_020868584.1
OG0016735	CARHR249690	XP_002872860.1
OG0016736	CARHR249770	XP_020877253.1
OG0016737	CARHR250280	XP_020877581.1
OG0016738	CARHR249400	XP_020879574.1
OG0016739	CARHR249300	XP_020877993.1
OG0016740	CARHR249210	XP_002872911.1
OG0016741	CARHR249070	XP_020878928.1
OG0016742	CARHR249060	XP_002872900.1
OG0016743	CARHR248610	XP_020879541.1
OG0016744	CARHR248420	XP_002875035.1
OG0016745	CARHR248260	XP_020879137.1
OG0016746	CARHR287400	XP_020891351.1
OG0016747	CARHR248130	XP_002875046.1
OG0016748	CARHR248110	XP_002872974.2
OG0016749	CARHR245000	XP_002881816.1
OG0016750	CARHR142840	XP_002880303.2
OG0016751	CARHR016680	XP_020868636.1
OG0016752	CARHR111850	XP_020883233.1
OG0016753	CARHR111860	XP_020883237.1
OG0016754	CARHR111880	XP_002878530.1
OG0016755	CARHR026530	XP_020870968.1
OG0016756	CARHR025840	XP_002893417.1
OG0016757	CARHR233790	XP_020873736.1
OG0016758	CARHR234200	XP_020873483.1
OG0016759	CARHR234370	XP_020873510.1
OG0016760	CARHR235060	XP_002867506.1
OG0016761	CARHR235430	XP_002867484.1
OG0016762	CARHR235500	XP_020872158.1
OG0016763	CARHR235510	XP_002869541.1
OG0016764	CARHR235530	XP_020872157.1
OG0016765	CARHR235600	XP_002869533.1
OG0016766	CARHR235700	XP_002867474.1
OG0016767	CARHR235770	XP_002869521.1
OG0016768	CARHR235930	XP_002869514.1
OG0016769	CARHR236060, CARHR236050	XP_020874758.1
OG0016770	CARHR146460	XP_020882384.1
OG0016771	CARHR005420	XP_020866789.1
OG0016772	CARHR007980	XP_002892442.1
OG0016773	CARHR015660	XP_020867016.1
OG0016774	CARHR019710	XP_020868662.1
OG0016775	CARHR022690	XP_020867413.1
OG0016777	CARHR023830	XP_002893284.1
OG0016778	CARHR024170	XP_002890593.1
OG0016780	CARHR024860	XP_020868236.1
OG0016781	CARHR025130	XP_020868748.1
OG0016782	CARHR025750	XP_020870991.1
OG0016783	CARHR026150	XP_020867831.1
OG0016784	CARHR027090	XP_020869066.1
OG0016785	CARHR027110	XP_002893472.1
OG0016786	CARHR027120	XP_002890731.1
OG0016789	CARHR030710, CARHR118950	XP_020867425.1
OG0016790	CARHR032030	XP_020869942.1
OG0016792	CARHR039960, CARHR039970	XP_020866197.1
OG0016794	CARHR041230	XP_002891621.1
OG0016795	CARHR045600	XP_020868475.1
OG0016796	CARHR062720	XP_002887253.1
OG0016797	CARHR058090	XP_020891495.1
OG0016798	CARHR058100	XP_002887007.1
OG0016801	CARHR069580	XP_020890530.1
OG0016802	CARHR069670	XP_002887626.1
OG0016803	CARHR070780	XP_020889611.1
OG0016805	CARHR085300	XP_002884809.1
OG0016806	CARHR087740	XP_002884947.1
OG0016808	CARHR095760	XP_002883233.1
OG0016809	CARHR099340	XP_002883427.1
OG0016810	CARHR099930	XP_002885610.1
OG0016811	CARHR103340	XP_020889353.1
OG0016812	CARHR103890	XP_020887677.1
OG0016814	CARHR104660	XP_020889495.1
OG0016815	CARHR105550	XP_002883879.2
OG0016816	CARHR106190	XP_002883920.1
OG0016817	CARHR108180	XP_020888351.1
OG0016818	CARHR108450	XP_020886294.1
OG0016819	CARHR110780	XP_020887864.1
OG0016820	CARHR111930	XP_002880355.1
OG0016821	CARHR112940	XP_002878579.1
OG0016822	CARHR114030	XP_020883057.1
OG0016823	CARHR117920	XP_020884063.1
OG0016824	CARHR117760	XP_002880573.1
OG0016826	CARHR115760	XP_002878863.1
OG0016827	CARHR114950	XP_002880762.1
OG0016828	CARHR123400	XP_020874440.1, XP_020885229.1
OG0016830	CARHR125610	XP_002881204.1
OG0016831	CARHR127700	XP_002879466.1
OG0016832	CARHR130110	XP_002879580.2
OG0016833	CARHR130340	XP_002879591.1
OG0016835	CARHR133900	XP_002862909.1, XP_002879785.1
OG0016836	CARHR139360	XP_020885314.1
OG0016837	CARHR156300	XP_020881278.1
OG0016838	CARHR141320	XP_002880214.1
OG0016839	CARHR143320	XP_002882137.2
OG0016840	CARHR144300	XP_020882319.1
OG0016841	CARHR146240	XP_002875231.1, XP_002875232.1
OG0016842	CARHR146610	XP_002876921.1
OG0016843	CARHR147130	XP_002875310.1
OG0016844	CARHR151720	XP_020880868.1
