Orthogroup	Cardamine_hirsuta	Eutrema_salsugineum
OG0014555	CARHR231630	XP_006413461.1
OG0014556	CARHR125560	XP_024003761.1
OG0014557	CARHR125650	XP_006410327.1
OG0014558	CARHR125780	XP_006410337.1
OG0014559	CARHR125850	XP_006410341.1
OG0014560	CARHR125890	XP_006410346.1
OG0014561	CARHR126490, CARHR004520	XP_006410393.1
OG0014562	CARHR126300	XP_006410380.1
OG0014563	CARHR126140	XP_006410364.1
OG0014564	CARHR126040	XP_024004256.1
OG0014565	CARHR126670	XP_006410407.1
OG0014566	CARHR126730	XP_006410409.1
OG0014567	CARHR126850	XP_006410429.1
OG0014568	CARHR126860	XP_006410430.2
OG0014569	CARHR127410	XP_006410482.1
OG0014570	CARHR180180	XP_006403239.1
OG0014571	CARHR179930	XP_024013286.1, XP_006409823.2
OG0014572	CARHR179700	XP_006403192.1
OG0014573	CARHR179680	XP_024013249.1
OG0014574	CARHR179670	XP_006403176.1
OG0014575	CARHR179610	XP_006403175.1
OG0014576	CARHR179500	XP_006403164.1
OG0014577	CARHR179380	XP_006403155.1
OG0014578	CARHR179120	XP_006403135.1
OG0014579	CARHR179110	XP_024013273.1
OG0014580	CARHR179080	XP_006403132.2
OG0014581	CARHR178990	XP_006403125.1
OG0014582	CARHR232680	XP_006413323.1
OG0014584	CARHR232780	XP_006413313.1
OG0014585	CARHR232850	XP_006413305.1
OG0014586	CARHR232860	XP_024005592.1
OG0014587	CARHR232960	XP_006413297.1
OG0014588	CARHR232980	XP_006413295.1
OG0014589	CARHR037310	XP_006393531.1
OG0014590	CARHR037260	XP_006393556.1
OG0014591	CARHR037220	XP_006393565.2
OG0014592	CARHR036920	XP_024006240.1
OG0014593	CARHR036830	XP_006393596.1
OG0014594	CARHR134190	XP_006415746.1
OG0014595	CARHR036170	XP_006393684.1
OG0014596	CARHR070190	XP_006390169.1
OG0014597	CARHR036220	XP_006393673.1
OG0014598	CARHR036250	XP_006393667.1
OG0014599	CARHR036440	XP_024006262.1
OG0014600	CARHR036460	XP_006393637.1
OG0014601	CARHR027260	XP_006415732.1
OG0014602	CARHR027270	XP_006415731.1
OG0014603	CARHR027330	XP_006415720.1
OG0014604	CARHR027390	XP_006415713.2
OG0014605	CARHR027590	XP_006415693.1
OG0014606	CARHR027700	XP_006415684.1
OG0014607	CARHR027820	XP_006415670.1
OG0014608	CARHR027830	XP_006415667.1
OG0014609	CARHR027920	XP_006415656.1
OG0014610	CARHR028260	XP_024008925.1
OG0014611	CARHR028540	XP_006415596.1
OG0014612	CARHR028730	XP_006415577.1
OG0014613	CARHR028930	XP_006415564.1
OG0014614	CARHR029010	XP_006415555.1
OG0014615	CARHR029180	XP_006415544.1
OG0014616	CARHR029540	XP_006415538.1
OG0014617	CARHR029410	XP_006415525.1
OG0014618	CARHR029340	XP_006418917.2, XP_024008559.1
OG0014619	CARHR029320	XP_006415514.1
OG0014620	CARHR029910	XP_006415464.2
OG0014621	CARHR029940	XP_006415459.1
OG0014622	CARHR029950	XP_006415457.1
OG0014623	CARHR231930	XP_006413418.1
OG0014624	CARHR030050	XP_006415446.1
OG0014625	CARHR030120	XP_006415440.1
OG0014626	CARHR030150	XP_006415437.1
OG0014627	CARHR030300	XP_006415408.1
OG0014628	CARHR030330	XP_006415402.1
OG0014629	CARHR030390	XP_006415395.1
OG0014630	CARHR030570	XP_024008837.1
OG0014631	CARHR030630	XP_006415364.1
OG0014632	CARHR030640	XP_024008385.1
OG0014633	CARHR030780	XP_006415344.1
OG0014634	CARHR030840	XP_006415334.1
OG0014635	CARHR030950	XP_006415328.1
OG0014636	CARHR030980	XP_006415325.1
OG0014637	CARHR287030	XP_006415323.1
OG0014638	CARHR031080	XP_006415304.1
OG0014639	CARHR031090	XP_024008426.1
OG0014640	CARHR031100	XP_006415302.1
OG0014641	CARHR031250	XP_024008147.1
OG0014643	CARHR031520	XP_006415245.1
OG0014644	CARHR031590	XP_006415237.1
OG0014645	CARHR031630	XP_024008376.1
OG0014646	CARHR031680	XP_006415217.2
OG0014647	CARHR031970	XP_006415182.1
OG0014648	CARHR145140	XP_006395766.1
OG0014649	CARHR145220	XP_006395759.1
OG0014650	CARHR145420	XP_006395742.2
OG0014651	CARHR145550	XP_006395732.1
OG0014652	CARHR145770	XP_006395705.1
OG0014653	CARHR232330	XP_006413370.1
OG0014654	CARHR145810	XP_006395703.1
OG0014655	CARHR145970	XP_006395688.1
OG0014656	CARHR145990	XP_024007653.1
OG0014657	CARHR280840	XP_006393880.1
OG0014658	CARHR280810	XP_006393883.1
OG0014659	CARHR280600	XP_006393903.1
OG0014660	CARHR280370	XP_006393923.1
OG0014661	CARHR280340	XP_006393926.1
OG0014662	CARHR280330	XP_006393927.1
OG0014663	CARHR280290	XP_006393929.1
OG0014664	CARHR280280	XP_006393930.1
OG0014665	CARHR280160	XP_006393946.1
OG0014666	CARHR280130	XP_006393950.1
OG0014667	CARHR280110	XP_006393954.1
OG0014668	CARHR279980	XP_006393968.1
OG0014669	CARHR279910	XP_006393973.1
OG0014670	CARHR279900	XP_024006849.1, XP_024006924.1
OG0014671	CARHR279850	XP_006393979.1
OG0014672	CARHR279730	XP_006393992.1
OG0014674	CARHR279500	XP_006394020.2
OG0014675	CARHR279120	XP_024007437.1
OG0014676	CARHR279080	XP_006394071.1
OG0014677	CARHR293790	XP_006396513.1
OG0014678	CARHR278890	XP_024007326.1
OG0014679	CARHR278840	XP_006394105.1
OG0014680	CARHR278720	XP_006394119.1
OG0014681	CARHR278630	XP_006394128.1
OG0014682	CARHR278560	XP_024007652.1
OG0014683	CARHR278420	XP_006394152.1
OG0014684	CARHR278390	XP_006394155.1
OG0014685	CARHR278380	XP_006394156.1
OG0014686	CARHR278320	XP_006394160.1
OG0014687	CARHR278190	XP_006394171.1
OG0014688	CARHR278140	XP_006394184.1
OG0014689	CARHR278070	XP_006394192.1
OG0014690	CARHR277910	XP_006394217.1
OG0014691	CARHR277860	XP_006394224.1
OG0014692	CARHR277830	XP_024007619.1
OG0014693	CARHR277510	XP_024007054.1
OG0014694	CARHR277290	XP_006394278.1
OG0014695	CARHR277280	XP_006394279.1
OG0014696	CARHR277240	XP_006394281.1
OG0014697	CARHR277220	XP_006394283.1
OG0014698	CARHR277210	XP_024007548.1
OG0014699	CARHR107570	XP_006394306.1
OG0014700	CARHR277110	XP_006394295.1
OG0014701	CARHR276950	XP_006394312.1
OG0014702	CARHR276940	XP_006394314.1
OG0014703	CARHR276890	XP_006394317.1
OG0014704	CARHR276810	XP_006394328.1
OG0014705	CARHR276800	XP_006394329.2
OG0014706	CARHR276540	XP_024007613.1
OG0014707	CARHR276350	XP_006394377.1
OG0014708	CARHR276110	XP_006394409.1
OG0014709	CARHR276100	XP_006394410.2
OG0014710	CARHR275910	XP_006394429.1
OG0014711	CARHR275880	XP_006394436.1
OG0014712	CARHR275860	XP_006394438.1
OG0014713	CARHR275820	XP_006394442.1
OG0014714	CARHR275680	XP_006394450.1
OG0014715	CARHR275660	XP_024007609.1
OG0014716	CARHR275480	XP_006394480.1
OG0014717	CARHR275470	XP_006394481.1
OG0014718	CARHR275370	XP_024006742.1
OG0014719	CARHR275240	XP_006394501.2
OG0014720	CARHR275150	XP_006394513.1
OG0014721	CARHR275020	XP_006394522.1
OG0014722	CARHR274830	XP_006394537.1
OG0014723	CARHR147920	XP_006394549.1
OG0014724	CARHR274640	XP_006394550.1
OG0014725	CARHR274620	XP_006394551.1
OG0014726	CARHR274550	XP_006394558.1
OG0014728	CARHR190040	XP_024007448.1
OG0014729	CARHR190020	XP_006394615.2
OG0014730	CARHR189830	XP_024006746.1
OG0014731	CARHR189800	XP_006394637.1
OG0014732	CARHR189680	XP_006394646.1
OG0014733	CARHR036150	XP_006393687.1
OG0014734	CARHR189490	XP_006394667.1
OG0014735	CARHR154200	XP_006418988.1
OG0014736	CARHR189240, CARHR189220	XP_006394682.1
OG0014737	CARHR189210	XP_006394683.1
OG0014738	CARHR189200	XP_006394684.1
OG0014739	CARHR189150	XP_006394687.1
OG0014740	CARHR189130	XP_006394689.1
OG0014741	CARHR189090	XP_006394693.1
OG0014742	CARHR188930	XP_006394705.2
OG0014743	CARHR188920	XP_024007117.1
OG0014744	CARHR259590	XP_006397277.1
OG0014745	CARHR188910	XP_006394707.1
OG0014746	CARHR188860	XP_006394715.1
OG0014747	CARHR188730	XP_006394728.1
OG0014748	CARHR188640	XP_006394733.1
OG0014749	CARHR188620	XP_024007523.1
OG0014750	CARHR188580	XP_006394739.1
OG0014751	CARHR188520	XP_006394744.1
OG0014752	CARHR188140	XP_024006958.1
OG0014753	CARHR187500	XP_006394840.1
OG0014754	CARHR187270	XP_006394849.1
OG0014755	CARHR187290	XP_006394851.1
OG0014756	CARHR187340	XP_006394853.1
OG0014757	CARHR187440, CARHR187450	XP_006394860.2
OG0014758	CARHR193580	XP_006400494.1
OG0014759	CARHR193250	XP_006400528.1
OG0014760	CARHR193030	XP_006400545.1
OG0014761	CARHR192810	XP_006400568.1
OG0014762	CARHR192740	XP_006400576.1
OG0014763	CARHR192600	XP_006400590.1
OG0014764	CARHR192460	XP_006400606.1
OG0014765	CARHR192390	XP_006400608.1
OG0014766	CARHR034960, CARHR192380	XP_006400609.1
OG0014767	CARHR192220	XP_006400620.1
OG0014768	CARHR192200	XP_006400622.1
OG0014769	CARHR192150	XP_024011762.1
OG0014770	CARHR191940	XP_006400656.1
OG0014771	CARHR191810	XP_006400675.1
OG0014772	CARHR191660	XP_006400693.1
OG0014773	CARHR191480	XP_024011959.1
OG0014774	CARHR191410	XP_006400717.2
OG0014775	CARHR191400	XP_006400720.1
OG0014776	CARHR023320	XP_006416137.1
OG0014777	CARHR191250	XP_006400735.1
OG0014778	CARHR191130	XP_006400744.1
OG0014779	CARHR191120	XP_006400745.1
OG0014780	CARHR191060	XP_024012706.1
OG0014781	CARHR190840	XP_006400778.1
OG0014782	CARHR190730	XP_006400792.1
OG0014783	CARHR100880	XP_024009745.1
OG0014784	CARHR190690	XP_006400795.2
OG0014785	CARHR190660	XP_006400796.1
OG0014786	CARHR284740	XP_006401863.2
OG0014787	CARHR266710	XP_006401687.1
OG0014788	CARHR274420	XP_006400817.1
OG0014789	CARHR274290	XP_006400830.1
OG0014790	CARHR274260	XP_006400831.1
OG0014791	CARHR274230	XP_006400836.2
OG0014792	CARHR274200	XP_024012456.1
OG0014793	CARHR273800	XP_024012698.1
OG0014795	CARHR273410	XP_006400911.2
OG0014796	CARHR273350	XP_006400919.1
OG0014797	CARHR285820	XP_006400957.1
OG0014798	CARHR213920	XP_024014717.1
OG0014799	CARHR285770	XP_024012426.1
OG0014800	CARHR285730	XP_006400970.1
OG0014801	CARHR285580	XP_006400982.1
OG0014802	CARHR285560	XP_006400985.2
OG0014803	CARHR285310	XP_006401005.2
OG0014804	CARHR285290	XP_006401006.1
OG0014805	CARHR272600	XP_006401053.1
OG0014806	CARHR272440	XP_006401062.1
OG0014807	CARHR272380	XP_006401070.1
OG0014808	CARHR272370	XP_024011719.1
OG0014809	CARHR272270	XP_006401082.1
OG0014810	CARHR272120	XP_006401106.1
OG0014811	CARHR272040	XP_024012085.1
OG0014812	CARHR272020	XP_006401116.1
OG0014813	CARHR271960	XP_006401125.1
OG0014814	CARHR271930	XP_006401127.1
OG0014815	CARHR271370	XP_006401189.1
OG0014816	CARHR271920	XP_006401128.1
OG0014817	CARHR271890	XP_006401132.2
OG0014818	CARHR271730	XP_006401147.2
OG0014819	CARHR271710	XP_006401151.1
OG0014820	CARHR271490	XP_006401172.1
OG0014821	CARHR271480	XP_006401175.1
OG0014822	CARHR271450	XP_024012301.1
OG0014823	CARHR271430	XP_006401181.2
OG0014824	CARHR271410	XP_006401183.1
OG0014825	CARHR271210	XP_006401207.2
OG0014826	CARHR271190	XP_006401210.1
OG0014827	CARHR144290	XP_006395858.1
OG0014828	CARHR108750	XP_006409179.1
OG0014829	CARHR105650	XP_006409571.1
OG0014830	CARHR270810	XP_006401249.1
OG0014831	CARHR270820	XP_006401248.1
OG0014832	CARHR270950	XP_006401236.1
OG0014833	CARHR270480	XP_024011860.1
OG0014834	CARHR270470	XP_006401293.1
OG0014835	CARHR270280	XP_006401304.1
OG0014836	CARHR269610	XP_024012112.1
OG0014838	CARHR269460	XP_024012281.1
OG0014839	CARHR269060	XP_006401418.1
OG0014840	CARHR269320	XP_006401397.1
OG0014841	CARHR269300	XP_006401399.1
OG0014842	CARHR269270	XP_006401402.1
OG0014843	CARHR269230	XP_024012635.1
OG0014844	CARHR269210	XP_006401410.2
OG0014846	CARHR268890	XP_006401436.1
OG0014847	CARHR268830	XP_024011991.1
OG0014848	CARHR268780	XP_006401454.1
OG0014849	CARHR268170	XP_006401524.1
OG0014850	CARHR158600	XP_006404127.1
OG0014851	CARHR158380	XP_024013639.1
OG0014852	CARHR158260	XP_024013846.1
OG0014853	CARHR158030	XP_006404170.1
OG0014854	CARHR157810	XP_006404192.1
OG0014855	CARHR157790	XP_024013408.1
OG0014856	CARHR157620	XP_006404215.1
OG0014857	CARHR055490	XP_006396449.1
OG0014858	CARHR250830	XP_006396464.1
OG0014859	CARHR205660	XP_006399230.1
OG0014860	CARHR205750, CARHR217940	XP_024012573.1
OG0014861	CARHR133940	XP_006411144.1
OG0014863	CARHR206110	XP_006399182.1
OG0014864	CARHR206260	XP_006399165.1
OG0014865	CARHR206320	XP_006399161.1
OG0014866	CARHR206390	XP_006399155.1
OG0014867	CARHR206430	XP_006399152.1
OG0014868	CARHR206660	XP_006399126.1
OG0014869	CARHR207080	XP_024011768.1
OG0014870	CARHR056260	XP_006404452.2
OG0014871	CARHR206790	XP_006399069.1
OG0014872	CARHR206780	XP_024012025.1
OG0014873	CARHR231580	XP_006413466.1
OG0014874	CARHR207250	XP_006399058.1
OG0014875	CARHR207260	XP_006399057.2
OG0014876	CARHR207270	XP_006399056.1
OG0014877	CARHR207290	XP_006399054.2
OG0014878	CARHR207320	XP_024011862.1
OG0014879	CARHR207450	XP_006399040.1
OG0014880	CARHR207470	XP_006399038.1
OG0014881	CARHR207510	XP_006399034.1
OG0014882	CARHR207580	XP_006399028.2
OG0014883	CARHR207600	XP_006399025.1
OG0014884	CARHR207870	XP_006399000.1
OG0014885	CARHR208000	XP_006398985.1
OG0014886	CARHR208020	XP_006398984.1
OG0014887	CARHR208100	XP_006398978.1
OG0014888	CARHR208170	XP_006398970.1
OG0014889	CARHR208340	XP_006398948.1
OG0014890	CARHR208370	XP_006398944.1
OG0014894	CARHR034630, CARHR208750	XP_006398911.1
OG0014895	CARHR208890	XP_006398900.1
OG0014896	CARHR208930	XP_006398895.1
OG0014897	CARHR208990	XP_024011978.1
OG0014898	CARHR209000	XP_006398884.2
OG0014899	CARHR209050	XP_006398878.1
OG0014900	CARHR209130	XP_006398870.1
OG0014901	CARHR209180	XP_006398866.1
OG0014902	CARHR209310	XP_006398856.1
OG0014903	CARHR209340	XP_006398852.1
OG0014904	CARHR209400	XP_006398845.1
OG0014905	CARHR216840	XP_006395937.1
OG0014906	CARHR209600	XP_006398827.1
OG0014907	CARHR209640	XP_006398823.1
OG0014908	CARHR209650	XP_024011573.1
OG0014909	CARHR209680	XP_006398815.1
OG0014910	CARHR209870	XP_006398797.1
OG0014911	CARHR210000	XP_006398780.1
OG0014912	CARHR210060	XP_006398772.1
OG0014913	CARHR210220	XP_006398761.2
OG0014914	CARHR210500	XP_006398739.1
OG0014915	CARHR210510	XP_006398738.1
OG0014916	CARHR210570	XP_006392262.1
OG0014917	CARHR210710	XP_006398721.1
OG0014918	CARHR211010	XP_006398700.1
OG0014919	CARHR211120	XP_006398689.1
OG0014920	CARHR211170	XP_006398683.1
OG0014921	CARHR211180	XP_006398682.1
OG0014922	CARHR211290	XP_024011161.1
OG0014923	CARHR211320	XP_006398668.1
OG0014924	CARHR211360	XP_006398661.1
OG0014925	CARHR211400	XP_006398655.1
OG0014926	CARHR211430	XP_006398652.1
OG0014927	CARHR211490	XP_006398648.1
OG0014928	CARHR211620	XP_024011866.1
OG0014929	CARHR211730	XP_006398624.1
OG0014930	CARHR211750	XP_006398621.1
OG0014931	CARHR211780	XP_024011513.1
OG0014932	CARHR211800	XP_006398616.1
OG0014933	CARHR211820	XP_024011704.1
OG0014934	CARHR211860	XP_006398610.1
OG0014935	CARHR211870	XP_006398608.1
OG0014936	CARHR211930	XP_006398604.1
OG0014937	CARHR211950	XP_006398602.1
OG0014938	CARHR212020	XP_006398595.1
OG0014939	CARHR212240	XP_006398567.1
OG0014940	CARHR212260	XP_006398564.2
OG0014941	CARHR212270	XP_006398563.1
OG0014942	CARHR212300	XP_024011824.1
OG0014943	CARHR082860	XP_006409560.1
OG0014944	CARHR212330	XP_006398553.2
OG0014945	CARHR213710	XP_006405424.1
OG0014946	CARHR213200	XP_006405386.1
OG0014947	CARHR212990	XP_024014637.1
OG0014948	CARHR212860	XP_006405324.1
OG0014949	CARHR074480	XP_006389739.1
OG0014950	CARHR074520	XP_006389706.1
OG0014951	CARHR074590	XP_006389712.2
OG0014952	CARHR074760	XP_006389724.1
OG0014953	CARHR122860	XP_006389727.2
OG0014954	CARHR049030	XP_006389729.1
OG0014955	CARHR074690	XP_006389737.1
OG0014956	CARHR074450	XP_006389744.1
OG0014957	CARHR074400	XP_006389752.1
OG0014958	CARHR074310	XP_006389764.1
OG0014959	CARHR074200	XP_006404811.2
OG0014960	CARHR074170	XP_006389782.2
OG0014961	CARHR074840	XP_006389789.1
OG0014962	CARHR073870	XP_006389819.1
OG0014963	CARHR073610	XP_006389840.1
OG0014964	CARHR073550	XP_006389846.1
OG0014965	CARHR186120	XP_006394956.1
OG0014966	CARHR073220	XP_006389876.2
OG0014967	CARHR073130	XP_024007278.1
OG0014968	CARHR073100	XP_006389889.1
OG0014969	CARHR026680	XP_006415803.1
OG0014970	CARHR072800	XP_006389918.1
OG0014971	CARHR072790	XP_006389919.1
OG0014972	CARHR072750	XP_006389923.1
OG0014973	CARHR114840	XP_006408849.2
OG0014974	CARHR072640	XP_006389935.1
OG0014975	CARHR072540	XP_006389939.2
OG0014976	CARHR072510	XP_006389941.2
OG0014977	CARHR072500	XP_006389943.1
OG0014978	CARHR072360	XP_024006464.1
OG0014979	CARHR072310	XP_006389960.1
OG0014980	CARHR072100	XP_006389970.1
OG0014981	CARHR071470	XP_006390033.1
OG0014982	CARHR071450	XP_024011036.1
OG0014983	CARHR071380	XP_024007105.1
OG0014984	CARHR071240	XP_006390062.1
OG0014985	CARHR071190	XP_024012878.1
OG0014986	CARHR071170	XP_006390068.1
OG0014987	CARHR071090	XP_024009017.1
OG0014988	CARHR071020	XP_006390082.1
OG0014989	CARHR070970	XP_006390089.1
OG0014990	CARHR216820	XP_006395936.1
OG0014991	CARHR070740, CARHR070750	XP_024014380.1
OG0014992	CARHR070700	XP_006390111.1
OG0014993	CARHR070660	XP_006390118.1
OG0014994	CARHR070260	XP_024012740.1
OG0014995	CARHR070220	XP_006390166.1
OG0014996	CARHR070180	XP_006390170.1
OG0014997	CARHR070110	XP_006390179.1
OG0014998	CARHR070060	XP_006390185.1
OG0014999	CARHR070030	XP_006390191.1, XP_006390190.1
OG0015000	CARHR070010	XP_006390194.1
OG0015001	CARHR069950	XP_006390202.1
OG0015002	CARHR069940	XP_006390203.1
OG0015003	CARHR069900	XP_006390206.1
OG0015004	CARHR249790	XP_006396372.1
OG0015005	CARHR069800	XP_006390219.1
OG0015006	CARHR069700	XP_006390230.1
OG0015007	CARHR069660	XP_006390236.1
OG0015008	CARHR069650	XP_006390237.1
OG0015009	CARHR069570	XP_006390245.1
OG0015010	CARHR069400	XP_006390260.1
OG0015011	CARHR069190	XP_006390274.1
OG0015012	CARHR069060	XP_006390285.1
OG0015013	CARHR069040	XP_006390287.1
OG0015014	CARHR068960	XP_006390292.1
OG0015015	CARHR068930	XP_006390295.1
OG0015016	CARHR068850	XP_006390301.1
OG0015017	CARHR068830	XP_006390303.1
OG0015018	CARHR068780	XP_006390308.1
OG0015019	CARHR068730	XP_006390315.1
OG0015020	CARHR068590	XP_006390327.1
OG0015022	CARHR068480	XP_006390346.2
OG0015023	CARHR068410	XP_006390353.1
OG0015024	CARHR107410	XP_006409326.1
OG0015025	CARHR107730	XP_024016578.1
OG0015026	CARHR107900	XP_006409268.1
OG0015027	CARHR108230	XP_006409242.1
OG0015028	CARHR108420	XP_006409219.1
OG0015029	CARHR158890	XP_006404099.1
OG0015030	CARHR055680	XP_006392509.1
OG0015031	CARHR158780	XP_006404111.1
OG0015032	CARHR158800	XP_006404108.2
OG0015033	CARHR156130	XP_006404374.1
OG0015034	CARHR156080	XP_006404379.1
OG0015035	CARHR156070	XP_006404380.1
OG0015036	CARHR156140	XP_006404373.1
OG0015037	CARHR156290	XP_006404359.1
OG0015038	CARHR045980	XP_006392557.2
OG0015039	CARHR045740	XP_006392578.1
OG0015040	CARHR045620	XP_006392587.1
OG0015041	CARHR045580	XP_006392590.1
OG0015042	CARHR045530	XP_024006096.1
OG0015043	CARHR045440	XP_006392606.1
OG0015044	CARHR045290	XP_006392619.1
OG0015045	CARHR045030	XP_006392643.1
OG0015046	CARHR044970	XP_006392650.1
OG0015047	CARHR044800	XP_024006126.1
OG0015048	CARHR044750	XP_006392683.1
OG0015049	CARHR044700	XP_024006293.1
OG0015050	CARHR044610	XP_006392699.1
OG0015051	CARHR044010	XP_006392760.1
OG0015052	CARHR043960	XP_024006109.1
OG0015053	CARHR043850	XP_006392778.2
OG0015054	CARHR043560	XP_006392798.1
OG0015055	CARHR043500	XP_006392806.1
OG0015056	CARHR043380	XP_006392822.1
OG0015057	CARHR043340	XP_006392826.1
OG0015058	CARHR043320	XP_024006211.1, XP_006392832.2, XP_006392829.2
OG0015059	CARHR130550	XP_006410799.1
OG0015060	CARHR130580	XP_006410802.1
OG0015061	CARHR130620	XP_006410806.2
OG0015062	CARHR130670	XP_024003701.1
OG0015063	CARHR130930	XP_006410838.2
OG0015064	CARHR131100	XP_006410849.1
OG0015065	CARHR131300	XP_024003925.1
OG0015066	CARHR149920	XP_006419012.1
OG0015067	CARHR150430	XP_006419041.1
OG0015068	CARHR150590, CARHR150580	XP_006419047.1
OG0015069	CARHR266030	XP_006401755.1
OG0015070	CARHR266180	XP_006401741.1
OG0015071	CARHR168660	XP_006402793.1
OG0015072	CARHR293020	XP_006402222.2
OG0015073	CARHR287310	XP_006414260.1
OG0015074	CARHR259260	XP_006397338.1
OG0015075	CARHR259230	XP_006397340.1
OG0015076	CARHR258740	XP_006402201.1
OG0015077	CARHR293250	XP_006402253.1
OG0015078	CARHR286870	XP_006403101.1
OG0015079	CARHR217370	XP_006403072.1
OG0015080	CARHR217410	XP_006403084.2
OG0015081	CARHR217050	XP_006395951.1
OG0015082	CARHR217970	XP_006415014.1
OG0015083	CARHR218160	XP_024004365.1
OG0015085	CARHR259270	XP_024010016.1
OG0015086	CARHR218750	XP_006414941.1
OG0015087	CARHR218820	XP_006414934.1
OG0015088	CARHR219230	XP_024005696.1
OG0015089	CARHR219440	XP_006414866.1
OG0015090	CARHR219460	XP_006414864.1
OG0015091	CARHR219940	XP_006414835.1
OG0015092	CARHR219970	XP_006414825.1
OG0015093	CARHR220500	XP_024005712.1
OG0015094	CARHR220670	XP_006414706.1
OG0015095	CARHR220680	XP_006414705.1
OG0015096	CARHR220700	XP_006414704.1
OG0015097	CARHR221730	XP_006414606.1
OG0015098	CARHR221820	XP_006414566.1
OG0015099	CARHR221860	XP_006414563.1
OG0015100	CARHR221880	XP_006414561.1
OG0015101	CARHR222170	XP_006414512.1
OG0015102	CARHR222210	XP_006414508.1
OG0015103	CARHR097490	XP_006414494.1
OG0015104	CARHR222310	XP_006414491.1
OG0015105	CARHR144580	XP_006395824.1
OG0015106	CARHR105310	XP_006409661.1
OG0015107	CARHR290240	XP_006414451.1
OG0015108	CARHR290270	XP_006414448.1
OG0015109	CARHR290290	XP_006414446.1
OG0015110	CARHR290330	XP_024004697.1
OG0015111	CARHR290360	XP_006414438.1
OG0015112	CARHR065680	XP_024009133.1
OG0015113	CARHR065690	XP_006390620.1
OG0015114	CARHR065950	XP_006390606.1
OG0015115	CARHR065960	XP_006390605.1
OG0015116	CARHR066050	XP_006390596.1
OG0015117	CARHR066060	XP_006390595.1
OG0015118	CARHR066100	XP_006390591.1
OG0015119	CARHR066110	XP_006390590.1
OG0015120	CARHR066170	XP_006390585.1
OG0015121	CARHR066370	XP_006390570.1
OG0015122	CARHR183210	XP_006395146.2
OG0015123	CARHR066390	XP_006390567.1
OG0015124	CARHR066670	XP_006390535.1
OG0015125	CARHR066720	XP_006390529.1
OG0015126	CARHR066790	XP_006390516.2
OG0015128	CARHR066820	XP_006390520.1
OG0015129	CARHR066950	XP_006390499.1
OG0015130	CARHR067070	XP_006390488.1
OG0015131	CARHR067110	XP_024008423.1
OG0015132	CARHR067170	XP_006390476.1
OG0015133	CARHR115710	XP_006405223.1
OG0015134	CARHR294560	XP_006405046.1
OG0015135	CARHR067510	XP_006390445.1
OG0015136	CARHR067580	XP_006390439.1
OG0015138	CARHR067670	XP_024009312.1
OG0015139	CARHR067850	XP_006390410.1
OG0015140	CARHR144420	XP_006395844.1
OG0015141	CARHR067930	XP_006390406.1
OG0015142	CARHR067910	XP_024012355.1
OG0015143	CARHR067970	XP_006390401.1
OG0015144	CARHR068040	XP_006390395.1
OG0015145	CARHR068060	XP_006390391.1
OG0015146	CARHR068080	XP_006390390.1
OG0015147	CARHR061430	XP_006391116.1
OG0015148	CARHR061440	XP_024006319.1
OG0015149	CARHR061530	XP_006391105.1
OG0015150	CARHR061540	XP_024012836.1
OG0015151	CARHR061600	XP_006391098.1
OG0015152	CARHR061660	XP_006391092.1
OG0015153	CARHR061720	XP_006391085.1
OG0015154	CARHR061800	XP_006391071.1
OG0015155	CARHR061810	XP_006391070.2
OG0015156	CARHR061960	XP_006391058.1
OG0015157	CARHR062050	XP_024007404.1
OG0015158	CARHR062080	XP_006391045.2
OG0015159	CARHR236220	XP_006412953.1
OG0015160	CARHR236380	XP_006412934.1
OG0015161	CARHR236390	XP_006412930.1
OG0015162	CARHR236430	XP_006412927.2
OG0015163	CARHR236460	XP_006412924.1
OG0015164	CARHR236530	XP_006412916.1
OG0015165	CARHR236700	XP_006412894.1
OG0015166	CARHR236710	XP_006412893.1
OG0015167	CARHR236820	XP_024004660.1
OG0015168	CARHR236850	XP_006393506.2
OG0015169	CARHR236880	XP_006412875.1
OG0015170	CARHR236970	XP_024005256.1
OG0015171	CARHR266250	XP_006401735.1
OG0015172	CARHR047660	XP_006391729.1
OG0015173	CARHR047380	XP_006391712.1
OG0015174	CARHR047040	XP_006391693.1
OG0015175	CARHR262280	XP_006405583.1
OG0015176	CARHR262070	XP_006405560.1
OG0015177	CARHR261800	XP_006405513.1
OG0015178	CARHR261770	XP_006405509.1
OG0015179	CARHR261750	XP_006405506.1
OG0015180	CARHR152510	XP_006419138.1
OG0015181	CARHR153370	XP_006419134.1
OG0015182	CARHR153340	XP_006395254.1
OG0015183	CARHR292490	XP_006395361.1
OG0015184	CARHR151700	XP_024007126.1
OG0015185	CARHR149620	XP_006395386.1
OG0015186	CARHR149220	XP_024007359.1
OG0015187	CARHR148960	XP_006395417.1
OG0015188	CARHR148810	XP_006395440.1
OG0015189	CARHR148770	XP_006395444.1
OG0015190	CARHR148680	XP_024007510.1
OG0015191	CARHR148530	XP_006395463.1
OG0015192	CARHR148380	XP_024006895.1
OG0015193	CARHR148340	XP_006395481.1
OG0015194	CARHR148330	XP_006395480.1
OG0015195	CARHR148320	XP_006395483.1
OG0015196	CARHR148270	XP_006395488.1
OG0015197	CARHR148130	XP_006395499.1
OG0015198	CARHR147990	XP_006395507.1
