Eutrema_salsugineum	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_024005434.1	509	AT4G22100.1	AT4G22100.1	orthologue	GO:0005886;GO:0008422;GO:0005975;GO:0004553	Beta-glucosidase 3 (AtBGLU3) (EC 3.2.1.21)
XP_024005437.1	414	AT4G22030.1	AT4G22030.1	orthologue	GO:0009507;GO:0003674	F-box protein with a domain protein;Probable F-box protein At4g22030
XP_024005439.1	393	AT4G22080.1, AT4G22090.1	AT4G22080.1	orthologue	GO:0005576;GO:0045490;GO:0030570;GO:0016829;GO:0046872	Probable pectate lyase 16 (EC 4.2.2.2);Putative pectate lyase 17 (EC 4.2.2.2)
XP_024005440.1	228	AT4G22140.1	AT4G22140.1	orthologue	GO:2000028;GO:0005515;GO:0048579;GO:0009911;GO:0009845;GO:0045814;GO:0000976;GO:0005634;GO:0009791;GO:0003682;GO:0035064;GO:0008270;GO:0009908;GO:0140002;GO:0140678	Chromatin remodeling protein EBS (Protein EARLY BOLTING IN SHORT DAYS)
XP_024005441.1	174					
XP_024005442.1	84	AT4G22105.1, AT4G22115.1	AT4G22105.1	orthologue	GO:0003674;GO:0005576;GO:0007165;GO:0031640;GO:0050832	Putative defensin-like protein 234 (Putative S locus cysteine-rich-like protein 14) (Protein SCRL14) (SCR-like protein 14);Putative defensin-like protein 235 (Putative S locus cysteine-rich-like protein 26) (Protein SCRL26) (SCR-like protein 26)
XP_024005443.1	311	AT4G26260.2	AT4G26260.2	orthologue	GO:0019310;GO:0006949;GO:0019853;GO:0005737;GO:0005506;GO:0050113	Inositol oxygenase 4 (EC 1.13.99.1) (Myo-inositol oxygenase 4) (AtMIOX4) (MI oxygenase 4)
XP_024005444.1	147	AT1G23915.1, AT3G28785.1, AT1G36085.1	AT4G22105.1	orthologue	GO:0003674;GO:0008150;GO:0005575;GO:0005634	Mutator-like transposase;Uncharacterized protein
XP_024005447.1	297	AT1G10810.1, AT1G60680.1, AT1G60690.1, AT1G60710.1, AT1G60730.3, AT1G60750.1	AT1G60710.1	other	GO:0005737;GO:0004033;GO:0005829;GO:0005634;GO:0016491;GO:0008150;GO:0005886;GO:0009941	NAD(P)-linked oxidoreductase superfamily protein;Probable aldo-keto reductase 1 (EC 1.1.1.-);Probable aldo-keto reductase 2 (EC 1.1.1.-) (ARF-GAP domain-containing protein 2);Probable aldo-keto reductase 3 (EC 1.1.1.-);Probable aldo-keto reductase 4 (EC 1.1.1.-);Probable aldo-keto reductase 5 (EC 1.1.1.-);Probable aldo-keto reductase 6 (EC 1.1.1.-)
XP_024005459.1	163					
XP_024005464.1	78	AT4G28060.1	AT4G28060.1	orthologue	GO:0045277;GO:0005739;GO:0004129;GO:0005886;GO:0009507;GO:0003674	Cytochrome c oxidase subunit 6b-3 (AtCOX6b-3)
XP_024005467.1	799	AT1G71390.2, AT1G71400.1, AT3G23010.1, AT3G23110.1, AT3G23120.1, AT3G05370.1, AT3G05360.1	AT3G05360.1	other	GO:0005575;GO:0010073;GO:0003674;GO:0007165;GO:0005576;GO:0005886;GO:0016301;GO:0010555;GO:0009651;GO:0002238;GO:0032491;GO:0002240;GO:0009620;GO:0050832;GO:0002237;GO:0009791;GO:0005515	Receptor like protein 11;Receptor like protein 36;Receptor-like protein 11 (AtRLP11);Receptor-like protein 12 (AtRLP12);Receptor-like protein 30 (AtRLP30);Receptor-like protein 31 (AtRLP31);Receptor-like protein 36 (AtRLP36);Receptor-like protein 37 (AtRLP37) (Protein EMBRYO DEFECTIVE 2800);Receptor-like protein 38 (AtRLP38)
XP_024005471.1	505	AT1G56660.1	AT1G56660.1	orthologue	GO:0003674;GO:0005575	F25P12.91 protein (MAEBL domain protein)
XP_024005472.1	62	AT4G27657.1	AT4G27657.1	orthologue	GO:0071456;GO:0005739;GO:0003674	At4g27657
XP_024005473.1	517	AT4G16820.1	AT4G16820.1	orthologue	GO:0004806;GO:0047714;GO:0005576;GO:0004620;GO:0008970;GO:0009507;GO:0016042;GO:0006629	Phospholipase A1-Ibeta2, chloroplastic (EC 3.1.1.-)
XP_024005474.1	71	AT1G63522.1	AT1G63522.1	orthologue	GO:0008150;GO:0003674;GO:0005576;GO:0031640;GO:0050832	Defensin-like (DEFL) family protein;Defensin-like protein 278
XP_024005475.1	99	AT4G16008.1	AT4G16008.1	orthologue	GO:0003674;GO:0005739;GO:0008150	Uncharacterized protein
XP_024005476.1	240	AT4G14430.1	AT4G14430.1	orthologue	GO:0006635;GO:0080024;GO:0048767;GO:0005737;GO:0080026;GO:0004165;GO:0005777;GO:0009062	Enoyl-CoA delta isomerase 2, peroxisomal (EC 5.3.3.8) (Delta(3),Delta(2)-enoyl CoA isomerase 2) (AtECI2) (Indole-3-butyric acid response 10)
XP_024005478.1	304	AT4G22750.1	AT4G22750.1	orthologue	GO:0010150;GO:0009507;GO:0005797;GO:2000377;GO:0019706;GO:0005783;GO:0019707;GO:0006612;GO:0005794;GO:0005886;GO:0030659;GO:0016409	Probable protein S-acyltransferase 13 (EC 2.3.1.225) (Probable palmitoyltransferase At4g22750) (Zinc finger DHHC domain-containing protein At4g22750)
XP_024005479.1	291	AT4G22755.1	AT4G22755.1	orthologue	GO:0005634;GO:0000254;GO:0005515;GO:0005783;GO:0005506;GO:0005789;GO:0016126;GO:0008610;GO:0016491	Methylsterol monooxygenase 1-3 (EC 1.14.18.11) (EC 1.14.18.9) (Sterol 4-alpha-methyl-oxidase 1-3) (AtSMO1-3)
XP_024005480.1	113	AT4G27130.1	AT4G27130.1	other	GO:0003723;GO:0003743;GO:0006413;GO:0003729;GO:0005737;GO:0005829;GO:0006417	Protein translation factor SUI1 homolog 1
XP_024005481.1	434	AT4G35620.1	AT4G35620.1	orthologue	GO:0005515;GO:0044772;GO:0000082;GO:0005815;GO:0005634;GO:0000307;GO:0016538;GO:0005737;GO:0051301	Cyclin B22;Cyclin-B2-2 (Cyc2b-At) (Cyclin-2b) (G2/mitotic-specific cyclin-B2-2) (CycB2;2)
XP_024005487.1	1281	AT5G46540.1	AT5G46540.1	other	GO:0016020;GO:0055085;GO:0042626;GO:0016887;GO:0005886;GO:0009536;GO:0140359;GO:0005524	ABC transporter B family member 7 (ABC transporter ABCB.7) (AtABCB7) (Multidrug resistance protein 7) (P-glycoprotein 7)
XP_024005491.1	189	AT1G74160.1	AT1G74160.1	other	GO:0051513;GO:0005634;GO:0009826;GO:0003674;GO:0009506	LONGIFOLIA protein
XP_024005492.1	583	AT4G18375.2	AT4G18375.2	orthologue	GO:0005634;GO:0005737;GO:0003729;GO:0003723;GO:0003676	KH domain-containing protein At4g18375;RNA-binding KH domain-containing protein
XP_024005493.1	134	AT4G29340.1	AT4G29340.1	orthologue	GO:0005938;GO:0042989;GO:0003785;GO:0005737;GO:0005634;GO:0003779;GO:0005856	Profilin-4 (AtPROF3) (AthPRF4)
XP_024005494.1	529	AT4G36070.2	AT4G36070.2	orthologue	GO:0004672;GO:0009931;GO:0005886;GO:0051592;GO:0005509;GO:0035556;GO:0005634;GO:0004683;GO:0005516;GO:0005737;GO:0004674;GO:0005524;GO:0016020;GO:0106310;GO:0006468	Calcium-dependent protein kinase 18 (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
XP_024005495.1	574	AT4G33860.1	AT4G33860.1	orthologue	GO:0003674;GO:0005576;GO:0031176;GO:0045493;GO:0004553;GO:0005975;GO:0016798	Glycosyl hydrolase family 10 protein
XP_024005496.1	561	AT4G23950.2	AT4G23950.2	orthologue	GO:0005886;GO:0005737;GO:0006997;GO:0005515;GO:0016020;GO:0034975	SUN domain-containing protein 5 (AtSUN5)
XP_024005497.1	93	AT3G05810.1	AT3G05810.1	orthologue	GO:0009507;GO:0003674	IGR motif protein
XP_024005498.1	1017	AT4G24170.1	AT4G24170.1	orthologue	GO:0003777;GO:0007018;GO:0008017;GO:0005634;GO:0005524;GO:0005874	Kinesin-like protein;Kinesin-like protein KIN-7I
XP_024005499.1	878	AT4G29990.1	AT4G29990.1	orthologue	GO:0008150;GO:0003674;GO:0005575;GO:0004674;GO:0005524;GO:0016020;GO:0004672;GO:0006468;GO:0005515	Leucine-rich repeat transmembrane protein kinase protein;Leucine-rich repeat transmembrane protein kinase protein (Serine/threonine-specific receptor protein kinase LRRPK)
XP_024005500.1	870	AT4G24790.1	AT4G24790.1	orthologue	GO:0006261;GO:0006281;GO:0003677;GO:0003689;GO:0005524;GO:0006260;GO:0005663;GO:0003887;GO:0005634;GO:0009360;GO:0046872	AAA-type ATPase family protein;Protein STICHEL-like 2
XP_024005502.1	428	AT2G31470.1	AT2G31470.1	other	GO:0005634;GO:0009788;GO:0009737;GO:0009414;GO:0042631;GO:0005515;GO:0016567;GO:0010118;GO:0010119;GO:0009738	F-box and associated interaction domains-containing protein;F-box protein DOR (Protein DROUGHT TOLERANCE REPRESSOR)
XP_024005503.1	769	AT3G26480.1	AT3G26480.1	orthologue	GO:0003674;GO:0005634;;GO:0005515	Transducin family protein / WD-40 repeat family protein
XP_024005504.1	222	AT5G01750.2	AT5G01750.2	other	GO:0005737;GO:0005886;GO:0005829;GO:0003674;GO:0019904	Protein LURP-one-related 15
XP_024005508.1	748	AT4G18670.1	AT4G18670.1	orthologue	GO:0005199;GO:0009506;GO:0005576;GO:0071555;GO:0005515	Leucine-rich repeat extensin-like protein 5 (AtLRX5) (LRR/EXTENSIN5) (Cell wall hydroxyproline-rich glycoprotein)
XP_024005509.1	302	AT4G17695.1	AT4G17695.1	orthologue	GO:0005739;GO:0000976;GO:0010158;GO:0006355;GO:0003700;GO:0005634;GO:0003677	Probable transcription factor KAN3 (Protein KANADI 3)
XP_024005510.1	412	AT4G37070.2, AT4G37060.2	AT4G37070.2	orthologue	GO:0009507;GO:0010311;GO:0047372;GO:0004620;GO:0005737;GO:0006952;GO:0016042;GO:0016298;GO:0016740;GO:0006629	Patatin (EC 3.1.1.-);Patatin-like protein 1 (AtPLP1) (EC 3.1.1.-) (Patatin-related phospholipase A IIgamma) (pPLAIIg) (Phospholipase A IVA) (AtPLAIVA);Patatin-like protein 5 (AtPLP5) (EC 3.1.1.-) (Patatin-related phospholipase A IIdelta) (pPLAIId) (Phospholipase A IVB) (AtPLAIVB)
XP_024005512.1	795	AT4G16630.1	AT4G16630.1	orthologue	GO:0003724;GO:0005634;GO:0005730;GO:0003723;GO:0005524;GO:0016887;GO:0003676;GO:0005829	DEAD-box ATP-dependent RNA helicase 28 (EC 3.6.4.13)
XP_024005513.1	174	AT4G16566.1	AT4G16566.1	orthologue	GO:0006790;GO:0005777;GO:0005829;GO:0009150;GO:0004780;GO:0047627;GO:0005634;GO:0000166;GO:0003824	Bifunctional adenosine 5'-phosphosulfate phosphorylase/adenylylsulfatase HINT4 (APS phosphorylase) (EC 2.7.7.5) (EC 3.6.2.1) (5'-adenylyl sulfate phosphorylase HINT4) (Adenylylsulfate:phosphate adenylyltransferase HINT4) (Histidine triad nucleotide-binding protein 4);Histidine triad nucleotide-binding 4
XP_024005516.1	192	AT4G21610.1	AT4G21610.1	orthologue	GO:0009617;GO:0005634;GO:0005515	Lsd one like 2;Protein LOL2 (Protein LSD ONE LIKE 2) (AtLOL2) (Putative zinc finger LOL2)
XP_024005518.1	374	AT4G39240.1	AT4G39240.1	orthologue	GO:0005515;GO:0005575;	F-box/kelch-repeat protein At4g39240
XP_024005519.1	166	AT4G39260.1	AT4G39260.1	orthologue	GO:0050688;GO:0035197;GO:0009409;GO:0005886;GO:0045087;GO:1990428;GO:0009505;GO:0009506;GO:0005777;GO:0005739;GO:0003727;GO:0005634;GO:0005730;GO:0003729;GO:0000380;GO:0010043;GO:0035198;GO:0005615;GO:0006858;GO:0050658;GO:0005829;GO:0005794;GO:0005737;GO:0003723;GO:0003676	Cold, circadian rhythm, and RNA binding 1;Glycine-rich RNA-binding protein 8 (AtGR-RBP8) (AtRBG8) (Glycine-rich protein 8) (AtGRP8) (Protein COLD, CIRCADIAN RHYTHM, AND RNA BINDING 1) (Protein CCR1) (Small RNA binding protein 2) (AtSRBP2)
XP_024005520.1	89	AT4G39235.1	AT4G39235.1	orthologue	GO:0008150;GO:0005634;GO:0003674	At4g39235
XP_024005521.1	355	AT4G27250.1	AT4G27250.1	orthologue	GO:0005634;GO:0016616;GO:0045551;GO:0008150;GO:0016491	NAD(P)-binding Rossmann-fold superfamily protein
XP_024005523.1	619	AT4G22940.2	AT4G22940.2	orthologue	GO:0006468;GO:0032968;GO:0005739;GO:0005634;GO:0008353;GO:0000307;GO:0016310;GO:0005524;GO:0004674;GO:0004672;GO:0070816	Protein kinase superfamily protein
XP_024005525.1	796	AT4G27550.1	AT4G27550.1	orthologue	GO:0005992;GO:0003825;GO:0070413;GO:0016757;GO:0005737;GO:0003824;GO:0004805;GO:0005829	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 4 (EC 2.4.1.15) (Trehalose-6-phosphate synthase 4) (AtTPS4);alpha,alpha-trehalose-phosphate synthase (UDP-forming) (EC 2.4.1.15)
XP_024005530.1	653	AT1G54960.1	AT1G54960.1	other	GO:0004709;GO:0004672;GO:0000911;GO:0043622;GO:0005737;GO:0000165;GO:0007165;GO:0005524;GO:0005874;GO:0106310;GO:0006468	Mitogen-activated protein kinase kinase kinase 2 (EC 2.7.11.25) (Arabidopsis NPK1-related protein kinase 2)
XP_024005531.1	897	AT5G53440.1	AT5G53440.1	orthologue	GO:0005634;GO:0003674	LOW protein: zinc finger CCCH domain protein
XP_024005535.1	912	AT4G29180.2	AT4G29180.2	orthologue	GO:0005576;GO:0005515;GO:0016301;GO:0004674;GO:0006468;GO:0044024;GO:0016310;GO:0005524;GO:0016020;GO:0106310;GO:0004672	Probable LRR receptor-like serine/threonine-protein kinase At4g29180 (EC 2.7.11.1);Root hair specific 16
XP_024005539.1	305	AT4G05210.1, AT4G21220.1	AT4G21220.1	orthologue	GO:0005739;GO:0009507;GO:0016410;GO:0103118;GO:2001289;GO:0005737;GO:0009245;GO:0016020	Probable UDP-3-O-acylglucosamine N-acyltransferase 1, mitochondrial (EC 2.3.1.191) (Protein LIPID X D1) (AtLpxD1);Probable UDP-3-O-acylglucosamine N-acyltransferase 2, mitochondrial (EC 2.3.1.-) (Protein LIPID X D2) (AtLpxD2);Trimeric LpxA-like enzymes superfamily protein
XP_024005541.1	166	AT4G23450.2	AT4G23450.2	orthologue	GO:0009789;GO:0004842;GO:0010729;GO:0005737;GO:0005634;GO:0009737;GO:0009414;GO:0005829;GO:0005515;GO:0008270;GO:0016020	E3 ubiquitin-protein ligase AIRP1 (EC 2.3.2.27) (Protein ABA INSENSITIVE RING PROTEIN 1) (AtAIRP1) (RING-type E3 ubiquitin transferase AIRP1);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
XP_024005545.1	248	AT4G18960.1	AT4G18960.1	orthologue	GO:0006355;GO:0048440;GO:0003677;GO:0046983;GO:0000978;GO:0005515;GO:0045944;GO:0003700;GO:0005634;GO:0006357;GO:0048443;GO:0048366;GO:0048497;GO:0000981;GO:0009908;GO:0030154;GO:0000977	Floral homeotic protein AGAMOUS;K-box region and MADS-box transcription factor family protein
XP_024005546.1	367	AT4G35260.1	AT4G35260.1	orthologue	GO:0004449;GO:0005739;GO:0008270;GO:0005886;GO:0006099;GO:0006102;GO:0009507	Isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial (IDH-I) (Isocitric dehydrogenase 1) (NAD(+)-specific ICDH 1)
XP_024005549.1	380	AT4G16620.1	AT4G16620.1	orthologue	GO:0009507;GO:0005886;GO:0022857;GO:0005739;GO:0016020	Nodulin MtN21 /EamA-like transporter family protein;WAT1-related protein;WAT1-related protein At4g16620
XP_024005550.1	272	AT4G25010.1	AT4G25010.1	orthologue	GO:0080112;GO:1905200;GO:0005886;GO:0009901;GO:1905039;GO:0008515;GO:0005576;GO:0015770;GO:0006869;GO:0051119;GO:0008643;GO:0016020;GO:1905201	Bidirectional sugar transporter SWEET14 (AtSWEET14) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 14)
XP_024005551.1	582	AT4G18350.1	AT4G18350.1	orthologue	GO:0009535;GO:0009570;GO:0009688;GO:0016121;GO:0045549;GO:0009507;GO:0010436;GO:0046872;GO:0016702	9-cis-epoxycarotenoid dioxygenase NCED2, chloroplastic (AtNCED2) (EC 1.13.11.51)
XP_024005553.1	183				GO:0003677	
XP_024005560.1	560	AT5G39770.1	AT5G39770.1	orthologue	GO:0000727;GO:0031573;GO:0000712;GO:0048476;GO:0048257;GO:0005634;GO:0008821;GO:0003677;GO:0006308;GO:0016020;GO:0046872;GO:0051301;GO:0006302	Crossover junction endonuclease MUS81 (EC 3.1.22.-)
XP_024005561.1	534	AT1G74110.1	AT1G74110.1	orthologue	GO:0009507;GO:0008150;GO:0005506;GO:0020037;GO:0016705;GO:0004497;GO:0009791;GO:0016020;GO:0048608;GO:0048731	Cytochrome P450 family protein (Cytochrome P450, family 78, subfamily A, polypeptide 10) (Putative cytochrome P-450; 4810-6511)
XP_024005563.1	246	AT4G20350.2	AT4G20350.2	orthologue	GO:0009651;GO:0006950;GO:1905614;GO:0005634;GO:0009408;GO:0005739;GO:1905615;GO:1902584;GO:1990247;GO:0062153;GO:0009409;GO:0010187;GO:0009737;GO:0003723;GO:0009738;GO:0046872;GO:0051213	Alkylated DNA repair protein ALKBH6 homolog (EC 1.14.11.-) (Alpha-ketoglutarate-dependent dioxygenase B homolog 6) (AtALKBH6) (Protein ALKB HOMOLOG 6);Oxidoreductase
XP_024005570.1	558	AT4G31000.1	AT4G31000.1	orthologue	GO:0005634;GO:0080142;GO:0003700;GO:0043565;GO:0005516;GO:0003677	Calmodulin-binding protein;Calmodulin-binding protein 60 F
XP_024005573.1	447	AT4G15393.2, AT4G15396.1, AT4G15300.1, AT1G65670.1, AT3G30290.1	AT1G65670.1	other	GO:0004497;GO:0020037;GO:0010268;GO:0016132;GO:0016705;GO:0005506;GO:0005783;GO:0005576;GO:0008270;GO:0005575;GO:0016020;GO:0007275;GO:0016125;GO:0016491	Cytochrome P450 family protein (Cytochrome P450, family 702, subfamily A, polypeptide 1);Cytochrome P450 like protein (Cytochrome P450, family 702, subfamily A, polypeptide 2);Cytochrome P450, family 702, subfamily A, polypeptide 2;Cytochrome P450, family 702, subfamily A, polypeptide 5;Cytochrome P450, family 702, subfamily A, polypeptide 6;Cytochrome P450, family 702, subfamily A, polypeptide 8
XP_024005574.1	646	AT4G32970.1	AT4G32970.1	other	GO:0070531;GO:0045739;GO:0005737;GO:0003674;GO:0070552;GO:0006281;GO:0000785;GO:0005634;GO:0007064	BRISC/BRCA1-A complex protein
XP_024005575.1	1115	AT4G12750.1	AT4G12750.1	orthologue	GO:0006357;GO:0005634;GO:0000978;GO:0005667;GO:0000981;GO:0009908;GO:0003677;GO:0006355	Homeobox-DDT domain protein RLT3 (Protein RINGLET 3);Homeodomain-like transcriptional regulator
XP_024005577.1	418	AT4G26340.1	AT4G26340.1	orthologue	GO:0005515;GO:0005634;GO:0008150;	F-box/FBD/LRR-repeat protein At4g26340
XP_024005578.1	401	AT4G30090.1	AT4G30090.1	orthologue	GO:0009793;GO:0003674;GO:0005783;GO:0016020	Golgin family A protein
XP_024005579.1	554	AT5G37760.1	AT5G37760.1	orthologue	GO:0008150;GO:0005737;GO:0003674	Chaperone DnaJ-domain superfamily protein
XP_024005582.1	236	AT4G28190.2	AT4G28190.2	orthologue	GO:0005829;GO:0009910;GO:0005515;GO:0009909;GO:0010582;GO:0010080;GO:0005634;GO:1901000;GO:0010081;GO:0010022;GO:0040029;GO:0003677;GO:0005737;GO:0008270	Developmental regulator, ULTRAPETALA;Protein ULTRAPETALA 1
XP_024005583.1	80	AT4G21192.1	AT4G21192.1	orthologue	GO:0005739;GO:0003674	COX assembly mitochondrial protein
XP_024005584.1	237	AT5G40595.1	AT5G40595.1	other	GO:0005739;GO:0003674;GO:0008150	DUF4283 domain-containing protein
XP_024005585.1	174	AT4G01985.1	AT4G01985.1	other	GO:0005575;GO:0003674	Transmembrane protein
XP_024005592.1	205	AT4G25434.8	AT4G25434.8	orthologue	GO:0035529;GO:0047631;GO:0008150;GO:0009507;GO:0005737;GO:0005634;GO:0051287;GO:0000210;GO:0005829;GO:0046872;GO:0016020;GO:0016787	Nudix hydrolase (AtNUDT) (EC 3.6.1.13) (EC 3.6.1.22) (ADP-ribose pyrophosphatase) (NADH pyrophosphatase);Nudix hydrolase 10 (AtNUDT10) (EC 3.6.1.-) (ADP-ribose pyrophosphatase) (EC 3.6.1.13) (NADH pyrophosphatase) (EC 3.6.1.22)
XP_024005595.1	91	AT4G40042.1	AT4G40042.1	orthologue	GO:0005787;GO:0006465;GO:0003674;GO:0045047;GO:0016020	Signal peptidase complex subunit 1
XP_024005596.1	321	AT4G28920.1	AT4G28920.1	other	GO:0003674;GO:0008150;GO:0005634	UPF0725 protein At4g28920
XP_024005598.1	412	AT4G15765.1	AT4G15765.1	orthologue	GO:0005739;GO:0004497;GO:0071949	FAD/NAD(P)-binding oxidoreductase family protein
XP_024005601.1	60	AT4G12731.1, AT4G12735.1	AT4G12735.1	orthologue	GO:0003674;GO:0005777;GO:0005739	At4g12735;Uncharacterized protein
XP_024005602.1	558				GO:0003676;GO:0015074	
XP_024005604.1	318					
XP_024005609.1	173	AT4G28820.3	AT4G28820.3	orthologue	GO:0000463;GO:0048254;GO:0005634;GO:0003674;GO:0000492;GO:0070761;GO:0008270	At4g28820 (HIT-type Zinc finger family protein);At4g28820 (HIT-type Zinc finger family protein) (mRNA, clone: RAFL25-15-L08);HIT-type Zinc finger family protein
XP_024005611.1	118	AT4G28160.1	AT4G28160.1	orthologue	GO:0003674;GO:0005575	At4g28160 (Hydroxyproline-rich glycoprotein family protein)
XP_024005613.1	62	AT4G27657.1	AT4G27657.1	other	GO:0071456;GO:0005739;GO:0003674	At4g27657
XP_024005615.1	181	AT4G19350.1	AT4G19350.1	orthologue	GO:0006595;GO:0009793;GO:0000940;GO:0000444;GO:0007059;GO:0051301;GO:0000776;GO:0043515;GO:0034501;GO:0010336;GO:0007000;GO:0005634;GO:0005515	At4g19350 (Embryo defective 3006)
XP_024005618.1	805	AT4G18490.3	AT4G18490.3	orthologue	GO:0005576;GO:0003674;GO:0005634	Uncharacterized protein;Uncharacterized protein At4g18490
XP_024005625.1	471	AT3G30290.1	AT3G30290.1	orthologue	GO:0016132;GO:0004497;GO:0008270;GO:0020037;GO:0005575;GO:0005506;GO:0010268;GO:0016705;GO:0016020;GO:0007275;GO:0016125;GO:0016491	Cytochrome P450, family 702, subfamily A, polypeptide 8
XP_024005627.1	480	AT3G30290.1	AT3G30290.1	orthologue	GO:0016132;GO:0004497;GO:0008270;GO:0020037;GO:0005575;GO:0005506;GO:0010268;GO:0016705;GO:0016020;GO:0007275;GO:0016125;GO:0016491	Cytochrome P450, family 702, subfamily A, polypeptide 8
XP_024005632.1	218	AT4G16610.1	AT4G16610.1	orthologue	GO:0003700;GO:0006355;GO:0005634;GO:0008270	C2H2-like zinc finger protein
XP_024005635.1	290	AT4G14130.1	AT4G14130.1	orthologue	GO:0005576;GO:0010218;GO:0010411;GO:0030247;GO:0033946;GO:0016762;GO:0042546;GO:0048046;GO:0071555;GO:0004553;GO:0005975;GO:0005618;GO:0044042	Xyloglucan endotransglucosylase/hydrolase protein 15 (At-XTH15) (XTH-15) (EC 2.4.1.207) (EC 3.2.1.151)
XP_024005636.1	152					
XP_024005639.1	177	AT4G16140.2	AT4G16140.2	orthologue	GO:0016020;GO:0005634;GO:0003674	At4g16140 (Extensin like protein) (Proline-rich family protein);Proline-rich family protein
XP_024005640.1	1132	AT4G36180.1	AT4G36180.1	orthologue	GO:0090406;GO:0005515;GO:0044024;GO:0004674;GO:0006468;GO:0005886;GO:0016301;GO:0005524;GO:0106310;GO:0004672	Probable LRR receptor-like serine/threonine-protein kinase At4g36180 (EC 2.7.11.1)
XP_024005641.1	411	AT4G32370.1	AT4G32370.1	orthologue	GO:0004650;GO:0005576;GO:0005975;GO:0045490;GO:0046576	Pectin lyase-like superfamily protein
XP_024005643.1	177	AT4G16160.2	AT4G16160.2	orthologue	GO:0009707;GO:0008150;GO:0009527;GO:0015171;GO:0042803;GO:0006811;GO:0015288;GO:0046930;GO:0022857	Outer envelope pore protein 16-2, chloroplastic (Chloroplastic outer envelope pore protein of 16 kDa 2) (AtOEP16-2) (OEP16-2) (Outer plastid envelope protein 16-S) (AtOEP16-S) (Seeds outer plastid envelope protein 16)
XP_024005644.1	591	AT4G13992.1, AT4G16015.1	AT4G13992.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0005634;GO:0046872	Cysteine/Histidine-rich C1 domain family protein
XP_024005646.1	119					
XP_024005649.1	446	AT4G14750.3	AT4G14750.3	orthologue	GO:0003674;GO:0010091;GO:0005634;GO:0005516;GO:0005737;GO:0005856;GO:0005886;GO:0005515	IQ-domain 19;Protein IQ-DOMAIN 19 (AtIQD19) (Protein FURCA 3)
XP_024005650.1	347	AT4G33280.3	AT4G33280.3	orthologue	GO:0008150;GO:0003674;GO:0005737;GO:0000325;GO:0003677;GO:0005634	AP2/B3-like transcriptional factor family protein;B3 domain-containing protein REM16 (Auxin response factor 36) (Protein REPRODUCTIVE MERISTEM 16)
XP_024005651.1	588	AT4G19660.2	AT4G19660.2	orthologue	GO:0042742;GO:0009862;GO:0009617;GO:0050832;GO:0010112;GO:0005515;GO:2000031;GO:0016567;GO:0005634;GO:0042802;GO:2000022;GO:1901149;GO:0009627;GO:0009507;GO:0009626;GO:0009620;GO:0009751;GO:0008270;GO:0042803	NPR1-like protein 4;Regulatory protein NPR4 (BTB/POZ domain-containing protein NPR4)
XP_024005652.1	409	AT4G28880.1, AT4G28860.1	AT4G28880.1	other	GO:0004674;GO:0006897;GO:0046777;GO:0005739;GO:0009640;GO:0005737;GO:0005515;GO:0005634;GO:0009785;GO:0009637;GO:0007165;GO:0005524;GO:0106310;GO:0004672;GO:0006468	Casein kinase 1-like protein 3 (EC 2.7.11.1) (Protein CASEIN KINASE I-LIKE 3) (CK1.3);Casein kinase 1-like protein 4 (EC 2.7.11.1) (Protein CASEIN KINASE I-LIKE 4) (CK1.4)
XP_024005658.1	473	AT4G20340.1	AT4G20340.1	orthologue	GO:0006367;GO:0005673;GO:0005634;GO:0003674	Transcription factor TFIIE, alpha subunit
XP_024005659.1	461	AT4G28320.1	AT4G28320.1	orthologue	GO:0000138;GO:0009845;GO:0016985;GO:1903927;GO:0005576;GO:0000272;GO:0004553	Mannan endo-1,4-beta-mannosidase 5 (EC 3.2.1.78) (Beta-mannanase 5) (Endo-beta-1,4-mannanase 5) (AtMAN5)
XP_024005661.1	371	AT4G05200.2	AT4G05200.2	other	GO:0042742;GO:0016301;GO:0007165;GO:0009626;GO:0004674;GO:0005576;GO:0005886;GO:0005524;GO:0006979;GO:0016020;GO:0106310;GO:0004672;GO:0006468	Cysteine-rich RLK (RECEPTOR-like protein kinase) 25;Cysteine-rich receptor-like protein kinase 25 (Cysteine-rich RLK25) (EC 2.7.11.-)
XP_024005662.1	1050	AT1G63810.1	AT1G63810.1	orthologue	GO:0003674;GO:0005634;GO:0034456;GO:0032040;GO:0006409;GO:0032545;GO:0006364;GO:0003723	Nucleolar protein
XP_024005664.1	1188	AT4G20160.2	AT4G20160.2	orthologue	GO:0005634;GO:0003674;GO:0008270	Glu-rich protein (Golgin family A protein);Golgin family A protein
XP_024005665.1	1068	AT4G14368.1	AT4G14368.1	orthologue	GO:0003674;GO:0005737;GO:0008150;GO:0005794;GO:0008270;GO:0046872	Regulator of chromosome condensation (RCC1) family protein
