Alyssum_gmelinii	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Ag007G617790	221	AT5G15260.1	AT5G15260.1	orthologue	GO:0003674;GO:0005575;GO:0005840;GO:0016020	AT5g15260/F8M21_150 (Ribosomal protein L34e superfamily protein)
Ag007G617820	80	AT5G15265.1	AT5G15265.1	orthologue	GO:0005576;GO:0003674	Transmembrane protein
Ag007G617840	550	AT5G15270.1	AT5G15270.1	orthologue	GO:0005634;GO:0005737;GO:0003729;GO:0009911;GO:0003676;GO:0003723	RNA-binding KH domain-containing protein
Ag007G617850	366	AT5G12090.1	AT5G12090.1	orthologue	GO:0005524;GO:0004672;GO:0007165;GO:0016310;GO:0005634;GO:0006468	Protein kinase superfamily protein (Similarity to NPK1-related protein kinase)
Ag007G617930	90	AT5G58420.1, AT5G07090.1, AT2G17360.1	AT5G58420.1	other	GO:0000325;GO:0006412;GO:0003735;GO:0005737;GO:0022627;GO:0005739;GO:0003723;GO:0003729;GO:0022626;GO:0005886;GO:0005515;GO:0009536;GO:0005730;GO:0019843;GO:1990904;GO:0005840	40S ribosomal protein S4;Ribosomal protein S4 (RPS4A) family protein;Small ribosomal subunit protein eS4x (40S ribosomal protein S4-3);Small ribosomal subunit protein eS4y (40S ribosomal protein S4-2);Small ribosomal subunit protein eS4z (40S ribosomal protein S4-1)
Ag007G617940	692	AT5G52640.1	AT5G52640.1	other	GO:0050821;GO:0005515;GO:0046685;GO:0061077;GO:0006457;GO:0042742;GO:0005886;GO:0009408;GO:0005524;GO:0140662;GO:0005737;GO:0048471;GO:0032991;GO:0016887;GO:0005829;GO:0034605;GO:0051082;GO:0009505;GO:0045087	Heat shock protein 90-1 (AtHSP90.1) (AtHsp90-1) (Heat shock protein 81-1) (Hsp81-1) (Heat shock protein 83)
Ag007G617950	372	AT5G12090.1	AT5G12090.1	orthologue	GO:0005524;GO:0004672;GO:0007165;GO:0016310;GO:0005634;GO:0006468	Protein kinase superfamily protein (Similarity to NPK1-related protein kinase)
Ag007G617960	132	AT5G15280.1	AT5G15280.1	orthologue	GO:0006397;GO:0003729;GO:0005737;GO:0005739	Pentatricopeptide repeat-containing protein At5g15280, mitochondrial
Ag007G617970	1224	AT5G15280.1	AT5G15280.1	orthologue	GO:0006397;GO:0003729;GO:0005737;GO:0005739;GO:0005515	Pentatricopeptide repeat-containing protein At5g15280, mitochondrial
Ag007G617980	370	AT5G12090.1	AT5G12090.1	orthologue	GO:0005524;GO:0004672;GO:0007165;GO:0016310;GO:0005634;GO:0006468	Protein kinase superfamily protein (Similarity to NPK1-related protein kinase)
Ag007G617990	542	AT5G15300.1	AT5G15300.1	orthologue	GO:0009451;GO:0005634;GO:0003723;GO:0005515	Pentatricopeptide repeat-containing protein At5g15300
Ag007G618000	327	AT5G15310.1	AT5G15310.1	orthologue	GO:0005634;GO:0035017;GO:1901957;GO:0000902;GO:0003700;GO:0003677	Myb domain protein 16;Transcription factor MYB16 (Myb-related protein 16) (AtMYB16) (Protein MIXTA homolog) (AtMIXTA)
Ag007G618090	1237	AT5G28780.1, AT3G51700.1, AT3G51690.1	AT3G51700.1	other	GO:0005634;GO:0032508;GO:0005657;GO:0006260;GO:0003677;GO:0004386;GO:0005737;GO:0000723;GO:0003678;GO:0006281	PIF1 helicase
Ag007G618100	49	AT5G15320.1	AT5G15320.1	orthologue	GO:0003674;GO:0008150;GO:0009507;GO:0016020;GO:0015078;GO:0015986	ATP synthase E chain;ATP synthase E chain (At5g15320) (GPI-anchored protein)
Ag007G618110	474	AT3G52010.1, AT3G52000.1, AT2G05850.1, AT3G52020.1	AT3G52000.1	orthologue	GO:0004185;GO:0005575;GO:0008150;GO:0005739;GO:0005576;GO:0006508;GO:0005773	Serine carboxypeptidase-like 36 (EC 3.4.16.-);Serine carboxypeptidase-like 37 (EC 3.4.16.-);Serine carboxypeptidase-like 38 (EC 3.4.16.-);Serine carboxypeptidase-like 39 (EC 3.4.16.-)
Ag007G618140	416	AT1G33320.1	AT1G33320.1	orthologue	GO:0019346;GO:0009086;GO:0003962;GO:0005737;GO:0030170;GO:0009507	Probable cystathionine gamma-synthase 2 (EC 2.5.1.160);plant cystathionine gamma-synthase (EC 2.5.1.160)
Ag007G618150	319	AT5G15330.2	AT5G15330.2	orthologue	GO:0003674;GO:0016036;GO:0055062;GO:0005829;GO:0005634;GO:0070417	SPX domain-containing protein 4;SPX domain-containing protein 4 (Protein SPX DOMAIN GENE 4) (AtSPX4)
Ag007G618160	617	AT5G15340.1	AT5G15340.1	orthologue	GO:0009451;GO:0008270;GO:0005739;GO:0003723;GO:0005515	Pentatricopeptide repeat-containing protein At5g15340, mitochondrial
Ag007G618170	172	AT5G15350.1	AT5G15350.1	orthologue	GO:0016020;GO:0009536;GO:0005886;GO:0009055;GO:0000325;GO:0098552	Early nodulin-like protein 17 (AtENODL17) (Lamin-like protein ENODL17) (Phytocyanin-like protein ENODL17)
Ag007G618180	149	AT4G12880.1	AT4G12880.1	orthologue	GO:0009055;GO:0048046;GO:0005886	Early nodulin-like protein 19;Early nodulin-like protein 19 (AtENODL19) (Phytocyanin-like protein ENODL19)
Ag007G618200	345	AT5G15390.1	AT5G15390.1	orthologue	GO:0030488;GO:0002938;GO:0008173;GO:0009507;GO:0000049;GO:0003723;GO:0006396;GO:0008168;GO:0009020	rRNA methylase-like protein (tRNA/rRNA methyltransferase (SpoU) family protein);tRNA/rRNA methyltransferase (SpoU) family protein
Ag007G618220	113	AT2G38680.1	AT2G38680.1	other	GO:0005737;GO:0000287;GO:0008253;GO:0106411;GO:0009507;GO:0000166;GO:0009117	5'-nucleotidase (EC 3.1.3.5)
Ag007G618290	203	AT5G28780.1, AT3G51700.1, AT3G51690.1	AT3G52000.1	other	GO:0005634;GO:0032508;GO:0005657;GO:0006260;GO:0003677;GO:0004386;GO:0005737;GO:0000723;GO:0003678;GO:0006281	PIF1 helicase
Ag007G618300	190	AT1G67230.1	AT1G67230.1	other	GO:0034399;GO:0006997;GO:0005515;GO:0005576;GO:0097298;GO:0005739;GO:0000785;GO:0005635;GO:0005654;GO:0005652;GO:0005634;GO:0035861;GO:0031965	Protein CROWDED NUCLEI 1 (Protein KAKU2) (Protein LITTLE NUCLEI 1)
Ag007G618360	106	AT4G07445.1, AT1G48285.1, AT2G37125.1	AT1G48285.1	other	GO:0005575;GO:0003674;GO:0008150;GO:0008270;GO:0005634;GO:0016020	GRF zinc finger protein;Uncharacterized protein
Ag007G618480	448	AT4G08840.1	AT4G08840.1	orthologue	GO:0005737;GO:0010608;GO:0003729;GO:0003723;GO:0006417	Pumilio homolog 11 (APUM-11) (AtPUM11)
Ag007G618490	68	AT2G27220.2	AT2G27220.2	orthologue	GO:0005634;GO:0000981;GO:0005515;GO:0003700;GO:0006357;GO:0000978;GO:0003677	BEL1-like homeodomain 5;BEL1-like homeodomain protein 5 (BEL1-like protein 5)
Ag007G618510	1038	AT5G15400.1	AT5G15400.1	orthologue	GO:0000209;GO:0034450;GO:0036503;GO:0006511;GO:0005737;GO:0005634;GO:0016567;GO:0061630;GO:0000151;GO:0031348;GO:0004842	Probable ubiquitin conjugation factor E4 (EC 2.3.2.27) (Plant U-box protein 1) (RING-type E3 ubiquitin transferase E4) (U-box domain-containing protein 1) (Ubiquitin-fusion degradation protein 2-like) (UB fusion protein 2-like)
Ag007G618520	730	AT5G15410.1	AT5G15410.1	other	GO:0005221;GO:0005242;GO:0005634;GO:0007263;GO:0005262;GO:0070509;GO:0009626;GO:0006952;GO:0005516;GO:0005222;GO:0005886;GO:0030552;GO:0030553;GO:0016020;GO:0034220	Cyclic nucleotide-gated ion channel 2 (AtCNGC2) (Cyclic nucleotide- and calmodulin-regulated ion channel 2) (Protein DEFENSE NO DEATH 1);Cyclic nucleotide-regulated ion channel family protein
Ag007G618600	466	AT5G15430.1	AT5G15430.1	orthologue	GO:0005516;GO:0005634	At5g15430 (Plant calmodulin-binding protein-like protein)
Ag007G618610	297	AT5G15440.1	AT5G15440.1	orthologue	GO:0003674;GO:0005739;GO:0008150;;GO:0005515	EID1-like F-box protein 1
Ag007G618620	967	AT5G15450.1	AT5G15450.1	orthologue	GO:0016887;GO:0005737;GO:0009570;GO:0009507;GO:0042026;GO:0009532;GO:0009408;GO:0034605;GO:0009536;GO:0009658;GO:0005524	Chaperone protein ClpB3, chloroplastic (ATP-dependent Clp protease ATP-binding subunit ClpB homolog 3) (Casein lytic proteinase B3) (Protein ALBINO OR PALE GREEN 6)
Ag007G618630	126	AT3G01050.1	AT3G01050.1	other	GO:0005886;GO:0003674;GO:0005515	Membrane-anchored ubiquitin-fold protein 1 (AtMUB1) (Membrane-anchored ub-fold protein 1)
Ag007G618640	532	AT5G15470.1	AT5G15470.1	orthologue	GO:0009860;GO:0005794;GO:0052325;GO:0090406;GO:0009555;GO:0009507;GO:0048358;GO:0016757;GO:0047262;GO:0000139	Probable galacturonosyltransferase 14 (EC 2.4.1.-)
Ag007G618650	404	AT5G15480.1	AT5G15480.1	orthologue	GO:0006355;GO:0010208;GO:0005634;GO:0003700;GO:0008270	C2H2-type zinc finger family protein (Zinc finger (C2H2 type) family protein)
Ag007G618660	480	AT5G15490.1	AT5G15490.1	orthologue	GO:0052546;GO:0051287;GO:0006065;GO:0009505;GO:0006024;GO:0003979;GO:0005975;GO:0005737;GO:0005634;GO:0016616	UDP-glucose 6-dehydrogenase 3 (UDP-Glc dehydrogenase 3) (UDP-GlcDH 3) (UDPGDH 3) (EC 1.1.1.22) (At-UGD3)
Ag007G618680	599	AT3G16600.1	AT3G16600.1	orthologue	GO:0006281;GO:0005634;GO:0140658;GO:0008094;GO:0004386;GO:0005524;GO:0008270;GO:0016787	SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein
Ag007G618690	80					
Ag007G618720	80					
Ag007G618730	78					
Ag007G618760	38	AT4G38790.1	AT4G38790.1	other	GO:0046923;GO:0005575;GO:0006621;GO:0005789;GO:0015031;GO:0016192	ER lumen protein retaining receptor family protein (Putative ER lumen protein retaining receptor)
Ag007G618820	589	AT3G16600.1	AT3G16600.1	orthologue	GO:0006281;GO:0005634;GO:0140658;GO:0008094;GO:0004386;GO:0005524;GO:0008270;GO:0016787	SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein
Ag007G618840	95	AT4G19003.1	AT4G19003.1	other	GO:0043328;GO:0005515;GO:0005737;GO:0071985;GO:0000814;GO:0005198;GO:0042803;GO:0016192;GO:0015031	Vacuolar protein sorting-associated protein 25 (AtVPS25) (ESCRT-II complex subunit VPS25)
Ag007G618890	589	AT3G16600.1	AT3G16600.1	orthologue	GO:0006281;GO:0005634;GO:0140658;GO:0008094;GO:0004386;GO:0005524;GO:0008270;GO:0016787	SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein
Ag007G618910	143	AT3G51690.1, AT3G51700.1, AT5G28780.1	AT3G51690.1	other	GO:0005634;GO:0032508;GO:0005657;GO:0006260;GO:0003677;GO:0004386;GO:0005737	PIF1 helicase
Ag007G618930	91	AT1G16040.1	AT1G16040.1	other	GO:0005789;GO:0006506;GO:0051377;GO:0009507	At1g16040 (Phosphatidylinositol-glycan biosynthesis class F-like protein) (mRNA, clone: RAFL21-55-D09) (mRNA, clone: RAFL21-88-A17);Phosphatidylinositol-glycan biosynthesis class F-like protein
Ag007G618940	482	AT5G15510.2	AT5G15510.2	orthologue	GO:0030295;GO:0090307;GO:0060236;GO:0005634;GO:0005819;GO:0008017;GO:0032147;GO:0005880;GO:0005737;GO:0005874	TPX2 (Targeting protein for Xklp2) protein family
Ag007G618950	143	AT5G15520.1	AT5G15520.1	orthologue	GO:0003723;GO:0022627;GO:0005730;GO:0003729;GO:0005634;GO:0006412;GO:0003735;GO:0009506;GO:0000028;GO:0005840	Small ribosomal subunit protein eS19y (40S ribosomal protein S19-2)
Ag007G618960	529	AT3G02090.2	AT3G02090.2	other	GO:0004222;GO:0005739;GO:0005758;GO:0045275;GO:0005515;GO:0005730;GO:0005741;GO:0008270;GO:0005743;GO:0008150;GO:0005759;GO:0009507;GO:0009505;GO:0005829;GO:0000325;GO:0006508;GO:0016491;GO:0046872	Probable mitochondrial-processing peptidase subunit beta, mitochondrial (EC 3.4.24.64) (Beta-MPP) (Complex III subunit I) (Core protein I) (Cytochrome b-c1 complex subunit 1, mitochondrial) (Ubiquinol-cytochrome c oxidoreductase core protein 1)
Ag007G618970	256	AT5G15530.1	AT5G15530.1	orthologue	GO:0006633;GO:0003989;GO:0009507;GO:0009941;GO:0009570;GO:0005515;GO:0009317;GO:0009374	Biotin carboxyl carrier protein of acetyl-CoA carboxylase 2, chloroplastic (AtBCCP2) (BCCP-2)
Ag007G618980	195	AT5G15530.1	AT5G15530.1	orthologue	GO:0006633;GO:0003989;GO:0009507;GO:0009941;GO:0009570;GO:0005515;GO:0009317;GO:0009374	Biotin carboxyl carrier protein of acetyl-CoA carboxylase 2, chloroplastic (AtBCCP2) (BCCP-2)
Ag007G618990	1873	AT5G15540.1	AT5G15540.1	orthologue	GO:0034087;GO:0007062;GO:0005515;GO:0061780;GO:0051177;GO:0034508;GO:0009793;GO:0010468;GO:0090694;GO:0003682;GO:0005634;GO:1990414;GO:0071169;GO:0000775;GO:0007059;GO:0008270;GO:0051301;GO:0051321;GO:0061775;GO:0140588	Sister chromatid cohesion protein SCC2 (Protein EMBRYO DEFECTIVE 2773) (Protein SISTER-CHROMATID COHESION 2) (AtSCC2)
Ag007G619020	1116					
Ag007G619030	433	AT5G15550.1	AT5G15550.1	orthologue	GO:0005515;GO:0005634;GO:0009506;GO:0005730;GO:0080008;GO:0000463;GO:0000466;GO:0005654;GO:0030687;GO:0043021;GO:0042254	Ribosome biogenesis protein WDR12 homolog;Ribosome biogenesis protein WDR12 homolog (Pescadillo-interacting protein 2) (AtPEIP2)
Ag007G619070	293	AT5G41290.1, AT5G41280.1	AT5G41290.1	orthologue	GO:0005576;GO:0005886;GO:0008150;GO:0016020;GO:0003674	Cysteine-rich repeat secretory protein 57;Cysteine-rich repeat secretory protein 58
Ag007G619080	90					
Ag007G619090	224	AT5G41290.1, AT5G41280.1	AT5G41290.1	orthologue	GO:0005576;GO:0005886;GO:0008150;GO:0016020;GO:0003674	Cysteine-rich repeat secretory protein 57;Cysteine-rich repeat secretory protein 58
Ag007G619140	38	AT2G30710.1	AT2G30710.1	other	GO:0005096;GO:0005794	Expressed protein (Ypt/Rab-GAP domain of gyp1p superfamily protein)
Ag007G619150	373	AT5G15570.1	AT5G15570.1	orthologue	GO:0046982;GO:0006366;GO:0005634;GO:0005669	Bromodomain transcription factor
Ag007G619160	922	AT5G15580.1	AT5G15580.1	orthologue	GO:0051513;GO:0009826;GO:0005515;GO:0005829;GO:0005634	Protein LONGIFOLIA 1 (Protein TON1 RECRUITING MOTIF 2)
Ag007G619200	695	AT4G18250.1, AT5G38280.2, AT1G66930.2, AT1G67000.1, AT1G66910.1, AT1G66920.2, AT5G38250.1, AT5G38240.1	AT4G18250.1	other	GO:0004674;GO:0044024;GO:0005576;GO:0006468;GO:0030247;GO:0016310;GO:0004675;GO:0009620;GO:0004672;GO:0016301;GO:0009506;GO:0005634;GO:0005575;GO:0005886;GO:0005524;GO:0016020;GO:0106310	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.2 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-2.2);LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.3 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-2.3);LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.4 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-2.4);LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.5 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-2.5);LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.7 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-2.7);LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.8 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-2.8);PR5-like receptor kinase;PR5-like receptor kinase (EC 2.7.11.1);Protein kinase family protein;Receptor Serine/Threonine kinase-like protein;non-specific serine/threonine protein kinase (EC 2.7.11.1)
Ag007G619210	658	AT4G18250.1, AT5G38280.2, AT1G66930.2, AT1G67000.1, AT1G66910.1, AT1G66920.2, AT5G38250.1, AT5G38240.1	AT5G38280.2	other	GO:0004674;GO:0044024;GO:0005576;GO:0006468;GO:0030247;GO:0016310;GO:0004675;GO:0009620;GO:0004672;GO:0016301;GO:0009506;GO:0005634;GO:0005575;GO:0005886;GO:0005524;GO:0016020;GO:0106310	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.2 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-2.2);LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.3 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-2.3);LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.4 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-2.4);LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.5 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-2.5);LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.7 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-2.7);LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.8 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-2.8);PR5-like receptor kinase;PR5-like receptor kinase (EC 2.7.11.1);Protein kinase family protein;Receptor Serine/Threonine kinase-like protein;non-specific serine/threonine protein kinase (EC 2.7.11.1)
Ag007G619220	122	AT5G15600.1	AT5G15600.1	orthologue	GO:0043622;GO:0010005;GO:0003674;GO:0005874	Protein SPIRAL1-like 4
Ag007G619290	414	AT5G15610.1	AT5G15610.1	orthologue	GO:0002183;GO:0005737;GO:0005852;GO:0009536;GO:0003674;GO:0000502;GO:0001732;GO:0003743;GO:0016282;GO:0033290;GO:0071541	Eukaryotic translation initiation factor 3 subunit M (eIF3m)
Ag007G619300	432	AT5G15630.1	AT5G15630.1	orthologue	GO:0005886;GO:0052324;GO:2001006;GO:0016020;GO:0000325;GO:0003674;GO:0009834;GO:0010215;GO:0098552	COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family;COBRA-like protein 4
Ag007G619310	391	AT4G28380.1	AT4G28380.1	orthologue	GO:0005575;GO:0003674;GO:0007165;GO:0005576;GO:0071555;GO:0005515	Cell wall hydroxyproline-rich glycoprotein
Ag007G619320	323	AT5G15640.1	AT5G15640.1	orthologue	GO:0005739;GO:0055085;GO:0009536;GO:0003674;GO:0016020	Mitochondrial substrate carrier family protein;Mitochondrial substrate carrier family protein (Putative mitochondrial carrier protein)
Ag007G619340	363	AT5G15650.1	AT5G15650.1	other	GO:0009536;GO:0009555;GO:0005829;GO:0009505;GO:0009832;GO:0033356;GO:0071669;GO:0005515;GO:0005794;GO:0005634;GO:0052691;GO:0016020;GO:0016866;GO:0019567;GO:0022626;GO:0003735;GO:0071555	UDP-arabinopyranose mutase 2 (EC 5.4.99.30) (Reversibly glycosylated polypeptide 2) (AtRGP2) (UDP-L-arabinose mutase 2)
Ag007G619350	1029	AT2G06210.1	AT2G06210.1	orthologue	GO:0016593;GO:0009910;GO:0006368;GO:0005634;GO:0045893;GO:0000993;GO:0009908;GO:0005515;GO:0006355	Protein CTR9 homolog (Protein EARLY FLOWERING 8) (Protein VERNALIZATION INDEPENDENCE 6)
Ag007G619370	2149	AT5G15680.1	AT5G15680.1	orthologue	GO:0005739;GO:0030427;GO:0000902;GO:0003674;GO:0005938	ARM repeat superfamily protein
Ag007G619390	983	AT5G15700.2	AT5G15700.2	orthologue	GO:0009507;GO:0034062;GO:0003899;GO:0006351;GO:0003677;GO:0042651;GO:0034245;GO:0006390;GO:0009536;GO:0005739;GO:0000428;GO:0005737	DNA-directed RNA polymerase (EC 2.7.7.6);DNA-directed RNA polymerase 2, chloroplastic/mitochondrial (EC 2.7.7.6)
Ag007G619420	80					
Ag007G619440	93					
Ag007G619450	145	AT5G13780.1	AT5G13780.1	orthologue	GO:1990189;GO:0031415;GO:0005829;GO:0005737;GO:0009414;GO:0009536;GO:1990190;GO:0009793;GO:0008080;GO:0003729;GO:0004596;GO:0008999;GO:0016747;GO:0006474	N-terminal acetyltransferase A complex catalytic subunit NAA10 (AtNAA10) (EC 2.3.1.255)
Ag007G619470	405	AT3G28960.1	AT3G28960.1	orthologue	GO:0016020;GO:0015171;GO:0003333;GO:0000325;GO:0005739;GO:0006865;GO:0031090;GO:0005774;GO:0015179	Amino acid transporter AVT1I (AtAvt1I);Transmembrane amino acid transporter family protein
Ag007G619480	443	AT5G15710.1	AT5G15710.1	orthologue	GO:0031146;GO:0005634;GO:0004842;GO:0005515;	F-box/kelch-repeat protein At5g15710
Ag007G619490	367	AT5G15720.1	AT5G15720.1	orthologue	GO:0016298;GO:0016788;GO:0005576;GO:0008150;GO:0016042	GDSL esterase/lipase 7 (EC 3.1.1.-) (Extracellular lipase 7);GDSL-motif lipase 7
Ag007G619500	94	AT5G15725.1	AT5G15725.1	orthologue	GO:0009958;GO:0003674;GO:0005739;GO:0005576;GO:0008083;GO:0030154	Protein GOLVEN 9 [Cleaved into: GLV9p]
Ag007G619510	434	AT5G15730.2	AT5G15730.2	orthologue	GO:0004674;GO:0009536;GO:0005886;GO:0004672;GO:0007165;GO:0016310;GO:0005524;GO:0106310;GO:0006468	Calcium/calmodulin-regulated receptor-like kinase 2 (AtCRLK2) (EC 2.7.11.1)
Ag007G619520	242				GO:0004842;GO:0016567	
Ag007G619580	172	AT2G38365.1, AT3G61090.1, AT3G61100.1	AT3G61090.1	other	GO:0005634;GO:0004540;GO:0010468;GO:0005777;GO:0008150;GO:0003674;GO:0005739;GO:0004519;GO:0016787	At3g61090 (Endonuclease or glycosyl hydrolase);Endonuclease or glycosyl hydrolase;Endonuclease/glycosyl hydrolase
Ag007G619610	114	AT1G58190.2	AT1G58190.2	other	GO:0005886;GO:0003674;GO:0005576;GO:0007165;GO:0005515	Receptor like protein 9;Receptor-like protein 9a (AtRLP9a) (Receptor like protein 9) (AtRLP9)
Ag007G619660	489	AT5G32613.1	AT5G32613.1	other	GO:0005634;GO:0008150;GO:0003676;GO:0008270	Zinc knuckle (CCHC-type) family protein
Ag007G619670	585	AT4G26120.2	AT4G26120.2	orthologue	GO:0016567;GO:0005737;GO:0009862;GO:2000031;GO:2000022;GO:0005634;GO:0042742;GO:0050832;GO:0005515;GO:0008270;GO:0016604;GO:0031347;GO:0045087	Ankyrin repeat family protein / BTB/POZ domain-containing protein;Regulatory protein NPR2 (BTB/POZ domain-containing protein NPR2)
Ag007G619710	511	AT5G15740.1	AT5G15740.1	orthologue	GO:0010214;GO:0010395;GO:0045489;GO:0005737;GO:0008194;GO:0005794;GO:0016757;GO:0000139;GO:0006004	Rhamnogalacturonan I rhamnosyltransferase 1 (EC 2.4.1.351) (O-fucosyltransferase 34) (O-FucT-34) (O-fucosyltransferase family protein)
Ag007G619740	182	AT5G15750.1	AT5G15750.1	orthologue	GO:0034457;GO:0006364;GO:0022627;GO:0005634;GO:0032040;GO:0030515;GO:0042274;GO:0003735;GO:0019843;GO:0003723	U3 small nucleolar ribonucleoprotein protein IMP3 (U3 small nucleolar ribonucleoprotein protein imp3)
Ag007G619750	174	AT5G15760.1	AT5G15760.1	orthologue	GO:0003735;GO:0009536;GO:0006412;GO:0009507;GO:0005840;GO:1990904	Small ribosomal subunit protein cS23y (30S ribosomal protein 3-2, chloroplastic) (Plastid-specific 30S ribosomal protein 3-2) (PSRP-3 2)
Ag007G619760	156	AT5G15770.1	AT5G15770.1	orthologue	GO:0005794;GO:0006048;GO:0004343;GO:0006044;GO:0005783;GO:0005789;GO:0016747;GO:0008080	Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Glucose-6-phosphate acetyltransferase 1) (AtGNA1) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase) (Protein LIGNESCENS)
Ag007G619800	160	AT5G15770.1	AT5G15770.1	orthologue	GO:0005794;GO:0006048;GO:0004343;GO:0006044;GO:0005783;GO:0005789;GO:0016747;GO:0008080	Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Glucose-6-phosphate acetyltransferase 1) (AtGNA1) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase) (Protein LIGNESCENS)
Ag007G619810	76	ATCG00190.1	ATCG00190.1	orthologue	GO:0006354;GO:0003729;GO:0042644;GO:0032549;GO:0009507;GO:0003899;GO:0005515;GO:0000428;GO:0003677;GO:0005739;GO:0006351	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta) (RNA polymerase subunit beta)
Ag007G619830	424	AT5G15780.1	AT5G15780.1	orthologue	GO:0005575;GO:0003674;GO:0016020	At5g15780 (Pollen Ole e 1 allergen and extensin family protein) (Proline-rich protein)
Ag007G619860	231	AT5G15790.4	AT5G15790.4	orthologue	GO:0005634;GO:0004842;GO:0008270	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
Ag007G619870	250	AT5G15800.2	AT5G15800.2	orthologue	GO:0005515;GO:0048481;GO:0003700;GO:0000981;GO:0006355;GO:0000978;GO:0006357;GO:0045944;GO:0005634;GO:0000977;GO:0046983;GO:0009908;GO:0030154;GO:0048440;GO:0003677	Developmental protein SEPALLATA 1 (Agamous-like MADS-box protein AGL2);K-box region and MADS-box transcription factor family protein
Ag007G619900	99	AT5G15802.1	AT5G15802.1	orthologue	GO:0005783;GO:0015979;GO:0009507;GO:0047134;GO:0005576	Chaperone
Ag007G619910	594	AT5G15810.1	AT5G15810.1	orthologue	GO:0005634;GO:0160104;GO:0002940;GO:0006400;GO:0160102;GO:0000049;GO:0008033;GO:0032259;GO:0003723;GO:0016423;GO:0004809	tRNA (guanine(26)-N(2))-dimethyltransferase 1 (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase 1) (tRNA(guanine-26,N(2)-N(2)) methyltransferase 1) (tRNA(m(2,2)G26)dimethyltransferase 1)
Ag007G619920	353	AT5G15820.1	AT5G15820.1	orthologue	GO:0005737;GO:0061630;GO:0005634;GO:0016567;GO:0008270	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
Ag007G619930	777					
Ag007G619950	452					
Ag007G619990	192	AT5G15830.1	AT5G15830.1	orthologue	GO:0006355;GO:0003700;GO:0005634;GO:0003677;GO:0046983	At5g15830 (BZIP DNA-binding protein-like) (Basic leucine-zipper 3) (Putative bZIP transcription factor AtbZip3)
Ag007G620010	420	AT5G15840.1	AT5G15840.1	orthologue	GO:0005515;GO:0010018;GO:0009909;GO:0003700;GO:0005634;GO:0008270;GO:0007623;GO:2000028;GO:0010218;GO:0009908;GO:0003677;GO:0030154	Zinc finger protein CONSTANS
