Erysimum_linariifolium	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
El007G345250	281	AT5G49490.1, AT5G38620.1, AT5G49420.1	AT5G49420.1	orthologue	GO:0000978;GO:0045944;GO:0046983;GO:0000981;GO:0006357;GO:0005515;GO:0000987;GO:0003700;GO:0005634;GO:0006355;GO:0003677	AGAMOUS-like 83 (Similarity to MADS-box protein);MADS-box protein (MADS-box transcription factor family protein);MADS-box protein AGL73 (MADS-box protein-like) (MADS-box transcription factor family protein)
El007G345260	710	AT5G49570.1	AT5G49570.1	orthologue	GO:0005737;GO:0005829;GO:0000224;GO:0010188;GO:0010193;GO:0006516;GO:0005634;GO:0009751;GO:0046872	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (EC 3.5.1.52) (Peptide:N-glycanase) (AtPNG1)
El007G345270	245	AT1G03910.2	AT1G03910.2	orthologue	GO:0005681;GO:0045292;GO:0005515;GO:0000398;GO:0005634;GO:0009793;GO:0005737;GO:0016607	Splicing factor Cactin
El007G345280	132	AT5G49550.1	AT5G49550.1	orthologue	GO:0005634;GO:0005515;GO:0031083;GO:0005768	Biogenesis of lysosome-related organelles complex 1 subunit 2 (BLOC-1 subunit 2)
El007G345290	114	AT5G49540.1	AT5G49540.1	orthologue	GO:0000045;GO:0003674;GO:0072546;GO:0005783;GO:0016020;GO:0034975	ER membrane protein complex subunit 6
El007G345300	689	AT5G49530.1	AT5G49530.1	orthologue	GO:0003674;GO:0042797;GO:0005634;GO:0006351;GO:0005666	SIN-like family protein (Similarity to unknown protein)
El007G345310	472	AT2G29930.1	AT2G29930.1	orthologue	GO:0008150;GO:0005634;GO:0003674;;GO:0005515	F-box/LRR-repeat protein At2g29930;F-box/RNI-like superfamily protein
El007G345330	412	AT5G49520.1	AT5G49520.1	orthologue	GO:0009617;GO:0045893;GO:0003677;GO:0003700;GO:0042742;GO:0005634;GO:0000976;GO:0006355;GO:0043565	Probable WRKY transcription factor 48 (WRKY DNA-binding protein 48)
El007G345340	195	AT5G49510.1	AT5G49510.1	orthologue	GO:0007017;GO:0071370;GO:0009651;GO:0006457;GO:0005634;GO:0006397;GO:0005515;GO:0005737;GO:0043622;GO:0007021;GO:0015631;GO:0009631;GO:0016272;GO:0009409	Prefoldin subunit 3 (Gene involved in microtubule biogenesis 2)
El007G345360	80	AT1G06660.1	AT1G06660.1	orthologue	GO:0006355;GO:0003674;GO:0005634;GO:0007142;GO:0009556	Protein JASON
El007G345370	35	AT5G01460.1, AT3G08930.1	AT5G01460.1	other	GO:0003674;GO:0005886;GO:0005576;GO:0009506;GO:0005829;GO:0016020	LIMR family protein At3g08930;LIMR family protein At5g01460
El007G345380	724	AT2G04350.1	AT2G04350.1	orthologue	GO:0005783;GO:0004467;GO:0009941;GO:0005739;GO:0005794;GO:0016020;GO:0006631;GO:0005524	Long chain acyl-CoA synthetase 8 (EC 6.2.1.3)
El007G345390	159	AT5G49480.1	AT5G49480.1	orthologue	GO:0009507;GO:0042538;GO:0005829;GO:0009536;GO:0005509	Calcium-binding protein CP1 (NaCl-inducible Ca2+-binding protein) (AtCP1)
El007G345400	767	AT5G49470.2	AT5G49470.2	orthologue	GO:0005634;GO:0009789;GO:0004712;GO:0004674;GO:0006355;GO:0005737;GO:0004672;GO:0005524;GO:0007165;GO:0006468;GO:0009749;GO:0009881;GO:0016020	non-specific serine/threonine protein kinase (EC 2.7.11.1)
El007G345420	608	AT5G49460.1	AT5G49460.1	orthologue	GO:0005737;GO:0140615;GO:0006633;GO:0006085;GO:0003878;GO:0005829;GO:0005524;GO:0006629;GO:0046872;GO:0003824;GO:0046912	ATP-citrate synthase beta chain protein 2 (ATP-citrate synthase B-2) (EC 2.3.3.8) (ATP-citrate lyase B-2) (Citrate cleavage enzyme B-2)
El007G345430	146	AT5G49450.1	AT5G49450.1	orthologue	GO:0046982;GO:0043565;GO:0000976;GO:0003700;GO:0006970;GO:0071333;GO:0045893;GO:0009617;GO:0005515;GO:0005634;GO:0009651;GO:0009901;GO:0010182;GO:0006521;GO:0009267;GO:0006355	Basic leucine zipper 1 (AtbZIP1) (bZIP protein 1)
El007G345450	1678	AT5G49430.1	AT5G49430.1	orthologue	GO:0005634;GO:0080008;GO:0008360;GO:0007010;GO:0006357;GO:0003674;GO:0005515	WD40/YVTN repeat and Bromo-WDR9-I-like domain-containing protein
El007G345460	142	AT5G49410.1	AT5G49410.1	orthologue	GO:0003674;GO:0008150;GO:0005739	At5g49410 (Gb|AAF36742.1) (Thiamine-phosphate synthase)
El007G345470	280	AT5G49400.1	AT5G49400.1	orthologue	GO:0005634;GO:0003674	At5g49400 (Zinc knuckle (CCHC-type) family protein)
El007G345520	774	AT5G49360.1	AT5G49360.1	orthologue	GO:0010214;GO:0045493;GO:0005576;GO:0009044;GO:0009832;GO:0048046;GO:0031222;GO:0046556;GO:0009536;GO:0004553;GO:0005975	Beta-D-xylosidase 1 (AtBXL1) (EC 3.2.1.-) (Alpha-L-arabinofuranosidase) (EC 3.2.1.55)
El007G345530	254	AT5G49350.1	AT5G49350.1	orthologue	GO:0003674;GO:0009507	At5g49350 (Glycine-rich protein family);Glycine-rich protein family
El007G345540	459	AT5G49340.1	AT5G49340.1	orthologue	GO:0016413;GO:0008150;GO:0005794;GO:0016020;GO:0016740	Protein trichome birefringence-like 4
El007G345550	344	AT5G49330.1	AT5G49330.1	orthologue	GO:0009416;GO:0005634;GO:0000987;GO:0005515;GO:0010224;GO:0051555;GO:0006355;GO:0003700;GO:1900386;GO:0003677	Transcription factor MYB111 (Myb-related protein 111) (AtMYB111) (Protein PRODUCTION OF FLAVONOL GLYCOSIDES 3)
El007G345560	257	AT5G49320.1	AT5G49320.1	orthologue	GO:0005575;GO:0003674;GO:0012505;GO:0016020	At5g49320 (Dbj|BAA84605.1) (Transmembrane protein, putative (DUF1218))
El007G345570	783	AT1G64260.1, AT1G49920.1	AT1G64260.1	other	GO:0008150;GO:0008270;GO:0005575	MuDR family transposase
El007G345580	201	AT5G50280.1	AT5G50280.1	other	GO:0009793;GO:0006397;GO:0003729;GO:0009507;GO:0005737	Pentatricopeptide repeat-containing protein At5g50280, chloroplastic (Protein EMBRYO DEFECTIVE 1006)
El007G345590	171	AT5G49330.1	AT5G49330.1	orthologue	GO:0009416;GO:0005634;GO:0000987;GO:0005515;GO:0010224;GO:0051555;GO:0006355;GO:0003700;GO:1900386;GO:0003677	Transcription factor MYB111 (Myb-related protein 111) (AtMYB111) (Protein PRODUCTION OF FLAVONOL GLYCOSIDES 3)
El007G345600	257	AT5G49320.1	AT5G49320.1	orthologue	GO:0005575;GO:0003674;GO:0012505;GO:0016020	At5g49320 (Dbj|BAA84605.1) (Transmembrane protein, putative (DUF1218))
El007G345610	733	AT1G64260.1, AT1G49920.1	AT1G64260.1	other	GO:0008150;GO:0008270;GO:0005575	MuDR family transposase
El007G345650	201	AT5G50280.1	AT5G50280.1	other	GO:0009793;GO:0006397;GO:0003729;GO:0009507;GO:0005737	Pentatricopeptide repeat-containing protein At5g50280, chloroplastic (Protein EMBRYO DEFECTIVE 1006)
El007G345660	205	AT2G20380.1	AT2G20380.1	orthologue	GO:0005575;GO:0003674;GO:0008150;;GO:0005515	F-box protein At2g20380
El007G345720	171	AT5G49330.1	AT5G49330.1	orthologue	GO:0009416;GO:0005634;GO:0000987;GO:0005515;GO:0010224;GO:0051555;GO:0006355;GO:0003700;GO:1900386;GO:0003677	Transcription factor MYB111 (Myb-related protein 111) (AtMYB111) (Protein PRODUCTION OF FLAVONOL GLYCOSIDES 3)
El007G345730	257	AT5G49320.1	AT5G49320.1	orthologue	GO:0005575;GO:0003674;GO:0012505;GO:0016020	At5g49320 (Dbj|BAA84605.1) (Transmembrane protein, putative (DUF1218))
El007G345740	733	AT1G64260.1, AT1G49920.1	AT1G64260.1	other	GO:0008150;GO:0008270;GO:0005575	MuDR family transposase
El007G345780	201	AT5G50280.1	AT5G50280.1	other	GO:0009793;GO:0006397;GO:0003729;GO:0009507;GO:0005737	Pentatricopeptide repeat-containing protein At5g50280, chloroplastic (Protein EMBRYO DEFECTIVE 1006)
El007G345790	205	AT2G20380.1	AT2G20380.1	orthologue	GO:0005575;GO:0003674;GO:0008150;;GO:0005515	F-box protein At2g20380
El007G345830	171	AT5G49330.1	AT5G49330.1	orthologue	GO:0009416;GO:0005634;GO:0000987;GO:0005515;GO:0010224;GO:0051555;GO:0006355;GO:0003700;GO:1900386;GO:0003677	Transcription factor MYB111 (Myb-related protein 111) (AtMYB111) (Protein PRODUCTION OF FLAVONOL GLYCOSIDES 3)
El007G345840	257	AT5G49320.1	AT5G49320.1	orthologue	GO:0005575;GO:0003674;GO:0012505;GO:0016020	At5g49320 (Dbj|BAA84605.1) (Transmembrane protein, putative (DUF1218))
El007G345850	733	AT1G64260.1, AT1G49920.1	AT1G64260.1	other	GO:0008150;GO:0008270;GO:0005575	MuDR family transposase
El007G345860	732	AT1G32880.1, AT5G52000.1, AT5G49305.1	AT5G52000.1	other	GO:0005737;GO:0015031;GO:0003674;GO:0006607;GO:0048235;GO:0061608;GO:0006606;GO:0005634;GO:0008139;GO:0005635;GO:0005515	ARM repeat superfamily protein;Importin subunit alpha;Importin subunit alpha-8 (IMPa-8)
El007G345870	201	AT5G50280.1	AT5G50280.1	other	GO:0009793;GO:0006397;GO:0003729;GO:0009507;GO:0005737	Pentatricopeptide repeat-containing protein At5g50280, chloroplastic (Protein EMBRYO DEFECTIVE 1006)
El007G345880	205	AT2G20380.1	AT2G20380.1	orthologue	GO:0005575;GO:0003674;GO:0008150;;GO:0005515	F-box protein At2g20380
El007G345920	171	AT5G49330.1	AT5G49330.1	orthologue	GO:0009416;GO:0005634;GO:0000987;GO:0005515;GO:0010224;GO:0051555;GO:0006355;GO:0003700;GO:1900386;GO:0003677	Transcription factor MYB111 (Myb-related protein 111) (AtMYB111) (Protein PRODUCTION OF FLAVONOL GLYCOSIDES 3)
El007G345940	90					
El007G345980	125	AT5G49300.1	AT5G49300.1	orthologue	GO:0000976;GO:0006355;GO:0003700;GO:0005634;GO:0008270;GO:0043565	GATA transcription factor 16
El007G345990	125	AT5G49300.1	AT5G49300.1	orthologue	GO:0000976;GO:0006355;GO:0003700;GO:0005634;GO:0008270;GO:0043565	GATA transcription factor 16
El007G346000	178	AT5G49280.1	AT5G49280.1	orthologue	GO:0016020;GO:0003674	At5g49280 (Extensin like protein) (Hydroxyproline-rich glycoprotein family protein)
El007G346010	660	AT5G49270.1	AT5G49270.1	orthologue	GO:0048768;GO:0010053;GO:0052324;GO:0010215;GO:0005886;GO:0048765;GO:0009932;GO:0016020;GO:0003674;GO:0098552	COBRA-like protein 9
El007G346030	210	AT5G49230.1	AT5G49230.1	orthologue	GO:0009785;GO:0010161;GO:0003674;GO:0009507;GO:0005634	Drought-responsive family protein (ZZ);Protein DEHYDRATION-INDUCED 19 homolog 7 (AtDi19-7) (Protein HYPERSENSITIVE TO RED AND BLUE 1)
El007G346040	419	AT5G49220.1	AT5G49220.1	orthologue	GO:0005634;GO:0003674	Uncharacterized protein At5g49220
El007G346050	443	AT5G49215.1	AT5G49215.1	orthologue	GO:0004650;GO:0005975;GO:0005576;GO:0016829	Pectin lyase-like superfamily protein
El007G346060	195	AT5G49210.1	AT5G49210.1	orthologue	GO:0005515;GO:0005575	AT5g49210/K21P3_8 (Stress response NST1-like protein);Stress response NST1-like protein
El007G346070	807	AT5G49190.1	AT5G49190.1	orthologue	GO:0016157;GO:0005985;GO:0005982;GO:0010431;GO:0001666;GO:0005829;GO:0009536;GO:0009507;GO:0009505;GO:0016757;GO:0042170	Sucrose synthase (EC 2.4.1.13);Sucrose synthase 2 (AtSUS2) (EC 2.4.1.13) (Sucrose-UDP glucosyltransferase 2)
El007G346080	183	AT5G49170.1	AT5G49170.1	orthologue	GO:0003674;GO:0009507	Uncharacterized protein At5g49170
El007G346100	1540	AT5G49160.1	AT5G49160.1	orthologue	GO:0003886;GO:0009910;GO:0044027;GO:0005634;GO:0005515;GO:0010069;GO:0008168;GO:0010229;GO:0141044;GO:0006346;GO:0003682;GO:0003677;GO:0009294;GO:0032259;GO:0010424	DNA (cytosine-5)-methyltransferase (EC 2.1.1.37);DNA (cytosine-5)-methyltransferase 1 (EC 2.1.1.37) (DNA methyltransferase 01) (DNA methyltransferase 2) (DNA methyltransferase AthI) (DNA Metase AthI) (M.AthI) (DNA methyltransferase DDM2) (Protein DECREASED DNA METHYLATION 2)
El007G346110	389	AT1G43730.1, AT5G16486.1, AT2G02520.1, AT4G05095.1, AT3G25727.1, AT4G04650.1	AT4G04650.1	orthologue	GO:0005575;GO:0003674;GO:0005739;GO:0008150;GO:0009409;GO:0010319;GO:0003964;GO:0016020	AT4g04650 protein (RNA-directed DNA polymerase (Reverse transcriptase)-related family protein) (T19J18.5 protein);Non-LTR retrolelement reverse transcriptase;Putative non-LTR retroelement reverse transcriptase (RNA-directed DNA polymerase (Reverse transcriptase)-related family protein);RNA-directed DNA polymerase (Reverse transcriptase)-related family protein
El007G346120	416	AT1G40390.1, AT1G43760.1	AT1G43760.1	other	GO:0005575;GO:0003674;GO:0008150;GO:0005634	DNAse I-like superfamily protein
El007G346130	220	AT5G49010.1	AT5G49010.1	orthologue	GO:0006261;GO:0000727;GO:0005515;GO:0005634;GO:0000811;GO:0006270	DNA replication complex GINS protein SLD5;DNA replication complex GINS protein SLD5 (Protein EMBRYO DEFECTIVE 2812) (Protein SYNTHETIC LETHALITY WITH DPB11-1 5)
El007G346140	227	AT5G49490.1, AT5G38620.1, AT5G49420.1	AT5G49420.1	orthologue	GO:0000978;GO:0045944;GO:0046983;GO:0000981;GO:0006357;GO:0005515;GO:0000987;GO:0003700;GO:0005634;GO:0006355;GO:0003677	AGAMOUS-like 83 (Similarity to MADS-box protein);MADS-box protein (MADS-box transcription factor family protein);MADS-box protein AGL73 (MADS-box protein-like) (MADS-box transcription factor family protein)
El007G346150	1105	AT5G49150.2	AT5G49150.2	orthologue	GO:0030036;GO:0048235;GO:0051015;GO:0005634;GO:0005576;GO:0061936;GO:0005886;GO:0016020;GO:0005515	Gamete expressed 2;Protein GAMETE EXPRESSED 2
El007G346160	161	AT5G49000.2	AT5G49000.2	other	GO:0009507;GO:0005515;	F-box/kelch-repeat protein At5g49000
El007G346180	734				GO:0003677;GO:0046983	
El007G346200	202	AT3G58980.1	AT3G58980.1	other	GO:0003674;GO:0005575;;GO:0005515	F-box/LRR-repeat protein At3g58980
El007G346210	504	AT5G49130.1	AT5G49130.1	orthologue	GO:0015297;GO:1990961;GO:0022857;GO:0042910;GO:0016020;GO:0055085	Protein DETOXIFICATION 55 (AtDTX55) (Multidrug and toxic compound extrusion protein 55) (MATE protein 55) (Protein NOVEL ION CARRIER 3) (Protein NIC3)
El007G346220	119					
El007G346230	138	AT5G49120.1	AT5G49120.1	orthologue	GO:0003674;GO:0000932;GO:0005634;GO:0008270	FCS-Like Zinc finger 15
El007G346240	1438	AT5G49110.2	AT5G49110.2	orthologue	GO:0005634;GO:0006281;GO:0009506;GO:0070182	Fanconi anemia group I-like protein
El007G346250	80	AT3G62430.1	AT3G62430.1	other	GO:0005575;GO:0008150;GO:0003674;;GO:0005515	F-box protein At3g62430
El007G346260	399	AT5G49100.1	AT5G49100.1	orthologue	GO:0003674;GO:0005634	Vitellogenin-like protein
El007G346270	464	AT5G49070.1	AT5G49070.1	orthologue	GO:0006633;GO:0000038;GO:0009507;GO:0005783;GO:0160062;GO:0009922;GO:0016020;GO:0016747;GO:0016746	3-ketoacyl-CoA synthase 21;Probable 3-ketoacyl-CoA synthase 21 (KCS-21) (EC 2.3.1.199) (Very long-chain fatty acid condensing enzyme 21) (VLCFA condensing enzyme 21)
El007G346280	353	AT5G49060.1	AT5G49060.1	orthologue	GO:0005634;GO:0005789;GO:0071218;GO:0051085;GO:0030544;GO:0005515;GO:0016020	Chaperone protein dnaJ 49 (AtDjC49) (AtJ49)
El007G346290	360	AT3G24070.1	AT3G24070.1	other	GO:0008270;GO:0005737;GO:0003676	At3g24060 (Zinc knuckle (CCHC-type) family protein)
El007G346320	404	AT1G25211.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G24800.1	AT1G25211.1	other	GO:0003674;GO:0005739;GO:0008150;;GO:0005515	F-box/kelch-repeat protein At1g24800;F-box/kelch-repeat protein At1g24881;F-box/kelch-repeat protein At1g25055;F-box/kelch-repeat protein At1g25150;F-box/kelch-repeat protein At1g25211
El007G346340	446	AT5G53635.1	AT5G53635.1	other	GO:0008150;GO:0003674;GO:0005575;;GO:0005515	Putative FBD-associated F-box protein At5g53635
El007G346360	151	AT4G14350.1	AT4G14350.1	other	GO:0004674;GO:0005737;GO:0035556;GO:0016301;GO:0009524;GO:0005634;GO:0005524;GO:0106310;GO:0006468	non-specific serine/threonine protein kinase (EC 2.7.11.1)
El007G346400	442	AT1G51370.1	AT1G51370.1	other	GO:0005634;GO:0008150;GO:0003674;;GO:0005515	F-box/FBD/LRR-repeat protein At1g51370;F-box/RNI-like/FBD-like domains-containing protein
El007G346410	203					
El007G346420	455	AT5G53635.1	AT5G53635.1	orthologue	GO:0008150;GO:0003674;GO:0005575;;GO:0005515	Putative FBD-associated F-box protein At5g53635
El007G346440	80	AT3G05560.1	AT3G05560.1	other	GO:0003735;GO:0003729;GO:0002181;GO:0005737;GO:0022625;GO:0022626;GO:0005730;GO:0005829;GO:0003723;GO:0009506;GO:0006412;GO:0005840	Large ribosomal subunit protein eL22z (60S ribosomal protein L22-2)
El007G346450	308					
El007G346460	130	AT5G49050.1	AT5G49050.1	orthologue	GO:0003674;GO:0005634;GO:0008150	Universal stress A-like protein
El007G346470	382	AT5G49000.2	AT5G49000.2	other	GO:0009507;GO:0005515;	F-box/kelch-repeat protein At5g49000
El007G346480	308					
El007G346490	167	AT5G49050.1	AT5G49050.1	orthologue	GO:0003674;GO:0005634;GO:0008150	Universal stress A-like protein
El007G346500	378	AT5G49000.2	AT5G49000.2	other	GO:0009507;GO:0005515;	F-box/kelch-repeat protein At5g49000
El007G346520	1091	AT5G49030.3	AT5G49030.3	orthologue	GO:0006428;GO:0002161;GO:0032543;GO:0048481;GO:0009570;GO:0009507;GO:0000049;GO:0004822;GO:0005739;GO:0005524;GO:0005576;GO:0009699;GO:0009791;GO:0048608;GO:0046872;GO:0000166;GO:0006418;GO:0004812	Isoleucine--tRNA ligase, chloroplastic/mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS) (Protein OVULE ABORTION 2);isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase)
El007G346530	80	AT3G05560.1	AT3G05560.1	other	GO:0003735;GO:0003729;GO:0002181;GO:0005737;GO:0022625;GO:0022626;GO:0005730;GO:0005829;GO:0003723;GO:0009506;GO:0006412;GO:0005840	Large ribosomal subunit protein eL22z (60S ribosomal protein L22-2)
El007G346540	342					
El007G346550	525	AT5G49020.1	AT5G49020.1	orthologue	GO:0010228;GO:0009909;GO:0035242;GO:0035241;GO:0009507;GO:0035642;GO:0019919;GO:0046982;GO:0070611;GO:0016274;GO:0005634;GO:0006355;GO:0042803;GO:0140903;GO:0006338;GO:0005737;GO:0008469;GO:0018216;GO:0034969;GO:0042054	Probable histone-arginine methyltransferase 1.4 (AtPRMT14) (EC 2.1.1.319) (Coactivator-associated methyltransferase 1B) (Protein arginine N-methyltransferase 4A) (AtPRMT4A)
El007G346560	100					
El007G346570	84	AT5G49015.1	AT5G49015.1	orthologue	GO:0005575;GO:0003674	Expressed protein
El007G346580	373	AT5G49000.2	AT5G49000.2	other	GO:0009507;GO:0005515;	F-box/kelch-repeat protein At5g49000
El007G346600	376	AT5G49000.2	AT5G49000.2	other	GO:0009507;GO:0005515;	F-box/kelch-repeat protein At5g49000
El007G346610	220	AT5G49010.1	AT5G49010.1	orthologue	GO:0006261;GO:0000727;GO:0005515;GO:0005634;GO:0000811;GO:0006270	DNA replication complex GINS protein SLD5;DNA replication complex GINS protein SLD5 (Protein EMBRYO DEFECTIVE 2812) (Protein SYNTHETIC LETHALITY WITH DPB11-1 5)
El007G346620	368	AT5G49000.2	AT5G49000.2	other	GO:0009507;GO:0005515;	F-box/kelch-repeat protein At5g49000
El007G346630	301	AT5G49000.2	AT5G49000.2	other	GO:0009507;GO:0005515;	F-box/kelch-repeat protein At5g49000
El007G346640	99	AT1G19930.1, AT1G60570.1, AT1G77880.1, AT4G05620.1, AT4G39550.1, AT4G39560.1, AT4G39570.1, AT4G39580.1, AT5G49000.2	AT5G49000.2	other	GO:0003674;GO:0005737;GO:0008150;GO:0009507;GO:0005739;GO:0005634;GO:0005515;GO:0016567	F-box/kelch-repeat protein At4g39550;F-box/kelch-repeat protein At4g39560;F-box/kelch-repeat protein At4g39570;F-box/kelch-repeat protein At4g39580;F-box/kelch-repeat protein At5g49000;Galactose oxidase/kelch repeat superfamily protein;Putative F-box protein At1g77880;Putative F-box protein At4g05620;Putative F-box/kelch-repeat protein At1g19930;Putative F-box/kelch-repeat protein At1g60570
El007G346650	237	AT3G55600.1	AT3G55600.1	orthologue	GO:0006890;GO:0031201;GO:0005484;GO:0005783;GO:0005789;GO:0015031	At3g55600 (Membrane fusion protein Use1)
El007G346680	237	AT2G07200.1	AT2G07200.1	orthologue	GO:0008234;GO:0005739;GO:0006508;GO:0005634;GO:0016926;GO:0016929	Cysteine proteinases superfamily protein
El007G346690	621				GO:0008270	
El007G346700	91					
El007G346710	383	AT5G49000.2	AT5G49000.2	other	GO:0009507;GO:0005515;	F-box/kelch-repeat protein At5g49000
El007G346720	375	AT5G49000.2	AT5G49000.2	other	GO:0009507;GO:0005515;	F-box/kelch-repeat protein At5g49000
El007G346750	376	AT5G49000.2	AT5G49000.2	orthologue	GO:0009507;GO:0005515;	F-box/kelch-repeat protein At5g49000
El007G346760	273	AT5G28823.1	AT5G28823.1	other	GO:0005575;GO:0003674;GO:0008150	DUF4283 domain-containing protein
El007G346770	1038	AT1G63880.1, AT1G63870.1, AT1G66090.1, AT1G63860.1, AT1G63750.3, AT5G58120.1, AT1G63740.2, AT1G63730.1, AT4G14370.2, AT5G38850.1, AT1G56510.1, AT1G56520.2, AT1G56540.1, AT1G64070.1, AT2G16870.1, AT5G35510.2	AT1G63880.1	other	GO:0005575;GO:0007165;GO:0006952;GO:0016887;GO:0043531;GO:0071456;GO:0005739;GO:0003674;GO:0008150;GO:0009507;GO:0005737;GO:0005634;GO:0035091;GO:0005794;GO:0050832;GO:0061809;GO:0009620;GO:0002229;GO:0034644;GO:0005524;GO:0016020;GO:0016787	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6);Disease resistance protein (TIR-NBS class) (Disease resistance protein, putative) (Putative disease resistance protein);Disease resistance protein (TIR-NBS-LRR class) (Disease resistance protein-like);Disease resistance protein (TIR-NBS-LRR class) family;Disease resistance protein (TIR-NBS-LRR class) family (Disease resistance protein, putative);Disease resistance protein ADR2 (EC 3.2.2.6) (Protein ACTIVATED DISEASE RESISTANCE 2) (Protein WHITE RUST RESISTANCE 4);Disease resistance protein RML1A (EC 3.2.2.6) (Protein RESISTANCE TO LEPTOSPHAERIA MACULANS 1A);Disease resistance protein RML1B (EC 3.2.2.6) (Protein RESISTANCE TO LEPTOSPHAERIA MACULANS 1B);TIR-NBS-LRR class disease resistance protein
El007G346780	351	AT5G48980.1, AT5G48990.1, AT2G20380.1, AT4G39600.2	AT5G48990.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0005575;GO:0006511;GO:0005515	F-box protein At2g20380;F-box/kelch-repeat protein At5g48980;F-box/kelch-repeat protein At5g48990;Galactose oxidase/kelch repeat superfamily protein;Putative F-box/kelch-repeat protein At4g39600
El007G346790	375	AT5G48980.1, AT5G48990.1, AT2G20380.1, AT4G39600.2	AT5G48990.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0005575;GO:0006511;GO:0005515	F-box protein At2g20380;F-box/kelch-repeat protein At5g48980;F-box/kelch-repeat protein At5g48990;Galactose oxidase/kelch repeat superfamily protein;Putative F-box/kelch-repeat protein At4g39600
El007G346800	200					
El007G346810	340	AT5G48970.1	AT5G48970.1	orthologue	GO:0030974;GO:0015234;GO:0005739;GO:0035461;GO:0090422;GO:0005743;GO:0031966;GO:0055085	Mitochondrial substrate carrier family protein;Mitochondrial thiamine diphosphate carrier 2
El007G346820	760	AT3G05850.1	AT3G05850.1	other	GO:0008270;GO:0005634;GO:0005515	F10A16.15 protein (MuDR family transposase)
El007G346830	76	AT5G23610.2	AT5G23610.2	other	GO:0051177;GO:0007131;GO:0005634;GO:0003674	DYAD protein
El007G346840	8					
El007G346880	641	AT5G48960.1	AT5G48960.1	orthologue	GO:0009507;GO:0009570;GO:0008253	HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase
El007G346890	455	AT3G26922.1, AT3G49020.1, AT3G49030.1, AT2G04230.1, AT3G49040.1, AT3G51530.1, AT3G52690.1, AT3G52680.1, AT4G00160.1	AT2G04230.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005515;GO:0005634;GO:0005739	F-box/FBD/LRR protein;F-box/FBD/LRR-repeat protein At2g04230;F-box/FBD/LRR-repeat protein At3g51530;F-box/FBD/LRR-repeat protein At3g52680;F-box/FBD/LRR-repeat protein At4g00160;F-box/LRR-repeat protein At3g26922;F-box/RNI-like superfamily protein;F-box/RNI-like/FBD-like domains-containing protein;FBD, F-box and Leucine Rich Repeat domains containing protein;FBD-associated F-box protein At3g49020;Putative F-box/FBD/LRR-repeat protein At3g49030;Putative F-box/FBD/LRR-repeat protein At3g49040;RNI-like superfamily protein
El007G346900	157	AT5G48950.1	AT5G48950.1	orthologue	GO:0005777;GO:0042372;GO:0051289;GO:0009507;GO:0061522;GO:0016787	1,4-dihydroxy-2-naphthoyl-CoA thioesterase 2 (AtDHNAT2) (DHNA-CoA thioesterase 2) (EC 3.1.2.-);Thioesterase superfamily protein
El007G346910	75	AT3G42473.1, AT5G32619.1, AT1G54445.1, AT1G56233.1, AT4G13955.1, AT5G48945.1	AT5G48945.1	orthologue	GO:0003674;GO:0005576;GO:0006952;GO:0008150;GO:0031640;GO:0050832	Defensin-like protein 81;Defensin-like protein 82;Defensin-like protein 90;Defensin-like protein 91 (Low-molecular-weight cysteine-rich protein 47) (Protein LCR47);Putative defensin-like protein 83 (Putative low-molecular-weight cysteine-rich protein 46) (Protein LCR46);Putative defensin-like protein 88
El007G346920	135	AT1G31960.1, AT1G36970.1, AT2G07280.1, AT3G31560.1, AT4G05555.1	AT5G48945.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005634;GO:0016020	Transmembrane protein, putative (DUF1985);Uncharacterized protein;Uncharacterized protein F5M6.4 (Uncharacterized protein T12O21.13)
El007G346930	1127	AT5G48940.1	AT5G48940.1	orthologue	GO:0006468;GO:0042277;GO:0005515;GO:0005886;GO:0010449;GO:0010082;GO:0010078;GO:0001653;GO:0044024;GO:0004674;GO:2000280;GO:0005524;GO:0010074;GO:0016020;GO:0106310;GO:0004672	LRR receptor-like serine/threonine-protein kinase RGI2 (EC 2.7.11.1) (Protein RECEPTOR OF RGF1 3) (Protein RGF1 INSENSITIVE 2) (Protein ROOT CLAVATA-HOMOLOG1 1)
El007G346950	642	AT5G48910.1	AT5G48910.1	orthologue	GO:0003729;GO:0009451;GO:0009507;GO:0008270;GO:0003723;GO:0005515	Pentatricopeptide repeat-containing protein At5g48910
El007G346960	372	AT5G48900.1	AT5G48900.1	orthologue	GO:0016829;GO:0045490;GO:0030570;GO:0005576;GO:0046872	Probable pectate lyase 20 (EC 4.2.2.2)
