Noccaea_praecox	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Np005G298050	425	AT4G16807.1	AT4G16807.1	orthologue	GO:0005634;GO:0008150;GO:0003674;GO:0006508;GO:0008233	ATP-dependent caseinolytic protease/crotonase family protein
Np005G298060	301	AT4G16800.1	AT4G16800.1	orthologue	GO:0006635;GO:0004300;GO:0009083;GO:0005739;GO:0004490;GO:0005829;GO:0006508;GO:0008233;GO:0003824	Probable enoyl-CoA hydratase 2, mitochondrial (EC 4.2.1.17)
Np005G298070	482	AT4G16790.1	AT4G16790.1	orthologue	GO:0003674;GO:0005634;GO:0016020	AT4g16790/dl4420c (Glycoprotein homolog) (Hydroxyproline-rich glycoprotein family protein)
Np005G298090	285	AT4G16780.1	AT4G16780.1	orthologue	GO:0005515;GO:0080191;GO:0048364;GO:0000981;GO:0010017;GO:0009826;GO:0045892;GO:0010311;GO:0009733;GO:0042803;GO:0005634;GO:0009735;GO:0009641;GO:0043565;GO:0010016;GO:0010218;GO:0003700;GO:0009585;GO:0003677;GO:0006355	Homeobox-leucine zipper protein HAT4 (HD-ZIP protein ATHB-2) (Homeodomain transcription factor ATHB-2) (Homeodomain-leucine zipper protein HAT4) (HD-ZIP protein 4)
Np005G298160	1166				GO:0003676;GO:0008270;GO:0015074	
Np005G298220	314	AT4G16770.1	AT4G16770.1	orthologue	GO:0005777;GO:0003674;GO:0005737	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Np005G298250	313	AT4G16765.1	AT4G16765.1	orthologue	GO:0005737;GO:0003674;GO:0016491;GO:0046872;GO:0051213	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein;2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (At4g16765)
Np005G298260	664	AT4G16760.1	AT4G16760.1	orthologue	GO:0050660;GO:0033540;GO:0006635;GO:0003997;GO:0005777;GO:0001676;GO:0009620;GO:0009555;GO:0009506;GO:0005829;GO:0002213;GO:0005737;GO:0009695;GO:0071949;GO:0005504;GO:0009611;GO:0016627;GO:0006631;GO:0055088	Acyl-coenzyme A oxidase;Peroxisomal acyl-coenzyme A oxidase 1 (AOX 1) (EC 1.3.3.6) (Long-chain acyl-CoA oxidase) (AtCX1)
Np005G298290	107					
Np005G298340	74					
Np005G298410	498	AT4G16745.2	AT4G16745.2	orthologue	GO:0005634;GO:0003674;GO:0006486;GO:0000139;GO:0016757;GO:0009101	Exostosin family protein;Exostosin family protein (Glycosyltransferase)
Np005G298430	143				GO:0003676;GO:0004523	
Np005G298440	210					
Np005G298450	145					
Np005G298550	196				GO:0003676;GO:0008270	
Np005G298570	180	AT4G16750.1	AT4G16750.1	orthologue	GO:0005634;GO:0000976;GO:0006355;GO:0003700;GO:0009873;GO:0003677	Ethylene-responsive transcription factor ERF039
Np005G298580	111					
Np005G298690	79	AT2G05380.3, AT2G05440.2, AT2G05510.1, AT2G05520.1, AT2G05530.1	AT2G05530.1	other	GO:0003674;GO:0005575;GO:0005576;GO:0005515;GO:0005739;GO:0008150;GO:0009826;GO:0009269;GO:0009723;GO:0008361;GO:0009737;GO:0009751;GO:0048364;GO:0010044	AT2G05380 protein (Glycine-rich protein 3 short isoform);AT2G05440 protein (GLYCINE RICH PROTEIN 9);At2g05510 (Glycine-rich protein family) (Putative glycine-rich protein);GLYCINE RICH PROTEIN 9;GLYCINE RICH PROTEIN 9 (Putative glycine-rich protein);Glycine-rich protein 3;Glycine-rich protein 3 (AtGRP-3);Glycine-rich protein 3 short isoform;Glycine-rich protein family;Glycine-rich protein family (Putative glycine-rich protein)
Np005G298760	204	AT4G16720.1	AT4G16720.1	orthologue	GO:0003735;GO:0006412;GO:0022626;GO:0022625;GO:0000325;GO:0005829;GO:0002181;GO:0003723;GO:0005737;GO:0003729;GO:0005840	Large ribosomal subunit protein eL15z (60S ribosomal protein L15-1)
Np005G298770	176	AT4G16710.1	AT4G16710.1	orthologue	GO:0016758;GO:0043541;GO:0006488	At4g16710 (Glycosyltransferase family protein 28)
Np005G298800	449	AT4G16700.1	AT4G16700.1	orthologue	GO:0005739;GO:0004609;GO:0006646;GO:0005743;GO:0016540;GO:0008654	Phosphatidylserine decarboxylase proenzyme 1, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 1 beta chain; Phosphatidylserine decarboxylase 1 alpha chain];phosphatidylserine decarboxylase (EC 4.1.1.65)
Np005G298810	57	AT4G16695.1	AT4G16695.1	orthologue	GO:0000138;GO:0003674;GO:0005794;GO:0016020	At4g16695 (Transmembrane protein);Transmembrane protein
Np005G298840	981	AT3G23640.3	AT3G23640.3	other	GO:0005975;GO:0004553;GO:0009507;GO:0005634;GO:0005737;GO:0030246;GO:0005515;GO:0003824	Alpha glucosidase-like protein (At3g23640) (Heteroglycan glucosidase 1);Heteroglycan glucosidase 1
Np005G298850	430					
Np005G298870	265	AT4G16690.1	AT4G16690.1	other	GO:0080032;GO:0106372;GO:0016788;GO:0015996;GO:0031408;GO:0009694;GO:0009696;GO:0080030;GO:0080031;GO:0005634;GO:0005737;GO:0010150;GO:0033310;GO:0035560;GO:0042803	pFDCC methylesterase MES16 (EC 3.1.1.-) (Methylesterase 16) (AtMES16) (Pheophorbidase) (AtPPD)
Np005G298880	913	AT4G16680.2	AT4G16680.2	orthologue	GO:0004386;GO:0005634;GO:0003723;GO:0003676;GO:0003724;GO:0016887;GO:0005524;GO:0005681;GO:0006397;GO:0008380;GO:0016787;GO:0005622;GO:0071013	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH8 (EC 3.6.4.13) (DEAH RNA helicase homolog PRP2);RNA helicase (EC 3.6.4.13) (DEAH RNA helicase homolog PRP2)
Np005G298890	419	AT4G16670.1	AT4G16670.1	orthologue	GO:0009734;GO:0035091;GO:0010305;GO:0005634;GO:0007165;GO:0006892;GO:0005515;GO:0010087	At4g16670 (Auxin canalization protein (DUF828));Auxin canalization protein (DUF828)
Np005G298900	871	AT4G16660.2	AT4G16660.2	orthologue	GO:0099503;GO:0000774;GO:0000325;GO:0005794;GO:0140662;GO:0008150;GO:0005783;GO:0034663;GO:0005829;GO:0005524;GO:0005788;GO:0016887;GO:0030968	Heat shock 70 kDa protein 17 (Heat shock protein 70-17) (AtHsp70-17);Heat shock protein 70 (Hsp 70) family protein
Np005G298910	554	AT4G16650.1	AT4G16650.1	orthologue	GO:0016757;GO:0005802;GO:0005768;GO:0005794;GO:0005634;GO:0006004;GO:0016020	O-fucosyltransferase 29 (O-FucT-29) (EC 2.4.1.-) (O-fucosyltransferase family protein)
Np005G298920	85					
Np005G298930	299	AT5G40595.1	AT5G40595.1	other	GO:0005739;GO:0003674;GO:0008150	DUF4283 domain-containing protein
Np005G298940	170					
Np005G298960	369	AT4G16640.1	AT4G16640.1	orthologue	GO:0030198;GO:0008270;GO:0031012;GO:0005576;GO:0004222;GO:0016020;GO:0030574;GO:0005886;GO:0006508;GO:0098552;GO:0008237	Metalloendoproteinase 1-MMP (At1-MMP) (EC 3.4.24.-)
Np005G298970	189				GO:0003676;GO:0008270	
Np005G298980	103					
Np005G298990	756					
Np005G299070	222	AT3G47590.1	AT3G47590.1	other	GO:0005829;GO:0003674;GO:0008150	Alpha/beta-Hydrolases superfamily protein;Alpha/beta-Hydrolases superfamily protein (At3g47590)
Np005G299120	278					
Np005G299150	794	AT4G16630.1	AT4G16630.1	orthologue	GO:0003724;GO:0005634;GO:0005730;GO:0003723;GO:0005524;GO:0016887;GO:0003676;GO:0005829	DEAD-box ATP-dependent RNA helicase 28 (EC 3.6.4.13)
Np005G299200	106	AT5G19690.1	AT5G19690.1	other	GO:0047484;GO:0009536;GO:0009651;GO:0004579;GO:0006486;GO:0009507;GO:0004576;GO:0005783;GO:0005789;GO:0046872;GO:0009101;GO:0016020	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (Integral membrane protein 1) (Protein STAUROSPORIN AND TEMPERATURE SENSITIVE 3-LIKE A);dolichyl-diphosphooligosaccharide--protein glycotransferase (EC 2.4.99.18)
Np005G299220	359	AT4G16620.1	AT4G16620.1	orthologue	GO:0009507;GO:0005886;GO:0022857;GO:0005739;GO:0016020	Nodulin MtN21 /EamA-like transporter family protein;WAT1-related protein;WAT1-related protein At4g16620
Np005G299230	215	AT4G16610.1	AT4G16610.1	orthologue	GO:0003700;GO:0006355;GO:0005634;GO:0008270	C2H2-like zinc finger protein
Np005G299240	925				GO:0003676;GO:0008270	
Np005G299250	115	AT1G52603.1, AT5G33393.1, AT1G67235.1	AT1G67235.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005634;GO:0009507;GO:0008270;GO:0016020	GRF zinc finger protein;Transmembrane protein;Zinc finger GRF-type domain-containing protein
Np005G299260	147					
Np005G299270	493	AT4G16600.1	AT4G16600.1	orthologue	GO:0016757;GO:0005575;GO:0016020;GO:0046872;GO:0009101	Putative glucuronosyltransferase PGSIP7 (EC 2.4.1.-) (Glycogenin-like protein 7) (Plant glycogenin-like starch initiation protein 7)
Np005G299340	816				GO:0008270;GO:0003676	
Np005G299350	553	AT4G16590.1	AT4G16590.1	orthologue	GO:0005794;GO:0016757;GO:0016759;GO:0051753;GO:0000139;GO:0047259;GO:0071555	Probable glucomannan 4-beta-mannosyltransferase 1 (EC 2.4.1.32) (Cellulose synthase-like protein A1) (AtCslA1) (Glucomannan synthase) (Mannan synthase 1)
Np005G299370	197					
Np005G299380	174					
Np005G299390	460	AT4G16580.1	AT4G16580.1	orthologue	GO:0005739;GO:0017018;GO:0004722;GO:0046872;GO:0006470;GO:0009507	Probable protein phosphatase 2C 55 (AtPP2C55) (EC 3.1.3.16)
Np005G299410	730	AT4G16570.1	AT4G16570.1	orthologue	GO:0009507;GO:0042054;GO:0006338;GO:0006355;GO:0016274;GO:0032259;GO:0018216;GO:0006479;GO:0008168;GO:0019919;GO:0034969	Protein arginine N-methyltransferase 1.6 (AtPRMT16) (AtPRMT7) (EC 2.1.1.-)
Np005G299420	148	AT4G16566.1	AT4G16566.1	orthologue	GO:0006790;GO:0005777;GO:0005829;GO:0009150;GO:0004780;GO:0047627;GO:0005634;GO:0000166;GO:0003824	Bifunctional adenosine 5'-phosphosulfate phosphorylase/adenylylsulfatase HINT4 (APS phosphorylase) (EC 2.7.7.5) (EC 3.6.2.1) (5'-adenylyl sulfate phosphorylase HINT4) (Adenylylsulfate:phosphate adenylyltransferase HINT4) (Histidine triad nucleotide-binding protein 4);Histidine triad nucleotide-binding 4
Np005G299430	484	AT4G16563.1	AT4G16563.1	orthologue	GO:0009505;GO:0003674;GO:0005576;GO:0004190;GO:0006508	Probable aspartyl protease At4g16563 (EC 3.4.23.-)
Np005G299440	284	AT4G16550.1, AT4G16560.1	AT4G16550.1	orthologue	GO:0003674;GO:0005737;GO:0008150;GO:0005575	HSP20-like chaperone;Putative 57 kDa heat shock protein
Np005G299450	263	AT2G03020.1, AT4G16540.1, AT4G16545.1, AT4G16555.1	AT4G16545.1	other	GO:0003674;GO:0005575;GO:0005737;GO:0009507;GO:0008150	HSP20-like chaperone;Heat shock protein HSP20/alpha crystallin family;Heat shock protein HSP20/alpha crystallin family protein
Np005G299460	285	AT4G16550.1, AT4G16560.1	AT4G16550.1	other	GO:0003674;GO:0005737;GO:0008150;GO:0005575	HSP20-like chaperone;Putative 57 kDa heat shock protein
Np005G299470	261	AT4G16545.1	AT4G16545.1	orthologue	GO:0003674;GO:0009507	Heat shock protein HSP20/alpha crystallin family protein
Np005G299480	245	AT4G16535.1	AT4G16535.1	orthologue	GO:0003674;GO:0010105;GO:2000022;GO:0005634	Leukocyte receptor cluster-like protein
Np005G299490	57	AT2G35736.1	AT2G35736.1	other	GO:0003674;GO:0005575	Uncharacterized protein At2g35736
Np005G299500	121	AT4G16520.1	AT4G16520.1	orthologue	GO:0000045;GO:0005515;GO:0000423;GO:0005776;GO:0008429;GO:0097352;GO:0000421;GO:0006995;GO:0005737;GO:0005874;GO:0006914;GO:0015031;GO:0031410;GO:0016020	Autophagy-related protein;Autophagy-related protein 8f (Autophagy-related ubiquitin-like modifier ATG8f) (AtAPG8f) (Protein autophagy 8f)
Np005G299510	108					
Np005G299520	89	AT4G16515.2	AT4G16515.2	orthologue	GO:0010082;GO:2000023;GO:0005615;GO:0022622;GO:0008083;GO:0009786;GO:0048527;GO:0005179;GO:0008284;GO:0032880;GO:0009958;GO:2000012;GO:2000067;GO:0005739;GO:0005576;GO:2000280;GO:0009733;GO:0030154;GO:0005783;GO:0016020	Protein GOLVEN 1 (CLAVATA3/ESR (CLE)-related protein CLEL6) (CLE-Like protein 6) (Root meristem growth factor 6) (AtRGF6) [Cleaved into: GLV1p];Root meristem growth factor
Np005G299530	91	AT4G16515.2	AT4G16515.2	orthologue	GO:0010082;GO:2000023;GO:0005615;GO:0022622;GO:0008083;GO:0009786;GO:0048527;GO:0005179;GO:0008284;GO:0032880;GO:0009958;GO:2000012;GO:2000067;GO:0005739;GO:0005576;GO:2000280;GO:0009733;GO:0030154;GO:0005783;GO:0016020	Protein GOLVEN 1 (CLAVATA3/ESR (CLE)-related protein CLEL6) (CLE-Like protein 6) (Root meristem growth factor 6) (AtRGF6) [Cleaved into: GLV1p];Root meristem growth factor
Np005G299540	226	AT4G16510.1	AT4G16510.1	orthologue	GO:0002161;GO:0009507;GO:0106074	YbaK/aminoacyl-tRNA synthetase-associated domain-containing protein
Np005G299600	177	AT3G19360.1	AT3G19360.1	other	GO:0005634;GO:0003729;GO:0006355;GO:0003700;GO:0003677;GO:0008270;GO:0046872	Zinc finger CCCH domain-containing protein 39 (AtC3H39)
Np005G299610	80					
Np005G299620	112	AT4G16500.1	AT4G16500.1	orthologue	GO:0003674;GO:0009505;GO:0099503;GO:0009506;GO:0005773;GO:0000325;GO:0005576;GO:0005829;GO:0004869;GO:0006952	Cysteine proteinase inhibitor 4 (AtCYS-4)
Np005G299660	82					
Np005G299670	178	AT2G20625.2	AT2G20625.2	orthologue	GO:0003674;GO:0008150;GO:0005575	UPF0725 protein At2g20625
Np005G299680	468	AT4G16490.1	AT4G16490.1	orthologue	GO:0005634;GO:0005515;GO:0005737	ARM repeat superfamily protein
Np005G299690	583	AT4G16480.1	AT4G16480.1	orthologue	GO:0015144;GO:0055085;GO:0005366;GO:0016020;GO:0005886;GO:0015798;GO:0015293;GO:0022857	Inositol transporter 4 (Myo-inositol-proton symporter INT4) (Protein INOSITOL TRANSPORTER 4)
Np005G299720	92	AT5G07165.1	AT5G07165.1	orthologue	GO:0008150;GO:0003674;GO:0005634;GO:0016020	Transmembrane protein
Np005G299730	149	AT5G07160.1	AT5G07160.1	orthologue	GO:0005634;GO:0003700;GO:0045893;GO:0006355;GO:0003677	Activator of spomin LUC3 (Basic-leucine zipper (BZIP) transcription factor family protein)
Np005G299740	116				GO:0003676;GO:0004523	
Np005G299750	524	AT4G16470.1	AT4G16470.1	orthologue	GO:0009507;GO:0003723;GO:0009451;GO:0005515	Pentatricopeptide repeat-containing protein At4g16470
Np005G299760	200	AT4G16460.1	AT4G16460.1	orthologue	GO:0005739;GO:0008150;GO:0003674	Zinc finger CCCH domain protein
Np005G299770	552					
Np005G299900	47	AT5G05200.1	AT5G05200.1	other	GO:0003674;GO:0010287;GO:0009507;GO:0005886;GO:0005524;GO:0016301	Uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic (EC 2.7.-.-)
Np005G299910	89	AT1G70610.1	AT1G70610.1	other	GO:0055085;GO:0009507;GO:0005739;GO:0016887;GO:0042626;GO:0009941;GO:0140359;GO:0022857;GO:0005524;GO:0031969;GO:0016020	ABC transporter B family member 26, chloroplastic (ABC transporter ABCB.26) (AtABCB26) (Antigen peptide transporter-like 1) (Transporter associated with antigen processing-like protein 1) (AtTAP1);Transporter associated with antigen processing protein 1
Np005G299920	149	AT1G69990.1	AT1G69990.1	other	GO:0005886;GO:0016310;GO:0005515;GO:0044024;GO:0006468;GO:0042802;GO:0004674;GO:0016301;GO:0005524;GO:0016020;GO:0106310	Probable LRR receptor-like serine/threonine-protein kinase At1g69990 (EC 2.7.11.1)
Np005G299960	221	AT1G35820.1, AT1G43720.1, AT3G42870.1, AT3G30520.1, AT5G36080.1, AT3G32904.1	AT3G30520.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005739;GO:0005634;GO:0003677	Emb|CAB88131.1 (Myb/SANT-like DNA-binding domain protein);Heat shock protein;Myb/SANT-like DNA-binding domain protein;Uncharacterized protein
Np005G299970	344	AT1G43720.1	AT1G43720.1	orthologue	GO:0005739;GO:0003674;GO:0008150	Uncharacterized protein
Np005G299980	194	AT1G35820.1, AT1G43720.1, AT3G42870.1, AT3G30520.1, AT5G36080.1, AT3G32904.1	AT3G30520.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005739;GO:0005634;GO:0003677	Emb|CAB88131.1 (Myb/SANT-like DNA-binding domain protein);Heat shock protein;Myb/SANT-like DNA-binding domain protein;Uncharacterized protein
Np005G299990	106	AT4G16450.1	AT4G16450.1	orthologue	GO:0031966;GO:0045271;GO:0005739;GO:0005829;GO:0009853;GO:0003674;GO:0005747	At4g16450 (NADH-ubiquinone oxidoreductase)
Np005G300000	126	AT4G16447.1	AT4G16447.1	orthologue	GO:0005739;GO:0003674	At4g16447
Np005G300020	178	AT4G16444.1	AT4G16444.1	orthologue	GO:0048767;GO:0005515;GO:0005634;GO:0043529;GO:0071816;GO:0005789;GO:0005783;GO:0043495	Protein GET1 (AtGET1) (Guided entry of tail-anchored proteins 1 homolog)
Np005G300040	203	AT4G16442.1	AT4G16442.1	orthologue	GO:0005886;GO:0003674	CASP-like protein 2B1 (AtCASPL2B1)
Np005G300070	471	AT4G16440.1	AT4G16440.1	orthologue	GO:0003674;GO:0005829;GO:0070482;GO:0005634;GO:0046872;GO:0051539	Protein NAR1 (Nuclear architecture related 1) (Protein GROWTH AT DIFFERENT OXYGEN LEVELS INFLUENCES MORPHOGENESIS) ([FeFe]-hydrogenase-like protein GOLLUM)
Np005G300080	470	AT4G16430.1	AT4G16430.1	orthologue	GO:0000976;GO:0046983;GO:0003700;GO:0010629;GO:0006355;GO:0005515;GO:0005634;GO:0003677	Transcription factor bHLH3 (Basic helix-loop-helix protein 3) (AtbHLH3) (bHLH 3) (Transcription factor EN 34) (bHLH transcription factor bHLH003)
Np005G300140	369	AT1G64290.1, AT1G64295.1, AT2G05360.1, AT5G41720.1	AT1G64295.1	other	GO:0003674;GO:0005575;GO:0008150	F-box associated ubiquitination effector family protein;F-box protein At5g41720;F-box protein-like protein
Np005G300150	486	AT4G16420.1	AT4G16420.1	orthologue	GO:0006357;GO:0009631;GO:0003713;GO:0005515;GO:0003682;GO:0005634;GO:0042127;GO:0009733;GO:0008270;GO:0009735;GO:0006338;GO:0003677	Transcriptional adapter ADA2b (AtADA2b) (Protein PROPORZ 1)
Np005G300160	190	AT4G16410.1	AT4G16410.1	orthologue	GO:0009507;GO:0003674;GO:0009536;GO:0016020	Uncharacterized protein ycf33
Np005G300170	88	AT4G16400.1	AT4G16400.1	orthologue	GO:0005575;GO:0008150;GO:0003674;GO:0016020	Transmembrane protein
Np005G300180	97	AT4G16400.1	AT4G16400.1	other	GO:0005575;GO:0008150;GO:0003674;GO:0016020	Transmembrane protein
Np005G300190	700	AT4G16390.1	AT4G16390.1	orthologue	GO:0045727;GO:0003729;GO:0042134;GO:0009570;GO:0009658;GO:0009507;GO:0031425;GO:0000166;GO:0005515	Pentatricopeptide repeat-containing protein At4g16390, chloroplastic (Chloroplastic RNA-binding protein P67) (Protein SUPPRESSOR OF VARIEGATION 7)
Np005G300210	79					
Np005G300220	249	AT4G16380.3	AT4G16380.3	orthologue	GO:0005634;GO:0009506;GO:0003674;GO:0046872;GO:1900150	Heavy metal transport/detoxification superfamily protein
Np005G300240	736	AT4G16370.1	AT4G16370.1	orthologue	GO:0009506;GO:0035673;GO:0030003;GO:0005886;GO:0060586;GO:0046915;GO:0016020;GO:1990388;GO:0005829;GO:0005737;GO:0015031;GO:0055085	Oligopeptide transporter 3 (AtOPT3)
Np005G300250	285	AT4G16360.1	AT4G16360.1	orthologue	GO:0005737;GO:0005515;GO:0045859;GO:0009507;GO:0019887;GO:0031588;GO:0005524;GO:0005886;GO:0006633;GO:0042128	SNF1-related protein kinase regulatory subunit beta-2 (AKIN subunit beta-2) (AKINB2) (AKINbeta2)
Np005G300270	226	AT4G16350.1	AT4G16350.1	orthologue	GO:0005829;GO:0005509;GO:0019722;GO:0019900;GO:0005739;GO:0005622;GO:0005774	Calcineurin B-like protein 6 (SOS3-like calcium-binding protein 2)
Np005G300280	1829	AT4G16340.1	AT4G16340.1	orthologue	GO:0043622;GO:0005515;GO:0051493;GO:0048446;GO:0010928;GO:0016192;GO:0005634;GO:0005085;GO:0008064;GO:0005783;GO:0070971;GO:0035023;GO:0051211;GO:0008360;GO:0009958;GO:0007264;GO:0005789;GO:0009734;GO:0019898;GO:0043547	Guanine nucleotide exchange factor SPIKE 1
Np005G300290	343	AT4G16330.2	AT4G16330.2	orthologue	GO:0009507;GO:0005777;GO:0016706;GO:0016491;GO:0046872	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Np005G300300	1701	AT4G16310.1	AT4G16310.1	orthologue	GO:0005739;GO:0016491;GO:0016705;GO:0141052;GO:0005515	Lysine-specific histone demethylase 1 homolog 3 (EC 1.-.-.-) (Flavin-containing amine oxidase domain-containing protein 3) (Protein LSD1-like 3)
Np005G300350	364	AT4G16270.1	AT4G16270.1	orthologue	GO:0006979;GO:0005576;GO:0020037;GO:0048658;GO:0004601;GO:0140825;GO:0042744;GO:0046872	Peroxidase 40 (Atperox P40) (EC 1.11.1.7)
Np005G300360	114	AT3G16980.1	AT3G16980.1	other	GO:0001193;GO:0006283;GO:0006351;GO:0003899;GO:0005665;GO:0000419;GO:0008270;GO:0006367;GO:0005634;GO:0005515;GO:0003676;GO:0005730	DNA-directed RNA polymerases II, IV and V subunit 9A
Np005G300420	46	AT5G22860.1	AT5G22860.1	orthologue	GO:0008239;GO:0070008;GO:0009507;GO:0005576;GO:0004180;GO:0006508;GO:0016020	Prolylcarboxypeptidase-like protein (Serine carboxypeptidase S28 family protein);Serine carboxypeptidase S28 family protein
Np005G300430	136	AT3G28680.1, AT5G22860.1	AT5G22860.1	other	GO:0008239;GO:0005575;GO:0070008;GO:0009507;GO:0005576;GO:0004180;GO:0006508;GO:0016020	Prolylcarboxypeptidase-like protein (Serine carboxypeptidase S28 family protein);Serine carboxypeptidase S28 family protein
Np005G300570	499	AT3G28680.1, AT5G22860.1	AT5G22860.1	other	GO:0008239;GO:0005575;GO:0070008;GO:0009507;GO:0005576;GO:0004180;GO:0006508;GO:0016020	Prolylcarboxypeptidase-like protein (Serine carboxypeptidase S28 family protein);Serine carboxypeptidase S28 family protein
Np005G300610	147					
Np005G300700	114	AT3G16980.1	AT3G16980.1	other	GO:0001193;GO:0006283;GO:0006351;GO:0003899;GO:0005665;GO:0000419;GO:0008270;GO:0006367;GO:0005634;GO:0005515;GO:0003676;GO:0005730	DNA-directed RNA polymerases II, IV and V subunit 9A
Np005G300710	346	AT4G16260.1	AT4G16260.1	orthologue	GO:0005975;GO:0009505;GO:0002215;GO:0000325;GO:0099503;GO:0042973;GO:0005739;GO:0005576;GO:0050832;GO:0004553	Probable glucan endo-1,3-beta-glucosidase At4g16260 (EC 3.2.1.39);glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39)
Np005G300750	296	AT3G17000.1	AT3G17000.1	other	GO:0005783;GO:0016020;GO:0006511;GO:1902457;GO:0004842;GO:0042631;GO:0061631;GO:0005634;GO:0016567;GO:0000209;GO:0005515;GO:0048471;GO:0005524	Ubiquitin-conjugating enzyme E2 32 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 32) (Ubiquitin carrier protein 32)
Np005G300760	91					
Np005G300770	213				GO:0016311;GO:0006470;GO:0008138	
Np005G300790	161				GO:0006470;GO:0008138	
Np005G300810	1168	AT4G16250.1	AT4G16250.1	orthologue	GO:0009585;GO:0005634;GO:0005515;GO:0000155;GO:0009883;GO:0006355;GO:0042802;GO:0042803;GO:0010017;GO:0009584;GO:0005886;GO:0009881;GO:0007165;GO:0017006	Phytochrome D
Np005G300820	467	AT2G18720.1, AT4G18330.2	AT4G18330.2	orthologue	GO:0001731;GO:0005737;GO:0005850;GO:0000049;GO:0003743;GO:0003924;GO:0006412;GO:0004252;GO:0016020;GO:0003746;GO:0005525;GO:0005829	Translation elongation factor EF1A/initiation factor IF2gamma family protein;protein-synthesizing GTPase (EC 3.6.5.3)
Np005G300830	368	AT4G16220.1, AT4G16230.1, AT4G16233.1	AT4G16230.1	orthologue	GO:0003674;GO:0005576;GO:0008150;GO:0005575;GO:0016788;GO:0016042;GO:0016787	GDSL esterase/lipase At4g16220 (EC 3.1.1.-) (Extracellular lipase At4g16220);GDSL esterase/lipase At4g16230 (EC 3.1.1.-) (Extracellular lipase At4g16230);GDSL-like lipase/acylhydrolase superfamily protein
Np005G300840	102	AT4G16210.1	AT4G16210.1	orthologue	GO:0006635;GO:0005777;GO:0004300;GO:0005739	Probable enoyl-CoA hydratase 1, peroxisomal (EC 4.2.1.17) (Enoyl-CoA hydratase isoform A)
Np005G300860	91					
Np005G300890	266	AT4G16210.1	AT4G16210.1	orthologue	GO:0006635;GO:0005777;GO:0004300;GO:0005739	Probable enoyl-CoA hydratase 1, peroxisomal (EC 4.2.1.17) (Enoyl-CoA hydratase isoform A)
Np005G300910	63	AT4G16190.1	AT4G16190.1	orthologue	GO:0000323;GO:0005576;GO:0051603;GO:0004197;GO:0005615;GO:0005773;GO:0005515;GO:0000325;GO:0005764;GO:0010269;GO:0006508;GO:0008234	Probable cysteine protease RD19C (EC 3.4.22.-) (RD19-like protein 2)
Np005G300920	72	AT1G75950.1	AT1G75950.1	other	GO:0006511;GO:0005515;GO:0007140;GO:0005829;GO:0016567;GO:0005739;GO:0097602;GO:0031146;GO:0000226;GO:0045910;GO:0005737;GO:0019005;GO:0005819;GO:0000278;GO:0005634;GO:0000151;GO:0009524;GO:0007059;GO:0009733;GO:0009734;GO:0009753;GO:0009867;GO:0009873	SKP1-like protein 1A (SKP1-like 1) (UFO-binding protein 1)
Np005G300930	106					
Np005G300940	367	AT4G16190.1	AT4G16190.1	orthologue	GO:0000323;GO:0005576;GO:0051603;GO:0004197;GO:0005615;GO:0005773;GO:0005515;GO:0000325;GO:0005764;GO:0010269;GO:0006508;GO:0008234	Probable cysteine protease RD19C (EC 3.4.22.-) (RD19-like protein 2)
Np005G300950	820	AT4G16180.2	AT4G16180.2	orthologue	GO:0005783;GO:0003674;GO:0008150;GO:0005829;GO:0016020	Transmembrane protein
Np005G300960	77	AT3G14840.2	AT3G14840.2	other	GO:0005886;GO:0045088;GO:0006468;GO:0004674;GO:0004672;GO:0005515;GO:0044024;GO:0005576;GO:0009861;GO:0005829;GO:0009506;GO:0005524;GO:0106310	Probable leucine-rich repeat receptor-like serine/threonine-protein kinase At3g14840 (EC 2.7.11.1)
Np005G300980	156					
Np005G300990	133					
Np005G301000	215	AT2G28270.1, AT2G44380.1, AT2G44390.1, AT5G43520.1	AT2G44380.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0005575	At2g44380 (Cysteine/Histidine-rich C1 domain family protein);Cysteine/Histidine-rich C1 domain family protein
