Conringia_planisiliqua	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
CP6_g7298_DN3_SP3_c.t1	151	AT4G15790.2	AT4G15790.2	orthologue	GO:0005829;GO:0008150;GO:0005634;GO:0003674	Uveal autoantigen with coiled-coil/ankyrin
CP6_g7299_DN3_SP1_c.t1	908	AT5G20660.1	AT5G20660.1	orthologue	GO:0005783;GO:0008235;GO:0009507;GO:0006508;GO:0005774;GO:0005789;GO:0046872;GO:0016020	Vacuolar membrane protease (FXNA-related family protease 1);Zn-dependent exopeptidases superfamily protein
CP6_g7300_DN3_SP8_c.t1	281	AT4G15780.1	AT4G15780.1	orthologue	GO:0005886;GO:0005802;GO:0000045;GO:0005776;GO:0016192;GO:0003674;GO:0005737;GO:0012505;GO:0015031;GO:0016020;GO:0031901	Vesicle-associated membrane protein 724;Vesicle-associated membrane protein 724 (AtVAMP724) (SYBL1-like protein)
CP6_g7302_DN3_SP0_c.t1	379	AT4G20235.1	AT4G20235.1	other	GO:0008150;GO:0020037;GO:0004497;GO:0005506;GO:0005576;GO:0016705;GO:0016020	Cytochrome P450, family 71, subfamily A, polypeptide 28;Putative cytochrome P450 71A28 (EC 1.14.-.-)
CP6_g7303_DN2_SP0_c.t1	130	AT1G11610.2, AT2G30750.1, AT2G30770.1, AT4G13290.1, AT4G13310.1, AT4G20235.1, AT5G24950.1, AT5G24960.1, AT5G42590.1	AT4G13310.1	other	GO:0005506;GO:0009617;GO:0005515;GO:0005788;GO:0042742;GO:0020037;GO:0010120;GO:0009682;GO:0016705;GO:0050832;GO:0004497;GO:0047720;GO:0005739;GO:0005575;GO:0008150;GO:0009506;GO:0006722;GO:0005576;GO:0005783;GO:0009507;GO:0016020;GO:0006952	Cytochrome P450 71A12 (EC 1.14.-.-);Cytochrome P450 71A14 (EC 1.14.-.-);Cytochrome P450 71A15 (EC 1.14.-.-);Cytochrome P450 71A16 (EC 1.14.-.-) (Marneral oxidase);Cytochrome P450 71A18 (EC 1.14.-.-);Cytochrome P450 71A19 (EC 1.14.-.-);Cytochrome P450 71A20 (EC 1.14.-.-);Cytochrome P450, family 71, subfamily A, polypeptide 14;Cytochrome P450, family 71, subfamily A, polypeptide 18;Cytochrome P450, family 71, subfamily A, polypeptide 20;Cytochrome P450, family 71, subfamily A, polypeptide 28;Indoleacetaldoxime dehydratase (EC 4.8.1.3) (Cytochrome P450 71A13);Putative cytochrome P450 71A28 (EC 1.14.-.-)
CP6_g7304_DN3_SP0_c.t1	136					
CP6_g7305_DN3_SP1_c.t1	556	AT1G48800.1, AT1G48820.1, AT1G66020.1, AT2G23230.2, AT3G29110.1, AT3G29190.1, AT4G15870.1, AT4G20200.1, AT4G20210.1, AT4G20230.2	AT4G20200.1	other	GO:0010333;GO:0016102;GO:0051762;GO:0009975;GO:0009507;GO:0000287;GO:0016114;GO:0046246;GO:0005829;GO:0005737;GO:0009536;GO:0016829	Putative terpenoid synthase 16 (AtTPS16) (EC 4.2.3.-);Putative terpenoid synthase 5 (AtTPS05) (EC 4.2.3.-);Putative terpenoid synthase 7 (AtTPS07) (EC 4.2.3.-);Terpene cyclase, putative (Terpenoid cyclases/Protein prenyltransferases superfamily protein);Terpenoid cyclases/Protein prenyltransferases superfamily protein;Terpenoid synthase 1 (AtTPS01) (EC 4.2.3.-);Terpenoid synthase 15 (AtTPS15) (EC 4.2.3.-);Terpenoid synthase 26 (AtTPS26) (EC 4.2.3.-);Terpenoid synthase 28 (AtTPS28) (EC 4.2.3.-);Terpenoid synthase 8 (AtTPS08) (EC 4.2.3.195);Terpenoid synthase 9 (AtTPS09) (EC 4.2.3.-);Terpenoid synthase superfamily protein
CP6_g7306_DN3_SP0_c.t1	227	AT4G15765.1	AT4G15765.1	orthologue	GO:0005739;GO:0004497;GO:0071949	FAD/NAD(P)-binding oxidoreductase family protein
CP6_g7307_DN2_SP0_c.t1	145	AT4G15765.1	AT4G15765.1	other	GO:0005739;GO:0004497;GO:0071949	FAD/NAD(P)-binding oxidoreductase family protein
CP6_g7308_DN3_SP4_c.t1	398	AT4G15760.2	AT4G15760.2	orthologue	GO:0005739;GO:0071949;GO:0009620;GO:0005783;GO:0004497	Monooxygenase 1;Monooxygenase 1 (AtMO1) (EC 1.14.13.-)
CP6_g7309_DN3_SP0_c.t1	103	AT4G15755.1	AT4G15755.1	orthologue	GO:0005575;GO:0006952;GO:0003674	Calcium-dependent lipid-binding (CaLB domain) family protein
CP6_g7310_DN3_SP0_c.t1	183	AT4G15755.1	AT4G15755.1	orthologue	GO:0005575;GO:0006952;GO:0003674	Calcium-dependent lipid-binding (CaLB domain) family protein
CP6_g7311_DN3_SP0_c.t1	215	AT4G15755.1	AT4G15755.1	other	GO:0005575;GO:0006952;GO:0003674	Calcium-dependent lipid-binding (CaLB domain) family protein
CP6_g7312_DN1_SP0_c.t1	65	AT4G35160.1	AT4G35160.1	other	GO:0032259;GO:0046983;GO:0008171;GO:0010187;GO:0050832;GO:0007623;GO:0030187;GO:0005634;GO:0010555;GO:0008757;GO:0006970;GO:0009058;GO:0017096;GO:0005829;GO:0005737;GO:0090333;GO:0008168	Acetylserotonin O-methyltransferase (EC 2.1.1.4) (N-acetylserotonin O-methyltransferase) (AtASMT)
CP6_g7313_DN3_SP0_c.t1	260	AT4G35160.1, AT4G35150.1	AT4G35160.1	other	GO:0008171;GO:0046983;GO:0009058;GO:0005829;GO:0032259;GO:0008757;GO:0010187;GO:0050832;GO:0007623;GO:0030187;GO:0005634;GO:0010555;GO:0006970;GO:0017096;GO:0005737;GO:0090333;GO:0008168	Acetylserotonin O-methyltransferase (EC 2.1.1.4) (N-acetylserotonin O-methyltransferase) (AtASMT);O-methyltransferase family protein (O-methyltransferase-like protein)
CP6_g7314_DN2_SP0_c.t1	367	AT4G35150.1	AT4G35150.1	orthologue	GO:0008171;GO:0046983;GO:0009058;GO:0005829;GO:0032259;GO:0008757;GO:0008168	O-methyltransferase family protein (O-methyltransferase-like protein)
CP6_g7315_DN3_SP0_c.t1	459	AT4G15740.1	AT4G15740.1	other	GO:0003674;GO:0005575;GO:0006952	Calcium-dependent lipid-binding (CaLB domain) family protein
CP6_g7316_DN3_SP0_c.t1	336	AT4G15740.1	AT4G15740.1	other	GO:0003674;GO:0005575;GO:0006952	Calcium-dependent lipid-binding (CaLB domain) family protein
CP6_g7317_DN2_SP0_c.t1	142					
CP6_g7318_DN3_SP0_c.t1	485	AT4G15740.1	AT4G15740.1	other	GO:0003674;GO:0005575;GO:0006952	Calcium-dependent lipid-binding (CaLB domain) family protein
CP6_g7319_DN3_SP0_c.t1	523	AT4G15740.1	AT4G15740.1	other	GO:0003674;GO:0005575;GO:0006952	Calcium-dependent lipid-binding (CaLB domain) family protein
CP6_g7320_DN3_SP0_c.t1	1144	AT4G15730.1	AT4G15730.1	orthologue	GO:0008270;GO:0009506;GO:0005634	At4g15730 (CW-type Zinc Finger);CW-type Zinc Finger
CP6_g7322_DN2_SP0_c.t1	96	AT4G15700.1, AT4G15690.1, AT4G15680.1, AT4G15660.1, AT4G15670.1	AT4G15680.1	other	GO:0003674;GO:0005737;GO:0010167;GO:0005515;GO:0005829;GO:0005634;GO:0000122;GO:0046872;GO:0051537	Monothiol glutaredoxin-S3 (AtGrxS3) (Protein ROXY 11);Monothiol glutaredoxin-S4 (AtGrxS4) (Protein ROXY 13);Monothiol glutaredoxin-S5 (AtGrxS5) (Protein ROXY 12);Monothiol glutaredoxin-S7 (AtGrxS7) (Protein ROXY 14);Monothiol glutaredoxin-S8 (AtGrxS8) (Protein ROXY 15)
CP6_g7323_DN3_SP0_c.t1	102	AT4G15680.1	AT4G15680.1	orthologue	GO:0003674;GO:0010167;GO:0005737;GO:0005634;GO:0046872;GO:0051537	Monothiol glutaredoxin-S4 (AtGrxS4) (Protein ROXY 13)
CP6_g7324_DN3_SP0_c.t1	102	AT4G15680.1	AT4G15680.1	orthologue	GO:0003674;GO:0010167;GO:0005737;GO:0005634;GO:0046872;GO:0051537	Monothiol glutaredoxin-S4 (AtGrxS4) (Protein ROXY 13)
CP6_g7325_DN3_SP0_c.t1	102	AT4G15660.1, AT4G15670.1, AT4G15680.1, AT4G15690.1, AT4G15700.1	AT4G15680.1	other	GO:0003674;GO:0005737;GO:0010167;GO:0005515;GO:0005829;GO:0005634;GO:0000122;GO:0046872;GO:0051537	Monothiol glutaredoxin-S3 (AtGrxS3) (Protein ROXY 11);Monothiol glutaredoxin-S4 (AtGrxS4) (Protein ROXY 13);Monothiol glutaredoxin-S5 (AtGrxS5) (Protein ROXY 12);Monothiol glutaredoxin-S7 (AtGrxS7) (Protein ROXY 14);Monothiol glutaredoxin-S8 (AtGrxS8) (Protein ROXY 15)
CP6_g7326_DN3_SP0_c.t1	102	AT4G15680.1	AT4G15680.1	other	GO:0003674;GO:0010167;GO:0005737;GO:0005634;GO:0046872;GO:0051537	Monothiol glutaredoxin-S4 (AtGrxS4) (Protein ROXY 13)
CP6_g7327_DN3_SP0_c.t1	102	AT4G15660.1, AT4G15670.1, AT4G15680.1, AT4G15690.1, AT4G15700.1	AT4G15680.1	other	GO:0003674;GO:0005737;GO:0010167;GO:0005515;GO:0005829;GO:0005634;GO:0000122;GO:0046872;GO:0051537	Monothiol glutaredoxin-S3 (AtGrxS3) (Protein ROXY 11);Monothiol glutaredoxin-S4 (AtGrxS4) (Protein ROXY 13);Monothiol glutaredoxin-S5 (AtGrxS5) (Protein ROXY 12);Monothiol glutaredoxin-S7 (AtGrxS7) (Protein ROXY 14);Monothiol glutaredoxin-S8 (AtGrxS8) (Protein ROXY 15)
CP6_g7328_DN3_SP0_c.t1	102	AT4G15660.1, AT4G15670.1, AT4G15680.1, AT4G15690.1, AT4G15700.1	AT4G15680.1	other	GO:0003674;GO:0005737;GO:0010167;GO:0005515;GO:0005829;GO:0005634;GO:0000122;GO:0046872;GO:0051537	Monothiol glutaredoxin-S3 (AtGrxS3) (Protein ROXY 11);Monothiol glutaredoxin-S4 (AtGrxS4) (Protein ROXY 13);Monothiol glutaredoxin-S5 (AtGrxS5) (Protein ROXY 12);Monothiol glutaredoxin-S7 (AtGrxS7) (Protein ROXY 14);Monothiol glutaredoxin-S8 (AtGrxS8) (Protein ROXY 15)
CP6_g7329_DN3_SP0_c.t1	87	AT4G15650.1	AT4G15650.1	orthologue	GO:0003674;GO:0005634;GO:0008150;GO:0016301	Kinase-like protein
CP6_g7330_DN3_SP0_c.t1	134	AT4G15650.1	AT4G15650.1	orthologue	GO:0003674;GO:0005634;GO:0008150;GO:0016301	Kinase-like protein
CP6_g7331_DN2_SP0_c.t1	190	AT4G15620.1, AT4G15630.1	AT4G15630.1	orthologue	GO:0005739;GO:0005886;GO:0003674;GO:0043424;GO:0009506;GO:0005515	CASP-like protein 1E1 (AtCASPL1E1);CASP-like protein 1E2 (AtCASPL1E2)
CP6_g7332_DN2_SP2_c.t1	194	AT4G15610.1	AT4G15610.1	orthologue	GO:0005886;GO:0005802;GO:0005794;GO:0003674;GO:0005768	CASP-like protein;CASP-like protein 1D1 (AtCASPL1D1)
CP6_g7333_DN2_SP0_c.t1	252	AT4G15563.7	AT4G15563.7	orthologue	GO:0005739;GO:0000209;GO:0031146;GO:0019005;GO:0003674;GO:0005515	At4g15563 (F-box-like protein);F-box-like protein
CP6_g7334_DN2_SP0_c.t1	111	AT1G57780.1, AT4G13380.1	AT1G57780.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0009793;GO:0046872	Heavy metal-associated isoprenylated plant protein 17 (AtHIP17);Heavy metal-associated isoprenylated plant protein 18 (AtHIP18) (Protein maternal effect embryo arrest 56)
CP6_g7336_DN3_SP8_c.t1	715	AT4G15560.1	AT4G15560.1	orthologue	GO:0009507;GO:0015995;GO:0042802;GO:0016114;GO:0019288;GO:0005515;GO:0052865;GO:0008661;GO:0016744;GO:0009228;GO:0009570;GO:0046872	1-deoxy-D-xylulose-5-phosphate synthase, chloroplastic (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS) (EC 2.2.1.7) (Protein CLOROPLASTOS ALTERADOS 1)
CP6_g7337_DN3_SP0_c.t1	476	AT4G15550.1	AT4G15550.1	other	GO:0080043;GO:0016757;GO:0080044;GO:0005634;GO:0005737;GO:0009636;GO:0035251;GO:0008194	UDP-glycosyltransferase 75D1 (EC 2.4.1.-)
CP6_g7338_DN3_SP6_c.t1	336	AT4G15545.1	AT4G15545.1	orthologue	GO:0080119;GO:0005829;GO:0005783;GO:0005515;GO:0010168	Uncharacterized protein At4g15545
CP6_g7339_DN3_SP1_c.t1	325	AT3G59380.1	AT3G59380.1	orthologue	GO:0004660;GO:0004661;GO:0008360;GO:0005953;GO:0009414;GO:0008318;GO:0007323;GO:0005634;GO:0046982;GO:0004662;GO:0018342;GO:0009788;GO:0004311;GO:0018344;GO:0005515;GO:0005737;GO:0018343;GO:0048509;GO:0005965	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha)
CP6_g7340_DN3_SP8_c.t1	955	AT4G15530.5	AT4G15530.5	orthologue	GO:0009507;GO:0009570;GO:0005829;GO:0050242;GO:0006090;GO:0005524;GO:0015979;GO:0016301;GO:0046872;GO:0016310;GO:0016772;GO:0003824	Pyruvate, phosphate dikinase 1, chloroplastic (EC 2.7.9.1) (Pyruvate, orthophosphate dikinase 1)
CP6_g7341_DN2_SP0_c.t1	469	AT1G15890.1, AT1G51480.1, AT5G43730.1, AT5G43740.1	AT1G15890.1	other	GO:0005634;GO:0098542;GO:0005739;GO:0043531;GO:0005575;GO:0005524;GO:0006952;GO:0005515	Disease resistance protein (CC-NBS-LRR class) family;Probable disease resistance protein At1g15890;Probable disease resistance protein At1g51480;Probable disease resistance protein At5g43730;Probable disease resistance protein At5g43740
CP6_g7342_DN3_SP0_c.t1	309	AT1G15890.1	AT1G15890.1	orthologue	GO:0005634;GO:0098542;GO:0005739;GO:0043531;GO:0005524;GO:0006952	Disease resistance protein (CC-NBS-LRR class) family;Probable disease resistance protein At1g15890
CP6_g7343_DN3_SP7_c.t1	220	AT4G15520.1	AT4G15520.1	orthologue	GO:0006396;GO:0003723;GO:0008173;GO:0001510;GO:0005739;GO:0032259	OBP33pep like protein (Putative OBP33pep protein) (tRNA/rRNA methyltransferase (SpoU) family protein)
CP6_g7344_DN3_SP5_c.t1	263	AT4G15510.1	AT4G15510.1	orthologue	GO:0009570;GO:0048564;GO:0009654;GO:0009579;GO:0009507;GO:0009543;GO:0009535;GO:0005509;GO:0005515;GO:0031977;GO:0019898;GO:0009523;GO:0015979	PsbP domain-containing protein 1, chloroplastic (OEC23-like protein 3) (PsbP-related thylakoid lumenal protein 1)
CP6_g7345_DN3_SP3_c.t1	954	AT3G21540.1	AT3G21540.1	orthologue	GO:0005730;GO:0005634;GO:0034388;GO:0030490;GO:0032040;GO:0030515;GO:0005515	Transducin family protein / WD-40 repeat family protein
CP6_g7346_DN3_SP0_c.t1	471	AT4G15500.1	AT4G15500.1	orthologue	GO:0080044;GO:0016757;GO:0080043;GO:0050412;GO:0005737;GO:0050284;GO:0047218;GO:0008194	UDP-glycosyltransferase 84A4 (EC 2.4.1.120) (EC 2.4.1.177) (Hydroxycinnamate glucosyltransferase 1) (AtHCAGT1)
CP6_g7347_DN3_SP0_c.t1	478	AT4G15490.1	AT4G15490.1	orthologue	GO:0050284;GO:0050412;GO:0080044;GO:0016757;GO:0080043;GO:0005737;GO:0047218;GO:0008194	UDP-glycosyltransferase 84A3 (EC 2.4.1.120) (EC 2.4.1.177) (Hydroxycinnamate glucosyltransferase 3) (AtHCAGT3)
CP6_g7348_DN2_SP0_c.t1	484	AT4G15480.1	AT4G15480.1	other	GO:0035251;GO:0016757;GO:0050284;GO:0050412;GO:0010224;GO:0080043;GO:0005737;GO:0080044;GO:0009636;GO:0047218;GO:0008194	UDP-glycosyltransferase 84A1 (EC 2.4.1.120) (EC 2.4.1.177) (Hydroxycinnamate glucosyltransferase 2) (AtHCAGT2)
CP6_g7349_DN3_SP0_c.t1	480	AT4G15480.1	AT4G15480.1	other	GO:0035251;GO:0016757;GO:0050284;GO:0050412;GO:0010224;GO:0080043;GO:0005737;GO:0080044;GO:0009636;GO:0047218;GO:0008194	UDP-glycosyltransferase 84A1 (EC 2.4.1.120) (EC 2.4.1.177) (Hydroxycinnamate glucosyltransferase 2) (AtHCAGT2)
CP6_g7350_DN2_SP0_c.t1	473	AT4G15480.1	AT4G15480.1	other	GO:0035251;GO:0016757;GO:0050284;GO:0050412;GO:0010224;GO:0080043;GO:0005737;GO:0080044;GO:0009636;GO:0047218;GO:0008194	UDP-glycosyltransferase 84A1 (EC 2.4.1.120) (EC 2.4.1.177) (Hydroxycinnamate glucosyltransferase 2) (AtHCAGT2)
CP6_g7351_DN3_SP2_c.t1	606	AT4G15475.1	AT4G15475.1	orthologue	GO:0010225;GO:0005634;GO:0006511;GO:0003674;GO:0005737;GO:0031146;GO:0006289;GO:0019005;GO:0005515	F-box/LRR-repeat protein 4 (AtFBL4)
CP6_g7352_DN3_SP8_c.t1	256	AT4G15470.1	AT4G15470.1	orthologue	GO:0016020;GO:0030968;GO:0005262;GO:0003674	BI1-like protein (Protein LIFEGUARD 5) (AtLFG5)
CP6_g7353_DN3_SP5_c.t1	368	AT4G15450.1	AT4G15450.1	orthologue	GO:0003674;GO:0005886	At4g15450 (Senescence/dehydration-associated protein-like protein);Senescence/dehydration-associated protein-like protein
CP6_g7354_DN1_SP1_c.t1	486	AT4G15440.1	AT4G15440.1	orthologue	GO:0009611;GO:0009941;GO:0004497;GO:0006631;GO:0020037;GO:0016705;GO:0005506;GO:0016125;GO:0016491	Probable inactive linolenate hydroperoxide lyase (Cytochrome P450 74B2) (Hydroperoxide lyase 1)
CP6_g7355_DN1_SP0_c.t1	114				GO:0005515	
CP6_g7358_DN3_SP8_c.t1	761	AT4G15430.1	AT4G15430.1	orthologue	GO:0005886;GO:0005227;GO:0016020	Hyperosmolality-gated Ca2+ permeable channel 1.6 (AtOSCA1.6)
CP6_g7359_DN3_SP7_c.t1	561	AT4G15420.2	AT4G15420.2	orthologue	GO:0005634;GO:0036503;GO:0006511;GO:0034098;GO:0031593	AT4g15420/dl3755w (UFD1 like protein) (UFD1d) (Ubiquitin fusion degradation UFD1 family protein);Ubiquitin fusion degradation UFD1 family protein
CP6_g7360_DN3_SP0_c.t1	252	AT4G15417.2	AT4G15417.2	orthologue	GO:0005634;GO:0004525;GO:0006396;GO:0030422;GO:0005737;GO:0003723;GO:0046872	RNAse II-like 1
CP6_g7361_DN3_SP6_c.t1	512	AT4G15415.1	AT4G15415.1	other	GO:0005515;GO:0010090;GO:0007165;GO:0008266;GO:0009759;GO:2000377;GO:0005634;GO:1900056;GO:0031348;GO:0019888;GO:0010150;GO:2000031;GO:0033353;GO:0006555;GO:0005829;GO:0005737;GO:0000159;GO:0006952;GO:0009742;GO:0009908	Serine/threonine protein phosphatase 2A 59 kDa regulatory subunit B' gamma isoform (AtB' gamma) (PP2A, B' subunit, gamma isoform);Serine/threonine protein phosphatase 2A regulatory subunit
CP6_g7362_DN3_SP1_c.t1	426	AT4G15410.1	AT4G15410.1	other	GO:0005829;GO:0005634;GO:0005515;GO:0000045;GO:0043161;GO:0061025;GO:0043130;GO:0051117;GO:0007030;GO:0031468	Plant UBX domain-containing protein 5 (PUX5)
CP6_g7364_DN3_SP0_c.t1	116	AT3G21680.1	AT3G21680.1	other	GO:0003674;GO:0005634	Uncharacterized protein
CP6_g7367_DN3_SP0_c.t1	473	AT4G15393.2, AT4G15396.1	AT4G15396.1	orthologue	GO:0004497;GO:0020037;GO:0010268;GO:0016132;GO:0016705;GO:0005506;GO:0005783;GO:0005576;GO:0016020;GO:0007275;GO:0016125;GO:0016491	Cytochrome P450, family 702, subfamily A, polypeptide 5;Cytochrome P450, family 702, subfamily A, polypeptide 6
CP6_g7368_DN1_SP0_c.t1	121	AT4G09775.1	AT4G09775.1	orthologue	GO:0005634;GO:0008150;GO:0003676;GO:0004523;GO:0003964	Non-LTR retroelement reverse transcriptase
CP6_g7369_DN2_SP0_c.t1	443	AT4G15390.1	AT4G15390.1	orthologue	GO:0005634;GO:0003674;GO:0016746	HSR201-like protein (HXXXD-type acyl-transferase family protein)
CP6_g7370_DN2_SP0_c.t1	75	AT3G30290.1	AT3G30290.1	other	GO:0016132;GO:0004497;GO:0008270;GO:0020037;GO:0005575;GO:0005506;GO:0010268;GO:0016705;GO:0016020;GO:0007275;GO:0016125;GO:0016491	Cytochrome P450, family 702, subfamily A, polypeptide 8
CP6_g7371_DN3_SP0_c.t1	88	AT4G15300.1	AT4G15300.1	other	GO:0010268;GO:0004497;GO:0016132;GO:0005576;GO:0020037;GO:0016705;GO:0005506;GO:0016020	Cytochrome P450 like protein (Cytochrome P450, family 702, subfamily A, polypeptide 2);Cytochrome P450, family 702, subfamily A, polypeptide 2
CP6_g7372_DN3_SP1_c.t1	472	AT4G15393.2, AT4G15396.1	AT4G15396.1	orthologue	GO:0004497;GO:0020037;GO:0010268;GO:0016132;GO:0016705;GO:0005506;GO:0005783;GO:0005576;GO:0016020;GO:0007275;GO:0016125;GO:0016491	Cytochrome P450, family 702, subfamily A, polypeptide 5;Cytochrome P450, family 702, subfamily A, polypeptide 6
CP6_g7373_DN3_SP0_c.t1	446	AT5G47980.1	AT5G47980.1	orthologue	GO:0003674;GO:0009507;GO:0016746	BAHD acyltransferase At5g47980 (EC 2.3.1.-)
CP6_g7374_DN3_SP0_c.t1	443	AT5G47980.1	AT5G47980.1	orthologue	GO:0003674;GO:0009507;GO:0016746	BAHD acyltransferase At5g47980 (EC 2.3.1.-)
CP6_g7375_DN3_SP0_c.t1	482	AT4G15280.2, AT4G15260.1	AT4G15280.2	orthologue	GO:0016757;GO:0005575;GO:0080043;GO:0009507;GO:0035251;GO:0008194	At4g15260 (Glycosyltransferase) (Putative glucosyltransferase);Glycosyltransferase (EC 2.4.1.-);UDP-glycosyltransferase 71B5 (EC 2.4.1.-)
CP6_g7376_DN3_SP0_c.t1	483	AT4G15280.2, AT4G15260.1	AT4G15280.2	orthologue	GO:0016757;GO:0005575;GO:0080043;GO:0009507;GO:0035251;GO:0008194	At4g15260 (Glycosyltransferase) (Putative glucosyltransferase);Glycosyltransferase (EC 2.4.1.-);UDP-glycosyltransferase 71B5 (EC 2.4.1.-)
CP6_g7377_DN3_SP0_c.t1	330	AT4G15250.1	AT4G15250.1	other	GO:0005515;GO:0008150;GO:0005634;GO:0008270;GO:0003700	Putative zinc finger protein CONSTANS-LIKE 11
CP6_g7378_DN3_SP8_c.t1	487	AT4G15240.1	AT4G15240.1	orthologue	GO:0008375;GO:0005794;GO:0016757;GO:0016020	Glycosyltransferase
CP6_g7383_DN3_SP7_c.t1	498	AT4G15210.1	AT4G15210.1	orthologue	GO:0005576;GO:0080027;GO:0016161;GO:0099503;GO:0005983;GO:0000272	Beta-amylase (EC 3.2.1.2);Beta-amylase 5 (AtBeta-Amy) (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase) (Protein REDUCED BETA AMYLASE 1)
CP6_g7385_DN3_SP0_c.t1	659	AT1G09620.1	AT1G09620.1	other	GO:0009506;GO:0006429;GO:0009507;GO:0004823;GO:0002161;GO:0005737;GO:0005524;GO:0005829;GO:0009791;GO:0048608;GO:0000166;GO:0004812;GO:0006418	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)
CP6_g7386_DN2_SP0_c.t1	315	AT1G09620.1	AT1G09620.1	other	GO:0009506;GO:0006429;GO:0009507;GO:0004823;GO:0002161;GO:0005737;GO:0005524;GO:0005829;GO:0009791;GO:0048608;GO:0004812;GO:0006418;GO:0000166	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)
CP6_g7387_DN3_SP2_c.t1	840	AT4G15200.1	AT4G15200.1	orthologue	GO:0009860;GO:0045010;GO:0051017;GO:0099636;GO:0051015;GO:0005622;GO:0005856;GO:0005829;GO:0003779;GO:0016020;GO:0030036	Formin 3;Formin-like protein 3 (AtFH3) (AtFORMIN-3)
CP6_g7388_DN3_SP2_c.t1	2423	AT4G15180.1	AT4G15180.1	orthologue	GO:0010228;GO:0048443;GO:0042800;GO:0048440;GO:0007623;GO:1904159;GO:0140999;GO:0009791;GO:0040029;GO:0005634;GO:0032259;GO:0046872;GO:0005515	Histone-lysine N-methyltransferase ATXR3 (EC 2.1.1.354) (Protein SET DOMAIN GROUP 2) (Trithorax-related protein 3) (TRX-related protein 3)
CP6_g7389_DN2_SP0_c.t1	250	AT3G22110.1	AT3G22110.1	other	GO:0043161;GO:0005739;GO:0006511;GO:0005634;GO:0005829;GO:0019773;GO:0005839;GO:0022626;GO:0005773;GO:0000502;GO:0003674;GO:0051603	Proteasome subunit alpha type-4-A (20S proteasome alpha subunit C-1) (Proteasome 27 kDa subunit) (Proteasome component 9) (Proteasome subunit alpha type-3)
CP6_g7390_DN3_SP0_c.t1	284	AT4G15160.1	AT4G15160.1	orthologue	GO:0005575;GO:0003674	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
CP6_g7391_DN3_SP0_c.t1	171	AT4G15140.1	AT4G15140.1	orthologue	GO:0003674;GO:0005634	AT4g15140/dl3615c
CP6_g7392_DN3_SP8_c.t1	314	AT4G15130.1	AT4G15130.1	orthologue	GO:0006656;GO:0004105;GO:0031210;GO:0006657;GO:0005634;GO:0003824;GO:0009058	Choline-phosphate cytidylyltransferase 2 (AtCCT2) (EC 2.7.7.15) (CTP:phosphocholine cytidylyltransferase 2) (Phosphorylcholine transferase 2)
CP6_g7394_DN3_SP0_c.t1	186	AT4G15120.1	AT4G15120.1	orthologue	GO:0005634;GO:0003674	VQ motif-containing protein
CP6_g7396_DN3_SP8_c.t1	580	AT4G15110.1	AT4G15110.1	orthologue	GO:0009941;GO:0005829;GO:0016705;GO:0009570;GO:0005506;GO:0020037;GO:0009507;GO:0004497;GO:0016117;GO:0031969	Cytochrome P450 97B3, chloroplastic (EC 1.14.-.-)
CP6_g7397_DN3_SP0_c.t1	518	AT4G15740.1	AT4G15740.1	other	GO:0003674;GO:0005575;GO:0006952	Calcium-dependent lipid-binding (CaLB domain) family protein
CP6_g7398_DN3_SP0_c.t1	268	AT1G11080.2	AT1G11080.2	other	GO:0005576;GO:0004185;GO:0008150;GO:0006508;GO:0005773	Carboxypeptidase (EC 3.4.16.-);Serine carboxypeptidase-like 31 (EC 3.4.16.-)
CP6_g7401_DN3_SP3_c.t1	718	AT4G15080.1	AT4G15080.1	orthologue	GO:0005886;GO:0006612;GO:0005515;GO:0005783;GO:0005802;GO:0019706;GO:0005769;GO:0005794;GO:0016409;GO:0018230	Probable protein S-acyltransferase 19 (EC 2.3.1.225) (Probable palmitoyltransferase At4g15080) (Zinc finger DHHC domain-containing protein At4g15080)
CP6_g7402_DN3_SP0_c.t1	515	AT2G01280.1	AT2G01280.1	orthologue	GO:0005634;GO:0006383;GO:0000126;GO:0070897;GO:0006352;GO:0097550;GO:0000995;GO:0009793;GO:0001006;GO:0017025;GO:0015377	Cyclin/Brf1-like TBP-binding protein
CP6_g7403_DN3_SP0_c.t1	385	AT4G15053.1	AT4G15053.1	orthologue	GO:0005576;GO:0008150;GO:0003674;GO:0016020	NEP-interacting protein, putative (DUF239)
