Orthogroup	Conringia_planisiliqua	Alyssum_gmelinii
OG0015810	CP5_g893_DN3_SP0_c.t1	Ag011G1266200, Ag089G5448600
OG0015811	CP3_g14843_DN3_SP8_c.t1	Ag089G5451300
OG0015812	CP3_g14847_DN3_SP8_c.t1	Ag089G5451900
OG0015813	CP3_g14856_DN3_SP8_c.t1	Ag089G5452600
OG0015814	CP4_g23923_DN3_SP6_c.t1	Ag003G0279000
OG0015815	CP4_g25106_DN3_SP0_c.t1	Ag003G0279500
OG0015817	CP4_g23940_DN3_SP3_c.t1	Ag003G0281200
OG0015818	CP4_g23944_DN3_SP5_c.t1	Ag003G0281800
OG0015819	CP4_g23946_DN3_SP0_c.t1	Ag003G0282000
OG0015820	CP4_g23947_DN3_SP5_c.t1	Ag003G0282100
OG0015821	CP4_g23954_DN3_SP2_c.t1	Ag003G0283000
OG0015822	CP4_g23961_DN3_SP8_c.t1	Ag003G0284000
OG0015823	CP4_g23966_DN3_SP3_c.t1	Ag003G0284600
OG0015824	CP4_g24011_DN3_SP0_c.t1	Ag003G0296000
OG0015825	CP4_g24014_DN3_SP8_c.t1	Ag003G0296300
OG0015826	CP30_g10160_DN3_SP0_c.t1	Ag003G0297900
OG0015827	CP4_g24028_DN3_SP5_c.t1	Ag003G0298300
OG0015828	CP4_g24030_DN3_SP0_c.t1	Ag003G0298500
OG0015829	CP4_g24032_DN3_SP1_c.t1	Ag003G0298800
OG0015830	CP4_g24049_DN3_SP8_c.t1	Ag003G0301600
OG0015831	CP4_g24054_DN3_SP0_c.t1	Ag003G0303100
OG0015832	CP4_g24086_DN2_SP0_c.t1	Ag003G0307300
OG0015833	CP4_g24112_DN3_SP7_c.t1	Ag003G0311200
OG0015834	CP4_g24134_DN3_SP8_c.t1	Ag003G0313300
OG0015835	CP4_g24154_DN3_SP0_c.t1	Ag003G0317400
OG0015836	CP4_g24162_DN3_SP0_c.t1	Ag003G0318800
OG0015837	CP4_g24163_DN2_SP0_c.t1	Ag003G0318900
OG0015838	CP4_g24165_DN3_SP0_c.t1	Ag003G0319100
OG0015839	CP4_g24207_DN3_SP8_c.t1	Ag003G0324500
OG0015840	CP4_g24209_DN3_SP0_c.t1	Ag003G0325100
OG0015841	CP4_g24212_DN3_SP0_c.t1	Ag003G0326000
OG0015842	CP4_g24215_DN3_SP4_c.t1	Ag003G0326300
OG0015843	CP10_g43724_DN3_SP1_c.t1	Ag003G0326800
OG0015844	CP4_g24226_DN3_SP0_c.t1	Ag003G0328700
OG0015845	CP4_g24228_DN3_SP8_c.t1	Ag003G0328900
OG0015847	CP4_g24235_DN3_SP8_c.t1	Ag003G0331100
OG0015848	CP4_g24239_DN3_SP0_c.t1	Ag003G0332100
OG0015849	CP11_g31929_DN3_SP7_c.t1	Ag014G2057600, Ag003G0333400
OG0015850	CP4_g24251_DN3_SP3_c.t1	Ag003G0334700
OG0015851	CP4_g24259_DN3_SP0_c.t1	Ag003G0336500
OG0015852	CP4_g24294_DN3_SP7_c.t1	Ag003G0344800
OG0015853	CP4_g24328_DN3_SP0_c.t1	Ag003G0349900
OG0015854	CP4_g24340_DN3_SP8_c.t1	Ag003G0351500
OG0015855	CP4_g24356_DN3_SP3_c.t1	Ag003G0355600
OG0015856	CP4_g24374_DN3_SP8_c.t1	Ag003G0361200
OG0015857	CP4_g24383_DN3_SP0_c.t1	Ag003G0363200
OG0015858	CP4_g24389_DN3_SP8_c.t1	Ag003G0363900
OG0015859	CP4_g24399_DN3_SP0_c.t1	Ag003G0366400
OG0015860	CP4_g24404_DN3_SP2_c.t1	Ag003G0367200
OG0015861	CP4_g24420_DN3_SP7_c.t1	Ag003G0370600
OG0015862	CP4_g24431_DN3_SP8_c.t1	Ag003G0372600
OG0015863	CP4_g24436_DN2_SP0_c.t1	Ag003G0374000, Ag003G0373000, Ag003G0373200
OG0015864	CP4_g24443_DN2_SP0_c.t1	Ag003G0375100
OG0015865	CP4_g24444_DN3_SP5_c.t1	Ag003G0375300
OG0015866	CP4_g24453_DN3_SP0_c.t1	Ag003G0377200
OG0015867	CP4_g24460_DN3_SP8_c.t1	Ag003G0380800
OG0015868	CP4_g24461_DN3_SP0_c.t1	Ag003G0380900
OG0015869	CP4_g24466_DN3_SP8_c.t1	Ag003G0381800
OG0015871	CP4_g24523_DN2_SP2_c.t1	Ag003G0397900
OG0015872	CP4_g24548_DN3_SP8_c.t1	Ag003G0401500
OG0015873	CP4_g24532_DN3_SP3_c.t1	Ag003G0404900
OG0015874	CP4_g24530_DN3_SP0_c.t1	Ag003G0405100
OG0015876	CP4_g24562_DN3_SP0_c.t1	Ag003G0407800
OG0015877	CP4_g24568_DN3_SP1_c.t1	Ag003G0408400
OG0015878	CP4_g24576_DN3_SP0_c.t1	Ag003G0411100
OG0015879	CP13_g19754_DN3_SP4_c.t1	Ag037G4125700, Ag016G2329100
OG0015880	CP13_g19789_DN3_SP8_c.t1	Ag037G4137900, Ag016G2316500
OG0015881	CP10_g42177_DN3_SP7_c.t1	Ag014G1773000
OG0015882	CP10_g42178_DN3_SP6_c.t1	Ag014G1773100
OG0015883	CP10_g42181_DN3_SP6_c.t1	Ag014G1773600
OG0015884	CP10_g42183_DN3_SP0_c.t1	Ag014G1773800
OG0015886	CP10_g42194_DN3_SP7_c.t1	Ag014G1775300
OG0015887	CP10_g42204_DN3_SP8_c.t1	Ag014G1776800
OG0015888	CP10_g42205_DN3_SP1_c.t1	Ag014G1776900
OG0015889	CP10_g42206_DN3_SP0_c.t1	Ag014G1777000
OG0015890	CP10_g42212_DN3_SP8_c.t1	Ag014G1777700
OG0015891	CP10_g42226_DN3_SP8_c.t1	Ag014G1778800
OG0015892	CP10_g42227_DN3_SP8_c.t1	Ag014G1778900
OG0015893	CP10_g42240_DN3_SP8_c.t1	Ag014G1783200
OG0015894	CP10_g42248_DN3_SP8_c.t1	Ag014G1785000
OG0015896	CP10_g42262_DN3_SP7_c.t1	Ag014G1789200
OG0015897	CP10_g42263_DN3_SP8_c.t1	Ag014G1790000
OG0015900	CP10_g42274_DN3_SP0_c.t1	Ag014G1791600
OG0015901	CP10_g42287_DN3_SP1_c.t1	Ag014G1793200
OG0015902	CP10_g42295_DN3_SP0_c.t1	Ag014G1794700
OG0015903	CP10_g42296_DN3_SP3_c.t1	Ag014G1794900
OG0015904	CP10_g42313_DN3_SP3_c.t1	Ag014G1797100
OG0015905	CP10_g42322_DN3_SP7_c.t1	Ag014G1798000
OG0015906	CP10_g42345_DN3_SP8_c.t1	Ag014G1803400
OG0015907	CP10_g42360_DN3_SP2_c.t1	Ag014G1806500
OG0015908	CP10_g42367_DN3_SP0_c.t1	Ag014G1807400
OG0015909	CP10_g42370_DN3_SP3_c.t1	Ag014G1808000
OG0015910	CP10_g42385_DN3_SP2_c.t1, CP10_g42384_DN3_SP2_c.t1	Ag014G1810900
OG0015911	CP10_g42388_DN3_SP8_c.t1	Ag014G1811100
OG0015912	CP10_g42395_DN3_SP0_c.t1	Ag014G1812000
OG0015913	CP10_g42400_DN3_SP8_c.t1	Ag014G1812700
OG0015914	CP10_g42412_DN3_SP0_c.t1	Ag014G1814500
OG0015915	CP10_g42413_DN3_SP2_c.t1	Ag014G1814600
OG0015916	CP10_g42418_DN3_SP8_c.t1	Ag014G1816100
OG0015918	CP10_g42437_DN3_SP8_c.t1	Ag014G1819200
OG0015919	CP10_g42468_DN3_SP8_c.t1	Ag014G1824500
OG0015922	CP10_g42510_DN3_SP6_c.t1	Ag014G1831000
OG0015923	CP10_g42517_DN3_SP1_c.t1	Ag014G1831700
OG0015924	CP10_g42533_DN3_SP3_c.t1	Ag014G1833900
OG0015925	CP5_g2578_DN3_SP5_c.t1	Ag014G1834000
OG0015926	CP10_g42541_DN3_SP1_c.t1	Ag014G1837300
OG0015927	CP10_g42555_DN3_SP8_c.t1	Ag014G1839500
OG0015928	CP10_g42564_DN3_SP5_c.t1	Ag014G1841700
OG0015929	CP10_g42567_DN3_SP8_c.t1	Ag014G1842300
OG0015930	CP10_g42570_DN3_SP7_c.t1	Ag014G1842500
OG0015931	CP10_g42577_DN3_SP4_c.t1	Ag014G1843300
OG0015932	CP10_g42578_DN3_SP0_c.t1	Ag014G1843600
OG0015933	CP5_g1798_DN3_SP0_c.t1	Ag014G1844400, Ag014G1844100
OG0015934	CP10_g42616_DN3_SP2_c.t1	Ag014G1850300
OG0015936	CP10_g42639_DN3_SP2_c.t1	Ag014G1855000
OG0015937	CP10_g42645_DN3_SP8_c.t1	Ag014G1855700
OG0015938	CP10_g42647_DN3_SP0_c.t1	Ag014G1856000
OG0015939	CP20_g3828_DN3_SP0_c.t1	Ag014G1859400
OG0015940	CP10_g42690_DN3_SP1_c.t1	Ag014G1862100
OG0015941	CP10_g42702_DN3_SP4_c.t1	Ag014G1863500
OG0015942	CP10_g42709_DN3_SP1_c.t1	Ag014G1864700
OG0015943	CP10_g42713_DN3_SP2_c.t1	Ag014G1865000
OG0015944	CP10_g42755_DN2_SP0_c.t1	Ag014G1873300
OG0015945	CP10_g42765_DN3_SP0_c.t1	Ag014G1874300
OG0015946	CP10_g42768_DN3_SP4_c.t1	Ag014G1874600
OG0015947	CP10_g42774_DN3_SP8_c.t1	Ag014G1875200
OG0015948	CP10_g42776_DN3_SP1_c.t1	Ag014G1875400
OG0015949	CP10_g42779_DN3_SP8_c.t1	Ag014G1875800
OG0015950	CP10_g42782_DN3_SP8_c.t1	Ag014G1876400
OG0015951	CP10_g42789_DN3_SP8_c.t1	Ag014G1877200
OG0015952	CP10_g42797_DN3_SP6_c.t1	Ag014G1878100
OG0015953	CP10_g42798_DN3_SP0_c.t1	Ag014G1878200
OG0015954	CP10_g42811_DN3_SP8_c.t1	Ag014G1880000
OG0015955	CP10_g42829_DN3_SP0_c.t1	Ag014G1882700
OG0015956	CP10_g42863_DN3_SP5_c.t1	Ag014G1886800
OG0015957	CP10_g42866_DN3_SP3_c.t1	Ag014G1887100
OG0015959	CP10_g42876_DN2_SP0_c.t1	Ag014G1888500
OG0015960	CP10_g42878_DN3_SP0_c.t1	Ag014G1888700
OG0015961	CP10_g42885_DN3_SP6_c.t1	Ag014G1891300
OG0015962	CP10_g42886_DN3_SP5_c.t1	Ag014G1891500
OG0015963	CP10_g42889_DN2_SP2_c.t1	Ag014G1891800
OG0015964	CP10_g42896_DN3_SP4_c.t1	Ag014G1893400
OG0015965	CP10_g42908_DN3_SP0_c.t1	Ag014G1897700
OG0015966	CP10_g42913_DN2_SP0_c.t1	Ag014G1898700
OG0015967	CP10_g42918_DN3_SP0_c.t1	Ag014G1899200
OG0015968	CP10_g42924_DN3_SP8_c.t1	Ag014G1900200
OG0015969	CP10_g42930_DN3_SP2_c.t1	Ag014G1900700
OG0015970	CP10_g42933_DN3_SP8_c.t1	Ag014G1901400
OG0015971	CP10_g42934_DN3_SP0_c.t1	Ag014G1901600
OG0015972	CP10_g42947_DN3_SP0_c.t1	Ag014G1903500
OG0015973	CP10_g42949_DN3_SP8_c.t1	Ag014G1903600
OG0015974	CP10_g42957_DN3_SP8_c.t1	Ag014G1904600
OG0015975	CP10_g42970_DN3_SP8_c.t1	Ag014G1907200
OG0015976	CP10_g42971_DN3_SP2_c.t1	Ag014G1907300
OG0015977	CP9_g28431_DN3_SP7_c.t1	Ag014G1907800
OG0015978	CP10_g42984_DN3_SP8_c.t1	Ag014G1908900
OG0015979	CP10_g42991_DN3_SP0_c.t1	Ag014G1909700
OG0015980	CP10_g42995_DN3_SP7_c.t1	Ag014G1910200
OG0015981	CP10_g43000_DN2_SP0_c.t1	Ag014G1910700
OG0015982	CP10_g43001_DN3_SP3_c.t1	Ag014G1910800
OG0015983	CP10_g43011_DN3_SP0_c.t1	Ag014G1912900
OG0015985	CP10_g43034_DN3_SP8_c.t1	Ag014G1920000
OG0015986	CP10_g43035_DN3_SP8_c.t1	Ag014G1920100
OG0015987	CP10_g43051_DN3_SP2_c.t1	Ag014G1922200
OG0015988	CP10_g43062_DN3_SP7_c.t1	Ag014G1924600
OG0015989	CP10_g43073_DN3_SP6_c.t1	Ag014G1925800
OG0015990	CP10_g43081_DN2_SP0_c.t1	Ag014G1929200
OG0015991	CP10_g43090_DN3_SP5_c.t1	Ag014G1931000
OG0015992	CP10_g43097_DN3_SP4_c.t1	Ag014G1932200
OG0015993	CP10_g43098_DN3_SP7_c.t1	Ag014G1933300
OG0015994	CP12_g30922_DN3_SP1_c.t1	Ag014G1935700
OG0015995	CP10_g43120_DN3_SP8_c.t1	Ag014G1937200
OG0015996	CP10_g43167_DN3_SP8_c.t1	Ag014G1943500
OG0015997	CP10_g43169_DN3_SP8_c.t1	Ag014G1943800
OG0015998	CP10_g43175_DN3_SP7_c.t1	Ag014G1944600
OG0015999	CP10_g43194_DN3_SP8_c.t1	Ag014G1947900
OG0016000	CP10_g43196_DN3_SP0_c.t1	Ag014G1948500
OG0016001	CP10_g43209_DN3_SP7_c.t1	Ag014G1950400
OG0016002	CP10_g43216_DN3_SP8_c.t1	Ag014G1951800
OG0016003	CP10_g43233_DN3_SP8_c.t1	Ag014G1954600
OG0016004	CP10_g43244_DN2_SP0_c.t1	Ag014G1956600
OG0016005	CP13_g19655_DN3_SP3_c.t1	Ag014G1960300
OG0016007	CP10_g43319_DN3_SP7_c.t1	Ag014G1968400
OG0016008	CP12_g31440_DN2_SP0_c.t1	Ag014G1972100
OG0016009	CP10_g43340_DN3_SP0_c.t1	Ag014G1973800
OG0016010	CP10_g43342_DN3_SP0_c.t1	Ag014G1974000
OG0016011	CP10_g43347_DN3_SP0_c.t1	Ag014G1975500
OG0016013	CP10_g43368_DN3_SP0_c.t1	Ag014G1978700
OG0016014	CP10_g43383_DN3_SP1_c.t1	Ag014G1987300
OG0016015	CP10_g43413_DN3_SP0_c.t1	Ag014G1992800
OG0016016	CP10_g43422_DN3_SP8_c.t1	Ag014G1994000
OG0016017	CP10_g43444_DN2_SP3_c.t1	Ag014G1999300
OG0016018	CP10_g43453_DN3_SP5_c.t1	Ag014G2001100
OG0016019	CP10_g43455_DN3_SP2_c.t1	Ag014G2001400
OG0016020	CP10_g43457_DN3_SP0_c.t1	Ag014G2001600
OG0016021	CP10_g43474_DN3_SP8_c.t1	Ag014G2004900
OG0016022	CP10_g43491_DN3_SP0_c.t1	Ag014G2006900
OG0016023	CP10_g43495_DN3_SP8_c.t1	Ag014G2008000
OG0016024	CP12_g29880_DN3_SP7_c.t1	Ag014G2011200
OG0016025	CP12_g29898_DN2_SP8_c.t1, CP3_g15690_DN2_SP0_c.t1	Ag014G2017200
OG0016026	CP12_g29913_DN3_SP5_c.t1	Ag014G2019600
OG0016027	CP12_g29936_DN3_SP1_c.t1	Ag014G2022500
OG0016028	CP12_g29939_DN3_SP7_c.t1	Ag014G2022800
OG0016029	CP12_g29972_DN3_SP4_c.t1	Ag014G2027800
OG0016030	CP12_g29979_DN3_SP5_c.t1	Ag014G2029300
OG0016031	CP12_g29980_DN3_SP8_c.t1	Ag014G2029400
OG0016033	CP12_g29984_DN3_SP8_c.t1	Ag014G2029800
OG0016034	CP12_g30006_DN3_SP8_c.t1	Ag014G2033500
OG0016035	CP12_g30007_DN3_SP3_c.t1	Ag014G2033600
OG0016036	CP12_g30017_DN3_SP8_c.t1	Ag014G2039900
OG0016037	CP12_g30035_DN3_SP8_c.t1	Ag014G2044200
OG0016038	CP12_g30041_DN3_SP4_c.t1	Ag014G2047000
OG0016039	CP12_g30044_DN3_SP4_c.t1	Ag014G2047300
OG0016040	CP12_g30059_DN3_SP7_c.t1	Ag014G2087100, Ag014G2050200
OG0016041	CP12_g30068_DN3_SP2_c.t1	Ag014G2051900
OG0016042	CP12_g30084_DN3_SP2_c.t1	Ag014G2058400
OG0016043	CP12_g30088_DN3_SP8_c.t1	Ag014G2058700
OG0016044	CP12_g30103_DN2_SP1_c.t1	Ag014G2063500
OG0016045	CP12_g30118_DN3_SP3_c.t1	Ag014G2067400
OG0016046	CP12_g30123_DN3_SP0_c.t1	Ag014G2069400
OG0016047	CP12_g30127_DN3_SP4_c.t1	Ag014G2069800
OG0016048	CP12_g30136_DN3_SP0_c.t1, CP1_g39231_DN2_SP0_c.t1	Ag014G2070800
OG0016049	CP12_g30141_DN3_SP8_c.t1	Ag014G2071300
OG0016050	CP12_g30143_DN3_SP8_c.t1	Ag014G2071500
OG0016051	CP12_g30148_DN3_SP8_c.t1	Ag014G2072100, Ag014G2088300
OG0016052	CP13_g20460_DN3_SP0_c.t1	Ag014G2074200
OG0016053	CP12_g30157_DN3_SP4_c.t1	Ag014G2077700
OG0016054	CP12_g30173_DN3_SP8_c.t1	Ag014G2083600
OG0016055	CP12_g30190_DN3_SP8_c.t1	Ag014G2090700, Ag014G2086600
OG0016056	CP12_g30201_DN3_SP0_c.t1	Ag014G2092200
OG0016057	CP12_g30204_DN3_SP3_c.t1	Ag011G1214800, Ag014G2092600
OG0016058	CP12_g30216_DN3_SP0_c.t1	Ag014G2094500
OG0016059	CP12_g30220_DN3_SP0_c.t1	Ag014G2095500
OG0016060	CP12_g30229_DN2_SP0_c.t1	Ag014G2098900
OG0016061	CP12_g30231_DN3_SP0_c.t1	Ag014G2099200
OG0016062	CP12_g30247_DN3_SP1_c.t1	Ag014G2110700
OG0016063	CP12_g30250_DN2_SP0_c.t1, CP36_g50969_DN1_SP0_c.t1	Ag014G2112500
OG0016064	CP12_g30257_DN3_SP3_c.t1	Ag014G2114300
OG0016065	CP12_g30259_DN3_SP2_c.t1	Ag014G2115100
OG0016066	CP12_g30261_DN3_SP6_c.t1	Ag014G2116600
OG0016067	CP12_g30260_DN3_SP8_c.t1	Ag014G2116700
OG0016068	CP12_g30271_DN3_SP3_c.t1	Ag014G2117300
OG0016069	CP12_g30287_DN3_SP7_c.t1	Ag014G2124500
OG0016070	CP12_g30288_DN3_SP8_c.t1	Ag014G2124600
OG0016071	CP12_g30305_DN3_SP2_c.t1	Ag014G2130500
OG0016072	CP12_g30308_DN3_SP8_c.t1	Ag014G2131100
OG0016073	CP12_g30316_DN3_SP0_c.t1	Ag014G2132800
OG0016074	CP12_g30322_DN3_SP0_c.t1	Ag014G2134000
OG0016075	CP12_g30324_DN3_SP5_c.t1	Ag014G2134100
OG0016076	CP12_g30334_DN3_SP8_c.t1	Ag014G2137200
OG0016077	CP12_g30346_DN2_SP0_c.t1	Ag014G2143400
OG0016078	CP12_g30368_DN3_SP0_c.t1	Ag024G2894200, Ag014G2150900, Ag014G2151000
OG0016079	CP12_g30375_DN3_SP8_c.t1	Ag014G2151700
OG0016080	CP12_g30379_DN3_SP0_c.t1	Ag014G2152100
OG0016081	CP12_g30402_DN3_SP8_c.t1	Ag014G2157100
OG0016082	CP12_g30406_DN3_SP8_c.t1	Ag014G2157700
OG0016083	CP12_g30426_DN3_SP0_c.t1	Ag014G2166200
OG0016084	CP12_g30427_DN3_SP7_c.t1	Ag014G2166300
OG0016085	CP12_g30433_DN3_SP8_c.t1	Ag014G2167300
OG0016086	CP12_g30438_DN3_SP0_c.t1	Ag014G2168900, Ag027G3072100
OG0016087	CP12_g30443_DN3_SP8_c.t1	Ag014G2169600, Ag027G3071100
OG0016088	CP8_g53231_DN3_SP3_c.t1	Ag073G5260600
OG0016089	CP8_g53230_DN3_SP8_c.t1	Ag073G5260800
OG0016090	CP8_g53228_DN3_SP2_c.t1	Ag073G5261000
OG0016091	CP8_g53211_DN3_SP8_c.t1	Ag073G5262000
OG0016092	CP15_g35310_DN3_SP8_c.t1, CP15_g35380_DN1_SP0_c.t1	Ag061G5018500
OG0016093	CP5_g1494_DN3_SP8_c.t1	Ag061G5019200
OG0016094	CP5_g1496_DN3_SP0_c.t1	Ag061G5019300
OG0016095	CP5_g1555_DN3_SP0_c.t1	Ag061G5025300
OG0016096	CP5_g1592_DN3_SP1_c.t1	Ag061G5027600
OG0016097	CP5_g1611_DN3_SP3_c.t1	Ag061G5030100
OG0016098	CP5_g1630_DN3_SP4_c.t1	Ag061G5030700
OG0016100	CP5_g1685_DN3_SP3_c.t1	Ag061G5035500
OG0016101	CP5_g1714_DN3_SP1_c.t1	Ag061G5036900
OG0016102	CP5_g1719_DN2_SP8_c.t1	Ag061G5037100
OG0016103	CP5_g1789_DN3_SP8_c.t1	Ag061G5041600
OG0016104	CP5_g1948_DN3_SP8_c.t1	Ag061G5046400
OG0016105	CP2_g48813_DN3_SP0_c.t1	Ag061G5047000
OG0016106	CP2_g48818_DN3_SP0_c.t1	Ag061G5047200
OG0016107	CP2_g48823_DN3_SP8_c.t1	Ag061G5047300
OG0016108	CP2_g48824_DN3_SP0_c.t1	Ag061G5047700
OG0016109	CP12_g30753_DN3_SP2_c.t1	Ag064G5101300, Ag027G3005600
OG0016110	CP12_g30698_DN3_SP8_c.t1	Ag027G3014300
OG0016112	CP12_g30673_DN3_SP0_c.t1	Ag027G3019100
OG0016113	CP12_g29807_DN3_SP0_c.t1	Ag027G3026900
OG0016114	CP12_g30646_DN3_SP7_c.t1	Ag027G3028300
OG0016115	CP12_g30623_DN3_SP8_c.t1	Ag027G3033600
OG0016116	CP12_g30611_DN3_SP8_c.t1	Ag027G3037000
OG0016117	CP12_g30525_DN3_SP0_c.t1	Ag027G3057200
OG0016118	CP12_g30520_DN3_SP8_c.t1	Ag027G3057800
OG0016119	CP12_g30519_DN3_SP0_c.t1	Ag027G3057900
OG0016120	CP12_g30516_DN3_SP1_c.t1	Ag027G3058400
OG0016121	CP12_g30495_DN3_SP8_c.t1	Ag027G3061500
OG0016122	CP12_g30492_DN3_SP3_c.t1	Ag027G3061700
OG0016123	CP12_g30484_DN3_SP0_c.t1	Ag027G3062800
OG0016124	CP12_g30439_DN3_SP8_c.t1	Ag027G3071900
OG0016125	CP5_g971_DN3_SP8_c.t1	Ag068G5215900
OG0016126	CP5_g1011_DN3_SP2_c.t1	Ag068G5231200
OG0016127	CP13_g20347_DN3_SP6_c.t1	Ag069G5232900
OG0016128	CP9_g28193_DN2_SP1_c.t1	Ag036G4084400
OG0016129	CP9_g28191_DN3_SP0_c.t1	Ag036G4085600
OG0016130	CP9_g28176_DN3_SP0_c.t1	Ag036G4088000
OG0016131	CP9_g28160_DN2_SP0_c.t1	Ag036G4091200
OG0016132	CP9_g28156_DN3_SP0_c.t1	Ag036G4092100
OG0016133	CP9_g28153_DN3_SP0_c.t1	Ag036G4094700
OG0016134	CP9_g28074_DN3_SP8_c.t1	Ag036G4098900
OG0016135	CP9_g28094_DN3_SP8_c.t1	Ag036G4099400
OG0016136	CP9_g28105_DN3_SP5_c.t1	Ag036G4100000
OG0016137	CP9_g28109_DN3_SP0_c.t1	Ag036G4100100
OG0016138	CP9_g27885_DN3_SP3_c.t1	Ag036G4108100
OG0016139	CP9_g27504_DN3_SP1_c.t1	Ag036G4112500
OG0016140	CP9_g29256_DN3_SP4_c.t1	Ag036G4113900
OG0016141	CP25_g55846_DN2_SP8_c.t1	Ag036G4114900
OG0016142	CP2_g50651_DN3_SP8_c.t1	Ag036G4115000
OG0016143	CP9_g27572_DN3_SP7_c.t1	Ag036G4115400
OG0016144	CP28_g34077_DN3_SP5_c.t1	Ag036G4118500
OG0016145	CP28_g33950_DN3_SP8_c.t1	Ag036G4119500
OG0016146	CP8_g54456_DN3_SP8_c.t1	Ag060G5001700
OG0016147	CP8_g54460_DN3_SP8_c.t1	Ag060G5002300
OG0016148	CP8_g54466_DN3_SP6_c.t1	Ag060G5002700
OG0016149	CP8_g54467_DN3_SP0_c.t1	Ag060G5002900
OG0016150	CP8_g54470_DN3_SP0_c.t1	Ag060G5004800
OG0016151	CP8_g54473_DN3_SP0_c.t1	Ag060G5005800
OG0016152	CP8_g54486_DN3_SP3_c.t1	Ag060G5008100
OG0016153	CP8_g54501_DN3_SP0_c.t1	Ag060G5013300
OG0016154	CP8_g54508_DN3_SP0_c.t1	Ag060G5015000
OG0016155	CP8_g54512_DN3_SP8_c.t1	Ag060G5015700
OG0016156	CP8_g54513_DN3_SP7_c.t1	Ag060G5015800
OG0016157	CP2_g48651_DN3_SP0_c.t1	Ag043G4433100
OG0016158	CP2_g48682_DN3_SP1_c.t1	Ag043G4447500
OG0016159	CP2_g48689_DN2_SP0_c.t1	Ag043G4447700
OG0016160	CP2_g48678_DN3_SP2_c.t1	Ag043G4447800
OG0016161	CP2_g48723_DN3_SP0_c.t1	Ag043G4456300
OG0016162	CP10_g43539_DN1_SP0_c.t1	Ag096G5474200
OG0016163	CP3_g14133_DN3_SP3_c.t1	Ag017G2411800
OG0016164	CP3_g14135_DN3_SP7_c.t1	Ag017G2412500
OG0016165	CP3_g14139_DN3_SP0_c.t1	Ag017G2413100
OG0016166	CP3_g14147_DN3_SP7_c.t1	Ag017G2414400
OG0016167	CP3_g14151_DN3_SP7_c.t1	Ag017G2415100
OG0016168	CP3_g14166_DN3_SP3_c.t1	Ag017G2416600
OG0016169	CP3_g14177_DN3_SP8_c.t1	Ag017G2419000
OG0016170	CP19_g17835_DN2_SP0_c.t1	Ag017G2419800
OG0016171	CP3_g14181_DN3_SP0_c.t1	Ag017G2421000
OG0016172	CP3_g14191_DN3_SP0_c.t1	Ag017G2424100
OG0016173	CP3_g14192_DN3_SP2_c.t1	Ag017G2424200
OG0016174	CP3_g14196_DN2_SP8_c.t1	Ag017G2424700
OG0016175	CP3_g14208_DN3_SP2_c.t1	Ag017G2427000
OG0016176	CP3_g14210_DN3_SP8_c.t1	Ag017G2427200
OG0016177	CP3_g14213_DN3_SP0_c.t1	Ag017G2429200
OG0016178	CP3_g14215_DN3_SP0_c.t1	Ag017G2429600
OG0016179	CP3_g14225_DN3_SP0_c.t1	Ag017G2431300
OG0016180	CP3_g14235_DN3_SP0_c.t1	Ag017G2433200
OG0016181	CP3_g14236_DN3_SP8_c.t1	Ag017G2433400
OG0016182	CP3_g14241_DN3_SP5_c.t1	Ag017G2434100
OG0016183	CP10_g43515_DN3_SP8_c.t1	Ag034G3650400
OG0016184	CP1_g36404_DN3_SP2_c.t1	Ag034G3651200
OG0016185	CP1_g36406_DN3_SP8_c.t1	Ag034G3651400
OG0016186	CP1_g36418_DN2_SP0_c.t1	Ag034G3652500
OG0016187	CP1_g36420_DN3_SP1_c.t1	Ag034G3652600
OG0016188	CP1_g36423_DN2_SP8_c.t1	Ag034G3652900
OG0016189	CP1_g36427_DN3_SP8_c.t1	Ag034G3653400
OG0016190	CP1_g36429_DN3_SP1_c.t1	Ag034G3653500
OG0016191	CP1_g36430_DN3_SP0_c.t1	Ag034G3653600
OG0016192	CP1_g36431_DN3_SP6_c.t1	Ag034G3653700
OG0016193	CP1_g36438_DN3_SP7_c.t1	Ag034G3654700
OG0016194	CP1_g36444_DN3_SP7_c.t1	Ag034G3655400
OG0016195	CP1_g36446_DN3_SP0_c.t1	Ag034G3655800
OG0016196	CP1_g36450_DN3_SP7_c.t1	Ag034G3656700
OG0016197	CP1_g36461_DN3_SP1_c.t1	Ag034G3658100
OG0016198	CP1_g36471_DN3_SP2_c.t1	Ag034G3659400
OG0016200	CP1_g36487_DN3_SP0_c.t1	Ag034G3661400
OG0016201	CP1_g36489_DN3_SP7_c.t1	Ag034G3661600
OG0016202	CP1_g36492_DN1_SP0_c.t1	Ag034G3662200
OG0016203	CP1_g36526_DN3_SP8_c.t1	Ag034G3666800
OG0016204	CP15_g35924_DN2_SP0_c.t1	Ag034G3666900
OG0016205	CP1_g36532_DN3_SP4_c.t1	Ag034G3667500
OG0016206	CP1_g36534_DN3_SP7_c.t1	Ag034G3667700
OG0016207	CP1_g36542_DN3_SP2_c.t1	Ag034G3668400
OG0016209	CP1_g36807_DN3_SP8_c.t1	Ag034G3671400
OG0016210	CP10_g42646_DN3_SP0_c.t1, CP1_g36806_DN3_SP8_c.t1	Ag034G3671500
