Orthogroup	Conringia_planisiliqua	Camelina_sativa
OG0015409	CP13_g19680_DN3_SP8_c.t1	XP_010424879.1, XP_010502110.1
OG0015410	CP19_g18509_DN3_SP0_c.t1	XP_010439425.1, XP_010434127.1, XP_010449005.1
OG0015411	CP19_g18505_DN3_SP3_c.t1	XP_010449001.1, XP_010434122.1, XP_019087800.1
OG0015412	CP1_g41041_DN3_SP1_c.t1	XP_010480968.1
OG0015413	CP19_g18495_DN3_SP0_c.t1	XP_010448975.1, XP_010439409.1, XP_010434113.1
OG0015414	CP6_g6848_DN3_SP1_c.t1	XP_010449314.1, XP_010434372.1, XP_019088669.1
OG0015415	CP6_g6855_DN3_SP0_c.t1	XP_010434386.1, XP_010449327.1, XP_010439682.1
OG0015417	CP22_g17594_DN3_SP3_c.t1	XP_010494029.1, XP_010455141.1, XP_010421645.1
OG0015418	CP22_g17664_DN3_SP7_c.t1	XP_010418386.1, XP_010473606.1, XP_010430464.1
OG0015419	CP22_g17681_DN3_SP8_c.t1	XP_010494169.1, XP_010481999.1, XP_010442157.1
OG0015420	CP22_g17340_DN3_SP8_c.t1	XP_010442166.1, XP_010494175.1
OG0015421	CP6_g7217_DN3_SP8_c.t1	XP_010434845.1, XP_010440175.1, XP_010449806.1
OG0015422	CP6_g7194_DN3_SP7_c.t1	XP_010449783.1, XP_010434816.1
OG0015423	CP6_g7181_DN3_SP4_c.t1	XP_010449758.1, XP_010440129.1, XP_010434803.1
OG0015424	CP6_g7212_DN3_SP8_c.t1	XP_010436532.1, XP_010440168.1, XP_010449801.1
OG0015425	CP6_g7179_DN3_SP5_c.t1	XP_010434799.1, XP_010449754.1, XP_010440127.1
OG0015426	CP6_g7167_DN3_SP4_c.t1	XP_010434784.1, XP_010449727.1, XP_010440113.1
OG0015427	CP6_g7157_DN3_SP8_c.t1	XP_010434770.1, XP_010449718.1, XP_010440099.1
OG0015428	CP6_g7155_DN3_SP4_c.t1	XP_010440097.1, XP_010434767.1, XP_010449715.1
OG0015429	CP6_g7139_DN3_SP8_c.t1	XP_010440070.1, XP_010434733.1, XP_010449687.1
OG0015430	CP10_g42105_DN2_SP0_c.t1	XP_019098220.1, XP_010497109.1
OG0015431	CP10_g42111_DN2_SP0_c.t1	XP_010496433.1, XP_010485353.1, XP_010435675.1
OG0015432	CP10_g42112_DN3_SP0_c.t1	XP_010485357.1, XP_010435673.1, XP_010496436.1
OG0015433	CP10_g42114_DN3_SP1_c.t1	XP_010435672.1, XP_010485358.1, XP_010496438.1
OG0015434	CP10_g42125_DN3_SP3_c.t1	XP_010496275.1, XP_010485371.1, XP_019096981.1, XP_010435657.1
OG0015435	CP10_g42138_DN3_SP6_c.t1	XP_010485400.1, XP_010435635.1, XP_010496295.1
OG0015436	CP10_g42145_DN3_SP7_c.t1	XP_010496304.1, XP_010485414.1, XP_010435625.1
OG0015437	CP2_g47582_DN3_SP0_c.t1	XP_010484620.1, XP_010444772.1, XP_010465229.1
OG0015439	CP2_g47563_DN3_SP7_c.t1	XP_010484648.1, XP_010444800.1, XP_010465524.1
OG0015440	CP2_g47557_DN3_SP5_c.t1	XP_010428817.1, XP_010471929.1, XP_010416678.1
OG0015441	CP2_g47559_DN3_SP5_c.t1	XP_010465689.1, XP_010484664.1, XP_010444814.1
OG0015442	CP3_g15979_DN3_SP7_c.t1	XP_010514237.1, XP_010502502.1, XP_010425271.1
OG0015443	CP2_g47538_DN3_SP2_c.t1	XP_010484675.1, XP_010465832.1, XP_019088055.1
OG0015444	CP2_g47536_DN3_SP1_c.t1	XP_010484679.2, XP_010444827.1, XP_010465846.1
OG0015445	CP2_g47528_DN3_SP1_c.t1	XP_010444837.1, XP_010466032.1, XP_010484685.1
OG0015446	CP2_g47524_DN3_SP0_c.t1	XP_010444844.1, XP_010484691.1, XP_010466058.1
OG0015447	CP3_g13047_DN3_SP5_c.t1	XP_010413123.1, XP_010512785.2
OG0015448	CP3_g13048_DN3_SP0_c.t1	XP_010413126.1, XP_010512784.1
OG0015449	CP3_g13049_DN3_SP8_c.t1	XP_010512780.1, XP_010413127.1
OG0015450	CP3_g13051_DN3_SP8_c.t1	XP_010468841.1, XP_010512776.1, XP_010413137.1
OG0015451	CP3_g13052_DN3_SP8_c.t1	XP_010512774.1, XP_010413138.1, XP_010468839.1
OG0015452	CP3_g13058_DN3_SP4_c.t1	XP_010468849.1, XP_010413150.1, XP_010512760.1
OG0015453	CP3_g13060_DN3_SP0_c.t1	XP_010512756.1, XP_010468852.1, XP_010413154.1
OG0015454	CP3_g13068_DN3_SP8_c.t1	XP_010512744.1, XP_010413166.1
OG0015455	CP3_g13069_DN3_SP8_c.t1	XP_010468862.1, XP_010512745.1, XP_010413164.1
OG0015456	CP3_g13089_DN3_SP0_c.t1	XP_010413196.1, XP_010468884.1, XP_010512719.1
OG0015457	CP3_g13092_DN3_SP0_c.t1	XP_010468888.1, XP_010413199.1, XP_010512715.1
OG0015458	CP3_g13105_DN3_SP2_c.t1	XP_010468901.1, XP_010413215.1, XP_010512695.1
OG0015460	CP3_g13120_DN2_SP0_c.t1	XP_010512677.1, XP_010413236.1, XP_010468917.1
OG0015461	CP3_g13124_DN2_SP0_c.t1	XP_010413249.1, XP_010473761.2, XP_010512672.1
OG0015462	CP3_g13129_DN3_SP3_c.t1	XP_010468925.1, XP_010512669.1, XP_010413251.1
OG0015463	CP3_g13139_DN3_SP0_c.t1	XP_010512650.1, XP_010468937.1, XP_010413262.1
OG0015464	CP3_g13153_DN3_SP8_c.t1	XP_010413283.1, XP_010512627.1, XP_010468963.1
OG0015465	CP3_g13154_DN3_SP7_c.t1	XP_010413284.1, XP_010468964.1, XP_010512626.1
OG0015466	CP3_g13165_DN3_SP2_c.t1	XP_010468975.1, XP_010413296.1, XP_010512608.1
OG0015467	CP3_g13169_DN3_SP0_c.t1	XP_010468979.1, XP_010413298.1, XP_010512606.1
OG0015468	CP3_g13189_DN3_SP7_c.t1	XP_010497434.1, XP_010468994.1, XP_010413321.1, XP_010512583.1
OG0015469	CP3_g13199_DN3_SP1_c.t1	XP_010413331.1, XP_010413330.1, XP_010469006.1, XP_010512569.1
OG0015470	CP3_g13204_DN3_SP6_c.t1	XP_010413336.1, XP_010469032.1, XP_010512565.1
OG0015471	CP3_g13208_DN2_SP0_c.t1	XP_010512557.2, XP_010473797.1, XP_019082866.1
OG0015472	CP8_g53127_DN3_SP8_c.t1	XP_010444043.1, XP_010442698.1
OG0015473	CP3_g13230_DN3_SP0_c.t1	XP_010413371.1, XP_010512526.1
OG0015474	CP3_g13242_DN3_SP0_c.t1	XP_019101734.1, XP_010469090.1
OG0015475	CP3_g13247_DN3_SP8_c.t1	XP_010413390.1, XP_010469084.1, XP_019101732.1
OG0015476	CP3_g13255_DN3_SP1_c.t1	XP_010413407.1, XP_010469071.1, XP_010512488.1
OG0015478	CP3_g13289_DN3_SP8_c.t1	XP_010413451.1, XP_010469036.1, XP_010512448.1
OG0015479	CP3_g13300_DN3_SP3_c.t1	XP_010469132.1, XP_019082502.1
OG0015480	CP3_g13307_DN3_SP8_c.t1	XP_010469138.1, XP_010512418.1
OG0015481	CP3_g13308_DN3_SP0_c.t1	XP_010469140.1, XP_010413508.1, XP_010512417.1
OG0015482	CP18_g12619_DN3_SP0_c.t1	XP_010417366.1, XP_010417367.1, XP_010472616.1, XP_010429602.1
OG0015483	CP3_g13338_DN3_SP5_c.t1	XP_010413548.1, XP_010469172.1
OG0015485	CP3_g13355_DN3_SP6_c.t1	XP_010413569.1, XP_010512354.1
OG0015486	CP7_g45229_DN3_SP6_c.t1	XP_010477930.1, XP_010460384.1, XP_010499113.1
OG0015488	CP3_g13367_DN3_SP1_c.t1	XP_019082919.1, XP_010469211.1, XP_010512330.2
OG0015489	CP3_g13375_DN3_SP8_c.t1	XP_010469228.1, XP_019082507.1
OG0015490	CP3_g13390_DN3_SP1_c.t1	XP_010413615.1, XP_010512290.1, XP_010469246.1
OG0015491	CP3_g13394_DN3_SP0_c.t1	XP_010413616.1, XP_010512288.1, XP_010469249.1
OG0015492	CP3_g13413_DN3_SP1_c.t1	XP_010512253.1, XP_010413644.1, XP_010469272.1
OG0015493	CP3_g13436_DN3_SP0_c.t1	XP_010469309.1, XP_010512217.1, XP_010413683.1
OG0015494	CP3_g13448_DN3_SP7_c.t1	XP_010512195.1, XP_010469351.1, XP_010413700.1
OG0015495	CP6_g7339_DN3_SP1_c.t1	XP_010413698.1, XP_010469349.1, XP_010512194.1
OG0015496	CP12_g31754_DN3_SP0_c.t1	XP_010467085.1, XP_010488778.1, XP_010412737.1
OG0015497	CP3_g13459_DN3_SP0_c.t1	XP_010418642.2, XP_010469362.1, XP_019101668.1
OG0015498	CP3_g13475_DN3_SP6_c.t1	XP_010504848.1, XP_010516543.1, XP_010427794.1
OG0015499	CP8_g52670_DN2_SP0_c.t1, CP23_g21481_DN1_SP0_c.t1, CP23_g21589_DN2_SP0_c.t1, CP23_g21473_DN3_SP0_c.t1, CP23_g21792_DN2_SP0_c.t1, CP49_g12845_DN3_SP0_c.t1, CP23_g21520_DN1_SP0_c.t1, CP49_g12847_DN2_SP0_c.t1, CP23_g21791_DN2_SP0_c.t1, CP23_g21587_DN1_SP0_c.t1	XP_010505549.1
OG0015500	CP3_g13491_DN3_SP1_c.t1	XP_010516514.1, XP_010504820.1
OG0015501	CP3_g13501_DN3_SP8_c.t1	XP_019084939.1, XP_010516506.1, XP_019100413.1
OG0015502	CP3_g13503_DN3_SP6_c.t1	XP_010504809.1, XP_010427758.1, XP_010516503.1
OG0015503	CP3_g13507_DN3_SP7_c.t1	XP_010427754.1, XP_010504804.1, XP_010516498.1
OG0015504	CP3_g13511_DN3_SP6_c.t1	XP_010516494.1, XP_010504802.1, XP_010427752.2
OG0015505	CP3_g13512_DN3_SP8_c.t1	XP_010504796.1, XP_010516488.1, XP_010427748.1
OG0015506	CP3_g13548_DN3_SP7_c.t1	XP_010516440.1, XP_010504738.1, XP_010427697.1
OG0015507	CP3_g13566_DN3_SP2_c.t1	XP_019102424.1, XP_010427674.1, XP_010504724.1
OG0015508	CP3_g13567_DN2_SP1_c.t1	XP_010516417.1, XP_010427671.1, XP_010504721.1
OG0015510	CP3_g13587_DN3_SP7_c.t1	XP_010504694.1, XP_010516383.1, XP_010427645.1
OG0015511	CP3_g13590_DN3_SP1_c.t1	XP_019084922.1, XP_010516374.1
OG0015512	CP3_g13593_DN2_SP2_c.t1	XP_010504683.1, XP_010516370.1, XP_010427633.1
OG0015513	CP3_g13607_DN3_SP8_c.t1	XP_010516356.1, XP_010504669.1, XP_010427613.1
OG0015514	CP9_g29404_DN3_SP0_c.t1	XP_010446082.1, XP_010485099.1, XP_010474163.1
OG0015515	CP16_g55716_DN3_SP8_c.t1	XP_010472586.1, XP_010417345.1, XP_010429586.1
OG0015516	CP3_g13642_DN3_SP8_c.t1	XP_010516311.1, XP_010504626.1
OG0015517	CP3_g13679_DN3_SP8_c.t1	XP_010516276.1, XP_010504579.1, XP_010427509.1
OG0015518	CP3_g13685_DN3_SP8_c.t1	XP_010516271.1, XP_010504573.1
OG0015519	CP3_g13689_DN1_SP0_c.t1	XP_010504568.1, XP_010427494.1, XP_010516268.1
OG0015520	CP3_g14935_DN3_SP8_c.t1	XP_010514837.1, XP_010503154.1, XP_010425935.1
OG0015521	CP3_g13703_DN2_SP7_c.t1	XP_010516250.1, XP_010504550.1, XP_010427464.1
OG0015522	CP3_g13706_DN3_SP0_c.t1	XP_010504548.1, XP_019102386.1, XP_010427460.1
OG0015523	CP3_g13724_DN3_SP6_c.t1	XP_010516229.1, XP_010431391.1, XP_010504521.1
OG0015524	CP3_g13731_DN3_SP4_c.t1	XP_010516222.1, XP_010504504.1, XP_010427434.1
OG0015525	CP3_g13737_DN3_SP2_c.t1	XP_010504497.1, XP_010516214.1, XP_010427421.1
OG0015526	CP3_g13746_DN3_SP3_c.t1	XP_010427408.1, XP_010516200.1, XP_010504480.1
OG0015527	CP3_g13749_DN3_SP3_c.t1	XP_010504474.1, XP_010516194.1, XP_010427404.1
OG0015528	CP3_g13759_DN3_SP8_c.t1	XP_010504463.1, XP_010516181.1, XP_010427392.1
OG0015529	CP3_g13764_DN3_SP0_c.t1	XP_010504453.1, XP_010427384.1, XP_010516172.1
OG0015530	CP3_g13765_DN3_SP8_c.t1	XP_010427385.1, XP_010516173.1, XP_010504454.1
OG0015531	CP3_g13783_DN3_SP8_c.t1	XP_019100350.1, XP_010516144.1
OG0015532	CP2_g48933_DN3_SP7_c.t1	XP_010430439.1, XP_010418363.1, XP_010473584.1
OG0015533	CP3_g13810_DN1_SP8_c.t1	XP_010504394.1, XP_010427308.1, XP_010516107.1
OG0015534	CP3_g13814_DN3_SP8_c.t1	XP_010516104.1, XP_010504389.1
OG0015535	CP3_g13819_DN3_SP8_c.t1	XP_010427300.1, XP_010516098.1, XP_010504387.1
OG0015536	CP3_g13824_DN3_SP8_c.t1	XP_010504376.1, XP_010516090.1, XP_019084886.1
OG0015537	CP3_g13827_DN3_SP0_c.t1	XP_010504370.1, XP_010427284.1, XP_010516083.1
OG0015538	CP13_g19158_DN3_SP2_c.t1	XP_010427277.1, XP_010507456.1, XP_010516074.1
OG0015539	CP3_g13834_DN3_SP8_c.t1	XP_010504359.1, XP_010516070.1, XP_010427272.1
OG0015540	CP3_g13842_DN3_SP2_c.t1	XP_010504348.1, XP_010427250.1, XP_010516061.1
OG0015541	CP3_g13852_DN3_SP1_c.t1	XP_010427235.1, XP_010504329.1, XP_010516044.1
OG0015543	CP3_g13860_DN3_SP6_c.t1	XP_010504316.1, XP_010516031.1, XP_010427215.1
OG0015544	CP3_g13861_DN3_SP8_c.t1	XP_010427212.1, XP_010504314.1, XP_010516030.1
OG0015545	CP3_g13866_DN3_SP4_c.t1	XP_010427204.1, XP_010516025.1
OG0015546	CP9_g28380_DN3_SP0_c.t1	XP_019093678.1, XP_010415409.1, XP_010511777.1
OG0015547	CP3_g13891_DN3_SP8_c.t1	XP_010427172.1, XP_010516000.1, XP_010507439.1
OG0015548	CP3_g13896_DN3_SP4_c.t1	XP_010427167.1, XP_010515996.1, XP_010504271.1
OG0015549	CP3_g13910_DN3_SP0_c.t1	XP_019100333.1, XP_010515977.1, XP_010427151.1
OG0015550	CP3_g13914_DN3_SP0_c.t1	XP_010427144.1, XP_010515971.1, XP_010504248.2
OG0015551	CP3_g13918_DN3_SP8_c.t1	XP_010504246.1, XP_010427142.1, XP_010515969.1
OG0015552	CP3_g13920_DN3_SP3_c.t1	XP_010427137.1, XP_010504242.2, XP_010515966.1
OG0015553	CP3_g13921_DN3_SP1_c.t1	XP_010504240.1, XP_010515963.1
OG0015554	CP3_g13934_DN3_SP6_c.t1	XP_010504222.1, XP_010427096.1, XP_010515943.1
OG0015555	CP1_g39418_DN3_SP8_c.t1	XP_010478973.1, XP_010500092.1, XP_010461374.1
OG0015556	CP5_g1785_DN3_SP2_c.t1	XP_010467063.1, XP_010412569.1, XP_010488754.1
OG0015557	CP3_g13964_DN3_SP0_c.t1	XP_010427060.1, XP_010515907.1, XP_010504185.1
OG0015558	CP3_g13967_DN3_SP3_c.t1	XP_010427055.1, XP_010504180.1, XP_010515901.1
OG0015559	CP3_g13972_DN3_SP8_c.t1	XP_010515893.1, XP_010427047.1
OG0015561	CP3_g13998_DN3_SP0_c.t1	XP_010504124.1, XP_010515851.1, XP_010427008.1
OG0015562	CP12_g29824_DN3_SP0_c.t1	XP_010468788.1, XP_019096134.1
OG0015563	CP3_g14049_DN3_SP8_c.t1	XP_010515795.1, XP_010504062.1, XP_010426940.1
OG0015564	CP3_g14058_DN3_SP6_c.t1	XP_010504058.1, XP_010426935.1, XP_010515786.1
OG0015565	CP3_g14064_DN3_SP5_c.t1	XP_010431310.1, XP_019100303.1, XP_019102067.1
OG0015566	CP3_g14079_DN3_SP3_c.t1	XP_010504028.1, XP_010426906.1, XP_010515756.1
OG0015567	CP3_g14091_DN2_SP0_c.t1	XP_010515744.1, XP_010504016.1, XP_010426890.1
OG0015568	CP3_g14094_DN3_SP6_c.t1	XP_010504011.1, XP_010426885.1, XP_019082459.1
OG0015569	CP3_g14097_DN3_SP1_c.t1	XP_010515732.1, XP_010426882.1, XP_010504007.1
OG0015570	CP3_g14107_DN3_SP0_c.t1	XP_010503993.1, XP_010515716.1, XP_010426868.1
OG0015571	CP8_g53357_DN3_SP8_c.t1	XP_010446126.1, XP_010482789.1, XP_010442956.1
OG0015572	CP8_g53343_DN3_SP8_c.t1	XP_010482780.1, XP_010442948.1
OG0015573	CP8_g53311_DN3_SP8_c.t1	XP_010445834.1, XP_010482744.1, XP_010442911.1
OG0015574	CP8_g53309_DN3_SP8_c.t1	XP_010445810.1, XP_010482738.1, XP_010442908.1
OG0015575	CP8_g53296_DN3_SP3_c.t1	XP_010442890.1, XP_010445702.1, XP_010482722.1
OG0015576	CP8_g53295_DN3_SP6_c.t1	XP_010442888.1, XP_010482720.1, XP_010445693.1
OG0015577	CP6_g7264_DN3_SP8_c.t1	XP_010440214.1
OG0015578	CP12_g30836_DN3_SP0_c.t1	XP_010488557.1, XP_010513519.1, XP_010466857.1
OG0015579	CP12_g30837_DN3_SP6_c.t1	XP_010466856.1, XP_010490111.1, XP_010513514.1
OG0015580	CP12_g30844_DN3_SP8_c.t1	XP_010488564.1, XP_010513586.1, XP_010466869.1
OG0015581	CP12_g30846_DN3_SP1_c.t1	XP_010513608.1, XP_010466873.1
OG0015582	CP12_g30849_DN3_SP5_c.t1	XP_010488568.1, XP_010466875.1, XP_010513621.1
OG0015583	CP12_g30860_DN3_SP1_c.t1	XP_010513683.1, XP_010488578.1, XP_010466897.1
OG0015584	CP12_g30864_DN3_SP0_c.t1	XP_010513710.1, XP_010466903.1
OG0015585	CP12_g30871_DN3_SP0_c.t1	XP_010513771.1, XP_010466916.1, XP_010488595.1
OG0015586	CP12_g30889_DN3_SP0_c.t1	XP_019083570.1, XP_010488623.1, XP_010466933.1
OG0015587	CP12_g30894_DN3_SP0_c.t1	XP_010513961.1, XP_010488626.1, XP_010466935.1
OG0015588	CP12_g30908_DN2_SP0_c.t1	XP_010514044.1, XP_010490130.1, XP_010468485.1
OG0015589	CP12_g30909_DN3_SP6_c.t1	XP_010466943.1, XP_010488632.1
OG0015590	CP12_g30960_DN3_SP1_c.t1	XP_010488642.1, XP_010466956.1, XP_010514159.1
OG0015591	CP12_g30961_DN3_SP3_c.t1	XP_010514145.1, XP_010488643.1, XP_010466958.1
OG0015592	CP12_g31029_DN3_SP7_c.t1	XP_010488689.1, XP_010514519.1, XP_010466994.1
OG0015593	CP12_g31028_DN3_SP8_c.t1	XP_010514529.1, XP_019092803.1, XP_010488686.1
OG0015594	CP12_g31067_DN3_SP8_c.t1	XP_010514605.1, XP_010488700.1, XP_010467005.1
OG0015595	CP12_g31071_DN3_SP3_c.t1	XP_010488702.1, XP_010514635.1, XP_010467008.1
OG0015596	CP12_g31088_DN3_SP7_c.t1	XP_010488704.1, XP_010518560.1
OG0015597	CP12_g31126_DN3_SP0_c.t1	XP_010488719.1, XP_010518644.1, XP_010467031.1
OG0015598	CP12_g31138_DN3_SP8_c.t1	XP_010488722.1, XP_010412398.1, XP_010467036.1
OG0015599	CP12_g31242_DN3_SP4_c.t1	XP_010467053.1, XP_010412494.1, XP_010488739.1
OG0015600	CP12_g31288_DN3_SP0_c.t1	XP_010412509.1, XP_010488742.1, XP_010467055.1
OG0015601	CP12_g31493_DN3_SP0_c.t1	XP_010488758.1, XP_010467066.1, XP_010412605.1
OG0015602	CP12_g31703_DN3_SP8_c.t1	XP_010467086.1
OG0015603	CP3_g15736_DN3_SP1_c.t1	XP_010514722.1, XP_010425818.1, XP_010503039.1
OG0015604	CP17_g6019_DN2_SP6_c.t1	XP_010467107.1, XP_010488782.1, XP_010412792.1
OG0015605	CP8_g52762_DN3_SP0_c.t1, CP12_g30823_DN3_SP8_c.t1	XP_010466833.1, XP_010488530.1
OG0015606	CP9_g28224_DN3_SP1_c.t1	XP_019094166.1, XP_010511585.1
OG0015607	CP39_g21142_DN2_SP0_c.t1	XP_010470597.1, XP_010415253.1, XP_010511620.1
OG0015608	CP39_g21148_DN2_SP8_c.t1	XP_010511627.1, XP_019083204.1, XP_010470608.1
OG0015609	CP9_g28259_DN3_SP1_c.t1	XP_010511636.1, XP_010415278.1, XP_010470618.1
OG0015610	CP9_g28274_DN3_SP8_c.t1	XP_010470631.1, XP_010511648.1
OG0015611	CP9_g28284_DN3_SP7_c.t1	XP_010511669.1, XP_010470644.1, XP_010415314.1
OG0015612	CP9_g28303_DN3_SP8_c.t1	XP_010511681.1, XP_010415323.1, XP_010470655.1
OG0015613	CP9_g28300_DN3_SP3_c.t1	XP_010470657.1, XP_010419049.1, XP_010511686.1
OG0015614	CP9_g28354_DN3_SP5_c.t1	XP_010510464.1, XP_010470714.1, XP_010415375.1
OG0015615	CP9_g28361_DN3_SP8_c.t1	XP_010415393.1, XP_010511761.1, XP_010470729.1
OG0015616	CP9_g28373_DN3_SP0_c.t1	XP_019100949.1, XP_010511786.1, XP_010415413.1
OG0015617	CP9_g28381_DN3_SP8_c.t1	XP_010415410.1, XP_010470746.1, XP_019100946.1
OG0015618	CP9_g28392_DN3_SP0_c.t1	XP_010470761.1, XP_019093311.1, XP_010415432.1, XP_010511804.1
OG0015619	CP9_g28396_DN3_SP7_c.t1	XP_010470764.1, XP_010511809.1, XP_010415440.1
OG0015620	CP30_g10061_DN3_SP1_c.t1	XP_010438778.1, XP_010455219.1
OG0015621	CP2_g48806_DN3_SP7_c.t1	XP_010482069.1, XP_010493637.1, XP_010442240.1
OG0015624	CP2_g48762_DN3_SP0_c.t1	XP_010493700.1, XP_010482117.1, XP_010442303.1
OG0015626	CP10_g43707_DN3_SP8_c.t1	XP_010467612.1, XP_010413917.2
OG0015627	CP5_g3398_DN3_SP8_c.t1	XP_010450323.1, XP_010440676.1, XP_010435380.1
OG0015628	CP10_g43689_DN3_SP2_c.t1	XP_010467639.1, XP_010489528.1, XP_010414111.1
OG0015629	CP10_g43684_DN3_SP8_c.t1	XP_010414134.1, XP_010489532.1, XP_010467641.1
OG0015630	CP10_g43676_DN2_SP0_c.t1	XP_010467649.1, XP_010414245.1, XP_010489543.1
OG0015631	CP10_g43673_DN3_SP5_c.t1	XP_010489546.1, XP_010414296.1, XP_010467660.1
OG0015632	CP10_g43668_DN3_SP1_c.t1	XP_010414341.1, XP_010489551.1, XP_010467663.1
OG0015633	CP10_g43658_DN3_SP0_c.t1	XP_019092963.1, XP_019096118.1, XP_010414399.1
OG0015634	CP10_g43632_DN3_SP7_c.t1	XP_010489610.1, XP_010467728.1, XP_010414818.1
OG0015635	CP10_g43628_DN3_SP5_c.t1	XP_010489611.1, XP_010414838.1, XP_010467730.1
OG0015636	CP10_g43623_DN2_SP0_c.t1	XP_010414930.1, XP_010489447.1, XP_010467736.1
OG0015637	CP10_g43591_DN3_SP8_c.t1	XP_010489491.1, XP_019084754.1, XP_010467879.1
OG0015638	CP10_g43587_DN3_SP1_c.t1	XP_010489487.1, XP_010415301.1, XP_010467883.1
OG0015639	CP10_g43583_DN3_SP8_c.t1	XP_010489481.1, XP_010467890.1, XP_010415332.1
OG0015640	CP4_g24600_DN3_SP6_c.t1	XP_010505885.1, XP_010517608.1, XP_010508747.1
OG0015641	CP4_g24608_DN3_SP1_c.t1	XP_010505873.1, XP_010517595.1, XP_010508759.1
OG0015642	CP4_g24613_DN3_SP4_c.t1	XP_010508772.1, XP_010505867.1
OG0015643	CP4_g24623_DN3_SP0_c.t1	XP_010505861.1, XP_010517578.1, XP_010508783.1
OG0015644	CP4_g24627_DN3_SP8_c.t1	XP_010508789.1, XP_010505849.1, XP_010517534.1
OG0015645	CP11_g32292_DN3_SP1_c.t1	XP_019102154.1, XP_019100015.1
OG0015646	CP4_g24634_DN3_SP8_c.t1	XP_010517527.1, XP_010508798.1
OG0015647	CP4_g24649_DN3_SP7_c.t1	XP_010508818.1, XP_010517509.1, XP_019100551.1
OG0015648	CP4_g24652_DN3_SP3_c.t1	XP_010505817.1, XP_010508823.1
OG0015649	CP4_g24682_DN3_SP7_c.t1	XP_010505767.1, XP_010517460.1, XP_010508870.1
OG0015650	CP19_g17825_DN3_SP1_c.t1	XP_010446951.1, XP_010436154.1, XP_010441382.1
OG0015651	CP4_g24692_DN3_SP6_c.t1	XP_010517446.1, XP_010508886.1
OG0015652	CP4_g24694_DN3_SP1_c.t1	XP_010505752.1, XP_010517444.1, XP_010508887.1
OG0015653	CP4_g24711_DN3_SP8_c.t1	XP_010517409.1, XP_010508914.1, XP_010505717.1
OG0015654	CP4_g24730_DN3_SP0_c.t1	XP_010505694.1, XP_010517376.1, XP_010508941.1
OG0015655	CP4_g24733_DN2_SP0_c.t1	XP_010517369.1, XP_010505687.1, XP_010508945.1
OG0015656	CP4_g24734_DN3_SP0_c.t1	XP_010505689.1, XP_010517370.1, XP_010508949.1
OG0015657	CP4_g24738_DN2_SP0_c.t1	XP_010517362.1, XP_010505683.1, XP_010508952.1
OG0015658	CP4_g24759_DN3_SP8_c.t1	XP_010505646.1, XP_010517318.1, XP_010508994.1
OG0015659	CP4_g24761_DN3_SP5_c.t1	XP_010505645.1, XP_010517315.1, XP_010508996.1
OG0015660	CP4_g24769_DN3_SP3_c.t1	XP_010505638.1, XP_010509002.1, XP_010517309.1
OG0015661	CP4_g24780_DN3_SP0_c.t1	XP_010509015.1, XP_010505615.1, XP_010517289.1
OG0015662	CP4_g24812_DN3_SP8_c.t1	XP_010509072.1, XP_010505572.1, XP_010517244.1
OG0015663	CP4_g24825_DN3_SP6_c.t1	XP_010517222.1, XP_010509094.1
OG0015664	CP4_g24832_DN3_SP0_c.t1	XP_019101251.1, XP_019099772.1
OG0015665	CP30_g9991_DN3_SP1_c.t1	XP_010465004.1, XP_019096141.1
OG0015666	CP4_g24837_DN3_SP5_c.t1	XP_010509106.1, XP_010505541.1, XP_010517209.1
OG0015668	CP4_g24851_DN3_SP1_c.t1	XP_010509170.1, XP_010505525.1
OG0015669	CP4_g24859_DN3_SP5_c.t1	XP_010505509.1, XP_010517170.1, XP_010509156.1
OG0015670	CP4_g24864_DN3_SP1_c.t1	XP_010517155.1, XP_010505491.1, XP_010509139.1
OG0015671	CP13_g19649_DN3_SP0_c.t1	XP_010502147.1, XP_010424936.1
OG0015672	CP4_g24869_DN3_SP0_c.t1	XP_010509138.1, XP_010505485.1, XP_010517152.1
OG0015673	CP4_g24883_DN3_SP6_c.t1	XP_010505463.1, XP_010517134.1, XP_010509179.1
OG0015674	CP4_g24889_DN3_SP0_c.t1	XP_010509186.1, XP_010517125.1, XP_010505457.1
OG0015675	CP4_g24908_DN3_SP0_c.t1	XP_010505431.1, XP_010517104.1, XP_010509216.1
OG0015676	CP4_g24911_DN3_SP7_c.t1	XP_010509220.1, XP_010505428.1, XP_010517101.1
OG0015677	CP4_g24912_DN3_SP8_c.t1	XP_010509222.1, XP_010505425.1, XP_010517098.1
OG0015678	CP29_g22107_DN3_SP5_c.t1	XP_010455291.1, XP_010421789.1, XP_010436327.1
OG0015679	CP4_g24920_DN3_SP2_c.t1	XP_010505414.1, XP_010509232.1, XP_010517087.1
OG0015680	CP4_g24945_DN3_SP0_c.t1	XP_010505377.1, XP_010517057.1, XP_010509273.1
OG0015681	CP4_g24952_DN3_SP4_c.t1	XP_010509279.1, XP_019100484.1
OG0015682	CP3_g15565_DN3_SP7_c.t1	XP_010427115.1, XP_010514751.1, XP_010503066.1
OG0015683	CP4_g24965_DN3_SP7_c.t1	XP_010517038.1, XP_010509296.1, XP_010505358.1
OG0015684	CP4_g24967_DN2_SP8_c.t1	XP_010517036.1, XP_010505357.1
