Orthogroup	Conringia_planisiliqua	Capsella_rubella
OG0014502	CP19_g18169_DN3_SP8_c.t1	XP_006282961.1
OG0014503	CP19_g18176_DN3_SP6_c.t1	XP_023634734.1
OG0014504	CP19_g18180_DN3_SP7_c.t1	XP_006283607.2
OG0014505	CP16_g55238_DN3_SP1_c.t1	XP_006293431.1
OG0014506	CP3_g14845_DN3_SP2_c.t1	XP_023637814.1
OG0014507	CP24_g47147_DN3_SP8_c.t1	XP_023636694.1
OG0014508	CP24_g47229_DN3_SP6_c.t1	XP_006296073.1
OG0014509	CP24_g47260_DN3_SP0_c.t1	XP_006295089.2
OG0014510	CP24_g47446_DN3_SP8_c.t1	XP_006293376.1
OG0014511	CP4_g26649_DN3_SP8_c.t1	XP_023639809.1
OG0014512	CP7_g46342_DN3_SP8_c.t1	XP_023639453.1
OG0014513	CP4_g26748_DN2_SP7_c.t1	XP_006293962.2
OG0014514	CP4_g26773_DN3_SP8_c.t1	XP_006293547.1
OG0014515	CP4_g26306_DN3_SP1_c.t1	XP_006293569.1
OG0014516	CP4_g26322_DN3_SP5_c.t1	XP_006293969.1
OG0014517	CP4_g26097_DN3_SP0_c.t1	XP_006295999.1
OG0014518	CP4_g26092_DN2_SP0_c.t1	XP_006296317.1
OG0014519	CP4_g26087_DN3_SP0_c.t1	XP_006293390.2
OG0014520	CP4_g26026_DN3_SP0_c.t1	XP_023640862.1
OG0014521	CP4_g25979_DN3_SP0_c.t1	XP_023640237.1
OG0014522	CP4_g25969_DN3_SP0_c.t1	XP_006293360.1
OG0014523	CP4_g25954_DN3_SP5_c.t1	XP_006294108.1
OG0014524	CP4_g25948_DN3_SP3_c.t1	XP_006294057.1
OG0014525	CP4_g25941_DN3_SP2_c.t1	XP_023639843.1
OG0014526	CP4_g25933_DN3_SP8_c.t1	XP_006294965.1
OG0014527	CP4_g25926_DN3_SP8_c.t1	XP_006293920.1
OG0014528	CP4_g25921_DN3_SP8_c.t1	XP_023640096.1
OG0014529	CP4_g25916_DN3_SP8_c.t1	XP_006293778.1
OG0014530	CP4_g25896_DN3_SP1_c.t1	XP_006295626.1
OG0014531	CP4_g25887_DN3_SP0_c.t1	XP_006295346.1
OG0014532	CP4_g25882_DN3_SP8_c.t1	XP_006293604.1
OG0014533	CP4_g25877_DN2_SP0_c.t1	XP_006293375.1
OG0014534	CP4_g25876_DN3_SP1_c.t1	XP_006294797.1
OG0014535	CP4_g25861_DN3_SP1_c.t1	XP_006294546.1
OG0014536	CP4_g25839_DN3_SP7_c.t1	XP_006294406.1
OG0014537	CP4_g25836_DN3_SP1_c.t1	XP_023640988.1
OG0014538	CP4_g25797_DN3_SP2_c.t1	XP_006293668.1
OG0014539	CP4_g25787_DN3_SP8_c.t1	XP_006293820.1
OG0014540	CP4_g25785_DN3_SP8_c.t1	XP_006296374.1
OG0014541	CP4_g25767_DN3_SP0_c.t1	XP_006293616.1
OG0014542	CP4_g25756_DN3_SP8_c.t1	XP_006294530.1
OG0014543	CP4_g25749_DN3_SP0_c.t1	XP_006294657.2
OG0014544	CP4_g25741_DN3_SP5_c.t1	XP_023640107.1
OG0014545	CP4_g25729_DN3_SP3_c.t1	XP_006295069.1
OG0014546	CP4_g25724_DN3_SP2_c.t1	XP_006294040.1
OG0014547	CP4_g25672_DN2_SP0_c.t1	XP_023640576.1
OG0014548	CP4_g25634_DN3_SP4_c.t1	XP_023636744.1
OG0014550	CP4_g25619_DN3_SP5_c.t1	XP_006295930.1
OG0014551	CP4_g25618_DN3_SP5_c.t1	XP_006293618.1
OG0014552	CP4_g25616_DN3_SP8_c.t1	XP_006293935.1
OG0014553	CP4_g25604_DN3_SP8_c.t1	XP_023640659.1
OG0014554	CP4_g25600_DN3_SP0_c.t1	XP_006295526.2
OG0014555	CP19_g18230_DN2_SP0_c.t1	XP_006285260.1
OG0014556	CP4_g25567_DN3_SP2_c.t1	XP_006293957.1
OG0014557	CP4_g25560_DN2_SP0_c.t1	XP_006295219.2
OG0014558	CP4_g25548_DN3_SP8_c.t1	XP_006293867.1
OG0014559	CP4_g25544_DN3_SP8_c.t1	XP_006293929.1
OG0014560	CP4_g25540_DN3_SP6_c.t1	XP_006295213.1
OG0014562	CP4_g25522_DN3_SP0_c.t1	XP_006294218.1
OG0014563	CP4_g25508_DN3_SP5_c.t1	XP_023639762.1
OG0014564	CP4_g25502_DN3_SP2_c.t1	XP_006293361.1
OG0014565	CP4_g25481_DN3_SP1_c.t1	XP_006293465.1
OG0014566	CP4_g25476_DN3_SP1_c.t1	XP_006295888.1
OG0014567	CP4_g25462_DN3_SP8_c.t1	XP_006294195.2
OG0014568	CP4_g25461_DN3_SP1_c.t1	XP_006294179.1
OG0014570	CP13_g20289_DN2_SP0_c.t1	XP_006282187.1
OG0014571	CP13_g20251_DN3_SP5_c.t1	XP_006280981.2
OG0014572	CP13_g20241_DN3_SP7_c.t1	XP_006280386.2
OG0014573	CP13_g20239_DN3_SP8_c.t1	XP_006279940.2
OG0014574	CP13_g20236_DN3_SP0_c.t1	XP_023633319.1
OG0014575	CP13_g20235_DN3_SP3_c.t1	XP_006279679.1
OG0014576	CP13_g20224_DN3_SP2_c.t1	XP_006280294.1
OG0014577	CP13_g20214_DN2_SP3_c.t1	XP_006280804.2
OG0014578	CP13_g20193_DN3_SP0_c.t1	XP_006281830.1
OG0014579	CP13_g20192_DN3_SP5_c.t1	XP_006280354.2
OG0014580	CP13_g20190_DN3_SP3_c.t1	XP_006279558.1
OG0014581	CP13_g20181_DN3_SP8_c.t1	XP_006281763.1
OG0014582	CP19_g18119_DN3_SP0_c.t1	XP_006282784.2
OG0014583	CP19_g18112_DN3_SP0_c.t1	XP_006286213.1
OG0014584	CP19_g18108_DN3_SP2_c.t1	XP_006285475.1
OG0014585	CP19_g18101_DN3_SP0_c.t1	XP_006284786.1
OG0014586	CP19_g18100_DN3_SP6_c.t1	XP_006284272.1
OG0014587	CP19_g18090_DN3_SP3_c.t1	XP_023635648.1
OG0014588	CP19_g18088_DN3_SP0_c.t1	XP_006286169.1
OG0014589	CP1_g38405_DN3_SP0_c.t1	XP_006307471.2
OG0014590	CP1_g38410_DN3_SP0_c.t1	XP_006306257.2
OG0014592	CP1_g38466_DN3_SP8_c.t1	XP_006307245.1
OG0014593	CP1_g38472_DN3_SP4_c.t1	XP_006305657.1
OG0014594	CP7_g45122_DN3_SP1_c.t1	XP_006304467.1
OG0014595	CP1_g38672_DN3_SP8_c.t1	XP_006304450.1
OG0014596	CP9_g29312_DN3_SP6_c.t1	XP_023643391.1
OG0014597	CP1_g38643_DN3_SP8_c.t1	XP_006306871.1
OG0014598	CP1_g38639_DN3_SP3_c.t1	XP_006306377.1
OG0014599	CP1_g38531_DN3_SP3_c.t1	XP_023632911.1
OG0014600	CP1_g38528_DN3_SP7_c.t1	XP_006305539.1
OG0014601	CP7_g45108_DN3_SP1_c.t1	XP_006306638.1
OG0014602	CP7_g45107_DN3_SP2_c.t1	XP_006303151.1
OG0014603	CP7_g45099_DN3_SP8_c.t1	XP_006306906.1
OG0014604	CP7_g45093_DN3_SP0_c.t1	XP_023645261.1
OG0014605	CP7_g45081_DN3_SP8_c.t1	XP_023645445.1
OG0014606	CP7_g45072_DN3_SP4_c.t1	XP_006307594.1
OG0014607	CP7_g45058_DN3_SP5_c.t1	XP_006303414.1
OG0014608	CP7_g45057_DN3_SP8_c.t1	XP_006307000.1
OG0014609	CP7_g45046_DN3_SP0_c.t1	XP_006305509.1
OG0014610	CP7_g45009_DN3_SP0_c.t1	XP_006306142.2
OG0014611	CP7_g44989_DN3_SP0_c.t1	XP_006305984.1
OG0014612	CP7_g44972_DN3_SP6_c.t1	XP_006306787.1
OG0014613	CP7_g44956_DN2_SP0_c.t1	XP_006304435.1
OG0014614	CP7_g44946_DN3_SP8_c.t1	XP_006305826.1
OG0014615	CP7_g44914_DN3_SP8_c.t1	XP_023645475.1
OG0014616	CP7_g44908_DN3_SP8_c.t1	XP_006306611.1
OG0014617	CP7_g44898_DN3_SP8_c.t1	XP_006307659.1
OG0014618	CP7_g44891_DN3_SP5_c.t1	XP_006305599.1
OG0014619	CP7_g44889_DN3_SP0_c.t1	XP_006307712.1
OG0014620	CP7_g44852_DN3_SP2_c.t1	XP_023645778.1
OG0014621	CP7_g44848_DN3_SP0_c.t1	XP_023645524.1
OG0014622	CP7_g44847_DN3_SP8_c.t1	XP_006305272.1
OG0014623	CP19_g18196_DN3_SP7_c.t1	XP_006285210.1
OG0014624	CP7_g44837_DN3_SP1_c.t1, CP6_g7650_DN3_SP6_c.t1	XP_006303892.1
OG0014625	CP7_g44832_DN3_SP8_c.t1	XP_023632703.1
OG0014626	CP7_g44828_DN3_SP3_c.t1	XP_006306427.1
OG0014627	CP7_g44811_DN3_SP8_c.t1	XP_023645812.1
OG0014628	CP7_g44809_DN3_SP6_c.t1	XP_006305790.1
OG0014629	CP7_g44803_DN3_SP8_c.t1	XP_023632915.1
OG0014630	CP7_g44795_DN3_SP2_c.t1	XP_006307534.1
OG0014631	CP7_g44787_DN3_SP7_c.t1	XP_006305672.1
OG0014632	CP7_g44786_DN2_SP8_c.t1	XP_006304301.1
OG0014633	CP7_g44769_DN3_SP7_c.t1	XP_006305715.1
OG0014634	CP7_g44763_DN3_SP8_c.t1	XP_023645248.1
OG0014635	CP7_g44760_DN2_SP0_c.t1	XP_006304931.1
OG0014636	CP7_g44757_DN3_SP0_c.t1	XP_006304872.1
OG0014637	CP7_g44754_DN3_SP0_c.t1	XP_006303518.1
OG0014638	CP7_g44732_DN3_SP8_c.t1	XP_006306929.1
OG0014639	CP7_g44731_DN3_SP0_c.t1	XP_006303657.1
OG0014640	CP7_g44730_DN3_SP8_c.t1	XP_006304811.1
OG0014641	CP7_g44715_DN3_SP8_c.t1	XP_006307294.1
OG0014642	CP7_g44686_DN3_SP6_c.t1	XP_023645330.1
OG0014643	CP7_g44685_DN3_SP7_c.t1	XP_006307539.2
OG0014644	CP7_g44677_DN3_SP8_c.t1	XP_023645546.1
OG0014645	CP7_g44672_DN3_SP0_c.t1	XP_006304218.1
OG0014646	CP7_g44660_DN3_SP1_c.t1	XP_006307334.1
OG0014647	CP7_g44639_DN3_SP8_c.t1	XP_006304148.1
OG0014648	CP13_g19558_DN3_SP2_c.t1	XP_023638101.1
OG0014649	CP13_g19552_DN3_SP4_c.t1	XP_006292485.1
OG0014650	CP13_g19536_DN1_SP0_c.t1	XP_006292987.1
OG0014651	CP13_g19525_DN3_SP4_c.t1	XP_006290835.1
OG0014652	CP13_g19505_DN3_SP1_c.t1	XP_006291759.1
OG0014653	CP19_g18156_DN2_SP8_c.t1	XP_006285931.1
OG0014654	CP13_g19503_DN3_SP2_c.t1	XP_006290721.1
OG0014655	CP13_g19492_DN3_SP8_c.t1	XP_006293016.1
OG0014656	CP13_g19489_DN3_SP3_c.t1	XP_023638670.1
OG0014657	CP2_g47613_DN3_SP0_c.t1	XP_023643187.1
OG0014658	CP2_g47616_DN3_SP3_c.t1	XP_006280959.2
OG0014659	CP2_g47633_DN3_SP2_c.t1	XP_006279789.1
OG0014661	CP2_g47658_DN3_SP4_c.t1	XP_006280060.1
OG0014662	CP2_g47659_DN3_SP4_c.t1	XP_006280566.1
OG0014663	CP2_g47662_DN3_SP6_c.t1	XP_006280187.1
OG0014664	CP2_g47663_DN3_SP8_c.t1	XP_006280329.1
OG0014665	CP2_g47676_DN3_SP2_c.t1	XP_006282234.1
OG0014666	CP2_g47679_DN3_SP0_c.t1	XP_006279725.1
OG0014667	CP2_g47681_DN3_SP5_c.t1	XP_006280633.1
OG0014668	CP2_g47694_DN3_SP0_c.t1	XP_023638786.1
OG0014669	CP2_g47700_DN3_SP0_c.t1, CP2_g47706_DN3_SP0_c.t1	XP_006280510.1
OG0014672	CP2_g47719_DN3_SP6_c.t1	XP_006280895.1
OG0014673	CP2_g47733_DN3_SP0_c.t1	XP_023633550.1
OG0014674	CP2_g47741_DN3_SP0_c.t1	XP_023636785.1
OG0014675	CP2_g47778_DN3_SP6_c.t1	XP_006281510.1
OG0014676	CP2_g47781_DN3_SP5_c.t1	XP_006281591.1
OG0014677	CP2_g47791_DN3_SP0_c.t1	XP_006280641.2
OG0014678	CP2_g47808_DN3_SP0_c.t1	XP_023640396.1
OG0014679	CP2_g47813_DN3_SP0_c.t1	XP_006280612.2
OG0014680	CP2_g47825_DN3_SP8_c.t1	XP_006280853.2
OG0014681	CP2_g47834_DN3_SP0_c.t1	XP_006281755.1
OG0014682	CP2_g47840_DN3_SP8_c.t1	XP_023638803.1
OG0014683	CP2_g47855_DN3_SP8_c.t1	XP_023645466.1
OG0014684	CP2_g47858_DN3_SP4_c.t1	XP_006279898.1
OG0014685	CP2_g47859_DN3_SP8_c.t1	XP_006280078.1
OG0014686	CP2_g47863_DN3_SP7_c.t1	XP_006282245.1
OG0014687	CP2_g47875_DN3_SP5_c.t1	XP_006280266.1
OG0014688	CP2_g47881_DN3_SP4_c.t1	XP_006279929.1
OG0014689	CP2_g47887_DN3_SP5_c.t1	XP_023639980.1
OG0014690	CP2_g47906_DN3_SP7_c.t1	XP_006280708.1
OG0014691	CP2_g47911_DN3_SP2_c.t1	XP_006279923.1
OG0014692	CP2_g47915_DN3_SP5_c.t1	XP_023640026.1
OG0014693	CP2_g47944_DN3_SP3_c.t1	XP_006281746.2
OG0014694	CP2_g47967_DN3_SP8_c.t1	XP_006281034.1
OG0014695	CP2_g47968_DN3_SP8_c.t1	XP_006279731.1
OG0014696	CP2_g47969_DN3_SP6_c.t1	XP_006280122.1
OG0014697	CP2_g47971_DN3_SP7_c.t1	XP_006281766.1
OG0014698	CP2_g47972_DN3_SP4_c.t1	XP_006280253.1
OG0014699	CP2_g47992_DN3_SP6_c.t1	XP_006294090.1
OG0014700	CP2_g47981_DN3_SP1_c.t1	XP_023643530.1
OG0014701	CP2_g47998_DN3_SP7_c.t1	XP_006280218.1
OG0014703	CP2_g48002_DN3_SP0_c.t1	XP_023641077.1
OG0014704	CP2_g48008_DN3_SP8_c.t1	XP_006281131.1
OG0014705	CP2_g48009_DN1_SP0_c.t1	XP_006280287.1
OG0014706	CP2_g48030_DN3_SP0_c.t1	XP_023633456.1
OG0014707	CP2_g48045_DN3_SP1_c.t1	XP_006280331.1
OG0014708	CP2_g48072_DN3_SP5_c.t1	XP_006282174.1
OG0014709	CP2_g48073_DN3_SP8_c.t1	XP_006279913.1
OG0014710	CP2_g48091_DN3_SP3_c.t1	XP_006281008.1
OG0014711	CP2_g48096_DN3_SP6_c.t1	XP_006281693.1
OG0014712	CP2_g48098_DN3_SP6_c.t1	XP_006280595.1
OG0014713	CP2_g48102_DN3_SP0_c.t1	XP_006280451.1
OG0014714	CP2_g48110_DN3_SP0_c.t1	XP_006281018.1
OG0014715	CP2_g48112_DN3_SP6_c.t1	XP_023635882.1
OG0014717	CP2_g48135_DN3_SP8_c.t1	XP_006279662.1
OG0014718	CP2_g48145_DN3_SP8_c.t1	XP_023642235.1
OG0014719	CP2_g48157_DN1_SP0_c.t1	XP_006279551.1
OG0014720	CP2_g48165_DN3_SP0_c.t1	XP_006280383.1
OG0014721	CP2_g48176_DN3_SP5_c.t1	XP_023644391.1
OG0014722	CP2_g48189_DN3_SP8_c.t1	XP_006281903.1
OG0014723	CP2_g48213_DN3_SP1_c.t1	XP_006292961.1
OG0014724	CP2_g48214_DN3_SP0_c.t1	XP_006282075.1
OG0014725	CP2_g48216_DN3_SP5_c.t1	XP_023636206.1
OG0014726	CP2_g48224_DN3_SP8_c.t1	XP_006280458.1
OG0014728	CP2_g48278_DN3_SP0_c.t1	XP_023637639.1
OG0014729	CP2_g48280_DN3_SP0_c.t1	XP_023635755.1
OG0014730	CP2_g48299_DN3_SP8_c.t1	XP_006287013.1
OG0014731	CP2_g48301_DN2_SP0_c.t1	XP_006287966.1
OG0014732	CP2_g48310_DN3_SP8_c.t1	XP_006287134.1
OG0014733	CP1_g38676_DN3_SP3_c.t1	XP_023644837.1
OG0014734	CP2_g48328_DN3_SP0_c.t1	XP_006287298.1
OG0014735	CP3_g14846_DN3_SP7_c.t1	XP_023637812.1
OG0014736	CP2_g48346_DN3_SP1_c.t1	XP_006286349.1
OG0014737	CP2_g48349_DN3_SP0_c.t1	XP_006289565.1
OG0014738	CP2_g48350_DN3_SP8_c.t1	XP_023636686.1
OG0014740	CP2_g48355_DN3_SP6_c.t1	XP_006287156.1
OG0014741	CP2_g48358_DN3_SP4_c.t1	XP_023635780.1
OG0014742	CP2_g48374_DN3_SP8_c.t1	XP_006288304.1
OG0014743	CP2_g48375_DN3_SP0_c.t1	XP_023636490.1
OG0014744	CP34_g51572_DN2_SP0_c.t1	XP_006289007.1
OG0014745	CP2_g48376_DN3_SP0_c.t1	XP_006288106.1
OG0014746	CP2_g48380_DN3_SP0_c.t1	XP_006287682.1
OG0014747	CP2_g48392_DN3_SP8_c.t1	XP_023636511.1
OG0014748	CP2_g48398_DN3_SP2_c.t1	XP_006289241.1
OG0014749	CP2_g48399_DN2_SP0_c.t1	XP_006287361.1
OG0014750	CP2_g48404_DN3_SP0_c.t1	XP_006287508.1
OG0014751	CP2_g48409_DN3_SP0_c.t1	XP_006288885.1
OG0014752	CP2_g48440_DN3_SP8_c.t1	XP_006289879.1
OG0014753	CP2_g48491_DN3_SP5_c.t1	XP_006288877.2
OG0014754	CP2_g48497_DN3_SP1_c.t1	XP_006290118.1
OG0014755	CP2_g48500_DN3_SP3_c.t1	XP_023635959.1
OG0014756	CP2_g48502_DN3_SP0_c.t1	XP_006289278.1
OG0014757	CP2_g48513_DN3_SP0_c.t1	XP_006286989.1
OG0014758	CP8_g54396_DN3_SP3_c.t1	XP_006287751.1
OG0014759	CP8_g54366_DN3_SP8_c.t1	XP_006286972.1
OG0014760	CP8_g54342_DN3_SP7_c.t1	XP_006288021.1
OG0014762	CP8_g54315_DN3_SP8_c.t1	XP_006288934.1
OG0014763	CP8_g54299_DN3_SP0_c.t1	XP_006288683.1
OG0014764	CP8_g54283_DN3_SP8_c.t1	XP_006287321.2
OG0014765	CP8_g54280_DN3_SP8_c.t1	XP_006287652.1
OG0014766	CP8_g54279_DN3_SP2_c.t1	XP_006286914.1
OG0014767	CP8_g54267_DN3_SP8_c.t1	XP_006288077.1
OG0014768	CP8_g54266_DN3_SP7_c.t1	XP_006287593.1
OG0014769	CP8_g54261_DN3_SP0_c.t1	XP_006289225.1
OG0014770	CP8_g54235_DN3_SP8_c.t1	XP_006290016.1
OG0014771	CP8_g54222_DN3_SP5_c.t1	XP_006289144.1
OG0014772	CP8_g54206_DN3_SP7_c.t1	XP_006288530.2
OG0014773	CP8_g54188_DN3_SP8_c.t1	XP_006288288.1
OG0014774	CP8_g54182_DN3_SP1_c.t1	XP_023636351.1
OG0014775	CP8_g54178_DN3_SP8_c.t1	XP_006287736.1
OG0014776	CP7_g45489_DN3_SP7_c.t1	XP_023645274.1
OG0014777	CP8_g54168_DN3_SP8_c.t1	XP_023637357.1
OG0014778	CP8_g54159_DN3_SP7_c.t1	XP_006287721.1
OG0014779	CP8_g54158_DN3_SP0_c.t1	XP_006289780.1
OG0014780	CP8_g54151_DN3_SP8_c.t1	XP_023636919.1
OG0014781	CP8_g54134_DN3_SP8_c.t1	XP_006286975.1
OG0014782	CP8_g54122_DN3_SP8_c.t1	XP_023636358.1
OG0014783	CP12_g30850_DN3_SP3_c.t1	XP_006299053.2
OG0014784	CP8_g54116_DN3_SP0_c.t1	XP_006290201.1
OG0014785	CP8_g54115_DN2_SP8_c.t1	XP_006288979.1
OG0014786	CP10_g43993_DN1_SP0_c.t1	XP_006281897.1
OG0014787	CP8_g53327_DN3_SP8_c.t1	XP_006282256.1
OG0014788	CP8_g54096_DN3_SP8_c.t1	XP_006281832.1
OG0014789	CP8_g54082_DN3_SP0_c.t1	XP_006282065.1
OG0014790	CP8_g54081_DN3_SP8_c.t1	XP_006280064.1
OG0014791	CP8_g54078_DN3_SP0_c.t1	XP_006280577.1
OG0014792	CP8_g54075_DN3_SP8_c.t1	XP_006280984.1
OG0014793	CP8_g54040_DN3_SP0_c.t1	XP_023633523.1
OG0014795	CP8_g54007_DN3_SP8_c.t1	XP_006280518.1
OG0014796	CP8_g54000_DN3_SP6_c.t1	XP_006279692.1
OG0014797	CP8_g53956_DN3_SP0_c.t1	XP_006281984.1
OG0014798	CP5_g1633_DN3_SP8_c.t1	XP_006283980.1
OG0014799	CP8_g53951_DN3_SP8_c.t1	XP_006280714.2
OG0014800	CP8_g53947_DN2_SP0_c.t1	XP_006281262.1
OG0014801	CP8_g53935_DN1_SP0_c.t1	XP_006281963.1
OG0014802	CP8_g53933_DN3_SP6_c.t1	XP_006282191.1
OG0014803	CP8_g53917_DN3_SP0_c.t1	XP_023642534.1
OG0014804	CP8_g53915_DN3_SP8_c.t1	XP_006279761.1
OG0014805	CP8_g53872_DN3_SP5_c.t1	XP_006280227.1
OG0014806	CP8_g53862_DN3_SP7_c.t1	XP_006280567.1
OG0014807	CP8_g53855_DN3_SP5_c.t1	XP_006279969.1
OG0014808	CP8_g53854_DN3_SP0_c.t1	XP_023636575.1
OG0014809	CP8_g53845_DN3_SP7_c.t1	XP_023633596.1
OG0014810	CP8_g53832_DN3_SP1_c.t1	XP_006279686.2
OG0014811	CP8_g53825_DN3_SP4_c.t1	XP_023638494.1
OG0014812	CP8_g53823_DN3_SP3_c.t1	XP_006279807.1
OG0014813	CP8_g53816_DN3_SP0_c.t1	XP_006282199.2
OG0014814	CP8_g53814_DN3_SP0_c.t1	XP_006281609.1
OG0014815	CP8_g53756_DN3_SP3_c.t1	XP_006282217.1
OG0014816	CP8_g53812_DN3_SP8_c.t1	XP_006279762.1
OG0014817	CP8_g53807_DN3_SP1_c.t1	XP_006280154.1
OG0014818	CP8_g53792_DN3_SP1_c.t1	XP_023636952.1
OG0014819	CP8_g53790_DN3_SP7_c.t1	XP_006280470.1
OG0014820	CP8_g53770_DN1_SP0_c.t1	XP_006281947.2
OG0014821	CP8_g53768_DN3_SP8_c.t1	XP_006280338.1
OG0014822	CP8_g53765_DN3_SP8_c.t1	XP_023641424.1
OG0014823	CP8_g53762_DN3_SP5_c.t1	XP_006281473.1
OG0014824	CP8_g53760_DN3_SP8_c.t1	XP_006280396.1
OG0014825	CP8_g53738_DN3_SP8_c.t1	XP_006282054.2
OG0014826	CP8_g53736_DN3_SP5_c.t1	XP_006280263.1
OG0014827	CP13_g19641_DN3_SP8_c.t1	XP_023638495.1
OG0014828	CP10_g43691_DN3_SP2_c.t1	XP_006300063.2
OG0014829	CP17_g4986_DN2_SP0_c.t1, CP17_g4895_DN2_SP0_c.t1	XP_006298447.2
OG0014830	CP8_g53698_DN3_SP7_c.t1	XP_006280494.1
OG0014831	CP8_g53699_DN3_SP0_c.t1	XP_006281293.1
OG0014832	CP8_g53711_DN3_SP7_c.t1	XP_023637186.1
OG0014833	CP8_g53664_DN3_SP8_c.t1	XP_006279942.1
OG0014834	CP8_g53663_DN3_SP4_c.t1	XP_006281887.2
OG0014835	CP8_g53652_DN3_SP8_c.t1	XP_006280336.1
OG0014836	CP8_g53606_DN3_SP0_c.t1	XP_023645716.1
OG0014837	CP8_g53594_DN1_SP0_c.t1	XP_006281316.1
OG0014838	CP8_g53590_DN3_SP0_c.t1	XP_006281479.1
OG0014839	CP8_g53559_DN3_SP0_c.t1	XP_006280016.1
OG0014840	CP8_g53578_DN3_SP8_c.t1	XP_006301149.1, XP_006280585.1
OG0014841	CP8_g53576_DN3_SP7_c.t1	XP_006279740.1
OG0014843	CP8_g53571_DN3_SP0_c.t1	XP_006281323.2
OG0014844	CP8_g53568_DN2_SP2_c.t1	XP_006279914.1
OG0014845	CP8_g53560_DN2_SP0_c.t1	XP_023645816.1
OG0014846	CP8_g53543_DN3_SP8_c.t1	XP_006280334.1
OG0014847	CP8_g53533_DN3_SP3_c.t1	XP_006279574.1
OG0014848	CP8_g53524_DN3_SP8_c.t1	XP_006280297.1
OG0014849	CP8_g53453_DN3_SP7_c.t1	XP_006280915.1
OG0014850	CP3_g14417_DN3_SP7_c.t1	XP_006290272.1
OG0014851	CP3_g14431_DN3_SP8_c.t1	XP_006290824.1
OG0014852	CP3_g14442_DN3_SP8_c.t1	XP_006291319.2
OG0014853	CP3_g14461_DN3_SP0_c.t1	XP_023638230.1
OG0014854	CP3_g14479_DN3_SP8_c.t1	XP_006290921.1
OG0014855	CP3_g14480_DN3_SP4_c.t1	XP_006290867.1
OG0014856	CP3_g14496_DN1_SP0_c.t1	XP_023638819.1
OG0014857	CP11_g32068_DN3_SP3_c.t1	XP_006302081.2
OG0014858	CP11_g32052_DN3_SP3_c.t1	XP_006288629.1
OG0014859	CP11_g33147_DN3_SP0_c.t1	XP_006289951.1
OG0014860	CP11_g33154_DN3_SP0_c.t1	XP_023637563.1
OG0014861	CP4_g24804_DN3_SP4_c.t1	XP_006293689.1
OG0014862	CP11_g33183_DN3_SP0_c.t1	XP_006289157.1
OG0014863	CP11_g33296_DN1_SP0_c.t1	XP_006289981.1
OG0014864	CP11_g33281_DN3_SP0_c.t1	XP_006289503.1, XP_006279170.1
OG0014865	CP11_g33278_DN3_SP0_c.t1	XP_006287094.1
OG0014866	CP11_g33270_DN3_SP0_c.t1	XP_006286677.1
OG0014869	CP11_g33227_DN3_SP7_c.t1	XP_006286559.1
OG0014870	CP14_g22700_DN3_SP4_c.t1	XP_006279426.2
OG0014871	CP11_g33197_DN3_SP7_c.t1	XP_006287574.1
OG0014872	CP11_g33196_DN3_SP1_c.t1	XP_006289422.1
OG0014873	CP19_g18235_DN3_SP1_c.t1	XP_023634401.1
OG0014874	CP11_g33307_DN3_SP0_c.t1	XP_023636195.1
OG0014875	CP11_g33309_DN2_SP1_c.t1	XP_023636197.1
OG0014876	CP11_g33310_DN3_SP0_c.t1	XP_006289597.1
OG0014877	CP11_g33312_DN3_SP8_c.t1	XP_023636438.1
OG0014879	CP11_g33324_DN3_SP0_c.t1	XP_006287867.1
OG0014881	CP11_g33329_DN3_SP8_c.t1	XP_006288127.1
OG0014882	CP11_g33334_DN3_SP0_c.t1	XP_006287273.1
OG0014883	CP11_g33336_DN3_SP5_c.t1	XP_006287086.1
OG0014884	CP11_g33359_DN3_SP7_c.t1	XP_006288997.1
OG0014885	CP11_g33371_DN3_SP5_c.t1	XP_006287996.1
OG0014886	CP11_g33372_DN2_SP0_c.t1	XP_006288752.1
OG0014887	CP11_g33378_DN3_SP0_c.t1	XP_006289209.1
OG0014888	CP11_g33387_DN3_SP1_c.t1	XP_006288222.1
OG0014889	CP11_g33402_DN3_SP8_c.t1	XP_023636394.1, XP_006279451.1
OG0014890	CP11_g33406_DN3_SP8_c.t1	XP_006286934.1
OG0014891	CP11_g33420_DN3_SP0_c.t1	XP_023636908.1
OG0014892	CP11_g33434_DN3_SP0_c.t1	XP_006286880.1
OG0014894	CP11_g33438_DN3_SP6_c.t1	XP_006286376.1
OG0014895	CP11_g33449_DN3_SP8_c.t1	XP_023635795.1
OG0014896	CP11_g33455_DN3_SP7_c.t1	XP_006287006.1
OG0014897	CP11_g33463_DN3_SP0_c.t1	XP_006286895.1
OG0014898	CP11_g33464_DN3_SP8_c.t1	XP_006288276.1
OG0014899	CP11_g33470_DN3_SP7_c.t1	XP_006290131.1
OG0014900	CP11_g33478_DN3_SP8_c.t1	XP_023637501.1
OG0014901	CP11_g33485_DN1_SP3_c.t1	XP_023636001.1
OG0014903	CP11_g33498_DN3_SP5_c.t1	XP_023637002.1
OG0014904	CP11_g33504_DN3_SP8_c.t1	XP_006286626.1
OG0014905	CP5_g2116_DN3_SP1_c.t1	XP_006283776.2
OG0014906	CP11_g33518_DN1_SP0_c.t1	XP_006289030.1
