Orthogroup	Conringia_planisiliqua	Cochlearia_excelsa
OG0016666	CP5_g478_DN3_SP8_c.t1	g23011
OG0016667	CP5_g474_DN3_SP8_c.t1	g23008
OG0016668	CP5_g488_DN3_SP5_c.t1	g23020
OG0016669	CP5_g545_DN3_SP6_c.t1	g23069
OG0016670	CP5_g546_DN3_SP0_c.t1	g18214
OG0016671	CP5_g553_DN3_SP1_c.t1	g47882
OG0016672	CP5_g573_DN1_SP0_c.t1	g18204
OG0016673	CP5_g578_DN3_SP2_c.t1	g23106
OG0016674	CP5_g585_DN3_SP3_c.t1	g47873
OG0016675	CP5_g774_DN3_SP0_c.t1	g16923
OG0016676	CP5_g765_DN3_SP2_c.t1	g23273
OG0016677	CP8_g52725_DN3_SP1_c.t1	g1413
OG0016678	CP8_g52726_DN3_SP7_c.t1	g1412
OG0016679	CP5_g744_DN3_SP0_c.t1	g23251
OG0016680	CP5_g730_DN3_SP0_c.t1	g23242
OG0016681	CP5_g719_DN3_SP4_c.t1	g16909
OG0016682	CP5_g718_DN3_SP7_c.t1	g16908
OG0016683	CP5_g686_DN3_SP0_c.t1	g23192
OG0016684	CP2_g47608_DN3_SP4_c.t1	g9646
OG0016685	CP5_g669_DN3_SP8_c.t1	g47841
OG0016687	CP5_g667_DN3_SP8_c.t1	g23177
OG0016688	CP5_g666_DN1_SP0_c.t1	g23176
OG0016689	CP9_g28494_DN3_SP1_c.t1	g44779
OG0016690	CP5_g664_DN3_SP8_c.t1	g23174
OG0016691	CP13_g19218_DN3_SP8_c.t1	g4326
OG0016692	CP5_g661_DN3_SP1_c.t1	g23170
OG0016694	CP5_g622_DN3_SP5_c.t1	g23143
OG0016695	CP5_g796_DN3_SP5_c.t1	g23289
OG0016696	CP19_g18205_DN3_SP8_c.t1	g17214
OG0016697	CP5_g797_DN3_SP3_c.t1	g16938
OG0016698	CP5_g808_DN3_SP1_c.t1	g16941
OG0016699	CP5_g810_DN3_SP2_c.t1	g23295
OG0016700	CP5_g812_DN3_SP8_c.t1	g23297
OG0016701	CP5_g820_DN3_SP5_c.t1	g47793
OG0016702	CP5_g821_DN3_SP0_c.t1	g23306
OG0016704	CP5_g1185_DN3_SP0_c.t1	g23572, g47658
OG0016705	CP5_g856_DN3_SP2_c.t1	g23328
OG0016707	CP5_g873_DN3_SP6_c.t1	g47774
OG0016708	CP5_g875_DN3_SP8_c.t1	g23346
OG0016709	CP5_g886_DN3_SP0_c.t1	g47766
OG0016710	CP5_g901_DN3_SP3_c.t1	g23361
OG0016711	CP5_g913_DN3_SP2_c.t1	g16969
OG0016712	CP5_g915_DN3_SP0_c.t1	g23376
OG0016713	CP5_g916_DN2_SP0_c.t1	g23377
OG0016714	CP3_g14627_DN3_SP8_c.t1	g2736
OG0016715	CP3_g14630_DN3_SP7_c.t1	g19503
OG0016716	CP12_g30770_DN3_SP0_c.t1	g6493
OG0016717	CP12_g30795_DN3_SP8_c.t1	g6488
OG0016718	CP12_g30778_DN3_SP7_c.t1	g11731
OG0016719	CP12_g30775_DN3_SP8_c.t1	g11729
OG0016720	CP9_g28907_DN3_SP8_c.t1	g46010
OG0016721	CP9_g28887_DN3_SP7_c.t1	g45999
OG0016722	CP9_g28886_DN3_SP0_c.t1	g45998
OG0016723	CP9_g28830_DN3_SP0_c.t1	g44619
OG0016724	CP7_g45465_DN3_SP7_c.t1	g32061
OG0016725	CP7_g45436_DN3_SP8_c.t1	g50296
OG0016726	CP7_g45410_DN3_SP7_c.t1	g27554
OG0016727	CP7_g45387_DN3_SP7_c.t1	g32083
OG0016728	CP7_g45383_DN3_SP1_c.t1	g32081
OG0016729	CP7_g45320_DN3_SP8_c.t1	g32140
OG0016730	CP7_g45316_DN3_SP0_c.t1	g50345
OG0016731	CP7_g45311_DN3_SP0_c.t1	g32145
OG0016732	CP7_g45300_DN3_SP0_c.t1	g32149
OG0016733	CP7_g45284_DN3_SP2_c.t1	g32162
OG0016734	CP7_g45277_DN3_SP1_c.t1	g32165
OG0016736	CP11_g32142_DN3_SP8_c.t1	g39517
OG0016737	CP8_g54544_DN3_SP8_c.t1	g39490
OG0016739	CP8_g54574_DN3_SP0_c.t1	g45259
OG0016742	CP8_g54597_DN3_SP0_c.t1	g39481
OG0016743	CP8_g54635_DN3_SP8_c.t1	g39456
OG0016744	CP8_g54649_DN3_SP0_c.t1	g25354
OG0016746	CP13_g20618_DN3_SP7_c.t1	g53688
OG0016747	CP8_g54677_DN3_SP6_c.t1	g25340
OG0016748	CP8_g54679_DN3_SP0_c.t1	g25338
OG0016750	CP1_g38316_DN2_SP0_c.t1	g38557
OG0016752	CP16_g54726_DN3_SP0_c.t1	g50845
OG0016753	CP16_g54728_DN3_SP0_c.t1	g50846
OG0016754	CP10_g43804_DN3_SP3_c.t1	g50848
OG0016755	CP7_g45186_DN3_SP7_c.t1	g32245
OG0016756	CP7_g45252_DN3_SP5_c.t1	g50371
OG0016757	CP19_g18014_DN3_SP8_c.t1	g17140
OG0016758	CP19_g17975_DN3_SP8_c.t1	g47592
OG0016759	CP19_g17958_DN3_SP8_c.t1	g23675
OG0016760	CP5_g1274_DN3_SP3_c.t1	g23639
OG0016761	CP5_g1231_DN3_SP8_c.t1	g47642
OG0016762	CP5_g1224_DN3_SP6_c.t1	g23609
OG0016763	CP5_g1223_DN3_SP5_c.t1	g23608
OG0016764	CP5_g1220_DN3_SP5_c.t1	g47646
OG0016765	CP5_g1210_DN3_SP0_c.t1	g17073
OG0016766	CP5_g1202_DN3_SP7_c.t1	g23583
OG0016767	CP5_g1196_DN3_SP7_c.t1	g23579
OG0016768	CP5_g1181_DN3_SP7_c.t1	g23569
OG0016769	CP5_g1168_DN3_SP0_c.t1	g47663
OG0016770	CP13_g19457_DN3_SP0_c.t1	g10629
OG0016771	CP1_g36882_DN3_SP0_c.t1	g49519
OG0016772	CP1_g37096_DN3_SP2_c.t1	g27023, g31109
OG0016774	CP7_g45845_DN3_SP5_c.t1	g50066
OG0016775	CP7_g45556_DN3_SP0_c.t1	g32026
OG0016777	CP7_g45443_DN3_SP0_c.t1	g32103
OG0016779	CP7_g45363_DN1_SP0_c.t1	g50332, g50329
OG0016780	CP7_g45343_DN1_SP0_c.t1	g32125
OG0016782	CP7_g45260_DN3_SP6_c.t1	g32183
OG0016783	CP7_g45221_DN3_SP0_c.t1	g32206
OG0016784	CP7_g45129_DN3_SP4_c.t1	g27635
OG0016786	CP7_g45127_DN3_SP8_c.t1	g50416
OG0016788	CP7_g44813_DN3_SP0_c.t1	g32496
OG0016789	CP7_g44781_DN3_SP8_c.t1	g50581
OG0016790	CP7_g44633_DN3_SP0_c.t1	g50654, g50655
OG0016792	CP1_g38113_DN3_SP0_c.t1	g28065
OG0016794	CP1_g38001_DN3_SP8_c.t1	g54191
OG0016795	CP7_g46439_DN3_SP0_c.t1	g36738
OG0016797	CP9_g28151_DN3_SP0_c.t1	g19570
OG0016798	CP9_g28152_DN3_SP4_c.t1	g45023
OG0016801	CP9_g29247_DN3_SP4_c.t1	g46247
OG0016802	CP9_g29257_DN3_SP8_c.t1	g46250
OG0016803	CP9_g29373_DN3_SP0_c.t1	g46341
OG0016806	CP10_g43272_DN3_SP0_c.t1	g12249
OG0016809	CP12_g30701_DN3_SP0_c.t1	g11760
OG0016810	CP12_g30797_DN2_SP0_c.t1	g13480
OG0016811	CP12_g31697_DN3_SP2_c.t1	g11620
OG0016812	CP17_g5650_DN3_SP8_c.t1	g13595
OG0016814	CP15_g34956_DN3_SP5_c.t1	g14487
OG0016815	CP17_g5058_DN2_SP0_c.t1	g6181
OG0016818	CP10_g43722_DN3_SP4_c.t1	g6033
OG0016819	CP12_g29869_DN3_SP3_c.t1	g13819
OG0016821	CP16_g54821_DN3_SP0_c.t1	g36945
OG0016822	CP16_g54904_DN3_SP0_c.t1	g43565
OG0016823	CP16_g55086_DN3_SP0_c.t1	g50977
OG0016824	CP16_g55100_DN3_SP2_c.t1	g38386
OG0016825	CP16_g55415_DN2_SP0_c.t1, CP16_g55417_DN3_SP0_c.t1	g51035, g51047, g50672
OG0016826	CP16_g55437_DN2_SP0_c.t1	g51049
OG0016827	CP18_g12310_DN3_SP7_c.t1	g38294
OG0016828	CP4_g25754_DN3_SP3_c.t1	g37891
OG0016829	CP4_g25653_DN1_SP0_c.t1	g39874
OG0016830	CP4_g25564_DN3_SP7_c.t1	g39826
OG0016831	CP4_g25377_DN3_SP8_c.t1	g51382
OG0016835	CP4_g24809_DN3_SP0_c.t1	g51755
OG0016836	CP4_g24308_DN3_SP4_c.t1	g52161
OG0016837	CP3_g14639_DN3_SP0_c.t1	g19508
OG0016838	CP4_g24117_DN3_SP0_c.t1	g52293
OG0016841	CP13_g19470_DN3_SP2_c.t1	g10647
OG0016843	CP13_g19396_DN3_SP1_c.t1	g10585
OG0016845	CP2_g48856_DN3_SP1_c.t1	g10327
OG0016847	CP8_g54202_DN2_SP0_c.t1	g764
OG0016848	CP1_g37495_DN3_SP0_c.t1	g49789
OG0016849	CP3_g15256_DN3_SP4_c.t1	g11463
OG0016850	CP3_g15220_DN3_SP3_c.t1	g11462
OG0016851	CP3_g14892_DN3_SP1_c.t1	g11444
OG0016852	CP3_g14747_DN3_SP0_c.t1	g2871
OG0016854	CP3_g14693_DN3_SP1_c.t1	g19521
OG0016855	CP3_g14656_DN3_SP0_c.t1	g2773
OG0016856	CP3_g14376_DN3_SP0_c.t1	g19374
OG0016857	CP3_g14308_DN3_SP4_c.t1	g19351
OG0016858	CP3_g14126_DN3_SP0_c.t1	g19251
OG0016859	CP3_g14022_DN1_SP0_c.t1	g19200
OG0016860	CP11_g33664_DN3_SP0_c.t1, CP11_g33666_DN2_SP0_c.t1	g45309
OG0016862	CP8_g54296_DN3_SP3_c.t1	g28943
OG0016863	CP2_g48395_DN2_SP3_c.t1	g561
OG0016864	CP20_g4034_DN3_SP6_c.t1	g40260
OG0016865	CP20_g4140_DN3_SP0_c.t1	g25842
OG0016866	CP20_g4248_DN3_SP6_c.t1	g40330
OG0016867	CP20_g4329_DN3_SP6_c.t1	g25722
OG0016868	CP20_g4404_DN3_SP0_c.t1	g40391
OG0016869	CP11_g32016_DN3_SP3_c.t1	g39613
OG0016871	CP5_g63_DN3_SP0_c.t1	g18329
OG0016872	CP5_g348_DN3_SP0_c.t1	g22911
OG0016874	CP1_g37492_DN3_SP0_c.t1	g40155
OG0016875	CP5_g1262_DN3_SP1_c.t1	g17084
OG0016876	CP5_g1316_DN3_SP0_c.t1	g47610
OG0016878	CP19_g18001_DN3_SP4_c.t1	g17133
OG0016879	CP19_g18019_DN3_SP8_c.t1	g23712
OG0016880	CP19_g18023_DN3_SP5_c.t1	g23715
OG0016881	CP19_g18026_DN3_SP0_c.t1	g23719
OG0016882	CP19_g18030_DN3_SP8_c.t1	g17146, g47578
OG0016883	CP19_g18035_DN3_SP7_c.t1	g47573
OG0016884	CP19_g18043_DN3_SP0_c.t1	g23724
OG0016885	CP19_g18048_DN3_SP6_c.t1	g47565
OG0016886	CP19_g18065_DN3_SP4_c.t1	g47557
OG0016887	CP19_g18195_DN3_SP3_c.t1	g23831
OG0016888	CP19_g18309_DN3_SP0_c.t1	g23895
OG0016890	CP6_g6740_DN3_SP5_c.t1	g24032
OG0016891	CP6_g6878_DN2_SP1_c.t1	g24136
OG0016893	CP6_g6936_DN3_SP0_c.t1	g47281
OG0016894	CP7_g44435_DN3_SP1_c.t1	g46852
OG0016896	CP5_g1868_DN3_SP7_c.t1	g37060
OG0016897	CP5_g1648_DN3_SP6_c.t1	g18112
OG0016899	CP19_g17921_DN3_SP3_c.t1	g16806
OG0016901	CP13_g20169_DN3_SP0_c.t1	g40484
OG0016902	CP2_g48797_DN3_SP5_c.t1	g10277
OG0016903	CP2_g48752_DN3_SP2_c.t1	g10236
OG0016905	CP8_g52911_DN3_SP7_c.t1	g28280
OG0016906	CP8_g52955_DN3_SP5_c.t1	g1367
OG0016908	CP8_g53101_DN3_SP8_c.t1	g41173
OG0016909	CP8_g53131_DN3_SP0_c.t1	g28355
OG0016910	CP8_g53207_DN3_SP0_c.t1	g884
OG0016911	CP8_g53227_DN3_SP2_c.t1	g28388, g36025
OG0016912	CP8_g53685_DN3_SP0_c.t1	g28591
OG0016913	CP8_g53691_DN2_SP0_c.t1	g28593
OG0016914	CP2_g47950_DN3_SP0_c.t1	g18643
OG0016915	CP2_g47591_DN1_SP5_c.t1	g37
OG0016918	CP7_g45954_DN3_SP0_c.t1	g29917, g22658, g22632, g22221, g22640, g22645, g22644, g29933, g22649, g22218, g15075, g29937, g29929, g22627, g29921, g29919
OG0016938	CP3_g14754_DN3_SP1_c.t1	g19552
OG0016939	CP3_g14709_DN3_SP8_c.t1	g19525
OG0016941	CP3_g14559_DN3_SP6_c.t1	g19468
OG0016942	CP3_g14574_DN3_SP1_c.t1	g2767
OG0016943	CP3_g14570_DN3_SP8_c.t1	g11393
OG0016944	CP3_g14604_DN3_SP5_c.t1	g19490
OG0016946	CP13_g19619_DN3_SP1_c.t1	g10744
OG0016948	CP11_g32161_DN3_SP8_c.t1	g4936
OG0016949	CP11_g32176_DN3_SP0_c.t1	g4947
OG0016950	CP11_g32195_DN3_SP0_c.t1	g29011
OG0016951	CP11_g32204_DN3_SP1_c.t1	g4984
OG0016953	CP8_g54684_DN3_SP8_c.t1	g25334
OG0016954	CP11_g32234_DN3_SP8_c.t1	g29138
OG0016955	CP11_g32257_DN3_SP0_c.t1	g45747
OG0016956	CP11_g32319_DN3_SP0_c.t1	g29190
OG0016959	CP11_g32352_DN3_SP0_c.t1	g45722
OG0016960	CP11_g32452_DN3_SP8_c.t1	g29271
OG0016961	CP11_g32471_DN3_SP2_c.t1	g29279
OG0016963	CP5_g1469_DN3_SP1_c.t1	g46685
OG0016964	CP11_g32522_DN3_SP8_c.t1	g5185
OG0016965	CP1_g40656_DN3_SP3_c.t1	g28181
OG0016966	CP11_g32584_DN3_SP0_c.t1	g29332
OG0016967	CP11_g32586_DN3_SP8_c.t1	g5239
OG0016968	CP11_g32601_DN3_SP7_c.t1	g5254
OG0016969	CP11_g32602_DN3_SP8_c.t1	g5255
OG0016970	CP11_g32607_DN3_SP8_c.t1	g5259
OG0016972	CP5_g2074_DN3_SP2_c.t1	g46851
OG0016974	CP11_g32695_DN3_SP3_c.t1	g45596
OG0016975	CP11_g32718_DN3_SP8_c.t1	g5324
OG0016976	CP11_g32730_DN3_SP0_c.t1	g29413
OG0016977	CP11_g32744_DN3_SP8_c.t1	g45580
OG0016978	CP11_g32775_DN3_SP4_c.t1	g29436
OG0016979	CP11_g32780_DN3_SP6_c.t1	g29439
OG0016980	CP11_g32789_DN3_SP6_c.t1	g29446
OG0016981	CP11_g32815_DN3_SP6_c.t1	g29456
OG0016982	CP11_g32833_DN3_SP0_c.t1	g45557
OG0016983	CP11_g32841_DN3_SP0_c.t1	g5396
OG0016984	CP11_g32845_DN2_SP2_c.t1	g45551
OG0016985	CP11_g32857_DN3_SP3_c.t1	g29485
OG0016986	CP11_g32910_DN3_SP8_c.t1	g29510
OG0016987	CP11_g32911_DN3_SP8_c.t1	g5424
OG0016989	CP11_g32931_DN3_SP0_c.t1	g29527
OG0016991	CP4_g24388_DN3_SP0_c.t1	g45524
OG0016992	CP11_g32962_DN2_SP0_c.t1	g45520
OG0016993	CP10_g43449_DN2_SP1_c.t1	g7142
OG0016994	CP11_g32970_DN3_SP0_c.t1	g29555
OG0016995	CP11_g32973_DN3_SP0_c.t1	g5454
OG0016997	CP11_g32996_DN3_SP2_c.t1	g5466
OG0016999	CP11_g33003_DN3_SP8_c.t1	g45509
OG0017000	CP11_g33008_DN3_SP0_c.t1	g29570
OG0017001	CP11_g33041_DN3_SP6_c.t1	g29583
OG0017007	CP11_g33127_DN3_SP6_c.t1	g29614
OG0017008	CP6_g7465_DN3_SP2_c.t1	g17186
OG0017009	CP11_g33404_DN2_SP0_c.t1	g29760
OG0017010	CP24_g46990_DN3_SP6_c.t1	g40191
OG0017011	CP24_g47006_DN3_SP6_c.t1	g40190
OG0017012	CP24_g47060_DN3_SP6_c.t1	g40189
OG0017013	CP24_g47106_DN3_SP8_c.t1	g40187
OG0017014	CP4_g26803_DN3_SP8_c.t1	g40151
OG0017015	CP4_g26251_DN3_SP6_c.t1	g40133
OG0017016	CP4_g26255_DN3_SP0_c.t1	g40131
OG0017019	CP4_g25947_DN3_SP2_c.t1	g37818
OG0017020	CP4_g25942_DN3_SP0_c.t1	g37820
OG0017021	CP4_g25911_DN3_SP0_c.t1	g40037
OG0017023	CP4_g25888_DN3_SP6_c.t1	g40023
OG0017024	CP4_g25878_DN2_SP0_c.t1	g39983
OG0017025	CP4_g25871_DN2_SP2_c.t1	g39989
OG0017028	CP13_g19046_DN3_SP4_c.t1	g40737
OG0017029	CP4_g25702_DN3_SP3_c.t1	g39907
OG0017030	CP4_g25676_DN3_SP6_c.t1	g51226
OG0017031	CP4_g25646_DN2_SP2_c.t1	g51234
OG0017032	CP4_g24897_DN3_SP0_c.t1	g18296
OG0017033	CP4_g25587_DN3_SP0_c.t1	g39830
OG0017034	CP4_g25578_DN3_SP5_c.t1	g37912
OG0017036	CP4_g25485_DN3_SP0_c.t1	g51313
OG0017037	CP13_g20295_DN3_SP8_c.t1	g39731
OG0017038	CP13_g20276_DN3_SP5_c.t1	g11112
OG0017039	CP13_g20248_DN3_SP8_c.t1	g39716
OG0017041	CP13_g20180_DN3_SP6_c.t1	g11060
OG0017043	CP19_g18098_DN3_SP8_c.t1	g17165
OG0017045	CP22_g17092_DN3_SP8_c.t1	g37009
OG0017046	CP1_g38441_DN3_SP0_c.t1	g54002
OG0017047	CP1_g38469_DN1_SP0_c.t1	g28122
OG0017048	CP7_g45117_DN3_SP8_c.t1	g27637
OG0017049	CP7_g45118_DN3_SP0_c.t1	g50423
OG0017050	CP7_g45119_DN3_SP8_c.t1	g50422
OG0017051	CP1_g38667_DN3_SP3_c.t1	g36177
OG0017052	CP1_g38641_DN3_SP8_c.t1	g36182
OG0017053	CP1_g38542_DN3_SP0_c.t1	g36196
OG0017055	CP7_g45115_DN2_SP7_c.t1	g50429
OG0017056	CP7_g45104_DN3_SP8_c.t1	g27641
OG0017057	CP7_g45097_DN3_SP7_c.t1	g32304
OG0017058	CP7_g45060_DN3_SP1_c.t1	g27654
OG0017059	CP7_g45016_DN3_SP7_c.t1	g27670
OG0017060	CP7_g45015_DN3_SP7_c.t1	g50493
OG0017061	CP7_g44985_DN2_SP0_c.t1	g32391
OG0017063	CP7_g44913_DN3_SP5_c.t1	g50518
OG0017064	CP7_g44899_DN3_SP3_c.t1	g32426
OG0017065	CP7_g44895_DN3_SP0_c.t1	g32431
OG0017067	CP7_g44858_DN3_SP8_c.t1	g50539
OG0017068	CP5_g2757_DN3_SP5_c.t1	g17925
OG0017069	CP7_g44851_DN3_SP8_c.t1	g50543
OG0017070	CP7_g44838_DN3_SP7_c.t1	g32476
OG0017071	CP7_g44802_DN3_SP0_c.t1	g32508
OG0017072	CP7_g44762_DN3_SP0_c.t1	g32526
OG0017073	CP7_g44756_DN3_SP3_c.t1	g50598
OG0017074	CP7_g44726_DN2_SP0_c.t1	g32541
OG0017075	CP7_g44668_DN3_SP4_c.t1	g32606
OG0017076	CP7_g44656_DN3_SP7_c.t1	g32609
OG0017077	CP7_g44654_DN3_SP0_c.t1	g32611
OG0017078	CP7_g44641_DN3_SP6_c.t1	g32621
OG0017079	CP13_g19544_DN3_SP6_c.t1	g10687
OG0017080	CP13_g19519_DN3_SP0_c.t1	g1533
OG0017081	CP13_g19507_DN2_SP0_c.t1	g10664
OG0017082	CP13_g19502_DN3_SP0_c.t1	g1549
OG0017084	CP2_g47606_DN3_SP0_c.t1	g9643
OG0017085	CP2_g47625_DN3_SP8_c.t1	g55
OG0017088	CP2_g47687_DN3_SP8_c.t1	g106
OG0017089	CP2_g47690_DN3_SP3_c.t1	g108
OG0017090	CP2_g47697_DN3_SP1_c.t1	g116
OG0017093	CP2_g47721_DN3_SP0_c.t1	g134
OG0017094	CP4_g24077_DN2_SP0_c.t1	g18667
OG0017096	CP2_g47745_DN2_SP0_c.t1	g9709
OG0017097	CP2_g47755_DN3_SP2_c.t1	g155
OG0017098	CP2_g47768_DN3_SP6_c.t1	g161
OG0017100	CP2_g47782_DN3_SP8_c.t1	g170
OG0017101	CP2_g47783_DN3_SP1_c.t1	g171
OG0017102	CP2_g47795_DN3_SP0_c.t1	g192
OG0017103	CP2_g47802_DN3_SP8_c.t1	g199
OG0017104	CP2_g47815_DN1_SP0_c.t1	g9744
OG0017105	CP2_g47850_DN3_SP3_c.t1	g228
OG0017107	CP2_g47894_DN3_SP0_c.t1	g254
OG0017108	CP2_g47904_DN3_SP0_c.t1	g259
OG0017109	CP2_g47913_DN3_SP8_c.t1	g262
OG0017110	CP2_g47916_DN3_SP4_c.t1	g264
OG0017111	CP2_g47936_DN3_SP8_c.t1	g9804
OG0017115	CP2_g48018_DN3_SP4_c.t1	g9837
OG0017116	CP2_g48040_DN3_SP8_c.t1	g343
OG0017117	CP2_g48087_DN3_SP1_c.t1	g46967, g374
OG0017118	CP2_g48141_DN3_SP0_c.t1	g410
OG0017119	CP2_g48150_DN3_SP7_c.t1	g9892
OG0017121	CP2_g48238_DN3_SP8_c.t1	g9952
OG0017122	CP2_g48243_DN3_SP8_c.t1	g9954
OG0017123	CP2_g48248_DN3_SP0_c.t1	g466
OG0017124	CP2_g48270_DN3_SP8_c.t1	g486
OG0017125	CP2_g48295_DN3_SP2_c.t1	g9986
OG0017126	CP2_g48307_DN3_SP5_c.t1	g9990
OG0017129	CP2_g48360_DN3_SP8_c.t1	g10011
OG0017131	CP2_g48390_DN3_SP3_c.t1	g10025
OG0017132	CP2_g48401_DN3_SP0_c.t1	g10026
OG0017133	CP2_g48434_DN1_SP0_c.t1	g10050
OG0017136	CP2_g48505_DN3_SP0_c.t1	g10096
OG0017137	CP2_g48507_DN3_SP0_c.t1	g18542
OG0017138	CP8_g54393_DN2_SP0_c.t1	g648
OG0017140	CP8_g54368_DN3_SP5_c.t1	g28981
OG0017141	CP8_g54344_DN3_SP0_c.t1	g670
OG0017142	CP8_g54328_DN3_SP0_c.t1	g41415
OG0017143	CP8_g54300_DN3_SP2_c.t1	g28945
OG0017145	CP8_g54286_DN2_SP0_c.t1	g28939
OG0017146	CP8_g54231_DN3_SP1_c.t1	g742
OG0017147	CP8_g54226_DN3_SP8_c.t1	g744
OG0017148	CP8_g54220_DN3_SP8_c.t1	g749
OG0017149	CP8_g54164_DN3_SP4_c.t1	g792
OG0017150	CP8_g54139_DN3_SP1_c.t1	g806
OG0017151	CP8_g54125_DN3_SP6_c.t1	g813
OG0017153	CP8_g54033_DN3_SP1_c.t1	g28796, g28775
OG0017157	CP3_g15235_DN3_SP0_c.t1	g3208
OG0017159	CP8_g53852_DN3_SP6_c.t1	g28722
OG0017160	CP8_g53849_DN3_SP8_c.t1	g1189
OG0017161	CP8_g53848_DN3_SP3_c.t1	g1188
OG0017162	CP8_g53822_DN3_SP0_c.t1	g28691
OG0017163	CP8_g53793_DN3_SP8_c.t1	g28671
OG0017166	CP8_g53746_DN3_SP3_c.t1	g1110
OG0017167	CP8_g53719_DN3_SP8_c.t1	g39316
OG0017169	CP8_g53704_DN3_SP8_c.t1	g28604
OG0017171	CP8_g53679_DN3_SP8_c.t1	g39332
OG0017172	CP8_g53674_DN3_SP2_c.t1	g1085
OG0017173	CP8_g53654_DN3_SP4_c.t1	g39343
OG0017174	CP8_g53632_DN3_SP0_c.t1	g1071
OG0017175	CP8_g53504_DN3_SP5_c.t1	g39376
OG0017176	CP8_g53496_DN3_SP2_c.t1	g39379
OG0017177	CP8_g53468_DN1_SP0_c.t1	g985
OG0017178	CP8_g53461_DN3_SP5_c.t1	g981
OG0017179	CP8_g53458_DN1_SP0_c.t1	g980
OG0017180	CP8_g53452_DN2_SP0_c.t1	g39397
OG0017181	CP3_g14470_DN3_SP4_c.t1	g2646
OG0017182	CP3_g14472_DN3_SP0_c.t1	g2648
OG0017183	CP3_g14483_DN3_SP3_c.t1	g2677
OG0017185	CP11_g33158_DN3_SP0_c.t1	g5548
OG0017186	CP11_g33185_DN3_SP0_c.t1	g5567
OG0017187	CP11_g33187_DN2_SP7_c.t1	g29644
OG0017188	CP11_g33189_DN1_SP0_c.t1	g5568
OG0017190	CP11_g33195_DN3_SP2_c.t1	g29647
OG0017191	CP11_g33297_DN3_SP7_c.t1	g45470
OG0017192	CP11_g33276_DN3_SP8_c.t1	g29654
OG0017194	CP11_g33238_DN3_SP8_c.t1	g5594
OG0017195	CP5_g2003_DN3_SP5_c.t1	g46922
OG0017196	CP11_g33217_DN3_SP0_c.t1	g5603
OG0017199	CP11_g33363_DN3_SP8_c.t1	g29732
OG0017202	CP11_g33379_DN3_SP0_c.t1	g29743
OG0017203	CP11_g33384_DN3_SP3_c.t1	g11666
OG0017204	CP11_g33405_DN3_SP8_c.t1	g5660
OG0017205	CP11_g33488_DN3_SP0_c.t1	g5705
OG0017206	CP11_g33533_DN3_SP0_c.t1	g45360
OG0017207	CP11_g33549_DN3_SP1_c.t1	g45355
OG0017208	CP11_g33566_DN3_SP5_c.t1	g5746
OG0017211	CP11_g33595_DN2_SP0_c.t1	g5769
OG0017212	CP11_g33601_DN3_SP0_c.t1	g5777
OG0017213	CP11_g33608_DN3_SP0_c.t1	g45338
OG0017214	CP11_g33615_DN3_SP6_c.t1	g45333
OG0017215	CP11_g33618_DN3_SP0_c.t1	g29854
OG0017219	CP11_g33719_DN3_SP5_c.t1	g45287
OG0017220	CP11_g33735_DN3_SP4_c.t1	g5847
OG0017222	CP11_g33743_DN3_SP1_c.t1	g5853
OG0017226	CP5_g1347_DN3_SP5_c.t1	g16831
OG0017227	CP19_g17920_DN3_SP6_c.t1	g16805
OG0017230	CP9_g29736_DN3_SP6_c.t1	g44271
OG0017231	CP9_g29738_DN2_SP8_c.t1	g44270
OG0017233	CP9_g29711_DN3_SP0_c.t1	g46596
OG0017235	CP9_g29683_DN2_SP0_c.t1	g46588
OG0017236	CP9_g29673_DN3_SP0_c.t1	g46580
OG0017237	CP9_g29628_DN3_SP0_c.t1	g46549
OG0017238	CP9_g29620_DN3_SP0_c.t1	g46544
OG0017239	CP9_g29619_DN3_SP0_c.t1	g46543
OG0017243	CP9_g29585_DN3_SP0_c.t1	g44320
OG0017245	CP9_g29516_DN2_SP8_c.t1	g44351
OG0017246	CP9_g29492_DN3_SP3_c.t1	g46459
OG0017247	CP9_g29454_DN3_SP6_c.t1	g46421
OG0017248	CP9_g29438_DN3_SP3_c.t1	g46400
OG0017249	CP9_g29434_DN3_SP4_c.t1	g13611
OG0017250	CP9_g29427_DN2_SP1_c.t1	g46392
OG0017252	CP9_g29392_DN3_SP6_c.t1	g46365
OG0017253	CP9_g29389_DN3_SP8_c.t1	g46358
OG0017254	CP9_g29385_DN3_SP1_c.t1	g46354
OG0017255	CP9_g29378_DN3_SP0_c.t1	g46350
OG0017257	CP9_g29335_DN3_SP0_c.t1	g44378
OG0017258	CP9_g29320_DN3_SP8_c.t1	g46305
OG0017260	CP13_g19279_DN3_SP0_c.t1	g10502, g1616
OG0017261	CP9_g29238_DN3_SP4_c.t1	g44418
OG0017262	CP9_g29231_DN3_SP0_c.t1	g46238
OG0017264	CP9_g29224_DN3_SP2_c.t1	g44433
OG0017265	CP9_g29196_DN1_SP0_c.t1	g46215
OG0017266	CP2_g49816_DN2_SP0_c.t1	g41101
OG0017268	CP10_g43742_DN3_SP8_c.t1	g13999
OG0017269	CP3_g14659_DN3_SP8_c.t1	g2776
OG0017271	CP7_g46472_DN3_SP8_c.t1	g17980
OG0017272	CP7_g46454_DN3_SP8_c.t1	g27978
