Orthogroup	Conringia_planisiliqua	Arabidopsis_lyrata_NCBI
OG0014599	CP1_g38531_DN3_SP3_c.t1	XP_020869075.1
OG0014600	CP1_g38528_DN3_SP7_c.t1	XP_002891322.1
OG0014601	CP7_g45108_DN3_SP1_c.t1	XP_020866751.1
OG0014602	CP7_g45107_DN3_SP2_c.t1	XP_020866752.1
OG0014603	CP7_g45099_DN3_SP8_c.t1	XP_020867333.1
OG0014604	CP7_g45093_DN3_SP0_c.t1	XP_020867829.1
OG0014605	CP7_g45081_DN3_SP8_c.t1	XP_020870328.1
OG0014606	CP7_g45072_DN3_SP4_c.t1	XP_002890765.1
OG0014607	CP7_g45058_DN3_SP5_c.t1	XP_020869960.1
OG0014608	CP7_g45057_DN3_SP8_c.t1	XP_020867486.1
OG0014609	CP7_g45046_DN3_SP0_c.t1	XP_020866526.1
OG0014610	CP7_g45009_DN3_SP0_c.t1	XP_020867309.1
OG0014611	CP7_g44989_DN3_SP0_c.t1	XP_020868984.1
OG0014612	CP7_g44972_DN3_SP6_c.t1	XP_020868260.1
OG0014613	CP7_g44956_DN2_SP0_c.t1	XP_020867240.1
OG0014614	CP7_g44946_DN3_SP8_c.t1	XP_002893573.1
OG0014615	CP7_g44914_DN3_SP8_c.t1	XP_020866852.1
OG0014616	CP7_g44908_DN3_SP8_c.t1	XP_002890837.1
OG0014617	CP7_g44898_DN3_SP8_c.t1	XP_020867365.1
OG0014618	CP7_g44891_DN3_SP5_c.t1	XP_002893597.2
OG0014619	CP7_g44889_DN3_SP0_c.t1	XP_020869707.1
OG0014620	CP7_g44852_DN3_SP2_c.t1	XP_020867054.1
OG0014621	CP7_g44848_DN3_SP0_c.t1	XP_020869912.1
OG0014622	CP7_g44847_DN3_SP8_c.t1	XP_020866937.1
OG0014623	CP19_g18196_DN3_SP7_c.t1	XP_002867661.1
OG0014624	CP7_g44837_DN3_SP1_c.t1, CP6_g7650_DN3_SP6_c.t1	XP_020869406.1
OG0014625	CP7_g44832_DN3_SP8_c.t1	XP_002890884.1
OG0014626	CP7_g44828_DN3_SP3_c.t1	XP_020867592.1
OG0014627	CP7_g44811_DN3_SP8_c.t1	XP_020870636.1
OG0014628	CP7_g44809_DN3_SP6_c.t1	XP_020869489.1
OG0014629	CP7_g44803_DN3_SP8_c.t1	XP_002890913.1
OG0014630	CP7_g44795_DN3_SP2_c.t1	XP_020866433.1
OG0014631	CP7_g44787_DN3_SP7_c.t1	XP_002891131.2
OG0014632	CP7_g44786_DN2_SP8_c.t1	XP_020870584.1
OG0014633	CP7_g44769_DN3_SP7_c.t1	XP_002893847.1
OG0014634	CP7_g44763_DN3_SP8_c.t1	XP_002893846.1
OG0014635	CP7_g44760_DN2_SP0_c.t1	XP_002891146.2
OG0014636	CP7_g44757_DN3_SP0_c.t1	XP_002891143.1
OG0014637	CP7_g44754_DN3_SP0_c.t1	XP_002891141.1
OG0014638	CP7_g44732_DN3_SP8_c.t1	XP_002890949.1
OG0014639	CP7_g44731_DN3_SP0_c.t1	XP_002893686.1
OG0014640	CP7_g44730_DN3_SP8_c.t1	XP_020867080.1
OG0014641	CP7_g44715_DN3_SP8_c.t1	XP_020868050.1
OG0014642	CP7_g44686_DN3_SP6_c.t1	XP_020870248.1
OG0014643	CP7_g44685_DN3_SP7_c.t1	XP_002890970.1
OG0014644	CP7_g44677_DN3_SP8_c.t1	XP_020867122.1
OG0014645	CP7_g44672_DN3_SP0_c.t1	XP_020870448.1
OG0014646	CP7_g44660_DN3_SP1_c.t1	XP_020867922.1
OG0014647	CP7_g44639_DN3_SP8_c.t1	XP_020868035.1
OG0014648	CP13_g19558_DN3_SP2_c.t1	XP_020881303.1
OG0014649	CP13_g19552_DN3_SP4_c.t1	XP_020879961.1
OG0014650	CP13_g19536_DN1_SP0_c.t1	XP_002876855.1
OG0014651	CP13_g19525_DN3_SP4_c.t1	XP_020880940.1
OG0014652	CP13_g19505_DN3_SP1_c.t1	XP_020881650.1
OG0014653	CP19_g18156_DN2_SP8_c.t1	XP_002867635.1
OG0014654	CP13_g19503_DN3_SP2_c.t1	XP_002875205.1
OG0014655	CP13_g19492_DN3_SP8_c.t1	XP_002876889.1
OG0014656	CP13_g19489_DN3_SP3_c.t1	XP_020879822.1
OG0014657	CP2_g47613_DN3_SP0_c.t1	XP_002866731.1
OG0014658	CP2_g47616_DN3_SP3_c.t1	XP_002865046.1
OG0014659	CP2_g47633_DN3_SP2_c.t1	XP_002865030.1
OG0014661	CP2_g47658_DN3_SP4_c.t1	XP_002865012.1
OG0014662	CP2_g47659_DN3_SP4_c.t1	XP_020869680.1
OG0014663	CP2_g47662_DN3_SP6_c.t1	XP_002866709.1
OG0014664	CP2_g47663_DN3_SP8_c.t1	XP_020870048.1
OG0014665	CP2_g47676_DN3_SP2_c.t1	XP_002866703.1
OG0014666	CP2_g47679_DN3_SP0_c.t1	XP_020869373.1
OG0014667	CP2_g47681_DN3_SP5_c.t1	XP_020869366.1
OG0014668	CP2_g47694_DN3_SP0_c.t1	XP_020871695.1
OG0014669	CP2_g47700_DN3_SP0_c.t1, CP2_g47706_DN3_SP0_c.t1	XP_020884750.1
OG0014672	CP2_g47719_DN3_SP6_c.t1	XP_020871280.1
OG0014673	CP2_g47733_DN3_SP0_c.t1	XP_020871722.1, XP_020873372.1
OG0014674	CP2_g47741_DN3_SP0_c.t1	XP_002866676.1
OG0014675	CP2_g47778_DN3_SP6_c.t1	XP_002866657.1
OG0014676	CP2_g47781_DN3_SP5_c.t1	XP_002862463.1, XP_002866653.1
OG0014677	CP2_g47791_DN3_SP0_c.t1	XP_020884816.1
OG0014678	CP2_g47808_DN3_SP0_c.t1	XP_020871756.1
OG0014679	CP2_g47813_DN3_SP0_c.t1	XP_020871118.1
OG0014680	CP2_g47825_DN3_SP8_c.t1	XP_002864918.1
OG0014681	CP2_g47834_DN3_SP0_c.t1	XP_020870006.1
OG0014682	CP2_g47840_DN3_SP8_c.t1	XP_002864909.2
OG0014683	CP2_g47855_DN3_SP8_c.t1	XP_002866616.1
OG0014684	CP2_g47858_DN3_SP4_c.t1	XP_020871870.1
OG0014685	CP2_g47859_DN3_SP8_c.t1	XP_002866614.1
OG0014686	CP2_g47863_DN3_SP7_c.t1	XP_002864897.1
OG0014687	CP2_g47875_DN3_SP5_c.t1	XP_002866606.1
OG0014688	CP2_g47881_DN3_SP4_c.t1	XP_020883660.1
OG0014689	CP2_g47887_DN3_SP5_c.t1	XP_020871287.1
OG0014690	CP2_g47906_DN3_SP7_c.t1	XP_020881877.1
OG0014691	CP2_g47911_DN3_SP2_c.t1	XP_020868000.1
OG0014692	CP2_g47915_DN3_SP5_c.t1	XP_002866583.1
OG0014693	CP2_g47944_DN3_SP3_c.t1	XP_020889435.1
OG0014694	CP2_g47967_DN3_SP8_c.t1	XP_002864847.1
OG0014695	CP2_g47968_DN3_SP8_c.t1	XP_020882456.1
OG0014696	CP2_g47969_DN3_SP6_c.t1	XP_020885649.1
OG0014697	CP2_g47971_DN3_SP7_c.t1	XP_002866552.1
OG0014698	CP2_g47972_DN3_SP4_c.t1	XP_002866551.1
OG0014699	CP2_g47992_DN3_SP6_c.t1	XP_002881825.1
OG0014700	CP2_g47981_DN3_SP1_c.t1	XP_002864843.1
OG0014701	CP2_g47998_DN3_SP7_c.t1	XP_020871063.1
OG0014703	CP2_g48002_DN3_SP0_c.t1	XP_020871872.1
OG0014704	CP2_g48008_DN3_SP8_c.t1	XP_002866527.1
OG0014705	CP2_g48009_DN1_SP0_c.t1	XP_020881576.1
OG0014706	CP2_g48030_DN3_SP0_c.t1	XP_002866508.1
OG0014707	CP2_g48045_DN3_SP1_c.t1	XP_020871223.1
OG0014708	CP2_g48072_DN3_SP5_c.t1	XP_002866484.1
OG0014709	CP2_g48073_DN3_SP8_c.t1	XP_002864783.1
OG0014710	CP2_g48091_DN3_SP3_c.t1	XP_002866474.1
OG0014711	CP2_g48096_DN3_SP6_c.t1	XP_002866470.1
OG0014712	CP2_g48098_DN3_SP6_c.t1	XP_020883417.1
OG0014713	CP2_g48102_DN3_SP0_c.t1	XP_020865862.1
OG0014714	CP2_g48110_DN3_SP0_c.t1	XP_020871023.1
OG0014715	CP2_g48112_DN3_SP6_c.t1	XP_020883725.1
OG0014717	CP2_g48135_DN3_SP8_c.t1	XP_020868741.1
OG0014718	CP2_g48145_DN3_SP8_c.t1	XP_020882381.1
OG0014719	CP2_g48157_DN1_SP0_c.t1	XP_020871892.1
OG0014720	CP2_g48165_DN3_SP0_c.t1	XP_020871240.1
OG0014721	CP2_g48176_DN3_SP5_c.t1	XP_020871149.1
OG0014722	CP2_g48189_DN3_SP8_c.t1	XP_020871858.1
OG0014723	CP2_g48213_DN3_SP1_c.t1	XP_002876993.1
OG0014724	CP2_g48214_DN3_SP0_c.t1	XP_002866406.1
OG0014725	CP2_g48216_DN3_SP5_c.t1	XP_020878496.1
OG0014726	CP2_g48224_DN3_SP8_c.t1	XP_002866399.2
OG0014727	CP2_g48244_DN3_SP8_c.t1	XP_020877404.1
OG0014728	CP2_g48278_DN3_SP0_c.t1	XP_020879568.1, XP_020879570.1
OG0014729	CP2_g48280_DN3_SP0_c.t1	XP_002874133.1
OG0014730	CP2_g48299_DN3_SP8_c.t1	XP_020878586.1
OG0014731	CP2_g48301_DN2_SP0_c.t1	XP_002872071.1
OG0014732	CP2_g48310_DN3_SP8_c.t1	XP_020877897.1
OG0014733	CP1_g38676_DN3_SP3_c.t1	XP_002893999.1
OG0014734	CP2_g48328_DN3_SP0_c.t1	XP_020876298.1
OG0014735	CP3_g14846_DN3_SP7_c.t1	XP_002875755.1
OG0014736	CP2_g48346_DN3_SP1_c.t1	XP_020877540.1
OG0014737	CP2_g48349_DN3_SP0_c.t1	XP_020878968.1
OG0014738	CP2_g48350_DN3_SP8_c.t1	XP_020877987.1
OG0014740	CP2_g48355_DN3_SP6_c.t1	XP_002874189.1
OG0014741	CP2_g48358_DN3_SP4_c.t1	XP_020877413.1
OG0014742	CP2_g48374_DN3_SP8_c.t1	XP_020877943.1
OG0014743	CP2_g48375_DN3_SP0_c.t1	XP_002874202.2
OG0014744	CP34_g51572_DN2_SP0_c.t1	XP_020877534.1
OG0014745	CP2_g48376_DN3_SP0_c.t1	XP_020877597.1
OG0014746	CP2_g48380_DN3_SP0_c.t1	XP_002874210.1
OG0014747	CP2_g48392_DN3_SP8_c.t1	XP_020878658.1
OG0014748	CP2_g48398_DN3_SP2_c.t1	XP_002872128.1
OG0014749	CP2_g48399_DN2_SP0_c.t1	XP_002872129.1
OG0014750	CP2_g48404_DN3_SP0_c.t1	XP_020878643.1
OG0014751	CP2_g48409_DN3_SP0_c.t1	XP_020876188.1
OG0014752	CP2_g48440_DN3_SP8_c.t1	XP_002874251.1
OG0014753	CP2_g48491_DN3_SP5_c.t1	XP_002874285.1
OG0014754	CP2_g48497_DN3_SP1_c.t1	XP_020877867.1
OG0014755	CP2_g48500_DN3_SP3_c.t1	XP_020877863.1
OG0014756	CP2_g48502_DN3_SP0_c.t1	XP_002874297.1
OG0014757	CP2_g48513_DN3_SP0_c.t1	XP_020878525.1
OG0014758	CP8_g54396_DN3_SP3_c.t1	XP_002873945.1
OG0014759	CP8_g54366_DN3_SP8_c.t1	XP_020877021.1
OG0014760	CP8_g54342_DN3_SP7_c.t1	XP_020879092.1
OG0014762	CP8_g54315_DN3_SP8_c.t1	XP_020878817.1
OG0014763	CP8_g54299_DN3_SP0_c.t1	XP_002871930.1
OG0014764	CP8_g54283_DN3_SP8_c.t1	XP_002873995.1
OG0014765	CP8_g54280_DN3_SP8_c.t1	XP_020877338.1
OG0014766	CP8_g54279_DN3_SP2_c.t1	XP_002873997.1
OG0014767	CP8_g54267_DN3_SP8_c.t1	XP_020878283.1
OG0014768	CP8_g54266_DN3_SP7_c.t1	XP_002871948.1
OG0014769	CP8_g54261_DN3_SP0_c.t1	XP_020876534.1
OG0014770	CP8_g54235_DN3_SP8_c.t1	XP_020876315.1
OG0014771	CP8_g54222_DN3_SP5_c.t1	XP_020877348.1
OG0014772	CP8_g54206_DN3_SP7_c.t1	XP_002871975.1
OG0014773	CP8_g54188_DN3_SP8_c.t1	XP_020877378.1
OG0014774	CP8_g54182_DN3_SP1_c.t1	XP_020877830.1
OG0014775	CP8_g54178_DN3_SP8_c.t1	XP_002874050.1
OG0014776	CP7_g45489_DN3_SP7_c.t1	XP_020869159.1
OG0014777	CP8_g54168_DN3_SP8_c.t1	XP_002871997.1
OG0014778	CP8_g54159_DN3_SP7_c.t1	XP_002874069.1
OG0014779	CP8_g54158_DN3_SP0_c.t1	XP_002872000.1
OG0014780	CP8_g54151_DN3_SP8_c.t1	XP_002872003.1
OG0014781	CP8_g54134_DN3_SP8_c.t1	XP_020877267.1
OG0014782	CP8_g54122_DN3_SP8_c.t1	XP_020875820.1
OG0014783	CP12_g30850_DN3_SP3_c.t1	XP_020888776.1
OG0014784	CP8_g54116_DN3_SP0_c.t1	XP_002874099.1
OG0014785	CP8_g54115_DN2_SP8_c.t1	XP_020879585.1
OG0014786	CP10_g43993_DN1_SP0_c.t1	XP_002865567.1, XP_002865566.1
OG0014787	CP8_g53327_DN3_SP8_c.t1	XP_002865980.1
OG0014788	CP8_g54096_DN3_SP8_c.t1	XP_002866393.1
OG0014789	CP8_g54082_DN3_SP0_c.t1	XP_002866385.1
OG0014790	CP8_g54081_DN3_SP8_c.t1	XP_002864694.1
OG0014791	CP8_g54078_DN3_SP0_c.t1	XP_020884993.1
OG0014792	CP8_g54075_DN3_SP8_c.t1	XP_020869950.1
OG0014793	CP8_g54040_DN3_SP0_c.t1	XP_020889262.1
OG0014795	CP8_g54007_DN3_SP8_c.t1	XP_002864653.2
OG0014796	CP8_g54000_DN3_SP6_c.t1	XP_002866347.1
OG0014797	CP8_g53956_DN3_SP0_c.t1	XP_020881159.1
OG0014798	CP5_g1633_DN3_SP8_c.t1	XP_020875113.1
OG0014799	CP8_g53951_DN3_SP8_c.t1	XP_002864632.1
OG0014800	CP8_g53947_DN2_SP0_c.t1	XP_020867792.1
OG0014801	CP8_g53935_DN1_SP0_c.t1	XP_020870133.1
OG0014802	CP8_g53933_DN3_SP6_c.t1	XP_002866320.1
OG0014803	CP8_g53917_DN3_SP0_c.t1	XP_020890342.1
OG0014804	CP8_g53915_DN3_SP8_c.t1	XP_002866311.1
OG0014805	CP8_g53872_DN3_SP5_c.t1	XP_020889219.1
OG0014806	CP8_g53862_DN3_SP7_c.t1	XP_002866280.1
OG0014807	CP8_g53855_DN3_SP5_c.t1	XP_020886848.1
OG0014808	CP8_g53854_DN3_SP0_c.t1	XP_020886863.1
OG0014809	CP8_g53845_DN3_SP7_c.t1	XP_020886357.1
OG0014810	CP8_g53832_DN3_SP1_c.t1	XP_002866256.2
OG0014811	CP8_g53825_DN3_SP4_c.t1	XP_020878393.1
OG0014812	CP8_g53823_DN3_SP3_c.t1	XP_020878324.1
OG0014813	CP8_g53816_DN3_SP0_c.t1	XP_020872018.1
OG0014814	CP8_g53814_DN3_SP0_c.t1	XP_002866251.1
OG0014815	CP8_g53756_DN3_SP3_c.t1	XP_002864520.1
OG0014816	CP8_g53812_DN3_SP8_c.t1	XP_002864548.1
OG0014817	CP8_g53807_DN3_SP1_c.t1	XP_020877910.1
OG0014818	CP8_g53792_DN3_SP1_c.t1	XP_020881277.1
OG0014819	CP8_g53790_DN3_SP7_c.t1	XP_002864538.1
OG0014820	CP8_g53770_DN1_SP0_c.t1	XP_002864527.1
OG0014821	CP8_g53768_DN3_SP8_c.t1	XP_002866226.1
OG0014822	CP8_g53765_DN3_SP8_c.t1	XP_020871974.1
OG0014823	CP8_g53762_DN3_SP5_c.t1	XP_020877208.1
OG0014824	CP8_g53760_DN3_SP8_c.t1	XP_002864523.1
OG0014825	CP8_g53738_DN3_SP8_c.t1	XP_020871733.1
OG0014826	CP8_g53736_DN3_SP5_c.t1	XP_020871747.1
OG0014827	CP13_g19641_DN3_SP8_c.t1	XP_020882314.1
OG0014828	CP10_g43691_DN3_SP2_c.t1	XP_002884119.1
OG0014829	CP17_g4986_DN2_SP0_c.t1, CP17_g4895_DN2_SP0_c.t1	XP_020889535.1
OG0014830	CP8_g53698_DN3_SP7_c.t1	XP_020890930.1
OG0014831	CP8_g53699_DN3_SP0_c.t1	XP_020890946.1
OG0014832	CP8_g53711_DN3_SP7_c.t1	XP_020879931.1
OG0014833	CP8_g53664_DN3_SP8_c.t1	XP_020885444.1
OG0014834	CP8_g53663_DN3_SP4_c.t1	XP_002864476.2
OG0014835	CP8_g53652_DN3_SP8_c.t1	XP_002864470.1
OG0014836	CP8_g53606_DN3_SP0_c.t1	XP_002866130.1
OG0014837	CP8_g53594_DN1_SP0_c.t1	XP_002864430.1, XP_002864433.1, XP_002886968.2
OG0014838	CP8_g53590_DN3_SP0_c.t1	XP_002866125.1
OG0014839	CP8_g53559_DN3_SP0_c.t1	XP_002866111.1
OG0014840	CP8_g53578_DN3_SP8_c.t1	XP_020871163.1
OG0014841	CP8_g53576_DN3_SP7_c.t1	XP_020871159.1
OG0014842	CP8_g53573_DN3_SP3_c.t1	XP_002864416.1
OG0014843	CP8_g53571_DN3_SP0_c.t1	XP_020871082.1
OG0014844	CP8_g53568_DN2_SP2_c.t1	XP_020871295.1
OG0014845	CP8_g53560_DN2_SP0_c.t1	XP_002866112.1
OG0014846	CP8_g53543_DN3_SP8_c.t1	XP_002864399.1
OG0014847	CP8_g53533_DN3_SP3_c.t1	XP_020871596.1
OG0014848	CP8_g53524_DN3_SP8_c.t1	XP_020871602.1
OG0014849	CP8_g53453_DN3_SP7_c.t1	XP_020871989.1
OG0014850	CP3_g14417_DN3_SP7_c.t1	XP_020882142.1
OG0014851	CP3_g14431_DN3_SP8_c.t1	XP_020880732.1
OG0014852	CP3_g14442_DN3_SP8_c.t1	XP_002877665.1
OG0014853	CP3_g14461_DN3_SP0_c.t1	XP_020882379.1
OG0014854	CP3_g14479_DN3_SP8_c.t1	XP_002877640.1
OG0014855	CP3_g14480_DN3_SP4_c.t1	XP_002875936.2
OG0014856	CP3_g14496_DN1_SP0_c.t1	XP_020879950.1
OG0014857	CP11_g32068_DN3_SP3_c.t1	XP_020868561.1
OG0014858	CP11_g32052_DN3_SP3_c.t1	XP_002872832.1
OG0014859	CP11_g33147_DN3_SP0_c.t1	XP_002873311.1
OG0014860	CP11_g33154_DN3_SP0_c.t1	XP_020876114.1
OG0014861	CP4_g24804_DN3_SP4_c.t1	XP_020883224.1
OG0014862	CP11_g33183_DN3_SP0_c.t1	XP_020877918.1
OG0014863	CP11_g33296_DN1_SP0_c.t1	XP_020878707.1
OG0014864	CP11_g33281_DN3_SP0_c.t1	XP_002873283.1
OG0014865	CP11_g33278_DN3_SP0_c.t1	XP_002873282.1
OG0014866	CP11_g33270_DN3_SP0_c.t1	XP_002873280.2
OG0014869	CP11_g33227_DN3_SP7_c.t1	XP_020878940.1
OG0014870	CP14_g22700_DN3_SP4_c.t1	XP_002888290.1
OG0014871	CP11_g33197_DN3_SP7_c.t1	XP_002871197.1
OG0014872	CP11_g33196_DN3_SP1_c.t1	XP_002873236.1
OG0014873	CP19_g18235_DN3_SP1_c.t1	XP_002869733.1
OG0014874	CP11_g33307_DN3_SP0_c.t1	XP_020876053.1
OG0014875	CP11_g33309_DN2_SP1_c.t1	XP_020876054.1
OG0014876	CP11_g33310_DN3_SP0_c.t1	XP_002871190.1
OG0014877	CP11_g33312_DN3_SP8_c.t1	XP_020876019.1
OG0014879	CP11_g33324_DN3_SP0_c.t1	XP_002871181.2
OG0014881	CP11_g33329_DN3_SP8_c.t1	XP_002873223.1
OG0014882	CP11_g33334_DN3_SP0_c.t1	XP_020875941.1
OG0014883	CP11_g33336_DN3_SP5_c.t1	XP_002871176.1
OG0014884	CP11_g33359_DN3_SP7_c.t1	XP_002871154.1
OG0014885	CP11_g33371_DN3_SP5_c.t1	XP_020876003.1
OG0014886	CP11_g33372_DN2_SP0_c.t1	XP_002871145.1
OG0014887	CP11_g33378_DN3_SP0_c.t1	XP_002871141.1
OG0014888	CP11_g33387_DN3_SP1_c.t1	XP_020876008.1
OG0014889	CP11_g33402_DN3_SP8_c.t1	XP_020875985.1
OG0014890	CP11_g33406_DN3_SP8_c.t1	XP_020875911.1
OG0014891	CP11_g33420_DN3_SP0_c.t1	XP_020878553.1
OG0014892	CP11_g33434_DN3_SP0_c.t1	XP_020877011.1
OG0014893	CP13_g19592_DN2_SP0_c.t1	XP_020880651.1
OG0014894	CP11_g33438_DN3_SP6_c.t1	XP_002873153.1
OG0014895	CP11_g33449_DN3_SP8_c.t1	XP_020876998.1
OG0014896	CP11_g33455_DN3_SP7_c.t1	XP_002871089.1
OG0014897	CP11_g33463_DN3_SP0_c.t1	XP_020878108.1
OG0014898	CP11_g33464_DN3_SP8_c.t1	XP_020878106.1
OG0014899	CP11_g33470_DN3_SP7_c.t1	XP_002873140.1
OG0014900	CP11_g33478_DN3_SP8_c.t1	XP_020879167.1
OG0014901	CP11_g33485_DN1_SP3_c.t1	XP_002871075.1
OG0014903	CP11_g33498_DN3_SP5_c.t1	XP_002873123.1
OG0014904	CP11_g33504_DN3_SP8_c.t1	XP_002873119.1
OG0014905	CP5_g2116_DN3_SP1_c.t1	XP_002870443.1
OG0014906	CP11_g33518_DN1_SP0_c.t1	XP_020879121.1
OG0014907	CP11_g33522_DN3_SP5_c.t1	XP_020876833.1
OG0014908	CP11_g33523_DN3_SP8_c.t1	XP_002871050.1
OG0014909	CP11_g33526_DN3_SP2_c.t1	XP_002871048.1
OG0014910	CP11_g33546_DN3_SP8_c.t1	XP_020879354.1
OG0014911	CP11_g33558_DN3_SP8_c.t1	XP_020878459.1
OG0014912	CP11_g33565_DN3_SP8_c.t1	XP_020878745.1
OG0014913	CP11_g33578_DN2_SP0_c.t1	XP_020878483.1
OG0014914	CP11_g33597_DN3_SP8_c.t1	XP_020879556.1
OG0014915	CP11_g33598_DN3_SP8_c.t1	XP_020879559.1
OG0014916	CP11_g33602_DN3_SP7_c.t1	XP_020877320.1
OG0014917	CP11_g33613_DN2_SP0_c.t1	XP_002873064.1
OG0014918	CP11_g33638_DN3_SP6_c.t1	XP_002870970.1
OG0014919	CP11_g33649_DN3_SP7_c.t1	XP_002870965.1
OG0014920	CP11_g33654_DN3_SP0_c.t1	XP_002870960.1
OG0014921	CP11_g33655_DN3_SP8_c.t1	XP_020876146.1
OG0014922	CP11_g33668_DN3_SP8_c.t1	XP_020879312.1
OG0014923	CP11_g33670_DN3_SP7_c.t1	XP_020878475.1
OG0014924	CP11_g33675_DN3_SP0_c.t1	XP_020878182.1
OG0014925	CP11_g33679_DN2_SP0_c.t1	XP_002870943.1
OG0014927	CP11_g33685_DN3_SP0_c.t1	XP_020878113.1
OG0014928	CP11_g33698_DN3_SP0_c.t1	XP_002870933.2
OG0014929	CP11_g33708_DN3_SP6_c.t1	XP_002870927.1
OG0014930	CP11_g33710_DN3_SP5_c.t1	XP_002873014.1
OG0014931	CP11_g33713_DN3_SP1_c.t1	XP_020878692.1
OG0014932	CP11_g33715_DN3_SP0_c.t1	XP_002870921.1
OG0014933	CP11_g33717_DN2_SP7_c.t1	XP_020876775.1
OG0014934	CP11_g33721_DN3_SP8_c.t1	XP_002873008.1
OG0014935	CP11_g33722_DN3_SP5_c.t1	XP_002873007.1
OG0014937	CP11_g33729_DN3_SP8_c.t1	XP_002870910.1
OG0014938	CP11_g33737_DN3_SP0_c.t1	XP_020879361.1
OG0014939	CP11_g33758_DN2_SP1_c.t1	XP_020878416.1
OG0014940	CP11_g33761_DN3_SP0_c.t1	XP_020875802.1
OG0014941	CP11_g33762_DN3_SP7_c.t1	XP_002872985.1
OG0014942	CP11_g33765_DN3_SP5_c.t1	XP_020875792.1
OG0014943	CP7_g44843_DN3_SP8_c.t1	XP_002882571.1
OG0014944	CP11_g33769_DN2_SP0_c.t1	XP_002872983.1
OG0014945	CP5_g1331_DN3_SP0_c.t1	XP_002868636.1
OG0014946	CP19_g17911_DN3_SP1_c.t1	XP_002870648.1
OG0014947	CP19_g17891_DN3_SP0_c.t1	XP_020874063.1
OG0014948	CP19_g17861_DN3_SP8_c.t1	XP_002868583.1
OG0014950	CP9_g29726_DN3_SP2_c.t1	XP_020890013.1
OG0014951	CP9_g29731_DN3_SP5_c.t1	XP_002887854.1
OG0014952	CP9_g29741_DN3_SP7_c.t1	XP_020891112.1
OG0014953	CP9_g29743_DN3_SP0_c.t1	XP_002889324.1
OG0014954	CP9_g29745_DN2_SP1_c.t1	XP_020891113.1
OG0014955	CP9_g29750_DN3_SP8_c.t1	XP_002887860.1
OG0014956	CP9_g29719_DN3_SP8_c.t1	XP_002887850.1
OG0014957	CP9_g29709_DN3_SP7_c.t1	XP_020891577.1
OG0014958	CP9_g29701_DN3_SP2_c.t1	XP_002887842.1
OG0014959	CP9_g29687_DN2_SP0_c.t1	XP_020891380.1
OG0014960	CP9_g29682_DN2_SP4_c.t1	XP_002887835.1
OG0014961	CP9_g29676_DN3_SP7_c.t1	XP_002889294.1
OG0014962	CP9_g29644_DN2_SP0_c.t1	XP_002889280.1
OG0014963	CP9_g29623_DN3_SP8_c.t1	XP_020890637.1
OG0014964	CP9_g29616_DN3_SP3_c.t1	XP_002889268.1
OG0014965	CP2_g48598_DN3_SP7_c.t1	XP_020876948.1
OG0014966	CP9_g29592_DN3_SP8_c.t1	XP_020865651.1
OG0014967	CP9_g29583_DN3_SP7_c.t1	XP_020890643.1
OG0014968	CP9_g29581_DN3_SP8_c.t1	XP_020891332.1
OG0014969	CP7_g45174_DN3_SP0_c.t1	XP_002893449.1
OG0014970	CP9_g29554_DN3_SP3_c.t1	XP_002889234.1
OG0014971	CP9_g29553_DN3_SP0_c.t1	XP_020865900.1
OG0014972	CP9_g29549_DN2_SP0_c.t1	XP_002889230.1
OG0014973	CP18_g12502_DN2_SP0_c.t1	XP_020885231.1
OG0014974	CP9_g29538_DN3_SP7_c.t1	XP_020890437.1
OG0014975	CP9_g29531_DN3_SP2_c.t1	XP_020890442.1
OG0014976	CP9_g29528_DN3_SP8_c.t1	XP_002889219.1
OG0014977	CP9_g29527_DN3_SP5_c.t1	XP_002887761.1
OG0014978	CP9_g29517_DN3_SP0_c.t1	XP_020890450.1
OG0014979	CP9_g29513_DN3_SP8_c.t1	XP_020890444.1
OG0014980	CP9_g29498_DN3_SP6_c.t1	XP_002889201.1
OG0014981	CP9_g29442_DN3_SP6_c.t1	XP_002889172.1
OG0014982	CP9_g29439_DN3_SP2_c.t1	XP_020891026.1
OG0014983	CP9_g29432_DN3_SP1_c.t1	XP_020865639.1
OG0014984	CP9_g29415_DN3_SP1_c.t1	XP_002887698.2
OG0014985	CP9_g29410_DN3_SP0_c.t1	XP_002889154.1
OG0014986	CP9_g29409_DN3_SP7_c.t1	XP_002889153.2
OG0014987	CP9_g29399_DN3_SP1_c.t1	XP_020890270.1
OG0014988	CP9_g29393_DN3_SP0_c.t1	XP_020891230.1
OG0014989	CP9_g29388_DN3_SP8_c.t1	XP_002887684.1
OG0014990	CP5_g2101_DN3_SP2_c.t1	XP_002870444.1
OG0014991	CP9_g29370_DN3_SP0_c.t1	XP_002887674.1
OG0014992	CP9_g29365_DN3_SP2_c.t1, CP4_g24090_DN3_SP0_c.t1	XP_002887673.1
OG0014994	CP9_g29319_DN3_SP8_c.t1	XP_020891691.1
OG0014995	CP9_g29315_DN3_SP8_c.t1	XP_020890681.1
OG0014996	CP9_g29311_DN3_SP2_c.t1	XP_020890182.1
OG0014997	CP9_g29299_DN1_SP0_c.t1	XP_002887645.1
OG0014998	CP9_g29295_DN3_SP4_c.t1	XP_020891572.1
OG0014999	CP9_g29291_DN3_SP0_c.t1	XP_002889086.1
