Orthogroup	Conringia_planisiliqua	Eutrema_salsugineum
OG0014848	CP8_g53524_DN3_SP8_c.t1	XP_006401454.1
OG0014849	CP8_g53453_DN3_SP7_c.t1	XP_006401524.1
OG0014850	CP3_g14417_DN3_SP7_c.t1	XP_006404127.1
OG0014851	CP3_g14431_DN3_SP8_c.t1	XP_024013639.1
OG0014852	CP3_g14442_DN3_SP8_c.t1	XP_024013846.1
OG0014853	CP3_g14461_DN3_SP0_c.t1	XP_006404170.1
OG0014854	CP3_g14479_DN3_SP8_c.t1	XP_006404192.1
OG0014855	CP3_g14480_DN3_SP4_c.t1	XP_024013408.1
OG0014856	CP3_g14496_DN1_SP0_c.t1	XP_006404215.1
OG0014857	CP11_g32068_DN3_SP3_c.t1	XP_006396449.1
OG0014858	CP11_g32052_DN3_SP3_c.t1	XP_006396464.1
OG0014859	CP11_g33147_DN3_SP0_c.t1	XP_006399230.1
OG0014860	CP11_g33154_DN3_SP0_c.t1	XP_024012573.1
OG0014861	CP4_g24804_DN3_SP4_c.t1	XP_006411144.1
OG0014862	CP11_g33183_DN3_SP0_c.t1	XP_024012071.1
OG0014863	CP11_g33296_DN1_SP0_c.t1	XP_006399182.1
OG0014864	CP11_g33281_DN3_SP0_c.t1	XP_006399165.1
OG0014865	CP11_g33278_DN3_SP0_c.t1	XP_006399161.1
OG0014866	CP11_g33270_DN3_SP0_c.t1	XP_006399155.1
OG0014869	CP11_g33227_DN3_SP7_c.t1	XP_024011768.1
OG0014870	CP14_g22700_DN3_SP4_c.t1	XP_006404452.2
OG0014871	CP11_g33197_DN3_SP7_c.t1	XP_006399069.1
OG0014872	CP11_g33196_DN3_SP1_c.t1	XP_024012025.1
OG0014873	CP19_g18235_DN3_SP1_c.t1	XP_006413466.1
OG0014874	CP11_g33307_DN3_SP0_c.t1	XP_006399058.1
OG0014875	CP11_g33309_DN2_SP1_c.t1	XP_006399057.2
OG0014876	CP11_g33310_DN3_SP0_c.t1	XP_006399056.1
OG0014877	CP11_g33312_DN3_SP8_c.t1	XP_006399054.2
OG0014878	CP11_g33314_DN3_SP0_c.t1	XP_024011862.1
OG0014879	CP11_g33324_DN3_SP0_c.t1	XP_006399040.1
OG0014881	CP11_g33329_DN3_SP8_c.t1	XP_006399034.1
OG0014882	CP11_g33334_DN3_SP0_c.t1	XP_006399028.2
OG0014883	CP11_g33336_DN3_SP5_c.t1	XP_006399025.1
OG0014884	CP11_g33359_DN3_SP7_c.t1	XP_006399000.1
OG0014885	CP11_g33371_DN3_SP5_c.t1	XP_006398985.1
OG0014886	CP11_g33372_DN2_SP0_c.t1	XP_006398984.1
OG0014887	CP11_g33378_DN3_SP0_c.t1	XP_006398978.1
OG0014888	CP11_g33387_DN3_SP1_c.t1	XP_006398970.1
OG0014889	CP11_g33402_DN3_SP8_c.t1	XP_006398948.1
OG0014890	CP11_g33406_DN3_SP8_c.t1	XP_006398944.1
OG0014894	CP11_g33438_DN3_SP6_c.t1	XP_006398911.1
OG0014895	CP11_g33449_DN3_SP8_c.t1	XP_006398900.1
OG0014896	CP11_g33455_DN3_SP7_c.t1	XP_006398895.1
OG0014897	CP11_g33463_DN3_SP0_c.t1	XP_024011978.1
OG0014898	CP11_g33464_DN3_SP8_c.t1	XP_006398884.2
OG0014899	CP11_g33470_DN3_SP7_c.t1	XP_006398878.1
OG0014900	CP11_g33478_DN3_SP8_c.t1	XP_006398870.1
OG0014901	CP11_g33485_DN1_SP3_c.t1	XP_006398866.1
OG0014903	CP11_g33498_DN3_SP5_c.t1	XP_006398852.1
OG0014904	CP11_g33504_DN3_SP8_c.t1	XP_006398845.1
OG0014905	CP5_g2116_DN3_SP1_c.t1	XP_006395937.1
OG0014906	CP11_g33518_DN1_SP0_c.t1	XP_006398827.1
OG0014907	CP11_g33522_DN3_SP5_c.t1	XP_006398823.1
OG0014908	CP11_g33523_DN3_SP8_c.t1	XP_024011573.1
OG0014909	CP11_g33526_DN3_SP2_c.t1	XP_006398815.1
OG0014910	CP11_g33546_DN3_SP8_c.t1	XP_006398797.1
OG0014911	CP11_g33558_DN3_SP8_c.t1	XP_006398780.1
OG0014912	CP11_g33565_DN3_SP8_c.t1	XP_006398772.1
OG0014913	CP11_g33578_DN2_SP0_c.t1	XP_006398761.2
OG0014914	CP11_g33597_DN3_SP8_c.t1	XP_006398739.1
OG0014915	CP11_g33598_DN3_SP8_c.t1	XP_006398738.1
OG0014916	CP11_g33602_DN3_SP7_c.t1	XP_006392262.1
OG0014917	CP11_g33613_DN2_SP0_c.t1	XP_006398721.1
OG0014918	CP11_g33638_DN3_SP6_c.t1	XP_006398700.1
OG0014919	CP11_g33649_DN3_SP7_c.t1	XP_006398689.1
OG0014920	CP11_g33654_DN3_SP0_c.t1	XP_006398683.1
OG0014921	CP11_g33655_DN3_SP8_c.t1	XP_006398682.1
OG0014922	CP11_g33668_DN3_SP8_c.t1	XP_024011161.1
OG0014923	CP11_g33670_DN3_SP7_c.t1	XP_006398668.1
OG0014924	CP11_g33675_DN3_SP0_c.t1	XP_006398661.1
OG0014925	CP11_g33679_DN2_SP0_c.t1	XP_006398655.1
OG0014927	CP11_g33685_DN3_SP0_c.t1	XP_006398648.1
OG0014928	CP11_g33698_DN3_SP0_c.t1	XP_024011866.1
OG0014929	CP11_g33708_DN3_SP6_c.t1	XP_006398624.1
OG0014930	CP11_g33710_DN3_SP5_c.t1	XP_006398621.1
OG0014931	CP11_g33713_DN3_SP1_c.t1	XP_024011513.1
OG0014932	CP11_g33715_DN3_SP0_c.t1	XP_006398616.1
OG0014933	CP11_g33717_DN2_SP7_c.t1	XP_024011704.1
OG0014934	CP11_g33721_DN3_SP8_c.t1	XP_006398610.1
OG0014935	CP11_g33722_DN3_SP5_c.t1	XP_006398608.1
OG0014936	CP11_g33727_DN3_SP0_c.t1	XP_006398604.1
OG0014937	CP11_g33729_DN3_SP8_c.t1	XP_006398602.1
OG0014938	CP11_g33737_DN3_SP0_c.t1	XP_006398595.1
OG0014939	CP11_g33758_DN2_SP1_c.t1	XP_006398567.1
OG0014940	CP11_g33761_DN3_SP0_c.t1	XP_006398564.2
OG0014941	CP11_g33762_DN3_SP7_c.t1	XP_006398563.1
OG0014942	CP11_g33765_DN3_SP5_c.t1	XP_024011824.1
OG0014943	CP7_g44843_DN3_SP8_c.t1	XP_006409560.1
OG0014944	CP11_g33769_DN2_SP0_c.t1	XP_006398553.2
OG0014945	CP5_g1331_DN3_SP0_c.t1	XP_006405424.1
OG0014946	CP19_g17911_DN3_SP1_c.t1	XP_006405386.1
OG0014947	CP19_g17891_DN3_SP0_c.t1	XP_024014637.1
OG0014948	CP19_g17861_DN3_SP8_c.t1	XP_006405324.1
OG0014949	CP9_g29722_DN3_SP0_c.t1	XP_006389739.1
OG0014950	CP9_g29726_DN3_SP2_c.t1	XP_006389706.1
OG0014951	CP9_g29731_DN3_SP5_c.t1	XP_006389712.2
OG0014952	CP9_g29741_DN3_SP7_c.t1	XP_006389724.1
OG0014953	CP9_g29743_DN3_SP0_c.t1	XP_006389727.2
OG0014954	CP9_g29745_DN2_SP1_c.t1	XP_006389729.1
OG0014955	CP9_g29750_DN3_SP8_c.t1	XP_006389737.1
OG0014956	CP9_g29719_DN3_SP8_c.t1	XP_006389744.1
OG0014957	CP9_g29709_DN3_SP7_c.t1	XP_006389752.1
OG0014958	CP9_g29701_DN3_SP2_c.t1	XP_006389764.1
OG0014959	CP9_g29687_DN2_SP0_c.t1	XP_006404811.2
OG0014960	CP9_g29682_DN2_SP4_c.t1	XP_006389782.2
OG0014961	CP9_g29676_DN3_SP7_c.t1	XP_006389789.1
OG0014962	CP9_g29644_DN2_SP0_c.t1	XP_006389819.1
OG0014963	CP9_g29623_DN3_SP8_c.t1	XP_006389840.1
OG0014964	CP9_g29616_DN3_SP3_c.t1	XP_006389846.1
OG0014965	CP2_g48598_DN3_SP7_c.t1	XP_006394956.1
OG0014966	CP9_g29592_DN3_SP8_c.t1	XP_006389876.2
OG0014967	CP9_g29583_DN3_SP7_c.t1	XP_024007278.1
OG0014968	CP9_g29581_DN3_SP8_c.t1	XP_006389889.1
OG0014969	CP7_g45174_DN3_SP0_c.t1	XP_006415803.1
OG0014970	CP9_g29554_DN3_SP3_c.t1	XP_006389918.1
OG0014971	CP9_g29553_DN3_SP0_c.t1	XP_006389919.1
OG0014972	CP9_g29549_DN2_SP0_c.t1	XP_006389923.1
OG0014973	CP18_g12502_DN2_SP0_c.t1	XP_006408849.2
OG0014974	CP9_g29538_DN3_SP7_c.t1	XP_006389935.1
OG0014975	CP9_g29531_DN3_SP2_c.t1	XP_006389939.2
OG0014976	CP9_g29528_DN3_SP8_c.t1	XP_006389941.2
OG0014977	CP9_g29527_DN3_SP5_c.t1	XP_006389943.1
OG0014978	CP9_g29517_DN3_SP0_c.t1	XP_024006464.1
OG0014979	CP9_g29513_DN3_SP8_c.t1	XP_006389960.1
OG0014980	CP9_g29498_DN3_SP6_c.t1	XP_006389970.1
OG0014981	CP9_g29442_DN3_SP6_c.t1	XP_006390033.1
OG0014982	CP9_g29439_DN3_SP2_c.t1	XP_024011036.1
OG0014983	CP9_g29432_DN3_SP1_c.t1	XP_024007105.1
OG0014984	CP9_g29415_DN3_SP1_c.t1	XP_006390062.1
OG0014985	CP9_g29410_DN3_SP0_c.t1	XP_024012878.1
OG0014986	CP9_g29409_DN3_SP7_c.t1	XP_006390068.1
OG0014987	CP9_g29399_DN3_SP1_c.t1	XP_024009017.1
OG0014988	CP9_g29393_DN3_SP0_c.t1	XP_006390082.1
OG0014989	CP9_g29388_DN3_SP8_c.t1	XP_006390089.1
OG0014990	CP5_g2101_DN3_SP2_c.t1	XP_006395936.1
OG0014991	CP9_g29370_DN3_SP0_c.t1	XP_024014380.1
OG0014992	CP9_g29365_DN3_SP2_c.t1, CP4_g24090_DN3_SP0_c.t1	XP_006390111.1
OG0014994	CP9_g29319_DN3_SP8_c.t1	XP_024012740.1
OG0014995	CP9_g29315_DN3_SP8_c.t1	XP_006390166.1
OG0014996	CP9_g29311_DN3_SP2_c.t1	XP_006390170.1
OG0014997	CP9_g29299_DN1_SP0_c.t1	XP_006390179.1
OG0014998	CP9_g29295_DN3_SP4_c.t1	XP_006390185.1
OG0014999	CP9_g29291_DN3_SP0_c.t1	XP_006390191.1, XP_006390190.1
OG0015000	CP9_g29289_DN3_SP3_c.t1	XP_006390194.1
OG0015001	CP9_g29282_DN3_SP8_c.t1	XP_006390202.1
OG0015002	CP9_g29281_DN2_SP2_c.t1	XP_006390203.1
OG0015003	CP9_g29277_DN3_SP8_c.t1	XP_006390206.1
OG0015004	CP11_g32141_DN3_SP8_c.t1	XP_006396372.1
OG0015005	CP9_g29267_DN3_SP0_c.t1	XP_006390219.1
OG0015006	CP9_g29259_DN3_SP5_c.t1	XP_006390230.1
OG0015007	CP9_g29255_DN2_SP2_c.t1	XP_006390236.1
OG0015008	CP9_g29254_DN3_SP5_c.t1	XP_006390237.1
OG0015009	CP9_g29246_DN3_SP7_c.t1	XP_006390245.1
OG0015010	CP9_g29230_DN3_SP8_c.t1	XP_006390260.1
OG0015011	CP9_g29222_DN3_SP0_c.t1	XP_006390274.1
OG0015012	CP9_g29207_DN3_SP1_c.t1	XP_006390285.1
OG0015013	CP9_g29205_DN3_SP0_c.t1	XP_006390287.1
OG0015014	CP9_g29197_DN2_SP2_c.t1	XP_006390292.1
OG0015015	CP9_g29194_DN3_SP0_c.t1	XP_006390295.1
OG0015016	CP9_g29183_DN3_SP8_c.t1	XP_006390301.1
OG0015017	CP9_g29181_DN3_SP5_c.t1	XP_006390303.1
OG0015018	CP9_g29177_DN3_SP7_c.t1	XP_006390308.1
OG0015019	CP9_g29174_DN3_SP2_c.t1	XP_006390315.1
OG0015020	CP9_g29164_DN3_SP0_c.t1	XP_006390327.1
OG0015021	CP9_g29156_DN3_SP0_c.t1	XP_024011053.1
OG0015022	CP9_g29150_DN3_SP0_c.t1	XP_006390346.2
OG0015023	CP9_g29144_DN3_SP0_c.t1	XP_006390353.1
OG0015024	CP10_g43818_DN1_SP0_c.t1	XP_006409326.1
OG0015025	CP10_g43789_DN3_SP5_c.t1	XP_024016578.1
OG0015026	CP10_g43778_DN3_SP0_c.t1	XP_006409268.1
OG0015027	CP10_g43740_DN3_SP7_c.t1	XP_006409242.1
OG0015028	CP10_g43726_DN3_SP0_c.t1	XP_006409219.1
OG0015029	CP3_g14392_DN2_SP0_c.t1	XP_006404099.1
OG0015030	CP2_g50710_DN2_SP0_c.t1	XP_006392509.1
OG0015031	CP3_g14405_DN3_SP0_c.t1	XP_006404111.1
OG0015032	CP3_g14403_DN3_SP3_c.t1	XP_006404108.2
OG0015033	CP3_g14655_DN3_SP7_c.t1	XP_006404374.1
OG0015034	CP3_g14660_DN3_SP8_c.t1	XP_006404379.1
OG0015035	CP3_g14661_DN3_SP7_c.t1	XP_006404380.1
OG0015036	CP3_g14654_DN3_SP0_c.t1	XP_006404373.1
OG0015037	CP3_g14640_DN3_SP7_c.t1	XP_006404359.1
OG0015038	CP7_g46473_DN3_SP8_c.t1	XP_006392557.2
OG0015039	CP7_g46451_DN3_SP4_c.t1	XP_006392578.1
OG0015040	CP7_g46441_DN3_SP3_c.t1	XP_006392587.1
OG0015041	CP7_g46438_DN3_SP8_c.t1	XP_006392590.1
OG0015042	CP7_g46430_DN3_SP0_c.t1	XP_024006096.1
OG0015043	CP7_g46421_DN3_SP8_c.t1	XP_006392606.1
OG0015044	CP7_g46408_DN3_SP6_c.t1, CP20_g4246_DN2_SP0_c.t1	XP_006392619.1
OG0015045	CP7_g46388_DN3_SP0_c.t1	XP_006392643.1
OG0015046	CP7_g46380_DN3_SP6_c.t1	XP_006392650.1
OG0015047	CP7_g46367_DN3_SP3_c.t1	XP_024006126.1
OG0015048	CP7_g46360_DN3_SP8_c.t1	XP_006392683.1
OG0015049	CP7_g46356_DN3_SP3_c.t1	XP_024006293.1
OG0015050	CP7_g46345_DN3_SP8_c.t1	XP_006392699.1
OG0015051	CP7_g46295_DN3_SP3_c.t1	XP_006392760.1
OG0015052	CP7_g46291_DN3_SP4_c.t1	XP_024006109.1
OG0015053	CP7_g46277_DN3_SP3_c.t1	XP_006392778.2
OG0015055	CP7_g46247_DN2_SP0_c.t1	XP_006392806.1
OG0015056	CP7_g46235_DN3_SP0_c.t1	XP_006392822.1
OG0015058	CP7_g46229_DN3_SP1_c.t1	XP_024006211.1, XP_006392832.2, XP_006392829.2
OG0015059	CP4_g25117_DN3_SP3_c.t1	XP_006410799.1
OG0015060	CP4_g25114_DN3_SP0_c.t1	XP_006410802.1
OG0015061	CP4_g25109_DN3_SP3_c.t1	XP_006410806.2
OG0015062	CP4_g25104_DN3_SP0_c.t1	XP_024003701.1
OG0015063	CP4_g25077_DN3_SP0_c.t1	XP_006410838.2
OG0015064	CP4_g25069_DN3_SP2_c.t1	XP_006410849.1
OG0015065	CP4_g25059_DN3_SP7_c.t1	XP_024003925.1
OG0015066	CP3_g14859_DN3_SP5_c.t1	XP_006419012.1
OG0015067	CP3_g14885_DN3_SP8_c.t1	XP_006419041.1
OG0015069	CP8_g53249_DN3_SP0_c.t1	XP_006401755.1
OG0015070	CP8_g53277_DN3_SP3_c.t1	XP_006401741.1
OG0015071	CP3_g13518_DN3_SP0_c.t1	XP_006402793.1
OG0015072	CP69_g34236_DN3_SP7_c.t1	XP_006402222.2
OG0015073	CP6_g7117_DN3_SP5_c.t1	XP_006414260.1
OG0015074	CP14_g23762_DN3_SP7_c.t1	XP_006397338.1
OG0015075	CP30_g9961_DN3_SP6_c.t1	XP_006397340.1
OG0015076	CP8_g52281_DN3_SP8_c.t1	XP_006402201.1
OG0015077	CP27_g41876_DN2_SP8_c.t1	XP_006402253.1
OG0015078	CP5_g2554_DN3_SP8_c.t1	XP_006403101.1
OG0015079	CP5_g2366_DN3_SP0_c.t1	XP_006403072.1
OG0015080	CP5_g2316_DN3_SP0_c.t1	XP_006403084.2
OG0015081	CP5_g2134_DN3_SP1_c.t1	XP_006395951.1
OG0015082	CP6_g9664_DN3_SP0_c.t1	XP_006415014.1
OG0015083	CP6_g8739_DN3_SP8_c.t1	XP_024004365.1
OG0015085	CP14_g23740_DN3_SP4_c.t1	XP_024010016.1
OG0015086	CP6_g8292_DN3_SP0_c.t1	XP_006414941.1
OG0015087	CP6_g8170_DN3_SP2_c.t1	XP_006414934.1
OG0015088	CP6_g7712_DN3_SP8_c.t1	XP_024005696.1
OG0015089	CP6_g7680_DN3_SP0_c.t1	XP_006414866.1
OG0015091	CP6_g7594_DN3_SP2_c.t1	XP_006414835.1
OG0015092	CP6_g7590_DN3_SP8_c.t1	XP_006414825.1
OG0015093	CP6_g7523_DN3_SP0_c.t1	XP_024005712.1
OG0015094	CP6_g7499_DN3_SP7_c.t1	XP_006414706.1
OG0015095	CP6_g7498_DN2_SP0_c.t1	XP_006414705.1
OG0015096	CP6_g7497_DN3_SP0_c.t1	XP_006414704.1
OG0015097	CP6_g7405_DN3_SP6_c.t1	XP_006414606.1
OG0015099	CP6_g7394_DN3_SP0_c.t1	XP_006414563.1
OG0015100	CP6_g7391_DN3_SP0_c.t1	XP_006414561.1
OG0015101	CP6_g7359_DN3_SP7_c.t1	XP_006414512.1
OG0015102	CP6_g7353_DN3_SP5_c.t1	XP_006414508.1
OG0015103	CP6_g7345_DN3_SP3_c.t1	XP_006414494.1
OG0015104	CP6_g7343_DN3_SP7_c.t1	XP_006414491.1
OG0015105	CP13_g19610_DN3_SP2_c.t1	XP_006395824.1
OG0015106	CP15_g34877_DN1_SP0_c.t1	XP_006409661.1
OG0015107	CP6_g7308_DN3_SP4_c.t1	XP_006414451.1
OG0015108	CP6_g7300_DN3_SP8_c.t1	XP_006414448.1
OG0015109	CP6_g7298_DN3_SP3_c.t1	XP_006414446.1
OG0015110	CP6_g7295_DN2_SP0_c.t1	XP_024004697.1
OG0015111	CP6_g7291_DN3_SP5_c.t1	XP_006414438.1
OG0015113	CP9_g28916_DN3_SP5_c.t1	XP_006390620.1
OG0015114	CP9_g28929_DN1_SP0_c.t1	XP_006390606.1
OG0015115	CP9_g28930_DN3_SP0_c.t1	XP_006390605.1
OG0015117	CP9_g28940_DN3_SP5_c.t1	XP_006390595.1
OG0015118	CP9_g28944_DN3_SP0_c.t1	XP_006390591.1
OG0015119	CP9_g28945_DN3_SP8_c.t1	XP_006390590.1
OG0015121	CP9_g28966_DN3_SP7_c.t1	XP_006390570.1
OG0015122	CP2_g48756_DN3_SP0_c.t1	XP_006395146.2
OG0015123	CP9_g28970_DN3_SP8_c.t1	XP_006390567.1
OG0015124	CP9_g28996_DN3_SP8_c.t1	XP_006390535.1
OG0015125	CP9_g29000_DN3_SP1_c.t1	XP_006390529.1
OG0015126	CP9_g29007_DN3_SP8_c.t1	XP_006390516.2
OG0015128	CP9_g29011_DN3_SP1_c.t1	XP_006390520.1
OG0015129	CP9_g29022_DN3_SP3_c.t1	XP_006390499.1
OG0015130	CP9_g29033_DN3_SP8_c.t1	XP_006390488.1
OG0015131	CP9_g29037_DN3_SP8_c.t1	XP_024008423.1
OG0015132	CP9_g29044_DN3_SP7_c.t1	XP_006390476.1
OG0015133	CP16_g55514_DN3_SP5_c.t1	XP_006405223.1
OG0015134	CP16_g55177_DN3_SP7_c.t1	XP_006405046.1
OG0015135	CP9_g29066_DN3_SP1_c.t1	XP_006390445.1
OG0015136	CP9_g29071_DN3_SP8_c.t1	XP_006390439.1
OG0015137	CP9_g29073_DN2_SP0_c.t1	XP_006390436.1
OG0015138	CP9_g29080_DN3_SP7_c.t1	XP_024009312.1
OG0015140	CP13_g19625_DN1_SP0_c.t1	XP_006395844.1
OG0015142	CP9_g29101_DN3_SP4_c.t1	XP_024012355.1
OG0015143	CP9_g29105_DN2_SP3_c.t1	XP_006390401.1
OG0015144	CP9_g29111_DN3_SP8_c.t1	XP_006390395.1
OG0015145	CP9_g29112_DN3_SP0_c.t1	XP_006390391.1
OG0015146	CP9_g29114_DN3_SP8_c.t1	XP_006390390.1
OG0015147	CP9_g28450_DN3_SP8_c.t1	XP_006391116.1
OG0015148	CP9_g28451_DN3_SP8_c.t1	XP_024006319.1
OG0015149	CP9_g28459_DN3_SP1_c.t1	XP_006391105.1
OG0015151	CP9_g28466_DN3_SP3_c.t1	XP_006391098.1
OG0015152	CP9_g28471_DN3_SP8_c.t1	XP_006391092.1
OG0015153	CP9_g28477_DN3_SP0_c.t1	XP_006391085.1
OG0015155	CP9_g28485_DN3_SP2_c.t1	XP_006391070.2
OG0015156	CP9_g28495_DN3_SP1_c.t1	XP_006391058.1
OG0015157	CP9_g28500_DN3_SP8_c.t1	XP_024007404.1
OG0015158	CP9_g28508_DN3_SP3_c.t1	XP_006391045.2
OG0015159	CP5_g1153_DN3_SP5_c.t1	XP_006412953.1
OG0015160	CP5_g1136_DN3_SP5_c.t1	XP_006412934.1
OG0015161	CP5_g1135_DN3_SP8_c.t1	XP_006412930.1
OG0015162	CP5_g1131_DN3_SP7_c.t1	XP_006412927.2
OG0015163	CP5_g1127_DN3_SP0_c.t1	XP_006412924.1
OG0015164	CP5_g1120_DN3_SP4_c.t1	XP_006412916.1
OG0015165	CP5_g1101_DN3_SP8_c.t1	XP_006412894.1
OG0015166	CP5_g1100_DN3_SP8_c.t1	XP_006412893.1
OG0015167	CP5_g1090_DN3_SP7_c.t1	XP_024004660.1
OG0015168	CP1_g38354_DN3_SP0_c.t1	XP_006393506.2
OG0015169	CP5_g1084_DN3_SP3_c.t1	XP_006412875.1
OG0015170	CP5_g1076_DN3_SP8_c.t1	XP_024005256.1
OG0015172	CP2_g48911_DN3_SP8_c.t1	XP_006391729.1
OG0015173	CP2_g48902_DN3_SP1_c.t1	XP_006391712.1
OG0015174	CP2_g48889_DN3_SP0_c.t1	XP_006391693.1
OG0015175	CP5_g1470_DN3_SP6_c.t1	XP_006405583.1
OG0015176	CP5_g1444_DN3_SP8_c.t1	XP_006405560.1
OG0015177	CP5_g1391_DN3_SP5_c.t1	XP_006405513.1
OG0015178	CP5_g1389_DN3_SP4_c.t1	XP_006405509.1
OG0015179	CP5_g1385_DN3_SP0_c.t1	XP_006405506.1
OG0015180	CP10_g42497_DN3_SP8_c.t1	XP_006419138.1
OG0015181	CP3_g15777_DN3_SP8_c.t1	XP_006419134.1
OG0015182	CP2_g48853_DN3_SP8_c.t1	XP_006395254.1
OG0015183	CP13_g19191_DN3_SP5_c.t1	XP_006395361.1
OG0015184	CP13_g19175_DN3_SP0_c.t1	XP_024007126.1
OG0015185	CP13_g19217_DN3_SP8_c.t1	XP_006395386.1
OG0015186	CP13_g19232_DN3_SP0_c.t1	XP_024007359.1
OG0015187	CP13_g19246_DN3_SP6_c.t1	XP_006395417.1
OG0015188	CP13_g19260_DN3_SP7_c.t1	XP_006395440.1
OG0015189	CP13_g19262_DN3_SP0_c.t1	XP_006395444.1
OG0015190	CP13_g19268_DN3_SP0_c.t1	XP_024007510.1
OG0015191	CP13_g19282_DN2_SP0_c.t1	XP_006395463.1
OG0015192	CP13_g19293_DN3_SP8_c.t1	XP_024006895.1
OG0015193	CP13_g19297_DN3_SP4_c.t1	XP_006395481.1
OG0015194	CP13_g19298_DN3_SP8_c.t1	XP_006395480.1
OG0015195	CP13_g19299_DN3_SP8_c.t1	XP_006395483.1
OG0015196	CP13_g19304_DN3_SP5_c.t1	XP_006395488.1
OG0015197	CP13_g19315_DN3_SP8_c.t1	XP_006395499.1
OG0015198	CP13_g19321_DN3_SP2_c.t1	XP_006395507.1
OG0015199	CP13_g19337_DN3_SP0_c.t1	XP_006395526.1
OG0015200	CP13_g19340_DN3_SP0_c.t1	XP_006395529.1
OG0015201	CP13_g19341_DN3_SP8_c.t1	XP_006395530.1
OG0015202	CP13_g19356_DN3_SP7_c.t1	XP_006395544.1
OG0015203	CP13_g19363_DN3_SP1_c.t1	XP_006395552.1
OG0015204	CP13_g19395_DN3_SP0_c.t1	XP_006395582.1
OG0015205	CP13_g19401_DN3_SP5_c.t1	XP_006395596.1
OG0015206	CP13_g19403_DN3_SP0_c.t1	XP_024007497.1
OG0015207	CP13_g19404_DN3_SP0_c.t1	XP_006395599.1
OG0015208	CP7_g45916_DN3_SP6_c.t1	XP_024008260.1
OG0015209	CP13_g19434_DN3_SP7_c.t1	XP_006395626.1
OG0015211	CP13_g19442_DN3_SP0_c.t1	XP_006395635.1
OG0015213	CP9_g28594_DN3_SP0_c.t1	XP_024010909.1
OG0015214	CP9_g28551_DN3_SP0_c.t1	XP_006391006.1
OG0015215	CP9_g28547_DN3_SP2_c.t1	XP_006391008.1
OG0015216	CP9_g28543_DN3_SP6_c.t1	XP_006391011.1
OG0015217	CP6_g7414_DN3_SP8_c.t1	XP_006414614.1
OG0015218	CP9_g28531_DN3_SP5_c.t1	XP_006391025.1
OG0015219	CP13_g19922_DN3_SP1_c.t1	XP_006398279.1
OG0015220	CP13_g19923_DN3_SP2_c.t1	XP_006398278.1
OG0015221	CP13_g19934_DN2_SP7_c.t1	XP_006398265.1
OG0015222	CP13_g19940_DN3_SP3_c.t1	XP_024011024.1
OG0015223	CP13_g19956_DN3_SP0_c.t1	XP_024010937.1
OG0015224	CP13_g19998_DN3_SP8_c.t1	XP_006398198.2
OG0015225	CP13_g19999_DN3_SP0_c.t1	XP_006398197.1
OG0015226	CP13_g20000_DN3_SP8_c.t1	XP_006398195.1
OG0015227	CP10_g43828_DN3_SP0_c.t1	XP_006409335.1
OG0015228	CP13_g20042_DN3_SP8_c.t1	XP_006398170.1
OG0015229	CP1_g38125_DN3_SP0_c.t1	XP_006393215.1
OG0015230	CP1_g38123_DN3_SP8_c.t1	XP_006393212.1
OG0015231	CP1_g38116_DN3_SP0_c.t1	XP_024006214.1
OG0015232	CP1_g38111_DN3_SP0_c.t1	XP_006393201.1
OG0015233	CP1_g38110_DN3_SP8_c.t1	XP_006393199.1
OG0015234	CP1_g38108_DN2_SP3_c.t1	XP_006393197.1
OG0015235	CP1_g38107_DN3_SP8_c.t1	XP_006393196.2
OG0015236	CP1_g38105_DN3_SP8_c.t1	XP_024006252.1
OG0015237	CP1_g38093_DN3_SP7_c.t1	XP_006393179.1
OG0015238	CP1_g38083_DN3_SP0_c.t1	XP_006393166.1
OG0015239	CP1_g38071_DN3_SP8_c.t1	XP_006393150.1
OG0015240	CP1_g38070_DN3_SP5_c.t1	XP_006393152.1
OG0015241	CP1_g38062_DN2_SP0_c.t1	XP_006393139.1
OG0015242	CP1_g38061_DN3_SP2_c.t1	XP_006393138.1
OG0015243	CP1_g38051_DN2_SP0_c.t1	XP_006393126.1
OG0015244	CP1_g38027_DN3_SP8_c.t1	XP_006393095.1
OG0015245	CP1_g38010_DN3_SP0_c.t1	XP_006393080.1
OG0015246	CP1_g38009_DN3_SP5_c.t1	XP_006393079.1
OG0015247	CP1_g37997_DN1_SP0_c.t1	XP_024006139.1
OG0015248	CP1_g37981_DN3_SP0_c.t1	XP_006393053.1
OG0015250	CP1_g37979_DN3_SP3_c.t1	XP_006393051.1
OG0015251	CP9_g29659_DN3_SP0_c.t1	XP_006389809.1
OG0015252	CP16_g55136_DN3_SP0_c.t1	XP_024014093.1
OG0015253	CP1_g37955_DN3_SP7_c.t1	XP_006393003.1
OG0015254	CP1_g37948_DN3_SP0_c.t1	XP_006392994.2
OG0015255	CP1_g37900_DN3_SP3_c.t1	XP_006404736.1
OG0015256	CP1_g37892_DN3_SP6_c.t1	XP_006392935.1
OG0015257	CP1_g37889_DN3_SP6_c.t1	XP_006392932.1
OG0015258	CP19_g18059_DN3_SP1_c.t1	XP_006413266.1
OG0015259	CP1_g37877_DN3_SP7_c.t1	XP_006392913.1
OG0015260	CP1_g37876_DN3_SP8_c.t1	XP_006392914.1
