Orthogroup	Conringia_planisiliqua	Cardamine_glauca
OG0013692	CP12_g30212_DN3_SP8_c.t1	Cg004G1253300
OG0013693	CP12_g30304_DN3_SP0_c.t1, CP12_g30263_DN3_SP8_c.t1	Cg004G1258000
OG0013694	CP12_g30276_DN3_SP1_c.t1	Cg004G1259100
OG0013695	CP12_g30277_DN3_SP0_c.t1	Cg004G1259200
OG0013696	CP12_g30290_DN3_SP8_c.t1	Cg004G1260400
OG0013697	CP12_g30317_DN3_SP2_c.t1	Cg004G1263400
OG0013698	CP12_g30328_DN3_SP2_c.t1	Cg004G1264600
OG0013699	CP12_g30333_DN3_SP8_c.t1	Cg004G1265200
OG0013700	CP12_g30363_DN3_SP3_c.t1	Cg004G1268400
OG0013701	CP12_g30373_DN3_SP7_c.t1	Cg004G1269200
OG0013702	CP12_g30378_DN3_SP0_c.t1	Cg004G1269800
OG0013703	CP12_g30395_DN3_SP0_c.t1	Cg004G1271300
OG0013704	CP12_g30396_DN3_SP1_c.t1	Cg004G1271400
OG0013705	CP12_g30397_DN3_SP8_c.t1	Cg004G1271500
OG0013706	CP12_g30398_DN3_SP2_c.t1	Cg004G1271600
OG0013707	CP5_g1867_DN3_SP0_c.t1	Cg004G1272100
OG0013708	CP12_g30413_DN3_SP0_c.t1	Cg004G1272700
OG0013709	CP2_g49300_DN3_SP4_c.t1	Cg007G2306000
OG0013710	CP12_g30428_DN3_SP1_c.t1	Cg004G1274300
OG0013711	CP12_g30436_DN3_SP8_c.t1	Cg004G1275600
OG0013712	CP12_g30441_DN3_SP8_c.t1	Cg004G1276100
OG0013713	CP12_g30449_DN3_SP1_c.t1	Cg004G1276800
OG0013714	CP5_g1537_DN2_SP0_c.t1	Cg001G0362200
OG0013715	CP5_g1560_DN2_SP0_c.t1	Cg001G0360500
OG0013716	CP19_g18189_DN3_SP8_c.t1	Cg001G0157700
OG0013717	CP5_g1609_DN3_SP0_c.t1	Cg001G0353700
OG0013718	CP5_g1623_DN3_SP8_c.t1	Cg001G0353100
OG0013719	CP5_g1628_DN3_SP0_c.t1	Cg001G0352900
OG0013720	CP5_g1641_DN3_SP8_c.t1	Cg001G0350700
OG0013721	CP5_g1668_DN3_SP8_c.t1	Cg001G0349900
OG0013722	CP5_g1684_DN3_SP2_c.t1	Cg001G0343500
OG0013723	CP5_g1715_DN3_SP8_c.t1	Cg001G0341200
OG0013724	CP5_g1736_DN3_SP7_c.t1	Cg001G0339100
OG0013725	CP5_g1739_DN3_SP8_c.t1	Cg001G0338900
OG0013726	CP5_g2389_DN3_SP7_c.t1	Cg007G2366900
OG0013727	CP5_g1779_DN3_SP5_c.t1	Cg001G0336500
OG0013728	CP5_g1784_DN3_SP1_c.t1	Cg001G0336300
OG0013729	CP5_g1813_DN3_SP0_c.t1	Cg001G0332000
OG0013730	CP5_g1857_DN3_SP2_c.t1	Cg001G0325600
OG0013731	CP5_g1972_DN3_SP8_c.t1	Cg001G0321500
OG0013732	CP2_g48833_DN3_SP7_c.t1	Cg009G2989800, Cg008G2888600
OG0013733	CP12_g30755_DN3_SP8_c.t1	Cg004G1307200
OG0013734	CP12_g30747_DN3_SP7_c.t1	Cg004G1306400
OG0013735	CP12_g30724_DN3_SP8_c.t1	Cg004G1304900
OG0013736	CP12_g30705_DN3_SP5_c.t1	Cg004G1302500
OG0013737	CP12_g30690_DN3_SP5_c.t1	Cg004G1301300, Cg004G1301400
OG0013738	CP12_g30689_DN3_SP1_c.t1	Cg004G1300900
OG0013739	CP12_g30666_DN3_SP3_c.t1	Cg004G1297900
OG0013740	CP12_g30659_DN3_SP8_c.t1	Cg004G1297000
OG0013741	CP12_g30630_DN3_SP0_c.t1	Cg004G1293400
OG0013742	CP12_g30619_DN3_SP0_c.t1	Cg004G1292300
OG0013743	CP12_g30610_DN3_SP1_c.t1	Cg004G1291400
OG0013744	CP20_g4056_DN3_SP8_c.t1	Cg007G2409100, Cg007G2400300
OG0013745	CP12_g30594_DN3_SP1_c.t1	Cg004G1289700
OG0013746	CP12_g30548_DN3_SP1_c.t1	Cg004G1286600
OG0013747	CP12_g30542_DN3_SP7_c.t1	Cg004G1285800
OG0013748	CP12_g30530_DN3_SP0_c.t1	Cg004G1284600
OG0013749	CP12_g30524_DN3_SP8_c.t1	Cg004G1284100
OG0013750	CP12_g30514_DN3_SP8_c.t1	Cg004G1283000
OG0013751	CP12_g30483_DN3_SP0_c.t1	Cg004G1280500
OG0013752	CP5_g966_DN3_SP8_c.t1	Cg001G0098900
OG0013753	CP2_g50316_DN3_SP0_c.t1	Cg007G2347700
OG0013754	CP9_g28169_DN3_SP8_c.t1	Cg007G2425300
OG0013755	CP9_g28155_DN3_SP8_c.t1	Cg007G2423200
OG0013756	CP9_g27785_DN3_SP0_c.t1	Cg007G2402700
OG0013757	CP9_g27639_DN3_SP3_c.t1	Cg007G2398600, Cg007G2411000
OG0013758	CP9_g27714_DN3_SP8_c.t1	Cg007G2408400, Cg007G2400900
OG0013759	CP9_g27741_DN3_SP0_c.t1	Cg007G2408300, Cg007G2401000
OG0013760	CP28_g34061_DN2_SP0_c.t1	Cg007G2366300
OG0013761	CP2_g50843_DN3_SP5_c.t1	Cg007G2357500
OG0013762	CP2_g50620_DN3_SP8_c.t1	Cg007G2354200
OG0013763	CP8_g54446_DN3_SP8_c.t1	Cg008G2753900
OG0013764	CP8_g54480_DN3_SP8_c.t1	Cg008G2750000
OG0013765	CP8_g54485_DN3_SP6_c.t1	Cg008G2749500
OG0013767	CP8_g54496_DN3_SP6_c.t1	Cg008G2748100
OG0013768	CP8_g54499_DN3_SP8_c.t1	Cg008G2747900
OG0013769	CP18_g12517_DN3_SP0_c.t1	Cg005G1715300
OG0013770	CP16_g55042_DN2_SP0_c.t1	Cg005G1750700
OG0013771	CP8_g54514_DN3_SP5_c.t1	Cg008G2746100
OG0013772	CP2_g48699_DN3_SP4_c.t1	Cg008G2842200
OG0013773	CP2_g48694_DN3_SP3_c.t1	Cg008G2841500
OG0013774	CP2_g48794_DN3_SP0_c.t1	Cg008G2877600
OG0013775	CP2_g48795_DN3_SP0_c.t1	Cg008G2877800
OG0013776	CP3_g14110_DN3_SP0_c.t1	Cg002G0503600
OG0013777	CP3_g14137_DN3_SP0_c.t1	Cg002G0505300
OG0013778	CP3_g14142_DN3_SP0_c.t1	Cg002G0505700
OG0013779	CP3_g14143_DN3_SP0_c.t1	Cg002G0505800
OG0013780	CP3_g14144_DN3_SP0_c.t1	Cg002G0505900
OG0013781	CP3_g14145_DN3_SP2_c.t1	Cg002G0506000
OG0013782	CP3_g14146_DN3_SP6_c.t1	Cg002G0506100
OG0013783	CP3_g14170_DN3_SP0_c.t1	Cg002G0508800
OG0013784	CP3_g14171_DN3_SP2_c.t1	Cg002G0508900
OG0013785	CP3_g14175_DN3_SP0_c.t1	Cg002G0509400
OG0013786	CP3_g14183_DN3_SP8_c.t1	Cg002G0510100
OG0013787	CP3_g14187_DN3_SP8_c.t1	Cg002G0510500
OG0013788	CP3_g14194_DN3_SP2_c.t1	Cg002G0511200
OG0013789	CP3_g14209_DN3_SP0_c.t1	Cg002G0512700
OG0013790	CP3_g14220_DN2_SP6_c.t1	Cg002G0514000
OG0013791	CP3_g14231_DN3_SP2_c.t1	Cg006G1912400, Cg002G0515000
OG0013792	CP13_g19683_DN3_SP8_c.t1	Cg002G0694800
OG0013794	CP9_g29152_DN3_SP8_c.t1	Cg002G0546500
OG0013795	CP1_g36426_DN3_SP3_c.t1, CP2_g50367_DN2_SP0_c.t1	Cg006G2253300
OG0013796	CP1_g36433_DN1_SP0_c.t1	Cg006G2252700
OG0013797	CP1_g36440_DN3_SP0_c.t1	Cg006G2251900
OG0013798	CP13_g19186_DN3_SP0_c.t1	Cg002G0637200
OG0013799	CP1_g36463_DN1_SP0_c.t1	Cg006G2249700
OG0013800	CP1_g36493_DN3_SP8_c.t1	Cg006G2246700
OG0013801	CP1_g36494_DN3_SP8_c.t1	Cg006G2246600
OG0013802	CP1_g36499_DN3_SP0_c.t1	Cg006G2246000
OG0013803	CP1_g36505_DN3_SP5_c.t1	Cg006G2245400
OG0013804	CP1_g36515_DN3_SP8_c.t1	Cg006G2244400
OG0013805	CP1_g36528_DN2_SP0_c.t1	Cg006G2243300
OG0013806	CP12_g29890_DN3_SP3_c.t1	Cg004G1219100
OG0013807	CP1_g36813_DN3_SP8_c.t1	Cg006G2241200
OG0013808	CP1_g36810_DN3_SP8_c.t1	Cg006G2240600
OG0013810	CP1_g36805_DN3_SP4_c.t1	Cg006G2239900
OG0013811	CP1_g36782_DN3_SP7_c.t1	Cg006G2237500
OG0013812	CP1_g36776_DN3_SP8_c.t1	Cg006G2236900
OG0013813	CP1_g36765_DN3_SP5_c.t1	Cg006G2235800
OG0013814	CP1_g36762_DN3_SP2_c.t1	Cg006G2235500
OG0013815	CP1_g36751_DN3_SP7_c.t1	Cg006G2234500
OG0013816	CP1_g36726_DN3_SP3_c.t1	Cg006G2232000
OG0013817	CP1_g36701_DN3_SP0_c.t1	Cg006G2229700
OG0013818	CP1_g36679_DN3_SP6_c.t1	Cg006G2227200
OG0013819	CP1_g36674_DN3_SP0_c.t1	Cg006G2226600
OG0013820	CP1_g36624_DN3_SP1_c.t1	Cg006G2221500
OG0013821	CP1_g36618_DN3_SP3_c.t1	Cg006G2220900
OG0013822	CP1_g36602_DN3_SP3_c.t1	Cg006G2219200
OG0013823	CP1_g36585_DN3_SP2_c.t1	Cg006G2217100
OG0013824	CP1_g36584_DN1_SP0_c.t1	Cg006G2217000
OG0013825	CP1_g36887_DN3_SP0_c.t1	Cg007G2347900, Cg006G2205300
OG0013826	CP1_g36889_DN3_SP0_c.t1, CP1_g36904_DN3_SP0_c.t1	Cg006G2205100
OG0013827	CP1_g36917_DN2_SP0_c.t1	Cg006G2202300
OG0013828	CP1_g36935_DN1_SP0_c.t1	Cg006G2200200
OG0013829	CP1_g36979_DN2_SP0_c.t1	Cg006G2196000, Cg006G2206900
OG0013830	CP1_g36980_DN2_SP0_c.t1	Cg006G2195900
OG0013831	CP1_g36987_DN3_SP1_c.t1	Cg006G2195000
OG0013832	CP1_g36996_DN3_SP3_c.t1	Cg006G2193900
OG0013833	CP1_g37013_DN3_SP5_c.t1	Cg006G2191900
OG0013834	CP1_g37022_DN3_SP8_c.t1	Cg006G2190900
OG0013835	CP5_g1795_DN3_SP0_c.t1	Cg001G0335000
OG0013836	CP7_g44637_DN3_SP0_c.t1	Cg006G2184700
OG0013837	CP1_g37099_DN2_SP0_c.t1	Cg006G2182100
OG0013838	CP1_g37113_DN2_SP0_c.t1	Cg006G2180600
OG0013839	CP1_g37120_DN3_SP6_c.t1	Cg006G2179900
OG0013840	CP12_g30798_DN3_SP2_c.t1	Cg007G2372800
OG0013841	CP1_g37122_DN3_SP8_c.t1	Cg006G2179700
OG0013842	CP1_g37168_DN3_SP6_c.t1	Cg006G2175100
OG0013843	CP1_g37178_DN3_SP0_c.t1	Cg006G2174100
OG0013845	CP1_g37196_DN3_SP2_c.t1	Cg006G2172300
OG0013846	CP1_g37204_DN2_SP0_c.t1	Cg006G2171600
OG0013847	CP1_g37208_DN3_SP1_c.t1	Cg006G2171300
OG0013848	CP1_g37213_DN3_SP8_c.t1	Cg006G2170800
OG0013849	CP1_g37224_DN3_SP8_c.t1	Cg006G2169900
OG0013850	CP1_g37228_DN3_SP2_c.t1	Cg006G2169500
OG0013851	CP1_g37238_DN3_SP1_c.t1	Cg006G2168400
OG0013852	CP1_g37253_DN2_SP0_c.t1	Cg006G2167000, Cg006G2166900
OG0013853	CP1_g37263_DN3_SP1_c.t1	Cg006G2165600
OG0013855	CP1_g37300_DN2_SP0_c.t1	Cg006G2161800
OG0013856	CP1_g37326_DN3_SP8_c.t1	Cg006G2160000
OG0013857	CP1_g37335_DN3_SP0_c.t1	Cg006G2159300
OG0013858	CP1_g37338_DN3_SP0_c.t1	Cg006G2159000
OG0013859	CP1_g37342_DN3_SP8_c.t1	Cg006G2158600
OG0013860	CP7_g45245_DN3_SP8_c.t1	Cg006G2011500
OG0013862	CP1_g37377_DN3_SP2_c.t1	Cg006G2155300
OG0013863	CP1_g37390_DN3_SP5_c.t1	Cg006G2153800
OG0013864	CP1_g37398_DN3_SP8_c.t1	Cg006G2153200
OG0013865	CP1_g37401_DN3_SP0_c.t1	Cg006G2152900
OG0013866	CP1_g37405_DN3_SP0_c.t1	Cg006G2152500
OG0013867	CP1_g37406_DN3_SP0_c.t1	Cg006G2152100
OG0013868	CP1_g37418_DN3_SP0_c.t1	Cg006G2150900
OG0013869	CP1_g37419_DN3_SP1_c.t1	Cg006G2150800
OG0013871	CP16_g54923_DN1_SP0_c.t1	Cg005G1759800
OG0013872	CP1_g37467_DN3_SP0_c.t1	Cg006G2146100
OG0013873	CP1_g37470_DN3_SP4_c.t1	Cg006G2145800
OG0013874	CP1_g37474_DN3_SP8_c.t1	Cg006G2145500
OG0013875	CP1_g37479_DN3_SP4_c.t1	Cg006G2145100
OG0013876	CP1_g37490_DN3_SP0_c.t1	Cg006G2143900
OG0013877	CP1_g37491_DN3_SP1_c.t1	Cg006G2143800
OG0013878	CP1_g37504_DN3_SP0_c.t1	Cg007G2354300
OG0013879	CP1_g37507_DN3_SP2_c.t1	Cg006G2143100
OG0013880	CP1_g37508_DN3_SP8_c.t1	Cg006G2143000
OG0013881	CP1_g37573_DN3_SP1_c.t1	Cg006G2136400
OG0013882	CP1_g37579_DN3_SP3_c.t1	Cg006G2135900
OG0013883	CP1_g37587_DN2_SP0_c.t1	Cg006G2134900
OG0013884	CP1_g37589_DN3_SP5_c.t1	Cg006G2134700
OG0013885	CP1_g37595_DN3_SP8_c.t1	Cg006G2134100
OG0013886	CP1_g37601_DN3_SP8_c.t1	Cg006G2133500
OG0013887	CP7_g45198_DN3_SP8_c.t1	Cg006G2006400
OG0013889	CP1_g37630_DN3_SP4_c.t1	Cg006G2130500
OG0013890	CP8_g53171_DN3_SP0_c.t1	Cg003G0904800
OG0013892	CP1_g37673_DN3_SP8_c.t1	Cg006G2127200
OG0013893	CP1_g37676_DN3_SP1_c.t1	Cg006G2126800
OG0013894	CP1_g37717_DN3_SP5_c.t1	Cg006G2122700
OG0013895	CP1_g37724_DN3_SP0_c.t1	Cg006G2122000
OG0013896	CP1_g37730_DN3_SP2_c.t1	Cg006G2121400
OG0013897	CP1_g37733_DN3_SP8_c.t1	Cg006G2121100
OG0013899	CP1_g37739_DN3_SP0_c.t1	Cg006G2120400
OG0013901	CP1_g37778_DN2_SP0_c.t1	Cg006G2116500
OG0013902	CP1_g37779_DN3_SP4_c.t1	Cg006G2116300
OG0013903	CP1_g37814_DN3_SP7_c.t1	Cg006G2112600
OG0013904	CP1_g37828_DN2_SP0_c.t1	Cg006G2111300
OG0013905	CP2_g48744_DN3_SP3_c.t1	Cg008G2866600, Cg008G2850900
OG0013906	CP7_g46163_DN3_SP0_c.t1	Cg006G2107100
OG0013907	CP7_g46139_DN3_SP8_c.t1	Cg006G2104200
OG0013910	CP7_g46113_DN3_SP7_c.t1	Cg006G2101600
OG0013911	CP7_g46105_DN3_SP3_c.t1	Cg006G2100600
OG0013912	CP7_g46097_DN2_SP2_c.t1	Cg006G2099500
OG0013913	CP7_g46091_DN3_SP8_c.t1	Cg006G2099100
OG0013914	CP7_g46089_DN3_SP3_c.t1	Cg006G2098900
OG0013915	CP7_g46075_DN3_SP0_c.t1	Cg006G2097300
OG0013916	CP7_g46073_DN3_SP5_c.t1	Cg006G2097100
OG0013917	CP7_g46065_DN3_SP0_c.t1	Cg006G2096300
OG0013918	CP7_g46029_DN3_SP8_c.t1	Cg006G2092800
OG0013919	CP7_g46015_DN3_SP0_c.t1	Cg006G2091500
OG0013920	CP11_g33555_DN3_SP7_c.t1	Cg003G0912500
OG0013921	CP7_g46005_DN3_SP0_c.t1	Cg006G2090600
OG0013922	CP7_g46004_DN3_SP8_c.t1	Cg006G2090500
OG0013923	CP7_g46003_DN3_SP4_c.t1	Cg006G2090400
OG0013924	CP7_g45995_DN3_SP0_c.t1	Cg006G2089500
OG0013925	CP7_g45990_DN3_SP1_c.t1	Cg006G2088900
OG0013926	CP7_g45962_DN3_SP8_c.t1	Cg006G2086200
OG0013927	CP7_g45953_DN3_SP0_c.t1	Cg006G2085500
OG0013928	CP7_g45951_DN2_SP0_c.t1	Cg006G2085300
OG0013929	CP7_g45944_DN3_SP8_c.t1	Cg006G2084200
OG0013930	CP7_g45934_DN3_SP8_c.t1	Cg006G2083400
OG0013931	CP3_g16341_DN3_SP0_c.t1, CP23_g21397_DN3_SP0_c.t1	Cg006G2083100
OG0013932	CP7_g45917_DN3_SP6_c.t1	Cg006G2081800
OG0013933	CP7_g45895_DN3_SP0_c.t1	Cg006G2079600
OG0013934	CP7_g45852_DN3_SP0_c.t1	Cg006G2075200
OG0013935	CP7_g45847_DN3_SP3_c.t1	Cg006G2074600
OG0013936	CP7_g45841_DN3_SP8_c.t1	Cg006G2074000
OG0013937	CP7_g45840_DN3_SP8_c.t1	Cg006G2073900
OG0013938	CP7_g45838_DN3_SP0_c.t1	Cg006G2073700
OG0013939	CP7_g45817_DN3_SP3_c.t1	Cg006G2071500
OG0013940	CP7_g45813_DN3_SP8_c.t1	Cg006G2071200
OG0013941	CP7_g45802_DN3_SP0_c.t1	Cg006G2070200
OG0013942	CP7_g45795_DN3_SP6_c.t1	Cg006G2069500
OG0013943	CP7_g45790_DN3_SP2_c.t1	Cg006G2069000
OG0013944	CP7_g45788_DN3_SP7_c.t1	Cg006G2068800
OG0013945	CP7_g45832_DN3_SP1_c.t1	Cg006G2073200
OG0013946	CP7_g45782_DN3_SP0_c.t1	Cg006G2068100
OG0013947	CP7_g45774_DN3_SP8_c.t1	Cg006G2066800
OG0013948	CP13_g19515_DN1_SP0_c.t1	Cg002G0678600
OG0013949	CP7_g45755_DN3_SP0_c.t1	Cg006G2064700
OG0013951	CP5_g1490_DN2_SP1_c.t1, CP5_g1482_DN3_SP8_c.t1	Cg001G0367900
OG0013953	CP7_g45727_DN3_SP8_c.t1	Cg006G2062400
OG0013954	CP7_g45714_DN3_SP8_c.t1, CP6_g7753_DN2_SP0_c.t1	Cg006G2061400
OG0013955	CP7_g45689_DN3_SP4_c.t1	Cg006G2058700
OG0013956	CP7_g45644_DN3_SP4_c.t1	Cg006G2053400
OG0013957	CP7_g45643_DN3_SP6_c.t1	Cg006G2053300
OG0013958	CP7_g45642_DN3_SP3_c.t1	Cg006G2053200
OG0013960	CP7_g45636_DN3_SP8_c.t1	Cg006G2052400
OG0013961	CP7_g45612_DN3_SP0_c.t1	Cg006G2050000
OG0013962	CP7_g45591_DN3_SP8_c.t1	Cg006G2047800
OG0013963	CP7_g45580_DN3_SP0_c.t1	Cg006G2046100
OG0013964	CP7_g45573_DN3_SP7_c.t1	Cg006G2045300
OG0013965	CP7_g45562_DN3_SP0_c.t1	Cg006G2044100
OG0013966	CP2_g48817_DN3_SP6_c.t1	Cg008G2884500
OG0013967	CP7_g45508_DN3_SP3_c.t1	Cg006G2039000
OG0013968	CP7_g45500_DN3_SP8_c.t1	Cg006G2038100
OG0013969	CP7_g45490_DN3_SP3_c.t1	Cg006G2036900
OG0013970	CP7_g45488_DN3_SP0_c.t1	Cg006G2036700
OG0013973	CP9_g28804_DN3_SP1_c.t1	Cg007G2487900
OG0013974	CP9_g28795_DN3_SP4_c.t1	Cg007G2487000
OG0013975	CP9_g28790_DN3_SP0_c.t1	Cg007G2486600
OG0013976	CP9_g28785_DN3_SP5_c.t1	Cg007G2486300
OG0013977	CP9_g28782_DN3_SP5_c.t1	Cg007G2486000
OG0013978	CP9_g28779_DN3_SP6_c.t1	Cg007G2485700
OG0013979	CP9_g28767_DN3_SP0_c.t1	Cg007G2484400
OG0013980	CP9_g28762_DN3_SP2_c.t1	Cg007G2483800
OG0013981	CP9_g28758_DN3_SP3_c.t1	Cg007G2483500
OG0013982	CP9_g28738_DN3_SP5_c.t1	Cg007G2481700
OG0013983	CP9_g28697_DN3_SP2_c.t1	Cg007G2477900
OG0013984	CP9_g28693_DN2_SP0_c.t1	Cg007G2477400
OG0013985	CP9_g28685_DN3_SP1_c.t1	Cg007G2476600
OG0013986	CP9_g28676_DN3_SP7_c.t1	Cg007G2475600
OG0013989	CP9_g28658_DN3_SP0_c.t1	Cg007G2474400
OG0013991	CP19_g18242_DN3_SP0_c.t1	Cg001G0163100
OG0013992	CP19_g18239_DN3_SP7_c.t1	Cg001G0162700
OG0013993	CP7_g44610_DN3_SP2_c.t1	Cg006G1943800
OG0013994	CP2_g48879_DN3_SP8_c.t1	Cg007G2264000
OG0013995	CP2_g48880_DN3_SP1_c.t1	Cg007G2264100
OG0013996	CP2_g48881_DN3_SP8_c.t1	Cg007G2264200
OG0013997	CP2_g48929_DN3_SP1_c.t1, CP2_g48935_DN3_SP0_c.t1	Cg007G2269400
OG0013998	CP2_g48937_DN3_SP8_c.t1	Cg007G2270100
OG0013999	CP5_g1319_DN3_SP8_c.t1	Cg001G0133800
OG0014001	CP2_g48957_DN3_SP8_c.t1	Cg007G2272000
OG0014002	CP13_g19693_DN3_SP8_c.t1	Cg002G0695800
OG0014003	CP2_g48980_DN3_SP0_c.t1	Cg007G2274200
OG0014004	CP2_g48986_DN3_SP7_c.t1	Cg007G2274800
OG0014005	CP11_g32310_DN3_SP0_c.t1	Cg008G2730100
OG0014006	CP2_g49007_DN3_SP0_c.t1	Cg007G2277200
OG0014007	CP2_g49036_DN3_SP8_c.t1	Cg007G2279300
OG0014008	CP2_g49043_DN3_SP8_c.t1	Cg007G2280400
OG0014009	CP2_g49065_DN3_SP8_c.t1	Cg007G2283200
OG0014010	CP2_g49105_DN2_SP1_c.t1	Cg007G2287700
OG0014011	CP2_g49109_DN3_SP2_c.t1	Cg007G2288100
OG0014012	CP2_g49177_DN3_SP7_c.t1	Cg007G2295100
OG0014013	CP2_g49185_DN1_SP0_c.t1	Cg007G2300900
OG0014014	CP2_g49186_DN3_SP0_c.t1	Cg007G2300800
OG0014015	CP2_g49216_DN3_SP6_c.t1	Cg007G2298200
OG0014016	CP2_g49226_DN3_SP0_c.t1	Cg007G2296500
OG0014017	CP15_g35659_DN3_SP0_c.t1	Cg004G1359800
OG0014018	CP2_g49238_DN3_SP0_c.t1	Cg007G2301200
OG0014019	CP2_g49263_DN3_SP8_c.t1	Cg007G2303200
OG0014020	CP2_g49292_DN3_SP2_c.t1	Cg007G2305000
OG0014021	CP2_g49305_DN3_SP6_c.t1	Cg007G2306800
OG0014022	CP2_g49362_DN3_SP8_c.t1	Cg007G2310500
OG0014023	CP2_g49393_DN3_SP0_c.t1	Cg007G2313200
OG0014025	CP12_g31137_DN2_SP0_c.t1, CP2_g49815_DN1_SP0_c.t1	Cg002G0534500
OG0014026	CP2_g49521_DN2_SP0_c.t1	Cg007G2320800
OG0014027	CP2_g49850_DN3_SP8_c.t1	Cg007G2331300
OG0014028	CP2_g49903_DN3_SP5_c.t1	Cg007G2334800
OG0014029	CP2_g49918_DN3_SP7_c.t1	Cg007G2335700, Cg007G2335800
OG0014031	CP2_g48877_DN3_SP1_c.t1	Cg007G2263600
OG0014032	CP13_g19101_DN3_SP8_c.t1	Cg007G2262600
OG0014033	CP13_g19084_DN3_SP6_c.t1	Cg007G2261700
OG0014034	CP13_g19076_DN3_SP0_c.t1	Cg007G2260400
OG0014035	CP13_g19075_DN3_SP8_c.t1	Cg007G2260300
OG0014036	CP13_g19072_DN3_SP5_c.t1	Cg007G2260000
OG0014037	CP13_g19071_DN3_SP8_c.t1	Cg007G2259900
OG0014038	CP13_g19045_DN3_SP8_c.t1	Cg007G2257300
OG0014039	CP2_g48900_DN1_SP0_c.t1	Cg007G2257100
OG0014040	CP34_g51507_DN3_SP3_c.t1	Cg003G0799900
OG0014041	CP13_g19820_DN3_SP6_c.t1	Cg008G2977900
OG0014042	CP13_g19746_DN3_SP4_c.t1	Cg008G2984000
OG0014043	CP13_g19742_DN3_SP8_c.t1	Cg008G2984200
OG0014044	CP13_g19719_DN3_SP8_c.t1	Cg008G2986900
OG0014045	CP13_g20104_DN3_SP0_c.t1	Cg008G2950500
OG0014046	CP13_g20119_DN3_SP6_c.t1	Cg008G2949000
OG0014047	CP13_g20126_DN3_SP8_c.t1	Cg008G2948500
OG0014048	CP13_g20154_DN3_SP0_c.t1	Cg008G2945900
OG0014049	CP13_g20157_DN3_SP0_c.t1	Cg008G2945600, Cg003G0798500
OG0014050	CP11_g31902_DN3_SP6_c.t1	Cg003G0860400, Cg003G0737600
OG0014051	CP11_g31891_DN3_SP8_c.t1	Cg003G0738800, Cg003G0859200
OG0014052	CP11_g31890_DN2_SP0_c.t1	Cg003G0859100, Cg003G0738900
OG0014053	CP11_g31888_DN3_SP8_c.t1	Cg003G0858600, Cg003G0739200
OG0014054	CP5_g1058_DN3_SP0_c.t1	Cg001G0107900
OG0014055	CP5_g1050_DN3_SP8_c.t1	Cg001G0107300
OG0014056	CP5_g1047_DN3_SP0_c.t1	Cg001G0107000
OG0014057	CP5_g1030_DN3_SP0_c.t1	Cg001G0104900
OG0014058	CP5_g1022_DN3_SP8_c.t1	Cg001G0104100
OG0014059	CP5_g1020_DN3_SP8_c.t1	Cg001G0103900
OG0014060	CP6_g7235_DN3_SP4_c.t1	Cg001G0243700
OG0014061	CP6_g7223_DN3_SP5_c.t1	Cg001G0242500
OG0014062	CP1_g38349_DN3_SP3_c.t1	Cg006G1853000
OG0014063	CP1_g38337_DN3_SP2_c.t1	Cg006G1852100
OG0014064	CP1_g38336_DN3_SP3_c.t1	Cg006G1852000
OG0014065	CP1_g38272_DN3_SP2_c.t1	Cg006G1847500
OG0014066	CP1_g38306_DN3_SP8_c.t1	Cg006G1850300
OG0014067	CP1_g38305_DN3_SP6_c.t1	Cg006G1850200
OG0014068	CP1_g38274_DN3_SP8_c.t1	Cg006G1847700
OG0014069	CP1_g38282_DN3_SP7_c.t1	Cg006G1848400
OG0014070	CP1_g38270_DN3_SP0_c.t1	Cg006G1847400
OG0014071	CP1_g38231_DN3_SP6_c.t1	Cg006G1844500
OG0014072	CP1_g38225_DN3_SP0_c.t1	Cg006G1843800
OG0014073	CP1_g38222_DN3_SP1_c.t1	Cg006G1843300
OG0014074	CP1_g38219_DN3_SP1_c.t1	Cg006G1842900
OG0014075	CP1_g38206_DN3_SP8_c.t1	Cg006G1841600
OG0014076	CP1_g38205_DN3_SP0_c.t1	Cg006G1841500
OG0014077	CP1_g38171_DN3_SP8_c.t1	Cg006G1838300
OG0014078	CP1_g38169_DN2_SP7_c.t1	Cg006G1838000
OG0014079	CP1_g38168_DN2_SP0_c.t1	Cg006G1837900
OG0014080	CP1_g38166_DN3_SP8_c.t1	Cg006G1837600
OG0014081	CP9_g29127_DN3_SP0_c.t1	Cg007G2519600
OG0014082	CP9_g29125_DN3_SP8_c.t1	Cg007G2519400
OG0014083	CP5_g5_DN3_SP8_c.t1	Cg001G0000800
OG0014084	CP5_g7_DN3_SP8_c.t1	Cg001G0001000
OG0014085	CP5_g11_DN3_SP7_c.t1	Cg001G0001400
OG0014086	CP5_g24_DN3_SP0_c.t1	Cg001G0002700
OG0014087	CP5_g27_DN3_SP2_c.t1	Cg001G0003200
OG0014088	CP5_g34_DN3_SP0_c.t1	Cg001G0003600
OG0014090	CP5_g52_DN3_SP0_c.t1	Cg001G0005900
OG0014091	CP5_g59_DN3_SP8_c.t1	Cg001G0006500
OG0014092	CP5_g62_DN3_SP0_c.t1	Cg001G0006700
OG0014093	CP5_g78_DN3_SP5_c.t1	Cg001G0007700
OG0014095	CP5_g86_DN3_SP7_c.t1	Cg001G0008600
OG0014096	CP5_g92_DN3_SP4_c.t1	Cg001G0009100
