Orthogroup	Conringia_planisiliqua	Rorippa_islandica
OG0013699	CP12_g30333_DN3_SP8_c.t1	Roisl.0115s0304.1.p
OG0013700	CP12_g30363_DN3_SP3_c.t1	Roisl.0115s0329.1.p
OG0013701	CP12_g30373_DN3_SP7_c.t1	Roisl.0115s0340.1.p
OG0013702	CP12_g30378_DN3_SP0_c.t1	Roisl.0115s0345.1.p
OG0013703	CP12_g30395_DN3_SP0_c.t1	Roisl.0115s0366.1.p
OG0013704	CP12_g30396_DN3_SP1_c.t1	Roisl.0115s0367.1.p, Roisl.0006s0548.1.p
OG0013705	CP12_g30397_DN3_SP8_c.t1	Roisl.0115s0368.1.p
OG0013706	CP12_g30398_DN3_SP2_c.t1	Roisl.0115s0369.1.p
OG0013707	CP5_g1867_DN3_SP0_c.t1	Roisl.0115s0376.1.p
OG0013708	CP12_g30413_DN3_SP0_c.t1	Roisl.0115s0384.1.p
OG0013709	CP2_g49300_DN3_SP4_c.t1	Roisl.0214s0625.1.p
OG0013710	CP12_g30428_DN3_SP1_c.t1	Roisl.0115s0400.1.p
OG0013711	CP12_g30436_DN3_SP8_c.t1	Roisl.0115s0411.1.p
OG0013712	CP12_g30441_DN3_SP8_c.t1	Roisl.0115s0419.1.p
OG0013713	CP12_g30449_DN3_SP1_c.t1	Roisl.0115s0428.1.p
OG0013714	CP5_g1537_DN2_SP0_c.t1	Roisl.0070s0020.1.p
OG0013715	CP5_g1560_DN2_SP0_c.t1	Roisl.0022s0070.1.p
OG0013716	CP19_g18189_DN3_SP8_c.t1	Roisl.0022s0106.1.p
OG0013717	CP5_g1609_DN3_SP0_c.t1	Roisl.0213s0815.1.p
OG0013718	CP5_g1623_DN3_SP8_c.t1	Roisl.0213s0800.1.p
OG0013719	CP5_g1628_DN3_SP0_c.t1	Roisl.0213s0798.1.p
OG0013720	CP5_g1641_DN3_SP8_c.t1	Roisl.0046s0008.1.p
OG0013721	CP5_g1668_DN3_SP8_c.t1	Roisl.0046s0038.1.p
OG0013722	CP5_g1684_DN3_SP2_c.t1	Roisl.0032s0006.1.p
OG0013723	CP5_g1715_DN3_SP8_c.t1	Roisl.0032s0027.1.p
OG0013724	CP5_g1736_DN3_SP7_c.t1	Roisl.0064s0030.1.p
OG0013725	CP5_g1739_DN3_SP8_c.t1	Roisl.0064s0028.1.p
OG0013726	CP5_g2389_DN3_SP7_c.t1	Roisl.0204s0179.1.p
OG0013727	CP5_g1779_DN3_SP5_c.t1	Roisl.0064s0020.1.p
OG0013728	CP5_g1784_DN3_SP1_c.t1	Roisl.0064s0017.1.p
OG0013729	CP5_g1813_DN3_SP0_c.t1	Roisl.0002s0172.1.p, Roisl.0210s2196.1.p
OG0013730	CP5_g1857_DN3_SP2_c.t1	Roisl.0008s0111.1.p
OG0013731	CP5_g1972_DN3_SP8_c.t1	Roisl.0053s0132.1.p
OG0013732	CP2_g48833_DN3_SP7_c.t1	Roisl.0085s0001.1.p
OG0013733	CP12_g30755_DN3_SP8_c.t1	Roisl.0053s0302.1.p
OG0013734	CP12_g30747_DN3_SP7_c.t1	Roisl.0053s0314.1.p
OG0013735	CP12_g30724_DN3_SP8_c.t1	Roisl.0053s0330.1.p
OG0013736	CP12_g30705_DN3_SP5_c.t1	Roisl.0053s0347.1.p
OG0013737	CP12_g30690_DN3_SP5_c.t1	Roisl.0053s0362.1.p
OG0013738	CP12_g30689_DN3_SP1_c.t1	Roisl.0053s0366.1.p
OG0013739	CP12_g30666_DN3_SP3_c.t1	Roisl.0053s0395.1.p
OG0013740	CP12_g30659_DN3_SP8_c.t1	Roisl.0053s0403.1.p
OG0013741	CP12_g30630_DN3_SP0_c.t1	Roisl.0115s0617.1.p
OG0013742	CP12_g30619_DN3_SP0_c.t1	Roisl.0115s0605.1.p
OG0013743	CP12_g30610_DN3_SP1_c.t1	Roisl.0115s0596.1.p
OG0013744	CP20_g4056_DN3_SP8_c.t1	Roisl.0022s0031.1.p
OG0013745	CP12_g30594_DN3_SP1_c.t1	Roisl.0115s0576.1.p, Roisl.0115s0575.1.p
OG0013746	CP12_g30548_DN3_SP1_c.t1	Roisl.0115s0541.1.p
OG0013747	CP12_g30542_DN3_SP7_c.t1	Roisl.0115s0533.1.p
OG0013748	CP12_g30530_DN3_SP0_c.t1	Roisl.0115s0522.1.p
OG0013749	CP12_g30524_DN3_SP8_c.t1	Roisl.0115s0515.1.p
OG0013750	CP12_g30514_DN3_SP8_c.t1	Roisl.0115s0500.1.p
OG0013751	CP12_g30483_DN3_SP0_c.t1	Roisl.0115s0472.1.p
OG0013752	CP5_g966_DN3_SP8_c.t1	Roisl.0003s0043.1.p
OG0013753	CP2_g50316_DN3_SP0_c.t1	Roisl.0189s0063.1.p
OG0013754	CP9_g28169_DN3_SP8_c.t1	Roisl.0055s0010.1.p
OG0013755	CP9_g28155_DN3_SP8_c.t1	Roisl.0209s0092.1.p
OG0013756	CP9_g27785_DN3_SP0_c.t1	Roisl.0022s0046.1.p
OG0013757	CP9_g27639_DN3_SP3_c.t1	Roisl.0022s0013.1.p
OG0013758	CP9_g27714_DN3_SP8_c.t1	Roisl.0022s0038.1.p
OG0013759	CP9_g27741_DN3_SP0_c.t1	Roisl.0022s0039.1.p
OG0013760	CP28_g34061_DN2_SP0_c.t1	Roisl.0204s0177.1.p
OG0013761	CP2_g50843_DN3_SP5_c.t1	Roisl.0194s0038.1.p
OG0013762	CP2_g50620_DN3_SP8_c.t1	Roisl.0194s0019.1.p
OG0013763	CP8_g54446_DN3_SP8_c.t1	Roisl.0210s1604.1.p
OG0013764	CP8_g54480_DN3_SP8_c.t1	Roisl.0210s1568.1.p
OG0013765	CP8_g54485_DN3_SP6_c.t1	Roisl.0210s1563.1.p
OG0013767	CP8_g54496_DN3_SP6_c.t1	Roisl.0210s1549.1.p
OG0013768	CP8_g54499_DN3_SP8_c.t1	Roisl.0210s1547.1.p
OG0013769	CP18_g12517_DN3_SP0_c.t1	Roisl.0082s0504.1.p
OG0013770	CP16_g55042_DN2_SP0_c.t1	Roisl.0021s0576.1.p
OG0013771	CP8_g54514_DN3_SP5_c.t1	Roisl.0210s1528.1.p
OG0013772	CP2_g48699_DN3_SP4_c.t1	Roisl.0198s0047.1.p
OG0013773	CP2_g48694_DN3_SP3_c.t1	Roisl.0036s0085.1.p
OG0013774	CP2_g48794_DN3_SP0_c.t1	Roisl.0014s0033.1.p
OG0013775	CP2_g48795_DN3_SP0_c.t1	Roisl.0014s0032.1.p
OG0013776	CP3_g14110_DN3_SP0_c.t1	Roisl.0046s1219.1.p
OG0013777	CP3_g14137_DN3_SP0_c.t1	Roisl.0046s1198.1.p
OG0013778	CP3_g14142_DN3_SP0_c.t1	Roisl.0046s1190.1.p
OG0013779	CP3_g14143_DN3_SP0_c.t1	Roisl.0046s1189.1.p
OG0013780	CP3_g14144_DN3_SP0_c.t1	Roisl.0046s1188.1.p
OG0013781	CP3_g14145_DN3_SP2_c.t1	Roisl.0046s1187.1.p
OG0013782	CP3_g14146_DN3_SP6_c.t1	Roisl.0046s1186.1.p
OG0013783	CP3_g14170_DN3_SP0_c.t1	Roisl.0046s1163.1.p
OG0013784	CP3_g14171_DN3_SP2_c.t1	Roisl.0046s1161.1.p
OG0013785	CP3_g14175_DN3_SP0_c.t1	Roisl.0046s1156.1.p
OG0013786	CP3_g14183_DN3_SP8_c.t1	Roisl.0046s1149.1.p
OG0013787	CP3_g14187_DN3_SP8_c.t1	Roisl.0046s1144.1.p
OG0013788	CP3_g14194_DN3_SP2_c.t1	Roisl.0046s1136.1.p
OG0013789	CP3_g14209_DN3_SP0_c.t1	Roisl.0046s1110.1.p
OG0013790	CP3_g14220_DN2_SP6_c.t1	Roisl.0046s1097.1.p
OG0013791	CP3_g14231_DN3_SP2_c.t1	Roisl.0046s1085.1.p
OG0013792	CP13_g19683_DN3_SP8_c.t1	Roisl.0011s0025.1.p
OG0013794	CP9_g29152_DN3_SP8_c.t1	Roisl.0046s0722.1.p
OG0013795	CP1_g36426_DN3_SP3_c.t1, CP2_g50367_DN2_SP0_c.t1	Roisl.0210s0042.1.p
OG0013796	CP1_g36433_DN1_SP0_c.t1	Roisl.0210s0048.1.p
OG0013797	CP1_g36440_DN3_SP0_c.t1	Roisl.0210s0059.1.p
OG0013798	CP13_g19186_DN3_SP0_c.t1	Roisl.0025s0089.1.p
OG0013799	CP1_g36463_DN1_SP0_c.t1	Roisl.0210s0083.1.p
OG0013800	CP1_g36493_DN3_SP8_c.t1	Roisl.0210s0115.1.p
OG0013801	CP1_g36494_DN3_SP8_c.t1	Roisl.0210s0116.1.p
OG0013802	CP1_g36499_DN3_SP0_c.t1	Roisl.0210s0122.1.p
OG0013803	CP1_g36505_DN3_SP5_c.t1	Roisl.0210s0127.1.p
OG0013804	CP1_g36515_DN3_SP8_c.t1	Roisl.0210s0137.1.p
OG0013805	CP1_g36528_DN2_SP0_c.t1	Roisl.0210s0153.1.p
OG0013806	CP12_g29890_DN3_SP3_c.t1	Roisl.0074s0402.1.p
OG0013807	CP1_g36813_DN3_SP8_c.t1	Roisl.0210s0178.1.p
OG0013808	CP1_g36810_DN3_SP8_c.t1	Roisl.0210s0185.1.p
OG0013810	CP1_g36805_DN3_SP4_c.t1	Roisl.0210s0193.1.p
OG0013811	CP1_g36782_DN3_SP7_c.t1	Roisl.0210s0216.1.p
OG0013812	CP1_g36776_DN3_SP8_c.t1	Roisl.0210s0237.1.p
OG0013813	CP1_g36765_DN3_SP5_c.t1	Roisl.0210s0241.1.p
OG0013814	CP1_g36762_DN3_SP2_c.t1	Roisl.0210s0245.1.p
OG0013815	CP1_g36751_DN3_SP7_c.t1	Roisl.0210s0255.1.p
OG0013816	CP1_g36726_DN3_SP3_c.t1	Roisl.0210s0282.1.p
OG0013817	CP1_g36701_DN3_SP0_c.t1	Roisl.0210s0310.1.p
OG0013818	CP1_g36679_DN3_SP6_c.t1	Roisl.0210s0333.1.p
OG0013819	CP1_g36674_DN3_SP0_c.t1	Roisl.0210s0338.1.p
OG0013820	CP1_g36624_DN3_SP1_c.t1	Roisl.0210s0390.1.p
OG0013822	CP1_g36602_DN3_SP3_c.t1	Roisl.0091s0716.1.p
OG0013823	CP1_g36585_DN3_SP2_c.t1	Roisl.0091s0740.1.p
OG0013824	CP1_g36584_DN1_SP0_c.t1	Roisl.0091s0741.1.p
OG0013825	CP1_g36887_DN3_SP0_c.t1	Roisl.0091s0860.1.p
OG0013826	CP1_g36889_DN3_SP0_c.t1, CP1_g36904_DN3_SP0_c.t1	Roisl.0091s0862.1.p
OG0013827	CP1_g36917_DN2_SP0_c.t1	Roisl.0091s0897.1.p
OG0013828	CP1_g36935_DN1_SP0_c.t1	Roisl.0091s0917.1.p
OG0013829	CP1_g36979_DN2_SP0_c.t1	Roisl.0091s0957.1.p
OG0013830	CP1_g36980_DN2_SP0_c.t1	Roisl.0091s0959.1.p
OG0013831	CP1_g36987_DN3_SP1_c.t1	Roisl.0091s0969.1.p
OG0013832	CP1_g36996_DN3_SP3_c.t1	Roisl.0091s0978.1.p
OG0013833	CP1_g37013_DN3_SP5_c.t1	Roisl.0091s0999.1.p
OG0013834	CP1_g37022_DN3_SP8_c.t1	Roisl.0091s1009.1.p
OG0013835	CP5_g1795_DN3_SP0_c.t1	Roisl.0064s0006.1.p
OG0013836	CP7_g44637_DN3_SP0_c.t1	Roisl.0091s1076.1.p
OG0013837	CP1_g37099_DN2_SP0_c.t1	Roisl.0091s1101.1.p
OG0013839	CP1_g37120_DN3_SP6_c.t1	Roisl.0091s1123.1.p
OG0013840	CP12_g30798_DN3_SP2_c.t1	Roisl.0083s0010.1.p
OG0013841	CP1_g37122_DN3_SP8_c.t1	Roisl.0091s1127.1.p
OG0013842	CP1_g37168_DN3_SP6_c.t1	Roisl.0091s1172.1.p
OG0013843	CP1_g37178_DN3_SP0_c.t1	Roisl.0091s1182.1.p
OG0013844	CP1_g37187_DN3_SP7_c.t1	Roisl.0091s1191.1.p
OG0013845	CP1_g37196_DN3_SP2_c.t1	Roisl.0091s1202.1.p
OG0013846	CP1_g37204_DN2_SP0_c.t1	Roisl.0091s1209.1.p
OG0013847	CP1_g37208_DN3_SP1_c.t1	Roisl.0091s1212.1.p
OG0013848	CP1_g37213_DN3_SP8_c.t1	Roisl.0091s1217.1.p
OG0013849	CP1_g37224_DN3_SP8_c.t1	Roisl.0091s1226.1.p
OG0013850	CP1_g37228_DN3_SP2_c.t1	Roisl.0091s1230.1.p
OG0013851	CP1_g37238_DN3_SP1_c.t1	Roisl.0091s1240.1.p
OG0013852	CP1_g37253_DN2_SP0_c.t1	Roisl.0021s0009.1.p
OG0013853	CP1_g37263_DN3_SP1_c.t1	Roisl.0021s0022.1.p
OG0013854	CP1_g37271_DN2_SP0_c.t1	Roisl.0021s0031.1.p
OG0013855	CP1_g37300_DN2_SP0_c.t1	Roisl.0021s0067.1.p
OG0013856	CP1_g37326_DN3_SP8_c.t1	Roisl.0021s0092.1.p
OG0013857	CP1_g37335_DN3_SP0_c.t1	Roisl.0021s0108.1.p
OG0013858	CP1_g37338_DN3_SP0_c.t1	Roisl.0021s0111.1.p
OG0013859	CP1_g37342_DN3_SP8_c.t1	Roisl.0021s0116.1.p
OG0013860	CP7_g45245_DN3_SP8_c.t1	Roisl.0191s0410.1.p
OG0013862	CP1_g37377_DN3_SP2_c.t1	Roisl.0021s0153.1.p
OG0013863	CP1_g37390_DN3_SP5_c.t1	Roisl.0021s0168.1.p
OG0013864	CP1_g37398_DN3_SP8_c.t1	Roisl.0021s0176.1.p
OG0013865	CP1_g37401_DN3_SP0_c.t1	Roisl.0021s0179.1.p
OG0013866	CP1_g37405_DN3_SP0_c.t1	Roisl.0021s0184.1.p
OG0013867	CP1_g37406_DN3_SP0_c.t1	Roisl.0021s0187.1.p
OG0013868	CP1_g37418_DN3_SP0_c.t1	Roisl.0021s0199.1.p
OG0013869	CP1_g37419_DN3_SP1_c.t1	Roisl.0021s0200.1.p
OG0013870	CP1_g37443_DN3_SP8_c.t1	Roisl.0021s0225.1.p
OG0013871	CP16_g54923_DN1_SP0_c.t1	Roisl.0046s0539.1.p
OG0013872	CP1_g37467_DN3_SP0_c.t1	Roisl.0021s0252.1.p
OG0013873	CP1_g37470_DN3_SP4_c.t1	Roisl.0021s0256.1.p
OG0013874	CP1_g37474_DN3_SP8_c.t1	Roisl.0021s0260.1.p
OG0013875	CP1_g37479_DN3_SP4_c.t1	Roisl.0021s0265.1.p
OG0013876	CP1_g37490_DN3_SP0_c.t1	Roisl.0021s0276.1.p
OG0013877	CP1_g37491_DN3_SP1_c.t1	Roisl.0021s0277.1.p
OG0013879	CP1_g37507_DN3_SP2_c.t1	Roisl.0021s0287.1.p
OG0013880	CP1_g37508_DN3_SP8_c.t1	Roisl.0021s0288.1.p
OG0013881	CP1_g37573_DN3_SP1_c.t1	Roisl.0021s0365.1.p
OG0013882	CP1_g37579_DN3_SP3_c.t1	Roisl.0021s0370.1.p
OG0013883	CP1_g37587_DN2_SP0_c.t1	Roisl.0021s0377.1.p
OG0013884	CP1_g37589_DN3_SP5_c.t1	Roisl.0021s0379.1.p
OG0013885	CP1_g37595_DN3_SP8_c.t1	Roisl.0021s0386.1.p
OG0013886	CP1_g37601_DN3_SP8_c.t1	Roisl.0021s0392.1.p
OG0013887	CP7_g45198_DN3_SP8_c.t1	Roisl.0191s0466.1.p
OG0013889	CP1_g37630_DN3_SP4_c.t1	Roisl.0021s0428.1.p
OG0013890	CP8_g53171_DN3_SP0_c.t1	Roisl.0189s0141.1.p, Roisl.0189s0143.1.p
OG0013892	CP1_g37673_DN3_SP8_c.t1	Roisl.0021s0471.1.p
OG0013893	CP1_g37676_DN3_SP1_c.t1	Roisl.0021s0477.1.p
OG0013894	CP1_g37717_DN3_SP5_c.t1	Roisl.0007s0736.1.p
OG0013895	CP1_g37724_DN3_SP0_c.t1	Roisl.0007s0728.1.p
OG0013896	CP1_g37730_DN3_SP2_c.t1	Roisl.0007s0724.1.p
OG0013897	CP1_g37733_DN3_SP8_c.t1	Roisl.0007s0721.1.p
OG0013899	CP1_g37739_DN3_SP0_c.t1	Roisl.0007s0714.1.p
OG0013901	CP1_g37778_DN2_SP0_c.t1	Roisl.0007s0671.1.p
OG0013902	CP1_g37779_DN3_SP4_c.t1	Roisl.0007s0669.1.p
OG0013903	CP1_g37814_DN3_SP7_c.t1	Roisl.0007s0625.1.p
OG0013904	CP1_g37828_DN2_SP0_c.t1	Roisl.0007s0610.1.p
OG0013905	CP2_g48744_DN3_SP3_c.t1	Roisl.0036s0019.1.p
OG0013906	CP7_g46163_DN3_SP0_c.t1	Roisl.0007s0564.1.p
OG0013907	CP7_g46139_DN3_SP8_c.t1	Roisl.0007s0537.1.p
OG0013910	CP7_g46113_DN3_SP7_c.t1	Roisl.0007s0505.1.p
OG0013911	CP7_g46105_DN3_SP3_c.t1	Roisl.0007s0496.1.p
OG0013912	CP7_g46097_DN2_SP2_c.t1	Roisl.0007s0486.1.p
OG0013913	CP7_g46091_DN3_SP8_c.t1	Roisl.0007s0482.1.p
OG0013914	CP7_g46089_DN3_SP3_c.t1	Roisl.0007s0479.1.p
OG0013915	CP7_g46075_DN3_SP0_c.t1	Roisl.0007s0462.1.p
OG0013916	CP7_g46073_DN3_SP5_c.t1	Roisl.0007s0460.1.p
OG0013917	CP7_g46065_DN3_SP0_c.t1	Roisl.0007s0450.1.p
OG0013918	CP7_g46029_DN3_SP8_c.t1	Roisl.0007s0412.1.p
OG0013919	CP7_g46015_DN3_SP0_c.t1	Roisl.0007s0398.1.p
OG0013920	CP11_g33555_DN3_SP7_c.t1	Roisl.0031s0063.1.p
OG0013921	CP7_g46005_DN3_SP0_c.t1	Roisl.0007s0388.1.p
OG0013922	CP7_g46004_DN3_SP8_c.t1	Roisl.0007s0387.1.p
OG0013923	CP7_g46003_DN3_SP4_c.t1	Roisl.0007s0386.1.p
OG0013924	CP7_g45995_DN3_SP0_c.t1	Roisl.0007s0377.1.p
OG0013925	CP7_g45990_DN3_SP1_c.t1	Roisl.0007s0372.1.p
OG0013926	CP7_g45962_DN3_SP8_c.t1	Roisl.0007s0343.1.p
OG0013927	CP7_g45953_DN3_SP0_c.t1	Roisl.0007s0336.1.p
OG0013928	CP7_g45951_DN2_SP0_c.t1	Roisl.0007s0334.1.p
OG0013929	CP7_g45944_DN3_SP8_c.t1	Roisl.0007s0323.1.p
OG0013930	CP7_g45934_DN3_SP8_c.t1	Roisl.0007s0313.1.p
OG0013931	CP3_g16341_DN3_SP0_c.t1, CP23_g21397_DN3_SP0_c.t1	Roisl.0007s0310.1.p
OG0013932	CP7_g45917_DN3_SP6_c.t1	Roisl.0007s0297.1.p
OG0013933	CP7_g45895_DN3_SP0_c.t1	Roisl.0007s0275.1.p
OG0013934	CP7_g45852_DN3_SP0_c.t1	Roisl.0007s0233.1.p
OG0013935	CP7_g45847_DN3_SP3_c.t1	Roisl.0007s0219.1.p
OG0013936	CP7_g45841_DN3_SP8_c.t1	Roisl.0007s0213.1.p
OG0013937	CP7_g45840_DN3_SP8_c.t1	Roisl.0007s0210.1.p
OG0013938	CP7_g45838_DN3_SP0_c.t1	Roisl.0007s0208.1.p
OG0013939	CP7_g45817_DN3_SP3_c.t1	Roisl.0007s0189.1.p
OG0013940	CP7_g45813_DN3_SP8_c.t1	Roisl.0007s0186.1.p
OG0013941	CP7_g45802_DN3_SP0_c.t1	Roisl.0007s0177.1.p
OG0013942	CP7_g45795_DN3_SP6_c.t1	Roisl.0007s0170.1.p
OG0013943	CP7_g45790_DN3_SP2_c.t1	Roisl.0007s0164.1.p
OG0013944	CP7_g45788_DN3_SP7_c.t1	Roisl.0007s0162.1.p
OG0013945	CP7_g45832_DN3_SP1_c.t1	Roisl.0007s0203.1.p
OG0013946	CP7_g45782_DN3_SP0_c.t1	Roisl.0007s0155.1.p
OG0013947	CP7_g45774_DN3_SP8_c.t1	Roisl.0007s0146.1.p
OG0013948	CP13_g19515_DN1_SP0_c.t1	Roisl.0011s0238.1.p
OG0013949	CP7_g45755_DN3_SP0_c.t1	Roisl.0007s0122.1.p
OG0013950	CP7_g45750_DN2_SP0_c.t1	Roisl.0007s0118.1.p
OG0013951	CP5_g1490_DN2_SP1_c.t1, CP5_g1482_DN3_SP8_c.t1	Roisl.0009s0290.1.p
OG0013953	CP7_g45727_DN3_SP8_c.t1	Roisl.0007s0096.1.p
OG0013954	CP7_g45714_DN3_SP8_c.t1, CP6_g7753_DN2_SP0_c.t1	Roisl.0007s0084.1.p
OG0013955	CP7_g45689_DN3_SP4_c.t1	Roisl.0007s0053.1.p
OG0013956	CP7_g45644_DN3_SP4_c.t1	Roisl.0049s0042.1.p
OG0013957	CP7_g45643_DN3_SP6_c.t1	Roisl.0049s0043.1.p
OG0013958	CP7_g45642_DN3_SP3_c.t1	Roisl.0049s0044.1.p
OG0013960	CP7_g45636_DN3_SP8_c.t1	Roisl.0049s0050.1.p
OG0013961	CP7_g45612_DN3_SP0_c.t1	Roisl.0049s0074.1.p
OG0013962	CP7_g45591_DN3_SP8_c.t1	Roisl.0191s0015.1.p
OG0013963	CP7_g45580_DN3_SP0_c.t1	Roisl.0191s0039.1.p
OG0013964	CP7_g45573_DN3_SP7_c.t1	Roisl.0191s0046.1.p
OG0013965	CP7_g45562_DN3_SP0_c.t1	Roisl.0191s0056.1.p
OG0013966	CP2_g48817_DN3_SP6_c.t1	Roisl.0188s0050.1.p
OG0013967	CP7_g45508_DN3_SP3_c.t1	Roisl.0191s0109.1.p
OG0013968	CP7_g45500_DN3_SP8_c.t1	Roisl.0191s0118.1.p
OG0013969	CP7_g45490_DN3_SP3_c.t1	Roisl.0191s0129.1.p
OG0013970	CP7_g45488_DN3_SP0_c.t1	Roisl.0191s0131.1.p
OG0013973	CP9_g28804_DN3_SP1_c.t1	Roisl.0019s0331.1.p
OG0013974	CP9_g28795_DN3_SP4_c.t1	Roisl.0019s0341.1.p
OG0013975	CP9_g28790_DN3_SP0_c.t1	Roisl.0019s0346.1.p
OG0013976	CP9_g28785_DN3_SP5_c.t1	Roisl.0019s0350.1.p
OG0013977	CP9_g28782_DN3_SP5_c.t1	Roisl.0019s0355.1.p, Roisl.0019s0090.1.p
OG0013978	CP9_g28779_DN3_SP6_c.t1	Roisl.0019s0358.1.p
OG0013979	CP9_g28767_DN3_SP0_c.t1	Roisl.0019s0372.1.p
OG0013980	CP9_g28762_DN3_SP2_c.t1	Roisl.0019s0378.1.p
OG0013981	CP9_g28758_DN3_SP3_c.t1	Roisl.0019s0381.1.p
OG0013982	CP9_g28738_DN3_SP5_c.t1	Roisl.0019s0412.1.p
OG0013983	CP9_g28697_DN3_SP2_c.t1	Roisl.0019s0452.1.p
OG0013984	CP9_g28693_DN2_SP0_c.t1	Roisl.0019s0455.1.p
OG0013985	CP9_g28685_DN3_SP1_c.t1	Roisl.0019s0468.1.p
OG0013986	CP9_g28676_DN3_SP7_c.t1	Roisl.0019s0477.1.p
OG0013989	CP9_g28658_DN3_SP0_c.t1	Roisl.0019s0489.1.p
OG0013991	CP19_g18242_DN3_SP0_c.t1	Roisl.0008s0223.1.p
OG0013992	CP19_g18239_DN3_SP7_c.t1	Roisl.0008s0226.1.p
OG0013993	CP7_g44610_DN3_SP2_c.t1	Roisl.0209s0144.1.p
OG0013994	CP2_g48879_DN3_SP8_c.t1	Roisl.0050s0094.1.p
OG0013995	CP2_g48880_DN3_SP1_c.t1	Roisl.0050s0095.1.p
OG0013996	CP2_g48881_DN3_SP8_c.t1	Roisl.0050s0096.1.p
OG0013997	CP2_g48929_DN3_SP1_c.t1, CP2_g48935_DN3_SP0_c.t1	Roisl.0010s0176.1.p
OG0013998	CP2_g48937_DN3_SP8_c.t1	Roisl.0010s0164.1.p
OG0013999	CP5_g1319_DN3_SP8_c.t1	Roisl.0022s0358.1.p
OG0014001	CP2_g48957_DN3_SP8_c.t1	Roisl.0010s0135.1.p
OG0014002	CP13_g19693_DN3_SP8_c.t1	Roisl.0011s0016.1.p
OG0014003	CP2_g48980_DN3_SP0_c.t1	Roisl.0010s0109.1.p
OG0014004	CP2_g48986_DN3_SP7_c.t1	Roisl.0010s0118.1.p
OG0014005	CP11_g32310_DN3_SP0_c.t1	Roisl.0210s1359.1.p
OG0014006	CP2_g49007_DN3_SP0_c.t1	Roisl.0010s0070.1.p
OG0014007	CP2_g49036_DN3_SP8_c.t1	Roisl.0209s0559.1.p
OG0014008	CP2_g49043_DN3_SP8_c.t1	Roisl.0209s0566.1.p
OG0014009	CP2_g49065_DN3_SP8_c.t1	Roisl.0209s0591.1.p
OG0014010	CP2_g49105_DN2_SP1_c.t1	Roisl.0209s0668.1.p
OG0014011	CP2_g49109_DN3_SP2_c.t1	Roisl.0209s0678.1.p
OG0014012	CP2_g49177_DN3_SP7_c.t1	Roisl.0209s0750.1.p
OG0014013	CP2_g49185_DN1_SP0_c.t1	Roisl.0209s0769.1.p
OG0014014	CP2_g49186_DN3_SP0_c.t1	Roisl.0209s0770.1.p
OG0014015	CP2_g49216_DN3_SP6_c.t1	Roisl.0214s0543.1.p
OG0014016	CP2_g49226_DN3_SP0_c.t1	Roisl.0214s0560.1.p
OG0014017	CP15_g35659_DN3_SP0_c.t1	Roisl.0188s0019.1.p
OG0014018	CP2_g49238_DN3_SP0_c.t1	Roisl.0214s0576.1.p
OG0014019	CP2_g49263_DN3_SP8_c.t1	Roisl.0214s0595.1.p
OG0014020	CP2_g49292_DN3_SP2_c.t1	Roisl.0214s0619.1.p
OG0014021	CP2_g49305_DN3_SP6_c.t1	Roisl.0214s0632.1.p
OG0014022	CP2_g49362_DN3_SP8_c.t1	Roisl.0027s0093.1.p
OG0014023	CP2_g49393_DN3_SP0_c.t1	Roisl.0214s0698.1.p
OG0014026	CP2_g49521_DN2_SP0_c.t1	Roisl.0214s0775.1.p
OG0014027	CP2_g49850_DN3_SP8_c.t1	Roisl.0008s0056.1.p
OG0014028	CP2_g49903_DN3_SP5_c.t1	Roisl.0008s0026.1.p
OG0014029	CP2_g49918_DN3_SP7_c.t1	Roisl.0008s0003.1.p
OG0014031	CP2_g48877_DN3_SP1_c.t1	Roisl.0050s0091.1.p
OG0014032	CP13_g19101_DN3_SP8_c.t1	Roisl.0050s0076.1.p
OG0014033	CP13_g19084_DN3_SP6_c.t1	Roisl.0050s0063.1.p
OG0014034	CP13_g19076_DN3_SP0_c.t1	Roisl.0050s0050.1.p
OG0014035	CP13_g19075_DN3_SP8_c.t1	Roisl.0050s0049.1.p
OG0014036	CP13_g19072_DN3_SP5_c.t1	Roisl.0050s0046.1.p
OG0014037	CP13_g19071_DN3_SP8_c.t1	Roisl.0050s0045.1.p
OG0014038	CP13_g19045_DN3_SP8_c.t1	Roisl.0050s0009.1.p
OG0014039	CP2_g48900_DN1_SP0_c.t1	Roisl.0050s0007.1.p
OG0014040	CP34_g51507_DN3_SP3_c.t1	Roisl.0020s0002.1.p
OG0014041	CP13_g19820_DN3_SP6_c.t1	Roisl.0005s0107.1.p
OG0014042	CP13_g19746_DN3_SP4_c.t1	Roisl.0005s0033.1.p
OG0014043	CP13_g19742_DN3_SP8_c.t1	Roisl.0005s0031.1.p
OG0014044	CP13_g19719_DN3_SP8_c.t1	Roisl.0005s0005.1.p
OG0014045	CP13_g20104_DN3_SP0_c.t1	Roisl.0012s0339.1.p
OG0014046	CP13_g20119_DN3_SP6_c.t1	Roisl.0012s0329.1.p
OG0014047	CP13_g20126_DN3_SP8_c.t1	Roisl.0012s0323.1.p
OG0014048	CP13_g20154_DN3_SP0_c.t1	Roisl.0012s0284.1.p
OG0014049	CP13_g20157_DN3_SP0_c.t1	Roisl.0012s0281.1.p
