Orthogroup	Conringia_planisiliqua	Brassica_rapa
OG0015322	CP6_g7027_DN3_SP8_c.t1	XP_009136887.2
OG0015323	CP6_g7049_DN3_SP8_c.t1	XP_009136869.1
OG0015324	CP6_g7051_DN3_SP7_c.t1	XP_009136866.1
OG0015325	CP6_g7052_DN3_SP7_c.t1	XP_009136867.1, XP_009130922.1
OG0015326	CP6_g7069_DN2_SP0_c.t1	XP_009136857.1
OG0015327	CP6_g7097_DN3_SP8_c.t1	XP_009108319.1
OG0015328	CP6_g7120_DN3_SP8_c.t1	XP_009144687.1
OG0015329	CP6_g7122_DN3_SP8_c.t1	XP_009108297.1
OG0015330	CP5_g2090_DN3_SP3_c.t1	XP_009124252.2
OG0015331	CP13_g19880_DN3_SP0_c.t1	XP_009114361.1
OG0015332	CP13_g19138_DN3_SP7_c.t1	XP_009129333.2
OG0015333	CP3_g14271_DN3_SP0_c.t1	XP_009115778.1
OG0015335	CP3_g14301_DN3_SP0_c.t1	XP_009136559.1
OG0015336	CP10_g43877_DN3_SP0_c.t1	XP_009148081.1
OG0015337	CP3_g14337_DN3_SP8_c.t1	XP_009101821.1
OG0015338	CP3_g14341_DN3_SP2_c.t1	XP_009101795.1
OG0015340	CP3_g14355_DN3_SP6_c.t1	XP_033136968.1
OG0015341	CP3_g14356_DN3_SP1_c.t1	XP_009124324.3
OG0015342	CP3_g14366_DN3_SP4_c.t1	XP_033143939.1
OG0015343	CP8_g53192_DN3_SP4_c.t1	XP_009127249.1
OG0015344	CP8_g53175_DN3_SP0_c.t1	XP_018509946.1
OG0015345	CP8_g53170_DN3_SP0_c.t1	XP_009106908.1, XP_033128883.1
OG0015346	CP8_g53164_DN3_SP2_c.t1	XP_009132551.1
OG0015347	CP8_g53163_DN3_SP8_c.t1	XP_009132550.1
OG0015348	CP8_g53143_DN3_SP0_c.t1	XP_009132570.2
OG0015349	CP8_g53140_DN3_SP8_c.t1	XP_009106970.1
OG0015350	CP8_g53121_DN3_SP8_c.t1	XP_033137970.1
OG0015351	CP8_g53096_DN3_SP8_c.t1	XP_009107313.2, XP_009110219.2
OG0015352	CP8_g53108_DN3_SP8_c.t1	XP_009127276.1
OG0015353	CP2_g49047_DN3_SP8_c.t1	XP_009123384.1
OG0015354	CP8_g53087_DN3_SP8_c.t1	XP_009132597.1
OG0015355	CP8_g52978_DN3_SP5_c.t1	XP_009132677.1
OG0015356	CP8_g52990_DN3_SP8_c.t1	XP_009132634.1
OG0015357	CP8_g52988_DN3_SP8_c.t1	XP_009140881.1
OG0015358	CP8_g53104_DN3_SP2_c.t1	XP_009132589.1
OG0015359	CP15_g35005_DN3_SP2_c.t1	XP_009136233.1
OG0015360	CP15_g34941_DN3_SP8_c.t1	XP_009136237.1
OG0015361	CP15_g34915_DN3_SP0_c.t1	XP_009136239.1
OG0015362	CP15_g34914_DN3_SP7_c.t1	XP_009112685.1
OG0015363	CP15_g35131_DN3_SP3_c.t1	XP_018513457.2
OG0015364	CP15_g34878_DN2_SP1_c.t1	XP_009123192.1
OG0015365	CP15_g34875_DN3_SP8_c.t1	XP_009136243.1
OG0015366	CP15_g34839_DN3_SP4_c.t1	XP_009136245.1
OG0015367	CP15_g34750_DN2_SP0_c.t1	XP_009123190.1
OG0015368	CP15_g34744_DN3_SP3_c.t1	XP_033131047.1
OG0015369	CP15_g34510_DN3_SP7_c.t1	XP_009123215.1
OG0015370	CP17_g5005_DN3_SP6_c.t1	XP_009102330.1
OG0015371	CP17_g4845_DN3_SP8_c.t1	XP_009102333.1
OG0015372	CP17_g4836_DN3_SP0_c.t1	XP_009123233.1
OG0015373	CP10_g44016_DN2_SP0_c.t1	XP_009136290.1
OG0015374	CP2_g48838_DN3_SP0_c.t1	XP_009151575.1
OG0015375	CP10_g43977_DN3_SP0_c.t1	XP_033143089.1
OG0015376	CP10_g43949_DN3_SP8_c.t1	XP_009136309.1
OG0015377	CP10_g43884_DN3_SP3_c.t1	XP_009112408.1
OG0015378	CP10_g43881_DN3_SP8_c.t1	XP_009121187.1
OG0015379	CP19_g18258_DN3_SP1_c.t1	XP_009137568.1
OG0015382	CP19_g18374_DN3_SP0_c.t1	XP_009136517.1
OG0015383	CP19_g18377_DN3_SP0_c.t1	XP_009136446.1
OG0015384	CP19_g18385_DN1_SP0_c.t1	XP_018513614.1
OG0015385	CP19_g18399_DN3_SP0_c.t1	XP_009108586.1
OG0015386	CP19_g18426_DN1_SP0_c.t1	XP_033132946.1
OG0015387	CP19_g18429_DN3_SP0_c.t1	XP_009135961.1
OG0015388	CP19_g18460_DN3_SP0_c.t1	XP_009135661.1
OG0015389	CP6_g6835_DN3_SP8_c.t1	XP_009137021.1
OG0015390	CP6_g6818_DN3_SP0_c.t1	XP_033128978.1
OG0015391	CP6_g6800_DN3_SP0_c.t1	XP_009133632.1
OG0015392	CP6_g6781_DN3_SP8_c.t1	XP_009133917.1
OG0015393	CP6_g6775_DN3_SP0_c.t1	XP_009134010.1
OG0015394	CP6_g6770_DN3_SP8_c.t1	XP_009134054.1
OG0015395	CP6_g6765_DN3_SP7_c.t1	XP_018509161.1
OG0015396	CP6_g6763_DN3_SP0_c.t1	XP_009108521.1
OG0015397	CP6_g6742_DN3_SP0_c.t1	XP_018508067.1
OG0015398	CP6_g6741_DN3_SP2_c.t1	XP_009134514.1
OG0015399	CP6_g6738_DN3_SP6_c.t1	XP_009134561.1
OG0015400	CP6_g6729_DN2_SP0_c.t1	XP_009134643.1
OG0015401	CP6_g6726_DN3_SP0_c.t1	XP_009137185.1
OG0015402	CP6_g6723_DN3_SP0_c.t1	XP_009134667.2
OG0015403	CP6_g6721_DN3_SP0_c.t1	XP_009134680.1
OG0015404	CP6_g7299_DN3_SP1_c.t1	XP_009146707.1
OG0015406	CP6_g6702_DN3_SP8_c.t1	XP_009134846.1
OG0015407	CP6_g6689_DN3_SP1_c.t1	XP_009108490.1
OG0015408	CP19_g18521_DN3_SP2_c.t1	XP_009137204.2
OG0015409	CP13_g19680_DN3_SP8_c.t1	XP_009129248.1
OG0015410	CP19_g18509_DN3_SP0_c.t1	XP_009135238.1
OG0015411	CP19_g18505_DN3_SP3_c.t1	XP_009135289.1
OG0015412	CP1_g41041_DN3_SP1_c.t1	XP_009107482.1
OG0015413	CP19_g18495_DN3_SP0_c.t1	XP_009135359.1
OG0015414	CP6_g6848_DN3_SP1_c.t1	XP_009133120.1
OG0015415	CP6_g6855_DN3_SP0_c.t1	XP_009132947.2
OG0015418	CP22_g17664_DN3_SP7_c.t1	XP_009123013.1
OG0015419	CP22_g17681_DN3_SP8_c.t1	XP_009138557.1
OG0015420	CP22_g17340_DN3_SP8_c.t1	XP_009113445.1
OG0015421	CP6_g7217_DN3_SP8_c.t1	XP_033136679.1
OG0015422	CP6_g7194_DN3_SP7_c.t1	XP_009145837.1
OG0015423	CP6_g7181_DN3_SP4_c.t1	XP_009145712.1
OG0015424	CP6_g7212_DN3_SP8_c.t1	XP_009124517.1
OG0015425	CP6_g7179_DN3_SP5_c.t1	XP_009136796.1
OG0015426	CP6_g7167_DN3_SP4_c.t1	XP_009145596.1
OG0015427	CP6_g7157_DN3_SP8_c.t1	XP_009145468.1
OG0015428	CP6_g7155_DN3_SP4_c.t1	XP_009108274.1
OG0015429	CP6_g7139_DN3_SP8_c.t1	XP_009145261.2
OG0015430	CP10_g42105_DN2_SP0_c.t1	XP_009124052.1
OG0015431	CP10_g42111_DN2_SP0_c.t1	XP_009134578.1
OG0015432	CP10_g42112_DN3_SP0_c.t1	XP_009124049.1
OG0015433	CP10_g42114_DN3_SP1_c.t1	XP_009134579.1
OG0015434	CP10_g42125_DN3_SP3_c.t1	XP_009134591.2
OG0015435	CP10_g42138_DN3_SP6_c.t1	XP_009134605.1
OG0015436	CP10_g42145_DN3_SP7_c.t1	XP_033143131.1
OG0015437	CP2_g47582_DN3_SP0_c.t1	XP_009112312.1
OG0015439	CP2_g47563_DN3_SP7_c.t1	XP_009103533.1
OG0015440	CP2_g47557_DN3_SP5_c.t1	XP_018509633.1
OG0015441	CP2_g47559_DN3_SP5_c.t1	XP_009103539.1
OG0015442	CP3_g15979_DN3_SP7_c.t1	XP_009129587.1
OG0015443	CP2_g47538_DN3_SP2_c.t1	XP_009130571.1
OG0015444	CP2_g47536_DN3_SP1_c.t1	XP_009103547.1
OG0015445	CP2_g47528_DN3_SP1_c.t1	XP_009130574.1
OG0015446	CP2_g47524_DN3_SP0_c.t1	XP_033134143.1
OG0015447	CP3_g13047_DN3_SP5_c.t1	XP_033132313.1, XP_009110146.1
OG0015448	CP3_g13048_DN3_SP0_c.t1	XP_009133983.1
OG0015449	CP3_g13049_DN3_SP8_c.t1	XP_009138674.1
OG0015450	CP3_g13051_DN3_SP8_c.t1	XP_009138668.1
OG0015451	CP3_g13052_DN3_SP8_c.t1	XP_009104963.2
OG0015453	CP3_g13060_DN3_SP0_c.t1	XP_009138664.1
OG0015454	CP3_g13068_DN3_SP8_c.t1	XP_009138661.2
OG0015455	CP3_g13069_DN3_SP8_c.t1	XP_009138662.1
OG0015456	CP3_g13089_DN3_SP0_c.t1	XP_009116978.1
OG0015457	CP3_g13092_DN3_SP0_c.t1	XP_009116976.1
OG0015458	CP3_g13105_DN3_SP2_c.t1	XP_009116965.1
OG0015460	CP3_g13120_DN2_SP0_c.t1	XP_009116944.1
OG0015461	CP3_g13124_DN2_SP0_c.t1	XP_009138716.1
OG0015462	CP3_g13129_DN3_SP3_c.t1	XP_009116932.1
OG0015463	CP3_g13139_DN3_SP0_c.t1	XP_009116923.2
OG0015464	CP3_g13153_DN3_SP8_c.t1	XP_009104381.1
OG0015465	CP3_g13154_DN3_SP7_c.t1	XP_009116907.1
OG0015466	CP3_g13165_DN3_SP2_c.t1	XP_009104377.1
OG0015467	CP3_g13169_DN3_SP0_c.t1	XP_033136086.1
OG0015468	CP3_g13189_DN3_SP7_c.t1	XP_009116872.1
OG0015469	CP3_g13199_DN3_SP1_c.t1	XP_009116860.1, XP_009104354.2
OG0015470	CP3_g13204_DN3_SP6_c.t1	XP_033137305.1
OG0015471	CP3_g13208_DN2_SP0_c.t1	XP_009104353.2, XP_009116846.1
OG0015472	CP8_g53127_DN3_SP8_c.t1	XP_009107016.2
OG0015473	CP3_g13230_DN3_SP0_c.t1	XP_033136374.1
OG0015474	CP3_g13242_DN3_SP0_c.t1	XP_033135857.1
OG0015475	CP3_g13247_DN3_SP8_c.t1	XP_009116814.1
OG0015476	CP3_g13255_DN3_SP1_c.t1	XP_018510462.1
OG0015478	CP3_g13289_DN3_SP8_c.t1	XP_009104292.1
OG0015479	CP3_g13300_DN3_SP3_c.t1	XP_033146686.1, XP_009116768.2
OG0015480	CP3_g13307_DN3_SP8_c.t1	XP_009138808.1
OG0015481	CP3_g13308_DN3_SP0_c.t1	XP_009116766.1
OG0015482	CP18_g12619_DN3_SP0_c.t1	XP_033145586.1
OG0015483	CP3_g13338_DN3_SP5_c.t1	XP_009104265.1
OG0015485	CP3_g13355_DN3_SP6_c.t1	XP_009104259.1
OG0015486	CP7_g45229_DN3_SP6_c.t1	XP_009103065.1
OG0015488	CP3_g13367_DN3_SP1_c.t1	XP_009138861.1
OG0015489	CP3_g13375_DN3_SP8_c.t1	XP_009104243.1
OG0015490	CP3_g13390_DN3_SP1_c.t1	XP_009116675.1
OG0015491	CP3_g13394_DN3_SP0_c.t1	XP_009116673.1
OG0015492	CP3_g13413_DN3_SP1_c.t1	XP_009104223.1
OG0015493	CP3_g13436_DN3_SP0_c.t1	XP_009116616.1
OG0015494	CP3_g13448_DN3_SP7_c.t1	XP_009104204.1
OG0015495	CP6_g7339_DN3_SP1_c.t1	XP_009147222.1
OG0015496	CP12_g31754_DN3_SP0_c.t1	XP_009102359.1
OG0015497	CP3_g13459_DN3_SP0_c.t1	XP_033145802.1
OG0015498	CP3_g13475_DN3_SP6_c.t1	XP_009104174.1
OG0015499	CP8_g52670_DN2_SP0_c.t1, CP23_g21481_DN1_SP0_c.t1, CP23_g21589_DN2_SP0_c.t1, CP23_g21473_DN3_SP0_c.t1, CP23_g21792_DN2_SP0_c.t1, CP49_g12845_DN3_SP0_c.t1, CP23_g21520_DN1_SP0_c.t1, CP49_g12847_DN2_SP0_c.t1, CP23_g21791_DN2_SP0_c.t1, CP23_g21587_DN1_SP0_c.t1	XP_033148116.1, XP_033138289.1
OG0015500	CP3_g13491_DN3_SP1_c.t1	XP_009104164.1
OG0015501	CP3_g13501_DN3_SP8_c.t1	XP_009104150.1
OG0015502	CP3_g13503_DN3_SP6_c.t1	XP_009116533.1
OG0015503	CP3_g13507_DN3_SP7_c.t1	XP_009104145.1
OG0015504	CP3_g13511_DN3_SP6_c.t1	XP_009116526.1
OG0015505	CP3_g13512_DN3_SP8_c.t1	XP_033136000.1
OG0015506	CP3_g13548_DN3_SP7_c.t1	XP_009138992.1
OG0015508	CP3_g13567_DN2_SP1_c.t1	XP_009116482.1
OG0015510	CP3_g13587_DN3_SP7_c.t1	XP_033135972.1
OG0015511	CP3_g13590_DN3_SP1_c.t1	XP_009116463.1
OG0015512	CP3_g13593_DN2_SP2_c.t1	XP_009116456.1
OG0015513	CP3_g13607_DN3_SP8_c.t1	XP_009116444.2
OG0015515	CP16_g55716_DN3_SP8_c.t1	XP_009140697.1
OG0015516	CP3_g13642_DN3_SP8_c.t1	XP_009139048.1
OG0015517	CP3_g13679_DN3_SP8_c.t1	XP_009116371.1
OG0015518	CP3_g13685_DN3_SP8_c.t1	XP_009139086.1
OG0015519	CP3_g13689_DN1_SP0_c.t1	XP_009139090.1
OG0015520	CP3_g14935_DN3_SP8_c.t1	XP_009150318.1
OG0015521	CP3_g13703_DN2_SP7_c.t1	XP_009116347.1
OG0015522	CP3_g13706_DN3_SP0_c.t1	XP_033130659.1
OG0015523	CP3_g13724_DN3_SP6_c.t1	XP_009116321.1
OG0015524	CP3_g13731_DN3_SP4_c.t1	XP_009116315.1
OG0015525	CP3_g13737_DN3_SP2_c.t1	XP_009116310.1
OG0015526	CP3_g13746_DN3_SP3_c.t1	XP_009116297.2
OG0015527	CP3_g13749_DN3_SP3_c.t1	XP_009116294.1
OG0015528	CP3_g13759_DN3_SP8_c.t1	XP_009116285.1
OG0015529	CP3_g13764_DN3_SP0_c.t1	XP_009116280.1
OG0015530	CP3_g13765_DN3_SP8_c.t1	XP_009116281.1
OG0015531	CP3_g13783_DN3_SP8_c.t1	XP_009116266.1
OG0015532	CP2_g48933_DN3_SP7_c.t1	XP_009112945.1
OG0015533	CP3_g13810_DN1_SP8_c.t1	XP_009116233.1
OG0015534	CP3_g13814_DN3_SP8_c.t1	XP_009116229.2
OG0015535	CP3_g13819_DN3_SP8_c.t1	XP_009139174.1
OG0015536	CP3_g13824_DN3_SP8_c.t1	XP_009139188.1
OG0015537	CP3_g13827_DN3_SP0_c.t1	XP_009139192.1
OG0015538	CP13_g19158_DN3_SP2_c.t1	XP_009151835.1
OG0015539	CP3_g13834_DN3_SP8_c.t1	XP_009139194.1
OG0015540	CP3_g13842_DN3_SP2_c.t1	XP_009103949.1
OG0015541	CP3_g13852_DN3_SP1_c.t1	XP_009116194.1
OG0015543	CP3_g13860_DN3_SP6_c.t1	XP_033134605.1
OG0015544	CP3_g13861_DN3_SP8_c.t1	XP_009116178.1
OG0015545	CP3_g13866_DN3_SP4_c.t1	XP_009116163.1
OG0015546	CP9_g28380_DN3_SP0_c.t1	XP_009105064.1
OG0015547	CP3_g13891_DN3_SP8_c.t1	XP_009116140.1
OG0015548	CP3_g13896_DN3_SP4_c.t1	XP_009103927.1
OG0015549	CP3_g13910_DN3_SP0_c.t1	XP_009103922.1
OG0015550	CP3_g13914_DN3_SP0_c.t1	XP_009139239.1
OG0015551	CP3_g13918_DN3_SP8_c.t1	XP_009116128.1
OG0015552	CP3_g13920_DN3_SP3_c.t1	XP_009116124.1
OG0015553	CP3_g13921_DN3_SP1_c.t1	XP_033131982.1
OG0015554	CP3_g13934_DN3_SP6_c.t1	XP_009139254.1
OG0015555	CP1_g39418_DN3_SP8_c.t1	XP_009107631.1
OG0015556	CP5_g1785_DN3_SP2_c.t1	XP_009139732.1
OG0015557	CP3_g13964_DN3_SP0_c.t1	XP_009103889.1
OG0015558	CP3_g13967_DN3_SP3_c.t1	XP_009139281.1
OG0015559	CP3_g13972_DN3_SP8_c.t1	XP_009116084.1
OG0015561	CP3_g13998_DN3_SP0_c.t1	XP_009103870.1
OG0015562	CP12_g29824_DN3_SP0_c.t1	XP_009101996.1
OG0015563	CP3_g14049_DN3_SP8_c.t1	XP_009139433.1
OG0015564	CP3_g14058_DN3_SP6_c.t1	XP_009116006.1
OG0015565	CP3_g14064_DN3_SP5_c.t1	XP_009148756.1
OG0015566	CP3_g14079_DN3_SP3_c.t1	XP_009115982.1
OG0015567	CP3_g14091_DN2_SP0_c.t1	XP_033137071.1
OG0015568	CP3_g14094_DN3_SP6_c.t1	XP_009139441.2
OG0015569	CP3_g14097_DN3_SP1_c.t1	XP_009115959.1
OG0015570	CP3_g14107_DN3_SP0_c.t1	XP_033145742.1
OG0015571	CP8_g53357_DN3_SP8_c.t1	XP_009119927.1
OG0015572	CP8_g53343_DN3_SP8_c.t1	XP_033140814.1, XP_009119917.1
OG0015573	CP8_g53311_DN3_SP8_c.t1	XP_009127165.2
OG0015574	CP8_g53309_DN3_SP8_c.t1	XP_009119890.1
OG0015575	CP8_g53296_DN3_SP3_c.t1	XP_009132484.1
OG0015576	CP8_g53295_DN3_SP6_c.t1	XP_009127178.1
OG0015577	CP6_g7264_DN3_SP8_c.t1	XP_009136738.1
OG0015578	CP12_g30836_DN3_SP0_c.t1	XP_018513592.1
OG0015579	CP12_g30837_DN3_SP6_c.t1	XP_009105869.1
OG0015580	CP12_g30844_DN3_SP8_c.t1	XP_009102501.1
OG0015581	CP12_g30846_DN3_SP1_c.t1	XP_009102497.1
OG0015582	CP12_g30849_DN3_SP5_c.t1	XP_009102492.1
OG0015583	CP12_g30860_DN3_SP1_c.t1	XP_009136086.1
OG0015584	CP12_g30864_DN3_SP0_c.t1	XP_009102470.1
OG0015585	CP12_g30871_DN3_SP0_c.t1	XP_009102458.1
OG0015586	CP12_g30889_DN3_SP0_c.t1	XP_009102431.1
OG0015587	CP12_g30894_DN3_SP0_c.t1	XP_033130154.1
OG0015588	CP12_g30908_DN2_SP0_c.t1	XP_009102420.1
OG0015589	CP12_g30909_DN3_SP6_c.t1	XP_009136107.1
OG0015590	CP12_g30960_DN3_SP1_c.t1	XP_009102413.1
OG0015591	CP12_g30961_DN3_SP3_c.t1	XP_009102412.1
OG0015592	CP12_g31029_DN3_SP7_c.t1	XP_009136133.1
OG0015593	CP12_g31028_DN3_SP8_c.t1	XP_009142758.1
OG0015594	CP12_g31067_DN3_SP8_c.t1	XP_009136139.1
OG0015595	CP12_g31071_DN3_SP3_c.t1	XP_033131267.1
OG0015596	CP12_g31088_DN3_SP7_c.t1	XP_009136143.1
OG0015597	CP12_g31126_DN3_SP0_c.t1	XP_009136147.1
OG0015598	CP12_g31138_DN3_SP8_c.t1	XP_009136151.2
OG0015599	CP12_g31242_DN3_SP4_c.t1	XP_009136159.1
OG0015600	CP12_g31288_DN3_SP0_c.t1	XP_009136162.1
OG0015601	CP12_g31493_DN3_SP0_c.t1	XP_009136170.1
OG0015602	CP12_g31703_DN3_SP8_c.t1	XP_009136180.1
OG0015603	CP3_g15736_DN3_SP1_c.t1	XP_009150287.1
OG0015604	CP17_g6019_DN2_SP6_c.t1	XP_009102356.1
OG0015605	CP12_g30823_DN3_SP8_c.t1	XP_033130351.1
OG0015606	CP9_g28224_DN3_SP1_c.t1	XP_009105234.1
OG0015607	CP39_g21142_DN2_SP0_c.t1	XP_009127515.1
OG0015608	CP39_g21148_DN2_SP8_c.t1	XP_009127524.1
OG0015609	CP9_g28259_DN3_SP1_c.t1	XP_009127533.1
OG0015610	CP9_g28274_DN3_SP8_c.t1	XP_009105272.1
OG0015611	CP9_g28284_DN3_SP7_c.t1	XP_009127552.1
OG0015612	CP9_g28303_DN3_SP8_c.t1	XP_009105115.1
OG0015613	CP9_g28300_DN3_SP3_c.t1	XP_018508789.1
OG0015614	CP9_g28354_DN3_SP5_c.t1	XP_009105337.1
OG0015615	CP9_g28361_DN3_SP8_c.t1	XP_009105082.1
OG0015616	CP9_g28373_DN3_SP0_c.t1	XP_009105352.1
OG0015617	CP9_g28381_DN3_SP8_c.t1	XP_033139582.1
OG0015618	CP9_g28392_DN3_SP0_c.t1	XP_009105055.1
OG0015619	CP9_g28396_DN3_SP7_c.t1	XP_009105368.1
OG0015620	CP30_g10061_DN3_SP1_c.t1	XP_009141245.1
OG0015621	CP2_g48806_DN3_SP7_c.t1	XP_009151623.1
OG0015624	CP2_g48762_DN3_SP0_c.t1	XP_009151662.2
OG0015625	CP2_g48770_DN3_SP3_c.t1	XP_009151658.1
OG0015626	CP10_g43707_DN3_SP8_c.t1	XP_009112467.1
OG0015627	CP5_g3398_DN3_SP8_c.t1	XP_009108075.1
OG0015628	CP10_g43689_DN3_SP2_c.t1	XP_009102257.1
OG0015629	CP10_g43684_DN3_SP8_c.t1	XP_009150740.1
OG0015630	CP10_g43676_DN2_SP0_c.t1	XP_009112488.1
OG0015631	CP10_g43673_DN3_SP5_c.t1	XP_033130608.1
OG0015632	CP10_g43668_DN3_SP1_c.t1	XP_009112491.1
OG0015633	CP10_g43658_DN3_SP0_c.t1	XP_009150727.1
OG0015634	CP10_g43632_DN3_SP7_c.t1	XP_018510677.1
OG0015635	CP10_g43628_DN3_SP5_c.t1	XP_009102213.1
OG0015636	CP10_g43623_DN2_SP0_c.t1	XP_033136933.1
OG0015637	CP10_g43591_DN3_SP8_c.t1	XP_009102178.1
OG0015638	CP10_g43587_DN3_SP1_c.t1	XP_009102162.1
OG0015639	CP10_g43583_DN3_SP8_c.t1	XP_009102156.1
OG0015640	CP4_g24600_DN3_SP6_c.t1	XP_009133473.1
OG0015641	CP4_g24608_DN3_SP1_c.t1	XP_009141963.1
OG0015642	CP4_g24613_DN3_SP4_c.t1	XP_009142719.1
OG0015643	CP4_g24623_DN3_SP0_c.t1	XP_009142716.1
OG0015644	CP4_g24627_DN3_SP8_c.t1	XP_009141951.1
OG0015645	CP11_g32292_DN3_SP1_c.t1	XP_009121456.1
OG0015646	CP4_g24634_DN3_SP8_c.t1	XP_009142714.1
OG0015647	CP4_g24649_DN3_SP7_c.t1	XP_009142706.1
OG0015648	CP4_g24652_DN3_SP3_c.t1	XP_009142705.1
OG0015649	CP4_g24682_DN3_SP7_c.t1	XP_009143218.1
OG0015650	CP19_g17825_DN3_SP1_c.t1	XP_009125213.1
OG0015651	CP4_g24692_DN3_SP6_c.t1	XP_009133427.1
OG0015652	CP4_g24694_DN3_SP1_c.t1	XP_009141880.1
OG0015653	CP4_g24711_DN3_SP8_c.t1	XP_009141864.1
OG0015654	CP4_g24730_DN3_SP0_c.t1	XP_009143266.1
OG0015655	CP4_g24733_DN2_SP0_c.t1	XP_009143270.2
OG0015656	CP4_g24734_DN3_SP0_c.t1	XP_009133393.1
OG0015657	CP4_g24738_DN2_SP0_c.t1	XP_009143276.1
OG0015658	CP4_g24759_DN3_SP8_c.t1	XP_009143297.1
OG0015659	CP4_g24761_DN3_SP5_c.t1	XP_009133373.1
OG0015660	CP4_g24769_DN3_SP3_c.t1	XP_009143304.1
OG0015661	CP4_g24780_DN3_SP0_c.t1	XP_009133364.1
OG0015662	CP4_g24812_DN3_SP8_c.t1	XP_009143342.1
OG0015663	CP4_g24825_DN3_SP6_c.t1	XP_009143345.1
OG0015664	CP4_g24832_DN3_SP0_c.t1	XP_033143683.1
OG0015665	CP30_g9991_DN3_SP1_c.t1	XP_009134072.1
OG0015666	CP4_g24837_DN3_SP5_c.t1	XP_009140107.2
OG0015668	CP4_g24851_DN3_SP1_c.t1	XP_009141757.1
OG0015669	CP4_g24859_DN3_SP5_c.t1	XP_033145347.1
OG0015670	CP4_g24864_DN3_SP1_c.t1	XP_033143651.1
OG0015671	CP13_g19649_DN3_SP0_c.t1	XP_009129216.1
OG0015672	CP4_g24869_DN3_SP0_c.t1	XP_033146790.1
OG0015673	CP4_g24883_DN3_SP6_c.t1	XP_009143393.1
OG0015674	CP4_g24889_DN3_SP0_c.t1	XP_033147247.1
OG0015675	CP4_g24908_DN3_SP0_c.t1	XP_009141724.1
OG0015676	CP4_g24911_DN3_SP7_c.t1	XP_009143418.1
OG0015677	CP4_g24912_DN3_SP8_c.t1	XP_009143421.1
OG0015678	CP29_g22107_DN3_SP5_c.t1	XP_009113502.1
OG0015679	CP4_g24920_DN3_SP2_c.t1	XP_009141715.1
OG0015680	CP4_g24945_DN3_SP0_c.t1	XP_033146946.1
OG0015681	CP4_g24952_DN3_SP4_c.t1	XP_009143451.1
OG0015682	CP3_g15565_DN3_SP7_c.t1	XP_009123284.1
OG0015683	CP4_g24965_DN3_SP7_c.t1	XP_018514858.1, XP_009141679.1
OG0015684	CP4_g24967_DN2_SP8_c.t1	NP_001288852.1
OG0015685	CP4_g25003_DN3_SP8_c.t1	XP_009133148.1
OG0015686	CP4_g25016_DN3_SP1_c.t1	XP_009143520.1
OG0015687	CP4_g25017_DN3_SP0_c.t1	XP_009133136.1
OG0015688	CP4_g25021_DN3_SP7_c.t1	XP_018512999.1
OG0015689	CP4_g25030_DN2_SP0_c.t1	XP_009143526.1
OG0015690	CP4_g25031_DN3_SP4_c.t1	XP_009143527.1
OG0015691	CP4_g25039_DN3_SP1_c.t1	XP_033143077.1
OG0015692	CP4_g25041_DN3_SP8_c.t1	XP_009143536.1
OG0015693	CP4_g25046_DN3_SP3_c.t1	XP_018514896.1
OG0015694	CP4_g25054_DN3_SP4_c.t1	XP_009143548.1
OG0015695	CP11_g31785_DN3_SP0_c.t1	XP_009114614.1
OG0015696	CP11_g31825_DN3_SP8_c.t1	XP_033142037.1
OG0015697	CP11_g31826_DN3_SP6_c.t1	XP_009114580.1
OG0015698	CP11_g31829_DN3_SP8_c.t1	XP_009134299.1
OG0015699	CP11_g31835_DN3_SP7_c.t1	XP_009114574.1
OG0015700	CP11_g31858_DN3_SP4_c.t1	XP_009114558.2
OG0015701	CP13_g20385_DN3_SP1_c.t1	XP_009101815.1
OG0015703	CP20_g4414_DN2_SP5_c.t1	XP_033141523.1
OG0015704	CP13_g20350_DN2_SP1_c.t1	XP_009101801.2
OG0015705	CP20_g4393_DN3_SP5_c.t1	XP_009114655.1
OG0015706	CP20_g4459_DN3_SP6_c.t1	XP_009134270.2
OG0015707	CP16_g54755_DN3_SP8_c.t1	XP_009140267.1
OG0015708	CP16_g54762_DN3_SP5_c.t1	XP_009117412.1
OG0015709	CP16_g54764_DN3_SP5_c.t1	XP_009117407.1
OG0015710	CP16_g54781_DN3_SP8_c.t1	XP_009117392.2
OG0015711	CP16_g54791_DN3_SP8_c.t1	XP_009117381.1
OG0015712	CP16_g54793_DN3_SP0_c.t1	XP_009117380.1
OG0015713	CP16_g54824_DN3_SP8_c.t1	XP_033145386.1
OG0015714	CP16_g54825_DN3_SP6_c.t1	XP_009117359.1
OG0015715	CP16_g54837_DN2_SP0_c.t1	XP_009117353.1
OG0015716	CP16_g54854_DN3_SP3_c.t1	XP_009112540.1
OG0015717	CP16_g54875_DN3_SP8_c.t1	XP_009112526.1
OG0015719	CP16_g54918_DN3_SP6_c.t1	XP_009133993.1
OG0015720	CP16_g54947_DN3_SP7_c.t1	XP_009117311.1
OG0015721	CP16_g54985_DN3_SP8_c.t1	NP_001288916.1
OG0015722	CP16_g54992_DN3_SP1_c.t1	XP_009117283.2
OG0015723	CP16_g54993_DN3_SP4_c.t1	XP_009140462.1
OG0015724	CP16_g55000_DN3_SP8_c.t1	XP_009140466.1
