Orthogroup	Conringia_planisiliqua	Arabidopsis_lyrata_Rawat
OG0014745	CP2_g48376_DN3_SP0_c.t1	AL6G36110
OG0014746	CP2_g48380_DN3_SP0_c.t1	AL6G36190
OG0014747	CP2_g48392_DN3_SP8_c.t1	AL6G36350
OG0014748	CP2_g48398_DN3_SP2_c.t1	AL6G36460
OG0014749	CP2_g48399_DN2_SP0_c.t1	AL6G36470
OG0014750	CP2_g48404_DN3_SP0_c.t1	AL6G36540
OG0014751	CP2_g48409_DN3_SP0_c.t1	AL6G36590
OG0014752	CP2_g48440_DN3_SP8_c.t1	AL6G37050
OG0014753	CP2_g48491_DN3_SP5_c.t1	AL6G37880
OG0014754	CP2_g48497_DN3_SP1_c.t1	AL6G38000
OG0014755	CP2_g48500_DN3_SP3_c.t1	AL6G38030
OG0014756	CP2_g48502_DN3_SP0_c.t1	AL6G38050
OG0014757	CP2_g48513_DN3_SP0_c.t1	AL6G38150
OG0014758	CP8_g54396_DN3_SP3_c.t1	AL6G30870
OG0014759	CP8_g54366_DN3_SP8_c.t1	AL6G31170
OG0014760	CP8_g54342_DN3_SP7_c.t1	AL6G31370
OG0014762	CP8_g54315_DN3_SP8_c.t1	AL6G31640
OG0014763	CP8_g54299_DN3_SP0_c.t1	AL6G31780
OG0014764	CP8_g54283_DN3_SP8_c.t1	AL6G31940
OG0014765	CP8_g54280_DN3_SP8_c.t1	AL6G31970
OG0014766	CP8_g54279_DN3_SP2_c.t1	AL6G31990
OG0014767	CP8_g54267_DN3_SP8_c.t1	AL6G32120
OG0014768	CP8_g54266_DN3_SP7_c.t1	AL6G32130
OG0014769	CP8_g54261_DN3_SP0_c.t1	AL6G32190
OG0014770	CP8_g54235_DN3_SP8_c.t1	AL6G32470
OG0014771	CP8_g54222_DN3_SP5_c.t1	AL6G32610
OG0014772	CP8_g54206_DN3_SP7_c.t1	AL6G32850
OG0014773	CP8_g54188_DN3_SP8_c.t1	AL6G33020
OG0014774	CP8_g54182_DN3_SP1_c.t1	AL6G33100
OG0014775	CP8_g54178_DN3_SP8_c.t1	AL6G33110
OG0014776	CP7_g45489_DN3_SP7_c.t1	AL1G36500
OG0014777	CP8_g54168_DN3_SP8_c.t1	AL6G33310
OG0014778	CP8_g54159_DN3_SP7_c.t1	AL6G33420
OG0014779	CP8_g54158_DN3_SP0_c.t1	AL6G33430
OG0014780	CP8_g54151_DN3_SP8_c.t1	AL6G33490
OG0014781	CP8_g54134_DN3_SP8_c.t1	AL6G33750
OG0014782	CP8_g54122_DN3_SP8_c.t1	AL6G33950
OG0014783	CP12_g30850_DN3_SP3_c.t1	AL3G40170
OG0014784	CP8_g54116_DN3_SP0_c.t1	AL6G33990
OG0014785	CP8_g54115_DN2_SP8_c.t1	AL6G34010
OG0014786	CP10_g43993_DN1_SP0_c.t1	nbis-gene-2053, nbis-gene-2052
OG0014787	CP8_g53327_DN3_SP8_c.t1	AL8G28310
OG0014788	CP8_g54096_DN3_SP8_c.t1	AL8G37330
OG0014789	CP8_g54082_DN3_SP0_c.t1	AL8G37200
OG0014790	CP8_g54081_DN3_SP8_c.t1	AL8G37190
OG0014791	CP8_g54078_DN3_SP0_c.t1	AL8G37160
OG0014792	CP8_g54075_DN3_SP8_c.t1	AL8G37130
OG0014793	CP8_g54040_DN3_SP0_c.t1	AL8G36760
OG0014795	CP8_g54007_DN3_SP8_c.t1	AL8G36380
OG0014796	CP8_g54000_DN3_SP6_c.t1	AL8G36290
OG0014797	CP8_g53956_DN3_SP0_c.t1	AL8G35920
OG0014798	CP5_g1633_DN3_SP8_c.t1	AL7G52050
OG0014799	CP8_g53951_DN3_SP8_c.t1	AL8G35870
OG0014800	CP8_g53947_DN2_SP0_c.t1	AL8G35800
OG0014801	CP8_g53935_DN1_SP0_c.t1	AL8G35670
OG0014802	CP8_g53933_DN3_SP6_c.t1	AL8G35640
OG0014803	CP8_g53917_DN3_SP0_c.t1	AL8G35460
OG0014804	CP8_g53915_DN3_SP8_c.t1	AL8G35440
OG0014805	CP8_g53872_DN3_SP5_c.t1	nbis-gene-2170
OG0014806	CP8_g53862_DN3_SP7_c.t1	AL8G34870
OG0014807	CP8_g53855_DN3_SP5_c.t1	AL8G34790
OG0014808	CP8_g53854_DN3_SP0_c.t1	AL8G34780
OG0014809	CP8_g53845_DN3_SP7_c.t1	AL8G34640
OG0014810	CP8_g53832_DN3_SP1_c.t1	AL8G34410
OG0014811	CP8_g53825_DN3_SP4_c.t1	AL8G34340
OG0014812	CP8_g53823_DN3_SP3_c.t1	AL8G34320
OG0014813	CP8_g53816_DN3_SP0_c.t1	AL8G34250
OG0014814	CP8_g53814_DN3_SP0_c.t1	AL8G34230
OG0014815	CP8_g53756_DN3_SP3_c.t1	AL8G33630
OG0014816	CP8_g53812_DN3_SP8_c.t1	AL8G34210
OG0014817	CP8_g53807_DN3_SP1_c.t1	AL8G34180
OG0014818	CP8_g53792_DN3_SP1_c.t1	AL8G34030
OG0014819	CP8_g53790_DN3_SP7_c.t1	nbis-gene-2167
OG0014821	CP8_g53768_DN3_SP8_c.t1	AL8G33780
OG0014822	CP8_g53765_DN3_SP8_c.t1	AL8G33730
OG0014823	CP8_g53762_DN3_SP5_c.t1	AL8G33700
OG0014824	CP8_g53760_DN3_SP8_c.t1	AL8G33680
OG0014825	CP8_g53738_DN3_SP8_c.t1	AL8G33390
OG0014826	CP8_g53736_DN3_SP5_c.t1	AL8G33370
OG0014827	CP13_g19641_DN3_SP8_c.t1	AL5G10820
OG0014828	CP10_g43691_DN3_SP2_c.t1	AL3G51460
OG0014829	CP17_g4986_DN2_SP0_c.t1, CP17_g4895_DN2_SP0_c.t1	AL3G47000
OG0014830	CP8_g53698_DN3_SP7_c.t1	AL8G32960
OG0014831	CP8_g53699_DN3_SP0_c.t1	AL8G32970
OG0014832	CP8_g53711_DN3_SP7_c.t1	AL8G33090
OG0014833	CP8_g53664_DN3_SP8_c.t1	AL8G32560
OG0014834	CP8_g53663_DN3_SP4_c.t1	AL8G32550
OG0014835	CP8_g53652_DN3_SP8_c.t1	AL8G32410
OG0014836	CP8_g53606_DN3_SP0_c.t1	AL8G31840
OG0014837	CP8_g53594_DN1_SP0_c.t1	AL8G31680, AL8G31730, AL2G23000
OG0014838	CP8_g53590_DN3_SP0_c.t1	AL8G31660
OG0014839	CP8_g53559_DN3_SP0_c.t1	AL8G31320
OG0014840	CP8_g53578_DN3_SP8_c.t1	AL8G31510
OG0014841	CP8_g53576_DN3_SP7_c.t1	AL8G31490
OG0014842	CP8_g53573_DN3_SP3_c.t1	AL8G31460
OG0014843	CP8_g53571_DN3_SP0_c.t1	nbis-gene-2144
OG0014844	CP8_g53568_DN2_SP2_c.t1	AL8G31410
OG0014845	CP8_g53560_DN2_SP0_c.t1	AL8G31330
OG0014846	CP8_g53543_DN3_SP8_c.t1	AL8G31150
OG0014847	CP8_g53533_DN3_SP3_c.t1	AL8G31070
OG0014848	CP8_g53524_DN3_SP8_c.t1	AL8G31000
OG0014849	CP8_g53453_DN3_SP7_c.t1	AL8G30280
OG0014850	CP3_g14417_DN3_SP7_c.t1	AL5G29430
OG0014851	CP3_g14431_DN3_SP8_c.t1	AL5G29170
OG0014852	CP3_g14442_DN3_SP8_c.t1	AL5G29070
OG0014853	CP3_g14461_DN3_SP0_c.t1	AL5G28870
OG0014854	CP3_g14479_DN3_SP8_c.t1	AL5G28500
OG0014855	CP3_g14480_DN3_SP4_c.t1	AL5G28490
OG0014856	CP3_g14496_DN1_SP0_c.t1	AL5G28320
OG0014857	CP11_g32068_DN3_SP3_c.t1	AL1G64640
OG0014858	CP11_g32052_DN3_SP3_c.t1	AL6G50510
OG0014859	CP11_g33147_DN3_SP0_c.t1	AL6G17780
OG0014860	CP11_g33154_DN3_SP0_c.t1	AL6G17700
OG0014861	CP4_g24804_DN3_SP4_c.t1	AL4G36490
OG0014862	CP11_g33183_DN3_SP0_c.t1	AL6G17360
OG0014863	CP11_g33296_DN1_SP0_c.t1	AL6G17190
OG0014864	CP11_g33281_DN3_SP0_c.t1	AL6G17030
OG0014865	CP11_g33278_DN3_SP0_c.t1	AL6G16970
OG0014866	CP11_g33270_DN3_SP0_c.t1	AL6G16900
OG0014869	CP11_g33227_DN3_SP7_c.t1	AL6G16400
OG0014870	CP14_g22700_DN3_SP4_c.t1	AL2G19260
OG0014871	CP11_g33197_DN3_SP7_c.t1	AL6G16040
OG0014872	CP11_g33196_DN3_SP1_c.t1	AL6G16030
OG0014873	CP19_g18235_DN3_SP1_c.t1	AL7G29110
OG0014874	CP11_g33307_DN3_SP0_c.t1	AL6G15900
OG0014875	CP11_g33309_DN2_SP1_c.t1	AL6G15890
OG0014876	CP11_g33310_DN3_SP0_c.t1	AL6G15880
OG0014877	CP11_g33312_DN3_SP8_c.t1	AL6G15850
OG0014879	CP11_g33324_DN3_SP0_c.t1	AL6G15710
OG0014881	CP11_g33329_DN3_SP8_c.t1	AL6G15650
OG0014882	CP11_g33334_DN3_SP0_c.t1	AL6G15600
OG0014883	CP11_g33336_DN3_SP5_c.t1	AL6G15570
OG0014884	CP11_g33359_DN3_SP7_c.t1	AL6G15260
OG0014885	CP11_g33371_DN3_SP5_c.t1	AL6G15070
OG0014886	CP11_g33372_DN2_SP0_c.t1	AL6G15060
OG0014887	CP11_g33378_DN3_SP0_c.t1	AL6G15000
OG0014888	CP11_g33387_DN3_SP1_c.t1	AL469U10010, AL6G14910
OG0014889	CP11_g33402_DN3_SP8_c.t1	AL6G14620
OG0014890	CP11_g33406_DN3_SP8_c.t1	AL6G14580
OG0014891	CP11_g33420_DN3_SP0_c.t1	AL6G14410
OG0014892	CP11_g33434_DN3_SP0_c.t1	AL6G14210
OG0014893	CP13_g19592_DN2_SP0_c.t1	AL5G11420
OG0014894	CP11_g33438_DN3_SP6_c.t1	AL6G14160
OG0014895	CP11_g33449_DN3_SP8_c.t1	AL6G14040
OG0014896	CP11_g33455_DN3_SP7_c.t1	AL6G14000
OG0014897	CP11_g33463_DN3_SP0_c.t1	AL6G13920
OG0014898	CP11_g33464_DN3_SP8_c.t1	AL6G13910
OG0014899	CP11_g33470_DN3_SP7_c.t1	AL6G13840
OG0014900	CP11_g33478_DN3_SP8_c.t1	AL6G13760
OG0014901	CP11_g33485_DN1_SP3_c.t1	AL6G13710
OG0014903	CP11_g33498_DN3_SP5_c.t1	AL6G13500
OG0014904	CP11_g33504_DN3_SP8_c.t1	AL6G13430
OG0014905	CP5_g2116_DN3_SP1_c.t1	AL7G44590
OG0014906	CP11_g33518_DN1_SP0_c.t1	AL6G13210
OG0014907	CP11_g33522_DN3_SP5_c.t1	AL6G13170
OG0014908	CP11_g33523_DN3_SP8_c.t1	AL6G13160
OG0014909	CP11_g33526_DN3_SP2_c.t1	AL6G13130
OG0014910	CP11_g33546_DN3_SP8_c.t1	AL6G12830
OG0014911	CP11_g33558_DN3_SP8_c.t1	AL6G12680
OG0014912	CP11_g33565_DN3_SP8_c.t1	AL6G12590
OG0014913	CP11_g33578_DN2_SP0_c.t1	AL6G12420
OG0014914	CP11_g33597_DN3_SP8_c.t1	AL6G12100
OG0014915	CP11_g33598_DN3_SP8_c.t1	AL6G12090
OG0014916	CP11_g33602_DN3_SP7_c.t1	AL6G12040
OG0014917	CP11_g33613_DN2_SP0_c.t1	AL6G11940
OG0014918	CP11_g33638_DN3_SP6_c.t1	AL6G11630
OG0014919	CP11_g33649_DN3_SP7_c.t1	AL6G11510
OG0014920	CP11_g33654_DN3_SP0_c.t1	AL6G11420
OG0014921	CP11_g33655_DN3_SP8_c.t1	AL6G11410
OG0014922	CP11_g33668_DN3_SP8_c.t1	AL6G11280
OG0014923	CP11_g33670_DN3_SP7_c.t1	AL6G11260
OG0014924	CP11_g33675_DN3_SP0_c.t1	AL6G11200
OG0014925	CP11_g33679_DN2_SP0_c.t1	AL6G11150
OG0014927	CP11_g33685_DN3_SP0_c.t1	AL6G11020
OG0014928	CP11_g33698_DN3_SP0_c.t1	AL6G10890
OG0014929	CP11_g33708_DN3_SP6_c.t1	AL6G10780
OG0014930	CP11_g33710_DN3_SP5_c.t1	AL6G10750
OG0014931	CP11_g33713_DN3_SP1_c.t1	AL6G10720
OG0014932	CP11_g33715_DN3_SP0_c.t1	nbis-gene-1433
OG0014933	CP11_g33717_DN2_SP7_c.t1	AL6G10620
OG0014934	CP11_g33721_DN3_SP8_c.t1	nbis-gene-1428
OG0014935	CP11_g33722_DN3_SP5_c.t1	AL6G10540
OG0014937	CP11_g33729_DN3_SP8_c.t1	AL6G10450
OG0014938	CP11_g33737_DN3_SP0_c.t1	AL6G10390
OG0014939	CP11_g33758_DN2_SP1_c.t1	AL6G10140
OG0014940	CP11_g33761_DN3_SP0_c.t1	AL6G10120
OG0014941	CP11_g33762_DN3_SP7_c.t1	AL6G10110
OG0014942	CP11_g33765_DN3_SP5_c.t1	AL6G10080
OG0014943	CP7_g44843_DN3_SP8_c.t1	AL3G19520
OG0014944	CP11_g33769_DN2_SP0_c.t1	AL6G10050
OG0014945	CP5_g1331_DN3_SP0_c.t1	AL7G48920
OG0014946	CP19_g17911_DN3_SP1_c.t1	AL7G48250
OG0014947	CP19_g17891_DN3_SP0_c.t1	AL7G48110
OG0014948	CP19_g17861_DN3_SP8_c.t1	AL7G47770
OG0014949	CP9_g29722_DN3_SP0_c.t1	AL2G41540
OG0014950	CP9_g29726_DN3_SP2_c.t1	AL2G41590
OG0014951	CP9_g29731_DN3_SP5_c.t1	AL2G41660
OG0014952	CP9_g29741_DN3_SP7_c.t1	AL2G41740
OG0014953	CP9_g29743_DN3_SP0_c.t1	AL2G41750
OG0014954	CP9_g29745_DN2_SP1_c.t1	AL2G41760
OG0014955	CP9_g29750_DN3_SP8_c.t1	AL2G41810
OG0014956	CP9_g29719_DN3_SP8_c.t1	AL2G41510
OG0014957	CP9_g29709_DN3_SP7_c.t1	AL2G41430
OG0014958	CP9_g29701_DN3_SP2_c.t1	AL2G41340
OG0014959	CP9_g29687_DN2_SP0_c.t1	AL2G41210
OG0014960	CP9_g29682_DN2_SP4_c.t1	AL2G41160
OG0014961	CP9_g29676_DN3_SP7_c.t1	AL2G41100
OG0014962	CP9_g29644_DN2_SP0_c.t1	AL2G40790
OG0014963	CP9_g29623_DN3_SP8_c.t1	AL2G40530
OG0014964	CP9_g29616_DN3_SP3_c.t1	AL2G40470
OG0014965	CP2_g48598_DN3_SP7_c.t1	AL6G39450
OG0014966	CP9_g29592_DN3_SP8_c.t1	AL2G40200
OG0014967	CP9_g29583_DN3_SP7_c.t1	AL2G40080
OG0014968	CP9_g29581_DN3_SP8_c.t1	AL2G40050
OG0014969	CP7_g45174_DN3_SP0_c.t1	AL1G40490
OG0014970	CP9_g29554_DN3_SP3_c.t1	AL2G39620
OG0014971	CP9_g29553_DN3_SP0_c.t1	AL2G39610
OG0014972	CP9_g29549_DN2_SP0_c.t1	AL2G39540
OG0014973	CP18_g12502_DN2_SP0_c.t1	AL4G18280
OG0014974	CP9_g29538_DN3_SP7_c.t1	AL2G39430
OG0014975	CP9_g29531_DN3_SP2_c.t1	AL2G39370
OG0014976	CP9_g29528_DN3_SP8_c.t1	AL2G39340
OG0014977	CP9_g29527_DN3_SP5_c.t1	AL2G39330
OG0014978	CP9_g29517_DN3_SP0_c.t1	AL2G39210
OG0014979	CP9_g29513_DN3_SP8_c.t1	AL2G39160
OG0014980	CP9_g29498_DN3_SP6_c.t1	AL2G39010
OG0014981	CP9_g29442_DN3_SP6_c.t1	AL2G38280
OG0014982	CP9_g29439_DN3_SP2_c.t1	nbis-gene-613
OG0014983	CP9_g29432_DN3_SP1_c.t1	AL2G38170
OG0014984	CP9_g29415_DN3_SP1_c.t1	AL2G37960
OG0014985	CP9_g29410_DN3_SP0_c.t1	AL2G37890
OG0014986	CP9_g29409_DN3_SP7_c.t1	AL2G37870
OG0014987	CP9_g29399_DN3_SP1_c.t1	AL2G37790
OG0014988	CP9_g29393_DN3_SP0_c.t1	AL2G37700
OG0014989	CP9_g29388_DN3_SP8_c.t1	AL2G37650
OG0014990	CP5_g2101_DN3_SP2_c.t1	AL7G44610
OG0014991	CP9_g29370_DN3_SP0_c.t1	AL2G37450
OG0014992	CP9_g29365_DN3_SP2_c.t1, CP4_g24090_DN3_SP0_c.t1	AL2G37400
OG0014994	CP9_g29319_DN3_SP8_c.t1	AL2G36860
OG0014995	CP9_g29315_DN3_SP8_c.t1	AL2G36800
OG0014996	CP9_g29311_DN3_SP2_c.t1	AL2G36760
OG0014997	CP9_g29299_DN1_SP0_c.t1	AL2G36700
OG0014998	CP9_g29295_DN3_SP4_c.t1	AL2G36650
OG0014999	CP9_g29291_DN3_SP0_c.t1	AL2G36610
OG0015000	CP9_g29289_DN3_SP3_c.t1	AL2G36590
OG0015001	CP9_g29282_DN3_SP8_c.t1	AL2G36500
OG0015002	CP9_g29281_DN2_SP2_c.t1	AL2G36490
OG0015003	CP9_g29277_DN3_SP8_c.t1	AL2G36450
OG0015004	CP11_g32141_DN3_SP8_c.t1	AL6G51490
OG0015005	CP9_g29267_DN3_SP0_c.t1	AL2G36320
OG0015006	CP9_g29259_DN3_SP5_c.t1	AL2G36210
OG0015007	CP9_g29255_DN2_SP2_c.t1	AL2G36160
OG0015008	CP9_g29254_DN3_SP5_c.t1	AL2G36150
OG0015009	CP9_g29246_DN3_SP7_c.t1	AL2G36060
OG0015010	CP9_g29230_DN3_SP8_c.t1	AL2G35860
OG0015011	CP9_g29222_DN3_SP0_c.t1	AL2G35760
OG0015012	CP9_g29207_DN3_SP1_c.t1	AL2G35650
OG0015013	CP9_g29205_DN3_SP0_c.t1	AL2G35620
OG0015014	CP9_g29197_DN2_SP2_c.t1	AL2G35540
OG0015016	CP9_g29183_DN3_SP8_c.t1	AL2G35410
OG0015017	CP9_g29181_DN3_SP5_c.t1	AL2G35390
OG0015018	CP9_g29177_DN3_SP7_c.t1	AL2G35350
OG0015019	CP9_g29174_DN3_SP2_c.t1	AL2G35300
OG0015020	CP9_g29164_DN3_SP0_c.t1	nbis-gene-603
OG0015021	CP9_g29156_DN3_SP0_c.t1	AL2G35100
OG0015022	CP9_g29150_DN3_SP0_c.t1	AL2G35050
OG0015023	CP9_g29144_DN3_SP0_c.t1	AL2G34980
OG0015024	CP10_g43818_DN1_SP0_c.t1	AL3G50180
OG0015025	CP10_g43789_DN3_SP5_c.t1	AL3G50520
OG0015026	CP10_g43778_DN3_SP0_c.t1	AL3G50640
OG0015027	CP10_g43740_DN3_SP7_c.t1	AL3G50850
OG0015028	CP10_g43726_DN3_SP0_c.t1	AL3G50960
OG0015029	CP3_g14392_DN2_SP0_c.t1	nbis-gene-1336
OG0015030	CP2_g50710_DN2_SP0_c.t1	AL5G39200
OG0015031	CP3_g14405_DN3_SP0_c.t1	AL5G29660
OG0015032	CP3_g14403_DN3_SP3_c.t1	AL5G29680
OG0015033	CP3_g14655_DN3_SP7_c.t1	AL5G26720
OG0015034	CP3_g14660_DN3_SP8_c.t1	AL5G26660
OG0015035	CP3_g14661_DN3_SP7_c.t1	AL5G26650
OG0015036	CP3_g14654_DN3_SP0_c.t1	AL5G26730
OG0015037	CP3_g14640_DN3_SP7_c.t1	AL5G26900
OG0015038	CP7_g46473_DN3_SP8_c.t1	AL1G64530
OG0015039	CP7_g46451_DN3_SP4_c.t1	AL1G64250
OG0015040	CP7_g46441_DN3_SP3_c.t1	AL1G64050
OG0015041	CP7_g46438_DN3_SP8_c.t1	AL1G64020
OG0015042	CP7_g46430_DN3_SP0_c.t1	AL1G63950
OG0015043	CP7_g46421_DN3_SP8_c.t1	AL1G63870
OG0015044	CP7_g46408_DN3_SP6_c.t1, CP20_g4246_DN2_SP0_c.t1	AL1G63640
OG0015045	CP7_g46388_DN3_SP0_c.t1	AL1G63420
OG0015046	CP7_g46380_DN3_SP6_c.t1	AL1G63360
OG0015047	CP7_g46367_DN3_SP3_c.t1	AL1G63220
OG0015048	CP7_g46360_DN3_SP8_c.t1	AL1G63150
OG0015049	CP7_g46356_DN3_SP3_c.t1	AL1G63110
OG0015050	CP7_g46345_DN3_SP8_c.t1	AL1G62950
OG0015051	CP7_g46295_DN3_SP3_c.t1	AL1G62410
OG0015052	CP7_g46291_DN3_SP4_c.t1	AL1G62340
OG0015053	CP7_g46277_DN3_SP3_c.t1	AL1G62180
OG0015055	CP7_g46247_DN2_SP0_c.t1	AL1G61690
OG0015056	CP7_g46235_DN3_SP0_c.t1	AL1G61530
OG0015058	CP7_g46229_DN3_SP1_c.t1	AL1G61460
OG0015059	CP4_g25117_DN3_SP3_c.t1	AL4G32390
OG0015060	CP4_g25114_DN3_SP0_c.t1	AL4G32420
OG0015061	CP4_g25109_DN3_SP3_c.t1	nbis-gene-1085
OG0015062	CP4_g25103_DN3_SP0_c.t1, CP4_g25104_DN3_SP0_c.t1	AL4G32530
OG0015063	CP4_g25077_DN3_SP0_c.t1	AL4G32830
OG0015064	CP4_g25069_DN3_SP2_c.t1	AL4G32960
OG0015065	CP4_g25059_DN3_SP7_c.t1	AL4G33040
OG0015066	CP3_g14859_DN3_SP5_c.t1	AL5G24380
OG0015067	CP3_g14885_DN3_SP8_c.t1	AL5G23960
OG0015069	CP8_g53249_DN3_SP0_c.t1	AL8G27640
OG0015070	CP8_g53277_DN3_SP3_c.t1	AL8G27790
OG0015071	CP3_g13518_DN3_SP0_c.t1	AL5G40030
OG0015072	CP69_g34236_DN3_SP7_c.t1	AL4G13300
OG0015073	CP6_g7117_DN3_SP5_c.t1	AL6G41220
OG0015074	CP14_g23762_DN3_SP7_c.t1	AL6G41780
OG0015075	CP30_g9961_DN3_SP6_c.t1	AL6G41350
OG0015076	CP8_g52281_DN3_SP8_c.t1	AL8G23940
OG0015077	CP27_g41876_DN2_SP8_c.t1	AL8G23510
OG0015078	CP5_g2554_DN3_SP8_c.t1	AL7G43830
OG0015079	CP5_g2366_DN3_SP0_c.t1	AL7G44140
OG0015080	CP5_g2316_DN3_SP0_c.t1	AL7G44190
OG0015081	CP5_g2134_DN3_SP1_c.t1	AL7G44510
OG0015082	CP6_g9664_DN3_SP0_c.t1	AL9U12150
OG0015083	CP6_g8739_DN3_SP8_c.t1	AL2G23760, AL9U11680
OG0015084	CP6_g8482_DN3_SP0_c.t1	AL9U11370
OG0015085	CP14_g23740_DN3_SP4_c.t1	AL6G41800
OG0015086	CP6_g8292_DN3_SP0_c.t1	AL9U10630
OG0015087	CP6_g8170_DN3_SP2_c.t1	AL9U10480
OG0015088	CP6_g7712_DN3_SP8_c.t1	AL7G43000
OG0015089	CP6_g7680_DN3_SP0_c.t1	AL7G42860
OG0015091	CP6_g7594_DN3_SP2_c.t1	AL7G42480
OG0015092	CP6_g7590_DN3_SP8_c.t1	AL7G42440
OG0015093	CP6_g7523_DN3_SP0_c.t1	AL7G41950
OG0015094	CP6_g7499_DN3_SP7_c.t1	AL7G41680
OG0015095	CP6_g7498_DN2_SP0_c.t1	AL7G41670
OG0015096	CP6_g7497_DN3_SP0_c.t1	AL7G41660
OG0015097	CP6_g7405_DN3_SP6_c.t1	AL7G40800
OG0015099	CP6_g7394_DN3_SP0_c.t1	AL7G40590
OG0015100	CP6_g7391_DN3_SP0_c.t1	AL7G40560
OG0015101	CP6_g7359_DN3_SP7_c.t1	AL7G40130
OG0015102	CP6_g7353_DN3_SP5_c.t1	AL7G40100
OG0015103	CP6_g7345_DN3_SP3_c.t1	AL3G35650
OG0015104	CP6_g7343_DN3_SP7_c.t1	AL7G40000
OG0015105	CP13_g19610_DN3_SP2_c.t1	AL5G11170
OG0015106	CP15_g34877_DN1_SP0_c.t1	AL3G45920
OG0015107	CP6_g7308_DN3_SP4_c.t1	AL7G39580
OG0015108	CP6_g7300_DN3_SP8_c.t1	AL7G39520
OG0015109	CP6_g7298_DN3_SP3_c.t1	AL7G39510
OG0015110	CP6_g7295_DN2_SP0_c.t1	AL7G39480
OG0015111	CP6_g7291_DN3_SP5_c.t1	AL7G39460
OG0015113	CP9_g28916_DN3_SP5_c.t1	AL2G32450
OG0015114	CP9_g28929_DN1_SP0_c.t1	AL2G32730
OG0015115	CP9_g28930_DN3_SP0_c.t1	AL2G32740
OG0015117	CP9_g28940_DN3_SP5_c.t1	AL2G32840
OG0015118	CP9_g28944_DN3_SP0_c.t1	AL2G32880
OG0015119	CP9_g28945_DN3_SP8_c.t1	AL2G32890
OG0015121	CP9_g28966_DN3_SP7_c.t1	AL2G33080
OG0015122	CP2_g48756_DN3_SP0_c.t1	AL8G21770
OG0015123	CP9_g28970_DN3_SP8_c.t1	AL2G33110
OG0015124	CP9_g28996_DN3_SP8_c.t1	AL2G33400
OG0015125	CP9_g29000_DN3_SP1_c.t1	AL2G33440
OG0015126	CP9_g29007_DN3_SP8_c.t1	AL2G33520
OG0015128	CP9_g29011_DN3_SP1_c.t1	AL2G33560
OG0015129	CP9_g29022_DN3_SP3_c.t1	AL2G33670
OG0015130	CP9_g29033_DN3_SP8_c.t1	AL2G33790
OG0015131	CP9_g29037_DN3_SP8_c.t1	AL2G33820
OG0015132	CP9_g29044_DN3_SP7_c.t1	AL2G33880
OG0015133	CP16_g55514_DN3_SP5_c.t1	AL4G17070
OG0015134	CP16_g55177_DN3_SP7_c.t1	AL4G15790
OG0015135	CP9_g29066_DN3_SP1_c.t1	AL2G34130
OG0015136	CP9_g29071_DN3_SP8_c.t1	AL2G34180
OG0015138	CP9_g29080_DN3_SP7_c.t1	AL2G34260
OG0015140	CP13_g19625_DN1_SP0_c.t1	AL5G10970
OG0015143	CP9_g29105_DN2_SP3_c.t1	AL2G34570
OG0015144	CP9_g29111_DN3_SP8_c.t1	AL2G34630
OG0015145	CP9_g29112_DN3_SP0_c.t1	AL2G34640
OG0015146	CP9_g29114_DN3_SP8_c.t1	AL2G34660
OG0015147	CP9_g28450_DN3_SP8_c.t1	AL2G27550
OG0015148	CP9_g28451_DN3_SP8_c.t1	AL2G27560
OG0015149	CP9_g28459_DN3_SP1_c.t1	AL2G27630
OG0015151	CP9_g28466_DN3_SP3_c.t1	AL2G27720
OG0015152	CP9_g28471_DN3_SP8_c.t1	AL2G27780
OG0015153	CP9_g28477_DN3_SP0_c.t1	AL2G27880
OG0015155	CP9_g28485_DN3_SP2_c.t1	AL2G27970
OG0015156	CP9_g28495_DN3_SP1_c.t1	AL2G28130
OG0015157	CP9_g28500_DN3_SP8_c.t1	AL2G28270
OG0015158	CP9_g28508_DN3_SP3_c.t1	AL2G28290
OG0015159	CP5_g1153_DN3_SP5_c.t1	AL7G24110
OG0015160	CP5_g1136_DN3_SP5_c.t1	AL7G23950
OG0015161	CP5_g1135_DN3_SP8_c.t1	AL7G23940
OG0015162	CP5_g1131_DN3_SP7_c.t1	AL7G23890
OG0015163	CP5_g1127_DN3_SP0_c.t1	AL7G23840
OG0015164	CP5_g1120_DN3_SP4_c.t1	AL7G23760
OG0015165	CP5_g1101_DN3_SP8_c.t1	AL7G23490
OG0015166	CP5_g1100_DN3_SP8_c.t1	AL7G23480
OG0015167	CP5_g1090_DN3_SP7_c.t1	AL7G23360
OG0015168	CP1_g38354_DN3_SP0_c.t1	AL7G23320
OG0015169	CP5_g1084_DN3_SP3_c.t1	AL7G23290
OG0015170	CP5_g1076_DN3_SP8_c.t1	AL7G23240
OG0015171	CP8_g53281_DN3_SP8_c.t1	AL8G27830
OG0015172	CP2_g48911_DN3_SP8_c.t1	AL2G11550
OG0015173	CP2_g48902_DN3_SP1_c.t1	AL2G11320
OG0015174	CP2_g48889_DN3_SP0_c.t1	AL2G11180
OG0015175	CP5_g1470_DN3_SP6_c.t1	nbis-gene-1935
OG0015176	CP5_g1444_DN3_SP8_c.t1	AL7G49970
OG0015177	CP5_g1391_DN3_SP5_c.t1	AL7G49670
