Orthogroup	Conringia_planisiliqua	Brassica_oleracea
OG0018158	CP11_g33509_DN3_SP2_c.t1	XP_013621107.1, XP_013627521.1
OG0018159	CP11_g33165_DN2_SP0_c.t1	XP_013609946.1
OG0018160	CP11_g33089_DN3_SP2_c.t1	XP_013611323.1
OG0018161	CP11_g32899_DN3_SP3_c.t1	XP_013606133.1
OG0018163	CP11_g32800_DN2_SP0_c.t1	XP_013606489.1
OG0018164	CP11_g32535_DN2_SP0_c.t1	XP_013623800.1
OG0018165	CP11_g32512_DN3_SP0_c.t1	XP_013621218.1
OG0018166	CP8_g54437_DN3_SP0_c.t1	XP_013608376.1
OG0018167	CP8_g54347_DN3_SP0_c.t1	XP_013619614.1
OG0018169	CP14_g23472_DN3_SP4_c.t1	XP_013612464.1
OG0018170	CP20_g3899_DN3_SP8_c.t1	XP_013610903.1, XP_013630636.1
OG0018171	CP20_g4023_DN3_SP2_c.t1	XP_013626152.1
OG0018172	CP20_g4153_DN3_SP8_c.t1	XP_013622344.1
OG0018173	CP20_g4283_DN3_SP0_c.t1	XP_013619772.1
OG0018174	CP11_g32133_DN3_SP0_c.t1	XP_013624098.1
OG0018175	CP8_g54668_DN3_SP8_c.t1	XP_013607047.1
OG0018176	CP5_g95_DN3_SP0_c.t1, CP5_g66_DN3_SP0_c.t1, CP5_g69_DN3_SP0_c.t1	XP_013594891.1
OG0018177	CP5_g571_DN3_SP8_c.t1	XP_013639464.1
OG0018178	CP5_g663_DN3_SP8_c.t1	XP_013596143.1
OG0018179	CP6_g7467_DN2_SP0_c.t1	XP_013590271.1
OG0018180	CP5_g1029_DN3_SP8_c.t1	XP_013598107.1, XP_013598523.1
OG0018181	CP5_g1086_DN2_SP0_c.t1	XP_013596338.1
OG0018182	CP5_g1114_DN3_SP8_c.t1	XP_013616915.1
OG0018183	CP5_g1148_DN3_SP0_c.t1	XP_013600875.1
OG0018184	CP5_g1162_DN3_SP8_c.t1	XP_013602573.1
OG0018185	CP5_g1188_DN3_SP5_c.t1	XP_013596141.1
OG0018186	CP5_g1216_DN3_SP0_c.t1	XP_013626430.1
OG0018187	CP5_g1249_DN3_SP1_c.t1	XP_013589157.1
OG0018188	CP19_g17948_DN3_SP8_c.t1	XP_013637983.1
OG0018189	CP19_g17968_DN1_SP0_c.t1	XP_013619933.1
OG0018190	CP19_g17989_DN3_SP0_c.t1	XP_013600450.1
OG0018191	CP19_g17994_DN3_SP0_c.t1	XP_013598266.1
OG0018192	CP19_g18024_DN3_SP0_c.t1	XP_013596028.1, XP_013605327.1
OG0018193	CP19_g18086_DN3_SP0_c.t1	XP_013596760.1
OG0018194	CP19_g18208_DN3_SP3_c.t1	XP_013603666.1
OG0018195	CP19_g18310_DN3_SP0_c.t1	XP_013595109.1
OG0018195	CP19_g18308_DN3_SP0_c.t1	XP_013596879.1
OG0018196	CP19_g18517_DN3_SP3_c.t1	XP_013593719.1
OG0018197	CP6_g6780_DN3_SP0_c.t1	XP_013603351.1
OG0018198	CP6_g6973_DN2_SP0_c.t1	XP_013627054.1
OG0018199	CP6_g7098_DN3_SP8_c.t1	XP_013605754.1
OG0018200	CP6_g7532_DN2_SP1_c.t1	XP_013633071.1
OG0018201	CP5_g2161_DN3_SP3_c.t1	XP_013632333.1
OG0018202	CP5_g2087_DN3_SP5_c.t1	XP_013591904.1
OG0018203	CP5_g1823_DN3_SP7_c.t1	XP_013588463.1
OG0018204	CP5_g1607_DN2_SP0_c.t1	XP_013635378.1
OG0018205	CP5_g1540_DN2_SP0_c.t1	XP_013636757.1
OG0018206	CP5_g1539_DN2_SP0_c.t1	XP_013636758.1
OG0018208	CP19_g17916_DN3_SP1_c.t1	XP_013632227.1
OG0018209	CP19_g17860_DN3_SP2_c.t1	XP_013631558.1
OG0018210	CP19_g17848_DN3_SP0_c.t1	XP_013591204.1
OG0018212	CP13_g19747_DN3_SP0_c.t1	XP_013595773.1, XP_013615956.1
OG0018213	CP13_g20240_DN3_SP0_c.t1	XP_013596037.1
OG0018214	CP13_g20349_DN3_SP0_c.t1	XP_013607204.1
OG0018215	CP2_g48821_DN3_SP8_c.t1	XP_013595889.1
OG0018216	CP2_g48815_DN3_SP0_c.t1	XP_013619571.1
OG0018217	CP2_g48785_DN3_SP5_c.t1	XP_013614714.1
OG0018218	CP2_g48677_DN2_SP0_c.t1	XP_013597221.1
OG0018219	CP8_g52684_DN3_SP6_c.t1	XP_013628350.1
OG0018220	CP8_g52844_DN3_SP8_c.t1	XP_013628440.1
OG0018221	CP8_g52967_DN2_SP0_c.t1	XP_013625360.1, XP_013625365.1
OG0018222	CP8_g52975_DN3_SP8_c.t1	XP_013630418.1
OG0018223	CP8_g53110_DN2_SP6_c.t1	XP_013609310.1
OG0018224	CP8_g53113_DN3_SP0_c.t1	XP_013614335.1
OG0018225	CP8_g53124_DN3_SP0_c.t1	XP_013609406.1
OG0018226	CP8_g53235_DN3_SP0_c.t1	XP_013615966.1
OG0018227	CP2_g48167_DN3_SP0_c.t1	XP_013594210.1
OG0018228	CP2_g48109_DN3_SP2_c.t1	XP_013609026.1
OG0018230	CP2_g47586_DN3_SP0_c.t1	XP_013598967.1
OG0018234	CP6_g7522_DN2_SP0_c.t1	XP_013633070.1, XP_013628063.1
OG0018236	CP2_g48554_DN2_SP0_c.t1	XP_013596690.1
OG0018237	CP8_g54320_DN1_SP0_c.t1	XP_013619984.1, XP_013623827.1
OG0018240	CP17_g4831_DN3_SP0_c.t1, CP15_g35791_DN3_SP0_c.t1, CP10_g44032_DN3_SP0_c.t1	XP_013594439.1
OG0018245	CP13_g19761_DN3_SP0_c.t1, CP13_g19763_DN3_SP0_c.t1	XP_013597175.1, XP_013617693.1, XP_013615379.1, XP_013620652.1
OG0018247	CP115_g10372_DN3_SP0_c.t1, CP23_g21692_DN2_SP0_c.t1	XP_013607843.1
OG0018261	CP19_g18364_DN3_SP1_c.t1	XP_013621285.1
OG0018262	CP3_g14716_DN3_SP0_c.t1	XP_013626889.1
OG0018263	CP5_g1364_DN3_SP8_c.t1	XP_013637188.1
OG0018264	CP11_g32199_DN3_SP2_c.t1	XP_013610275.1
OG0018265	CP11_g32221_DN3_SP4_c.t1	XP_013610608.1
OG0018266	CP18_g11765_DN3_SP0_c.t1	XP_013626014.1
OG0018271	CP6_g7582_DN3_SP3_c.t1	XP_013636743.1
OG0018272	CP11_g32533_DN3_SP0_c.t1	XP_013610814.1, XP_013620014.1
OG0018273	CP11_g32551_DN3_SP5_c.t1	XP_013629216.1
OG0018274	CP11_g32575_DN3_SP6_c.t1	XP_013621433.1
OG0018276	CP11_g32662_DN3_SP3_c.t1	XP_013609095.1
OG0018277	CP11_g32697_DN3_SP0_c.t1	XP_013611565.1
OG0018280	CP11_g32881_DN3_SP5_c.t1	XP_013620359.1
OG0018281	CP11_g32904_DN3_SP0_c.t1	XP_013607365.1
OG0018282	CP11_g32944_DN2_SP0_c.t1	XP_013628585.1
OG0018283	CP11_g32946_DN3_SP8_c.t1	XP_013614001.1
OG0018285	CP11_g32992_DN3_SP1_c.t1	XP_013610195.1
OG0018286	CP11_g33007_DN3_SP0_c.t1	XP_013608494.1
OG0018287	CP11_g33036_DN3_SP2_c.t1	XP_013612383.1
OG0018290	CP19_g18150_DN3_SP1_c.t1	XP_013606953.1
OG0018292	CP4_g26147_DN3_SP0_c.t1	XP_013634538.1
OG0018294	CP4_g26125_DN3_SP0_c.t1	XP_013633283.1
OG0018295	CP4_g25960_DN3_SP0_c.t1	XP_013632719.1
OG0018296	CP4_g25837_DN3_SP0_c.t1	XP_013636979.1
OG0018297	CP4_g25832_DN3_SP6_c.t1	XP_013635167.1
OG0018298	CP4_g25813_DN3_SP2_c.t1	XP_013634916.1
OG0018299	CP4_g25773_DN3_SP1_c.t1	XP_013637517.1
OG0018300	CP4_g25768_DN3_SP8_c.t1	XP_013631731.1
OG0018303	CP4_g25571_DN3_SP7_c.t1	XP_013635828.1
OG0018304	CP4_g25420_DN1_SP0_c.t1	XP_013631429.1
OG0018306	CP19_g18207_DN3_SP6_c.t1	XP_013602189.1
OG0018307	CP19_g18117_DN3_SP1_c.t1	XP_013598205.1
OG0018308	CP19_g18106_DN3_SP0_c.t1	XP_013593226.1
OG0018309	CP19_g18067_DN2_SP0_c.t1	XP_013585543.1
OG0018312	CP7_g44917_DN1_SP0_c.t1	XP_013628072.1
OG0018313	CP7_g44850_DN2_SP0_c.t1	XP_013584844.1
OG0018315	CP7_g44821_DN3_SP0_c.t1	XP_013587240.1
OG0018316	CP7_g44714_DN3_SP0_c.t1	XP_013587367.1
OG0018317	CP7_g44673_DN2_SP0_c.t1	XP_013584973.1
OG0018318	CP7_g44649_DN3_SP0_c.t1	XP_013586224.1
OG0018321	CP8_g54308_DN3_SP0_c.t1	XP_013622509.1
OG0018323	CP2_g47853_DN2_SP0_c.t1	XP_013625545.1
OG0018324	CP2_g47946_DN3_SP0_c.t1	XP_013606051.1
OG0018326	CP2_g48082_DN3_SP0_c.t1	XP_013629844.1
OG0018327	CP2_g48099_DN2_SP0_c.t1	XP_013630353.1
OG0018330	CP2_g48164_DN3_SP0_c.t1	XP_013606556.1
OG0018333	CP2_g48276_DN3_SP0_c.t1	XP_013620455.1
OG0018334	CP2_g48325_DN3_SP8_c.t1	XP_013596180.1
OG0018335	CP2_g48354_DN3_SP2_c.t1	XP_013609300.1
OG0018336	CP2_g48357_DN3_SP4_c.t1	XP_013616241.1
OG0018337	CP2_g48457_DN3_SP0_c.t1	XP_013598472.1
OG0018338	CP2_g48459_DN1_SP0_c.t1	XP_013597990.1
OG0018339	CP2_g48473_DN3_SP8_c.t1	XP_013611517.1
OG0018340	CP8_g54384_DN3_SP1_c.t1	XP_013619290.1
OG0018341	CP8_g54365_DN3_SP2_c.t1	XP_013611110.1
OG0018342	CP8_g54251_DN3_SP3_c.t1	XP_013608565.1
OG0018343	CP8_g53971_DN3_SP0_c.t1	XP_013612482.1
OG0018345	CP8_g53920_DN3_SP0_c.t1	XP_013612930.1
OG0018346	CP8_g53899_DN3_SP7_c.t1	XP_013609472.1
OG0018348	CP8_g53791_DN3_SP8_c.t1	XP_013620060.1
OG0018349	CP8_g53764_DN3_SP8_c.t1	XP_013623490.1
OG0018350	CP8_g53741_DN1_SP0_c.t1	XP_013627292.1
OG0018353	CP3_g14413_DN3_SP6_c.t1	XP_013600130.1
OG0018354	CP3_g14434_DN3_SP0_c.t1	XP_013603246.1
OG0018355	CP11_g32041_DN3_SP0_c.t1	XP_013611164.1
OG0018356	CP11_g33174_DN1_SP0_c.t1	XP_013612970.1
OG0018357	CP11_g33186_DN3_SP0_c.t1	XP_013606633.1
OG0018358	CP11_g33364_DN3_SP0_c.t1	XP_013609296.1
OG0018360	CP11_g33772_DN3_SP8_c.t1	XP_013625978.1
OG0018361	CP11_g33634_DN3_SP2_c.t1	XP_013619606.1
OG0018365	CP11_g33720_DN3_SP6_c.t1	XP_013606940.1
OG0018366	CP11_g33723_DN3_SP8_c.t1	XP_013630181.1
OG0018367	CP11_g33740_DN3_SP1_c.t1	XP_013629029.1
OG0018368	CP11_g33764_DN3_SP2_c.t1	XP_013628645.1
OG0018369	CP7_g44844_DN3_SP3_c.t1	XP_013638247.1
OG0018370	CP19_g17894_DN3_SP5_c.t1	XP_013632341.1
OG0018371	CP19_g17879_DN3_SP0_c.t1	XP_013590666.1
OG0018372	CP9_g29729_DN3_SP0_c.t1	XP_013591429.1
OG0018373	CP9_g29733_DN3_SP0_c.t1	XP_013589769.1
OG0018375	CP9_g29579_DN3_SP8_c.t1	XP_013588488.1
OG0018376	CP9_g29570_DN3_SP0_c.t1	XP_013591160.1
OG0018377	CP9_g29566_DN3_SP0_c.t1	XP_013619020.1
OG0018380	CP9_g29380_DN3_SP8_c.t1	XP_013588685.1
OG0018381	CP3_g14544_DN3_SP5_c.t1	XP_013605759.1
OG0018385	CP9_g29280_DN3_SP0_c.t1	XP_013592745.1
OG0018388	CP9_g29149_DN2_SP0_c.t1	XP_013587761.1
OG0018390	CP10_g43777_DN3_SP0_c.t1	XP_013610729.1
OG0018391	CP7_g46470_DN3_SP8_c.t1	XP_013625035.1
OG0018392	CP9_g27899_DN3_SP5_c.t1	XP_013614803.1
OG0018393	CP7_g46326_DN3_SP0_c.t1	XP_013629580.1
OG0018394	CP7_g46317_DN3_SP0_c.t1	XP_013592673.1, XP_013591085.1
OG0018395	CP7_g46301_DN3_SP0_c.t1	XP_013591363.1
OG0018396	CP4_g25116_DN3_SP0_c.t1	XP_013633396.1
OG0018397	CP4_g25110_DN3_SP0_c.t1	XP_013627910.1
OG0018400	CP6_g9074_DN3_SP0_c.t1	XP_013603667.1
OG0018401	CP5_g2279_DN3_SP8_c.t1	XP_013631496.1
OG0018402	CP6_g9739_DN3_SP2_c.t1	XP_013634712.1
OG0018403	CP7_g46094_DN3_SP0_c.t1	XP_013586983.1
OG0018405	CP6_g7711_DN1_SP0_c.t1	XP_013634883.1
OG0018406	CP6_g7578_DN2_SP2_c.t1	XP_013589886.1
OG0018408	CP6_g7524_DN3_SP4_c.t1	XP_013633490.1
OG0018409	CP6_g7453_DN3_SP0_c.t1	XP_013587430.1
OG0018410	CP6_g7435_DN3_SP3_c.t1	XP_013588342.1
OG0018411	CP9_g28968_DN3_SP0_c.t1	XP_013588266.1
OG0018412	CP9_g28991_DN3_SP6_c.t1	XP_013619789.1
OG0018413	CP7_g45161_DN3_SP0_c.t1	XP_013598054.1
OG0018417	CP9_g29109_DN3_SP0_c.t1	XP_013592233.1
OG0018418	CP4_g24390_DN2_SP0_c.t1	XP_013635669.1
OG0018419	CP9_g28467_DN3_SP0_c.t1	XP_013620628.1
OG0018420	CP9_g28496_DN2_SP1_c.t1	XP_013591062.1
OG0018421	CP9_g28519_DN2_SP1_c.t1	XP_013590404.1
OG0018423	CP5_g1159_DN2_SP0_c.t1	XP_013603178.1, XP_013594621.1
OG0018424	CP5_g1125_DN3_SP5_c.t1	XP_013589707.1
OG0018425	CP5_g1468_DN3_SP0_c.t1	XP_013635606.1
OG0018427	CP3_g15315_DN3_SP5_c.t1	XP_013639422.1
OG0018428	CP13_g19225_DN3_SP8_c.t1	XP_013598446.1
OG0018429	CP3_g15619_DN2_SP3_c.t1	XP_013625536.1
OG0018430	CP13_g19211_DN3_SP6_c.t1	XP_013593758.1
OG0018433	CP13_g20045_DN2_SP0_c.t1	XP_013607801.1
OG0018435	CP13_g19182_DN3_SP3_c.t1	XP_013610609.1
OG0018436	CP1_g38039_DN3_SP0_c.t1	XP_013588261.1
OG0018437	CP1_g38002_DN3_SP0_c.t1	XP_013589862.1
OG0018441	CP1_g37887_DN3_SP0_c.t1	XP_013591543.1
OG0018442	CP1_g37848_DN3_SP6_c.t1	XP_013591009.1
OG0018443	CP13_g20433_DN3_SP0_c.t1	XP_013614691.1
OG0018444	CP4_g25340_DN3_SP2_c.t1	XP_013627575.1
OG0018445	CP4_g25239_DN3_SP0_c.t1	XP_013631884.1
OG0018446	CP4_g25223_DN3_SP0_c.t1	XP_013635636.1
OG0018447	CP4_g25198_DN3_SP0_c.t1	XP_013635509.1
OG0018449	CP6_g6950_DN3_SP4_c.t1	XP_013619537.1
OG0018452	CP6_g7028_DN3_SP1_c.t1	XP_013583271.1
OG0018453	CP10_g43871_DN2_SP8_c.t1	XP_013613529.1
OG0018454	CP6_g7034_DN3_SP0_c.t1	XP_013584517.1
OG0018455	CP6_g7064_DN3_SP0_c.t1	XP_013602957.1
OG0018456	CP6_g7091_DN3_SP2_c.t1	XP_013595285.1, XP_013623070.1
OG0018457	CP13_g19878_DN3_SP8_c.t1	XP_013593526.1
OG0018458	CP3_g14292_DN3_SP0_c.t1	XP_013603229.1
OG0018460	CP13_g19631_DN1_SP2_c.t1	XP_013596561.1, XP_013619209.1
OG0018461	CP3_g14359_DN3_SP0_c.t1	XP_013602538.1
OG0018462	CP8_g53179_DN3_SP0_c.t1	XP_013627952.1
OG0018463	CP15_g35546_DN3_SP8_c.t1	XP_013611270.1
OG0018464	CP17_g5826_DN3_SP0_c.t1	XP_013596512.1
OG0018465	CP15_g35174_DN3_SP7_c.t1	XP_013606428.1
OG0018468	CP19_g18424_DN3_SP0_c.t1	XP_013591567.1
OG0018474	CP20_g3983_DN3_SP0_c.t1	XP_013610978.1
OG0018475	CP6_g6727_DN3_SP7_c.t1	XP_013595497.1
OG0018477	CP6_g7150_DN3_SP1_c.t1	XP_013602762.1
OG0018478	CP6_g7123_DN3_SP8_c.t1	XP_013602387.1
OG0018480	CP10_g42101_DN3_SP8_c.t1	XP_013622248.1
OG0018481	CP10_g42103_DN3_SP5_c.t1	XP_013583917.1
OG0018483	CP10_g42122_DN3_SP2_c.t1	XP_013629311.1
OG0018484	CP10_g42124_DN3_SP8_c.t1	XP_013629617.1
OG0018486	CP10_g42142_DN3_SP2_c.t1	XP_013583863.1
OG0018487	CP10_g42148_DN3_SP8_c.t1	XP_013586418.1
OG0018488	CP2_g47553_DN3_SP0_c.t1	XP_013599403.1
OG0018489	CP2_g47547_DN1_SP0_c.t1	XP_013608669.1
OG0018490	CP2_g47544_DN3_SP0_c.t1	XP_013608969.1
OG0018491	CP2_g47534_DN3_SP1_c.t1	XP_013611040.1
OG0018493	CP3_g13062_DN3_SP0_c.t1	XP_013635874.1
OG0018496	CP3_g13187_DN3_SP7_c.t1	XP_013605926.1
OG0018497	CP3_g13762_DN3_SP8_c.t1	XP_013626817.1
OG0018498	CP3_g13246_DN3_SP4_c.t1	XP_013603603.1
OG0018499	CP3_g13251_DN3_SP4_c.t1	XP_013604596.1
OG0018500	CP3_g13445_DN3_SP0_c.t1	XP_013605193.1
OG0018502	CP3_g13504_DN3_SP7_c.t1	XP_013600746.1
OG0018503	CP22_g17287_DN2_SP4_c.t1	XP_013612934.1
OG0018506	CP3_g13732_DN3_SP3_c.t1	XP_013604006.1
OG0018507	CP3_g13853_DN3_SP8_c.t1	XP_013605851.1
OG0018508	CP3_g13981_DN3_SP0_c.t1	XP_013633045.1
OG0018510	CP3_g14048_DN3_SP4_c.t1	XP_013636553.1
OG0018511	CP3_g14083_DN3_SP1_c.t1	XP_013603170.1
OG0018512	CP3_g14099_DN3_SP5_c.t1	XP_013634378.1
OG0018513	CP12_g31048_DN3_SP0_c.t1	XP_013598045.1
OG0018514	CP12_g31114_DN3_SP2_c.t1	XP_013610164.1
OG0018515	CP9_g28211_DN3_SP0_c.t1	XP_013588650.1
OG0018517	CP9_g28342_DN3_SP0_c.t1	XP_013590853.1
OG0018518	CP9_g28353_DN3_SP0_c.t1	XP_013621000.1
OG0018519	CP10_g43637_DN3_SP5_c.t1	XP_013596369.1
OG0018520	CP10_g43593_DN2_SP0_c.t1	XP_013595357.1
OG0018521	CP4_g24619_DN3_SP0_c.t1	XP_013631056.1
OG0018522	CP5_g2315_DN3_SP4_c.t1	XP_013600390.1
OG0018523	CP4_g24772_DN2_SP1_c.t1	XP_013635300.1
OG0018524	CP4_g24915_DN3_SP4_c.t1	XP_013632495.1
OG0018525	CP4_g24949_DN3_SP8_c.t1	XP_013635927.1
OG0018526	CP20_g4400_DN2_SP0_c.t1	XP_013610366.1
OG0018527	CP16_g54769_DN3_SP0_c.t1	XP_013601785.1
OG0018528	CP16_g54867_DN3_SP8_c.t1	XP_013634121.1
OG0018529	CP8_g53591_DN3_SP0_c.t1	XP_013607174.1
OG0018530	CP1_g41007_DN3_SP0_c.t1	XP_013590361.1
OG0018531	CP21_g10895_DN3_SP0_c.t1	XP_013591450.1
OG0018532	CP7_g44966_DN3_SP8_c.t1	XP_013598360.1
OG0018534	CP7_g44547_DN3_SP8_c.t1	XP_013588684.1
OG0018538	CP2_g48570_DN3_SP4_c.t1	XP_013598359.1, XP_013620979.1
OG0018539	CP2_g48589_DN3_SP0_c.t1	XP_013594987.1
OG0018540	CP2_g48606_DN1_SP0_c.t1	XP_013597107.1
OG0018541	CP2_g48648_DN3_SP0_c.t1	XP_013615518.1
OG0018542	CP12_g29866_DN3_SP7_c.t1	XP_013599018.1
OG0018543	CP12_g29833_DN3_SP1_c.t1	XP_013602715.1
OG0018545	CP4_g23916_DN3_SP8_c.t1	XP_013635853.1
OG0018548	CP13_g20769_DN2_SP0_c.t1	XP_013619854.1
OG0018549	CP4_g23918_DN2_SP0_c.t1	XP_013620269.1
OG0018550	CP6_g7692_DN3_SP2_c.t1	XP_013631316.1
OG0018551	CP4_g24417_DN2_SP0_c.t1	XP_013633678.1
OG0018552	CP4_g24429_DN3_SP0_c.t1	XP_013634794.1
OG0018555	CP4_g24539_DN3_SP8_c.t1	XP_013636585.1
OG0018557	CP4_g24591_DN3_SP2_c.t1	XP_013626626.1, XP_013631892.1
OG0018558	CP10_g42203_DN3_SP1_c.t1	XP_013585034.1
OG0018559	CP10_g42229_DN3_SP6_c.t1	XP_013635224.1
OG0018562	CP10_g42270_DN3_SP0_c.t1	XP_013587169.1
OG0018563	CP10_g42278_DN3_SP6_c.t1	XP_013584982.1
OG0018566	CP10_g42344_DN2_SP0_c.t1	XP_013585126.1
OG0018569	CP10_g42440_DN3_SP4_c.t1	XP_013587200.1
OG0018572	CP10_g42524_DN3_SP3_c.t1	XP_013615272.1, XP_013587303.1
OG0018573	CP10_g42525_DN2_SP0_c.t1	XP_013586639.1
OG0018576	CP10_g42700_DN3_SP4_c.t1	XP_013630155.1
OG0018577	CP10_g42737_DN1_SP0_c.t1	XP_013616506.1
OG0018578	CP10_g42760_DN3_SP0_c.t1	XP_013584358.1
OG0018579	CP10_g42841_DN3_SP0_c.t1	XP_013587302.1
OG0018580	CP6_g8630_DN3_SP0_c.t1	XP_013634265.1
OG0018581	CP10_g42917_DN1_SP0_c.t1	XP_013585720.1
OG0018582	CP10_g42961_DN3_SP0_c.t1	XP_013583562.1
OG0018583	CP10_g43067_DN3_SP0_c.t1	XP_013626951.1
OG0018584	CP5_g1525_DN3_SP2_c.t1	XP_013613539.1
OG0018585	CP10_g43140_DN3_SP8_c.t1	XP_013615100.1
OG0018588	CP10_g43251_DN3_SP7_c.t1	XP_013611157.1
OG0018589	CP10_g43276_DN3_SP8_c.t1	XP_013618623.1
OG0018590	CP10_g43284_DN3_SP0_c.t1	XP_013637504.1
OG0018591	CP10_g43285_DN2_SP0_c.t1	XP_013624185.1
OG0018593	CP10_g43414_DN3_SP0_c.t1	XP_013584774.1
OG0018594	CP10_g43480_DN3_SP0_c.t1	XP_013628427.1
OG0018595	CP10_g43507_DN3_SP0_c.t1	XP_013610165.1
OG0018596	CP12_g29878_DN3_SP0_c.t1	XP_013585875.1, XP_013629265.1
OG0018597	CP12_g30000_DN3_SP1_c.t1	XP_013586356.1
OG0018599	CP12_g30182_DN3_SP8_c.t1	XP_013608648.1
OG0018600	CP13_g19678_DN3_SP2_c.t1	XP_013618457.1
OG0018601	CP12_g30258_DN3_SP0_c.t1	XP_013585639.1
OG0018602	CP12_g30262_DN2_SP1_c.t1	XP_013587231.1
OG0018604	CP12_g30306_DN3_SP0_c.t1	XP_013623296.1, XP_013594355.1
OG0018606	CP12_g30311_DN1_SP0_c.t1	XP_013638500.1
OG0018607	CP12_g30348_DN3_SP6_c.t1	XP_013586858.1
OG0018608	CP12_g30450_DN3_SP6_c.t1	XP_013638725.1
OG0018610	CP5_g1523_DN3_SP2_c.t1	XP_013613547.1
OG0018614	CP12_g30497_DN3_SP2_c.t1	XP_013617847.1, XP_013639232.1
OG0018615	CP9_g28173_DN3_SP0_c.t1	XP_013619100.1
OG0018616	CP9_g27905_DN1_SP0_c.t1	XP_013616629.1
OG0018617	CP25_g55905_DN3_SP0_c.t1	XP_013627894.1
OG0018618	CP28_g34005_DN3_SP0_c.t1	XP_013625156.1
OG0018620	CP8_g54505_DN3_SP2_c.t1	XP_013609691.1
OG0018621	CP3_g14128_DN3_SP0_c.t1	XP_013596261.1
OG0018622	CP3_g14150_DN3_SP0_c.t1	XP_013596259.1
OG0018623	CP1_g36416_DN3_SP8_c.t1	XP_013601030.1
OG0018624	CP1_g36421_DN3_SP8_c.t1	XP_013601026.1
OG0018625	CP1_g36422_DN3_SP8_c.t1	XP_013601028.1
OG0018628	CP1_g36683_DN3_SP6_c.t1	XP_013584048.1
OG0018629	CP1_g36669_DN3_SP1_c.t1	XP_013587180.1
OG0018631	CP1_g36639_DN3_SP0_c.t1	XP_013585851.1
OG0018633	CP1_g36573_DN3_SP8_c.t1	XP_013586850.1
OG0018635	CP1_g36837_DN3_SP3_c.t1	XP_013586238.1
OG0018636	CP1_g36872_DN2_SP0_c.t1	XP_013585186.1
OG0018637	CP1_g36969_DN2_SP8_c.t1	XP_013583527.1
OG0018640	CP1_g37019_DN3_SP2_c.t1	XP_013587592.1
OG0018641	CP1_g37041_DN3_SP5_c.t1	XP_013600550.1
OG0018643	CP1_g37081_DN3_SP0_c.t1	XP_013600002.1
OG0018646	CP1_g37197_DN2_SP0_c.t1	XP_013587546.1
OG0018647	CP1_g37222_DN2_SP0_c.t1	XP_013604522.1
OG0018648	CP1_g37261_DN2_SP5_c.t1	XP_013586023.1
OG0018649	CP1_g37274_DN3_SP8_c.t1	XP_013585782.1
OG0018652	CP16_g55383_DN2_SP0_c.t1	XP_013604251.1
OG0018654	CP1_g37518_DN3_SP0_c.t1	XP_013603149.1
OG0018656	CP1_g37667_DN3_SP0_c.t1	XP_013586478.1
OG0018657	CP1_g37753_DN3_SP0_c.t1	XP_013587391.1
OG0018658	CP1_g37812_DN3_SP0_c.t1	XP_013637889.1
OG0018659	CP7_g46199_DN3_SP3_c.t1	XP_013583910.1
OG0018662	CP7_g46162_DN3_SP4_c.t1	XP_013585660.1
OG0018664	CP7_g46055_DN1_SP2_c.t1	XP_013605137.1
OG0018666	CP7_g46035_DN2_SP0_c.t1	XP_013605720.1
OG0018667	CP7_g45983_DN3_SP8_c.t1	XP_013586697.1
OG0018668	CP7_g45791_DN3_SP1_c.t1	XP_013638855.1
OG0018669	CP26_g51224_DN2_SP0_c.t1	XP_013615742.1
OG0018670	CP7_g45744_DN3_SP0_c.t1	XP_013597496.1
OG0018671	CP7_g45738_DN3_SP3_c.t1	XP_013638051.1
OG0018675	CP7_g45502_DN1_SP0_c.t1	XP_013586394.1
OG0018676	CP7_g45498_DN3_SP8_c.t1	XP_013585636.1
OG0018677	CP9_g28788_DN2_SP0_c.t1	XP_013591770.1
OG0018678	CP19_g18224_DN1_SP0_c.t1	XP_013589540.1, XP_013599448.1
OG0018679	CP7_g44587_DN2_SP0_c.t1	XP_013584247.1
OG0018680	CP9_g28333_DN3_SP3_c.t1	XP_013591585.1
OG0018681	CP2_g48943_DN3_SP1_c.t1	XP_013609467.1
OG0018683	CP2_g50257_DN1_SP0_c.t1	XP_013610803.1
OG0018684	CP2_g48993_DN3_SP0_c.t1	XP_013606423.1
OG0018685	CP2_g49010_DN3_SP1_c.t1	XP_013609845.1
OG0018686	CP2_g49055_DN3_SP6_c.t1	XP_013632177.1
OG0018687	CP2_g49221_DN3_SP8_c.t1	XP_013606255.1
OG0018689	CP2_g49306_DN3_SP3_c.t1	XP_013606476.1
OG0018690	CP2_g49438_DN3_SP3_c.t1	XP_013593925.1, XP_013610423.1
OG0018692	CP2_g49894_DN3_SP0_c.t1	XP_013621441.1
OG0018693	CP16_g55722_DN3_SP0_c.t1	XP_013630992.1
OG0018694	CP13_g19083_DN3_SP4_c.t1	XP_013608788.1
OG0018695	CP13_g19826_DN3_SP0_c.t1	XP_013619889.1
OG0018697	CP11_g31882_DN2_SP1_c.t1	XP_013610602.1
OG0018698	CP5_g1028_DN3_SP3_c.t1	XP_013598134.1
OG0018702	CP1_g38215_DN3_SP0_c.t1	XP_013590955.1
OG0018705	CP1_g38195_DN3_SP1_c.t1	XP_013613705.1
