Orthogroup	Brassica_rapa	Raphanus_sativus
OG0018158	XP_009125521.1, XP_009130783.1	XP_018475425.1
OG0018159	XP_009122350.1	XP_018444595.1
OG0018160	XP_033138665.1	XP_018444395.1
OG0018161	XP_009122069.1	XP_018442587.1
OG0018163	XP_009121967.1	XP_018442760.1
OG0018165	XP_009125983.1	XP_018471670.1
OG0018166	XP_033138811.1	XP_018446488.1
OG0018167	XP_009126859.1	XP_018469608.1
OG0018169	XP_009124771.1	XP_018446868.1
OG0018170	XP_009113518.1, XP_009134118.1	XP_018472503.1
OG0018171	XP_009134141.1	XP_018472666.1
OG0018172	XP_009134177.2	XP_018475550.1
OG0018173	XP_033140713.1	XP_018459673.1
OG0018174	XP_018513306.1	XP_018473601.1, XP_018473605.1
OG0018176	XP_009102260.1	XP_018446021.1
OG0018177	XP_009113576.1	XP_018470043.1
OG0018178	XP_009121393.1	XP_018468018.1
OG0018179	XP_018514301.2	XP_018461581.1
OG0018180	XP_009128466.1	XP_018471116.1
OG0018181	XP_009137828.1	XP_018480775.1
OG0018182	XP_009129278.1	XP_018467914.1
OG0018183	XP_009129583.2	XP_018471171.1
OG0018184	XP_009109094.1	XP_018449790.1
OG0018185	XP_033143513.1	XP_018480680.1
OG0018186	XP_018512910.2	XP_018479080.1
OG0018187	XP_009143585.1	XP_018468852.1
OG0018188	XP_009142899.1	XP_018455995.1
OG0018189	XP_033139369.1	XP_018470773.1
OG0018190	XP_009142392.1	XP_018472262.1
OG0018192	XP_009142013.1	XP_018468402.1
OG0018193	XP_009137538.1	XP_018482344.1
OG0018194	XP_009138061.1	XP_018469917.1
OG0018196	XP_009137206.1	XP_018478775.1
OG0018197	XP_009133906.1	XP_018471225.1
OG0018198	XP_009108360.1	XP_018460178.1, XP_018450107.1
OG0018199	XP_009144582.1	XP_018451211.1
OG0018200	XP_009139536.1	XP_018477813.1
OG0018201	XP_009124269.1	XP_018458106.1
OG0018202	XP_009144644.1	XP_018445487.1
OG0018203	XP_009144670.1	XP_018442666.1
OG0018204	XP_033145898.1	XP_018481570.1
OG0018205	XP_009139834.1	XP_018459118.1, XP_018459121.1
OG0018206	XP_009139833.1	XP_018459122.1, XP_018459119.1
OG0018207	XP_009139915.1	XP_018463039.1, XP_018478461.1
OG0018208	XP_009140069.1	XP_018478730.1
OG0018209	XP_009140105.1	XP_018477834.1
OG0018210	XP_033130484.1	XP_018444289.1
OG0018211	XP_009136482.1	XP_018478770.1
OG0018212	XP_009128969.1	XP_018439043.1
OG0018213	XP_033128663.1	XP_018467188.1, XP_018481502.1
OG0018214	XP_009114012.1	XP_018455081.1
OG0018215	XP_009151604.1	XP_018480384.1
OG0018216	XP_009129702.1, XP_009151610.1	XP_018435646.1
OG0018217	XP_009129727.1	XP_018433048.1
OG0018218	XP_033129735.1	XP_018484863.1
OG0018219	XP_009134051.1	XP_018475848.1, XP_018449481.1
OG0018220	XP_009134062.1	XP_018476577.1
OG0018221	XP_009132684.2	XP_018461128.1
OG0018222	XP_009132680.1	XP_018472881.1
OG0018223	XP_009107238.1	XP_018455046.1
OG0018224	XP_009132588.1	XP_018465003.1
OG0018225	XP_009107112.1	XP_018454950.1
OG0018226	XP_009127210.2	XP_018450809.1
OG0018227	XP_009136464.1	XP_018483727.1
OG0018228	XP_009112004.1	XP_018456409.1
OG0018229	XP_009130600.3	XP_018435557.1
OG0018230	XP_009103500.1	XP_018438343.1
OG0018232	XP_009132799.1, XP_009121036.1	XP_018474142.1
OG0018234	XP_033146656.1, XP_033132245.1	XP_018450202.1
OG0018236	XP_033129763.1	XP_018465782.1, XP_018478128.1
OG0018237	XP_009126412.1	XP_018467433.1, XP_018465215.1, XP_018469753.1
OG0018238	XP_033129023.1, XP_033138924.1, XP_033135789.1	YP_009046921.1
OG0018240	XP_009119396.1	XP_018435932.1
OG0018243	XP_033133840.1	XP_018466720.1
OG0018243	XP_033143384.1	XP_018435997.1
OG0018244	XP_009144876.1	XP_018474032.1
OG0018244	XP_033148570.1, XP_033129424.1	XP_018478671.1
OG0018245	XP_009101335.1	XP_018460232.1
OG0018245	XP_009101429.1	XP_018477765.1, XP_018461134.1, XP_018464002.1, XP_018461137.1
OG0018261	XP_009136680.1	XP_018458535.1
OG0018262	XP_009150242.1	XP_018489601.1
OG0018263	XP_009140011.1	XP_018484838.1
OG0018264	XP_009121366.1	XP_018444603.1
OG0018265	XP_009107523.1	XP_018459153.1, XP_018442111.1
OG0018266	XP_009133944.1	XP_018474850.1
OG0018267	XP_009121586.2	XP_018445662.1
OG0018268	XP_009121598.1	XP_018443190.1
OG0018270	XP_009121649.1	XP_018446903.1
OG0018271	XP_009139565.1	XP_018484960.1
OG0018272	XP_009121673.2	XP_018444825.1
OG0018273	XP_009131388.1	XP_018473699.1
OG0018274	XP_009125953.1	XP_018471917.1
OG0018275	XP_009121779.1	XP_018445364.1
OG0018276	XP_009121806.1	XP_018445598.1
OG0018277	XP_009121856.1	XP_018446702.1, XP_018446710.1
OG0018279	XP_009125381.1	XP_018467521.1
OG0018280	XP_009125297.1	XP_018452567.1
OG0018281	XP_009122073.1	XP_018444098.1
OG0018282	XP_033142817.1	XP_018444715.1
OG0018283	XP_009125341.1	XP_018470983.1
OG0018284	XP_009131117.1	XP_018475991.1
OG0018285	XP_009122510.1	XP_018444349.1
OG0018286	XP_009122499.1	XP_018445864.1
OG0018287	XP_009122463.1	XP_018446592.1
OG0018288	XP_009122440.1	XP_018445872.1
OG0018289	XP_009122332.1	XP_018444955.1
OG0018290	XP_009138729.1	XP_018472243.1
OG0018292	XP_009140780.1	XP_018481808.1
OG0018293	XP_018514143.1	XP_018481912.1
OG0018294	XP_009140786.1	XP_018438596.1, XP_018479808.1, XP_018464893.1
OG0018297	XP_009144396.1	XP_018434174.1
OG0018298	XP_009144382.1	XP_018437808.1
OG0018299	XP_009144346.1	XP_018440163.1
OG0018300	XP_009144343.1	XP_018439091.1
OG0018301	XP_009141090.1	XP_018478970.1
OG0018302	XP_009141097.1	XP_018481521.1
OG0018302	XP_009132751.1	XP_018476846.1
OG0018303	XP_033147613.1	XP_018439590.1
OG0018304	XP_033146279.1	XP_018485368.1
OG0018306	XP_033144075.1	XP_018469922.1
OG0018307	XP_009137511.2	XP_018484408.1
OG0018308	XP_009137521.2	XP_018478131.1
OG0018309	XP_009139481.2	XP_018468936.1, XP_018468932.1
OG0018310	XP_033137611.1	XP_018439751.1
OG0018312	XP_009109641.2	XP_018449442.1
OG0018313	XP_009115134.1	XP_018481713.1
OG0018314	XP_009115126.1	XP_018493395.1
OG0018315	XP_009115053.1	XP_018433406.1
OG0018316	XP_009145219.1	XP_018432965.1
OG0018318	XP_009114882.1	XP_018441345.1
OG0018319	XP_009152213.1	XP_018481133.1
OG0018320	XP_009152194.1	XP_018478996.1
OG0018321	XP_033128805.1	XP_018454870.1
OG0018321	XP_009104726.1	XP_018447376.1
OG0018322	XP_009150591.1	XP_018488886.1
OG0018323	XP_009150531.1	XP_018490685.1
OG0018324	XP_009112102.1	XP_018457899.1
OG0018326	XP_009151338.2	XP_018492070.1
OG0018327	XP_009151329.1	XP_018491730.1
OG0018328	XP_009151320.1	XP_018492792.1
OG0018329	XP_009150117.1	XP_018493051.1
OG0018330	XP_009111990.1	XP_018452351.1
OG0018331	XP_009111987.1	XP_018454083.1
OG0018332	XP_018512959.1	XP_018460507.1, XP_018490382.1
OG0018333	XP_009130113.1	XP_018439795.1
OG0018334	XP_009150934.1	XP_018483101.1
OG0018336	XP_009130068.2	XP_018433711.1
OG0018337	XP_009151081.1	XP_018483158.1
OG0018338	XP_009151083.1	XP_018483155.1
OG0018339	XP_009111672.1	XP_018456151.1
OG0018340	XP_009126365.1	XP_018469234.1
OG0018341	XP_009120864.1	XP_018442175.1
OG0018342	XP_009120777.1	XP_018444621.1
OG0018343	XP_009120470.1	XP_018452465.1
OG0018344	XP_033138002.1	XP_018451989.1
OG0018345	XP_009120425.2	XP_018451990.1
OG0018346	XP_009120399.1	XP_018455594.1
OG0018347	XP_009120378.1	XP_018457652.1
OG0018348	XP_033140246.1	XP_018469760.1
OG0018349	XP_009132111.1	XP_018475398.1
OG0018350	XP_009132127.2	XP_018472612.1
OG0018352	XP_009132312.1	XP_018474763.1
OG0018353	XP_018508045.2	XP_018441652.1
OG0018354	XP_009149739.1	XP_018437953.1
OG0018355	XP_009111265.1	XP_018452027.1
OG0018356	XP_009122360.1	XP_018446869.1
OG0018357	XP_018510730.1	XP_018446929.1
OG0018358	XP_009122139.1	XP_018444374.1
OG0018359	XP_009130840.1	XP_018475865.1
OG0018360	XP_009133583.1	XP_018475900.1
OG0018361	XP_009125446.1	XP_018469057.1
OG0018362	XP_009122812.1	XP_018463576.1
OG0018363	XP_033137560.1	XP_018446447.1
OG0018364	XP_018512145.1	XP_018469486.1
OG0018365	XP_009122850.1	XP_018442102.1
OG0018366	XP_009130648.1	XP_018466559.1
OG0018368	XP_009130615.1	XP_018475812.1
OG0018369	XP_009115127.1	XP_018459323.1
OG0018370	XP_009140081.1	XP_018482840.1
OG0018371	XP_009125186.1	XP_018444193.1
OG0018372	XP_018508688.1	XP_018456728.1
OG0018373	XP_009104432.1	XP_018446451.1
OG0018374	XP_009106697.1	XP_018452594.1
OG0018375	XP_009106663.2	XP_018452543.1
OG0018376	XP_009104536.1	XP_018443807.1
OG0018377	XP_009128343.1	XP_018468169.1, XP_018468172.1
OG0018379	XP_009106415.1	XP_018455741.1
OG0018380	XP_009106399.1	XP_018453205.1
OG0018381	XP_009149824.1	XP_018434339.1
OG0018382	XP_009106384.1	XP_018456379.1
OG0018383	XP_018508833.1	XP_018456194.1
OG0018384	XP_018510988.1	XP_018434698.1
OG0018385	XP_009106298.1	XP_018445391.1
OG0018386	XP_009106292.1	XP_018446586.1
OG0018387	XP_009106173.1	XP_018446494.1
OG0018389	XP_009121106.1	XP_018441384.1
OG0018390	XP_033135700.1	XP_018455878.1, XP_018457109.1
OG0018391	XP_033132431.1	XP_018450468.1
OG0018392	XP_009127411.1	XP_018457563.1
OG0018393	XP_009106941.1	XP_018451241.1
OG0018394	XP_009147560.1	XP_018439538.1
OG0018394	XP_009147557.1	XP_018439550.1
OG0018395	XP_009123649.1	XP_018489463.1
OG0018396	XP_033145131.1	XP_018479910.1, XP_018481359.1
OG0018397	XP_009133076.1	XP_018476778.1, XP_018474073.1
OG0018398	XP_033146811.1	XP_018433708.1
OG0018400	XP_009108059.1	XP_018449893.1
OG0018401	XP_009124275.1	XP_018486061.1
OG0018403	XP_009149084.1	XP_018436125.1
OG0018404	XP_009107669.1	XP_018449445.1
OG0018405	XP_009139612.2	XP_018480956.1
OG0018406	XP_009144684.1	XP_018442416.1
OG0018407	XP_009109568.1	XP_018450686.1
OG0018408	XP_009139527.1	XP_018484124.1
OG0018409	XP_009148344.1	XP_018468419.1
OG0018410	XP_009144705.2	XP_018443179.1
OG0018411	XP_009105993.1	XP_018456765.1
OG0018412	XP_009127999.1	XP_018469420.1
OG0018413	XP_009102998.2	XP_018492622.1
OG0018415	XP_009104755.1	XP_018444184.1
OG0018416	XP_009128060.1	XP_018468133.1
OG0018417	XP_009104747.1	XP_018446273.1
OG0018418	XP_033145839.1	XP_018482099.1, XP_018482094.1, XP_018461149.1
OG0018419	XP_009127668.1	XP_018471274.1
OG0018420	XP_018508361.1	XP_018465727.1
OG0018421	XP_009105471.1	XP_018453438.1
OG0018422	XP_009144441.1	XP_018469402.1
OG0018423	XP_009130593.2	XP_018455380.1
OG0018424	XP_009129383.1	XP_018468997.1, XP_018468992.1
OG0018425	XP_009140224.2	XP_018479721.1, XP_018479719.1
OG0018427	XP_009117877.1	XP_018485518.1
OG0018428	XP_009151915.1	XP_018484373.1
OG0018429	XP_009123274.1	XP_018434684.1
OG0018430	XP_009151897.1	XP_018481776.1
OG0018431	XP_009101564.1	XP_018466609.1
OG0018433	XP_033136833.1	XP_018455731.1
OG0018434	XP_009101625.1	XP_018483949.1
OG0018435	XP_009111602.2	XP_018454109.1, XP_018454111.1
OG0018436	XP_009147806.1	XP_018484449.1, XP_018484415.1
OG0018437	XP_009147778.1	XP_018458562.1
OG0018438	XP_009144868.1	XP_018485692.1
OG0018440	XP_033132394.1	XP_018447210.1
OG0018441	XP_033128685.1	XP_018490222.1
OG0018442	XP_009147661.1	XP_018489431.1
OG0018443	XP_033140626.1	XP_018435793.1, XP_018435794.1
OG0018444	XP_018512948.1	XP_018474943.1
OG0018445	XP_033147209.1	XP_018440804.1
OG0018446	XP_009143692.1	XP_018437907.1
OG0018447	XP_033146954.1	XP_018438240.1
OG0018448	XP_009144134.1, XP_009141497.1	XP_018439774.1
OG0018449	XP_009132000.1	XP_018451945.1
OG0018451	XP_009136900.1	XP_018483999.1
OG0018452	XP_033129801.1	XP_018470549.1
OG0018453	XP_009139907.1	XP_018484114.1
OG0018454	XP_033129526.1	XP_018458763.1
OG0018455	XP_033134052.1	XP_018449422.1, XP_018449421.1
OG0018456	XP_009136840.1	XP_018477686.1, XP_018481975.1, XP_018481977.1, XP_018479225.1
OG0018456	XP_009144512.1	XP_018447198.1
OG0018458	XP_033136989.1	XP_018437918.1
OG0018459	XP_033133168.1	XP_018469585.1
OG0018460	XP_009101317.1, XP_009129196.1	XP_018436811.1
OG0018461	XP_009115695.1	XP_018434822.1
OG0018462	XP_033144088.1	XP_018475051.1
OG0018463	XP_009112241.1	XP_018456008.1
OG0018465	XP_009112237.1	XP_018452378.1
OG0018466	XP_009121183.1	XP_018440959.1
OG0018467	XP_009137282.1	XP_018465416.1, XP_018465623.1
OG0018468	XP_009136004.2	XP_018444908.1
OG0018469	XP_009151824.1	XP_018480630.1, XP_018463893.1
OG0018470	XP_009133290.1	XP_018453652.1
OG0018471	XP_009134604.2	XP_018490989.1
OG0018472	XP_009133495.1	XP_018469617.1
OG0018473	XP_009133712.1	XP_018467965.1
OG0018475	XP_009137184.1	XP_018482836.1
OG0018476	XP_009133108.1	XP_018455984.1
OG0018477	XP_009145326.1	XP_018457300.1
OG0018478	XP_009108295.1	XP_018449412.1
OG0018479	XP_009124823.1	XP_018438889.1
OG0018480	XP_009134569.1	XP_018486788.1
OG0018481	XP_009124053.1	XP_018486951.1
OG0018482	XP_033139467.1	XP_018489367.1
OG0018483	XP_018513299.1	XP_018491626.1
OG0018484	XP_009134590.1	XP_018492776.1
OG0018485	XP_009134606.1	XP_018490990.1
OG0018486	NP_001288826.1	XP_018486920.1, XP_018463042.1
OG0018487	XP_009147438.1	XP_018485947.1
OG0018488	XP_009103542.1	XP_018433601.1
OG0018489	XP_033134149.1	XP_018456210.1
OG0018490	XP_009112285.1	XP_018456209.1
OG0018491	XP_009112282.1	XP_018456174.1
OG0018495	XP_009116919.1	XP_018491858.1
OG0018496	XP_009116877.1	XP_018465459.1, XP_018486192.1
OG0018497	XP_009133969.1	XP_018458933.1
OG0018498	XP_009116817.2	XP_018491347.1
OG0018499	XP_009116809.1	XP_018493161.1, XP_018489761.1
OG0018500	XP_018510052.1	XP_018486845.1
OG0018501	XP_009104182.1	XP_018460000.1
OG0018502	XP_009116531.1	XP_018491527.1
OG0018503	XP_009123678.2	XP_018451786.1
OG0018505	XP_009104003.1	XP_018446236.1
OG0018506	XP_009116314.1	XP_018491570.1
OG0018507	XP_009116193.1	XP_018491033.1
OG0018508	XP_009139295.2	XP_018464118.1
OG0018509	XP_009139381.1	XP_018483825.1
OG0018510	XP_009139435.1	XP_018483942.1
OG0018512	XP_009139443.1	XP_018483053.1
OG0018513	XP_009102399.1	XP_018432862.1
OG0018515	XP_009105224.1	XP_018459562.1, XP_018446577.1
OG0018516	XP_033144493.1	XP_018466966.1
OG0018517	XP_009105328.1	XP_018444776.1
OG0018518	XP_009127582.1	XP_018472022.1, XP_018466228.1
OG0018519	XP_009102220.1	XP_018441843.1
OG0018520	XP_009102181.1	XP_018434152.1
OG0018521	XP_033145854.1	XP_018484916.1
OG0018522	XP_009108024.1	XP_018447758.1
OG0018523	XP_009143307.1	XP_018437448.1
OG0018524	XP_033147540.1	XP_018436375.1
OG0018525	XP_009143448.1	XP_018433682.1
OG0018526	XP_009114651.1	XP_018454923.1
OG0018527	XP_009140275.2	XP_018481837.1
OG0018528	XP_009140349.1	XP_018478784.1
OG0018529	XP_009120119.1	XP_018461297.1, XP_018452565.1, XP_018463196.1
OG0018530	XP_009123046.1	XP_018476743.1
OG0018532	XP_009102854.1	XP_018490466.1
OG0018534	XP_009114795.1	XP_018469216.1
OG0018535	XP_009134184.1	XP_018475821.1
OG0018536	XP_009108177.1	XP_018452337.1
OG0018537	XP_009111722.2	XP_018465825.1, XP_018471904.1
OG0018538	XP_033129593.1, XP_009129893.1	XP_018440659.1
OG0018539	XP_033129610.1	XP_018484967.1
OG0018540	XP_009151203.1	XP_018464007.1, XP_018480975.1
OG0018541	XP_009129839.1	XP_018462681.1
OG0018542	XP_033130430.1	XP_018439880.1
OG0018543	XP_009117473.1	XP_018436755.1
OG0018544	XP_009146817.1	XP_018488915.1
OG0018545	XP_009142480.2	XP_018470331.1
OG0018546	XP_009142589.2	XP_018434441.1
OG0018547	XP_009143130.1	XP_018440255.1
OG0018548	XP_033140627.1	XP_018450041.1
OG0018549	XP_018509346.1	XP_018470718.1
OG0018550	XP_009139606.1	XP_018477925.1
OG0018551	XP_009142910.1	XP_018434011.1
OG0018552	XP_033148322.1	XP_018440469.1
OG0018553	XP_009142893.1	XP_018440465.1
OG0018554	XP_009142875.1	XP_018439153.1
OG0018555	XP_009142015.1	XP_018483977.1
OG0018556	XP_009142824.1	XP_018485136.1
OG0018557	XP_009133479.1	XP_018472735.1
OG0018557	XP_009142737.1	XP_018466532.1
OG0018558	XP_033148636.1, XP_009147384.3	XP_018486410.1
OG0018559	XP_009117910.1	XP_018460311.1, XP_018433851.1
OG0018560	XP_009134677.1	XP_018489225.1
OG0018562	XP_033146785.1	XP_018489057.1
OG0018563	XP_009147312.1	XP_018493542.1
OG0018564	XP_009130358.2	XP_018492045.1
OG0018565	XP_009134728.1	XP_018486533.1
OG0018566	XP_009130370.1	XP_018490128.1, XP_018493273.1
OG0018567	XP_009130372.1	XP_018487330.1
OG0018568	XP_009123991.1	XP_018486012.1
OG0018569	XP_009123980.1	XP_018491431.1
OG0018570	XP_009134768.1	XP_018492883.1
OG0018571	XP_009124196.1	XP_018486453.1
OG0018572	XP_009124081.1	XP_018434976.1
OG0018573	XP_009147249.1	XP_018493434.1
OG0018574	XP_009147217.1	XP_018486773.1
OG0018575	XP_033148210.1	XP_018486045.1
OG0018576	XP_009134940.1	XP_018491717.1, XP_018491718.1
OG0018577	XP_033146595.1	XP_018441875.1
OG0018578	XP_009147065.1	XP_018466582.1
OG0018579	XP_009146977.1	XP_018493173.1
OG0018580	XP_009139646.1	XP_018482606.1
OG0018581	XP_009146920.1	XP_018491239.1
OG0018582	XP_009146882.1	XP_018490089.1
OG0018583	XP_009135142.1	XP_018489348.1
OG0018584	XP_009139903.1	XP_018484112.1
OG0018585	XP_009121159.2	XP_018441555.1
OG0018586	XP_009120404.1	XP_018436862.1
OG0018587	XP_009146589.1	XP_018492788.1
OG0018588	XP_009124690.1	XP_018441737.1, XP_018438828.1
OG0018589	XP_009124726.1	XP_018434940.1
OG0018590	XP_009124733.1	XP_018441338.1
OG0018591	XP_009135291.1	XP_018490319.1
OG0018592	XP_018513123.1	XP_018490392.1, XP_018459555.1
OG0018594	XP_009135426.1	XP_018489335.1
OG0018595	XP_033139929.1	XP_018437393.1, XP_018439757.1
OG0018596	XP_009135441.1	XP_018490717.1
OG0018597	XP_009146084.1	XP_018491620.1
OG0018598	XP_033147813.1	XP_018490447.1, XP_018489353.1
OG0018599	XP_009112721.1	XP_018441556.1
OG0018600	XP_009129246.1	XP_018437766.1, XP_018439892.1
OG0018601	XP_009145821.1	XP_018491582.1
OG0018602	XP_009145818.1	XP_018487585.1
OG0018603	XP_033146081.1	YP_006665990.1
OG0018604	XP_009111657.1	XP_018437930.1
OG0018605	XP_009145766.1	XP_018491117.1, XP_018465648.1
OG0018606	XP_009145763.1	XP_018458848.1, XP_018492676.1
OG0018607	XP_009145689.1	XP_018492589.1
OG0018608	XP_033147098.1	XP_018491809.1
OG0018609	XP_009119804.1	XP_018456721.1
OG0018611	XP_009140210.1	XP_018461177.1
OG0018612	XP_033129673.1	XP_018481111.1
OG0018613	XP_018514530.1	XP_018491557.1, XP_018462098.1
OG0018614	XP_009109600.1, XP_033129909.1	XP_018458242.1
OG0018615	XP_009127480.1	XP_018471619.1
OG0018617	XP_009123333.1	XP_018490229.1
OG0018618	XP_009136136.1	XP_018492714.1
OG0018619	XP_033138736.1	XP_018446988.1
OG0018620	XP_009120987.1	XP_018445264.1, XP_018444187.1
OG0018621	XP_009136675.1	XP_018463560.1
OG0018622	XP_009136662.1	XP_018458895.1
OG0018623	XP_033134752.1	XP_018489382.1
OG0018624	XP_009118848.1	XP_018490516.1
OG0018625	XP_009118847.1	XP_018490517.1
OG0018627	XP_009111152.1	XP_018447119.1
OG0018628	XP_009119348.2, XP_033138354.1	XP_018464174.1
OG0018629	XP_009119330.1	XP_018448561.1, XP_018448560.1
OG0018630	XP_009119332.1	XP_018470349.1
OG0018631	XP_009119304.1	XP_018488081.1
OG0018632	XP_033138189.1	XP_018471147.1, XP_018471061.1
OG0018633	XP_009119214.1	XP_018441128.1
OG0018634	XP_018509981.1	XP_018489943.1
OG0018635	XP_009119154.1	XP_018435785.1
OG0018637	XP_033137784.1	XP_018472600.1
OG0018638	XP_009118465.2	XP_018489882.1
OG0018639	XP_033138126.1, XP_033138125.1	XP_018492362.1
OG0018640	XP_033138567.1	XP_018488579.1
OG0018641	XP_018510177.1	XP_018493535.1
OG0018642	XP_009110924.1	XP_018465871.1, XP_018447831.1
OG0018643	XP_033128651.1, XP_033133468.1	XP_018471693.1
OG0018644	XP_009148065.1	XP_018486702.1
OG0018645	XP_009148152.2	XP_018462336.1
OG0018646	XP_009148171.1	XP_018434571.1
OG0018647	XP_009111213.3	XP_018451097.1, XP_018451106.1
OG0018648	XP_009148280.1	XP_018437793.1
OG0018649	XP_009148302.2	XP_018470257.1
OG0018650	XP_009148402.1	XP_018441760.1, XP_018432898.1
OG0018651	XP_033140631.1	XP_018435049.1
OG0018652	XP_018509990.1	XP_018439963.1
OG0018653	XP_009148492.1	XP_018443328.1
OG0018654	XP_033133822.1	XP_018449755.1
OG0018655	XP_033128737.1	XP_018474969.1
OG0018656	XP_009123957.1	XP_018487523.1
OG0018657	XP_009148823.1	XP_018435465.1
OG0018659	XP_009148920.1	XP_018466222.1
OG0018660	XP_009148949.1	XP_018435989.1
OG0018661	XP_009148948.1	XP_018435982.1
OG0018662	XP_009148960.1	XP_018432563.1
OG0018663	XP_018510139.1	XP_018459776.1, XP_018465318.1
OG0018663	XP_018515272.1	XP_018484539.1
OG0018664	XP_009117737.1	XP_018454626.1
OG0018665	XP_018512415.1	XP_018461187.1, XP_018461171.1
OG0018666	XP_009117725.2	XP_018467120.1
OG0018667	XP_009149217.1	XP_018464010.1
OG0018668	XP_009149451.1	XP_018468527.1
OG0018670	XP_009103353.2	XP_018437671.1
OG0018671	XP_009149509.1	XP_018480019.1
OG0018672	XP_009149510.2	XP_018468929.1
OG0018673	XP_033128064.1	XP_018487618.1
OG0018674	XP_009141950.2	XP_018477919.1
OG0018675	XP_009115595.1	XP_018467067.1, XP_018473695.1
OG0018677	XP_009105831.1	XP_018453361.1
OG0018678	XP_009137876.1	XP_018445767.1
OG0018679	XP_033136207.1	XP_018484879.1
OG0018679	XP_009151461.1	XP_018488777.1
OG0018680	XP_009105315.1	XP_018445270.1
OG0018681	XP_033136364.1	XP_018454891.1
OG0018683	XP_009113034.2	XP_018455233.1
OG0018684	XP_009113040.1	XP_018457635.1
OG0018685	XP_009113056.1	XP_018456074.1
OG0018686	XP_009123366.1	XP_018472380.1
OG0018687	XP_018510678.2	XP_018452166.1
OG0018688	XP_009113198.1	XP_018461933.1
OG0018689	XP_009113259.1	XP_018457572.1
OG0018691	XP_009113379.1	XP_018451968.1
OG0018693	XP_009140698.1	XP_018485204.1
OG0018694	XP_009112885.1	XP_018452264.1
OG0018695	XP_033141451.1	XP_018459935.1
OG0018696	XP_018515349.1	XP_018439857.1
OG0018697	XP_033136465.1	XP_018455806.1
OG0018698	XP_009128483.2	XP_018472273.1
OG0018701	XP_033146810.1	XP_018492085.1
OG0018702	XP_009147926.1	XP_018485173.1
OG0018706	XP_033132647.1	XP_018450823.1
OG0018708	XP_009101935.1	XP_018480210.1
OG0018709	XP_009101863.1	XP_018477316.1, XP_018459478.1
OG0018710	XP_009109455.1	XP_018456733.1, XP_018451109.1
OG0018711	XP_009133189.1	XP_018468738.1, XP_018468751.1
OG0018712	XP_018509247.1	XP_018448374.1, XP_018479013.1, XP_018479014.1
OG0018713	XP_009138525.1	XP_018482011.1
OG0018714	XP_009109375.1	XP_018447251.1
OG0018715	XP_033128250.1	XP_018484880.1
OG0018716	XP_009137940.1	XP_018471617.1
OG0018717	XP_009138665.1	XP_018471772.1
OG0018718	XP_009148401.1	XP_018451527.1
OG0018719	XP_009149310.1	XP_018471728.1
OG0018721	XP_009151254.1	XP_018481759.1, XP_018464270.1, XP_018469705.1, XP_018467573.1
OG0018722	XP_009105444.1	XP_018471340.1
OG0018723	XP_033134064.1	XP_018451780.1
OG0018724	XP_009108669.1	XP_018479032.1
OG0018725	XP_009108749.1	XP_018461190.1
OG0018726	XP_009138046.1	XP_018483921.1
OG0018728	XP_033130008.1	XP_018488782.1, XP_018488783.1
OG0018730	XP_009102570.1	XP_018492276.1
OG0018732	XP_009104849.1	XP_018442887.1
OG0018733	XP_009115554.1	XP_018480598.1
OG0018734	XP_009115399.1	XP_018473914.1
OG0018735	XP_009134515.1	XP_018473436.1
OG0018736	XP_009111527.1	XP_018453218.1
OG0018737	XP_009119694.1	XP_018489082.1, XP_018489093.1
OG0018738	XP_009119211.1	XP_018471180.1
OG0018739	XP_009118553.1	XP_018487125.1
OG0018740	XP_009119060.1	XP_018433290.1
OG0018741	XP_009148500.1	XP_018443327.1
OG0018742	XP_009118106.2	XP_018487116.1
OG0018743	XP_033130838.1, XP_009145550.3	XP_018487823.1, XP_018487818.1
OG0018744	XP_009115509.1	XP_018443909.1
OG0018745	XP_018510313.1	XP_018435428.1, XP_018435421.1
OG0018746	XP_009115435.1	XP_018485209.1
OG0018747	XP_009110055.1	XP_018448114.1
OG0018748	XP_009115361.1	XP_018473969.1
OG0018750	XP_009110010.1	XP_018448303.1
OG0018751	XP_009115324.1	XP_018479288.1
OG0018752	XP_009115301.2	XP_018439487.1
OG0018753	XP_033133510.1	XP_018447754.1
OG0018755	XP_009107487.1	XP_018447742.1
OG0018757	XP_033129238.1	XP_018480955.1
OG0018758	XP_009147704.1	XP_018480903.1
OG0018761	XP_009113236.1, XP_009104359.1	XP_018435520.1
OG0018762	XP_009103847.1	XP_018433467.1
OG0018764	XP_009113371.1	XP_018452202.1
OG0018766	XP_009127381.1	XP_018462931.1, XP_018459085.1
OG0018767	XP_009106895.1	XP_018450630.1
OG0018769	XP_009105421.1	XP_018456575.1
OG0018769	XP_018508721.1	XP_018445605.1
OG0018770	XP_009106062.1	XP_018444309.1
OG0018771	XP_033132028.1	XP_018444139.1
OG0018772	XP_018508786.1	XP_018457284.1
OG0018773	XP_009106562.1	XP_018455152.1
OG0018774	XP_009106643.1	XP_018454456.1
OG0018775	XP_009106645.1	XP_018452937.1
OG0018776	XP_009128446.1	XP_018452316.1
OG0018777	XP_009106772.2	XP_018474089.1
OG0018779	XP_009124691.1	XP_018437676.1, XP_018438829.1
OG0018780	XP_009124727.1	XP_018434476.1
OG0018781	XP_009146460.2	XP_018490839.1
