Orthogroup	Brassica_rapa	Cochlearia_excelsa
OG0016675	XP_009126132.1	g16923
OG0016676	XP_033135307.1	g23273
OG0016677	XP_009134052.1	g1413
OG0016678	XP_009134053.1	g1412
OG0016679	XP_009125724.1	g23251
OG0016680	XP_009108830.1	g23242
OG0016681	XP_009125275.1	g16909
OG0016682	XP_009125264.1	g16908
OG0016683	XP_009138178.1	g23192
OG0016684	XP_033131881.1	g9646
OG0016685	XP_009122119.1	g47841
OG0016687	XP_009121783.1	g23177
OG0016688	XP_009121901.1	g23176
OG0016689	XP_009127702.1	g44779
OG0016690	XP_009121487.1	g23174
OG0016691	XP_033140781.1	g4326
OG0016692	XP_009121254.1	g23170
OG0016694	XP_009118392.1	g23143
OG0016695	XP_009126406.1	g23289
OG0016696	XP_009137446.1	g17214
OG0016697	XP_009126418.2	g16938
OG0016698	XP_009138055.1	g16941
OG0016699	XP_009138053.1	g23295
OG0016700	XP_009126559.2	g23297
OG0016701	XP_009108901.1	g47793
OG0016702	XP_009138038.1	g23306
OG0016704	XP_033140148.1	g23572, g47658
OG0016705	XP_009126994.1	g23328
OG0016706	XP_009127161.1	g47775
OG0016707	XP_009137999.1	g47774
OG0016708	XP_009127174.1	g23346
OG0016709	XP_009108951.1	g47766
OG0016710	XP_009127366.1	g23361
OG0016711	XP_009137976.1	g16969
OG0016712	XP_009137971.1	g23376
OG0016713	XP_009127486.1	g23377
OG0016714	XP_009149878.1	g2736
OG0016715	XP_009149881.2	g19503
OG0016716	XP_009102564.1	g6493
OG0016717	XP_009106233.1, XP_009102553.2	g6488
OG0016718	XP_009106072.1	g11731
OG0016719	XP_009102538.1	g11729
OG0016720	XP_009105931.1	g46010
OG0016721	XP_009105907.1	g45999
OG0016722	XP_009104855.1	g45998
OG0016723	XP_009127895.1	g44619
OG0016724	XP_009110114.1	g32061
OG0016725	XP_033134620.1	g50296
OG0016726	XP_009103160.2	g27554
OG0016727	XP_009115482.1	g32083
OG0016728	XP_009115476.1	g32081
OG0016729	XP_009103113.1	g32140
OG0016730	XP_009110034.1, XP_009115413.1	g50345
OG0016731	XP_009115406.2	g32145
OG0016732	XP_009115389.1	g32149
OG0016733	XP_009115364.1	g32162
OG0016734	XP_009115356.1	g32165
OG0016736	XP_009134474.1	g39517
OG0016737	XP_009134487.2	g39490
OG0016739	XP_009111411.1	g45259
OG0016740	XP_009111417.1	g25398
OG0016742	XP_018512448.1	g39481
OG0016743	XP_009111477.1	g39456
OG0016746	XP_033129190.1	g53688
OG0016747	XP_009111520.1	g25340
OG0016748	XP_033143422.1	g25338
OG0016750	XP_009107386.1	g38557
OG0016751	XP_009105730.1	g38556
OG0016752	XP_033135822.1, XP_009134013.1	g50845
OG0016753	XP_009134015.1	g50846
OG0016754	XP_009121118.2	g50848
OG0016755	XP_009113812.2	g32245
OG0016756	XP_009109899.1	g50371
OG0016757	XP_009137584.1	g17140
OG0016758	XP_009142555.1	g47592
OG0016759	XP_009142743.1	g23675
OG0016760	XP_009137654.1	g23639
OG0016761	XP_009143867.2	g47642
OG0016762	XP_009143973.1	g23609
OG0016763	XP_009143986.1	g23608
OG0016764	XP_009137689.1	g47646
OG0016765	XP_009109121.1	g17073
OG0016766	XP_033133052.1	g23583
OG0016767	XP_009144161.1	g23579
OG0016768	XP_009137770.1	g23569
OG0016769	XP_009109098.1	g47663
OG0016770	XP_009129046.1	g10629
OG0016771	XP_033138237.1	g49519
OG0016772	XP_009118511.1	g27023, g31109
OG0016774	XP_033134435.1	g50066, g31818
OG0016775	XP_009103245.1	g32026
OG0016777	XP_009115532.2	g32103
OG0016778	XP_009115502.1, XP_009103158.1	g32091
OG0016780	XP_009103120.1	g32125
OG0016782	XP_009109903.1	g32183
OG0016783	XP_009115302.1, XP_009103061.1	g32206
OG0016784	XP_009113759.1	g27635
OG0016786	XP_009113757.1	g50416
OG0016787	XP_009129034.2	g38327
OG0016788	XP_009115043.1	g32496
OG0016789	XP_009115006.1	g50581
OG0016790	XP_033146824.1	g50654, g50655
OG0016792	XP_018508001.1	g28065
OG0016794	XP_009144919.1, XP_009147777.1	g54191
OG0016795	XP_033147024.1	g36738
OG0016797	XP_009105188.2	g19570
OG0016798	XP_009105189.1	g45023
OG0016801	XP_009106254.1	g46247
OG0016802	XP_009106267.1	g46250
OG0016803	XP_018508679.1	g46341
OG0016804	XP_009126526.2	g12384
OG0016805	XP_009122661.1	g12359, g7415
OG0016806	XP_033137369.1	g12249
OG0016808	XP_009135670.1, XP_018514713.1	g11933
OG0016809	XP_009102625.1	g11760
OG0016810	XP_033130359.1	g13480
OG0016811	XP_009136178.1	g11620
OG0016812	XP_009136186.1	g13595
OG0016814	XP_009136234.1	g14487
OG0016815	XP_009102329.2	g6181
OG0016817	XP_009112458.1, XP_009121079.1	g14000
OG0016818	XP_009102295.1	g6033
OG0016819	XP_033130883.1, XP_009112651.1	g13819
OG0016820	XP_009117442.2, XP_033145945.1	g50850
OG0016821	XP_009117361.2	g36945
OG0016822	XP_033145425.1, XP_009117336.1	g43565
OG0016823	XP_009140525.1	g50977
OG0016824	XP_009140537.1	g38386
OG0016825	XP_033145270.1, XP_033145842.1, XP_009117223.1, XP_009140856.1, XP_033146660.1	g51035, g51047, g50672
OG0016826	XP_009117048.1	g51049
OG0016827	XP_009140728.2	g38294
OG0016828	XP_009141035.1	g37891
OG0016829	XP_009132765.1, XP_018514392.1	g39874
OG0016830	XP_033143735.1	g39826
OG0016831	XP_009141337.1, XP_009143837.2	g51382
OG0016835	XP_009141791.1	g51755
OG0016836	XP_009133664.1, XP_009143001.1	g52161
OG0016837	XP_009149892.1	g19508
OG0016838	XP_009143208.1	g52293
OG0016839	XP_009118155.1	g53413
OG0016841	XP_033139872.1	g10647
OG0016843	XP_009152077.2, XP_009129566.1	g10585
OG0016844	XP_009129359.1, XP_009129360.1, XP_009111606.2	g10401
OG0016845	XP_009129674.1, XP_009111803.1, XP_009151759.1	g10327
OG0016847	XP_033138656.1	g764
OG0016849	XP_009150275.1, XP_009150295.1	g11463
OG0016850	XP_009150299.1	g11462
OG0016851	XP_009150167.1, XP_033128510.1	g11444
OG0016852	XP_009150363.2	g2871
OG0016854	XP_009150239.1, XP_009149933.1	g19521
OG0016855	XP_009149909.1, XP_009150233.1	g2773
OG0016856	XP_009136530.1	g19374
OG0016857	XP_009115732.1	g19351
OG0016858	XP_033137084.1, XP_033144801.1	g19251
OG0016859	XP_009139420.2	g19200
OG0016860	XP_009122809.1	g45309
OG0016862	XP_009120823.1	g28943
OG0016863	XP_009151002.1	g561
OG0016864	XP_009134143.1	g40260
OG0016865	XP_009128735.1	g25842
OG0016866	XP_009128702.1	g40330
OG0016867	XP_009108181.1	g25722
OG0016868	XP_033134824.1	g40391
OG0016869	XP_009134399.1	g39613
OG0016871	XP_009133442.1, XP_009101928.1	g18329
OG0016872	XP_009109332.1	g22911
OG0016874	XP_033128756.1	g40155
OG0016875	XP_009143477.1	g17084
OG0016876	XP_009137626.1	g47610
OG0016878	XP_009137592.1	g17133
OG0016879	XP_009142049.1	g23712
OG0016880	XP_009142024.2	g23715
OG0016881	XP_009139926.1	g23719
OG0016882	XP_009139890.1	g17146, g47578
OG0016883	XP_009109187.1, XP_033143026.1	g47573
OG0016884	XP_009137564.1, XP_009139739.1	g23724
OG0016885	XP_009139694.1	g47565
OG0016886	XP_009139498.1	g47557
OG0016887	XP_009137453.1, XP_009138166.1	g23831
OG0016888	XP_033143830.1	g23895
OG0016890	XP_009134495.1	g24032
OG0016891	XP_009132746.1	g24136
OG0016893	XP_009132165.1	g47281
OG0016895	XP_033146207.1	g25064
OG0016896	XP_009124915.1	g37060
OG0016897	XP_009125071.1	g18112
OG0016899	XP_009140064.1	g16806
OG0016901	XP_009101720.1	g40484
OG0016902	XP_009151632.1	g10277
OG0016903	XP_009151674.1	g10236
OG0016904	XP_009118892.1	g1410
OG0016905	XP_009127348.1	g28280
OG0016906	XP_009140890.1	g1367
OG0016908	XP_009127281.1	g41173
OG0016909	XP_033140658.1	g28355
OG0016910	XP_009127231.1	g884
OG0016911	XP_009119813.1	g28388, g36025
OG0016912	XP_033139742.1	g28591
OG0016914	XP_009150412.1	g18643
OG0016915	XP_009112322.1	g37
OG0016938	XP_009149974.2	g19552
OG0016939	XP_009149948.1	g19525
OG0016941	XP_009150200.1	g19468
OG0016943	XP_009150209.1	g11393
OG0016944	XP_009150214.1	g19490
OG0016946	XP_009101294.1	g10744
OG0016947	XP_009139702.1	g46837
OG0016949	XP_009121034.2	g4947
OG0016950	XP_009121054.1	g29011
OG0016951	XP_009126201.1	g4984
OG0016952	XP_009107536.1	g28992
OG0016953	XP_009111523.1	g25334
OG0016954	XP_009107507.1	g29138
OG0016955	XP_009121412.1	g45747
OG0016956	XP_009121479.1	g29190
OG0016957	XP_009131538.1	g5046
OG0016959	XP_009121506.1	g45722
OG0016960	XP_009131446.1	g29271
OG0016961	XP_009126021.1	g29279
OG0016963	XP_033145628.1	g46685
OG0016964	XP_009121660.1	g5185
OG0016965	XP_009107648.1	g28181
OG0016966	XP_009125949.1	g29332
OG0016967	XP_009131364.1	g5239
OG0016968	XP_009125936.1	g5254
OG0016969	XP_009121739.1	g5255
OG0016970	XP_009131353.1	g5259
OG0016971	XP_009121746.1	g5260
OG0016972	XP_009144649.1	g46851
OG0016974	XP_033137898.1	g45596
OG0016975	XP_009121875.1	g5324
OG0016976	XP_009135381.1	g29413
OG0016977	XP_009131241.1	g45580
OG0016978	XP_009125815.1	g29436
OG0016979	XP_009125808.1	g29439
OG0016980	XP_009121946.1	g29446
OG0016981	XP_009121989.2	g29456
OG0016982	XP_009122008.1	g45557
OG0016983	XP_009125266.1	g5396
OG0016984	XP_009125271.2	g45551
OG0016985	XP_009131177.1	g29485
OG0016986	XP_009125318.1	g29510
OG0016987	XP_009125320.1, XP_009122079.1	g5424
OG0016988	XP_009122094.1	g29522
OG0016989	XP_009122101.1	g29527
OG0016990	XP_009122106.1	g5436
OG0016991	XP_033148288.1	g45524
OG0016992	XP_009125354.1	g45520
OG0016993	XP_033128189.1	g7142
OG0016994	XP_009125358.1	g29555
OG0016995	XP_009122522.1	g5454
OG0016997	XP_018511100.1	g5466
OG0016999	XP_033140955.1	g45509
OG0017000	XP_009122497.1	g29570
OG0017001	XP_033137484.1	g29583
OG0017002	XP_009131053.1	g29590
OG0017006	XP_009122411.1	g29603
OG0017007	XP_009125699.1	g29614
OG0017008	XP_009148429.1	g17186
OG0017009	XP_009122553.1	g29760
OG0017010	XP_009133933.1	g40191
OG0017011	XP_009133935.1	g40190
OG0017012	XP_009133937.1	g40189
OG0017013	XP_009140843.1	g40187
OG0017014	XP_009103564.1	g40151
OG0017015	XP_033142353.1	g40133
OG0017016	XP_009103579.1	g40131
OG0017018	XP_009140821.1	g40088
OG0017019	XP_009133881.1	g37818
OG0017020	XP_009103649.1	g37820
OG0017021	XP_009140901.1	g40037
OG0017022	XP_009139851.1	g19130
OG0017023	XP_033145160.1	g40023
OG0017024	XP_009140928.1	g39983
OG0017025	XP_009103707.2	g39989
OG0017026	XP_009124370.1	g40012
OG0017028	XP_009112857.2	g40737
OG0017029	XP_009141072.1	g39907
OG0017030	XP_009132757.1	g51226
OG0017031	XP_009141132.1	g51234
OG0017032	XP_033133127.1	g18296
OG0017033	XP_009141151.1	g39830
OG0017034	XP_009144050.1	g37912
OG0017036	XP_009141272.1	g51313
OG0017037	XP_009101787.1	g39731
OG0017038	XP_033129179.1	g11112
OG0017039	XP_009123899.1	g39716
OG0017040	XP_009119360.1	g23551
OG0017041	XP_009113934.1	g11060
OG0017043	XP_009109210.2	g17165
OG0017044	XP_033144584.1	g1028
OG0017046	XP_009123159.1	g54002
OG0017047	XP_009123197.1	g28122
OG0017048	XP_009113739.1	g27637
OG0017049	XP_033136517.1	g50423
OG0017050	XP_033133335.1	g50422
OG0017051	XP_009107468.1	g36177
OG0017052	XP_009107457.2	g36182
OG0017053	XP_009123534.2	g36196
OG0017055	XP_009109784.2	g50429
OG0017056	XP_009109773.1	g27641
OG0017057	XP_009113727.1	g32304
OG0017058	XP_009113676.1	g27654
OG0017059	XP_009109691.1	g27670
OG0017060	XP_009102889.1	g50493
OG0017061	XP_009102865.1	g32391
OG0017063	XP_009115214.1	g50518
OG0017064	XP_033137282.1	g32426
OG0017065	XP_009115198.1	g32431
OG0017067	XP_009109585.2	g50539
OG0017068	XP_009108060.1	g17925
OG0017069	XP_009115136.1	g50543
OG0017070	XP_009115124.1	g32476
OG0017071	XP_009107751.1	g32508
OG0017072	XP_009102662.1	g32526
OG0017073	XP_009114985.1	g50598
OG0017074	XP_009114953.1	g32541
OG0017075	XP_009123086.1	g32606
OG0017076	XP_009151424.1	g32609
OG0017077	XP_018509533.2, XP_018510221.1	g32611
OG0017078	XP_009151436.1	g32621
OG0017079	XP_009129112.1	g10687
OG0017080	XP_033136392.1	g1533
OG0017081	XP_009114156.1	g10664
OG0017082	XP_009124411.1	g1549
OG0017084	XP_009103485.1	g9643
OG0017085	XP_009112346.1	g55
OG0017086	XP_009103449.1	g68
OG0017088	XP_009150700.1	g106
OG0017089	XP_009150689.2	g108
OG0017090	XP_009150680.1	g116
OG0017092	XP_009150671.2	g121
OG0017093	XP_009112195.1	g134
OG0017094	XP_009150647.1	g18667
OG0017096	XP_009150642.1	g9709
OG0017097	XP_009130510.3	g155
OG0017098	XP_009150615.1	g161
OG0017100	XP_009150598.1	g170
OG0017101	XP_009130493.1	g171
OG0017102	XP_009150577.1	g192
OG0017103	XP_009150571.1	g199
OG0017104	XP_009150562.1	g9744
OG0017105	XP_009150533.1	g228
OG0017106	XP_009130449.1	g9771
OG0017107	XP_009112116.1	g254
OG0017108	XP_009150467.1	g259
OG0017109	XP_009130424.1	g262
OG0017110	XP_018510656.1	g264
OG0017111	XP_009150423.1	g9804
OG0017113	XP_033134695.1	g9829
OG0017115	XP_009151411.1	g9837
OG0017116	XP_009151383.1	g343
OG0017117	XP_009151336.1	g46967, g374
OG0017118	XP_018512882.2	g410
OG0017119	XP_009136487.1	g9892
OG0017120	XP_009136481.1	g420
OG0017121	XP_009136394.1	g9952
OG0017122	XP_009136390.1	g9954
OG0017123	XP_009130124.1	g466
OG0017124	XP_009150870.2	g486
OG0017125	XP_009150898.1	g9986
OG0017126	XP_009150906.1	g9990
OG0017127	XP_009150924.1	g9993
OG0017128	XP_009150929.1	g512
OG0017129	XP_009150965.1	g10011
OG0017130	XP_033128977.1	g10019
OG0017131	XP_009150998.1	g10025
OG0017132	XP_009151010.2	g10026
OG0017133	XP_009111662.1	g10050
OG0017135	XP_033129853.1	g10067
OG0017136	XP_033136509.1, XP_009130041.1	g10096
OG0017137	XP_009130042.1	g18542
OG0017138	XP_009120888.1	g648
OG0017140	XP_009120868.1	g28981
OG0017141	XP_009131755.1	g670
OG0017142	XP_009120842.1	g41415
OG0017143	XP_009120831.1	g28945
OG0017145	XP_009131794.1	g28939
OG0017146	XP_009131829.1	g742
OG0017147	XP_009131833.1	g744
OG0017148	XP_009124331.1	g749
OG0017149	XP_009131875.1	g792
OG0017150	XP_009120639.1	g806
OG0017151	XP_009126566.1	g813
OG0017153	NP_001288859.1	g28796, g28775
OG0017154	XP_009120512.1	g41310
OG0017156	XP_009132024.1, XP_009120398.1	g1229
OG0017157	XP_009150297.1	g3208
OG0017158	XP_009132037.1	g28721
OG0017159	XP_009132046.1	g28722
OG0017160	XP_009120358.1	g1189
OG0017161	XP_009120357.3	g1188
OG0017162	XP_009132074.1	g28691
OG0017163	XP_009126801.1	g28671
OG0017164	XP_009132102.1	g1140
OG0017166	XP_009132124.1	g1110
OG0017167	XP_009120247.1	g39316
OG0017169	XP_009132149.1	g28604
OG0017171	XP_009120199.2	g39332
OG0017172	XP_033144554.1	g1085
OG0017173	XP_009120175.2	g39343
OG0017174	XP_009126941.1	g1071
OG0017175	XP_009120049.1	g39376
OG0017176	XP_009120043.1	g39379
OG0017177	XP_009120024.1	g985
OG0017178	XP_009127043.1	g981
OG0017179	XP_009127044.1	g980
OG0017180	XP_009127047.1	g39397
OG0017181	XP_009149769.1	g2646
OG0017182	XP_009149773.1	g2648
OG0017183	XP_009149781.1	g2677
OG0017184	XP_009149785.1	g2679
OG0017185	XP_009122343.1	g5548
OG0017187	XP_009122370.1	g29644
OG0017188	XP_009130979.2	g5568
OG0017190	XP_009122383.1	g29647
OG0017191	XP_009122385.1	g45470
OG0017192	XP_009122300.1	g29654
OG0017194	XP_009122253.1	g5594
OG0017195	XP_009144655.1	g46922
OG0017196	XP_009122226.1	g5603
OG0017197	XP_009122185.1	g29705
OG0017199	XP_009122141.1	g29732
OG0017202	XP_009130869.1	g29743
OG0017203	XP_009122123.1	g11666
OG0017204	XP_033145072.1	g5660
OG0017205	XP_009122640.1	g5705
OG0017206	XP_009125511.1	g45360
OG0017207	XP_009122697.1	g45355
OG0017208	XP_009125489.1	g5746
OG0017211	XP_009122747.1	g5769
OG0017212	XP_009122755.1	g5777
OG0017213	XP_009122759.1	g45338
OG0017214	XP_009122763.1	g45333
OG0017215	XP_009130751.1	g29854
OG0017219	XP_009125407.1	g45287
OG0017220	XP_009130636.1	g5847
OG0017222	XP_009130629.2	g5853
OG0017226	XP_009140032.1	g16831
OG0017227	XP_009140065.1	g16805
OG0017230	XP_009104429.2	g44271
OG0017231	XP_009104428.1	g44270
OG0017233	XP_009104444.1	g46596
OG0017235	XP_009128435.1	g46588
OG0017236	XP_009106748.1	g46580
OG0017237	XP_018508812.2	g46549
OG0017238	XP_009128384.1	g46544
OG0017239	XP_009128383.1	g46543
OG0017243	XP_009104528.1	g44320
OG0017245	XP_009106594.1	g44351
OG0017246	XP_009106564.1	g46459
OG0017247	XP_009128281.1	g46421
OG0017249	XP_009104595.1	g13611
OG0017250	XP_009106428.1	g46392
OG0017252	XP_009106408.1	g46365
OG0017253	XP_018508661.2	g46358
OG0017255	XP_009128224.1	g46350
OG0017256	XP_009104639.1	g46307
OG0017257	XP_009104648.2	g44378
OG0017258	XP_009104661.1	g46305
OG0017260	XP_009111566.1	g1616
OG0017261	XP_009128145.1	g44418
OG0017262	XP_033132108.1	g46238
OG0017263	XP_009106236.1	g46234
OG0017264	XP_009128132.1	g44433
OG0017265	XP_009106206.1, XP_033141527.1	g46215
OG0017266	XP_033135244.1	g41101
OG0017268	XP_009121078.1	g13999
OG0017269	XP_009149914.1	g2776
OG0017270	XP_009150639.1, XP_009149919.1	g2785
OG0017271	XP_009143917.2	g17980
OG0017272	XP_033147046.1	g27978
OG0017274	XP_018515489.1	g54366
OG0017275	XP_009112678.1	g13843
OG0017276	XP_009106830.1	g54310
OG0017277	XP_009147499.1	g36722
OG0017278	XP_009103727.1	g27982
OG0017279	XP_009103726.2	g54320
OG0017280	XP_009103744.1	g54332
OG0017282	XP_009147524.1	g36697
OG0017286	XP_009106953.1	g36676
OG0017287	XP_009144760.1	g36661
OG0017288	XP_009147588.2	g36638
OG0017289	XP_009113436.1	g27963
OG0017290	XP_009140548.1	g50983
OG0017292	XP_009141563.1	g51570
OG0017293	XP_009143572.1	g51593
OG0017294	XP_018514096.1	g38047
OG0017295	XP_009127198.1	g902
OG0017296	XP_009134078.1	g25982
OG0017297	XP_009127374.1	g1482
OG0017298	XP_009112619.2	g17926
OG0017299	XP_009108057.1	g25284
OG0017300	XP_009108052.1	g46903
OG0017301	XP_009144640.1	g17928
OG0017302	XP_018511537.1	g46876
OG0017303	XP_009124271.1	g46877
OG0017304	XP_009108019.1	g25241
OG0017305	XP_009139659.1	g46947
OG0017306	XP_009139648.1	g24785
OG0017307	XP_018511008.1	g24728
OG0017308	XP_009139618.2	g47003
OG0017310	XP_009107746.1	g47015
OG0017311	XP_033129956.1	g24566
OG0017312	XP_009134221.3	g24564
OG0017313	XP_009148642.1	g24526
OG0017314	XP_009144704.1	g17710
OG0017315	XP_009148067.1	g24496
OG0017316	XP_009148035.1	g24494
OG0017319	XP_009146794.1	g17638
OG0017321	XP_009134042.1	g26789
OG0017325	XP_009105961.1	g46028
OG0017326	XP_009105962.1	g46031
OG0017327	XP_009133977.1	g38361
OG0017328	XP_009127988.2	g44571
OG0017329	XP_033131770.1	g44570
OG0017330	XP_009104804.2	g17994
OG0017332	XP_009104800.1	g46084
OG0017333	XP_009106033.1	g44557
OG0017334	XP_009128024.1	g44548
OG0017336	XP_009105434.1	g44792
OG0017338	XP_009127684.1	g45762
OG0017339	XP_009127696.2	g45771
OG0017340	XP_009127708.1	g44774
OG0017341	XP_009129621.1	g17043
OG0017342	XP_009129536.1	g23543
OG0017345	XP_009139937.1	g46687
OG0017346	XP_009139951.1	g16861
OG0017347	XP_009150291.1	g11512
OG0017348	XP_009123264.2	g11511
OG0017349	XP_009151871.1	g10413
OG0017350	XP_033140724.1	g16502
OG0017351	XP_009151908.1	g10451
OG0017352	XP_009151936.1	g10464
OG0017353	XP_009129480.1	g10547
OG0017354	XP_033128595.1	g10554
OG0017355	XP_009152052.1	g10569
OG0017356	XP_009152122.1	g1571
OG0017357	XP_033140913.1	g44737
OG0017358	XP_009127748.1	g44750
OG0017359	XP_018508498.1, XP_018508551.2	g44754
OG0017360	XP_009104998.1	g45803
OG0017361	XP_009105494.1	g45801
OG0017362	XP_033130281.1	g45789
OG0017363	XP_009114397.1	g40573
OG0017368	XP_009147821.1	g54207
OG0017369	XP_009107205.1	g36495
OG0017372	XP_009147706.1	g36557
OG0017373	XP_009144836.1	g36574
OG0017374	XP_009144833.1	g54264
OG0017376	XP_009147671.1	g54268
OG0017378	XP_009114034.1	g37038
OG0017380	XP_009108010.1	g46855
OG0017381	XP_009114004.1	g37064
OG0017382	XP_009141333.1, XP_009132940.1	g51372
OG0017383	XP_009132939.2	g37067
OG0017384	XP_009141334.1	g37963
OG0017385	XP_009141464.1	g51390
OG0017386	XP_009143825.1	g51403
OG0017387	XP_009141468.1	g51446
OG0017390	XP_009143700.1	g51502
OG0017391	XP_009143679.1	g25858
OG0017392	XP_009143665.1	g38003
OG0017393	XP_009133044.1	g51546
OG0017394	XP_009132774.1	g24130
OG0017395	XP_009132627.1	g24140
OG0017396	XP_009132447.1	g17448
OG0017397	XP_033144513.1	g47295
OG0017398	XP_009136957.1	g47286
OG0017399	XP_033129794.1	g17467
OG0017400	XP_033129768.1	g17481
OG0017401	XP_009150502.1	g11419
OG0017402	XP_009117318.1	g38455
OG0017403	XP_009114863.1	g50660
OG0017405	XP_009136558.1	g2545
OG0017406	XP_009115729.1	g19354
OG0017407	XP_009132528.1, XP_009127243.1	g881, g41221
OG0017408	XP_009107228.1	g1325
OG0017409	XP_009136904.1	g24214
OG0017410	XP_009130790.1	g6332
OG0017411	XP_033130786.1	g6221
OG0017412	XP_009119395.1	g6152
OG0017413	XP_009121236.1	g6144
OG0017415	XP_009136320.1	g14087
OG0017416	XP_033129505.1	g14046
OG0017417	XP_009136179.2	g47438
OG0017418	XP_033142726.1	g17290
OG0017419	XP_009102970.1	g27634
OG0017421	XP_009151651.1	g10254
OG0017422	XP_009133519.1	g17386
OG0017423	XP_009133843.1	g24056
OG0017424	XP_009136204.1	g13665
OG0017425	XP_009151784.1	g10358
OG0017426	XP_009134321.1	g47360
OG0017427	XP_009134802.1	g24007
OG0017428	XP_009134823.1	g17335
OG0017429	XP_009137211.1	g23988
OG0017431	XP_009133206.1	g24108
OG0017434	XP_009124820.1	g12726
OG0017435	XP_009124822.1	g3021
OG0017436	XP_009107011.1	g5138
OG0017438	XP_009134581.1	g7948
OG0017439	XP_009124042.1	g12719
OG0017440	XP_009134599.1	g7939
OG0017441	XP_009147445.1	g7937
OG0017442	XP_009103541.1	g23726
OG0017443	XP_009126996.1	g17
OG0017445	XP_009130568.1	g9627
OG0017446	XP_033141401.1	g19628
OG0017447	XP_009150857.1	g13
OG0017448	XP_009112275.1	g9621
OG0017449	XP_009112273.1	g11
OG0017451	XP_009116997.1	g18702
OG0017454	XP_009138652.1	g18779
OG0017455	XP_009143681.1	g50711
OG0017456	XP_009138686.1	g18756
OG0017458	XP_009116897.1	g11155
OG0017459	XP_009104351.1	g1812
OG0017460	XP_009104346.1	g11162
OG0017463	XP_009116764.1	g1890
OG0017464	XP_009116757.1, XP_033135733.1	g1891
OG0017466	XP_018514200.1	g1917
OG0017469	XP_009104228.1	g1958
OG0017470	XP_009104180.1	g11202
OG0017471	XP_009116564.2	g18921
OG0017474	XP_009116441.1	g2090
OG0017475	XP_009104051.1	g2088
OG0017476	XP_009116425.1	g18996
OG0017478	XP_009116341.1	g2150, g19028
OG0017479	XP_009116339.1	g19030
OG0017480	XP_009139122.1	g2170
OG0017481	XP_009116279.1	g2183
OG0017482	XP_009116264.1	g11276
OG0017483	XP_009116243.1	g19082
OG0017485	XP_009116228.1	g2216
OG0017486	XP_009116202.1	g2238
OG0017487	XP_009116190.1	g2253
OG0017488	XP_009139240.1	g19152
OG0017489	XP_009116116.1	g2299
OG0017490	XP_009139269.1	g2316
OG0017492	XP_009116078.1	g2329
OG0017493	XP_033136981.1	g19176
OG0017494	XP_018509763.1	g2339
OG0017495	XP_009116018.1	g19205
OG0017496	XP_009116010.1	g11317
OG0017498	XP_009116001.1	g19211
OG0017499	XP_033130634.1	g11322
OG0017500	XP_033146758.1	g11323
OG0017501	XP_009115968.1	g19223
OG0017502	XP_009115960.1	g19229
OG0017503	XP_009127136.1	g937
OG0017504	XP_009119896.1	g923
OG0017506	XP_009135901.2	g11720, g13501
OG0017507	XP_033144185.1	g6441
OG0017508	XP_009102453.1	g11685
OG0017509	XP_009102454.1	g11686
OG0017510	XP_009102432.1	g11674
OG0017511	XP_009136118.1	g6391
OG0017512	XP_009102391.1	g6367
OG0017513	XP_009102388.1	g13532
OG0017514	XP_009102372.1	g13570
OG0017515	XP_009102352.1	g13587
OG0017516	XP_009105232.1	g44971
OG0017517	XP_033131651.1	g44940
OG0017519	XP_009105317.2	g44882
OG0017520	XP_009105092.1	g41605
OG0017522	XP_009105068.1	g41581
OG0017523	XP_009105354.1, XP_009127595.1	g44866
OG0017524	XP_009105375.1	g18018
OG0017525	XP_009127629.1	g44841
OG0017527	XP_009150730.1	g6004
OG0017528	XP_009102219.1	g13945
OG0017529	XP_009116312.1	g19043
OG0017531	XP_009111834.1	g10275
OG0017533	XP_009133458.1	g51954
OG0017534	XP_009133451.1	g38145
OG0017535	XP_009127218.1	g28387
OG0017536	XP_009142688.1	g51886
OG0017537	XP_009142138.1	g51883
OG0017538	XP_009143225.1	g37354
OG0017540	XP_009143253.1	g51856
OG0017542	XP_033144415.1	g37323
OG0017543	XP_009141822.1	g51785
OG0017544	XP_009133359.1	g51768
OG0017545	XP_033143646.1	g37311
OG0017547	XP_033143676.1	g51743
OG0017548	XP_009133265.1	g38092
OG0017550	XP_009133257.1	g51722
OG0017551	XP_018514675.1	g37275
OG0017553	XP_033147989.1	g38084
OG0017555	XP_033142446.1	g37219
OG0017557	XP_033136512.1	g25660
OG0017558	XP_009114601.1	g25661
OG0017559	XP_009114592.1	g40419
OG0017560	XP_018513643.1	g40425
OG0017561	XP_009114586.1	g40426
OG0017563	XP_009115306.1	g50386
OG0017564	XP_009117432.1	g50855
OG0017570	XP_009140314.1	g36944
OG0017571	XP_009117354.2	g38510
OG0017572	XP_033134501.1	g36929
OG0017574	XP_009117068.1	g36876
OG0017575	XP_009140701.1	g38308
OG0017576	XP_009133968.1	g36822
OG0017577	XP_033143416.1	g38270
OG0017578	XP_033146663.1	g38323
OG0017579	XP_009107489.1	g35934
OG0017580	XP_009145115.1	g53615
OG0017581	XP_033132367.1	g32852
OG0017582	XP_009114725.1	g27866
OG0017583	XP_009114753.1	g32743
OG0017584	XP_009114760.1	g32734
OG0017585	XP_009114791.1	g27802
OG0017587	XP_009151466.1	g32667
