Orthogroup	Brassica_rapa	Cardamine_glauca
OG0015978	XP_033147908.1	Cg004G1161200
OG0015979	XP_009146850.1	Cg004G1162100
OG0015980	XP_009135104.1	Cg004G1162500
OG0015981	XP_009146844.1	Cg004G1163200
OG0015982	XP_009135108.1	Cg004G1163300
OG0015983	XP_009122853.1	Cg004G1164100
OG0015984	XP_009146814.1, XP_009135124.1	Cg004G1166300
OG0015985	XP_009135125.1	Cg004G1166500
OG0015986	XP_009146811.1	Cg004G1166600
OG0015987	XP_009146802.1	Cg004G1168600
OG0015988	XP_009146792.1	Cg004G1169800
OG0015989	XP_009146780.1	Cg004G1170900
OG0015990	XP_009122356.1	Cg004G1171600
OG0015991	XP_009146741.1	Cg004G1172700
OG0015992	XP_009146735.1	Cg004G1173300
OG0015994	XP_009102416.1	Cg004G1323100
OG0015995	XP_009146702.1	Cg004G1175900
OG0015996	XP_009146653.1	Cg004G1180000
OG0015997	XP_033147419.1	Cg004G1180200
OG0015998	XP_009146647.1	Cg004G1180700
OG0015999	XP_009135225.1	Cg004G1182600
OG0016000	XP_009146616.1	Cg004G1183000
OG0016001	XP_009135235.1	Cg004G1184200
OG0016002	XP_009120540.2	Cg004G1184900
OG0016003	XP_009146590.1	Cg004G1186600
OG0016004	XP_033132423.1, XP_009146576.1	Cg004G1187700
OG0016005	XP_009129223.1	Cg002G0691900
OG0016006	XP_009146551.1	Cg004G1190900
OG0016007	XP_009146479.1	Cg004G1195800
OG0016008	XP_009102365.1	Cg004G1197100, Cg004G1358100
OG0016009	XP_009146453.2	Cg004G1198200
OG0016011	XP_033147818.1	Cg004G1199000
OG0016012	XP_009135334.1	Cg004G1199200
OG0016013	XP_009117242.1	Cg004G1200900
OG0016014	XP_009146406.1	Cg004G1203500
OG0016015	XP_033148686.1	Cg004G1206000
OG0016016	XP_009135385.1, XP_009146349.1	Cg004G1206900
OG0016017	XP_009116648.1	Cg004G1209300
OG0016018	XP_009135402.1	Cg004G1210300
OG0016019	XP_009146508.1	Cg004G1210500
OG0016020	XP_009146309.2	Cg004G1210700
OG0016021	XP_009146289.1	Cg004G1212500
OG0016022	XP_009146274.2	Cg004G1215600
OG0016023	XP_009146270.1	Cg004G1216000
OG0016024	XP_009146246.1	Cg004G1217900
OG0016025	XP_009146225.1	Cg004G1220200
OG0016026	XP_009146208.2	Cg001G0139700
OG0016027	XP_009115175.1	Cg004G1223400
OG0016028	XP_009146190.2	Cg004G1223700
OG0016029	XP_009146161.1	Cg004G1226300
OG0016030	XP_009146156.1	Cg004G1227000
OG0016031	XP_009146155.1	Cg004G1227100
OG0016032	XP_009146154.1	Cg004G1227200
OG0016033	XP_009146150.1	Cg004G1227500
OG0016034	XP_009146077.1	Cg004G1230200
OG0016035	XP_009146076.1	Cg004G1230300
OG0016036	XP_009114612.1	Cg004G1232000
OG0016037	XP_009146050.1	Cg004G1234000
OG0016038	XP_009114264.1	Cg004G1234700
OG0016039	XP_033134172.1	Cg004G1235000
OG0016040	XP_009114428.1	Cg004G1236800
OG0016041	XP_033148276.1	Cg004G1237800
OG0016042	XP_009113988.2	Cg004G1239900
OG0016043	XP_009135531.1	Cg004G1240200
OG0016044	XP_033147999.1	Cg004G1242100
OG0016045	XP_009145969.1	Cg004G1243700
OG0016046	XP_009145962.2	Cg004G1244400
OG0016047	XP_009145957.1	Cg004G1244800
OG0016049	XP_033148105.1	Cg004G1245800
OG0016050	XP_009145937.1	Cg004G1246000
OG0016051	XP_009145935.1	Cg004G1246600
OG0016053	XP_009145919.1	Cg004G1248100
OG0016054	XP_009145901.2	Cg004G1249600
OG0016055	XP_009135581.1	Cg004G1251100
OG0016056	XP_033140533.1	Cg004G1252200
OG0016057	XP_009145869.1	Cg004G1252500
OG0016058	XP_009145859.1, XP_033146021.1	Cg004G1253700
OG0016059	XP_009145857.2	Cg004G1254000
OG0016060	XP_009145846.1	Cg004G1254800
OG0016062	XP_009145829.1	Cg004G1256400
OG0016063	XP_009135613.1	Cg004G1256700
OG0016064	XP_009145823.1	Cg004G1257200
OG0016065	XP_009145820.1	Cg004G1257500
OG0016066	XP_009145817.1	Cg004G1257800
OG0016067	XP_009145819.1	Cg004G1257600
OG0016068	XP_009145803.1	Cg004G1258600
OG0016069	XP_009145786.1	Cg004G1260100
OG0016070	XP_009145785.1	Cg004G1260200
OG0016071	XP_009136046.1	Cg004G1262100
OG0016072	XP_009135644.1	Cg004G1262400
OG0016073	XP_009111593.1	Cg004G1263200
OG0016074	XP_009145745.1	Cg004G1264000
OG0016075	XP_033147933.1	Cg004G1264100
OG0016076	XP_009111428.1	Cg004G1265300
OG0016077	XP_009145693.1	Cg004G1266600
OG0016078	XP_033148039.1	Cg004G1268800
OG0016079	XP_009145655.1	Cg004G1269400
OG0016080	XP_009145652.2	Cg004G1269900
OG0016081	XP_009145622.1	Cg004G1271900
OG0016082	XP_033148746.1	Cg004G1272200
OG0016083	XP_009110270.2	Cg004G1274000
OG0016084	XP_009110258.1	Cg004G1274200
OG0016085	XP_009145586.1	Cg004G1274900
OG0016086	XP_033146926.1	Cg004G1275800
OG0016087	XP_009145540.1	Cg004G1276200
OG0016088	XP_009127213.1	Cg003G0910700
OG0016089	XP_009127214.1	Cg003G0910500
OG0016090	XP_009127215.1	Cg003G0910300
OG0016091	XP_009127224.1	Cg003G0909000
OG0016092	XP_009112238.1	Cg004G1363700
OG0016093	XP_009139925.1	Cg001G0367600
OG0016094	XP_033145966.1	Cg001G0367500
OG0016095	XP_009139826.2	Cg001G0360900
OG0016096	XP_009125096.1	Cg001G0356000
OG0016097	XP_009139802.1	Cg001G0353500
OG0016098	XP_009139796.1	Cg001G0352200
OG0016101	XP_009139755.1	Cg001G0341300
OG0016102	XP_033131571.1	Cg001G0341100
OG0016104	XP_033145361.1	Cg001G0323700
OG0016105	XP_009129703.1	Cg008G2884200
OG0016106	XP_009151608.1	Cg008G2884400
OG0016107	XP_009151603.1	Cg008G2886800
OG0016108	XP_009151600.1	Cg008G2887100
OG0016109	XP_009102584.1	Cg004G1307000
OG0016110	XP_009108034.1	Cg004G1302000
OG0016111	XP_009108096.1	Cg004G1300600
OG0016112	XP_009102659.1	Cg004G1299500
OG0016113	XP_009117464.1	Cg004G1446400
OG0016114	XP_009135832.1	Cg004G1295500
OG0016115	XP_009145311.1	Cg004G1292700
OG0016116	XP_009108852.1	Cg004G1291500
OG0016117	XP_009145467.1	Cg004G1284200
OG0016118	XP_009135758.1	Cg004G1283800
OG0016119	XP_033136354.1	Cg004G1283700
OG0016120	XP_009135757.1	Cg004G1283300
OG0016121	XP_009145480.2	Cg004G1281400
OG0016122	XP_009145483.1	Cg004G1281200
OG0016123	XP_009145492.1	Cg004G1280600
OG0016125	XP_009137910.1	Cg001G0099400
OG0016126	XP_009128209.2	Cg001G0102900
OG0016128	XP_009105209.1	Cg007G2427200
OG0016129	XP_009105205.1	Cg007G2427000
OG0016130	XP_009127483.1	Cg007G2425700
OG0016131	XP_009127472.1	Cg007G2424300
OG0016132	XP_033140105.1	Cg007G2423400
OG0016133	XP_009127466.1	Cg007G2423000
OG0016134	XP_009105166.1	Cg007G2417500
OG0016135	XP_009127456.1	Cg007G2418300
OG0016136	XP_009105171.1	Cg007G2419300
OG0016137	XP_009127458.1	Cg007G2419500
OG0016139	XP_009127382.2	Cg007G2318200
OG0016140	XP_033131185.1	Cg007G2384500
OG0016141	XP_018511963.2	Cg004G1388200, Cg004G1379300
OG0016142	XP_009128472.1	Cg007G2386000
OG0016143	XP_009127386.1	Cg007G2392600
OG0016144	XP_009113433.1	Cg007G2369400
OG0016145	XP_009119377.1	Cg007G2363800
OG0016146	XP_009120937.1	Cg008G2752700
OG0016147	XP_009126286.1	Cg008G2752500
OG0016148	XP_009126280.1	Cg008G2751900
OG0016149	XP_009120944.1	Cg008G2751800
OG0016150	XP_033137926.1	Cg008G2751200
OG0016151	XP_009120951.1	Cg008G2750700
OG0016152	XP_009120964.2	Cg008G2749400
OG0016153	XP_033142659.1	Cg008G2747700
OG0016154	XP_018511280.2	Cg008G2746800
OG0016155	XP_009121000.1	Cg008G2746300
OG0016156	XP_009121001.1	Cg008G2746200
OG0016157	XP_009151251.1	Cg008G2834400
OG0016158	XP_009151289.1	Cg008G2838600
OG0016159	XP_009111883.1	Cg008G2841100
OG0016160	XP_009151288.1	Cg008G2838400
OG0016161	XP_018512494.1	Cg008G2847700, Cg008G2862200
OG0016162	XP_009102131.1	Cg004G1436200
OG0016163	XP_009139466.1	Cg002G0504900
OG0016164	XP_009139468.1	Cg002G0505100
OG0016165	XP_009136670.2	Cg002G0505400
OG0016166	XP_033145326.1	Cg002G0506200
OG0016167	XP_009136659.1	Cg002G0506600
OG0016168	XP_009115905.1	Cg002G0508400
OG0016169	XP_009139494.1	Cg002G0509600
OG0016170	XP_033146221.1	Cg001G0392700
OG0016171	XP_009139501.1	Cg002G0509900
OG0016172	XP_009115881.1	Cg002G0510900
OG0016173	XP_009115880.2	Cg002G0511000
OG0016174	XP_009148816.2	Cg002G0511400
OG0016175	XP_009115849.1	Cg002G0512600
OG0016176	XP_009148853.1	Cg002G0512800
OG0016177	XP_009136620.1	Cg002G0513100
OG0016178	XP_009115839.2	Cg002G0513500
OG0016179	XP_033144798.1, XP_033137069.1	Cg002G0514500
OG0016180	XP_009115811.1	Cg002G0515400
OG0016181	XP_009115810.1	Cg002G0515500
OG0016182	XP_009115801.1	Cg002G0516100
OG0016183	XP_009118546.2	Cg006G2256300
OG0016184	XP_009119751.3	Cg006G2255700
OG0016185	XP_009118860.1	Cg006G2255500
OG0016186	XP_009119749.1	Cg006G2254100
OG0016187	XP_009119748.1	Cg006G2253800
OG0016188	XP_009118846.1	Cg006G2253500
OG0016189	XP_009118841.1	Cg006G2253200
OG0016190	XP_009119746.1	Cg006G2253100
OG0016191	XP_009118839.1	Cg006G2253000
OG0016192	XP_009118838.1	Cg006G2252900
OG0016193	XP_009118833.1	Cg006G2252200
OG0016194	XP_009119726.1	Cg006G2251700
OG0016195	XP_009118827.1	Cg006G2251300
OG0016196	XP_009119716.2	Cg006G2250900
OG0016197	XP_009119708.2	Cg006G2249900
OG0016198	XP_009111209.1	Cg006G2249000
OG0016199	XP_018510717.1	Cg006G2248400
OG0016200	XP_009119684.1	Cg006G2247300
OG0016201	XP_009119683.1	Cg006G2247100
OG0016202	XP_033135952.1	Cg006G2246800
OG0016203	XP_009118786.2	Cg006G2243500
OG0016204	XP_033130777.1	Cg004G1356200
OG0016205	XP_009119647.2	Cg006G2242900
OG0016206	XP_009119646.1	Cg006G2242800
OG0016207	XP_009119636.1	Cg006G2242300
OG0016209	XP_009111194.1, XP_018511021.2	Cg006G2240200
OG0016210	XP_009119616.1	Cg006G2240100
OG0016211	XP_009119621.1	Cg006G2239400
OG0016212	XP_009119608.1	Cg006G2238100
OG0016213	XP_033135223.1	Cg006G2235100
OG0016214	XP_033138348.1	Cg006G2234000
OG0016215	XP_009119546.1	Cg006G2232500
OG0016216	XP_009119547.1	Cg006G2232400
OG0016217	XP_018510744.1	Cg006G2232300
OG0016218	XP_009119532.2	Cg006G2231200
OG0016219	XP_009118700.1	Cg006G2230600
OG0016220	XP_009118696.2	Cg006G2230300
OG0016221	XP_009118693.1	Cg006G2229800
OG0016222	XP_009111140.1	Cg006G2229000
OG0016223	XP_009118674.1	Cg006G2226500
OG0016224	XP_009119327.1	Cg006G2225300
OG0016225	XP_009119314.1	Cg006G2223800
OG0016226	XP_009119283.1, XP_009118634.1	Cg006G2221300
OG0016227	XP_033138352.1, XP_009119279.1	Cg006G2221000
OG0016228	XP_009119269.1	Cg006G2220300
OG0016229	XP_009119237.2	Cg006G2217600
OG0016230	XP_009119236.1	Cg006G2217400
OG0016231	XP_033137754.1	Cg006G2216700
OG0016232	XP_009119221.1	Cg006G2216600
OG0016233	XP_009111069.1	Cg006G2216400
OG0016234	XP_009114879.1	Cg006G2215600
OG0016235	XP_009119207.2	Cg006G2215100
OG0016236	XP_009119203.1	Cg006G2214700
OG0016237	XP_009119166.1, XP_009118594.1	Cg006G2212700
OG0016238	XP_009119163.1	Cg006G2212400
OG0016239	XP_009118590.1	Cg006G2212100
OG0016240	XP_009129771.1	Cg006G2211900
OG0016241	XP_009119155.1	Cg006G2211400
OG0016242	XP_009119132.1	Cg006G2209700
OG0016243	XP_009119127.2	Cg006G2209000
OG0016244	XP_009111025.2	Cg006G2207600
OG0016245	XP_009118571.1	Cg006G2207500
OG0016246	XP_009118573.1	Cg006G2206700
OG0016247	XP_009111015.1	Cg006G2206100
OG0016248	XP_009119522.1	Cg007G2349200
OG0016249	XP_009118541.1	Cg006G2201200
OG0016250	XP_033134257.1	Cg006G2200600
OG0016251	XP_009119054.1	Cg006G2200000
OG0016252	XP_009119052.1	Cg006G2199900
OG0016253	XP_009110987.1	Cg006G2199600
OG0016254	XP_009110975.1	Cg006G2198700
OG0016255	XP_009119037.1	Cg006G2198500
OG0016256	XP_009119034.1	Cg006G2198100
OG0016257	XP_009118478.1	Cg006G2197300
OG0016258	XP_009119026.1	Cg006G2197100
OG0016259	XP_009118470.1	Cg006G2196300
OG0016260	XP_009110968.1	Cg006G2195600
OG0016261	XP_009119005.1	Cg006G2195300
OG0016262	XP_009119002.1	Cg006G2194800
OG0016263	XP_009118999.1	Cg006G2194600
OG0016264	XP_009118456.2	Cg006G2192200
OG0016265	XP_009136286.1, XP_009119381.1	Cg004G1395200
OG0016266	XP_009138002.1	Cg001G0160300
OG0016268	XP_009110940.1	Cg006G2189000
OG0016269	XP_033137500.1	Cg006G2188900
OG0016270	XP_009148027.1	Cg006G2186900
OG0016271	XP_009148021.1	Cg006G2186700
OG0016272	XP_009148032.1	Cg006G2185500
OG0016273	XP_009111065.1	Cg006G2215700
OG0016274	XP_009148071.1	Cg006G2182900
OG0016275	XP_009148076.1	Cg006G2182200
OG0016276	XP_009148079.1	Cg006G2182000
OG0016277	XP_009148085.1	Cg006G2181000
OG0016278	XP_009148103.1	Cg006G2179000
OG0016279	XP_009148107.1	Cg006G2178500
OG0016280	XP_009110884.1	Cg006G2177800
OG0016281	XP_009118364.1	Cg006G2177600
OG0016282	XP_033128581.1	Cg006G2177300
OG0016283	XP_009118356.1	Cg006G2177000
OG0016284	XP_009118353.1	Cg006G2176500
OG0016285	XP_009148130.1	Cg006G2176200
OG0016286	XP_009148131.1	Cg006G2176100
OG0016287	XP_033148898.1	Cg006G2173800
OG0016288	XP_009110849.1	Cg006G2172700
OG0016289	XP_033133656.1	Cg006G2172600
OG0016290	XP_009148175.1	Cg006G2171800
OG0016291	XP_009107966.1, XP_009146845.1	Cg006G2198300
OG0016292	XP_009148240.1	Cg006G2169800
OG0016293	XP_009110826.2	Cg006G2169700
OG0016294	XP_009110815.1	Cg006G2168000
OG0016295	XP_033129900.1	Cg006G2167400
OG0016296	XP_009148282.1	Cg006G2165500
OG0016297	XP_009148287.1	Cg006G2165400
OG0016298	XP_009148289.1	Cg006G2165300
OG0016299	XP_009148295.1	Cg006G2164900
OG0016300	XP_033128355.1	Cg006G2164300
OG0016301	XP_009148348.1	Cg006G2161000
OG0016302	XP_009144452.1	Cg006G2160500
OG0016303	XP_009118249.1	Cg006G2158200
OG0016304	XP_009144434.1	Cg006G2157900
OG0016305	XP_009148423.2	Cg006G2155100
OG0016306	XP_009148425.1	Cg006G2154300
OG0016307	XP_033133577.1	Cg006G2154200
OG0016308	XP_009124540.1	Cg003G0808100
OG0016309	XP_009110739.1	Cg006G2151100
OG0016310	XP_009107675.1	Cg001G0291900
OG0016311	XP_009148488.1	Cg006G2148000
OG0016312	XP_009148495.2	Cg006G2146500
OG0016313	XP_033129282.1, XP_009110705.1	Cg006G2146200
OG0016314	XP_009110699.1	Cg006G2145300
OG0016315	XP_009148634.1	Cg006G2142600
OG0016316	XP_009148616.1	Cg006G2142200
OG0016317	XP_009118101.1	Cg006G2140800
OG0016318	XP_009118102.2	Cg006G2140700
OG0016319	XP_009110652.1	Cg006G2139800
OG0016320	XP_033129773.1, XP_033129775.1	Cg006G2139200
OG0016321	XP_009148588.1	Cg006G2138600
OG0016322	XP_009118075.1, XP_009148582.1	Cg006G1992000
OG0016323	XP_009110637.1	Cg006G2138000
OG0016324	XP_009118069.1	Cg006G2137400
OG0016325	XP_009148565.1	Cg006G2135500
OG0016326	XP_009118040.1	Cg006G2133800
OG0016327	XP_009148543.2	Cg006G2132000
OG0016328	XP_009148542.1	Cg006G2131700
OG0016329	XP_009148535.1	Cg006G2131200
OG0016330	XP_009110593.2, XP_009148533.1	Cg006G2131000
OG0016331	XP_009148648.1	Cg006G2128500
OG0016332	XP_009123960.1	Cg006G2127700
OG0016333	XP_009123956.1	Cg006G2127400
OG0016334	XP_009117979.1	Cg006G2127100
OG0016335	XP_009148670.1	Cg006G2125900
OG0016336	XP_009117957.1	Cg006G2125300
OG0016337	XP_009148680.1	Cg006G2124200
OG0016338	XP_009148679.1	Cg006G2124300
OG0016339	XP_009117934.1	Cg006G2122800
OG0016340	XP_009117928.1	Cg006G2122500
OG0016341	XP_009117924.1	Cg006G2122300
OG0016342	XP_009148712.1	Cg006G2121200
OG0016343	XP_009148714.1	Cg006G2121000
OG0016344	XP_009148715.1	Cg006G2120900
OG0016345	XP_009148726.1	Cg006G2120300
OG0016346	XP_009148830.1	Cg006G2118400
OG0016347	XP_009148835.1, XP_009110539.1	Cg006G2118100
OG0016348	XP_009148901.1	Cg006G2111700
OG0016349	XP_033129073.1	Cg006G2110200
OG0016351	XP_009148934.1	Cg006G2109300
OG0016353	XP_009110475.1	Cg006G2107200
OG0016354	XP_009148961.1	Cg006G2106800
OG0016355	XP_009139720.1	Cg007G2546500
OG0016356	XP_009110463.1, XP_009149047.1	Cg006G2103400
OG0016358	XP_009149069.1	Cg006G2100900
OG0016359	XP_009117765.2	Cg006G2099900
OG0016360	XP_009110450.1	Cg006G2099600
OG0016361	XP_009117755.1	Cg006G2098500
OG0016362	XP_009149099.1	Cg006G2098200
OG0016363	XP_009149102.1	Cg006G2098000
OG0016364	XP_009149105.1	Cg006G2097800
OG0016365	XP_009110431.1	Cg006G2094800
OG0016366	XP_009110429.1	Cg006G2093900
OG0016367	XP_009149162.1	Cg006G2092700
OG0016368	XP_009149165.1, XP_009110423.1	Cg006G2092600
OG0016369	XP_033132690.1, XP_033128970.1	Cg006G2092400
OG0016371	XP_009110417.1	Cg006G2092000
OG0016372	XP_009149178.1	Cg006G2091400
OG0016373	XP_009129835.1	Cg008G2834700
OG0016374	XP_009149193.1	Cg006G2090300
OG0016375	XP_009149196.1	Cg006G2090000
OG0016376	XP_009149198.1	Cg006G2089800
OG0016377	XP_009149204.1	Cg006G2089700
OG0016378	XP_033130086.1, XP_033133187.1	Cg006G2089200
OG0016379	XP_009117654.1	Cg006G2088800
OG0016380	XP_009110390.1	Cg006G2087400
OG0016381	XP_009149231.2, XP_033128099.1	Cg006G2087300
OG0016382	XP_009110388.1	Cg006G2087200
OG0016383	XP_033143418.1	Cg005G1700800
OG0016384	XP_009149256.2	Cg006G2085100
OG0016385	XP_009110367.1	Cg006G2084900
OG0016386	XP_009110364.1	Cg006G2084300
OG0016387	XP_009110363.1	Cg006G2084100
OG0016388	XP_009149262.1	Cg006G2083900
OG0016389	XP_009149264.1	Cg006G2083700
OG0016390	XP_009149270.1	Cg006G2083200
OG0016393	XP_009117602.1	Cg006G2078700
OG0016394	XP_033132823.1	Cg006G2077200
OG0016395	XP_009110320.1	Cg006G2076900
OG0016396	XP_009110308.1	Cg006G2075600
OG0016397	XP_009149385.1	Cg006G2074700
OG0016398	XP_009117563.1	Cg006G2074300
OG0016399	XP_009149391.1	Cg006G2073600
OG0016400	XP_009110286.1	Cg006G2072500
OG0016401	XP_009149406.1	Cg006G2072200
OG0016402	XP_009149415.1	Cg006G2071900
OG0016403	XP_009149420.1	Cg006G2071600
OG0016404	XP_009149435.1	Cg006G2070700
OG0016405	XP_033129205.1	Cg006G2069300
OG0016406	XP_033128820.1	Cg006G2067900
OG0016407	XP_009102406.1	Cg004G1325400
OG0016408	XP_009103365.1	Cg006G2065200
OG0016409	XP_033130590.1	Cg006G2065100
OG0016410	XP_009103357.1	Cg006G2064500
OG0016411	XP_009149628.1	Cg006G2061300
OG0016412	XP_033129914.1	Cg006G2061000
OG0016413	XP_033131042.1	Cg006G2057800
OG0016414	XP_033128012.1	Cg006G2056100
OG0016415	XP_033128965.1	Cg006G2053600
OG0016416	XP_009140483.1	Cg005G1753500
OG0016417	XP_009149671.1	Cg006G2051100
OG0016418	XP_009149672.1	Cg006G2051000
OG0016419	XP_009149676.1	Cg006G2050700
OG0016420	XP_009149680.1	Cg006G2050400
OG0016421	XP_033132247.1	Cg006G2050300
OG0016422	XP_009149678.1	Cg006G2050200
OG0016423	XP_009149694.1	Cg006G2049200
OG0016424	XP_009149695.1	Cg006G2049000
OG0016425	XP_009149698.1	Cg006G2048800
OG0016426	XP_009149702.2	Cg006G2048600
OG0016427	XP_009103259.1, XP_009145371.1	Cg006G2044800
OG0016428	XP_009103254.1, XP_009145368.1	Cg006G2044600
OG0016429	XP_009145366.1	Cg006G2044500
OG0016430	XP_018514568.1	Cg006G2042100
OG0016431	XP_009123120.1	Cg006G2041900
OG0016432	XP_009123116.1	Cg006G2041300
OG0016433	XP_009115625.1	Cg006G2041200
OG0016434	XP_033134593.1	Cg006G2040300
OG0016435	XP_009115610.1	Cg006G2039500
OG0016436	NP_001288824.1	Cg006G2038800
OG0016437	XP_009115600.2	Cg006G2038600
OG0016438	XP_009115596.1	Cg006G2038500
OG0016439	XP_009115569.1	Cg006G2036200
OG0016440	XP_033130852.1	Cg006G2035700
OG0016441	XP_009105848.1	Cg007G2487400
OG0016442	XP_009105839.1	Cg007G2487100
OG0016443	XP_009105832.1	Cg007G2486500
OG0016444	XP_009105830.1	Cg007G2486400
OG0016445	XP_009105824.1	Cg007G2485600
OG0016446	XP_009105817.1	Cg007G2485200
OG0016447	XP_018508573.1	Cg007G2485100
OG0016448	XP_033130212.1	Cg007G2484900
OG0016449	XP_009105811.1	Cg007G2484600
OG0016450	XP_033130266.1	Cg007G2483300
OG0016451	XP_009105792.1	Cg007G2483000
OG0016452	XP_009105789.1	Cg007G2482700
OG0016453	XP_009129549.1	Cg006G1870700
OG0016454	XP_033141925.1	Cg007G2481800
OG0016455	XP_009127845.1	Cg007G2481600
OG0016456	XP_009105777.1	Cg007G2481500
OG0016457	XP_009127406.1	Cg007G2404500
OG0016458	XP_009105757.1	Cg007G2479400
OG0016459	XP_009105735.1	Cg007G2476800
OG0016460	XP_009105728.1	Cg007G2476100
OG0016461	XP_009127807.1	Cg007G2475300
OG0016462	XP_009127788.1	Cg007G2473400
OG0016463	XP_009104964.1	Cg007G2472400
OG0016464	XP_033130237.1	Cg007G2471800
OG0016465	XP_009105685.1	Cg007G2471300
OG0016466	XP_009105680.1	Cg007G2470900
OG0016467	XP_033136200.1	Cg006G1944000
OG0016468	XP_033132256.1	Cg001G0312900
OG0016469	XP_009114848.1	Cg006G1943200
OG0016470	XP_009107963.1	Cg006G1942500
OG0016471	XP_009124372.1, XP_009107959.1	Cg006G1940700
OG0016472	XP_009123749.1	Cg006G1939600
OG0016473	XP_033135497.1	Cg006G1939400
OG0016474	XP_009114808.2	Cg006G1939100
OG0016476	XP_009112942.1	Cg007G2269600
OG0016477	XP_033136352.1	Cg007G2270200
OG0016478	XP_009112747.1	Cg007G2270300
OG0016479	XP_009134060.1	Cg003G0992900
OG0016480	XP_009112985.1	Cg007G2273100
OG0016481	XP_009113032.1	Cg007G2274300
OG0016482	XP_009113041.1	Cg007G2275600
OG0016483	XP_033143544.1	Cg007G2276300
OG0016484	XP_009113045.1	Cg007G2276500
OG0016485	XP_009113048.1	Cg007G2276600
OG0016486	XP_009113050.1	Cg007G2276800
OG0016487	XP_009113052.1	Cg007G2276900
OG0016488	XP_009113053.2	Cg007G2277000
OG0016489	XP_033134784.1	Cg007G2278600
OG0016490	XP_009113074.1	Cg007G2278900
OG0016491	XP_009151422.1	Cg003G0808400
OG0016492	XP_033135774.1	Cg007G2285600
OG0016493	XP_009113360.1, XP_009105767.1	Cg007G2286000
OG0016494	XP_009113116.1	Cg007G2286800
OG0016495	XP_009124638.2	Cg007G2288600
OG0016496	XP_009113138.1	Cg007G2290900
OG0016497	XP_009113588.1	Cg003G0778200
OG0016498	XP_033134522.1	Cg007G2292000
OG0016499	XP_009104481.1	Cg007G2292400
OG0016500	XP_009104461.1	Cg007G2292500
OG0016501	XP_009104349.1	Cg007G2295200
OG0016502	XP_009123495.1	Cg007G2297700
OG0016503	XP_009113185.1	Cg007G2296100
OG0016504	XP_018510951.1	Cg007G2301900
OG0016505	XP_009103823.1	Cg007G2302300
OG0016506	XP_009113209.1	Cg007G2303400
OG0016507	XP_009113213.1	Cg007G2303700
OG0016508	XP_009113218.1	Cg007G2304800
OG0016509	XP_009119359.1	Cg004G1441400
OG0016510	XP_033131863.1	Cg007G2306100
OG0016511	XP_009113257.1	Cg007G2306300
OG0016512	NP_001288895.1	Cg007G2308800
OG0016513	XP_009103213.1	Cg007G2309300
OG0016514	XP_009113285.1	Cg007G2311200
OG0016515	XP_009103028.1	Cg007G2312500
OG0016516	XP_009102905.1	Cg007G2313000
OG0016517	XP_009143855.1	Cg001G0125900
OG0016518	XP_009113307.1	Cg007G2314500
OG0016519	XP_009113319.1	Cg007G2316300
OG0016520	XP_009113320.1	Cg007G2316500
OG0016521	XP_009102692.1	Cg007G2318000
OG0016522	XP_009124462.1	Cg007G2318500
OG0016523	XP_009113333.1	Cg007G2320400
OG0016524	XP_009113351.1	Cg004G1364100
OG0016525	XP_009113353.1	Cg007G2324100
OG0016527	XP_009113356.1	Cg007G2326200
OG0016528	XP_009113378.2	Cg007G2327000
OG0016529	XP_009113369.2	Cg007G2330900
OG0016530	XP_009122981.1	Cg007G2334900
OG0016531	XP_009122983.1	Cg007G2336900
OG0016532	XP_009113393.1	Cg007G2337000
OG0016533	XP_009122988.1	Cg007G2337600
OG0016534	XP_009122993.1	Cg007G2338400
OG0016535	XP_018511309.1, XP_009113398.2	Cg007G2341000
OG0016536	XP_009113402.1	Cg007G2341200
OG0016537	XP_009112803.1	Cg007G2263400
OG0016538	XP_009112815.1	Cg007G2262500
OG0016539	XP_009127350.1	Cg003G0883200
OG0016540	XP_009129777.1	Cg008G2842400
OG0016541	XP_009112821.1	Cg007G2261900
OG0016542	XP_018510635.1	Cg007G2260700
OG0016543	XP_009112836.1	Cg007G2260200
OG0016544	XP_009112837.1	Cg007G2260100
OG0016545	XP_009124666.1	Cg007G2259400
OG0016547	XP_009112847.1	Cg007G2257900
OG0016548	XP_009114221.1	Cg007G2256800
OG0016549	XP_009114354.1	Cg008G2972600
OG0016550	XP_009101518.2	Cg008G2972700
OG0016551	XP_009101325.1	Cg002G0691000
OG0016553	XP_009101481.1	Cg008G2978000
OG0016554	XP_009101424.1	Cg008G2983300
OG0016555	XP_009101385.1	Cg001G0320400
OG0016556	XP_009101383.1	Cg007G2502000
OG0016557	XP_009113890.1	Cg008G2950900
OG0016558	XP_009101641.1	Cg008G2949900, Cg008G2950000
OG0016559	XP_009101643.1	Cg008G2950300, Cg008G2949600
OG0016560	XP_033142989.1	Cg001G0137400
OG0016561	XP_009101687.1	Cg008G2948700
OG0016562	XP_009101713.1	Cg008G2943900
OG0016564	XP_009114493.1	Cg003G0736500, Cg003G0861700
OG0016565	XP_009114519.2	Cg003G0859600, Cg003G0738400
OG0016566	XP_009114525.1	Cg003G0859000, Cg003G0739000
OG0016567	XP_009128855.1	Cg001G0108800
OG0016568	XP_009109029.1	Cg001G0106900
OG0016569	XP_009137852.1	Cg001G0106700
OG0016570	XP_009137860.1	Cg001G0105400
