Orthogroup	Brassica_rapa	Rorippa_islandica
OG0014301	XP_009130863.1, XP_009122902.1	Roisl.0075s0150.1.p, Roisl.0056s0026.1.p
OG0014302	XP_009125644.1, XP_033137767.1	Roisl.0042s0022.1.p
OG0014303	XP_009131266.1, XP_009121867.1	Roisl.0210s0948.1.p
OG0014304	XP_033137548.1, XP_009131457.1	Roisl.0210s1233.1.p
OG0014306	XP_009151420.1	Roisl.0020s0037.1.p
OG0014307	XP_009134114.1	Roisl.0214s0064.1.p
OG0014308	XP_009113530.1	Roisl.0032s0066.1.p
OG0014309	XP_009108232.1	Roisl.0009s0042.1.p, Roisl.0009s0043.1.p, Roisl.0057s0025.1.p
OG0014310	XP_009114514.1	Roisl.0082s0265.1.p
OG0014311	XP_009105319.1	Roisl.0191s0600.1.p
OG0014312	XP_018512217.1, XP_009128621.2	Roisl.0191s0490.1.p
OG0014313	XP_009116435.1, XP_009108748.1	Roisl.0001s0005.1.p
OG0014314	XP_033143785.1, XP_033130700.1, XP_033130695.1	Roisl.0003s0082.1.p
OG0014315	XP_009142222.1, XP_009137591.1	Roisl.0022s0295.1.p
OG0014316	XP_009137570.1	Roisl.0022s0259.1.p
OG0014317	XP_009131762.2	Roisl.0091s0468.1.p
OG0014318	XP_009145565.1	Roisl.0091s0660.1.p
OG0014319	XP_009113943.1	Roisl.0214s0054.1.p, Roisl.0053s0001.1.p, Roisl.0053s0003.1.p
OG0014320	XP_009124445.1, XP_033132299.1	Roisl.0015s0165.1.p
OG0014321	XP_033145516.1, XP_033134812.1	Roisl.0053s0084.1.p
OG0014322	XP_009139775.1	Roisl.0046s0014.1.p
OG0014323	XP_009114392.1	Roisl.0005s0270.1.p
OG0014324	XP_009123875.1, XP_009114003.1	Roisl.0012s0092.1.p
OG0014325	XP_018515358.2, XP_009114006.1	Roisl.0012s0088.1.p
OG0014326	XP_009101822.1	Roisl.0214s0282.1.p
OG0014327	XP_009151709.1	Roisl.0036s0064.1.p
OG0014328	XP_009134041.1	Roisl.0012s0021.1.p, Roisl.0214s0098.1.p
OG0014329	XP_009127354.1	Roisl.0214s0228.1.p
OG0014330	XP_009132696.1	Roisl.0214s0256.1.p
OG0014331	XP_009134066.1	Roisl.0012s0056.1.p
OG0014332	XP_009123765.1	Roisl.0012s0047.1.p
OG0014333	XP_033141681.1, XP_033138276.1	Roisl.0189s0191.1.p
OG0014334	XP_009119978.1	Roisl.0080s0886.1.p
OG0014335	XP_009127066.1, XP_009120007.1	Roisl.0080s0859.1.p
OG0014336	XP_009130216.1, XP_009151367.1	Roisl.0024s0113.1.p
OG0014339	XP_033138636.1	Roisl.0210s1771.1.p
OG0014340	XP_009125221.1, XP_009140149.1	Roisl.0200s0025.1.p
OG0014341	XP_033134423.1, XP_009115268.1	Roisl.0191s0520.1.p
OG0014342	XP_009152134.1	Roisl.0011s0303.1.p
OG0014343	XP_009135691.1, XP_009110389.1	Roisl.0115s0380.1.p
OG0014344	XP_009110720.1, XP_033129283.1	Roisl.0021s0236.1.p
OG0014346	XP_009106689.1	Roisl.0115s0154.1.p
OG0014357	XP_033135475.1, XP_033135474.1, XP_009113081.1, XP_009136215.1	Roisl.0020s0100.1.p, Roisl.0020s0105.1.p, Roisl.0020s0103.1.p, Roisl.0020s0098.1.p
OG0014373	XP_009150293.1	Roisl.0208s0034.1.p
OG0014374	XP_009150492.1	Roisl.0209s0385.1.p
OG0014375	XP_009149952.1	Roisl.0209s0400.1.p
OG0014376	XP_009149947.1	Roisl.0209s0404.1.p
OG0014377	XP_009149944.1	Roisl.0209s0405.1.p
OG0014378	XP_009149943.1	Roisl.0209s0406.1.p
OG0014379	XP_033129993.1	Roisl.0209s0433.1.p
OG0014380	XP_009127090.1	Roisl.0052s0011.1.p
OG0014381	XP_009151364.1	Roisl.0046s0772.1.p
OG0014382	XP_009149817.2	Roisl.0046s0766.1.p
OG0014383	XP_009149821.1	Roisl.0046s0763.1.p
OG0014384	XP_009149826.1	Roisl.0046s0759.1.p
OG0014385	XP_009149829.1	Roisl.0046s0756.1.p
OG0014386	XP_009149832.1	Roisl.0046s0740.1.p
OG0014387	XP_009150922.1	Roisl.0046s0734.1.p
OG0014388	XP_009149861.1	Roisl.0046s0707.1.p
OG0014389	XP_009149851.2	Roisl.0046s0715.1.p
OG0014390	XP_009113794.1	Roisl.0015s0077.1.p
OG0014391	XP_009149865.1	Roisl.0046s0694.1.p
OG0014392	XP_033129041.1	Roisl.0046s0686.1.p
OG0014393	XP_009149871.1	Roisl.0046s0684.1.p
OG0014394	XP_009101374.1	Roisl.0011s0003.1.p
OG0014395	XP_009107101.1	Roisl.0011s0010.1.p
OG0014396	XP_009114207.1	Roisl.0011s0120.1.p
OG0014397	XP_009140008.1	Roisl.0009s0191.1.p
OG0014398	XP_009125138.1	Roisl.0009s0198.1.p
OG0014399	XP_009140002.2	Roisl.0009s0205.1.p
OG0014400	XP_033144305.1	Roisl.0003s0079.1.p
OG0014401	XP_009108062.2	Roisl.0015s0142.1.p
OG0014402	XP_009143561.1	Roisl.0013s0194.1.p
OG0014403	XP_033141645.1	Roisl.0210s1495.1.p
OG0014404	XP_033138096.1	Roisl.0210s1484.1.p
OG0014405	XP_009107540.2	Roisl.0210s1465.1.p
OG0014406	XP_009107533.1	Roisl.0210s1463.1.p
OG0014407	XP_009107529.2	Roisl.0210s1456.1.p
OG0014408	XP_009126188.1	Roisl.0210s1443.1.p
OG0014409	XP_009131594.1	Roisl.0210s1438.1.p
OG0014410	XP_009107505.1	Roisl.0210s1433.1.p
OG0014411	XP_009126173.1	Roisl.0210s1421.1.p
OG0014412	XP_009121424.1	Roisl.0210s1391.1.p
OG0014413	XP_033137397.1	Roisl.0210s1389.1.p
OG0014414	XP_009126141.1	Roisl.0210s1385.1.p
OG0014415	XP_009126337.1	Roisl.0210s1378.1.p
OG0014416	XP_018512034.1	Roisl.0210s1361.1.p
OG0014418	XP_009121512.1	Roisl.0210s1312.1.p
OG0014419	XP_009111842.1	Roisl.0014s0068.1.p
OG0014420	XP_009126065.3, XP_009131491.1	Roisl.0210s1267.1.p
OG0014421	XP_009144429.1	Roisl.0022s0515.1.p
OG0014422	XP_009126052.1	Roisl.0210s1251.1.p
OG0014423	XP_009131464.1	Roisl.0210s1244.1.p
OG0014424	XP_009121581.1	Roisl.0210s1237.1.p
OG0014425	XP_009126042.1	Roisl.0210s1227.1.p
OG0014426	XP_009126025.1	Roisl.0210s1204.1.p
OG0014427	XP_009126023.1	Roisl.0210s1202.1.p
OG0014428	XP_009126022.2	Roisl.0210s1201.1.p
OG0014429	XP_009121634.1	Roisl.0210s1180.1.p
OG0014430	XP_009121647.1	Roisl.0210s1170.1.p
OG0014431	XP_009121650.1	Roisl.0210s1167.1.p
OG0014432	XP_009125986.2	Roisl.0210s1157.1.p
OG0014433	XP_009108085.1	Roisl.0075s0124.1.p
OG0014434	XP_009121657.1	Roisl.0210s1156.1.p
OG0014435	XP_009125982.1	Roisl.0210s1154.1.p
OG0014436	XP_009131414.1	Roisl.0210s1152.1.p
OG0014437	XP_009121665.1	Roisl.0210s1142.1.p
OG0014438	XP_018511204.1	Roisl.0210s1129.1.p
OG0014439	XP_033137808.1	Roisl.0210s1123.1.p
OG0014440	XP_009131389.2	Roisl.0210s1115.1.p
OG0014441	XP_033137824.1	Roisl.0210s1110.1.p
OG0014442	XP_009121701.1	Roisl.0210s1108.1.p
OG0014443	XP_009121718.2	Roisl.0210s1087.1.p
OG0014444	XP_009121719.1	Roisl.0210s1086.1.p
OG0014445	XP_009121722.2	Roisl.0210s1080.1.p
OG0014446	XP_009125945.1	Roisl.0210s1073.1.p
OG0014447	XP_009125909.1	Roisl.0210s1035.1.p
OG0014448	XP_009125906.1	Roisl.0210s1034.1.p
OG0014449	XP_009131319.1	Roisl.0210s1000.1.p
OG0014450	XP_033142471.1	Roisl.0210s0982.1.p
OG0014452	XP_009121857.1, XP_033140893.1	Roisl.0210s0958.1.p
OG0014453	XP_009121862.1	Roisl.0210s0954.1.p
OG0014454	XP_009121872.1	Roisl.0210s0944.1.p
OG0014455	XP_009125851.1	Roisl.0210s0940.1.p
OG0014456	XP_009121915.1	Roisl.0210s0903.1.p
OG0014457	XP_009131225.1	Roisl.0210s0894.1.p
OG0014458	XP_009137800.1	Roisl.0044s0005.1.p
OG0014459	XP_009121932.1	Roisl.0210s0879.1.p
OG0014460	XP_009151846.2	Roisl.0188s0116.1.p
OG0014461	XP_033138548.1	Roisl.0210s0852.1.p
OG0014462	XP_009121970.1	Roisl.0210s0844.1.p
OG0014463	XP_009125786.1	Roisl.0210s0828.1.p
OG0014464	XP_009122000.1	Roisl.0210s0822.1.p
OG0014465	XP_009122001.1	Roisl.0210s0821.1.p
OG0014466	XP_009122002.1	Roisl.0210s0816.1.p
OG0014467	XP_009122011.1	Roisl.0210s0808.1.p
OG0014468	XP_009122014.1	Roisl.0210s0805.1.p
OG0014469	XP_009122018.1, XP_009125268.1	Roisl.0210s0801.1.p
OG0014470	XP_009131173.1	Roisl.0210s0785.1.p
OG0014471	XP_009125286.1	Roisl.0210s0783.1.p
OG0014472	XP_009122036.1	Roisl.0210s0778.1.p
OG0014473	XP_009122041.1	Roisl.0210s0774.1.p
OG0014474	XP_033145210.1, XP_009131170.2	Roisl.0210s0773.1.p
OG0014475	XP_009122045.1	Roisl.0210s0768.1.p
OG0014476	XP_018511090.1	Roisl.0210s0755.1.p
OG0014477	XP_009122078.1	Roisl.0210s0737.1.p
OG0014478	XP_009125328.1, XP_009131144.1	Roisl.0210s0727.1.p
OG0014479	XP_009131142.1	Roisl.0210s0726.1.p
OG0014480	XP_009122102.1	Roisl.0210s0713.1.p
OG0014481	XP_009124274.2	Roisl.0015s0177.1.p
OG0014482	XP_009122527.1	Roisl.0210s0673.1.p
OG0014483	XP_009122518.1	Roisl.0210s0653.1.p
OG0014484	XP_009125763.1	Roisl.0210s0652.1.p
OG0014485	XP_009122494.1	Roisl.0210s0624.1.p
OG0014486	XP_009122479.1	Roisl.0210s0613.1.p
OG0014487	XP_009122469.1	Roisl.0210s0607.1.p
OG0014488	XP_009122449.1	Roisl.0210s0594.1.p
OG0014489	XP_033144205.1	Roisl.0053s0170.1.p
OG0014490	XP_009131058.1	Roisl.0210s0580.1.p
OG0014491	XP_009125725.1	Roisl.0210s0577.1.p
OG0014493	XP_033144935.1	Roisl.0210s0547.1.p
OG0014494	XP_009125709.3	Roisl.0210s0533.1.p
OG0014495	XP_009122324.2	Roisl.0210s0502.1.p
OG0014496	XP_009130996.1	Roisl.0210s0490.1.p
OG0014497	XP_009134388.1	Roisl.0082s0379.1.p
OG0014498	XP_009137498.1	Roisl.0022s0154.1.p
OG0014499	XP_009138807.1	Roisl.0022s0149.1.p
OG0014500	XP_009137485.1, XP_009138695.1	Roisl.0022s0140.1.p
OG0014501	XP_009138673.1, XP_009137483.1	Roisl.0022s0138.1.p
OG0014502	XP_009138537.1	Roisl.0022s0123.1.p
OG0014503	XP_009138485.1	Roisl.0022s0118.1.p
OG0014504	XP_009138444.1	Roisl.0022s0115.1.p
OG0014505	XP_009140622.1	Roisl.0029s0073.1.p
OG0014506	XP_009150057.2	Roisl.0209s0292.1.p
OG0014507	XP_009103549.1	Roisl.0029s0060.1.p
OG0014508	XP_009103553.1	Roisl.0010s0012.1.p
OG0014509	XP_009103554.1	Roisl.0029s0054.1.p
OG0014510	XP_009103555.1	Roisl.0029s0041.1.p
OG0014511	XP_009103557.1	Roisl.0010s0031.1.p
OG0014512	XP_009106920.1	Roisl.0010s0027.1.p
OG0014513	XP_009140862.3	Roisl.0010s0004.1.p
OG0014514	XP_009103561.2	Roisl.0010s0001.1.p
OG0014515	XP_009140764.1	Roisl.0046s0665.1.p
OG0014516	XP_009140774.1	Roisl.0204s0132.1.p
OG0014517	XP_009133901.1	Roisl.0204s0090.1.p
OG0014518	XP_009140799.2	Roisl.0204s0080.1.p
OG0014519	XP_009103596.1	Roisl.0204s0079.1.p
OG0014520	XP_033138862.1, XP_033145822.1	Roisl.0204s0046.1.p
OG0014521	XP_009140828.1	Roisl.0204s0011.1.p
OG0014522	XP_009103630.1	Roisl.0082s0541.1.p
OG0014523	XP_009140842.1	Roisl.0082s0550.1.p
OG0014524	XP_009140844.1	Roisl.0082s0556.1.p
OG0014525	XP_009103651.2	Roisl.0082s0563.1.p
OG0014526	XP_009140848.1	Roisl.0082s0568.1.p
OG0014527	XP_009103664.1	Roisl.0082s0580.1.p
OG0014528	XP_009103673.1	Roisl.0082s0590.1.p
OG0014529	XP_009103678.1	Roisl.0082s0593.1.p
OG0014530	XP_009103693.1	Roisl.0082s0609.1.p
OG0014531	XP_009140918.1	Roisl.0082s0620.1.p
OG0014532	XP_009140923.1	Roisl.0082s0628.1.p
OG0014533	XP_033130793.1	Roisl.0082s0635.1.p
OG0014534	XP_009140929.1	Roisl.0082s0637.1.p
OG0014535	XP_009140944.1	Roisl.0082s0652.1.p
OG0014536	XP_009125047.1	Roisl.0082s0692.1.p
OG0014537	XP_009140962.1	Roisl.0082s0695.1.p
OG0014538	XP_009144369.1	Roisl.0082s0744.1.p
OG0014539	XP_009144359.2	Roisl.0082s0754.1.p
OG0014540	XP_009144358.1	Roisl.0082s0757.1.p
OG0014541	XP_009144341.1	Roisl.0033s0010.1.p
OG0014542	XP_009144334.1	Roisl.0033s0022.1.p
OG0014543	XP_009144328.1	Roisl.0033s0028.1.p
OG0014544	XP_009144323.1	Roisl.0033s0034.1.p
OG0014545	XP_009132721.1	Roisl.0033s0042.1.p
OG0014546	XP_009132723.1	Roisl.0033s0047.1.p
OG0014547	XP_009132758.1	Roisl.0033s0105.1.p
OG0014548	XP_009144235.1	Roisl.0210s1900.1.p
OG0014549	XP_009116481.1	Roisl.0026s0115.1.p
OG0014550	XP_009141174.1, XP_009144227.1	Roisl.0033s0167.1.p
OG0014551	XP_009144225.1	Roisl.0033s0168.1.p
OG0014552	XP_009144222.2	Roisl.0017s0512.1.p
OG0014553	XP_009132783.2	Roisl.0017s0515.1.p
OG0014554	XP_009141162.1	Roisl.0017s0509.1.p
OG0014555	XP_009137796.1	Roisl.0008s0236.1.p
OG0014556	XP_009141194.1	Roisl.0017s0467.1.p
OG0014557	XP_009144021.1	Roisl.0017s0460.1.p
OG0014558	XP_033145354.1	Roisl.0017s0449.1.p
OG0014559	XP_009144034.1	Roisl.0017s0444.1.p
OG0014560	XP_018514513.2	Roisl.0017s0438.1.p
OG0014561	XP_009132859.1	Roisl.0028s0645.1.p
OG0014562	XP_009143996.1	Roisl.0028s0634.1.p
OG0014563	XP_033143743.1	Roisl.0028s0617.1.p
OG0014564	XP_009143959.1	Roisl.0017s0425.1.p
OG0014565	XP_009132879.1	Roisl.0028s0662.1.p
OG0014566	XP_009132881.1	Roisl.0028s0666.1.p
OG0014567	XP_009143922.1	Roisl.0028s0680.1.p
OG0014568	XP_009143918.1	Roisl.0028s0681.1.p
OG0014569	XP_009141310.1, XP_009143864.1	Roisl.0028s0738.1.p
OG0014570	XP_009101785.1	Roisl.0012s0112.1.p
OG0014571	XP_009101769.1	Roisl.0012s0144.1.p
OG0014572	XP_009101766.1	Roisl.0012s0170.1.p
OG0014573	XP_009101760.1	Roisl.0012s0172.1.p
OG0014574	XP_009101759.1	Roisl.0012s0174.1.p
OG0014575	NP_001289000.1	Roisl.0012s0182.1.p
OG0014576	XP_009113968.1	Roisl.0012s0199.1.p
OG0014577	XP_009101748.1	Roisl.0012s0207.1.p
OG0014578	XP_033135767.1	Roisl.0012s0233.1.p
OG0014579	XP_009101734.1	Roisl.0012s0234.1.p
OG0014580	XP_009101732.2	Roisl.0012s0236.1.p
OG0014581	XP_009101728.1	Roisl.0012s0247.1.p
OG0014582	XP_009139068.1	Roisl.0022s0171.1.p
OG0014583	XP_009137515.1	Roisl.0022s0177.1.p
OG0014584	XP_009137520.1	Roisl.0022s0181.1.p
OG0014585	XP_033141303.1	Roisl.0022s0191.1.p
OG0014586	XP_009139238.1	Roisl.0022s0192.1.p
OG0014587	XP_033142959.1	Roisl.0022s0202.1.p
OG0014588	XP_033142992.1, XP_009139330.1	Roisl.0022s0204.1.p
OG0014589	XP_009118936.1	Roisl.0013s0182.1.p
OG0014590	XP_033137525.1	Roisl.0013s0187.1.p
OG0014591	XP_033147972.1, XP_009107419.2	Roisl.0013s0192.1.p
OG0014592	XP_009145041.2	Roisl.0013s0220.1.p
OG0014593	XP_009118921.1	Roisl.0013s0230.1.p
OG0014594	XP_033133334.1, XP_033136532.1	Roisl.0015s0123.1.p
OG0014595	XP_009129550.1	Roisl.0179s0018.1.p
OG0014596	XP_033131987.1	Roisl.0004s0226.1.p
OG0014597	XP_009107462.1, XP_009129554.1	Roisl.0179s0011.1.p
OG0014598	XP_009107455.2	Roisl.0066s0392.1.p
OG0014599	XP_018511404.1	Roisl.0066s0367.1.p
OG0014600	XP_009107445.1	Roisl.0066s0370.1.p
OG0014601	XP_009113734.1	Roisl.0213s0039.1.p
OG0014602	XP_009109776.1	Roisl.0213s0040.1.p
OG0014603	XP_009109771.1	Roisl.0213s0047.1.p
OG0014604	XP_009109764.1	Roisl.0213s0054.1.p
OG0014605	XP_033133446.1	Roisl.0213s0070.1.p
OG0014606	XP_009109748.2	Roisl.0213s0081.1.p
OG0014607	XP_009113675.2	Roisl.0213s0094.1.p
OG0014608	XP_009113673.1	Roisl.0213s0095.1.p
OG0014609	XP_009113664.1	Roisl.0213s0105.1.p
OG0014610	XP_009102885.1	Roisl.0213s0148.1.p
OG0014611	XP_009109677.1	Roisl.0213s0171.1.p
OG0014612	XP_009115240.1	Roisl.0213s0190.1.p
OG0014613	XP_009102847.1	Roisl.0213s0210.1.p
OG0014614	XP_009115224.1	Roisl.0213s0223.1.p
OG0014615	XP_009115213.1	Roisl.0213s0243.1.p
OG0014616	XP_009115205.1	Roisl.0213s0253.1.p
OG0014617	XP_009115202.1	Roisl.0213s0264.1.p
OG0014618	XP_009115195.1	Roisl.0213s0270.1.p
OG0014619	XP_009115192.1	Roisl.0213s0272.1.p
OG0014620	XP_009115137.1	Roisl.0213s0311.1.p
OG0014621	XP_009115133.1	Roisl.0213s0314.1.p
OG0014622	XP_009115132.1	Roisl.0213s0315.1.p
OG0014623	XP_009138156.1	Roisl.0022s0099.1.p
OG0014624	XP_009115123.1	Roisl.0213s0324.1.p
OG0014625	XP_009115114.1	Roisl.0213s0327.1.p
OG0014626	XP_009115060.1	Roisl.0213s0330.1.p
OG0014627	XP_009115036.1, XP_009102684.1	Roisl.0213s0350.1.p
OG0014628	XP_009115033.1	Roisl.0213s0358.1.p
OG0014629	XP_009115026.1	Roisl.0213s0364.1.p
OG0014630	XP_009115018.1	Roisl.0213s0380.1.p
OG0014631	XP_009102671.1	Roisl.0213s0394.1.p
OG0014632	XP_009108132.1	Roisl.0213s0395.1.p
OG0014633	XP_009102666.1	Roisl.0213s0416.1.p
OG0014634	XP_009108119.2	Roisl.0213s0422.1.p
OG0014635	XP_009108118.1	Roisl.0213s0427.1.p
OG0014636	XP_009114986.1	Roisl.0213s0430.1.p
OG0014637	XP_033135666.1	Roisl.0213s0433.1.p
OG0014638	XP_009114966.1	Roisl.0213s0453.1.p
OG0014639	XP_009145230.1	Roisl.0213s0454.1.p
OG0014640	XP_009108103.2	Roisl.0213s0455.1.p
OG0014641	XP_009108002.1	Roisl.0213s0471.1.p
OG0014642	XP_009114911.1	Roisl.0213s0503.1.p
OG0014643	XP_009145204.1	Roisl.0213s0504.1.p
OG0014644	XP_009114905.1	Roisl.0213s0515.1.p
OG0014645	XP_009114899.1	Roisl.0209s0200.1.p
OG0014646	XP_009114894.1	Roisl.0209s0194.1.p
OG0014647	XP_009114877.1	Roisl.0209s0170.1.p
OG0014648	XP_009101246.1	Roisl.0011s0160.1.p
OG0014649	XP_009101241.1	Roisl.0011s0167.1.p
OG0014650	XP_009152221.1	Roisl.0011s0192.1.p
OG0014651	XP_009152208.1	Roisl.0011s0208.1.p
OG0014652	XP_009114155.1	Roisl.0011s0248.1.p
OG0014653	XP_009138640.1	Roisl.0022s0136.1.p
OG0014654	XP_009129089.2	Roisl.0011s0250.1.p
OG0014655	XP_009152160.1	Roisl.0011s0265.1.p
OG0014656	XP_009152155.1	Roisl.0011s0268.1.p
OG0014657	XP_009103480.2	Roisl.0024s0585.1.p
OG0014658	XP_009103476.1	Roisl.0024s0582.1.p
OG0014659	XP_009112354.1	Roisl.0024s0561.1.p
OG0014660	XP_009103438.1	Roisl.0024s0540.1.p
OG0014661	XP_009103436.1	Roisl.0024s0535.1.p
OG0014662	XP_009147104.1	Roisl.0024s0534.1.p
OG0014663	XP_033136338.1	Roisl.0024s0531.1.p
OG0014664	XP_009103429.1	Roisl.0024s0530.1.p
OG0014665	XP_009103420.2	Roisl.0024s0518.1.p
OG0014666	XP_009130540.1	Roisl.0024s0514.1.p
OG0014667	XP_033129524.1	Roisl.0024s0512.1.p
OG0014668	XP_009150685.1	Roisl.0024s0496.1.p
OG0014669	XP_009150678.1	Roisl.0024s0490.1.p
OG0014670	XP_033129489.1	Roisl.0024s0489.1.p
OG0014671	XP_009150673.3	Roisl.0024s0484.1.p
OG0014672	XP_009150664.1	Roisl.0024s0472.1.p
OG0014673	XP_018515010.1	Roisl.0024s0456.1.p
OG0014674	XP_009112189.1	Roisl.0024s0448.1.p
OG0014675	XP_009130497.1	Roisl.0024s0410.1.p
OG0014676	XP_009130494.1	Roisl.0024s0406.1.p
OG0014677	XP_009150589.1	Roisl.0024s0389.1.p
OG0014678	XP_009150566.3	Roisl.0024s0377.1.p
OG0014679	XP_009150564.1	Roisl.0024s0372.1.p
OG0014680	XP_009150552.1	Roisl.0024s0360.1.p
OG0014681	XP_033128198.1	Roisl.0024s0350.1.p
OG0014682	XP_009112144.1	Roisl.0024s0342.1.p
OG0014683	XP_009150528.1	Roisl.0024s0327.1.p
OG0014684	XP_009150520.1	Roisl.0024s0324.1.p
OG0014685	XP_009130453.1	Roisl.0024s0322.1.p
OG0014686	XP_009150516.1	Roisl.0024s0319.1.p
OG0014687	XP_009130447.1	Roisl.0024s0308.1.p
OG0014688	XP_009112123.2	Roisl.0024s0302.1.p
OG0014689	XP_009150488.1	Roisl.0024s0296.1.p
OG0014690	XP_009150466.1	Roisl.0024s0279.1.p
OG0014691	XP_009150460.1	Roisl.0024s0275.1.p
OG0014692	XP_009150456.1	Roisl.0024s0270.1.p
OG0014693	XP_009150415.1	Roisl.0024s0242.1.p
OG0014694	XP_009150396.1	Roisl.0024s0221.1.p
OG0014695	XP_009150395.1	Roisl.0024s0220.1.p
OG0014696	XP_009112078.1	Roisl.0024s0215.1.p
OG0014697	XP_033128339.1	Roisl.0024s0213.1.p
OG0014698	XP_009130250.2	Roisl.0024s0212.1.p
OG0014699	XP_009150378.1	Roisl.0066s0202.1.p
OG0014700	XP_009150385.1	Roisl.0024s0202.1.p
OG0014701	XP_009112063.1	Roisl.0024s0187.1.p
OG0014702	XP_009112061.1	Roisl.0024s0185.1.p
OG0014703	XP_009112057.2	Roisl.0024s0182.1.p
OG0014704	XP_009150364.1	Roisl.0024s0171.1.p
OG0014705	XP_009112049.1	Roisl.0024s0170.1.p
OG0014706	XP_009151398.1	Roisl.0024s0144.1.p
OG0014707	XP_009151378.1	Roisl.0024s0125.1.p
OG0014708	XP_009151351.1	Roisl.0080s0014.1.p
OG0014709	XP_033130064.1	Roisl.0080s0015.1.p
OG0014710	XP_033140936.1	Roisl.0080s0036.1.p
OG0014711	XP_009130191.1	Roisl.0080s0041.1.p
OG0014712	XP_009151328.1	Roisl.0080s0043.1.p
OG0014713	XP_009151325.1	Roisl.0080s0048.1.p
OG0014714	XP_009151308.1	Roisl.0080s0061.1.p
OG0014715	XP_033128993.1	Roisl.0080s0063.1.p
OG0014717	XP_009111999.1	Roisl.0080s0083.1.p
OG0014718	XP_009136495.1	Roisl.0080s0092.1.p
OG0014719	XP_009137070.1	Roisl.0080s0106.1.p
OG0014720	XP_009111989.1	Roisl.0080s0116.1.p
OG0014721	XP_009136449.1	Roisl.0080s0129.1.p
OG0014722	XP_033140352.1	Roisl.0080s0147.1.p
OG0014723	XP_009136421.1	Roisl.0011s0468.1.p
OG0014724	XP_009136420.1	Roisl.0080s0167.1.p
OG0014725	XP_009136419.1	Roisl.0080s0169.1.p
OG0014726	XP_009136403.1	Roisl.0080s0182.1.p
OG0014728	XP_009130111.2	Roisl.0214s0792.1.p, Roisl.0210s2015.1.p
OG0014729	XP_009150879.1	Roisl.0210s2017.1.p
OG0014730	XP_009150901.1	Roisl.0210s2037.1.p
OG0014731	XP_009141697.1	Roisl.0210s2041.1.p
OG0014732	XP_009150911.1	Roisl.0210s2055.1.p
OG0014733	XP_009124536.1	Roisl.0179s0020.1.p
OG0014734	XP_009141903.1	Roisl.0046s0079.1.p
OG0014735	XP_009150055.1	Roisl.0209s0291.1.p
OG0014736	XP_033129289.1	Roisl.0046s0098.1.p
OG0014737	XP_009150950.1	Roisl.0046s0099.1.p
OG0014738	XP_009150951.1	Roisl.0046s0100.1.p
OG0014739	XP_033129292.1	Roisl.0046s0105.1.p
OG0014740	XP_009150956.2	Roisl.0046s0108.1.p
OG0014741	XP_009150960.1	Roisl.0046s0111.1.p
OG0014742	XP_009111635.1	Roisl.0046s0127.1.p
OG0014743	XP_009130062.1	Roisl.0046s0128.1.p
OG0014744	XP_009134103.1	Roisl.0184s0027.1.p
OG0014745	XP_009150977.1	Roisl.0046s0132.1.p
OG0014746	XP_009111638.1	Roisl.0046s0139.1.p
OG0014747	XP_009130002.1	Roisl.0046s0152.1.p
OG0014748	XP_009151007.1	Roisl.0046s0160.1.p
OG0014749	XP_009151008.1	Roisl.0046s0162.1.p
OG0014750	XP_009151014.1	Roisl.0046s0166.1.p
OG0014751	XP_009151019.1	Roisl.0046s0172.1.p
OG0014752	XP_009151052.1	Roisl.0046s0211.1.p
OG0014753	XP_009129938.3	Roisl.0046s0272.1.p
OG0014754	XP_009151115.1	Roisl.0046s0281.1.p
OG0014755	XP_009151116.3	Roisl.0046s0283.1.p
OG0014756	XP_009151119.1	Roisl.0046s0285.1.p
OG0014757	XP_018508117.2	Roisl.0046s0293.1.p
OG0014758	XP_009126357.1	Roisl.0210s1655.1.p
OG0014759	XP_009131746.1	Roisl.0210s1686.1.p
OG0014760	XP_009120855.1	Roisl.0210s1706.1.p
OG0014761	XP_009126409.1, XP_018513597.1	Roisl.0210s1726.1.p
OG0014762	XP_009126419.1	Roisl.0210s1734.1.p
OG0014763	XP_009120827.1	Roisl.0210s1751.1.p
OG0014764	XP_009126443.1	Roisl.0210s1765.1.p
OG0014765	XP_009126444.1	Roisl.0210s1767.1.p
OG0014766	XP_033138585.1	Roisl.0210s1768.1.p
OG0014767	XP_009131802.1	Roisl.0210s1784.1.p
OG0014768	XP_009120795.1	Roisl.0210s1785.1.p
OG0014769	XP_009126462.1	Roisl.0210s1790.1.p
OG0014770	XP_009131825.2	Roisl.0210s1815.1.p
OG0014771	XP_009120734.1	Roisl.0210s1830.1.p
OG0014772	XP_009120711.1	Roisl.0210s1848.1.p
OG0014773	XP_009131854.1	Roisl.0210s1865.1.p
OG0014774	XP_009131860.2	Roisl.0210s1872.1.p
OG0014775	XP_009126527.1	Roisl.0210s1873.1.p
OG0014776	XP_009115578.1	Roisl.0191s0130.1.p
OG0014777	NP_001288932.1	Roisl.0210s1888.1.p
OG0014778	XP_009126541.1	Roisl.0210s1903.1.p
OG0014779	XP_009126542.1	Roisl.0210s1904.1.p
OG0014780	XP_009120655.1	Roisl.0210s1911.1.p
OG0014781	XP_009131887.1	Roisl.0210s1932.1.p
OG0014782	XP_009120633.1, XP_009126570.1	Roisl.0210s1943.1.p
