Orthogroup	Brassica_rapa	Cardamine_hirsuta
OG0013347	XP_009133339.1	CARHR133920
OG0013348	XP_009143337.1	CARHR133910
OG0013349	XP_009133330.2	CARHR121200
OG0013350	NP_001288933.1	CARHR133790
OG0013351	XP_009141776.1	CARHR133780
OG0013352	XP_009133282.1	CARHR133350
OG0013353	XP_009149916.1	CARHR156060
OG0013354	XP_009140546.1	CARHR117670, CARHR151900
OG0013355	XP_009133263.1, XP_009143381.1	CARHR133200
OG0013357	XP_009143478.1	CARHR132040
OG0013358	XP_009143403.1	CARHR132880
OG0013359	XP_009141716.1	CARHR132640
OG0013360	XP_009133227.1	CARHR132600
OG0013361	XP_009143441.1	CARHR132470
OG0013362	XP_009129234.1	CARHR143980
OG0013363	XP_009141680.3	CARHR131880
OG0013364	XP_009143475.1	CARHR132010, CARHR131990
OG0013365	XP_009141656.2	CARHR132170
OG0013366	XP_009141647.1, XP_009143507.2	CARHR132270
OG0013367	XP_018514649.1	CARHR132300
OG0013368	XP_018510981.1	CARHR131650
OG0013369	XP_009143534.1	CARHR131530
OG0013370	XP_009133109.1	CARHR131500
OG0013371	XP_009143538.1	CARHR131450
OG0013372	XP_009123939.1	CARHR096240
OG0013373	XP_009141616.1	CARHR131360
OG0013374	XP_009139703.1	CARHR233380
OG0013375	XP_033142099.1	CARHR253430
OG0013376	XP_009114584.1	CARHR253340
OG0013377	XP_009119062.1	CARHR006050
OG0013378	XP_009111465.1	CARHR095380
OG0013379	XP_009111451.1	CARHR095390
OG0013380	XP_009140375.1	CARHR113920
OG0013381	XP_033136381.1	CARHR252740
OG0013382	XP_009114643.1, XP_009134253.1	CARHR254200
OG0013383	XP_009114647.1	CARHR254280
OG0013384	XP_009114659.1	CARHR254440
OG0013385	XP_009134262.1	CARHR254020
OG0013386	XP_033136297.1	CARHR253750
OG0013387	XP_009117437.1	CARHR112000
OG0013388	XP_033135071.1	CARHR112350
OG0013389	XP_033145253.1, XP_009117678.2	CARHR112560
OG0013390	XP_009117372.1	CARHR112700
OG0013392	XP_009140315.1	CARHR113020
OG0013393	XP_033145397.1	CARHR113070
OG0013394	XP_009117356.1	CARHR113090
OG0013395	XP_009117350.2, XP_009140322.2	CARHR113240
OG0013396	XP_009140342.1	CARHR113500
OG0013397	XP_009112533.1, XP_009140343.1	CARHR113530
OG0013398	XP_009140356.2	CARHR113650
OG0013399	XP_009140366.1	CARHR113750
OG0013400	XP_033136711.1, XP_009140371.1	CARHR113860
OG0013401	XP_009140443.1	CARHR114520
OG0013402	NP_001289001.1	CARHR184810
OG0013403	XP_009117271.1	CARHR114600
OG0013404	XP_009140634.1	CARHR116280
OG0013405	XP_033136662.1	CARHR115990
OG0013406	XP_009140627.1	CARHR116480
OG0013407	XP_009140711.1	CARHR115360
OG0013408	XP_009140716.1	CARHR115280
OG0013409	XP_009133967.1	CARHR114930
OG0013410	XP_009117004.1	CARHR118500
OG0013411	XP_009140617.1	CARHR116600
OG0013412	XP_009117088.1	CARHR116660
OG0013413	XP_009117093.1	CARHR116750
OG0013414	XP_009140740.1	CARHR115240
OG0013415	XP_018513166.1	CARHR115530
OG0013416	XP_009117039.1	CARHR115480
OG0013417	XP_033137852.1	CARHR036140
OG0013418	XP_009109801.1	CARHR027060
OG0013419	XP_033137948.1	CARHR035650
OG0013420	XP_009102989.1	CARHR026900
OG0013421	XP_009107492.1, XP_033147680.1	CARHR035610
OG0013422	XP_009123040.2, XP_009145060.1	CARHR035400
OG0013423	XP_009123062.1	CARHR036020
OG0013424	XP_009123067.1	CARHR036050
OG0013425	XP_009145111.1	CARHR034690
OG0013426	XP_009145121.1	CARHR034420
OG0013427	XP_018514874.2	CARHR034280
OG0013428	XP_009114719.1	CARHR034170
OG0013429	XP_033135794.1	CARHR034130
OG0013430	XP_009145135.1	CARHR287280
OG0013431	XP_009107928.2	CARHR033830
OG0013432	XP_009107931.1, XP_009114742.1	CARHR033770
OG0013433	XP_033137153.1	CARHR033660
OG0013434	XP_009145154.1	CARHR033620
OG0013435	XP_009102612.1	CARHR103400
OG0013436	XP_009114782.1	CARHR033210
OG0013437	XP_009151474.1	CARHR032940
OG0013438	XP_033136131.1	CARHR032910
OG0013439	XP_009151471.1	CARHR032900
OG0013440	XP_009114797.1	CARHR032770
OG0013441	XP_009114800.2	CARHR032750
OG0013442	XP_009134161.1	CARHR260650
OG0013443	XP_009134125.1	CARHR260080
OG0013444	XP_009113591.1	CARHR260970
OG0013445	XP_009113598.1	CARHR261150
OG0013446	XP_009113599.1	CARHR261220
OG0013447	XP_009134192.1, XP_009128716.1	CARHR256270
OG0013448	XP_009108220.1	CARHR255800
OG0013449	XP_009128691.1, XP_009108204.1	CARHR255580
OG0013450	XP_009108201.1	CARHR255550
OG0013451	XP_009108199.1	CARHR255510
OG0013452	XP_009108183.1	CARHR255320
OG0013453	XP_009108180.1	CARHR255280
OG0013454	XP_009108179.1	CARHR255250
OG0013455	XP_009120911.1	CARHR193820
OG0013456	XP_009126304.1	CARHR193790
OG0013457	XP_009120906.2, XP_009126310.1	CARHR193740
OG0013458	XP_009151146.1	CARHR186910
OG0013459	XP_009111715.1	CARHR186850
OG0013460	XP_033135110.1	CARHR186830
OG0013461	XP_009129907.1	CARHR186810
OG0013462	XP_009151178.1	CARHR186340
OG0013463	XP_009129877.1	CARHR186250
OG0013464	XP_009129874.2	CARHR186210
OG0013465	XP_009151193.1	CARHR186180
OG0013466	XP_009151198.1	CARHR186130
OG0013467	XP_009136903.1	CARHR104080
OG0013468	XP_009101571.1	CARHR110670, CARHR110660
OG0013470	XP_009117478.2	CARHR111170
OG0013471	XP_009117468.1	CARHR111520
OG0013472	XP_009150247.1	CARHR155380
OG0013473	XP_009150058.1	CARHR154140
OG0013474	XP_009118176.1	CARHR143300
OG0013475	XP_009151299.1	CARHR143260
OG0013476	XP_009142500.2	CARHR143190
OG0013477	XP_009142501.1	CARHR143170
OG0013478	XP_009142508.1	CARHR143090
OG0013479	XP_009142517.1	CARHR142990
OG0013480	XP_009142518.1	CARHR142980
OG0013481	XP_033148017.1	CARHR142920
OG0013482	XP_009142527.1	CARHR142890
OG0013483	XP_009142546.1, XP_033142831.1	CARHR142720
OG0013484	XP_033142833.1, XP_033142834.1	CARHR142710
OG0013485	XP_033142835.1, XP_033142832.1	CARHR142700
OG0013486	XP_033147353.1	CARHR142390
OG0013487	XP_009142573.2	CARHR142380
OG0013488	XP_009142580.1	CARHR142280
OG0013489	XP_009142612.2	CARHR142090
OG0013490	XP_009142434.1, XP_009142616.2	CARHR141990
OG0013491	XP_009142427.1	CARHR141930
OG0013492	XP_009142428.1	CARHR141920
OG0013493	XP_033148401.1	CARHR141910, CARHR141900
OG0013494	XP_018509174.1, XP_009133781.1	CARHR141770
OG0013495	XP_009142651.1	CARHR141660
OG0013496	XP_009142658.1	CARHR141620
OG0013497	XP_009142660.1	CARHR141600
OG0013498	XP_009142667.1	CARHR141540
OG0013499	XP_009142680.1	CARHR141480
OG0013500	XP_009143199.1	CARHR141260
OG0013501	XP_009143197.1	CARHR141240
OG0013502	XP_009143177.1, XP_009142374.1	CARHR141130
OG0013503	XP_009142371.1	CARHR141120
OG0013504	XP_009143153.1	CARHR140820
OG0013505	XP_009142344.1	CARHR140710
OG0013506	XP_009133724.1	CARHR140520
OG0013507	XP_009143124.1	CARHR140490
OG0013508	XP_009143093.1	CARHR140260
OG0013509	XP_009142307.1	CARHR224150
OG0013510	XP_009143054.1	CARHR139870
OG0013511	XP_009143049.1	CARHR139820
OG0013512	XP_009143047.1	CARHR139800
OG0013513	XP_033148319.1	CARHR139680
OG0013514	XP_009143023.2	CARHR139590
OG0013515	XP_009143020.1	CARHR139570
OG0013516	XP_009133668.1	CARHR139480
OG0013518	XP_009142989.1	CARHR139180
OG0013519	XP_009133627.1	CARHR138830
OG0013520	XP_009150054.1	CARHR154550, CARHR154220
OG0013521	XP_009142202.1	CARHR138660
OG0013522	XP_009142932.1	CARHR138510
OG0013523	XP_009142176.1	CARHR138340
OG0013524	XP_009142920.1	CARHR138250
OG0013525	XP_009133567.1	CARHR138100, CARHR283820
OG0013526	XP_009142152.1, XP_018513637.1	CARHR138070
OG0013527	XP_033139253.1, XP_009142150.1	CARHR138030
OG0013528	XP_033144308.1	CARHR137860
OG0013529	XP_009142880.2	CARHR137800
OG0013530	XP_009142078.1	CARHR057610
OG0013531	XP_009142839.1	CARHR137490
OG0013532	XP_009129750.1	CARHR182840
OG0013533	XP_009142815.1	CARHR137300
OG0013534	XP_009142050.2	CARHR137260
OG0013535	XP_009142802.1	CARHR137170
OG0013536	XP_009142766.1	CARHR136750
OG0013537	XP_033148415.1, XP_009133504.1	CARHR136760
OG0013538	XP_009133506.1	CARHR136770
OG0013539	XP_009133505.1	CARHR136790
OG0013540	XP_009142004.1	CARHR136800
OG0013541	XP_009141987.2, XP_009142739.2	CARHR136490
OG0013542	XP_033142672.1, XP_009141982.1	CARHR136430
OG0013543	XP_009147427.2	CARHR075610
OG0013544	XP_009147424.1	CARHR075620
OG0013545	XP_009125030.2	CARHR075690
OG0013546	XP_009117697.2	CARHR075870
OG0013547	XP_009134071.1	CARHR288440
OG0013548	XP_009147368.1	CARHR076190
OG0013549	XP_009118017.2	CARHR076400
OG0013550	XP_009134708.1, XP_033139619.1	CARHR076670
OG0013551	XP_009147324.1	CARHR076750
OG0013552	XP_009130319.1, XP_009118932.2	CARHR076970
OG0013553	XP_009130353.1	CARHR077310
OG0013554	XP_033148199.1	CARHR077360
OG0013555	XP_009134732.2	CARHR077570
OG0013556	XP_009102062.1	CARHR077680
OG0013557	XP_009102068.1	CARHR077740
OG0013558	XP_009102069.1	CARHR077750
OG0013559	XP_033148250.1	CARHR077760
OG0013560	XP_009130390.1	CARHR077860
OG0013561	XP_009130393.1	CARHR077990
OG0013562	XP_009130397.1	CARHR078010
OG0013563	XP_009134758.1	CARHR078490
OG0013564	XP_009123999.1	CARHR078540
OG0013565	XP_009124994.1	CARHR078740
OG0013566	XP_009123978.1	CARHR078730
OG0013568	XP_009134778.1	CARHR078850
OG0013569	XP_009134785.1	CARHR078970
OG0013570	XP_009124980.1, XP_009124197.1	CARHR079030
OG0013571	XP_009124205.1	CARHR079140
OG0013572	XP_009124206.1	CARHR079160
OG0013573	XP_009134805.1	CARHR079260
OG0013574	XP_033147773.1	CARHR079320
OG0013575	XP_009147259.1	CARHR079590
OG0013576	XP_009147248.1	CARHR079710
OG0013577	XP_009147245.1	CARHR079740
OG0013578	XP_009134837.1	CARHR080070
OG0013579	XP_009147213.1, XP_009124862.2	CARHR080180
OG0013580	XP_009134857.1, XP_009129612.2	CARHR080370
OG0013581	XP_009134860.1	CARHR080410
OG0013582	XP_009129618.1	CARHR080430
OG0013583	XP_009129640.1	CARHR080610
OG0013584	XP_009129653.1	CARHR080690
OG0013585	XP_009129665.1	CARHR080920
OG0013588	XP_009124811.1, XP_009147149.1	CARHR081120
OG0013589	XP_009147139.1	CARHR081220
OG0013590	XP_009134926.1	CARHR081390
OG0013591	XP_009134950.1	CARHR081670
OG0013592	XP_009147108.2	CARHR081730
OG0013593	XP_009147105.1	CARHR081740
OG0013594	XP_009147102.1	CARHR081820
OG0013595	XP_009147076.1	CARHR082040
OG0013596	XP_033148266.1, XP_009134967.2	CARHR082100
OG0013597	XP_009147039.1	CARHR082430
OG0013598	XP_033148224.1	CARHR082450
OG0013599	XP_009147003.1	CARHR082790
OG0013600	XP_009147000.1, XP_009123922.1	CARHR082850
OG0013601	XP_009123870.1, XP_009146990.1	CARHR082980
OG0013602	XP_009146972.1	CARHR083250
OG0013603	XP_033144011.1, XP_009146967.2	CARHR083300
OG0013604	XP_009137894.1	CARHR231700
OG0013605	XP_009135076.1, XP_009123510.3	CARHR083350
OG0013606	XP_009146958.1	CARHR083370
OG0013607	XP_009146947.1	CARHR083480
OG0013609	XP_009146923.1	CARHR083950
OG0013610	XP_009146909.1	CARHR084060
OG0013611	XP_009146887.1	CARHR084430
OG0013612	XP_009146883.1	CARHR084460
OG0013613	XP_009123126.1	CARHR084580
OG0013614	XP_009146867.1	CARHR084630
OG0013615	XP_009135026.1	CARHR084660
OG0013616	XP_009146840.2	CARHR084910
OG0013618	XP_009122708.1	CARHR085210
OG0013619	XP_009122597.2, XP_009114935.1	CARHR085360
OG0013620	XP_009122608.1	CARHR085370
OG0013621	XP_009135133.1, XP_009146803.1	CARHR085390
OG0013622	XP_009146800.2	CARHR085420
OG0013623	XP_009122550.1	CARHR085480
OG0013624	XP_009135996.2, XP_009146778.2, XP_009146779.1, XP_033142277.1	CARHR085640
OG0013625	XP_009146754.1	CARHR085670
OG0013626	XP_009122344.1, XP_009146748.2	CARHR085750
OG0013627	XP_009146745.1	CARHR085780
OG0013628	XP_009146704.2	CARHR086110
OG0013629	XP_009121272.1	CARHR086190
OG0013630	XP_018513465.1	CARHR086570
OG0013631	XP_009146648.1	CARHR086640
OG0013632	XP_009146642.2	CARHR086680
OG0013633	XP_018514826.1, XP_009120860.1	CARHR086760
OG0013634	XP_009146614.1	CARHR086910
OG0013635	XP_009135230.1	CARHR086930
OG0013636	XP_009146609.2, XP_033145721.1	CARHR087050
OG0013637	XP_033147409.1	CARHR087190
OG0013638	XP_009135250.1, XP_009146586.1	CARHR087310
OG0013639	XP_009146567.1	CARHR087460
OG0013640	XP_033142343.1, XP_009146548.1	CARHR087720
OG0013641	XP_018511612.1	CARHR087810
OG0013642	XP_009146467.2, XP_009135316.2	CARHR088330
OG0013643	XP_009117391.1	CARHR088670
OG0013644	XP_009150374.1	CARHR155210
OG0013645	XP_009117197.1	CARHR088900
OG0013646	XP_009146373.1, XP_009135378.1	CARHR089390
OG0013647	XP_033148659.1, XP_009116753.1	CARHR089550
OG0013648	XP_033148701.1, XP_009146328.1	CARHR089690
OG0013649	XP_009146315.1, XP_009135403.1	CARHR089810
OG0013650	XP_033148691.1	CARHR089870
OG0013651	XP_009146282.2	CARHR090130
OG0013652	XP_009146280.1	CARHR090190
OG0013653	XP_009146275.1	CARHR090220
OG0013654	XP_009146271.1	CARHR090260
OG0013655	XP_009115636.2, XP_009146265.1	CARHR090320
OG0013656	XP_009146256.1	CARHR090400
OG0013657	XP_033148677.1	CARHR091030, CARHR090670
OG0013658	XP_009115379.1	CARHR090710, CARHR292070
OG0013659	XP_033145584.1	CARHR262390
OG0013660	XP_033136720.1	CARHR090800
OG0013662	XP_033143237.1	CARHR091100
OG0013663	XP_009135469.1	CARHR091140
OG0013664	XP_033128806.1	CARHR091250
OG0013665	XP_018515234.1	CARHR241530
OG0013666	XP_009114810.1, XP_009146147.2	CARHR091550
OG0013667	XP_009146146.2	CARHR091560
OG0013668	XP_009146057.1	CARHR092050
OG0013669	XP_009146058.1	CARHR092060
OG0013670	XP_009114229.1	CARHR092180
OG0013671	XP_009146049.1	CARHR092210
OG0013672	XP_009135508.1	CARHR092240
OG0013673	XP_009146046.1	CARHR092290
OG0013674	XP_009146041.1	CARHR092320
OG0013675	XP_009114322.1	CARHR092340
OG0013676	XP_009114415.1	CARHR092440
OG0013677	XP_009146024.1	CARHR092610
OG0013678	XP_018514669.1	CARHR092650
OG0013679	XP_009146018.2, XP_009146017.1	CARHR092670
OG0013680	XP_009135527.1	CARHR092700
OG0013681	XP_009135536.1, XP_009146003.1	CARHR092910
OG0013682	XP_018512859.2	CARHR092960
OG0013683	XP_009135539.1, XP_009145997.1	CARHR092970
OG0013684	XP_009113839.1	CARHR093000
OG0013685	XP_033148002.1	CARHR093010
OG0013686	XP_009145993.1	CARHR093020
OG0013687	XP_009145987.1	CARHR093060
OG0013688	XP_033147252.1	CARHR093080
OG0013689	XP_009113630.1, XP_009145959.1	CARHR093240
OG0013690	XP_009145953.1	CARHR093250
OG0013691	XP_009145888.1	CARHR093870
OG0013692	XP_009112505.1	CARHR094140
OG0013693	XP_009145816.1	CARHR094650
OG0013694	XP_009145798.1	CARHR094770
OG0013695	XP_009145799.1, XP_033148725.1	CARHR094780
OG0013696	XP_009135634.2	CARHR094900
OG0013697	XP_033147122.1, XP_009135648.1	CARHR095210
OG0013698	XP_009145738.2	CARHR095360
OG0013699	XP_009111439.1	CARHR095420
OG0013700	XP_009135666.1	CARHR095700
OG0013701	XP_009145661.1	CARHR095840
OG0013702	XP_009145653.1	CARHR095880
OG0013703	XP_009145633.1	CARHR096130
OG0013704	XP_009145631.1	CARHR096140
OG0013705	XP_009145630.1	CARHR096150, CARHR096170
OG0013706	XP_009145629.1	CARHR096190
OG0013707	XP_009124916.1	CARHR096250
OG0013708	XP_033135109.1, XP_009145615.1	CARHR096340
OG0013709	XP_009113252.1	CARHR052860
OG0013710	XP_009145594.1, XP_009110238.1	CARHR096550
OG0013711	XP_009145582.1	CARHR096650
OG0013712	XP_009145541.1	CARHR096730
OG0013713	XP_009145528.1	CARHR096810
OG0013714	XP_009139835.1	CARHR263020
OG0013715	XP_033145963.1	CARHR263200
OG0013716	XP_009138283.1	CARHR232000
OG0013717	XP_033145889.1	CARHR283670, CARHR264050, CARHR288770
OG0013718	XP_009139798.1	CARHR214070
OG0013719	XP_009125087.1	CARHR214050
OG0013720	XP_009139785.1	CARHR214220
OG0013721	XP_009125064.1	CARHR214440
OG0013722	XP_009125057.1	CARHR214670
OG0013723	XP_009139754.1	CARHR214890
OG0013724	XP_009139743.1	CARHR215130
OG0013725	XP_009139741.1	CARHR215150
OG0013726	XP_018511561.1	CARHR055500
OG0013727	XP_009139735.1	CARHR215230
OG0013728	XP_009139733.1	CARHR215300
OG0013729	XP_033145793.1	CARHR215730
OG0013730	XP_009139697.1	CARHR216140
OG0013731	XP_009124227.1	CARHR216450
OG0013732	XP_009151584.1	CARHR184430
OG0013733	XP_009135863.1	CARHR099770
OG0013734	XP_009102590.1	CARHR099680
OG0013735	XP_009102605.1	CARHR099500
OG0013736	XP_009102622.1	CARHR099370
OG0013737	XP_009102638.1	CARHR099240
OG0013738	XP_009102640.1	CARHR099210
OG0013739	XP_018514772.1	CARHR098980
OG0013740	XP_009145245.1	CARHR098930
OG0013741	XP_009135821.1	CARHR098550
OG0013742	XP_033147941.1	CARHR098430
OG0013743	XP_009145328.1	CARHR098340
OG0013744	XP_009113535.1	CARHR056930
OG0013746	XP_009145444.1	CARHR097830
OG0013747	XP_009109348.1, XP_033147462.1	CARHR097720
OG0013748	XP_033134694.1, XP_009123485.1	CARHR097620
OG0013749	XP_009135761.2	CARHR097590
OG0013750	XP_009109477.1	CARHR097440
OG0013751	XP_009145493.1	CARHR097190
OG0013752	XP_009127879.2	CARHR238260
OG0013753	XP_009119531.1	CARHR056020
OG0013754	XP_009127476.1	CARHR058190
OG0013755	XP_009105191.1	CARHR292320
OG0013756	XP_009105151.1	CARHR057120
OG0013757	XP_009127391.1	CARHR056840
OG0013758	XP_009105147.1	CARHR056990
OG0013759	XP_018512423.1	CARHR057050
OG0013760	XP_009132510.1	CARHR055530
OG0013761	XP_009113427.1	CARHR055640
OG0013762	XP_009113426.1	CARHR055670
OG0013763	XP_009120932.1	CARHR194050
OG0013764	XP_009120961.1	CARHR194430
OG0013765	XP_009126260.1, XP_033137444.1	CARHR194480
OG0013766	XP_009120969.1	CARHR194520
OG0013767	XP_009126251.1	CARHR194590
OG0013768	XP_009131661.1	CARHR194610
OG0013769	XP_009117030.1	CARHR114790
OG0013770	XP_009140508.1	CARHR184620
OG0013771	XP_009121002.1	CARHR194860
OG0013772	XP_033140535.1, XP_009111874.2	CARHR182220
OG0013773	XP_009151300.1, XP_009129786.2	CARHR182110
OG0013774	XP_009151637.1	CARHR183850
OG0013775	XP_033129657.1	CARHR183890
OG0013776	XP_009115948.1	CARHR162250
OG0013777	XP_009139470.1	CARHR162050
OG0013778	XP_009115935.2	CARHR162010
OG0013779	XP_009115933.2	CARHR161990
OG0013780	XP_009115931.1	CARHR162000
OG0013781	XP_009115929.1	CARHR161980
OG0013782	XP_009115930.1	CARHR161970
OG0013783	XP_009115903.1	CARHR161650
OG0013784	XP_009115901.1	CARHR161640
OG0013785	XP_009115897.1	CARHR161570
OG0013786	XP_009139502.1	CARHR161500
OG0013787	XP_009123757.1	CARHR161460
OG0013788	XP_009115878.1	CARHR161390
OG0013789	XP_009148826.1	CARHR161210
OG0013790	XP_033136974.1	CARHR161060
OG0013791	XP_009115814.1	CARHR160950
OG0013792	XP_009107133.1	CARHR143840
OG0013793	XP_009119762.1	CARHR000140
OG0013794	XP_009104720.1	CARHR156840
OG0013795	XP_018510349.1	CARHR000440
OG0013796	XP_009119737.1	CARHR000500
OG0013797	XP_033134763.1	CARHR000610, CARHR000590
OG0013798	XP_033129672.1, XP_033129667.1	CARHR286740
OG0013799	XP_009119706.1	CARHR000810
OG0013800	XP_009118800.1, XP_009119680.1	CARHR001230
OG0013801	XP_009118799.1	CARHR001240
OG0013802	XP_009119677.1	CARHR001290
OG0013803	XP_009119671.1	CARHR001350
OG0013804	XP_033138117.1	CARHR001460
OG0013805	XP_009119648.1	CARHR001570
OG0013806	XP_009146235.1	CARHR090580
OG0013807	XP_009119628.1	CARHR001800
OG0013808	XP_009119624.1	CARHR001870
OG0013809	XP_009111191.1, XP_009119622.1	CARHR001900
OG0013810	XP_009118752.1	CARHR001940
OG0013811	XP_009119605.2	CARHR002210
OG0013812	XP_009111177.1	CARHR002260
OG0013813	XP_033138338.1	CARHR002370
OG0013814	XP_009118720.1	CARHR002400
OG0013815	XP_009111165.1	CARHR002500
OG0013816	XP_009119541.1	CARHR002830
OG0013817	XP_009119367.1	CARHR003090
OG0013818	XP_009118680.1	CARHR003310
OG0013819	XP_009118675.1	CARHR003370
OG0013820	XP_009119288.1	CARHR003870
OG0013821	XP_009119278.1	CARHR003930
OG0013822	XP_009119260.1	CARHR004120
OG0013823	XP_033138201.1	CARHR004330
OG0013824	XP_009119228.1	CARHR004340
OG0013825	XP_009118568.1	CARHR005480
OG0013826	NP_001288994.1	CARHR005500, CARHR038440
OG0013827	XP_009119070.1	CARHR005830
OG0013828	XP_009118534.1	CARHR006110
OG0013829	XP_009118469.1	CARHR006600
OG0013830	XP_009119016.1	CARHR006610
OG0013831	XP_009110964.1	CARHR006710
OG0013832	XP_009110958.1	CARHR006810
OG0013833	XP_009118974.1	CARHR007000
OG0013834	XP_009110950.1	CARHR007090
OG0013835	XP_009102317.1	CARHR215430
OG0013836	XP_009148042.1	CARHR007750
OG0013837	XP_033128426.1, XP_009110905.1	CARHR008010
OG0013838	XP_009148086.1	CARHR008200
OG0013839	XP_009148098.1	CARHR008260
OG0013840	XP_009102558.1	CARHR056230
OG0013841	XP_009110897.1	CARHR008290
OG0013842	XP_009118339.1	CARHR008780
OG0013843	XP_009110860.1, XP_009118330.1	CARHR008890
OG0013844	XP_033136769.1	CARHR008980
OG0013845	XP_033133458.1	CARHR009150
OG0013846	XP_009148176.1	CARHR009230
OG0013847	XP_009110838.1	CARHR009260
OG0013848	XP_009148185.1	CARHR009310
OG0013849	XP_009110831.1	CARHR009400
OG0013850	XP_018515534.1	CARHR009430
OG0013851	XP_009148256.1	CARHR009550
OG0013852	XP_009148273.1	CARHR009690
OG0013853	XP_009148283.1	CARHR009790
OG0013854	XP_009148293.1	CARHR009890
OG0013855	XP_009144470.1	CARHR010250
OG0013856	XP_009148364.1	CARHR010510
OG0013857	XP_009148371.1	CARHR010590
OG0013858	XP_009144439.1, XP_033136641.1	CARHR010620
OG0013859	XP_033132796.1	CARHR010660
OG0013860	XP_009115340.1	CARHR025880
OG0013862	XP_009118211.1	CARHR011000
OG0013863	XP_009148435.1	CARHR011130
OG0013864	XP_009118226.1	CARHR011210
OG0013865	XP_009118229.1	CARHR011240
OG0013866	XP_033133797.1	CARHR011280
OG0013867	XP_033128857.1	CARHR011310
OG0013868	XP_033128721.1	CARHR011450
OG0013869	XP_009148452.1	CARHR011470
OG0013871	XP_009117319.1	CARHR114210, CARHR246080
OG0013872	XP_018514966.1	CARHR012010
OG0013873	XP_033128399.1	CARHR012040
OG0013874	XP_009118178.1, XP_009110697.2	CARHR012060
OG0013875	XP_009118172.1	CARHR012120
OG0013876	XP_009148640.1	CARHR012220
OG0013877	XP_009118164.1	CARHR012230
OG0013878	XP_009110682.1	CARHR012300
OG0013879	XP_009148624.2	CARHR012320
OG0013880	XP_009148623.2	CARHR012330
OG0013881	XP_009148568.1	CARHR013040
OG0013882	XP_009148566.1	CARHR013100
OG0013883	XP_009148788.1, XP_009110616.1	CARHR013170
OG0013884	XP_009110614.1, XP_018514964.1	CARHR013190
OG0013885	XP_009118043.2	CARHR013280
OG0013886	XP_009148552.1	CARHR013340
OG0013887	XP_009109857.1	CARHR026420
OG0013888	XP_033129157.1, XP_009110597.1	CARHR013550
OG0013889	XP_009148529.3	CARHR013670
OG0013890	XP_018513411.1	CARHR265110
OG0013891	XP_018509500.1	CARHR013780
OG0013892	XP_009123954.1	CARHR014090
OG0013893	XP_018514981.1	CARHR014120
OG0013894	XP_009148697.1, XP_018509645.1	CARHR014540
OG0013895	XP_009117927.1	CARHR014630
OG0013896	XP_009148711.1, XP_009117914.1	CARHR014680
OG0013897	XP_009148713.1	CARHR014710
OG0013898	XP_009148719.1, XP_009110546.1	CARHR014770
OG0013899	XP_009148722.1	CARHR014780
OG0013900	XP_009148819.1, XP_009117900.1	CARHR014890
OG0013901	XP_009117884.1	CARHR015210
OG0013902	XP_009117882.1	CARHR015220
OG0013903	XP_009117849.1	CARHR015610
OG0013904	XP_033129076.1	CARHR015760
OG0013905	XP_009151685.1	CARHR182880
OG0013906	XP_009117813.1	CARHR016200
OG0013907	XP_009149037.1	CARHR016460
OG0013908	XP_009117781.1, XP_009149051.1	CARHR016590
OG0013910	XP_009149062.1	CARHR016760
OG0013911	XP_009110453.1, XP_009149072.1	CARHR016840
OG0013912	XP_009117764.1, XP_018515313.1	CARHR016960
OG0013913	XP_009149086.1	CARHR017000
OG0013914	XP_009149088.1	CARHR017020
OG0013915	XP_009110445.1	CARHR017190
OG0013916	XP_009110444.1	CARHR017210
OG0013917	XP_009149117.2	CARHR017300
OG0013918	XP_009149161.1	CARHR017740
OG0013919	XP_033136148.1	CARHR017900
OG0013920	XP_009125499.1	CARHR265950
OG0013921	XP_009110410.1	CARHR018000
OG0013922	XP_009117661.1, XP_009110409.1	CARHR018010
OG0013923	XP_009110408.1	CARHR018020
OG0013924	XP_009149202.1	CARHR018110
OG0013925	XP_009140724.1	CARHR018170
OG0013926	XP_009149239.1	CARHR018470
OG0013927	XP_009110371.1	CARHR018580
OG0013928	XP_033137168.1	CARHR018600
OG0013929	XP_009149260.1	CARHR018690
OG0013930	NP_001288814.1	CARHR018800
OG0013932	XP_009149281.1	CARHR019000
OG0013933	XP_009149337.1	CARHR019220
OG0013934	XP_009110304.1	CARHR019630
OG0013935	XP_018510540.1	CARHR019690
OG0013936	XP_009110297.2	CARHR019750
OG0013937	XP_018509512.1	CARHR019770
OG0013938	XP_009149613.1, XP_009110294.1, XP_009117560.1	CARHR019790
OG0013939	XP_009110276.1	CARHR019970
OG0013940	XP_009149431.1	CARHR020010
OG0013941	XP_009149441.1	CARHR020100
OG0013942	XP_033133904.1	CARHR020150
OG0013943	XP_009149452.1	CARHR020210
OG0013944	XP_009149457.1	CARHR020230
OG0013945	XP_009149400.1	CARHR019840
OG0013946	XP_009149464.1	CARHR020300
OG0013947	NP_001288971.1	CARHR020380
OG0013948	XP_009114160.1	CARHR145660
OG0013949	XP_009149500.1	CARHR020580
OG0013950	XP_009149501.1, XP_009103356.2	CARHR020620
OG0013951	XP_009124853.1	CARHR262400
OG0013952	XP_009110233.2, XP_009110232.2	CARHR020820
OG0013953	XP_009149522.1	CARHR020850, CARHR199460
OG0013954	XP_009110224.1	CARHR020980
OG0013955	XP_033128357.1	CARHR021230
