Orthogroup	Brassica_rapa	Euclidium_syriacum
OG0017339	XP_009127696.2	ESY2_g35356_DN3_SP7_c0.t1
OG0017340	XP_009127708.1	ESY2_g35375_DN3_SP0_c0.t1
OG0017341	XP_009129621.1	ESY4_g24006_DN3_SP0_c0.t1
OG0017342	XP_009129536.1	ESY4_g24074_DN3_SP0_c0.t1
OG0017343	XP_033130482.1	ESY8_g60017_DN3_SP2_c0.t1
OG0017344	XP_033136570.1, XP_033132721.1	ESY5_g4416_DN2_SP0_c0.t1
OG0017346	XP_009139951.1	ESY8_g60435_DN3_SP2_c0.t1
OG0017347	XP_009150291.1	ESY1_g6748_DN2_SP3_c0.t1
OG0017348	XP_009123264.2	ESY1_g6747_DN3_SP4_c0.t1
OG0017349	XP_009151871.1	ESY21_g55409_DN3_SP7_c0.t1
OG0017350	XP_033140724.1	ESY21_g55253_DN2_SP0_c0.t1
OG0017351	XP_009151908.1	ESY6_g48992_DN3_SP2_c0.t1
OG0017352	XP_009151936.1	ESY21_g55764_DN3_SP0_c0.t1
OG0017353	XP_009129480.1	ESY10_g13869_DN3_SP2_c0.t1
OG0017354	XP_033128595.1	ESY10_g13839_DN3_SP5_c0.t1
OG0017355	XP_009152052.1	ESY10_g13916_DN3_SP0_c0.t1
OG0017357	XP_033140913.1	ESY2_g35447_DN3_SP0_c0.t1
OG0017358	XP_009127748.1	ESY2_g35435_DN3_SP0_c0.t1
OG0017359	XP_018508498.1, XP_018508551.2	ESY2_g35429_DN3_SP0_c0.t1
OG0017360	XP_009104998.1	ESY2_g35421_DN3_SP0_c0.t1
OG0017361	XP_009105494.1	ESY2_g35415_DN3_SP8_c21.t1
OG0017362	XP_033130281.1	ESY2_g35386_DN3_SP0_c0.t1
OG0017363	XP_009114397.1	ESY7_g16827_DN3_SP6_c0.t1
OG0017364	XP_033136891.1	ESY7_g16814_DN3_SP0_c0.t1
OG0017365	XP_009101588.1	ESY7_g16806_DN3_SP0_c0.t1
OG0017367	XP_009147823.1	ESY2_g37443_DN3_SP8_c0.t1
OG0017368	XP_009147821.1	ESY2_g37430_DN3_SP8_c0.t1
OG0017369	XP_009107205.1	ESY2_g37279_DN3_SP8_c0.t1
OG0017370	XP_009147761.1, XP_033142605.1	ESY2_g37255_DN3_SP0_c0.t1
OG0017372	XP_009147706.1	ESY2_g37110_DN3_SP8_c43.t1
OG0017373	XP_009144836.1	ESY2_g37054_DN3_SP0_c0.t1
OG0017374	XP_009144833.1	ESY2_g37053_DN3_SP0_c0.t1
OG0017375	XP_009147679.2	ESY2_g37048_DN3_SP0_c0.t1
OG0017376	XP_009147671.1	ESY2_g37034_DN3_SP7_c0.t1
OG0017377	XP_009147668.1	ESY2_g37017_DN3_SP0_c0.t1
OG0017378	XP_009114034.1	ESY1_g6330_DN3_SP0_c0.t1
OG0017379	XP_009101833.1	ESY1_g6333_DN3_SP0_c0.t1
OG0017380	XP_009108010.1	ESY17_g39140_DN3_SP0_c0.t1
OG0017381	XP_009114004.1	ESY2_g36838_DN3_SP0_c0.t1
OG0017383	XP_009132939.2	ESY1_g5996_DN3_SP2_c0.t1
OG0017388	XP_009143729.1	ESY9_g42831_DN2_SP0_c0.t1
OG0017389	XP_009141413.1	ESY2_g37250_DN3_SP0_c0.t1
OG0017391	XP_009143679.1	ESY9_g43890_DN3_SP5_c0.t1
OG0017393	XP_009133044.1	ESY9_g44053_DN3_SP8_c0.t1
OG0017394	XP_009132774.1	ESY9_g42964_DN3_SP2_c0.t1
OG0017395	XP_009132627.1	ESY9_g42900_DN3_SP0_c0.t1
OG0017396	XP_009132447.1	ESY9_g42827_DN3_SP0_c0.t1
OG0017397	XP_033144513.1	ESY9_g42864_DN3_SP2_c0.t1, ESY9_g42866_DN3_SP0_c0.t1
OG0017398	XP_009136957.1	ESY9_g42744_DN2_SP8_c0.t1
OG0017399	XP_033129794.1	ESY9_g42697_DN2_SP0_c0.t1
OG0017400	XP_033129768.1	ESY9_g42632_DN3_SP0_c0.t1
OG0017402	XP_009117318.1	ESY8_g59632_DN3_SP0_c0.t1
OG0017403	XP_009114863.1	ESY8_g59203_DN3_SP0_c0.t1
OG0017404	XP_009115765.1	ESY1_g10079_DN3_SP0_c0.t1
OG0017405	XP_009136558.1	ESY1_g10046_DN3_SP0_c0.t1
OG0017407	XP_009132528.1, XP_009127243.1	ESY6_g46798_DN3_SP0_c0.t1
OG0017408	XP_009107228.1	ESY6_g46513_DN3_SP0_c11.t1
OG0017409	XP_009136904.1	ESY11_g52712_DN3_SP1_c0.t1
OG0017410	XP_009130790.1	ESY11_g52785_DN3_SP0_c0.t1
OG0017411	XP_033130786.1	ESY11_g53263_DN2_SP0_c36.t1
OG0017412	XP_009119395.1	ESY11_g53718_DN3_SP8_c0.t1
OG0017413	XP_009121236.1	ESY11_g53744_DN3_SP7_c0.t1
OG0017414	XP_009121210.1	ESY11_g53852_DN3_SP0_c0.t1
OG0017415	XP_009136320.1	ESY11_g53865_DN3_SP8_c0.t1
OG0017416	XP_033129505.1	ESY11_g53955_DN3_SP0_c0.t1
OG0017418	XP_033142726.1	ESY9_g43792_DN2_SP0_c0.t1
OG0017419	XP_009102970.1	ESY6_g46771_DN3_SP0_c0.t1
OG0017420	XP_033131035.1	ESY9_g43759_DN3_SP8_c0.t1
OG0017421	XP_009151651.1	ESY15_g64512_DN3_SP0_c0.t1
OG0017422	XP_009133519.1	ESY9_g43258_DN3_SP0_c0.t1
OG0017423	XP_009133843.1	ESY9_g43302_DN3_SP3_c0.t1
OG0017424	XP_009136204.1	ESY10_g14097_DN3_SP0_c0.t1
OG0017425	XP_009151784.1	ESY2_g34579_DN2_SP0_c0.t1
OG0017426	XP_009134321.1	ESY9_g43404_DN3_SP1_c0.t1
OG0017427	XP_009134802.1	ESY9_g43651_DN3_SP7_c0.t1
OG0017428	XP_009134823.1	ESY9_g43642_DN3_SP0_c0.t1
OG0017430	XP_009135338.1	ESY9_g43545_DN1_SP0_c0.t1
OG0017431	XP_009133206.1	ESY9_g43066_DN3_SP8_c0.t1
OG0017432	XP_009133016.1, XP_009133005.1, XP_009133090.1	ESY9_g42914_DN3_SP0_c0.t1, ESY9_g42907_DN3_SP0_c0.t1
OG0017433	XP_009145916.1, XP_033138082.1	ESY3_g29696_DN3_SP0_c0.t1
OG0017434	XP_009124820.1	ESY3_g32692_DN3_SP0_c0.t1
OG0017435	XP_009124822.1	ESY3_g32690_DN2_SP5_c0.t1
OG0017436	XP_009107011.1	ESY3_g32683_DN3_SP0_c0.t1
OG0017437	XP_009134577.1	ESY3_g32669_DN3_SP0_c0.t1
OG0017438	XP_009134581.1	ESY3_g32666_DN3_SP0_c0.t1
OG0017439	XP_009124042.1	ESY3_g32649_DN3_SP4_c0.t1
OG0017440	XP_009134599.1	ESY3_g32647_DN3_SP0_c0.t1
OG0017441	XP_009147445.1	ESY3_g32646_DN3_SP0_c0.t1
OG0017442	XP_009103541.1	ESY6_g50248_DN3_SP1_c0.t1
OG0017443	XP_009126996.1	ESY16_g61939_DN2_SP0_c0.t1, ESY6_g49426_DN3_SP0_c0.t1
OG0017444	XP_009112288.1	ESY6_g50216_DN3_SP0_c0.t1
OG0017445	XP_009130568.1	ESY6_g50217_DN3_SP8_c0.t1
OG0017446	XP_033141401.1	ESY6_g50224_DN3_SP0_c0.t1
OG0017447	XP_009150857.1	ESY6_g50745_DN2_SP0_c10.t1
OG0017448	XP_009112275.1	ESY6_g50750_DN3_SP8_c0.t1
OG0017449	XP_009112273.1	ESY6_g50751_DN3_SP1_c13.t1
OG0017450	XP_009112266.2	ESY6_g50758_DN1_SP0_c0.t1
OG0017451	XP_009116997.1	ESY1_g12582_DN3_SP0_c14.t1
OG0017453	XP_018510400.1	ESY1_g12573_DN3_SP0_c0.t1
OG0017454	XP_009138652.1	ESY1_g12566_DN3_SP4_c0.t1
OG0017455	XP_009143681.1	ESY1_g12540_DN3_SP0_c0.t1, ESY1_g10277_DN2_SP0_c0.t1
OG0017456	XP_009138686.1	ESY1_g12539_DN2_SP0_c0.t1
OG0017457	XP_009116927.1	ESY1_g12485_DN3_SP0_c0.t1
OG0017458	XP_009116897.1	ESY1_g12424_DN3_SP0_c0.t1
OG0017459	XP_009104351.1	ESY1_g12364_DN3_SP0_c0.t1
OG0017460	XP_009104346.1	ESY5_g3069_DN3_SP0_c0.t1
OG0017461	XP_009104282.1	ESY1_g12206_DN3_SP1_c0.t1
OG0017462	XP_009104280.1	ESY1_g12189_DN2_SP0_c0.t1
OG0017463	XP_009116764.1	ESY1_g12175_DN3_SP6_c0.t1
OG0017464	XP_009116757.1, XP_033135733.1	ESY1_g12172_DN3_SP2_c0.t1
OG0017465	XP_033134887.1	ESY1_g12065_DN3_SP0_c0.t1
OG0017466	XP_018514200.1	ESY1_g12048_DN3_SP8_c0.t1
OG0017467	XP_009116695.1	ESY1_g11999_DN3_SP1_c0.t1
OG0017468	XP_009116655.2	ESY1_g11904_DN3_SP0_c0.t1
OG0017469	XP_009104228.1	ESY1_g11900_DN3_SP0_c0.t1
OG0017470	XP_009104180.1	ESY1_g11301_DN3_SP8_c0.t1
OG0017471	XP_009116564.2	ESY1_g11371_DN2_SP0_c0.t1
OG0017472	XP_009116472.2	ESY1_g11621_DN3_SP5_c0.t1
OG0017473	XP_009116453.1	ESY1_g11648_DN3_SP8_c0.t1
OG0017474	XP_009116441.1	ESY1_g11691_DN3_SP0_c0.t1
OG0017475	XP_009104051.1	ESY1_g11708_DN3_SP0_c0.t1
OG0017476	XP_009116425.1	ESY1_g11730_DN3_SP5_c0.t1
OG0017477	XP_009116375.1	ESY1_g11801_DN3_SP8_c0.t1
OG0017479	XP_009116339.1	ESY1_g10538_DN3_SP5_c0.t1
OG0017480	XP_009139122.1	ESY1_g10579_DN3_SP6_c0.t1
OG0017481	XP_009116279.1	ESY1_g10662_DN2_SP0_c85.t1
OG0017482	XP_009116264.1	ESY1_g10696_DN3_SP1_c0.t1
OG0017483	XP_009116243.1	ESY1_g10744_DN3_SP3_c0.t1
OG0017484	XP_018513900.2	ESY1_g10746_DN3_SP8_c0.t1
OG0017485	XP_009116228.1	ESY1_g10763_DN3_SP0_c0.t1
OG0017486	XP_009116202.1	ESY1_g10799_DN3_SP0_c0.t1
OG0017487	XP_009116190.1	ESY1_g10815_DN3_SP0_c0.t1
OG0017488	XP_009139240.1	ESY1_g10955_DN3_SP6_c0.t1
OG0017489	XP_009116116.1	ESY1_g10973_DN3_SP8_c0.t1
OG0017490	XP_009139269.1	ESY1_g11003_DN3_SP8_c0.t1
OG0017491	XP_009103886.2	ESY1_g11017_DN3_SP0_c0.t1
OG0017492	XP_009116078.1	ESY1_g11042_DN3_SP0_c14.t1
OG0017493	XP_033136981.1	ESY1_g11051_DN3_SP8_c0.t1
OG0017494	XP_018509763.1	ESY1_g11088_DN3_SP0_c0.t1
OG0017495	XP_009116018.1	ESY1_g11140_DN3_SP0_c0.t1
OG0017498	XP_009116001.1	ESY1_g11185_DN3_SP7_c0.t1
OG0017500	XP_033146758.1	ESY1_g10466_DN3_SP0_c0.t1
OG0017501	XP_009115968.1	ESY1_g10451_DN3_SP1_c0.t1
OG0017502	XP_009115960.1	ESY1_g10437_DN3_SP0_c0.t1
OG0017503	XP_009127136.1	ESY6_g47525_DN2_SP0_c0.t1
OG0017504	XP_009119896.1	ESY6_g47417_DN3_SP7_c0.t1
OG0017505	XP_009102504.1	ESY3_g27944_DN2_SP0_c0.t1
OG0017506	XP_009135901.2	ESY12_g51117_DN3_SP3_c0.t1
OG0017508	XP_009102453.1	ESY3_g27572_DN3_SP0_c0.t1
OG0017509	XP_009102454.1	ESY3_g27592_DN3_SP4_c0.t1
OG0017511	XP_009136118.1	ESY3_g27417_DN3_SP2_c0.t1
OG0017512	XP_009102391.1	ESY3_g27279_DN3_SP0_c0.t1
OG0017514	XP_009102372.1	ESY2_g36268_DN3_SP8_c0.t1
OG0017515	XP_009102352.1	ESY11_g52413_DN3_SP0_c31.t1
OG0017516	XP_009105232.1	ESY2_g35216_DN3_SP0_c0.t1
OG0017517	XP_033131651.1	ESY2_g35197_DN3_SP0_c0.t1
OG0017519	XP_009105317.2	ESY19_g41791_DN3_SP7_c0.t1
OG0017520	XP_009105092.1	ESY19_g41786_DN3_SP0_c0.t1
OG0017521	XP_009105085.1	ESY21_g55186_DN2_SP5_c0.t1
OG0017522	XP_009105068.1	ESY2_g34516_DN3_SP6_c0.t1
OG0017523	XP_009105354.1, XP_009127595.1	ESY2_g34514_DN3_SP0_c0.t1
OG0017524	XP_009105375.1	ESY2_g34480_DN3_SP5_c0.t1
OG0017525	XP_009127629.1	ESY2_g34464_DN3_SP7_c0.t1
OG0017526	XP_009102256.1	ESY11_g54254_DN3_SP0_c0.t1, ESY7_g16359_DN2_SP0_c0.t1
OG0017527	XP_009150730.1	ESY11_g54298_DN3_SP7_c0.t1
OG0017528	XP_009102219.1	ESY11_g54398_DN3_SP0_c0.t1
OG0017529	XP_009116312.1	ESY11_g53019_DN3_SP0_c0.t1
OG0017530	XP_033135784.1, XP_009101332.1	ESY10_g14601_DN3_SP0_c0.t1
OG0017531	XP_009111834.1	ESY15_g64743_DN3_SP7_c0.t1
OG0017533	XP_009133458.1	ESY12_g50997_DN3_SP0_c0.t1
OG0017535	XP_009127218.1	ESY7_g18655_DN1_SP0_c0.t1
OG0017536	XP_009142688.1	ESY12_g50893_DN3_SP7_c0.t1
OG0017537	XP_009142138.1	ESY12_g50871_DN3_SP0_c0.t1
OG0017538	XP_009143225.1	ESY12_g50857_DN3_SP0_c0.t1
OG0017540	XP_009143253.1	ESY9_g45684_DN3_SP7_c0.t1
OG0017541	XP_009133407.1	ESY9_g45680_DN3_SP3_c0.t1
OG0017542	XP_033144415.1	ESY9_g45559_DN1_SP0_c0.t1
OG0017543	XP_009141822.1	ESY9_g45552_DN3_SP8_c0.t1
OG0017544	XP_009133359.1	ESY9_g45500_DN3_SP0_c31.t1
OG0017545	XP_033143646.1	ESY9_g45455_DN2_SP0_c0.t1
OG0017546	XP_009133329.1	ESY9_g45439_DN3_SP0_c0.t1
OG0017547	XP_033143676.1	ESY9_g45415_DN3_SP8_c0.t1
OG0017548	XP_009133265.1	ESY9_g45349_DN3_SP0_c0.t1
OG0017550	XP_009133257.1	ESY9_g45325_DN3_SP3_c0.t1
OG0017551	XP_018514675.1	ESY9_g45324_DN3_SP1_c0.t1
OG0017553	XP_033147989.1	ESY9_g45043_DN3_SP0_c28.t1
OG0017554	XP_009141682.1	ESY9_g44962_DN3_SP8_c0.t1
OG0017555	XP_033142446.1	ESY9_g44864_DN3_SP0_c0.t1
OG0017556	XP_009144498.1	ESY7_g16083_DN1_SP3_c0.t1
OG0017557	XP_033136512.1	ESY7_g16094_DN3_SP7_c0.t1
OG0017558	XP_009114601.1	ESY7_g16098_DN2_SP6_c0.t1
OG0017559	XP_009114592.1	ESY7_g16116_DN3_SP8_c0.t1
OG0017560	XP_018513643.1	ESY7_g16127_DN2_SP0_c0.t1
OG0017561	XP_009114586.1	ESY7_g16132_DN3_SP8_c13.t1
OG0017562	XP_009144494.1	ESY18_g62970_DN3_SP6_c0.t1
OG0017563	XP_009115306.1	ESY5_g1118_DN3_SP0_c0.t1
OG0017564	XP_009117432.1	ESY8_g59900_DN2_SP0_c0.t1
OG0017565	XP_009140259.2	ESY8_g59894_DN2_SP4_c0.t1
OG0017566	XP_009117418.1	ESY8_g59871_DN3_SP6_c0.t1
OG0017567	XP_009117410.1	ESY8_g59865_DN3_SP7_c0.t1
OG0017568	XP_009117401.1	ESY8_g59840_DN3_SP0_c0.t1
OG0017569	XP_009117389.1	ESY8_g59833_DN3_SP0_c0.t1
OG0017570	XP_009140314.1	ESY8_g59751_DN3_SP0_c0.t1
OG0017572	XP_033134501.1	ESY8_g59684_DN3_SP0_c0.t1
OG0017573	XP_009140374.1	ESY8_g59666_DN2_SP6_c0.t1
OG0017575	XP_009140701.1	ESY8_g59276_DN3_SP5_c0.t1
OG0017576	XP_009133968.1	ESY8_g59249_DN3_SP6_c0.t1
OG0017577	XP_033143416.1	ESY8_g59209_DN3_SP6_c0.t1
OG0017578	XP_033146663.1	ESY8_g59298_DN3_SP8_c0.t1
OG0017579	XP_009107489.1	ESY4_g22316_DN3_SP0_c0.t1
OG0017580	XP_009145115.1	ESY14_g20849_DN3_SP2_c0.t1
OG0017581	XP_033132367.1	ESY14_g20624_DN3_SP0_c0.t1
OG0017582	XP_009114725.1	ESY14_g20620_DN3_SP4_c0.t1
OG0017584	XP_009114760.1	ESY14_g20123_DN3_SP7_c0.t1
OG0017585	XP_009114791.1	ESY14_g20390_DN3_SP3_c0.t1
OG0017587	XP_009151466.1	ESY14_g19933_DN3_SP1_c4.t1
OG0017588	XP_009134203.1	ESY18_g64006_DN3_SP0_c0.t1
OG0017589	XP_033135049.1	ESY18_g63916_DN3_SP0_c0.t1
OG0017590	XP_009108211.2	ESY18_g63912_DN3_SP3_c0.t1
OG0017591	XP_009108209.1	ESY18_g63903_DN3_SP8_c0.t1
OG0017592	XP_009128669.1	ESY18_g63305_DN3_SP7_c0.t1
OG0017593	XP_009108158.1	ESY18_g63306_DN3_SP8_c0.t1
OG0017594	XP_009120901.1	ESY7_g16872_DN3_SP0_c0.t1
OG0017595	XP_009111732.1	ESY10_g15407_DN2_SP0_c0.t1
OG0017596	XP_018508088.1	ESY10_g15591_DN3_SP0_c0.t1
OG0017597	XP_033136595.1	ESY10_g15633_DN3_SP5_c0.t1
OG0017598	XP_009151226.1	ESY10_g15673_DN3_SP0_c0.t1
OG0017599	XP_009117507.1	ESY11_g54815_DN3_SP0_c0.t1
OG0017601	XP_018508762.1	ESY11_g54959_DN3_SP8_c5.t1
OG0017602	XP_009119394.1	ESY20_g13275_DN3_SP6_c0.t1
OG0017603	XP_009117460.1	ESY11_g55002_DN2_SP4_c0.t1
OG0017604	XP_009142478.1	ESY12_g52331_DN3_SP0_c0.t1
OG0017605	XP_018514650.1	ESY12_g52326_DN3_SP0_c0.t1
OG0017606	XP_009142493.1	ESY12_g52307_DN3_SP0_c0.t1
OG0017607	XP_009118719.1	ESY12_g52236_DN3_SP0_c0.t1
OG0017609	XP_033139291.1	ESY12_g52218_DN3_SP7_c0.t1
OG0017610	XP_009142581.1	ESY12_g51595_DN3_SP8_c0.t1
OG0017611	XP_009133790.1	ESY12_g51608_DN3_SP0_c0.t1
OG0017612	XP_009142634.1	ESY12_g51673_DN3_SP0_c0.t1
OG0017613	XP_033148402.1	ESY12_g51729_DN3_SP0_c0.t1
OG0017614	XP_018514619.2	ESY12_g51874_DN3_SP8_c6.t1
OG0017615	XP_009143132.1	ESY12_g51904_DN3_SP1_c0.t1
OG0017616	XP_009142313.1	ESY12_g51984_DN3_SP6_c0.t1
OG0017618	XP_009142995.1	ESY12_g52120_DN3_SP0_c0.t1
OG0017619	XP_009142246.1	ESY12_g52125_DN3_SP4_c0.t1
OG0017620	XP_009142990.2	ESY12_g52128_DN3_SP0_c0.t1
OG0017621	XP_009142984.1	ESY12_g52142_DN3_SP0_c0.t1
OG0017622	XP_009133646.2	ESY12_g52153_DN3_SP8_c0.t1
OG0017623	XP_033144662.1	ESY11_g54976_DN3_SP6_c0.t1
OG0017626	XP_009133578.1	ESY12_g51505_DN3_SP0_c0.t1
OG0017628	XP_033143836.1	ESY12_g51272_DN3_SP0_c0.t1
OG0017629	XP_009142798.1	ESY12_g51270_DN2_SP0_c0.t1
OG0017630	XP_009142779.1	ESY12_g51226_DN3_SP2_c0.t1
OG0017631	XP_009101437.1	ESY10_g14844_DN3_SP0_c0.t1
OG0017632	XP_009117847.1	ESY3_g32538_DN3_SP0_c0.t1
OG0017633	XP_009147371.1	ESY3_g32525_DN3_SP6_c0.t1
OG0017634	XP_033139783.1	ESY3_g32463_DN1_SP0_c0.t1
OG0017635	XP_009147310.1	ESY3_g32424_DN3_SP7_c0.t1
OG0017636	XP_033137312.1	ESY3_g32422_DN3_SP0_c0.t1
OG0017639	XP_009130355.1	ESY3_g32333_DN3_SP7_c0.t1
OG0017640	XP_009130367.1	ESY3_g32298_DN3_SP0_c0.t1
OG0017642	XP_009102063.2	ESY3_g32256_DN3_SP0_c0.t1
OG0017643	XP_009103491.1	ESY6_g50315_DN3_SP7_c0.t1
OG0017644	XP_009124992.1	ESY3_g31992_DN3_SP0_c0.t1
OG0017645	XP_009124195.1	ESY3_g31946_DN3_SP2_c3.t1
OG0017646	XP_009140479.1	ESY8_g59545_DN3_SP0_c0.t1
OG0017647	XP_033146865.1	ESY3_g31806_DN3_SP7_c0.t1
OG0017649	XP_009147232.1	ESY3_g31708_DN3_SP6_c0.t1
OG0017650	XP_009129632.2	ESY3_g31597_DN3_SP8_c0.t1
OG0017651	XP_009129634.1	ESY3_g31595_DN1_SP0_c0.t1
OG0017652	XP_009103048.1	ESY10_g15051_DN3_SP0_c0.t1
OG0017653	XP_009124924.2	ESY3_g31543_DN3_SP0_c0.t1
OG0017654	XP_009134897.1	ESY3_g31527_DN3_SP8_c0.t1
OG0017655	XP_009147157.1	ESY3_g31520_DN3_SP7_c0.t1
OG0017656	XP_009147150.1	ESY3_g31513_DN3_SP0_c0.t1
OG0017657	XP_009134910.1	ESY3_g31495_DN3_SP0_c0.t1
OG0017658	XP_033142938.1	ESY3_g31448_DN3_SP3_c0.t1
OG0017660	XP_033147236.1	ESY3_g31418_DN3_SP0_c0.t1
OG0017661	XP_009147085.1	ESY3_g31388_DN3_SP1_c0.t1
OG0017662	XP_009124351.1	ESY3_g31382_DN3_SP8_c5.t1
OG0017663	XP_009147040.1	ESY3_g30698_DN3_SP8_c13.t1
OG0017664	XP_009151573.1	ESY6_g49337_DN3_SP2_c0.t1
OG0017665	XP_009147015.1	ESY3_g30729_DN3_SP1_c0.t1
OG0017666	XP_009147009.1	ESY3_g30737_DN3_SP7_c0.t1
OG0017667	XP_009123984.1	ESY3_g30741_DN3_SP0_c0.t1
OG0017668	XP_033146702.1	ESY3_g30797_DN3_SP0_c0.t1
OG0017670	XP_009123811.1	ESY3_g30809_DN2_SP0_c33.t1
OG0017671	XP_033134216.1	ESY2_g34413_DN3_SP0_c0.t1
OG0017672	XP_009135049.2	ESY3_g30956_DN3_SP8_c0.t1
OG0017673	XP_009146911.1	ESY3_g30969_DN3_SP8_c0.t1
OG0017674	XP_009146906.1	ESY3_g30981_DN3_SP1_c0.t1
OG0017675	XP_009146898.1	ESY3_g30989_DN3_SP0_c0.t1
OG0017676	XP_009146877.1	ESY6_g49316_DN3_SP4_c0.t1
OG0017677	XP_009146866.1, XP_009123090.1	ESY3_g31046_DN3_SP4_c0.t1
OG0017678	XP_009146862.1	ESY3_g31055_DN3_SP5_c0.t1
OG0017679	XP_009146860.1	ESY3_g31057_DN3_SP0_c0.t1
OG0017680	XP_009135109.1	ESY3_g31079_DN3_SP7_c0.t1
OG0017681	XP_009146819.1	ESY6_g49537_DN3_SP7_c0.t1
OG0017682	XP_033142274.1, XP_009146801.1	ESY3_g31160_DN3_SP0_c0.t1
OG0017684	XP_009136005.1	ESY3_g30080_DN3_SP4_c14.t1
OG0017685	XP_009120562.1	ESY3_g30085_DN3_SP0_c0.t1
OG0017686	XP_033148172.1	ESY3_g30117_DN3_SP0_c0.t1
OG0017687	XP_009124720.2	ESY3_g30168_DN3_SP7_c0.t1
OG0017688	XP_009135298.1	ESY3_g30192_DN3_SP8_c0.t1
OG0017689	XP_009146477.1	ESY3_g30233_DN3_SP4_c0.t1
OG0017690	XP_009117559.1	ESY3_g30255_DN3_SP0_c0.t1
OG0017692	XP_033147819.1	ESY3_g30272_DN3_SP0_c0.t1
OG0017694	XP_009146417.2	ESY3_g30336_DN3_SP0_c0.t1
OG0017696	XP_009146344.1	ESY3_g30434_DN3_SP8_c0.t1
OG0017697	XP_009146342.1	ESY3_g30437_DN3_SP0_c0.t1
OG0017698	XP_009102853.1	ESY11_g53218_DN3_SP0_c0.t1
OG0017699	XP_009116509.1	ESY3_g30518_DN3_SP0_c0.t1
OG0017701	XP_009146284.1	ESY3_g30530_DN3_SP1_c0.t1
OG0017702	XP_009135428.1	ESY3_g30533_DN3_SP8_c6.t1
OG0017704	XP_009146257.1	ESY3_g30568_DN3_SP0_c0.t1
OG0017705	XP_009146219.1	ESY3_g30600_DN3_SP0_c0.t1
OG0017706	XP_009135449.1	ESY3_g30607_DN3_SP0_c0.t1
OG0017707	XP_033137936.1	ESY3_g29998_DN3_SP0_c0.t1
OG0017708	XP_009146153.1	ESY3_g29982_DN3_SP8_c0.t1
OG0017709	XP_009114517.2	ESY3_g29900_DN3_SP4_c15.t1
OG0017711	XP_009146005.1	ESY3_g29789_DN3_SP8_c0.t1
OG0017712	XP_009145963.1	ESY3_g29741_DN3_SP2_c0.t1
OG0017713	XP_009139872.1	ESY4_g25488_DN2_SP0_c0.t1
OG0017714	XP_018514736.1, XP_033143071.1, XP_033146041.1	ESY3_g29630_DN1_SP0_c0.t1
OG0017715	XP_033142642.1	ESY3_g29382_DN2_SP0_c0.t1
OG0017716	XP_009111576.1	ESY3_g29375_DN3_SP8_c0.t1
OG0017717	XP_009111556.2	ESY3_g29374_DN3_SP0_c5.t1
OG0017718	XP_009119272.1	ESY5_g4969_DN3_SP8_c0.t1
OG0017719	XP_009145743.1	ESY3_g29357_DN3_SP0_c0.t1
OG0017720	XP_018509518.1	ESY17_g38901_DN3_SP7_p0.t1
OG0017721	XP_009145584.1	ESY3_g29171_DN3_SP8_c0.t1
OG0017722	XP_009127216.1	ESY6_g46901_DN3_SP0_c0.t1
OG0017723	XP_009139935.1	ESY8_g60536_DN3_SP0_c0.t1
OG0017724	XP_009125115.1	ESY8_g60597_DN3_SP3_c0.t1
OG0017725	XP_009125110.1	ESY7_g17829_DN3_SP0_c0.t1
OG0017726	XP_009139847.1	ESY8_g60831_DN3_SP7_c0.t1
OG0017727	XP_009139788.1	ESY8_g61047_DN3_SP0_c0.t1
OG0017728	XP_009139787.1	ESY8_g61066_DN3_SP8_c0.t1
OG0017729	XP_009139742.1	ESY8_g61345_DN3_SP8_c0.t1
OG0017730	XP_009139740.1	ESY8_g61348_DN3_SP1_c0.t1
OG0017731	XP_009139736.1	ESY8_g61354_DN3_SP5_c0.t1
OG0017732	XP_033145887.1	ESY17_g40312_DN2_SP0_c0.t1
OG0017733	XP_009144669.1	ESY17_g40165_DN3_SP1_c0.t1
OG0017734	XP_009124221.2	ESY17_g40071_DN3_SP0_c0.t1
OG0017736	XP_009102649.1	ESY3_g28550_DN1_SP0_c0.t1
OG0017737	XP_009108178.1	ESY3_g28584_DN3_SP0_c0.t1
OG0017738	XP_009145247.2	ESY3_g28665_DN2_SP0_c0.t1
OG0017739	XP_009108841.1	ESY3_g28792_DN3_SP0_c47.t1
OG0017742	XP_009145437.1	ESY3_g28941_DN3_SP0_c0.t1
OG0017743	XP_009149504.2	ESY5_g3971_DN3_SP0_c7.t1
OG0017744	XP_009145478.1	ESY3_g29064_DN3_SP0_c0.t1
OG0017745	XP_009145491.1	ESY3_g29087_DN3_SP8_c0.t1
OG0017746	XP_009128059.1	ESY4_g24516_DN2_SP0_c0.t1
OG0017747	XP_009137892.1, XP_009128077.1	ESY9_g43241_DN3_SP0_c0.t1
OG0017748	XP_009137889.1	ESY4_g24505_DN3_SP0_c0.t1
OG0017749	XP_009128101.1	ESY4_g24504_DN3_SP0_c0.t1
OG0017750	XP_009128167.1	ESY5_g4655_DN1_SP0_c0.t1
OG0017752	XP_009150112.1	ESY6_g49434_DN3_SP2_c0.t1
OG0017753	XP_009105200.1	ESY2_g35249_DN3_SP8_c0.t1
OG0017754	XP_009105157.1	ESY2_g35319_DN3_SP8_c0.t1
OG0017755	XP_009105156.1	ESY2_g35327_DN3_SP1_c0.t1
