Orthogroup	Brassica_rapa	Arabis_alpina
OG0016591	XP_009107300.1	Aa_G581500.h1.t1
OG0016592	XP_033132906.1	Aa_G581490.h1.t1
OG0016593	XP_009107296.1	Aa_G513230.h1.t1
OG0016594	XP_009107295.1, XP_009144975.1	Aa_G513240.h1.t1
OG0016595	XP_018508884.1	Aa_G476890.h1.t1
OG0016596	XP_033131378.1	Aa_G476920.h1.t1
OG0016597	XP_009104738.1	Aa_G477030.h1.t1, Aa_G201440.h1.t1
OG0016598	XP_009124989.1	Aa_G487030.h1.t1
OG0016601	XP_009133360.1	Aa_G487070.h1.t1
OG0016602	XP_009101951.1	Aa_G541080.h1.t1
OG0016603	XP_009101950.1	Aa_G219390.h1.t1
OG0016604	XP_009109558.1	Aa_G219360.h1.t1
OG0016605	XP_009109555.1	Aa_G219350.h1.t1
OG0016606	XP_009101946.1	Aa_G219340.h1.t1
OG0016607	XP_009109553.1	Aa_G219260.h1.t1
OG0016608	XP_009109552.2	Aa_G219250.h1.t1
OG0016609	XP_009109537.1	Aa_G138060.h1.t1
OG0016610	XP_009109536.1	Aa_G138050.h1.t1
OG0016611	XP_009109535.1	Aa_G138040.h1.t1
OG0016612	XP_009119419.2	Aa_G138030.h1.t1
OG0016613	XP_009136626.1	Aa_G137870.h1.t1
OG0016614	XP_009145337.2	Aa_G137750.h1.t1
OG0016615	XP_009109481.1	Aa_G352010.h1.t1
OG0016616	XP_009101886.1	Aa_G352060.h1.t1
OG0016617	XP_009101881.2	Aa_G352100.h1.t1
OG0016618	XP_009109472.1	Aa_G539080.h1.t1, Aa_G553670.h1.t1
OG0016619	XP_009109460.1	Aa_G450570.h1.t1
OG0016620	XP_009109453.1	Aa_G693490.h1.t1
OG0016621	XP_009126909.1	Aa_G901630.h1.t1
OG0016622	XP_009127547.1	Aa_G381710.h1.t1
OG0016623	XP_009109436.2	Aa_G381670.h1.t1
OG0016624	XP_033132964.1	Aa_G437440.h1.t1
OG0016625	XP_009128515.1	Aa_G437430.h1.t1
OG0016626	XP_009138550.2	Aa_G702350.h1.t1
OG0016627	XP_009138545.1	Aa_G486270.h1.t1
OG0016628	XP_033140662.1, XP_033140670.1	Aa_G503350.h1.t1
OG0016629	XP_009139691.1	Aa_G224750.h1.t1
OG0016630	XP_009131836.1	Aa_G294530.h1.t1
OG0016631	XP_009132152.1	Aa_G237320.h1.t1
OG0016632	XP_009138533.2	Aa_G95130.h1.t1
OG0016633	XP_009138512.1	Aa_G561530.h1.t1
OG0016634	XP_009137560.1	Aa_G402090.h1.t1
OG0016635	XP_009137739.1	Aa_G402120.h1.t1
OG0016636	XP_009138470.1	Aa_G139430.h1.t1
OG0016638	XP_009109347.1	Aa_G363190.h1.t1
OG0016639	XP_009141323.1	Aa_G363170.h1.t1
OG0016641	XP_009141493.1	Aa_G223260.h1.t1
OG0016642	XP_033144271.1	Aa_G223240.h1.t1
OG0016643	XP_009141825.1	Aa_G223200.h1.t1
OG0016644	XP_009144397.2, XP_009138427.1	Aa_G179560.h1.t1
OG0016645	XP_009138423.1	Aa_G179500.h1.t1
OG0016646	XP_009144816.1	Aa_G179490.h1.t1
OG0016647	XP_009146238.2	Aa_G453320.h1.t1
OG0016648	XP_009147305.1	Aa_G285830.h1.t1
OG0016649	XP_009138407.1	Aa_G285850.h1.t1
OG0016650	XP_009147422.1	Aa_G285870.h1.t1
OG0016651	XP_009138403.1	Aa_G285890.h1.t1
OG0016652	XP_009148286.3	Aa_G514650.h1.t1
OG0016653	XP_033142588.1	Aa_G514680.h1.t1
OG0016654	XP_009138394.1	Aa_G514700.h1.t1
OG0016655	XP_033132977.1	Aa_G514740.h1.t1
OG0016656	XP_009126121.1	Aa_G790180.h1.t1
OG0016657	XP_009150416.1	Aa_G376370.h1.t1
OG0016658	XP_033133048.1	Aa_G157090.h1.t1
OG0016659	XP_009138382.1	Aa_G157120.h1.t1
OG0016660	XP_009151519.1	Aa_G590230.h1.t1
OG0016661	XP_009101983.1	Aa_G527850.h1.t1
OG0016662	XP_009102146.2, XP_009109293.1	Aa_G527840.h1.t1
OG0016663	XP_009102464.2	Aa_G739570.h1.t1
OG0016664	XP_009108619.1	Aa_G105080.h1.t1
OG0016666	XP_009103156.1	Aa_G293870.h1.t1
OG0016667	XP_009102734.1	Aa_G548450.h1.t1
OG0016668	XP_009104931.1	Aa_G118840.h1.t1
OG0016669	XP_033142435.1	Aa_G503120.h1.t1
OG0016670	XP_009138307.1	Aa_G503100.h1.t1
OG0016671	XP_009111793.1	Aa_G614670.h1.t1
OG0016672	XP_009113781.2	Aa_G258870.h1.t1
OG0016673	XP_009114233.1	Aa_G258820.h1.t1
OG0016674	NP_001288985.1	Aa_G499490.h1.t1
OG0016675	XP_009126132.1	Aa_G724260.h1.t1
OG0016676	XP_033135307.1	Aa_G9870.h1.t1
OG0016677	XP_009134052.1	Aa_G415910.h1.t1
OG0016678	XP_009134053.1	Aa_G415920.h1.t1
OG0016679	XP_009125724.1	Aa_G153910.h1.t1
OG0016680	XP_009108830.1	Aa_G631720.h1.t1
OG0016681	XP_009125275.1	Aa_G468840.h1.t1
OG0016682	XP_009125264.1	Aa_G468830.h1.t1
OG0016683	XP_009138178.1	Aa_G376660.h1.t1
OG0016684	XP_033131881.1	Aa_G147150.h1.t1
OG0016685	XP_009122119.1	Aa_G328860.h1.t1
OG0016686	XP_009122015.1	Aa_G328820.h1.t1
OG0016687	XP_009121783.1	Aa_G328810.h1.t1
OG0016688	XP_009121901.1	Aa_G328800.h1.t1
OG0016689	XP_009127702.1	Aa_G283300.h1.t1
OG0016690	XP_009121487.1	Aa_G328780.h1.t1
OG0016691	XP_033140781.1	Aa_G34250.h1.t1
OG0016692	XP_009121254.1	Aa_G592070.h1.t1
OG0016693	XP_033140206.1, XP_009137767.2	Aa_G112230.h1.t1
OG0016694	XP_009118392.1	Aa_G432460.h1.t1
OG0016695	XP_009126406.1	Aa_G598860.h1.t1
OG0016696	XP_009137446.1	Aa_G112800.h1.t1
OG0016697	XP_009126418.2	Aa_G324890.h1.t1
OG0016698	XP_009138055.1	Aa_G325040.h1.t1
OG0016699	XP_009138053.1	Aa_G98610.h1.t1
OG0016700	XP_009126559.2	Aa_G45770.h1.t1
OG0016701	XP_009108901.1	Aa_G74840.h1.t1
OG0016702	XP_009138038.1	Aa_G74830.h1.t1
OG0016703	XP_009126746.1	Aa_G145100.h1.t1
OG0016705	XP_009126994.1	Aa_G59720.h1.t1
OG0016707	XP_009137999.1	Aa_G33000.h1.t1
OG0016708	XP_009127174.1	Aa_G33020.h1.t1
OG0016709	XP_009108951.1	Aa_G520610.h1.t1
OG0016710	XP_009127366.1	Aa_G120660.h1.t1
OG0016711	XP_009137976.1	Aa_G190550.h1.t1
OG0016712	XP_009137971.1	Aa_G190530.h1.t1
OG0016713	XP_009127486.1	Aa_G190510.h1.t1
OG0016714	XP_009149878.1	Aa_G254350.h1.t1
OG0016715	XP_009149881.2	Aa_G254310.h1.t1
OG0016717	XP_009106233.1, XP_009102553.2	Aa_G227320.h1.t1
OG0016718	XP_009106072.1	Aa_G199050.h1.t1
OG0016719	XP_009102538.1	Aa_G199020.h1.t1
OG0016720	XP_009105931.1	Aa_G187280.h1.t1
OG0016721	XP_009105907.1	Aa_G199360.h1.t1
OG0016722	XP_009104855.1	Aa_G199350.h1.t1
OG0016723	XP_009127895.1	Aa_G475200.h1.t1
OG0016724	XP_009110114.1	Aa_G62640.h1.t1
OG0016725	XP_033134620.1	Aa_G62340.h1.t1
OG0016726	XP_009103160.2	Aa_G487220.h1.t1
OG0016727	XP_009115482.1	Aa_G274000.h1.t1
OG0016728	XP_009115476.1	Aa_G274040.h1.t1
OG0016729	XP_009103113.1	Aa_G255010.h1.t1
OG0016730	XP_009110034.1, XP_009115413.1	Aa_G254970.h1.t1
OG0016731	XP_009115406.2	Aa_G579810.h1.t1
OG0016732	XP_009115389.1	Aa_G469120.h1.t1
OG0016733	XP_009115364.1	Aa_G539020.h1.t1
OG0016734	XP_009115356.1	Aa_G92130.h1.t1
OG0016735	XP_009134458.1	Aa_G191450.h1.t1, Aa_G191460.h1.t1
OG0016736	XP_009134474.1	Aa_G46610.h1.t1
OG0016737	XP_009134487.2	Aa_G53170.h1.t1
OG0016738	XP_009111400.1	Aa_G67800.h1.t1
OG0016740	XP_009111417.1	Aa_G67930.h1.t1
OG0016741	XP_009111430.1	Aa_G53290.h1.t1
OG0016743	XP_009111477.1	Aa_G511720.h1.t1
OG0016746	XP_033129190.1	Aa_G416980.h1.t1
OG0016747	XP_009111520.1	Aa_G136150.h1.t1
OG0016748	XP_033143422.1	Aa_G136130.h1.t1
OG0016749	XP_009134022.2	Aa_G36360.h1.t1
OG0016750	XP_009107386.1	Aa_G36390.h1.t1
OG0016751	XP_009105730.1	Aa_G36400.h1.t1
OG0016752	XP_033135822.1, XP_009134013.1	Aa_G36540.h1.t1
OG0016753	XP_009134015.1	Aa_G36560.h1.t1
OG0016755	XP_009113812.2	Aa_G545630.h1.t1
OG0016756	XP_009109899.1	Aa_G587370.h1.t1
OG0016757	XP_009137584.1	Aa_G38540.h1.t1
OG0016758	XP_009142555.1	Aa_G69800.h1.t1
OG0016759	XP_009142743.1	Aa_G86640.h1.t1
OG0016760	XP_009137654.1	Aa_G107230.h1.t1
OG0016761	XP_009143867.2	Aa_G133100.h1.t1
OG0016763	XP_009143986.1	Aa_G212550.h1.t1
OG0016764	XP_009137689.1	Aa_G360400.h1.t1
OG0016766	XP_033133052.1	Aa_G382880.h1.t1
OG0016767	XP_009144161.1	Aa_G231290.h1.t1
OG0016768	XP_009137770.1	Aa_G440810.h1.t1, Aa_G512400.h1.t1
OG0016769	XP_009109098.1	Aa_G44440.h1.t1
OG0016770	XP_009129046.1	Aa_G309830.h1.t1
OG0016771	XP_033138237.1	Aa_G220620.h1.t1, Aa_G220630.h1.t1
OG0016772	XP_009118511.1	Aa_G369390.h1.t1
OG0016773	XP_009148899.2	Aa_G121070.h1.t1
OG0016774	XP_033134435.1	Aa_G192240.h1.t1
OG0016775	XP_009103245.1	Aa_G292670.h1.t1
OG0016777	XP_009115532.2	Aa_G62420.h1.t1
OG0016778	XP_009115502.1, XP_009103158.1	Aa_G487240.h1.t1
OG0016780	XP_009103120.1	Aa_G126660.h1.t1
OG0016781	XP_033134029.1, XP_009103111.1	Aa_G254990.h1.t1
OG0016782	XP_009109903.1	Aa_G283500.h1.t1, Aa_G641490.h1.t1
OG0016783	XP_009115302.1, XP_009103061.1	Aa_G797470.h1.t1
OG0016785	XP_009109798.2	Aa_G59010.h1.t1
OG0016786	XP_009113757.1	Aa_G593970.h1.t1, Aa_G593940.h1.t1
OG0016787	XP_009129034.2	Aa_G271080.h1.t1
OG0016788	XP_009115043.1	Aa_G216390.h1.t1
OG0016789	XP_009115006.1	Aa_G299250.h1.t1
OG0016790	XP_033146824.1	Aa_G16520.h1.t1
OG0016794	XP_009144919.1, XP_009147777.1	Aa_G532950.h1.t1
OG0016795	XP_033147024.1	Aa_G109030.h1.t1
OG0016798	XP_009105189.1	Aa_G704990.h1.t1
OG0016801	XP_009106254.1	Aa_G410750.h1.t1, Aa_G294640.h1.t1
OG0016802	XP_009106267.1	Aa_G87840.h1.t1
OG0016803	XP_018508679.1	Aa_G104270.h1.t1
OG0016804	XP_009126526.2	Aa_G679050.h1.t1
OG0016805	XP_009122661.1	Aa_G137020.h1.t1
OG0016806	XP_033137369.1	Aa_G374050.h1.t1
OG0016808	XP_009135670.1, XP_018514713.1	Aa_G152590.h1.t1
OG0016809	XP_009102625.1	Aa_G538290.h1.t1, Aa_G478230.h1.t1
OG0016810	XP_033130359.1	Aa_G227300.h1.t1
OG0016811	XP_009136178.1	Aa_G302840.h1.t1
OG0016812	XP_009136186.1	Aa_G116410.h1.t1
OG0016814	XP_009136234.1	Aa_G105200.h1.t1
OG0016815	XP_009102329.2	Aa_G269150.h1.t1
OG0016816	XP_033132019.1, XP_033144402.1	Aa_G347060.h1.t1, Aa_G347050.h1.t1
OG0016817	XP_009112458.1, XP_009121079.1	Aa_G459710.h1.t1
OG0016818	XP_009102295.1	Aa_G197440.h1.t1
OG0016819	XP_033130883.1, XP_009112651.1	Aa_G576230.h1.t1
OG0016820	XP_009117442.2, XP_033145945.1	Aa_G638780.h1.t1
OG0016821	XP_009117361.2	Aa_G145560.h1.t1, Aa_G495370.h1.t1, Aa_G442650.h1.t1
OG0016822	XP_033145425.1, XP_009117336.1	Aa_G251650.h1.t1
OG0016823	XP_009140525.1	Aa_G436800.h1.t1, Aa_G436840.h1.t1
OG0016824	XP_009140537.1	Aa_G670600.h1.t1
OG0016826	XP_009117048.1	Aa_G35880.h1.t1, Aa_G35910.h1.t1
OG0016827	XP_009140728.2	Aa_G290460.h1.t1
OG0016828	XP_009141035.1	Aa_G597540.h1.t1
OG0016830	XP_033143735.1	Aa_G154720.h1.t1
OG0016831	XP_009141337.1, XP_009143837.2	Aa_G113440.h1.t1
OG0016832	XP_009133049.1	Aa_G286450.h1.t1
OG0016833	XP_033147441.1, XP_033145128.1	Aa_G505630.h1.t1
OG0016836	XP_009133664.1, XP_009143001.1	Aa_G100600.h1.t1
OG0016837	XP_009149892.1	Aa_G296270.h1.t1
OG0016838	XP_009143208.1	Aa_G16920.h1.t1
OG0016839	XP_009118155.1	Aa_G13000.h1.t1
OG0016840	XP_009101309.1	Aa_G244040.h1.t1
OG0016842	XP_009129040.1, XP_009152126.1	Aa_G328990.h1.t1
OG0016843	XP_009152077.2, XP_009129566.1	Aa_G83280.h1.t1
OG0016844	XP_009129359.1, XP_009129360.1, XP_009111606.2	Aa_G142440.h1.t1
OG0016847	XP_033138656.1	Aa_G9050.h1.t1
OG0016849	XP_009150275.1, XP_009150295.1	Aa_G192410.h1.t1
OG0016850	XP_009150299.1	Aa_G115940.h1.t1
OG0016851	XP_009150167.1, XP_033128510.1	Aa_G648010.h1.t1
OG0016852	XP_009150363.2	Aa_G99320.h1.t1
OG0016853	XP_009149957.1	Aa_G826280.h1.t1
OG0016854	XP_009150239.1, XP_009149933.1	Aa_G88990.h1.t1
OG0016855	XP_009149909.1, XP_009150233.1	Aa_G207480.h1.t1
OG0016856	XP_009136530.1	Aa_G446200.h1.t1
OG0016857	XP_009115732.1	Aa_G491070.h1.t1
OG0016859	XP_009139420.2	Aa_G14140.h1.t1
OG0016860	XP_009122809.1	Aa_G18830.h1.t1
OG0016862	XP_009120823.1	Aa_G68080.h1.t1
OG0016863	XP_009151002.1	Aa_G719350.h1.t1
OG0016865	XP_009128735.1	Aa_G294880.h1.t1
OG0016866	XP_009128702.1	Aa_G107490.h1.t1
OG0016867	XP_009108181.1	Aa_G318200.h1.t1
OG0016868	XP_033134824.1	Aa_G35240.h1.t1
OG0016869	XP_009134399.1	Aa_G188890.h1.t1
OG0016870	XP_009134349.1	Aa_G384400.h1.t1
OG0016871	XP_009133442.1, XP_009101928.1	Aa_G137910.h1.t1
OG0016872	XP_009109332.1	Aa_G223080.h1.t1
OG0016874	XP_033128756.1	Aa_G76480.h1.t1
OG0016875	XP_009143477.1	Aa_G774590.h1.t1
OG0016876	XP_009137626.1	Aa_G234060.h1.t1
OG0016878	XP_009137592.1	Aa_G514880.h1.t1
OG0016879	XP_009142049.1	Aa_G42950.h1.t1
OG0016880	XP_009142024.2	Aa_G42980.h1.t1
OG0016881	XP_009139926.1	Aa_G43050.h1.t1
OG0016882	XP_009139890.1	Aa_G43070.h1.t1
OG0016883	XP_009109187.1, XP_033143026.1	Aa_G5840.h1.t1
OG0016885	XP_009139694.1	Aa_G404020.h1.t1
OG0016886	XP_009139498.1	Aa_G160650.h1.t1
OG0016890	XP_009134495.1	Aa_G37630.h1.t1
OG0016892	XP_009132513.1	Aa_G78060.h1.t1
OG0016893	XP_009132165.1	Aa_G587500.h1.t1
OG0016895	XP_033146207.1	Aa_G194950.h1.t1
OG0016896	XP_009124915.1	Aa_G403000.h1.t1
OG0016897	XP_009125071.1	Aa_G417780.h1.t1
OG0016898	XP_009125091.1	Aa_G110040.h1.t1
OG0016899	XP_009140064.1	Aa_G298360.h1.t1
OG0016900	XP_009101591.2	Aa_G118080.h1.t1
OG0016901	XP_009101720.1	Aa_G103160.h1.t1
OG0016902	XP_009151632.1	Aa_G102180.h1.t1
OG0016904	XP_009118892.1	Aa_G142830.h1.t1
OG0016905	XP_009127348.1	Aa_G313120.h1.t1
OG0016906	XP_009140890.1	Aa_G124300.h1.t1
OG0016907	XP_033138680.1	Aa_G338140.h1.t1
OG0016908	XP_009127281.1	Aa_G101890.h1.t1
OG0016909	XP_033140658.1	Aa_G375270.h1.t1
OG0016910	XP_009127231.1	Aa_G238100.h1.t1
OG0016911	XP_009119813.1	Aa_G116640.h1.t1
OG0016912	XP_033139742.1	Aa_G197810.h1.t1
OG0016915	XP_009112322.1	Aa_G146990.h1.t1
OG0016917	XP_033135486.1, XP_009122970.1, XP_009122968.1	Aa_G39810.h1.t1
OG0016938	XP_009149974.2	Aa_G99360.h1.t1
OG0016939	XP_009149948.1	Aa_G88890.h1.t1
OG0016940	XP_018508160.1, XP_009151376.1	Aa_G197570.h1.t1
OG0016941	XP_009150200.1	Aa_G363990.h1.t1
OG0016943	XP_009150209.1	Aa_G711580.h1.t1
OG0016944	XP_009150214.1	Aa_G658660.h1.t1
OG0016945	XP_009114244.1	Aa_G251460.h1.t1
OG0016947	XP_009139702.1	Aa_G378330.h1.t1
OG0016949	XP_009121034.2	Aa_G85840.h1.t1
OG0016950	XP_009121054.1	Aa_G106540.h1.t1
OG0016951	XP_009126201.1	Aa_G325630.h1.t1
OG0016952	XP_009107536.1	Aa_G387530.h1.t1
OG0016953	XP_009111523.1	Aa_G136070.h1.t1
OG0016954	XP_009107507.1	Aa_G264850.h1.t1
OG0016955	XP_009121412.1	Aa_G309610.h1.t1
OG0016956	XP_009121479.1	Aa_G158010.h1.t1
OG0016957	XP_009131538.1	Aa_G539760.h1.t1
OG0016958	XP_009121500.1	Aa_G1045980.h1.t1, Aa_G96830.h1.t1
OG0016959	XP_009121506.1	Aa_G412310.h1.t1
OG0016960	XP_009131446.1	Aa_G240260.h1.t1
OG0016961	XP_009126021.1	Aa_G450440.h1.t1
OG0016962	XP_009112246.1	Aa_G105430.h1.t1
OG0016964	XP_009121660.1	Aa_G258100.h1.t1
OG0016965	XP_009107648.1	Aa_G54840.h1.t1
OG0016968	XP_009125936.1	Aa_G209470.h1.t1
OG0016969	XP_009121739.1	Aa_G209460.h1.t1
OG0016970	XP_009131353.1	Aa_G526430.h1.t1
OG0016971	XP_009121746.1	Aa_G526410.h1.t1
OG0016972	XP_009144649.1	Aa_G722730.h1.t1
OG0016974	XP_033137898.1	Aa_G138280.h1.t1
OG0016975	XP_009121875.1	Aa_G256510.h1.t1
OG0016976	XP_009135381.1	Aa_G233030.h1.t1
OG0016977	XP_009131241.1	Aa_G278970.h1.t1
OG0016978	XP_009125815.1	Aa_G636340.h1.t1
OG0016979	XP_009125808.1	Aa_G116880.h1.t1
OG0016980	XP_009121946.1	Aa_G116790.h1.t1
OG0016982	XP_009122008.1	Aa_G486080.h1.t1
OG0016983	XP_009125266.1	Aa_G168810.h1.t1
OG0016984	XP_009125271.2	Aa_G168730.h1.t1
OG0016985	XP_009131177.1	Aa_G168580.h1.t1
OG0016986	XP_009125318.1	Aa_G356440.h1.t1
OG0016987	XP_009125320.1, XP_009122079.1	Aa_G356450.h1.t1
OG0016988	XP_009122094.1	Aa_G458450.h1.t1
OG0016989	XP_009122101.1	Aa_G195970.h1.t1
OG0016990	XP_009122106.1	Aa_G195940.h1.t1
OG0016991	XP_033148288.1	Aa_G125340.h1.t1
OG0016992	XP_009125354.1	Aa_G516750.h1.t1
OG0016994	XP_009125358.1	Aa_G231090.h1.t1
OG0016996	XP_009122514.2	Aa_G365590.h1.t1
OG0016997	XP_018511100.1	Aa_G130510.h1.t1
OG0016998	XP_033128547.1	Aa_G130480.h1.t1, Aa_G130480.h2.t1
OG0016999	XP_033140955.1	Aa_G130430.h1.t1
OG0017000	XP_009122497.1	Aa_G130380.h1.t1
OG0017002	XP_009131053.1	Aa_G319170.h1.t1
OG0017003	XP_009122432.1	Aa_G319290.h1.t1
OG0017004	XP_009131031.1	Aa_G392830.h1.t1
OG0017005	XP_009122412.1	Aa_G541400.h1.t1
OG0017006	XP_009122411.1	Aa_G541370.h1.t1
OG0017008	XP_009148429.1	Aa_G130010.h1.t1
OG0017009	XP_009122553.1	Aa_G304000.h1.t1
OG0017010	XP_009133933.1	Aa_G536210.h1.t1
OG0017012	XP_009133937.1	Aa_G205290.h1.t1
OG0017013	XP_009140843.1	Aa_G205320.h1.t1
OG0017014	XP_009103564.1	Aa_G236330.h1.t1
OG0017015	XP_033142353.1	Aa_G624460.h1.t1
OG0017019	XP_009133881.1	Aa_G561370.h1.t1
OG0017023	XP_033145160.1	Aa_G59990.h1.t1
OG0017024	XP_009140928.1	Aa_G60280.h1.t1
OG0017025	XP_009103707.2	Aa_G578980.h1.t1
OG0017026	XP_009124370.1	Aa_G412160.h1.t1
OG0017028	XP_009112857.2	Aa_G277490.h1.t1
OG0017030	XP_009132757.1	Aa_G85980.h1.t1
OG0017031	XP_009141132.1	Aa_G589120.h1.t1
OG0017032	XP_033133127.1	Aa_G653510.h1.t1, Aa_G251480.h1.t1
OG0017034	XP_009144050.1	Aa_G445720.h1.t1
OG0017037	XP_009101787.1	Aa_G219550.h1.t1
OG0017038	XP_033129179.1	Aa_G519850.h1.t1
OG0017039	XP_009123899.1	Aa_G203740.h1.t1
OG0017040	XP_009119360.1	Aa_G134620.h1.t1
OG0017041	XP_009113934.1	Aa_G215370.h1.t1
OG0017042	XP_009139009.1, XP_009137504.1	Aa_G90840.h1.t1
OG0017043	XP_009109210.2	Aa_G29840.h1.t1
OG0017046	XP_009123159.1	Aa_G513970.h1.t1
OG0017047	XP_009123197.1	Aa_G438490.h1.t1
OG0017048	XP_009113739.1	Aa_G438560.h1.t1
OG0017049	XP_033136517.1	Aa_G438580.h1.t1
OG0017050	XP_033133335.1	Aa_G326510.h1.t1
OG0017051	XP_009107468.1	Aa_G533060.h1.t1
OG0017052	XP_009107457.2	Aa_G533100.h1.t1
OG0017053	XP_009123534.2	Aa_G128430.h1.t1
OG0017054	XP_009114220.1	Aa_G244030.h1.t1
OG0017056	XP_009109773.1	Aa_G130800.h1.t1
OG0017058	XP_009113676.1	Aa_G61920.h1.t1
OG0017060	XP_009102889.1	Aa_G408500.h1.t1
OG0017061	XP_009102865.1	Aa_G348130.h1.t1
OG0017063	XP_009115214.1	Aa_G108280.h1.t1
OG0017064	XP_033137282.1	Aa_G248870.h1.t1
OG0017065	XP_009115198.1	Aa_G248830.h1.t1
OG0017066	XP_009115183.1	Aa_G538610.h1.t1
OG0017067	XP_009109585.2	Aa_G138690.h1.t1
OG0017068	XP_009108060.1	Aa_G70980.h1.t1
OG0017069	XP_009115136.1	Aa_G138760.h1.t1
OG0017071	XP_009107751.1	Aa_G355720.h1.t1
OG0017072	XP_009102662.1	Aa_G414410.h1.t1
OG0017073	XP_009114985.1	Aa_G434730.h1.t1
OG0017074	XP_009114953.1	Aa_G194290.h1.t1
OG0017075	XP_009123086.1	Aa_G109230.h1.t1
OG0017076	XP_009151424.1	Aa_G109280.h1.t1
OG0017078	XP_009151436.1	Aa_G16440.h1.t1
OG0017079	XP_009129112.1	Aa_G146340.h1.t1
OG0017080	XP_033136392.1	Aa_G536740.h1.t1
OG0017082	XP_009124411.1	Aa_G480460.h1.t1
OG0017083	XP_009114151.1	Aa_G282020.h1.t1
OG0017084	XP_009103485.1	Aa_G147130.h1.t1
OG0017085	XP_009112346.1	Aa_G180850.h1.t1
OG0017086	XP_009103449.1	Aa_G165920.h1.t1
OG0017087	XP_009103447.1	Aa_G165870.h1.t1
OG0017088	XP_009150700.1	Aa_G23580.h1.t1
OG0017089	XP_009150689.2	Aa_G23550.h1.t1
OG0017090	XP_009150680.1	Aa_G23480.h1.t1
OG0017092	XP_009150671.2	Aa_G23360.h1.t1
OG0017093	XP_009112195.1	Aa_G500390.h1.t1
OG0017094	XP_009150647.1	Aa_G81440.h1.t1
OG0017095	XP_033129837.1	Aa_G81500.h1.t1
OG0017096	XP_009150642.1	Aa_G527030.h1.t1
OG0017097	XP_009130510.3	Aa_G292860.h1.t1
OG0017098	XP_009150615.1	Aa_G37310.h1.t1
OG0017099	XP_009150611.1	Aa_G37250.h1.t1
OG0017101	XP_009130493.1	Aa_G37140.h1.t1
OG0017103	XP_009150571.1	Aa_G20730.h1.t1
OG0017104	XP_009150562.1	Aa_G20850.h1.t1
OG0017105	XP_009150533.1	Aa_G306150.h1.t1
OG0017106	XP_009130449.1	Aa_G51580.h1.t1
OG0017107	XP_009112116.1	Aa_G268330.h1.t1
OG0017108	XP_009150467.1	Aa_G268250.h1.t1
OG0017109	XP_009130424.1	Aa_G76200.h1.t1
OG0017110	XP_018510656.1	Aa_G76180.h1.t1
OG0017111	XP_009150423.1	Aa_G76010.h1.t1
OG0017112	XP_018511863.1	Aa_G75360.h1.t1
OG0017113	XP_033134695.1	Aa_G492170.h1.t1
OG0017114	XP_009112051.1	Aa_G492210.h1.t1
OG0017115	XP_009151411.1	Aa_G406230.h1.t1
OG0017116	XP_009151383.1	Aa_G13770.h1.t1
OG0017117	XP_009151336.1	Aa_G131040.h1.t1
OG0017118	XP_018512882.2	Aa_G583410.h1.t1
OG0017119	XP_009136487.1	Aa_G401200.h1.t1
OG0017120	XP_009136481.1	Aa_G590900.h1.t1
OG0017121	XP_009136394.1	Aa_G97980.h1.t1
OG0017122	XP_009136390.1	Aa_G97930.h1.t1
OG0017124	XP_009150870.2	Aa_G104760.h1.t1
OG0017125	XP_009150898.1	Aa_G578260.h1.t1
OG0017126	XP_009150906.1	Aa_G630870.h1.t1
OG0017127	XP_009150924.1	Aa_G377410.h1.t1
OG0017128	XP_009150929.1	Aa_G377420.h1.t1
OG0017129	XP_009150965.1	Aa_G45480.h1.t1
OG0017130	XP_033128977.1	Aa_G45310.h1.t1
OG0017131	XP_009150998.1	Aa_G392300.h1.t1, Aa_G571960.h1.t1
OG0017132	XP_009151010.2	Aa_G169060.h1.t1
OG0017133	XP_009111662.1	Aa_G12900.h1.t1
OG0017134	XP_009151075.1	Aa_G550360.h1.t1
OG0017135	XP_033129853.1	Aa_G552770.h1.t1
OG0017139	XP_009126372.1	Aa_G181310.h1.t1
OG0017140	XP_009120868.1	Aa_G181260.h1.t1
OG0017141	XP_009131755.1	Aa_G230450.h1.t1
OG0017142	XP_009120842.1	Aa_G68380.h1.t1
OG0017143	XP_009120831.1	Aa_G68120.h1.t1
OG0017144	XP_009120818.1	Aa_G642590.h1.t1
OG0017145	XP_009131794.1	Aa_G15710.h1.t1
OG0017147	XP_009131833.1	Aa_G404780.h1.t1
OG0017148	XP_009124331.1	Aa_G404700.h1.t1
OG0017149	XP_009131875.1	Aa_G459160.h1.t1
OG0017150	XP_009120639.1	Aa_G173870.h1.t1
OG0017151	XP_009126566.1	Aa_G470830.h1.t1
OG0017152	XP_009131897.1	Aa_G552210.h1.t1
OG0017153	NP_001288859.1	Aa_G234650.h1.t1
OG0017154	XP_009120512.1	Aa_G33870.h1.t1
OG0017155	XP_009126669.1	Aa_G936060.h1.t1
OG0017156	XP_009132024.1, XP_009120398.1	Aa_G246250.h1.t1
OG0017157	XP_009150297.1	Aa_G115960.h1.t1
OG0017158	XP_009132037.1	Aa_G93890.h1.t1
OG0017159	XP_009132046.1	Aa_G93820.h1.t1
OG0017160	XP_009120358.1	Aa_G93790.h1.t1
OG0017161	XP_009120357.3	Aa_G93780.h1.t1
OG0017162	XP_009132074.1	Aa_G31450.h1.t1
