Orthogroup	Brassica_rapa	Arabidopsis_arenosa
OG0013287	XP_009102353.1	jg27136
OG0013288	XP_009102344.1	jg27152
OG0013289	XP_009102343.1	jg27153
OG0013290	XP_009102340.1	jg27181
OG0013291	XP_033130370.1	jg26741, jg26805
OG0013292	XP_009137808.1	jg26749
OG0013293	XP_009102510.1	jg26750
OG0013294	XP_009135893.1	jg26752
OG0013295	XP_009105226.1	jg2165
OG0013296	XP_009105242.1	jg2185
OG0013297	XP_033133973.1	jg14121
OG0013298	XP_009127516.1	jg2221
OG0013299	XP_009127521.1	jg2226
OG0013300	XP_009127529.2	jg2238
OG0013301	XP_009105257.2	jg2239
OG0013302	XP_009105269.1	jg2252
OG0013303	XP_009127562.1	jg2291
OG0013304	XP_009105299.1	jg2295
OG0013305	XP_009127568.1	jg2300
OG0013306	XP_009105329.1	jg2323
OG0013307	XP_009105344.1	jg2377
OG0013308	XP_009105063.1, XP_009105358.1	jg2359
OG0013309	XP_033139609.1	jg2398
OG0013310	XP_009105393.1	jg2412
OG0013312	XP_009102294.1	jg27933
OG0013313	XP_009102252.1	jg27986
OG0013314	XP_009102249.1	jg27992
OG0013315	XP_033145698.1	jg12713
OG0013316	XP_009112494.1	jg28010
OG0013317	XP_033136644.1, XP_009114704.1	jg28040
OG0013318	XP_009112558.1	jg28048
OG0013319	XP_033130676.1	jg28049
OG0013320	XP_009150711.1	jg28070
OG0013321	XP_033131399.1	jg28071
OG0013322	XP_009112581.1	jg28096
OG0013323	XP_009102186.1	jg28114
OG0013324	XP_009102158.1, XP_009112603.1	jg28125
OG0013325	XP_009124320.1	jg28145
OG0013326	XP_009117528.1	jg28158
OG0013327	XP_009102144.1	jg28166
OG0013328	XP_009142728.1	jg19393
OG0013329	XP_009142727.1	jg19392
OG0013330	XP_009141962.1	jg19382
OG0013331	XP_009141961.1	jg19381
OG0013332	XP_009141959.1	jg19379
OG0013333	XP_009142717.1, XP_033144384.1	jg19374
OG0013334	XP_009133461.2	jg19355
OG0013335	XP_009141942.1	jg19350, jg19348
OG0013336	XP_009141921.2, XP_009142704.1	jg19328
OG0013337	XP_009141920.1	jg19321
OG0013338	XP_009141918.1	jg19319
OG0013339	XP_009143216.1	jg19300
OG0013340	XP_009133416.3	jg19261
OG0013341	XP_009133402.1	jg19239
OG0013342	XP_009143269.3	jg19225
OG0013343	XP_009141834.1	jg19196
OG0013344	XP_033145118.1	jg19188
OG0013345	XP_009141823.1	jg19180
OG0013346	XP_009143334.1	jg19127
OG0013347	XP_009133339.1	jg19137
OG0013348	XP_009143337.1	jg19140, jg19098
OG0013349	XP_009133330.2	jg17789
OG0013350	NP_001288933.1	jg19084
OG0013351	XP_009141776.1	jg19083
OG0013352	XP_009133282.1	jg19051
OG0013353	XP_009149916.1	jg14530
OG0013354	XP_009140546.1	jg16920
OG0013355	XP_009133263.1, XP_009143381.1	jg19035
OG0013356	XP_009150288.1, XP_033129798.1	jg14033
OG0013357	XP_009143478.1	jg6867, jg18914
OG0013358	XP_009143403.1	jg19006
OG0013359	XP_009141716.1	jg18974
OG0013360	XP_009133227.1	jg18970
OG0013361	XP_009143441.1	jg18956
OG0013362	XP_009129234.1	jg12934
OG0013363	XP_009141680.3	jg18928
OG0013364	XP_009143475.1	jg18916
OG0013365	XP_009141656.2	jg18891
OG0013366	XP_009141647.1, XP_009143507.2	jg18881
OG0013367	XP_018514649.1	jg18878
OG0013368	XP_018510981.1	jg16776
OG0013368	XP_018510982.1	jg11100, jg16779
OG0013369	XP_009143534.1	jg18848
OG0013370	XP_009133109.1	jg18846
OG0013371	XP_009143538.1	jg18840
OG0013372	XP_009123939.1	jg26206
OG0013373	XP_009141616.1	jg18830
OG0013374	XP_009139703.1	jg9869
OG0013375	XP_033142099.1	jg7682
OG0013376	XP_009114584.1	jg7686
OG0013377	XP_009119062.1	jg28994
OG0013378	XP_009111465.1	jg26133
OG0013379	XP_009111451.1	jg26134
OG0013380	XP_009140375.1	jg16692
OG0013381	XP_033136381.1	jg7733
OG0013382	XP_009114643.1, XP_009134253.1	jg7604
OG0013383	XP_009114647.1	jg7601
OG0013384	XP_009114659.1	jg7584
OG0013385	XP_009134262.1	jg7627
OG0013386	XP_033136297.1	jg7649
OG0013387	XP_009117437.1	jg16518
OG0013388	XP_033135071.1	jg16561
OG0013389	XP_033145253.1	jg16577
OG0013389	XP_009117678.2	jg16578
OG0013390	XP_009117372.1	jg16586
OG0013391	XP_033137140.1	jg16589, jg27665, jg27666
OG0013392	XP_009140315.1	jg16620
OG0013393	XP_033145397.1	jg16625
OG0013394	XP_009117356.1	jg16627
OG0013395	XP_009117350.2, XP_009140322.2	jg16637
OG0013396	XP_009140342.1	jg16657
OG0013397	XP_009112533.1, XP_009140343.1	jg16659
OG0013398	XP_009140356.2	jg16672
OG0013399	XP_009140366.1	jg16683
OG0013400	XP_033136711.1, XP_009140371.1	jg16690
OG0013401	XP_009140443.1	jg16747
OG0013402	NP_001289001.1	jg16840
OG0013403	XP_009117271.1	jg16835
OG0013404	XP_009140634.1	jg17081
OG0013405	XP_033136662.1	jg17117
OG0013406	XP_009140627.1	jg17063
OG0013407	XP_009140711.1	jg17201
OG0013408	XP_009140716.1	jg17221
OG0013409	XP_009133967.1	jg17262
OG0013410	XP_009117004.1	jg17371
OG0013411	XP_009140617.1	jg17050
OG0013412	XP_009117088.1	jg17041
OG0013413	XP_009117093.1	jg17030
OG0013414	XP_009140740.1	jg17324
OG0013415	XP_018513166.1	jg17169
OG0013416	XP_009117039.1	jg17178
OG0013417	XP_033137852.1	jg32657
OG0013418	XP_009109801.1	jg31274
OG0013419	XP_033137948.1	jg32517
OG0013420	XP_009102989.1	jg31259
OG0013421	XP_009107492.1, XP_033147680.1	jg32533
OG0013422	XP_009123040.2, XP_009145060.1	jg32571
OG0013423	XP_009123062.1	jg32641
OG0013424	XP_009123067.1	jg32644
OG0013425	XP_009145111.1	jg32379
OG0013426	XP_009145121.1	jg32233, jg24784
OG0013427	XP_018514874.2	jg32223
OG0013428	XP_009114719.1	jg32194
OG0013429	XP_033135794.1	jg32191
OG0013431	XP_009107928.2	jg32117
OG0013432	XP_009107931.1, XP_009114742.1	jg32106
OG0013433	XP_033137153.1	jg32092
OG0013434	XP_009145154.1	jg32089
OG0013435	XP_009102612.1	jg1588
OG0013436	XP_009114782.1	jg32040
OG0013437	XP_009151474.1	jg32401
OG0013438	XP_033136131.1	jg32398
OG0013439	XP_009151471.1	jg32397
OG0013440	XP_009114797.1	jg31986
OG0013441	XP_009114800.2	jg31984
OG0013442	XP_009134161.1	jg7286
OG0013443	XP_009134125.1	jg7220
OG0013444	XP_009113591.1	jg7336
OG0013445	XP_009113598.1	jg7353, jg28033
OG0013446	XP_009113599.1	jg7355
OG0013447	XP_009134192.1, XP_009128716.1	jg7383
OG0013448	XP_009108220.1	jg7431
OG0013449	XP_009128691.1, XP_009108204.1	jg7462
OG0013450	XP_009108201.1	jg7466
OG0013451	XP_009108199.1	jg7469
OG0013452	XP_009108183.1	jg7494
OG0013453	XP_009108180.1	jg7497
OG0013454	XP_009108179.1	jg7500
OG0013455	XP_009120911.1	jg5766
OG0013456	XP_009126304.1	jg5769
OG0013457	XP_009120906.2, XP_009126310.1	jg5782
OG0013458	XP_009151146.1	jg6555
OG0013459	XP_009111715.1	jg6569
OG0013460	XP_033135110.1	jg6571
OG0013461	XP_009129907.1	jg6573
OG0013462	XP_009151178.1	jg6609
OG0013463	XP_009129877.1	jg6622
OG0013464	XP_009129874.2	jg6631
OG0013465	XP_009151193.1	jg6638
OG0013466	XP_009151198.1	jg6645
OG0013467	XP_009136903.1	jg27290
OG0013470	XP_009117478.2	jg28281
OG0013471	XP_009117468.1	jg28312
OG0013472	XP_009150247.1	jg14427
OG0013473	XP_009150058.1	jg14363
OG0013474	XP_009118176.1	jg20207
OG0013475	XP_009151299.1	jg20201
OG0013476	XP_033144455.1, XP_009142500.2	jg20196
OG0013477	XP_009142501.1	jg20192
OG0013478	XP_009142508.1	jg20185
OG0013479	XP_009142517.1	jg20174
OG0013480	XP_009142518.1	jg20173
OG0013481	XP_033148017.1	jg19370
OG0013482	XP_009142527.1	jg20162
OG0013483	XP_009142546.1, XP_033142831.1	jg20144
OG0013484	XP_033142833.1, XP_033142834.1	jg20143
OG0013485	XP_033142835.1, XP_033142832.1	jg20142
OG0013486	XP_033147353.1	jg20109
OG0013487	XP_009142573.2	jg20108
OG0013488	XP_009142580.1	jg20099
OG0013489	XP_009142612.2	jg20078
OG0013490	XP_009142434.1, XP_009142616.2	jg20072
OG0013491	XP_009142427.1	jg20065
OG0013492	XP_009142428.1	jg20064
OG0013493	XP_033148401.1	jg20063
OG0013494	XP_018509174.1, XP_009133781.1	jg20047
OG0013495	XP_009142651.1	jg20039
OG0013496	XP_009142658.1	jg20036
OG0013497	XP_009142660.1	jg20034
OG0013498	XP_009142667.1	jg20028
OG0013499	XP_009142680.1	jg20020
OG0013500	XP_009143199.1	jg19998
OG0013501	XP_009143197.1	jg19996
OG0013502	XP_009143177.1, XP_009142374.1	jg19983
OG0013503	XP_009142371.1	jg19982
OG0013504	XP_009143153.1	jg19954
OG0013505	XP_009142344.1	jg19945
OG0013506	XP_009133724.1	jg19925
OG0013507	XP_009143124.1	jg19920
OG0013508	XP_009143093.1	jg19866
OG0013509	XP_009142307.1	jg19857
OG0013510	XP_009143054.1	jg19824
OG0013511	XP_009143049.1	jg19817
OG0013512	XP_009143047.1	jg19815
OG0013513	XP_033148319.1	jg19806
OG0013514	XP_009143023.2	jg19797
OG0013515	XP_009143020.1	jg19795, jg19793
OG0013516	XP_009133668.1	jg19781
OG0013518	XP_009142989.1	jg19749
OG0013519	XP_009133627.1	jg19706
OG0013520	XP_009150054.1	jg14368
OG0013521	XP_009142202.1	jg19690
OG0013522	XP_009142932.1	jg19676
OG0013523	XP_009142176.1	jg19653
OG0013524	XP_009142920.1	jg9175, jg19644
OG0013525	XP_009133567.1	jg19627
OG0013526	XP_009142152.1, XP_018513637.1	jg19625
OG0013527	XP_033139253.1, XP_009142150.1	jg19621
OG0013528	XP_033144308.1	jg19596
OG0013529	XP_009142880.2	jg19586
OG0013530	XP_009142078.1	jg19584
OG0013531	XP_009142839.1	jg19549
OG0013532	XP_009129750.1	jg21462
OG0013533	XP_009142815.1	jg19527
OG0013534	XP_009142050.2	jg19523
OG0013535	XP_009142802.1	jg19510
OG0013536	XP_009142766.1	jg19455
OG0013537	XP_033148415.1, XP_009133504.1	jg19456
OG0013538	XP_009133506.1	jg19457
OG0013539	XP_009133505.1	jg19458
OG0013540	XP_009142004.1	jg19459
OG0013541	XP_009141987.2, XP_009142739.2	jg19420
OG0013542	XP_033142672.1, XP_009141982.1	jg19412
OG0013543	XP_009147427.2	jg23960
OG0013544	XP_009147424.1	jg23961
OG0013545	XP_009125030.2	jg23969
OG0013546	XP_009117697.2	jg23987
OG0013547	XP_009134071.1	jg6963
OG0013548	XP_009147368.1	jg24027
OG0013549	XP_009118017.2	jg24058
OG0013550	XP_009134708.1, XP_033139619.1	jg24085
OG0013551	XP_009147324.1	jg24096
OG0013552	XP_009130319.1, XP_009118932.2	jg24120
OG0013553	XP_009130353.1	jg24161
OG0013554	XP_033148199.1	jg24166
OG0013555	XP_009134732.2	jg24201
OG0013556	XP_009102062.1	jg24210
OG0013557	XP_009102068.1	jg24216
OG0013558	XP_009102069.1	jg24217
OG0013559	XP_033148250.1	jg24218
OG0013560	XP_009130390.1	jg24287, jg24229
OG0013561	XP_009130393.1	jg24243
OG0013562	XP_009130397.1	jg24245, jg25578
OG0013563	XP_009134758.1	jg24310
OG0013564	XP_009123999.1	jg24315
OG0013565	XP_009124994.1	jg24334
OG0013566	XP_009123978.1	jg24335
OG0013567	XP_009125015.1, XP_009124186.1	jg24344
OG0013568	XP_009134778.1	jg24345
OG0013569	XP_009134785.1	jg24358
OG0013570	XP_009124980.1, XP_009124197.1	jg24366
OG0013571	XP_009124205.1	jg24375
OG0013572	XP_009124206.1	jg24377
OG0013573	XP_009134805.1	jg24386
OG0013574	XP_033147773.1	jg24393
OG0013575	XP_009147259.1	jg24425
OG0013576	XP_009147248.1	jg24438
OG0013577	XP_009147245.1	jg24443
OG0013578	XP_009134837.1	jg24476
OG0013579	XP_009147213.1, XP_009124862.2	jg24491
OG0013580	XP_009134857.1, XP_009129612.2	jg24516
OG0013581	XP_009134860.1	jg24520
OG0013582	XP_009129618.1	jg24522
OG0013583	XP_009129640.1	jg24541
OG0013584	XP_009129653.1	jg24549
OG0013585	XP_009129665.1	jg24574
OG0013586	XP_009134902.1	jg24589
OG0013588	XP_009124811.1, XP_009147149.1	jg24603
OG0013589	XP_009147139.1	jg24614
OG0013590	XP_009134926.1	jg24626
OG0013591	XP_009134950.1	jg24659
OG0013592	XP_009147108.2	jg24665
OG0013593	XP_009147105.1	jg24666
OG0013594	XP_009147102.1	jg24670
OG0013595	XP_009147076.1	jg24693
OG0013597	XP_009147039.1	jg24730
OG0013598	XP_033148224.1	jg24732
OG0013599	XP_009147003.1	jg24764
OG0013600	XP_009147000.1, XP_009123922.1	jg24769
OG0013601	XP_009123870.1, XP_009146990.1	jg24781
OG0013602	XP_009146972.1	jg24806
OG0013603	XP_033144011.1, XP_009146967.2	jg24812
OG0013604	XP_009137894.1	jg10053
OG0013605	XP_009135076.1, XP_009123510.3	jg24819
OG0013606	XP_009146958.1	jg24821
OG0013607	XP_009146947.1	jg24832
OG0013609	XP_009146923.1	jg24880
OG0013610	XP_009146909.1	jg24891
OG0013611	XP_009146887.1	jg24920
OG0013612	XP_009146883.1	jg24922
OG0013613	XP_009123126.1	jg24939
OG0013614	XP_009146867.1	jg24950
OG0013615	XP_009135026.1	jg24952
OG0013616	XP_009146840.2	jg24980
OG0013617	XP_009123727.1, XP_018513657.1	jg24999, jg27437
OG0013618	XP_009122708.1	jg25003
OG0013619	XP_009122597.2, XP_009114935.1	jg25022
OG0013620	XP_009122608.1	jg25023
OG0013621	XP_009135133.1, XP_009146803.1	jg25024
OG0013622	XP_009146800.2	jg25028
OG0013623	XP_009122550.1	jg25036
OG0013625	XP_009146754.1	jg25057
OG0013626	XP_009122344.1, XP_009146748.2	jg25066
OG0013627	XP_009146745.1	jg25069
OG0013628	XP_009146704.2	jg25108
OG0013629	XP_009121272.1	jg25115
OG0013630	XP_018513465.1	jg25154
OG0013631	XP_009146648.1	jg25163
OG0013632	XP_009146642.2	jg25168
OG0013634	XP_009146614.1	jg25193
OG0013635	XP_009135230.1	jg25196
OG0013636	XP_009146609.2, XP_033145721.1	jg25210
OG0013637	XP_033147409.1	jg25223
OG0013638	XP_009135250.1, XP_009146586.1	jg25234
OG0013639	XP_009146567.1	jg25253
OG0013640	XP_033142343.1, XP_009146548.1	jg25283
OG0013641	XP_018511612.1	jg25294
OG0013642	XP_009146467.2, XP_009135316.2	jg25351
OG0013643	XP_009117391.1	jg25390
OG0013644	XP_009150374.1	jg14443
OG0013645	XP_009117197.1	jg25412
OG0013646	XP_009146373.1, XP_009135378.1	jg25452
OG0013647	XP_033148659.1, XP_009116753.1	jg25474
OG0013648	XP_033148701.1, XP_009146328.1	jg25492
OG0013649	XP_009146315.1, XP_009135403.1	jg25504
OG0013650	XP_033148691.1	jg25510
OG0013651	XP_009146282.2	jg25538
OG0013652	XP_009146280.1	jg25544
OG0013653	XP_009146275.1	jg25547
OG0013654	XP_009146271.1	jg25551
OG0013655	XP_009115636.2, XP_009146265.1	jg25565
OG0013656	XP_009146256.1	jg25574
OG0013657	XP_033148677.1	jg25603
OG0013658	XP_009115379.1	jg25607
OG0013659	XP_033145584.1	jg12559
OG0013660	XP_033136720.1	jg25616
OG0013662	XP_033143237.1	jg25638
OG0013663	XP_009135469.1	jg25644
OG0013664	XP_033128806.1	jg25653
OG0013666	XP_009114810.1, XP_009146147.2	jg25685
OG0013667	XP_009146146.2	jg25686
OG0013668	XP_009146057.1	jg25751
OG0013669	XP_009146058.1	jg25752
OG0013670	XP_009114229.1	jg25769
OG0013671	XP_009146049.1	jg25773
OG0013672	XP_009135508.1	jg25777
OG0013673	XP_009146046.1	jg25782
OG0013674	XP_009146041.1	jg25788
OG0013675	XP_009114322.1	jg25790
OG0013676	XP_009114415.1	jg25805
OG0013677	XP_009146024.1	jg25829
OG0013679	XP_009146018.2, XP_009146017.1	jg25839
OG0013680	XP_009135527.1	jg25843
OG0013682	XP_018512859.2	jg25865
OG0013683	XP_009135539.1, XP_009145997.1	jg25868
OG0013684	XP_009113839.1	jg25872
OG0013685	XP_033148002.1	jg25873
OG0013686	XP_009145993.1	jg25874
OG0013687	XP_009145987.1	jg25881
OG0013688	XP_033147252.1	jg25883
OG0013689	XP_009113630.1, XP_009145959.1	jg25911
OG0013690	XP_009145953.1	jg25912
OG0013691	XP_009145888.1	jg25981
OG0013692	XP_009112505.1	jg26007
OG0013693	XP_009145816.1	jg26061
OG0013694	XP_009145798.1	jg26074
OG0013695	XP_009145799.1, XP_033148725.1	jg26075
OG0013696	XP_009135634.2	jg26088
OG0013697	XP_033147122.1, XP_009135648.1	jg26119
OG0013698	XP_009145738.2	jg26131
OG0013699	XP_009111439.1	jg26137
OG0013700	XP_009135666.1	jg26164
OG0013701	XP_009145661.1	jg26175
OG0013702	XP_009145653.1	jg26180
OG0013703	XP_009145633.1	jg26199
OG0013704	XP_009145631.1	jg26200
OG0013705	XP_009145630.1	jg26201
OG0013706	XP_009145629.1	jg26202
OG0013707	XP_009124916.1	jg26207
OG0013708	XP_033135109.1, XP_009145615.1	jg26214
OG0013709	XP_009113252.1	jg992
OG0013710	XP_009145594.1, XP_009110238.1	jg26242
OG0013711	XP_009145582.1	jg26250
OG0013712	XP_009145541.1	jg26255
OG0013714	XP_009139835.1	jg12502
OG0013715	XP_033145963.1	jg12481
OG0013716	XP_009138283.1	jg10017
OG0013717	XP_033145889.1	jg12417
OG0013718	XP_009139798.1	jg12404
OG0013719	XP_009125087.1	jg12401
OG0013720	XP_009139785.1	jg12358
OG0013721	XP_009125064.1	jg12327
OG0013722	XP_009125057.1	jg12303
OG0013723	XP_009139754.1	jg12257
OG0013724	XP_009139743.1	jg12237
OG0013725	XP_009139741.1	jg12234
OG0013726	XP_018511561.1	jg1582
OG0013727	XP_009139735.1	jg12223
OG0013728	XP_009139733.1	jg12211
OG0013729	XP_033145793.1	jg12168
OG0013730	XP_009139697.1	jg12098, jg12096
OG0013731	XP_009124227.1	jg12048
OG0013732	XP_009151584.1	jg21272
OG0013733	XP_009135863.1	jg26642
OG0013734	XP_009102590.1	jg26633
OG0013735	XP_009102605.1	jg26606
OG0013736	XP_009102622.1	jg26593
OG0013737	XP_009102638.1	jg26580
OG0013738	XP_009102640.1	jg26575
OG0013739	XP_018514772.1	jg26549
OG0013740	XP_009145245.1	jg26537
OG0013741	XP_009135821.1	jg26498
OG0013742	XP_033147941.1	jg26485
OG0013743	XP_009145328.1	jg26474
OG0013744	XP_009113535.1	jg1865
OG0013745	XP_009110882.1	jg26451
OG0013746	XP_009145444.1	jg26392
OG0013747	XP_009109348.1, XP_033147462.1	jg26380
OG0013748	XP_033134694.1, XP_009123485.1	jg26365
OG0013749	XP_009135761.2	jg26359
OG0013750	XP_009109477.1	jg26347
OG0013751	XP_009145493.1	jg26316
OG0013752	XP_009127879.2	jg9375
OG0013753	XP_009119531.1	jg1501
OG0013754	XP_009127476.1	jg2069
OG0013755	XP_009105191.1	jg2055
OG0013756	XP_009105151.1	jg1913
OG0013757	XP_009127391.1	jg1853
OG0013758	XP_009105147.1	jg1875
OG0013759	XP_018512423.1	jg1897
OG0013760	XP_009132510.1	jg1579
OG0013761	XP_009113427.1	jg1532
OG0013762	XP_009113426.1	jg1527
OG0013763	XP_009120932.1	jg5745
OG0013764	XP_009120961.1	jg5705
OG0013765	XP_009126260.1, XP_033137444.1	jg5700
OG0013766	XP_009120969.1	jg5694
OG0013767	XP_009126251.1	jg5687
OG0013768	XP_009131661.1	jg5685
OG0013769	XP_009117030.1	jg17240
OG0013770	XP_009140508.1	jg16854
OG0013771	XP_009121002.1	jg5661
OG0013772	XP_033140535.1, XP_009111874.2	jg21567
OG0013773	XP_009151300.1, XP_009129786.2	jg21573
OG0013774	XP_009151637.1	jg21369
OG0013775	XP_033129657.1	jg21368
OG0013776	XP_009115948.1	jg15160
OG0013777	XP_009139470.1	jg15138
OG0013778	XP_009115935.2	jg15133
OG0013779	XP_009115933.2	jg15132
OG0013780	XP_009115931.1	jg15131
OG0013781	XP_009115929.1	jg15130
OG0013782	XP_009115930.1	jg15129
OG0013783	XP_009115903.1	jg15103
OG0013784	XP_009115901.1	jg15102
OG0013785	XP_009115897.1	jg15098
OG0013786	XP_009139502.1	jg15091
OG0013787	XP_009123757.1	jg15082
OG0013788	XP_009115878.1	jg15075
OG0013789	XP_009148826.1	jg15048
OG0013790	XP_033136974.1	jg15034
OG0013791	XP_009115814.1	jg15021
OG0013792	XP_009107133.1	jg12922
OG0013793	XP_009119762.1	jg28397
OG0013794	XP_009104720.1	jg14617
OG0013795	XP_018510349.1	jg28431
OG0013796	XP_009119737.1	jg28437
OG0013797	XP_033134763.1	jg28447
OG0013798	XP_033129672.1, XP_033129667.1	jg13631
OG0013799	XP_009119706.1	jg28465
OG0013801	XP_009118799.1	jg28504
OG0013802	XP_009119677.1	jg28509
OG0013803	XP_009119671.1	jg28516
OG0013804	XP_033138117.1	jg28524
OG0013805	XP_009119648.1	jg19444
OG0013806	XP_009146235.1	jg25598
OG0013807	XP_009119628.1	jg28556
OG0013808	XP_009119624.1	jg28563
OG0013809	XP_009111191.1, XP_009119622.1	jg28567
OG0013810	XP_009118752.1	jg28573
OG0013811	XP_009119605.2	jg28599
OG0013812	XP_009111177.1	jg28605
OG0013813	XP_033138338.1	jg28617
OG0013814	XP_009118720.1	jg28620
OG0013815	XP_009111165.1	jg28633
OG0013816	XP_009119541.1	jg28660
OG0013817	XP_009119367.1	jg28691
OG0013818	XP_009118680.1	jg28717
OG0013819	XP_009118675.1	jg28722
OG0013820	XP_009119288.1	jg28771
OG0013821	XP_009119278.1	jg28778
OG0013822	XP_009119260.1	jg28795
OG0013823	XP_033138201.1	jg28816
OG0013824	XP_009119228.1	jg28817
OG0013825	XP_009118568.1	jg28944
OG0013826	NP_001288994.1	jg28946
OG0013827	XP_009119070.1	jg28980
OG0013828	XP_009118534.1	jg29000
OG0013829	XP_009118469.1	jg29042
OG0013830	XP_009119016.1	jg29045
OG0013831	XP_009110964.1	jg29036
OG0013832	XP_009110958.1	jg29063
OG0013833	XP_009118974.1	jg29082
OG0013834	XP_009110950.1	jg29092
OG0013835	XP_009102317.1	jg12200
OG0013836	XP_009148042.1	jg29157
OG0013838	XP_009148086.1	jg29194
OG0013839	XP_009148098.1	jg29201
OG0013840	XP_009102558.1	jg1736, jg1727
OG0013841	XP_009110897.1	jg29203
OG0013842	XP_009118339.1	jg29247
OG0013843	XP_009110860.1, XP_009118330.1	jg29257
OG0013844	XP_033136769.1	jg29267
OG0013845	XP_033133458.1	jg29278
OG0013846	XP_009148176.1	jg29286
OG0013847	XP_009110838.1	jg29291
OG0013848	XP_009148185.1	jg29296
OG0013849	XP_009110831.1	jg29308
OG0013850	XP_018515534.1	jg29312
OG0013851	XP_009148256.1	jg29323
OG0013852	XP_009148273.1	jg29342
OG0013853	XP_009148283.1	jg29352
OG0013854	XP_009148293.1	jg29361
OG0013855	XP_009144470.1	jg29392
OG0013856	XP_009148364.1	jg29422
OG0013857	XP_009148371.1	jg29432
OG0013858	XP_009144439.1, XP_033136641.1	jg29438
OG0013859	XP_033132796.1	jg29443
OG0013860	XP_009115340.1	jg31155
OG0013862	XP_009118211.1	jg29482
OG0013863	XP_009148435.1	jg29501
OG0013864	XP_009118226.1	jg29510
OG0013865	XP_009118229.1	jg29513
OG0013866	XP_033133797.1	jg29518
OG0013867	XP_033128857.1	jg29521
OG0013868	XP_033128721.1	jg29538
OG0013869	XP_009148452.1	jg29539
OG0013871	XP_009117319.1	jg16729
OG0013872	XP_018514966.1	jg29610
OG0013874	XP_009118178.1, XP_009110697.2	jg29614
OG0013875	XP_009118172.1	jg29619
OG0013876	XP_009148640.1	jg29629
OG0013877	XP_009118164.1	jg29630
OG0013878	XP_009110682.1	jg29638
OG0013879	XP_009148624.2	jg29641
OG0013880	XP_009148623.2	jg29642
OG0013881	XP_009148568.1	jg29730
OG0013882	XP_009148566.1	jg29736
OG0013883	XP_009148788.1, XP_009110616.1	jg29744
OG0013884	XP_009110614.1, XP_018514964.1	jg29747
OG0013885	XP_009118043.2	jg29751
OG0013886	XP_009148552.1	jg29758
OG0013887	XP_009109857.1	jg31210
OG0013888	XP_033129157.1, XP_009110597.1	jg29779
OG0013889	XP_009148529.3	jg29792
OG0013890	XP_018513411.1	jg21911
OG0013891	XP_018509500.1	jg29804
OG0013892	XP_009123954.1	jg29835
OG0013893	XP_018514981.1	jg29838
OG0013894	XP_009148697.1, XP_018509645.1	jg29887
OG0013895	XP_009117927.1	jg29894
OG0013897	XP_009148713.1	jg29901
OG0013898	XP_009148719.1, XP_009110546.1	jg29907
OG0013899	XP_009148722.1	jg29908
OG0013900	XP_009148819.1, XP_009117900.1	jg29919
OG0013901	XP_009117884.1	jg29951
OG0013902	XP_009117882.1	jg29953
OG0013903	XP_009117849.1	jg29994
OG0013904	XP_033129076.1	jg30010
OG0013905	XP_009151685.1	jg21459
OG0013906	XP_009117813.1	jg30057
OG0013907	XP_009149037.1	jg30086
OG0013910	XP_009149062.1	jg30115
OG0013911	XP_009110453.1, XP_009149072.1	jg30124
OG0013912	XP_009117764.1, XP_018515313.1	jg30134
OG0013913	XP_009149086.1	jg30137
OG0013914	XP_009149088.1	jg30139
OG0013915	XP_009110445.1	jg30178, jg30166, jg30155
OG0013916	XP_009110444.1	jg30180, jg30168, jg30157
OG0013917	XP_009149117.2	jg30189, jg30202
OG0013918	XP_009149161.1	jg30240
OG0013919	XP_033136148.1	jg30256
OG0013920	XP_009125499.1	jg22011
OG0013921	XP_009110410.1	jg30265
OG0013922	XP_009117661.1, XP_009110409.1	jg30266
OG0013923	XP_009110408.1	jg30267
OG0013924	XP_009149202.1	jg30276
OG0013925	XP_009140724.1	jg30282
OG0013926	XP_009149239.1	jg30312
OG0013927	XP_009110371.1	jg30323
OG0013928	XP_033137168.1	jg30325
OG0013929	XP_009149260.1	jg30333
OG0013930	NP_001288814.1	jg30346
OG0013931	XP_009149271.1	jg30349
OG0013932	XP_009149281.1	jg30362
OG0013933	XP_009149337.1	jg30383
OG0013934	XP_009110304.1	jg30427
OG0013935	XP_018510540.1	jg30434
OG0013936	XP_009110297.2	jg30440
OG0013937	XP_018509512.1	jg30443
OG0013938	XP_009149613.1, XP_009110294.1, XP_009117560.1	jg30446
OG0013939	XP_009110276.1	jg30464
OG0013940	XP_009149431.1	jg30471
OG0013941	XP_009149441.1	jg30481
OG0013942	XP_033133904.1	jg30488
OG0013943	XP_009149452.1	jg30494
OG0013944	XP_009149457.1	jg30496
OG0013945	XP_009149400.1	jg30451
OG0013946	XP_009149464.1	jg30503
OG0013947	NP_001288971.1	jg30514
OG0013948	XP_009114160.1	jg13130
OG0013949	XP_009149500.1	jg30538
OG0013950	XP_009149501.1, XP_009103356.2	jg30542
OG0013951	XP_009124853.1	jg12558
OG0013952	XP_009110233.2, XP_009110232.2	jg30560
OG0013953	XP_009149522.1	jg30574, jg30564
OG0013954	XP_009110224.1	jg30588
OG0013955	XP_033128357.1	jg30626
OG0013956	XP_009149652.1	jg30681
OG0013957	XP_009103296.1, XP_033128612.1	jg30682
OG0013958	XP_009149656.1	jg30683
OG0013959	XP_033128008.1	jg30689
OG0013960	XP_009149660.3	jg30691
OG0013961	XP_009149685.1	jg30717
