Orthogroup	Brassica_rapa	Arabidopsis_lyrata_Rawat
OG0017223	XP_009112707.1	AL6G10320
OG0017224	XP_009125392.1	AL6G10180
OG0017225	XP_009125390.1	AL6G10150
OG0017226	XP_009140032.1	AL7G49080
OG0017227	XP_009140065.1	AL7G48480
OG0017228	XP_009140096.1	AL7G47840
OG0017229	XP_009125203.1	AL7G47370
OG0017230	XP_009104429.2	AL2G41700
OG0017232	XP_018508578.1	AL2G41730
OG0017233	XP_009104444.1	AL2G41460
OG0017234	XP_033141111.1	AL2G41380
OG0017235	XP_009128435.1	AL2G41170
OG0017236	XP_009106748.1	AL2G41060
OG0017237	XP_018508812.2	AL2G40580
OG0017238	XP_009128384.1	AL2G40510
OG0017239	XP_009128383.1	AL2G40500
OG0017240	XP_009106692.1	AL2G40400
OG0017241	XP_018508683.1, XP_009104520.1	AL2G40210
OG0017242	XP_009128367.1	AL2G40180
OG0017243	XP_009104528.1	AL2G40100
OG0017244	XP_009106653.1	AL2G39920
OG0017245	XP_009106594.1	AL2G39200
OG0017246	XP_009106564.1	AL2G38950
OG0017247	XP_009128281.1	AL2G38440
OG0017249	XP_009104595.1	AL2G38190
OG0017250	XP_009106428.1	AL2G38090
OG0017251	XP_009128240.1	AL2G37840
OG0017252	XP_009106408.1	AL2G37690
OG0017253	XP_018508661.2	AL2G37660
OG0017255	XP_009128224.1	AL2G37560
OG0017256	XP_009104639.1	AL2G37180
OG0017257	XP_009104648.2	AL2G37050
OG0017258	XP_009104661.1	AL2G36880
OG0017259	XP_009104664.2	AL2G36750
OG0017260	XP_009111566.1	AL5G16520
OG0017261	XP_009128145.1	AL2G35950
OG0017262	XP_033132108.1	AL2G35870
OG0017263	XP_009106236.1	AL2G35810
OG0017264	XP_009128132.1	AL2G35780
OG0017265	XP_009106206.1, XP_033141527.1	AL2G35530
OG0017266	XP_033135244.1	AL1G66620
OG0017267	XP_009112429.1	AL3G50300
OG0017268	XP_009121078.1	AL3G50820
OG0017269	XP_009149914.1	AL5G26670
OG0017270	XP_009150639.1, XP_009149919.1	AL5G26590
OG0017271	XP_009143917.2	AL1G64510
OG0017272	XP_033147046.1	AL1G64300
OG0017273	XP_033128617.1	AL1G64260
OG0017274	XP_018515489.1	AL1G64000
OG0017275	XP_009112678.1	AL3G53800
OG0017276	XP_009106830.1	AL1G63800
OG0017277	XP_009147499.1	AL1G63630
OG0017278	XP_009103727.1	AL1G63450
OG0017279	XP_009103726.2	AL1G63500
OG0017280	XP_009103744.1	AL1G63310
OG0017281	XP_033133438.1	AL1G63240
OG0017282	XP_009147524.1	AL1G63210
OG0017283	XP_009106905.1	AL1G63140
OG0017285	XP_009147549.1	AL1G62800
OG0017286	XP_009106953.1	AL1G62630
OG0017287	XP_009144760.1	AL1G62350
OG0017288	XP_009147588.2	AL1G62190
OG0017289	XP_009113436.1	AL7G44170
OG0017290	XP_009140548.1	AL4G14830
OG0017291	XP_009147631.1	AL1G61470
OG0017292	XP_009141563.1	AL4G32230
OG0017293	XP_009143572.1	AL4G32790
OG0017294	XP_018514096.1	AL4G33000
OG0017295	XP_009127198.1	AL8G27710
OG0017296	XP_009134078.1	AL6G41330
OG0017297	XP_009127374.1	AL8G23780
OG0017298	XP_009112619.2	AL7G44000
OG0017299	XP_009108057.1	AL7G44030
OG0017300	XP_009108052.1	AL7G44050
OG0017301	XP_009144640.1	AL7G44120
OG0017302	XP_018511537.1	AL7G44390
OG0017303	XP_009124271.1	AL7G44380
OG0017304	XP_009108019.1	AL7G44370
OG0017305	XP_009139659.1	AL9U11670
OG0017306	XP_009139648.1	AL9U10970
OG0017307	XP_018511008.1	AL9U10680
OG0017308	XP_009139618.2	AL7G43140
OG0017309	XP_009118047.1	AL1G24530
OG0017310	XP_009107746.1	AL7G42760
OG0017311	XP_033129956.1	AL7G42210
OG0017312	XP_009134221.3	AL7G42200
OG0017313	XP_009148642.1	AL7G41620
OG0017314	XP_009144704.1	AL7G41010
OG0017315	XP_009148067.1	nbis-gene-1860
OG0017316	XP_009148035.1	AL7G40960
OG0017317	XP_009147983.2	AL7G40890
OG0017318	XP_009146901.1	nbis-gene-1851
OG0017319	XP_009146794.1	AL7G39670
OG0017320	XP_009107859.1	AL7G39570
OG0017321	XP_009134042.1	AL8G24100
OG0017323	XP_009127963.1	AL2G32750
OG0017324	XP_033139300.1	AL2G32790
OG0017325	XP_009105961.1	AL2G32810
OG0017326	XP_009105962.1	AL2G32860
OG0017328	XP_009127988.2	AL2G33160
OG0017329	XP_033131770.1	AL2G33190
OG0017330	XP_009104804.2	AL2G33350
OG0017331	XP_009106021.1	AL2G33410
OG0017332	XP_009104800.1	AL2G33460
OG0017333	XP_009106033.1	AL2G33550
OG0017334	XP_009128024.1	AL2G33970
OG0017335	XP_009128056.1	AL2G34560
OG0017336	XP_009105434.1	AL2G27800
OG0017337	XP_009127674.1	AL2G27810
OG0017338	XP_009127684.1	AL2G27910
OG0017339	XP_009127696.2	AL2G28080
OG0017340	XP_009127708.1	AL2G28300
OG0017341	XP_009129621.1	AL7G24140
OG0017342	XP_009129536.1	AL7G23980
OG0017343	XP_033130482.1	AL7G47380
OG0017344	XP_033132721.1	AL1G28870
OG0017345	XP_009139937.1	AL7G50250
OG0017346	XP_009139951.1	AL7G49980
OG0017347	XP_009150291.1	AL5G21330
OG0017348	XP_009123264.2	AL5G21340
OG0017349	XP_009151871.1	AL5G18090
OG0017350	XP_033140724.1	AL5G18500
OG0017351	XP_009151908.1	AL5G17430
OG0017352	XP_009151936.1	AL5G17090
OG0017353	XP_009129480.1	AL5G15650
OG0017354	XP_033128595.1	AL5G15520
OG0017355	XP_009152052.1	AL5G15250
OG0017356	XP_009152122.1	AL5G14210
OG0017357	XP_033140913.1	AL2G28880
OG0017358	XP_009127748.1	AL2G28770
OG0017359	XP_018508498.1, XP_018508551.2	AL2G28700
OG0017360	XP_009104998.1	AL2G28660
OG0017361	XP_009105494.1	AL2G28620
OG0017362	XP_033130281.1	AL2G28420
OG0017363	XP_009114397.1	AL8G12970
OG0017364	XP_033136891.1	AL8G13040
OG0017365	XP_009101588.1	AL8G13130
OG0017367	XP_009147823.1	AL1G58240
OG0017368	XP_009147821.1	AL1G58290
OG0017369	XP_009107205.1	nbis-gene-285
OG0017370	XP_009147761.1, XP_033142605.1	AL1G59410
OG0017372	XP_009147706.1	AL1G60300
OG0017373	XP_009144836.1	AL1G60770
OG0017374	XP_009144833.1	AL1G60780
OG0017375	XP_009147679.2	AL1G60810
OG0017376	XP_009147671.1	AL1G60930
OG0017377	XP_009147668.1	AL1G61070
OG0017378	XP_009114034.1	AL8G18220
OG0017379	XP_009101833.1	AL8G18110
OG0017380	XP_009108010.1	AL7G44840
OG0017381	XP_009114004.1	AL8G17180
OG0017382	XP_009141333.1, XP_009132940.1	AL4G29290
OG0017383	XP_009132939.2	AL4G29300
OG0017384	XP_009141334.1	AL4G29310
OG0017385	XP_009141464.1	AL4G29450
OG0017386	XP_009143825.1	AL4G29640
OG0017387	XP_009141468.1	AL4G30410
OG0017388	XP_009143729.1	AL4G30880
OG0017389	XP_009141413.1	AL4G30970
OG0017390	XP_009143700.1	AL4G31160
OG0017391	XP_009143679.1	AL4G31410
OG0017392	XP_009143665.1	AL4G31530
OG0017393	XP_009133044.1	AL4G31910
OG0017394	XP_009132774.1	AL7G34740
OG0017395	XP_009132627.1	AL7G34890
OG0017396	XP_009132447.1	AL7G35130
OG0017397	XP_033144513.1	AL7G35030
OG0017398	XP_009136957.1	AL7G35460
OG0017399	XP_033129794.1	AL7G35640
OG0017400	XP_033129768.1	AL7G36060
OG0017401	XP_009150502.1	AL5G25810
OG0017402	XP_009117318.1	nbis-gene-951
OG0017403	XP_009114863.1	AL4G19410
OG0017404	XP_009115765.1	AL5G31230
OG0017405	XP_009136558.1	AL5G30980
OG0017406	XP_009115729.1	AL5G30780
OG0017407	XP_009132528.1, XP_009127243.1	AL8G26800
OG0017408	XP_009107228.1	AL8G26020
OG0017409	XP_009136904.1	AL3G44200
OG0017410	XP_009130790.1	AL3G44100
OG0017411	XP_033130786.1	AL3G45550
OG0017414	XP_009121210.1	AL3G49200
OG0017415	XP_009136320.1	AL3G49360
OG0017416	XP_033129505.1	AL3G49950
OG0017417	XP_009136179.2	AL7G30770
OG0017418	XP_033142726.1	AL7G31050
OG0017419	XP_009102970.1	AL1G40910
OG0017420	XP_033131035.1	AL7G31270
OG0017421	XP_009151651.1	AL8G21480
OG0017423	XP_009133843.1	AL7G33440
OG0017425	XP_009151784.1	AL5G19330
OG0017426	XP_009134321.1	AL7G33080
OG0017427	XP_009134802.1	AL7G32600
OG0017428	XP_009134823.1	AL7G32570
OG0017429	XP_009137211.1	AL7G32190
OG0017430	XP_009135338.1	nbis-gene-1805
OG0017431	XP_009133206.1	AL7G34320
OG0017433	XP_009145916.1, XP_033138082.1	AL3G31480
OG0017434	XP_009124820.1	AL3G10040
OG0017435	XP_009124822.1	AL3G10050
OG0017436	XP_009107011.1	AL3G10110
OG0017437	XP_009134577.1	AL3G10300
OG0017438	XP_009134581.1	AL3G10320
OG0017439	XP_009124042.1	AL3G10490
OG0017440	XP_009134599.1	AL3G10510
OG0017441	XP_009147445.1	AL3G10520
OG0017442	XP_009103541.1	AL5G34090
OG0017443	XP_009126996.1	AL2G15880
OG0017444	XP_009112288.1	AL8G45260
OG0017445	XP_009130568.1	AL8G45280
OG0017446	XP_033141401.1	AL8G45330
OG0017447	XP_009150857.1	AL8G45480
OG0017448	XP_009112275.1	AL8G45540
OG0017449	XP_009112273.1	AL8G45550
OG0017450	XP_009112266.2	AL8G45610
OG0017451	XP_009116997.1	AL5G46300
OG0017453	XP_018510400.1	AL5G46200
OG0017454	XP_009138652.1	AL5G46120
OG0017455	XP_009143681.1	AL5G45880
OG0017456	XP_009138686.1	AL5G45840
OG0017457	XP_009116927.1	AL5G45390
OG0017458	XP_009116897.1	AL5G44940
OG0017459	XP_009104351.1	AL5G44370
OG0017460	XP_009104346.1	AL5G43810, AL5G44340
OG0017461	XP_009104282.1	AL5G43230
OG0017462	XP_009104280.1	AL5G43210
OG0017463	XP_009116764.1	AL5G43130
OG0017464	XP_009116757.1, XP_033135733.1	AL5G43080
OG0017465	XP_033134887.1	AL5G42660
OG0017466	XP_018514200.1	AL5G42610
OG0017467	XP_009116695.1	AL5G42390
OG0017468	XP_009116655.2	AL5G41970
OG0017469	XP_009104228.1	AL5G41940
OG0017470	XP_009104180.1	AL5G40910
OG0017471	XP_009116564.2	AL5G40590
OG0017472	XP_009116472.2	AL5G39300
OG0017473	XP_009116453.1	AL5G39100
OG0017474	XP_009116441.1	AL5G38910
OG0017475	XP_009104051.1	AL5G38860
OG0017476	XP_009116425.1	AL5G38670
OG0017477	XP_009116375.1	AL5G38100
OG0017478	XP_009116341.1	AL5G37700
OG0017479	XP_009116339.1	AL5G37680
OG0017480	XP_009139122.1	AL5G37380
OG0017481	XP_009116279.1	AL5G37110
OG0017482	XP_009116264.1	AL5G36840
OG0017483	XP_009116243.1	AL5G36630
OG0017484	XP_018513900.2	AL5G36610
OG0017485	XP_009116228.1	AL5G36490
OG0017486	XP_009116202.1	AL5G36160
OG0017487	XP_009116190.1	AL5G36050
OG0017488	XP_009139240.1	AL5G35490
OG0017489	XP_009116116.1	AL5G35320
OG0017490	XP_009139269.1	AL5G35030
OG0017491	XP_009103886.2	AL5G34930
OG0017492	XP_009116078.1	AL5G34800
OG0017493	XP_033136981.1	AL5G34740
OG0017494	XP_018509763.1	AL5G34520
OG0017495	XP_009116018.1	AL5G34140
OG0017496	XP_009116010.1	AL5G34050
OG0017498	XP_009116001.1	AL5G33810
OG0017499	XP_033130634.1	AL5G33590
OG0017500	XP_033146758.1	AL5G33570
OG0017502	XP_009115960.1	AL5G33400
OG0017503	XP_009127136.1	AL8G28950
OG0017504	XP_009119896.1	AL8G28210
OG0017506	XP_009135901.2	AL3G39980
OG0017507	XP_033144185.1	AL3G40440
OG0017508	XP_009102453.1	AL3G40630
OG0017509	XP_009102454.1	AL3G40620
OG0017510	XP_009102432.1	AL3G40810
OG0017512	XP_009102391.1	AL3G41970
OG0017513	XP_009102388.1	AL3G42000
OG0017514	XP_009102372.1	AL3G42770
OG0017515	XP_009102352.1	AL3G43560
OG0017516	XP_009105232.1	AL2G25020
OG0017517	XP_033131651.1	AL2G25350
OG0017519	XP_009105317.2	AL2G26420
OG0017520	XP_009105092.1	AL2G26590
OG0017521	XP_009105085.1	AL2G26680
OG0017522	XP_009105068.1	AL2G26900
OG0017523	XP_009105354.1, XP_009127595.1	AL2G26880
OG0017524	XP_009105375.1	AL2G27120
OG0017525	XP_009127629.1	AL2G27270
OG0017526	XP_009102256.1	AL3G51520
OG0017527	XP_009150730.1	AL3G51740
OG0017528	XP_009102219.1	AL3G53100
OG0017529	XP_009116312.1	AL8G25620
OG0017531	XP_009111834.1	nbis-gene-2058
OG0017532	XP_033144387.1, XP_033145856.1, XP_033148449.1	AL4G39210
OG0017533	XP_009133458.1	AL4G38760
OG0017534	XP_009133451.1	AL4G38580
OG0017535	XP_009127218.1	nbis-gene-2108
OG0017536	XP_009142688.1	AL4G38270
OG0017538	XP_009143225.1	AL4G38130
OG0017540	XP_009143253.1	AL4G37750
OG0017541	XP_009133407.1	AL301U10010, AL4G37720
OG0017542	XP_033144415.1	AL4G37030
OG0017543	XP_009141822.1	AL4G36980
OG0017544	XP_009133359.1	AL4G36710
OG0017545	XP_033143646.1	AL4G36480
OG0017546	XP_009133329.1	AL4G36350
OG0017547	XP_033143676.1	AL4G36230
OG0017548	XP_009133265.1	AL4G35850
OG0017549	XP_009143389.1, XP_009142120.1	AL4G35740
OG0017550	XP_009133257.1	AL4G35720
OG0017551	XP_018514675.1	AL4G35710
OG0017553	XP_033147989.1	AL4G34660
OG0017554	XP_009141682.1	AL4G34610
OG0017555	XP_033142446.1	AL4G34020
OG0017556	XP_009144498.1	AL6G47500
OG0017557	XP_033136512.1	AL7G41300
OG0017558	XP_009114601.1	AL6G47640
OG0017559	XP_009114592.1	AL6G47690
OG0017560	XP_018513643.1	AL6G35610, AL6G47770
OG0017561	XP_009114586.1	AL6G47780
OG0017562	XP_009144494.1	AL6G47270
OG0017563	XP_009115306.1	AL1G39950
OG0017564	XP_009117432.1	AL4G10270
OG0017565	XP_009140259.2	AL4G10300
OG0017566	XP_009117418.1	AL4G10460
OG0017567	XP_009117410.1	AL4G10550
OG0017568	XP_009117401.1	AL4G10670
OG0017569	XP_009117389.1	AL4G10720
OG0017570	XP_009140314.1	AL4G11270
OG0017571	XP_009117354.2	AL4G11380
OG0017572	XP_033134501.1	AL4G12060
OG0017574	XP_009117068.1	AL4G16600
OG0017575	XP_009140701.1	nbis-gene-994
OG0017576	XP_009133968.1	AL4G18610
OG0017577	XP_033143416.1	AL4G19360
OG0017578	XP_033146663.1	AL4G17260
OG0017579	XP_009107489.1	AL1G51670
OG0017580	XP_009145115.1	AL1G50750
OG0017581	XP_033132367.1	AL1G49800
OG0017582	XP_009114725.1	AL1G49120
OG0017583	XP_009114753.1	nbis-gene-209
OG0017585	XP_009114791.1	AL1G47880
OG0017587	XP_009151466.1	AL1G47790
OG0017588	XP_009134203.1	AL6G44760
OG0017589	XP_033135049.1	AL6G44960
OG0017590	XP_009108211.2	AL6G45020
OG0017591	XP_009108209.1	AL6G45050
OG0017592	XP_009128669.1	AL6G46210
OG0017593	XP_009108158.1	AL6G46190
OG0017594	XP_009120901.1	AL6G30780
OG0017595	XP_009111732.1	AL6G38870
OG0017596	XP_018508088.1	AL6G39610
OG0017597	XP_033136595.1	AL6G39790
OG0017598	XP_009151226.1	AL6G40110
OG0017599	XP_009117507.1	AL3G47990
OG0017600	XP_009102038.1	AL3G53360
OG0017601	XP_018508762.1	AL3G53730
OG0017602	XP_009119394.1	AL3G53920
OG0017603	XP_009117460.1	AL3G54160
OG0017604	XP_009142478.1	AL4G47700
OG0017605	XP_018514650.1	AL4G47680
OG0017606	XP_009142493.1	AL4G47510, AL39U10110
OG0017607	XP_009118719.1	AL4G47100
OG0017609	XP_033139291.1	AL4G46970
OG0017610	XP_009142581.1	AL4G46390
OG0017611	XP_009133790.1	AL4G46310
OG0017612	XP_009142634.1	AL4G45950
OG0017613	XP_033148402.1	AL4G45510
OG0017614	XP_018514619.2	AL4G44720
OG0017615	XP_009143132.1	AL4G44510
OG0017616	XP_009142313.1	AL4G44090
OG0017617	XP_033146116.1	nbis-gene-1766
OG0017618	XP_009142995.1	AL4G43020
OG0017619	XP_009142246.1	AL4G42990
OG0017620	XP_009142990.2	AL4G42970
OG0017621	XP_009142984.1	AL4G42860
OG0017622	XP_009133646.2	AL4G42770
OG0017623	XP_033144662.1	AL3G53900
OG0017624	XP_009133594.1	nbis-gene-1149
OG0017625	XP_009142919.1, XP_009142178.1	AL4G41880
OG0017626	XP_009133578.1	AL4G41840
OG0017628	XP_033143836.1	AL4G40420
OG0017629	XP_009142798.1	AL4G40400
OG0017630	XP_009142779.1	AL4G40130
OG0017631	XP_009101437.1	AL8G10790
OG0017632	XP_009117847.1	AL3G11370
OG0017633	XP_009147371.1	AL3G11460
OG0017634	XP_033139783.1	AL3G12020
OG0017635	XP_009147310.1	AL3G12300
OG0017636	XP_033137312.1	AL3G12330
OG0017638	XP_009130356.1	AL3G12930, AL3G13260
OG0017639	XP_009130355.1	AL3G12940
OG0017640	XP_009130367.1	AL3G13120
OG0017641	XP_009130373.1	AL3G13360, nbis-gene-1602
OG0017642	XP_009102063.2	AL3G13420
OG0017643	XP_009103491.1	AL8G43240
OG0017644	XP_009124992.1	AL3G14610
OG0017645	XP_009124195.1	AL3G14870
OG0017646	XP_009140479.1	AL4G13630
OG0017647	XP_033146865.1	nbis-gene-663
OG0017648	XP_009147262.1	AL3G15680
OG0017649	XP_009147232.1	AL3G16080
OG0017650	XP_009129632.2	AL3G16860
OG0017651	XP_009129634.1	AL3G16880
OG0017652	XP_009103048.1	AL1G40250
OG0017653	XP_009124924.2	AL3G17300
OG0017654	XP_009134897.1	AL3G17470
OG0017655	XP_009147157.1	AL3G17530
OG0017656	XP_009147150.1	AL3G17600
OG0017657	XP_009134910.1	AL3G17720
OG0017658	XP_033142938.1	AL3G17970
OG0017659	XP_009134941.1	AL3G18120
OG0017660	XP_033147236.1	AL3G18400
OG0017661	XP_009147085.1	AL3G18640
OG0017662	XP_009124351.1	AL3G18710
OG0017663	XP_009147040.1	AL3G19050
OG0017664	XP_009151573.1	AL6G31690
OG0017665	XP_009147015.1	AL3G19270
OG0017666	XP_009147009.1	AL3G19370
OG0017667	XP_009123984.1	AL3G19400
OG0017668	XP_033146702.1	nbis-gene-677
OG0017669	XP_009146978.1	nbis-gene-680
OG0017670	XP_009123811.1	AL3G19860
OG0017673	XP_009146911.1	AL3G20870
OG0017674	XP_009146906.1	AL3G20960
OG0017675	XP_009146898.1	AL3G21010
OG0017676	XP_009146877.1	AL3G21340
OG0017677	XP_009146866.1, XP_009123090.1	AL3G21500
OG0017678	XP_009146862.1	AL3G21550
OG0017679	XP_009146860.1	AL3G21570
OG0017680	XP_009135109.1	AL3G21720
OG0017681	XP_009146819.1	AL3G22090
OG0017682	XP_033142274.1, XP_009146801.1	AL3G22340
OG0017683	XP_009146721.1	AL3G23000
OG0017684	XP_009136005.1	nbis-gene-696
OG0017685	XP_009120562.1	AL3G24220
OG0017686	XP_033148172.1	AL3G24490
OG0017687	XP_009124720.2	AL3G24910
OG0017688	XP_009135298.1	AL3G25150
OG0017689	XP_009146477.1	AL3G25470
OG0017690	XP_009117559.1	AL3G25720
OG0017691	XP_009146454.2	AL3G25810
OG0017692	XP_033147819.1	AL3G25860
OG0017693	XP_009146419.1, XP_009117189.1	AL3G26280
OG0017694	XP_009146417.2	AL3G26320
OG0017695	XP_009116979.1	AL3G26660
OG0017696	XP_009146344.1	AL3G26900
OG0017697	XP_009146342.1	AL3G26910
OG0017698	XP_009102853.1	AL3G45300
OG0017699	XP_009116509.1	AL3G27390
OG0017700	XP_009135427.1	AL3G27520
OG0017701	XP_009146284.1	AL3G27530
OG0017702	XP_009135428.1	AL3G27550
OG0017704	XP_009146257.1	AL3G27840
OG0017705	XP_009146219.1	AL3G28230
OG0017706	XP_009135449.1	AL3G28270
OG0017707	XP_033137936.1	AL3G28840
OG0017708	XP_009146153.1	AL3G29030
OG0017709	XP_009114517.2	AL3G29680
OG0017710	XP_009146059.1	AL3G29710
OG0017712	XP_009145963.1	AL3G31040
OG0017713	XP_009139872.1	AL7G26890
OG0017715	XP_033142642.1	AL3G33160
OG0017716	XP_009111576.1	AL3G33190
OG0017717	XP_009111556.2	AL3G33200
OG0017718	XP_009119272.1	AL1G14300
OG0017719	XP_009145743.1	AL3G33260
OG0017720	XP_018509518.1	AL7G44010
OG0017721	XP_009145584.1	AL3G34710
OG0017722	XP_009127216.1	AL8G27240
OG0017723	XP_009139935.1	AL7G50280
OG0017724	XP_009125115.1	AL7G50470
OG0017725	XP_009125110.1	AL7G50730
OG0017726	XP_009139847.1	AL7G50920
OG0017727	XP_009139788.1	AL7G52120
OG0017728	XP_009139787.1	AL7G52130
OG0017729	XP_009139742.1	AL7G46510
OG0017730	XP_009139740.1	AL7G46490
OG0017731	XP_009139736.1	AL7G46480
OG0017732	XP_033145887.1	AL7G46310
OG0017733	XP_009144669.1	AL7G45720
OG0017734	XP_009124221.2	AL7G45330
OG0017735	XP_009106378.1	AL3G38580
OG0017736	XP_009102649.1	AL3G37870
OG0017737	XP_009108178.1	AL3G37750
OG0017738	XP_009145247.2	AL3G37390
OG0017739	XP_009108841.1	AL3G36760
OG0017740	XP_009145418.1	AL3G36420
OG0017741	XP_009124772.1	AL3G36340
OG0017743	XP_009149504.2	AL1G33000
OG0017744	XP_009145478.1	AL3G35510
OG0017745	XP_009145491.1	AL3G35360
OG0017746	XP_009128059.1	AL7G22070
OG0017747	XP_009137892.1, XP_009128077.1	AL7G22080
OG0017748	XP_009137889.1	AL7G22100
OG0017749	XP_009128101.1	AL7G22110
OG0017750	XP_009128167.1	AL7G22210
OG0017751	XP_009137879.1	AL7G22260
OG0017752	XP_009150112.1	AL8G38630
OG0017753	XP_009105200.1	AL2G24060
OG0017754	XP_009105157.1	AL2G22700
OG0017755	XP_009105156.1	AL2G22550
OG0017756	XP_009105141.1	AL2G19620
OG0017757	XP_009123332.1	AL2G20240
OG0017758	XP_009127392.1	AL2G20260
OG0017759	XP_009127400.1	AL2G22120
OG0017760	XP_009132413.1	nbis-gene-2139
OG0017761	XP_009113431.1	AL1G64970
OG0017762	XP_009113430.1	AL1G64980
OG0017764	XP_009113412.1	AL1G65350
OG0017765	XP_009131719.1	AL6G30390
OG0017766	XP_009131705.1	AL6G30270
OG0017767	XP_009126267.1	AL6G29840
OG0017768	XP_009120994.1	AL6G29460
OG0017769	XP_009129804.2	AL8G23420
OG0017770	XP_009151262.1	AL6G40710
OG0017771	XP_009111841.1	AL8G21300
OG0017772	XP_009102128.1	AL3G48320
OG0017773	XP_009136660.1	AL5G32730
OG0017774	XP_009136648.1	nbis-gene-1354
OG0017775	XP_009115799.1	AL5G31640
OG0017776	XP_009149224.1	AL5G31630
OG0017777	XP_009119759.1	AL1G10070
OG0017779	XP_033146010.1	AL1G10230
OG0017780	XP_033137723.1	AL1G10480
OG0017781	XP_009119730.1	AL1G10580
OG0017782	XP_009119728.1	AL1G10630
OG0017783	XP_009140364.2	AL8G23560
OG0017784	XP_018511169.1	AL1G11670
OG0017785	XP_009119640.1	AL1G11720
OG0017786	XP_009111162.1	AL1G12670
OG0017787	XP_033138357.1	AL1G12830
OG0017788	XP_009119375.2	AL1G13190
OG0017790	XP_009119340.1	AL1G13600
OG0017791	XP_009119331.1	AL1G13700
OG0017792	XP_009118671.1	AL1G13730
OG0017793	XP_009111120.1	AL1G13800
OG0017794	XP_009119308.1	AL1G13980
OG0017795	XP_009119238.2	AL1G14560
OG0017796	XP_009119217.1	AL1G14730
OG0017798	XP_033136578.1	AL8G20820
OG0017799	XP_033138025.1	AL1G15130
OG0017801	XP_009118582.1	AL1G15490
OG0017802	XP_009111041.1	AL1G15600
OG0017803	XP_009111021.1	AL1G15770
OG0017804	XP_009118569.1	AL1G15860
OG0017805	XP_009119094.1	AL1G16000
OG0017806	XP_033138423.1	AL1G16080
OG0017807	XP_009110998.1	AL1G16230
OG0017808	XP_009118544.1	AL1G16340
OG0017809	XP_009118484.1	AL1G16750
OG0017810	XP_009118977.1	AL1G17390
OG0017811	XP_009118972.1	AL1G17470
OG0017812	XP_009148024.2	AL1G17910
OG0017813	XP_033132510.1	AL1G18140
OG0017814	XP_009118413.1	AL1G18160
OG0017815	XP_009148093.1	AL1G18760
OG0017816	XP_009127234.2	AL8G26980
OG0017817	XP_033135430.1	AL1G18880
OG0017818	XP_009148108.2	AL1G18960
OG0017819	XP_009148166.1	AL1G19580
OG0017820	XP_009148173.1	AL1G19720
OG0017821	XP_009148179.1	AL1G19770
OG0017822	XP_009110837.1	AL1G19790
OG0017824	XP_009148237.1	AL1G19900
OG0017825	XP_009110832.1	AL1G19940
OG0017826	XP_009148288.1	AL1G20420
OG0017827	XP_009144468.1	AL1G20870
OG0017828	XP_009144454.2	AL1G21040
OG0017829	XP_009144444.1	AL1G21140
OG0017830	XP_009118208.1	AL1G21680
OG0017831	XP_009148424.1	AL1G21720
OG0017832	XP_009148420.1	AL1G21760
OG0017833	XP_009118216.1	AL1G21800
OG0017834	XP_009118225.1	AL1G21950
OG0017835	XP_009148466.1	AL1G22450
OG0017837	XP_009118181.2	AL1G22780
OG0017839	XP_009110615.1	AL1G24500
OG0017840	XP_009110591.1	AL1G24990
OG0017841	XP_009140603.1	AL4G16000
OG0017842	XP_033129184.1	AL1G25390
OG0017844	XP_009148666.1	AL1G25570
OG0017845	XP_009117946.2	AL1G25870
OG0017846	XP_009117933.1	AL1G26030
OG0017847	XP_009117926.1	AL1G26090
OG0017848	XP_009148817.1	AL1G26280
OG0017849	XP_009148854.1	AL1G26670
OG0017850	XP_009148915.1	AL1G27380
OG0017851	XP_033129102.1	AL1G27670
OG0017852	XP_009148953.1	AL1G27690
OG0017853	XP_009149041.1	AL1G28140
OG0017854	XP_009117784.1	AL1G28180
OG0017855	XP_009117769.1	AL1G28400
OG0017856	XP_009149140.1	AL1G29190
OG0017857	XP_009149170.1	AL1G29470
OG0017858	XP_009117665.1	AL1G29640
OG0017859	XP_033130085.1	AL1G29960
OG0017860	XP_009110384.1, XP_009149236.1	AL1G30190
OG0017861	XP_009149244.1	AL1G30280
OG0017862	XP_033132673.1	AL1G30710
OG0017863	XP_009110346.2	AL1G30780
OG0017864	XP_009149291.1	AL1G30930
OG0017865	XP_009149299.1	AL1G30990
OG0017866	XP_009149333.2	AL1G31030
OG0017867	XP_009117609.1	AL1G31000
OG0017868	XP_033136616.1	AL1G31150
OG0017869	XP_009117569.2	AL1G31600
OG0017870	XP_009110299.1	AL1G31710
OG0017871	XP_009110271.1	AL1G32310
OG0017872	XP_009149459.1	AL1G32460
OG0017873	XP_009124262.1	AL7G44540
OG0017874	XP_009149542.1, XP_009110218.1	AL1G33610
OG0017875	XP_033129829.1	AL1G33950
OG0017876	XP_033128799.1	AL1G34650
OG0017877	XP_009149686.1	AL1G34840
OG0017878	XP_009149691.1	AL1G34880
OG0017879	XP_009149693.1	AL1G34900
OG0017880	XP_009149703.1	AL1G34990
OG0017881	XP_009110157.1, XP_009145383.1	AL1G53200
OG0017882	XP_009145373.1	AL1G35580
OG0017883	XP_009123121.1	AL1G35990
OG0017884	XP_009103229.1	AL1G36130
OG0017885	XP_009110130.1	AL1G36160
OG0017886	XP_009115603.1	AL1G36270
OG0017887	XP_009103220.1	AL1G47170
OG0017888	XP_009110128.1	AL1G36300
