Orthogroup	Brassica_rapa	Eutrema_salsugineum
OG0015761	XP_009151468.1	XP_006415086.1
OG0015762	XP_009134106.1	XP_006397272.1
OG0015763	XP_009113492.1	XP_024010404.1
OG0015764	XP_033144996.1	XP_006397254.1
OG0015765	XP_009134180.1	XP_006397108.1
OG0015766	XP_009113592.1	XP_006397107.1
OG0015767	XP_033140683.1	XP_006397097.1
OG0015768	XP_009128721.1	XP_006397094.1
OG0015769	XP_009134181.1	XP_006397091.1
OG0015770	XP_009134182.1	XP_006397090.1
OG0015771	XP_033135208.1	XP_006397088.1
OG0015772	XP_009134187.1	XP_006397082.1
OG0015773	XP_009128718.1	XP_006397076.1
OG0015774	XP_009113615.1	XP_006397061.1
OG0015775	XP_009134200.1	XP_006397027.1
OG0015776	NP_001288923.1	XP_006396990.1
OG0015777	XP_033142019.1	XP_024009870.1
OG0015778	XP_033142092.1	XP_006396982.1
OG0015779	XP_009108195.1	XP_006396954.1
OG0015780	XP_009108192.1	XP_006396937.1
OG0015781	XP_033140686.1	XP_006396931.1
OG0015782	XP_009108182.1	XP_006396926.1
OG0015783	XP_009128671.3	XP_006396904.2
OG0015784	XP_009128673.1	XP_006396903.1
OG0015785	XP_033134835.1	XP_024010533.1
OG0015786	XP_009108153.1	XP_006396869.1
OG0015787	XP_009124796.1	XP_024009824.1
OG0015788	XP_009124794.1	XP_006396865.1
OG0015789	XP_009120909.1	XP_006400475.1
OG0015790	XP_009151132.1	XP_024006970.1
OG0015791	XP_009140745.1	XP_006398040.1
OG0015792	XP_009151643.1	XP_006395183.1
OG0015793	XP_009151154.1	XP_006394903.1
OG0015794	XP_009151163.1	XP_024007177.1
OG0015795	XP_009129905.1	XP_024007175.1
OG0015796	XP_018510269.1	XP_024006906.1
OG0015797	XP_009111744.1	XP_006394945.1
OG0015798	XP_018508092.1	XP_024007122.1
OG0015799	XP_009151212.1	XP_024007166.1
OG0015800	XP_009151241.3	XP_024007208.1
OG0015801	XP_009112639.1	XP_006408912.1
OG0015802	XP_009102124.1	XP_024014296.1, XP_006408914.1
OG0015803	XP_009102123.1	XP_006408915.1
OG0015804	XP_033130577.1	XP_006408925.1
OG0015805	XP_009123550.1	XP_006408926.1
OG0015806	XP_018508311.1	XP_006408941.1
OG0015807	XP_009121193.1	XP_006395993.1
OG0015808	XP_009102020.1	XP_024015998.1
OG0015809	XP_009115708.1	XP_024013491.1
OG0015810	XP_009127315.2	XP_024005570.1
OG0015811	XP_009150051.1	XP_006418985.1
OG0015812	XP_009150238.1	XP_006418989.1
OG0015813	XP_009150256.1	XP_024009638.1
OG0015814	XP_009142482.1	XP_006397998.1
OG0015815	XP_009133077.1	XP_024016697.1
OG0015816	XP_009142490.1	XP_006390324.1
OG0015817	XP_009133829.1	XP_006397977.1
OG0015818	XP_009118212.1	XP_006397973.1
OG0015819	XP_009118224.2	XP_006397972.1
OG0015820	XP_009142503.1	XP_006397971.1
OG0015821	XP_018514679.1	XP_006397965.1
OG0015822	XP_009142516.1	XP_006397955.1
OG0015823	XP_009142522.1	XP_006397949.1
OG0015824	XP_009142567.1	XP_024010687.1
OG0015825	XP_009124484.1	XP_006397898.1
OG0015826	XP_009142578.1	XP_006397886.1
OG0015827	XP_009142585.1	XP_006397882.1
OG0015828	XP_009142586.1	XP_006397880.1
OG0015829	XP_009142590.2	XP_024006148.1
OG0015830	XP_009142438.1	XP_006397861.1
OG0015831	XP_009142619.1	XP_006397856.1
OG0015832	XP_009142657.1	XP_006397822.2
OG0015833	XP_009143214.1	XP_006397794.1
OG0015834	XP_009143179.1	XP_006397762.1
OG0015835	XP_009142356.1	XP_006397751.1
OG0015836	XP_009142351.1	XP_006397741.1
OG0015837	XP_009143154.1	XP_006397740.1
OG0015838	XP_009142350.2	XP_006397738.1
OG0015839	XP_009143106.1	XP_006397704.1
OG0015840	XP_033144905.1	XP_006397701.1
OG0015841	XP_009133710.1	XP_024010818.1
OG0015842	XP_009133706.1	XP_006397696.1
OG0015843	XP_009119420.1	XP_006409216.1
OG0015844	XP_009143096.1	XP_006397684.1
OG0015845	XP_009143094.1	XP_006397682.1
OG0015846	XP_009142311.1, XP_009143088.1	XP_006397677.1
OG0015847	XP_009143080.1	XP_006397672.1
OG0015849	XP_009121761.1	XP_006396583.2
OG0015850	XP_009143065.1	XP_024010888.1
OG0015851	XP_033148294.1	XP_006397651.1
OG0015852	XP_009142256.1	XP_006397612.1
OG0015853	XP_009142985.1	XP_006397573.1
OG0015854	XP_009142231.1, XP_009133644.1	XP_006397559.1
OG0015855	XP_009142224.1	XP_006397545.1
OG0015856	XP_009142205.1	XP_006397527.1
OG0015857	XP_009142938.1	XP_024010792.1
OG0015858	XP_009142929.1	XP_006397507.1
OG0015859	XP_033145555.1	XP_006397495.1
OG0015860	XP_009133585.1	XP_006397488.1
OG0015861	XP_009142907.1	XP_006411582.1
OG0015862	XP_009142894.1	XP_006411569.2
OG0015863	XP_009142889.1	XP_006411562.1
OG0015864	XP_033148366.1	XP_006411558.1
OG0015865	XP_009142864.1	XP_006411556.1
OG0015866	XP_009142079.2	XP_006411544.1
OG0015867	XP_009142883.1	XP_006411535.1
OG0015868	XP_009133548.1	XP_006411533.1
OG0015869	XP_009133545.1	XP_006411521.1
OG0015870	XP_009142048.1	XP_006411486.1
OG0015871	XP_009142793.1	XP_006411465.1
OG0015872	XP_009133510.2, XP_009142774.1	XP_006411441.1
OG0015873	XP_009142787.1	XP_006411458.1
OG0015874	XP_033145659.1	XP_006411460.1
OG0015875	XP_009142026.2	XP_006411461.1
OG0015876	XP_009141997.1	XP_006411422.1
OG0015877	XP_009142751.1	XP_006411419.2
OG0015878	XP_033148416.1	XP_024003816.1
OG0015879	XP_033128240.1	XP_006398432.2
OG0015880	XP_009101454.1	XP_006398398.1
OG0015881	XP_009147412.1	XP_006408476.1
OG0015882	XP_009134625.1	XP_006408473.1
OG0015883	XP_009147403.1	XP_006408470.1
OG0015884	XP_009147402.2	XP_024015417.1
OG0015885	XP_018513309.2	XP_006408459.1
OG0015886	NP_001288840.1	XP_006408457.1
OG0015887	XP_009147382.1	XP_006408447.1
OG0015889	XP_009147380.1	XP_006408446.1
OG0015890	XP_009134653.2	XP_006408438.1
OG0015891	XP_009147363.1	XP_006408428.1
OG0015892	XP_009147360.1	XP_006408427.1
OG0015893	XP_009147352.1	XP_006408417.1
OG0015894	XP_009134681.1	XP_006408409.1
OG0015895	XP_009118497.2	XP_006408392.1
OG0015896	XP_009118487.1	XP_006408391.1
OG0015897	XP_009118505.1	XP_006408390.1
OG0015898	XP_009147328.2	XP_024015344.1
OG0015900	XP_009147317.1	XP_006408380.1
OG0015901	XP_009118908.1	XP_006408362.1
OG0015902	XP_009118979.1	XP_006408355.1
OG0015903	XP_009118990.1	XP_006408353.1
OG0015904	XP_009130342.1	XP_006408331.1
OG0015905	NP_001288857.1	XP_006408321.1
OG0015906	XP_009130371.1	XP_006408294.1
OG0015907	XP_009134737.1	XP_006408278.1
OG0015908	XP_009130385.1	XP_006408270.1
OG0015909	XP_009102082.1	XP_024015468.1
OG0015911	XP_009130399.1	XP_024015395.1
OG0015912	XP_009130406.1	XP_006408236.1
OG0015913	XP_009130411.1	XP_006408232.1
OG0015914	XP_009124016.1	XP_006408220.1
OG0015915	XP_009124015.1	XP_006408219.1
OG0015916	XP_009125001.1	XP_006408205.1
OG0015917	XP_009124997.1	XP_006408193.1
OG0015918	XP_009123985.1	XP_006408183.1
OG0015919	XP_009134788.2	XP_006408146.1
OG0015920	XP_009134792.1	XP_006408142.2
OG0015921	XP_009147267.1, XP_009124067.1	XP_006408105.1
OG0015922	XP_009147264.1	XP_006408101.1
OG0015923	XP_009147257.1	XP_006408093.1
OG0015924	XP_009147244.1	XP_006408081.1
OG0015925	XP_009133647.1	XP_006406070.2
OG0015926	XP_009134827.2	XP_024015347.1
OG0015927	XP_009124868.1	XP_024015791.1
OG0015928	XP_009147211.1	XP_006408037.1
OG0015929	XP_009147215.1	XP_006408035.1
OG0015930	XP_009147208.1	XP_024015416.1
OG0015931	XP_009124963.1	XP_006408025.1
OG0015932	XP_009147203.1	XP_006408024.1
OG0015933	XP_009139725.1	XP_006405874.2
OG0015934	XP_009129645.2	XP_006407977.2
OG0015936	XP_009129663.1	XP_006407954.1
OG0015937	XP_009129670.1	XP_006407947.1
OG0015938	XP_009124873.1	XP_006407946.1
OG0015939	XP_009113970.1	XP_006397255.1
OG0015940	XP_009124632.1	XP_006407897.1
OG0015941	XP_009124605.1	XP_006407886.1
OG0015942	XP_009134945.2	XP_024015239.1
OG0015943	XP_009147113.1	XP_024015315.1
OG0015944	XP_009147070.1	XP_024015593.1
OG0015945	XP_009147060.1	XP_006407825.1
OG0015946	XP_009147057.1	XP_006407823.1
OG0015947	XP_009124266.1	XP_006407816.1
OG0015948	XP_009134987.1	XP_006407813.1
OG0015949	XP_009124214.1	XP_006407809.1
OG0015950	XP_009147041.1	XP_024014874.1
OG0015951	XP_009124151.1	XP_006407798.1
OG0015952	XP_009135001.2	XP_006407788.1
OG0015953	XP_009135005.1	XP_006407787.1
OG0015954	XP_009135016.1	XP_006407772.1
OG0015955	XP_009135095.1	XP_024014862.1
OG0015956	XP_009146966.1	XP_006407724.1
OG0015957	XP_009146961.1	XP_024015125.1
OG0015958	XP_009135071.1	XP_006407716.1
OG0015959	XP_009135069.1	XP_006407714.1
OG0015960	XP_009123475.2	XP_024015552.1
OG0015961	XP_009123446.1	XP_006407704.1
OG0015962	XP_009146941.1	XP_006407703.1
OG0015963	XP_009123421.1	XP_006407699.1
OG0015964	XP_009146939.1	XP_006407691.2
OG0015965	XP_009146927.2	XP_006407674.1
OG0015966	XP_009135050.1	XP_006407668.1
OG0015967	XP_009146921.1	XP_006418812.1
OG0015968	XP_009123280.2	XP_006407656.1
OG0015969	XP_009123262.1	XP_006407649.1
OG0015970	XP_009123226.1	XP_006407645.2
OG0015971	XP_009123211.1	XP_006407644.1
OG0015972	XP_009146893.1	XP_006407631.1
OG0015973	XP_009146891.1	XP_006407629.1
OG0015974	XP_009146886.1	XP_006407624.1
OG0015975	XP_033147888.1	XP_006407610.1
OG0015976	XP_009146875.1	XP_006407609.1
OG0015977	XP_009105395.1	XP_006391131.1
OG0015978	XP_033147908.1	XP_006407594.1
OG0015979	XP_009146850.1	XP_006407584.1
OG0015980	XP_009135104.1	XP_006407578.1
OG0015981	XP_009146844.1	XP_006407573.1
OG0015982	XP_009135108.1	XP_006407574.1
OG0015983	XP_009122853.1	XP_006407560.1
OG0015984	XP_009146814.1, XP_009135124.1	XP_006407521.1
OG0015985	XP_009135125.1	XP_006407519.1
OG0015986	XP_009146811.1	XP_006407518.1
OG0015987	XP_009146802.1	XP_006407500.1
OG0015988	XP_009146792.1	XP_006407487.1
OG0015989	XP_009146780.1	XP_006407476.1
OG0015990	XP_009122356.1	XP_006407469.2
OG0015991	XP_009146741.1	XP_006407462.1
OG0015992	XP_009146735.1	XP_006407455.1
OG0015994	XP_009102416.1	XP_006418639.1
OG0015995	XP_009146702.1	XP_006407431.1
OG0015996	XP_009146653.1	XP_006407380.1
OG0015997	XP_033147419.1	XP_006407378.1
OG0015998	XP_009146647.1	XP_006407371.1
OG0015999	XP_009135225.1	XP_006407345.1
OG0016000	XP_009146616.1	XP_006407340.1
OG0016001	XP_009135235.1	XP_006407325.1
OG0016002	XP_009120540.2	XP_006407317.1
OG0016003	XP_009146590.1	XP_006407300.1
OG0016004	XP_033132423.1, XP_009146576.1	XP_006407286.1
OG0016005	XP_009129223.1	XP_006395876.1
OG0016006	XP_009146551.1	XP_006407261.1
OG0016007	XP_009146479.1	XP_024015476.1
OG0016008	XP_009102365.1	XP_006407183.1
OG0016009	XP_009146453.2	XP_006407170.1
OG0016010	XP_009146452.1	XP_024015490.1
OG0016011	XP_033147818.1	XP_024015105.1
OG0016012	XP_009135334.1	XP_006407158.1
OG0016013	XP_009117242.1	XP_024015399.1
OG0016014	XP_009146406.1	XP_006407119.1
OG0016015	XP_033148686.1	XP_006407088.1
OG0016016	XP_009135385.1, XP_009146349.1	XP_006407070.1
OG0016017	XP_009116648.1	XP_006407047.1
OG0016018	XP_009135402.1	XP_024015639.1
OG0016019	XP_009146508.1	XP_024015658.1
OG0016020	XP_009146309.2	XP_006407033.2
OG0016021	XP_009146289.1	XP_006407018.1
OG0016022	XP_009146274.2	XP_006406997.1
OG0016023	XP_009146270.1	XP_024015676.1
OG0016024	XP_009146246.1	XP_006406969.1
OG0016025	XP_009146225.1	XP_006406950.1
OG0016026	XP_009146208.2	XP_006406929.1
OG0016027	XP_009115175.1	XP_006406904.1
OG0016028	XP_009146190.2	XP_006406901.1
OG0016029	XP_009146161.1	XP_006406865.1
OG0016030	XP_009146156.1	XP_006406854.1
OG0016031	XP_009146155.1	XP_006406853.1
OG0016032	XP_009146154.1	XP_006406852.1
OG0016033	XP_009146150.1	XP_006406848.1
OG0016034	XP_009146077.1	XP_006406827.1
OG0016035	XP_009146076.1	XP_006406826.1
OG0016036	XP_009114612.1	XP_006406814.1
OG0016037	XP_009146050.1	XP_006406792.1
OG0016038	XP_009114264.1	XP_006406780.1
OG0016039	XP_033134172.1	XP_006406777.1
OG0016040	XP_009114428.1	XP_006406756.1, XP_006406794.1
OG0016041	XP_033148276.1	XP_006406747.1
OG0016042	XP_009113988.2	XP_006406728.1
OG0016043	XP_009135531.1	XP_006406724.1
OG0016044	XP_033147999.1	XP_024015673.1
OG0016045	XP_009145969.1	XP_006406686.1
OG0016046	XP_009145962.2	XP_006406677.1
OG0016047	XP_009145957.1	XP_006406673.1
OG0016049	XP_033148105.1	XP_024015425.1
OG0016050	XP_009145937.1	XP_006406659.1
OG0016051	XP_009145935.1	XP_006406650.1
OG0016052	XP_009101826.1	XP_024013188.1
OG0016053	XP_009145919.1	XP_006406634.1
OG0016054	XP_009145901.2	XP_006406614.1
OG0016055	XP_009135581.1	XP_024015165.1
OG0016056	XP_033140533.1	XP_006406582.2
OG0016057	XP_009145869.1	XP_024015019.1
OG0016058	XP_009145859.1, XP_033146021.1	XP_006406566.1
OG0016059	XP_009145857.2	XP_006406562.1
OG0016060	XP_009145846.1	XP_006406554.1
OG0016061	XP_009112230.1	XP_024015467.1
OG0016062	XP_009145829.1	XP_024015786.1
OG0016063	XP_009135613.1	XP_024015606.1
OG0016064	XP_009145823.1	XP_006406529.1
OG0016065	XP_009145820.1	XP_006406526.1
OG0016066	XP_009145817.1	XP_006406524.1
OG0016067	XP_009145819.1	XP_006406525.1
OG0016068	XP_009145803.1	XP_006406514.1
OG0016069	XP_009145786.1	XP_006406501.1
OG0016070	XP_009145785.1	XP_006406500.1
OG0016071	XP_009136046.1	XP_006406480.1
OG0016072	XP_009135644.1	XP_006406477.1
OG0016073	XP_009111593.1	XP_006406469.1
OG0016074	XP_009145745.1	XP_024015576.1
OG0016075	XP_033147933.1	XP_006406457.1
OG0016076	XP_009111428.1	XP_006406444.1
OG0016077	XP_009145693.1	XP_006406427.1
OG0016079	XP_009145655.1	XP_006406407.1
OG0016081	XP_009145622.1	XP_006406378.1
OG0016082	XP_033148746.1	XP_006406376.1
OG0016083	XP_009110270.2	XP_006406359.1
OG0016084	XP_009110258.1	XP_006406356.1
OG0016085	XP_009145586.1	XP_006406350.1
OG0016086	XP_033146926.1	XP_024015533.1
OG0016087	XP_009145540.1	XP_006406337.1
OG0016088	XP_009127213.1	XP_006401776.1
OG0016089	XP_009127214.1	XP_006401779.1
OG0016090	XP_009127215.1	XP_006401781.2
OG0016091	XP_009127224.1	XP_006401805.1
OG0016092	XP_009112238.1	XP_006409684.1
OG0016093	XP_009139925.1	XP_024014695.1
OG0016094	XP_033145966.1	XP_006405597.2
OG0016095	XP_009139826.2	XP_006405652.1
OG0016096	XP_009125096.1	XP_006405682.1
OG0016097	XP_009139802.1	XP_006405715.1
OG0016098	XP_009139796.1	XP_024014615.1
OG0016100	XP_009125056.1	XP_006405810.1
OG0016101	XP_009139755.1	XP_006405822.1
OG0016102	XP_033131571.1	XP_006405824.1
OG0016104	XP_033145361.1	XP_006405975.1
OG0016105	XP_009129703.1	XP_006395217.1
OG0016106	XP_009151608.1	XP_006395222.1
OG0016107	XP_009151603.1	XP_006395226.1
OG0016108	XP_009151600.1	XP_024007525.1
OG0016109	XP_009102584.1	XP_006418840.2
OG0016110	XP_009108034.1	XP_024015076.1
OG0016111	XP_009108096.1	XP_006406062.1
OG0016112	XP_009102659.1	XP_006406073.1
OG0016113	XP_009117464.1	XP_006409025.1
OG0016114	XP_009135832.1	XP_006406120.1
OG0016115	XP_009145311.1	XP_006406146.1
OG0016116	XP_009108852.1	XP_006406163.2
OG0016117	XP_009145467.1	XP_006406249.1
OG0016118	XP_009135758.1	XP_006406254.1
OG0016119	XP_033136354.1	XP_024015585.1
OG0016120	XP_009135757.1	XP_006406259.1
OG0016121	XP_009145480.2	XP_006406277.1
OG0016122	XP_009145483.1	XP_006406279.1
OG0016123	XP_009145492.1	XP_006406288.1
OG0016124	XP_009145544.2, XP_009110086.1	XP_024015553.1
OG0016125	XP_009137910.1	XP_006412722.1
OG0016126	XP_009128209.2	XP_006412782.1
OG0016127	XP_033135691.1	XP_024013291.1
OG0016128	XP_009105209.1	XP_006391401.2
OG0016129	XP_009105205.1	XP_006391398.1
OG0016130	XP_009127483.1	XP_006391386.1
OG0016131	XP_009127472.1	XP_006391357.1
OG0016132	XP_033140105.1	XP_006391350.1
OG0016133	XP_009127466.1	XP_006391348.1
OG0016134	XP_009105166.1	XP_006391519.1
OG0016135	XP_009127456.1	XP_006391313.1
OG0016136	XP_009105171.1	XP_006391324.1
OG0016137	XP_009127458.1	XP_006391326.1
OG0016138	XP_009105155.1	XP_006391543.1
OG0016139	XP_009127382.2	XP_006397403.1
OG0016140	XP_033131185.1	XP_006390235.1
OG0016141	XP_018511963.2	XP_006397386.1
OG0016142	XP_009128472.1	XP_024009504.1
OG0016143	XP_009127386.1	XP_006397407.1
OG0016144	XP_009113433.1	XP_006415605.1
OG0016145	XP_009119377.1	XP_006392526.2
OG0016146	XP_009120937.1	XP_006400440.1
OG0016147	XP_009126286.1	XP_006400437.1
OG0016148	XP_009126280.1	XP_024011942.1
OG0016149	XP_009120944.1	XP_006400429.1
OG0016150	XP_033137926.1	XP_006400421.1
OG0016151	XP_009120951.1	XP_006400418.1
OG0016152	XP_009120964.2	XP_006400402.1
OG0016153	XP_033142659.1	XP_006400384.1
OG0016154	XP_018511280.2	XP_024012544.1
OG0016155	XP_009121000.1	XP_006400369.1
OG0016156	XP_009121001.1	XP_006400368.1
OG0016157	XP_009151251.1	XP_006395018.1
OG0016158	XP_009151289.1	XP_006395051.1
OG0016160	XP_009151288.1	XP_006395049.1
OG0016161	XP_018512494.1	XP_006395094.1
OG0016162	XP_009102131.1	XP_006408904.1
OG0016163	XP_009139466.1	XP_024013522.1
OG0016164	XP_009139468.1	XP_024013506.1
OG0016165	XP_009136670.2	XP_006403818.1
OG0016166	XP_033145326.1	XP_006403827.1
OG0016167	XP_009136659.1	XP_006403835.1
OG0016168	XP_009115905.1	XP_024013756.1
OG0016169	XP_009139494.1	XP_006403868.1
OG0016170	XP_033146221.1	XP_006405294.1
OG0016171	XP_009139501.1	XP_006403871.2
OG0016172	XP_009115881.1	XP_006403881.1
OG0016173	XP_009115880.2	XP_006403882.1
OG0016174	XP_009148816.2	XP_006403886.1
OG0016175	XP_009115849.1	XP_006403896.1
OG0016176	XP_009148853.1	XP_006403899.1
OG0016177	XP_009136620.1	XP_006403902.1
OG0016178	XP_009115839.2	XP_006403906.1
OG0016179	XP_033144798.1, XP_033137069.1	XP_006403915.2
OG0016180	XP_009115811.1	XP_006403930.1
OG0016181	XP_009115810.1	XP_006403931.1
OG0016182	XP_009115801.1	XP_006403938.1
OG0016183	XP_009118546.2	XP_006393817.1
OG0016184	XP_009119751.3	XP_024008195.1
OG0016185	XP_009118860.1	XP_006418491.1
OG0016186	XP_009119749.1	XP_006418477.1
OG0016187	XP_009119748.1	XP_006418475.1
OG0016188	XP_009118846.1	XP_006418472.1
OG0016189	XP_009118841.1	XP_006418469.1
OG0016190	XP_009119746.1	XP_006418467.1
OG0016191	XP_009118839.1	XP_024008726.1
OG0016192	XP_009118838.1	XP_006418465.1
OG0016193	XP_009118833.1	XP_024009077.1
OG0016194	XP_009119726.1	XP_006418448.1
OG0016195	XP_009118827.1	XP_024009088.1
OG0016196	XP_009119716.2	XP_024008340.1
OG0016197	XP_009119708.2	XP_006418434.2
OG0016198	XP_009111209.1	XP_006418426.1
OG0016199	XP_018510717.1	XP_006418420.1
OG0016200	XP_009119684.1	XP_006418409.1
OG0016201	XP_009119683.1	XP_006418407.1
OG0016202	XP_033135952.1	XP_024007845.1
OG0016203	XP_009118786.2	XP_006418365.1
OG0016204	XP_033130777.1	XP_006409703.1
OG0016205	XP_009119647.2	XP_006418357.1
OG0016206	XP_009119646.1	XP_006418356.1
OG0016207	XP_009119636.1	XP_006418348.1
OG0016209	XP_009111194.1, XP_018511021.2	XP_006418322.1
OG0016210	XP_009119616.1	XP_006418321.1
OG0016211	XP_009119621.1	XP_006418314.1
OG0016212	XP_009119608.1	XP_006418300.1
OG0016213	XP_033135223.1	XP_024008121.1
OG0016214	XP_033138348.1	XP_006418253.1
OG0016215	XP_009119546.1	XP_006418239.1
OG0016216	XP_009119547.1	XP_006418238.1
OG0016217	XP_018510744.1	XP_006418236.2
OG0016218	XP_009119532.2	XP_006418224.1
OG0016219	XP_009118700.1	XP_006418216.1
OG0016220	XP_009118696.2	XP_006418213.1
OG0016221	XP_009118693.1	XP_006418207.1
OG0016222	XP_009111140.1	XP_006397379.1
OG0016223	XP_009118674.1	XP_024007688.1
OG0016224	XP_009119327.1	XP_006418157.1
OG0016225	XP_009119314.1	XP_006418140.1
OG0016226	XP_009119283.1, XP_009118634.1	XP_006418118.1
OG0016227	XP_033138352.1, XP_009119279.1	XP_006418115.1
OG0016228	XP_009119269.1	XP_006418106.1, XP_006410608.1
OG0016229	XP_009119237.2	XP_024007706.1
OG0016230	XP_009119236.1	XP_006418084.1
OG0016231	XP_033137754.1	XP_006418076.1
OG0016232	XP_009119221.1	XP_006418075.1
OG0016233	XP_009111069.1	XP_006418073.1
OG0016234	XP_009114879.1	XP_006418065.1
OG0016235	XP_009119207.2	XP_006418061.1
OG0016237	XP_009119166.1, XP_009118594.1	XP_006418040.1
OG0016238	XP_009119163.1	XP_006418037.1
OG0016239	XP_009118590.1	XP_006418029.1
OG0016240	XP_009129771.1	XP_006418031.2
OG0016241	XP_009119155.1	XP_024009290.1
OG0016242	XP_009119132.1	XP_024008972.1
OG0016244	XP_009111025.2	XP_006417984.1
OG0016245	XP_009118571.1	XP_006417983.1
OG0016246	XP_009118573.1	XP_006417982.1
OG0016247	XP_009111015.1	XP_006417974.1
OG0016248	XP_009119522.1	XP_006392487.1
OG0016249	XP_009118541.1	XP_006417927.1
OG0016250	XP_033134257.1	XP_006417918.1
OG0016251	XP_009119054.1	XP_006417907.1
OG0016252	XP_009119052.1	XP_006417906.1
OG0016253	XP_009110987.1	XP_006417903.1
OG0016254	XP_009110975.1	XP_006417892.1
OG0016255	XP_009119037.1	XP_006417889.1
OG0016256	XP_009119034.1	XP_024009009.1
OG0016257	XP_009118478.1	XP_006417877.1
OG0016258	XP_009119026.1	XP_006417874.1
OG0016259	XP_009118470.1	XP_006417868.1
OG0016260	XP_009110968.1	XP_006417862.1
OG0016261	XP_009119005.1	XP_006417857.1
OG0016262	XP_009119002.1	XP_006417851.1
OG0016263	XP_009118999.1	XP_006417849.2
OG0016264	XP_009118456.2	XP_006417821.1
OG0016265	XP_009136286.1	XP_024016507.1
OG0016266	XP_009138002.1	XP_006413441.1
OG0016267	XP_009110945.3	XP_006417802.2
OG0016268	XP_009110940.1	XP_006417795.1
OG0016269	XP_033137500.1	XP_006417794.1
OG0016270	XP_009148027.1	XP_006417764.1
OG0016271	XP_009148021.1	XP_006417770.1
OG0016272	XP_009148032.1	XP_006417759.1
OG0016273	XP_009111065.1	XP_006418067.2
OG0016274	XP_009148071.1	XP_024007800.1
OG0016275	XP_009148076.1	XP_006417719.1
OG0016276	XP_009148079.1	XP_006417717.1
OG0016277	XP_009148085.1	XP_006417710.1
OG0016278	XP_009148103.1	XP_006417683.1
OG0016279	XP_009148107.1	XP_006417679.1
OG0016280	XP_009110884.1	XP_006417669.1
OG0016281	XP_009118364.1	XP_006417667.1
OG0016282	XP_033128581.1	XP_024009107.1
OG0016283	XP_009118356.1	XP_006417660.1
OG0016284	XP_009118353.1	XP_006417654.1
OG0016285	XP_009148130.1	XP_006417651.1
OG0016286	XP_009148131.1	XP_006417650.1
OG0016287	XP_033148898.1	XP_006417619.1
OG0016288	XP_009110849.1	XP_006417602.1
OG0016289	XP_033133656.1	XP_024008492.1
OG0016290	XP_009148175.1	XP_006417593.1
OG0016292	XP_009148240.1	XP_006417572.1
OG0016293	XP_009110826.2	XP_024007838.1
OG0016294	XP_009110815.1	XP_006417555.1
OG0016295	XP_033129900.1	XP_006417549.1
OG0016296	XP_009148282.1	XP_006417533.2
OG0016297	XP_009148287.1	XP_006417531.1
OG0016298	XP_009148289.1	XP_006417530.1
OG0016299	XP_009148295.1	XP_006417526.1
OG0016300	XP_033128355.1	XP_006417519.2
OG0016302	XP_009144452.1	XP_024008229.1
OG0016303	XP_009118249.1	XP_024009140.1
OG0016304	XP_009144434.1	XP_006417453.1
OG0016305	XP_009148423.2	XP_006417415.2
OG0016306	XP_009148425.1	XP_006417408.1
OG0016307	XP_018515019.1	XP_006417407.1
OG0016308	XP_009124540.1	XP_006397318.1
OG0016309	XP_009110739.1	XP_006417379.1
OG0016310	XP_009107675.1	XP_006414971.2
OG0016311	XP_009148488.1	XP_006417347.1
OG0016312	XP_009148495.2	XP_006417329.1
OG0016313	XP_033129282.1, XP_009110705.1	XP_024008082.1
OG0016314	XP_009110699.1	XP_024008477.1
OG0016315	XP_009148634.1	XP_006417278.1
OG0016316	XP_009148616.1	XP_006417270.1
OG0016317	XP_009118101.1	XP_006417254.1
OG0016318	XP_009118102.2	XP_006417253.1
OG0016319	XP_009110652.1	XP_006417242.1
OG0016320	XP_033129773.1, XP_033129775.1	XP_024008288.1
OG0016321	XP_009148588.1	XP_006417230.1
OG0016322	XP_009118075.1, XP_009148582.1	XP_006417224.1
OG0016323	XP_009110637.1	XP_006417220.1
OG0016324	XP_009118069.1	XP_006417212.2
OG0016325	XP_009148565.1	XP_006417194.1
OG0016326	XP_009118040.1	XP_006417170.1
OG0016327	XP_009148543.2	XP_006417151.1
OG0016328	XP_009148542.1	XP_006417148.1
OG0016329	XP_009148535.1	XP_006417143.1
OG0016330	XP_009110593.2, XP_009148533.1	XP_024008442.1
OG0016331	XP_009148648.1	XP_006417115.1
OG0016332	XP_009123960.1	XP_006417105.1
OG0016333	XP_009123956.1	XP_024008993.1
OG0016334	XP_009117979.1	XP_006417098.1
OG0016335	XP_009148670.1	XP_006417085.1
OG0016336	XP_009117957.1	XP_006417081.1
OG0016337	XP_009148680.1	XP_006417068.1
OG0016338	XP_009148679.1	XP_006417071.2
OG0016339	XP_009117934.1	XP_024008681.1
OG0016340	XP_009117928.1	XP_024008894.1
OG0016341	XP_009117924.1	XP_024009035.1
OG0016342	XP_009148712.1	XP_006417031.1
OG0016343	XP_009148714.1	XP_024008377.1
OG0016344	XP_009148715.1	XP_006417029.1
OG0016345	XP_009148726.1	XP_006417021.1
OG0016346	XP_009148830.1	XP_006417002.1
OG0016347	XP_009148835.1, XP_009110539.1	XP_006416999.1
OG0016348	XP_009148901.1	XP_006416936.1
OG0016349	XP_033129073.1	XP_006416921.1
OG0016351	XP_009148934.1	XP_006416907.1
