Orthogroup	Brassica_oleracea	Erysimum_linariifolium
OG0015905	XP_013613097.1	El001G066090
OG0015906	XP_013621084.1	El001G066170
OG0015907	XP_013622975.1	El001G066310
OG0015908	XP_013613144.1	El001G065440
OG0015909	XP_013606680.1	El001G065070
OG0015910	XP_013630535.1	El005G236710
OG0015911	XP_013611216.1	El001G065200
OG0015912	XP_013613043.1	El001G064490
OG0015913	XP_013621676.1	El001G064330
OG0015914	XP_013618222.1	El001G064140
OG0015915	XP_013611201.1	El001G064080
OG0015916	XP_013619599.1	El001G064030
OG0015917	XP_013618498.1	El001G063740
OG0015918	XP_013612332.1	El001G063580
OG0015919	XP_013607368.1	El001G063600
OG0015920	XP_013618368.1	El001G063500
OG0015921	XP_013609488.1	El001G063300
OG0015922	XP_013611613.1	El001G063230
OG0015923	XP_013613095.1	El001G063200
OG0015924	XP_013619509.1	El001G062800
OG0015925	XP_013608582.1	El001G062700
OG0015926	XP_013608396.1	El001G062450
OG0015927	XP_013608395.1	El001G062440
OG0015928	XP_013628231.1	El001G062310
OG0015929	XP_013628230.1	El001G062280
OG0015930	XP_013604962.1	El002G091340
OG0015931	XP_013611638.1	El001G061980
OG0015932	XP_013612800.1	El001G061780
OG0015933	XP_013613674.1	El001G061770
OG0015934	XP_013608948.1	El001G061660
OG0015935	XP_013620546.1	El001G061240
OG0015936	XP_013599187.1	El001G051510
OG0015937	XP_013599274.1	El001G051080
OG0015938	XP_013617890.1	El001G050890
OG0015939	XP_013597129.1	El001G050880
OG0015940	XP_013609016.1	El001G049950
OG0015941	XP_013607126.1	El001G049630
OG0015942	XP_013592956.1	El001G049380
OG0015943	XP_013592955.1	El001G049370
OG0015945	XP_013619884.1, XP_013597221.1	El007G345230
OG0015946	XP_013608987.1	El001G018480
OG0015947	XP_013598614.1	El007G345260
OG0015948	XP_013585897.1	El003G158160
OG0015949	XP_013614996.1	El007G346280
OG0015950	XP_013598685.1	El007G347410
OG0015951	XP_013612393.1	El007G348740
OG0015952	XP_013593545.1	El007G349380
OG0015953	XP_013594237.1	El007G348980
OG0015954	XP_013611192.1	El001G064100
OG0015955	XP_013630136.1	El001G075000
OG0015956	XP_013619730.1	El001G074940
OG0015957	XP_013621985.1	El001G067790
OG0015958	XP_013610136.1	El001G067800
OG0015959	XP_013609638.1	El001G075100
OG0015961	XP_013595467.1	El006G317870
OG0015962	XP_013588393.1	El002G128100
OG0015963	XP_013593961.1	El007G350660
OG0015964	XP_013609015.1	El001G075590
OG0015965	XP_013613289.1	El001G075900
OG0015966	XP_013620420.1	El001G076070
OG0015967	XP_013610058.1	El001G076130
OG0015968	XP_013609778.1	El001G076260
OG0015969	XP_013606634.1	El001G076280
OG0015970	XP_013608920.1	El001G076290
OG0015971	XP_013611870.1	El001G076430
OG0015972	XP_013608729.1	El001G076450
OG0015973	XP_013621981.1	El001G076500
OG0015974	XP_013606203.1	El001G076530
OG0015975	XP_013611520.1	El001G076560
OG0015976	XP_013605961.1	El001G076910
OG0015977	XP_013630780.1, XP_013624207.1	El005G251560
OG0015978	XP_013613332.1	El001G077060
OG0015979	XP_013612575.1	El001G077140
OG0015980	XP_013623050.1	El001G077250
OG0015981	XP_013611008.1	El001G077600
OG0015982	XP_013604761.1	El002G101150
OG0015983	XP_013613046.1	El001G077940
OG0015984	XP_013629460.1	El001G078000
OG0015985	XP_013628919.1	El001G078100
OG0015986	XP_013597101.1	El001G051820
OG0015987	XP_013598375.1	El001G051840
OG0015988	XP_013596354.1	El001G051860
OG0015989	XP_013614297.1	El001G052190
OG0015990	XP_013593501.1	El001G053040
OG0015991	XP_013594037.1	El001G053520
OG0015992	XP_013596400.1	El001G054320
OG0015993	XP_013593305.1	El001G054470
OG0015994	XP_013596902.1	El001G054520
OG0015995	XP_013618372.1	El001G054730
OG0015996	XP_013598624.1	El001G055540
OG0015997	XP_013597551.1	El001G055510
OG0015998	XP_013606276.1	El001G055290
OG0015999	XP_013618329.1	El001G055280
OG0016000	XP_013616616.1, XP_013595020.1	El001G055800
OG0016001	XP_013609769.1	El001G055850
OG0016002	XP_013599219.1	El001G056160
OG0016003	XP_013593491.1	El001G056190
OG0016004	XP_013609040.1	El001G056320
OG0016005	XP_013595292.1	El005G269420
OG0016006	XP_013598327.1	El001G056520
OG0016007	XP_013599082.1	El001G056600
OG0016009	XP_013599226.1	El001G057110
OG0016010	XP_013597476.1	El007G329960
OG0016011	XP_013597473.1	El007G329940
OG0016012	XP_013597474.1	El001G041380
OG0016013	XP_013620466.1	El007G329750
OG0016014	XP_013594210.1	El007G329460
OG0016015	XP_013606856.1	El007G329440
OG0016016	XP_013597616.1	El007G329210
OG0016017	XP_013607043.1	El007G329090
OG0016018	XP_013630682.1	El007G328690
OG0016019	XP_013630352.1	El007G328640
OG0016020	XP_013629844.1	El007G328470
OG0016021	XP_013623687.1	El007G328380
OG0016022	XP_013627224.1	El007G328370
OG0016023	XP_013629618.1	El007G328090
OG0016024	XP_013630686.1	El007G328010
OG0016025	XP_013627693.1	El007G327860
OG0016026	XP_013626297.1	El007G327730
OG0016027	XP_013611845.1	El007G327640
OG0016028	XP_013608993.1	El007G327510
OG0016029	XP_013616255.1	El007G332660
OG0016030	XP_013613311.1	El007G332820
OG0016031	XP_013611405.1	El007G332920
OG0016032	XP_013611407.1	El007G332930
OG0016033	XP_013611402.1	El007G333000
OG0016034	XP_013612468.1	El006G304230, El007G333040
OG0016035	XP_013612026.1	El007G333300
OG0016036	XP_013616398.1	El007G333320
OG0016037	XP_013605704.1	El001G021570
OG0016038	XP_013599553.1	El001G021490
OG0016039	XP_013598820.1	El001G021320
OG0016040	XP_013595717.1	El001G020900
OG0016041	XP_013616888.1	El001G020530
OG0016042	XP_013590409.1	El001G020490
OG0016043	XP_013603964.1	El001G020440
OG0016044	XP_013599488.1	El001G020320
OG0016045	XP_013594105.1	El001G020210
OG0016046	XP_013599096.1	El001G020060
OG0016047	XP_013604994.1	El001G019620
OG0016048	XP_013600130.1	El001G019540
OG0016049	XP_013630266.1	El001G019510
OG0016050	XP_013599438.1	El001G055260
OG0016051	XP_013625986.1	El001G019210
OG0016052	XP_013603672.1	El001G018830
OG0016053	XP_013605140.1	El001G018650
OG0016054	XP_013602380.1	El001G018630
OG0016055	XP_013585371.1	El002G115940
OG0016056	XP_013599555.1	El001G018070
OG0016057	XP_013602358.1	El001G018040
OG0016058	XP_013605180.1	El001G018000
OG0016059	XP_013625231.1	El001G017920
OG0016060	XP_013602976.1	El001G017840
OG0016061	XP_013604335.1	El001G017790
OG0016062	XP_013626184.1	El007G327620
OG0016064	XP_013604541.1	El001G017670
OG0016065	XP_013604321.1	El001G017520
OG0016066	XP_013629960.1	El001G017460
OG0016067	XP_013625548.1	El001G017370
OG0016068	XP_013628696.1	El001G017290
OG0016069	XP_013630012.1	El001G017210
OG0016070	XP_013630119.1	El001G017130
OG0016071	XP_013621734.1	El001G017120
OG0016072	XP_013623336.1	El001G016840
OG0016073	XP_013630641.1	El001G016780
OG0016074	XP_013630643.1	El001G016770
OG0016075	XP_013622462.1	El001G016760
OG0016076	XP_013630713.1	El001G016710
OG0016077	XP_013628322.1	El001G016350
OG0016078	XP_013625282.1	El001G016170
OG0016079	XP_013603209.1	El001G016080
OG0016080	XP_013638549.1	El001G015810
OG0016081	XP_013625649.1	El001G014760
OG0016082	XP_013622843.1	El001G014290
OG0016083	XP_013627421.1	El001G014200, El005G260980
OG0016084	XP_013625709.1	El001G012680
OG0016085	XP_013623257.1	El001G011870
OG0016086	XP_013627998.1	El001G011820
OG0016087	XP_013630164.1	El001G011770
OG0016088	XP_013611085.1	El001G011740
OG0016089	XP_013614076.1	El001G040280
OG0016090	XP_013586241.1	El003G190950
OG0016091	XP_013604819.1, XP_013585204.1	El002G084280
OG0016092	XP_013592808.1	El004G218830
OG0016093	XP_013592606.1	El004G217730
OG0016094	XP_013616249.1	El004G218720
OG0016095	XP_013589972.1	El004G218870
OG0016096	XP_013591896.1	El004G218430
OG0016097	XP_013590283.1	El004G219470
OG0016098	XP_013588322.1	El004G219700
OG0016099	XP_013626043.1	El005G248300
OG0016100	XP_013620298.1	El004G219560
OG0016101	XP_013619123.1	El004G219810
OG0016102	XP_013592596.1	El004G219940
OG0016103	XP_013592594.1	El004G219960
OG0016104	XP_013592303.1	El004G220070
OG0016105	XP_013621546.1	El004G220080
OG0016106	XP_013591642.1	El004G220240
OG0016107	XP_013591377.1	El004G220420
OG0016108	XP_013591375.1	El004G220430
OG0016109	XP_013589957.1	El004G220640
OG0016110	XP_013592786.1	El004G220650
OG0016111	XP_013616554.1	El004G220800, El007G360500
OG0016112	XP_013591089.1	El004G221160
OG0016113	XP_013590025.1	El004G221360
OG0016114	XP_013591292.1	El004G221480
OG0016115	XP_013589762.1	El004G221680
OG0016116	XP_013592638.1	El004G221750
OG0016117	XP_013594995.1, XP_013617901.1	El001G051720
OG0016118	XP_013592565.1	El004G222270
OG0016119	XP_013590223.1	El004G222290
OG0016120	XP_013592633.1	El004G222480
OG0016121	XP_013588217.1	El004G222680
OG0016122	XP_013615948.1	El004G222990
OG0016123	XP_013617206.1	El004G223010
OG0016124	XP_013592550.1	El004G223150
OG0016125	XP_013590037.1	El004G223170
OG0016126	XP_013592157.1	El004G223210
OG0016127	XP_013592647.1	El004G223300
OG0016128	XP_013591783.1	El004G223360
OG0016129	XP_013591788.1	El004G223420
OG0016130	XP_013593255.1	El004G223480
OG0016131	XP_013588070.1	El004G223490
OG0016132	XP_013591769.1	El004G223520
OG0016133	XP_013591768.1	El004G223540
OG0016134	XP_013590234.1	El004G223580
OG0016135	XP_013592358.1	El004G223600
OG0016136	XP_013619114.1	El004G223990
OG0016137	XP_013620155.1	El004G231460
OG0016138	XP_013588029.1	El004G231260
OG0016139	XP_013588003.1	El004G231240
OG0016140	XP_013588632.1	El004G231080
OG0016141	XP_013592343.1	El004G230760
OG0016142	XP_013618012.1	El004G230700
OG0016143	XP_013618408.1	El004G230520
OG0016144	XP_013588685.1	El004G230450, El001G032750
OG0016145	XP_013592820.1	El004G230250
OG0016146	XP_013614945.1	El004G229900
OG0016148	XP_013592234.1	El004G229660
OG0016149	XP_013588657.1	El004G229570
OG0016150	XP_013590123.1	El004G229490
OG0016151	XP_013629077.1	El005G270070
OG0016152	XP_013591075.1	El004G229400
OG0016153	XP_013592505.1	El004G229380
OG0016154	XP_013591530.1	El004G229280
OG0016155	XP_013591529.1	El004G229270
OG0016156	XP_013590339.1	El004G229060
OG0016157	XP_013589691.1	El004G229040
OG0016158	XP_013591828.1	El004G228950
OG0016159	XP_013589868.1	El004G228900
OG0016160	XP_013591587.1	El004G228620
OG0016161	XP_013620923.1	El004G228290
OG0016162	XP_013587917.1	El004G228260
OG0016163	XP_013592748.1	El004G228160
OG0016164	XP_013600008.1	El002G128950
OG0016165	XP_013592188.1	El004G228020
OG0016166	XP_013590953.1	El004G228000
OG0016167	XP_013592530.1	El004G227970
OG0016168	XP_013590354.1	El004G227800
OG0016169	XP_013587817.1	El004G227620
OG0016170	XP_013592727.1	El004G227540
OG0016171	XP_013591657.1	El004G227460
OG0016172	XP_013589745.1	El004G227420
OG0016173	XP_013587929.1	El004G227320
OG0016174	XP_013587885.1	El004G227230
OG0016175	XP_013621658.1	El004G227180
OG0016176	XP_013616862.1	El004G227170
OG0016177	XP_013591987.1	El004G227120
OG0016178	XP_013592860.1	El004G227080
OG0016179	XP_013591350.1	El004G226870
OG0016180	XP_013591352.1	El004G226860
OG0016181	XP_013620745.1	El004G226800
OG0016182	XP_013588027.1	El004G226550
OG0016183	XP_013591084.1	El004G226390
OG0016184	XP_013619816.1	El004G226160
OG0016185	XP_013588522.1	El004G226020
OG0016186	XP_013615920.1	El004G225640
OG0016187	XP_013588849.1	El004G225560
OG0016188	XP_013591983.1	El004G225490
OG0016189	XP_013613913.1	El004G225290
OG0016190	XP_013616336.1	El004G225250
OG0016191	XP_013591715.1	El006G306340, El004G225220
OG0016192	XP_013618330.1	El004G225200
OG0016193	XP_013592823.1	El004G225170
OG0016194	XP_013588209.1	El004G225100
OG0016195	XP_013588115.1	El004G224770
OG0016196	XP_013621469.1	El004G224590
OG0016197	XP_013592127.1	El004G224570
OG0016198	XP_013592563.1	El004G224550
OG0016199	XP_013621061.1	El004G232220
OG0016200	XP_013588742.1	El004G232320
OG0016201	XP_013588617.1	El004G232330
OG0016202	XP_013590217.1	El004G232360
OG0016203	XP_013587955.1	El004G232420
OG0016204	XP_013619020.1	El004G232760
OG0016205	XP_013591405.1	El004G233110
OG0016206	XP_013591125.1	El004G233350
OG0016207	XP_013621321.1	El004G233450
OG0016208	XP_013616487.1	El004G234330
OG0016209	XP_013590201.1	El004G234340
OG0016210	XP_013591199.1	El004G234440
OG0016211	XP_013588257.1	El004G234450
OG0016212	XP_013591427.1	El004G234500
OG0016213	XP_013592249.1	El004G234650
OG0016214	XP_013592154.1	El004G234810
OG0016215	XP_013590434.1	El004G234760
OG0016216	XP_013631529.1	El004G234750
OG0016217	XP_013592058.1	El004G234740
OG0016218	XP_013585576.1	El005G248610
OG0016219	XP_013611157.1	El005G248760
OG0016220	XP_013586311.1	El005G249030
OG0016221	XP_013610993.1	El005G249070
OG0016222	XP_013583875.1	El005G249490
OG0016223	XP_013599348.1	El005G249650
OG0016224	XP_013610820.1	El007G347790
OG0016225	XP_013584221.1	El005G249780
OG0016226	XP_013610680.1	El005G250130
OG0016227	XP_013610615.1	El007G352460, El005G250350
OG0016228	XP_013583383.1	El005G251110
OG0016229	XP_013622138.1	El005G251210
OG0016230	XP_013583999.1	El005G251480
OG0016231	XP_013586463.1	El005G251980
OG0016232	XP_013637923.1	El005G252120
OG0016233	XP_013589452.1	El005G252360
OG0016234	XP_013609927.1	El005G252580
OG0016235	XP_013587633.1	El005G252640
OG0016236	XP_013586918.1	El005G252930
OG0016237	XP_013587152.1	El005G253000
OG0016238	XP_013586602.1	El005G253010
OG0016239	XP_013584412.1	El005G253020
OG0016240	XP_013638168.1	El005G253050
OG0016241	XP_013633012.1, XP_013633138.1	El002G120110, El002G120070
OG0016242	XP_013583796.1	El005G253340
OG0016243	XP_013609553.1	El005G253530
OG0016245	XP_013586864.1	El005G253730
OG0016246	XP_013586584.1	El005G253750
OG0016247	XP_013616086.1	El005G253850
OG0016248	XP_013639707.1	El005G253880
OG0016249	XP_013620647.1	El005G254060
OG0016250	XP_013629140.1	El005G254310
OG0016251	XP_013613833.1	El005G254380
OG0016252	XP_013628752.1	El005G254410
OG0016253	XP_013584057.1	El005G254500
OG0016254	XP_013587741.1	El005G254790
OG0016255	XP_013586454.1	El005G254870
OG0016256	XP_013638626.1	El005G255060
OG0016257	XP_013586840.1	El005G255150
OG0016258	XP_013613957.1	El005G255220
OG0016259	XP_013585450.1	El005G255670
OG0016260	XP_013629343.1	El005G255860
OG0016261	XP_013584436.1	El005G255980
OG0016262	XP_013639014.1	El005G256240, El005G256220
OG0016263	XP_013584080.1	El005G256310
OG0016264	XP_013629438.1	El005G256530
OG0016265	XP_013585639.1	El005G256610
OG0016266	XP_013623296.1, XP_013594355.1	El005G257140
OG0016267	XP_013623295.1	El005G257160
OG0016268	XP_013589515.1	El005G257250
OG0016269	XP_013608344.1	El005G257330
OG0016270	XP_013586941.1	El005G257340
OG0016271	XP_013636780.1	El005G257480
OG0016272	XP_013618351.1	El005G258310
OG0016273	XP_013606831.1	El004G198400, El004G198390
OG0016274	XP_013613984.1	El005G258590
OG0016275	XP_013608162.1	El005G258680
OG0016276	XP_013587571.1	El005G258750
OG0016277	XP_013630596.1	El005G268160
OG0016278	XP_013592804.1	El005G259850
OG0016279	XP_013586569.1	El005G259650
OG0016280	XP_013639232.1	El005G259570
OG0016281	XP_013583799.1	El005G260840
OG0016282	XP_013585583.1	El005G261030
OG0016283	XP_013607479.1	El005G261330
OG0016284	XP_013593098.1	El005G264030
OG0016285	XP_013588419.1	El005G264430
OG0016286	XP_013596972.1, XP_013625608.1	El005G264960
OG0016287	XP_013596865.1	El005G266760
OG0016288	XP_013594610.1	El005G267110
OG0016289	XP_013609968.1	El005G267140
OG0016290	XP_013595766.1	El005G267170
OG0016291	XP_013621187.1	El005G267730
OG0016292	XP_013594036.1	El005G267880
OG0016293	XP_013615069.1	El005G267910
OG0016294	XP_013634076.1	El006G314170
OG0016295	XP_013627742.1	El005G268460
OG0016296	XP_013597572.1	El005G268400
OG0016297	XP_013597796.1	El005G268630
OG0016298	XP_013593560.1	El005G269220
OG0016299	XP_013593662.1	El005G268970
OG0016300	XP_013629381.1	El005G269900
OG0016301	XP_013598657.1	El005G269560
OG0016302	XP_013595337.1	El005G271450
OG0016303	XP_013621080.1	El007G340910
OG0016304	XP_013630042.1	El005G271860
OG0016305	XP_013630707.1	El005G271120
OG0016306	XP_013625330.1	El005G270580, El005G270790
OG0016307	XP_013612460.1	El005G271890
OG0016308	XP_013597132.1	El005G271500
OG0016309	XP_013626832.1	El005G271950
OG0016310	XP_013622945.1	El005G271980
OG0016311	XP_013626209.1	El005G271990
OG0016312	XP_013615029.1	El005G272000
OG0016313	XP_013626666.1	El005G272020
OG0016314	XP_013608939.1	El005G272040
OG0016315	XP_013592607.1	El005G272200
OG0016316	XP_013622125.1	El005G272220
OG0016317	XP_013623210.1	El005G272310
OG0016318	XP_013596168.1	El005G272350
OG0016319	XP_013604547.1	El003G181930
OG0016320	XP_013593578.1	El005G272650
OG0016321	XP_013593569.1	El005G272690
OG0016322	XP_013596102.1	El005G272720
OG0016323	XP_013595792.1	El005G272760
OG0016324	XP_013605993.1	El005G272770
OG0016325	XP_013608907.1	El005G273090
OG0016326	XP_013622147.1	El005G273680
OG0016327	XP_013630763.1	El005G273880
OG0016328	XP_013606055.1	El005G274040
OG0016329	XP_013593413.1	El005G274120
OG0016330	XP_013630364.1	El005G274710
OG0016331	XP_013599248.1	El005G274580
OG0016332	XP_013606720.1	El005G275200
OG0016333	XP_013593343.1	El005G275540
OG0016334	XP_013593242.1	El005G275560
OG0016335	XP_013611582.1	El005G275720
OG0016336	XP_013627111.1	El005G276930
OG0016337	XP_013610296.1	El005G276700
OG0016338	XP_013596257.1	El005G276650
OG0016339	XP_013625877.1	El005G276630
OG0016340	XP_013599083.1	El005G276450
OG0016341	XP_013608892.1	El005G277310
OG0016342	XP_013611907.1	El005G277540
OG0016343	XP_013596567.1	El005G277770
OG0016344	XP_013595612.1	El005G277830
OG0016345	XP_013598192.1	El005G278140
OG0016346	XP_013593126.1	El005G278340
OG0016347	XP_013596642.1	El005G278360
OG0016348	XP_013598227.1	El005G278460
OG0016349	XP_013595507.1	El005G278560
OG0016350	XP_013595271.1	El005G278570
OG0016351	XP_013593007.1, XP_013584128.1	El005G278690
OG0016352	XP_013602725.1	El005G279520
OG0016353	XP_013598309.1	El005G279260
OG0016354	XP_013605488.1	El005G279560
OG0016355	XP_013629819.1	El002G141050
OG0016356	XP_013591946.1	El002G141020
OG0016357	XP_013591969.1	El002G140950
OG0016358	XP_013621712.1	El002G140830
OG0016359	XP_013592715.1	El002G140660
OG0016360	XP_013628282.1	El002G140590
OG0016361	XP_013592646.1	El002G140320
OG0016362	XP_013591602.1	El002G140130
OG0016363	XP_013591604.1	El002G140510, El002G140040
OG0016364	XP_013584054.1	El005G249900
OG0016365	XP_013629580.1	El005G262580, El002G139710
OG0016366	XP_013585114.1	El005G250320
OG0016367	XP_013591363.1	El002G139380
OG0016368	XP_013588579.1	El002G139240
OG0016369	XP_013629055.1	El002G138370
OG0016370	XP_013590989.1	El002G138530
OG0016371	XP_013591217.1	El002G138020
OG0016372	XP_013591832.1	El002G137700
OG0016373	XP_013588315.1	El002G137690
OG0016374	XP_013592087.1	El002G137660
OG0016375	XP_013590179.1	El002G137490
OG0016376	XP_013626143.1	El002G137450
OG0016377	XP_013587986.1	El002G137350
OG0016378	XP_013591542.1	El002G137070
OG0016379	XP_013630783.1	El002G137040
OG0016380	XP_013592402.1	El002G136890
OG0016381	XP_013591882.1	El002G136830
OG0016382	XP_013592360.1	El002G136790
OG0016383	XP_013625205.1	El002G135200
OG0016385	XP_013592317.1	El002G135410
OG0016386	XP_013639633.1	El006G319860
OG0016387	XP_013625363.1	El002G135700
OG0016388	XP_013587951.1	El002G135780
OG0016389	XP_013588743.1	El002G135790
OG0016390	XP_013591203.1	El002G134860
OG0016391	XP_013587196.1	El002G134830
OG0016392	XP_013589952.1	El002G134770
OG0016393	XP_013630020.1	El002G134430
OG0016394	XP_013588150.1	El002G134230
OG0016395	XP_013587938.1	El002G134180
OG0016396	XP_013630374.1	El002G134150
OG0016397	XP_013600523.1	El002G134060
OG0016398	XP_013603935.1	El002G133520
OG0016399	XP_013602987.1	El002G133480
OG0016400	XP_013602271.1	El002G133470
OG0016401	XP_013605215.1	El002G133460
OG0016402	XP_013602683.1	El002G133390
OG0016403	XP_013590722.1	El002G133250
OG0016404	XP_013592008.1	El002G132220
OG0016405	XP_013587265.1	El002G132020
OG0016406	XP_013604897.1	El002G131880
OG0016407	XP_013638091.1	El002G131790
OG0016409	XP_013591893.1	El002G131490
OG0016410	XP_013588578.1	El002G131470
OG0016411	XP_013600004.1	El002G131430
OG0016412	XP_013585058.1	El002G131370
OG0016413	XP_013589653.1	El003G171380
OG0016414	XP_013604099.1	El003G171530
OG0016415	XP_013593100.1	El003G171860
OG0016416	XP_013617874.1	El003G172270
OG0016417	XP_013600466.1	El007G343600
OG0016418	XP_013595399.1	El007G343590
OG0016419	XP_013628493.1	El006G296440
OG0016420	XP_013586251.1	El002G117180
OG0016421	XP_013631003.1	El006G296830
OG0016422	XP_013631216.1	El001G022270
OG0016423	XP_013605029.1	El001G022380
OG0016424	XP_013637362.1	El001G022570
OG0016425	XP_013595456.1	El001G022650
OG0016426	XP_013635038.1	El001G022930
OG0016427	XP_013599522.1	El001G023030
OG0016428	XP_013603916.1	El001G023040
OG0016429	XP_013637439.1	El001G023060
OG0016430	XP_013636552.1	El001G023690
OG0016431	XP_013587573.1, XP_013587574.1	El005G242840
OG0016432	XP_013599712.1	El002G101900
OG0016433	XP_013613776.1, XP_013613778.1	El001G023980
OG0016434	XP_013636975.1	El001G024580
OG0016435	XP_013592905.1	El001G024610, El001G024620
OG0016436	XP_013615934.1	El001G022150
OG0016437	XP_013631870.1	El001G022220
OG0016438	XP_013600244.1	El001G022060
OG0016439	XP_013603341.1	El001G022010
OG0016440	XP_013605165.1	El001G021900
OG0016441	XP_013638334.1	El002G108800
OG0016442	XP_013638879.1	El001G021880
OG0016443	XP_013604518.1	El001G021890
OG0016444	XP_013591947.1	El001G025270
OG0016445	XP_013600110.1	El001G025430
OG0016446	XP_013600148.1	El001G025640
OG0016447	XP_013604383.1	El001G025700
OG0016448	XP_013605518.1	El001G025730
OG0016449	XP_013632093.1	El001G026220
OG0016450	XP_013605629.1	El001G026290
OG0016451	XP_013605342.1	El001G026320
OG0016452	XP_013604690.1	El001G027310
OG0016453	XP_013605292.1	El001G027430
OG0016454	XP_013600902.1	El001G027530
OG0016455	XP_013614716.1, XP_013600534.1	El001G027560
OG0016456	XP_013592126.1	El001G027740
OG0016457	XP_013631427.1	El001G028000
OG0016458	XP_013600324.1	El001G028100
OG0016459	XP_013599730.1	El001G028260
OG0016460	XP_013599944.1	El001G028420
OG0016461	XP_013590711.1	El001G028560
OG0016462	XP_013600426.1	El001G029000
OG0016463	XP_013605624.1	El001G029040
OG0016464	XP_013605794.1	El001G029080
OG0016465	XP_013592448.1	El001G029290
OG0016466	XP_013600676.1	El001G029340
OG0016467	XP_013600425.1	El001G029350
OG0016468	XP_013614175.1	El001G029510
OG0016469	XP_013591745.1	El001G025390
OG0016470	XP_013600350.1	El001G030080
OG0016471	XP_013602227.1	El001G030090
OG0016472	XP_013602087.1	El001G030160
OG0016473	XP_013592603.1	El001G030460
OG0016474	XP_013616589.1	El003G187780
OG0016475	XP_013615010.1	El001G031100
OG0016476	XP_013630943.1	El001G031340
OG0016477	XP_013628107.1	El005G270030
OG0016478	XP_013604804.1	El001G031590
OG0016479	XP_013604200.1	El001G031630
OG0016480	XP_013591560.1	El001G031850
OG0016481	XP_013591690.1	El001G032050
OG0016482	XP_013592672.1	El001G032240
OG0016483	XP_013605313.1	El001G032790
OG0016484	XP_013600175.1	El001G033040
OG0016485	XP_013605803.1	El001G033380
OG0016486	XP_013605528.1	El001G033500
OG0016487	XP_013602357.1	El001G033550
OG0016488	XP_013603568.1	El001G033710
OG0016489	XP_013588910.1	El001G033950
OG0016490	XP_013605869.1	El001G034090
OG0016491	XP_013604290.1	El001G034290
OG0016492	XP_013604934.1	El001G034480
OG0016493	XP_013604689.1	El001G034630
OG0016494	XP_013591413.1	El001G034640
OG0016495	XP_013602385.1	El001G035110
OG0016496	XP_013632889.1	El001G034990
OG0016497	XP_013634009.1	El001G035370
OG0016498	XP_013600331.1	El001G035410
OG0016499	XP_013600593.1	El001G035450
OG0016500	XP_013631159.1	El001G035640
OG0016501	XP_013636909.1	El001G035660
OG0016502	XP_013630900.1	El001G035670
OG0016503	XP_013630901.1	El001G035680
OG0016504	XP_013635881.1	El001G035780
OG0016505	XP_013600766.1	El001G035810
OG0016506	XP_013590690.1	El001G035870
OG0016507	XP_013636072.1	El001G035890
OG0016508	XP_013636073.1	El001G035930
OG0016509	XP_013630290.1	El001G035940
OG0016510	XP_013588597.1	El005G271060, El002G141320
OG0016511	XP_013592619.1	El002G137220
OG0016513	XP_013598503.1	El003G172190
OG0016515	XP_013590847.1	El007G348180
OG0016516	XP_013604624.1	El001G021190
OG0016517	XP_013634725.1	El001G023610
OG0016518	XP_013600082.1, XP_013598111.1	El001G024460
OG0016519	XP_013633539.1	El001G029300
OG0016521	XP_013593252.1	El007G350400
OG0016522	XP_013599702.1	El001G031310
OG0016523	XP_013602440.1	El006G318920
OG0016524	XP_013636428.1	El001G032020
OG0016525	XP_013592301.1	El001G033020
OG0016526	XP_013604932.1	El003G153510, El001G034030
OG0016527	XP_013637915.1	El003G171320
OG0016528	XP_013635781.1	El007G364190
OG0016529	XP_013614723.1	El007G365810
OG0016530	XP_013598681.1	El007G366940
OG0016531	XP_013599120.1	El007G361620
OG0016533	XP_013631895.1	El006G296080
OG0016535	XP_013634096.1	El006G291930
OG0016536	XP_013623994.1	El006G285680
OG0016537	XP_013613918.1	El006G280810
OG0016539	XP_013621139.1	El004G230500
OG0016540	XP_013636486.1	El003G183510
OG0016541	XP_013621137.1	El003G156660
OG0016542	XP_013609461.1	El003G149860
OG0016543	XP_013628352.1	El007G344190
OG0016544	XP_013616996.1	El003G189950
OG0016545	XP_013595220.1	El003G141720
OG0016546	XP_013585623.1	El002G083770
OG0016547	XP_013583961.1, XP_013600674.1	El002G086560
OG0016548	XP_013586032.1	El002G088230
OG0016549	XP_013586617.1	El002G089770
OG0016550	XP_013600861.1	El006G311330
OG0016551	XP_013614886.1, XP_013615408.1, XP_013615406.1, XP_013604645.1	El002G091830
OG0016552	XP_013585670.1	El002G093410
OG0016553	XP_013639166.1	El002G094410
OG0016555	XP_013584746.1	El002G095390
OG0016556	XP_013586478.1	El002G097680, El002G097300
OG0016558	XP_013585122.1, XP_013601488.1, XP_013603911.1	El002G099450
OG0016559	XP_013638574.1	El002G101640
OG0016560	XP_013600669.1	El002G101970
OG0016562	XP_013600136.1	El002G104960
OG0016563	XP_013589757.1	El004G221540
OG0016565	XP_013592690.1	El004G218230
OG0016566	XP_013631474.1, XP_013615758.1	El004G199270
OG0016568	XP_013637433.1	El007G357000
OG0016569	XP_013595427.1	El005G265670
OG0016570	XP_013585260.1	El005G251710
OG0016571	XP_013591221.1	El005G247320
OG0016572	XP_013585724.1	El005G246220
OG0016573	XP_013585103.1	El005G245080
OG0016574	XP_013585490.1, XP_013627819.1	El005G242740
