Orthogroup	Brassica_oleracea	Cardamine_glauca
OG0015277	XP_013602498.1	Cg001G027550
OG0015278	XP_013614141.1	Cg001G027540
OG0015279	XP_013609348.1	Cg004G140510
OG0015280	XP_013590877.1	Cg001G026940
OG0015281	XP_013605786.1	Cg001G026070
OG0015282	XP_013603719.1	Cg004G138580
OG0015283	XP_013587808.1	Cg001G040370
OG0015284	XP_013632352.1	Cg001G040550
OG0015285	XP_013631907.1	Cg001G040860
OG0015286	XP_013634334.1	Cg001G040870
OG0015288	XP_013633985.1	Cg001G041560
OG0015289	XP_013636609.1	Cg001G042230
OG0015290	XP_013637383.1	Cg004G145020
OG0015291	XP_013635940.1	Cg005G157560
OG0015293	XP_013636128.1	Cg005G157650
OG0015294	XP_013636131.1	Cg005G157700, Cg005G157690
OG0015295	XP_013634043.1	Cg005G157840
OG0015296	XP_013615085.1	Cg005G157860
OG0015297	XP_013631947.1	Cg005G157870
OG0015298	XP_013636106.1	Cg005G158020
OG0015299	XP_013636108.1	Cg005G158030
OG0015300	XP_013635427.1	Cg005G158070
OG0015301	XP_013637485.1	Cg005G158100
OG0015302	XP_013631972.1	Cg005G158130
OG0015303	XP_013584018.1	Cg004G131980
OG0015304	XP_013635977.1	Cg005G158590
OG0015305	XP_013637624.1	Cg005G158780
OG0015306	XP_013631301.1	Cg005G158800
OG0015307	XP_013631120.1	Cg005G159000
OG0015308	XP_013633756.1	Cg005G159070
OG0015309	XP_013621961.1, XP_013633548.1	Cg005G159180
OG0015310	XP_013622629.1	Cg005G159270
OG0015311	XP_013635645.1	Cg005G159370
OG0015312	XP_013635673.1	Cg005G159680
OG0015313	XP_013637608.1	Cg005G159840
OG0015314	XP_013636800.1	Cg005G160150
OG0015315	XP_013631177.1	Cg005G160160
OG0015316	XP_013630994.1	Cg005G160180
OG0015317	XP_013637646.1	Cg005G160430
OG0015318	XP_013631421.1	Cg005G160560
OG0015319	XP_013627648.1	Cg005G160580
OG0015320	XP_013629427.1	Cg005G160610
OG0015321	XP_013630646.1	Cg005G160640
OG0015322	XP_013634456.1	Cg005G160760
OG0015323	XP_013636661.1	Cg005G160780
OG0015324	XP_013634098.1	Cg005G160880
OG0015325	XP_013636577.1	Cg005G160940
OG0015326	XP_013635464.1	Cg005G161110
OG0015327	XP_013637354.1	Cg005G161480
OG0015328	XP_013634678.1	Cg005G161690
OG0015329	XP_013632265.1	Cg005G161800
OG0015330	XP_013628495.1	Cg005G162150
OG0015331	XP_013632134.1	Cg005G162280
OG0015332	XP_013633886.1	Cg005G162400
OG0015333	XP_013636021.1	Cg005G162440
OG0015334	XP_013625976.1	Cg005G162640
OG0015335	XP_013630918.1	Cg005G162810
OG0015336	XP_013636615.1	Cg005G162930
OG0015337	XP_013637203.1	Cg005G162980
OG0015338	XP_013631132.1	Cg005G163040
OG0015339	XP_013631218.1	Cg005G163190
OG0015340	XP_013636875.1	Cg005G163200
OG0015341	XP_013633527.1	Cg005G163290
OG0015342	XP_013629152.1	Cg005G163380
OG0015343	XP_013631487.1	Cg005G163570
OG0015344	XP_013635824.1	Cg005G163990
OG0015345	XP_013637054.1	Cg005G163760
OG0015346	XP_013636555.1	Cg005G164420
OG0015347	XP_013630176.1	Cg008G282370
OG0015348	XP_013625254.1	Cg008G282380
OG0015349	XP_013611874.1	Cg008G282640
OG0015350	XP_013621564.1	Cg008G282680
OG0015351	XP_013609555.1	Cg008G282800
OG0015352	XP_013622010.1	Cg008G282830
OG0015353	XP_013621998.1	Cg008G282870
OG0015354	XP_013606708.1	Cg008G283000
OG0015355	XP_013611617.1	Cg008G283050
OG0015356	XP_013612459.1	Cg008G283430
OG0015357	XP_013609094.1	Cg008G283490
OG0015358	XP_013618110.1	Cg008G283790
OG0015359	XP_013621199.1	Cg008G283810
OG0015360	XP_013630195.1	Cg008G283830
OG0015361	XP_013610373.1	Cg008G284000
OG0015362	XP_013618342.1	Cg003G099740
OG0015364	XP_013625915.1	Cg008G284200
OG0015365	XP_013606460.1	Cg008G284410
OG0015366	XP_013614001.1	Cg008G290250
OG0015367	XP_013606879.1	Cg008G284450
OG0015368	XP_013621070.1	Cg008G284580
OG0015369	XP_013621105.1	Cg008G284630
OG0015370	XP_013611680.1	Cg008G284710
OG0015371	XP_013612366.1	Cg008G284850
OG0015372	XP_013629666.1	Cg008G285070
OG0015373	XP_013611361.1	Cg008G285080
OG0015374	XP_013616199.1	Cg008G299820
OG0015375	XP_013607183.1	Cg008G300720
OG0015376	XP_013618356.1	Cg008G300610
OG0015377	XP_013619401.1	Cg008G301280
OG0015378	XP_013625337.1	Cg008G301340
OG0015379	XP_013585308.1	Cg001G012970
OG0015380	XP_013630269.1	Cg008G301430
OG0015381	XP_013611689.1	Cg008G301480
OG0015382	XP_013608872.1	Cg008G301630
OG0015383	XP_013629719.1	Cg008G301810
OG0015384	XP_013625356.1	Cg008G301890
OG0015385	XP_013621189.1	Cg008G302050
OG0015386	XP_013619680.1	Cg008G302200
OG0015387	XP_013610307.1	Cg008G302260
OG0015388	XP_013630749.1	Cg008G302470
OG0015389	XP_013628869.1, XP_013629978.1	Cg003G108430
OG0015390	XP_013611931.1	Cg003G108280
OG0015391	XP_013606091.1	Cg003G108250
OG0015393	XP_013587974.1	Cg007G267200
OG0015394	XP_013620593.1	Cg003G107750
OG0015395	XP_013621368.1	Cg003G107500
OG0015396	XP_013618592.1	Cg003G107440
OG0015397	XP_013609045.1	Cg003G107050
OG0015398	XP_013613107.1	Cg003G106680
OG0015399	XP_013611820.1	Cg003G107100
OG0015400	XP_013616233.1	Cg003G106850
OG0015401	XP_013606672.1	Cg003G110940
OG0015402	XP_013628435.1	Cg003G111090
OG0015403	XP_013619254.1	Cg003G111130
OG0015404	XP_013612301.1	Cg003G111180
OG0015405	XP_013621809.1	Cg003G111190
OG0015406	XP_013612984.1	Cg003G111210
OG0015407	XP_013629533.1	Cg003G111220
OG0015408	XP_013625562.1	Cg003G111230
OG0015409	XP_013622532.1	Cg003G111440
OG0015410	XP_013630549.1	Cg003G111750
OG0015411	XP_013630818.1	Cg003G111780
OG0015412	XP_013637184.1	Cg005G167930
OG0015413	XP_013611035.1	Cg003G112070
OG0015414	XP_013614267.1	Cg003G112210
OG0015415	XP_013629205.1	Cg003G112230
OG0015416	XP_013629301.1	Cg003G112250
OG0015417	XP_013628907.1	Cg003G112340
OG0015418	XP_013628513.1	Cg003G112370
OG0015419	XP_013621803.1	Cg003G112420
OG0015420	XP_013612920.1	Cg003G112510
OG0015421	XP_013622159.1	Cg003G112580
OG0015422	XP_013630826.1	Cg003G112810
OG0015423	XP_013622600.1	Cg003G112860
OG0015424	XP_013613632.1	Cg003G113000
OG0015425	XP_013621941.1	Cg003G113280
OG0015426	XP_013613623.1	Cg003G113400
OG0015427	XP_013606219.1	Cg003G113540
OG0015429	XP_013622468.1	Cg003G113720
OG0015430	XP_013630115.1	Cg003G113970
OG0015431	XP_013629196.1	Cg003G113990
OG0015432	XP_013625376.1	Cg003G114050
OG0015433	XP_013628783.1	Cg003G114140
OG0015434	XP_013628303.1	Cg003G114190
OG0015435	XP_013596682.1	Cg003G114250
OG0015436	XP_013598745.1	Cg003G114390
OG0015437	XP_013611969.1	Cg003G114400
OG0015438	XP_013597939.1	Cg003G114440
OG0015439	XP_013609918.1	Cg003G114700
OG0015440	XP_013636266.1	Cg013G330200
OG0015441	XP_013593934.1	Cg003G114900
OG0015442	XP_013593073.1	Cg003G114930
OG0015443	XP_013611704.1	Cg003G115140
OG0015444	XP_013608383.1	Cg003G115280
OG0015445	XP_013598925.1	Cg003G115300
OG0015446	XP_013598350.1	Cg006G208190
OG0015447	XP_013596223.1	Cg003G115520
OG0015448	XP_013618034.1	Cg003G115580
OG0015449	XP_013618031.1	Cg003G115630
OG0015450	XP_013593667.1	Cg003G115680
OG0015451	XP_013612862.1	Cg003G115830
OG0015452	XP_013625026.1	Cg003G096980, Cg003G115900
OG0015453	XP_013628609.1	Cg003G075970
OG0015454	XP_013621451.1	Cg003G076660, Cg014G332910
OG0015455	XP_013606893.1	Cg003G076430, Cg014G333150
OG0015456	XP_013609325.1	Cg014G333340, Cg003G076240
OG0015457	XP_013619860.1	Cg014G332750, Cg003G076850
OG0015458	XP_013606775.1	Cg014G332740, Cg003G076860
OG0015459	XP_013612114.1	Cg003G077000, Cg014G332610
OG0015460	XP_013607342.1	Cg003G077080, Cg014G332550
OG0015461	XP_013607240.1	Cg014G332440, Cg003G077170
OG0015462	XP_013609269.1	Cg003G077760, Cg014G331880
OG0015463	XP_013611816.1	Cg014G332040, Cg003G077570
OG0015465	XP_013609351.1	Cg003G077380, Cg014G332240
OG0015466	XP_013611411.1	Cg014G330990, Cg003G078560
OG0015467	XP_013611167.1	Cg003G078670, Cg014G330880
OG0015468	XP_013611165.1	Cg014G330860, Cg003G078690
OG0015469	XP_013611166.1	Cg014G330850, Cg003G078700
OG0015470	XP_013625672.1	Cg003G113180
OG0015471	XP_013625916.1	Cg003G079000, Cg003G094950
OG0015472	XP_013598730.1	Cg008G320450
OG0015473	XP_013597849.1	Cg008G320350
OG0015474	XP_013594212.1	Cg008G320330
OG0015475	XP_013612988.1	Cg008G320320
OG0015476	XP_013598015.1	Cg008G320020
OG0015477	XP_013621613.1	Cg008G319890
OG0015478	XP_013608572.1	Cg008G319830
OG0015479	XP_013606315.1	Cg008G319730
OG0015480	XP_013614278.1	Cg008G319690
OG0015481	XP_013593534.1	Cg008G319660
OG0015482	XP_013595522.1	Cg008G319050
OG0015483	XP_013637168.1, XP_013621581.1	Cg005G174430
OG0015484	XP_013631061.1	Cg005G173730
OG0015485	XP_013629503.1	Cg005G174050
OG0015486	XP_013633924.1	Cg005G174570
OG0015487	XP_013631125.1	Cg005G174610
OG0015488	XP_013634893.1	Cg005G174620
OG0015489	XP_013634941.1	Cg005G174750
OG0015490	XP_013625133.1	Cg005G175190
OG0015491	XP_013631734.1	Cg005G175310
OG0015492	XP_013637272.1	Cg005G175330
OG0015493	XP_013625914.1	Cg005G175860
OG0015494	XP_013622038.1	Cg005G176500
OG0015495	XP_013636423.1	Cg005G176690
OG0015496	XP_013636893.1	Cg005G176980
OG0015497	XP_013634137.1	Cg005G177860
OG0015498	XP_013631774.1	Cg005G178270
OG0015499	XP_013633992.1	Cg005G178470
OG0015500	XP_013637307.1	Cg005G178580
OG0015501	XP_013633949.1	Cg005G178630
OG0015502	XP_013637150.1	Cg005G179000
OG0015503	XP_013631348.1	Cg005G179180
OG0015504	XP_013637484.1	Cg005G179210
OG0015505	XP_013633874.1	Cg005G179240
OG0015506	XP_013636872.1	Cg005G179290
OG0015507	XP_013637432.1	Cg005G179330
OG0015508	XP_013634758.1	Cg005G179620
OG0015509	XP_013636040.1	Cg005G182150
OG0015510	XP_013636041.1	Cg005G182110
OG0015511	XP_013636205.1	Cg005G181860
OG0015512	XP_013631067.1	Cg005G181590
OG0015514	XP_013632340.1	Cg005G181090
OG0015515	XP_013635030.1	Cg005G182570
OG0015516	XP_013631495.1	Cg005G182620
OG0015517	XP_013632065.1	Cg005G183020
OG0015518	XP_013634453.1	Cg005G183200
OG0015519	XP_013632063.1	Cg005G182690
OG0015520	XP_013621781.1	Cg005G184470
OG0015521	XP_013629038.1	Cg004G153380
OG0015522	XP_013593297.1	Cg006G238370
OG0015523	XP_013611478.1	Cg003G075990
OG0015524	XP_013623678.1	Cg005G184710
OG0015525	XP_013604969.1	Cg005G185220
OG0015526	XP_013599626.1	Cg005G185600
OG0015527	XP_013634614.1	Cg005G185680
OG0015528	XP_013600106.1	Cg005G185780
OG0015529	XP_013630978.1	Cg005G186060
OG0015530	XP_013630295.1	Cg005G186160
OG0015531	XP_013633696.1	Cg005G186250
OG0015532	XP_013635177.1	Cg005G186720
OG0015533	XP_013636156.1	Cg005G186990
OG0015534	XP_013600782.1	Cg001G013290
OG0015535	XP_013622536.1	Cg004G116550
OG0015536	XP_013622760.1	Cg004G116460
OG0015537	XP_013628679.1	Cg004G116210
OG0015538	XP_013629399.1	Cg004G116170
OG0015539	XP_013625411.1	Cg006G218570
OG0015540	XP_013585063.1	Cg004G116080
OG0015541	XP_013622249.1	Cg004G116040
OG0015542	XP_013614027.1	Cg004G115990
OG0015543	XP_013608564.1, XP_013583478.1	Cg004G115980
OG0015545	XP_013621838.1	Cg008G281900
OG0015546	XP_013638249.1	Cg004G124210
OG0015547	XP_013629356.1	Cg008G281930
OG0015548	XP_013628643.1	Cg008G281960
OG0015549	XP_013626896.1	Cg008G281970
OG0015551	XP_013621320.1	Cg008G281990
OG0015552	XP_013618787.1	Cg008G282040
OG0015553	XP_013621381.1	Cg008G282060
OG0015554	XP_013620481.1	Cg008G282070
OG0015555	XP_013598718.1	Cg001G014140
OG0015556	XP_013617881.1	Cg001G013880
OG0015557	XP_013622991.1	Cg004G116930
OG0015558	XP_013638836.1	Cg004G116980
OG0015559	XP_013638260.1	Cg004G117230
OG0015560	XP_013584375.1	Cg004G117240
OG0015561	XP_013635565.1	Cg004G117260
OG0015562	XP_013622661.1	Cg004G117340
OG0015563	XP_013638656.1	Cg004G117430
OG0015564	XP_013584595.1	Cg004G117440
OG0015565	XP_013637784.1	Cg004G117570
OG0015566	XP_013589088.1	Cg004G117780
OG0015567	XP_013633100.1	Cg004G117820
OG0015568	XP_013633049.1	Cg004G117840
OG0015569	XP_013587447.1	Cg004G117970
OG0015570	XP_013584610.1	Cg004G118110
OG0015571	XP_013637540.1	Cg004G118180
OG0015572	XP_013637528.1	Cg004G118190
OG0015573	XP_013583656.1	Cg004G118440
OG0015575	XP_013627010.1	Cg004G119390
OG0015576	XP_013586549.1	Cg004G119460
OG0015577	XP_013584029.1	Cg004G119580
OG0015578	XP_013584229.1	Cg004G119820
OG0015579	XP_013628483.1	Cg004G119900
OG0015580	XP_013628383.1	Cg004G119990
OG0015581	XP_013585536.1	Cg004G120400
OG0015582	XP_013630112.1	Cg004G120500
OG0015583	XP_013639252.1	Cg004G120900
OG0015584	XP_013586785.1	Cg004G121060
OG0015585	XP_013623471.1	Cg004G121280
OG0015586	XP_013587744.1	Cg004G121190
OG0015587	XP_013626135.1	Cg004G121430
OG0015588	XP_013625086.1	Cg004G121440
OG0015589	XP_013637756.1	Cg004G121550
OG0015590	XP_013584206.1	Cg004G121600
OG0015591	XP_013604180.1	Cg002G046430
OG0015592	XP_013638617.1	Cg004G122330
OG0015593	XP_013587086.1	Cg004G122390
OG0015594	XP_013588660.1	Cg004G122890
OG0015595	XP_013616349.1	Cg004G123010
OG0015596	XP_013639680.1	Cg004G128410
OG0015597	XP_013627009.1	Cg004G123100
OG0015598	XP_013638337.1	Cg004G123130
OG0015599	XP_013638133.1	Cg004G123200
OG0015600	XP_013587177.1	Cg004G123220
OG0015601	XP_013587149.1	Cg004G123380
OG0015602	XP_013638496.1	Cg004G123400
OG0015603	XP_013583630.1	Cg004G123570
OG0015604	XP_013586888.1	Cg004G123640
OG0015605	XP_013625333.1	Cg004G123750
OG0015606	XP_013627092.1	Cg004G123790
OG0015607	XP_013585316.1	Cg004G123820
OG0015608	XP_013619131.1	Cg004G123900
OG0015609	XP_013625938.1	Cg004G123960
OG0015610	XP_013622524.1	Cg004G123970
OG0015611	XP_013628390.1	Cg004G124100
OG0015612	XP_013638086.1	Cg004G124620
OG0015613	XP_013584079.1	Cg004G124640
OG0015614	XP_013622305.1	Cg005G165850
OG0015615	XP_013637265.1	Cg005G165870
OG0015616	XP_013634030.1	Cg005G166070
OG0015617	XP_013636554.1	Cg005G166260
OG0015618	XP_013628734.1	Cg005G166300
OG0015619	XP_013631422.1	Cg005G166620
OG0015620	XP_013622923.1	Cg005G166640
OG0015621	XP_013628419.1	Cg005G167080
OG0015622	XP_013622427.1	Cg005G166830
OG0015623	XP_013637199.1	Cg005G167170
OG0015624	XP_013627707.1	Cg005G167220
OG0015625	XP_013631999.1	Cg005G167270
OG0015626	XP_013630114.1	Cg005G170640
OG0015627	XP_013625854.1	Cg005G170260
OG0015628	XP_013622036.1	Cg003G085870, Cg003G089100
OG0015629	XP_013637141.1	Cg005G170160
OG0015630	XP_013635691.1	Cg005G169930
OG0015631	XP_013636385.1	Cg005G169780
OG0015632	XP_013632222.1	Cg005G169570
OG0015633	XP_013634772.1	Cg005G169520
OG0015634	XP_013634870.1	Cg005G169410
OG0015635	XP_013633936.1	Cg005G169420
OG0015636	XP_013594074.1	Cg004G143250
OG0015637	XP_013626513.1	Cg005G169310
OG0015638	XP_013626562.1	Cg005G169270
OG0015639	XP_013631990.1	Cg005G169260
OG0015640	XP_013622004.1	Cg005G169160
OG0015641	XP_013626355.1	Cg005G168970
OG0015642	XP_013630878.1	Cg005G168840
OG0015643	XP_013636181.1	Cg005G168820
OG0015644	XP_013637033.1	Cg005G167650
OG0015645	XP_013625080.1	Cg005G167730
OG0015646	XP_013631138.1	Cg005G167760
OG0015647	XP_013636471.1	Cg005G168190
OG0015648	XP_013633913.1	Cg005G168220
OG0015649	XP_013632303.1	Cg005G168320
OG0015651	XP_013631231.1	Cg005G170770
OG0015652	XP_013602008.1	Cg006G230220
OG0015653	XP_013585651.1	Cg006G230180
OG0015654	XP_013638687.1	Cg006G229830
OG0015655	XP_013604401.1	Cg006G229690
OG0015656	XP_013602726.1	Cg006G229520
OG0015657	XP_013583636.1	Cg006G229330
OG0015658	XP_013602875.1	Cg006G228980
OG0015659	XP_013602186.1	Cg006G228890
OG0015660	XP_013603129.1	Cg006G228710
OG0015661	XP_013638586.1	Cg006G228480
OG0015662	XP_013587704.1	Cg006G228490
OG0015663	XP_013638558.1	Cg006G228510
OG0015664	XP_013602600.1	Cg006G228550
OG0015665	XP_013599485.1	Cg006G228600
OG0015666	XP_013604611.1	Cg006G228380
OG0015667	XP_013604677.1	Cg006G228240
OG0015668	XP_013585939.1	Cg006G227800
OG0015669	XP_013585263.1	Cg006G227850
OG0015670	XP_013585261.1	Cg006G227870
OG0015671	XP_013583984.1	Cg006G228000
OG0015672	XP_013588461.1	Cg007G274150
OG0015673	XP_013602840.1	Cg006G227350
OG0015674	XP_013600336.1	Cg006G227170
OG0015675	XP_013638186.1	Cg006G227130
OG0015676	XP_013605421.1	Cg006G227040
OG0015677	XP_013585341.1	Cg006G226930
OG0015678	XP_013603087.1	Cg006G226890
OG0015679	XP_013638271.1	Cg006G226680
OG0015680	XP_013638889.1	Cg006G226640
OG0015681	XP_013587673.1	Cg006G226610
OG0015682	XP_013587056.1	Cg006G226570
OG0015683	XP_013596692.1	Cg006G225850
OG0015684	XP_013639011.1	Cg006G225480
OG0015685	XP_013586658.1	Cg006G225450
OG0015686	XP_013605691.1	Cg006G225360
OG0015687	XP_013596857.1	Cg006G225120
OG0015688	XP_013587251.1	Cg006G224940
OG0015689	XP_013585494.1	Cg006G224440
OG0015690	XP_013585496.1	Cg006G224380
OG0015691	XP_013604223.1	Cg006G224370
OG0015692	XP_013585388.1	Cg006G224270
OG0015693	XP_013586671.1	Cg006G224220
OG0015694	XP_013586672.1	Cg006G224200
OG0015695	XP_013584163.1	Cg006G240980
OG0015696	XP_013584572.1	Cg006G223840
OG0015697	XP_013637722.1	Cg006G223760
OG0015698	XP_013584934.1	Cg006G223480
OG0015699	XP_013585567.1	Cg006G223310
OG0015700	XP_013637716.1	Cg006G223230
OG0015701	XP_013638547.1	Cg006G223130
OG0015702	XP_013585829.1	Cg006G222960
OG0015703	XP_013586922.1	Cg006G222950
OG0015704	XP_013614911.1	Cg006G222890
OG0015705	XP_013584941.1	Cg006G222780
OG0015706	XP_013605300.1	Cg006G222670
OG0015707	XP_013587681.1	Cg006G222450
OG0015708	XP_013637729.1	Cg006G222000
OG0015709	XP_013587017.1	Cg006G221920
OG0015710	XP_013584097.1	Cg006G221840
OG0015711	XP_013638360.1	Cg006G239170
OG0015712	XP_013637863.1	Cg006G221040
OG0015713	XP_013638452.1	Cg006G220920
OG0015714	XP_013585707.1	Cg006G220720
OG0015715	XP_013620917.1	Cg007G269360
OG0015716	XP_013622544.1	Cg006G220530
OG0015717	XP_013588279.1	Cg007G269010
OG0015718	XP_013621994.1	Cg006G220370
OG0015719	XP_013622689.1	Cg006G220260
OG0015720	XP_013593829.1	Cg006G220120
OG0015721	XP_013628429.1	Cg006G219770
OG0015722	XP_013583724.1	Cg006G219530
OG0015723	XP_013585279.1	Cg006G219500
OG0015724	XP_013598723.1	Cg006G225920
OG0015725	XP_013588630.1	Cg006G204200
OG0015726	XP_013588016.1	Cg006G204180
OG0015727	XP_013621735.1	Cg006G219140
OG0015728	XP_013636114.1	Cg001G016680
OG0015729	XP_013599417.1	Cg001G016610
OG0015730	XP_013599460.1	Cg001G016530
OG0015731	XP_013607902.1	Cg001G016390
OG0015732	XP_013607759.1	Cg001G016320
OG0015733	XP_013603445.1	Cg001G016230
OG0015734	XP_013602083.1	Cg005G188130
OG0015735	XP_013585587.1	Cg001G016140
OG0015736	XP_013601827.1	Cg001G016100
OG0015737	XP_013599525.1, XP_013584627.1	Cg001G016040
OG0015738	XP_013599563.1	Cg001G016030
OG0015739	XP_013636951.1	Cg001G015920
OG0015740	XP_013599575.1	Cg001G015750
OG0015741	XP_013598539.1	Cg001G015700
OG0015742	XP_013599668.1	Cg001G015520
OG0015743	XP_013593743.1	Cg001G015430
OG0015745	XP_013605257.1	Cg001G015330
OG0015746	XP_013621002.1	Cg001G015350
OG0015747	XP_013606437.1	Cg003G098430
OG0015748	XP_013600856.1	Cg006G237580
OG0015749	XP_013601597.1	Cg001G012860
OG0015750	XP_013600956.1	Cg001G012940
OG0015751	XP_013599529.1	Cg005G188370
OG0015752	XP_013602944.1	Cg005G189180
OG0015753	XP_013634374.1	Cg005G189120
OG0015754	XP_013631930.1	Cg005G189810
OG0015755	XP_013631685.1	Cg005G190880
OG0015756	XP_013634802.1	Cg005G191120
OG0015757	XP_013636343.1	Cg005G191230
OG0015758	XP_013637234.1	Cg005G191330
OG0015759	XP_013633620.1	Cg005G191430
OG0015760	XP_013593205.1	Cg001G012840
OG0015761	XP_013600652.1	Cg005G191640
OG0015762	XP_013622252.1	Cg005G191870
OG0015763	XP_013603147.1	Cg005G192200
OG0015764	XP_013590253.1, XP_013588179.1	Cg002G052190
OG0015765	XP_013599527.1	Cg005G192380
OG0015766	XP_013604792.1	Cg005G192730
OG0015767	XP_013600134.1	Cg005G192940
OG0015768	XP_013633780.1	Cg005G192950
OG0015769	XP_013604786.1	Cg005G193130
OG0015770	XP_013605209.1	Cg005G193210
OG0015771	XP_013604616.1	Cg005G193320
OG0015772	XP_013631943.1	Cg005G193800
OG0015773	XP_013596853.1	Cg005G193900
OG0015774	XP_013630475.1	Cg005G193920
OG0015775	XP_013637306.1	Cg013G330190
OG0015776	XP_013584218.1	Cg006G231380
OG0015777	XP_013585321.1	Cg006G231530
OG0015778	XP_013584139.1	Cg006G231640
OG0015779	XP_013583731.1	Cg006G231650
OG0015780	XP_013587621.1	Cg006G231670
OG0015781	XP_013605416.1	Cg006G231760
OG0015782	XP_013599993.1	Cg006G231940
OG0015783	XP_013583828.1	Cg006G231990
OG0015784	XP_013638820.1	Cg006G232140
OG0015785	XP_013603693.1	Cg006G232090
OG0015786	XP_013584532.1	Cg006G232290
OG0015787	XP_013638990.1	Cg006G232410
OG0015788	XP_013586091.1	Cg006G232690
OG0015790	XP_013587094.1	Cg006G232740
OG0015791	XP_013601057.1	Cg006G232950
OG0015792	XP_013602345.1	Cg006G233300
OG0015793	XP_013600920.1	Cg006G233360
OG0015794	XP_013586286.1	Cg006G233420
OG0015795	XP_013587307.1	Cg006G233480
OG0015796	XP_013613821.1	Cg006G233540
OG0015797	XP_013605546.1	Cg006G233640
OG0015798	XP_013605545.1	Cg006G233630
OG0015799	XP_013638135.1	Cg006G233790
OG0015800	XP_013605106.1	Cg006G234150
OG0015801	XP_013587185.1	Cg006G234270
OG0015802	XP_013587316.1	Cg006G234430
OG0015803	XP_013609317.1	Cg007G248740
OG0015804	XP_013583514.1	Cg006G234570
OG0015805	XP_013599920.1	Cg006G234740
OG0015806	XP_013639163.1	Cg006G235060
OG0015807	XP_013638489.1	Cg006G235140
OG0015808	XP_013638906.1	Cg006G235160
OG0015809	XP_013638658.1	Cg006G235270
OG0015810	XP_013602447.1	Cg006G235450
OG0015811	XP_013603694.1	Cg006G235480
OG0015812	XP_013603063.1	Cg006G235650
OG0015813	XP_013585848.1	Cg006G235760
OG0015814	XP_013638518.1	Cg006G236200
OG0015815	XP_013637699.1	Cg006G236180
OG0015816	XP_013587201.1	Cg006G236140
OG0015817	XP_013585784.1	Cg006G236090
OG0015818	XP_013601932.1	Cg006G235930
OG0015819	XP_013586944.1	Cg006G236380
OG0015820	XP_013602293.1	Cg006G236620
OG0015821	XP_013586742.1	Cg006G236630
OG0015822	XP_013604203.1	Cg006G236770
OG0015823	XP_013585657.1	Cg006G236810
OG0015824	XP_013585655.1	Cg006G236830
OG0015825	XP_013601410.1	Cg006G236920
OG0015826	XP_013585147.1	Cg006G237030
OG0015827	XP_013585601.1	Cg006G237250
OG0015828	XP_013605814.1	Cg006G237440
OG0015829	XP_013603849.1	Cg006G237360
OG0015830	XP_013614526.1	Cg006G237950
OG0015831	XP_013586760.1	Cg006G238350
OG0015832	XP_013587570.1	Cg006G238330
OG0015833	XP_013597898.1	Cg002G066060
OG0015834	XP_013614698.1	Cg006G238560
OG0015835	XP_013585959.1	Cg006G238830
OG0015836	XP_013638274.1	Cg006G239150
OG0015837	XP_013638478.1	Cg006G239220
OG0015838	XP_013604027.1, XP_013603415.1	Cg006G239250
OG0015839	XP_013600474.1	Cg006G239650
OG0015840	XP_013583524.1	Cg006G239400
OG0015841	XP_013599462.1	Cg006G239420
OG0015842	XP_013583522.1	Cg006G239540
OG0015843	XP_013604704.1	Cg006G239560
OG0015844	XP_013638958.1	Cg006G239680
OG0015845	XP_013585928.1	Cg006G239690
OG0015846	XP_013603452.1	Cg006G239710
OG0015847	XP_013603559.1	Cg006G239760
OG0015848	XP_013604476.1	Cg007G255870, Cg006G240240
OG0015849	XP_013604638.1	Cg006G240380
OG0015850	XP_013595430.1	Cg008G312110
OG0015852	XP_013603145.1	Cg006G240490
OG0015853	XP_013584508.1	Cg006G240870
OG0015854	XP_013585857.1	Cg006G240920
OG0015855	XP_013600983.1, XP_013601887.1	Cg006G241230
OG0015856	XP_013584126.1	Cg006G241250
OG0015857	XP_013600038.1	Cg006G241310
OG0015858	XP_013586676.1	Cg006G241370
OG0015859	XP_013637890.1	Cg006G241400
OG0015860	XP_013583593.1	Cg006G241410
OG0015861	XP_013585133.1	Cg006G241500
OG0015862	XP_013585530.1	Cg006G241850
OG0015863	XP_013601614.1	Cg001G025550
OG0015864	XP_013602208.1	Cg006G242420
OG0015865	XP_013587594.1	Cg006G242450
OG0015866	XP_013585274.1	Cg006G242460
OG0015867	XP_013585136.1	Cg006G242860
OG0015868	XP_013605649.1	Cg006G242630
OG0015869	XP_013584171.1	Cg006G242980
OG0015870	XP_013586191.1	Cg006G242990
OG0015871	XP_013586189.1	Cg006G243000
OG0015872	XP_013587721.1	Cg006G243150
OG0015873	XP_013604418.1	Cg006G243260
OG0015874	XP_013584103.1	Cg006G243570
OG0015875	XP_013586297.1	Cg006G243700
OG0015876	XP_013586382.1	Cg006G243770
OG0015877	XP_013585755.1	Cg006G243990
OG0015878	XP_013638370.1	Cg006G243880
OG0015879	XP_013637998.1	Cg006G244040
OG0015880	XP_013584571.1	Cg006G244050
OG0015881	XP_013584455.1	Cg006G244490
OG0015882	XP_013637830.1	Cg006G244630
OG0015883	XP_013585836.1	Cg006G245010
OG0015884	XP_013605764.1	Cg006G245060
OG0015885	XP_013604782.1	Cg006G245140
OG0015886	XP_013587215.1	Cg006G245150
OG0015887	XP_013605224.1	Cg006G245160
