Orthogroup	Brassica_oleracea	Aethionema_saxatile
OG0015115	XP_013593472.1	As003G074100
OG0015116	XP_013595862.1	As003G074270
OG0015117	XP_013603889.1	As003G074340
OG0015118	XP_013607722.1	As003G074420
OG0015120	XP_013633812.1	As003G074470
OG0015121	XP_013614782.1	As003G074680
OG0015122	XP_013617129.1	As003G075000
OG0015123	XP_013630187.1	As003G075030
OG0015124	XP_013627328.1	As003G075110
OG0015125	XP_013626231.1	As003G075470
OG0015126	XP_013599162.1	As003G075540
OG0015127	XP_013594891.1	As003G075720
OG0015128	XP_013620755.1	As003G075830
OG0015129	XP_013610783.1	As003G076000
OG0015130	XP_013625103.1, XP_013593976.1	As003G076040
OG0015131	XP_013625192.1	As003G076110
OG0015132	XP_013622625.1	As003G076140
OG0015133	XP_013617976.1	As003G076160
OG0015134	XP_013595215.1	As003G076420
OG0015135	XP_013596373.1	As003G076440
OG0015136	XP_013622867.1	As003G076480
OG0015137	XP_013593182.1	As003G076490
OG0015138	XP_013609863.1	As003G076550
OG0015139	XP_013623466.1	As003G076570
OG0015140	XP_013627680.1	As003G076640
OG0015141	XP_013593734.1	As004G076680
OG0015142	XP_013636453.1	As004G076750
OG0015143	XP_013592609.1	As004G076850
OG0015144	XP_013589999.1	As004G076880
OG0015145	XP_013637166.1	As004G076960
OG0015146	XP_013615163.1	As004G076970
OG0015147	XP_013634144.1	As004G077210
OG0015148	XP_013633638.1	As004G077240
OG0015149	XP_013591419.1	As004G077440
OG0015150	XP_013635495.1	As004G077470
OG0015151	XP_013590170.1	As004G077510
OG0015152	XP_013614378.1	As004G077810
OG0015153	XP_013590393.1	As004G077850
OG0015154	XP_013634492.1	As004G077910
OG0015155	XP_013634262.1	As004G078220
OG0015156	XP_013613529.1	As004G078420
OG0015157	XP_013631307.1	As004G078560
OG0015158	XP_013634351.1	As004G078570
OG0015159	XP_013608992.1	As004G078640
OG0015160	XP_013619893.1	As004G078700
OG0015161	XP_013636313.1	As004G078840
OG0015162	XP_013630903.1	As004G078870
OG0015163	XP_013636268.1	As004G078890
OG0015164	XP_013628938.1	As004G079220
OG0015165	XP_013628940.1	As004G079260
OG0015166	XP_013587534.1	As004G079310
OG0015167	XP_013631573.1	As004G079440
OG0015168	XP_013636398.1	As004G079470
OG0015169	XP_013637008.1	As004G079500
OG0015170	XP_013637231.1	As004G079550
OG0015171	XP_013631271.1	As004G079610
OG0015172	XP_013589808.1	As004G080130
OG0015173	XP_013625430.1	As004G080240
OG0015174	XP_013629466.1	As004G080520
OG0015175	XP_013606453.1	As004G080540
OG0015176	XP_013630343.1	As004G080560
OG0015177	XP_013627441.1	As004G080610
OG0015178	XP_013606225.1	As004G080620
OG0015179	XP_013599892.1	As004G080630
OG0015180	XP_013607329.1	As004G080830
OG0015181	XP_013627927.1	As004G081070
OG0015182	XP_013636946.1	As004G081120
OG0015183	XP_013630905.1	As004G081180
OG0015184	XP_013631854.1	As004G081380
OG0015185	XP_013632190.1	As004G081430
OG0015186	XP_013637243.1	As004G081550
OG0015187	XP_013637244.1	As004G081560
OG0015188	XP_013636243.1	As004G081670
OG0015189	XP_013634581.1, XP_013634266.1	As004G081800
OG0015190	XP_013596235.1	As004G081950
OG0015191	XP_013595861.1	As004G081980
OG0015192	XP_013595962.1	As004G081990
OG0015193	XP_013636598.1	As004G082160
OG0015194	XP_013610746.1	As004G082170
OG0015195	XP_013637425.1	As004G082230
OG0015196	XP_013633882.1	As004G082360
OG0015197	XP_013620045.1	As004G082380
OG0015198	XP_013618956.1	As004G082590
OG0015199	XP_013611321.1	As004G082680
OG0015200	XP_013608745.1	As004G082690
OG0015201	XP_013614284.1	As004G082720
OG0015202	XP_013626271.1	As004G082780
OG0015203	XP_013636701.1	As004G082810
OG0015204	XP_013625426.1	As004G083350
OG0015205	XP_013620464.1	As004G083420
OG0015206	XP_013623065.1	As004G083460
OG0015207	XP_013622011.1	As004G083540
OG0015208	XP_013610737.1	As004G083550
OG0015209	XP_013621144.1	As004G083630
OG0015210	XP_013610725.1	As004G083730
OG0015211	XP_013626722.1	As004G083890
OG0015212	XP_013613367.1	As004G083930
OG0015213	XP_013607307.1	As004G083980
OG0015214	XP_013625440.1	As004G084080
OG0015215	XP_013629366.1	As004G084100
OG0015216	XP_013606518.1	As004G084120
OG0015217	XP_013606126.1	As004G084220
OG0015218	XP_013608911.1	As004G084340
OG0015219	XP_013619990.1	As004G084390
OG0015220	XP_013611850.1	As004G084420
OG0015221	XP_013606167.1	As004G084620
OG0015222	XP_013616344.1	As004G084630
OG0015223	XP_013609175.1	As004G084780
OG0015224	XP_013609361.1	As004G084880
OG0015225	XP_013620351.1	As004G084990
OG0015226	XP_013621384.1	As004G085050
OG0015227	XP_013618069.1	As004G085210
OG0015228	XP_013627520.1	As004G085490
OG0015229	XP_013606025.1	As004G085520
OG0015230	XP_013611534.1	As004G085590
OG0015231	XP_013629421.1	As004G085610
OG0015232	XP_013606160.1	As004G085660
OG0015233	XP_013609248.1	As004G085700
OG0015234	XP_013613253.1	As004G085810
OG0015235	XP_013609761.1	As004G086060
OG0015236	XP_013606853.1	As004G086250
OG0015237	XP_013606346.1	As004G086640
OG0015238	XP_013592964.1	As004G087020
OG0015239	XP_013593086.1	As004G087030
OG0015240	XP_013595475.1	As004G087140
OG0015241	XP_013613838.1	As004G087800
OG0015242	XP_013593860.1	As004G088080
OG0015243	XP_013606507.1	As004G088220
OG0015244	XP_013598961.1	As004G088270
OG0015245	XP_013621038.1	As004G088320
OG0015246	XP_013592655.1	As004G088390, As010G240070
OG0015247	XP_013620303.1	As004G088450
OG0015248	XP_013615278.1	As004G088460
OG0015249	XP_013588148.1	As012G268470, As004G088490
OG0015250	XP_013597273.1, XP_013619612.1, XP_013607821.1	As004G088770
OG0015251	XP_013611677.1	As004G088800
OG0015252	XP_013597772.1	As004G088890
OG0015253	XP_013598214.1	As004G088920
OG0015254	XP_013604003.1	As004G089280
OG0015255	XP_013598104.1	As004G089630
OG0015256	XP_013592601.1	As004G090730
OG0015257	XP_013637159.1	As004G090770
OG0015258	XP_013608748.1	As004G091080
OG0015259	XP_013598741.1	As004G091110
OG0015260	XP_013600780.1	As004G092140
OG0015261	XP_013625147.1	As004G092160
OG0015262	XP_013637510.1	As004G092270
OG0015263	XP_013599361.1	As004G092440
OG0015264	XP_013635463.1	As004G092490
OG0015265	XP_013637571.1	As004G093010
OG0015266	XP_013599009.1	As004G093170
OG0015267	XP_013599395.1	As004G093410
OG0015268	XP_013602108.1	As004G093450
OG0015269	XP_013595836.1	As004G093670
OG0015270	XP_013624298.1	As004G093680
OG0015271	XP_013600428.1	As004G093890
OG0015272	XP_013605907.1	As004G094480
OG0015273	XP_013637452.1	As004G094560
OG0015274	XP_013637590.1	As004G094940
OG0015275	XP_013602302.1	As004G095070
OG0015276	XP_013622179.1	As004G095320
OG0015277	XP_013602498.1	As004G095580
OG0015278	XP_013614141.1	As004G095590
OG0015279	XP_013609348.1	As004G095600, As011G255090
OG0015280	XP_013590877.1	As004G096000
OG0015281	XP_013605786.1	As004G096480
OG0015282	XP_013603719.1	As004G096580
OG0015283	XP_013587808.1	As004G096760
OG0015284	XP_013632352.1	As004G096860
OG0015285	XP_013631907.1	As004G097120
OG0015286	XP_013634334.1	As004G097140
OG0015287	XP_013589794.1	As004G097280
OG0015288	XP_013633985.1	As004G097670
OG0015289	XP_013636609.1	As004G097940
OG0015290	XP_013637383.1	As004G098470
OG0015291	XP_013635940.1	As005G098640
OG0015292	XP_013630722.1	As005G098710
OG0015293	XP_013636128.1	As005G098740
OG0015294	XP_013636131.1	As005G098780
OG0015295	XP_013634043.1	As005G099030
OG0015296	XP_013615085.1	As005G099050
OG0015297	XP_013631947.1	As005G099060
OG0015298	XP_013636106.1	As005G099270
OG0015299	XP_013636108.1	As005G099280
OG0015300	XP_013635427.1	As005G099340
OG0015301	XP_013637485.1	As005G099370
OG0015302	XP_013631972.1	As005G099410
OG0015303	XP_013584018.1	As005G099890
OG0015304	XP_013635977.1	As005G099920
OG0015305	XP_013637624.1	As005G100120
OG0015306	XP_013631301.1	As005G100140
OG0015307	XP_013631120.1	As005G100310
OG0015308	XP_013633756.1	As005G100370
OG0015309	XP_013621961.1, XP_013633548.1	As005G100490
OG0015310	XP_013622629.1	As005G100660
OG0015311	XP_013635645.1	As005G100760
OG0015312	XP_013635673.1	As005G101050
OG0015313	XP_013637608.1	As005G101200
OG0015314	XP_013636800.1	As005G101470
OG0015315	XP_013631177.1	As005G101480
OG0015316	XP_013630994.1	As005G101500
OG0015317	XP_013637646.1	As005G101760
OG0015318	XP_013631421.1	As005G101890
OG0015319	XP_013627648.1	As005G101920
OG0015320	XP_013629427.1	As005G101950
OG0015321	XP_013630646.1	As005G101980
OG0015322	XP_013634456.1	As005G102090
OG0015323	XP_013636661.1	As005G102110
OG0015324	XP_013634098.1	As005G102240
OG0015325	XP_013636577.1	As005G102290
OG0015326	XP_013635464.1	As005G102460
OG0015327	XP_013637354.1	As005G102870
OG0015328	XP_013634678.1	As005G103100
OG0015329	XP_013632265.1	As005G103210
OG0015330	XP_013628495.1	As005G103600
OG0015331	XP_013632134.1	As005G103760
OG0015332	XP_013633886.1	As005G103880
OG0015333	XP_013636021.1	As005G103910
OG0015334	XP_013625976.1	As005G104080
OG0015335	XP_013630918.1	As005G104240
OG0015336	XP_013636615.1	As005G104390
OG0015337	XP_013637203.1	As005G104440
OG0015338	XP_013631132.1	As005G104490
OG0015339	XP_013631218.1	As005G104620
OG0015340	XP_013636875.1	As005G104630
OG0015341	XP_013633527.1	As005G104690
OG0015342	XP_013629152.1	As005G104760
OG0015343	XP_013631487.1	As005G104910
OG0015344	XP_013635824.1	As005G105030
OG0015345	XP_013637054.1	As005G105230
OG0015346	XP_013636555.1	As005G106030
OG0015347	XP_013630176.1	As005G106520
OG0015348	XP_013625254.1	As005G106530
OG0015349	XP_013611874.1	As005G106850
OG0015350	XP_013621564.1	As005G106890
OG0015351	XP_013609555.1	As005G106990
OG0015352	XP_013622010.1	As005G107080
OG0015353	XP_013621998.1	As005G107130
OG0015354	XP_013606708.1	As005G107270
OG0015355	XP_013611617.1	As005G107350
OG0015356	XP_013612459.1	As005G107690
OG0015357	XP_013609094.1	As005G107750
OG0015358	XP_013618110.1	As005G107990
OG0015359	XP_013621199.1	As005G108010
OG0015360	XP_013630195.1	As005G108030
OG0015361	XP_013610373.1	As005G108160
OG0015362	XP_013618342.1	As005G108250
OG0015363	XP_013611806.1	As005G108300
OG0015364	XP_013625915.1	As005G108340
OG0015365	XP_013606460.1	As005G108560
OG0015366	XP_013614001.1	As005G108570
OG0015367	XP_013606879.1	As005G108650
OG0015368	XP_013621070.1	As005G108780
OG0015369	XP_013621105.1	As005G108830
OG0015370	XP_013611680.1	As005G108900
OG0015371	XP_013620674.1, XP_013612366.1	As005G109080
OG0015372	XP_013629666.1	As005G109400
OG0015373	XP_013611361.1	As005G109420
OG0015374	XP_013616199.1	As005G109950
OG0015375	XP_013607183.1	As005G110890
OG0015376	XP_013618356.1	As005G111250
OG0015377	XP_013619401.1	As005G112330
OG0015378	XP_013625337.1	As005G112380
OG0015379	XP_013585308.1	As005G112440
OG0015380	XP_013630269.1	As005G112530
OG0015381	XP_013611689.1	As005G112560
OG0015382	XP_013608872.1	As005G112890
OG0015383	XP_013629719.1	As005G113120
OG0015384	XP_013625356.1	As005G113190
OG0015385	XP_013621189.1	As005G113260
OG0015386	XP_013619680.1	As005G113350
OG0015387	XP_013610307.1	As005G113430
OG0015388	XP_013630749.1	As005G113650
OG0015389	XP_013628869.1, XP_013629978.1	As005G113980
OG0015390	XP_013611931.1	As005G114130
OG0015391	XP_013606091.1	As005G114170
OG0015392	XP_013632619.1, XP_013628256.1	As005G114260
OG0015393	XP_013587974.1	As005G114530
OG0015394	XP_013620593.1	As005G114570
OG0015395	XP_013621368.1	As005G114780
OG0015396	XP_013618592.1	As005G114880
OG0015397	XP_013609045.1	As005G115170
OG0015398	XP_013613107.1	As005G115420
OG0015399	XP_013611820.1	As005G115630
OG0015400	XP_013616233.1	As005G115730
OG0015401	XP_013606672.1	As005G116010
OG0015402	XP_013628435.1	As005G116180
OG0015403	XP_013619254.1	As005G116220
OG0015404	XP_013612301.1	As005G116270
OG0015405	XP_013621809.1	As005G116280
OG0015406	XP_013612984.1	As005G116300
OG0015407	XP_013629533.1	As005G116310
OG0015408	XP_013625562.1	As005G116330
OG0015409	XP_013622532.1	As005G116590
OG0015410	XP_013630549.1	As005G116860
OG0015411	XP_013630818.1	As005G116890
OG0015412	XP_013637184.1	As005G116980
OG0015413	XP_013611035.1	As005G117210
OG0015414	XP_013614267.1	As005G117320
OG0015415	XP_013629205.1	As005G117340
OG0015416	XP_013629301.1	As005G117360
OG0015417	XP_013628907.1	As005G117420
OG0015418	XP_013628513.1	As005G117470
OG0015419	XP_013621803.1	As005G117510
OG0015420	XP_013612920.1	As005G117590
OG0015421	XP_013622159.1	As005G117660
OG0015422	XP_013630826.1	As005G117860
OG0015423	XP_013622600.1	As005G117910
OG0015424	XP_013613632.1	As005G118260
OG0015425	XP_013621941.1	As005G118390
OG0015426	XP_013613623.1	As005G118480
OG0015427	XP_013606219.1	As005G118610
OG0015429	XP_013622468.1	As005G118750
OG0015430	XP_013630115.1	As005G118940
OG0015431	XP_013629196.1	As005G118960
OG0015432	XP_013625376.1	As005G119010
OG0015433	XP_013628783.1	As005G119090
OG0015434	XP_013628303.1	As005G119130
OG0015435	XP_013596682.1	As005G119190
OG0015436	XP_013598745.1	As005G119300
OG0015437	XP_013611969.1	As005G119310
OG0015438	XP_013597939.1	As005G119350
OG0015439	XP_013609918.1	As005G119620
OG0015440	XP_013636266.1	As005G119740
OG0015441	XP_013593934.1	As005G119770
OG0015442	XP_013593073.1	As005G119810
OG0015443	XP_013611704.1	As005G120010
OG0015444	XP_013608383.1	As005G120220
OG0015445	XP_013598925.1	As005G120260
OG0015446	XP_013598350.1	As005G120380
OG0015447	XP_013596223.1	As005G120530
OG0015448	XP_013618034.1	As005G120580
OG0015449	XP_013618031.1	As005G120620
OG0015450	XP_013593667.1	As005G120670
OG0015451	XP_013612862.1	As005G120800
OG0015452	XP_013625026.1	As005G120900
OG0015454	XP_013621451.1	As006G121230
OG0015455	XP_013606893.1	As006G121470
OG0015456	XP_013609325.1	As006G121620
OG0015457	XP_013619860.1	As006G121890
OG0015458	XP_013606775.1	As006G121900
OG0015459	XP_013612114.1	As006G122010
OG0015460	XP_013607342.1	As006G122070
OG0015461	XP_013607240.1	As006G122140
OG0015462	XP_013609269.1	As006G122600
OG0015463	XP_013611816.1	As006G122740
OG0015465	XP_013609351.1	As006G122890
OG0015466	XP_013611411.1	As006G123280
OG0015467	XP_013611167.1	As006G123420
OG0015468	XP_013611165.1	As006G123440
OG0015469	XP_013611166.1	As006G123450
OG0015470	XP_013625672.1	As006G123710
OG0015471	XP_013625916.1	As006G123730
OG0015472	XP_013598730.1	As006G124310
OG0015473	XP_013597849.1	As006G124360
OG0015474	XP_013594212.1	As006G124380
OG0015475	XP_013612988.1	As006G124390
OG0015476	XP_013598015.1	As006G124540
OG0015477	XP_013621613.1	As006G124630
OG0015478	XP_013608572.1	As006G124660
OG0015479	XP_013606315.1	As006G124780
OG0015480	XP_013614278.1	As006G124800
OG0015481	XP_013593534.1	As006G124820
OG0015482	XP_013595522.1	As006G125070
OG0015483	XP_013637168.1, XP_013621581.1	As006G125700
OG0015484	XP_013631061.1	As006G126020
OG0015485	XP_013629503.1	As006G126180
OG0015486	XP_013633924.1	As006G126400
OG0015487	XP_013631125.1	As006G126440
OG0015488	XP_013634893.1	As006G126450
OG0015489	XP_013634941.1	As006G126810
OG0015490	XP_013625133.1	As006G127190
OG0015491	XP_013631734.1	As006G127340
OG0015492	XP_013637272.1	As006G127360
OG0015493	XP_013625914.1	As006G127780
OG0015494	XP_013622038.1	As006G128200
OG0015495	XP_013636423.1	As006G128320
OG0015496	XP_013636893.1	As006G128570
OG0015497	XP_013634137.1	As006G129100
OG0015498	XP_013631774.1	As006G129410
OG0015499	XP_013633992.1	As006G129570
OG0015500	XP_013637307.1	As006G129620
OG0015501	XP_013633949.1	As006G129690
OG0015502	XP_013637150.1	As006G129930
OG0015503	XP_013631348.1	As006G129990
OG0015504	XP_013637484.1	As006G130040
OG0015505	XP_013633874.1	As006G130060
OG0015506	XP_013636872.1	As006G130100
OG0015507	XP_013637432.1	As006G130130
OG0015508	XP_013634758.1	As006G130260
OG0015509	XP_013636040.1	As006G130580
OG0015510	XP_013636041.1	As006G130600
OG0015511	XP_013636205.1	As006G130670
OG0015512	XP_013631067.1	As006G130730
OG0015513	XP_013635765.1	As006G130780
OG0015514	XP_013632340.1	As006G130870
OG0015515	XP_013635030.1	As006G131000
OG0015516	XP_013631495.1	As006G131010
OG0015517	XP_013632065.1	As006G131200
OG0015518	XP_013634453.1	As006G131230
OG0015519	XP_013632063.1	As006G131240
OG0015520	XP_013621781.1	As006G131310
OG0015521	XP_013629038.1	As006G131350
OG0015522	XP_013593297.1	As006G131440
OG0015523	XP_013611478.1	As006G131470
OG0015524	XP_013623678.1	As006G131500
OG0015525	XP_013604969.1	As006G131590
OG0015526	XP_013599626.1	As006G131690
OG0015527	XP_013634614.1	As006G131700
OG0015528	XP_013600106.1	As006G131730
OG0015529	XP_013630978.1	As006G131810
OG0015530	XP_013630295.1	As006G131840
OG0015531	XP_013633696.1	As006G131890
OG0015532	XP_013635177.1	As006G132010
OG0015533	XP_013636156.1	As006G132120
OG0015534	XP_013600782.1	As006G132340
OG0015535	XP_013622536.1	As006G132880
OG0015536	XP_013622760.1	As006G133040
OG0015537	XP_013628679.1	As006G133280
OG0015538	XP_013629399.1	As006G133320
OG0015539	XP_013625411.1	As006G133350
OG0015540	XP_013585063.1	As006G133410
OG0015541	XP_013622249.1	As006G133460
OG0015542	XP_013614027.1	As006G133530
OG0015543	XP_013608564.1, XP_013583478.1	As006G133550
OG0015544	XP_013607435.1, XP_013614024.1	As006G133590
OG0015545	XP_013621838.1	As006G133670
OG0015546	XP_013638249.1	As006G133760
OG0015547	XP_013629356.1	As006G133790
OG0015548	XP_013628643.1	As006G133820
OG0015549	XP_013626896.1	As006G133840
OG0015551	XP_013621320.1	As006G133870
OG0015552	XP_013618787.1	As006G133950
OG0015553	XP_013621381.1	As006G133980
OG0015554	XP_013620481.1	As006G134000
OG0015555	XP_013598718.1	As006G134270
OG0015556	XP_013617881.1	As006G134520
OG0015557	XP_013622991.1	As006G134820
OG0015558	XP_013638836.1	As006G134860
OG0015559	XP_013638260.1	As006G135090
OG0015560	XP_013584375.1	As006G135100
OG0015561	XP_013635565.1	As006G135120
OG0015562	XP_013622661.1	As006G135180
OG0015563	XP_013638656.1	As006G135290
OG0015564	XP_013584595.1	As006G135300
OG0015565	XP_013637784.1	As006G135430
OG0015566	XP_013589088.1	As006G135650
OG0015567	XP_013633100.1	As006G135690
OG0015568	XP_013633049.1	As006G135710
OG0015569	XP_013587447.1	As006G135820
OG0015570	XP_013584610.1	As006G135940
OG0015571	XP_013637540.1	As006G136030
OG0015572	XP_013637528.1	As006G136040
OG0015573	XP_013583656.1	As006G136300
OG0015574	XP_013638385.1	As006G136580
OG0015575	XP_013627010.1	As006G136740
OG0015576	XP_013586549.1	As006G136850
OG0015577	XP_013584029.1	As006G137160
OG0015578	XP_013584229.1	As006G137400
OG0015579	XP_013628483.1	As006G137470
OG0015580	XP_013628383.1	As006G137510
OG0015581	XP_013585536.1	As006G137950
OG0015582	XP_013630112.1	As006G138030
OG0015583	XP_013639252.1	As006G138410
OG0015584	XP_013586785.1	As006G138660
OG0015585	XP_013623471.1	As006G138790
OG0015586	XP_013587744.1	As006G138880
OG0015587	XP_013626135.1	As006G138990
OG0015588	XP_013625086.1	As006G139000
OG0015589	XP_013637756.1	As006G139100
OG0015590	XP_013584206.1	As006G139140
OG0015591	XP_013604180.1	As012G286110
OG0015592	XP_013638617.1	As006G139950
OG0015593	XP_013587086.1	As006G140040
OG0015594	XP_013588660.1	As006G140470
OG0015595	XP_013616349.1	As006G140600
OG0015596	XP_013639680.1	As012G267700, As006G140670
OG0015597	XP_013627009.1	As006G140700
OG0015598	XP_013638337.1	As006G140750
OG0015599	XP_013638133.1	As006G140820
OG0015600	XP_013587177.1	As006G140840
OG0015601	XP_013587149.1	As006G141040
OG0015602	XP_013638496.1	As006G141070
OG0015603	XP_013583630.1	As006G141190
OG0015604	XP_013586888.1	As006G141240
OG0015605	XP_013625333.1	As006G141380
OG0015606	XP_013627092.1	As006G141410
OG0015607	XP_013585316.1	As006G141440
OG0015608	XP_013619131.1	As006G141520
OG0015609	XP_013625938.1	As006G141610
OG0015610	XP_013622524.1	As006G141620
OG0015611	XP_013628390.1	As006G141770
OG0015612	XP_013638086.1	As006G142250
OG0015613	XP_013584079.1	As006G142270
OG0015614	XP_013622305.1	As006G142640
OG0015615	XP_013637265.1	As006G142660
OG0015616	XP_013634030.1	As006G142870
OG0015617	XP_013636554.1	As006G143020
OG0015618	XP_013628734.1	As006G143080
OG0015619	XP_013631422.1	As006G143380
OG0015620	XP_013622923.1	As006G143400
OG0015621	XP_013628419.1	As006G143660
OG0015622	XP_013622427.1	As006G143910
OG0015623	XP_013637199.1	As006G143990
OG0015624	XP_013627707.1	As006G144080, As007G166830
OG0015625	XP_013631999.1	As006G144130
OG0015626	XP_013630114.1	As006G144470
OG0015627	XP_013625854.1	As006G144860
OG0015628	XP_013622036.1	As006G144940
OG0015629	XP_013637141.1	As006G144980
OG0015630	XP_013635691.1	As006G145160
OG0015631	XP_013636385.1	As006G145360
OG0015632	XP_013632222.1	As006G145550
OG0015633	XP_013634772.1	As006G145580
OG0015634	XP_013634870.1	As006G145670
OG0015635	XP_013633936.1	As006G145680
OG0015636	XP_013594074.1	As006G145750, As011G258620
OG0015637	XP_013626513.1	As006G145830
OG0015638	XP_013626562.1	As006G145880
OG0015639	XP_013631990.1	As006G145890
OG0015640	XP_013622004.1	As006G146020
OG0015641	XP_013626355.1	As006G146320, As006G146310
OG0015642	XP_013630878.1	As006G146660
OG0015643	XP_013636181.1	As006G146680
OG0015644	XP_013637033.1	As006G147180
OG0015645	XP_013625080.1	As006G147330
OG0015646	XP_013631138.1	As006G147340
OG0015647	XP_013636471.1	As006G147490
OG0015648	XP_013633913.1	As006G147510
OG0015649	XP_013632303.1	As006G147890
OG0015651	XP_013631231.1	As006G148780
OG0015652	XP_013602008.1	As007G152230
OG0015653	XP_013585651.1	As007G152250
OG0015655	XP_013604401.1	As007G152780, As012G282080
OG0015656	XP_013602726.1	As007G152920
OG0015657	XP_013583636.1	As007G153100
OG0015658	XP_013602875.1	As007G153410
OG0015659	XP_013602186.1	As007G153490
OG0015660	XP_013603129.1	As007G153690
OG0015661	XP_013638586.1	As007G153830
OG0015662	XP_013587704.1	As007G153840
OG0015663	XP_013638558.1	As007G153860
OG0015664	XP_013602600.1	As007G153890
OG0015665	XP_013599485.1	As007G153930
OG0015666	XP_013604611.1	As007G154000
OG0015667	XP_013604677.1	As007G154170
OG0015668	XP_013585939.1	As007G154530
OG0015669	XP_013585263.1	As007G154610
OG0015670	XP_013585261.1	As007G154630
OG0015671	XP_013583984.1	As007G154710
OG0015672	XP_013588461.1	As007G154720
OG0015673	XP_013602840.1	As007G155130
OG0015674	XP_013600336.1	As007G155240
OG0015675	XP_013638186.1	As007G155280
OG0015676	XP_013605421.1	As007G155380
OG0015677	XP_013585341.1	As007G155470
OG0015678	XP_013603087.1	As007G155510
OG0015679	XP_013638271.1	As007G155670
OG0015680	XP_013638889.1	As007G155710
OG0015681	XP_013587673.1	As007G155740
OG0015682	XP_013587056.1	As007G155770
OG0015683	XP_013596692.1	As007G156290
OG0015684	XP_013639011.1	As007G156650
OG0015685	XP_013586658.1	As007G156680
OG0015686	XP_013605691.1	As007G156750
OG0015687	XP_013596857.1	As007G156910
OG0015688	XP_013587251.1	As007G157080
OG0015689	XP_013585494.1	As007G157560
OG0015690	XP_013585496.1	As007G157630
OG0015691	XP_013604223.1	As007G157640
OG0015692	XP_013585388.1	As007G157750
OG0015693	XP_013586671.1	As007G157800
OG0015694	XP_013586672.1	As007G157820
OG0015695	XP_013584163.1	As007G157860, As007G157970, As007G157870
OG0015696	XP_013584572.1	As007G158140
OG0015697	XP_013637722.1	As007G158190
OG0015698	XP_013584934.1	As007G158520
OG0015699	XP_013585567.1	As007G158620
OG0015700	XP_013637716.1	As007G158710
OG0015701	XP_013638547.1	As007G158910
OG0015702	XP_013585829.1	As007G159100
OG0015703	XP_013586922.1	As007G159110
OG0015704	XP_013614911.1	As007G159170
OG0015705	XP_013584941.1	As007G159230
OG0015706	XP_013605300.1	As007G159320
OG0015707	XP_013587681.1	As007G159540
OG0015708	XP_013637729.1	As007G159780
OG0015709	XP_013587017.1	As007G159870
OG0015710	XP_013584097.1	As007G159950
OG0015711	XP_013638360.1	As007G160240
OG0015712	XP_013637863.1	As007G160550
OG0015713	XP_013638452.1	As007G160620
OG0015714	XP_013585707.1	As007G160780
OG0015715	XP_013620917.1	As007G160910
OG0015716	XP_013622544.1	As007G160970
OG0015717	XP_013588279.1	As007G161110
OG0015718	XP_013621994.1	As007G161130
OG0015719	XP_013622689.1	As007G161230
OG0015720	XP_013593829.1	As007G161330
OG0015721	XP_013628429.1	As007G161680
OG0015722	XP_013583724.1	As007G161870
OG0015723	XP_013585279.1	As007G161920
OG0015724	XP_013598723.1	As007G162300
OG0015725	XP_013588630.1	As007G162310
OG0015726	XP_013588016.1	As007G162360
OG0015727	XP_013621735.1	As007G162640
OG0015728	XP_013636114.1	As007G162690
OG0015729	XP_013599417.1	As007G162750
OG0015730	XP_013599460.1	As007G162830
OG0015731	XP_013607902.1	As007G162960
OG0015732	XP_013607759.1	As007G163010
OG0015733	XP_013603445.1	As007G163090
OG0015734	XP_013602083.1	As007G163190
OG0015735	XP_013585587.1	As007G163330
OG0015736	XP_013601827.1	As007G163490
OG0015737	XP_013599525.1, XP_013584627.1	As007G163560
OG0015738	XP_013599563.1	As007G163570
OG0015739	XP_013636951.1	As007G163740
OG0015740	XP_013599575.1	As007G164320
OG0015741	XP_013598539.1	As007G164380
OG0015742	XP_013599668.1	As007G164660
OG0015743	XP_013593743.1	As007G164780
OG0015744	XP_013594053.1	As007G165360
OG0015745	XP_013605257.1	As007G165640
OG0015746	XP_013621002.1	As007G165700
OG0015747	XP_013606437.1	As007G165750
OG0015748	XP_013600856.1	As007G165970
OG0015749	XP_013601597.1	As007G166010
OG0015750	XP_013600956.1	As007G166990
OG0015751	XP_013599529.1	As009G207500, As007G167110
OG0015752	XP_013602944.1	As007G177490
OG0015753	XP_013634374.1	As007G177560
OG0015754	XP_013631930.1	As007G177840
OG0015755	XP_013631685.1	As007G179090
OG0015756	XP_013634802.1	As007G179260
OG0015757	XP_013636343.1	As007G179480
OG0015758	XP_013637234.1	As007G179550
OG0015759	XP_013633620.1	As007G179600
OG0015760	XP_013593205.1	As007G179710
OG0015761	XP_013600652.1	As007G179750
OG0015762	XP_013622252.1	As007G179890
OG0015763	XP_013603147.1	As007G180140
OG0015764	XP_013590253.1, XP_013588179.1	As007G180180
OG0015765	XP_013599527.1	As007G180270
OG0015766	XP_013604792.1	As007G180540
OG0015767	XP_013600134.1	As007G180600
OG0015768	XP_013633780.1	As007G180610
OG0015769	XP_013604786.1	As007G180730
OG0015770	XP_013605209.1	As007G180790
OG0015771	XP_013604616.1	As007G180900
OG0015772	XP_013631943.1	As007G181930
OG0015773	XP_013596853.1	As007G182020
OG0015774	XP_013630475.1	As007G182100
OG0015775	XP_013637306.1	As007G182210
OG0015776	XP_013584218.1	As008G182870
OG0015777	XP_013585321.1	As008G183020
