Orthogroup	Brassica_oleracea	Alyssum_gmelinii
OG0011464	XP_013597647.1	Ag007G581420
OG0011465	XP_013604862.1	Ag001G070560
OG0011466	XP_013592857.1, XP_013605261.1	Ag001G070590
OG0011467	XP_013604352.1	Ag001G070810
OG0011468	XP_013632189.1	Ag001G071700
OG0011469	XP_013601128.1	Ag003G253290
OG0011470	XP_013634045.1	Ag001G073740, Ag001G073710
OG0011471	XP_013631863.1, XP_013605201.1	Ag001G075840
OG0011472	XP_013602229.1, XP_013634356.1	Ag001G076280
OG0011473	XP_013602793.1	Ag001G077420
OG0011474	XP_013599757.1	Ag001G079550
OG0011475	XP_013631587.1	Ag001G079990
OG0011476	XP_013635516.1, XP_013603545.1	Ag001G083020
OG0011477	XP_013600855.1	Ag001G083570
OG0011478	XP_013599773.1	Ag001G083640
OG0011479	XP_013602808.1, XP_013591875.1	Ag001G084920
OG0011480	XP_013602947.1, XP_013591193.1	Ag001G086170
OG0011481	XP_013590186.1, XP_013602502.1	Ag001G086380
OG0011482	XP_013586194.1	Ag004G308880
OG0011483	XP_013615011.1	Ag001G090740
OG0011484	XP_013604654.1	Ag001G075260
OG0011486	XP_013603360.1	Ag001G093410
OG0011487	XP_013631505.1	Ag001G093840
OG0011488	XP_013635395.1, XP_013635976.1	Ag002G202670
OG0011489	XP_013605244.1	Ag001G095210
OG0011490	XP_013588912.1	Ag001G095530
OG0011491	XP_013588920.1, XP_013600507.1	Ag001G095540
OG0011492	XP_013633664.1, XP_013587881.1	Ag001G095700
OG0011493	XP_013602621.1	Ag001G096200
OG0011494	XP_013590970.1	Ag001G096950
OG0011495	XP_013600462.1	Ag001G097410
OG0011496	XP_013605881.1	Ag001G097580
OG0011497	XP_013635952.1, XP_013591097.1	Ag001G097990
OG0011498	XP_013635563.1, XP_013601743.1	Ag001G098350
OG0011499	XP_013635707.1, XP_013605383.1	Ag001G098520
OG0011501	XP_013628983.1	Ag001G099070
OG0011503	XP_013595502.1, XP_013619181.1	Ag001G059560, Ag001G059400
OG0011504	XP_013604035.1	Ag003G214290
OG0011505	XP_013596052.1, XP_013602592.1	Ag001G062990
OG0011507	XP_013599622.1	Ag001G066280
OG0011508	XP_013632997.1, XP_013588087.1	Ag001G078910
OG0011509	XP_013632926.1	Ag001G092370
OG0011510	XP_013614735.1, XP_013604928.1	Ag001G095830
OG0011511	XP_013619706.1	Ag002G107650, Ag002G111240
OG0011514	XP_013634770.1, XP_013634567.1	Ag002G158860
OG0011515	XP_013629318.1	Ag002G176570, Ag002G176560
OG0011516	XP_013619133.1	Ag003G223240
OG0011517	XP_013619953.1, XP_013590951.1	Ag003G235390
OG0011518	XP_013588823.1, XP_013621651.1	Ag003G235450
OG0011519	XP_013596954.1, XP_013591504.1	Ag003G251470
OG0011520	XP_013598537.1	Ag003G254090
OG0011521	XP_013629212.1, XP_013584819.1, XP_013595722.1	Ag003G259360
OG0011522	XP_013623520.1, XP_013624933.1	Ag003G267070
OG0011523	XP_013584863.1	Ag004G304550
OG0011524	XP_013614524.1, XP_013603214.1	Ag004G308070, Ag004G308050
OG0011525	XP_013602685.1	Ag004G308250, Ag004G308230
OG0011526	XP_013583512.1	Ag004G313340
OG0011527	XP_013610463.1	Ag004G314540
OG0011528	XP_013584848.1, XP_013603896.1	Ag004G318370
OG0011530	XP_013600613.1	Ag004G324770
OG0011530	XP_013604404.1	Ag004G324790
OG0011531	XP_013639262.1, XP_013599744.1	Ag004G326820
OG0011532	XP_013604730.1, XP_013605806.1	Ag004G327440
OG0011533	XP_013639311.1, XP_013639312.1, XP_013603169.1	Ag004G335300
OG0011534	XP_013586279.1, XP_013594712.1	Ag004G337730
OG0011535	XP_013596446.1, XP_013603511.1	Ag004G338590
OG0011536	XP_013634937.1, XP_013603006.1	Ag004G342630
OG0011537	XP_013590520.1, XP_013618842.1	Ag004G352870
OG0011538	XP_013588802.1	Ag004G354690
OG0011539	XP_013618893.1	Ag004G356540
OG0011542	XP_013617019.1, XP_013624532.1, XP_013594975.1	Ag004G375260
OG0011543	XP_013601188.1	Ag004G381990, Ag007G577970
OG0011544	XP_013593410.1, XP_013611114.1	Ag005G403070
OG0011545	XP_013602720.1, XP_013593908.1	Ag005G404060
OG0011546	XP_013598208.1, XP_013598278.1	Ag005G406970
OG0011547	XP_013590570.1	Ag005G438880
OG0011548	XP_013627981.1, XP_013584465.1	Ag005G468770
OG0011549	XP_013627878.1, XP_013583559.1	Ag005G476240
OG0011550	XP_013609923.1, XP_013609774.1, XP_013623804.1, XP_013626455.1	Ag006G490950
OG0011551	XP_013610556.1, XP_013614447.1	Ag006G496800
OG0011552	XP_013608545.1, XP_013612971.1	Ag006G497860
OG0011554	XP_013604612.1	Ag006G544540, Ag006G543070, Ag006G544530
OG0011555	XP_013585937.1	Ag006G547960
OG0011556	XP_013596409.1, XP_013584033.1	Ag007G580700
OG0011557	XP_013595342.1, XP_013625815.1	Ag007G584110
OG0011558	XP_013635128.1, XP_013622050.1	Ag007G591580
OG0011559	XP_013610552.1, XP_013619671.1	Ag007G606130
OG0011560	XP_013621459.1, XP_013613059.1	Ag008G694840, Ag007G606740
OG0011561	XP_013611273.1, XP_013620959.1	Ag007G609670
OG0011562	YP_004927473.1	Ag007G633950
OG0011563	XP_013627143.1, XP_013619523.1	Ag008G686800
OG0011564	XP_013627681.1, XP_013616503.1	Ag008G694890
OG0011566	XP_013625925.1, XP_013615893.1	Ag008G705370
OG0011567	XP_013615574.1, XP_013626218.1	Ag008G718520
OG0011568	XP_013611246.1, XP_013620387.1	Ag008G719160
OG0011569	XP_013611269.1	Ag008G719320
OG0011570	XP_013607350.1	Ag008G719600
OG0011571	XP_013628148.1, XP_013625495.1	Ag008G730720, Ag008G730700
OG0011603	XP_013617920.1	Ag003G255120
OG0011604	XP_013596806.1	Ag003G255150
OG0011605	XP_013596647.1	Ag003G256200
OG0011608	XP_013596932.1	Ag003G257800, Ag001G090360
OG0011610	XP_013596758.1, XP_013610745.1	Ag005G409990
OG0011611	XP_013596543.1	Ag003G261980
OG0011612	XP_013597681.1	Ag003G266200, Ag003G265340
OG0011613	XP_013597679.1	Ag003G266090, Ag003G265300
OG0011614	XP_013623346.1	Ag003G264270, Ag003G265990
OG0011615	XP_013593647.1	Ag003G265950, Ag003G264250
OG0011616	XP_013599071.1	Ag003G263400, Ag003G263590
OG0011617	XP_013598180.1	Ag003G267290
OG0011618	XP_013593554.1	Ag003G269590
OG0011619	XP_013585598.1	Ag004G308940
OG0011620	XP_013607611.1	Ag003G271280
OG0011621	XP_013637672.1	Ag003G278770
OG0011622	XP_013595936.1	Ag003G278690
OG0011623	XP_013636447.1	Ag002G160960
OG0011624	XP_013598157.1	Ag003G278040
OG0011625	XP_013611153.1	Ag008G716290
OG0011626	XP_013589535.1	Ag003G274130
OG0011627	XP_013592870.1	Ag004G343070
OG0011628	XP_013621417.1, XP_013626121.1	Ag008G718480
OG0011629	XP_013601224.1	Ag003G281170
OG0011630	XP_013622541.1, XP_013597707.1	Ag003G282050
OG0011631	XP_013636067.1	Ag003G284710
OG0011632	XP_013637677.1, XP_013600380.1	Ag007G579530
OG0011634	XP_013584316.1	Ag007G579450
OG0011635	XP_013604031.1	Ag007G579170
OG0011636	XP_013600772.1	Ag007G579070
OG0011637	XP_013586787.1	Ag007G578570
OG0011638	XP_013587569.1	Ag007G578470
OG0011639	XP_013638965.1	Ag007G578450
OG0011640	XP_013586300.1	Ag007G578130, Ag007G578370
OG0011641	XP_013599764.1	Ag007G577990
OG0011642	XP_013598486.1	Ag001G101210
OG0011643	XP_013600177.1	Ag001G101460
OG0011645	XP_013601408.1	Ag001G101710
OG0011646	XP_013600799.1	Ag001G101930
OG0011647	XP_013604015.1	Ag006G522600
OG0011648	XP_013631708.1	Ag006G572970
OG0011649	XP_013605643.1	Ag007G589870
OG0011650	XP_013638909.1	Ag004G364910, Ag004G365470
OG0011651	XP_013635817.1	Ag004G365610, Ag004G365080
OG0011652	XP_013609085.1	Ag004G365230, Ag004G365770
OG0011653	XP_013611873.1	Ag004G366670
OG0011654	XP_013636922.1	Ag004G366780
OG0011655	XP_013590677.1	Ag004G367230
OG0011656	XP_013584651.1	Ag004G310690
OG0011657	XP_013605043.1	Ag004G368030
OG0011659	XP_013608950.1	Ag004G370770, Ag005G444770
OG0011660	XP_013605655.1	Ag004G371220
OG0011661	XP_013637066.1	Ag007G645410
OG0011662	XP_013607085.1	Ag004G371970
OG0011663	XP_013616079.1	Ag007G587380
OG0011664	XP_013610545.1, XP_013632805.1	Ag004G374120
OG0011665	XP_013606403.1	Ag004G376990
OG0011666	XP_013585777.1	Ag004G314520
OG0011668	XP_013612292.1	Ag008G658980, Ag008G659520
OG0011669	XP_013595968.1	Ag002G164720
OG0011670	XP_013587203.1	Ag004G341030
OG0011671	XP_013598332.1	Ag008G660330
OG0011672	XP_013598584.1	Ag008G660070
OG0011673	XP_013607038.1	Ag007G595880
OG0011674	XP_013620908.1	Ag008G660780
OG0011675	XP_013599033.1	Ag008G660860, Ag007G643710
OG0011676	XP_013611461.1	Ag008G661970
OG0011677	XP_013606036.1, XP_013614359.1	Ag008G662310
OG0011679	XP_013597691.1	Ag008G663930
OG0011680	XP_013599418.1	Ag008G664310
OG0011681	XP_013599329.1	Ag008G665020
OG0011682	XP_013613405.1	Ag008G666630
OG0011683	XP_013597642.1	Ag008G667140
OG0011684	XP_013612180.1, XP_013594928.1	Ag008G668590
OG0011685	XP_013594107.1	Ag008G668960
OG0011686	XP_013637187.1	Ag007G652210
OG0011687	XP_013616223.1	Ag005G412050, Ag002G161390
OG0011689	XP_013616136.1	Ag004G357010, Ag003G268320
OG0011690	XP_013620171.1	Ag004G357640
OG0011691	XP_013592680.1	Ag004G357970
OG0011692	XP_013588426.1, XP_013588458.1	Ag004G358360
OG0011693	XP_013588269.1	Ag004G358520
OG0011694	XP_013591850.1	Ag004G358780
OG0011695	XP_013615885.1, XP_013591401.1, XP_013589572.1	Ag005G438380
OG0011696	XP_013588658.1, XP_013623919.1	Ag006G511690, Ag001G074540
OG0011697	XP_013590018.1	Ag004G360410
OG0011698	XP_013584145.1	Ag004G302270
OG0011699	XP_013590269.1	Ag003G242450
OG0011700	XP_013589931.1	Ag004G348280
OG0011701	XP_013608859.1	Ag004G401800
OG0011702	XP_013613118.1	Ag004G401420
OG0011703	XP_013612841.1	Ag004G401220
OG0011704	XP_013612139.1	Ag004G400410
OG0011705	XP_013606599.1	Ag004G397160
OG0011706	XP_013606140.1	Ag004G389630, Ag004G394710
OG0011707	XP_013613232.1	Ag004G393740, Ag004G388780
OG0011708	XP_013635003.1, XP_013612342.1	Ag004G383880
OG0011709	XP_013635063.1	Ag004G381960
OG0011711	XP_013606165.1, XP_013632061.1	Ag004G380810
OG0011712	XP_013611379.1, XP_013624182.1	Ag005G470970
OG0011714	XP_013604366.1	Ag001G082050
OG0011715	XP_013634583.1	Ag002G188700
OG0011716	XP_013636899.1	Ag002G187960
OG0011717	XP_013629863.1	Ag002G187850
OG0011718	XP_013630385.1	Ag005G478080
OG0011719	XP_013624156.1	Ag005G477660, Ag005G476840
OG0011720	XP_013638455.1	Ag005G477030
OG0011721	XP_013583802.1	Ag005G476930, Ag004G386510
OG0011722	XP_013585720.1	Ag005G476890
OG0011723	XP_013626408.1	Ag005G476290
OG0011724	XP_013625532.1	Ag008G685600
OG0011725	XP_013583912.1	Ag006G497080
OG0011726	XP_013637791.1	Ag005G475770
OG0011727	XP_013637327.1	Ag005G475510
OG0011728	XP_013627966.1, XP_013585446.1	Ag005G474750
OG0011729	XP_013587415.1	Ag005G474670
OG0011730	XP_013635480.1	Ag005G474510
OG0011731	XP_013636460.1	Ag006G564140, Ag005G474500
OG0011732	XP_013585725.1	Ag005G474460
OG0011733	XP_013585009.1	Ag005G474400
OG0011734	XP_013603031.1, XP_013638132.1, XP_013614432.1	Ag005G474180
OG0011735	XP_013586465.1	Ag005G472430
OG0011736	XP_013587465.1	Ag005G471770
OG0011737	XP_013606711.1	Ag001G040570, Ag004G336410
OG0011738	XP_013621816.1	Ag001G046030
OG0011739	XP_013627675.1	Ag008G664120
OG0011740	XP_013625173.1	Ag006G562730
OG0011741	XP_013626506.1	Ag008G675970
OG0011742	XP_013628616.1	Ag006G496280, Ag006G526150
OG0011743	XP_013629500.1	Ag008G676950
OG0011744	XP_013622722.1	Ag008G676520
OG0011745	XP_013613075.1	Ag003G268240, Ag008G676610
OG0011746	XP_013613654.1	Ag008G679790
OG0011748	XP_013623561.1	Ag008G680020
OG0011750	XP_013618430.1	Ag008G681880
OG0011751	XP_013627647.1, XP_013619635.1	Ag008G681990
OG0011752	XP_013612389.1	Ag008G682040, Ag008G682920
OG0011753	XP_013630026.1	Ag001G041130
OG0011754	XP_013610229.1, XP_013599337.1	Ag003G252630
OG0011755	XP_013619260.1	Ag003G211490
OG0011756	XP_013609237.1	Ag008G688420, Ag008G690060
OG0011757	XP_013619929.1	Ag008G688230, Ag008G690230
OG0011758	XP_013609346.1	Ag008G687990
OG0011759	XP_013606183.1	Ag008G689730, Ag008G688730
OG0011761	XP_013612042.1	Ag001G057860
OG0011762	XP_013613224.1	Ag008G694150
OG0011763	XP_013585942.1, XP_013631627.1	Ag004G385940
OG0011764	XP_013620641.1	Ag008G695520
OG0011765	XP_013610055.1	Ag008G696030
OG0011766	XP_013619107.1	Ag008G696330
OG0011767	XP_013625576.1	Ag008G696440
OG0011768	XP_013609613.1	Ag008G697190
OG0011769	XP_013606874.1	Ag008G697700
OG0011770	XP_013621490.1, XP_013611263.1	Ag008G698250
OG0011771	XP_013607355.1	Ag008G699800
OG0011772	XP_013615875.1	Ag008G701410
OG0011773	XP_013613814.1, XP_013612522.1	Ag008G701240
OG0011774	XP_013612855.1	Ag008G701970
OG0011775	XP_013629127.1	Ag008G705260
OG0011776	XP_013608941.1, XP_013615208.1	Ag008G704230
OG0011777	XP_013611788.1	Ag008G704580
OG0011778	XP_013629235.1	Ag008G704600
OG0011779	XP_013608837.1	Ag007G655390
OG0011781	XP_013614828.1	Ag007G610840
OG0011782	XP_013623280.1	Ag007G608350
OG0011783	XP_013606611.1, XP_013616257.1	Ag007G608160
OG0011784	XP_013611896.1, XP_013628723.1	Ag007G607480
OG0011785	XP_013610997.1	Ag003G270580, Ag007G605950
OG0011786	XP_013620147.1	Ag007G605800
OG0011788	XP_013608898.1	Ag007G604550
OG0011789	XP_013613055.1	Ag007G603370
OG0011790	XP_013622882.1	Ag008G731300
OG0011791	XP_013620772.1	Ag007G602620
OG0011792	XP_013607143.1	Ag007G602260
OG0011793	XP_013608940.1, XP_013633761.1	Ag007G602230
OG0011794	XP_013606671.1	Ag007G601750
OG0011795	XP_013611480.1	Ag007G601590
OG0011796	XP_013629565.1	Ag007G601480
OG0011797	XP_013628225.1	Ag007G601440
OG0011798	XP_013629757.1	Ag007G601220
OG0011799	XP_013629899.1	Ag007G600200
OG0011800	XP_013623611.1	Ag007G599920
OG0011801	XP_013612261.1	Ag006G508160, Ag006G507490
OG0011802	XP_013606438.1	Ag006G508040, Ag006G508050, Ag006G507350
OG0011803	XP_013613318.1, XP_013615928.1	Ag006G507340
OG0011804	XP_013621076.1	Ag008G664570
OG0011805	XP_013597531.1, XP_013604435.1	Ag006G576850
OG0011806	XP_013620954.1	Ag006G575270
OG0011807	XP_013600051.1	Ag004G325050
OG0011808	XP_013596977.1	Ag006G574730
OG0011809	XP_013596996.1	Ag006G574720
OG0011810	XP_013597319.1	Ag006G572930
OG0011811	XP_013593289.1, XP_013605233.1	Ag006G571870
OG0011812	XP_013598713.1	Ag006G571560
OG0011813	XP_013597659.1	Ag004G363660, Ag006G556890
OG0011814	XP_013597884.1	Ag006G558400
OG0011815	XP_013597789.1	Ag006G558410
OG0011816	XP_013597828.1	Ag006G559380
OG0011817	XP_013592933.1	Ag006G559660
OG0011818	XP_013630605.1	Ag006G559720
OG0011819	XP_013598405.1	Ag006G560880
OG0011820	XP_013626335.1	Ag006G561300
OG0011822	XP_013597989.1	Ag006G561320
OG0011823	XP_013598365.1	Ag006G562630
OG0011824	XP_013625603.1	Ag006G562690
OG0011825	XP_013628406.1	Ag006G562720
OG0011826	XP_013611500.1	Ag006G565830
OG0011827	XP_013602021.1	Ag006G566240, Ag006G566220
OG0011828	XP_013596341.1, XP_013594423.1	Ag006G566860
OG0011829	XP_013619483.1	Ag006G555550
OG0011830	XP_013621892.1	Ag006G554950
OG0011831	XP_013617854.1	Ag006G554260
OG0011832	XP_013596018.1	Ag006G553810
OG0011833	XP_013617442.1	Ag006G553540
OG0011834	XP_013596388.1	Ag006G552520
OG0011835	XP_013619773.1	Ag006G550670, Ag006G550590
OG0011836	XP_013604136.1	Ag006G548410, Ag006G546220
OG0011837	XP_013602836.1	Ag006G542490, Ag006G545110
OG0011838	XP_013599451.1	Ag006G544840, Ag006G542750
OG0011839	XP_013612580.1	Ag006G544820, Ag006G542790
OG0011840	XP_013599218.1	Ag006G544650, Ag006G542940
OG0011841	XP_013584203.1	Ag006G541240
OG0011842	XP_013584260.1	Ag006G571390
OG0011843	XP_013638265.1	Ag006G540790
OG0011844	XP_013588282.1	Ag004G378150
OG0011845	XP_013637717.1	Ag006G539950, Ag006G537460
OG0011846	XP_013590266.1	Ag006G537440, Ag006G539930
OG0011847	XP_013605287.1	Ag006G536040
OG0011848	XP_013591138.1	Ag004G345580, Ag004G345540, Ag006G535590
OG0011849	XP_013590059.1	Ag006G535330
OG0011850	XP_013605122.1	Ag004G309440
OG0011851	XP_013631072.1	Ag006G533260
OG0011852	XP_013588259.1	Ag006G532530
OG0011853	XP_013621747.1	Ag006G491580, Ag004G374360
OG0011854	XP_013585965.1	Ag006G531830
OG0011855	XP_013626446.1, XP_013639444.1	Ag007G584720
OG0011856	XP_013590196.1	Ag007G584610
OG0011857	XP_013600278.1	Ag007G585280
OG0011858	XP_013592513.1	Ag007G585260, Ag007G585270
OG0011859	XP_013602284.1	Ag006G559270
OG0011860	XP_013599579.1	Ag007G584500
OG0011861	XP_013613227.1	Ag007G625840
OG0011862	XP_013613557.1	Ag007G583710
OG0011863	XP_013623170.1	Ag007G583180
OG0011864	XP_013629763.1	Ag007G582400
OG0011865	XP_013594214.1	Ag007G581820
OG0011866	XP_013585808.1, XP_013630453.1	Ag007G581580
OG0011867	XP_013584539.1	Ag007G581010
OG0011868	XP_013622212.1	Ag007G580960
OG0011869	XP_013584141.1, XP_013595752.1	Ag007G579860
OG0011870	XP_013605665.1	Ag003G285820
OG0011871	XP_013599885.1	Ag003G287940
OG0011872	XP_013601860.1	Ag003G288590
OG0011873	XP_013625662.1	Ag003G289570
OG0011874	XP_013604880.1	Ag003G289590
OG0011875	XP_013628221.1	Ag003G290280
OG0011876	XP_013601929.1	Ag003G291250
OG0011877	XP_013625758.1	Ag003G292760
OG0011878	XP_013626881.1	Ag003G292830
OG0011879	XP_013623079.1	Ag003G293260
OG0011880	XP_013593217.1	Ag003G293350, Ag006G549750
OG0011881	XP_013610750.1	Ag003G294230
OG0011882	XP_013625379.1	Ag003G295010
OG0011883	XP_013623222.1	Ag003G295510
OG0011884	XP_013593715.1	Ag003G295600
OG0011885	XP_013623338.1	Ag003G295840
OG0011886	XP_013595199.1, XP_013608140.1	Ag003G295900
OG0011887	XP_013593975.1, XP_013638760.1	Ag003G296340
OG0011888	XP_013597586.1	Ag003G296470
OG0011889	XP_013629614.1	Ag003G296620
OG0011890	XP_013628114.1	Ag007G587670, Ag003G296660
OG0011891	XP_013595229.1	Ag003G297020
OG0011892	XP_013622870.1	Ag003G297000
OG0011893	XP_013593525.1	Ag003G297150
OG0011894	XP_013603865.1, XP_013595040.1	Ag003G297160
OG0011895	XP_013587993.1	Ag007G643280
OG0011896	XP_013635404.1	Ag007G645210
OG0011897	XP_013587766.1	Ag007G645460
OG0011898	XP_013605213.1	Ag007G645530
OG0011899	XP_013636450.1	Ag007G645520
OG0011900	XP_013590169.1	Ag007G646430
OG0011901	XP_013637316.1	Ag007G647660
OG0011902	XP_013633139.1, XP_013613712.1	Ag007G648370
OG0011903	XP_013631884.1	Ag002G162280
OG0011904	XP_013636269.1	Ag002G162450
OG0011905	XP_013593718.1, XP_013584841.1	Ag007G579300
OG0011906	XP_013596939.1	Ag007G586130
OG0011907	XP_013637006.1	Ag002G163730
OG0011908	XP_013625454.1	Ag002G163100
OG0011909	XP_013635966.1	Ag007G655760
OG0011910	XP_013631444.1, XP_013621737.1	Ag002G164320
OG0011911	XP_013630030.1	Ag009G737050, Ag002G152070
OG0011912	XP_013613116.1	Ag009G736830, Ag002G151830
OG0011913	XP_013608833.1	Ag008G733880
OG0011914	XP_013622996.1	Ag002G154950, Ag002G149750
OG0011917	XP_013607225.1	Ag008G732710
OG0011918	XP_013611750.1	Ag002G149960, Ag009G735320
OG0011919	XP_013612047.1	Ag002G147510
OG0011920	XP_013630345.1	Ag002G151440, Ag009G736370, Ag002G108320, Ag002G111800
OG0011921	XP_013626164.1	Ag002G107770, Ag002G111320
OG0011922	XP_013612452.1	Ag002G150710, Ag009G736050
OG0011923	XP_013633810.1	Ag002G160020
OG0011924	XP_013635623.1, XP_013631969.1	Ag002G159790
OG0011925	XP_013634413.1	Ag002G159650
OG0011926	XP_013635249.1	Ag002G159190
OG0011927	XP_013635995.1	Ag002G159060
OG0011928	XP_013635605.1, XP_013627890.1	Ag002G158800
OG0011929	XP_013634319.1	Ag002G158510
OG0011930	XP_013636597.1	Ag002G158470
OG0011932	XP_013602045.1	Ag004G299760
OG0011933	XP_013609205.1	Ag002G158150
OG0011934	XP_013609036.1	Ag002G157460
OG0011935	XP_013633979.1	Ag002G157320
OG0011936	XP_013636883.1	Ag002G154480, Ag002G156930
OG0011937	XP_013631040.1	Ag002G156880, Ag002G154420
OG0011939	XP_013637951.1	Ag007G609660
OG0011940	XP_013609254.1	Ag002G148530
OG0011941	XP_013606132.1	Ag001G083850, Ag001G083840
OG0011942	XP_013613052.1	Ag002G147380
OG0011943	XP_013629387.1	Ag002G147070
OG0011944	XP_013606723.1	Ag002G145740
OG0011945	XP_013611765.1	Ag002G145120
OG0011946	XP_013626276.1	Ag002G143500, Ag002G143490
OG0011947	XP_013607119.1	Ag002G143680
OG0011948	XP_013608715.1	Ag002G144000, Ag002G144490
OG0011950	XP_013609541.1	Ag002G142340
OG0011951	XP_013627355.1	Ag002G141950
OG0011952	XP_013606955.1	Ag002G140950
OG0011953	XP_013612719.1	Ag002G138320, Ag002G137790
OG0011954	XP_013611158.1	Ag002G138220, Ag002G134840
OG0011955	XP_013610155.1	Ag002G130150
OG0011956	XP_013611390.1	Ag002G128730
OG0011957	XP_013598280.1	Ag002G103030
OG0011958	XP_013599435.1	Ag002G103910
OG0011959	XP_013597103.1	Ag002G105000, Ag002G105020
OG0011960	XP_013615040.1, XP_013596749.1	Ag002G106270, Ag002G109960
OG0011961	XP_013634508.1	Ag002G110840, Ag002G107350
OG0011962	XP_013606480.1	Ag002G108460, Ag002G111910
OG0011963	XP_013593040.1	Ag002G108630, Ag002G112360
OG0011964	XP_013597770.1	Ag002G117620
OG0011965	XP_013597688.1	Ag002G120310
OG0011966	XP_013618456.1, XP_013595657.1	Ag002G123360
OG0011967	XP_013602456.1	Ag003G254060, Ag019G742930
OG0011968	XP_013593445.1	Ag002G122710, Ag002G114570
OG0011969	XP_013629233.1	Ag008G705060
OG0011970	XP_013631237.1	Ag001G029350
OG0011971	XP_013599641.1	Ag001G041820
OG0011972	XP_013637330.1	Ag001G043690, Ag001G045850
OG0011973	XP_013636031.1	Ag001G043840, Ag001G039440
OG0011974	XP_013599153.1	Ag005G428480
OG0011975	XP_013599306.1	Ag005G429510
OG0011976	XP_013587877.1	Ag001G038720
OG0011977	XP_013636276.1	Ag001G038710
OG0011978	XP_013634554.1	Ag001G038410
OG0011979	XP_013633921.1	Ag001G036970
OG0011980	XP_013605353.1	Ag001G037930
OG0011981	XP_013625579.1	Ag001G037420
OG0011982	XP_013591143.1	Ag001G037010
OG0011983	XP_013600725.1	Ag001G036590
OG0011984	XP_013585105.1, XP_013626257.1	Ag001G036390
OG0011985	XP_013607103.1	Ag001G035260
OG0011986	XP_013592662.1, XP_013602114.1	Ag001G034730
OG0011987	XP_013618946.1	Ag004G367600, Ag001G034610, Ag004G367590
OG0011988	XP_013598508.1	Ag001G033740
OG0011989	XP_013594181.1	Ag001G033050
OG0011990	XP_013633851.1	Ag007G650450
OG0011991	XP_013631462.1	Ag007G651340
OG0011992	XP_013632151.1	Ag007G652930
OG0011993	XP_013631622.1	Ag007G652770
OG0011994	XP_013631625.1	Ag007G652690
OG0011995	XP_013634503.1	Ag007G652190
OG0011996	XP_013634006.1	Ag007G652130
OG0011997	XP_013590133.1, XP_013630932.1	Ag007G655570
OG0011998	XP_013631659.1	Ag007G655440
OG0011999	XP_013636610.1	Ag007G655990
OG0012001	XP_013639046.1, XP_013637027.1	Ag007G656200
OG0012002	XP_013630847.1	Ag004G308520, Ag007G657520, Ag007G580100
OG0012003	XP_013590416.1	Ag003G268020
OG0012005	XP_013631779.1	Ag002G206510
OG0012006	XP_013617640.1	Ag002G206430
OG0012007	XP_013628672.1	Ag002G205710
OG0012008	XP_013637428.1	Ag002G204550
OG0012009	XP_013634253.1, XP_013634202.1	Ag002G203850
OG0012010	XP_013615223.1, XP_013631888.1	Ag002G203730
OG0012011	XP_013614731.1	Ag002G203080
OG0012012	XP_013604957.1	Ag001G094830
OG0012013	XP_013635100.1, XP_013635000.1	Ag003G278200
OG0012014	XP_013634730.1	Ag002G202700
OG0012015	XP_013631582.1, XP_013634132.1	Ag002G201800
OG0012016	XP_013636982.1	Ag002G201720
OG0012017	XP_013636660.1	Ag002G200940
OG0012018	XP_013631759.1, XP_013633478.1	Ag002G200910
OG0012019	XP_013631115.1	Ag002G200260
OG0012020	XP_013633808.1	Ag002G199680
OG0012021	XP_013636682.1	Ag002G199550
OG0012022	XP_013603940.1	Ag008G719080, Ag008G694820
OG0012023	XP_013633458.1	Ag002G196620
OG0012024	XP_013633934.1	Ag002G196600
OG0012025	XP_013634138.1	Ag002G196490
OG0012026	XP_013632091.1, XP_013622128.1	Ag002G196070
OG0012027	XP_013625194.1	Ag002G195490, Ag003G225150
OG0012028	XP_013633739.1	Ag004G382850, Ag006G499800
OG0012029	XP_013636735.1	Ag002G194730
OG0012030	XP_013633955.1	Ag002G193250
OG0012031	XP_013636461.1	Ag002G191730
OG0012032	XP_013628860.1	Ag002G192270
OG0012033	XP_013636966.1	Ag002G192640, Ag008G707540
OG0012034	XP_013627275.1	Ag006G491440
OG0012035	XP_013613290.1	Ag006G491770
OG0012036	XP_013628913.1	Ag006G491930
OG0012037	XP_013611620.1	Ag001G020390, Ag006G492930
OG0012038	XP_013616030.1	Ag006G493840
OG0012039	XP_013616739.1, XP_013626310.1	Ag006G494720
OG0012040	XP_013606836.1	Ag006G496570
OG0012041	XP_013609215.1	Ag006G496590
OG0012042	XP_013621341.1	Ag008G719650, Ag008G719660
OG0012043	XP_013618093.1	Ag008G719630
OG0012044	XP_013619853.1	Ag008G717990
OG0012045	XP_013613021.1	Ag008G717980
OG0012046	XP_013621317.1, XP_013611413.1	Ag008G718110
OG0012047	XP_013621950.1	Ag008G718270
OG0012048	XP_013611494.1	Ag008G718050
OG0012049	XP_013620681.1	Ag008G716410
OG0012050	XP_013611001.1	Ag008G716400
OG0012051	XP_013611003.1	Ag008G716380
OG0012052	XP_013611156.1	Ag008G716310
OG0012053	XP_013612874.1	Ag008G715150
OG0012054	XP_013618984.1	Ag008G714980
OG0012055	XP_013613467.1	Ag008G714430
OG0012056	XP_013608772.1	Ag003G255940, Ag007G612100
OG0012057	XP_013618305.1	Ag008G711730, Ag008G711740
