Orthogroup	Brassica_oleracea	Cardamine_amara
OG0013974	XP_013586664.1	evm.model.RL_5.304
OG0013975	XP_013585046.1	evm.model.RL_5.285
OG0013977	XP_013585846.1	evm.model.RL_5.273
OG0013978	XP_013586955.1	evm.model.RL_5.206
OG0013979	XP_013605144.1	evm.model.RL_5.177
OG0013980	XP_013600930.1	evm.model.RL_5.164
OG0013981	XP_013587290.1	evm.model.RL_5.161
OG0013982	XP_013585040.1	evm.model.RL_5.123
OG0013983	XP_013638187.1	evm.model.RL_5.79
OG0013984	XP_013585626.1	evm.model.RL_5.73
OG0013985	XP_013584114.1	evm.model.RL_5.57
OG0013986	XP_013584313.1	evm.model.RL_5.55
OG0013987	XP_013605912.1	evm.model.RL_5.52
OG0013988	XP_013600529.1	evm.model.RL_5.50.1.687c88a9
OG0013989	XP_013587184.1	evm.model.RL_5.45
OG0013990	XP_013584713.1	evm.model.RL_5.12
OG0013991	XP_013586126.1	evm.model.RL_5.17
OG0013992	XP_013586789.1	evm.model.RL_8.2872, evm.model.RL_3.515
OG0013993	XP_013586169.1	evm.model.RL_8.2891.1.687c8563
OG0013994	XP_013604783.1	evm.model.RL_8.2893
OG0013995	XP_013586067.1	evm.model.RL_6.2326
OG0013996	XP_013605223.1	evm.model.RL_8.2897
OG0013997	XP_013592280.1	evm.model.RL_7.1567
OG0013998	XP_013584058.1	evm.model.RL_8.2927
OG0013999	XP_013606176.1	evm.model.RL_4.2228
OG0014000	XP_013629782.1	evm.model.RL_4.2169
OG0014001	XP_013611754.1	evm.model.RL_4.1740
OG0014002	XP_013612462.1	evm.model.RL_4.2178
OG0014003	XP_013629322.1	evm.model.RL_4.2181
OG0014004	XP_013607031.1	evm.model.RL_4.2217
OG0014005	XP_013611509.1	evm.model.RL_4.2153
OG0014006	XP_013627466.1	evm.model.RL_4.2087
OG0014007	XP_013613328.1, XP_013619284.1	evm.model.RL_4.2070
OG0014008	XP_013630817.1	evm.model.RL_4.2069
OG0014009	XP_013619553.1	evm.model.RL_4.2068
OG0014010	XP_013611983.1	evm.model.RL_4.2063
OG0014011	XP_013606233.1	evm.model.RL_4.2060
OG0014012	XP_013618600.1	evm.model.RL_4.2047
OG0014013	XP_013625158.1	evm.model.RL_4.2046
OG0014014	XP_013609247.1	evm.model.RL_4.2032
OG0014015	XP_013620343.1	evm.model.RL_4.2022
OG0014016	XP_013620341.1	evm.model.RL_4.2019
OG0014017	XP_013612755.1	evm.model.RL_4.1988
OG0014018	XP_013612629.1	evm.model.RL_4.1969
OG0014019	XP_013611975.1	evm.model.RL_4.1962
OG0014020	XP_013621669.1	evm.model.RL_4.1942.2.687c86d6
OG0014021	XP_013616071.1	evm.model.RL_4.1930
OG0014022	XP_013613024.1	evm.model.RL_4.1921
OG0014023	XP_013628879.1	evm.model.RL_4.1902
OG0014024	XP_013608412.1, XP_013628881.1	evm.model.RL_4.1903
OG0014025	XP_013615726.1	evm.model.RL_4.1882
OG0014026	XP_013615091.1	evm.model.RL_4.1835
OG0014027	XP_013612801.1	evm.model.RL_3.2118
OG0014028	XP_013608731.1	evm.model.RL_4.1829
OG0014029	XP_013616845.1, XP_013616846.1	evm.model.RL_4.1811
OG0014030	XP_013614127.1, XP_013613165.1	evm.model.RL_4.1803
OG0014031	XP_013616834.1	evm.model.RL_4.1796
OG0014032	XP_013609678.1	evm.model.RL_4.1782
OG0014033	XP_013612708.1	evm.model.RL_4.1761
OG0014034	XP_013607173.1	evm.model.RL_4.1736, evm.model.RL_6.167
OG0014035	XP_013612728.1	evm.model.RL_4.1720
OG0014036	XP_013617908.1, XP_013593401.1	evm.model.RL_4.1110
OG0014037	XP_013608808.1	evm.model.RL_4.1103
OG0014038	XP_013613001.1	evm.model.RL_4.1101
OG0014039	XP_013621453.1	evm.model.RL_4.1099
OG0014040	XP_013612813.1	evm.model.RL_4.1091
OG0014041	XP_013606222.1	evm.model.RL_4.1080
OG0014042	XP_013599151.1	evm.model.RL_4.509
OG0014043	XP_013598394.1	evm.model.RL_4.1053
OG0014044	XP_013612828.1	evm.model.RL_4.1023
OG0014045	XP_013598301.1	evm.model.RL_4.979
OG0014046	XP_013596450.1	evm.model.RL_4.873
OG0014047	XP_013598909.1	evm.model.RL_4.869
OG0014048	XP_013593955.1	evm.model.RL_4.860
OG0014049	XP_013597866.1	evm.model.RL_4.856
OG0014050	XP_013599240.1	evm.model.RL_4.788
OG0014051	XP_013596202.1	evm.model.RL_4.844
OG0014052	XP_013625507.1	evm.model.RL_4.2271.1.687c86d8
OG0014054	XP_013610867.1	evm.model.RL_4.2846
OG0014055	XP_013611955.1	evm.model.RL_4.2854
OG0014056	XP_013616285.1	evm.model.RL_4.2148
OG0014057	XP_013607223.1	evm.model.RL_4.2877
OG0014058	XP_013619406.1	evm.model.RL_4.2881
OG0014059	XP_013623355.1	evm.model.RL_4.2883
OG0014060	XP_013612623.1	evm.model.RL_4.2889
OG0014061	XP_013599177.1	evm.model.RL_4.756
OG0014062	XP_013616681.1	evm.model.RL_4.2924
OG0014063	XP_013606582.1	evm.model.RL_4.2930
OG0014064	XP_013611743.1	evm.model.RL_4.2940.2.687c86dc
OG0014065	XP_013609891.1	evm.model.RL_4.2948
OG0014066	XP_013606321.1	evm.model.RL_4.2954
OG0014067	XP_013611869.1	evm.model.RL_4.2960
OG0014068	XP_013625527.1	evm.model.RL_4.2969
OG0014069	XP_013611095.1	evm.model.RL_4.2979
OG0014070	XP_013611632.1	evm.model.RL_4.2992
OG0014071	XP_013628953.1	evm.model.RL_4.2995
OG0014072	XP_013609326.1	evm.model.RL_4.3012
OG0014073	XP_013610582.1	evm.model.RL_4.3016
OG0014074	XP_013607157.1	evm.model.RL_4.3056
OG0014075	XP_013611151.1	evm.model.RL_4.3053
OG0014076	XP_013611016.1	evm.model.RL_4.3047
OG0014077	XP_013611014.1	evm.model.RL_4.3046
OG0014078	XP_013622271.1	evm.model.RL_4.3064
OG0014079	XP_013606163.1	evm.model.RL_4.3068
OG0014080	XP_013629984.1	evm.model.RL_4.3072
OG0014081	XP_013613048.1	evm.model.RL_4.3073
OG0014082	XP_013611346.1	evm.model.RL_4.3075
OG0014083	XP_013612909.1	evm.model.RL_4.3094
OG0014084	XP_013598374.1	evm.model.RL_4.1151
OG0014085	XP_013620507.1	evm.model.RL_4.1182
OG0014086	XP_013621017.1, XP_013598552.1	evm.model.RL_4.1181
OG0014087	XP_013593505.1	evm.model.RL_4.1208
OG0014088	XP_013598626.1	evm.model.RL_4.1294.1.687c86d3
OG0014089	XP_013598756.1	evm.model.RL_4.1287
OG0014090	XP_013615402.1, XP_013596401.1	evm.model.RL_4.1284
OG0014091	XP_013599012.1	evm.model.RL_4.1298
OG0014092	XP_013612130.1	evm.model.RL_4.1304
OG0014093	XP_013612742.1	evm.model.RL_4.1338
OG0014094	XP_013597850.1	evm.model.RL_4.1356
OG0014095	XP_013628789.1	evm.model.RL_1.2455
OG0014096	XP_013598061.1, XP_013613816.1	evm.model.RL_4.1418
OG0014097	XP_013618045.1, XP_013618055.1	evm.model.RL_4.1420
OG0014098	XP_013598341.1	evm.model.RL_8.2173
OG0014099	XP_013595266.1	evm.model.RL_8.2221
OG0014100	XP_013593125.1	evm.model.RL_8.2225
OG0014101	XP_013606905.1	evm.model.RL_8.2249
OG0014102	XP_013583279.1	evm.model.RL_2.2330
OG0014103	XP_013621853.1	evm.model.RL_8.2276
OG0014104	XP_013616090.1	evm.model.RL_8.2284
OG0014105	XP_013616559.1	evm.model.RL_8.2308
OG0014106	XP_013621957.1	evm.model.RL_8.2337
OG0014107	XP_013621955.1	evm.model.RL_8.2343
OG0014108	XP_013630022.1	evm.model.RL_8.2346
OG0014109	XP_013625382.1	evm.model.RL_8.2354
OG0014110	XP_013629434.1	evm.model.RL_8.2365
OG0014111	XP_013612824.1	evm.model.RL_8.2380
OG0014112	XP_013612825.1	evm.model.RL_8.2381
OG0014113	XP_013613213.1	evm.model.RL_8.1953
OG0014114	XP_013606990.1	evm.model.RL_8.1935
OG0014115	XP_013611527.1	evm.model.RL_8.1911
OG0014116	XP_013605113.1	evm.model.RL_7.1237
OG0014117	XP_013596674.1, XP_013603494.1	evm.model.RL_7.1241
OG0014118	XP_013603238.1	evm.model.RL_7.1247
OG0014119	XP_013604421.1	evm.model.RL_7.1253
OG0014120	XP_013637746.1	evm.model.RL_7.1281
OG0014122	XP_013599512.1	evm.model.RL_7.1315
OG0014123	XP_013602580.1	evm.model.RL_7.1316
OG0014124	XP_013599331.1, XP_013638538.1	evm.model.RL_7.1333.1.687c84b9
OG0014125	XP_013604545.1	evm.model.RL_7.1348.2.687c84b9
OG0014126	XP_013598095.1	evm.model.RL_7.1399
OG0014127	XP_013606649.1	evm.model.RL_7.1414
OG0014128	XP_013601582.1	evm.model.RL_7.1422
OG0014129	XP_013608973.1	evm.model.RL_7.1453
OG0014130	XP_013606958.1	evm.model.RL_7.1458
OG0014131	XP_013613849.1	evm.model.RL_7.1474
OG0014132	XP_013603671.1	evm.model.RL_7.1479
OG0014133	XP_013622140.1	evm.model.RL_7.1518
OG0014134	XP_013606740.1	evm.model.RL_7.1526
OG0014135	XP_013622523.1	evm.model.RL_7.1550
OG0014136	XP_013628990.1, XP_013615184.1	evm.model.RL_7.1559
OG0014137	XP_013600831.1, XP_013618856.1	evm.model.RL_7.1570
OG0014138	XP_013612295.1	evm.model.RL_8.669
OG0014139	XP_013622416.1	evm.model.RL_7.1602
OG0014140	XP_013630173.1	evm.model.RL_7.1614
OG0014141	XP_013627033.1	evm.model.RL_7.1636
OG0014142	XP_013629932.1	evm.model.RL_7.1642
OG0014143	XP_013627935.1	evm.model.RL_7.1644
OG0014144	XP_013623585.1	evm.model.RL_7.1670
OG0014145	XP_013628324.1	evm.model.RL_7.1672
OG0014146	XP_013603044.1	evm.model.RL_7.1711
OG0014147	XP_013630602.1	evm.model.RL_7.1734
OG0014148	XP_013622291.1	evm.model.RL_7.1749
OG0014149	XP_013592430.1	evm.model.RL_3.1783
OG0014150	XP_013628840.1	evm.model.RL_7.1783
OG0014151	XP_013628772.1	evm.model.RL_7.1786
OG0014152	XP_013627827.1	evm.model.RL_7.1798
OG0014153	XP_013628265.1	evm.model.RL_7.1817, evm.model.RL_7.1816
OG0014154	XP_013617657.1, XP_013622796.1	evm.model.RL_7.1820
OG0014155	XP_013614816.1	evm.model.RL_7.1841
OG0014156	XP_013629951.1	evm.model.RL_7.1846
OG0014157	XP_013604653.1	evm.model.RL_7.1866
OG0014158	XP_013629308.1	evm.model.RL_7.1929
OG0014159	XP_013630520.1	evm.model.RL_7.1995
OG0014160	XP_013630521.1	evm.model.RL_7.1994
OG0014161	XP_013623573.1	evm.model.RL_7.1989, evm.model.RL_7.1986
OG0014162	XP_013637470.1	evm.model.RL_6.2707
OG0014163	XP_013613472.1	evm.model.RL_8.894
OG0014164	XP_013591540.1	evm.model.RL_7.2008, evm.model.RL_5.2443
OG0014165	XP_013616553.1	evm.model.RL_3.1142
OG0014166	XP_013621142.1	evm.model.RL_3.1133
OG0014167	XP_013591458.1	evm.model.RL_3.1159
OG0014168	XP_013609690.1	evm.model.RL_3.200
OG0014170	XP_013592776.1	evm.model.RL_3.1170
OG0014171	XP_013591054.1	evm.model.RL_3.1247
OG0014172	XP_013590439.1	evm.model.RL_3.1254
OG0014173	XP_013588194.1	evm.model.RL_3.2421
OG0014174	XP_013621334.1	evm.model.RL_3.1309
OG0014175	XP_013591372.1	evm.model.RL_3.1316
OG0014176	XP_013587844.1	evm.model.RL_3.1321
OG0014177	XP_013614624.1	evm.model.RL_3.1323
OG0014178	XP_013590777.1, XP_013590819.1	evm.model.RL_3.1344
OG0014179	XP_013588033.1	evm.model.RL_3.1386
OG0014180	XP_013620520.1	evm.model.RL_3.1427, evm.model.RL_3.1426
OG0014181	XP_013592387.1	evm.model.RL_3.1452
OG0014182	XP_013590460.1	evm.model.RL_3.1456
OG0014183	XP_013587915.1, XP_013617866.1	evm.model.RL_3.1518
OG0014184	XP_013592279.1, XP_013615124.1	evm.model.RL_3.1529
OG0014185	XP_013590316.1	evm.model.RL_3.1539
OG0014186	XP_013591901.1	evm.model.RL_3.1547
OG0014187	XP_013592443.1	evm.model.RL_3.1552, evm.model.RL_2.800
OG0014188	XP_013591766.1	evm.model.RL_3.1564.1.687c84bc
OG0014189	XP_013587820.1	evm.model.RL_3.1581
OG0014190	XP_013588740.1	evm.model.RL_3.1576
OG0014191	XP_013592354.1	evm.model.RL_3.1593
OG0014192	XP_013589996.1	evm.model.RL_3.1594
OG0014193	XP_013591794.1	evm.model.RL_3.2216
OG0014194	XP_013619514.1	evm.model.RL_3.2174
OG0014195	XP_013621044.1	evm.model.RL_3.2169
OG0014196	XP_013592658.1	evm.model.RL_3.2160
OG0014197	XP_013591433.1	evm.model.RL_3.2135
OG0014198	XP_013592800.1	evm.model.RL_3.2131
OG0014199	XP_013588753.1	evm.model.RL_3.2114
OG0014200	XP_013591593.1	evm.model.RL_3.2111
OG0014201	XP_013615879.1	evm.model.RL_3.2100
OG0014202	XP_013592201.1	evm.model.RL_3.2082
OG0014203	XP_013618165.1	evm.model.RL_3.2066
OG0014204	XP_013592002.1	evm.model.RL_3.2045
OG0014205	XP_013591845.1	evm.model.RL_3.2020
OG0014206	XP_013603100.1, XP_013617836.1	evm.model.RL_3.2018
OG0014207	XP_013592393.1	evm.model.RL_3.2015
OG0014208	XP_013619629.1	evm.model.RL_3.1998
OG0014209	XP_013592048.1	evm.model.RL_3.1989
OG0014210	XP_013590833.1	evm.model.RL_3.1971
OG0014211	XP_013587925.1	evm.model.RL_3.1946
OG0014212	XP_013591562.1	evm.model.RL_3.1945
OG0014213	XP_013588235.1	evm.model.RL_3.1926
OG0014214	XP_013588320.1	evm.model.RL_3.1922
OG0014215	XP_013589735.1	evm.model.RL_3.1903
OG0014216	XP_013589731.1	evm.model.RL_3.1891
OG0014217	XP_013621051.1	evm.model.RL_3.1882
OG0014218	XP_013592373.1	evm.model.RL_3.1860
OG0014219	XP_013588557.1	evm.model.RL_3.1855.1.687c84bd
OG0014220	XP_013587848.1	evm.model.RL_3.1848
OG0014221	XP_013590280.1	evm.model.RL_3.1840
OG0014222	XP_013620629.1	evm.model.RL_3.1833
OG0014223	XP_013592435.1, XP_013592434.1	evm.model.RL_3.1830
OG0014224	XP_013621660.1	evm.model.RL_3.1811
OG0014225	XP_013591748.1	evm.model.RL_3.1807
OG0014226	XP_013589976.1	evm.model.RL_3.1797
OG0014227	XP_013592744.1	evm.model.RL_3.1794
OG0014228	XP_013589903.1	evm.model.RL_3.1791
OG0014229	XP_013618901.1	evm.model.RL_3.1785
OG0014230	XP_013592296.1	evm.model.RL_3.1779
OG0014231	XP_013618173.1	evm.model.RL_3.1750
OG0014232	XP_013588186.1	evm.model.RL_3.1730
OG0014233	XP_013592649.1	evm.model.RL_3.1722.2.687c84bc
OG0014235	XP_013592151.1	evm.model.RL_7.2172, evm.model.RL_3.1669
OG0014236	XP_013591927.1	evm.model.RL_3.1659, evm.model.RL_4.2352, evm.model.RL_4.2351
OG0014237	XP_013589950.1	evm.model.RL_3.1655
OG0014238	XP_013586927.1	evm.model.RL_5.1581
OG0014239	XP_013587799.1	evm.model.RL_3.1640
OG0014240	XP_013590928.1	evm.model.RL_3.1639
OG0014241	XP_013590047.1	evm.model.RL_3.1634
OG0014242	XP_013613803.1, XP_013595051.1	evm.model.RL_3.1621
OG0014243	XP_013590319.1	evm.model.RL_3.2297
OG0014244	XP_013590227.1	evm.model.RL_3.2304
OG0014245	XP_013591566.1	evm.model.RL_3.2313
OG0014246	XP_013592755.1	evm.model.RL_3.2319
OG0014247	XP_013590372.1	evm.model.RL_3.2334, evm.model.RL_3.2333
OG0014248	XP_013591503.1	evm.model.RL_3.2337
OG0014249	XP_013614491.1	evm.model.RL_3.2338
OG0014250	XP_013588031.1	evm.model.RL_3.2345
OG0014251	XP_013588800.1	evm.model.RL_3.2347
OG0014252	XP_013621653.1	evm.model.RL_3.2385
OG0014253	XP_013621446.1	evm.model.RL_3.2407
OG0014254	XP_013620331.1	evm.model.RL_3.2437
OG0014255	XP_013590966.1	evm.model.RL_3.2438
OG0014256	XP_013619409.1	evm.model.RL_3.2443
OG0014257	XP_013619987.1	evm.model.RL_3.2444, evm.model.RL_3.2445
OG0014258	XP_013614601.1	evm.model.RL_3.2447
OG0014259	XP_013592150.1	evm.model.RL_3.2474
OG0014260	XP_013589771.1, XP_013591426.1	evm.model.RL_3.2485
OG0014261	XP_013591429.1	evm.model.RL_3.2489
OG0014262	XP_013621292.1	evm.model.RL_3.2492
OG0014263	XP_013590432.1	evm.model.RL_3.2502
OG0014264	XP_013590433.1	evm.model.RL_3.2504, evm.model.RL_3.216
OG0014265	XP_013586039.1	evm.model.RL_1.1166
OG0014266	XP_013586572.1	evm.model.RL_1.1192
OG0014267	XP_013603213.1	evm.model.RL_1.1228
OG0014268	XP_013622337.1	evm.model.RL_1.1301
OG0014269	XP_013620743.1, XP_013634069.1	evm.model.RL_1.1306
OG0014270	XP_013622495.1, XP_013611892.1	evm.model.RL_8.1414
OG0014271	XP_013590171.1	evm.model.RL_1.1325
OG0014272	XP_013610663.1	evm.model.RL_1.1326
OG0014273	XP_013586287.1	evm.model.RL_1.1330
OG0014274	XP_013586089.1, XP_013610355.1	evm.model.RL_1.1380
OG0014275	XP_013584865.1	evm.model.RL_1.1407
OG0014276	XP_013586291.1	evm.model.RL_1.1409
OG0014277	XP_013587263.1	evm.model.RL_1.1412
OG0014278	XP_013638788.1	evm.model.RL_1.1433
OG0014279	XP_013638087.1	evm.model.RL_1.1446
OG0014280	XP_013638259.1	evm.model.RL_1.1486
OG0014281	XP_013636811.1	evm.model.RL_1.1490
OG0014282	XP_013609904.1	evm.model.RL_1.1516.1.687c87ed
OG0014283	XP_013625444.1	evm.model.RL_8.991
OG0014284	XP_013595086.1, XP_013585037.1	evm.model.RL_1.1529
OG0014285	XP_013624843.1	evm.model.RL_1.1531
OG0014286	XP_013638670.1	evm.model.RL_1.1567
OG0014287	XP_013586357.1	evm.model.RL_1.1585
OG0014288	XP_013637668.1	evm.model.RL_1.1607
OG0014289	XP_013625584.1	evm.model.RL_1.1623
OG0014290	XP_013617034.1	evm.model.RL_1.1641
OG0014291	XP_013638837.1	evm.model.RL_1.1649
OG0014292	XP_013625172.1	evm.model.RL_1.1680
OG0014293	XP_013609253.1	evm.model.RL_1.1684
OG0014294	XP_013583810.1	evm.model.RL_1.1700
OG0014295	XP_013587405.1	evm.model.RL_1.1716
OG0014296	XP_013585024.1	evm.model.RL_1.1734
OG0014297	XP_013635864.1	evm.model.RL_6.944
OG0014298	XP_013637980.1	evm.model.RL_1.1761
OG0014301	XP_013638363.1	evm.model.RL_1.1800
OG0014302	XP_013623749.1	evm.model.RL_4.3066
OG0014303	XP_013585100.1	evm.model.RL_1.1826
OG0014304	XP_013587229.1	evm.model.RL_1.1827
OG0014305	XP_013587233.1	evm.model.RL_1.1828
OG0014306	XP_013600441.1	evm.model.RL_5.2052
OG0014307	XP_013587669.1	evm.model.RL_1.1849
OG0014308	XP_013628994.1	evm.model.RL_1.1851
OG0014309	XP_013588561.1	evm.model.RL_5.2040
OG0014310	XP_013586259.1	evm.model.RL_1.1888
OG0014311	XP_013608310.1	evm.model.RL_1.1901
OG0014312	XP_013615007.1	evm.model.RL_1.1906
OG0014313	XP_013639788.1	evm.model.RL_1.1944.1.687c87ee
OG0014314	XP_013586738.1	evm.model.RL_1.1946
OG0014315	XP_013638176.1	evm.model.RL_1.1958.1.687c87ee
OG0014316	XP_013637029.1	evm.model.RL_1.1970
OG0014317	XP_013587235.1	evm.model.RL_1.1971
OG0014318	XP_013629830.1, XP_013616320.1, XP_013584733.1	evm.model.RL_1.1973
OG0014319	XP_013637802.1	evm.model.RL_1.1999
OG0014320	XP_013638789.1	evm.model.RL_1.2008
OG0014321	XP_013587460.1	evm.model.RL_1.2011
OG0014322	XP_013587464.1	evm.model.RL_1.2012
OG0014323	XP_013587700.1	evm.model.RL_1.2072.1.687c87ef
OG0014324	XP_013638067.1	evm.model.RL_1.2057
OG0014325	XP_013583663.1	evm.model.RL_1.2056
OG0014326	XP_013587722.1	evm.model.RL_1.2050
OG0014327	XP_013586214.1	evm.model.RL_1.2049
OG0014328	XP_013592599.1	evm.model.RL_1.2093
OG0014329	XP_013615173.1	evm.model.RL_1.2110
OG0014330	XP_013587118.1	evm.model.RL_1.2164
OG0014331	XP_013611339.1	evm.model.RL_4.1652
OG0014332	XP_013623659.1	evm.model.RL_1.2181
OG0014333	XP_013637764.1	evm.model.RL_1.2194
OG0014334	XP_013599205.1	evm.model.RL_1.2240
OG0014335	XP_013598382.1	evm.model.RL_1.2255
OG0014337	XP_013593128.1	evm.model.RL_1.2272
OG0014338	XP_013631755.1	evm.model.RL_2.903
OG0014339	XP_013622095.1	evm.model.RL_1.2314
OG0014340	XP_013599088.1	evm.model.RL_1.2331
OG0014341	XP_013593317.1	evm.model.RL_1.2337
OG0014342	XP_013598168.1	evm.model.RL_1.2338
OG0014343	XP_013626342.1	evm.model.RL_1.2339
OG0014344	XP_013592995.1	evm.model.RL_1.2367
OG0014345	XP_013593302.1	evm.model.RL_1.2377
OG0014346	XP_013625537.1	evm.model.RL_1.2414
OG0014347	XP_013630210.1	evm.model.RL_1.2417
OG0014348	XP_013599010.1	evm.model.RL_1.2427
OG0014349	XP_013629776.1	evm.model.RL_1.2486
OG0014350	XP_013622049.1	evm.model.RL_1.2484
OG0014351	XP_013625146.1	evm.model.RL_1.2473.1.687c87ef
OG0014352	XP_013629752.1	evm.model.RL_1.2619
OG0014353	XP_013606906.1	evm.model.RL_1.3008
OG0014354	XP_013586713.1	evm.model.RL_1.874
OG0014355	XP_013598064.1	evm.model.RL_1.2562
OG0014356	XP_013597805.1	evm.model.RL_1.2554
OG0014357	XP_013597806.1	evm.model.RL_1.2553
OG0014358	XP_013593149.1	evm.model.RL_1.2546
OG0014359	XP_013593097.1	evm.model.RL_1.2544
OG0014360	XP_013598770.1	evm.model.RL_1.2533
OG0014361	XP_013630468.1	evm.model.RL_1.2510
OG0014362	XP_013622161.1	evm.model.RL_1.2604
OG0014363	XP_013593987.1	evm.model.RL_1.2765.1.687c87f0
OG0014364	XP_013630624.1	evm.model.RL_1.2590
OG0014365	XP_013630426.1	evm.model.RL_1.2668
OG0014366	XP_013612807.1	evm.model.RL_1.2682.1.687c87f0
OG0014367	XP_013606493.1	evm.model.RL_1.2694
OG0014368	XP_013595687.1	evm.model.RL_1.2696
OG0014369	XP_013599295.1	evm.model.RL_1.2697
OG0014370	XP_013593971.1	evm.model.RL_2.2847
OG0014371	XP_013610132.1	evm.model.RL_1.2709
OG0014372	XP_013598522.1	evm.model.RL_4.3253
OG0014373	XP_013622938.1	evm.model.RL_1.2729
OG0014374	XP_013586915.1	evm.model.RL_5.644
OG0014375	XP_013599319.1	evm.model.RL_1.2776
OG0014376	XP_013629246.1	evm.model.RL_1.2785
OG0014377	XP_013595891.1	evm.model.RL_1.2790
OG0014378	XP_013628971.1	evm.model.RL_1.2818
OG0014379	XP_013600149.1	evm.model.RL_5.2406
OG0014380	XP_013625372.1	evm.model.RL_1.2844
OG0014381	XP_013592966.1	evm.model.RL_5.2539
OG0014382	XP_013612852.1	evm.model.RL_1.2878
OG0014383	XP_013594396.1	evm.model.RL_1.2921
OG0014384	XP_013598528.1	evm.model.RL_1.2939
OG0014385	XP_013593177.1	evm.model.RL_1.2952
OG0014386	XP_013595392.1	evm.model.RL_1.3024
OG0014387	XP_013611482.1	evm.model.RL_1.3053
OG0014388	XP_013599045.1	evm.model.RL_1.3054
OG0014389	XP_013592974.1	evm.model.RL_1.3070
OG0014390	XP_013629373.1	evm.model.RL_1.3089
OG0014391	XP_013593914.1	evm.model.RL_1.3090
OG0014392	XP_013598500.1	evm.model.RL_1.3110
OG0014394	XP_013605296.1	evm.model.RL_1.3142
OG0014395	XP_013593195.1	evm.model.RL_1.3175
OG0014396	XP_013614011.1	evm.model.RL_1.3181
OG0014397	XP_013598282.1	evm.model.RL_1.3197
OG0014398	XP_013625811.1	evm.model.RL_1.3227
OG0014399	XP_013600402.1	evm.model.RL_1.3244
OG0014400	XP_013598371.1	evm.model.RL_1.3259
OG0014401	XP_013592932.1	evm.model.RL_1.3270
OG0014402	XP_013595881.1	evm.model.RL_1.3267
OG0014403	XP_013601507.1	evm.model.RL_5.4014
OG0014404	XP_013585582.1	evm.model.RL_5.4010
OG0014405	XP_013591967.1	evm.model.RL_5.3962.1.687c88c6
OG0014406	XP_013629242.1	evm.model.RL_5.3961
OG0014407	XP_013591742.1	evm.model.RL_5.3927
OG0014408	XP_013588445.1	evm.model.RL_5.3923
OG0014409	XP_013625006.1, XP_013591406.1	evm.model.RL_5.3920
OG0014410	XP_013611122.1	evm.model.RL_4.13
OG0014411	XP_013630079.1	evm.model.RL_5.3909
OG0014412	XP_013588175.1	evm.model.RL_5.3844
OG0014413	XP_013628660.1	evm.model.RL_5.3839
OG0014414	XP_013592253.1	evm.model.RL_5.3814
OG0014415	XP_013592050.1, XP_013629056.1	evm.model.RL_5.3789
OG0014416	XP_013590941.1	evm.model.RL_5.3746
OG0014417	XP_013590757.1	evm.model.RL_5.3744
OG0014418	XP_013591776.1	evm.model.RL_5.3733
OG0014419	XP_013587988.1	evm.model.RL_5.3713
OG0014420	XP_013592225.1	evm.model.RL_5.3712
OG0014421	XP_013592223.1	evm.model.RL_5.3711
OG0014422	XP_013588481.1	evm.model.RL_5.3701
OG0014423	XP_013592361.1	evm.model.RL_5.1870
OG0014424	XP_013592880.1	evm.model.RL_5.1895
OG0014425	XP_013592760.1, XP_013628708.1	evm.model.RL_5.1900
OG0014426	XP_013629783.1	evm.model.RL_5.1918
OG0014427	XP_013587584.1	evm.model.RL_5.1971
OG0014428	XP_013589896.1	evm.model.RL_5.1959
OG0014429	XP_013592893.1	evm.model.RL_5.1935
OG0014430	XP_013589977.1	evm.model.RL_3.1184, evm.model.RL_3.1186
OG0014431	XP_013592147.1	evm.model.RL_5.1986
OG0014432	XP_013592865.1	evm.model.RL_5.1991
OG0014434	XP_013629444.1	evm.model.RL_5.2018
OG0014435	XP_013622182.1	evm.model.RL_3.933, evm.model.RL_5.2022
OG0014436	XP_013588125.1	evm.model.RL_5.2049
OG0014437	XP_013591822.1	evm.model.RL_5.2058
OG0014438	XP_013603753.1	evm.model.RL_5.2070
OG0014439	XP_013638403.1	evm.model.RL_1.1815
OG0014440	XP_013599853.1	evm.model.RL_5.2084
OG0014441	XP_013605825.1	evm.model.RL_5.2086
OG0014442	XP_013638531.1	evm.model.RL_5.2106
OG0014443	XP_013591806.1	evm.model.RL_5.2111
OG0014444	XP_013591176.1	evm.model.RL_5.2126
OG0014445	XP_013587183.1	evm.model.RL_5.2102
OG0014446	XP_013592030.1	evm.model.RL_5.2155
OG0014447	XP_013600868.1	evm.model.RL_5.2176
OG0014448	XP_013589833.1	evm.model.RL_5.2185
OG0014449	XP_013637124.1	evm.model.RL_2.1175
OG0014450	XP_013598191.1, XP_013616059.1	evm.model.RL_2.1158
OG0014451	XP_013604838.1	evm.model.RL_7.958
OG0014452	XP_013601556.1	evm.model.RL_2.1154
OG0014453	XP_013601308.1	evm.model.RL_2.1141.1.687c86e2
OG0014454	XP_013589032.1	evm.model.RL_2.1133
OG0014455	XP_013601602.1	evm.model.RL_2.1122
OG0014456	XP_013628675.1	evm.model.RL_6.1560
OG0014457	XP_013630816.1	evm.model.RL_6.1558
OG0014458	XP_013634001.1	evm.model.RL_6.1547
OG0014459	XP_013599894.1	evm.model.RL_7.1195
OG0014460	XP_013600326.1	evm.model.RL_7.1189
