Orthogroup	Brassica_oleracea	Odontarrhena_muralis
OG0011313	XP_013599477.1	Om006G260980
OG0011314	XP_013588429.1, XP_013586750.1, XP_013627994.1	Om006G261810
OG0011315	XP_013603602.1	Om006G261850, Om004G145800, Om004G145880
OG0011316	XP_013604337.1	Om006G263090
OG0011317	XP_013602745.1, XP_013599656.1	Om005G194110
OG0011318	XP_013629588.1	Om006G267190
OG0011319	XP_013622290.1	Om006G267210
OG0011321	XP_013603499.1	Om006G267670
OG0011322	XP_013629496.1	Om006G269080
OG0011323	XP_013628712.1	Om006G268300
OG0011324	XP_013625034.1	Om006G267580
OG0011325	XP_013631494.1	Om007G317690
OG0011326	XP_013592807.1, XP_013589597.1	Om005G211330
OG0011327	XP_013590991.1, XP_013619705.1	Om005G211410
OG0011328	XP_013591862.1, XP_013591847.1	Om005G211760
OG0011329	XP_013591574.1	Om005G210630
OG0011330	XP_013589863.1	Om005G210540
OG0011331	XP_013590213.1, XP_013618595.1	Om005G209180
OG0011332	XP_013618817.1, XP_013590022.1	Om005G209000
OG0011333	XP_013589922.1	Om004G143190
OG0011334	XP_013616273.1	Om005G207740
OG0011335	XP_013614128.1, XP_013614120.1	Om005G207550
OG0011336	XP_013621273.1	Om005G207460
OG0011337	XP_013621074.1	Om005G207160
OG0011338	XP_013590357.1	Om005G206860
OG0011339	XP_013591784.1, XP_013616145.1	Om005G206210
OG0011340	XP_013592620.1	Om005G206090
OG0011341	XP_013616293.1, XP_013591358.1	Om005G205940
OG0011342	XP_013588174.1	Om004G143130
OG0011343	XP_013591065.1, XP_013588507.1	Om004G133480
OG0011344	XP_013588645.1	Om004G133510
OG0011345	XP_013588544.1, XP_013589879.1	Om004G134100
OG0011346	XP_013621138.1, XP_013638846.1	Om004G134840
OG0011347	XP_013638853.1, XP_013594145.1	Om005G203550
OG0011348	XP_013590849.1, XP_013590676.1	Om004G136240
OG0011349	XP_013590574.1, XP_013619498.1	Om004G137550
OG0011350	XP_013590758.1	Om004G137590
OG0011351	XP_013596467.1	Om001G025070
OG0011352	XP_013590700.1	Om007G287750
OG0011353	XP_013592916.1	Om008G342810
OG0011354	XP_013590033.1	Om004G137930
OG0011355	XP_013590947.1, XP_013620616.1	Om004G137690
OG0011356	XP_013589728.1	Om004G138550
OG0011357	XP_013588760.1, XP_013590981.1	Om004G139490
OG0011358	XP_013591384.1	Om004G139590
OG0011359	XP_013592183.1	Om006G260540, Om006G260490, Om004G140220
OG0011360	XP_013621470.1	Om004G140290
OG0011361	XP_013621556.1, XP_013591297.1	Om004G142310
OG0011364	XP_013620334.1	Om004G130400
OG0011365	XP_013590216.1, XP_013618545.1	Om004G130010
OG0011366	XP_013611191.1, XP_013586574.1	Om002G056820
OG0011367	XP_013626498.1, XP_013584372.1	Om002G056890
OG0011368	XP_013627176.1, XP_013584435.1	Om002G057120
OG0011369	XP_013584531.1, XP_013586015.1	Om002G057180
OG0011370	XP_013587450.1	Om002G057200
OG0011371	XP_013587715.1	Om002G057730
OG0011372	XP_013583683.1	Om002G058100
OG0011373	XP_013625393.1	Om002G058260
OG0011374	XP_013638952.1	Om002G058650
OG0011375	XP_013610672.1	Om002G058760
OG0011376	XP_013637660.1	Om002G058990
OG0011378	XP_013587759.1	Om003G092690
OG0011379	XP_013583738.1	Om003G106550
OG0011380	XP_013586314.1	Om002G060130
OG0011381	XP_013586470.1, XP_013608436.1, XP_013624036.1	Om002G060280
OG0011382	XP_013638089.1	Om002G060500
OG0011383	XP_013610178.1, XP_013585697.1	Om002G060580
OG0011384	XP_013586920.1	Om002G060680
OG0011385	XP_013585740.1	Om002G060830
OG0011386	XP_013615685.1	Om002G062110
OG0011387	XP_013584134.1	Om002G062290
OG0011388	XP_013638117.1	Om002G062380
OG0011389	XP_013637713.1	Om002G062410
OG0011390	XP_013586859.1	Om002G063970
OG0011391	XP_013638342.1	Om002G064460
OG0011392	XP_013586450.1	Om002G064660, Om001G018250
OG0011393	XP_013589481.1	Om002G065170, Om002G065150
OG0011394	XP_013639139.1	Om002G065590
OG0011395	XP_013630414.1, XP_013608577.1	Om001G035790, Om002G065820
OG0011396	XP_013584091.1, XP_013586559.1	Om002G066230
OG0011397	XP_013588441.1	Om002G066500
OG0011398	XP_013586366.1	Om002G066650
OG0011399	XP_013638373.1	Om002G066660
OG0011400	XP_013586216.1	Om002G066690
OG0011401	XP_013583714.1, XP_013626212.1	Om002G067150
OG0011402	XP_013637861.1	Om002G067910
OG0011404	XP_013584032.1	Om002G068250
OG0011405	XP_013608169.1	Om002G068590
OG0011406	XP_013639758.1, XP_013607915.1	Om002G069230
OG0011407	XP_013583787.1, XP_013635956.1	Om002G069880
OG0011408	XP_013607623.1	Om002G069940
OG0011409	XP_013587360.1	Om002G070360
OG0011410	XP_013629181.1, XP_013587585.1	Om006G267960
OG0011411	XP_013638463.1, XP_013639718.1	Om002G070830
OG0011412	XP_013627229.1, XP_013585130.1	Om002G070910
OG0011413	XP_013614854.1	Om002G071680
OG0011414	XP_013596047.1	Om002G072010, Om002G072060, Om002G071980
OG0011415	XP_013597993.1	Om002G073140
OG0011416	XP_013629476.1	Om004G131850, Om002G073790
OG0011417	XP_013625496.1, XP_013593656.1	Om002G074260
OG0011418	XP_013596576.1	Om002G074770
OG0011419	XP_013626559.1	Om002G075080
OG0011420	XP_013594169.1	Om002G075440
OG0011421	XP_013626345.1, XP_013629777.1	Om002G077120
OG0011422	XP_013622450.1	Om002G078970
OG0011423	XP_013613487.1	Om003G103480
OG0011424	XP_013623260.1	Om002G077810
OG0011425	XP_013628135.1	Om006G271480
OG0011426	XP_013593307.1	Om005G206180
OG0011427	XP_013630310.1, XP_013599453.1	Om002G077480
OG0011428	XP_013623100.1	Om002G079130
OG0011429	XP_013595294.1	Om002G081760
OG0011430	XP_013593818.1, XP_013622289.1	Om002G082150
OG0011431	XP_013622287.1, XP_013599063.1	Om002G082190
OG0011432	XP_013628921.1	Om002G084260
OG0011433	XP_013596411.1	Om002G084870
OG0011434	XP_013596177.1, XP_013609823.1	Om002G085760
OG0011435	XP_013596192.1, XP_013606766.1	Om002G085630
OG0011436	XP_013607617.1	Om002G086360
OG0011437	XP_013608840.1, XP_013595535.1	Om002G086970
OG0011438	XP_013609706.1, XP_013596210.1	Om002G087100
OG0011439	XP_013607235.1, XP_013594093.1	Om002G087510
OG0011440	XP_013614004.1	Om002G087800
OG0011441	XP_013593993.1	Om002G087940
OG0011442	XP_013595878.1	Om002G088230
OG0011443	XP_013602719.1	Om002G088630
OG0011444	XP_013620311.1, XP_013626354.1	Om008G326090
OG0011445	XP_013591194.1, XP_013625547.1	Om003G091600
OG0011447	XP_013625719.1	Om003G092830
OG0011449	XP_013624974.1, XP_013589137.1	Om003G095230
OG0011451	XP_013588829.1	Om003G095440, Om008G329900, Om008G329880
OG0011452	XP_013599320.1, XP_013638479.1	Om002G068030
OG0011453	XP_013584701.1	Om003G098160
OG0011454	XP_013592132.1	Om003G099370
OG0011455	XP_013591551.1	Om003G099930
OG0011456	XP_013598368.1, XP_013637092.1	Om003G100290
OG0011457	XP_013637691.1	Om003G100380
OG0011458	XP_013628490.1	Om008G339710
OG0011459	XP_013631164.1	Om008G339720
OG0011460	XP_013631464.1	Om001G004910
OG0011461	XP_013631004.1	Om008G340140
OG0011462	XP_013632066.1	Om006G256460
OG0011463	XP_013634625.1, XP_013602145.1	Om006G256320
OG0011464	XP_013597647.1	Om007G290380
OG0011465	XP_013604862.1	Om006G255470
OG0011466	XP_013592857.1, XP_013605261.1	Om006G255420, Om006G255430
OG0011467	XP_013604352.1	Om006G255300
OG0011468	XP_013632189.1	Om006G255050
OG0011469	XP_013601128.1	Om001G021920
OG0011470	XP_013634045.1	Om006G253980, Om006G254000
OG0011471	XP_013631863.1, XP_013605201.1	Om006G253020
OG0011472	XP_013602229.1, XP_013634356.1	Om006G252760
OG0011473	XP_013602793.1	Om006G252190
OG0011474	XP_013599757.1	Om006G251470
OG0011475	XP_013631587.1	Om006G251260
OG0011476	XP_013635516.1, XP_013603545.1	Om003G119850
OG0011477	XP_013600855.1	Om003G120110
OG0011478	XP_013599773.1	Om003G120140
OG0011479	XP_013602808.1, XP_013591875.1	Om003G120660
OG0011480	XP_013602947.1, XP_013591193.1	Om003G121480
OG0011481	XP_013590186.1, XP_013602502.1	Om003G121600
OG0011482	XP_013586194.1	Om005G186740
OG0011483	XP_013615011.1	Om003G123750
OG0011484	XP_013604654.1	Om006G253270
OG0011485	XP_013633606.1	Om003G125120
OG0011486	XP_013603360.1	Om003G125690
OG0011487	XP_013631505.1	Om003G126010
OG0011488	XP_013635395.1, XP_013635976.1	Om008G321510
OG0011489	XP_013605244.1	Om003G126910
OG0011490	XP_013588912.1	Om003G127100
OG0011491	XP_013588920.1, XP_013600507.1	Om003G127110
OG0011492	XP_013633664.1, XP_013587881.1	Om003G127240
OG0011493	XP_013602621.1	Om003G127470
OG0011494	XP_013590970.1	Om003G127910
OG0011495	XP_013600462.1	Om003G128010
OG0011496	XP_013605881.1	Om003G128100
OG0011497	XP_013635952.1, XP_013591097.1	Om003G128340
OG0011498	XP_013635563.1, XP_013601743.1	Om003G128800
OG0011499	XP_013635707.1, XP_013605383.1	Om003G128940
OG0011501	XP_013628983.1	Om003G129400
OG0011503	XP_013595502.1, XP_013619181.1	Om006G257690
OG0011504	XP_013604035.1	Om004G133280, Om008G338870, Om007G313310
OG0011505	XP_013596052.1, XP_013602592.1	Om006G258100
OG0011507	XP_013599622.1	Om006G256920
OG0011508	XP_013632997.1, XP_013588087.1	Om006G251760
OG0011509	XP_013632926.1	Om003G124710
OG0011510	XP_013614735.1, XP_013604928.1	Om003G127280
OG0011511	XP_013619706.1	Om008G359150
OG0011514	XP_013634770.1, XP_013634567.1	Om008G340880
OG0011515	XP_013629318.1	Om008G333790
OG0011516	XP_013619133.1	Om004G136790
OG0011517	XP_013619953.1, XP_013590951.1	Om004G140990, Om004G141000
OG0011518	XP_013588823.1, XP_013621651.1	Om004G141010
OG0011519	XP_013596954.1, XP_013591504.1	Om001G020060
OG0011521	XP_013629212.1, XP_013584819.1, XP_013595722.1	Om001G025140
OG0011523	XP_013584863.1	Om005G183090
OG0011524	XP_013614524.1, XP_013603214.1	Om005G186070
OG0011525	XP_013602685.1	Om005G186170
OG0011526	XP_013583512.1	Om005G190050, Om005G190060
OG0011527	XP_013610463.1	Om005G224050
OG0011528	XP_013584848.1, XP_013603896.1	Om005G193410
OG0011530	XP_013600613.1	Om005G197130
OG0011531	XP_013603130.1, XP_013639262.1, XP_013599744.1	Om005G198380
OG0011532	XP_013604730.1, XP_013605806.1	Om005G198700
OG0011533	XP_013639311.1, XP_013639312.1, XP_013603169.1	Om005G203010
OG0011534	XP_013586279.1, XP_013594712.1	Om005G204100
OG0011535	XP_013596446.1, XP_013603511.1	Om005G204620
OG0011536	XP_013634937.1, XP_013603006.1	Om005G206190
OG0011537	XP_013590520.1, XP_013618842.1	Om005G210930
OG0011538	XP_013588802.1	Om005G211780
OG0011539	XP_013618893.1	Om005G212810
OG0011543	XP_013601188.1	Om007G276620, Om007G276630
OG0011544	XP_013593410.1, XP_013611114.1	Om002G088040
OG0011545	XP_013602720.1, XP_013593908.1	Om002G088490
OG0011546	XP_013598208.1, XP_013598278.1	Om002G086960
OG0011547	XP_013590570.1	Om002G070620
OG0011548	XP_013627981.1, XP_013584465.1	Om002G057950
OG0011549	XP_013627878.1, XP_013583559.1	Om002G052690
OG0011550	XP_013609923.1, XP_013609774.1, XP_013623804.1, XP_013626455.1	Om004G177110
OG0011551	XP_013610556.1, XP_013614447.1	Om004G173630
OG0011552	XP_013608545.1, XP_013612971.1	Om004G173060
OG0011554	XP_013604612.1	Om001G011250
OG0011555	XP_013585937.1	Om001G009930, Om001G009950
OG0011556	XP_013596409.1, XP_013584033.1	Om007G290910
OG0011557	XP_013595342.1, XP_013625815.1	Om007G287940
OG0011558	XP_013635128.1, XP_013622050.1	Om007G280870
OG0011559	XP_013610552.1, XP_013619671.1	Om004G164540
OG0011560	XP_013621459.1, XP_013613059.1	Om003G116970
OG0011561	XP_013611273.1, XP_013620959.1	Om004G162150
OG0011563	XP_013627143.1, XP_013619523.1	Om003G115100
OG0011564	XP_013627681.1, XP_013616503.1	Om003G117010
OG0011566	XP_013625925.1, XP_013615893.1	Om006G248010
OG0011567	XP_013615574.1, XP_013626218.1	Om006G241760
OG0011568	XP_013611246.1, XP_013620387.1	Om006G241360
OG0011569	XP_013611269.1	Om006G241230
OG0011570	XP_013607350.1	Om006G240970
OG0011571	XP_013628148.1, XP_013625495.1	Om006G233480, Om006G233490
OG0011575	XP_013625694.1, XP_013597672.1	Om004G146600
OG0011578	XP_013619092.1	Om005G211250
OG0011582	XP_013632673.1, XP_013623494.1, XP_013633315.1	Om007G282030
OG0011586	XP_013622675.1, XP_013603320.1	Om001G032020, Om001G032050
OG0011589	XP_013597458.1, XP_013595371.1	Om007G299330
OG0011603	XP_013617920.1	Om001G023290
OG0011604	XP_013596806.1	Om001G023310
OG0011605	XP_013596647.1	Om001G023790
OG0011606	XP_013597081.1, XP_013592095.1	Om001G023480
OG0011607	XP_013589753.1	Om001G023490
OG0011608	XP_013596932.1	Om001G024340
OG0011609	XP_013598107.1, XP_013598523.1	Om001G024950
OG0011610	XP_013596758.1, XP_013610745.1	Om002G086050
OG0011611	XP_013596543.1	Om001G026080
OG0011612	XP_013597681.1	Om001G026270
OG0011613	XP_013597679.1	Om001G026310
OG0011614	XP_013623346.1	Om001G026380
OG0011615	XP_013593647.1	Om007G304090
OG0011616	XP_013599071.1	Om001G026710
OG0011617	XP_013598180.1	Om001G027030
OG0011618	XP_013593554.1	Om001G027940
OG0011619	XP_013585598.1	Om005G186800
OG0011620	XP_013607611.1	Om001G028460
OG0011621	XP_013637672.1	Om001G029510
OG0011622	XP_013595936.1	Om001G029550
OG0011623	XP_013636447.1	Om008G339840
OG0011624	XP_013598157.1	Om001G029930
OG0011625	XP_013611153.1	Om006G243220
OG0011626	XP_013589535.1	Om001G031680, Om003G117860
OG0011627	XP_013592870.1	Om005G206410
OG0011628	XP_013621417.1, XP_013626121.1	Om006G241800
OG0011629	XP_013601224.1	Om001G032450
OG0011630	XP_013622541.1, XP_013597707.1	Om001G032840
OG0011631	XP_013636067.1	Om001G034230
OG0011632	XP_013637677.1, XP_013600380.1	Om007G291890
OG0011633	XP_013585996.1	Om007G291930
OG0011634	XP_013584316.1	Om007G291940
OG0011635	XP_013604031.1	Om007G292190
OG0011636	XP_013600772.1	Om007G292280
OG0011637	XP_013586787.1	Om007G277240
OG0011638	XP_013587569.1	Om007G277110, Om007G277100
OG0011639	XP_013638965.1	Om007G277080
OG0011640	XP_013586300.1	Om007G276830
OG0011641	XP_013599764.1	Om007G276660
OG0011642	XP_013598486.1	Om007G276480
OG0011643	XP_013600177.1	Om007G276240
OG0011644	XP_013596108.1, XP_013601392.1	Om007G276070
OG0011645	XP_013601408.1	Om007G276050
OG0011646	XP_013600799.1	Om007G275800
OG0011647	XP_013604015.1	Om004G153660
OG0011648	XP_013631708.1	Om005G215990
OG0011649	XP_013605643.1	Om007G279670
OG0011650	XP_013638909.1	Om005G216150
OG0011651	XP_013635817.1	Om005G216420
OG0011652	XP_013609085.1	Om005G217400
OG0011653	XP_013611873.1	Om005G218370, Om011G365930
OG0011654	XP_013636922.1	Om011G365880, Om005G218250
OG0011655	XP_013590677.1	Om005G217880, Om011G365560
OG0011656	XP_013584651.1	Om005G188150
OG0011657	XP_013605043.1	Om008G336170
OG0011659	XP_013608950.1	Om005G220400
OG0011660	XP_013605655.1	Om005G220530
OG0011661	XP_013637066.1	Om007G313670
OG0011662	XP_013607085.1	Om005G220930
OG0011663	XP_013616079.1	Om005G208870
OG0011664	XP_013610545.1, XP_013632805.1	Om005G222060
OG0011665	XP_013606403.1	Om005G223390, Om005G223350
OG0011666	XP_013585777.1	Om005G190880
OG0011667	XP_013610642.1	Om006G275310
OG0011668	XP_013612292.1	Om006G275100
OG0011669	XP_013595968.1	Om008G338110
OG0011670	XP_013587203.1	Om005G205590
OG0011671	XP_013598332.1	Om006G275040
OG0011672	XP_013598584.1	Om006G274920
OG0011673	XP_013607038.1	Om001G004010
OG0011674	XP_013620908.1	Om006G274560
OG0011675	XP_013599033.1	Om006G274510
OG0011676	XP_013611461.1	Om006G274170
OG0011677	XP_013606036.1, XP_013614359.1	Om006G273990
OG0011678	XP_013618570.1, XP_013594170.1	Om006G273330
OG0011679	XP_013597691.1	Om006G273110
OG0011680	XP_013599418.1	Om006G273040
OG0011681	XP_013599329.1	Om006G272880
OG0011682	XP_013613405.1	Om006G272370
OG0011683	XP_013597642.1	Om006G272190
OG0011684	XP_013612180.1, XP_013594928.1	Om006G271660
OG0011685	XP_013594107.1	Om006G271450
OG0011686	XP_013637187.1	Om007G317050
OG0011687	XP_013616223.1	Om006G269620
OG0011688	XP_013619948.1, XP_013610560.1, XP_013596850.1	Om006G268160
OG0011689	XP_013616136.1	Om005G212980
OG0011690	XP_013620171.1	Om005G213180
OG0011691	XP_013592680.1	Om005G213290
OG0011692	XP_013588426.1, XP_013588458.1	Om005G213490
OG0011693	XP_013588269.1	Om005G213530
OG0011694	XP_013591850.1	Om005G213650
OG0011695	XP_013615885.1, XP_013591401.1, XP_013589572.1	Om005G213720
OG0011696	XP_013588658.1, XP_013623919.1	Om005G213840
OG0011697	XP_013590018.1	Om005G214210
OG0011698	XP_013584145.1	Om005G181340
OG0011699	XP_013590269.1	Om004G144090, Om004G144000
OG0011700	XP_013589931.1	Om005G209110
OG0011701	XP_013608859.1	Om005G228810
OG0011702	XP_013613118.1	Om005G228720
OG0011703	XP_013612841.1	Om005G228620
OG0011704	XP_013612139.1	Om005G228520
OG0011705	XP_013606599.1	Om005G227800
OG0011706	XP_013606140.1	Om005G226970
OG0011707	XP_013613232.1	Om005G226730
OG0011708	XP_013635003.1, XP_013612342.1	Om005G225800
OG0011709	XP_013635063.1	Om005G225490
OG0011710	XP_013611985.1	Om005G225290
OG0011711	XP_013606165.1, XP_013632061.1	Om005G225080
OG0011712	XP_013611379.1, XP_013624182.1	Om002G056360
OG0011713	XP_013597947.1	Om001G018640
OG0011714	XP_013604366.1	Om003G119590
OG0011715	XP_013634583.1	Om008G328880
OG0011716	XP_013636899.1	Om008G329280
OG0011717	XP_013629863.1	Om008G329350
OG0011718	XP_013630385.1	Om002G051590
OG0011719	XP_013624156.1	Om002G051850
OG0011720	XP_013638455.1	Om002G052070
OG0011721	XP_013583802.1	Om002G052140
OG0011722	XP_013585720.1	Om002G052170
OG0011723	XP_013626408.1	Om002G052620
OG0011724	XP_013625532.1	Om003G114640
OG0011725	XP_013583912.1	Om002G053030, Om004G173440
OG0011726	XP_013637791.1	Om002G053150
OG0011727	XP_013637327.1	Om002G053330
OG0011728	XP_013627966.1, XP_013585446.1	Om002G053770
OG0011729	XP_013587415.1	Om002G053830
OG0011730	XP_013635480.1	Om002G053940
OG0011731	XP_013636460.1	Om002G053950
OG0011732	XP_013585725.1	Om002G054030
OG0011733	XP_013585009.1	Om002G054130
OG0011734	XP_013603031.1, XP_013638132.1, XP_013614432.1	Om002G054260
OG0011735	XP_013586465.1	Om002G055230
OG0011736	XP_013587465.1	Om002G055670
OG0011737	XP_013606711.1	Om003G109320
OG0011740	XP_013625173.1	Om001G006520, Om007G317590
OG0011741	XP_013626506.1	Om008G350050, Om003G111830
OG0011742	XP_013628616.1	Om004G173860
OG0011743	XP_013629500.1	Om003G112040
OG0011744	XP_013622722.1	Om005G203150
OG0011745	XP_013613075.1	Om003G112170
OG0011746	XP_013613654.1	Om003G112470
OG0011747	XP_013619846.1, XP_013610817.1	Om003G112600
OG0011748	XP_013623561.1	Om003G112620
OG0011750	XP_013618430.1	Om001G029630
OG0011751	XP_013627647.1, XP_013619635.1	Om003G113620
OG0011752	XP_013612389.1	Om003G113650
OG0011753	XP_013630026.1	Om003G107200
OG0011754	XP_013610229.1, XP_013599337.1	Om001G021410
OG0011755	XP_013619260.1	Om003G115260
OG0011756	XP_013609237.1	Om003G115760
OG0011757	XP_013619929.1	Om003G115630
OG0011758	XP_013609346.1	Om003G115580
OG0011759	XP_013606183.1	Om003G115940
OG0011760	XP_013608934.1	Om003G116150
OG0011761	XP_013612042.1	Om003G116170
OG0011762	XP_013613224.1	Om003G116640
OG0011763	XP_013585942.1, XP_013631627.1	Om005G226090
OG0011764	XP_013620641.1	Om003G117420
OG0011765	XP_013610055.1	Om003G117600
OG0011766	XP_013619107.1	Om003G117760
OG0011767	XP_013625576.1	Om003G117890
OG0011768	XP_013609613.1	Om003G118230
OG0011769	XP_013606874.1	Om003G118370
OG0011770	XP_013621490.1, XP_013611263.1	Om003G118440
OG0011771	XP_013607355.1	Om006G250390
OG0011772	XP_013615875.1	Om006G249700
OG0011773	XP_013613814.1, XP_013612522.1	Om006G249680
OG0011774	XP_013612855.1	Om006G249600
OG0011775	XP_013629127.1	Om006G249070
OG0011776	XP_013608941.1, XP_013615208.1	Om006G248630
OG0011777	XP_013611788.1	Om006G248400
OG0011778	XP_013629235.1	Om006G248380
OG0011779	XP_013608837.1	Om007G317770
OG0011781	XP_013614828.1	Om004G161680
OG0011782	XP_013623280.1	Om004G163110
OG0011783	XP_013606611.1, XP_013616257.1	Om004G163180
OG0011784	XP_013611896.1, XP_013628723.1	Om004G163700
OG0011785	XP_013610997.1	Om004G164640
OG0011786	XP_013620147.1	Om004G164780
OG0011788	XP_013608898.1	Om004G165640
OG0011789	XP_013613055.1	Om004G166320
OG0011790	XP_013622882.1	Om006G232920
OG0011791	XP_013620772.1	Om004G166660
OG0011792	XP_013607143.1	Om004G166820
OG0011793	XP_013608940.1, XP_013633761.1	Om003G124420, Om004G166850
OG0011794	XP_013606671.1	Om004G167240
OG0011795	XP_013611480.1	Om004G167320
OG0011796	XP_013629565.1	Om004G167410
OG0011797	XP_013628225.1	Om004G167460
OG0011798	XP_013629757.1	Om004G167600
OG0011799	XP_013629899.1	Om004G168340
OG0011800	XP_013623611.1	Om004G168540
OG0011801	XP_013612261.1	Om004G168950
OG0011802	XP_013606438.1	Om004G169120
OG0011803	XP_013613318.1, XP_013615928.1	Om004G169130
OG0011804	XP_013621076.1	Om001G000560
OG0011805	XP_013597531.1, XP_013604435.1	Om001G000950
OG0011806	XP_013620954.1	Om001G001970
OG0011807	XP_013600051.1	Om005G197430
OG0011808	XP_013596977.1	Om001G002340
OG0011809	XP_013596996.1	Om001G002350
OG0011810	XP_013597319.1	Om001G003230
OG0011811	XP_013593289.1, XP_013605233.1	Om001G003650
OG0011812	XP_013598713.1	Om001G003840, Om001G003830
OG0011813	XP_013597659.1	Om001G004980
OG0011814	XP_013597884.1	Om001G005290
OG0011815	XP_013597789.1	Om001G005300
OG0011816	XP_013597828.1	Om001G005430
OG0011817	XP_013592933.1	Om001G005490
OG0011818	XP_013630605.1	Om001G005550
OG0011819	XP_013598405.1	Om001G005810
OG0011820	XP_013626335.1	Om001G005970
OG0011821	XP_013597970.1	Om001G005990
OG0011822	XP_013597989.1	Om001G006020
OG0011823	XP_013598365.1	Om001G006440
OG0011824	XP_013625603.1	Om007G317640, Om001G006480
OG0011825	XP_013628406.1	Om001G006510, Om007G317600
OG0011826	XP_013611500.1	Om001G007500
OG0011827	XP_013602021.1	Om001G007720
OG0011828	XP_013596341.1, XP_013594423.1	Om001G007880
OG0011829	XP_013619483.1	Om001G008390
OG0011830	XP_013621892.1	Om001G008550
OG0011831	XP_013617854.1	Om001G008650
OG0011832	XP_013596018.1	Om001G008740
OG0011833	XP_013617442.1	Om001G008800
OG0011834	XP_013596388.1	Om001G009110
OG0011835	XP_013619773.1	Om001G006090
OG0011836	XP_013604136.1	Om001G010560
OG0011837	XP_013602836.1	Om001G011030
OG0011838	XP_013599451.1	Om001G011130
OG0011839	XP_013612580.1	Om007G308790, Om003G117970
OG0011840	XP_013599218.1	Om001G011280
OG0011841	XP_013584203.1	Om004G137510, Om001G011670
OG0011842	XP_013584260.1	Om001G003970
OG0011843	XP_013638265.1	Om001G011830
OG0011844	XP_013588282.1	Om001G012200
OG0011845	XP_013637717.1	Om001G012320
OG0011846	XP_013590266.1	Om001G012340
OG0011847	XP_013605287.1	Om001G013370
OG0011848	XP_013591138.1	Om001G013590
OG0011849	XP_013590059.1	Om001G013790
OG0011850	XP_013605122.1	Om005G187190
OG0011851	XP_013631072.1	Om001G014930
OG0011852	XP_013588259.1	Om001G015220
OG0011853	XP_013621747.1	Om004G176760
OG0011854	XP_013585965.1	Om001G015730
OG0011855	XP_013626446.1, XP_013639444.1	Om007G287420
OG0011856	XP_013590196.1	Om007G287510
OG0011857	XP_013600278.1	Om007G286990
OG0011858	XP_013592513.1	Om007G287010, Om007G287000
OG0011859	XP_013602284.1	Om001G005330
OG0011860	XP_013599579.1	Om007G287660
OG0011861	XP_013613227.1	Om007G296910
OG0011862	XP_013613557.1	Om007G288350
OG0011863	XP_013623170.1	Om007G288790
OG0011864	XP_013629763.1	Om007G289410
OG0011865	XP_013594214.1	Om007G290060
OG0011866	XP_013585808.1, XP_013630453.1	Om007G290240
OG0011867	XP_013584539.1	Om007G290570
OG0011868	XP_013622212.1	Om007G290650
OG0011869	XP_013584141.1, XP_013595752.1	Om007G291570
OG0011870	XP_013605665.1	Om001G034800
OG0011871	XP_013599885.1	Om001G035760
OG0011872	XP_013601860.1	Om001G036100
OG0011873	XP_013625662.1	Om001G036930
OG0011874	XP_013604880.1	Om001G036950
OG0011875	XP_013628221.1	Om001G037340
OG0011876	XP_013601929.1	Om001G038220
OG0011877	XP_013625758.1	Om001G039260
OG0011878	XP_013626881.1	Om001G039310
OG0011879	XP_013623079.1	Om001G039570
OG0011880	XP_013593217.1	Om001G039640
OG0011881	XP_013610750.1	Om001G040040
OG0011882	XP_013625379.1	Om001G040430
OG0011883	XP_013623222.1	Om001G040840
OG0011884	XP_013593715.1	Om001G040890
OG0011885	XP_013623338.1	Om001G041030
OG0011886	XP_013595199.1, XP_013608140.1	Om001G041060
OG0011887	XP_013593975.1, XP_013638760.1	Om001G041210
OG0011888	XP_013597586.1	Om001G041280
OG0011889	XP_013629614.1	Om001G041410
OG0011890	XP_013628114.1	Om001G041470
OG0011891	XP_013595229.1	Om001G041820
OG0011892	XP_013622870.1	Om001G041800
OG0011893	XP_013593525.1	Om001G041940
OG0011894	XP_013603865.1, XP_013595040.1	Om001G041950
OG0011895	XP_013587993.1	Om007G307680
OG0011896	XP_013635404.1	Om007G313710
OG0011897	XP_013587766.1	Om007G313830
OG0011898	XP_013605213.1	Om007G313960
OG0011899	XP_013636450.1	Om007G313920
OG0011900	XP_013590169.1	Om007G314520
OG0011901	XP_013637316.1	Om007G315130
OG0011902	XP_013633139.1, XP_013613712.1	Om007G315490
OG0011903	XP_013631884.1	Om005G224150, Om005G224280, Om005G224290, Om008G339280
OG0011904	XP_013636269.1	Om008G339150
OG0011905	XP_013593718.1, XP_013584841.1	Om007G292080
OG0011906	XP_013596939.1	Om008G343140, Om007G286270, Om007G286280
OG0011907	XP_013637006.1	Om008G338630
OG0011908	XP_013625454.1	Om008G338940
OG0011909	XP_013635966.1	Om007G317970
OG0011910	XP_013631444.1, XP_013621737.1	Om008G338310
OG0011911	XP_013630030.1	Om008G345910
OG0011912	XP_013613116.1	Om008G345880
OG0011913	XP_013608833.1	Om006G231050
OG0011914	XP_013622996.1	Om001G011180
OG0011915	XP_013610903.1, XP_013630636.1	Om043G376250, Om008G344300
OG0011916	XP_013621856.1	Om043G376300, Om008G344340
OG0011917	XP_013607225.1	Om008G344350, Om043G376310
OG0011918	XP_013611750.1	Om008G344370
OG0011919	XP_013612047.1	Om008G349830
OG0011920	XP_013630345.1	Om008G344460
